wavelength,Back_IncOrtf,Belly_IncOrtf,Breast_IncOrtf,Crissum_IncOrtf,Crown_IncOrtf,DorTail_IncOrtf,Patch10_IncOrtf,Patch11_IncOrtf,Rump_IncOrtf,Throat_IncOrtf,WingTip_IncOrtf
241.92,-6.36233333333,-3.93244444444,-6.75188888889,-6.45522222222,-6.35333333333,-4.99911111111,-10.9442222222,0.54711111111,-5.639,-6.72433333333,-0.17611111111
242.29,-5.53855555556,-3.37766666667,-5.41955555555,-5.54711111111,-5.30866666666,-3.91355555555,-9.54566666667,1.44644444445,-4.96855555555,-5.75966666666,1.23366666667
242.67,-4.51977777778,-2.27177777778,-3.982,-4.61622222222,-3.93388888889,-2.76966666667,-8.58222222222,2.256,-4.14277777778,-4.64844444444,2.03922222222
243.05,-3.98433333333,-1.63688888889,-3.36644444445,-4.131,-3.019,-2.01522222222,-8.06122222222,2.35511111111,-3.79877777778,-3.89922222222,2.56366666667
243.42,-4.18166666667,-1.63044444444,-3.37411111111,-4.12144444445,-2.86088888889,-2.12855555556,-7.79733333333,2.46077777778,-3.91766666667,-3.89488888889,2.47577777778
243.80,-3.98611111111,-1.26422222222,-3.21277777778,-3.89688888889,-2.77388888889,-2.06,-7.49666666667,2.92277777778,-3.92688888889,-3.54755555555,2.70722222222
244.17,-4.369,-1.51688888889,-3.44733333333,-4.31077777778,-3.06977777778,-2.54722222222,-7.82344444444,2.881,-4.33255555556,-3.71566666667,2.56911111111
244.55,-3.54833333333,-0.677222222221,-2.76544444444,-3.61211111111,-2.37755555556,-1.84833333333,-7.41455555555,3.80944444445,-3.88011111111,-2.91344444445,3.50622222222
244.92,-3.16888888889,-0.107333333333,-2.24233333333,-3.028,-2.23566666667,-1.383,-7.00255555556,4.15577777778,-3.60522222222,-2.27588888889,4.21611111111
245.30,-1.66911111111,1.45377777778,-0.813111111111,-1.509,-1.13933333333,0.0738888888877,-5.15522222222,5.64177777778,-2.10022222222,-0.671555555556,5.77711111111
245.67,-0.649000000001,2.56811111111,0.0671111111113,-0.179,0.100777777778,1.24755555556,-3.79322222222,6.94866666667,-0.833555555556,0.721666666667,6.99333333333
246.05,0.273555555554,3.35933333333,0.977777777779,0.83588888889,0.993000000001,2.33555555556,-2.74111111111,8.09155555556,0.227777777779,1.93555555556,8.05588888889
246.42,0.945333333335,3.96288888889,1.22944444444,1.30866666667,1.55544444444,2.98033333333,-2.19322222222,8.86188888888,0.977999999999,2.51933333333,8.64299999999
246.79,1.26544444444,4.31777777778,1.47922222222,1.65455555556,1.84266666667,3.373,-1.76555555556,9.52922222221,1.39788888889,2.79166666667,9.20855555557
247.17,1.61166666667,4.63666666667,1.95211111111,2.09477777778,2.17388888889,3.69433333333,-1.188,10.2715555556,1.964,3.16388888889,9.68177777779
247.54,2.03955555556,5.07466666667,2.37777777778,2.44911111111,2.56155555555,4.21455555556,-0.690999999999,10.6866666667,2.47922222222,3.61733333333,10.1007777778
247.92,2.433,5.32822222222,2.73511111111,2.72422222222,2.84422222222,4.557,-0.290999999999,11.0385555556,2.797,3.92444444444,10.4964444445
248.29,2.56977777778,5.55544444444,2.97844444444,2.89244444444,2.95688888889,4.799,-0.0464444444457,11.3368888889,3.06811111111,4.05022222222,10.6628888889
248.67,2.39188888889,5.34166666666,2.92777777778,2.74077777778,2.80933333333,4.73366666666,0.017888888889,11.1326666667,2.82722222222,3.91344444444,10.568
249.04,2.39577777778,5.18844444444,2.93333333333,2.68511111111,2.87044444445,4.74333333333,0.126222222223,11.2668888889,2.91511111111,3.90511111111,10.5065555556
249.42,1.94777777778,4.68422222222,2.59055555556,2.275,2.58644444445,4.40044444444,-0.319333333333,11.0045555556,2.53911111111,3.55655555556,10.1845555555
249.79,1.59822222222,4.34944444444,2.36544444445,1.86955555555,2.16633333333,4.02322222222,-0.729222222221,10.5896666667,2.04755555556,3.14555555556,9.79266666664
250.17,1.23544444444,4.18166666667,1.987,1.66911111111,1.85811111111,3.55933333333,-1.24933333333,10.332,1.68744444445,2.67855555556,9.47899999999
250.54,0.944777777779,4.18522222222,1.97888888889,1.57322222222,1.77111111111,3.23544444445,-1.47922222222,10.1711111111,1.46433333333,2.48333333333,9.19655555556
250.92,0.681666666667,3.88866666667,1.585,1.062,1.30511111111,2.66277777778,-1.80688888889,9.48888888889,1.22588888889,2.06055555556,8.68066666668
251.29,-0.0392222222233,3.16811111111,0.957111111111,0.369444444444,0.554111111112,1.85844444445,-2.58588888889,8.70411111111,0.543111111111,1.45533333334,7.86455555556
251.66,-0.49588888889,2.55477777778,0.542555555555,0.035,0.0232222222243,1.13744444445,-3.27211111111,8.01977777778,0.040777777779,0.787333333332,7.48911111111
252.04,-1.20366666667,1.96822222222,-0.0901111111113,-0.710222222222,-0.469555555558,0.523666666668,-4.00266666666,7.37933333333,-0.451444444443,0.228666666664,6.80755555555
252.41,-1.03088888889,2.00622222222,-0.110999999999,-0.623444444445,-0.135777777777,0.715888888889,-3.69122222222,7.36433333333,-0.327111111111,0.148222222222,6.85177777778
252.79,-1.31566666667,1.80688888889,-0.233,-0.793222222222,-0.163888888887,0.686222222223,-3.80222222222,7.17022222222,-0.415333333334,-0.207555555557,6.51555555555
253.16,-1.338,1.77577777778,-0.247222222222,-0.900555555557,-0.0317777777777,0.703888888889,-4.05877777778,7.02044444444,-0.450333333333,-0.133111111111,6.52588888889
253.54,-1.03966666667,1.97733333333,-0.121111111112,-0.982222222222,-0.191333333332,0.605999999999,-4.30544444445,6.83755555555,-0.548555555557,-0.140444444443,6.50588888889
253.91,-0.58577777778,2.52544444444,0.403666666666,-0.703000000002,0.260444444444,1.09355555555,-4.19844444445,7.20577777778,-0.039000000001,0.039111111111,6.83455555556
254.28,-0.493333333333,2.59966666667,0.286555555557,-0.72,0.326444444443,1.15988888889,-4.21922222222,7.16511111111,0.00644444444333,0.15322222222,6.71188888889
254.66,-0.754222222223,2.08922222222,-0.16611111111,-1.01688888889,0.06922222222,1.12077777778,-4.414,6.96011111111,-0.24911111111,-0.05511111111,6.64177777778
255.03,-1.229,1.607,-0.378222222221,-1.12711111111,-0.225555555553,0.47277777778,-5.06833333334,6.90811111111,-0.80011111111,-0.530999999999,6.021
255.41,-0.964444444447,1.73933333334,-0.349333333335,-0.95711111111,0.038,0.493666666667,-5.20244444444,6.95677777778,-0.751777777777,-0.402444444446,5.90111111111
255.78,-0.23811111111,2.57422222222,0.499666666665,-0.0922222222223,0.69922222222,1.37533333333,-4.47977777778,7.96822222222,0.023000000001,0.553,6.68522222222
256.15,-0.274111111112,2.74155555555,0.769222222221,0.167444444443,0.799666666663,1.38611111111,-4.356,8.08011111111,0.312111111109,0.799555555556,6.67888888889
256.53,-0.271666666667,2.84033333333,0.997999999999,0.315555555557,0.902666666667,1.48255555555,-4.33744444444,7.99211111111,0.440333333331,1.43122222222,6.76644444446
256.90,0.06222222222,3.09444444445,1.02466666667,0.38777777778,0.98988888889,1.56455555556,-4.13988888889,8.40422222222,0.87911111111,1.869,7.41411111112
257.28,0.426888888888,3.51688888889,1.28055555556,0.675333333332,1.14044444444,1.82833333333,-3.38933333333,8.75388888889,1.28688888889,2.24266666667,7.86833333332
257.65,0.732888888889,3.87711111111,1.66166666667,1.43233333333,1.779,2.46733333333,-2.45611111111,9.26488888889,1.95788888889,2.81422222222,8.34733333333
258.02,0.952666666667,4.02766666666,1.72133333334,1.68744444445,1.93422222222,2.68344444444,-1.92444444444,9.3948888889,1.96777777778,2.95911111111,8.6258888889
258.40,1.75711111111,4.65866666667,2.52666666667,2.23455555556,2.47733333333,3.48133333333,-0.938333333331,10.3416666667,2.62144444445,3.531,9.46911111109
258.77,2.336,5.25155555555,3.02577777778,2.73422222222,2.86933333333,3.95022222222,-0.398222222221,10.8871111111,3.06844444444,3.88266666667,9.91288888891
259.15,2.51555555556,5.44244444445,3.169,2.86933333333,2.96822222222,4.26911111111,-0.0637777777777,11.1431111111,3.19777777778,4.04588888889,10.2948888889
259.52,2.64822222222,5.54833333333,3.281,3.04666666667,3.01144444444,4.37344444445,0.143444444445,11.2926666667,3.237,4.04844444444,10.5604444444
259.89,2.65466666667,5.47711111111,3.249,3.03433333334,3.14155555555,4.43188888889,0.165111111111,11.32,3.08366666667,4.02466666667,10.4426666667
260.27,2.71666666667,5.471,3.22,3.00288888889,3.15644444445,4.39577777778,0.177444444444,11.4525555556,3.032,4.01177777778,10.5178888889
260.64,2.75766666667,5.323,3.18655555555,2.98888888889,3.02544444444,4.22877777778,0.0754444444446,11.4204444445,2.91622222222,3.85944444444,10.5107777778
261.01,2.64,5.22811111111,3.061,2.86877777778,2.75188888889,3.97322222222,-0.103777777778,11.2541111111,2.679,3.68477777778,10.2405555556
261.39,2.67244444445,5.16911111111,3.01833333333,2.83744444444,2.74844444444,3.94566666667,-0.251444444444,11.2735555555,2.55966666667,3.53422222222,10.1338888889
261.76,2.63377777778,5.03911111111,2.90544444445,2.61211111111,2.506,3.81355555555,-0.434777777778,11.2387777778,2.27488888889,3.31588888889,9.97777777779
262.13,2.45666666667,4.81288888889,2.65488888889,2.35888888889,2.18366666667,3.64333333333,-0.701222222223,11.1197777778,2.13766666667,3.19511111111,9.65999999998
262.51,1.68777777778,3.97144444444,1.84766666667,1.54644444444,1.43355555556,2.82955555556,-1.65944444444,10.2234444445,1.31111111111,2.27122222222,8.83377777777
262.88,1.10544444445,3.44922222222,1.41933333333,1.01122222222,0.871777777777,2.31922222222,-2.31577777778,9.6498888889,0.718333333333,1.73333333333,8.38044444444
263.25,0.784,3.09388888889,1.02633333333,0.63811111111,0.565000000001,2.06766666667,-2.867,9.23188888889,0.261333333335,1.36055555556,7.83655555556
263.63,0.551666666666,2.88822222222,0.774555555555,0.370666666667,0.463111111112,2.05033333333,-3.19144444445,9.03111111111,0.00422222222333,1.17466666667,7.47766666667
264.00,-0.0774444444423,2.38211111111,0.236555555555,-0.354666666667,-0.49088888889,1.35933333333,-3.73244444444,8.39244444444,-0.472555555554,0.486555555556,6.86044444444
264.37,-0.430666666667,2.30933333334,0.0709999999999,-0.539444444445,-0.809222222223,1.13577777778,-3.73377777778,7.77488888889,-0.667333333332,0.260222222221,6.42133333333
264.75,-1.09077777778,1.93066666667,-0.497444444443,-1.15844444445,-1.26455555555,0.661222222223,-4.24744444444,7.28344444444,-1.07622222222,-0.246222222221,5.797
265.12,-0.774222222223,2.18977777778,-0.104444444445,-0.812333333333,-0.679333333337,1.15422222222,-3.78122222222,7.56244444444,-0.593666666666,0.00933333333233,6.071
265.49,-0.76388888889,2.38544444444,0.0513333333323,-0.610333333334,-0.554333333333,1.27655555556,-3.47066666667,7.64966666667,-0.340222222222,0.116555555553,6.17266666667
265.87,-0.868666666664,2.34355555555,-0.135777777778,-0.719333333333,-0.456999999997,1.15366666667,-3.41566666667,7.52366666667,-0.339222222223,0.144777777778,6.302
266.24,-0.618222222223,2.40288888889,0.114222222221,-0.403444444445,-0.0483333333333,1.22344444444,-3.08677777778,7.91911111111,-0.21911111111,0.302555555557,6.77022222222
266.61,-0.0508888888867,3.09455555555,0.674,0.364555555557,0.640333333332,1.81866666667,-2.41211111111,8.82188888889,0.390222222221,1.03866666667,7.32533333333
266.98,0.106888888887,3.29277777778,0.756444444446,0.513888888888,0.842777777777,1.96088888889,-2.15011111111,9.14622222223,0.476888888889,1.26622222222,7.395
267.36,0.215555555555,3.31788888889,0.930222222223,0.479000000001,0.918333333333,1.99611111111,-2.05611111111,9.25477777777,0.538888888889,1.45322222222,7.482
267.73,-0.054333333331,2.95755555556,0.757777777778,0.112666666667,0.55188888889,1.59733333333,-2.25011111111,8.83755555556,0.24088888889,1.22033333333,7.22866666667
268.10,0.0265555555557,2.95833333333,0.797888888888,0.209777777778,0.763555555554,1.58411111111,-2.22922222222,8.87066666668,0.225333333332,1.36288888889,7.298
268.48,0.131333333332,2.758,0.791777777778,0.382777777778,0.840555555556,1.64755555556,-2.274,9.0548888889,0.285111111112,1.321,7.31744444444
268.85,0.513111111112,3.06022222222,1.13333333333,0.908111111112,1.28466666667,2.10766666667,-1.87511111111,9.49433333334,0.701555555554,1.66122222222,7.74066666667
269.22,0.431000000001,2.89288888889,1.01177777778,0.840000000001,1.13588888889,2.03444444445,-1.97233333333,9.47477777779,0.507555555556,1.62922222222,7.61188888889
269.59,0.665999999999,3.03666666667,1.32122222222,0.995555555557,1.28544444444,2.23066666667,-1.87633333333,9.67877777779,0.698222222222,1.77244444445,7.74533333333
269.97,0.76411111111,3.13011111111,1.46155555555,1.18822222222,1.29322222222,2.32044444445,-1.80166666667,9.80377777777,0.904222222221,1.777,7.72866666666
270.34,0.821,3.37644444444,1.707,1.33066666667,1.38211111111,2.46988888889,-1.601,9.66077777779,1.19744444444,1.90211111111,7.94333333333
270.71,1.09133333333,3.59544444444,1.90055555556,1.40277777778,1.49277777778,2.55711111111,-1.41644444444,9.48922222223,1.38966666666,2.09611111111,8.13288888889
271.09,1.35955555556,3.64833333333,1.963,1.44922222222,1.56388888889,2.65888888889,-1.27677777778,9.36844444445,1.612,2.094,8.30222222221
271.46,1.71088888889,3.84288888889,2.16277777778,1.79711111111,1.90455555556,2.96122222222,-0.893888888889,9.58122222221,1.98744444444,2.31333333333,8.61655555555
271.83,2.01966666667,4.13822222222,2.469,2.13033333333,2.16344444445,3.359,-0.575444444447,9.85855555556,2.33122222222,2.55877777778,8.97144444446
272.20,2.09111111111,4.17033333333,2.47477777778,2.08522222222,2.16122222222,3.46455555556,-0.550555555556,9.97488888888,2.37788888889,2.57422222222,8.9848888889
272.58,2.27255555555,4.366,2.65,2.16555555556,2.35588888889,3.65366666667,-0.458555555554,10.1336666667,2.49155555556,2.77988888889,9.18188888889
272.95,2.26044444445,4.30166666667,2.64988888889,2.05566666667,2.35411111111,3.53977777778,-0.497444444445,9.95100000001,2.39966666667,2.75788888889,9.11811111111
273.32,2.32111111111,4.41611111111,2.674,2.20244444445,2.48755555555,3.60577777778,-0.364222222222,10.0097777778,2.55844444445,2.80666666667,9.25866666666
273.69,2.05022222222,4.21722222222,2.28655555556,1.85944444444,2.26955555556,3.33444444444,-0.555222222221,9.68155555555,2.27788888889,2.52577777778,9.00977777777
274.06,1.78377777778,3.988,2.00388888889,1.62133333333,2.11122222222,3.12077777778,-0.841111111112,9.51888888888,1.99255555555,2.22744444444,8.8168888889
274.44,1.50188888889,3.54444444445,1.56744444445,1.26155555556,1.80777777778,2.832,-1.30322222222,9.27666666668,1.56433333333,1.82277777778,8.37711111111
274.81,1.28011111111,3.25477777778,1.44688888889,1.11933333333,1.58644444445,2.69055555556,-1.50466666666,9.188,1.31344444444,1.59255555556,8.21744444445
275.18,1.30222222222,3.28522222222,1.638,1.36744444445,1.71544444444,2.84688888889,-1.46077777778,9.28977777779,1.42033333333,1.69377777778,8.33566666667
275.55,0.864999999999,3.00522222222,1.37133333333,1.15333333333,1.40333333333,2.42855555556,-1.76866666667,8.87477777778,1.07655555555,1.35211111111,8.01622222222
275.93,0.708777777778,2.73711111111,1.12688888889,0.911111111111,1.14955555556,2.01511111111,-2.04788888889,8.71388888889,0.747888888889,1.07122222222,7.67855555555
276.30,0.778444444443,2.82422222222,1.17444444444,1.09777777778,1.16755555556,2.01611111111,-2.07922222222,8.61944444446,0.805111111112,1.11444444444,7.79766666667
276.67,0.396555555554,2.42366666667,0.782888888888,0.718555555557,0.759111111111,1.59988888889,-2.50488888889,8.09788888889,0.450888888889,0.73888888889,7.41633333333
277.04,0.0763333333333,2.14388888889,0.425999999999,0.381111111111,0.342888888888,1.27122222222,-2.906,7.90733333333,0.052,0.29088888889,7.076
277.41,-0.101777777778,2.09666666667,0.333111111111,0.210333333333,0.241777777779,1.07988888889,-3.19422222222,7.81522222222,-0.203444444444,0.249111111111,6.95622222222
277.79,-0.313444444443,1.98033333333,0.172777777778,0.148111111111,0.08088888889,0.880888888889,-3.36188888889,7.62233333333,-0.355888888889,0.239666666666,6.9
278.16,0.36688888889,2.55677777778,0.827888888888,0.726444444444,0.593888888889,1.38333333334,-2.60933333333,8.06177777778,0.349222222222,1.09344444444,7.39811111111
278.53,0.824333333333,3.12111111111,1.38033333333,1.26,1.05066666667,1.88844444444,-1.90222222222,8.53255555554,0.858555555556,1.73388888889,7.626
278.90,1.273,3.61177777778,1.82133333333,1.78711111111,1.63744444444,2.451,-1.29688888889,8.9458888889,1.35155555556,2.28077777778,8.05066666667
279.27,1.26144444444,3.70266666667,1.86333333333,1.819,1.73066666667,2.50944444444,-1.149,9.25133333332,1.44833333333,2.50933333333,8.02411111111
279.64,1.50922222222,3.96088888889,2.13633333333,2.00233333333,1.96866666667,2.854,-0.959222222223,9.5448888889,1.67688888889,2.834,8.17333333334
280.02,1.45066666667,4.06022222222,2.209,2.14944444445,2.10633333333,3.03366666667,-0.871111111111,9.55477777778,1.94411111111,2.98066666667,8.32577777778
280.39,1.49877777778,3.99711111111,2.27855555556,2.16522222222,2.21677777778,3.091,-0.663555555554,9.69977777778,2.19122222222,3.00666666667,8.31488888889
280.76,1.83766666667,4.42633333334,2.58855555556,2.57911111111,2.64822222222,3.51211111111,-0.282777777779,10.2503333333,2.63555555555,3.30477777778,8.639
281.13,2.13588888889,4.74022222222,2.84155555556,2.82322222222,2.85688888889,3.85177777778,-0.012111111111,10.4691111111,2.85388888889,3.62655555556,8.79288888889
281.50,2.26311111111,4.846,2.90611111111,2.86755555555,2.79344444444,4.06111111111,0.0917777777777,10.5008888889,2.94144444444,3.55766666667,8.80655555556
281.87,2.79744444444,5.31955555555,3.42,3.40522222222,3.20566666666,4.57255555556,0.680666666668,10.946,3.45755555556,4.03666666667,9.22877777776
282.25,2.691,5.42722222222,3.49577777778,3.47022222222,3.29522222222,4.69577777778,0.643888888888,11.049,3.39955555556,4.01522222222,9.17688888891
282.62,2.68222222222,5.45022222222,3.47966666667,3.35233333333,3.22744444444,4.71111111111,0.517555555556,11.0613333333,3.40755555556,3.96377777778,9.25377777779
