wavelength,Back_PooCaem,Belly_PooCaem,Breast_PooCaem,Crissum_PooCaem,Crown_PooCaem,DorTail_PooCaem,Patch10_PooCaem,Patch11_PooCaem,Rump_PooCaem,Throat_PooCaem,WingTip_PooCaem
310.01,5.045,11.9445,2.67466666666,4.75033333333,3.78266666666,6.0665,6.37883333333,3.31866666667,4.6405,10.7351666667,5.805
310.38,5.1325,12.145,2.76583333334,4.87916666667,3.83116666667,6.0915,6.5585,3.35033333333,4.77,10.878,5.86233333333
310.75,5.31101851852,12.4358333334,2.99483333333,5.00216666666,4.00116666667,6.2835,6.82516666666,3.4995,4.94883333334,11.155,5.95783333333
311.12,5.22333333333,12.5685,2.967,4.99216666667,3.97433333333,6.17383333333,6.867,3.4415,5.00783333334,11.3315,6.01516666667
311.49,5.33137037037,12.8128333333,3.07866666666,5.06616666666,4.0645,6.18916666667,7.01916666667,3.40566666667,5.07133333333,11.5558333333,6.0785
311.85,5.43325925926,12.9358333334,3.1405,5.11466666667,4.0695,6.22883333333,7.09383333333,3.5455,5.11983333334,11.74,6.13866666667
312.22,5.44716666667,13.0908333333,3.152,5.14366666667,4.08233333333,6.23166666667,7.16216666667,3.54083333333,5.2105,11.8821666667,6.26933333333
312.59,5.37466666667,13.2065,3.1445,5.02833333333,4.029,6.1335,7.15183333333,3.56083333334,5.15616666667,11.8971666667,6.34316666667
312.96,5.52611111112,13.517,3.35783333333,5.217,4.18466666667,6.252,7.43416666667,3.8545,5.3945,12.1351666667,6.54333333333
313.33,5.46568518519,13.5945,3.34716666667,5.27516666667,4.1735,6.224,7.53766666667,3.83983333334,5.431,12.224,6.55516666667
313.70,5.3567962963,13.6933333334,3.23333333334,5.236,4.046,6.21516666667,7.5485,3.75083333333,5.24183333334,12.264,6.531
314.07,5.41448148148,13.8296666666,3.276,5.2705,4.1215,6.2305,7.834,3.79066666666,5.29183333334,12.5,6.57033333334
314.43,5.44614814815,13.9045,3.1835,5.26766666666,4.02566666666,6.24316666667,7.93366666667,3.78416666667,5.32333333333,12.6623333333,6.54333333333
314.80,5.36083333333,13.9378333333,3.09966666666,5.26666666666,3.95316666667,6.2695,7.91933333334,3.76283333334,5.25416666667,12.7641666667,6.52333333333
315.17,5.19083333333,13.8481666667,2.737,5.00933333334,3.79983333333,6.23583333334,7.7595,3.63616666667,5.04883333333,12.7135,6.33366666666
315.54,5.29957407408,14.0968333333,2.805,5.18583333334,4.103,6.45383333333,7.94433333333,3.91416666667,5.27516666667,12.938,6.54683333333
315.91,5.18757407408,14.146,2.67816666666,5.10483333333,4.14466666666,6.44033333333,7.9675,3.7455,5.1885,12.8976666667,6.53466666667
316.28,5.17988888889,14.1486666667,2.64966666667,5.06683333333,4.11916666667,6.3985,8.00616666667,3.71816666667,5.2015,12.8843333333,6.38466666667
316.64,5.16148148148,14.1905,2.48966666667,4.9655,4.02433333333,6.36033333333,8.07566666665,3.57416666667,5.17716666667,13.0038333334,6.299
317.01,4.9352037037,14.1598333334,2.31816666667,4.71183333333,3.875,6.10766666667,7.9595,3.36433333333,5.0825,13.0075,6.13166666666
317.38,4.92266666667,14.2103333334,2.2585,4.47583333334,3.731,5.98283333333,7.9055,3.27016666667,5.03366666667,12.998,5.9795
317.75,4.84705555556,14.1803333333,2.18016666667,4.28333333334,3.50333333334,5.81233333333,7.74483333334,3.17933333334,5.03183333333,13.0416666667,5.767
318.12,4.72431481482,14.298,1.98316666666,4.13433333333,3.38683333333,5.787,7.47866666667,3.08833333333,4.94483333333,13.0098333334,5.5975
318.49,4.47787037037,14.2378333334,1.80833333334,3.80366666667,3.2395,5.53416666666,7.26533333334,2.84466666667,4.61433333333,12.8806666667,5.37583333334
318.85,4.60344444444,14.3245,1.822,3.91983333333,3.21233333334,5.51183333333,7.3655,2.90816666667,4.79016666666,12.899,5.40233333333
319.22,4.81427777778,14.5816666667,2.06733333333,4.188,3.38216666667,5.598,7.66883333333,3.08516666667,4.98666666667,13.1573333333,5.499
319.59,4.51961111111,14.3778333333,1.698,3.8185,2.96583333333,5.251,7.49,2.64716666667,4.6635,13.0203333333,5.07566666667
319.96,4.60618518518,14.5008333333,1.7075,3.88416666667,2.95316666667,5.17283333333,7.56966666667,2.78683333333,4.754,13.183,4.93466666666
320.32,4.6254074074,14.6291666667,1.577,3.90133333334,2.99483333334,5.20633333334,7.64983333333,2.78783333333,4.71683333333,13.302,4.793
320.69,4.54122222222,14.7198333333,1.53083333333,3.966,2.93433333334,4.97183333333,7.63866666667,2.71383333333,4.61366666666,13.3811666667,4.6895
321.06,4.59633333333,14.9491666667,1.48433333333,4.08216666667,2.936,4.99516666666,7.65116666667,2.64116666666,4.59866666667,13.6433333333,4.63883333334
321.43,4.68401851852,15.3598333334,1.67,4.36733333333,3.24566666667,5.20583333334,7.84883333333,2.868,4.82466666667,14.0236666666,4.77383333334
321.80,4.96216666667,15.6588333333,2.03383333334,4.6785,3.63133333334,5.48983333333,8.25650000002,3.15616666666,5.1005,14.3613333334,5.06466666666
322.16,5.04618518519,15.7126666666,2.09883333333,4.68183333333,3.61483333333,5.5155,8.39166666668,3.1765,5.0315,14.5571666667,5.1905
322.53,5.50203703704,16.2121666666,2.53566666667,5.20983333334,4.00633333334,5.9,8.8795,3.486,5.4735,15.0883333334,5.61233333334
322.90,5.55461111111,16.4458333333,2.55116666667,5.2725,4.13766666667,5.9995,9.01616666669,3.52983333333,5.53066666667,15.3655,5.72433333333
323.27,5.50583333333,16.5606666667,2.50783333334,5.25716666667,4.12783333333,5.97633333333,8.94116666668,3.58433333333,5.50233333333,15.4708333333,5.6815
323.63,5.64305555555,16.9421666667,2.765,5.5555,4.29316666666,6.1995,9.13416666665,3.90883333333,5.7095,15.6701666667,5.86016666667
324.00,5.77581481481,17.1351666667,2.91616666667,5.662,4.48,6.35116666666,9.23616666669,3.98983333334,5.79533333333,15.9186666667,6.00966666666
324.37,5.83138888889,17.2986666666,2.99716666667,5.713,4.38516666667,6.18466666667,9.22683333331,3.989,5.85783333333,16.0888333333,6.118
324.74,5.90309259259,17.4395,3.02666666667,5.7405,4.407,6.3335,9.33633333332,4.02066666667,6.003,16.2271666667,6.1535
325.10,5.76481481481,17.2626666667,2.85366666667,5.65033333334,4.27483333333,6.26316666667,9.24883333335,3.93966666666,5.92516666667,15.9991666666,6.09983333333
325.47,5.80701851852,17.2395,2.836,5.6635,4.21066666667,6.25883333333,9.30983333335,3.82516666666,5.887,16.0071666667,6.14116666667
325.84,5.71683333333,17.2946666667,2.7265,5.62616666667,4.21066666667,6.24316666667,9.33583333331,3.7425,5.79983333333,16.0305,6.1275
326.21,5.64922222222,17.3945,2.62083333333,5.608,4.23383333334,6.192,9.41016666669,3.63916666667,5.706,15.9985,6.03716666667
326.57,5.48574074074,17.3861666666,2.493,5.45366666667,4.02883333334,6.03516666667,9.23116666669,3.51483333333,5.4915,15.888,5.86733333333
326.94,5.36931481481,17.3976666667,2.4475,5.37966666667,3.91216666667,5.88333333333,9.20249999998,3.441,5.32816666667,15.9598333333,5.76666666667
327.31,5.3725,17.3693333333,2.44733333333,5.288,3.81466666666,5.80316666666,9.17583333333,3.28283333333,5.23083333333,15.9205,5.81683333333
327.67,5.24701851852,17.1738333334,2.212,4.97166666667,3.65066666666,5.57216666666,9.02816666667,2.87783333333,4.9445,15.8581666666,5.59383333333
328.04,5.0832962963,17.1445,2.02916666667,4.803,3.391,5.30083333333,9.02,2.60466666667,4.7195,15.8161666667,5.42016666667
328.41,4.96920370371,17.1495,1.9855,4.66166666666,3.33033333334,5.28766666667,9.05349999999,2.49933333334,4.66733333333,15.9168333334,5.41416666667
328.78,4.91577777778,17.2398333333,1.9885,4.61766666667,3.3585,5.2445,8.98550000001,2.46766666667,4.6205,15.9036666667,5.4545
329.14,4.98377777778,17.342,2.04366666667,4.61366666666,3.343,5.24883333333,9.06633333332,2.4375,4.55883333334,16.0801666667,5.407
329.51,4.8694074074,17.4178333333,1.95383333333,4.51883333334,3.24083333333,5.09266666667,8.99149999999,2.33516666667,4.36466666667,16.1425,5.25566666667
329.88,4.83155555556,17.4388333333,1.8525,4.45083333333,3.10316666666,4.87066666666,8.95133333332,2.18133333334,4.26566666667,16.2201666667,5.164
330.24,4.9027962963,17.5816666667,1.9895,4.57566666667,3.09666666667,4.84116666666,9.08883333335,2.2995,4.41616666667,16.3981666667,5.30766666666
330.61,4.77709259259,17.503,1.793,4.53466666667,3.0125,4.735,8.99883333335,2.21716666666,4.39033333333,16.3868333333,5.1915
330.98,4.80833333333,17.5925,1.799,4.58283333333,3.062,4.70316666667,9.02466666667,2.23566666666,4.51833333333,16.4998333334,5.17466666667
331.34,4.80016666666,17.7563333333,1.85933333333,4.591,3.12633333333,4.73316666666,9.09483333333,2.3915,4.6955,16.6521666667,5.07333333333
331.71,4.98092592593,17.9365,2.01033333333,4.793,3.22583333333,4.84716666667,9.2485,2.73966666666,4.95033333334,16.7295,5.2305
332.08,5.14842592593,18.141,2.11883333334,4.916,3.34883333333,5.107,9.42366666668,2.9095,5.11016666667,16.782,5.38583333334
332.44,5.16403703703,18.2338333333,2.10616666667,4.935,3.39566666667,5.13216666667,9.46716666668,2.93983333333,5.107,16.7166666666,5.38783333333
332.81,5.29474074074,18.293,2.16783333333,5.04366666667,3.52366666667,5.14466666666,9.6305,3.05616666667,5.18,16.8963333334,5.4425
333.18,5.37783333333,18.4855,2.32016666667,5.08766666667,3.69983333333,5.25166666667,9.69300000001,3.083,5.306,17.1651666666,5.55633333334
333.54,5.55877777778,18.6475,2.34566666667,5.10133333333,3.81233333333,5.38883333334,9.80300000002,3.1495,5.47916666667,17.2283333334,5.639
333.91,5.56016666667,18.8186666666,2.28383333334,5.06466666667,3.841,5.42233333333,9.85266666668,3.22016666666,5.55366666667,17.2268333334,5.61966666666
334.28,5.63635185185,18.9211666667,2.226,5.124,3.84483333333,5.47683333333,9.89766666665,3.28966666667,5.72316666667,17.4035,5.51566666667
334.64,5.56546296297,19.0306666666,2.19733333334,5.00783333334,3.83483333334,5.36233333334,9.92616666667,3.24216666667,5.6805,17.3905,5.43666666667
335.01,5.57012962963,19.0685,2.131,4.87233333333,3.88166666666,5.36116666667,9.94466666665,3.12666666666,5.612,17.3305,5.40966666667
335.38,5.72524074074,19.2828333333,2.153,4.98983333333,3.9485,5.45283333333,10.107,3.182,5.61816666667,17.4376666666,5.5155
335.74,5.79596296296,19.5071666667,2.17666666667,5.114,4.0755,5.54666666667,10.2556666667,3.23316666666,5.71783333333,17.7176666667,5.5985
336.11,5.76561111111,19.6156666667,2.1365,5.147,4.09583333333,5.47433333333,10.3258333333,3.264,5.73783333333,17.8973333334,5.58766666667
336.47,5.82664814815,19.6646666667,2.16533333333,5.19033333333,4.155,5.49233333333,10.3778333333,3.2835,5.64566666666,17.9646666667,5.52133333333
336.84,5.87348148148,19.8181666667,2.2575,5.22283333334,4.17866666667,5.491,10.4456666667,3.3235,5.636,18.0781666667,5.45716666666
337.21,5.94742592592,19.8953333333,2.342,5.34366666666,4.26116666667,5.4225,10.5438333333,3.42916666667,5.71416666667,18.0265,5.5395
337.57,5.85638888889,19.9611666667,2.30083333333,5.3645,4.1785,5.37183333334,10.6125,3.47033333334,5.68566666666,18.1521666667,5.531
337.94,5.80464814815,19.8838333333,2.2975,5.33283333334,4.135,5.32366666666,10.5365,3.38016666666,5.60633333333,18.2233333333,5.45316666667
338.31,5.66527777777,19.8605,2.1835,5.17233333334,4.07,5.19366666666,10.418,3.20566666666,5.43383333333,18.132,5.39616666666
338.67,5.7807962963,19.911,2.23533333333,5.22866666667,4.18966666667,5.32,10.5466666667,3.277,5.45166666666,18.2641666667,5.53583333333
339.04,5.81414814815,20.0185,2.24866666667,5.304,4.168,5.42533333333,10.617,3.4175,5.4885,18.4105,5.54933333333
339.40,5.75944444445,20.0993333333,2.27516666667,5.286,4.19183333333,5.39566666666,10.6026666667,3.43033333333,5.5495,18.5341666667,5.51466666666
339.77,5.59794444444,19.9221666667,2.16416666666,5.1035,4.08333333333,5.27416666666,10.4258333333,3.26483333333,5.37333333333,18.3555,5.33416666667
340.14,5.47166666666,19.7953333334,1.98116666667,4.86233333333,3.9165,5.18066666666,10.2445,3.07366666666,5.19683333334,18.2126666667,5.14416666667
340.50,5.49185185185,19.9908333334,1.99533333334,4.8305,3.85683333333,5.25133333334,10.2845,3.08533333333,5.25833333333,18.4346666666,5.1695
340.87,5.39235185185,19.8633333333,1.90616666667,4.76683333333,3.772,5.2135,10.305,2.95733333334,5.20433333333,18.4646666666,5.14566666666
341.23,5.29057407407,19.8828333333,1.795,4.702,3.67483333334,5.266,10.342,2.8535,5.11383333334,18.5421666666,5.0735
341.60,5.29042592592,19.9365,1.89233333334,4.77083333333,3.72066666667,5.33,10.3815,2.83183333334,5.11783333333,18.5681666667,5.1575
341.96,5.37685185185,20.14,1.983,4.85666666667,3.795,5.452,10.5755,3.005,5.2025,18.7833333334,5.26166666667
342.33,5.41525925926,20.2666666666,2.0535,4.90916666667,3.809,5.46983333333,10.6855,3.08016666666,5.23066666666,18.8776666667,5.28033333334
342.70,5.57144444444,20.4828333334,2.21583333333,5.06616666667,3.89666666666,5.5945,10.9173333333,3.17516666667,5.37583333334,19.101,5.378
343.06,5.55312962963,20.5451666667,2.24516666667,5.06083333333,3.87633333333,5.5055,10.9378333333,3.07216666667,5.357,19.171,5.41966666667
343.43,5.67851851852,20.6743333333,2.3465,5.14583333334,3.95416666666,5.601,11.1275,3.0505,5.36833333333,19.246,5.52866666666
343.79,5.81435185185,20.92,2.47716666667,5.25933333334,4.06466666667,5.72283333333,11.3298333333,3.14416666667,5.53983333333,19.6053333333,5.68216666666
344.16,5.78111111111,20.9965,2.45033333334,5.35383333333,4.09966666667,5.6785,11.407,3.15383333334,5.57033333334,19.6061666667,5.7185
344.52,5.72131481482,20.9485,2.36633333333,5.34133333334,4.10966666667,5.63416666667,11.4775,3.09383333333,5.56466666667,19.6063333333,5.622
344.89,5.68637037037,21.0536666666,2.28183333334,5.329,4.13833333333,5.6325,11.4961666667,3.1415,5.623,19.667,5.62866666667
345.25,5.82751851851,21.2215,2.36883333334,5.4485,4.25366666667,5.68966666666,11.6511666667,3.28783333333,5.75966666666,19.838,5.69716666666
345.62,5.94633333333,21.4456666666,2.42933333334,5.46,4.3845,5.783,11.8426666667,3.43683333334,5.91283333333,20.0068333333,5.76766666667
345.99,5.9015,21.4695,2.3965,5.39283333334,4.3865,5.74583333333,11.8946666667,3.39183333333,5.95033333333,19.96,5.77483333333
346.35,5.95362962963,21.563,2.40666666667,5.432,4.47683333333,5.82233333334,12.043,3.4255,5.9885,20.0166666666,5.86283333333
346.72,5.8115,21.5835,2.202,5.31266666667,4.36333333333,5.70316666667,11.913,3.28533333334,5.905,19.96,5.78683333334
347.08,5.77485185185,21.6133333333,2.116,5.3075,4.32566666666,5.64333333333,11.931,3.22483333333,5.81516666667,19.9888333333,5.71366666667
347.45,5.58883333333,21.5106666666,1.90033333333,5.192,4.202,5.43683333334,11.8051666667,3.1275,5.66016666666,19.9918333334,5.523
347.81,5.46212962963,21.4838333333,1.80466666667,5.08233333333,4.1005,5.27266666666,11.7631666667,3.0695,5.46133333333,19.8421666667,5.422
348.18,5.4835925926,21.4785,1.85033333334,4.9985,4.10866666667,5.29716666667,11.7783333333,3.08916666667,5.43633333333,19.9798333333,5.45783333333
348.54,5.42596296297,21.4855,1.78916666666,4.9465,4.05033333334,5.2455,11.6826666667,3.0535,5.3775,19.9441666666,5.46583333334
348.91,5.49424074074,21.724,1.8405,5.01,4.05266666666,5.305,11.6721666666,3.00066666666,5.34066666667,20.0095,5.51383333334
349.27,5.40814814815,21.6575,1.70033333333,4.8455,3.93066666667,5.2085,11.564,2.886,5.201,19.9158333334,5.37166666666
349.64,5.28187037037,21.5206666667,1.53483333333,4.72683333334,3.758,5.04033333333,11.3428333333,2.6485,4.99316666666,19.859,5.18483333333
350.00,5.30877777778,21.66,1.5715,4.77316666667,3.76633333333,5.05583333333,11.3558333334,2.60966666666,4.9,19.925,5.17266666667
350.37,5.37872222222,21.822,1.6855,4.83866666667,3.865,5.12033333333,11.3766666666,2.63066666666,4.99883333333,20.0938333333,5.21083333333
350.73,5.36803703704,21.8101666667,1.78016666667,4.82766666667,3.87616666667,5.086,11.3951666666,2.651,5.03616666667,20.2233333333,5.18933333333
351.10,5.31425925926,21.8651666667,1.76883333333,4.748,3.84616666666,5.06183333333,11.3693333333,2.663,5.01966666666,20.2598333333,5.09783333334
351.46,5.38987037037,21.9581666667,1.8295,4.74,3.8515,5.13283333333,11.5075,2.7195,5.11383333334,20.3613333333,5.14616666667
351.83,5.44874074074,22.0983333333,1.835,4.777,3.83883333333,5.16916666666,11.5445,2.73166666666,5.20283333333,20.4565,5.15783333333
352.19,5.52159259259,22.3448333333,1.94116666667,4.896,3.87116666667,5.2655,11.6438333333,2.75116666667,5.31616666666,20.592,5.152
352.55,5.72118518518,22.5171666666,2.13116666667,5.04333333333,4.04783333334,5.3795,11.8818333334,2.93083333334,5.50883333333,20.7591666666,5.33333333334
352.92,5.69753703703,22.5045,2.147,5.008,3.99683333334,5.40733333333,11.9721666667,2.94716666667,5.541,20.8136666667,5.321
353.28,5.72572222223,22.6688333334,2.187,5.0875,4.02033333333,5.44983333334,12.0158333334,2.973,5.553,20.9406666666,5.30316666666
353.65,5.71255555556,22.7661666667,2.11233333333,5.131,4.02466666667,5.42566666667,12.0558333334,2.96466666667,5.54016666667,20.9146666666,5.29166666666
354.01,5.73937037037,22.7163333334,2.091,5.1465,4.01833333334,5.3545,12.0161666667,2.97833333333,5.5815,20.942,5.3015
354.38,5.77092592592,22.762,2.13216666666,5.15483333333,4.03733333333,5.31783333334,12.0896666667,3.05866666667,5.58666666666,21.0251666667,5.309
354.74,5.91068518519,22.9075,2.20083333333,5.253,4.10316666667,5.4235,12.26,3.15283333333,5.68633333333,21.1228333333,5.36566666666
355.11,6.13192592592,23.122,2.409,5.544,4.31866666667,5.65583333333,12.5218333333,3.3805,5.98633333333,21.3391666667,5.57566666667
355.47,6.14146296296,23.2258333333,2.408,5.57916666666,4.362,5.6785,12.5203333333,3.385,6.0135,21.365,5.5675
355.83,6.17725925926,23.2608333333,2.39583333334,5.63616666667,4.41566666667,5.7175,12.5725,3.41766666667,6.044,21.471,5.6105
356.20,6.2715925926,23.3698333334,2.41566666666,5.72516666667,4.50383333333,5.76266666667,12.6761666667,3.48483333333,6.1535,21.6005,5.7
356.56,6.27824074074,23.5196666667,2.424,5.80183333334,4.45066666667,5.7895,12.692,3.45033333334,6.15433333333,21.7513333333,5.65816666667
356.93,6.27596296296,23.5716666667,2.39666666667,5.7545,4.46116666667,5.771,12.6428333333,3.45333333333,6.12616666667,21.782,5.59366666666
357.29,6.37218518518,23.7401666667,2.4775,5.80133333334,4.54833333334,5.831,12.7756666667,3.53983333334,6.24683333333,21.9758333333,5.714
357.66,6.48514814815,23.8176666667,2.6075,5.86133333333,4.62333333333,5.94716666667,12.941,3.62933333334,6.37883333333,22.1463333334,5.86283333333
358.02,6.49935185185,23.9436666666,2.59766666667,5.84533333333,4.62533333333,6.01916666666,13.0143333334,3.62333333333,6.39766666666,22.2286666666,5.87166666667
358.38,6.45538888889,23.9078333333,2.47666666666,5.78883333333,4.54416666666,5.96483333334,12.9741666667,3.55,6.3335,22.1888333334,5.84933333334
358.75,6.4492037037,23.9936666667,2.456,5.755,4.561,5.96716666667,12.9925,3.54383333333,6.27033333334,22.24,5.85233333334
359.11,6.38168518519,24.0191666667,2.36666666667,5.59666666667,4.46683333333,5.8525,12.9008333334,3.43983333333,6.15333333333,22.2065,5.79233333333
359.48,6.4342962963,24.0576666667,2.399,5.61066666667,4.4625,5.86383333333,12.9203333333,3.46466666666,6.121,22.2636666666,5.8665
359.84,6.48731481481,24.1241666666,2.46183333333,5.59066666667,4.481,5.88433333334,12.9636666666,3.53716666666,6.158,22.3048333334,5.9105
360.20,6.38631481481,24.1313333333,2.44416666666,5.49466666666,4.42466666667,5.78733333333,12.9016666667,3.52316666666,6.1005,22.2905,5.8425
360.57,6.32196296297,24.0548333333,2.393,5.3785,4.3875,5.73416666667,12.8348333333,3.4945,6.06783333333,22.1938333333,5.78616666667
360.93,6.3807037037,24.1365,2.4895,5.43466666667,4.4305,5.74983333334,12.9565,3.5615,6.15833333333,22.29,5.87833333334
361.29,6.34422222222,24.1581666667,2.48266666667,5.41183333334,4.41283333333,5.72333333333,12.972,3.53283333333,6.12866666666,22.2756666667,5.829
361.66,6.32781481481,24.1803333333,2.45633333333,5.3875,4.39633333333,5.67116666667,12.903,3.54833333334,6.06283333333,22.2841666667,5.73266666667
362.02,6.34464814815,24.2205,2.49216666667,5.44883333334,4.4365,5.643,12.9138333333,3.578,6.09083333334,22.3601666667,5.70833333334
362.39,6.44307407407,24.3923333333,2.623,5.554,4.519,5.7205,13.0016666667,3.657,6.17983333333,22.5228333333,5.72833333333
362.75,6.44901851852,24.3758333333,2.639,5.56666666667,4.51033333333,5.7075,13.001,3.659,6.224,22.5453333334,5.72316666667
363.11,6.42761111112,24.415,2.582,5.54183333334,4.46516666667,5.63533333333,13.0116666667,3.632,6.2165,22.5816666667,5.6695
363.48,6.45344444445,24.4835,2.62716666667,5.609,4.50583333333,5.64833333333,13.092,3.68883333334,6.31266666667,22.6281666666,5.64366666667
363.84,6.39205555556,24.5133333333,2.60433333333,5.58383333333,4.45666666666,5.55083333333,13.0423333333,3.6045,6.26016666667,22.5951666667,5.60366666666
364.20,6.431,24.5416666667,2.60716666666,5.6145,4.48233333334,5.60116666666,13.1201666667,3.57283333334,6.26233333333,22.7223333334,5.617
364.57,6.47655555556,24.6708333334,2.632,5.6725,4.5495,5.55633333333,13.2216666667,3.63133333334,6.26466666667,22.8728333333,5.672
364.93,6.50166666667,24.7413333333,2.5765,5.69016666667,4.581,5.51566666667,13.3125,3.64616666666,6.25083333334,22.924,5.62716666666
365.29,6.50055555555,24.7771666667,2.527,5.70283333333,4.56233333333,5.4895,13.3153333333,3.63,6.235,22.9693333334,5.63016666666
365.66,6.41305555556,24.8503333334,2.46133333333,5.5995,4.504,5.41316666667,13.3243333333,3.5225,6.23733333334,23.0028333333,5.58166666666
366.02,6.49946296296,24.9411666667,2.478,5.6385,4.566,5.46616666666,13.4311666667,3.58783333333,6.2825,23.1036666666,5.655
366.38,6.45087037037,24.907,2.36266666667,5.57133333333,4.49833333333,5.41766666667,13.4396666666,3.50616666667,6.20616666667,23.0481666666,5.60983333334
366.75,6.452,24.9858333334,2.3475,5.592,4.54916666667,5.4245,13.5511666666,3.50783333334,6.24,23.1288333333,5.6295
367.11,6.50598148148,24.9811666667,2.40433333333,5.64716666667,4.6225,5.51383333333,13.6093333333,3.53283333333,6.247,23.2143333333,5.67166666667
367.47,6.42472222223,25.076,2.29716666667,5.554,4.57483333334,5.44766666667,13.5838333334,3.43133333334,6.16833333333,23.2733333333,5.64916666666
367.84,6.4415925926,25.1423333333,2.27983333333,5.57516666666,4.60566666666,5.49133333333,13.7008333333,3.4585,6.171,23.3916666666,5.66266666667
368.20,6.45724074074,25.2548333333,2.29316666666,5.60883333333,4.6375,5.4595,13.7281666667,3.50533333333,6.15866666667,23.3803333334,5.716
368.56,6.47907407408,25.3323333334,2.2745,5.62583333334,4.67983333334,5.52216666667,13.7675,3.4995,6.20766666667,23.4478333333,5.73983333333
368.93,6.44787037037,25.3565,2.25016666667,5.582,4.66466666667,5.54283333334,13.6985,3.43833333333,6.156,23.4528333334,5.71883333333
369.29,6.39151851852,25.3215,2.231,5.52683333333,4.6465,5.50466666666,13.6638333333,3.41216666667,6.1035,23.453,5.6785
369.65,6.49772222222,25.389,2.29583333334,5.63533333333,4.735,5.58866666667,13.7953333334,3.51216666667,6.1485,23.6145,5.7575
370.01,6.45555555555,25.4778333333,2.307,5.58483333333,4.738,5.58083333333,13.7993333333,3.4665,6.11933333333,23.6288333333,5.74766666667
370.38,6.41859259259,25.5233333333,2.31716666666,5.5365,4.718,5.55916666666,13.7893333333,3.499,6.15933333333,23.6685,5.77516666667
370.74,6.42355555555,25.5748333333,2.29516666667,5.53,4.68966666667,5.54916666667,13.7431666667,3.53066666667,6.13883333334,23.7268333334,5.74
371.10,6.3425925926,25.6168333334,2.191,5.40183333334,4.58833333333,5.47466666666,13.7113333333,3.424,6.06733333333,23.6526666667,5.646
371.46,6.34355555555,25.639,2.18116666667,5.34183333334,4.54533333333,5.44483333333,13.7251666667,3.4105,6.0445,23.6306666667,5.59266666667
371.83,6.34718518518,25.7321666667,2.184,5.33783333333,4.54633333333,5.4495,13.7481666667,3.38816666667,6.09383333334,23.718,5.55716666666
372.19,6.31072222222,25.6746666666,2.14416666667,5.2935,4.4985,5.41133333333,13.6918333333,3.32866666667,6.0675,23.7356666667,5.45316666667
372.55,6.25698148148,25.6761666666,2.13483333333,5.24266666667,4.45516666667,5.38983333333,13.6655,3.24866666667,5.99516666666,23.7125,5.37033333334
372.92,6.2929074074,25.7346666666,2.11966666667,5.249,4.48616666667,5.3885,13.7033333333,3.26883333334,6.06333333334,23.814,5.40183333334
373.28,6.40425925926,25.8645,2.18833333333,5.29916666667,4.51033333333,5.44466666667,13.7946666667,3.326,6.16483333334,23.9256666667,5.47233333333
373.64,6.37668518518,25.897,2.1825,5.27083333334,4.47383333333,5.3805,13.7771666667,3.31116666666,6.203,23.8778333333,5.44133333333
374.00,6.37085185185,25.8988333333,2.15366666667,5.287,4.4105,5.315,13.8006666667,3.30833333333,6.20916666667,23.925,5.4085
374.37,6.39974074074,25.9728333333,2.14633333333,5.31316666666,4.50233333333,5.33883333333,13.8423333333,3.29383333333,6.23466666667,23.9838333333,5.37883333333
374.73,6.37146296296,26.0561666667,2.13916666667,5.27616666666,4.4775,5.30733333334,13.861,3.25233333333,6.22133333333,23.9703333333,5.32416666667
375.09,6.49109259259,26.1635,2.28883333333,5.42083333334,4.586,5.41816666667,13.9916666667,3.38916666666,6.3235,24.1188333333,5.44533333334
375.45,6.58187037037,26.2855,2.42333333334,5.56783333333,4.69483333333,5.48583333334,14.0998333333,3.48966666667,6.4225,24.3023333333,5.55633333334
375.81,6.60329629629,26.3273333333,2.46316666666,5.63033333333,4.73883333334,5.5195,14.1548333333,3.537,6.4025,24.336,5.57583333333
376.18,6.64255555555,26.4051666666,2.4945,5.6625,4.75066666667,5.5545,14.2356666667,3.55983333333,6.43816666666,24.4306666667,5.62716666667
376.54,6.62151851852,26.487,2.47216666667,5.67433333333,4.73783333333,5.54233333333,14.2461666666,3.57983333334,6.4895,24.5038333334,5.63616666666
376.90,6.54546296296,26.5395,2.46366666667,5.69033333333,4.69433333333,5.47533333333,14.2898333333,3.52366666667,6.43383333334,24.5175,5.56
377.26,6.47301851852,26.5431666667,2.39733333334,5.68333333333,4.69233333333,5.4055,14.2966666667,3.4755,6.35233333333,24.4868333333,5.53866666667
377.63,6.45988888888,26.6268333333,2.42783333334,5.69183333333,4.71316666666,5.41666666666,14.3218333333,3.468,6.32133333333,24.5375,5.56783333333
377.99,6.48368518519,26.6971666666,2.48016666667,5.72633333333,4.761,5.50116666667,14.3436666666,3.5095,6.3365,24.6078333333,5.61633333333
378.35,6.54607407407,26.8545,2.60666666667,5.84733333333,4.804,5.5715,14.4655,3.602,6.39883333334,24.7691666667,5.711
378.71,6.59072222222,26.913,2.65583333333,5.9095,4.8305,5.6125,14.5565,3.63416666667,6.4095,24.8848333334,5.77666666667
379.07,6.5775,27.0455,2.627,5.92466666667,4.84983333333,5.5585,14.5835,3.626,6.43716666667,24.9391666667,5.7435
379.44,6.55725925926,27.0303333333,2.55083333333,5.855,4.8065,5.50333333333,14.5726666666,3.57733333333,6.35466666667,24.9888333334,5.70366666667
