wavelength,Back_PooTorf,Belly_PooTorf,Breast_PooTorf,Crissum_PooTorf,Crown_PooTorf,DorTail_PooTorf,Patch10_PooTorf,Patch11_PooTorf,Patch12_PooTorf,Patch13_PooTorf,Rump_PooTorf,Throat_PooTorf,WingTip_PooTorf
582.32,12.1841111111,44.1126666667,9.55844444446,23.66425,14.7594666667,9.37411111111,45.4636666667,32.502,30.285,36.0099444444,19.7144444444,37.0396666667,13.1735555556
582.66,12.2788888889,44.1696666667,9.6301111111,23.7740722222,14.8051777778,9.44477777779,45.5158888889,32.5418888889,30.3422222222,36.0937222222,19.7694444444,37.109,13.2091111111
583.00,12.2627777778,44.1076666667,9.54866666666,23.7607388889,14.7533333333,9.40777777778,45.488,32.5268888889,30.3223333333,36.0007777778,19.6998888889,37.0722222222,13.186
583.34,12.245,44.0686666667,9.49533333333,23.7447166667,14.6824666667,9.3528888889,45.4135555555,32.4624444445,30.2414444444,35.8753333333,19.5937777778,36.9518888889,13.1502222222
583.68,12.2062222222,44.0013333333,9.48566666669,23.6892666667,14.6567777778,9.2941111111,45.3726666667,32.3913333333,30.1738888889,35.7397222222,19.5172222222,36.857,13.1017777778
584.01,12.2496666667,44.0296666667,9.56144444443,23.7506444444,14.6996,9.34144444443,45.4025555555,32.403,30.2178888889,35.8702222222,19.5642222222,36.9276666667,13.1208888889
584.35,12.3376666667,44.135,9.65077777778,23.8090277778,14.7629777778,9.37822222221,45.4196666667,32.4471111111,30.3404444444,35.982,19.6177777778,37.0034444444,13.1641111111
584.69,12.1815555556,43.9793333333,9.51811111111,23.6631833334,14.6122888889,9.22011111112,45.2837777778,32.3066666666,30.1721111111,35.8152222222,19.4981111111,36.8416666666,13.0315555555
585.03,12.175,43.8776666667,9.50944444446,23.6525055556,14.5600222222,9.21355555556,45.2835555556,32.2504444444,30.1353333333,35.7693888889,19.4651111111,36.8405555556,13.0296666667
585.37,12.1642222222,43.9283333333,9.52711111112,23.6855833333,14.5823333333,9.25777777778,45.3172222222,32.2748888889,30.1577777778,35.8072222222,19.5023333333,36.7851111111,13.0214444444
585.70,12.2058888889,43.9926666667,9.57833333333,23.7620111111,14.6198444445,9.33066666667,45.4188888889,32.3493333333,30.2535555555,35.8703888889,19.5204444444,36.8423333333,13.0918888889
586.04,12.1891111111,43.991,9.66222222223,23.8163388889,14.6753111111,9.37011111111,45.3674444444,32.3273333333,30.2345555556,35.832,19.5486666667,36.8598888889,13.0815555556
586.38,12.1263333333,43.9603333333,9.61788888887,23.7945,14.6532,9.3581111111,45.4284444444,32.3037777778,30.2028888889,35.7900555556,19.496,36.8661111111,13.0603333333
586.72,12.1824444445,44.03,9.72911111113,23.8744111111,14.7299333333,9.44199999999,45.5218888889,32.359,30.2378888889,35.8802777778,19.5765555556,36.9165555555,13.1411111111
587.06,12.1685555555,43.9953333333,9.76899999998,23.8599722222,14.7697333333,9.46577777779,45.5162222222,32.3994444444,30.2293333333,35.9171111111,19.5983333333,36.8827777778,13.1385555556
587.39,12.158,44.0533333333,9.75022222221,23.8892777778,14.7887777778,9.47366666668,45.5325555556,32.4408888889,30.2845555556,36.0082222222,19.6091111111,36.953,13.1385555556
587.73,12.1287777778,44.1096666667,9.68644444443,23.9115555556,14.7661333333,9.44188888889,45.5542222222,32.4348888889,30.2606666667,35.9530555556,19.5901111111,36.9261111111,13.1267777778
588.07,12.119,44.0993333333,9.68844444446,23.9579722222,14.7530666667,9.44066666667,45.6098888889,32.415,30.2354444444,35.9548888889,19.5923333333,36.9652222222,13.1491111111
588.41,12.2414444445,44.293,9.82544444444,24.0969888889,14.8607333333,9.54222222223,45.7524444445,32.5555555556,30.3908888889,36.1012777778,19.6815555556,37.1332222222,13.2613333333
588.74,12.301,44.342,9.84255555554,24.1067055556,14.887,9.54500000001,45.7365555556,32.5768888889,30.4097777778,36.0975,19.6914444444,37.1132222222,13.2643333333
589.08,12.3666666667,44.296,9.87122222222,24.1576333333,14.9034222222,9.54211111111,45.7593333333,32.6013333333,30.4386666667,36.146,19.7292222222,37.2016666666,13.3292222222
589.42,12.3697777778,44.2753333333,9.89199999999,24.1662,14.9106666667,9.4891111111,45.7076666666,32.5461111111,30.38,36.1193333333,19.7293333334,37.1498888889,13.3472222222
589.76,12.4218888889,44.401,9.94233333333,24.2231611111,14.9567111111,9.55888888889,45.7836666667,32.634,30.4282222222,36.1925555556,19.7536666667,37.1795555556,13.4232222222
590.09,12.5178888889,44.4516666667,10.016,24.2812444445,15.0145333333,9.59611111112,45.7651111111,32.691,30.4362222222,36.2760555556,19.8425555556,37.1581111111,13.5372222222
590.43,12.5183333333,44.571,9.96944444444,24.3563,15.0093777778,9.5688888889,45.8207777778,32.7703333334,30.4796666667,36.3597777778,19.8282222222,37.2571111111,13.5031111111
590.77,12.5304444444,44.613,9.95755555556,24.3941444444,15.0048666667,9.54422222221,45.8585555556,32.8136666667,30.5366666667,36.4322777778,19.852,37.3221111111,13.5134444445
591.11,12.5607777778,44.5923333333,10.0036666667,24.4201055556,15.0196888889,9.57244444443,45.8544444445,32.8382222222,30.5407777778,36.3838333333,19.8631111111,37.3177777778,13.5257777778
591.44,12.5705555556,44.5616666667,10.0985555556,24.4607,15.0824444445,9.6308888889,45.8765555556,32.9064444445,30.558,36.4136666667,19.8663333333,37.3744444444,13.5643333333
591.78,12.5981111111,44.5723333333,10.0885555556,24.4899555555,15.1010666667,9.65777777777,45.8731111111,32.958,30.5555555556,36.4385,19.9084444444,37.3424444445,13.5861111111
592.12,12.5804444444,44.4566666667,10.0587777778,24.4363166667,15.1002888889,9.65388888889,45.8141111111,32.8625555556,30.5252222222,36.3677222222,19.8614444444,37.2555555556,13.5418888889
592.46,12.5616666667,44.4856666667,10.0364444445,24.5103111111,15.0990444444,9.66133333332,45.9232222222,32.8802222222,30.5588888889,36.4326666667,19.8827777778,37.3231111111,13.5651111111
592.79,12.5896666667,44.524,10.1105555556,24.5387722222,15.1527111111,9.73444444443,45.9296666666,32.8942222222,30.572,36.3641111111,19.8685555556,37.3432222222,13.6063333333
593.13,12.6916666667,44.578,10.1862222222,24.6228444444,15.2313111111,9.82755555554,45.9721111111,32.9815555556,30.6721111111,36.4704444444,19.981,37.4374444445,13.6493333333
593.47,12.6946666667,44.5163333333,10.1317777778,24.6149166667,15.1901111111,9.77811111111,45.9441111111,32.9633333333,30.6824444445,36.5023888889,19.9878888889,37.4047777778,13.6044444444
593.80,12.6251111111,44.4706666667,10.0541111111,24.5241444444,15.1066888889,9.72500000001,45.8668888889,32.8632222222,30.6376666667,36.4468333333,19.9017777778,37.3723333333,13.5053333333
594.14,12.5646666667,44.3123333333,10.0341111111,24.4082777778,15.0407333333,9.67122222221,45.702,32.7156666666,30.5034444444,36.2963888889,19.8522222222,37.191,13.49
594.48,12.5944444444,44.368,10.1161111111,24.4812666667,15.1212,9.74955555554,45.7953333333,32.7642222222,30.5628888889,36.3433333333,19.9087777778,37.2811111111,13.5674444445
594.81,12.6585555556,44.46,10.1102222222,24.5706888889,15.1456888889,9.80388888889,45.935,32.8306666666,30.6097777778,36.4570555556,19.9827777778,37.3675555556,13.6347777778
595.15,12.6618888889,44.488,10.0506666667,24.5913,15.1199111111,9.77244444442,45.9598888889,32.8555555556,30.5953333333,36.4285,19.9451111111,37.3398888889,13.6512222222
595.49,12.6304444444,44.4503333333,10.028,24.5510333333,15.0885777778,9.73222222221,45.9261111111,32.824,30.5361111111,36.3088333333,19.8766666667,37.3277777778,13.6314444444
595.82,12.6376666667,44.5593333333,10.0445555556,24.6020555555,15.0645555556,9.75088888889,46.0033333333,32.9278888889,30.5337777778,36.3275,19.8906666666,37.3812222222,13.6656666667
596.16,12.6018888889,44.5393333333,10.0314444444,24.5881,15.0517555556,9.72466666667,45.9246666667,32.9066666667,30.4941111111,36.2815555556,19.8678888889,37.3626666667,13.627
596.50,12.5256666667,44.5183333333,9.94311111109,24.5241722222,14.9612444444,9.63677777779,45.8763333333,32.8698888889,30.4235555556,36.2854444444,19.8252222222,37.2908888889,13.539
596.83,12.4262222222,44.4293333333,9.85677777779,24.4314444444,14.8724444444,9.56788888889,45.7934444444,32.798,30.3332222222,36.1833888889,19.7201111111,37.1984444444,13.4796666666
597.17,12.3967777778,44.4826666667,9.86333333332,24.4496,14.8439333333,9.55166666666,45.8171111111,32.7615555556,30.3211111111,36.1436666667,19.6966666667,37.2104444444,13.4927777778
597.51,12.4512222222,44.5526666667,9.93422222222,24.5362722222,14.9122444444,9.59788888887,45.8591111111,32.8511111111,30.3701111111,36.2087222222,19.757,37.2804444444,13.5438888889
597.84,12.5417777778,44.611,10.0145555555,24.6594277778,14.9895333333,9.68455555558,46.0086666667,32.9733333333,30.4604444444,36.2922777778,19.8416666667,37.4548888889,13.6422222222
598.18,12.5742222222,44.611,9.98344444447,24.6573888889,14.9493111111,9.6801111111,45.9731111111,32.9996666667,30.4284444445,36.2718333333,19.8327777778,37.455,13.6427777778
598.52,12.5644444444,44.5936666667,9.99933333332,24.6387611111,14.9877777778,9.67033333334,45.859,33.0028888889,30.4077777778,36.2559444444,19.818,37.4148888889,13.6447777778
598.85,12.5383333333,44.6093333333,9.99044444446,24.6098222222,14.9326444445,9.67,45.7907777778,32.9607777778,30.361,36.2174444444,19.7833333333,37.4382222222,13.6112222222
599.19,12.5598888889,44.7833333333,10.0374444444,24.6813722222,14.9886666667,9.7288888889,45.8773333333,32.9988888889,30.4404444445,36.3253888889,19.8466666666,37.4838888889,13.6747777778
599.53,12.6126666667,44.72,10.1016666666,24.726,15.0583555556,9.7651111111,45.8517777778,32.9708888889,30.4361111111,36.3682222222,19.8842222222,37.4701111111,13.7183333333
599.86,12.6854444444,44.723,10.1531111111,24.7707,15.1177111111,9.85366666669,45.8703333333,33.0231111111,30.4573333333,36.4221666667,19.9194444444,37.4521111111,13.8012222222
600.20,12.82,44.9013333333,10.2913333333,24.9513833333,15.2574444444,10.0144444445,46.0308888889,33.1518888889,30.639,36.5171111111,20.0423333333,37.5905555556,13.9514444445
600.53,12.8012222222,44.9006666667,10.3054444445,24.9797944445,15.2357555555,9.9858888889,46.0736666667,33.1708888889,30.6481111111,36.5527222222,20.0432222222,37.6242222222,13.9516666667
600.87,12.8654444444,44.884,10.3362222222,25.0054833333,15.3154,10.0382222222,46.0915555556,33.2434444444,30.6851111111,36.5995,20.089,37.6044444444,14.0088888889
601.21,12.8966666667,44.926,10.3951111111,25.0711666666,15.3280888889,10.0861111111,46.1708888889,33.256,30.7085555556,36.5545555556,20.1332222222,37.6321111111,14.0738888889
601.54,12.887,44.9953333333,10.4344444445,25.1168222222,15.3629111111,10.1095555555,46.178,33.3191111111,30.7521111111,36.6336666667,20.1518888889,37.5997777778,14.0813333333
601.88,12.8151111111,44.97,10.4027777778,25.1146833333,15.3395333333,10.109,46.1187777778,33.233,30.7211111111,36.5926111111,20.103,37.5367777778,14.0745555556
602.21,12.7607777778,44.9553333333,10.407,25.1018666667,15.2818888889,10.065,46.1443333334,33.2362222222,30.6867777778,36.5417777778,20.0868888889,37.5017777778,14.0864444445
602.55,12.8107777778,44.9066666667,10.4491111111,25.1652388889,15.3291555556,10.0657777778,46.1814444445,33.2384444444,30.7677777778,36.5547777778,20.167,37.46,14.1446666667
602.88,12.8118888889,44.8583333333,10.4028888889,25.1492611111,15.2799111111,10.0594444444,46.1558888889,33.22,30.718,36.4848888889,20.1281111111,37.3942222222,14.1415555556
603.22,12.7718888889,44.899,10.3907777778,25.1322888889,15.2633777778,10.041,46.1383333333,33.2298888889,30.7343333333,36.4317222222,20.0977777778,37.3854444444,14.1296666667
603.56,12.7527777778,44.9176666667,10.3957777778,25.1486666667,15.2562444445,10.0085555555,46.1421111111,33.2235555556,30.7717777778,36.3943333333,20.0878888889,37.422,14.1454444445
603.89,12.6837777778,44.815,10.3134444444,25.0723055555,15.1862444444,9.91777777779,46.0545555556,33.1341111111,30.6345555556,36.3680555556,20.0121111111,37.3663333333,14.0524444444
604.23,12.7047777778,44.854,10.2862222222,25.1299277778,15.2175555556,9.95366666667,46.1106666667,33.1842222222,30.6896666666,36.3950555556,20.0461111111,37.402,14.0863333333
604.56,12.698,44.8406666667,10.3075555556,25.1396222222,15.1885777778,9.94611111113,46.1192222222,33.1391111111,30.6861111111,36.3534444444,20.0621111111,37.3977777778,14.0735555556
604.90,12.6402222222,44.7603333333,10.2424444444,25.0949055556,15.1495111111,9.88988888888,46.0641111111,33.1107777778,30.6593333333,36.3243333333,19.9933333334,37.3441111111,14.0143333334
605.23,12.6318888889,44.7996666667,10.1774444444,25.0519333333,15.1204444444,9.8741111111,46.0361111111,33.0771111111,30.6384444444,36.286,19.972,37.3431111111,13.9768888889
605.57,12.6478888889,44.8373333333,10.1863333333,25.0930166666,15.1140666667,9.8182222222,46.0655555556,33.1047777778,30.6361111111,36.2963888889,19.9983333333,37.3193333333,13.9621111111
605.90,12.6868888889,44.8803333333,10.1823333334,25.1310166666,15.1160222222,9.85255555556,46.0421111111,33.0842222222,30.6633333333,36.2698888889,19.9782222222,37.3438888889,13.9684444445
606.24,12.6932222222,44.9283333333,10.1683333333,25.1404888889,15.1149555556,9.87466666667,46.0806666666,33.081,30.656,36.2949444444,19.944,37.3837777778,13.9427777778
606.58,12.6764444445,44.8806666667,10.1651111111,25.1461055556,15.1464888889,9.83933333336,46.0758888889,33.0783333333,30.6717777778,36.342,19.9302222222,37.4067777778,13.9098888889
606.91,12.6987777778,44.8963333333,10.1882222222,25.2120055556,15.1663333333,9.87711111112,46.1407777778,33.0877777778,30.6861111111,36.3812777778,19.9714444444,37.4731111111,13.9698888889
607.25,12.6388888889,44.866,10.1826666667,25.2003777778,15.1410222222,9.87088888888,46.1451111111,33.0695555556,30.6491111111,36.4172777778,19.9736666666,37.4684444444,13.9203333333
607.58,12.6815555556,44.984,10.2072222222,25.2868611111,15.1633111111,9.9211111111,46.1896666666,33.1585555555,30.7758888889,36.4123888889,20.0241111111,37.5117777778,14.025
607.92,12.694,44.9456666667,10.2218888889,25.2718833333,15.1376444444,9.92822222224,46.1513333333,33.1512222222,30.7086666667,36.3369444444,19.989,37.4911111111,13.9922222222
608.25,12.6448888889,44.8923333333,10.1287777778,25.2500555555,15.0982666667,9.90000000001,46.0966666667,33.1214444445,30.6706666667,36.276,19.8905555555,37.457,13.9448888889
608.59,12.6655555556,44.9013333333,10.1251111111,25.2795277778,15.0935111111,9.92677777777,46.0932222222,33.1392222222,30.6888888889,36.2768888889,19.8867777778,37.4378888889,13.9453333333
608.92,12.6742222222,44.8413333333,10.1082222222,25.2744888889,15.0837333333,9.87711111111,46.0534444445,33.0944444444,30.6925555556,36.1991666667,19.8447777778,37.4033333333,13.9158888889
609.26,12.681,44.8823333333,10.1203333333,25.2951833334,15.1303111111,9.9431111111,46.0448888889,33.0568888889,30.751,36.1828888889,19.8286666667,37.4314444444,13.923
609.59,12.6713333333,44.916,10.0951111111,25.3000166667,15.1340222222,9.95755555554,46.0593333333,33.0453333333,30.7938888889,36.2091666667,19.8428888889,37.4428888889,13.9022222222
609.93,12.6678888889,44.87,10.0804444445,25.3227888889,15.1283111111,9.965,46.0256666667,33.0826666667,30.8481111111,36.1943333333,19.8522222222,37.4307777778,13.903
610.26,12.6448888889,44.7926666667,10.07,25.3165888889,15.1235333333,9.98588888891,45.935,33.0374444444,30.8788888889,36.1158333333,19.8145555555,37.3461111111,13.8771111111
610.60,12.6526666667,44.771,10.0345555556,25.3075333333,15.1015333333,9.96433333332,45.883,33.0232222222,30.9112222222,36.0601111111,19.7896666667,37.249,13.8552222222
610.93,12.7335555556,44.7146666667,10.0292222222,25.3610555556,15.1070888889,9.99444444444,45.7942222222,32.9627777778,30.9372222222,35.9893333333,19.7706666667,37.2006666667,13.8734444445
611.27,12.698,44.6063333333,9.98033333333,25.3128888889,15.1050888889,9.99566666666,45.778,32.8568888889,30.8976666667,35.9841666667,19.7151111111,37.1082222222,13.7924444444
611.60,12.6773333334,44.7573333333,9.98844444447,25.3613444444,15.1433555556,10.0047777778,45.7737777778,32.8198888889,30.9607777778,36.0345555556,19.7061111111,37.0752222222,13.8055555555
611.93,12.7301111111,44.895,10.0533333333,25.4413944444,15.2213555556,10.0634444445,45.8048888889,32.9192222222,31.0883333333,36.1604444444,19.7568888889,37.1687777778,13.8746666667
612.27,12.8213333333,44.9683333333,10.1291111111,25.5353277778,15.3161555556,10.1955555555,45.856,32.9545555555,31.1854444444,36.2186666667,19.8632222222,37.2392222222,13.9596666667
612.60,12.9214444444,45.007,10.2528888889,25.6695222222,15.4329555555,10.36,45.8934444444,33.0288888889,31.2987777778,36.2957777778,19.9483333333,37.3185555555,14.1064444444
612.94,12.9525555555,45.0126666667,10.2451111111,25.6877555555,15.4264,10.3883333333,45.9027777778,33.0474444444,31.3033333333,36.4204444444,20.0234444445,37.3541111111,14.0616666666
613.27,12.958,44.8696666667,10.2607777778,25.6945444444,15.4539111111,10.3827777778,45.8784444444,33.0657777778,31.2683333333,36.3792777778,20.042,37.3341111111,14.0887777778
613.61,13.025,44.9746666667,10.351,25.7677444444,15.5305111111,10.4343333333,45.9331111111,33.0786666667,31.2928888889,36.4647777778,20.1132222222,37.4353333334,14.1871111111
613.94,13.1337777778,45.109,10.4556666667,25.93685,15.6055555556,10.5177777778,46.1356666667,33.2216666666,31.381,36.6983888889,20.2552222222,37.6602222222,14.2962222222
614.28,13.12,45.1786666667,10.4594444445,26.0221222222,15.6311555555,10.5407777778,46.2012222222,33.2455555555,31.4042222222,36.7796666667,20.2874444444,37.7771111111,14.3148888889
614.61,13.084,45.2803333333,10.4487777778,26.0363277778,15.6637555556,10.5337777778,46.2576666667,33.3091111111,31.4103333333,36.821,20.3203333333,37.7922222222,14.2931111111
614.94,13.2192222222,45.3533333333,10.5808888889,26.1203444444,15.7735333333,10.6143333333,46.2578888889,33.4241111111,31.4864444445,36.8105555556,20.3924444444,37.8751111111,14.3882222222
615.28,13.2923333333,45.3393333333,10.6773333333,26.1879611111,15.8862222222,10.6514444444,46.338,33.5145555555,31.5662222222,36.8498333333,20.4363333333,37.9795555556,14.4942222222
615.61,13.3082222222,45.3173333333,10.7034444444,26.2465222222,15.8860222222,10.6663333333,46.3911111111,33.5117777778,31.5473333333,36.8374444444,20.4664444445,37.9953333333,14.5137777778
615.95,13.246,45.2883333333,10.6573333334,26.1942166667,15.8682,10.5643333333,46.406,33.4802222222,31.5095555555,36.7654444444,20.4353333333,37.9822222222,14.5002222222
616.28,13.0912222222,45.1476666667,10.5388888889,26.1377833333,15.7524444444,10.3982222222,46.3364444445,33.4008888889,31.3813333333,36.7167777778,20.3556666667,37.88,14.3773333333
616.61,13.0523333333,45.086,10.5467777778,26.1435,15.7478666667,10.3534444445,46.3092222222,33.3933333333,31.425,36.6403333333,20.3147777778,37.8783333333,14.4225555556
616.95,13.0963333333,45.1433333333,10.5528888889,26.2050111111,15.7429777778,10.3594444444,46.381,33.3853333334,31.4081111111,36.6749444444,20.2921111111,37.8852222222,14.3974444444
617.28,13.0375555556,45.0806666667,10.5024444444,26.1667555555,15.6875111111,10.3206666667,46.3792222222,33.3843333333,31.4183333334,36.6762777778,20.2857777778,37.8142222222,14.3777777778
617.62,12.9581111111,45.0486666667,10.4156666666,26.0802333333,15.6046444444,10.2375555556,46.2472222222,33.3258888889,31.3435555555,36.5325555556,20.1995555556,37.6373333333,14.338
617.95,12.9712222222,44.9936666667,10.3904444444,26.05715,15.6322444444,10.2255555555,46.2538888889,33.3226666667,31.3344444444,36.5077777778,20.1701111111,37.6367777778,14.3346666667
618.28,12.918,44.9673333333,10.3403333333,26.0549,15.5598,10.2048888889,46.2735555556,33.3275555556,31.3262222222,36.5250555556,20.1042222222,37.626,14.334
618.62,12.8197777778,45.085,10.2747777778,26.0965666667,15.4741555555,10.1874444445,46.3543333333,33.317,31.3168888889,36.5892777778,20.0971111111,37.6588888889,14.3288888889
618.95,12.7916666667,45.1003333333,10.2368888889,26.0791777778,15.4089333333,10.2062222222,46.3352222222,33.2805555556,31.2264444445,36.6148888889,20.112,37.5944444444,14.3013333333
619.28,12.8192222222,45.114,10.3034444444,26.1058722222,15.4360444444,10.2362222222,46.3723333334,33.3432222222,31.2223333333,36.599,20.1345555556,37.5981111111,14.3238888889
619.62,12.8274444444,45.1633333333,10.336,26.1795444444,15.4324222222,10.24,46.4006666667,33.405,31.2478888889,36.6962222222,20.1152222222,37.5863333334,14.3597777778
619.95,12.8544444444,45.239,10.3656666667,26.1926,15.4318888889,10.2913333333,46.4948888889,33.4018888889,31.2746666667,36.7049444444,20.1183333333,37.635,14.3837777778
620.28,12.849,45.2186666667,10.3428888889,26.2406444444,15.4066,10.2686666667,46.6118888889,33.4848888889,31.2257777778,36.7561111111,20.0951111111,37.6454444444,14.4048888889
620.62,12.8853333333,45.348,10.4137777778,26.3121222222,15.4860666667,10.3554444444,46.6777777778,33.5615555555,31.3164444445,36.7412222222,20.1202222222,37.6881111111,14.4686666666
620.95,12.9365555556,45.416,10.434,26.3820833333,15.5406888889,10.3992222222,46.7094444444,33.6125555555,31.3067777778,36.8093888889,20.1473333333,37.7411111111,14.5012222222
621.28,12.9788888889,45.4733333333,10.488,26.4396555556,15.5536888889,10.4487777778,46.7402222222,33.6785555556,31.3675555556,36.8669444444,20.1763333333,37.8701111111,14.5293333333
621.62,13.0296666667,45.552,10.5435555556,26.4705222222,15.5716222222,10.5,46.7294444444,33.6932222222,31.3842222222,36.9922222222,20.2157777778,37.8651111111,14.5465555556
621.95,13.1401111111,45.6506666667,10.6204444445,26.5336666667,15.6306444445,10.5547777778,46.803,33.7553333333,31.4378888889,36.9706666667,20.2634444444,37.9312222222,14.616
622.28,13.1644444444,45.6173333333,10.6322222222,26.5292277778,15.6610666667,10.5045555555,46.7844444444,33.788,31.4317777778,37.0062222222,20.2511111111,37.9375555555,14.5887777778
622.62,13.1852222222,45.6413333333,10.6778888889,26.6088555555,15.7191777778,10.5543333333,46.8828888889,33.8823333333,31.5238888889,37.0055555556,20.283,38.01,14.6708888889
622.95,13.1342222222,45.5793333333,10.5844444445,26.5287611111,15.6928,10.5166666667,46.784,33.8264444444,31.5162222222,36.9987777778,20.2548888889,37.9396666666,14.5901111111
623.28,13.0712222222,45.455,10.502,26.4514666667,15.6285555555,10.4892222222,46.6887777778,33.7063333333,31.4688888889,36.9145555556,20.187,37.8447777778,14.5115555555
623.62,13.0837777778,45.513,10.4905555556,26.4828444444,15.66,10.4856666666,46.7338888889,33.8503333333,31.5107777778,36.9998888889,20.2536666667,37.9042222222,14.5548888889
623.95,13.0851111111,45.4373333333,10.4816666667,26.38985,15.6312444444,10.4684444445,46.5872222222,33.6986666667,31.4463333333,36.8672777778,20.2256666667,37.8167777778,14.5116666667
624.28,12.9508888889,45.2726666667,10.3556666667,26.2794222222,15.4730888889,10.3012222222,46.5103333334,33.5657777778,31.3641111111,36.8532777778,20.1483333333,37.7222222222,14.4403333334
624.62,12.9705555556,45.2786666667,10.4034444444,26.2691611111,15.4513555556,10.3484444444,46.5432222222,33.5508888889,31.3695555556,36.8203333333,20.1417777778,37.7273333333,14.471
624.95,12.9828888889,45.3613333333,10.4447777778,26.3227222222,15.4917777778,10.3883333333,46.6673333333,33.5995555556,31.3931111111,36.8955,20.2204444444,37.7708888889,14.5443333333
625.28,12.9627777778,45.387,10.3921111111,26.3249888889,15.4742888889,10.3616666667,46.6815555556,33.6465555556,31.3573333333,36.8855555556,20.2228888889,37.8028888889,14.5778888889
625.61,12.9695555555,45.3886666667,10.4,26.3607166667,15.4952888889,10.3681111111,46.7277777778,33.6841111111,31.3417777778,37.0138333333,20.284,37.8665555556,14.6308888889
625.95,12.9612222222,45.2036666667,10.4335555556,26.3370444444,15.4744888889,10.3808888889,46.6391111111,33.6472222222,31.2618888889,36.8956666667,20.243,37.826,14.6724444444
626.28,12.9294444445,45.1363333333,10.3775555555,26.2614944444,15.4222888889,10.3237777778,46.5222222222,33.5618888889,31.2033333333,36.8217777778,20.1867777778,37.7865555556,14.5661111111
626.61,12.916,45.1826666667,10.3863333333,26.2791333333,15.4025111111,10.2992222222,46.5496666667,33.5451111111,31.1861111111,36.8225,20.1728888889,37.8592222222,14.6178888889
626.94,12.9002222222,45.238,10.3708888889,26.3000833333,15.4182222222,10.2728888889,46.5132222222,33.5344444445,31.1426666667,36.7908333333,20.172,37.8997777778,14.6115555555
627.28,12.8433333333,45.2086666667,10.352,26.2722666667,15.3942,10.2694444444,46.4724444444,33.4108888889,31.0993333333,36.7259444444,20.1223333334,37.8066666667,14.5862222222
627.61,12.8554444444,45.2403333333,10.3694444445,26.3056333333,15.4301777778,10.3354444444,46.4614444444,33.4406666667,31.0835555556,36.7310555556,20.1251111111,37.8264444445,14.636
627.94,12.915,45.3523333333,10.4885555555,26.3920777778,15.5265111111,10.4536666667,46.5011111111,33.5765555555,31.1385555556,36.8113888889,20.1954444444,37.8823333333,14.7287777778
628.27,12.8257777778,45.299,10.3936666667,26.3653277778,15.5240444445,10.3707777778,46.4362222222,33.5622222222,31.075,36.7628333333,20.1663333333,37.83,14.6658888889
628.61,12.7278888889,45.2786666667,10.2865555556,26.3132166667,15.4504222222,10.2601111111,46.3466666667,33.4435555556,30.9953333333,36.6357777778,20.033,37.7433333333,14.578
628.94,12.7286666667,45.2643333333,10.2957777778,26.3281222222,15.4187777778,10.252,46.3031111111,33.3908888889,31.023,36.5684444444,20.0143333333,37.7253333333,14.5566666667
629.27,12.7625555556,45.402,10.3781111111,26.3314444444,15.4657111111,10.3098888889,46.2492222222,33.3395555555,31.067,36.4944444444,20.0003333333,37.7436666667,14.5631111111
629.60,12.767,45.6673333333,10.3426666666,26.3863944444,15.4953111111,10.3055555556,46.3484444444,33.3872222222,31.1901111111,36.6264444444,20.0677777778,37.8181111111,14.584
629.94,12.8496666667,45.778,10.4127777778,26.4580722222,15.5508888889,10.3896666667,46.3772222222,33.4194444444,31.2482222222,36.6644444444,20.1395555556,37.8725555556,14.6987777778
630.27,12.9053333333,45.7323333333,10.4581111111,26.4989388889,15.6271777778,10.4687777778,46.3545555556,33.4126666667,31.2545555556,36.6455,20.1696666667,37.8017777778,14.737
630.60,12.9841111111,45.781,10.5354444444,26.57795,15.7019555556,10.5514444444,46.4592222222,33.5371111111,31.3455555556,36.7257222222,20.2387777778,37.8896666667,14.8686666667
630.93,13.07,45.8236666667,10.6017777778,26.6622722222,15.7737333333,10.6335555556,46.4576666667,33.6312222222,31.3855555556,36.7445555556,20.2787777778,37.8963333333,14.9353333333
631.26,13.0895555555,45.963,10.625,26.7768888889,15.7878444445,10.6251111111,46.6314444444,33.7811111111,31.5351111111,36.8453888889,20.3005555556,37.9736666667,14.9921111111
631.60,13.0996666667,45.9446666667,10.5748888889,26.8082055556,15.7531111111,10.5862222222,46.651,33.7312222222,31.5045555556,36.8315555556,20.2977777778,37.9884444444,14.9582222222
631.93,13.2318888889,46.0746666667,10.7163333333,26.9258388889,15.8374222222,10.7214444444,46.7668888889,33.8222222222,31.6504444445,36.9249444444,20.3447777778,38.1052222222,15.0662222222
632.26,13.3278888889,46.0616666667,10.7981111111,26.9875222222,15.9112666666,10.7903333333,46.8474444445,33.8905555555,31.6808888889,36.9902777778,20.4476666667,38.187,15.1245555556
632.59,13.322,46.0526666667,10.8652222222,27.0254166667,15.9388444445,10.832,46.924,33.8724444445,31.6931111111,37.0395555556,20.4671111111,38.2282222222,15.1297777778
632.92,13.2713333333,45.914,10.7551111111,26.9961222222,15.8716,10.777,46.9168888889,33.8901111111,31.6403333333,37.105,20.4905555556,38.1503333333,15.081
633.26,13.2605555556,45.743,10.7096666667,26.9797777778,15.8291777778,10.7724444445,46.8531111111,33.8116666667,31.5434444445,36.9286111111,20.4227777778,38.0955555555,15.0024444444
