wavelength,Back_PooTorf,Belly_PooTorf,Breast_PooTorf,Crissum_PooTorf,Crown_PooTorf,DorTail_PooTorf,Patch10_PooTorf,Patch11_PooTorf,Patch12_PooTorf,Patch13_PooTorf,Rump_PooTorf,Throat_PooTorf,WingTip_PooTorf
183.35,116.092111111,47.1263333333,39.8466666666,115.747066667,94.3294888889,124.137888889,39.8466666667,68.5824444444,104.214444444,75.0958888889,145.977,77.0115555556,179.310333333
183.73,83.0807777778,42.424,46.2121111111,90.5303722222,67.0200444444,95.7071111111,32.5757777778,65.1515555556,89.8989999999,66.2877777778,109.090777778,60.6061111111,121.464555555
184.11,82.8283333333,57.5756666667,43.6866666667,99.482361111,67.8788,95.4545555555,36.8687777778,68.1816666667,91.1616666667,68.5605,103.535333333,61.1111111111,124.999777778
184.49,89.4736666668,76.3156666667,37.4267777777,104.956088889,68.2456666668,100.292333333,27.7775555556,74.2691111111,88.0116666666,76.3157777778,106.432777778,68.1285555556,137.134444444
184.87,73.0157777778,70.476,26.6667777778,91.6348666668,61.9683999999,100.634888889,21.9048888889,68.2542222222,66.9842222222,83.4918888889,93.0157777778,66.3492222222,140.0
185.25,63.6015555556,81.609,24.9042222222,125.153272222,85.8236444444,116.858222222,25.6704444445,90.8045555557,91.570888889,117.049722222,119.157111111,67.816,163.601444444
185.63,77.1931111111,84.2106666667,18.1286666666,188.040988889,89.8244666663,142.69,16.3742222221,143.274888889,142.689888889,180.4095,177.777888889,90.0585555553,238.596555556
186.01,118.803444444,107.692666667,37.606888889,291.45305,141.196488889,224.786222222,54.7008888888,256.410222222,241.025666667,282.051333333,277.777777778,151.282111111,387.179555556
186.39,85.0241111112,66.6666666667,33.8164444444,168.212544445,73.7199333333,159.420444444,43.4783333335,167.149777778,155.072444444,164.976,147.343111111,111.111222222,220.772888889
186.77,135.714,130.952666667,51.5872222223,250.595272222,128.412711111,257.142888889,34.9206666667,277.777666667,288.095222222,261.905,257.143,164.285777778,373.015888889
187.15,388.888888889,483.333333333,141.666666667,792.36111111,465.0,916.666666667,83.3333333334,977.777777777,991.666666667,993.055555556,850.000000001,477.777777778,1294.44444444
187.53,-143.209888889,-170.370666667,-11.111111111,-287.160538889,-162.222133333,-360.493777778,-46.9136666665,-358.024666667,-406.172777778,-414.1975,-343.209666667,-125.925777778,-560.493888889
187.91,-20.2382222221,-39.2856666667,29.762,-55.4167277778,-17.3809333331,-71.0317777778,9.52377777778,-94.4444444444,-84.1269999999,-100.992,-88.0953333334,-20.2381111111,-152.381
188.29,-0.740888888877,-4.44433333333,44.4443333333,-17.6852333333,15.4074222223,-29.2591111111,48.1481111111,-71.4815555555,-66.6666666667,-82.4071111111,-49.259111111,0.370444444443,-103.333333333
188.67,-8.23055555557,-18.5186666667,34.5677777778,-31.0494555556,1.39900000011,-23.0453333333,35.391,-86.4196666668,-84.7737777779,-95.2674444443,-63.7861111111,-0.000111111123333,-112.345777778
189.05,-26.8200000001,-31.0346666667,18.3907777778,-51.1111277778,-17.7010888889,-28.3523333334,8.04599999999,-96.9348888888,-108.812222222,-104.597888889,-78.5442222222,-5.7471111111,-101.915777778
189.43,-44.1267777778,-40.9523333333,-8.25377777779,-48.3650166667,-29.0794444445,-47.619,-13.6508888889,-100.317555556,-110.158777778,-83.491888889,-68.2538888889,-25.0793333333,-105.714111111
189.81,-7.40744444443,-25.926,11.3167777778,-10.6276722222,2.71600000001,-16.8724444444,4.52655555556,-37.037,-48.1482222222,-25.2057777778,-15.0206666667,2.88055555556,-50.4114444444
190.19,6.6358888889,-18.9813333333,19.2901111111,1.13414444447,15.0925777778,3.39499999999,18.9814444444,-8.9507777778,-20.5247777778,-4.5525,3.85799999998,14.3516666667,-14.969
190.57,8.33333333332,-10.4166666667,19.7916666667,6.53349444447,12.6620222222,12.0371111111,18.75,0.115555555577,-9.7221111111,4.8033888889,7.29166666669,19.2127777778,-5.20833333333
190.95,18.8453333333,0.980333333333,30.5012222222,16.8300777778,23.1591111111,24.9454444445,27.0153333333,11.9826666667,5.01077777777,13.0172777778,20.2614444445,28.2136666666,12.0914444445
191.33,17.7983333333,4.93833333333,29.9384444444,20.6121222222,28.1892,27.4692222222,29.5268888889,11.3168888889,5.967,16.0492222222,21.3991111111,27.1606666667,22.9424444444
191.71,24.5963333333,13.96,33.8082222222,24.54425,34.3970222222,32.2887777778,36.942,15.8594444445,12.6306666667,19.2782222222,26.4957777778,27.5404444444,32.7635555555
192.09,24.4445555556,20.58,31.9808888889,29.0533388889,32.2320222222,30.0484444444,37.971,15.8452222222,14.0095555556,16.1834444444,29.9516666667,31.7875555556,37.6811111111
192.47,17.5625555556,20.968,30.0178888889,26.3619833333,26.3799111111,26.2544444444,29.301,12.724,14.4264444445,14.2025,23.5663333333,30.4657777778,35.036
192.85,17.2302222222,25.121,26.0868888889,28.3858833333,26.5216444444,22.5443333333,28.6634444444,14.2512222222,17.9547777778,11.8759444444,21.9806666667,27.6972222222,35.8295555556
193.23,21.9857777778,32.6243333333,27.6594444445,34.3066833333,33.4908444444,26.6351111111,33.5695555556,19.8581111111,26.6352222222,12.766,25.5318888889,30.8116666666,44.7595555556
193.61,26.034,35.7663333333,31.8735555555,36.26535,40.6325333333,32.9278888889,39.416,25.9531111111,32.6843333333,14.2741111111,28.7915555556,37.7938888889,51.987
193.99,19.0082222222,45.179,25.6197777778,36.6067444445,38.6960444444,31.8641111111,41.5058888889,22.0384444444,31.313,4.68322222223,22.0385555555,37.282,59.8715555556
194.37,17.3172222222,53.4533333333,24.3243333333,43.0782222222,35.1150222222,27.6276666667,43.8437777778,17.5176666667,33.5336666667,1.90183333333,22.1222222222,42.5425555556,64.6647777778
194.75,23.7923333333,67.7533333333,26.57,55.8451888889,42.8260888889,33.3333333333,52.7778888889,19.3236666667,43.116,3.01933333333,32.971,56.0386666667,86.4733333333
195.13,29.5392222222,75.6096666667,28.8617777778,64.3494888889,50.3523777778,35.9078888889,57.3171111111,15.4471111111,50.2711111111,7.24927777777,39.702,65.176,98.7805555557
195.51,35.0076666667,93.151,29.3761111111,72.0775888888,51.4458888889,36.6817777778,58.2953333333,16.286111111,57.3818888889,3.7291111111,46.1186666668,72.602888889,103.196333333
195.89,38.7302222222,101.428666667,27.6192222222,80.3807833334,57.0474,46.1904444445,66.1904444443,21.1111111111,67.4604444444,6.6666111111,56.0317777778,88.8887777777,112.222111111
196.27,54.7386666667,108.333666667,37.745,89.2239111111,68.562,48.8562222222,82.1895555554,32.3527777777,72.3856666667,18.2191111111,66.9935555557,100.163222222,120.261444444
196.65,84.362,140.123666667,58.847888889,117.366316667,91.4403777779,64.609,110.082222222,45.679,98.7654444446,25.205611111,88.0658888888,138.888777778,160.699444444
197.03,111.924,179.674333333,96.4771111111,159.89155,126.178777778,88.6178888887,148.509444444,59.3494444444,140.379555556,48.7804444443,137.398111111,205.961888889,220.596333333
197.40,173.333333334,269.333333333,166.222222222,264.6,200.0,145.777777778,237.777777778,72.8888888889,211.555555556,86.4444444443,220.444444444,352.444444445,346.222222222
197.78,171.111111111,338.333333333,176.666666667,310.194444445,216.333333333,166.111111111,261.666666667,47.7777777778,227.222222222,62.2222222223,239.444444445,412.222222222,423.888888889
198.16,210.256333333,458.974333333,252.136777778,440.640983333,300.8546,222.222222222,350.427333333,10.256222222,335.897555555,117.948888889,383.760666667,660.683555556,615.384666667
198.54,191.269666667,416.666333333,216.666777778,367.261994445,296.190444444,193.650666667,292.857111111,-0.793666666667,329.365111111,103.1745,335.714222222,582.539666667,585.714333333
198.92,120.289777778,255.072333333,137.197888889,222.198094444,197.294688889,134.782555556,178.260888889,22.7053333333,225.120888889,67.1500555557,225.120777778,355.555666667,364.734444444
199.30,107.407444445,246.032,112.169444445,213.333322222,184.338666667,111.640222222,187.301444444,30.1585555554,206.349222222,57.1427222223,217.460222222,384.656,373.015777778
199.68,94.4443333332,193.939666667,103.030222222,205.681794444,177.979777778,101.515,190.403888889,32.3234444443,185.353555556,81.3129444443,208.080777778,374.242444444,374.747666667
200.06,163.888888889,458.333333333,202.777777778,496.805555555,394.444444445,147.222222222,440.277777778,-16.6666666667,355.555555555,184.722222222,473.611111111,927.777777777,983.333333332
200.44,126.262666667,372.727333333,192.929222222,421.11115,337.373711111,198.989777778,347.474666667,83.8385555557,308.080666667,167.1715,414.141333333,732.323222222,777.777555557
200.82,101.851777778,198.611333333,104.629666667,234.953772222,199.629555556,119.444333333,204.166555556,86.5741111111,162.499888889,108.564777778,263.426,375.925888889,399.074
201.19,106.666666667,186.666666667,83.1111111111,215.511111111,189.422222222,109.777777778,192.444444444,86.2222222222,141.333333333,102.888888889,255.555555556,343.111111111,375.111111111
201.57,82.0261111111,136.274666667,45.4247777778,157.892016667,136.862755555,80.3923333334,138.888888889,78.7582222223,106.862666667,90.6858888889,199.019333333,245.098111111,274.836666667
201.95,80.0504444445,105.303333333,48.2322222222,151.540433333,132.575755556,78.7877777779,123.737333334,89.8991111111,114.141333333,96.0858888889,182.828111111,203.535444444,231.818222222
202.33,83.7450000001,81.4816666667,48.5595555555,144.640066667,120.905288889,72.6337777779,122.428,90.7406666665,102.057666667,87.4487222222,156.378666667,166.460888889,200.617333333
202.71,94.5455555557,103.030333333,62.4242222222,156.666822222,128.121288889,91.717111111,130.505111111,101.414111111,103.838222222,93.2323333333,167.676777778,173.333222222,205.252444444
203.09,95.0396666668,119.047333333,68.2538888889,155.317572222,130.714266667,88.889,132.341333333,102.380888889,95.4365555556,89.0873333333,154.960333333,164.087333334,202.579333333
203.47,80.510111111,124.043666667,66.3024444444,145.673988889,127.759755555,90.164,118.215,83.060111111,90.164,86.6121666667,147.176888889,148.633888889,187.249444445
203.85,78.2343333332,123.287666667,67.5798888889,131.263233333,120.6088,90.1067777779,106.392777778,82.3438888889,86.3014444446,70.4717222222,137.138444444,128.158333333,167.123111111
204.22,83.4796666668,123.684,67.8362222222,127.953177778,122.924,95.1754444442,102.485444445,88.158,92.8362222223,70.3215555556,139.473666667,124.122888889,164.181333333
204.60,74.7354444444,120.238,60.5821111111,116.415366667,110.873066667,85.7144444446,89.2857777779,73.8095555554,89.5502222222,64.4178888889,125.793777778,110.714111111,152.777666667
204.98,74.1666666666,127.083333333,61.8055555556,117.5625,112.583333333,84.0277777777,87.638888889,71.1111111111,90.9722222221,64.0277777778,121.25,104.305555556,154.444444444
205.36,77.2425555557,128.513666667,66.6666666667,118.326594444,114.404333333,89.9597777778,90.7628888889,75.368111111,92.2355555557,62.0481666667,119.143222222,102.945,158.768666666
205.74,66.6667777778,118.007666667,64.3677777778,113.7994,106.717777778,84.6743333333,84.5466666667,65.9004444446,87.484,57.2157222222,110.855555556,92.7203333332,154.916888889
206.12,75.2777777778,130.0,70.2777777778,121.965277778,111.888888889,86.3888888888,90.138888889,69.8611111111,89.0277777777,64.1666666667,117.777777778,100.694444444,165.833333334
206.50,77.9185555555,139.240333333,72.1517777777,119.14905,113.811444444,88.045,88.1856666666,71.8706666668,83.8255555554,64.6975,121.940777778,100.984444444,162.728444445
206.87,69.3652222222,144.285666667,70.7937777778,122.126883333,116.507888889,83.0157777778,89.6824444446,70.1585555555,81.1109999999,69.3651666667,129.206333333,103.650666666,173.491888889
207.25,70.3703333333,152.469333333,69.135888889,136.934116667,119.917688889,88.683111111,89.0946666667,66.255111111,85.3908888888,76.9545555556,146.913555556,116.872444445,206.584222222
207.63,86.7725555557,175.396666667,80.6878888887,174.5504,146.560977778,111.375666667,103.703777778,97.3544444445,112.698333333,104.232777778,188.359777778,134.920555556,269.576777778
208.01,131.944444444,362.5,127.083333333,378.194444445,305.277777778,203.472222222,190.972222222,155.555555555,196.527777778,240.625,404.166666667,289.583333333,626.38888889
208.39,123.931888889,394.872,149.572666667,454.743388889,348.205066666,239.316333333,230.769222222,177.777666667,206.837666667,271.367444444,483.760555555,348.718,782.906
208.77,-69.1356666668,-374.074,-74.074111111,-499.752994445,-385.678911111,-188.888888889,-208.642111111,-171.605,-151.852,-235.185444444,-577.777666667,-375.308777778,-1030.864
209.14,-33.3333333333,-366.666333333,14.2856666667,-579.365133333,-394.2856,-193.650666667,-179.365,-169.841555557,-150.793555556,-285.714111111,-668.253777777,-444.444555556,-1287.30166667
209.52,52.7777777778,-86.6666666667,65.5555555555,-165.888888889,-83.6666666664,-29.4444444444,-15.5555555556,-12.777777778,-7.77777777777,-81.9444444444,-187.777777778,-118.888888889,-396.666666667
209.90,73.0995555555,-29.8243333333,69.8828888889,-47.3097388889,1.46208888891,28.9473333334,30.9941111111,26.6082222223,29.2396666667,-12.2805,-65.7895555554,-28.0702222222,-163.450333333
210.28,88.1136666667,-10.8526666667,81.3954444444,-20.3100055554,29.9224444445,44.7027777778,54.7803333333,51.4211111111,40.8266666666,18.4756111111,-32.0413333334,-8.78544444443,-124.030888889
210.66,85.9649999999,-32.456,76.0234444443,-36.4474333333,25.3217333333,34.7953333333,56.1403333333,40.0583333333,31.579,0.146277777767,-40.0584444444,-28.9473333333,-165.497222222
211.03,58.6205555556,-56.3216666667,62.0690000001,-84.5785666664,-11.0344,-4.59766666667,41.7623333333,4.21455555533,-1.91588888887,-38.8889444444,-72.7969999999,-76.2451111112,-249.808444445
211.41,60.1009999999,-90.909,60.605888889,-123.181738889,-38.8889111112,-13.6364444445,17.1715555556,-13.6365555554,-19.192,-68.9392777778,-116.161666667,-120.202,-339.898777778
211.79,138.889,-411.111333333,149.999888889,-511.851855555,-206.666666667,-70.3704444446,-109.259333333,-125.925888889,-92.5925555557,-171.296444444,-444.444555554,-614.814888889,-1316.66666667
212.17,-122.222222222,328.571333333,-136.508,432.222105556,185.714266667,44.4442222223,122.222222222,173.015777778,119.047666667,165.873,358.730222222,504.762,1115.87311111
212.55,9.0981810654e+14,-1.36472715981e+15,7.46335165521e+14,-1.86121774373e+15,-7.77610162933e+14,2.48778388507e+14,-3.41181789951e+14,-4.62017007227e+14,-6.61039718031e+14,-8.60062428839e+14,-1.39315897564e+15,-2.02576687784e+15,-4.37849963772e+15
212.92,253.703888889,-294.444333333,183.333333333,-536.389105554,-211.111177778,-114.814777778,-83.3333333336,-129.629555556,-255.555666667,-387.963111111,-396.296333332,-561.111111111,-1109.25933333
213.30,225.925777778,-427.777666667,109.259222222,-630.277600001,-281.851888889,-246.296222222,-168.518555556,-274.074,-287.037,-474.999944444,-479.629666666,-662.963,-1142.59255556
213.68,18.5186666666,500.0,65.4321111109,509.506205555,320.4938,277.777666667,225.926111111,348.148111111,292.592555555,453.086444444,424.691444444,566.666555555,906.172777778
214.06,85.777777778,214.666666667,79.111111111,228.822222222,187.911111111,182.222222222,156.0,208.888888889,157.333333333,194.222222222,205.777777778,258.666666667,375.555555556
214.44,93.0158888887,175.238,86.3493333332,183.793494444,157.333111111,159.682333333,148.889,182.539777778,131.111,163.015888889,176.190444445,202.222222222,295.238111111
214.81,97.1014444443,211.594,100.000111111,240.700505555,183.284888889,210.144666667,184.541222222,222.222222222,165.700333334,174.154388889,225.120666667,252.656888889,389.372
215.19,89.8147777778,341.667,120.370444444,375.972194445,266.851844444,295.370444444,284.259222222,303.703666667,216.666666667,199.999944444,373.148222222,399.074,652.777888888
215.57,154.629666667,411.111,168.518555556,432.268511111,340.925844444,343.518444444,321.296444444,317.592444445,284.259111111,209.722277778,400.0,454.629666667,689.814666667
215.95,1222.22222222,4666.66666667,1355.55555556,4034.44444444,3115.55555556,3344.44444445,2955.55555556,2511.11111111,2577.77777778,1172.22222222,3766.66666667,4000.0,6944.44444445
216.32,-392.592555556,-1422.22233333,-299.999888889,-1140.55551667,-885.925733333,-1081.48155556,-833.333222221,-574.073999999,-770.370222221,-249.999777778,-1125.92577778,-1200.0,-2051.85188889
216.70,4.33585191398e+14,2.40959639154e+15,5.68636316587e+13,1.43083113161e+15,1.01359423431e+15,1.77698848933e+15,9.88005600071e+14,5.8996017846e+14,8.10306751137e+14,7.46335165517e+13,1.4500226073e+15,1.62772145623e+15,3.26255086642e+15
217.08,77.0369999999,315.555666667,48.8887777777,147.4074,123.259222222,151.111111111,132.592666667,42.2221111113,85.1852222223,-2.59266666667,126.666666667,191.851666667,334.814888889
217.46,-23.0158888889,211.905,0.793666666767,65.7141444443,65.3968222221,73.0158888889,88.8888888888,-76.1906666667,15.0794444443,-82.539611111,49.2063333333,119.841222222,271.428666667
217.83,-87.963,180.555666667,1.85188888887,58.888811111,69.0741333334,57.4074444446,85.1852222223,-161.111111111,-21.2964444443,-103.703833333,58.3333333336,78.7035555557,271.296111111
218.21,1011.11111111,-516.666666667,366.666666668,182.222222221,160.0,427.777777777,61.111111111,1716.66666667,711.111111112,758.333333333,133.333333334,-27.7777777777,-1211.11111111
218.59,-2111.11111111,1133.33333333,-833.333333332,-250.0,-224.444444444,-1122.22222222,-477.777777778,-3244.44444444,-1766.66666667,-1022.22222222,-222.222222223,255.555555556,2022.22222222
218.97,-243.21,55.5553333333,-85.1854444443,-23.086311111,1.23455555553,-164.197555555,-102.469111111,-350.617333333,-166.666777778,-57.4073333333,6.17288888867,-7.4072222221,204.938333333
219.34,-191.269888889,9.52366666667,-82.5396666667,-16.666588889,-34.7617333333,-114.285666667,-88.0951111111,-219.841222222,-112.698222222,-27.7777222223,-7.142777778,-46.0317777778,79.365111111
219.72,-462.5,-116.666666667,-302.777777778,-112.986111111,-190.833333333,-293.055555556,-306.944444444,-451.388888889,-333.333333333,-125.0,-97.222222222,-223.611111111,1.38888888877
220.10,-282.539777778,-102.381333333,-200.0,-65.9524388889,-119.365177778,-170.634888889,-207.142777778,-261.111,-183.333222222,-18.253888889,-53.1745555557,-138.095222222,4.76222222223
220.47,-495.061777778,-203.703666667,-346.913666667,-127.283888889,-237.036933333,-296.296222222,-366.666444444,-420.987666667,-324.691222222,-61.7284444443,-124.691333333,-299.999888889,-18.5184444447
220.85,-173.099444444,-31.579,-108.187,-7.89473333347,-68.1871111111,-91.812888889,-118.128555555,-150.877222222,-92.3976666669,23.976611111,-9.94155555557,-69.005777778,53.2163333332
221.23,-162.345666667,-11.1113333333,-87.0371111111,25.9875444442,-53.9506666667,-64.1974444444,-112.345666666,-102.469333333,-67.9012222221,29.012111111,27.7777777779,-62.963111111,74.0738888888
221.61,-108.994666667,26.9843333333,-57.671888889,42.5398111112,-39.7884444444,-35.9788888889,-98.9417777778,-52.3808888888,-29.6296666667,28.306888889,44.9734444446,-50.2646666667,93.1216666668
221.98,-173.856111111,-72.549,-124.836777778,14.9674611112,-133.202666667,-92.1567777777,-181.045666667,-100.0,-75.1633333332,-64.379111111,-14.3791111112,-105.882444444,48.3658888888
222.36,-81.7203333334,-15.0536666667,-58.7813333332,27.5088555555,-49.7492444444,-38.7095555556,-72.7597777778,-32.6164444444,-15.0536666668,-28.6741666667,-0.7168888889,-42.293888889,30.465888889
222.74,-380.0,-240.0,-302.222222222,-56.3333333331,-278.666666666,-207.777777778,-323.333333333,-250.0,-103.333333333,-158.888888889,-116.666666666,-236.666666667,3.333333333
223.11,-332.098777778,-125.925666667,-298.765444444,-14.7530166667,-249.876488889,-154.321,-216.049444444,-172.839666666,-59.2591111111,-70.3702222223,-46.9136666667,-124.691333333,146.913666667
223.49,-143.055555556,-25.0,-118.055555555,5.52083333323,-79.5833333334,-48.611111111,-67.361111111,-49.3055555553,20.138888889,17.7083333333,6.94444444457,-6.94444444443,152.083333334
223.87,-82.2222222223,50.0,-32.2222222223,61.3333333332,-1.2222222222,14.4444444444,17.7777777778,22.7777777778,87.2222222222,103.611111111,64.4444444443,46.6666666667,182.777777778
224.24,2.77777777777,104.762,43.254,97.123,46.1905111111,71.0317777778,68.2541111111,81.349111111,111.111,119.642722222,101.190555556,108.730333333,194.841
224.62,30.1588888889,112.698666667,60.053,91.1641055554,49.5767333333,73.0156666667,81.4814444445,84.6561111111,107.407222222,99.9998888889,103.968222222,118.254,161.640111111
225.00,25.7862222222,91.824,61.0061111111,80.8595222222,52.4528222222,65.4087777778,74.2137777778,80.7126666668,95.3877777779,92.4526111111,94.7588888889,98.5327777778,136.268333333
225.38,14.881,72.619,40.4761111111,61.9741277777,42.1824888889,51.9841111111,64.6824444445,62.6983333332,74.0077777779,85.4166111111,78.5712222222,81.7461111112,114.880888889
225.75,7.40733333332,62.963,26.9547777778,46.3786111112,32.2220222222,41.9754444444,64.4032222222,56.9960000001,70.5761111111,81.5842222222,74.0741111111,71.3993333332,96.708
226.13,18.7498888889,71.354,32.1181111111,42.8209500001,36.8400888889,47.222,65.6248888889,58.8539999999,75.1736666667,81.1631666667,73.4375555556,65.9721111111,85.9375555555
226.51,21.6374444444,67.9823333333,33.1872222222,36.2061555555,31.0234222222,48.9764444445,53.5088888889,53.508888889,68.2747777778,72.9532777778,69.7367777777,57.6023333333,75.1461111112
226.88,29.4872222222,64.1023333333,36.4317777778,38.5576055556,32.7990666667,46.0468888889,52.4572222222,51.2822222223,60.1496666667,61.592,62.1796666667,52.7776666667,61.7521111111
227.26,27.0655555556,55.8403333333,32.6686666667,34.6580222222,28.3000666666,37.3218888889,44.8243333333,44.5394444444,54.6058888889,48.243,53.846,45.5838888889,46.9136666667
227.64,26.7217777778,49.8623333333,22.9567777778,30.7621666667,21.4140888889,29.201,37.7408888889,38.9348888889,48.1173333333,37.7867777778,47.1073333333,36.7311111111,35.4453333333
228.01,26.1623333333,37.1156666667,15.6817777778,20.4886222222,15.0985333333,20.5672222222,29.5508888889,29.4721111111,38.5342222222,27.3443333333,38.1402222222,32.0726666667,25.2166666667
228.39,17.4823333333,27.2726666667,3.80733333333,7.57569444447,8.6402888889,8.85766666666,21.5228888889,15.9285555556,29.0596666666,20.2798888889,26.7287777778,18.5704444444,11.5774444444
228.76,11.9257777778,16.4446666667,0.148111111123,3.65181111111,6.66675555556,4.29633333333,14.741,10.1482222222,21.9257777778,16.8891111111,18.5185555556,12.6666666667,6.37022222222
229.14,3.34844444444,8.90433333333,-7.38199999999,-3.07458333333,-0.821777777777,-3.34866666667,7.99077777778,1.29366666667,12.2526666667,8.18105555556,11.2633333333,6.16433333333,-1.59811111112
229.52,6.624,13.4616666667,-1.70933333333,2.11894999998,0.555577777777,0.71233333333,9.40177777777,5.19944444442,12.5355555556,9.72211111111,13.7463333333,8.19077777778,4.34455555556
229.89,13.889,18.5606666667,7.95433333332,10.7827111111,9.17928888889,9.34344444444,12.9418888889,9.72233333332,16.288,14.4570555556,16.7296666667,15.7827777778,12.4368888889
230.27,16.7557777778,23.7076666667,12.9528888889,16.3487611111,14.8900888889,11.4674444444,16.2211111111,12.359,17.2904444444,18.0628888889,19.1324444444,21.212,17.528
230.65,15.8731111111,22.6666666667,11.873,16.2825111111,15.7842666666,9.8411111111,15.6826666667,11.1745555555,17.1427777778,16.3175,16.1903333333,21.8411111111,16.6347777778
231.02,12.7184444444,20.755,8.87499999998,13.9169388889,15.7371777778,7.75688888888,12.2992222222,10.552,15.1643333333,12.2293333333,12.928,18.3087777778,15.0943333333
231.40,5.7018888889,13.5963333333,4.45911111111,5.96513333334,9.91217777777,5.04388888889,5.11688888889,4.386,8.1138888889,8.84494444444,6.35966666667,12.3537777778,9.64922222222
231.78,2.92022222222,11.7523333333,7.19377777778,7.34326666667,8.81764444446,6.909,6.26766666668,3.91744444444,8.11977777779,11.966,6.55277777777,13.5326666667,11.4671111111
232.15,-2.09344444445,10.8696666667,8.61522222222,9.15063333334,9.40417777779,9.58133333334,7.32688888889,1.61011111111,5.55544444442,14.6939444444,4.02588888888,14.4122222222,11.9966666667
232.53,6.72933333332,16.9013333333,19.3271111111,22.0109833334,17.0736666667,19.7182222222,14.6321111111,15.7277777778,17.2926666667,24.0608333333,13.6931111111,27.152,22.3005555556
232.90,11.5357777778,26.964,24.9823333333,28.52085,20.8773555556,23.4252222222,20.2405555556,22.7176666667,23.4252222222,28.1669444444,19.9574444444,32.8377777778,26.3268888889
233.28,15.9366666667,26.476,25.7142222222,29.9491888889,22.0825333334,25.6507777778,20.7617777778,27.4287777778,24.127,28.0951111111,19.6191111111,34.1588888889,26.9205555555
233.66,17.721,26.325,22.963,26.9657166667,23.3048222222,25.0142222222,22.0513333333,27.9771111111,25.2422222222,29.6297222222,19.9432222222,33.6183333333,24.7862222222
234.03,13.8607777778,23.232,19.5286666667,25.2890888889,21.8630888889,22.6152222222,22.2221111111,28.5634444444,22.8394444445,30.1065,18.9112222222,34.2874444444,23.1763333333
234.41,10.5583333334,16.0863333333,15.4228888889,22.1807555555,17.0037555556,19.3477777778,18.0762222222,26.6996666667,20.3427777778,27.1145555556,14.9806666667,31.0116666667,19.2924444444
234.78,14.0898888889,16.7376666667,17.9668888889,24.9197333333,18.0614888889,23.1205555555,18.9597777778,28.3687777778,21.9385555556,29.9528333333,19.7636666667,31.5366666667,22.6951111111
235.16,13.8997777778,17.124,18.867,26.0936888889,18.2135555555,23.573,19.8693333334,28.1046666666,22.048,31.2199444444,20.305,31.3727777778,24.7058888889
235.54,15.7407777778,19.9276666667,20.29,29.0237888889,21.8921111111,26.1674444444,22.5843333333,30.5555555555,25.0401111111,34.4806111111,22.9467777778,34.0177777778,27.6572222222
235.91,17.8015555556,21.147,22.5408888889,28.6001888889,24.3010444444,27.6781111111,23.178,32.7758888889,27.5187777778,34.7868333333,24.0143333333,34.9263333334,29.9878888889
