wavelength,Back_DigHumf,Belly_DigHumf,Breast_DigHumf,Crissum_DigHumf,Crown_DigHumf,DorTail_DigHumf,Rump_DigHumf,Throat_DigHumf,WingTip_DigHumf
366.02,4.94313333333,5.37366666667,4.14891666667,5.7148,4.22266666667,5.85373333333,6.17373333333,4.204,6.7116
366.38,5.0013,5.4294,4.23333333333,5.7586,4.24726666667,5.87406666667,6.23406666667,4.2766,6.71906666667
366.75,4.96003333333,5.41186666667,4.20883333333,5.69913333333,4.1866,5.8163,6.21566666667,4.24093333333,6.65506666667
367.11,4.8089,5.26086666667,4.0525,5.5442,4.06286666667,5.67506666667,6.0568,4.06406666667,6.4838
367.47,4.98483333333,5.4258,4.22233333334,5.69953333333,4.22126666667,5.78906666667,6.1956,4.2287,6.58866666667
367.84,5.00616666667,5.43953333333,4.22383333333,5.72713333333,4.19133333333,5.75496666667,6.1936,4.2869,6.5552
368.20,5.0932,5.4466,4.20466666667,5.70993333333,4.1922,5.6924,6.22086666667,4.32933333333,6.57726666667
368.56,5.17096666667,5.5356,4.29133333333,5.79373333333,4.19506666667,5.70943333333,6.3208,4.39626666667,6.6452
368.93,5.1497,5.51353333333,4.22841666667,5.766,4.1822,5.64166666667,6.32126666667,4.43116666667,6.6802
369.29,5.07426666667,5.43353333334,4.0905,5.69453333333,4.0792,5.49406666667,6.21846666666,4.3625,6.59166666667
369.65,5.21376666667,5.547,4.13091666667,5.7956,4.14693333333,5.54383333333,6.2824,4.4251,6.62946666667
370.01,5.15443333333,5.48133333333,4.07133333333,5.7114,4.08053333333,5.5267,6.1858,4.40073333333,6.52813333333
370.38,5.14033333333,5.4846,4.06141666667,5.703,4.09946666667,5.56693333333,6.15373333333,4.41233333333,6.50413333333
370.74,5.26993333333,5.62646666667,4.21133333334,5.85373333333,4.25826666667,5.69203333333,6.29666666667,4.53913333333,6.60646666667
371.10,5.46833333333,5.80286666667,4.39325,6.04046666666,4.43306666667,5.88163333333,6.50673333333,4.7039,6.7704
371.46,5.46886666667,5.82893333333,4.39641666667,6.06413333333,4.44326666667,5.89793333333,6.5894,4.67816666667,6.8204
371.83,5.43826666667,5.81106666667,4.38841666667,6.0344,4.47993333333,5.90933333333,6.6126,4.6374,6.8406
372.19,5.44436666667,5.8782,4.46975,6.04893333333,4.57073333333,5.97056666667,6.6426,4.64576666667,6.84766666667
372.55,5.4251,5.87246666667,4.47508333334,6.0322,4.59346666667,5.9699,6.6448,4.63216666667,6.8402
372.92,5.3867,5.77786666667,4.44516666667,6.01,4.52986666667,5.92953333333,6.5964,4.52396666667,6.72226666667
373.28,5.55443333333,5.90753333333,4.67341666667,6.19413333333,4.6674,6.1457,6.77986666667,4.67236666667,6.881
373.64,5.56913333333,5.85966666666,4.71791666667,6.19613333334,4.65993333334,6.19366666667,6.8164,4.7281,6.88266666667
374.00,5.66616666667,5.97246666667,4.86791666667,6.31686666667,4.7418,6.31953333333,6.96033333333,4.8685,6.9686
374.37,5.6696,6.0,4.9325,6.3444,4.69493333333,6.33363333333,7.00413333334,4.88776666667,6.99053333333
374.73,5.73363333333,6.02513333334,5.00675,6.3946,4.69793333333,6.38526666667,7.03393333333,4.95163333333,7.04773333333
375.09,5.75593333333,6.03186666667,5.11275,6.43953333333,4.72573333333,6.41136666667,7.09006666667,5.0399,7.09526666667
375.45,5.79186666667,6.08793333333,5.17925,6.43866666667,4.7444,6.47096666667,7.10813333333,5.11246666667,7.12726666667
375.81,5.8659,6.12646666667,5.25041666667,6.5066,4.779,6.48266666667,7.1852,5.1917,7.17933333333
376.18,5.8966,6.11086666667,5.2935,6.5436,4.69793333333,6.49776666667,7.27286666667,5.2967,7.21726666667
376.54,5.88486666667,6.095,5.25925,6.51126666667,4.6732,6.47366666667,7.25073333333,5.2896,7.2022
376.90,5.9059,6.15566666667,5.30658333334,6.5868,4.74826666667,6.49616666667,7.30486666667,5.37003333333,7.2434
377.26,5.83316666667,6.0962,5.21483333334,6.47513333333,4.6694,6.38693333333,7.19933333333,5.3024,7.1522
377.63,5.81343333334,6.04153333333,5.1955,6.40613333333,4.6108,6.34586666667,7.1912,5.24306666667,7.10653333333
377.99,5.83603333333,6.0474,5.20425,6.42553333333,4.622,6.34326666667,7.19893333333,5.2447,7.13233333333
378.35,5.82113333333,5.99806666667,5.12425,6.39206666667,4.6382,6.29113333333,7.1624,5.19233333333,7.11346666667
378.71,5.7263,5.9098,5.02116666667,6.294,4.56926666667,6.18086666667,7.0846,5.10206666667,7.00446666667
379.07,5.81003333333,5.95586666667,5.02025,6.32786666667,4.58006666667,6.223,7.12426666667,5.12003333333,7.0368
379.44,5.7696,5.845,4.92075,6.27306666667,4.5206,6.1195,7.05973333333,5.0584,6.98506666667
379.80,5.72723333333,5.8014,4.85366666667,6.21146666667,4.4278,6.08703333333,6.98846666667,4.9886,6.92433333333
380.16,5.73133333333,5.80513333333,4.82266666667,6.19006666667,4.48386666667,6.10056666667,6.976,4.91746666667,6.93886666667
380.52,5.7071,5.7696,4.80791666667,6.16086666667,4.47366666667,6.08563333333,6.95933333333,4.89266666667,6.88773333333
380.88,5.876,5.93433333333,4.92558333334,6.25886666667,4.6102,6.25053333333,7.1186,5.02403333333,7.0514
381.24,5.9385,6.00273333333,4.98908333333,6.3108,4.6744,6.3139,7.2198,5.0952,7.08453333333
381.61,6.0093,6.158,5.08225,6.41566666667,4.7722,6.3847,7.28433333333,5.17723333333,7.16966666667
381.97,6.0162,6.14446666667,5.0835,6.42313333333,4.78106666667,6.34923333333,7.28366666667,5.1447,7.15673333333
382.33,5.93613333333,6.0584,5.05033333333,6.35546666667,4.68566666667,6.283,7.239,5.1063,7.07853333333
382.69,5.9606,6.07373333334,5.12025,6.36546666667,4.70573333333,6.32713333333,7.2886,5.12296666667,7.17406666667
383.05,5.81233333333,5.92933333333,4.98433333333,6.19553333333,4.5802,6.17243333333,7.1456,5.00613333333,7.01586666667
383.41,5.74116666667,5.89393333333,4.96591666667,6.16466666667,4.54433333333,6.1508,7.10846666667,4.95886666667,6.9556
383.77,5.70576666667,5.8796,4.958,6.13566666667,4.52673333333,6.12176666666,7.0784,4.9551,6.93786666667
384.14,5.6183,5.82446666666,4.91475,6.1118,4.4718,6.07123333333,7.0104,4.92576666667,6.8782
384.50,5.6453,5.83966666667,4.90558333333,6.15606666667,4.5022,6.09476666667,7.03293333334,4.96633333333,6.9164
384.86,5.52766666667,5.70013333333,4.81083333333,6.05806666666,4.36913333333,5.96626666667,6.87206666667,4.87733333333,6.83566666667
385.22,5.43973333333,5.57466666667,4.70008333333,5.97666666667,4.26046666667,5.88216666667,6.78,4.76833333333,6.78046666667
385.58,5.41243333333,5.52053333333,4.66658333333,5.95733333333,4.2378,5.89623333333,6.7836,4.7475,6.77773333333
385.94,5.4502,5.5768,4.692,5.97153333333,4.2828,5.99433333333,6.83493333333,4.7949,6.85566666667
386.30,5.52606666667,5.606,4.70466666667,6.0028,4.33753333333,6.03036666667,6.88246666667,4.8179,6.9308
386.66,5.5974,5.68913333333,4.747,6.08393333333,4.4346,6.0956,6.94406666667,4.9271,6.95426666667
387.03,5.6933,5.7414,4.83383333333,6.20433333333,4.5022,6.20033333333,7.02993333333,4.982,7.04406666667
387.39,5.73606666667,5.75233333333,4.86316666667,6.2158,4.50346666666,6.20833333333,7.064,5.01013333333,7.09733333333
387.75,5.77103333334,5.77206666667,4.89308333333,6.22153333333,4.5444,6.23036666667,7.0766,5.058,7.14933333333
388.11,5.8489,5.80046666667,4.9285,6.22986666667,4.5768,6.26683333333,7.14113333333,5.10153333333,7.1912
388.47,5.87403333333,5.84573333333,4.984,6.26253333333,4.59746666667,6.33443333334,7.19066666667,5.12343333333,7.22193333333
388.83,5.9693,5.97213333333,5.07808333333,6.3586,4.70486666667,6.42853333333,7.34486666667,5.24,7.29406666667
389.19,6.0291,6.03966666667,5.142,6.40413333333,4.77306666666,6.45853333333,7.41193333333,5.28286666667,7.30086666667
389.55,5.96096666667,5.97933333333,5.07041666667,6.35133333333,4.71906666667,6.38796666667,7.3518,5.24276666667,7.2516
389.91,5.86276666667,5.8888,4.95783333333,6.29006666667,4.63233333333,6.2703,7.26233333333,5.177,7.1736
390.27,5.91343333333,5.96566666667,5.02783333333,6.36793333333,4.69846666667,6.35433333333,7.31473333333,5.24356666667,7.19726666667
390.63,5.83346666667,5.88546666667,4.98275,6.31513333333,4.6054,6.3121,7.26366666667,5.15373333333,7.159
391.00,5.7597,5.9142,4.94608333333,6.278,4.60513333333,6.29393333333,7.25066666667,5.1676,7.16066666667
391.36,5.74606666667,5.9558,4.95641666666,6.2986,4.6348,6.3068,7.25526666667,5.1782,7.15853333333
391.72,5.7104,5.92853333333,4.89866666667,6.30766666667,4.63026666667,6.28546666667,7.2692,5.13106666667,7.12073333333
392.08,5.64896666667,5.8914,4.88775,6.276,4.59853333333,6.24856666667,7.21673333333,5.07256666667,7.06553333333
392.44,5.66666666667,5.88613333333,4.90333333334,6.2652,4.6308,6.2141,7.21013333333,5.09703333333,7.08306666667
392.80,5.58923333333,5.7956,4.85275,6.18313333333,4.56226666667,6.14326666667,7.1156,5.01543333333,6.9918
393.16,5.615,5.85046666667,4.8855,6.23533333333,4.6054,6.21186666667,7.147,5.06043333333,7.05286666667
393.52,5.62013333333,5.8296,4.86516666666,6.22286666667,4.6004,6.2026,7.15933333333,5.05026666667,7.04226666667
393.88,5.65066666667,5.86513333333,4.93433333333,6.24793333333,4.6428,6.26253333333,7.21406666667,5.09113333333,7.062
394.24,5.57016666667,5.80686666667,4.89733333333,6.2106,4.58853333333,6.22743333333,7.18033333333,5.05063333333,7.06013333333
394.60,5.6034,5.85933333333,4.92183333333,6.24386666667,4.6216,6.23313333333,7.19686666667,5.10366666667,7.0806
394.96,5.58696666667,5.8234,4.94233333334,6.24266666667,4.6132,6.23633333333,7.18973333333,5.09093333333,7.07706666667
395.32,5.5692,5.80893333333,4.89741666667,6.23846666667,4.6116,6.24256666667,7.17866666667,5.0972,7.08926666667
395.68,5.59563333333,5.81846666666,4.93741666667,6.25853333333,4.6262,6.2663,7.19106666667,5.1493,7.1062
396.04,5.58833333333,5.83693333333,4.94183333333,6.28346666666,4.64473333333,6.26536666666,7.1776,5.18916666667,7.14446666667
396.40,5.55593333333,5.79946666667,4.91541666667,6.27146666667,4.61753333333,6.26653333333,7.158,5.13053333333,7.12413333333
396.76,5.5097,5.76133333333,4.86275,6.24093333333,4.5834,6.24346666667,7.11673333333,5.08373333333,7.1124
397.12,5.5012,5.70273333333,4.82425,6.20386666667,4.5532,6.2113,7.0882,5.05956666667,7.09133333333
397.48,5.58563333333,5.8068,4.92841666667,6.32,4.6306,6.28666666667,7.15866666667,5.16373333333,7.17506666667
397.84,5.55046666667,5.77073333334,4.86933333333,6.30446666667,4.59106666667,6.26086666667,7.1114,5.1303,7.1582
398.20,5.57506666667,5.7918,4.85025,6.32946666667,4.58786666666,6.25003333333,7.1028,5.1073,7.14913333333
398.56,5.55183333333,5.74866666667,4.82733333333,6.33086666667,4.582,6.26046666666,7.08986666667,5.05733333333,7.1228
398.92,5.60966666667,5.7566,4.82183333333,6.34286666667,4.6018,6.27106666667,7.10366666667,5.04763333333,7.1652
399.28,5.58516666667,5.7072,4.82166666667,6.31126666667,4.5526,6.2344,7.0696,4.9801,7.1262
399.64,5.54343333333,5.6472,4.79141666667,6.27726666667,4.48213333333,6.18206666667,7.02693333334,4.90976666667,7.07566666667
400.00,5.598,5.67733333333,4.78258333334,6.3152,4.48073333333,6.22376666667,7.0636,4.9052,7.085
400.36,5.62306666667,5.7006,4.77258333333,6.3288,4.47526666667,6.22333333333,7.07446666667,4.91523333333,7.08386666667
400.72,5.63833333333,5.69526666667,4.78441666667,6.35506666667,4.48006666667,6.224,7.08593333333,4.90623333333,7.10226666667
401.08,5.57476666667,5.65013333333,4.75683333333,6.31546666667,4.41726666667,6.16743333333,7.05033333333,4.83703333333,7.03233333333
401.44,5.5535,5.63246666667,4.70316666667,6.2992,4.4144,6.1658,7.0282,4.79453333333,7.0206
401.80,5.5646,5.6368,4.70283333334,6.29333333333,4.40053333333,6.1261,7.03346666667,4.76853333333,6.997
402.16,5.56886666667,5.6372,4.70241666667,6.27466666667,4.41113333333,6.10823333333,7.01913333333,4.76,6.98386666667
402.52,5.54446666667,5.64226666667,4.6595,6.21546666667,4.36026666667,6.05556666667,7.00826666667,4.71796666667,6.93886666667
402.88,5.5298,5.66173333333,4.64041666666,6.2286,4.3356,6.04603333333,6.9822,4.7046,6.9156
403.24,5.5537,5.6928,4.6635,6.27893333333,4.36566666667,6.0799,7.02153333333,4.73196666667,6.9298
403.60,5.60946666667,5.77826666666,4.71283333333,6.34013333333,4.43706666667,6.11956666667,7.05826666667,4.8014,7.0182
403.95,5.63713333333,5.81273333333,4.746,6.3772,4.489,6.15623333333,7.09926666667,4.83333333333,7.0588
404.31,5.5643,5.79146666667,4.7,6.35333333333,4.44733333333,6.12663333334,7.05673333333,4.81543333333,7.04753333333
404.67,5.57076666667,5.81506666667,4.70783333333,6.40393333333,4.45706666667,6.15096666667,7.07693333333,4.85376666667,7.0684
405.03,5.60063333333,5.84013333333,4.74041666667,6.42773333333,4.47773333333,6.16326666667,7.07186666667,4.88106666667,7.09253333333
405.39,5.59483333333,5.8546,4.75175,6.42886666667,4.47133333333,6.18746666667,7.07473333333,4.89116666667,7.11233333333
405.75,5.60966666667,5.87766666667,4.77033333333,6.471,4.49,6.22853333334,7.08853333333,4.92753333333,7.1424
406.11,5.60826666667,5.88313333333,4.7825,6.49046666667,4.48546666667,6.2353,7.08173333333,4.95173333333,7.12766666667
406.47,5.6455,5.90466666667,4.81533333333,6.55573333334,4.51386666667,6.2829,7.10406666667,5.0036,7.17253333333
406.83,5.5965,5.83946666667,4.76666666667,6.4964,4.46246666667,6.2221,7.0678,4.9747,7.10326666667
407.19,5.61923333333,5.86093333334,4.768,6.49953333333,4.46973333333,6.24216666667,7.05906666667,5.00513333333,7.10746666667
407.55,5.55873333333,5.79686666667,4.69975,6.44966666667,4.39533333333,6.1999,7.017,4.92496666667,6.99106666667
407.90,5.53863333333,5.77906666667,4.68866666667,6.43106666667,4.36333333333,6.1717,7.00706666667,4.8995,6.95946666667
408.26,5.60783333333,5.82766666667,4.74183333334,6.49753333333,4.41833333333,6.22733333333,7.06553333333,4.92953333333,6.9788
408.62,5.6004,5.81633333333,4.71933333333,6.48473333333,4.4012,6.18443333333,7.03126666667,4.9086,6.93546666667
408.98,5.5957,5.83406666667,4.71358333333,6.51673333333,4.426,6.17696666667,7.05533333333,4.91253333333,6.94213333333
409.34,5.61483333333,5.83506666667,4.72,6.54313333333,4.42653333333,6.14133333333,7.05286666667,4.921,6.93866666667
409.70,5.6477,5.8662,4.73983333333,6.56526666667,4.4592,6.1565,7.0568,4.92946666667,6.9466
410.06,5.6568,5.8856,4.74425,6.5604,4.4504,6.14106666667,7.07053333333,4.9047,6.9782
410.42,5.6323,5.86546666667,4.72708333333,6.52766666667,4.4456,6.10916666667,7.03053333333,4.8778,6.97033333333
410.77,5.7152,5.95926666667,4.82083333333,6.62546666667,4.529,6.1877,7.0998,4.94623333333,7.0692
411.13,5.7121,5.97333333333,4.7995,6.62393333333,4.53086666667,6.1697,7.09446666667,4.93553333333,7.06486666667
411.49,5.73213333333,6.03933333333,4.83591666667,6.654,4.58386666667,6.23073333333,7.12546666667,4.96383333333,7.1116
411.85,5.7279,6.0196,4.8135,6.6428,4.5624,6.19956666667,7.093,4.95733333333,7.08466666667
412.21,5.71193333333,6.0092,4.80616666667,6.62266666667,4.55726666667,6.1766,7.06186666667,4.95276666667,7.05706666667
412.57,5.7769,6.0804,4.85825,6.66926666666,4.60486666667,6.25573333333,7.13166666667,5.01866666667,7.12653333333
412.92,5.7746,6.09253333333,4.86266666666,6.68086666667,4.596,6.2896,7.12313333333,5.05163333333,7.14106666667
413.28,5.70193333333,6.03273333333,4.80991666666,6.60073333334,4.53673333333,6.25033333333,7.07126666667,4.97973333333,7.0572
413.64,5.64086666667,5.98286666667,4.75358333333,6.54173333333,4.48,6.20606666667,7.04133333333,4.9465,6.9978
414.00,5.614,5.94326666667,4.72583333333,6.49646666667,4.45233333333,6.211,7.0384,4.93083333333,6.94786666667
414.36,5.60746666667,5.93893333333,4.731,6.5036,4.43053333333,6.21476666667,7.0446,4.9281,6.92386666667
414.72,5.5718,5.91013333333,4.72491666666,6.46826666667,4.40573333334,6.1921,7.03106666667,4.92536666667,6.88473333333
415.07,5.61073333333,5.9332,4.8155,6.50986666667,4.4532,6.21913333333,7.08133333333,4.9667,6.91193333333
415.43,5.63666666667,5.9234,4.81991666667,6.50533333333,4.46653333333,6.20553333333,7.09713333333,4.99083333333,6.92933333334
415.79,5.7084,6.01046666667,4.93875,6.57986666667,4.55506666666,6.29906666667,7.188,5.0742,7.01386666667
416.15,5.77436666667,6.06586666667,4.99133333333,6.62053333333,4.5848,6.32446666667,7.2446,5.1186,7.07453333333
416.51,5.79816666667,6.08786666667,5.02533333334,6.64593333333,4.60993333333,6.33593333333,7.27866666667,5.11076666667,7.07613333333
416.86,5.81546666667,6.09426666667,5.03108333334,6.64273333333,4.6008,6.33063333333,7.2794,5.0905,7.0834
417.22,5.83243333333,6.09526666667,5.04066666667,6.65773333333,4.58693333333,6.32196666667,7.2736,5.0906,7.0776
417.58,5.8681,6.13266666667,5.09116666667,6.68946666667,4.61966666666,6.35463333333,7.2894,5.11526666667,7.13246666667
417.94,5.86016666667,6.1296,5.07775,6.69186666667,4.61786666667,6.34336666667,7.28046666667,5.11336666667,7.11313333333
418.29,5.8514,6.11506666667,5.05858333333,6.68446666667,4.60953333333,6.32013333333,7.28106666667,5.1018,7.10546666667
418.65,5.84933333333,6.09826666667,5.0315,6.66253333333,4.586,6.29503333333,7.25113333333,5.06156666667,7.07493333333
419.01,5.8271,6.0828,4.97808333333,6.63633333333,4.546,6.26026666667,7.23146666667,5.03566666667,7.03893333333
419.37,5.82886666667,6.08206666667,4.986,6.63386666667,4.5262,6.24806666667,7.21913333333,5.03216666667,7.02113333333
419.73,5.78463333333,6.03646666667,4.93775,6.59146666667,4.47193333333,6.2062,7.16793333333,4.99203333333,6.98026666667
420.08,5.7682,6.01153333333,4.93116666667,6.57626666667,4.45793333333,6.20276666667,7.15986666667,4.9829,6.96586666667
420.44,5.7588,5.99673333333,4.92825,6.56153333333,4.45513333333,6.19476666667,7.14486666667,4.98653333333,6.95126666667
420.80,5.73903333333,5.96666666667,4.908,6.53806666667,4.43386666667,6.17463333333,7.13613333333,4.97246666667,6.9292
421.16,5.75943333333,5.9912,4.9155,6.54106666667,4.46653333333,6.19136666667,7.15873333333,4.99586666667,6.934
421.51,5.75076666666,5.9632,4.8985,6.52273333333,4.44506666667,6.17316666667,7.14726666667,4.985,6.89346666667
421.87,5.75793333333,5.9552,4.91141666667,6.5282,4.4452,6.1719,7.1438,4.99326666667,6.90193333333
422.23,5.7819,5.97226666667,4.92625,6.52533333333,4.45873333333,6.1795,7.14846666667,5.0011,6.91566666667
422.58,5.77283333333,5.96446666667,4.91516666667,6.52373333333,4.44773333333,6.18273333333,7.155,5.00996666667,6.9152
422.94,5.79243333333,5.96886666667,4.94858333333,6.53413333333,4.47373333333,6.195,7.1672,5.02343333333,6.94966666667
423.30,5.83263333333,6.01253333333,4.98258333334,6.58366666667,4.51726666667,6.22786666667,7.2138,5.0605,6.99806666667
423.66,5.83693333333,6.02393333333,4.98058333333,6.59113333333,4.53213333333,6.22953333333,7.22093333333,5.0667,7.00293333333
424.01,5.8308,6.01633333333,4.96258333334,6.57653333333,4.52313333333,6.21646666667,7.21146666667,5.06686666667,6.99253333333
424.37,5.80226666667,5.9918,4.93341666667,6.54726666667,4.4926,6.17603333333,7.18706666667,5.0382,6.96833333333
424.73,5.81846666667,6.00466666667,4.94241666667,6.5558,4.51266666667,6.19376666667,7.19853333333,5.05076666667,6.98713333333
425.08,5.8132,6.00306666667,4.94058333333,6.56553333333,4.5094,6.18856666667,7.19306666667,5.0562,7.0118
425.44,5.79323333333,5.9966,4.9235,6.54946666666,4.49226666667,6.1656,7.18253333333,5.03906666667,6.99306666667
425.80,5.81046666667,6.02793333333,4.95775,6.57313333333,4.5164,6.18483333333,7.20153333333,5.06186666667,7.01866666667
426.16,5.8106,6.03593333333,4.97708333333,6.59313333333,4.52946666666,6.2027,7.20546666667,5.09216666667,7.01606666667
426.51,5.81136666667,6.03986666667,4.98816666667,6.5932,4.54373333333,6.18513333334,7.1928,5.09186666667,7.0226
426.87,5.81136666667,6.0572,4.98608333333,6.60133333333,4.5364,6.20223333333,7.1998,5.11123333333,7.02293333333
427.23,5.78296666667,6.01713333333,4.97475,6.56133333333,4.51266666667,6.18326666667,7.1756,5.0909,6.99266666667
427.58,5.79526666667,6.02513333333,4.99425,6.56933333333,4.53173333333,6.19643333333,7.192,5.12123333333,7.0056
427.94,5.79156666667,6.00766666667,5.00325,6.57793333334,4.51753333333,6.1833,7.1726,5.1051,6.99633333333
428.30,5.82323333333,6.0162,5.02175,6.59693333333,4.53513333333,6.22246666667,7.1902,5.13793333333,7.03266666667
428.65,5.82453333333,6.02073333333,5.02458333333,6.6054,4.53146666667,6.22103333333,7.1786,5.1368,7.01506666667
429.01,5.80193333333,5.9772,5.01858333333,6.5804,4.51586666667,6.20286666667,7.1538,5.09753333333,6.97286666667
429.37,5.84293333333,6.00626666667,5.07741666667,6.6226,4.57013333333,6.24193333333,7.192,5.1384,7.03346666667
429.72,5.86203333334,6.01366666667,5.06666666667,6.63306666666,4.58073333333,6.23976666667,7.2028,5.1417,7.0494
430.08,5.8325,6.0006,5.03441666667,6.61446666667,4.5562,6.1985,7.19333333333,5.10826666667,7.0296
430.44,5.82866666667,6.00506666667,5.02983333334,6.61073333333,4.5624,6.2,7.2076,5.10356666667,7.00526666667
430.79,5.83686666667,5.9994,5.02741666667,6.62573333333,4.58666666667,6.20276666667,7.2196,5.09116666667,7.004
431.15,5.79963333333,5.95253333334,4.98166666667,6.58206666667,4.55506666667,6.151,7.18586666667,5.06133333333,6.96293333333
431.50,5.79753333333,5.94153333333,4.97866666667,6.58026666667,4.54973333333,6.13956666667,7.17433333333,5.05253333333,6.96186666667
431.86,5.80926666667,5.98533333333,5.006,6.60133333333,4.58826666667,6.16016666667,7.21726666667,5.07423333333,6.9834
432.22,5.82626666667,6.01013333333,5.02666666667,6.6228,4.6116,6.15783333333,7.224,5.08396666667,6.99793333333
432.57,5.8184,6.01286666667,5.0365,6.61026666667,4.61533333333,6.14526666667,7.24066666667,5.08736666667,6.99753333333
432.93,5.7921,6.00106666667,5.01233333333,6.572,4.58866666667,6.11883333333,7.22413333333,5.07356666667,6.97553333333
433.29,5.75796666667,5.9672,4.97158333333,6.5464,4.56326666667,6.08956666667,7.1944,5.03383333333,6.95333333333
433.64,5.74546666667,5.95546666667,4.96975,6.53053333333,4.56406666667,6.09563333333,7.19693333333,5.02846666667,6.93453333333
434.00,5.73236666667,5.91726666667,4.94458333333,6.49586666667,4.5482,6.07203333333,7.1782,5.00156666667,6.91486666667
434.35,5.73323333333,5.8992,4.932,6.4974,4.53386666667,6.07106666667,7.17073333333,4.99003333333,6.91826666667
434.71,5.66783333333,5.83753333333,4.88483333334,6.43306666666,4.47333333333,6.00723333333,7.1084,4.94,6.8484
435.07,5.67056666667,5.8544,4.90991666667,6.45926666667,4.48933333333,6.026,7.1108,4.95756666667,6.86433333334
435.42,5.67153333333,5.8576,4.90641666667,6.45433333333,4.47553333333,6.0157,7.11753333333,4.9472,6.84673333333
435.78,5.63806666667,5.8196,4.87575,6.43006666667,4.45353333333,5.99533333333,7.09106666667,4.9122,6.82806666666
436.13,5.5915,5.7794,4.84575,6.39733333333,4.4224,5.97656666666,7.07826666667,4.88946666667,6.7934
436.49,5.5872,5.74966666667,4.81125,6.3858,4.4128,5.9515,7.0562,4.87813333333,6.772
436.84,5.65056666667,5.80786666667,4.8745,6.45733333333,4.4904,6.01166666667,7.12926666667,4.9402,6.83486666667
437.20,5.6629,5.82193333333,4.88033333333,6.47826666667,4.49113333333,6.0132,7.14606666667,4.9708,6.818
437.56,5.66983333333,5.82426666667,4.89416666666,6.494,4.48953333333,6.01286666667,7.1608,4.99546666667,6.83373333333
437.91,5.71676666667,5.8704,4.95875,6.5528,4.542,6.07893333333,7.2154,5.04546666667,6.8808
438.27,5.7078,5.87413333333,4.94866666666,6.5508,4.54433333333,6.0805,7.214,5.04823333333,6.8802
438.62,5.7347,5.8934,4.97258333333,6.58013333333,4.56593333333,6.1096,7.2378,5.08533333333,6.922
438.98,5.73616666667,5.8818,4.94383333333,6.56546666667,4.54466666667,6.10883333333,7.24213333333,5.0622,6.91793333333
439.33,5.74016666667,5.87446666667,4.94708333333,6.577,4.55186666667,6.12196666667,7.2584,5.06793333333,6.93386666667
439.69,5.7174,5.8542,4.91466666667,6.5554,4.52566666667,6.10936666667,7.24013333333,5.0558,6.91046666667
440.04,5.7058,5.83893333333,4.90783333333,6.54586666667,4.51386666667,6.0963,7.2258,5.0356,6.885
440.40,5.70616666667,5.85106666667,4.93983333333,6.56886666667,4.5278,6.12246666667,7.24013333333,5.04436666667,6.89746666667
440.75,5.69253333333,5.84906666667,4.919,6.5526,4.50926666667,6.11483333333,7.22513333333,5.0337,6.88653333333
441.11,5.72593333333,5.88186666667,4.95383333333,6.5782,4.55333333333,6.1531,7.26446666667,5.05516666667,6.94126666667
441.47,5.7102,5.88,4.93408333333,6.57526666667,4.55493333333,6.1377,7.25046666667,5.03646666667,6.92613333333
441.82,5.68396666667,5.867,4.896,6.55353333333,4.53326666667,6.10926666667,7.2318,5.01473333333,6.9258
442.18,5.7002,5.87633333333,4.91858333333,6.55686666667,4.555,6.1121,7.26133333333,5.03083333333,6.9322
442.53,5.71313333333,5.89293333333,4.92925,6.56773333334,4.57293333333,6.1227,7.27533333333,5.034,6.94126666667
442.89,5.72836666667,5.92653333333,4.95891666666,6.594,4.61226666667,6.15096666667,7.292,5.05626666667,6.9516
443.24,5.72573333333,5.9308,4.96258333333,6.60566666667,4.62386666667,6.15856666667,7.298,5.0566,6.95533333334
443.60,5.76583333333,5.9678,5.01275,6.64146666667,4.656,6.18813333333,7.32526666667,5.08973333333,6.97386666667
443.95,5.8165,6.0274,5.05516666667,6.6896,4.7068,6.2392,7.3894,5.1458,7.032
444.31,5.82836666666,6.0368,5.049,6.69646666667,4.7068,6.24533333333,7.39833333333,5.1481,7.0392
444.66,5.8026,6.00946666667,5.03425,6.67993333333,4.68026666667,6.22486666667,7.38786666667,5.1329,7.02053333333
445.02,5.7875,5.99666666667,5.01208333334,6.67033333334,4.6588,6.21006666667,7.3694,5.126,6.99533333333
445.37,5.7801,5.98433333334,5.00166666667,6.66746666667,4.64473333333,6.20703333333,7.3632,5.11856666667,6.99446666667
445.72,5.8066,5.99793333333,5.03216666667,6.68613333334,4.65746666667,6.22716666667,7.38226666667,5.15446666667,6.99033333333
446.08,5.82536666667,6.0328,5.06633333333,6.71913333333,4.67966666667,6.2711,7.41733333333,5.18183333333,7.02753333333
446.43,5.83773333333,6.04346666667,5.06766666667,6.73006666667,4.6862,6.28783333333,7.43873333333,5.1878,7.0298
446.79,5.834,6.02873333333,5.07266666667,6.734,4.67853333334,6.28383333334,7.446,5.18286666667,7.03466666667
447.14,5.8163,6.01913333333,5.065,6.70353333333,4.66,6.26446666667,7.42366666667,5.15976666667,7.0178
447.50,5.83386666667,6.0308,5.0675,6.71466666667,4.6822,6.28573333333,7.44513333333,5.1809,7.04713333333
447.85,5.83153333333,6.02893333333,5.06466666666,6.69953333333,4.67273333333,6.278,7.43533333333,5.16346666667,7.0358
