wavelength,Back_ChlNitm,Belly_ChlNitm,Breast_ChlNitm,Crissum_ChlNitm,Crown_ChlNitm,DorTail_ChlNitm,Patch10_ChlNitm,Patch11_ChlNitm,Patch12_ChlNitm,Patch13_ChlNitm,Patch14_ChlNitm,Rump_ChlNitm,Throat_ChlNitm,WingTip_ChlNitm
734.84,31.178,0.363111111111,1.268,1.48166666667,25.1858888889,4.12810740741,1.15077777778,-0.319111111111,-0.720444444446,13.1405555556,1.95044444445,2.82033333333,31.4824444445,8.50166666667
735.16,30.8687777778,-0.213888888889,0.771333333334,0.952111111113,24.9786666667,3.54612592592,0.738111111111,-0.815055555556,-1.25022222222,12.8946666667,1.36466666667,2.36211111111,31.2454444444,8.01688888889
735.48,30.0656666667,-0.68488888889,0.328666666667,0.285666666667,24.3872222222,2.95891851852,0.285777777778,-1.34044444444,-1.80888888889,12.4531111111,0.65711111111,1.85511111111,30.3727777778,7.38266666667
735.79,29.828,-1.20111111111,-0.122444444447,-0.00311111111333,24.1182222222,2.47827037037,-0.0613333333333,-1.77022222222,-2.26677777778,12.0007777778,0.245222222222,1.28911111111,30.1484444444,7.052
736.11,29.7423333333,-1.25644444445,-0.242222222223,-0.0894444444467,23.989,2.40599629629,-0.275888888889,-2.00438888889,-2.35666666667,11.8318888889,0.0733333333357,1.059,30.0232222222,6.88844444444
736.43,29.3462222222,-1.53466666667,-0.475,-0.352222222223,23.8861111111,2.21012962963,-0.591333333333,-2.32944444445,-2.55877777778,11.5116666667,-0.303666666668,0.67522222222,30.0735555556,6.44566666667
736.74,29.2526666667,-1.855,-0.776666666667,-0.613000000001,23.7757777778,2.03832222222,-0.842222222223,-2.70883333333,-2.86433333333,11.3177777778,-0.580111111113,0.481888888888,30.0493333333,6.18477777778
737.06,28.949,-2.37555555556,-1.33144444445,-1.07377777778,23.3323333333,1.58398518519,-1.32322222222,-3.29738888889,-3.38655555556,11.0613333334,-1.13988888889,0.0398888888877,29.722,5.75888888889
737.38,28.5036666667,-2.69866666667,-1.699,-1.33944444444,23.0305555556,1.33069259259,-1.63627777778,-3.53322222222,-3.73766666666,10.9427777778,-1.40211111111,-0.36277777778,29.348,5.37744444444
737.69,28.6443333333,-2.88944444444,-1.953,-1.30322222222,23.0454444444,1.3698,-1.89472222222,-3.78077777778,-3.99588888889,10.891,-1.61977777778,-0.636444444442,29.6472222222,5.16555555556
738.01,28.3047777778,-3.24277777778,-2.28611111111,-1.67522222222,22.917,1.05863703704,-2.38833333333,-4.38733333333,-4.33366666667,10.5237777778,-2.01411111111,-1.091,29.4661111111,4.83055555555
738.33,28.45,-3.092,-2.09388888889,-1.51233333334,23.1801111111,1.22765555556,-2.24827777778,-4.21783333333,-4.27855555556,10.6036666666,-2.01988888889,-0.884000000001,29.6195555555,4.97411111111
738.64,28.6737777778,-2.84077777778,-1.64066666667,-1.16322222222,23.3584444445,1.68136666667,-1.91633333333,-3.86111111111,-4.05788888889,10.9025555556,-1.60344444444,-0.662222222223,29.958,5.30866666667
738.96,29.0214444444,-2.76777777778,-1.50722222222,-1.01377777778,23.5704444445,1.96295925926,-1.85505555556,-3.61755555556,-4.02788888889,11.0773333333,-1.40233333333,-0.466333333333,30.3526666667,5.38655555556
739.28,29.4096666667,-2.20055555556,-0.847888888891,-0.487777777777,23.9651111111,2.69848518519,-1.33594444445,-3.08905555555,-3.51977777778,11.5586666667,-0.774000000001,0.154777777777,30.7118888889,5.92233333333
739.59,29.6654444444,-2.05922222222,-0.481444444443,-0.0705555555543,24.2512222222,2.90000740741,-0.955777777779,-2.638,-3.26077777778,11.8111111111,-0.387000000001,0.393555555556,30.9308888889,6.252
739.91,29.8208888889,-2.08211111111,-0.455222222223,0.125666666664,24.3691111111,2.95115555556,-0.827111111111,-2.63761111111,-3.34944444444,12.0248888889,-0.417777777779,0.492555555554,31.1184444445,6.38611111111
740.23,29.8643333333,-2.04022222222,-0.28022222222,0.365666666669,24.4676666667,2.94181851852,-0.813277777778,-2.58222222222,-3.298,11.9826666667,-0.317888888889,0.581,31.0093333333,6.41166666667
740.54,29.6886666667,-2.24866666667,-0.457333333333,0.284,24.4466666667,2.71188148148,-1.04805555556,-2.78894444444,-3.61011111111,11.5061111111,-0.47111111111,0.401888888891,30.7868888889,6.30222222222
740.86,29.9118888889,-1.93822222222,-0.034888888889,0.650666666667,24.5802222222,3.0168962963,-0.696277777778,-2.53633333333,-3.27811111111,11.6394444445,-0.157666666666,0.794111111111,31.0452222222,6.67855555556
741.18,29.8541111111,-1.638,0.431444444445,0.873444444444,24.6844444444,3.18318148148,-0.364777777778,-2.234,-2.90755555555,11.837,0.315666666667,1.02766666667,30.9727777778,7.10577777778
741.49,30.2658888889,-1.308,0.828222222221,1.22988888889,24.9198888889,3.582,-0.0033888888889,-1.79316666667,-2.64788888889,12.2058888889,0.71088888889,1.397,31.4032222222,7.539
741.81,30.4931111111,-1.48544444444,0.89111111111,1.344,25.0263333333,3.69656296296,-0.0725000000001,-1.77155555555,-2.804,12.3828888889,0.851222222222,1.449,31.7285555556,7.69133333333
742.12,30.5537777778,-1.29266666667,0.886222222222,1.47588888889,25.1631111111,3.76868148148,-0.144722222222,-1.60016666667,-2.80166666667,12.5064444444,0.922777777777,1.55655555555,31.7842222222,7.958
742.44,30.3578888889,-1.43188888889,0.70111111111,1.49133333333,25.0454444444,3.55214074074,-0.180055555556,-1.623,-2.957,12.2871111111,0.949666666668,1.39133333333,31.7455555556,8.07266666666
742.76,29.7334444445,-2.31255555556,-0.235444444443,0.691222222223,24.5423333333,2.7242,-1.12027777778,-2.26727777778,-3.92644444444,11.7301111111,0.106333333333,0.543111111113,31.1003333334,7.18088888889
743.07,28.8167777778,-3.16122222222,-1.33211111111,-0.306666666664,23.9737777778,1.8996037037,-1.94183333333,-3.3575,-5.041,11.0684444444,-0.862111111111,-0.205777777778,30.3816666667,6.34588888889
743.39,28.4363333333,-3.60766666667,-1.65611111111,-0.922666666668,23.5943333333,1.46672222222,-2.60605555556,-3.84022222222,-5.50811111111,10.5946666666,-1.10388888889,-0.697777777777,29.7571111111,5.89855555556
743.70,27.9911111111,-4.14355555556,-2.34544444444,-1.67366666666,23.1031111111,0.94157037037,-3.13783333333,-4.40111111111,-6.13877777778,10.2944444444,-1.69777777778,-1.30355555556,29.5881111111,5.463
744.02,27.9758888889,-4.03933333333,-2.22788888889,-1.60911111111,22.9946666667,1.17688518519,-3.16783333333,-4.16061111111,-6.00866666667,10.5531111111,-1.64966666667,-1.35033333333,29.4436666667,5.43844444444
744.34,27.9366666667,-4.64922222222,-2.78711111111,-2.06466666667,22.8953333333,0.624385185185,-3.88733333333,-4.71327777778,-6.66844444444,10.277,-2.11411111111,-1.96133333333,29.1962222222,4.736
744.65,27.935,-4.84144444444,-3.01122222222,-2.21955555556,22.8545555556,0.541814814814,-4.10644444445,-4.88972222222,-6.88111111111,10.1521111111,-2.228,-2.07311111111,29.1617777778,4.62788888889
744.97,28.0311111111,-4.54811111111,-2.70544444444,-1.82188888889,23.085,0.816896296295,-3.79027777778,-4.5295,-6.62544444444,10.3907777778,-2.03966666667,-1.95144444445,29.25,4.84566666667
745.28,27.6246666667,-4.58388888889,-2.867,-1.98133333333,22.7343333334,0.494729629631,-3.93944444444,-4.61744444444,-6.61111111111,10.2088888889,-2.17855555556,-2.01066666666,29.0475555556,4.72255555556
745.60,27.5785555556,-4.58944444444,-2.85855555555,-1.93222222222,22.633,0.553592592591,-3.79944444445,-4.65011111111,-6.52166666667,10.2266666667,-2.06222222222,-1.94466666667,28.991,4.55577777778
745.91,27.0695555556,-5.00677777778,-3.14644444444,-2.29166666667,22.2223333333,0.0869074074067,-4.14977777778,-5.21605555556,-6.74544444444,9.72855555556,-2.58922222222,-2.43422222222,28.5107777778,4.02222222222
746.23,27.8275555555,-3.90411111111,-1.946,-1.12,23.0312222222,0.963977777779,-3.03288888889,-4.48294444445,-5.51411111111,10.5135555556,-1.506,-1.47722222222,29.5495555556,5.13655555555
746.55,28.3995555555,-3.46677777778,-1.343,-0.640444444444,23.2223333333,1.49499259259,-2.77672222222,-4.16516666667,-5.05344444445,10.797,-0.983333333333,-1.19411111111,29.9656666667,5.57411111111
746.86,28.6107777778,-3.21255555556,-1.35355555555,-0.493777777777,23.3368888889,1.45547777778,-2.61416666667,-3.8175,-4.88711111111,10.7695555556,-0.97466666667,-1.11466666667,30.2852222222,5.70988888889
747.18,28.9807777778,-2.82966666667,-0.814222222221,0.056888888889,23.7247777778,1.98758148148,-2.154,-3.17377777778,-4.50311111111,11.1518888889,-0.415222222223,-0.777555555554,30.4994444444,6.19266666667
747.49,29.1844444444,-2.53233333333,-0.659555555556,0.305222222223,24.0463333333,2.21053703704,-1.92777777778,-3.09016666667,-4.22622222222,11.4531111111,-0.118222222224,-0.468333333332,31.0042222222,6.39633333333
747.81,29.6028888889,-1.60011111111,0.152666666667,1.10555555555,24.7026666667,3.07031111111,-1.00705555556,-2.29944444444,-3.31633333333,12.1401111111,0.900444444446,0.711666666667,31.7576666667,7.29222222222
748.12,30.002,-1.29322222222,0.548555555554,1.46155555555,25.209,3.52315555556,-0.744722222222,-2.086,-3.02277777778,12.5964444444,1.21322222222,1.22522222222,32.3042222222,7.61555555556
748.44,30.0766666667,-1.17811111111,0.73388888889,1.61844444444,25.3561111111,3.80474444444,-0.515555555556,-1.92,-2.84022222222,12.7334444445,1.46777777778,1.61444444444,32.326,7.72755555556
748.75,30.0537777778,-1.01711111111,0.942555555557,1.73988888889,25.5448888889,4.17952592592,-0.437777777777,-1.85377777778,-2.77288888889,12.796,1.56722222222,1.66933333333,32.2296666667,7.66255555555
749.07,30.0924444444,-1.17877777778,1.06055555555,1.64822222222,25.6331111111,4.04234444445,-0.540222222223,-1.93972222222,-2.87822222222,12.6645555556,1.50222222222,1.67177777778,32.3752222222,7.75955555556
749.38,30.5653333334,-0.630333333334,1.68733333334,2.24722222222,26.2118888889,4.68403333333,-0.00983333333233,-1.19216666667,-2.24322222222,13.3857777778,2.17688888889,2.39988888889,32.6913333333,8.40177777778
749.70,30.4361111111,-1.046,1.34611111111,1.91822222222,26.1102222222,4.47993333333,-0.404777777778,-1.48033333333,-2.63277777778,13.1242222222,1.85911111111,2.05644444444,32.3466666667,8.01644444444
750.01,30.4547777778,-0.822333333336,1.78588888889,2.32244444444,26.217,4.60605555556,0.0135555555543,-1.05544444444,-2.22466666667,13.4022222222,2.15411111111,2.38511111111,32.4561111111,8.28722222222
750.33,30.8074444444,-0.400111111111,2.35322222222,2.98466666667,26.5678888889,5.29220740741,0.639222222222,-0.684444444447,-1.71377777778,14.0174444444,2.70222222222,2.94955555555,32.8196666667,8.78533333333
750.64,30.9485555555,0.156444444444,2.83844444444,3.43644444445,26.945,5.67963703704,1.17077777778,-0.35377777778,-0.946111111112,14.5674444444,3.04144444444,3.47166666667,33.2277777778,9.18366666667
750.96,30.975,0.144666666667,2.96866666667,3.52388888889,27.025,5.67595555556,1.13433333333,-0.373555555553,-1.07555555556,14.5958888889,2.96833333334,3.42611111111,33.1692222222,9.30433333333
751.27,30.8677777778,0.0547777777789,2.81,3.34622222222,26.8286666667,5.58072592593,0.949166666667,-0.400944444443,-1.20522222222,14.5513333333,2.61044444444,3.04088888889,32.9341111111,9.17388888888
751.59,30.5711111111,-0.172,2.46522222222,2.97688888889,26.215,5.22958148148,0.728777777778,-0.488388888887,-1.32444444444,14.1624444445,2.27377777778,2.559,32.5988888889,8.73577777779
751.90,30.5181111111,-0.497555555556,2.09277777778,2.39677777778,25.9772222222,4.70252962963,0.300166666667,-0.841,-1.619,13.8632222222,2.00588888889,2.27044444444,32.5476666667,8.35911111111
752.22,30.696,-0.459333333332,2.15011111111,2.42344444445,26.0474444444,4.65131481481,0.399833333333,-0.68322222222,-1.42555555556,13.9503333333,2.33622222222,2.49855555555,32.6683333334,8.58866666666
752.53,30.7127777778,-0.197666666666,2.08688888889,2.43488888889,26.1077777778,4.65103333333,0.377277777778,-0.585,-1.40311111111,14.0638888889,2.41511111111,2.50977777778,32.3886666667,8.42333333333
752.85,30.6221111111,-0.313555555556,1.86155555555,2.11988888889,25.8784444445,4.48477037037,0.0595555555557,-0.730388888887,-1.67933333334,13.8817777778,2.13566666667,2.18333333333,32.325,8.20922222223
753.16,30.6692222222,0.156666666667,2.17444444444,2.45633333333,25.8932222222,4.99371481482,0.579944444444,-0.229277777777,-1.183,14.1984444444,2.61333333333,2.69144444445,32.4401111111,8.52155555555
753.47,30.6993333333,0.267777777779,2.02744444444,2.38211111111,26.1596666667,5.12456296296,0.462611111111,-0.135777777777,-1.189,14.2491111111,2.72455555555,2.74011111111,32.3806666667,8.50077777779
753.79,30.6522222222,0.0355555555567,1.90033333334,2.25544444444,26.1848888889,4.93160740741,0.356944444444,-0.27577777778,-1.25377777778,14.0996666667,2.68133333333,2.69688888889,32.0794444445,8.40622222223
754.10,30.5386666666,-0.449777777778,1.54066666667,1.85511111111,26.0242222222,4.61374444444,-0.115388888889,-0.661,-1.903,13.6391111111,2.34477777778,2.38055555556,31.8006666667,8.08933333335
754.42,30.5074444444,-0.663444444445,1.31088888889,1.65066666666,25.6913333333,4.39217777778,-0.0178333333333,-0.695333333333,-2.07444444444,13.4093333333,2.36222222222,2.41,31.5827777778,7.90966666666
754.73,30.1258888889,-1.29844444445,0.687777777778,1.12044444444,25.3084444444,3.92389259259,-0.584611111112,-1.32055555556,-2.67766666666,12.7735555556,2.04677777778,1.98622222222,31.1166666667,7.56366666667
755.05,29.7494444445,-1.58788888889,0.285666666668,0.840888888888,25.1001111111,3.45312222222,-1.07166666667,-1.83888888889,-3.00433333333,12.3561111111,1.67355555555,1.75122222222,30.721,7.41288888888
755.36,29.6967777778,-1.68444444444,0.206111111111,0.848333333335,25.1997777778,3.41164814815,-1.046,-1.99738888889,-3.05977777778,12.33,1.49077777778,1.71322222222,30.5984444444,7.44988888888
755.67,29.3495555556,-1.87111111111,-0.128888888889,0.636111111112,24.8876666667,3.10835925926,-1.32661111111,-2.40755555556,-3.40566666667,12.0798888889,1.01877777778,1.38866666667,30.2022222222,7.17322222223
755.99,29.0351111111,-2.30977777778,-0.23811111111,0.480333333332,24.6991111111,2.98951111111,-1.57472222222,-2.69205555556,-3.33766666667,11.675,0.801999999999,1.20744444444,29.9207777778,7.14288888889
756.30,29.596,-1.83311111111,0.289444444445,0.998444444443,25.1835555555,3.49191111111,-0.990111111111,-2.31955555556,-2.76844444445,12.2017777778,1.35488888889,1.76577777778,30.2966666667,7.70966666668
756.62,29.2373333333,-2.44311111111,-0.318555555557,0.416333333332,24.9246666667,2.7455037037,-1.8205,-2.87666666667,-3.39066666667,11.6506666667,0.628555555557,1.20677777778,30.0022222222,7.40177777779
756.93,29.1756666667,-2.62133333333,-0.612666666667,0.208444444443,24.5542222222,2.59173703704,-1.9385,-3.25127777778,-3.52355555556,11.5665555555,0.259666666664,1.19588888889,29.9714444445,7.40033333332
757.24,28.7716666667,-2.472,-0.653999999999,0.110222222222,24.4478888889,2.58464074074,-2.00277777778,-3.32372222222,-3.46577777778,11.4595555556,0.191000000001,1.17211111111,30.0542222222,7.36488888889
757.56,28.3434444444,-2.52444444444,-0.941555555556,-0.219444444447,23.9531111111,2.44833703704,-2.22055555555,-3.59683333333,-3.57133333333,11.2166666667,-0.03811111111,1.13133333333,29.6943333333,6.96977777777
757.87,28.0767777778,-2.49766666667,-0.905666666668,-0.198000000001,24.0795555556,2.482,-2.44294444444,-3.76538888889,-3.47466666667,11.3342222222,-0.13888888889,1.14966666667,29.572,7.01288888889
758.18,28.2031111111,-2.20044444445,-0.561555555555,-0.050222222221,24.3262222222,2.68061481482,-2.24461111111,-3.50388888889,-3.23566666667,11.6434444444,0.02511111111,1.34977777778,29.8085555555,7.23011111112
758.50,28.962,-1.40288888889,0.299666666667,0.557777777777,25.2237777778,3.65234444444,-1.30294444444,-2.67894444444,-2.44355555555,12.5764444444,0.911666666667,2.22311111111,30.4651111111,7.86377777779
758.81,29.0551111111,-1.25666666667,0.479555555557,0.582999999999,25.2852222222,3.91717777778,-1.17588888889,-2.42661111111,-2.40588888889,12.6653333333,1.21522222222,2.36455555556,30.5102222222,8.15566666667
759.13,29.4363333333,-1.074,0.567888888889,0.555444444443,25.7528888889,4.28382962963,-0.890833333332,-2.107,-2.00844444445,12.9711111111,1.67066666667,2.646,30.7614444445,8.53922222223
759.44,29.5055555556,-0.892666666668,0.540333333332,0.515777777779,25.7307777778,4.45728148148,-0.788111111112,-2.14938888889,-1.94866666666,13.109,1.80155555556,2.86177777778,30.8318888889,8.62188888888
759.75,29.1524444444,-1.29244444444,0.065777777778,-0.0942222222223,25.4964444445,4.0697962963,-1.28011111111,-2.68733333333,-2.40444444444,12.6086666667,1.391,2.49055555555,30.4777777778,8.18566666667
760.07,29.2892222222,-1.07022222222,0.433222222222,0.0693333333333,25.6126666667,4.47127037037,-0.880388888888,-2.30988888889,-2.03844444444,12.9044444444,1.744,2.83488888889,30.5963333333,8.39877777777
760.38,29.163,-1.23177777778,0.409333333334,-0.0901111111113,25.6067777778,4.37631851852,-0.994444444444,-2.16494444444,-1.997,12.7358888889,1.82111111111,2.66822222222,30.403,8.28300000001
760.69,29.4166666666,-1.23822222222,0.440999999999,-0.149666666667,25.4915555556,4.36397777778,-0.936555555556,-1.99688888889,-1.90977777778,12.8794444444,1.98277777778,2.99433333333,30.5615555556,8.33922222222
761.01,29.7138888889,-0.907777777776,0.817000000001,0.236777777779,25.7667777778,4.52125925926,-0.424111111112,-1.59855555555,-1.504,13.1755555556,2.36444444444,3.07877777778,30.6728888889,8.84155555557
761.32,30.0434444445,-0.528444444445,1.08011111111,0.314,25.7842222222,4.6771962963,0.053611111111,-1.14133333333,-1.06088888889,13.4436666667,2.64277777778,3.27088888889,31.0617777778,9.24599999999
761.63,30.2984444444,0.003777777778,1.52855555555,0.808333333333,26.0616666667,5.11787407408,0.696388888889,-0.646833333334,-0.422555555557,13.8301111111,2.99455555556,3.75511111111,31.4813333334,9.64144444446
761.94,30.0095555556,-0.074,1.50888888889,0.861777777778,25.9926666667,5.01726666667,0.844,-0.673611111112,-0.362222222222,13.6997777778,2.88777777778,3.67922222222,31.0753333333,9.61288888889
762.26,30.1998888889,-0.112333333333,1.405,0.867555555556,26.1311111111,4.9645,0.850444444444,-0.889444444443,-0.333444444445,13.7782222222,2.81344444444,3.61288888889,31.2785555556,9.65833333333
762.57,30.389,0.137333333332,1.86933333333,1.31044444445,26.2123333333,5.20185185185,1.26133333333,-0.607777777778,-0.0686666666667,14.1045555555,2.95433333333,3.87911111111,31.5491111111,9.82033333333
762.88,30.6902222222,0.393111111111,2.08211111111,1.69877777778,26.4973333333,5.41224074074,1.60355555556,-0.221888888888,0.123666666667,14.4958888889,3.26422222222,4.19277777778,31.9896666667,10.1254444444
763.20,30.5851111111,0.396666666668,2.02644444444,1.73211111111,26.5292222222,5.36655925926,1.65138888889,-0.213666666667,0.0866666666667,14.6124444444,3.25644444444,4.20466666667,31.9981111111,10.1288888889
763.51,30.669,0.611444444445,2.15955555556,1.77644444444,26.5961111111,5.4352,1.80511111111,-0.197666666666,0.206888888889,14.7064444444,3.32155555556,4.36777777778,32.0345555556,10.2443333333
763.82,30.6985555556,0.734666666668,2.27333333333,1.75855555555,26.6424444444,5.39360740741,1.81422222222,-0.164055555557,0.277111111111,14.7606666667,3.30922222222,4.44755555556,32.0715555556,10.2107777778
764.14,30.511,0.560222222221,2.05955555555,1.54455555556,26.5256666667,5.17417777778,1.65205555555,-0.433166666666,-0.030222222222,14.5846666667,3.01333333333,3.99444444444,31.6465555555,9.927
764.45,30.6136666667,0.516666666668,1.90922222222,1.38311111111,26.5973333333,5.20767407407,1.612,-0.433111111112,-0.055777777779,14.626,2.95166666667,4.072,31.8141111111,9.898
764.76,30.1983333333,-0.105333333333,1.47,0.858,26.2308888889,4.785,1.07311111111,-1.02838888889,-0.567777777777,14.2014444445,2.459,3.60066666666,31.407,9.41755555556
765.07,29.7323333333,-0.885222222221,0.931777777777,0.109444444443,25.6838888889,4.12398888889,0.379555555555,-1.7425,-1.21355555556,13.714,1.88,3.04055555556,30.7667777778,8.87300000001
765.39,29.6866666667,-1.27955555555,0.536777777779,-0.296333333332,25.2414444445,3.89817777778,-0.0471666666677,-2.11805555556,-1.68733333333,13.5584444444,1.576,2.77522222222,30.8442222222,8.594
765.70,28.9852222222,-1.65988888889,0.109444444445,-0.751555555555,24.7391111111,3.54657037037,-0.406666666667,-2.33627777778,-1.90433333334,13.1246666667,1.13077777778,2.393,30.1926666667,8.19277777778
766.01,28.4118888889,-2.34666666667,-0.665,-1.75133333333,23.9927777778,2.66664814815,-1.19266666667,-3.08305555556,-2.74888888889,12.3522222222,0.367333333333,1.73977777778,29.5831111111,7.57355555557
766.32,27.544,-3.27422222222,-1.514,-2.99111111111,23.1618888889,1.5737,-2.01455555556,-4.01288888889,-3.50388888889,11.4886666667,-0.558111111112,0.84111111111,28.8364444444,6.74533333333
766.64,27.1828888889,-3.67211111111,-1.73244444444,-3.37466666667,22.6491111111,1.25319259259,-2.29938888889,-4.33155555556,-3.63355555556,11.0982222222,-0.874777777778,0.517111111111,28.558,6.50377777778
766.95,26.557,-4.56588888889,-2.71311111111,-4.38,22.0047777778,0.40937037037,-2.86938888889,-5.14566666667,-4.46177777778,10.3726666667,-1.63055555555,-0.235666666668,27.821,5.70722222222
767.26,26.2052222222,-4.98588888889,-3.22977777778,-5.00466666667,21.3465555556,-0.171477777778,-3.02472222222,-5.79083333333,-4.90577777778,9.967,-2.16588888889,-0.626111111111,27.5093333333,5.22588888889
767.57,25.6815555556,-5.57522222222,-3.88733333333,-5.74744444444,20.9575555556,-0.687733333334,-3.7595,-6.48794444444,-5.23555555556,9.53155555556,-2.87366666667,-1.10233333333,27.5268888889,5.07344444445
767.88,25.4918888889,-5.84811111111,-3.92566666667,-5.79722222222,20.9458888889,-0.764851851852,-3.99433333333,-6.6945,-5.36466666666,9.45822222221,-3.102,-1.31188888889,27.353,5.04455555556
768.20,25.6614444444,-5.80766666667,-3.96966666667,-5.70777777778,21.2665555556,-0.742866666667,-3.97494444445,-6.53216666667,-5.61322222222,9.46211111111,-3.09288888889,-1.276,27.4627777778,5.15644444444
768.51,25.9548888889,-5.77322222222,-4.12444444444,-5.58811111111,21.4603333333,-0.935381481483,-3.84694444445,-6.58122222222,-5.735,9.34266666666,-3.09066666667,-1.30055555556,27.7886666667,5.17466666667
768.82,25.4887777778,-6.26977777778,-4.49933333333,-6.11288888889,21.2304444445,-1.58516666667,-4.13777777778,-7.01522222222,-6.06277777778,9.04922222222,-3.59733333333,-1.80433333333,27.3267777778,4.69555555556
769.13,25.6931111111,-6.491,-4.51011111111,-6.29477777778,20.9575555556,-1.69692962963,-4.10883333333,-7.15822222222,-6.17344444444,9.10144444445,-3.64977777778,-1.85388888889,27.4255555556,4.44666666667
769.44,25.4181111111,-6.71311111111,-4.61222222222,-6.42133333333,21.1212222222,-1.89811111111,-4.32377777778,-7.46866666667,-6.31444444444,8.88544444443,-3.57655555555,-2.10677777778,27.2448888889,3.99933333334
769.76,25.3154444445,-7.29522222222,-5.13888888889,-6.72544444445,20.9664444444,-2.10284074074,-4.75616666667,-8.07622222222,-6.97044444444,8.63044444443,-4.19577777778,-2.41333333333,26.6997777778,3.47922222222
770.07,25.369,-7.76266666667,-5.75111111111,-6.98688888889,20.671,-2.3323,-5.1835,-8.65183333334,-7.61133333334,8.05266666668,-4.71055555556,-2.863,26.6236666666,2.90088888889
770.38,25.0645555555,-8.243,-5.94311111111,-7.22222222223,20.3036666667,-2.92589259259,-5.93988888889,-9.0308888889,-7.76488888889,7.66155555555,-5.25833333333,-3.51411111111,26.0463333333,2.42255555556
770.69,24.7567777778,-8.80155555555,-6.19411111111,-7.41833333334,20.0782222222,-3.14821851852,-6.601,-9.28472222222,-8.239,7.39855555557,-5.63833333334,-4.09633333333,25.7097777778,2.31622222222
771.00,25.2815555556,-8.51822222222,-5.66555555556,-7.132,20.2158888889,-2.68575555555,-5.80538888889,-8.70494444446,-8.23166666667,7.61844444445,-5.23233333333,-3.95277777778,25.9347777778,2.42611111111
771.32,24.5423333333,-9.6072222222,-6.64077777778,-8.51877777778,18.9764444444,-4.11261111111,-6.71216666667,-10.0872777778,-9.72988888887,6.26644444444,-6.63388888889,-5.44322222221,24.8961111111,1.12933333333
771.63,24.1363333333,-9.59088888889,-6.62666666667,-8.98288888889,18.7257777778,-4.29856296296,-6.7475,-10.4131666667,-10.0262222222,6.13588888889,-7.04133333333,-5.756,24.703,0.656555555553
771.94,23.8413333333,-9.61766666668,-6.41388888889,-9.25466666667,18.942,-4.09627407407,-6.39988888889,-10.2526111111,-9.88255555557,6.45577777778,-7.16766666668,-5.87655555555,24.4625555555,0.642111111113
772.25,23.4245555556,-9.98655555555,-6.75433333334,-9.66822222221,18.4242222222,-4.44607407407,-6.72255555556,-10.4247777778,-10.5028888889,5.88444444445,-7.66666666666,-6.30877777779,23.9266666667,0.495333333333
772.56,22.4366666667,-10.5107777778,-7.33133333333,-10.2964444444,17.9921111111,-4.97798888889,-7.349,-11.1289444444,-11.4468888889,5.13755555556,-8.36,-7.11699999999,23.4585555556,-0.0286666666667
772.87,21.9206666667,-10.7735555555,-7.951,-10.7233333333,17.0723333333,-5.27871851852,-7.90061111111,-11.5852777778,-11.6426666666,4.43866666667,-9.28677777777,-7.93633333334,22.9834444444,-0.416666666664
773.18,22.3818888889,-10.0732222222,-7.30088888889,-10.3126666667,17.2291111111,-4.82047407407,-7.49677777778,-11.053,-11.0458888889,4.55777777778,-8.83233333333,-7.8668888889,23.3181111111,0.145111111111
773.50,21.9874444444,-10.3188888889,-7.444,-10.9131111111,16.9195555556,-5.36845925926,-7.80366666667,-11.1587777778,-11.3017777778,4.24644444445,-9.30688888888,-8.3901111111,22.8532222222,-0.234666666666
773.81,21.7594444444,-10.6332222222,-8.10911111112,-11.4245555555,16.6891111111,-5.59766666667,-8.08688888889,-11.6861666667,-12.149,3.93511111111,-9.74455555553,-8.92322222221,23.0884444444,-0.43311111111
774.12,21.6375555555,-11.1491111111,-8.75677777778,-11.8022222222,16.602,-5.90795925926,-8.18344444444,-12.4896111111,-12.7513333333,3.28088888889,-10.3743333333,-9.33388888889,22.9894444444,-1.13177777778
774.43,21.2346666667,-11.6435555556,-9.21288888888,-11.9907777778,16.2037777778,-6.45774074074,-8.71138888889,-12.8319444444,-13.1325555556,2.74688888889,-10.9181111111,-9.45977777778,22.6774444445,-1.56622222222
774.74,21.5895555556,-10.9492222222,-8.78855555554,-11.2114444444,16.6976666667,-5.6346,-8.25611111111,-11.7977222222,-12.1681111111,3.40288888889,-9.87666666666,-8.37177777777,23.2638888889,-1.02633333333
775.05,20.9637777778,-11.7864444444,-9.53044444443,-11.3413333333,16.0988888889,-6.27186666667,-8.75172222223,-12.2123333333,-12.147,2.79311111111,-10.0214444444,-8.64033333333,22.6596666667,-1.53488888889
775.36,20.6117777778,-12.3747777778,-10.1092222222,-11.5503333333,15.2336666667,-7.01104444444,-9.68961111111,-12.7409444445,-12.5675555555,2.22677777778,-10.4637777778,-9.10788888889,21.9138888889,-2.196
775.67,20.6614444444,-12.1466666667,-9.98300000001,-11.3043333334,15.67,-7.16404814815,-9.90566666666,-13.0852222222,-12.1386666667,2.41055555556,-10.4003333333,-9.04022222221,22.0522222222,-2.15566666667
775.98,20.6525555555,-12.0002222222,-9.92799999999,-11.3121111111,15.4025555556,-7.57179259259,-10.1600555555,-13.0402777778,-12.0467777778,2.48177777778,-10.5003333333,-9.10077777777,21.9053333334,-1.99477777778
