wavelength,Back_NepOnef,Belly_NepOnef,Breast_NepOnef,Crissum_NepOnef,Crown_NepOnef,DorTail_NepOnef,Rump_NepOnef,Throat_NepOnef,WingTip_NepOnef
568.75,8.58253333333,21.2189333333,20.6128666667,11.6984666667,8.09113333333,8.91773725491,8.74913333333,24.1108,9.87766666666
569.09,8.6072,21.2604,20.6664666667,11.7384666667,8.12506666667,8.95412156863,8.78333333334,24.1426,9.90593333333
569.43,8.598,21.266,20.6843333333,11.7588,8.10453333333,8.94255686276,8.77086666667,24.1421333333,9.89220000001
569.77,8.61226666667,21.2936666667,20.7227333333,11.7800666667,8.11753333333,8.96201568628,8.79753333333,24.1817333334,9.90633333333
570.11,8.64073333333,21.3446,20.7530666667,11.7927333333,8.13566666667,8.97617254903,8.7856,24.1938666667,9.92540000001
570.45,8.684,21.3814,20.8030666667,11.8373333333,8.1582,8.99883921569,8.81626666667,24.2326,9.9362
570.79,8.7138,21.4238666667,20.8388666667,11.865,8.1794,9.01176078432,8.82979999999,24.2608666667,9.95446666667
571.13,8.7304,21.4689333333,20.8884666667,11.8846,8.18273333333,9.0289254902,8.83126666666,24.3234666667,9.9604
571.47,8.72393333333,21.4754,20.8850666667,11.8672666667,8.16533333333,9.01972549019,8.81713333334,24.3101333333,9.94179999999
571.81,8.76106666667,21.5326,20.9216,11.9132,8.1966,9.04938039217,8.86926666667,24.3402666667,9.98726666667
572.15,8.8074,21.5893333333,20.9668,11.9604666667,8.23393333333,9.10461960784,8.91413333334,24.3802666667,10.0358666667
572.49,8.80626666667,21.5628666667,20.9558666667,11.9334666667,8.22086666667,9.0864627451,8.8816,24.3606,10.0127333333
572.83,8.79,21.588,20.9784,11.922,8.20493333333,9.07190980393,8.86133333333,24.364,9.9956
573.17,8.82306666667,21.6339333333,21.042,11.9631333333,8.2536,9.10038039217,8.89526666667,24.4234666667,10.0419333333
573.51,8.83586666667,21.6605333333,21.0801333333,11.9778,8.27273333333,9.11636078432,8.91853333333,24.4708,10.0584
573.85,8.87106666667,21.722,21.157,12.0241333333,8.3128,9.15532941176,8.98360000001,24.5527333333,10.0913333333
574.19,8.8734,21.7519333333,21.1852,12.0420666667,8.3268,9.17775294117,8.99506666667,24.5869333333,10.1112666667
574.53,8.8746,21.7759333333,21.2205333333,12.0461333333,8.34366666666,9.19781568627,9.00506666666,24.6132,10.1244666666
574.87,8.87853333333,21.7696666667,21.2206666667,12.0574,8.35793333333,9.19095686274,9.01020000001,24.5918666667,10.1278666667
575.21,8.89793333333,21.7766,21.2384666667,12.0896,8.39133333333,9.21368627451,9.03666666667,24.6242666667,10.1278
575.55,8.93386666667,21.8228,21.2862666667,12.1397333333,8.42206666667,9.24659999999,9.0498,24.6774,10.1462
575.89,8.923,21.8132,21.3044666667,12.1298,8.4188,9.22889019608,9.04133333333,24.6930666667,10.1284666667
576.22,8.9484,21.8807333333,21.3757333333,12.1744666667,8.44606666667,9.26886666667,9.09046666666,24.7755333333,10.162
576.56,9.0092,21.9303333333,21.4356,12.2421333333,8.50666666667,9.31788235293,9.13120000001,24.8445333333,10.2023333333
576.90,9.003,21.9554666667,21.454,12.2304,8.49293333333,9.31792941177,9.1188,24.8725333333,10.1901333333
577.24,9.0168,21.9699333334,21.4682,12.2498,8.48966666667,9.31177254901,9.10613333333,24.8845333333,10.1923333333
577.58,9.0194,21.9635333333,21.4818666667,12.2632666667,8.48486666667,9.29275686273,9.09306666666,24.8951333333,10.1892666667
577.92,9.03246666667,21.9716666666,21.502,12.2577333333,8.48253333333,9.28922745099,9.10406666667,24.9064666667,10.1746
578.26,9.04106666667,21.9774666667,21.5056666666,12.3008,8.4756,9.29359607843,9.11793333333,24.9361333333,10.1834666667
578.60,9.052,22.0214,21.5532666666,12.3276666667,8.4904,9.31851372549,9.13720000001,24.9924666667,10.2060666667
578.94,9.0472,22.0438,21.5842,12.3380666667,8.48073333333,9.32233725491,9.13993333333,25.0082666667,10.2225333333
579.28,9.0514,22.0618,21.6448,12.3371333333,8.4844,9.32347450981,9.14193333334,25.0361333333,10.2301333333
579.61,9.0326,22.0743333333,21.6422,12.3411333333,8.47266666667,9.30281176471,9.1306,25.0332,10.2094
579.95,9.0228,22.0742,21.6383333333,12.3364,8.45006666666,9.27378039216,9.10566666667,25.0274,10.1788666667
580.29,9.00466666667,22.0546,21.6341333334,12.3174,8.4216,9.25241960783,9.10973333333,25.0358,10.1612666667
580.63,9.01746666667,22.039,21.6516,12.3354,8.4092,9.2256627451,9.11513333333,25.0328,10.1437333333
580.97,9.0098,22.0676666667,21.6435333333,12.3275333333,8.41226666667,9.22465882352,9.11373333333,25.0446666667,10.1316666667
581.31,9.03406666667,22.1018,21.6673333333,12.3340666667,8.41986666667,9.24200392157,9.12099999999,25.0445333333,10.1434666667
581.65,9.03186666667,22.1390666667,21.6988666667,12.3541333333,8.42593333333,9.25099607843,9.11326666667,25.107,10.1459333333
581.98,9.07893333333,22.2210666667,21.7925333333,12.3872666667,8.4796,9.28789019609,9.15046666667,25.1709333333,10.1870666667
582.32,9.104,22.2581333333,21.8266666667,12.4035333334,8.49286666667,9.28931764706,9.17133333333,25.2143333333,10.1766666667
582.66,9.1296,22.2840666667,21.8448666667,12.4188,8.50186666667,9.3067490196,9.18653333333,25.2428,10.2018666667
583.00,9.13046666667,22.2654666667,21.8436666667,12.4200666667,8.50793333333,9.29717254902,9.19746666667,25.2421333333,10.2022
583.34,9.17326666667,22.3098666667,21.9014,12.4458666667,8.5376,9.33999607844,9.22000000001,25.3047333333,10.2434
583.68,9.16766666667,22.3028,21.889,12.4494666667,8.5598,9.35151372549,9.226,25.3178,10.2579333333
584.01,9.13986666667,22.2933333333,21.8854666667,12.4122,8.5372,9.32225098039,9.1898,25.3094666667,10.2423333333
584.35,9.15306666667,22.3262666667,21.9152,12.4445333333,8.5496,9.3507372549,9.20479999999,25.3471333333,10.2646666667
584.69,9.22526666667,22.4091333333,22.0298,12.5264,8.63533333333,9.43464313725,9.28673333333,25.4396666667,10.3494
585.03,9.18846666667,22.4081333333,22.012,12.4933333333,8.6064,9.41389411764,9.26133333334,25.454,10.3198
585.37,9.1896,22.4174,22.025,12.5002,8.61033333333,9.42727058823,9.24566666667,25.4518666667,10.3229333333
585.70,9.1678,22.3824666667,22.0008,12.4905333333,8.57746666667,9.40656078432,9.21420000001,25.4124,10.2860666666
586.04,9.20286666667,22.3939333333,22.0366,12.5172666667,8.60886666667,9.44024313725,9.24886666666,25.4312,10.3357333333
586.38,9.23226666667,22.4246,22.1032,12.5578666667,8.64906666666,9.47986666665,9.28253333334,25.4887333333,10.3426
586.72,9.21413333333,22.4576666667,22.1074666667,12.5550666667,8.6346,9.4752627451,9.25993333333,25.5028,10.322
587.06,9.17646666667,22.4146666667,22.072,12.5052,8.5914,9.43998039217,9.22413333334,25.4584,10.2811333333
587.39,9.18213333333,22.4512666667,22.1283333333,12.5338,8.6062,9.45428235293,9.22480000001,25.4719333333,10.3072
587.73,9.22453333333,22.5290666667,22.206,12.6034,8.6444,9.52651372548,9.29013333333,25.5369333333,10.3692666667
588.07,9.2314,22.5651333333,22.2391333333,12.6144666667,8.66566666667,9.55256470588,9.28273333334,25.5608666667,10.3816666666
588.41,9.2006,22.5578666667,22.2304,12.5974666667,8.61206666667,9.53261960783,9.259,25.5514,10.3582
588.74,9.23573333333,22.5703333333,22.2996666666,12.6439333334,8.6644,9.57426666666,9.30413333334,25.5927333333,10.4093333333
589.08,9.25086666667,22.5922666667,22.3424,12.6792,8.67326666667,9.59671764706,9.31673333334,25.6273333333,10.4344666667
589.42,9.2586,22.6155333333,22.3664666667,12.6892,8.69079999999,9.61839607842,9.3302,25.6699333333,10.4556666667
589.76,9.24393333333,22.6238666667,22.3650666667,12.6990666667,8.66940000001,9.61767450981,9.31006666667,25.6745333333,10.4303333333
590.09,9.259,22.6662,22.3826666667,12.7211333333,8.6832,9.62193333333,9.34973333333,25.6987333333,10.4604666667
590.43,9.278,22.6864666667,22.4046,12.7434666667,8.71039999999,9.6536745098,9.37946666667,25.7207333333,10.5054666667
590.77,9.32433333333,22.7781333333,22.4892666667,12.8154,8.76520000001,9.70488627449,9.41706666667,25.8302666667,10.5676666667
591.11,9.35033333333,22.8273333333,22.5341333333,12.8573333333,8.78613333334,9.73496862746,9.45506666667,25.885,10.593
591.44,9.39426666666,22.8438666667,22.5628,12.8894,8.80506666666,9.74125490195,9.45573333334,25.8981333333,10.6128666667
591.78,9.39433333333,22.8687333333,22.5492666667,12.8928666667,8.81873333334,9.73420392156,9.4786,25.9136666667,10.6169333334
592.12,9.411,22.8942,22.5745333333,12.9211333333,8.86999999999,9.76571764707,9.4896,25.9420666667,10.6368666667
592.46,9.438,22.9616666667,22.5969333333,12.9724666667,8.89546666667,9.77732549018,9.51899999999,26.0184,10.6615333333
592.79,9.4724,23.0299333333,22.6318,12.9898,8.92886666666,9.78489803923,9.55553333334,26.0664,10.6948
593.13,9.46566666667,23.0620666667,22.6367333333,12.9977333333,8.94193333333,9.77498039216,9.56599999999,26.0435333333,10.7092666667
593.47,9.45766666667,23.1070666667,22.6888666667,12.9967333333,8.97626666667,9.80010980392,9.57726666666,26.077,10.7349333333
593.80,9.51133333333,23.1832,22.7758,13.0602,9.04546666667,9.87170980393,9.6086,26.1660666667,10.7925333333
594.14,9.47073333333,23.1549333333,22.7806,13.0340666667,9.00953333334,9.84516862747,9.5716,26.1495333333,10.7742
594.48,9.49166666667,23.1834,22.8112666667,13.0783333333,9.02613333334,9.85961960784,9.59146666666,26.1555333333,10.7786
594.81,9.47993333333,23.1774,22.8202,13.0783333333,8.988,9.84788235293,9.56746666665,26.1462,10.7618
595.15,9.42366666666,23.1574666667,22.7956,13.036,8.95213333333,9.81513725489,9.54346666666,26.1193333333,10.7160666667
595.49,9.4912,23.2057333333,22.8842,13.0907333333,9.00933333334,9.90505490197,9.61640000001,26.1726,10.7749333333
595.82,9.5006,23.2321333333,22.934,13.1020666667,9.00466666667,9.91376470587,9.63113333333,26.1894,10.7757333333
596.16,9.45926666667,23.1827333333,22.9144,13.0688666667,8.96186666667,9.88365098039,9.58666666668,26.1317333333,10.7378666667
596.50,9.44713333333,23.1613333333,22.9314,13.0824,8.95066666667,9.89151764707,9.57473333335,26.1170666667,10.7202
596.83,9.46373333333,23.1751333333,22.9427333333,13.0955333333,8.95393333333,9.91927843137,9.57706666666,26.1580666667,10.7165333333
597.17,9.52406666667,23.2068666667,22.9725333333,13.1362666667,8.97926666667,9.94689019607,9.59640000001,26.2013333333,10.7518666667
597.51,9.48960000001,23.1851333333,22.958,13.1184,8.93866666667,9.91610588236,9.55413333332,26.1827333333,10.7205333333
597.84,9.55140000001,23.2446,22.9902,13.1638666667,8.98419999999,9.95269019607,9.59606666667,26.2370666667,10.7467333333
598.18,9.56473333334,23.2465333333,23.0221333333,13.1781333333,8.99620000001,9.98383529411,9.60440000001,26.2776,10.7663333333
598.52,9.60173333333,23.2829333333,23.0828666667,13.2163333333,9.05766666666,10.0379333333,9.65686666667,26.3426666667,10.8163333333
598.85,9.65973333333,23.3566666667,23.1448,13.2736666667,9.10640000001,10.0939529412,9.68493333333,26.4313333333,10.8749333333
599.19,9.65286666667,23.3590666667,23.1404,13.2673333333,9.0872,10.0695019608,9.65499999999,26.435,10.8686
599.53,9.67746666667,23.3861333333,23.1600666667,13.2918,9.11846666667,10.0894705882,9.67766666666,26.4830666667,10.8853333333
599.86,9.71119999999,23.4664,23.2421333333,13.3502,9.15200000001,10.1323960784,9.74400000001,26.5521333333,10.9284666667
600.20,9.70533333334,23.4902666667,23.2506,13.334,9.14053333332,10.1089529412,9.72393333334,26.568,10.9379333334
600.53,9.73486666666,23.5344,23.3134666667,13.3848,9.15726666667,10.1272313726,9.76166666667,26.6214666667,10.9678666667
600.87,9.64266666667,23.4783333334,23.2718,13.3292666667,9.09473333334,10.0477686275,9.70546666666,26.5916666667,10.8902666667
601.21,9.59099999999,23.4511333333,23.2404,13.2867333333,9.06066666666,9.98801568628,9.65660000001,26.5210666667,10.8388666667
601.54,9.51219999999,23.3729333333,23.2054666667,13.2445333333,9.00333333333,9.92317254902,9.59793333334,26.4709333333,10.7786666667
601.88,9.49486666666,23.3872,23.2048,13.2563333333,9.00933333334,9.90630588236,9.60853333332,26.4398,10.7624666667
602.21,9.4742,23.3508,23.1613333333,13.2247333333,8.97599999999,9.87306274511,9.57166666667,26.3699333333,10.7255333333
602.55,9.45826666666,23.3371333333,23.1873333333,13.2336666667,8.97446666667,9.87149019607,9.57433333333,26.3435333333,10.7158666667
602.88,9.41553333333,23.3335333333,23.1732,13.2182,8.94679999999,9.85085490195,9.54626666667,26.3578666667,10.6905333333
603.22,9.41166666666,23.3322666667,23.1751333333,13.2108,8.94453333333,9.84246666665,9.51253333333,26.3784666667,10.7014
603.56,9.46986666667,23.4004,23.222,13.2604666667,9.00973333333,9.89960392157,9.54646666666,26.433,10.7596666667
603.89,9.52673333334,23.4368666667,23.2597333333,13.304,9.0676,9.94834509804,9.61813333333,26.4741333333,10.7970666667
604.23,9.52520000001,23.4297333333,23.2726666667,13.2916,9.0844,9.95036862745,9.60680000001,26.4758,10.8024666667
604.56,9.53573333334,23.4652,23.2988666667,13.3157333333,9.10046666666,9.9914980392,9.63133333332,26.4796,10.8339333333
604.90,9.61286666666,23.5060666667,23.3686,13.3663333333,9.15353333334,10.0574823529,9.69386666667,26.5521333333,10.896
605.23,9.67319999999,23.602,23.4405333333,13.4076666667,9.21060000001,10.1255490196,9.75666666665,26.6236666667,10.9438
605.57,9.66513333333,23.5924,23.4461333333,13.3818,9.17680000001,10.1112,9.74713333333,26.6242666667,10.9457333333
605.90,9.6804,23.6298,23.4904666666,13.3944,9.18866666667,10.1303215686,9.75866666667,26.6769333333,10.9468666667
606.24,9.73119999999,23.6693333333,23.5195333333,13.4437333333,9.23573333333,10.1645882353,9.80053333333,26.7542,10.9857333333
606.58,9.80013333332,23.73,23.6081333333,13.5040666667,9.29840000001,10.2219568628,9.85900000001,26.8068,11.0477333333
606.91,9.88360000002,23.8332,23.7164,13.5794,9.36146666666,10.3010352941,9.96139999999,26.8819333333,11.1112
607.25,9.88746666668,23.8296666667,23.735,13.5593333333,9.36660000001,10.3094627451,9.94753333333,26.8965333333,11.1044
607.58,9.86593333332,23.8248,23.7338,13.5578,9.35466666667,10.3167294118,9.92006666666,26.8842666667,11.1144666667
607.92,9.8986,23.859,23.7677333333,13.6001333333,9.38326666667,10.3552862745,9.94893333332,26.9084,11.1342
608.25,9.99893333333,23.9112,23.845,13.6766,9.46733333333,10.4287098039,10.022,26.9942,11.2028
608.59,10.0096,23.9502666667,23.844,13.7038,9.47619999999,10.4559882353,10.0417333333,27.0367333333,11.2212
608.92,10.0239333333,23.9635333333,23.8807333333,13.7390666667,9.49026666667,10.5000392157,10.036,27.0756,11.2472666666
609.26,10.0274666667,23.9778,23.8766,13.7361333333,9.50579999999,10.5233764706,10.0312,27.0859333333,11.2338666667
609.59,10.0462666667,23.9986666667,23.8626,13.7601333333,9.49700000001,10.5594431373,10.0355333333,27.1125333333,11.2564
609.93,10.0096666667,23.9724666667,23.8621333333,13.7284666667,9.45720000001,10.5732823529,10.0174666667,27.12,11.2224
610.26,9.99806666667,23.9267333333,23.8057333333,13.7099333333,9.426,10.562545098,9.99993333333,27.1319333333,11.1808666667
610.60,9.941,23.8579333333,23.7363333333,13.679,9.37239999999,10.5505960784,9.95280000001,27.0682,11.1334
610.93,9.96233333333,23.8799333333,23.7448,13.7202666667,9.3804,10.598627451,9.97526666667,27.1001333333,11.1532666667
611.27,9.98613333333,23.9019333333,23.7804,13.752,9.40740000001,10.6567058824,10.0083333333,27.1605333333,11.1674
611.60,9.985,23.896,23.7792666667,13.7474,9.38926666666,10.6723686275,10.0081333333,27.1868666667,11.1661333333
611.93,10.0144666667,23.9504666667,23.8233333333,13.7838,9.41280000001,10.7286627451,10.0322666667,27.2629333333,11.204
612.27,9.97386666669,23.948,23.8307333333,13.7685333333,9.39806666667,10.7349921569,10.0189333333,27.2598666666,11.1992666667
612.60,10.0163333333,23.954,23.8432666667,13.7906666667,9.4184,10.7558862745,10.0693333333,27.2593333333,11.224
612.94,10.0415333333,23.9611333333,23.8546,13.8167333333,9.4494,10.7724784314,10.0850666667,27.3037333333,11.2644
613.27,10.0753333333,24.0006,23.9366666667,13.8614666667,9.51226666667,10.7866,10.1334666667,27.3922666667,11.2992666667
613.61,10.1270666667,24.0805333333,23.9901333333,13.8896,9.55979999999,10.7981098039,10.1439333333,27.4266666667,11.3183333333
613.94,10.1366666667,24.1389333333,24.0555333333,13.9132666667,9.57446666667,10.8049647059,10.1514666667,27.4103333333,11.337
614.28,10.1574,24.1847333333,24.1198666667,13.9276666667,9.60460000001,10.791227451,10.1524666667,27.4834666667,11.3457333333
614.61,10.1562,24.2305333334,24.1478,13.9342666667,9.6086,10.7700862745,10.1588,27.5078666667,11.3303333333
614.94,10.1683333333,24.2514,24.1607333333,13.935,9.62260000001,10.7400666667,10.1862,27.5218666667,11.3406666667
615.28,10.2296666667,24.352,24.2414,14.0316,9.68206666667,10.7831647059,10.2508666667,27.5747333333,11.4102
615.61,10.2124666667,24.3381333333,24.2492,14.0320666667,9.68206666667,10.7640627451,10.2575333333,27.5213333333,11.4014
615.95,10.2606666667,24.3414666667,24.2739333333,14.0586666667,9.72786666667,10.7695333333,10.2874666667,27.5193333333,11.4255333334
616.28,10.2185333333,24.3216,24.2351333333,14.0185333333,9.68146666667,10.7125882353,10.2534,27.5307333333,11.3884
616.61,10.2972666667,24.4057333333,24.3486666667,14.1054666667,9.74146666667,10.7955490196,10.3340666667,27.5875333333,11.4450666667
616.95,10.3728666667,24.4852,24.4152,14.1696,9.81093333333,10.8648235294,10.3963333333,27.6178666667,11.5112
617.28,10.3724,24.476,24.4450666667,14.1932,9.83019999999,10.8611490196,10.42,27.6415333333,11.5758
617.62,10.3922,24.517,24.4828666667,14.2134,9.86706666667,10.9016156863,10.4557333333,27.7146666666,11.6272
617.95,10.3902666667,24.5241333333,24.4792,14.2280666667,9.87213333335,10.8958,10.4623333333,27.7442,11.637
618.28,10.4106,24.5003333333,24.5064666667,14.2180666667,9.87933333334,10.9199372549,10.4809333333,27.7188,11.6658
618.62,10.3822,24.5036,24.5366666667,14.2178666667,9.85919999999,10.9024823529,10.4351333333,27.7148,11.6562666667
618.95,10.3328,24.5167333333,24.5695333333,14.206,9.84506666667,10.8879176471,10.4155333333,27.7678666667,11.6337333333
619.28,10.2720666667,24.4886,24.4912666667,14.123,9.7524,10.7942,10.3298,27.7068666667,11.5434
619.62,10.2174,24.4842666667,24.4849333333,14.0868666667,9.68626666666,10.7354196078,10.2721333333,27.7104666667,11.4879333333
619.95,10.2113333333,24.5285333333,24.5558,14.1022666667,9.70866666666,10.7508235294,10.2712,27.7503333333,11.4864666667
620.28,10.1486666667,24.5278666667,24.5238666666,14.0432,9.65833333333,10.7083019608,10.2136666667,27.7472,11.4571333333
620.62,10.1208,24.5074666667,24.5372,14.0084,9.60759999999,10.6711058824,10.1629333333,27.7521333334,11.417
620.95,10.1086666667,24.515,24.4982,14.0149333333,9.58813333334,10.6593176471,10.1366,27.7072,11.3902666667
621.28,10.0934666667,24.5039333333,24.4962,14.0243333333,9.59359999999,10.6511098039,10.1309333333,27.6933333333,11.372
621.62,10.1151333333,24.5313333333,24.5426,14.0368666667,9.59313333333,10.6781098039,10.1448,27.7044666667,11.4014666667
621.95,10.0605333333,24.5306666667,24.5424666667,14.0270666667,9.55886666667,10.6344235294,10.1033333333,27.7435333333,11.3908666667
622.28,10.0934666667,24.5384666667,24.5432666667,14.0337333333,9.57833333333,10.6695568628,10.137,27.7859333333,11.4093333333
622.62,10.1109333333,24.5004,24.5295333334,13.9991333333,9.57500000001,10.6441294118,10.1158666667,27.742,11.3941333334
622.95,10.1534666667,24.5529333333,24.6078666667,14.0570666667,9.63493333335,10.6956392157,10.1722,27.8489333333,11.4447333333
623.28,10.1816666667,24.5973333333,24.6526,14.0922666667,9.67853333334,10.7407960784,10.2268666667,27.9003333333,11.4748
623.62,10.1793333333,24.5576,24.6435333333,14.1087333333,9.66933333333,10.7273176471,10.224,27.8688666667,11.502
623.95,10.2122,24.5906,24.6460666667,14.1473333333,9.69500000001,10.7082039216,10.248,27.8897333333,11.5133333333
624.28,10.1661333333,24.6107333333,24.6452,14.1359333333,9.69533333333,10.7092,10.2491333333,27.8752666667,11.5225333333
624.62,10.1874,24.6502666667,24.7035333334,14.1512,9.70073333334,10.7464196078,10.2813333333,27.9464,11.5346666667
624.95,10.2289333333,24.7044666667,24.7796,14.1950666667,9.7208,10.7661921569,10.2978,27.9856,11.5829333333
625.28,10.2597333333,24.7358666667,24.799,14.2358666667,9.76186666668,10.7840196078,10.313,28.0010666667,11.6062666667
625.61,10.281,24.7476,24.8048666667,14.25,9.7842,10.8064196078,10.3338666667,28.0182,11.5966
625.95,10.3091333333,24.815,24.8632666667,14.3222666667,9.81259999999,10.8484666667,10.366,28.0654,11.6378
626.28,10.3238,24.8627333333,24.8972666667,14.3536666667,9.83093333333,10.8787411765,10.3842,28.1256,11.6822666667
626.61,10.3236,24.8956666667,24.9209333334,14.3777333333,9.83606666667,10.9080235294,10.3898666667,28.1244666667,11.7089333334
626.94,10.3705333333,24.9269333333,24.9629333333,14.4294666667,9.87813333334,10.969027451,10.4298,28.1436,11.7690666667
627.28,10.4236,25.0476,25.0331333333,14.5002,9.93566666667,11.041745098,10.4891333333,28.2187333333,11.8134666667
627.61,10.4508666667,25.0714,25.114,14.5364,9.95486666665,11.1092313725,10.5138,28.2768666667,11.8444666667
627.94,10.4811333333,25.1208,25.147,14.5541333334,9.96486666665,11.1220901961,10.5248666667,28.3331333333,11.8488666666
628.27,10.5376666667,25.182,25.2283333333,14.6188,10.0186,11.1513921569,10.5536,28.3956666667,11.8782666667
628.61,10.4590666667,25.1502,25.1906,14.5818666667,9.95360000001,11.1176784314,10.5073333333,28.3916,11.8088666667
628.94,10.4078,25.1291333333,25.1712666666,14.5546666667,9.91873333335,11.0903019608,10.4828666667,28.3932666667,11.7664666667
629.27,10.4254,25.1838,25.2316,14.5974666667,9.93720000001,11.1181921568,10.5066,28.4546,11.7928
629.60,10.4295333334,25.1838,25.224,14.6016,9.93633333333,11.1259490196,10.4983333333,28.4372666667,11.7842
629.94,10.4509333333,25.1945333333,25.2334,14.6069333333,9.95173333333,11.1502980392,10.5345333333,28.4136666667,11.7788
630.27,10.4613333333,25.2146666667,25.2724,14.6156666667,9.94800000001,11.1535607843,10.5270666667,28.4446666667,11.7920666667
630.60,10.4832666667,25.2824,25.3218666667,14.6375333333,9.97419999999,11.1577960784,10.5196666667,28.5377333333,11.7845333333
630.93,10.4738666667,25.2614666667,25.3025333333,14.6137333333,9.97833333333,11.1460705882,10.5144,28.5365333333,11.7714
631.26,10.4432666666,25.2577333333,25.3082,14.6044666667,9.96793333335,11.1097607843,10.4951333333,28.5217333333,11.7568
631.60,10.3929333333,25.2032,25.2661333333,14.5921333333,9.94046666666,11.0654862745,10.4803333333,28.4912666667,11.7090666667
631.93,10.3624,25.2316,25.2388,14.57,9.91120000001,11.0793647059,10.4988666667,28.4782,11.7244666667
632.26,10.4412666667,25.3416666667,25.3227333333,14.6447333333,9.99779999999,11.1409176471,10.574,28.5540666667,11.8181333333
632.59,10.5480666667,25.4616,25.458,14.7398666667,10.0862,11.254227451,10.6683333333,28.6685333333,11.9098
632.92,10.5113333333,25.4339333333,25.4118666667,14.6956,10.0541333333,11.2203843137,10.6524666667,28.6139333333,11.895
633.26,10.4848666666,25.4440666667,25.4395333333,14.6759333333,10.0213333334,11.1879607843,10.6318666667,28.6566666667,11.8680666667
633.59,10.4279333333,25.4199333333,25.4411333333,14.6516666667,9.97893333333,11.1454549019,10.5605333333,28.6516,11.8207333333
633.92,10.4670666667,25.4412666667,25.4464,14.6579333333,10.0289333333,11.1886235294,10.5993333333,28.6684,11.8398
634.25,10.4648,25.4325333333,25.4529333333,14.6488,10.0308666667,11.2263411765,10.6009333333,28.6364666667,11.8466666666
634.58,10.4984,25.4567333333,25.4966,14.6938,10.0496,11.2475098039,10.62,28.6354666666,11.8859333333
634.91,10.5783333333,25.5742,25.5754,14.7691333333,10.1465333333,11.3366509804,10.6918666667,28.7090666667,11.9668
635.25,10.6753333333,25.6854,25.6936666667,14.8690666667,10.2384,11.4509960784,10.7747333333,28.8313333333,12.0652
635.58,10.6749333334,25.6821333333,25.7249333333,14.8878,10.2606666667,11.4671215686,10.7592,28.8296,12.0678
635.91,10.6906,25.6605333333,25.7428,14.8746,10.2694666667,11.5002,10.7684,28.8194666667,12.0694
636.24,10.6743333333,25.6703333333,25.752,14.8709333334,10.2654666667,11.4913529412,10.7483333333,28.8262666667,12.0588666667
636.57,10.7825333333,25.7713333333,25.8502666667,14.9886,10.3667333333,11.5920235294,10.8123333333,28.9285333333,12.1382
636.90,10.8436666667,25.8348666667,25.9081333333,15.0316,10.4351333333,11.6516352941,10.8804,29.0125333333,12.2192
637.23,10.8974666667,25.9050666666,25.9680666667,15.1008,10.5074666667,11.7060078431,10.9618666667,29.0964666667,12.3012666667
637.56,10.8753333333,25.8514,25.9951333333,15.1126,10.4814,11.6713450981,10.9184,29.1187333333,12.2554666667
637.90,10.903,25.9035333333,26.0367333333,15.1904,10.4797333333,11.6864352941,10.9574666667,29.1788666667,12.285
638.23,10.8996,25.9132666667,26.0509333333,15.1901333333,10.4653333333,11.6860196078,10.9685333333,29.2492666667,12.3127333333
638.56,10.8302,25.8115333333,25.9627333333,15.1622666667,10.3778,11.6039294118,10.9088666667,29.2146,12.2559333333
638.89,10.8012666667,25.7763333333,25.9455333333,15.1572,10.3645333333,11.5611058823,10.8945333333,29.1657333333,12.2564
639.22,10.8011333333,25.8054,25.968,15.1671333333,10.3820666667,11.5732078431,10.9246,29.1864666667,12.2935333333
639.55,10.8147333333,25.8029333333,25.9784,15.1843333333,10.387,11.5469529412,10.9206,29.2142,12.2697333333
639.88,10.8635333333,25.8541333333,26.0220666667,15.2425333334,10.4199333333,11.5914352941,10.9822666667,29.225,12.3358666667
640.21,10.8151333333,25.8506,26.0485333333,15.2103333333,10.3771333333,11.5761686275,10.9385333333,29.2866,12.3193333333
640.54,10.7993333333,25.8146666667,25.9978666667,15.2124,10.3767333333,11.5562352941,10.9058,29.149,12.2684
640.87,10.8171333333,25.8314,26.0214,15.2020666667,10.3734,11.5847764706,10.9127333333,29.1833333334,12.2554666667
641.20,10.8081333334,25.8828,26.0208666667,15.2416666667,10.4044666667,11.6124470588,10.9718666667,29.1992,12.2964
641.53,10.7402666667,25.8242,26.0079333333,15.1653333333,10.3542666667,11.5397019608,10.9335333334,29.1590666667,12.2712
641.87,10.8405333333,25.8947333333,26.096,15.2602,10.4438666667,11.6392509804,10.9851333333,29.2476666667,12.3123333333
642.20,10.9376666667,26.0422,26.2104,15.3268666667,10.5553333333,11.7691176471,11.087,29.3770666667,12.3848
642.53,10.9322666667,26.0282666667,26.1838,15.2997333333,10.529,11.763054902,11.0436666667,29.3667333333,12.3492666667
642.86,10.9862666667,26.0478,26.2022,15.3353333333,10.5565333333,11.7755372549,11.0721333333,29.4192,12.3484
643.19,11.0954,26.2047333333,26.3112,15.4737333333,10.6683333333,11.8934823529,11.1818,29.527,12.4957333334
643.52,11.021,26.1364666667,26.2510666667,15.3976666667,10.5995333333,11.8319411765,11.1044,29.4962666667,12.4216
643.85,11.0326666667,26.1309333333,26.2491333333,15.4157333333,10.6251333333,11.8160392157,11.1535333333,29.4648,12.4272
644.18,10.9989333333,26.1946,26.3135333333,15.4052,10.6104666667,11.8214235294,11.1381333333,29.5733333333,12.4148
