wavelength,Back_NepOnef,Belly_NepOnef,Breast_NepOnef,Crissum_NepOnef,Crown_NepOnef,DorTail_NepOnef,Rump_NepOnef,Throat_NepOnef,WingTip_NepOnef
204.60,-121.111066667,90.0000000001,-126.666733334,11.1111333335,18.8889333334,-126.307254902,51.6667333334,153.888866667,-7.7778
204.98,-63.3334000001,130.0,-69.0476666666,48.5714000001,48.0952,-71.652654902,107.619,171.904733333,42.8572000001
205.36,-121.481466667,190.370266667,-134.074133333,42.2222000001,64.4445333334,-159.172137255,151.851866667,249.6296,49.6295333332
205.74,-14.8148666666,137.037,-26.6666666668,57.0369999999,74.4444,-60.326854902,115.9258,155.555533333,47.037
206.12,26.0416666667,111.458333333,33.5416666667,70.6250000001,86.4583333335,7.83088235296,100.416666667,113.125,60.8333333333
206.50,19.4117333334,91.9608666667,28.2351333333,57.8431333334,71.7647333333,5.02867058816,89.8039333333,100.980333333,58.2353333333
206.87,19.7221333333,111.6666,31.3888,84.4443333331,91.9445333334,7.61430588236,119.7222,135.555533333,81.6666666668
207.25,31.6666,92.4073333332,40.7407333333,74.0740666668,97.4073333333,34.4662980392,108.333333333,116.666666667,75.9259333333
207.63,48.9855333333,88.2607333333,50.7245333333,80.5797333334,101.304266667,35.4305647059,101.014533333,100.724666667,77.9709999999
208.01,74.5029999999,103.1578,69.2399999999,98.3625999999,106.666666667,56.5875803922,109.356666667,109.3568,95.5554000001
208.39,84.1934666668,107.527,67.8492666667,94.1933999999,99.3547999999,61.3409607844,108.924666667,105.0538,100.0
208.77,87.3683333333,104.210466667,68.7720000001,96.0232000001,100.116933333,61.7818039216,114.8538,98.7135333333,106.6666
209.14,120.720733333,144.3244,85.4053999999,124.8648,139.0992,80.7948509803,150.2704,123.4232,145.045
209.52,128.421,180.351066667,70.1754,134.737,176.491333333,65.5314901961,201.052666667,117.8948,194.035066667
209.90,67.1429333333,168.571466667,21.9048000001,106.6666,162.857133333,42.4931647059,199.523733333,76.1905333334,188.0954
210.28,133.888866667,226.111133333,57.7779333334,181.6666,238.333333333,115.686278431,281.6666,169.4444,298.333266667
210.66,124.6154,204.1026,32.8204666667,167.692266667,221.0256,96.561090196,247.1796,135.3846,256.410333333
211.03,98.0952000002,171.428466667,-8.57133333326,102.381066667,157.142933333,58.2352784315,183.333333333,89.9999999999,174.762
211.41,130.476133333,311.4286,-92.3809333334,176.190533333,208.571466667,42.2968941177,249.523866666,57.1429333334,297.142733333
211.79,88.0000000001,-305.333333333,334.666666666,-15.9999999999,-64.0,86.7450980394,-146.666666666,154.666666667,-184.0
212.17,168.888866667,-84.4446000001,262.963066667,128.889,28.1481333335,147.886690196,34.0742666666,208.1482,-4.4445333334
212.55,302.857133333,-60.9524000001,384.761933333,207.619066667,60.0000000002,204.818098039,87.6191333334,306.666533333,70.4762000002
212.92,1900.0,-833.333333332,2493.33333333,1240.0,186.666666667,756.470588236,506.666666666,1280.0,306.666666666
213.30,-147.2222,63.3333333333,-186.666533333,-85.5555333335,-6.6667333332,-50.4574078431,-31.6667333332,-66.1110666666,-31.6667333332
213.68,8.22233333336,95.7777333334,-9.77773333326,39.7777333333,70.8888666667,41.9739450981,51.5555333335,50.8889333335,42.2221999999
214.06,28.6419333333,120.0,-5.43220000014,57.284,88.8890666665,47.3056901961,58.2715333333,66.4197999999,61.4814666667
214.44,-0.74086666674,162.962933333,-43.7037333333,50.7407333333,104.444533333,18.692827451,48.8888666667,40.3704,43.3332666667
214.81,62.7778000001,312.2222,17.7777999998,141.666733333,214.4444,103.921686274,154.444333333,132.2222,153.333333333
215.19,85.3333333333,242.0,69.6666666667,141.0,198.666666667,111.352941176,161.333333333,135.0,156.666666667
215.57,76.0000000001,188.533333333,68.7999999999,111.2,167.2,96.4078431372,140.533333333,126.4,126.4
215.95,70.9804666667,147.647066666,62.9412000001,96.6666666667,133.333466667,91.7647490195,111.960733333,124.313866667,108.627466667
216.32,77.9166666667,159.791666667,69.5833333335,112.291666667,131.25,108.443627451,127.083333333,136.458333333,118.125
216.70,93.8461333334,193.846066667,103.333333333,145.8974,159.230666667,136.093603922,158.718,161.025733333,146.410333333
217.08,134.242466667,267.575733333,163.030333333,214.2424,237.2728,189.910658824,229.393866667,208.181733333,206.363733333
217.46,145.0,290.333333334,188.0,244.666666667,254.666666667,199.058823529,261.0,219.333333334,242.666666666
217.83,228.888933333,517.036933333,314.8148,431.111,441.4814,334.727603922,463.703866667,355.555466667,457.7778
218.21,135.333333333,411.333333333,250.666666667,363.333333333,378.0,294.549019608,432.0,302.666666667,378.0
218.59,137.575733333,363.0304,229.090866667,329.090866667,334.5454,282.067788235,430.909133334,303.030333333,335.7576
218.97,295.0,935.0,499.999999999,783.333333333,818.333333333,660.490196079,1118.33333333,791.666666667,791.666666666
219.34,-95.0,-721.666666667,-258.333333333,-576.666666668,-581.666666666,-496.960784313,-865.000000001,-633.333333333,-584.999999999
219.72,16.8888666666,-166.2222,-36.0,-144.444466667,-126.222266667,-113.594772549,-193.7778,-152.444533333,-136.888933333
220.10,26.2962666666,-140.0,-19.6297333334,-112.9628,-94.4443999998,-67.8431647059,-160.000066667,-137.7778,-114.8148
220.47,-25.5555333332,-184.444466667,-53.7037333333,-152.963,-144.814733333,-98.9977529412,-198.1482,-178.889,-132.222266667
220.85,-1.48139999994,-161.481533333,-1.8518666668,-105.555466667,-115.555533333,-65.0544901961,-150.740866666,-158.888866667,-85.1852
221.23,0.7408,-144.8148,25.9259333333,-84.4443333334,-81.1110666665,-48.366082353,-116.666533333,-126.666666667,-71.1111333334
221.61,-34.5833333334,-207.916666667,-4.1666666666,-103.333333333,-128.333333333,-94.8774509805,-149.166666667,-170.416666667,-119.583333333
221.98,-118.0952,-484.762,-30.4762000002,-273.3334,-277.142866667,-296.694611765,-333.3334,-416.190333333,-288.571466667
222.36,-183.333333333,-394.0,-73.3333333333,-254.0,-232.0,-260.705882353,-244.0,-316.0,-237.333333333
222.74,-189.333333333,-394.0,-72.0000000002,-232.0,-222.0,-267.764705882,-199.333333333,-300.666666667,-241.333333333
223.11,308.333333333,556.666666667,149.166666667,340.833333333,305.833333333,404.607843137,260.833333333,384.166666667,330.833333333
223.49,621.666666666,1116.66666667,375.0,655.000000001,630.000000001,835.686274509,556.666666666,720.0,703.333333335
223.87,475.833333333,686.666666667,328.333333333,466.666666667,475.0,536.274509804,434.166666667,432.5,457.5
224.24,392.222133333,488.888866666,296.111066667,362.222133333,380.000133333,434.771239216,321.111133334,297.7778,343.888866667
224.62,459.166666667,557.5,315.0,393.333333333,420.833333333,530.637254902,350.833333333,321.666666667,410.0
225.00,629.523866667,689.5238,507.619,595.238066667,566.666733333,701.288392157,500.952333333,419.047666667,600.9524
225.38,866.666666667,909.333333333,794.666666668,858.666666665,824.0,982.509803921,710.666666667,616.0,853.333333333
225.75,-419.166666667,-438.333333333,-405.833333333,-419.166666667,-410.833333333,-483.676470588,-330.833333333,-303.333333333,-379.166666667
226.13,-144.6914,-147.901333333,-141.481533333,-128.641933333,-135.308666667,-149.353615686,-123.9506,-106.666533333,-126.666666667
226.51,-97.0732666666,-94.1463333334,-93.0082,-79.8372666667,-83.9023333333,-97.5514666666,-81.4634666665,-77.8861333333,-79.1870666665
226.88,-66.7815999999,-60.1149333333,-63.3334000001,-64.3677333333,-60.9195333334,-66.9303019607,-60.0,-59.0804,-51.8389333333
227.26,-31.5856666667,-26.1487333333,-31.1326666667,-36.958,-32.6215333334,-31.3230745098,-31.1974,-33.7863333333,-24.6602
227.64,-24.2468666667,-22.1234666667,-26.4692,-32.4939333333,-28.8888,-26.1844352941,-24.7406666667,-30.4691333333,-18.6173333333
228.01,-8.26093333332,-5.72473333333,-10.1449333333,-11.9928,-11.1232,-9.28818039216,-8.76819999999,-13.9491333333,-3.62326666666
228.39,-1.92846666667,-0.110133333334,-3.168,-4.65559999999,-4.76573333333,-1.50703529413,-3.80166666667,-6.3086,1.0744
228.76,-1.14286666667,-0.142866666668,-2.9286,-4.23820000001,-4.76193333334,-0.819321568636,-3.28573333333,-5.40473333333,0.714400000001
229.14,1.05046666666,2.16506666667,0.278733333334,-0.343,-1.24326666667,1.73119215686,-0.964533333334,-3.21533333333,3.4726
229.52,1.618,2.67066666667,1.93006666667,0.623799999999,0.175399999999,2.65336078431,-0.487266666666,-2.14426666667,5.16586666667
229.89,1.1538,2.326,1.73986666666,-0.696066666667,-0.805866666658,1.69036078431,-1.81326666667,-2.30773333333,4.4872
230.27,3.41326666667,4.92433333333,3.5024,1.15546666667,-0.000133333334,3.77727843137,0.302333333335,-0.444600000002,6.34666666667
230.65,4.86106666667,5.76393333333,4.566,1.87506666666,-0.156266666666,5.30630980393,1.04166666667,1.1806,6.57973333333
231.02,5.55266666667,6.78313333333,5.80226666667,4.00666666667,2.1114,7.0314745098,3.12553333333,3.2252,6.73306666667
231.40,4.31679999999,5.77893333333,5.15239999999,4.54306666667,1.1662,6.15775294118,2.40206666667,3.09826666667,5.6398
231.78,4.06106666667,7.67306666667,6.66666666667,7.27766666666,2.40786666667,7.5651254902,2.55166666666,4.54639999999,6.7386
232.15,3.65173333333,7.30333333334,6.31080000001,6.3858,1.31086666667,7.93242745098,1.98506666667,4.3634,5.5056
232.53,6.4286,10.2976,9.56346666665,9.50406666667,4.3452,10.6419333333,5.119,6.98419999999,9.20633333335
232.90,6.13173333333,10.7818666667,10.1234,9.2386,4.6296,11.3579803922,5.41153333334,6.06993333333,10.1234666667
233.28,3.43113333334,8.81640000001,8.14333333333,5.95,1.45486666667,10.3121647059,1.99786666667,2.60586666667,8.6428
233.66,5.5202,11.465,10.1699333333,8.68366666667,3.69426666667,13.2683215686,3.43953333333,5.3078,10.8493333333
234.03,4.70226666667,10.9927333333,9.61346666666,8.17126666666,3.9916,13.3307647059,3.92899999999,5.32920000001,10.3239333333
234.41,8.53793333333,13.5673333333,12.0274,11.3644666667,7.91426666667,16.1505372549,6.76413333333,8.9084,13.275
234.78,10.4761333333,16.1718666667,13.9682,14.379,11.7647333333,18.5665529412,9.22493333335,10.8868666667,15.649
235.16,12.5269333333,17.5448,15.8242666667,16.2545333333,12.8675333333,19.7543411765,11.3261333333,12.7598,17.8496
235.54,15.4552,19.4485333334,17.9615333333,17.9783333333,14.8204666667,22.2852117647,13.5671333333,15.5388666667,20.4009333333
235.91,14.3374666667,17.6625333333,16.214,15.5555333333,13.2345333333,20.7988745098,13.0206,14.6338,18.7489333333
236.29,12.9893333333,16.4618,14.6600666667,14.4964,13.0057333333,19.5162431373,12.4979333333,13.317,18.0509333333
236.66,11.3942,14.936,12.5162,12.1153333333,11.3141333333,17.5612352941,10.0803333333,12.1152666667,15.4807333333
237.04,11.5545333333,15.0966,12.2505333333,12.3897333333,11.57,17.0328823529,10.0542,13.0084,15.3906
237.41,10.8221333333,14.8429333333,11.3751333333,11.6741333333,9.97006666666,15.358345098,10.0896666667,13.0492,14.1106666667
237.79,8.12506666665,12.6787333333,9.06253333332,9.21140000001,7.27686666667,12.4526509804,8.4078,10.5058666667,11.4583333333
238.17,7.3072,12.2852,8.83546666667,8.20953333334,6.05533333333,10.5241333333,7.46726666667,9.18473333333,10.5386
238.54,4.758,10.6501333333,7.95293333333,6.39006666666,4.46733333333,9.00504705884,6.65280000001,7.13680000001,8.85213333334
238.92,3.60086666667,8.58446666666,6.7188,4.47486666667,2.6746,7.01825098039,5.4534,5.14020000001,7.67126666666
239.29,3.81313333333,8.21186666667,5.93146666667,3.37693333333,2.00613333333,6.13670588235,4.12453333333,4.5732,7.06546666667
239.67,1.6288,5.9104,3.6416,1.10533333333,-0.0117333333334,3.18715294118,1.5008,1.2682,4.64226666667
240.04,2.9404,5.79893333333,4.6554,1.79686666667,1.15346666667,4.01710196078,2.39913333333,1.9398,5.74773333333
240.42,4.2022,6.7552,6.00173333333,2.819,2.86353333333,5.1652,3.48413333333,3.36873333333,7.31380000001
240.79,4.2142,6.42626666667,5.74326666667,3.11993333333,2.91026666667,5.56471372549,3.8028,3.25186666667,7.89286666668
241.17,3.91966666667,6.09713333334,5.13913333333,3.00846666667,2.57306666667,5.16699607843,3.40393333333,2.9748,7.72539999999
241.54,4.03786666667,5.60693333333,4.9022,3.1852,2.69393333333,5.34234509804,3.2682,3.067,7.80353333334
241.92,5.10966666667,6.21186666667,5.48966666667,4.25346666667,3.8094,6.34191764706,4.2216,4.12533333333,8.65706666666
242.29,5.8596,6.8086,6.12373333333,5.26786666667,5.0576,7.46078823529,5.2532,4.9842,9.73353333333
242.67,5.77413333333,6.2438,5.69506666667,4.92333333333,4.88606666667,7.21774117647,4.76053333333,4.77933333333,9.65600000001
243.05,5.65113333333,6.256,5.6872,4.81606666667,4.86113333333,7.29440784314,4.68966666667,4.9336,9.72706666667
243.42,4.7404,5.60246666667,5.10546666667,4.481,4.41513333333,6.88217647059,4.2128,4.32726666667,9.3228
243.80,4.7164,5.71106666667,5.20953333333,4.77306666667,4.49386666667,7.01863529412,4.5592,4.7556,9.46786666667
244.17,4.3958,5.83393333333,5.06533333333,4.68766666667,4.40006666667,6.95129019608,4.42153333333,4.68766666667,9.19926666667
244.55,4.1284,5.86953333333,4.90046666667,4.57726666667,4.01513333333,6.82778823529,4.36333333333,4.55613333333,9.12946666667
244.92,3.97313333333,5.97933333333,4.84313333333,4.4974,4.00873333333,6.66808235294,4.35846666667,4.38613333333,8.99086666667
245.30,4.03273333333,5.8408,4.90333333333,4.41966666666,4.04753333333,6.99344313726,4.602,4.20766666667,8.91746666667
245.67,4.06846666667,5.78693333333,5.067,4.35733333333,4.17386666667,6.94645490196,4.63906666667,3.99033333333,8.82666666667
246.05,3.8498,5.4784,5.00386666667,4.16013333333,3.7692,6.73163921569,4.4424,3.73833333333,8.65826666667
246.42,3.415,4.85606666667,4.4806,3.65553333333,3.00546666667,6.20429803922,3.87893333333,3.1972,8.09906666667
246.79,2.92686666667,4.31866666667,3.97066666667,3.18993333333,2.4196,5.61681568627,3.4608,2.58413333333,7.55646666666
247.17,2.78086666667,4.11566666667,3.75733333333,3.07006666667,2.12086666667,5.46896862745,3.27773333333,2.35313333333,7.24266666667
247.54,3.0162,4.2896,3.90053333333,3.33933333334,2.23793333333,5.67740392157,3.46893333333,2.59886666667,7.48253333333
247.92,3.28893333333,4.59706666667,4.11853333333,3.5692,2.5892,6.0225372549,3.7788,2.7738,7.81546666667
248.29,3.243,4.62193333333,4.1074,3.5272,2.59093333333,6.00871372549,3.7328,2.80073333333,7.82213333333
248.67,2.68826666667,3.98706666667,3.59266666667,3.05093333333,2.05813333333,5.3876,3.10986666667,2.1828,7.12446666667
249.04,2.23253333333,3.5606,3.25046666667,2.58526666667,1.6004,5.00731372549,2.69653333334,1.695,6.6004
249.42,1.99593333333,3.3584,3.16473333333,2.36806666667,1.27966666667,4.74149411765,2.42333333333,1.4832,6.2998
249.79,2.1442,3.52766666667,3.1934,2.49233333333,1.32346666667,4.91414117647,2.5494,1.6278,6.41126666667
250.17,1.92873333333,3.5674,2.99973333333,2.1452,1.25553333333,4.71838039216,2.25933333333,1.3696,6.10486666667
250.54,1.5632,3.42026666667,2.8382,1.832,0.990333333332,4.5404627451,1.69913333333,1.02213333333,5.54013333333
250.92,2.10406666667,4.2514,3.6662,2.4788,1.4986,5.31290196078,2.28146666667,1.7562,5.86726666667
251.29,2.41206666667,4.5324,3.95933333333,2.73206666667,1.8004,5.53572156863,2.41906666667,2.06406666667,6.00213333333
251.66,2.4042,4.2624,3.89006666667,2.47286666667,1.73533333333,5.30867058823,2.2632,1.80046666667,5.6906
252.04,2.63213333333,4.35013333333,4.1408,2.41933333333,1.76953333333,5.51590588235,2.29073333333,1.96413333333,5.613
252.41,3.1322,4.7372,4.66346666667,3.0512,2.30213333333,6.04109411765,2.82986666667,2.50146666667,6.07273333333
252.79,3.635,5.02153333333,5.0404,3.605,2.71686666667,6.61335686274,3.2378,2.99793333333,6.5992
253.16,3.9094,5.039,5.17273333333,3.87586666667,2.8836,6.51879215686,3.38546666667,3.23673333333,6.79313333333
253.54,4.14993333333,5.236,5.3296,4.38573333333,3.30346666667,6.65430196078,3.75666666667,3.58066666667,7.16113333333
253.91,4.25033333333,5.33093333333,5.63546666667,4.72973333334,3.51213333333,6.73244705882,3.94586666666,3.7366,7.25273333333
254.28,4.5386,5.38273333334,5.9168,5.0412,3.6788,7.05622352941,4.4444,3.91833333333,7.71886666667
254.66,5.04046666667,5.96273333333,6.43213333333,5.78886666667,4.36086666666,7.54256470589,5.30733333333,4.57533333333,8.55186666666
255.03,5.41986666667,6.17893333333,6.65393333333,6.26366666667,4.87286666667,7.74126666667,5.7294,5.0636,9.30446666667
255.41,6.13573333333,6.8214,7.13993333333,7.01593333333,5.72893333334,8.19038431373,6.43653333333,5.68013333333,10.1703333333
255.78,5.94606666667,6.99753333333,6.993,6.816,5.588,8.19159607843,6.43546666667,5.69673333333,9.957
256.15,5.56826666667,6.5492,6.31406666666,6.522,5.17973333333,7.74142745098,6.20553333333,5.16606666667,9.62720000001
256.53,5.61493333333,6.71533333333,6.3192,6.71093333333,5.2014,7.85033333333,6.50406666667,5.1134,9.7602
256.90,6.5178,7.72533333333,7.31593333333,7.4442,6.16206666667,8.50872549019,7.50633333333,6.02553333333,10.6907333333
257.28,6.81593333333,7.945,7.62726666667,7.52773333333,6.28013333333,8.87575294117,7.58513333333,6.36046666667,10.8266
257.65,6.8548,7.87566666667,7.6206,7.3182,6.14946666667,8.94834117647,7.30813333333,6.3276,10.5725333333
258.02,5.88486666667,6.83806666667,6.475,6.24533333333,4.94906666666,8.01587843137,6.2134,5.4228,9.61639999999
258.40,5.3738,6.36773333333,5.89426666667,5.83473333333,4.39473333333,7.49979215686,5.61526666667,5.03233333333,9.00593333333
258.77,5.174,6.06173333333,5.58306666667,5.4374,4.09706666667,7.26901568627,5.43086666667,4.8172,8.69020000001
259.15,5.0384,5.92253333333,5.38986666667,5.27153333333,3.9192,7.19588627451,5.16066666667,4.5564,8.49899999999
259.52,4.60433333333,5.49593333333,4.9928,4.8192,3.43906666667,6.86696470588,4.77086666667,4.1336,8.21353333334
259.89,4.61626666667,5.47526666667,4.97513333333,4.8628,3.4934,6.82274117647,4.75046666667,4.03566666667,8.31273333333
260.27,4.766,5.59486666666,5.24033333333,5.01546666667,3.6798,6.92883529412,4.8454,4.2028,8.4652
260.64,4.78206666667,5.55846666667,5.24413333333,4.979,3.69606666667,6.89653333333,4.80113333333,4.26133333333,8.46400000001
261.01,4.69593333334,5.47573333333,5.14806666667,4.96533333333,3.59306666667,6.86853333334,4.74953333333,4.11153333333,8.40886666666
261.39,4.57646666667,5.40933333333,5.02146666667,4.942,3.5226,6.86044313726,4.78773333334,4.0264,8.39133333334
261.76,4.31946666667,5.18346666667,4.75886666667,4.73413333333,3.34813333333,6.63902352941,4.6534,3.8816,8.28326666666
262.13,4.5152,5.4362,5.00346666667,4.92853333333,3.67766666667,6.83264313725,4.88886666667,4.11173333333,8.58539999999
262.51,4.36913333333,5.36146666667,4.86253333333,4.76573333333,3.57053333333,6.66178431372,4.7618,3.87593333333,8.48799999999
262.88,4.41373333333,5.4608,4.86946666667,4.83586666667,3.69486666667,6.71835294118,4.70013333333,3.84946666667,8.55393333334
263.25,4.41673333333,5.5094,4.80713333333,4.8234,3.7676,6.55931764706,4.75866666667,3.82093333333,8.53306666667
263.63,4.55926666667,5.68593333333,5.12,5.12513333333,4.1142,6.67691372549,4.94413333333,4.03873333333,8.53759999999
