wavelength,Back_TanLabm,Belly_TanLabm,Breast_TanLabm,Crissum_TanLabm,Crown_TanLabm,DorTail_TanLabm,Patch10_TanLabm,Rump_TanLabm,Throat_TanLabm,WingTip_TanLabm
335.74,9.7476,12.7125333333,11.6542,6.20733333333,5.3582,9.84333333333,8.322,12.4962,10.2976666667,10.1913333333
336.11,10.0434666667,13.1472666667,11.8626,6.6034,5.67386666667,10.2119333333,8.75313333333,12.8743333333,10.5749333333,10.4402666667
336.47,9.8668,13.1827333333,11.7818,6.65733333333,5.6224,10.0475333333,8.65113333334,12.8309333333,10.5544,10.3924333333
336.84,9.63086666666,12.9331333333,11.6086,6.37013333333,5.34673333334,9.79886666667,8.37986666667,12.6481333333,10.2541333333,10.0691666667
337.21,9.66740000001,12.9368,11.6719333333,6.5362,5.549,9.91199999999,8.47886666667,12.6888666667,10.2479333333,10.0114333333
337.57,9.56726666667,12.9211,11.4389333333,6.58486666667,5.4286,9.89666666667,8.26346666667,12.3451333333,9.96253333335,9.9206
337.94,10.0905333333,13.4184,11.8594666667,6.97966666667,5.92873333333,10.2962,8.7622,12.6088666667,10.2627333333,10.3721666667
338.31,10.2324666667,13.7793,11.8371333333,7.09166666667,6.2594,10.5445333333,8.982,12.6073333333,10.4426,10.6362666667
338.67,10.4474,14.1997,12.0270666667,7.29233333333,6.60766666667,11.0032,9.22673333333,12.7885333333,10.6619333333,10.9737
339.04,10.2553333333,14.0596333333,11.8159333333,7.11713333333,6.5438,10.6951333333,9.10886666667,12.5617333333,10.4710666667,10.6853333333
339.40,10.1342,13.8515,11.5372666667,6.87706666667,6.23106666667,10.5224666667,8.94533333333,12.2175333333,10.2414666667,10.4421666667
339.77,9.8314,13.5612,11.1999333333,6.512,5.83746666667,10.2137333333,8.51446666667,11.9196666667,10.1064,10.0998333333
340.14,10.0373333333,13.7712666667,11.4024,6.55346666667,6.03653333333,10.2895333333,8.589,11.9662,10.1335333333,10.2039666667
340.50,9.99673333334,13.6652,11.1613333334,6.31653333333,5.84353333333,10.2238,8.52693333333,11.8378,10.0158666667,10.0530333333
340.87,10.3142666667,14.1060666667,11.3220666667,6.63293333333,6.207,10.5797333333,8.76446666667,12.1632,10.4806,10.4416666667
341.23,9.91620000001,13.8825666667,10.9413333333,6.2704,5.83453333334,10.2076,8.4718,11.8847333333,10.2200666667,10.2056
341.60,9.88173333333,13.9096,11.0655333333,6.24166666667,5.95153333333,10.1658666667,8.4764,12.0356666667,10.4312,10.2456333333
341.96,9.6652,13.8966,10.9922,6.19153333333,5.91913333333,9.99273333333,8.3624,12.004,10.3144,10.1618333333
342.33,9.46093333334,13.5723,10.8389333333,5.99586666667,5.63926666667,9.71433333333,8.0952,11.771,10.1782,9.8702
342.70,9.40673333334,13.2341,10.6735333333,5.91093333333,5.41793333333,9.30653333334,7.97553333333,11.5334666667,10.0460666667,9.59213333333
343.06,9.58606666667,13.4035,10.7490666667,6.1364,5.53906666667,9.39673333334,8.1116,11.7643333333,10.1931333333,9.7447
343.43,9.69853333335,13.659,11.0520666667,6.3478,5.80126666667,9.47486666667,8.24786666667,11.9,10.3481333333,9.80163333333
343.79,9.36980000001,13.4833333333,10.8168,6.0818,5.5084,9.05620000001,8.0808,11.5402,9.98173333333,9.4046
344.16,9.00993333333,13.1023666667,10.4466666667,5.84953333333,5.038,8.70006666667,7.6834,11.165,9.7302,9.08013333333
344.52,8.89899999999,12.9642,10.4094,5.76526666667,4.85613333333,8.58220000001,7.4858,11.0768,9.58666666666,8.87926666667
344.89,8.66393333334,12.5966333333,10.3438666666,5.3868,4.62886666667,8.23046666666,7.16446666667,10.7218666667,9.23553333334,8.48406666667
345.25,8.86106666667,12.6840666667,10.4498,5.506,4.64086666667,8.337,7.19266666667,10.7852666667,9.40153333334,8.40866666667
345.62,9.11120000001,12.8202666667,10.7306,5.78593333333,4.82973333333,8.59366666668,7.46466666667,11.0756666667,9.60006666668,8.54846666667
345.99,9.0492,12.6507,10.5869333333,5.71226666667,4.62626666667,8.47653333334,7.24293333333,10.9274666667,9.42926666668,8.27216666667
346.35,9.32546666667,12.8720666667,10.8096666667,5.87046666667,4.82566666667,8.68419999999,7.50606666667,11.2383333333,9.49293333334,8.41946666667
346.72,9.45873333333,13.1272333333,11.0076666667,6.08306666667,5.03286666667,8.99400000001,7.697,11.4293333334,9.71086666667,8.63546666667
347.08,9.69226666667,13.3117,11.2665333333,6.24973333333,5.24953333333,9.23553333333,8.0044,11.5480666666,9.95206666667,8.90963333333
347.45,9.89479999999,13.4250666667,11.2466666667,6.3678,5.3092,9.4086,8.11593333333,11.8083333333,10.0837333333,9.18093333333
347.81,10.2118666667,13.7306666667,11.4588,6.58553333334,5.5708,9.69280000001,8.31953333333,12.0014666667,10.3811333333,9.40806666667
348.18,10.4056,13.9577,11.6744,6.74786666667,5.7016,9.86526666666,8.53166666667,12.1984666667,10.5864666667,9.53273333333
348.54,10.5792666667,13.9513666667,11.8497333333,6.93553333333,5.82573333333,10.036,8.72766666667,12.1836666667,10.6388666667,9.71106666667
348.91,10.9280666667,14.1862666667,12.0102666667,7.2956,6.03233333333,10.3354,9.07373333333,12.4342666667,10.8918,10.0326666667
349.27,11.2720666667,14.5496333333,12.419,7.74846666667,6.45406666667,10.7130666667,9.4778,12.7994666667,11.2164,10.5011666667
349.64,10.9697333333,14.4455666667,12.0198,7.50913333333,6.18506666667,10.3365333333,9.19619999999,12.4798666667,10.9318666667,10.157
350.00,10.9829333333,14.5059333333,12.0522,7.4246,6.32286666667,10.2444666667,9.3038,12.5289333333,10.9558666667,10.2087
350.37,10.7446,14.3421666667,11.8424666667,7.24126666667,6.1542,10.0489333333,9.05606666666,12.3386,10.7836666667,10.0942666667
350.73,10.5182,14.0873333333,11.6407333333,6.97986666667,5.92773333333,9.73339999999,8.801,12.1668,10.3280666667,9.8328
351.10,10.1985333333,13.7437,11.1928,6.66486666667,5.44506666667,9.38126666666,8.3328,11.8334,9.8204,9.46363333333
351.46,10.3170666667,13.8696333333,11.334,6.8936,5.61673333334,9.57213333333,8.5014,11.8469333333,9.88899999999,9.49243333333
351.83,10.4177333333,14.0018666667,11.4509333333,7.15246666667,5.90286666667,9.69153333334,8.7638,12.0356666667,10.0086,9.7332
352.19,10.0863333333,13.6178,11.0004,6.78866666667,5.63393333333,9.30593333333,8.39346666667,11.6506666667,9.55833333333,9.40663333333
352.55,9.83806666668,13.5593333333,10.7624666667,6.574,5.4352,9.0318,8.15786666667,11.5722666667,9.359,9.24256666667
352.92,9.53899999999,13.3899,10.5375333333,6.38206666667,5.28706666667,8.80346666667,7.92813333333,11.4478666667,9.20126666666,8.99813333333
353.28,9.54726666668,13.3825666667,10.5200666667,6.34606666667,5.2896,8.68113333333,7.8678,11.4024666667,9.08233333333,8.8776
353.65,9.43946666666,13.2106666667,10.4945333333,6.2506,5.1794,8.5604,7.8392,11.2896,8.99413333333,8.85543333333
354.01,9.24993333333,12.9877333333,10.3978666666,6.07666666667,4.86513333333,8.47293333333,7.642,11.091,8.8868,8.66783333333
354.38,9.26553333334,13.0586666667,10.3130666667,6.1344,4.78113333333,8.43206666667,7.61086666667,10.9763333333,8.87993333334,8.62016666667
354.74,9.37519999999,13.2296666667,10.4127333334,6.29473333333,4.8696,8.51726666667,7.67973333333,11.0828666667,9.06459999999,8.7326
355.11,9.2816,13.2927666667,10.4434,6.27006666667,4.93393333333,8.46553333333,7.69013333334,11.0775333333,9.199,8.67003333333
355.47,8.95366666667,12.9529,10.1941333333,5.88066666667,4.6622,8.08673333333,7.38773333333,10.7961333333,8.78293333333,8.37913333333
355.83,8.89886666666,12.8799,10.0788,5.7498,4.4474,7.933,7.185,10.6402666666,8.62186666666,8.25926666667
356.20,8.89633333333,12.9502666667,10.1109333333,5.80566666667,4.39593333333,7.9788,7.21666666667,10.6778666667,8.70846666667,8.1874
356.56,9.10333333334,13.1771333333,10.2937333333,5.9678,4.594,8.1614,7.40706666667,10.8731333333,8.97833333333,8.3691
356.93,9.10660000001,13.2007,10.2691333333,5.9276,4.5424,8.17766666666,7.4002,10.8688,8.892,8.29156666667
357.29,8.99426666666,13.1001,10.1244,5.74733333334,4.36066666667,8.09,7.256,10.715,8.79153333335,8.24536666667
357.66,8.88220000001,12.9455333333,9.92446666667,5.50533333333,4.18493333333,7.9618,7.06526666667,10.5719333333,8.62260000001,8.03196666667
358.02,8.98093333334,13.223,10.0384,5.65566666667,4.39593333333,8.11273333333,7.22966666667,10.7361333333,8.77086666667,8.2216
358.38,9.01453333333,13.3157333333,10.2095333333,5.71186666667,4.50526666667,8.1928,7.36846666667,10.9164666667,8.90633333332,8.3379
358.75,8.98219999999,13.3051666667,10.0965333333,5.63146666667,4.47133333333,8.16313333334,7.34013333333,10.8504666667,8.93746666666,8.2902
359.11,9.04233333333,13.3245666667,10.0848,5.63166666667,4.393,8.20213333333,7.30673333333,10.8684666667,8.904,8.28583333333
359.48,8.94726666666,13.3941,9.97126666665,5.54713333333,4.2978,8.14413333334,7.19013333333,10.8332,8.99280000001,8.19383333333
359.84,8.9898,13.4371666667,10.055,5.58746666667,4.38153333333,8.24453333333,7.32853333333,10.9433333333,9.08053333334,8.27666666667
360.20,9.15133333334,13.5505333333,10.2042,5.6924,4.58893333333,8.32353333334,7.52213333333,11.0964666667,9.17319999999,8.43706666667
360.57,9.21026666667,13.7690666667,10.3392,5.8446,4.74906666667,8.4862,7.64166666667,11.2026,9.27833333333,8.4822
360.93,9.05999999999,13.6857666667,10.1862666667,5.78973333333,4.6154,8.30286666667,7.54573333333,11.0088666667,9.16653333333,8.32296666667
361.29,8.96506666666,13.6979,10.139,5.72833333333,4.6062,8.18893333333,7.50853333333,10.9990666667,9.14966666665,8.14003333333
361.66,9.17939999999,13.9903,10.3864666667,6.00546666667,4.8152,8.37453333333,7.70386666667,11.2287333333,9.33766666668,8.39903333333
362.02,9.19893333333,13.8699,10.3644666666,5.9908,4.76493333333,8.2676,7.6412,11.2498,9.27706666666,8.32063333333
362.39,9.16553333333,13.8844333333,10.3506666667,5.92973333333,4.78953333333,8.24993333333,7.60673333333,11.2651333333,9.20733333333,8.24423333333
362.75,9.22553333333,13.9453666667,10.4814666667,6.01573333333,4.875,8.29513333333,7.71353333333,11.41,9.31033333334,8.32313333333
363.11,9.28300000001,14.0055333333,10.6324666667,6.06066666667,5.0636,8.3552,7.846,11.5124,9.45206666667,8.37293333333
363.48,9.32193333334,14.0244333333,10.6870666667,6.1388,5.10593333333,8.34693333333,7.90073333333,11.5530666667,9.46759999999,8.42226666667
363.84,9.23226666666,13.9378666667,10.6212666667,6.0736,5.02673333333,8.2514,7.84113333333,11.5312,9.40593333332,8.32283333333
364.20,9.21586666667,13.9904,10.6582666667,6.1242,5.029,8.28386666667,7.80146666667,11.619,9.47213333333,8.317
364.57,9.21266666667,13.8993,10.6226666667,5.9996,4.95993333333,8.17186666667,7.77773333333,11.541,9.45419999999,8.21853333333
364.93,9.2996,14.0443333333,10.7212666667,5.9498,4.9206,8.1574,7.7946,11.6552666667,9.53086666667,8.30433333333
365.29,9.22899999999,14.0721,10.7477333333,5.91793333333,4.79293333333,8.14073333333,7.7336,11.6325333333,9.48446666666,8.3696
365.66,9.12859999999,14.0054666667,10.7041333333,5.85866666667,4.73886666667,8.12646666667,7.72253333333,11.6109333333,9.48880000001,8.33413333333
366.02,9.11333333333,14.0966666667,10.6187333333,5.87773333333,4.62006666667,8.12573333333,7.712,11.6030666667,9.5124,8.31733333333
366.38,9.13126666667,14.0920666667,10.5897333333,5.88073333333,4.51966666667,8.0526,7.71453333333,11.5765333333,9.57239999999,8.284
366.75,8.94800000001,13.9924666667,10.4447333333,5.775,4.4046,7.9108,7.61633333333,11.4124,9.38906666667,8.19056666667
367.11,8.804,13.9099333333,10.2210666667,5.62773333333,4.2198,7.7216,7.4668,11.2716,9.15373333332,8.04733333333
367.47,8.80120000001,13.927,10.2256666667,5.5754,4.16466666667,7.69613333333,7.46146666667,11.2882666667,9.11033333332,8.02756666667
367.84,9.00026666668,14.1765333333,10.4446666667,5.78306666667,4.36286666667,7.91413333334,7.5434,11.4906666666,9.28626666667,8.2129
368.20,8.86920000001,14.0945666667,10.2924,5.5988,4.16073333333,7.74126666667,7.4392,11.2910666667,9.07693333333,8.07366666667
368.56,8.60686666667,13.9339333333,10.0492,5.39833333333,3.92913333333,7.49293333333,7.2028,11.1796666667,8.8286,7.945
368.93,8.60413333333,13.9248333333,10.0960666667,5.4976,4.0404,7.52193333333,7.30206666666,11.2813333334,8.87726666667,8.0354
369.29,8.67973333333,13.9399,10.0096666667,5.4844,4.11173333333,7.53053333333,7.337,11.302,8.89393333332,8.00813333333
369.65,8.80953333335,13.9894666667,10.0602666667,5.50586666667,4.1822,7.5016,7.39573333333,11.3238,8.86199999999,7.96603333333
370.01,8.83746666667,14.0958666667,10.1890666667,5.51873333333,4.36993333333,7.58506666667,7.4904,11.3920666667,8.93546666666,7.9918
370.38,8.84100000001,14.1215,10.1906,5.5846,4.44266666667,7.69033333333,7.5322,11.4442,8.96026666666,8.02406666667
370.74,8.74806666666,14.1431333333,10.1161333333,5.44666666667,4.31706666667,7.5508,7.34293333333,11.3406,8.91780000001,7.80586666667
371.10,8.79973333333,14.2761666667,10.2193333333,5.53806666666,4.3554,7.61046666667,7.42473333333,11.4444,9.06060000001,7.90003333333
371.46,8.77193333333,14.3876333333,10.2440666667,5.59033333333,4.44546666667,7.6516,7.5112,11.4350666667,9.11946666667,7.89693333333
371.83,8.63766666667,14.3465666667,10.1200666667,5.4532,4.31033333333,7.4542,7.44346666667,11.2971333333,9.04860000001,7.78246666667
372.19,8.66980000001,14.4773333333,10.1786666667,5.4258,4.37973333333,7.447,7.51533333333,11.3765333333,9.13926666667,7.82846666667
372.55,8.8668,14.6504333333,10.3676,5.621,4.54066666667,7.5848,7.69473333333,11.5138666667,9.22353333334,7.94443333333
372.92,8.8996,14.6920666667,10.3650666667,5.6376,4.5368,7.64673333333,7.68946666667,11.4472,9.19966666667,7.88736666667
373.28,8.88713333333,14.7373,10.4410666667,5.67733333333,4.5628,7.67273333333,7.728,11.5034,9.25173333334,7.83313333333
373.64,8.755,14.6896333333,10.3578666667,5.56853333333,4.486,7.59746666667,7.64433333333,11.4415333333,9.24506666668,7.74743333333
374.00,8.72653333334,14.5928,10.3314,5.5386,4.4268,7.51046666667,7.59526666667,11.3375333333,9.13393333333,7.72253333333
374.37,8.55926666667,14.4574666667,10.1784666667,5.3032,4.21213333333,7.238,7.38333333333,11.1149333334,8.83146666666,7.51236666667
374.73,8.68073333333,14.5125,10.2889333333,5.38446666667,4.26446666667,7.3404,7.52606666667,11.2449333333,8.90266666666,7.65173333333
375.09,8.7706,14.5827,10.4013333333,5.3384,4.31046666667,7.3932,7.56386666667,11.2636,8.94339999999,7.65076666667
375.45,8.89806666667,14.6262666667,10.4850666667,5.48013333333,4.30093333333,7.41866666667,7.616,11.398,9.06093333334,7.737
375.81,8.78346666667,14.5018333333,10.4392,5.4184,4.21473333333,7.36366666667,7.46606666667,11.3322666667,8.90626666666,7.6037
376.18,8.86079999999,14.5185,10.5211333333,5.54593333333,4.2586,7.47413333333,7.51953333333,11.3766666667,8.99033333333,7.71636666667
376.54,8.822,14.4927,10.5887333333,5.5476,4.25893333334,7.49793333333,7.5462,11.3959333333,9.04846666667,7.7536
376.90,8.79733333335,14.4898,10.609,5.46033333333,4.2278,7.43613333333,7.53186666667,11.4278666667,9.0346,7.71256666667
377.26,8.90439999999,14.5975666667,10.7258,5.59586666667,4.32746666667,7.46193333334,7.68453333333,11.5299333333,9.15126666668,7.8808
377.63,8.95480000001,14.7341,10.8253333333,5.65426666667,4.36246666666,7.494,7.74646666667,11.6204666667,9.26866666667,7.96703333333
377.99,9.08293333333,14.8517333333,10.9625333333,5.77673333333,4.47046666666,7.63013333333,7.85633333334,11.7630666667,9.45806666668,8.0467
378.35,9.12733333332,14.8771,11.0312666667,5.7966,4.49433333333,7.65266666667,7.96526666667,11.8404666667,9.57253333333,8.0391
378.71,9.03920000001,14.7663333333,10.8993333333,5.69246666667,4.43053333333,7.61833333333,7.9304,11.7413333333,9.5336,7.95933333333
379.07,8.97313333334,14.7348,10.8669333333,5.71533333333,4.36013333333,7.57406666667,7.8638,11.7398666667,9.52533333332,8.00433333333
379.44,9.11193333335,14.8211333333,11.0182666667,5.75346666667,4.50453333333,7.71473333333,7.98413333334,11.8466,9.61753333334,8.0841
379.80,9.31686666667,14.9806,11.1200666667,5.88293333333,4.62806666667,7.8358,8.22726666666,11.9498666667,9.83773333335,8.2316
380.16,9.242,14.9583,11.0903333333,5.80373333333,4.60586666667,7.7856,8.19826666667,11.9087333333,9.83520000001,8.15506666667
380.52,9.36553333333,15.1183666667,11.1584,5.91413333333,4.66833333333,7.8374,8.30766666667,11.9936,9.96286666666,8.24873333333
380.88,9.57413333335,15.3695,11.4193333333,6.21073333333,4.9132,8.08293333333,8.53466666667,12.2302666667,10.2637333333,8.5053
381.24,9.604,15.3659333333,11.3936666667,6.1598,4.87026666667,8.1332,8.52973333333,12.2053333333,10.2428,8.47546666667
381.61,9.76300000001,15.4788333333,11.499,6.28013333333,4.97473333333,8.26513333333,8.67333333333,12.2969333333,10.3179333333,8.5717
381.97,9.67659999999,15.5598,11.4287333334,6.20266666667,4.85833333333,8.16906666667,8.63893333333,12.2595333333,10.2236666667,8.53133333333
382.33,9.70493333333,15.6863666667,11.441,6.24033333333,4.8944,8.24366666667,8.65133333333,12.2627333333,10.2981333333,8.5939
382.69,9.824,15.9103333333,11.5738,6.384,4.96953333333,8.3144,8.74966666667,12.4008666667,10.4092,8.7374
383.05,9.84726666666,15.9573333333,11.575,6.42186666667,4.99153333333,8.29553333333,8.8094,12.434,10.4028,8.6936
383.41,9.66573333333,15.8754333333,11.4613333333,6.2622,4.8108,8.12673333333,8.64646666667,12.2474,10.3008,8.55186666667
383.77,9.58546666666,15.8848333333,11.4464666667,6.1332,4.70173333333,8.04313333333,8.5674,12.2526,10.2206,8.46813333333
384.14,9.67880000001,15.9975666667,11.5070666666,6.21086666667,4.72666666667,8.1022,8.61733333333,12.34,10.3003333333,8.49876666667
384.50,9.61613333334,15.9535333333,11.4510666667,6.10273333333,4.68466666667,8.03386666667,8.5926,12.3298,10.2442666667,8.3814
384.86,9.60139999999,15.9488666667,11.4248666667,5.9904,4.63606666667,8.03026666667,8.60426666667,12.3460666667,10.2103333333,8.3585
385.22,9.5888,15.9683666667,11.4724666667,6.0308,4.65866666667,8.01533333333,8.6584,12.4028666667,10.238,8.3547
385.58,9.51640000001,15.9135666667,11.4556,5.99966666667,4.58473333333,7.96726666667,8.63266666667,12.3859333333,10.2284666667,8.26333333333
385.94,9.53626666668,15.8972333333,11.4509333333,5.99686666667,4.583,7.96666666667,8.66786666667,12.4409333333,10.2693333333,8.23303333333
386.30,9.66586666666,16.051,11.5878,6.13186666667,4.677,8.04753333333,8.79886666667,12.5923333334,10.3855333334,8.32366666667
386.66,9.66993333334,15.9789666667,11.6126666667,6.0622,4.69093333333,7.99333333333,8.86726666667,12.6092666667,10.3658,8.26046666667
387.03,9.67293333333,15.9719,11.6359333333,6.02906666667,4.68326666667,7.99326666667,8.92306666667,12.6409333333,10.4146666667,8.2637
387.39,9.761,16.0260333333,11.6814666667,6.0832,4.7176,8.05626666667,9.03033333333,12.7494,10.4422,8.29633333333
387.75,9.80313333335,16.0795,11.7012666667,6.20526666667,4.78406666667,8.11233333333,9.1156,12.7847333333,10.5422,8.3467
388.11,9.84406666666,16.0550666667,11.7585333333,6.2456,4.80073333333,8.09946666667,9.14886666666,12.8206666667,10.5446666667,8.3937
388.47,9.95893333333,16.1517,11.8650666667,6.37786666667,4.85686666667,8.20173333333,9.27893333334,12.9387333333,10.6676,8.49763333333
388.83,10.0008666667,16.1407666667,11.8642666667,6.414,4.84966666667,8.1362,9.3348,12.9064,10.6565333333,8.452
389.19,10.0544666667,16.2016333333,11.9318,6.41953333333,4.8768,8.14366666667,9.35499999999,12.9368666667,10.7203333333,8.46543333333
389.55,9.98953333334,16.1400333333,11.8681333333,6.31746666667,4.8082,7.9798,9.29513333334,12.8856666667,10.5920666667,8.36476666667
389.91,9.99579999999,16.1723,11.8932666667,6.30353333333,4.80613333333,7.95893333333,9.29806666667,12.8778,10.607,8.3446
390.27,10.0140666667,16.1607333333,11.9536,6.27806666667,4.8424,7.94326666667,9.39286666667,12.9321333333,10.6102,8.36533333333
390.63,10.1442,16.3474,12.1092666666,6.42953333333,4.96573333333,8.06773333333,9.52233333333,13.0513333333,10.7501333333,8.42183333333
391.00,10.259,16.4811666667,12.1704666667,6.49593333333,5.04493333333,8.12046666667,9.63306666667,13.1752666667,10.8032666667,8.43893333333
391.36,10.2210666667,16.4976333333,12.1306,6.51413333333,5.0578,8.07726666666,9.64139999999,13.1796666667,10.8200666667,8.42546666667
391.72,10.1777333333,16.4713333333,12.1321333333,6.44186666667,5.0324,8.03233333333,9.60853333332,13.1482,10.7504666667,8.35016666667
392.08,10.2286,16.5801666667,12.2034,6.45106666667,5.0982,8.05333333333,9.74926666666,13.2152666667,10.8114,8.32026666667
392.44,10.1625333333,16.5658333333,12.1868666667,6.3648,5.06846666666,7.97706666667,9.70199999999,13.161,10.7534,8.28093333333
392.80,10.1198,16.5548333333,12.1740666667,6.339,5.00586666667,7.94846666667,9.67266666667,13.1612666667,10.734,8.23256666667
393.16,10.1026,16.5848333333,12.1452,6.30966666667,5.00873333333,7.93033333333,9.70973333335,13.1679333333,10.7139333333,8.2353
393.52,10.2311333333,16.7253,12.2399333333,6.4268,5.12053333333,8.05626666667,9.86653333333,13.2944666667,10.8344,8.35336666667
393.88,10.2822,16.7189666667,12.2777333333,6.43493333333,5.15306666667,8.07046666667,9.94693333331,13.3320666667,10.8945333333,8.38006666667
394.24,10.2676,16.7154333333,12.2700666667,6.45806666667,5.1262,8.06,9.93306666667,13.3236,10.9,8.35093333333
394.60,10.3188,16.7592666667,12.3298,6.49493333333,5.13346666667,8.0704,9.98853333333,13.3817333333,10.9511333333,8.4152
394.96,10.2920666667,16.7256333333,12.3405333333,6.46353333333,5.10786666667,8.03653333333,9.99893333333,13.3436,10.9308,8.39836666667
395.32,10.4008,16.8447,12.4695333333,6.49813333333,5.19646666667,8.0758,10.1695333333,13.4491333333,11.0229333333,8.46856666667
395.68,10.5138,16.9871,12.6142,6.59653333334,5.29826666667,8.139,10.3536,13.6325333334,11.1642666667,8.55186666667
396.04,10.5470666667,17.0287333333,12.7140666667,6.6392,5.3194,8.17746666667,10.398,13.733,11.2113333333,8.6319
396.40,10.5775333333,17.0546333333,12.7513333333,6.64626666667,5.29386666667,8.1566,10.4846666667,13.7982666667,11.2042,8.60736666667
396.76,10.6732,17.1971333333,12.8855333333,6.71826666667,5.38126666667,8.20693333333,10.6631333333,13.9568666667,11.3375333333,8.6873
397.12,10.7378666667,17.2150333333,13.0007333333,6.76466666667,5.38413333333,8.21866666667,10.7612,14.0572,11.3976,8.69303333333
397.48,10.729,17.2369666667,13.0575333333,6.71073333333,5.32793333333,8.1984,10.7920666667,14.0820666667,11.4228,8.6737
397.84,10.7380666667,17.2953666667,13.1458,6.71686666667,5.3364,8.17333333333,10.8554666667,14.1551333333,11.4622666667,8.67736666667
398.20,10.8158666667,17.4117,13.203,6.7564,5.35786666667,8.17053333333,10.9706666667,14.2293333333,11.5352,8.70893333333
398.56,10.8244666667,17.4072666667,13.2374666667,6.73073333333,5.33793333333,8.13453333333,11.0401333333,14.2742,11.5356,8.6609
398.92,10.9312666667,17.4564,13.3634,6.80413333333,5.40426666667,8.18786666666,11.1706,14.4246,11.6376666667,8.70443333333
399.28,10.9298,17.4588,13.4302,6.78826666667,5.36913333333,8.20026666667,11.1645333334,14.4934666667,11.6641333333,8.6528
399.64,10.9102,17.4121,13.4074,6.73546666667,5.29273333333,8.14446666667,11.1507333333,14.4385333333,11.622,8.62153333333
400.00,10.8919333333,17.3808,13.3543333333,6.7034,5.24026666667,8.11126666667,11.1648,14.4357333333,11.6118,8.55243333333
400.36,10.9587333333,17.4515,13.4070666667,6.72813333333,5.2792,8.11286666667,11.2132,14.4721333333,11.7267333334,8.54073333333
400.72,11.0029333333,17.4317333333,13.4561333333,6.69133333333,5.274,8.11933333333,11.2428,14.5156,11.7634666667,8.53803333333
401.08,11.0662,17.4455333333,13.5022666667,6.7022,5.2866,8.103,11.2988666667,14.5542666667,11.8112,8.5322
401.44,11.1827333333,17.5002666667,13.599,6.80946666667,5.3924,8.16806666667,11.4206,14.6670666667,11.8874666667,8.5726
401.80,11.1958666667,17.5043333333,13.5851333333,6.79013333334,5.32813333333,8.16466666667,11.4437333333,14.6628666667,11.8430666666,8.54153333333
402.16,11.281,17.4949333333,13.7242,6.8044,5.37366666667,8.19146666667,11.5521333333,14.7344666667,11.9075333333,8.54013333333
402.52,11.2734,17.5027333333,13.7163333333,6.76046666667,5.30033333333,8.13206666667,11.5722666667,14.7340666667,11.8888,8.47603333333
402.88,11.3052666667,17.5192333333,13.713,6.74306666667,5.25593333333,8.10753333333,11.6184666667,14.7162666667,11.9280666667,8.45333333333
403.24,11.4122,17.5569333333,13.7516666667,6.78813333333,5.30766666667,8.11146666667,11.7644,14.7636,11.9615333334,8.4809
403.60,11.4928666667,17.625,13.8243333333,6.82086666667,5.3638,8.13066666667,11.8972,14.9078,12.0693333333,8.5192
403.95,11.5681333333,17.6713,13.8834666667,6.82486666667,5.36006666667,8.09693333333,12.0028666666,14.9834666667,12.1464666667,8.51776666667
404.31,11.6562,17.7313333333,13.9946,6.8894,5.41486666667,8.1588,12.111,15.1087333333,12.2068666667,8.56473333333
404.67,11.6658666667,17.7761333333,14.0114,6.8904,5.3984,8.13146666667,12.1618666667,15.1152,12.2340666667,8.54663333333
405.03,11.6877333333,17.8013333333,14.0514666667,6.8808,5.36893333333,8.10006666667,12.2313333333,15.1728666666,12.2497333333,8.5346
405.39,11.6914666667,17.8299333333,14.1064666667,6.81426666667,5.36206666667,8.07346666667,12.3047333333,15.2279333333,12.2946,8.50426666667
405.75,11.7473333333,17.8732,14.1611333333,6.81366666667,5.39866666667,8.04346666667,12.4461333333,15.3111333333,12.3444,8.50333333333
406.11,11.7348666667,17.8902666667,14.1634,6.7874,5.35646666667,7.9822,12.4894,15.3653333333,12.3743333333,8.49233333333
406.47,11.7772666667,17.9015333333,14.1844,6.78933333333,5.36833333333,7.99146666667,12.5460666667,15.3983333333,12.4031333333,8.4898
406.83,11.8279333333,17.9644,14.2843333334,6.8538,5.42013333333,8.0228,12.6531333333,15.5048,12.4822,8.539
407.19,11.9214666667,18.0309666667,14.3743333333,6.91066666667,5.4122,8.0476,12.7728,15.6076,12.5960666667,8.6022
407.55,12.0594666667,18.1399666667,14.5336,6.99113333333,5.45706666667,8.1216,12.9281333333,15.7365333334,12.7080666667,8.67196666667
407.90,12.1155333333,18.2092,14.6156,7.04846666666,5.47906666667,8.16326666667,13.0546666667,15.8195333333,12.7704,8.71263333333
408.26,12.1156666667,18.1619,14.615,6.99893333333,5.40446666667,8.07453333334,13.1108666667,15.8299333333,12.7813333333,8.6326
408.62,12.2057333333,18.1938333333,14.7176,7.04593333333,5.4446,8.07473333333,13.2382666666,15.9422,12.8480666667,8.65006666667
408.98,12.26,18.2791,14.7695333333,7.08186666667,5.476,8.11613333334,13.3112,16.013,12.9398,8.68203333333
409.34,12.2597333333,18.2928666667,14.7766666667,7.0798,5.40046666667,8.085,13.3699333333,16.0167333333,12.9372,8.66543333333
409.70,12.3944,18.3805,14.9343333333,7.1758,5.47553333333,8.18646666667,13.4735333334,16.1648,13.0616666666,8.74003333333
