wavelength,Back_DacCayf,Belly_DacCayf,Breast_DacCayf,Crissum_DacCayf,Crown_DacCayf,DorTail_DacCayf,Rump_DacCayf,Throat_DacCayf,WingTip_DacCayf
210.28,450.370333333,423.333466667,257.037066667,343.7038,405.555733333,402.222266667,368.148133333,375.555533333,518.8888
210.66,362.1212,327.878733333,190.303,257.272733333,304.545533333,298.484866667,291.818066667,300.606066667,409.393866667
211.03,346.133333333,299.733333333,177.866666667,246.133333333,288.533333333,279.466666667,260.533333333,282.4,366.666666667
211.41,320.889,282.444533333,178.888733333,242.222133333,277.3332,272.6666,245.111,262.444533333,342.888866666
211.79,430.303066666,377.272733334,252.121266667,352.121333333,386.969666667,377.272666667,337.2728,359.090933333,438.787866667
212.17,354.285666667,315.476133333,225.0,292.142866667,329.0476,300.952333333,292.1428,304.761866666,353.571466667
212.55,327.692266667,297.948666667,206.923066667,271.794866667,311.025666667,264.871866667,278.2052,287.4358,333.3334
212.92,792.592599999,755.555599999,482.963,666.666733333,748.888733333,595.555533333,662.2224,685.1852,825.185066666
213.30,6213.33333333,5953.33333334,3466.66666667,5300.0,6286.66666667,4466.66666667,4926.66666667,5100.0,6280.0
213.68,1835.5556,1828.8888,928.888733334,1526.6668,1837.77766667,1348.88886667,1440.00006667,1517.7778,1982.222
214.06,599.999933334,577.037,300.740733333,505.925933333,582.222133334,462.963,480.000066667,507.407466667,667.4076
214.44,937.777800001,940.000000001,550.000133333,818.888933334,919.999933333,816.666733334,787.777800001,805.555666667,1061.11106667
214.81,1951.11106667,2022.22213333,1342.2222,1668.88893333,1948.88886667,1788.889,1673.33333333,1660.0,2135.55553333
215.19,1200.0,1246.66666667,883.999999999,985.333333333,1156.0,1048.0,1070.66666667,1005.33333333,1332.0
215.57,-438.182,-473.939466667,-304.8484,-327.2728,-401.2122,-365.454466667,-403.030333333,-370.303066667,-508.484933333
215.95,-399.393933333,-415.151666667,-232.121133333,-252.7272,-324.8484,-327.2728,-350.302933333,-306.060666667,-464.848533333
216.32,-665.555466666,-661.111200001,-315.5556,-399.999933333,-495.555599999,-572.222266667,-593.333333333,-517.777866667,-755.555600001
216.70,-1615.55566667,-1539.99993333,-802.222200001,-1059.99986667,-1235.5556,-1533.33326667,-1366.66666667,-1342.22213333,-1784.44433333
217.08,-571.666666667,-514.166666667,-295.0,-371.666666667,-472.500000001,-580.0,-502.5,-520.0,-647.500000001
217.46,370.952466667,353.333333333,250.476066667,282.857266667,325.714266667,416.1906,362.857133333,383.8096,463.809466667
217.83,285.098,263.137133333,213.7256,212.549,254.902,323.529466667,277.255,302.352933333,347.843133333
218.21,-3946.66666667,-3720.0,-2946.66666667,-2926.66666667,-3513.33333333,-4633.33333333,-3920.0,-4213.33333333,-4906.66666667
218.59,-239.166666667,-215.416666667,-144.583333333,-160.833333333,-200.0,-276.666666667,-225.833333333,-252.083333333,-300.0
218.97,-118.5186,-112.592666667,-54.0739999999,-78.0246666667,-99.7530666665,-144.197533333,-109.876533333,-130.617333333,-176.296333333
219.34,-75.2381333334,-79.8093333333,-20.5714666667,-53.3333333332,-70.8572000001,-113.333333333,-77.9046000001,-83.8093333333,-122.095266667
219.72,-99.0476,-108.3334,-37.1428,-71.9048666667,-97.3809333333,-142.857066667,-100.0,-99.5237999999,-152.857266667
220.10,-96.923,-109.487066667,-44.6152666666,-74.6152666667,-106.666666666,-145.384533333,-99.2307333333,-99.7435333332,-158.9744
220.47,-103.846133333,-116.666733333,-57.9487333334,-77.6922666667,-116.153866667,-157.179466667,-101.538533333,-97.1796666667,-173.846133333
220.85,-65.1852000001,-76.4814666667,-35.3704,-50.0000000001,-72.7777333333,-96.8519333332,-69.2592000001,-57.4074,-113.889
221.23,-65.3333333334,-81.4999999999,-28.3333333333,-55.6666666667,-70.3333333333,-89.3333333332,-60.9999999999,-51.3333333334,-107.0
221.61,-58.156,-63.9715999999,-16.4538666667,-40.4255333333,-59.149,-66.5248666667,-44.9646,-40.8511333334,-85.9574000001
221.98,-34.0983333333,-40.1093333333,3.06006666667,-19.3443333333,-36.1747333333,-38.3606666667,-25.7923333333,-24.0436666667,-60.9836000001
222.36,-47.0833333334,-60.6943999999,-3.33333333334,-35.0000666667,-57.3610666667,-58.0554,-35.8334,-39.7220666667,-90.2778666667
222.74,-131.594133333,-167.826,-60.8696666666,-111.0146,-168.405733333,-148.405733333,-108.116,-117.970866667,-218.840666667
223.11,-519.0476,-652.380933333,-343.8094,-479.0476,-666.666666667,-601.904933333,-465.714333333,-508.5714,-821.904800001
223.49,-148.254066667,-181.5874,-92.6984666667,-133.016066667,-189.8412,-164.762,-119.682533333,-154.9206,-243.809466667
223.87,-258.333333333,-287.083333333,-179.583333333,-233.333333333,-300.833333333,-279.166666666,-214.583333333,-287.916666667,-371.666666667
224.24,-203.939333333,-222.727333334,-143.6364,-175.757733333,-218.787866667,-205.454533333,-168.181733333,-237.2726,-282.121333333
224.62,-165.897466667,-187.435933333,-118.461466667,-143.8462,-173.3332,-160.2564,-125.1282,-204.102533333,-230.512933333
225.00,-199.999866667,-210.0,-137.2222,-167.2222,-207.222333333,-203.333266667,-138.888866667,-243.611066667,-264.722266667
225.38,-204.6376,-204.3478,-146.086866666,-157.681133333,-200.0002,-213.0434,-129.855066667,-250.145,-275.362266667
225.75,-130.505133333,-134.747466667,-91.5151333334,-97.5757333334,-120.404133333,-137.171733333,-69.8988666667,-157.777866667,-176.9696
226.13,-103.566,-102.015466667,-71.938,-80.6201333334,-84.4959999999,-101.0854,-46.9766666667,-113.6434,-123.876066667
226.51,-102.4836,-92.8104000001,-73.3332,-74.7712666667,-82.7450666667,-92.9410666667,-45.3596,-110.1962,-110.065333333
226.88,-62.7555999999,-52.0889333333,-39.9110666667,-44.0000666667,-50.2222,-50.5777333333,-21.0666666667,-68.8889999999,-65.5999333333
227.26,-38.0530666667,-26.0176,-19.5280666667,-25.0147333333,-28.8496,-27.0796,-7.84666666666,-40.8849333333,-35.5163333333
227.64,-36.4858666667,-25.6330666667,-21.137,-23.6692666667,-27.1318,-26.9767333333,-10.5426,-37.7778,-34.2118
228.01,-19.5736,-11.6278666667,-8.75966666667,-11.0852,-13.9147333333,-13.9534666667,-0.814,-21.6666,-19.2634666667
228.39,-14.6539333333,-8.40580000001,-5.21733333334,-8.53460000001,-10.2737333333,-10.145,0.740666666666,-16.7794,-14.3317333333
228.76,-3.86920000001,2.43133333333,4.732,1.1242,0.10453333332,0.235266666667,8.13086666667,-5.17633333334,-2.90206666666
229.14,-4.85086666665,1.06966666666,1.81593333334,-0.049933333334,-0.62193333334,0.049733333332,6.19413333334,-5.4976,-3.90546666667
229.52,-3.19746666668,4.01353333333,2.58506666667,2.0862,0.99766666666,2.15433333333,5.737,-2.92513333333,-0.793733333345
229.89,-2.69626666667,5.3078,3.20586666667,3.75793333333,1.741,3.0998,5.18033333334,-1.2102,0.403266666668
230.27,-4.02913333333,3.96673333333,1.28753333333,3.01146666667,-1.26686666666,1.18366666667,2.09766666667,-2.8246,-1.39146666667
230.65,-2.86566666667,5.67160000001,2.22886666666,4.47766666667,-0.218999999998,2.88566666667,2.06973333333,-0.417933333334,-0.497533333331
231.02,-4.68693333334,3.35353333333,0.242400000002,3.71713333333,-2.00006666667,0.323133333334,-1.13146666667,-2.101,-2.24246666666
231.40,-3.89413333334,3.44973333333,0.486800000004,4.93113333333,-1.8836,0.402200000002,-1.31233333333,-1.5662,-2.41260000001
231.78,-5.54426666666,2.22219999999,0.404133333327,4.01793333333,-3.47926666667,-0.089666666666,-2.31193333333,-3.03026666667,-3.54653333333
232.15,-8.04259999999,0.640533333334,-0.782933333341,3.08433333333,-5.57533333333,-1.25746666666,-3.89086666667,-4.22306666667,-4.34153333334
232.53,-12.8818,-1.7264,-3.13406666667,0.186,-10.093,-5.39180000001,-7.19786666666,-7.33073333334,-7.33073333334
232.90,-16.8362,-4.46333333334,-6.77959999999,-2.9096,-15.1412,-10.1412666667,-9.85873333331,-10.9039333333,-10.8474666667
233.28,-11.8029333333,0.0258,-1.73793333333,1.03766666667,-10.7652,-5.3956,-4.9806,-7.05566666666,-5.91433333333
233.66,-8.32013333333,2.49346666667,0.734933333326,2.3884,-9.7376,-2.4146,-1.78473333333,-4.7508,-4.69826666667
234.03,-6.79466666667,3.2564,1.07693333333,1.1794,-9.92306666666,-1.46166666667,-0.8462,-5.48713333333,-5.84620000001
234.41,-3.41813333334,5.21213333333,3.90313333333,3.87873333333,-6.27886666668,1.28486666666,2.86066666667,-3.05453333333,-3.41819999999
234.78,-0.715133333334,5.9976,5.07493333334,5.05186666667,-3.94466666667,2.62979999999,5.09806666667,-2.60673333333,-1.4994
235.16,2.22213333334,8.60840000001,7.24906666667,6.5588,-0.690333333333,5.76053333334,7.59433333333,-0.410000000001,1.76906666667
235.54,5.3572,11.9840666667,9.44446666667,9.12713333333,2.91673333333,9.8018,10.4960666667,2.758,6.32926666667
235.91,7.93053333333,14.4322666667,9.6154,11.1539333333,5.75086666666,11.9780666667,12.7288,5.34786666667,9.24913333333
236.29,9.30513333333,15.3562,9.97353333333,12.2074666667,7.2472,12.5946666667,13.5971333333,6.75473333334,9.60420000001
236.66,12.4063333333,17.3983333333,11.2033333333,14.7154,9.99999999999,14.7642666667,15.3333333333,9.34953333334,10.9593333333
237.04,13.7236,18.9539333333,12.4122,16.2684666667,11.4286,16.5964,15.7533333333,10.882,11.1631333333
237.41,14.6262,19.7197333334,13.4112666667,17.1807333333,12.2742,17.9128666667,16.6666666667,12.3518666666,12.4765333333
237.79,12.1266,16.8175333333,11.2216666667,14.9473333333,10.2715333333,14.7511333333,14.2231333333,9.60793333333,10.3166666667
238.17,13.0719333333,17.3276,11.8954,16.1655333333,11.4451333333,14.5824666667,14.7566666667,10.9804666667,11.8664
238.54,12.7012,17.27,11.4942666667,16.0200666667,10.9771333333,13.7931333333,14.1953333333,10.6322666667,11.523
238.92,12.7016,16.9758,12.4598666667,16.6398,10.8602,13.4139333333,14.3548,11.1425333333,11.9489333333
239.29,12.5015333333,16.2444,12.7661333333,16.3579333333,10.7497333333,12.8292,14.4927333333,11.4680666666,11.1027333333
239.67,10.5337333333,13.6774,11.2575333333,14.1992666667,9.50173333333,10.5456,12.6452,9.85766666666,8.81373333333
240.04,10.5132666667,13.5926666667,11.2804,13.852,9.91893333334,10.4591333333,12.4256,10.1241333333,8.93580000001
240.42,9.02479999999,12.2756,9.88846666667,12.0329333333,8.462,9.43226666666,10.7326666667,8.69493333333,7.77286666667
240.79,8.5834,11.8913333333,9.74553333333,11.4419333334,8.21879999999,9.57593333333,10.5089333333,8.2528,8.29513333334
241.17,7.0674,9.97733333333,7.97433333334,9.70513333333,6.74973333333,8.03473333333,8.94186666666,6.68933333333,7.13526666666
241.54,6.0814,8.83293333333,6.94926666667,8.42226666666,6.1016,6.85499999999,7.76326666667,5.58353333333,6.07466666667
241.92,6.80713333333,9.58493333334,7.92419999999,9.26140000001,7.17333333333,7.79599999999,8.77286666667,6.59946666667,7.204
242.29,6.62193333333,9.66646666667,8.04033333334,9.28499999999,7.13766666667,7.89466666667,8.74693333333,6.375,7.50226666666
242.67,6.32,9.69599999999,7.91466666666,9.05066666667,7.07733333333,7.85599999999,8.688,6.30933333333,7.57333333333
243.05,6.04633333333,9.72613333334,7.45893333334,8.62133333333,7.10446666667,7.756,8.4232,6.34353333333,7.52666666667
243.42,5.66953333333,9.68380000001,7.13953333333,8.4298,6.99046666667,7.232,8.1058,6.00346666667,7.19093333333
243.80,5.648,9.97986666667,7.3272,8.49233333333,7.0398,7.20113333333,8.37113333333,6.1978,7.2264
244.17,5.7802,9.95546666665,7.77120000001,8.5736,6.95893333333,7.31553333333,8.54886666667,6.24073333333,7.32046666667
244.55,6.48206666667,10.5782,8.65900000001,9.19820000001,7.7114,7.99793333333,9.36346666667,6.9338,7.95926666667
244.92,6.06313333333,10.2451333333,8.50533333333,8.71293333333,7.42573333333,7.61893333333,8.89193333333,6.67126666667,7.4682
245.30,5.73986666667,10.1454,8.55613333333,8.48446666667,7.32486666667,7.3516,8.77099999999,6.45166666667,7.38300000001
245.67,5.76973333333,10.5256666667,8.55233333334,8.70253333333,7.4176,7.64706666667,8.95713333333,6.54146666667,7.44266666666
246.05,5.1992,9.99813333332,7.84833333333,8.0388,6.7962,7.13933333333,8.35526666667,5.91193333333,6.663
246.42,5.0376,9.98766666667,7.6196,7.7632,6.6492,7.1536,8.35166666667,5.85393333333,6.42146666667
246.79,4.98626666667,10.0048,7.55513333333,7.62266666667,6.56353333333,7.13653333333,8.35013333333,5.85866666667,6.3608
247.17,4.92833333334,9.96113333334,7.55546666666,7.6092,6.41226666667,7.1094,8.28546666667,5.772,6.20286666667
247.54,4.99,9.94613333333,7.51633333333,7.52486666667,6.33713333333,7.27466666667,8.24966666667,5.69473333333,6.30859999999
247.92,5.1378,10.0402,7.5558,7.61393333333,6.42853333333,7.373,8.20106666667,5.7192,6.47826666667
248.29,4.58726666667,9.73206666667,7.02926666666,7.19966666667,5.92506666667,6.76273333333,7.61166666667,5.1366,5.8948
248.67,4.4032,9.74366666666,6.75766666667,7.1712,5.83393333333,6.5868,7.436,5.0096,5.812
249.04,4.50026666667,9.85353333333,6.65533333333,7.3006,5.87633333333,6.58433333333,7.51106666667,5.09166666667,5.85346666667
249.42,4.5952,9.92853333333,6.64286666666,7.34233333333,5.90773333334,6.62793333333,7.53273333333,5.20833333333,5.9374
249.79,4.505,9.83579999999,6.5806,7.2374,5.80886666667,6.41793333333,7.3744,5.267,5.84086666667
250.17,4.78666666667,10.3506666667,6.91213333333,7.68626666667,6.27606666667,6.8256,7.6412,5.47433333333,6.245
250.54,4.9084,10.5236666667,7.05186666667,7.83753333333,6.42346666667,6.8724,7.7366,5.51066666667,6.24386666667
250.92,4.92953333333,10.4864666667,7.00833333333,7.8208,6.44553333333,6.8034,7.70006666667,5.42426666667,6.13193333333
251.29,5.24146666667,10.8033333333,7.27393333333,7.91066666667,6.81426666667,7.09253333333,8.0792,5.74746666667,6.56539999999
251.66,5.7352,11.4274,7.63699999999,8.356,7.29913333334,7.41613333333,8.67646666666,6.36346666667,7.12593333333
252.04,5.48313333333,11.2854,7.45560000001,8.11613333333,6.95466666667,7.30066666667,8.52826666667,6.05486666666,6.63113333333
252.41,5.8192,11.3906666667,7.69433333334,8.3752,7.33386666667,7.77086666666,8.92479999999,6.3782,6.74760000001
252.79,6.03646666667,11.379,7.91313333333,8.46566666666,7.50673333333,7.96800000001,9.02733333334,6.40633333333,6.90873333333
253.16,6.15846666667,11.3790666667,8.12186666667,8.36686666667,7.39666666667,7.89573333333,9.15693333333,6.3664,6.85613333334
253.54,5.8868,11.0218,7.91166666667,8.12313333334,7.18826666667,7.56406666667,8.93113333334,6.03713333333,6.45053333333
253.91,5.4462,10.6994,7.65093333333,7.9306,6.7872,7.27933333333,8.63499999999,5.42693333333,6.08286666667
254.28,4.74826666667,10.1346,7.10520000001,7.09013333333,6.07366666667,6.54213333333,7.96206666667,5.10713333333,5.40613333333
254.66,4.55626666666,9.78320000001,6.78020000001,6.7906,5.97533333333,6.11453333333,7.51806666667,5.11866666667,5.17033333333
255.03,4.59273333333,9.57126666666,6.66133333333,6.86486666667,5.92173333333,6.13613333333,7.0846,4.8608,4.984
255.41,4.1348,9.02866666667,6.12293333333,6.50233333333,5.34126666667,5.5396,6.2078,4.3444,4.14053333333
255.78,4.11846666667,8.88133333333,6.4656,6.54593333333,5.26313333333,5.56226666667,5.90733333333,4.43486666667,3.73873333333
256.15,4.02046666667,8.44020000001,6.11346666667,6.3416,5.04126666667,5.14973333333,5.6858,4.47086666667,3.43326666667
256.53,3.63633333333,8.09199999999,5.7632,5.954,4.46686666667,4.73633333333,5.19646666667,4.04606666667,3.2772
256.90,3.23766666667,7.90546666666,5.43846666667,5.74693333333,3.85953333333,4.4072,4.8166,3.93946666667,2.9028
257.28,3.07006666667,7.81906666667,5.06213333333,5.6186,3.74566666667,4.476,4.5354,3.80046666667,2.8116
257.65,3.35086666667,8.082,5.4058,5.97,4.07853333333,4.8104,4.98246666667,4.06966666666,3.33773333333
258.02,4.13446666667,8.7868,6.111,6.56473333333,4.84506666667,5.48753333333,5.76333333333,4.78453333333,4.36506666666
258.40,4.84413333333,9.38766666667,6.71193333334,7.2872,5.52586666667,6.12053333333,6.61173333333,5.45166666667,5.1026
258.77,5.0496,9.72246666665,7.0944,7.45386666667,5.766,6.50793333333,7.02646666666,5.6896,5.6244
259.15,5.31053333333,9.98613333334,7.45806666667,7.75806666667,6.15246666667,6.692,7.46313333333,6.06166666667,6.02386666666
259.52,5.27806666667,9.96426666667,7.4566,7.80886666666,6.17373333333,6.64606666667,7.61313333333,6.038,6.03346666667
259.89,5.22173333333,9.8622,7.2178,7.75153333333,6.20893333333,6.582,7.65806666667,6.00286666667,6.09833333333
260.27,5.29046666667,10.0147333333,7.37566666666,7.90006666667,6.352,6.7736,7.852,6.15066666667,6.3918
260.64,5.88386666667,10.6137333333,7.99466666667,8.4886,6.96386666667,7.3614,8.46,6.7608,7.08259999999
261.01,6.099,10.7923333333,8.24753333333,8.67633333333,7.14246666667,7.57546666667,8.66226666667,6.88913333333,7.33253333334
261.39,6.07673333334,10.7974666667,8.30626666667,8.71060000001,7.2282,7.5488,8.69826666667,6.9484,7.29559999999
261.76,6.302,11.1042,8.47266666667,8.91886666667,7.4964,7.76026666667,8.95033333333,7.24913333333,7.50486666667
