wavelength,Back_DacCayf,Belly_DacCayf,Breast_DacCayf,Crissum_DacCayf,Crown_DacCayf,DorTail_DacCayf,Rump_DacCayf,Throat_DacCayf,WingTip_DacCayf
553.40,25.7512,75.8658666667,59.7945333333,56.8896666667,30.0419333333,12.2242,56.2023333333,30.9357333333,8.87060000001
553.74,25.7477333333,75.837,59.7601333333,56.8940666667,30.0447333333,12.2633333333,56.1986,30.9653333333,8.89086666667
554.09,25.7664,75.8621333333,59.7552666667,56.9354666667,30.0512,12.2593333334,56.1770666667,31.0001333333,8.94480000001
554.43,25.7381333333,75.9311333333,59.8182666667,56.9877333333,29.9924,12.2350666667,56.1709333333,31.0245333333,8.91180000001
554.77,25.7188666667,75.79,59.6858666667,56.9351333333,29.9229333333,12.2160666667,56.0274,31.0154,8.9096
555.11,25.7049333334,75.7583333333,59.6544666667,56.9043333333,29.9286666667,12.2319333333,55.9748,31.0350666667,8.90200000001
555.45,25.6532666667,75.7174,59.6027333333,56.9185333333,29.8512,12.2003333333,55.8998,31.0294666667,8.89533333333
555.80,25.5608666667,75.5716666667,59.4128,56.8081333333,29.7472666667,12.1658,55.7402,30.9499333333,8.86419999999
556.14,25.4801333333,75.4616666667,59.3097333333,56.7518,29.6500666667,12.1480666667,55.6232666667,30.8951333334,8.85193333333
556.48,25.5328666667,75.5756,59.3916,56.8605333333,29.6986666667,12.1778666667,55.6488666667,30.9561333333,8.88366666666
556.82,25.5626,75.5371333333,59.3398666666,56.8546666667,29.7092666667,12.2224,55.5729333333,30.9854,8.95326666667
557.16,25.5156666667,75.4698,59.2576666667,56.8140666667,29.692,12.2177333333,55.5108,30.9701333333,8.97539999999
557.50,25.4503333333,75.2839333333,59.1255333333,56.7093333333,29.5733333333,12.1652,55.3174666667,30.8843333333,8.94786666666
557.85,25.4274,75.0990666667,59.0196,56.6274,29.5545333333,12.2078,55.1987333333,30.8698666667,8.96406666666
558.19,25.4009333333,74.9411333334,58.8895333333,56.5471333333,29.483,12.1815333333,55.0560666667,30.8040666667,8.96033333333
558.53,25.3378,74.8828,58.8726666667,56.4959333333,29.4530666666,12.1680666666,54.9819333333,30.784,8.95693333334
558.87,25.3032,74.8270666667,58.8132,56.5062666667,29.4066,12.1452666667,54.9028666667,30.7739333333,8.98580000001
559.21,25.2827333334,74.7254,58.7315333333,56.422,29.3762666667,12.1568,54.7744666667,30.7716,8.99613333334
559.55,25.266,74.6155333333,58.6439333333,56.3558666667,29.3129333333,12.1377333333,54.6190666667,30.7566,8.99199999999
559.89,25.2846,74.5028666666,58.5488,56.2886,29.2902666667,12.162,54.5430666667,30.7568,9.01253333333
560.23,25.2082666666,74.2072666667,58.3288,56.1116666667,29.1932666667,12.1670666666,54.325,30.6784666667,9.00473333334
560.58,25.1458666667,74.0378,58.1370666667,55.983,29.1150666667,12.1362,54.1884,30.6024,8.98639999999
560.92,25.1432666667,73.9562,58.097,56.0071333333,29.0892666667,12.1271333333,54.1214,30.6052,9.0004
561.26,25.082,73.8244,57.9794,55.9035333333,29.0122,12.1112666667,53.9827333333,30.561,8.98406666667
561.60,24.9598666667,73.6596,57.7959333333,55.7642,28.8795333333,12.0451333333,53.7811333333,30.4881333333,8.93720000001
561.94,24.9545333333,73.6166,57.7711333333,55.7494,28.8736,12.069,53.7367333333,30.545,8.95299999999
562.28,24.907,73.4656666667,57.6447333333,55.6885333333,28.7831333333,12.0443333333,53.6083333333,30.4941333333,8.94419999999
562.62,24.841,73.2538,57.4999333333,55.5636666667,28.7076,12.0629333333,53.4496666667,30.4436,8.94086666667
562.96,24.8016,73.0513333333,57.337,55.4342,28.6004,12.0346666667,53.2650666666,30.3764666667,8.90726666666
563.30,24.7654666667,72.9198666667,57.2316666667,55.3751333333,28.546,12.0696666667,53.1558666667,30.361,8.9366
563.64,24.6976666667,72.7179333333,57.1052666667,55.2530666667,28.4416,12.0524,52.9327333333,30.3174,8.92060000001
563.99,24.6300666667,72.5677333333,56.9712,55.141,28.3761333333,12.0534,52.7874,30.3010666667,8.94646666667
564.33,24.5910666667,72.4161333333,56.8969333333,55.0988,28.3178666667,12.0723333333,52.6429333333,30.2999333333,8.96000000001
564.67,24.4992,72.1815333333,56.7149333333,54.9184,28.2242,12.0918,52.4772,30.2746,8.96426666667
565.01,24.451,71.9732666667,56.5542666667,54.8592666666,28.1518666667,12.0781333333,52.3122,30.2416666667,8.97733333334
565.35,24.4398,71.8674666667,56.4762,54.8198666667,28.1216666667,12.1171333333,52.2032666667,30.235,9.0248
565.69,24.4394666667,71.7135333333,56.3392,54.7420666667,28.092,12.1758666667,52.0406,30.2167333333,9.08493333334
566.03,24.4119333333,71.5144,56.1614666667,54.6233333333,28.0347333333,12.1875333333,51.8453333333,30.1827333333,9.12133333333
566.37,24.3696,71.3342666667,56.0136666667,54.5536,27.9492,12.1925333333,51.6674,30.1615333333,9.14819999999
566.71,24.2764666667,71.1137333333,55.8636,54.4565333333,27.8792666667,12.1884666667,51.4902666667,30.1138,9.16766666667
567.05,24.2222,70.9519333333,55.7554,54.3565333333,27.8062,12.1778,51.3348666667,30.1074,9.1688
567.39,24.1487333333,70.7666666667,55.5753333333,54.2823333333,27.7290666667,12.1778,51.1704666667,30.0735333333,9.19246666667
567.73,24.0988666667,70.5676,55.417,54.1912,27.6369333333,12.1690666667,51.0006,30.0532666667,9.18839999999
568.07,24.0087333333,70.3155333333,55.1881333333,54.0441333333,27.524,12.1554,50.7680666667,30.0125333333,9.19026666666
568.41,23.9517333333,70.0277333333,54.9313333333,53.8779333334,27.397,12.1534,50.4558,29.9210666667,9.20826666667
568.75,23.8981333333,69.81,54.7442,53.7513333333,27.3004666667,12.1835333333,50.2528,29.8784666667,9.21813333333
569.09,23.8462,69.5516,54.547,53.6196,27.1856,12.1691333333,50.0512,29.8461333333,9.221
569.43,23.6928,69.2431333333,54.3091333333,53.4424,27.0227333333,12.1014666667,49.7876,29.746,9.17180000001
569.77,23.5917333333,68.9519333333,54.099,53.3112666667,26.9122,12.0991333333,49.5648,29.6947333333,9.17346666667
570.11,23.5094,68.6771333333,53.8877333333,53.1281333333,26.813,12.064,49.3276666667,29.6140666667,9.15739999999
570.45,23.4552,68.4224666667,53.6764666667,52.9713333333,26.6998666667,12.0672666667,49.1266666667,29.5647333333,9.15666666667
570.79,23.3719333333,68.141,53.4510666666,52.8136,26.5974,12.055,48.8930666667,29.5140666666,9.15860000001
571.13,23.3262666667,67.9305333334,53.2946,52.6922,26.5172,12.0738,48.6838,29.4933333333,9.18306666667
571.47,23.2530666667,67.7092,53.1278,52.5682,26.4248,12.0693333333,48.4907333333,29.4460666667,9.17946666666
571.81,23.1878,67.4516666667,52.9612,52.4222666666,26.3332,12.0718666667,48.2886,29.4022666667,9.18700000001
572.15,23.1244,67.2045333333,52.7879333333,52.3026666667,26.2569333333,12.0964,48.1442666667,29.4096,9.1888
572.49,23.0432666667,66.9505333333,52.5885333333,52.121,26.1803333333,12.0856666667,47.9435333333,29.4135333333,9.21860000001
572.83,22.9793333333,66.6595333333,52.3881333333,51.9423333333,26.0721333333,12.1012,47.7110666667,29.3878666666,9.23366666666
573.17,22.9199333333,66.42,52.1946,51.7731333333,25.9988666667,12.126,47.5037333333,29.3596666667,9.24099999999
573.51,22.8504,66.2108,51.9836666666,51.5963333334,25.89,12.1164,47.3083333333,29.3354,9.23493333333
573.85,22.7552,65.9283333333,51.7816,51.4053333333,25.7589333333,12.1142,47.0933333333,29.3007333333,9.22439999999
574.19,22.6811333333,65.6799333333,51.5634,51.2539333334,25.6488666667,12.1008666667,46.8756,29.2728,9.22806666666
574.53,22.5634,65.3229333333,51.2757333333,51.0140666667,25.5088666667,12.0698,46.6076666667,29.1867333333,9.21220000001
574.87,22.4304666667,64.9965333333,50.9855333333,50.7742666667,25.3563333333,12.0326666667,46.3352666667,29.1288666667,9.1836
575.21,22.3304,64.6312,50.7266,50.5464666667,25.2080666666,12.0067333333,46.0619333333,29.0592666667,9.18186666667
575.55,22.2348,64.3489333333,50.4732666667,50.3635333333,25.0925333333,11.9859333333,45.8210666667,28.9941333333,9.16420000001
575.89,22.1090666667,64.0189333333,50.1821333333,50.1180666667,24.9221333333,11.9066,45.5144666667,28.8706,9.13713333333
576.22,22.0668,63.7538666667,49.9804,49.987,24.8466666667,11.9470666667,45.3,28.8210666666,9.171
576.56,21.9202,63.4498,49.6960666667,49.7929333333,24.7135333333,11.8770666667,45.0404666667,28.723,9.14833333333
576.90,21.8209333333,63.1348,49.4232,49.5865333333,24.5649333333,11.8376,44.8002,28.657,9.14740000001
577.24,21.6874,62.7880666667,49.1790666667,49.3854,24.4296,11.8007333333,44.5215333333,28.5794666667,9.1066
577.58,21.5505333333,62.4546,48.8621333333,49.1922666667,24.299,11.7421333333,44.2518666667,28.5037333333,9.07053333333
577.92,21.4145333333,62.1086,48.5882666667,48.9623333333,24.1573333333,11.7200666667,43.9754,28.4404666667,9.06213333334
578.26,21.364,61.8539333333,48.3631333333,48.8331333333,24.0521333333,11.7275333333,43.7772666667,28.4301333333,9.09446666667
578.60,21.3240666667,61.5005333333,48.1452666667,48.6504666667,23.9647333333,11.7352666667,43.5742666666,28.3892,9.13059999999
578.94,21.1924,61.1456666667,47.8316,48.3847333333,23.8300666667,11.6924,43.2502666667,28.3216666667,9.10413333334
579.28,21.0943333333,60.829,47.5778,48.1710666667,23.6560666667,11.6433333333,42.9935333333,28.2865333333,9.09133333333
579.61,20.9975333333,60.5828666666,47.4022666667,48.0638666667,23.5588666667,11.6344666667,42.7848,28.3107333333,9.08886666667
579.95,20.864,60.2913333333,47.1654,47.8635333334,23.3910666667,11.5568666667,42.542,28.2684666667,9.04326666666
580.29,20.7812,59.9308666667,46.9058666667,47.653,23.2626666667,11.5796,42.2868,28.2134666667,9.05900000001
580.63,20.6890666667,59.5114666667,46.599,47.4291333333,23.1422,11.5604,41.9947333333,28.1826,9.08906666667
580.97,20.6297333333,59.1742,46.3528,47.2579333333,23.0532666667,11.5805333333,41.7570666667,28.1671333333,9.16286666667
581.31,20.6078,58.8236666667,46.1112,47.0130666667,22.953,11.6658666667,41.4931333333,28.1502,9.26333333333
581.65,20.5173333333,58.4368,45.8425333333,46.7807333333,22.8586,11.6546666667,41.2245333333,28.099,9.30913333334
581.98,20.4000666667,58.0934666667,45.5901333333,46.5638666667,22.7237333333,11.6486,40.9300666667,28.0154,9.29233333333
582.32,20.2995333333,57.8217333333,45.3875333333,46.4082,22.6452,11.6675333333,40.6940666667,28.0171333333,9.30033333334
582.66,20.2449333333,57.5662666667,45.1850666667,46.2804,22.5812,11.6867333333,40.5329333333,27.9714,9.3396
583.00,20.2257333334,57.3519333333,45.0221333333,46.1738,22.6044666667,11.7686666667,40.3688,28.0024,9.41026666667
583.34,20.174,57.0434666667,44.8025333333,45.9659333333,22.5296,11.8097333333,40.1411333333,27.9920666667,9.49526666666
583.68,20.08,56.7178,44.555,45.753,22.42,11.8234666667,39.8914,27.9245333333,9.52086666667
584.01,20.0762666667,56.4159333333,44.3509333333,45.5854,22.3596,11.8674,39.6611333333,27.9365333333,9.58880000001
584.35,20.0362,56.1374,44.1532,45.4084666667,22.2855333333,11.8928666667,39.4446666667,27.9359333333,9.62646666667
584.69,19.9694,55.8249333333,43.9316,45.2135333334,22.1618,11.9028,39.2198666667,27.8906,9.64459999999
585.03,19.8422,55.5650666667,43.734,45.0361333333,22.0145333333,11.8327333333,38.9777333333,27.8159333333,9.60040000001
585.37,19.82,55.3348,43.5464666666,44.8774666667,21.9191333333,11.8670666667,38.7786,27.8018666666,9.591
585.70,19.7083333334,55.0631333333,43.3382666667,44.6863333333,21.8417333333,11.8232,38.5761333333,27.7772,9.578
586.04,19.6680666667,54.8407333333,43.1581333333,44.5124666667,21.7341333333,11.7961333333,38.3959333333,27.7398,9.59353333333
586.38,19.5958666666,54.5681333333,42.9192,44.3671333333,21.6080666667,11.7821333333,38.1356,27.7232666667,9.61206666667
586.72,19.5698666667,54.2775333333,42.7171333333,44.2104,21.5565333333,11.8478,37.9479333333,27.7283333333,9.68106666667
587.06,19.393,53.9262666667,42.4354666667,43.9721333333,21.3323333333,11.7321333333,37.6207333333,27.5328,9.55073333334
587.39,19.2774666667,53.5743333333,42.1048666667,43.7286666667,21.183,11.6537333333,37.2761333333,27.4420666667,9.52293333333
587.73,19.1532666667,53.3507333333,41.8783333333,43.5542,21.0752666667,11.5918666667,37.0525333333,27.3946,9.47900000001
588.07,19.0282,53.0858,41.6621333333,43.3681333333,20.9327333333,11.6008666667,36.816,27.3238,9.46560000001
588.41,18.9058666667,52.7796666667,41.3934666667,43.1364,20.7872,11.5542,36.5552,27.2418,9.42933333333
588.74,18.8833333333,52.5634666667,41.2348,43.0389333333,20.759,11.5911333333,36.3919333333,27.2674,9.49166666666
589.08,18.8090666667,52.4174,41.1067333333,42.995,20.693,11.587,36.2810666666,27.2762,9.5154
589.42,18.7239333334,52.1109333333,40.8612,42.7886,20.5656666667,11.5858,36.0262,27.2202666667,9.517
589.76,18.5826,51.7942,40.5667333333,42.5764,20.4004666667,11.5356666667,35.7444,27.1075333333,9.48653333334
590.09,18.5667333333,51.5408666667,40.4226666667,42.4402666667,20.3668666667,11.6078666667,35.5550666667,27.123,9.53753333333
590.43,18.3629333333,51.1707333333,40.1128,42.1537333333,20.0914666667,11.4725333333,35.2077333333,26.949,9.46120000001
590.77,18.4172666667,51.0299333333,40.0149333333,42.0778666667,20.1046,11.5797333333,35.1136666667,27.0496666667,9.58899999999
591.11,18.3743333333,50.7400666667,39.8794,41.926,20.0388,11.6243333333,34.9398,27.0382,9.60313333334
591.44,18.2103333333,50.3722,39.5813333333,41.6892666667,19.8517333333,11.5664,34.6229333333,26.8943333333,9.53473333333
591.78,18.1508,50.1194666667,39.3690666667,41.5427333333,19.7672,11.5388,34.4232,26.8556666667,9.52773333333
592.12,18.1026666666,49.9321333333,39.2416,41.4494,19.7258,11.5627333333,34.2402,26.8734,9.55886666667
592.46,18.042,49.6905333333,39.096,41.2968666667,19.6541333334,11.5853333333,34.0532666667,26.8586,9.56840000001
592.79,17.8610666667,49.1871333333,38.7358666667,40.9347333333,19.4508666667,11.4993333333,33.6479333333,26.6902,9.52346666667
593.13,17.8047333333,48.8870666667,38.5432666667,40.7779333333,19.3292,11.5015333333,33.4466666666,26.6441333333,9.53506666666
593.47,17.7822,48.6484,38.4459333334,40.6572,19.3230666667,11.5455333333,33.2820666667,26.6638,9.56740000001
593.80,17.6411333333,48.3710666667,38.2132,40.4630666667,19.163,11.4731333333,33.0483333333,26.5512,9.525
594.14,17.6004666667,48.1254666666,38.0238666667,40.301,19.1412,11.4991333333,32.8458,26.5658666667,9.53993333333
594.48,17.4844,47.8126666667,37.7837333333,40.1022666666,19.0464666667,11.478,32.6066,26.476,9.55406666667
594.81,17.5133333333,47.6895333334,37.6782,40.0490666667,19.0289333333,11.5732,32.4776666667,26.5352666667,9.64733333333
595.15,17.4882666667,47.4928666667,37.5822666667,39.9246,18.9737333333,11.6096666667,32.3108,26.5554,9.68566666666
595.49,17.426,47.2765333333,37.4104666667,39.7826,18.8684,11.6197333333,32.1204,26.5295333333,9.71526666667
595.82,17.3741333333,47.0248,37.1942,39.6227333333,18.7828,11.6477333333,31.9246666667,26.4901333333,9.71899999999
596.16,17.3069333333,46.7466666667,36.9418,39.4336,18.6752666667,11.6197333333,31.6762,26.3943333333,9.6972
596.50,17.3164,46.6136666667,36.8308666667,39.3523333333,18.6651333333,11.6802666667,31.5819333333,26.4324,9.74593333334
596.83,17.2717333333,46.4200666667,36.6806666667,39.2403333333,18.6142666667,11.7028666667,31.3946666667,26.3932,9.74993333333
597.17,17.1837333333,46.1738,36.4704666667,39.0926,18.4550666667,11.6548,31.1696,26.3341333333,9.70539999999
597.51,17.1067333333,45.9544,36.2824,38.9450666667,18.3242,11.6117333334,30.9732666667,26.3118,9.679
597.84,17.0543333333,45.7165333333,36.1356,38.8288,18.2022,11.6034,30.8088,26.2528666667,9.69106666666
598.18,16.9658,45.4837333333,35.9361333333,38.6588666667,18.0922666667,11.5733333333,30.6258666667,26.2054666667,9.64419999999
598.52,16.7886666667,45.1126666667,35.6442,38.401,17.9318,11.4729333333,30.3658,26.0826,9.56813333333
598.85,16.7646666667,44.9058666667,35.4418,38.301,17.8826666667,11.5106666667,30.2425333333,26.0912666667,9.62466666667
599.19,16.7176,44.6142,35.2677333333,38.0939333333,17.8324,11.5386666667,30.0524,26.0500666667,9.64699999999
599.53,16.6985333333,44.4132666667,35.156,38.0055333333,17.7762666667,11.5554666667,29.9238666667,26.0522666667,9.70446666668
599.86,16.6256,44.1811333333,34.9809333333,37.862,17.6952666667,11.549,29.7698666667,26.0855333333,9.72553333333
600.20,16.5383333333,43.8542,34.7805333333,37.6798,17.5833333333,11.5196,29.5322,26.0284,9.71073333333
600.53,16.4545333333,43.6072666667,34.5971333334,37.4770666667,17.4780666667,11.5216666667,29.3278,26.0486666667,9.75366666665
600.87,16.3919333333,43.3419333333,34.3981333333,37.2794,17.4268,11.5556666667,29.1628666667,25.9904,9.81486666668
601.21,16.32,43.0876666667,34.2238666667,37.1105333333,17.3819333333,11.5965333333,28.9871333333,25.9667333333,9.875
601.54,16.2105333333,42.8504,34.0216,36.9312,17.3132666667,11.6143333334,28.8004666666,25.9260666667,9.87626666667
601.88,16.1878666667,42.6043333333,33.8599333333,36.7906,17.2634,11.6528,28.6293333333,25.9384,9.92686666666
602.21,16.1748666667,42.4523333333,33.7361333333,36.6846,17.2088,11.7047333333,28.461,25.9648666667,9.97846666665
602.55,16.1088,42.2474666667,33.6233333333,36.5401333333,17.1234,11.7032666667,28.2946,25.9441333333,9.98953333333
602.88,16.0154,42.019,33.4092666667,36.4082666667,17.0084666667,11.6628666667,28.0928,25.8849333333,9.97253333333
603.22,15.8925333333,41.7645333333,33.1711333333,36.1584,16.8797333333,11.5862,27.8245333333,25.7778666666,9.92280000001
603.56,15.8337333333,41.6148,33.0272666667,36.0510666667,16.7772666667,11.5884666667,27.6864666667,25.7182666667,9.92626666667
603.89,15.7693333333,41.4628666667,32.8767333333,35.9294,16.6947333334,11.5658,27.5005333333,25.6550666667,9.91280000001
604.23,15.7448666667,41.2888666667,32.7304666667,35.8138666667,16.6256,11.5538666667,27.3754666666,25.5792666667,9.9044
604.56,15.671,41.1242,32.5809333333,35.7050666667,16.5659333333,11.5595333334,27.2351333334,25.5548666667,9.90413333332
604.90,15.6544666667,40.9144,32.4162,35.5684666667,16.4866666667,11.5631333333,27.0749333334,25.4946,9.89293333333
605.23,15.6574,40.7918666667,32.3200666667,35.496,16.4567333333,11.5468,26.9514666667,25.5135333333,9.90506666667
605.57,15.6271333333,40.6541333333,32.2068666667,35.4276,16.3936666667,11.5474666667,26.8230666667,25.5006,9.92093333333
605.90,15.4962666667,40.4428,32.0290666667,35.2839333333,16.2713333333,11.4832666667,26.6642666667,25.4024,9.88833333333
606.24,15.4158,40.2020666667,31.8275333333,35.1288666667,16.1766666667,11.4512666667,26.4610666667,25.3384666667,9.8586
606.58,15.3328,39.9844,31.6716666667,34.9603333333,16.0808666667,11.4304,26.2728666667,25.2982666667,9.84706666667
606.91,15.2608666667,39.7470666667,31.4917333333,34.8565333333,15.9614,11.4080666667,26.1068666667,25.2419333333,9.82666666667
607.25,15.1936,39.5298666667,31.3282,34.6756,15.9106,11.3632666667,25.9238,25.2217333333,9.81013333333
607.58,15.1102666667,39.3298666667,31.1398,34.5465333333,15.8152,11.3612,25.7840666667,25.2178666667,9.8016
607.92,15.0190666667,39.1039333333,30.9708666667,34.4086,15.7447333333,11.3336666666,25.6640666667,25.2145333333,9.82906666667
608.25,14.9778666667,38.9252666667,30.8364666667,34.3268666667,15.6880666667,11.3261333333,25.5303333333,25.2446,9.84786666667
608.59,14.897,38.7376,30.6946666667,34.2221333333,15.6367333333,11.3135333333,25.4218,25.2500666667,9.87913333332
608.92,14.8219333333,38.4904,30.5154666667,34.0515333333,15.5452,11.3127333333,25.3062666667,25.1918,9.88820000001
609.26,14.7576666667,38.2638,30.3468,33.8887333333,15.4628666667,11.2912,25.1544666667,25.1604,9.88899999999
609.59,14.7574,38.0878666667,30.229,33.7503333333,15.4211333333,11.3072666667,25.0540666667,25.1551333333,9.9268
609.93,14.7232666667,37.9258666667,30.0956666667,33.6311333333,15.3833333333,11.3124666667,24.9847333333,25.1893333333,9.96840000001
610.26,14.6245333333,37.7492666667,29.9110666667,33.4845333333,15.2788666667,11.2371333333,24.8296,25.1362,9.92733333333
610.60,14.5528,37.5972666667,29.7608,33.3535333333,15.2331333333,11.1986,24.71,25.1668666667,9.92113333333
610.93,14.5176,37.3795333333,29.6356,33.2886,15.1781333333,11.2427333333,24.5936666667,25.1575333334,9.94479999999
611.27,14.5146,37.2634666667,29.5908,33.2068666667,15.1646666667,11.2773333333,24.5290666667,25.1972666667,10.0217333333
611.60,14.4159333333,37.0139333333,29.3987333333,33.0236,15.0326,11.2155333333,24.3082,25.1276,9.95679999999
611.93,14.3752,36.8669333333,29.2963333333,32.9278666667,14.966,11.2174666667,24.2276,25.1084666667,9.94740000001
612.27,14.3358666667,36.7651333333,29.2084,32.8312666667,14.8960666667,11.2212,24.1358,25.0886,9.93253333333
612.60,14.3221333333,36.6540666667,29.1199333333,32.7951333333,14.8500666667,11.239,24.026,25.1163333333,9.95699999999
612.94,14.2110666667,36.4428666667,28.936,32.6240666667,14.7683333333,11.1887333333,23.8409333333,25.0292666667,9.9152
613.27,14.1458,36.2966,28.8154666667,32.5476,14.7202,11.2160666667,23.7170666667,25.0223333333,9.91540000001
613.61,14.0117333333,36.0842666667,28.6276,32.3720666667,14.5695333333,11.1258,23.4652666667,24.8684,9.81873333333
613.94,14.0917333333,36.0212666667,28.6210666667,32.4216666667,14.5852666667,11.2223333333,23.4334666666,24.923,9.92326666667
614.28,14.1165333333,35.8606,28.5782666667,32.3577333333,14.5851333333,11.3162666667,23.4010666667,24.938,10.0111333333
614.61,14.0724,35.7003333333,28.4650666667,32.2366,14.5565333333,11.3273333333,23.2896666667,24.9205333333,10.0526666667
614.94,14.0649333333,35.5593333333,28.3581333333,32.1851333333,14.5137333333,11.3177333333,23.2020666667,24.9149333333,10.0663333333
615.28,14.1386,35.6131333333,28.3676666667,32.2514666667,14.5858666667,11.4313333333,23.1975333333,25.0103333333,10.1886
615.61,14.0986,35.4248,28.179,32.1082666667,14.4928666667,11.4165333333,23.0039333333,24.9466,10.2018
615.95,14.0141333333,35.1773333333,27.9902,31.9337333333,14.4227333333,11.3559333333,22.7676,24.8920666667,10.181
616.28,13.9698,35.053,27.9036666667,31.8271333333,14.3798666667,11.3440666667,22.5962,24.8691333333,10.1890666667
616.61,14.0428,35.0275333333,27.8932,31.8738,14.3873333333,11.4445333333,22.5692,24.9394,10.2552
616.95,14.0528,34.8938,27.7916666667,31.8012666667,14.35,11.4424666667,22.448,24.9341333333,10.2538666667
617.28,14.0903333333,34.7875333333,27.7834666667,31.7474,14.36,11.5203333333,22.3835333333,24.9364,10.3351333333
617.62,14.1130666667,34.7216666667,27.7371333333,31.7235333333,14.4209333333,11.5851333333,22.3524,25.0051333333,10.4013333333
617.95,14.0647333333,34.6056666667,27.6507333333,31.6547333333,14.3876,11.5616,22.211,24.9472,10.4061333333
618.28,13.9876666667,34.3866666667,27.4460666667,31.4860666667,14.2482,11.4510666666,22.0002,24.8305333333,10.329
618.62,13.8826666667,34.2308666667,27.2828666667,31.3084,14.1560666667,11.4226,21.8342,24.748,10.2671333333
618.95,13.7951333333,33.9495333333,27.1213333333,31.1136666667,14.0523333333,11.3835333333,21.6526,24.685,10.2119333333
619.28,13.7489333334,33.861,27.1232,31.0726,14.0294,11.3798666667,21.6053333333,24.6888666667,10.2263333333
619.62,13.7331333333,33.7793333333,27.0910666667,31.0279333334,13.9734666667,11.3936,21.5802,24.6906666667,10.198
619.95,13.6060666667,33.5399333333,26.9126666667,30.8867333333,13.8238666667,11.3152666667,21.4352,24.5803333334,10.1122
620.28,13.5093333333,33.3916666667,26.8037333333,30.7612,13.7356666667,11.2554,21.3026,24.5041333333,10.1133333333
620.62,13.411,33.2847333333,26.6832666667,30.6578666667,13.6520666666,11.2089333333,21.1804666667,24.4840666667,10.0741333333
620.95,13.3777333333,33.2082,26.5622666667,30.5988,13.6281333333,11.1993333333,21.1288,24.5093333334,10.0864666667
621.28,13.2388,33.0217333333,26.4401333334,30.4296666667,13.5126,11.1318666667,20.9958,24.4584666667,10.0090666667
621.62,13.1584666667,32.9103333333,26.3078,30.278,13.415,11.1267333333,20.8780666667,24.3994666667,9.94353333332
621.95,13.1802,32.8592,26.2791333333,30.244,13.4321333333,11.1928666667,20.8568666666,24.4659333333,9.99673333333
622.28,13.2186666667,32.7864,26.251,30.2592,13.4576666667,11.2582,20.8345333333,24.4826,10.0662
622.62,13.1775333333,32.7367333333,26.1958666667,30.2604666667,13.4388,11.2512,20.7756666667,24.4521333333,10.0762
622.95,13.1036666666,32.5673333333,26.039,30.0873333333,13.3496,11.2082666667,20.6303333333,24.3756666667,10.0472666667
623.28,13.0607333333,32.5128,25.9972,30.0592666667,13.3423333333,11.2134,20.5601333333,24.3988666667,10.0843333333
623.62,13.0492,32.4219333333,25.8975333333,29.9611333333,13.3006,11.2135333333,20.4865333333,24.4018666667,10.1134
623.95,13.0141333333,32.3234,25.8111333333,29.8844,13.2498666667,11.2126,20.4551333333,24.4435333333,10.1200666667
624.28,13.0622,32.2728,25.7705333333,29.8534666667,13.2791333333,11.2804,20.4378,24.4224,10.2082666667
624.62,13.0346666667,32.168,25.7036666667,29.7668,13.2176666667,11.2754666666,20.3467333333,24.3983333333,10.1970666667
624.95,12.9980666667,32.0354666667,25.5722666667,29.6904,13.1328666667,11.2511333333,20.2074,24.3161333334,10.1749333333
625.28,13.0387333333,32.0376666667,25.5564666667,29.7200666667,13.1264,11.2868,20.174,24.3966666667,10.2337333333
625.61,12.976,31.9448,25.5066,29.6756666667,13.0592666667,11.2976,20.1016,24.3714,10.2428666667
625.95,12.9612666667,31.8669333333,25.4163333333,29.6035333334,13.005,11.2674,19.9786666667,24.3562666666,10.2182666667
626.28,12.9232,31.7951333333,25.3183333333,29.5286666667,12.9539333333,11.2614666667,19.886,24.3248,10.2386666667
626.61,12.9408666667,31.7215333333,25.2517333333,29.4991333333,12.9215333333,11.2895333333,19.8216666667,24.3363333334,10.2692
626.94,12.9384666667,31.5962,25.1186,29.4190666667,12.8982666667,11.3086666667,19.7364,24.3109333333,10.3052666667
627.28,12.9174666667,31.5180666667,25.0357333333,29.3386,12.882,11.3272666667,19.6356,24.2726,10.3226666667
627.61,12.9685333333,31.4804,25.0198666667,29.3408666667,12.9413333334,11.3787333333,19.6249333334,24.3205333333,10.3745333333
627.94,12.9216666667,31.3614666667,24.9616666667,29.3,12.9054,11.3708666667,19.5658666666,24.3242,10.3286
628.27,12.9204,31.2948,24.9009333333,29.2810666667,12.9016666667,11.3849333333,19.5240666667,24.3406666667,10.3392
628.61,12.8846,31.1672,24.7946666667,29.1680666667,12.845,11.3761333333,19.4214666667,24.3126666667,10.3407333333
628.94,12.8600666667,31.0175333333,24.7284,29.0672,12.8330666667,11.4182666667,19.3499333333,24.3043333333,10.3771333333
629.27,12.8362666667,30.9883333333,24.6594,29.065,12.8187333333,11.4268666667,19.2752666667,24.3292666667,10.3766666667
629.60,12.7674666666,30.893,24.6034,28.9943333333,12.7798666667,11.4222666667,19.2467333333,24.3360666667,10.3820666667
629.94,12.8178,30.8902666667,24.6394666667,29.0274666667,12.8072666667,11.4912666667,19.2757333333,24.4404,10.4316
630.27,12.8329333333,30.8563333333,24.6376666667,29.0356,12.8554666667,11.5252666667,19.2815333333,24.5148666667,10.4599333333
