wavelength,Back_DacFlam,Belly_DacFlam,Breast_DacFlam,Crissum_DacFlam,Crown_DacFlam,DorTail_DacFlam,Patch10_DacFlam,Rump_DacFlam,Throat_DacFlam,WingTip_DacFlam
183.35,122.732333333,161.092866667,152.2404,122.295133333,156.5028,94.8634666667,187.978133333,182.513733333,146.8852,170.164
183.73,150.814866667,204.148133333,191.1112,150.8148,207.851866667,120.148066667,244.000066667,239.259266666,179.4074,216.1482
184.11,148.4524,192.738133333,195.119066667,150.714333333,189.404866667,130.476066667,226.0714,217.619066666,171.428533333,201.904733333
184.49,130.686333333,166.3726,163.333266667,129.0196,152.8432,115.980333333,187.157,181.274533333,142.8432,177.8432
184.87,132.9218,159.423933333,155.555533333,132.181,148.477533333,122.1398,179.0946,174.6502,141.3992,169.6296
185.25,131.086866667,153.768,147.463733333,128.840533333,151.6666,119.130466667,169.3478,163.478266667,137.7538,161.8116
185.63,120.698333333,139.9366,132.698466667,121.841266667,137.27,110.603066667,151.809533333,147.1746,122.730133333,145.523666667
186.01,131.894066667,147.651533333,136.287933333,128.560533333,154.015066667,125.1514,165.606066667,156.969733333,130.606066667,156.212133333
186.39,123.1818,139.166733333,126.893933333,118.106066667,143.181733333,116.742466667,155.6818,141.742533333,116.969666667,146.4394
186.77,116.870733333,130.000066667,113.945666667,110.340133333,136.8028,110.476333333,145.4422,132.517133333,109.3878,128.367333333
187.15,113.4044,124.539066667,111.205666667,106.312133333,140.993,104.539066667,141.773066667,127.5886,105.319133333,121.5602
187.53,103.853133333,109.174333333,103.425066667,98.8378666666,124.587133333,95.4741999999,129.908266667,113.577933333,93.3332666666,108.746266667
187.91,96.9600000001,102.986666667,95.1466666666,94.2933333335,114.613333334,84.5866666666,117.973333333,104.373333333,88.1066666666,97.9733333333
188.29,115.170133333,115.986333333,98.3673333332,103.8776,133.1972,92.0408666668,133.741466667,115.306133333,99.2516666667,107.8912
188.67,131.880333333,128.974466667,105.470066667,120.9402,152.5642,101.8804,150.170933333,129.401666667,115.470133333,116.324733333
189.05,112.078266667,110.352866667,89.4118666667,105.725466667,133.647,92.3136666667,133.647,112.078466667,96.6275999999,101.568666667
189.43,98.4672666666,99.5403333333,74.3295333334,98.6207999999,116.781533333,86.8200666666,125.823666667,103.524866667,86.7433333333,85.5174000001
189.81,118.251333333,116.5028,84.0438666668,118.579066667,152.459,103.278733333,162.1858,126.775866667,103.278666667,110.382533333
190.19,109.253733333,114.427866667,86.6668000001,109.0548,139.203933333,90.2487333333,147.661666667,115.223866667,92.5372,98.9053999999
190.57,144.967133333,152.810533333,116.601266667,140.000066667,187.189533333,121.438,204.575066667,158.3006,132.026066667,131.372466667
190.95,266.666733333,288.888866667,199.682666667,251.111066667,341.587266667,202.857133333,389.206466667,279.047666667,229.841133333,240.317333334
191.33,241.568666667,244.117666667,184.705933334,216.2744,260.3922,196.078466667,307.843133333,241.764733333,201.372533333,217.647066667
191.71,371.228133333,387.017466667,268.0702,316.842266667,402.456,299.2982,461.403533333,368.421133333,311.228066667,327.7194
192.09,377.407333333,383.703666667,277.037,295.185133333,401.851866667,314.814733333,456.2962,339.2592,291.851866667,336.296266667
192.47,259.444466667,286.388866667,214.444333333,228.3332,284.722333333,209.166666667,334.444533333,252.222266667,201.6666,232.222266667
192.85,309.523733333,340.952466667,263.8096,257.143,337.777733333,255.872933333,423.492,305.0794,228.571533333,258.0952
193.23,-826.666666667,-856.190533334,-585.714333333,-555.2382,-830.476266666,-527.619066667,-1095.23806667,-711.428533333,-545.714333333,-572.381066666
193.61,-193.066666667,-185.066666667,-134.133333333,-96.2666666667,-174.933333333,-101.333333333,-245.866666666,-143.2,-114.4,-121.333333333
193.99,-209.7436,-185.128133333,-138.461666667,-91.7950000001,-164.8718,-116.666533333,-219.999866667,-137.179533333,-132.051266667,-114.8718
194.37,-122.0154,-94.1085333335,-64.0310666665,-43.876,-88.0620666666,-62.3256666667,-119.3798,-72.7132,-68.217,-56.2790000001
194.75,-265.0794,-171.746,-127.301666667,-72.6984666667,-157.1428,-121.269666667,-226.3492,-126.984133333,-133.0158,-123.492133333
195.13,-839.999933333,-562.8572,-519.047666667,-289.523733333,-574.285733334,-448.571466667,-744.761999999,-440.952266666,-529.523866667,-445.714333333
195.51,-125.8586,-76.3637333333,-62.0202666667,-26.4646666667,-81.4140666667,-49.0909999999,-107.878733333,-39.5958,-68.6870000001,-54.3434666667
195.89,-101.666666667,-48.3334666667,-50.3029333335,-25.9090000001,-67.2728,-28.4849333333,-81.5150666666,-24.5454,-50.6061999999,-26.3637333333
196.27,-114.333333334,-53.5000000001,-61.8333333333,-30.8333333333,-68.6666666666,-35.3333333333,-91.5,-28.5,-74.6666666667,-32.3333333333
196.65,-110.793666667,-34.2856666667,-57.9365333335,-12.0634000001,-61.7460666666,-40.6349333333,-76.8253333334,-24.6032,-69.3650666667,-26.3492666667
197.03,-158.0392,-58.8236,-97.8432666667,-30.5882666666,-91.5685999999,-64.3136666666,-91.5686000001,-36.2744666666,-111.960666667,-52.157
197.40,-249.5652,-133.043466667,-189.565266667,-81.7392,-152.173866667,-137.101533333,-147.826,-77.9708666667,-192.753666667,-100.5798
197.78,-370.196066667,-242.745066667,-301.1766,-167.450866667,-262.745066667,-227.058866667,-230.588266667,-133.3334,-284.313733333,-175.686333333
198.16,-275.333333333,-198.0,-247.0,-143.0,-207.666666667,-169.333333333,-184.333333333,-94.6666666668,-204.666666667,-132.333333333
198.54,-188.205,-124.6154,-180.256466667,-92.5641333334,-130.256333333,-106.666666667,-122.564133333,-34.6153999999,-152.051266667,-93.3333333333
198.92,-128.703666667,-107.037066667,-140.555466667,-84.6296666668,-95.9258666668,-85.5555999999,-77.2222,-25.9259333333,-107.222266667,-63.5186666667
199.30,-182.068933333,-137.931,-177.7012,-113.793133333,-125.747066667,-126.666666667,-116.091933333,-42.7585333333,-126.206733333,-81.6091333333
199.68,-384.102533333,-305.128266667,-420.512933333,-219.487133333,-251.282,-262.564,-238.461533333,-61.0256666668,-281.0256,-140.0
200.06,-1622.22226667,-1442.22226667,-1806.6666,-1013.33333333,-924.4444,-1206.66673333,-844.4444,-282.222266667,-1182.22233334,-771.111200001
200.44,-149.382733333,-110.8642,-159.0124,-78.0246666667,-68.8887999999,-105.679,-50.3703333333,4.19746666652,-83.7036666667,-52.3457333333
200.82,-337.619066667,-279.524,-360.952466667,-197.619066667,-179.0476,-263.333333333,-140.952266667,-12.3809333333,-216.666733333,-161.4286
201.19,-95.9523999999,-68.8094666666,-98.8095333332,-32.8570666666,-20.4763333333,-58.8094666666,0.23813333334,60.7143333334,-34.2857999999,-15.4761333334
201.57,-64.1177333333,-14.3136666667,-60.9803333335,0.98033333332,4.11766666666,-13.7254666666,15.8824666667,70.9804000001,-7.647,8.23526666658
201.95,-18.1286666667,14.3859333333,-15.9064000001,24.6785333333,28.1872,14.5029333334,26.7835333333,61.9883333333,15.3216,25.6140666667
202.33,-17.9486666666,20.1283333333,-19.8718666667,35.8974666666,29.6154,17.3077333334,30.3846666667,68.5896666667,15.7692666667,32.5641333333
202.71,-48.1081333333,2.16193333333,-57.1170666667,24.8648666667,18.9189333333,-13.3334,8.10799999992,67.9279333333,-1.9818,30.9909333333
203.09,-40.8804666667,13.3332,-40.8804666667,21.8869333333,14.7170666667,-5.03139999993,6.41513333334,46.0375333333,-5.78613333334,24.654
203.47,-26.3389333333,17.5955999999,-24.9180666666,17.0491333333,20.4371333333,2.07633333326,12.3497333333,42.7322666666,-3.60646666666,24.5902666667
203.85,-34.6031333333,11.5343999999,-27.8307333333,4.55026666669,17.8836666666,-8.25386666668,7.51326666664,32.8041333334,-11.8519333333,18.5186666667
204.22,-22.3423333333,12.8828666667,-25.3152666667,1.62153333331,9.45940000002,-7.6576,-0.18013333332,28.108,-11.3514,23.964
204.60,-13.1726666667,13.2530666667,-14.7793333334,2.40966666665,13.9759333333,0.723066666654,2.89166666666,28.6746,-4.17686666666,29.7189333333
204.98,6.40000000002,27.2666666667,2.46666666666,12.8666666667,30.0,12.9333333333,19.3333333333,40.3333333333,9.39999999999,38.3333333333
205.36,-5.26986666665,11.746,-10.4762666667,-0.63493333334,14.9841333333,-2.34926666665,3.99993333333,25.0792666667,-4.95233333334,26.1588
205.74,2.60166666667,14.038,-3.523,0.92146666666,17.1816666666,0.97566666668,9.37680000001,26.3956,-1.0298,29.214
206.12,-7.69700000001,7.1516,-17.5758,-8.84846666668,10.0606666667,-7.09086666667,2.42426666665,17.4545333333,-11.697,26.0
206.50,-16.4209333333,4.91226666668,-22.6666,-19.7894666667,10.4562,-11.8596666667,-0.70173333334,14.6667333333,-16.7018666667,24.2104666667
206.87,0.416666666668,23.5715333333,-2.55946666665,-2.97619999998,22.0238666667,5.53553333334,17.2024666667,28.3928666667,1.30966666667,34.881
207.25,2.01266666667,22.7044666667,-3.33339999999,-7.61013333334,16.7295333333,1.3208,12.2640666667,26.9182,-0.188599999994,34.5912666667
207.63,8.23199999999,27.8262,0.23186666666,3.1306,19.942,10.029,22.7246666667,34.9565333333,7.76806666667,40.5796666667
208.01,2.14279999998,23.3928,-8.27366666667,-4.94053333334,13.0952666667,3.80953333333,13.9881333333,24.6428,-2.67866666667,31.1309333333
208.39,-8.26073333332,24.9274,-18.0434,-12.7535333333,15.0725333333,-1.9564,11.0144,23.7680666667,-13.4782666667,26.594
208.77,-21.1813333333,13.924,-39.2404666667,-29.0296666667,3.45986666666,-14.0928,-6.32906666666,11.0548666667,-33.3333333333,15.4429333333
209.14,-19.8312,13.7552666667,-36.962,-24.2194666667,4.80999999998,-5.14766666668,-7.08853333333,12.4051333333,-28.4388,21.0971333333
209.52,-9.49506666668,35.8586,-27.5756,-20.8082,21.0101333333,12.1212,5.35360000001,30.2018666667,-15.9596,39.2929333333
209.90,-67.0589333333,23.1371999999,-106.8628,-92.7450000002,-6.66673333334,-16.8628000001,-41.9608,4.90186666666,-88.0392666669,15.8824666667
210.28,-90.7142000001,16.9046666666,-145.238133333,-139.5238,-24.5236666667,-36.1904666666,-76.1904666667,-11.4286000001,-133.333266667,-8.3334
210.66,-67.7778,26.0000666667,-129.7778,-112.000066667,-9.55546666668,-28.0000666668,-72.8888666667,-6.88886666662,-124.666666667,-3.77786666667
211.03,-62.1428,21.9047999999,-140.9524,-125.238133333,-5.00013333334,-19.0476666666,-77.6191333333,3.5714666666,-124.999933333,-3.33333333334
211.41,-206.666733333,117.1428,-512.380933332,-458.095333333,60.9523333331,2.8571333334,-264.762,67.6190666664,-439.0476,44.7619333334
211.79,234.074,25.1852666667,514.8148,511.111133333,45.1851333335,171.851933333,364.444533333,93.3333333334,490.370466667,102.962933333
212.17,364.444533334,-328.888800001,1137.77786667,1257.77793333,-117.777866667,126.666666667,711.111133334,-115.555599999,1046.6666,-31.1110666674
212.55,-90.6666666667,72.6666666666,-344.0,-370.0,5.99996496931e-11,-43.9999999998,-250.0,2.0,-322.0,15.3333333332
212.92,499.999999999,-366.666666667,1810.0,1893.33333333,140.000000001,300.0,1216.66666667,-50.0000000006,1610.0,146.666666667
213.30,115.238133333,7.61900000014,302.8572,355.238133333,98.5714666666,106.190466667,232.857066667,77.6191333333,310.952466667,89.0475999999
213.68,76.8420666667,25.6140666667,255.087733333,246.315933333,91.2279333333,88.4211333334,198.947333334,63.5087333333,250.175333333,90.5262666665
214.06,216.666666667,-58.333333334,961.666666665,963.333333333,258.333333333,328.333333333,719.999999999,66.6666666674,863.333333333,190.0
214.44,60.8333333334,185.0,-265.833333333,-305.0,55.8333333334,-2.84217094304e-15,-200.0,172.5,-203.333333333,81.6666666668
214.81,-560.000000001,313.333333332,-3300.0,-3766.66666667,-959.999999999,-1246.66666666,-2613.33333333,346.666666667,-2893.33333333,-306.666666666
215.19,790.000000001,496.666666666,2216.66666667,2423.33333334,1013.33333333,1180.0,1980.0,710.000000001,2473.33333334,820.000000001
215.57,-279.047733333,-160.952266667,-717.142933334,-711.428533334,-268.571533333,-391.428666667,-586.666666667,-305.714266667,-770.4762,-318.095133333
215.95,1183.33333333,670.0,2660.0,2556.66666667,1113.33333333,1296.66666667,2356.66666667,1416.66666667,2823.33333333,1500.0
216.32,229.230733333,161.025666667,435.3846,390.2564,192.307733333,255.384733333,414.358933333,261.025466667,498.974333333,281.538466667
216.70,103.555533333,74.4444666666,187.777733333,163.555666667,83.1111999999,112.6666,179.555533333,116.000066667,214.888866667,127.555666667
217.08,124.126866667,79.0475999999,256.508,233.650733333,91.4285999999,146.984266667,246.031733333,163.8094,302.8572,160.634866667
217.46,105.5556,75.2778666667,231.666666667,201.6666,78.6110666667,130.2778,226.111066667,144.999933333,275.2778,141.388933333
217.83,91.0568666668,74.6342,155.935066667,154.146333333,69.9185999999,102.926933333,161.1382,111.87,193.821066667,109.4308
218.21,71.3334000001,68.1111999999,122.999933333,123.111066667,61.8889333334,86.6665333331,133.111066667,94.7777333333,155.777733333,97.4444
218.59,64.3881333333,65.0632666667,108.8608,102.869266667,59.3248666667,78.3122666667,111.308066667,86.1602666667,134.092866667,86.4135333333
218.97,82.1794000001,74.6153999999,142.3076,143.974333333,75.5127999999,92.0512666667,159.102466667,121.538533333,181.794933333,114.6154
219.34,64.0677333333,63.9548666667,110.282466667,118.192066667,59.8868666667,72.8812666667,128.813533333,97.5140666667,141.468866667,87.1187333333
219.72,53.3333333333,59.7661333333,97.6607999999,117.894666667,62.2222666667,65.0291333334,122.69,88.3042000001,130.994066667,73.5672000001
220.10,65.3967999999,71.6403333333,94.7090000001,119.576733333,75.6614,79.4708666667,126.455,91.9576000001,132.91,80.8465999999
220.47,56.1904,66.9524,87.3333333332,111.619066667,74.7618666667,73.1428666668,114.857133333,85.3333333332,115.333266667,71.2381333333
220.85,50.5935333333,63.9268666667,79.8173333334,105.753466667,67.0318666667,64.2008666667,110.958933333,80.7305333334,106.118733333,64.0182666667
221.23,54.2361333333,62.6388666667,70.0693333333,89.7220666667,64.3055333333,60.2777333333,98.9584666667,73.5416666667,89.2361999999,61.3889333333
221.61,57.8413333333,64.6348666667,69.5872666666,90.9842666667,71.2380666667,62.7936666667,98.0952666666,78.0952,86.1586666665,66.2222666667
221.98,69.2948666666,73.7820666667,82.5640666666,99.3590666669,83.3333333334,74.4230666666,109.936,89.3590000001,96.3462666667,77.3077333333
222.36,59.772,64.6722666667,72.0797333333,87.8063333333,76.5243333334,64.2164666667,96.5811333333,81.0825333333,85.9259333333,65.0142666667
222.74,57.2327333333,59.8742666667,71.5094666666,92.1384666667,78.9936666667,64.088,100.9434,82.0753999999,85.9118666667,60.7546666667
223.11,51.1628666667,59.8448666667,64.8062,79.0182000001,70.5942,60.1034666667,88.1136666667,73.1782666667,76.4858666667,57.416
223.49,56.8157333333,62.0398666667,72.6367333334,81.7411999999,75.2735333334,63.5323333333,93.98,78.2587333333,80.3483333333,64.627
223.87,64.2472666667,69.6236,79.6773333333,88.2257333335,79.7850666667,69.8924,103.333266667,84.5162,88.4408666667,75.7527333334
224.24,54.1666,63.9286000001,75.4761333333,83.1547999999,70.5953333333,61.0119333333,100.0,82.2619333333,86.3095333333,70.4761333333
224.62,54.0742,63.5897999999,73.5612,86.1539333333,68.2620666667,62.8489333333,99.4873333335,82.507,84.5013999999,73.1054
225.00,66.1261333334,72.4324666667,84.0239999999,100.360333333,80.9610666667,76.3964666666,112.192133333,93.8138000001,97.2371333333,86.4262666665
225.38,68.0272666667,82.0408666667,91.9046666665,107.278866667,88.0272666667,83.3332666666,121.972933333,102.040733333,107.1428,95.7822666665
225.75,71.2714666667,85.2233333334,100.137533333,110.9278,90.7903999999,90.7215333333,130.240533334,105.3608,112.5772,99.3812666668
226.13,62.4999999999,79.5139333333,89.6527999999,106.527666667,80.2084,80.7638666667,121.875066667,100.972266667,103.9584,95.4862000001
226.51,68.7583333333,83.3987333334,95.4247999999,106.993533333,83.4641333333,84.4443333333,123.790866667,102.483666667,103.3988,100.718933333
226.88,62.5506666667,77.1594000001,84.8115999999,95.0723999999,76.1160666667,75.942,109.1016,92.8696000001,91.8259333333,95.4783333331
227.26,59.5025333334,69.0050666667,76.5672,83.6318,67.8605333333,69.0546,97.5123999999,82.3881333334,81.4925333333,86.9651999999
227.64,63.3334666667,70.9778666667,77.5110666667,83.5111333333,70.0,72.6666666667,96.6667333331,84.2667333333,80.5778,86.7111333334
228.01,56.5833333333,67.2916666667,70.375,76.9583333333,66.0416666667,69.2083333333,92.0833333333,80.2916666667,78.0,79.9166666667
228.39,58.5964666667,65.4736,68.3508666666,74.4910666667,66.8771333333,66.7368,87.2982666667,74.9472666667,72.8771333333,76.4562666667
228.76,59.5651333333,64.4202666667,70.8332666667,73.8769333333,66.8114666667,66.3044,90.2174,75.2898666666,74.6015333333,77.1376
229.14,55.2102666667,61.6181333333,64.6278,67.4434,64.4660666667,63.8188666667,83.657,69.8058,69.5145333333,72.9773333333
229.52,54.8837333333,60.8062666667,61.2712,67.1628,63.4108,64.4032,81.5504666667,69.7364666667,68.1239333334,72.6509333333
229.89,52.2762666667,55.8884,54.7725333333,62.2026666667,58.4141333333,58.7959333333,74.4494666667,63.7004,63.8473333333,69.0748
230.27,57.3156,60.1770666667,61.4454666667,66.6666666667,64.7492,64.6609333333,79.41,68.5545333333,68.4661333333,73.9823333333
230.65,58.6941333333,60.5154666667,57.6288,66.0137333333,63.4708,63.7113333333,79.9312,69.2097333334,67.6975333333,75.2921333333
231.02,61.595,62.3924,58.2775333334,66.8580666667,65.1993333333,65.7735333333,81.4992666667,72.217,71.1004,75.3109333334
231.40,58.7499333333,59.9305333333,54.4097333333,65.2778666667,63.993,65.3472666666,79.8611333333,69.8958,70.3125333334,75.1734666667
231.78,51.2681333333,54.4926666667,46.4855333333,56.7390666667,57.6448666667,59.7464666667,74.9274666667,63.1159333333,64.2392,69.0942
232.15,52.1894666667,54.0522,46.7975333333,56.4052666667,57.2549333333,57.3202666667,71.7973333333,60.1308,60.0326,68.5622
232.53,59.0688,64.581,55.8659333334,66.0334666667,66.3687333333,67.5232,84.1713333333,70.6146,70.5400666667,81.08
232.90,56.4952,65.5238666667,52.8762,63.9238666667,63.8095333333,66.7427333333,82.6287333333,70.0570666667,67.8475333333,79.8475333333
233.28,47.4538,61.1110666667,48.0556,59.8609333333,55.5093333333,60.0926666667,81.8518666667,70.7408,62.1759333333,76.5740666667
233.66,45.0000666666,55.2777333333,44.5834,54.6759333333,51.3888666667,54.8148,75.8333333333,64.9536666667,55.5556,70.4166
234.03,50.2604,62.5,45.9895333333,59.6875333333,55.3646666667,61.823,86.3020666667,72.4479333333,57.2396,75.6772
234.41,41.8229333333,56.7708,37.1354666667,51.6665333333,46.9792,57.604,80.1562,64.3750666667,50.4166,68.3333333333
234.78,37.8742666667,56.715,38.0677333333,50.5797333333,44.8793333333,58.3573333333,78.0676,60.3865333333,48.7440666667,64.6378666667
235.16,34.6078,57.8921333334,33.4804666667,47.304,42.4020666667,55.6864666667,73.0882,55.7352666667,41.7156,62.9902
235.54,37.3544666667,65.3438666667,38.2540666667,51.2699333333,44.2329333333,59.6825333333,79.9470666667,61.4814,45.4498,63.3333333333
235.91,43.8418666667,71.9773333333,40.5086,60.791,51.2993333334,65.7626666667,84.5198666666,66.7233333333,50.226,71.9773333333
236.29,36.9418666667,68.8684,36.6973333333,56.6973333333,46.7278666667,66.0549333334,85.0763333333,67.0334666667,48.8684666667,71.1314666667
236.66,17.037,46.6666,13.8719333333,35.0841333334,20.404,44.2424666667,63.7035333333,45.5218666667,23.9056666666,49.6971333333
237.04,22.381,46.7346666667,10.9524666667,37.2788666667,22.9933333334,45.3061333333,65.0341333333,45.0339333333,22.9931333333,52.4490666666
237.41,30.6289333333,50.1887333333,12.2012666667,36.2264666667,28.3646666667,47.8615333333,67.8616666667,42.8931333333,27.1697333333,57.6729333333
237.79,27.5472,48.5535333333,10.8804666667,33.9623333333,24.654,49.1194666667,69.6226,38.3018666667,25.283,57.3584
238.17,24.9404666667,47.5594666667,16.3096,31.7856666666,23.8094666667,47.4404666667,66.6070666667,36.8452666667,25.8333333333,57.4404
238.54,28.3968666667,40.7631333333,18.2188666667,30.6361333333,22.9516666667,44.4274666667,61.374,34.9618666667,25.7507333333,53.4352
238.92,28.2222666667,40.3556666667,19.5555333333,31.5110666667,26.8445333333,42.5332,59.3776,33.3778,28.5777333333,53.2889333333
239.29,26.8859333333,39.2543333333,20.5702,30.3948,23.465,43.0702666667,61.5351333333,30.921,30.8332666667,54.2544
239.67,24.0160666667,31.2852666667,17.2691333333,26.6667333333,19.9196,38.6346,58.5942,26.1043333333,25.7428666667,50.04
240.04,18.6095333334,26.5240666667,13.7254,22.6024666667,13.8324666667,33.3333333333,52.9056666667,20.2852666667,20.9625333333,42.8164666667
240.42,18.0543333333,23.4131333333,12.4082666667,20.9251333333,11.4514,28.8675333333,50.6858,17.7992666667,17.2886,36.7783333333
240.79,18.3473333333,23.0532666667,12.8851333333,20.7562666667,13.3615333333,31.0364,51.1205333333,18.3193333333,18.1234,33.6972666667
241.17,18.1332,22.7635333333,13.4788,20.1698,14.1576,30.6908,49.115,16.9938,17.818,32.0001333333
241.54,18.2252,21.2554,14.2206666667,20.6926666667,13.9178,31.9696666667,47.1645333333,16.9914666667,18.1168666667,30.3680666667
241.92,16.3406666667,19.0536,12.366,17.3500666666,12.4289333333,29.6741333333,46.0146666667,15.0157333333,17.3712,27.8443333333
242.29,14.1407333333,16.9151333333,9.85513333333,14.9689333333,10.4762666667,27.8260666667,44.9068,12.0703333333,14.617,25.1550666667
242.67,10.2869333333,15.0773333333,5.16559999999,10.6624,7.39506666667,24.967,43.2892,8.16786666667,10.5078,22.4502666667
243.05,6.94740000001,10.9239333333,0.374333333328,6.38599999999,1.26313333334,20.8888666667,41.1462,4.25726666668,4.42113333334,17.8245333333
243.42,6.20219999999,9.57026666667,-1.27766666667,4.57593333333,0.627200000008,19.9535333333,41.0684666667,3.80959999999,2.0208,15.633
243.80,3.43626666666,8.84306666667,-2.42833333332,3.52813333334,0.229133333334,19.5646666667,40.1832,1.19126666667,1.37453333333,15.5785333333
244.17,7.12126666667,9.6104,1.19040000001,5.38966666667,3.26846666666,20.6926,41.6017333333,4.41566666666,3.63646666666,16.6883333333
244.55,6.48640000001,9.00906666667,1.50146666666,4.60453333334,3.8438,21.2612,39.5594666667,5.0852,4.1442,16.4164
244.92,7.92880000001,8.26679999999,2.73780000001,5.51106666667,5.20886666667,21.6177333333,39.0754666667,5.7244,4.7112,16.6578
245.30,7.64019999999,7.27706666667,3.49839999999,4.57106666667,4.07593333333,21.0891333333,39.0428666667,6.91413333335,5.42913333334,15.2970666667
245.67,5.93946666666,5.04553333333,2.56066666665,3.3182,2.66653333333,17.8635333333,37.4998666666,4.86360000001,3.46966666667,13.1363333333
246.05,5.77973333334,4.22720000001,2.39786666667,3.47886666667,2.39773333334,17.0063333333,37.0199333333,4.46300000001,2.7998,12.7512
246.42,7.14833333332,4.91786666665,3.85306666666,5.5514,4.57553333334,17.8962,38.2764,7.47779999999,4.65146666667,13.3207333333
246.79,7.29233333333,5.26739999999,4.0842,6.15479999999,4.37993333334,17.8724,37.5768,7.25826666667,4.6074,12.9010666667
247.17,9.20539999999,6.18173333333,6.35706666667,8.12186666665,6.66666666667,19.6594,38.452,9.09193333333,6.89366666667,14.5408666667
247.54,11.0135333333,7.38779999999,8.83046666666,10.3704,8.27486666667,20.8868666667,39.4735333333,10.3995333333,8.772,15.6626666667
247.92,11.9423333333,7.76026666666,8.93033333334,10.5227333333,8.37426666667,21.0456,39.6067333333,10.9543333333,8.4028,15.645
248.29,10.2594666667,6.0134,7.5312,9.32766666666,6.62833333334,20.3650666667,38.223,9.24120000001,6.85886666667,14.2747333334
248.67,10.4312,5.63173333333,7.90466666668,9.65999999998,7.14366666667,20.9539333334,39.3912,8.59459999999,6.31146666667,14.3176666667
249.04,11.2433333333,7.38473333332,9.12100000001,10.8146,7.98499999999,21.9293333333,39.925,9.59259999999,7.80273333333,15.4126666667
249.42,10.5688,6.42786666667,9.55626666665,10.8646,8.10006666666,21.5812666667,40.1594,8.86233333333,6.93966666667,15.1308
249.79,10.8302666667,7.13593333333,10.1202,11.7448666667,8.72446666666,22.5512666667,40.1324,9.31413333332,7.38866666666,15.5474
250.17,13.7373333333,9.94639999999,13.1431333333,15.4248666667,11.8122666667,25.3001333334,40.4991333334,12.549,11.3252,17.3619333333
250.54,10.9409333333,6.77879999999,10.3801333333,11.8255333333,7.6386,22.7165333333,36.8474666667,7.9502,8.43626666666,14.6542
250.92,10.2696,5.18086666666,9.90153333336,11.0454666666,6.64039999999,22.2618,36.1999333333,7.9158,8.03413333333,13.2939333333
251.29,10.2278,5.2726,10.8766,10.8626,6.68059999999,22.7468,36.991,8.00559999999,8.25393333333,13.2091333333
251.66,8.19740000001,2.67526666667,8.41219999999,8.86980000001,4.56373333333,20.515,34.8498,5.4364,6.13733333333,11.4879333333
252.04,9.59386666668,4.08973333334,9.98600000001,10.3922,5.68626666667,20.6582666667,34.4116666667,7.15686666666,9.29973333333,12.8290666667
252.41,10.7539333333,5.53899999999,11.4164,11.2755333333,6.56799999999,21.0429333333,35.3206,8.06186666667,10.0211333333,13.8408666667
252.79,10.3005333333,5.08746666669,10.2586666667,10.1748,4.73793333333,19.3150666667,34.0181333334,7.42126666667,9.76933333335,13.2356
253.16,9.18273333333,3.16979999999,9.08313333333,8.78466666667,3.58206666667,17.413,32.5800666667,5.58639999999,8.23046666666,12.4946
253.54,9.64246666667,3.89499999997,9.30693333334,9.10280000001,3.77826666667,17.6658666667,31.9911333334,6.30193333333,9.0006,13.4352666667
253.91,9.15140000001,2.71213333334,9.21206666666,7.84853333333,2.65173333333,16.5000666667,31.8484666667,5.04540000001,9.06073333332,12.1212666667
254.28,7.04000000001,0.763333333333,8.1086,5.3606,0.339333333333,14.6905333333,32.5868666667,2.44260000001,7.88806666666,10.1611333333
