wavelength,Back_DacFlam,Belly_DacFlam,Breast_DacFlam,Crissum_DacFlam,Crown_DacFlam,DorTail_DacFlam,Patch10_DacFlam,Rump_DacFlam,Throat_DacFlam,WingTip_DacFlam
562.96,7.2352,48.158,36.8150666666,51.0682666667,15.9381333333,8.19013333333,43.4535333333,50.7923333333,7.10733333333,7.852
563.30,7.21306666667,48.2235333333,36.8765333333,51.1657333333,15.9388,8.18973333333,43.5063333333,50.8612,7.09213333333,7.83486666667
563.64,7.09726666667,48.1441333333,36.7874666667,51.0821333333,15.8324,8.10266666667,43.4702,50.7950666667,6.97946666667,7.77846666667
563.99,6.9836,48.0806666667,36.7378,51.0671333333,15.7185333333,8.01806666667,43.4345333333,50.7603333333,6.85673333334,7.6686
564.33,6.95513333333,48.1068,36.6866,51.0582,15.6844666667,7.9992,43.4501333333,50.8068,6.83073333333,7.65186666667
564.67,6.87453333333,48.1871333333,36.7231333333,51.1198666667,15.6338666667,7.94046666667,43.5176666667,50.9084,6.7474,7.60853333333
565.01,6.84686666666,48.1435333333,36.7114666667,51.0847333333,15.6224666667,7.9762,43.5366666667,50.9002666667,6.73953333333,7.63306666667
565.35,6.8738,48.1425333333,36.7238,51.0476,15.5998,8.0026,43.5481333333,50.9182,6.75626666667,7.63446666667
565.69,6.88526666667,48.113,36.7335333334,51.0871333333,15.6052,8.0042,43.5206,50.9146666667,6.77226666667,7.6412
566.03,6.93293333333,48.2514666667,36.8388666667,51.2415333333,15.6619333333,8.04433333333,43.6373333333,51.0246,6.84593333333,7.70406666667
566.37,6.9178,48.3054666667,36.8684666667,51.2831333333,15.6324666667,8.01646666667,43.6562,51.0944666666,6.83,7.67826666667
566.71,6.90713333333,48.3423333333,36.8916666667,51.3152666667,15.6082,7.9818,43.6302,51.1288666667,6.81793333333,7.66206666667
567.05,6.8598,48.3204666667,36.8876666667,51.3330666667,15.5589333333,7.97073333333,43.5928666667,51.1034,6.7892,7.63526666667
567.39,6.8924,48.3726,36.9316,51.3872666667,15.5946,7.9898,43.5580666667,51.1746,6.82733333333,7.64986666667
567.73,6.89466666667,48.4188,36.944,51.4082666667,15.5838,8.0198,43.5434,51.1964,6.85906666667,7.67186666667
568.07,6.94886666667,48.5155333333,37.0618,51.52,15.6131333333,8.05793333333,43.5795333333,51.2364,6.8988,7.71533333333
568.41,6.96733333333,48.4743333333,37.0339333333,51.5363333333,15.5942,8.07286666667,43.5650666666,51.1960666667,6.91026666667,7.69966666667
568.75,6.96893333333,48.5306666667,37.0466666667,51.5783333333,15.5602666667,8.0398,43.5911333333,51.2970666667,6.89146666667,7.67926666667
569.09,6.94746666667,48.5304,37.0255333333,51.588,15.5286666667,7.9948,43.5580666667,51.2817333333,6.87266666667,7.64606666667
569.43,6.94866666667,48.5928,37.0479333333,51.5927333333,15.5474666667,8.0044,43.6105333333,51.3308666667,6.8974,7.66586666667
569.77,6.92786666667,48.4808666667,36.9578666667,51.4900666667,15.5028666667,8.00906666667,43.553,51.2733333333,6.88073333334,7.65166666667
570.11,6.91546666667,48.5204,36.998,51.5127333333,15.4848666667,8.01373333333,43.6066,51.2924,6.87453333333,7.63373333333
570.45,6.88426666667,48.5204,36.9789333333,51.4833333333,15.4581333333,7.98866666667,43.6205333333,51.2898,6.86886666667,7.5984
570.79,6.8886,48.5418666667,36.9602666667,51.4405333334,15.4193333333,7.96973333333,43.619,51.2908,6.844,7.57613333333
571.13,6.85406666666,48.6126666667,37.003,51.4999333333,15.3872666667,7.94933333333,43.7202,51.3349333333,6.819,7.55213333333
571.47,6.76466666667,48.5292666667,36.9043333333,51.3846666667,15.2972,7.8522,43.6232,51.2353333333,6.73026666667,7.46146666667
571.81,6.71366666667,48.4703333333,36.8835333333,51.3678666667,15.2266,7.79806666667,43.6236666667,51.2740666667,6.70073333333,7.40646666667
572.15,6.75673333333,48.5299333333,36.9538666667,51.385,15.2541333333,7.84753333333,43.6452,51.3336666667,6.77066666666,7.46713333333
572.49,6.7594,48.4723333333,36.9068666667,51.3128666667,15.2304666667,7.861,43.5434,51.224,6.801,7.46986666667
572.83,6.72666666667,48.4821333333,36.9248666667,51.3063333333,15.2006666667,7.85326666667,43.5254,51.2068,6.81373333333,7.47213333333
573.17,6.68186666667,48.4846666667,36.9063333333,51.3384666667,15.1464,7.81906666667,43.5208666667,51.2347333333,6.7574,7.41793333333
573.51,6.645,48.508,36.8965333333,51.307,15.0969333333,7.7664,43.4562666667,51.1957333333,6.7218,7.349
573.85,6.60093333333,48.4454,36.8424666667,51.2866666667,15.0323333333,7.72593333333,43.3508666667,51.1369333333,6.677,7.28633333333
574.19,6.59193333333,48.4841333334,36.8704666667,51.3512666667,15.0364666667,7.72953333333,43.3754666667,51.1811333333,6.67586666667,7.2934
574.53,6.59153333333,48.4914666667,36.8615333333,51.396,15.0277333333,7.70853333333,43.3630666667,51.2106666667,6.68706666667,7.28353333334
574.87,6.62913333333,48.4617333333,36.8418666667,51.3653333333,15.0447333333,7.7604,43.3050666667,51.1936,6.7404,7.31913333333
575.21,6.73326666666,48.6038666667,36.962,51.5210666667,15.1472,7.8588,43.4078666667,51.3484666667,6.87266666667,7.4046
575.55,6.77646666667,48.6651333333,36.969,51.5202666667,15.2166666667,7.93686666667,43.3706,51.3427333333,6.93773333333,7.45706666667
575.89,6.7724,48.7076666667,37.0052,51.5848,15.2246,7.91993333333,43.3892,51.3742,6.9376,7.43346666667
576.22,6.78866666667,48.777,37.0370666667,51.664,15.2678,7.9306,43.4404,51.4408,6.95546666667,7.46026666667
576.56,6.81893333334,48.8478666667,37.0771333333,51.7524666667,15.3204666667,7.98293333333,43.4703333333,51.5405333333,6.99,7.4738
576.90,6.83786666667,48.8717333333,37.0989333334,51.7734,15.3067333333,8.00133333333,43.4195333333,51.5464666667,7.017,7.47933333333
577.24,6.8734,48.9572,37.157,51.8728666667,15.3369333333,8.0532,43.4661333333,51.6080666667,7.07806666667,7.54106666667
577.58,6.86286666667,48.9585333333,37.1751333333,51.8574,15.3577333333,8.05553333333,43.4734666667,51.6324666667,7.09906666667,7.53826666667
577.92,6.86486666667,48.9562,37.194,51.8598,15.3555333333,8.08166666667,43.4238666667,51.6212,7.1342,7.52086666667
578.26,6.87886666667,49.0416,37.2504666667,51.9068,15.3850666667,8.13706666667,43.4704666667,51.6428666667,7.18386666666,7.54153333333
578.60,6.92693333333,49.161,37.3274666667,52.0300666667,15.3986666667,8.1444,43.5496666667,51.7281333334,7.22566666667,7.55606666667
578.94,6.8608,49.1683333333,37.3116666667,52.0506,15.3479333333,8.13646666667,43.5627333333,51.6867333333,7.17386666667,7.51233333333
579.28,6.83373333333,49.1936666667,37.3314666667,52.123,15.2725333333,8.077,43.5915333333,51.7065333333,7.12906666667,7.461
579.61,6.83786666667,49.252,37.3174,52.1078,15.2526666667,8.1172,43.5952,51.6748666667,7.16286666667,7.4756
579.95,6.86826666667,49.3364,37.3896666666,52.1046,15.2726666667,8.13833333333,43.6426,51.6934666667,7.2086,7.50926666667
580.29,6.88773333333,49.4038,37.4174666667,52.102,15.2520666667,8.13006666667,43.6814666667,51.6944,7.20746666667,7.51126666667
580.63,6.9066,49.4417333333,37.4135333333,52.0722666667,15.28,8.19093333333,43.7214666666,51.7126666667,7.28713333333,7.5408
580.97,6.9024,49.4477333333,37.4245333333,52.0976,15.2668,8.19133333333,43.7211333333,51.7810666667,7.2776,7.52966666667
581.31,6.95326666667,49.5106666667,37.4626666667,52.1492666667,15.2759333333,8.23353333333,43.7600666667,51.813,7.3126,7.59186666667
581.65,6.9738,49.547,37.4224,52.1556666667,15.2410666667,8.24233333333,43.817,51.8502666667,7.33246666667,7.5984
581.98,7.01746666667,49.5762,37.483,52.1742666667,15.2606666667,8.2682,43.84,51.8989333333,7.36166666667,7.63733333333
582.32,7.017,49.4965333333,37.4288,52.0449333333,15.2673333333,8.32673333333,43.7940666667,51.8186666667,7.4078,7.6662
582.66,7.05346666667,49.5098,37.4468,52.0624,15.2507333333,8.32246666667,43.7956666667,51.8650666667,7.4332,7.71013333334
583.00,7.09146666667,49.5490666667,37.4798666667,52.0443333333,15.2615333333,8.37406666667,43.8118666667,51.8754666667,7.51053333333,7.76773333333
583.34,7.0386,49.4986,37.4384,52.0316,15.2431333333,8.33846666667,43.8016,51.9009333333,7.49086666667,7.7366
583.68,7.0496,49.51,37.4564,52.0832666667,15.202,8.35813333333,43.8041333333,51.9531333333,7.4916,7.71673333333
584.01,7.09633333333,49.5364666667,37.4753333333,52.1554666667,15.2237333333,8.45526666667,43.8266666666,52.0075333333,7.5814,7.81646666667
584.35,7.10586666667,49.5423333333,37.5198,52.2296,15.2188666667,8.42520000001,43.8642,52.0162666667,7.54293333333,7.785
584.69,7.07933333333,49.5359333333,37.4994666667,52.1839333333,15.2035333333,8.42733333334,43.867,51.951,7.5318,7.76146666667
585.03,7.0252,49.5507333333,37.4542666667,52.173,15.1425333333,8.42273333333,43.8679333333,51.96,7.49153333333,7.7268
585.37,7.13433333333,49.5202666667,37.5037333333,52.1408,15.2016666667,8.51506666667,43.8428,51.923,7.57586666666,7.84206666667
585.70,7.1,49.5045333333,37.4642,52.1818,15.1779333333,8.50200000001,43.8678,51.9402666667,7.58613333333,7.82793333333
586.04,7.05446666667,49.5236666667,37.4602,52.2122666666,15.0956666667,8.4034,43.83,51.9635333333,7.49113333333,7.74286666667
586.38,7.0352,49.5762,37.4692666667,52.2623333333,15.0738666667,8.38166666667,43.8796666667,52.0238,7.46666666667,7.72186666667
586.72,7.0356,49.6370666666,37.4802,52.3239333333,15.1056666666,8.38586666667,43.9450666667,52.1217333333,7.47933333333,7.75073333333
587.06,7.0346,49.502,37.4092,52.2247333333,15.0569333333,8.35226666667,43.8422666667,52.0364,7.46766666667,7.73033333333
587.39,7.03046666667,49.5206666667,37.4006,52.2447333334,15.0727333333,8.37873333333,43.8733333333,52.0558666667,7.48513333333,7.7726
587.73,7.03613333333,49.4724,37.3670666667,52.1924,15.0482,8.38113333333,43.8732666667,51.9832,7.46873333333,7.7556
588.07,6.982,49.4198,37.3248,52.0955333333,14.9765333333,8.3514,43.7873333333,51.9500666667,7.4594,7.7824
588.41,7.0922,49.5267333333,37.3917333333,52.2036,15.0259333333,8.4272,43.8419333333,52.0538666667,7.53846666667,7.8874
588.74,7.2614,49.6656666667,37.5325333333,52.37,15.1426,8.52946666667,43.9554666667,52.2116,7.67686666667,8.04306666667
589.08,7.17546666667,49.6558,37.4528,52.358,15.0651333333,8.4694,43.9086666667,52.2038666667,7.60313333333,7.98646666667
589.42,7.1416,49.6072666667,37.3928666667,52.2755333333,15.0155333333,8.42373333334,43.8434,52.1443333333,7.54613333333,7.9786
589.76,7.12006666667,49.6774666667,37.4328,52.3769333334,15.0375333333,8.46826666667,43.8766,52.2044,7.595,7.99726666667
590.09,7.15626666667,49.6118,37.398,52.287,15.0412666667,8.5408,43.781,52.1088,7.67326666667,8.06106666666
590.43,7.136,49.5849333333,37.3878,52.2819333333,14.9941333333,8.55826666667,43.7046,52.0508666667,7.64553333333,8.029
590.77,7.142,49.6599333333,37.4092666667,52.3466,14.9806,8.5892,43.7592,52.0818666667,7.63026666667,8.08366666667
591.11,7.16293333333,49.7224666667,37.4667333333,52.4332,14.957,8.60126666667,43.7774666667,52.0802,7.65153333333,8.0976
591.44,7.20746666667,49.8271333333,37.5376666667,52.5565333333,14.9871333334,8.63806666666,43.8698,52.22,7.68886666667,8.15113333333
591.78,7.3236,49.9932,37.6683333333,52.7742666667,15.0784666667,8.74173333334,44.0343333333,52.367,7.78326666667,8.24106666667
592.12,7.18333333333,49.8386,37.5239333333,52.6726666667,14.9144666667,8.60193333333,43.9202,52.2018,7.64773333333,8.09506666667
592.46,7.11326666667,49.8582666667,37.5072,52.6612,14.8597333333,8.58226666667,43.9046,52.1678,7.60433333333,8.06506666667
592.79,7.165,49.9255333333,37.5945333333,52.8044666667,14.8887333333,8.60240000001,44.0206666667,52.2560666667,7.646,8.10446666667
593.13,7.22073333333,50.0015333333,37.6604666667,52.8414666667,14.9210666667,8.67420000001,44.0794666667,52.338,7.68393333333,8.16833333333
593.47,7.34486666667,50.0333333333,37.6859333333,52.8278,14.9864,8.783,44.1526666667,52.3532666667,7.74166666667,8.28946666667
593.80,7.3558,50.0478,37.6999333333,52.8410666666,14.9668,8.76980000001,44.1856,52.3624666667,7.70873333333,8.29806666666
594.14,7.3722,49.981,37.6924,52.7822666667,14.9652666667,8.76273333333,44.1956,52.3614666667,7.6904,8.32466666667
594.48,7.38913333334,50.0722,37.7409333333,52.878,14.9696,8.7782,44.2548,52.4296,7.68493333333,8.3344
594.81,7.37933333333,50.022,37.7006,52.8314666667,14.9208,8.7268,44.248,52.4687333333,7.611,8.2832
595.15,7.32106666667,49.9054666667,37.6214666666,52.6988666667,14.8530666667,8.66493333334,44.1349333334,52.3717333333,7.53646666667,8.23953333333
595.49,7.258,49.8447333333,37.5302666667,52.5890666667,14.7887333333,8.59933333333,44.0539333333,52.3321333333,7.46226666667,8.17886666667
595.82,7.33293333333,49.9273333333,37.6462,52.6968,14.8496666667,8.66606666667,44.1555333333,52.4776666667,7.53753333333,8.26753333333
596.16,7.2308,49.7865333333,37.5024,52.5826,14.7180666667,8.54306666667,44.0063333333,52.297,7.42473333333,8.15593333333
596.50,7.196,49.8514,37.5412666667,52.6282,14.6535333333,8.52886666667,44.0096,52.3434666667,7.37246666667,8.13666666667
596.83,7.17706666666,49.7774,37.4994,52.6311333333,14.5884,8.49073333333,43.9423333333,52.2756666667,7.3502,8.10226666667
597.17,7.16446666667,49.7588,37.4839333333,52.6304,14.5434,8.45613333333,43.866,52.1905333333,7.3526,8.09473333333
597.51,7.18773333333,49.8112,37.5697333333,52.7298,14.5633333333,8.4422,43.8714,52.253,7.35873333333,8.11053333333
597.84,7.18513333333,49.8443333333,37.5731333333,52.8442,14.5042666667,8.38293333333,43.8734,52.2682,7.34073333333,8.0898
598.18,7.2412,49.8432666667,37.5916666667,52.8854,14.4884,8.39746666667,43.8114666667,52.2744666667,7.3882,8.1426
598.52,7.29373333333,49.8680666667,37.6218666667,52.9532666667,14.5336,8.44793333333,43.7940666667,52.2534666667,7.43546666667,8.20806666667
598.85,7.35773333333,49.9414,37.7035333333,53.0902,14.5745333333,8.51986666667,43.8026,52.275,7.4884,8.26573333333
599.19,7.42766666666,50.0022666667,37.8058,53.2229333333,14.6196,8.6074,43.8322666667,52.3205333333,7.57633333333,8.37313333333
599.53,7.39953333333,50.0405333333,37.7967333333,53.2653333333,14.5854666667,8.59166666667,43.7668,52.2726666667,7.55206666667,8.32533333333
599.86,7.5738,50.1442666667,37.9032666667,53.415,14.7194666667,8.7592,43.8844666666,52.4384666667,7.72013333333,8.5192
600.20,7.6276,50.1443333333,37.9112666667,53.399,14.8284666667,8.8062,43.8666666667,52.4058666667,7.79913333333,8.59753333333
600.53,7.64826666667,50.187,37.8975333333,53.3934,14.827,8.845,43.895,52.3722666667,7.84306666667,8.64373333333
600.87,7.5192,50.1950666667,37.8412666667,53.4366666667,14.6919333333,8.70586666667,43.9487333333,52.4544,7.66286666667,8.48906666667
601.21,7.47013333333,50.2059333334,37.7552666667,53.4367333333,14.6054,8.67513333334,43.99,52.4688,7.6,8.43546666667
601.54,7.48046666667,50.2383333333,37.7843333333,53.3954666667,14.6209333333,8.71886666667,44.0396,52.4856,7.61213333333,8.46646666667
601.88,7.40926666667,50.1843333333,37.7601333333,53.3494,14.5437333333,8.67446666667,44.0808666667,52.4632666666,7.55753333333,8.38686666667
602.21,7.36646666667,50.1486,37.7402,53.3396666667,14.4817333333,8.66586666667,44.1172666667,52.5196666667,7.56666666667,8.38373333334
602.55,7.25413333333,50.118,37.6338,53.2907333333,14.3438666666,8.5362,44.1579333333,52.5026666667,7.4728,8.27486666667
602.88,7.18133333333,50.0769333333,37.57,53.2293333333,14.2574,8.4716,44.1898,52.4826,7.3804,8.19333333333
603.22,7.14753333333,49.9676,37.4933333333,53.0918666667,14.1854,8.43253333333,44.1552,52.4065333333,7.29786666667,8.18693333333
603.56,7.07573333333,49.8922,37.4464666666,52.9812666667,14.0969333333,8.34786666667,44.12,52.3352,7.2254,8.09506666667
603.89,7.07913333333,49.8601333333,37.4249333333,52.9954666667,14.0340666667,8.35046666667,44.1236,52.3480666667,7.21646666667,8.09706666667
604.23,7.11633333333,49.9298666667,37.5094666667,53.1077333333,14.0696,8.36126666667,44.1836,52.4967333333,7.21193333333,8.11546666667
604.56,7.18846666667,49.9076,37.5662,53.1196666666,14.1270666667,8.44566666667,44.1502,52.51,7.298,8.21626666667
604.90,7.20833333333,49.8302666666,37.579,53.097,14.1212,8.47613333333,44.0873333333,52.4766666667,7.31346666667,8.23053333333
605.23,7.20446666667,49.7810666667,37.5391333333,53.0576666667,14.0878666667,8.47026666666,43.9797333333,52.4369333333,7.30706666667,8.23273333333
605.57,7.24793333333,49.8576,37.5826666666,53.1178666667,14.1444666667,8.50693333333,43.9706,52.4777333333,7.3414,8.2888
605.90,7.2652,49.9497333333,37.6424666667,53.1996666667,14.1344,8.51926666667,43.9822666667,52.5108,7.3304,8.28666666667
606.24,7.3614,50.0085333333,37.7627333333,53.2501333333,14.2379333333,8.618,43.966,52.5701333333,7.42093333333,8.39353333333
606.58,7.37333333333,50.0060666667,37.7667333333,53.2598666667,14.2232,8.609,43.9176,52.5188666667,7.41733333333,8.3852
606.91,7.37833333333,50.0898666667,37.7917333333,53.3615333333,14.2255333333,8.6182,43.9810666667,52.6091333333,7.47333333333,8.3892
607.25,7.4068,50.2445333333,37.8873333333,53.5056,14.2566,8.66286666667,44.0696666667,52.7298666667,7.519,8.4536
607.58,7.33233333333,50.2345333333,37.8456,53.4317333333,14.1878666667,8.584,44.0544,52.6800666667,7.43946666667,8.36433333333
607.92,7.21646666667,50.1578666667,37.7855333333,53.3694666667,14.0953333334,8.5174,44.0246666667,52.5879333333,7.37666666667,8.29646666667
608.25,7.176,50.1756,37.7416666667,53.3966666667,14.0338666666,8.48313333333,44.0682666666,52.5492666667,7.3614,8.24246666667
608.59,7.10433333334,50.3301333333,37.7924,53.4991333333,14.0166,8.44053333333,44.2177333333,52.674,7.34913333333,8.2218
608.92,7.04806666667,50.3302666667,37.7722,53.5204666667,13.9564666666,8.40386666667,44.2179333333,52.6767333333,7.33026666667,8.17066666667
609.26,7.0312,50.2952666667,37.7408666667,53.4746666667,13.9170666667,8.3986,44.2344666667,52.6544666667,7.30466666667,8.17166666667
609.59,6.9666,50.2288666667,37.6726,53.3965333333,13.8596666667,8.3538,44.1662666667,52.5603333333,7.286,8.14126666667
609.93,6.9274,50.2328666667,37.5969333333,53.3753333333,13.7776666667,8.2784,44.1540666667,52.5626,7.23926666667,8.0716
610.26,6.9402,50.3365333333,37.6513333333,53.4496666667,13.7770666667,8.30766666667,44.1608,52.6412666667,7.30526666667,8.115
610.60,7.0132,50.3970666666,37.7124666667,53.5016,13.82,8.37493333333,44.159,52.6259333333,7.35086666667,8.1726
610.93,6.98266666667,50.4502,37.7554,53.5676666667,13.7924,8.369,44.1334666667,52.6548,7.31346666666,8.13373333334
611.27,7.048,50.5995333333,37.8640666667,53.7468666666,13.8322666667,8.47753333333,44.1702,52.782,7.413,8.20006666666
611.60,6.98813333333,50.6388666667,37.7994666667,53.7205333333,13.7181333333,8.37793333334,44.0819333333,52.767,7.34726666667,8.1176
611.93,7.01326666667,50.7245333333,37.8646666667,53.7616,13.7542,8.4028,44.1026,52.8643333333,7.3812,8.19266666667
612.27,7.109,50.6995333333,37.8416,53.7125333333,13.8136666667,8.501,44.0009333333,52.8098,7.44013333333,8.23853333333
612.60,7.16413333333,50.8852666666,37.9122666667,53.8543333333,13.8447333333,8.55113333333,44.1322666667,52.9345333333,7.46506666667,8.27646666667
612.94,7.04893333334,50.9021333333,37.8812666667,53.9057333333,13.7350666667,8.46073333333,44.0825333333,52.943,7.4042,8.16193333333
613.27,7.04726666667,50.9758,37.9098666667,53.9577333333,13.7537333333,8.45046666667,44.1866,53.0176,7.3726,8.15846666667
613.61,7.05646666667,51.0214,37.9866,53.9887333333,13.7672,8.54953333333,44.2192,53.0611333333,7.44326666667,8.22946666667
613.94,7.01233333333,51.0467333333,38.0002666667,54.0081333333,13.7198666667,8.5094,44.2809333333,53.1054666667,7.386,8.18906666667
614.28,6.93633333333,51.0378666667,37.9941333333,54.0352,13.6834,8.4618,44.2731333333,53.1446666667,7.34913333333,8.15533333333
614.61,6.838,50.8284,37.8274,53.8342,13.5673333333,8.34333333334,44.1924,53.0038666667,7.263,8.07766666667
614.94,6.7014,50.6741333333,37.6675333333,53.6544666667,13.4478,8.1828,44.0768,52.8456,7.11646666667,7.9922
615.28,6.80866666667,50.7288666667,37.7686,53.7581333333,13.5714666667,8.31193333333,44.1914,52.8954666667,7.2018,8.11033333333
615.61,6.6954,50.6448,37.708,53.6592,13.4454,8.2276,44.1098,52.7822,7.0954,8.02246666667
615.95,6.62006666667,50.5666,37.6278,53.555,13.3477333333,8.138,44.0622666667,52.6982,7.0186,7.99106666667
616.28,6.53513333333,50.4177333333,37.6223333333,53.4744666667,13.3078666667,8.07993333333,44.0002,52.6539333333,6.97753333333,7.91086666667
616.61,6.63373333333,50.466,37.6856666667,53.4772,13.387,8.14273333333,44.0690666667,52.7138,7.0382,7.99913333333
616.95,6.6908,50.4257333333,37.6648,53.4542,13.3798666667,8.2012,43.9716,52.6845333333,7.0766,8.04166666667
617.28,6.6638,50.2711333333,37.5578,53.3350666667,13.3442666666,8.1324,43.8659333333,52.5616666667,7.0126,8.01046666667
617.62,6.61733333334,50.1563333333,37.4774666667,53.2578666667,13.2866666667,8.0772,43.8043333334,52.4538,6.937,7.93933333333
617.95,6.70173333333,50.1832666667,37.5298,53.2216666666,13.3728666667,8.16066666667,43.7904666667,52.5056,7.05606666667,8.046
618.28,6.78133333333,50.2768,37.6358666667,53.3452666667,13.4565333333,8.26793333333,43.8382666667,52.5671333333,7.14293333333,8.13046666667
618.62,6.81233333333,50.3834,37.7509333333,53.4528666667,13.4830666667,8.29433333333,43.963,52.7112666667,7.16093333333,8.09886666667
618.95,6.87433333333,50.4959333333,37.8112,53.4638,13.5243333333,8.34186666667,44.0619333333,52.7731333333,7.2194,8.1636
619.28,7.01286666667,50.5771333334,37.9312,53.5878666667,13.6530666667,8.47166666667,44.1717333333,52.8965333333,7.3738,8.28273333333
619.62,6.99686666667,50.5280666667,37.8928666667,53.6066,13.6268666667,8.42566666667,44.1190666667,52.8634666667,7.37353333333,8.26433333333
619.95,7.0772,50.5913333333,37.8954,53.6782,13.7345333333,8.51233333333,44.1887333333,52.8472,7.46393333333,8.40026666667
620.28,7.1082,50.5654,37.9130666667,53.6976666667,13.7936,8.58866666667,44.2088,52.8079333333,7.49826666667,8.44273333333
620.62,7.0898,50.6131333333,38.013,53.7612666667,13.8198666667,8.58813333333,44.3269333333,52.8684666667,7.52313333333,8.4632
620.95,7.1748,50.8338,38.1802666667,53.9860666666,13.9050666667,8.65239999999,44.5151333333,52.9968666667,7.61793333333,8.5148
621.28,7.23093333333,50.8214666667,38.1677333333,53.9973333333,13.9679333333,8.70713333333,44.4932,53.0265333333,7.72113333333,8.56026666667
621.62,7.152,50.7328,38.0616,53.9360666667,13.8306,8.60273333333,44.4836666667,52.9310666667,7.68713333333,8.41333333333
621.95,7.13686666667,50.7192666667,37.9987333333,53.8624666667,13.7957333334,8.55086666667,44.4566666667,52.9010666667,7.66373333333,8.34393333334
622.28,7.1858,50.7136666666,37.9696666667,53.8448,13.799,8.61986666667,44.4627333333,52.8159333333,7.70126666667,8.42733333333
622.62,7.19213333333,50.5976,37.9015333333,53.7611333333,13.7972666667,8.65793333332,44.3517333333,52.6995333333,7.74586666667,8.42173333333
622.95,7.18266666667,50.6175333333,37.8549333333,53.7363333333,13.7903333333,8.64013333334,44.3718,52.6669333333,7.72226666667,8.4158
623.28,7.28973333333,50.7288666667,37.9591333333,53.8377333334,13.8950666666,8.79699999999,44.4941333334,52.7124666667,7.81933333333,8.5006
623.62,7.2778,50.7096,37.9542666667,53.7692,13.805,8.77426666667,44.5064,52.7001333333,7.7836,8.44146666666
623.95,7.23873333333,50.7021333333,37.9112,53.7513333333,13.7526,8.70186666666,44.5358666667,52.6717333333,7.77546666667,8.40913333333
624.28,7.21353333333,50.569,37.7721333333,53.6878666667,13.7062666667,8.66359999999,44.4861333333,52.5695333333,7.71626666666,8.3382
624.62,7.09793333333,50.4348,37.6830666667,53.5622666667,13.5872,8.60439999999,44.4158666667,52.4626,7.6126,8.28006666667
624.95,7.09293333333,50.4466,37.6756666667,53.5292,13.5438,8.64593333333,44.4711333333,52.4081333333,7.5934,8.30333333333
625.28,7.03933333333,50.4327333333,37.6598666667,53.5476666667,13.4998,8.62453333333,44.4420666667,52.3989333333,7.48853333333,8.29033333333
625.61,7.0738,50.4449333333,37.6843333333,53.6272666667,13.5181333333,8.68173333334,44.5372666667,52.4641333333,7.54013333333,8.3312
625.95,7.04486666667,50.3303333333,37.6538666666,53.5534,13.4956666667,8.63413333333,44.4920666667,52.4440666667,7.53946666667,8.32046666667
626.28,6.9824,50.3064,37.6284,53.567,13.452,8.56793333333,44.4770666667,52.462,7.47146666667,8.2338
626.61,7.04986666667,50.3388,37.6754666667,53.6032666667,13.5230666666,8.65093333333,44.5072,52.5344666667,7.53946666667,8.27346666667
626.94,6.9716,50.3784666667,37.6949333333,53.6442666667,13.4210666667,8.57166666667,44.5181333333,52.5990666667,7.4604,8.1912
627.28,6.93446666667,50.3648,37.6796666667,53.6356,13.402,8.51893333333,44.4848666667,52.6084666667,7.43553333333,8.1938
627.61,6.90486666667,50.3403333333,37.6118,53.567,13.3232,8.50653333334,44.3625333333,52.5818666667,7.356,8.135
627.94,6.9496,50.4645333333,37.7337333333,53.6120666667,13.3814666667,8.57886666667,44.3872,52.6654,7.4526,8.20826666666
628.27,7.05846666667,50.5500666667,37.7622666667,53.6922,13.4734,8.66646666666,44.3912666667,52.7960666667,7.53226666667,8.282
628.61,7.16713333333,50.6532,37.8659333333,53.7911333333,13.6012,8.73093333333,44.4218,52.9101333333,7.65153333333,8.40733333333
628.94,7.28873333333,50.7604,37.9651333333,53.88,13.7229333333,8.85606666667,44.486,52.9849333333,7.77286666667,8.52433333333
629.27,7.3958,50.7536666667,37.9658,53.8430666667,13.8085333333,8.97820000001,44.3898,52.9252666667,7.8576,8.6192
629.60,7.445,50.9908,38.1145333333,54.0672,13.8850666667,9.07346666667,44.5326666667,53.1078,7.9406,8.66513333333
629.94,7.51333333333,50.9772666667,38.1306666667,54.0794666667,13.9120666667,9.14899999999,44.4831333333,53.0916666667,7.98253333333,8.73713333333
630.27,7.47606666667,50.9808666666,38.1184666666,54.0921333333,13.8463333333,9.09813333333,44.457,53.0546666667,7.93246666667,8.69573333333
630.60,7.55773333333,50.9994666667,38.1416,54.1042666667,13.9147333333,9.18626666667,44.4173333333,53.0326666667,8.04726666667,8.7724
630.93,7.646,50.9730666666,38.1211333333,54.0144666667,13.9618,9.25780000001,44.4015333333,52.9883333333,8.08953333333,8.79586666666
631.26,7.78173333333,51.0359333333,38.236,54.1212,14.1118,9.4418,44.5148666667,53.0329333333,8.2912,8.98773333333
631.60,7.74113333333,50.8722666667,38.0771333333,54.0192,14.0244666667,9.35353333335,44.4595333333,52.9073333333,8.2206,8.9308
631.93,7.7342,50.8356666667,38.0967333333,53.9503333333,13.975,9.34219999999,44.4748666667,52.8231333333,8.24133333333,8.86626666666
632.26,7.65546666667,50.727,38.0115333333,53.8340666667,13.8718,9.31553333332,44.4235333333,52.731,8.2036,8.7706
632.59,7.60526666667,50.6443333333,37.9251333333,53.7514666667,13.7891333333,9.28686666667,44.4096666667,52.6964666667,8.1338,8.71526666667
