wavelength,Back_SicLucm,Belly_SicLucm,Breast_SicLucm,Crissum_SicLucm,Crown_SicLucm,DorTail_SicLucm,Patch10_SicLucm,Patch11_SicLucm,Rump_SicLucm,Throat_SicLucm,WingTip_SicLucm
314.80,5.10706666667,6.1474,4.8438,6.78865490196,3.2584,3.8764,5.0484,6.63193333333,5.36833333334,7.99053333333,5.76533333333
315.17,4.6038,5.76666666667,4.62286666667,6.39268627451,2.8105,3.4016,4.57926666667,6.27326666667,4.94039999999,7.62713333333,5.192
315.54,4.33693333333,5.6156,4.4894,6.25465490196,2.61466666667,3.22033333333,4.4432,6.2358,4.74259999999,7.4066,4.8758
315.91,4.1234,5.48406666667,4.28753333333,6.17043529412,2.3781,3.05933333333,4.35666666667,6.23946666667,4.57633333333,7.3984,4.7502
316.28,3.81206666667,5.26926666667,4.03,6.0124745098,2.181,2.89466666667,4.17993333333,6.051,4.284,7.0424,4.35573333333
316.64,3.73286666667,5.31966666667,3.9848,6.07010588235,2.1866,2.93966666667,4.22433333333,6.1612,4.27866666667,7.04933333333,4.37946666667
317.01,3.44553333333,5.1836,3.8474,5.89114117647,1.9227,2.7418,3.98213333333,6.00373333333,4.10046666667,6.9646,4.05346666666
317.38,3.75826666667,5.62813333334,4.3842,6.32405490196,2.23423333333,3.08706666667,4.4192,6.41,4.45000000001,7.51653333333,4.47653333333
317.75,4.06766666666,5.9488,4.74826666667,6.73922745098,2.6259,3.3994,4.70913333333,6.87286666667,4.67193333334,8.00333333333,4.78553333333
318.12,4.22466666667,6.3244,4.91726666667,7.03905490196,2.80686666667,3.5734,4.98506666667,7.01706666667,4.90266666666,8.37513333333,5.0284
318.49,4.479,6.62293333333,5.07746666667,7.42618823529,3.07156666667,3.81853333333,5.34333333333,7.2504,5.14373333333,8.8542,5.31433333333
318.85,4.19813333333,6.4384,4.71526666667,7.30778039216,2.7524,3.47773333333,5.2052,7.02893333333,5.00840000001,8.6056,5.113
319.22,4.08546666667,6.3484,4.5234,7.16319607843,2.6409,3.26633333333,5.20013333333,6.81946666667,4.9382,8.54593333334,5.20426666666
319.59,4.552,6.85633333333,4.83446666667,7.5255490196,3.06036666667,3.60946666667,5.53866666667,7.08626666667,5.33413333334,8.92046666667,5.67773333333
319.96,4.43093333333,6.9536,4.75413333333,7.52829803922,3.0655,3.5724,5.5084,6.98766666667,5.36619999999,8.90866666667,5.64226666667
320.32,4.33366666667,6.9842,4.56733333333,7.42107058824,2.7904,3.38273333333,5.3016,6.7312,5.20706666667,8.92253333333,5.54186666667
320.69,3.98493333334,6.816,4.25953333333,7.06049411765,2.461,3.02393333333,4.9892,6.26193333333,4.95240000001,8.71646666667,5.06053333333
321.06,4.37326666667,7.26366666667,4.59766666667,7.43029803922,2.88076666667,3.36673333333,5.36906666667,6.53533333333,5.20946666667,9.14966666666,5.44026666667
321.43,4.0714,7.00653333333,4.18106666667,7.26762352941,2.621,3.07293333333,5.0484,6.277,5.03113333334,8.84013333334,5.05506666667
321.80,3.99746666667,6.86493333333,3.9292,7.00652941177,2.30686666667,2.85686666667,4.93133333334,5.97813333333,4.93113333333,8.52573333334,4.76073333333
322.16,3.7146,6.5822,3.79666666667,6.70523529412,2.15816666667,2.63113333333,4.61826666667,5.8452,4.63313333333,8.31173333334,4.54226666667
322.53,3.50693333333,6.36313333333,3.61513333333,6.39823529412,1.83563333333,2.27133333333,4.33506666667,5.67233333333,4.42646666667,8.03533333333,4.17893333333
322.90,3.62413333333,6.468,3.80866666667,6.44642745098,1.9195,2.31286666667,4.33153333333,5.7182,4.52219999999,8.15433333333,4.19373333333
323.27,3.4654,6.27826666667,3.68213333333,6.28398823529,1.7238,2.0836,3.9464,5.5548,4.26173333333,7.91639999999,3.6724
323.63,3.0924,5.9738,3.44566666667,5.98979607843,1.3686,1.77953333333,3.59713333333,5.3094,3.88706666667,7.72439999999,3.25353333333
324.00,3.06853333333,5.95286666666,3.6168,6.04785882353,1.32246666667,1.77866666667,3.561,5.42333333333,3.903,7.7836,3.1522
324.37,2.9354,5.77026666667,3.66666666667,5.98922745098,1.31126666667,1.73893333333,3.43653333333,5.4504,3.8894,7.69613333333,3.00906666667
324.74,3.265,6.0746,4.07353333333,6.37558039216,1.6663,2.02366666667,3.80333333333,5.91026666667,4.22053333333,8.08273333332,3.41733333333
325.10,3.10926666667,6.02833333333,4.0862,6.36296470588,1.46876666667,1.88153333333,3.71233333333,5.84813333333,4.2026,8.03773333333,3.308
325.47,3.27433333333,6.27526666667,4.3654,6.50651372549,1.5577,2.1278,3.9214,5.86573333333,4.36853333333,8.30466666666,3.51186666667
325.84,3.29166666667,6.385,4.5102,6.61582745098,1.63783333333,2.16786666666,3.93066666667,5.8614,4.34353333333,8.42299999999,3.57513333333
326.21,3.66393333333,6.8436,4.9468,7.01585882353,1.98663333333,2.4948,4.29813333333,6.19513333333,4.748,8.76513333334,3.81066666667
326.57,3.6996,6.9114,4.98946666667,7.14549411765,2.02723333333,2.59206666667,4.41506666667,6.20866666667,4.84353333333,8.93393333334,3.877
326.94,3.81853333333,7.06986666667,5.084,7.28477647059,2.16616666667,2.7576,4.5526,6.3354,4.91053333333,9.09453333333,3.9982
327.31,4.1366,7.5106,5.46413333333,7.70947058823,2.46136666667,3.17366666667,4.9742,6.63073333333,5.28886666667,9.60233333333,4.4058
327.67,4.357,7.87333333333,5.81773333333,8.00737647059,2.7654,3.32306666667,5.231,6.86893333333,5.57006666667,9.9192,4.62686666667
328.04,4.41546666667,7.95953333334,5.82033333333,7.98258039216,2.78396666667,3.18733333333,5.2032,6.81039999999,5.56646666666,9.98186666667,4.6238
328.41,4.5302,8.24460000001,5.92093333333,8.16445098039,2.89233333333,3.27106666667,5.43773333333,6.95953333334,5.68886666667,10.2160666667,4.7254
328.78,4.59273333333,8.39506666667,5.99486666667,8.30083529412,2.8927,3.30093333333,5.4738,6.96533333333,5.71566666667,10.2645333333,4.703
329.14,4.724,8.42833333333,6.11406666667,8.33620392157,2.9763,3.38673333333,5.46606666667,7.1074,5.76373333333,10.2147333333,4.7388
329.51,4.89066666667,8.52779999999,6.2804,8.53969019608,3.23343333333,3.45893333333,5.52973333333,7.42066666667,5.81926666667,10.3654666667,4.82073333333
329.88,4.9828,8.66919999999,6.49486666667,8.74926666666,3.3687,3.66453333333,5.721,7.58019999999,6.09346666667,10.6464,4.94733333333
330.24,4.7264,8.42740000001,6.16693333333,8.54720392157,3.03863333333,3.39253333333,5.41773333333,7.29886666667,5.90746666667,10.4254,4.68893333333
330.61,4.67906666667,8.47373333335,6.125,8.56082745098,2.92153333334,3.25833333333,5.2358,7.2134,5.80446666666,10.247,4.52206666667
330.98,4.67966666667,8.52573333332,6.09073333333,8.66040392157,2.96703333334,3.20953333333,5.1932,7.35706666667,5.82806666666,10.2500666667,4.46913333333
331.34,4.5286,8.44879999999,6.06473333333,8.58015294118,2.89866666667,3.08426666667,5.1104,7.31346666667,5.74219999999,10.1403333333,4.3648
331.71,4.5594,8.40119999999,6.04253333333,8.5638509804,2.8119,3.0926,5.0982,7.28586666667,5.73206666667,10.0961333333,4.2786
332.08,4.6104,8.48013333332,6.16666666667,8.68915294117,2.88606666667,3.24033333333,5.20093333333,7.29606666667,5.8108,10.182,4.30306666667
332.44,4.74153333333,8.5392,6.28146666667,8.79087058824,2.92173333333,3.2752,5.18433333333,7.33226666667,5.89759999999,10.2221333333,4.36906666667
332.81,4.52946666667,8.41219999999,6.14153333333,8.58297254903,2.7939,3.04166666667,4.95233333333,7.21393333333,5.73246666666,10.125,4.1882
333.18,4.14393333333,8.1918,5.7622,8.3607882353,2.51803333333,2.6298,4.6744,6.82039999999,5.34953333333,9.96966666667,3.78866666667
333.54,3.92906666667,8.09046666667,5.506,8.1202627451,2.24433333333,2.4486,4.4674,6.5718,5.145,9.81733333333,3.64613333333
333.91,3.86573333333,8.07146666667,5.40313333333,8.04218039216,2.27133333333,2.39173333333,4.33666666667,6.58706666666,4.964,9.71566666665,3.56793333334
334.28,3.7376,7.95906666667,5.31953333333,7.96392549019,2.24573333333,2.285,4.2138,6.51973333334,4.7244,9.63426666666,3.44986666666
334.64,3.89013333333,8.12386666666,5.62946666667,8.20058823529,2.57486666667,2.53826666667,4.43993333333,6.74426666666,4.94626666667,9.89693333333,3.7144
335.01,3.79673333333,8.08073333333,5.67893333333,8.18283921569,2.55836666667,2.54753333333,4.39813333333,6.64206666666,4.8622,9.9024,3.67246666667
335.38,4.1072,8.28713333333,5.86293333333,8.41505098039,2.8005,2.769,4.6302,6.92320000001,5.01926666667,10.1524666667,3.87353333333
335.74,4.2078,8.47053333334,5.95506666667,8.6184117647,2.8868,2.8732,4.66,7.0318,5.12513333333,10.2894,4.009
336.11,4.3862,8.68066666666,6.08193333333,8.7608627451,3.0293,2.9348,4.78626666667,7.2294,5.2932,10.4168,4.1
336.47,4.1834,8.56053333333,6.03313333333,8.58207843137,2.92383333333,2.7596,4.61633333333,7.19453333334,5.18506666667,10.2686,3.92086666667
336.84,4.45173333333,8.81273333333,6.2754,8.88269019607,3.1865,3.05993333333,4.90666666667,7.494,5.44273333333,10.5226,4.16593333333
337.21,4.7742,9.09873333335,6.53633333333,9.14272549019,3.44936666667,3.3944,5.1296,7.84786666667,5.70966666667,10.7803333333,4.444
337.57,4.78126666667,9.16633333335,6.58666666667,9.13477254901,3.45733333333,3.32873333333,5.01426666667,7.90866666667,5.666,10.7321333333,4.35606666666
337.94,4.944,9.40039999999,6.70106666667,9.32216078432,3.61096666667,3.34586666667,5.12813333333,8.05273333333,5.80533333333,10.8513333333,4.4046
338.31,5.17906666667,9.72753333332,6.9996,9.63965882354,3.9206,3.5914,5.4462,8.43740000001,6.19413333333,11.1651333333,4.5576
338.67,5.00546666667,9.59806666666,6.7748,9.45401568628,3.65443333333,3.3392,5.2386,8.29746666667,5.92306666667,10.9128,4.27766666667
339.04,5.18213333333,9.78506666666,6.87493333333,9.57821960784,3.78326666667,3.46446666667,5.33673333333,8.50620000001,6.03119999999,11.0836,4.34493333333
339.40,5.2992,10.0203333333,7.00006666667,9.77879215687,3.92453333333,3.58933333333,5.47113333333,8.73746666666,6.28120000001,11.2508666667,4.47866666667
339.77,5.10153333333,9.85800000001,6.8306,9.62362352942,3.78516666666,3.37366666667,5.32013333333,8.61580000001,6.108,11.0624666667,4.1966
340.14,5.06226666667,9.84193333333,6.76526666667,9.63223529411,3.74356666666,3.31773333333,5.28,8.68319999999,6.06013333333,10.9914,4.14846666667
340.50,5.3604,10.1643333333,7.0608,9.93265490195,4.07736666666,3.6768,5.61253333333,8.90180000001,6.26366666666,11.3415333333,4.48406666667
340.87,5.27853333334,10.0888,6.91686666667,9.88163921569,4.03753333333,3.5732,5.5412,8.84280000001,6.1388,11.3018,4.40793333333
341.23,5.10826666667,9.96239999999,6.76686666667,9.71970980392,3.9566,3.41486666666,5.41653333333,8.81506666667,6.0216,11.1762,4.2904
341.60,5.07613333333,9.89993333335,6.746,9.83720784314,3.95846666667,3.3924,5.5094,8.8148,6.0012,11.1964,4.2578
341.96,5.066,9.81993333333,6.7846,9.82428627451,3.84476666667,3.36213333333,5.42126666667,8.85606666667,6.02486666666,11.2005333333,4.19326666667
342.33,5.04766666667,9.82173333333,6.8114,9.77938039217,3.7299,3.2866,5.34206666667,8.77106666666,5.94413333333,11.1476,4.2474
342.70,5.2614,10.0204666667,7.01646666667,9.94437254901,3.9797,3.49573333333,5.52526666667,9.01493333333,6.19253333333,11.4408666667,4.51173333333
343.06,5.30853333333,10.151,7.0706,10.0485921569,4.00893333333,3.53246666667,5.6316,9.05633333334,6.29899999999,11.5267333333,4.6376
343.43,5.34053333333,10.1942,7.20066666667,10.1177764706,4.05586666667,3.57833333333,5.7464,9.05260000001,6.32513333333,11.5896,4.72466666667
343.79,5.4918,10.2841333333,7.32526666667,10.2569647059,4.2251,3.716,5.90946666667,9.18273333333,6.48786666666,11.7612,4.88286666667
344.16,5.5842,10.3825333333,7.51293333333,10.3665647059,4.37686666667,3.8494,6.03786666667,9.27993333333,6.5676,11.8662666667,5.02126666667
344.52,5.63433333333,10.4790666667,7.4938,10.3748078431,4.3176,3.77606666667,5.98186666667,9.36866666667,6.54433333333,11.8763333333,4.9352
344.89,6.00146666667,10.8204,7.88193333333,10.6601882353,4.60396666667,4.06993333333,6.30833333333,9.64106666666,6.86373333334,12.1268666667,5.15646666667
345.25,6.26666666667,11.1039333333,8.12653333333,10.957145098,4.8312,4.3144,6.616,9.82753333333,7.16779999999,12.3598666667,5.38913333333
345.62,6.43286666667,11.2924,8.32733333333,11.0696078431,4.98226666667,4.42633333334,6.79466666667,9.9466,7.28793333334,12.4912,5.51733333334
345.99,6.54406666667,11.4196,8.44706666667,11.238454902,5.1475,4.55006666667,6.98513333333,10.0474666667,7.36386666667,12.5843333333,5.6384
346.35,6.74993333333,11.6091333333,8.57493333333,11.3719333333,5.38806666667,4.71406666667,7.1752,10.2674,7.48286666667,12.7826666667,5.74513333333
346.72,6.8104,11.7274,8.64353333333,11.5009019608,5.48056666667,4.74566666667,7.302,10.3257333333,7.51986666667,12.8596,5.74046666667
347.08,6.8208,11.7937333333,8.74853333333,11.5689607843,5.537,4.72953333333,7.3748,10.3795333333,7.59379999999,12.8803333333,5.71386666667
347.45,6.70613333333,11.7419333333,8.6254,11.4599882353,5.4548,4.59913333333,7.22606666667,10.3395333333,7.50680000001,12.7452666667,5.48073333333
347.81,6.79506666667,11.9698666667,8.86433333333,11.5835647059,5.58433333333,4.68833333333,7.34793333333,10.4917333333,7.60773333334,12.8510666667,5.57273333333
348.18,6.93033333333,12.1244666666,9.06486666667,11.7706470588,5.706,4.76986666667,7.49186666667,10.5984666667,7.7266,13.0622,5.66913333333
348.54,6.86373333333,12.0417333333,9.03226666667,11.7972039216,5.71026666667,4.7056,7.5064,10.5552666667,7.75686666666,13.0324,5.65026666667
348.91,6.86573333333,12.0674666667,8.997,11.8642470588,5.6981,4.6608,7.47946666667,10.7117333333,7.79106666666,13.0744,5.69873333333
349.27,6.9752,12.2021333333,9.1614,12.0040470588,5.81183333333,4.7418,7.53546666667,10.8493333333,7.85666666666,13.1416,5.7638
349.64,7.00313333333,12.3011333333,9.20573333333,12.1283333333,5.86966666667,4.77913333333,7.56793333333,11.0492,7.94733333333,13.2540666667,5.80706666667
350.00,6.96926666666,12.3397333333,9.26333333333,12.1686705882,5.86626666667,4.761,7.59666666667,11.1520666667,7.99393333333,13.3332,5.83299999999
350.37,6.848,12.1258666667,9.17546666667,12.1085490196,5.6688,4.6208,7.4304,11.0304,7.85279999999,13.1936,5.66933333333
350.73,6.95313333333,12.2901333333,9.35466666667,12.2223176471,5.7613,4.76713333333,7.56406666667,11.2108,8.00293333334,13.3606666667,5.8242
351.10,7.08773333333,12.3678666667,9.46133333334,12.331827451,5.88563333333,4.93753333333,7.64366666667,11.3313333333,8.07079999999,13.4388666667,5.94886666667
351.46,7.19693333333,12.5357333333,9.60220000001,12.445772549,5.97356666667,5.0104,7.717,11.4584,8.13966666667,13.5954666667,6.11986666667
351.83,7.16906666667,12.498,9.56959999999,12.4696352941,5.92476666667,4.99013333333,7.7108,11.4940666667,8.097,13.6115333333,6.11973333334
352.19,7.26593333333,12.5627333333,9.57886666667,12.5070235294,6.01883333333,5.09366666666,7.78086666667,11.6493333333,8.23746666667,13.6534,6.2336
352.55,7.44366666667,12.8072,9.82000000001,12.7195019608,6.27773333333,5.293,7.99893333333,11.8826666667,8.41599999999,13.834,6.4442
352.92,7.3766,12.7204,9.85733333333,12.6464313725,6.2616,5.30166666667,7.9466,11.7969333333,8.36106666667,13.7649333333,6.34320000001
353.28,7.16133333333,12.5088,9.68239999999,12.4473411765,6.068,5.11226666667,7.7968,11.653,8.17166666667,13.6862666667,6.18186666667
353.65,7.24286666667,12.5781333333,9.71340000001,12.4886666666,6.1497,5.1648,7.8514,11.7513333333,8.27320000001,13.7727333333,6.23826666667
354.01,7.26753333333,12.5814666667,9.70293333333,12.4442196079,6.12583333333,5.14753333333,7.8376,11.7508666667,8.25106666667,13.715,6.19173333334
354.38,7.3642,12.7656,9.80993333333,12.5414666667,6.24163333333,5.26953333333,8.04406666667,11.8620666667,8.44026666666,13.8508,6.3046
354.74,7.3762,12.7459333333,9.73853333334,12.5388627451,6.24236666667,5.23153333333,8.0094,11.8515333333,8.4416,13.815,6.24846666667
355.11,7.47653333334,12.8632666667,9.85646666667,12.6477176471,6.32696666667,5.2564,8.1054,11.9645333333,8.54980000001,13.9354666667,6.29206666667
355.47,7.551,12.8872,9.90926666666,12.689372549,6.38856666667,5.2972,8.19193333334,12.0216,8.62559999999,13.9824,6.32233333333
355.83,7.62166666667,12.9024,9.90793333333,12.7515372549,6.42546666667,5.30493333333,8.2488,12.0678,8.72306666665,14.0712666667,6.35960000001
356.20,7.4136,12.7826,9.70286666667,12.6368941177,6.2318,5.0832,8.0958,11.9513333333,8.53766666668,13.9452666667,6.20233333333
356.56,7.298,12.5975333333,9.596,12.5569568628,6.06333333333,4.97173333333,7.98926666667,11.9077333333,8.4276,13.8702,6.05753333333
356.93,7.16046666667,12.488,9.49759999999,12.4698470589,5.89043333333,4.83586666667,7.88353333333,11.7857333333,8.30793333333,13.7772666667,5.93606666667
357.29,7.13533333333,12.4194,9.4446,12.4292313725,5.8628,4.77273333333,7.81166666667,11.7514,8.26860000001,13.6828666667,5.85686666667
357.66,7.01186666666,12.2962666667,9.3446,12.3149882353,5.7293,4.68473333333,7.7632,11.5895333333,8.1692,13.5402,5.75546666667
358.02,6.97113333333,12.2605333333,9.2992,12.3037411765,5.72196666667,4.68073333333,7.74433333333,11.5658666667,8.18206666666,13.6017333333,5.7568
358.38,6.93113333333,12.1826666666,9.22133333333,12.2876,5.6946,4.63853333333,7.68646666667,11.5938666667,8.15546666666,13.5374,5.74653333333
358.75,6.88173333333,12.138,9.25406666667,12.3393882353,5.66563333333,4.64693333333,7.66846666667,11.6618,8.1822,13.5586666667,5.75546666667
359.11,6.7892,12.0566,9.17333333333,12.2497882353,5.5788,4.56213333333,7.6132,11.6179333333,8.11033333333,13.4552,5.71766666667
359.48,6.8316,12.0918666667,9.217,12.3511019608,5.64426666667,4.62106666666,7.71213333333,11.7124666667,8.17393333334,13.4983333333,5.79473333333
359.84,6.8034,12.0577333333,9.17753333333,12.2882078431,5.60916666667,4.6,7.69786666666,11.7666,8.1346,13.4536,5.7924
360.20,6.8778,12.1007333333,9.25586666667,12.3387098039,5.61856666667,4.71693333333,7.74926666667,11.8289333333,8.1818,13.5192666667,5.83766666667
360.57,6.9192,12.1307333333,9.2672,12.3827411765,5.65406666667,4.74906666667,7.78966666667,11.8433333333,8.25086666667,13.4918,5.9308
360.93,7.05726666667,12.2848666667,9.35979999999,12.558454902,5.78053333333,4.88206666667,7.94066666667,12.0226,8.38993333333,13.6510666667,6.12339999999
361.29,7.19833333333,12.4434666667,9.54046666667,12.7684117647,5.9079,5.01973333333,8.09693333333,12.2628,8.58053333333,13.7814666667,6.29286666667
361.66,7.32026666667,12.5139333333,9.66053333333,12.9184431372,6.01426666667,5.13613333333,8.16926666667,12.3972666667,8.69626666667,13.8782,6.42140000001
362.02,7.4256,12.6298666667,9.77913333333,13.0521411765,6.10216666667,5.2206,8.28226666667,12.4935333333,8.83866666667,13.9593333333,6.505
362.39,7.37246666667,12.616,9.75460000001,13.0712901961,6.05286666667,5.17706666667,8.26293333333,12.4848666667,8.8314,13.9577333333,6.48766666666
362.75,7.3304,12.5404666667,9.62479999999,12.9681529412,5.9915,5.11086666667,8.19946666667,12.3966666667,8.75060000001,13.8449333334,6.42479999999
363.11,7.3096,12.4738,9.57659999999,12.9858862745,5.93996666667,5.07986666667,8.1672,12.4213333333,8.74573333333,13.8312666667,6.41753333333
363.48,7.248,12.4170666667,9.50113333334,12.9095568628,5.86873333333,5.06053333333,8.1112,12.349,8.71573333334,13.7370666667,6.3846
363.84,7.218,12.4264,9.50686666667,12.973517647,5.85766666667,5.0492,8.095,12.32,8.72866666667,13.7209333333,6.38473333333
364.20,7.2248,12.4185333333,9.52540000001,13.0268901961,5.9008,5.04866666667,8.13206666667,12.3421333333,8.78893333334,13.6932,6.39993333334
364.57,7.1926,12.3632666667,9.47886666667,12.9875686275,5.83053333333,5.0174,8.09793333333,12.3442666667,8.75866666667,13.6774666667,6.31313333333
364.93,7.0186,12.1517333333,9.30686666667,12.7867058823,5.6783,4.832,7.92433333333,12.1802,8.63833333333,13.4752666667,6.11466666667
365.29,6.89266666667,12.0032,9.14866666666,12.6377803922,5.52846666667,4.7156,7.80746666667,12.0442,8.53613333333,13.3975333333,5.99713333333
365.66,6.76,11.8912666667,9.0422,12.5212078431,5.40223333334,4.5714,7.74366666667,11.9584666667,8.48026666667,13.2664,5.86013333333
366.02,6.65953333333,11.7188666667,8.95646666667,12.3889568627,5.27033333333,4.47473333333,7.59273333333,11.8942,8.33920000001,13.1191333333,5.75346666667
366.38,6.7236,11.7262666667,8.96686666667,12.3902039216,5.35156666667,4.54653333333,7.63006666667,11.9468,8.38973333333,13.1258666667,5.78026666667
366.75,6.76153333333,11.7178666667,9.05566666667,12.4137607843,5.36793333333,4.54773333333,7.6928,12.009,8.4206,13.1292666667,5.8338
367.11,6.7438,11.6824666667,9.00586666667,12.3111333333,5.3378,4.535,7.61173333333,11.9539333333,8.35899999999,13.0838666667,5.74913333333
367.47,6.6168,11.4516666667,8.88526666667,12.2184980392,5.1792,4.34986666667,7.42773333333,11.8597333333,8.24193333333,13.0127333333,5.56866666667
367.84,6.5614,11.2780666667,8.7648,12.0963098039,5.09816666667,4.30006666667,7.3216,11.8026666667,8.17453333334,12.9080666667,5.4804
368.20,6.41146666667,11.0706666667,8.5942,11.9080039216,4.9476,4.15913333333,7.14733333333,11.6846,8.02700000001,12.7223333333,5.316
368.56,6.45133333333,11.1024666667,8.62806666667,11.9144588235,5.05056666667,4.22186666667,7.19653333333,11.7646666667,8.10213333334,12.7104666667,5.3836
368.93,6.48846666667,11.0673333333,8.60846666667,11.9293686275,5.04366666667,4.24093333333,7.2178,11.8055333333,8.11286666666,12.6926,5.37366666667
369.29,6.4814,10.9852666667,8.51813333333,11.8787921569,4.99633333333,4.23553333334,7.1888,11.7088666667,8.07200000001,12.5494,5.3484
369.65,6.42453333333,10.843,8.38346666667,11.7664509804,4.89306666667,4.1128,7.0186,11.6766,7.94506666667,12.4587333333,5.28653333334
370.01,6.35913333333,10.7363333333,8.27726666667,11.6746235294,4.83963333333,4.0478,6.92486666667,11.6175333333,7.87666666667,12.3156,5.24266666667
370.38,6.33793333333,10.6550666667,8.1718,11.6590431373,4.76806666667,3.98353333333,6.856,11.5901333333,7.83533333334,12.2128666667,5.2074
370.74,6.31406666667,10.5974,8.04946666667,11.6619686275,4.7223,3.94286666667,6.78646666667,11.5978,7.83733333334,12.1392666667,5.164
371.10,6.33766666667,10.5773333333,8.0256,11.7310823529,4.73076666667,3.9552,6.85246666667,11.6347333333,7.90726666667,12.0822,5.26673333333
371.46,6.36726666667,10.5962,7.9738,11.7154666667,4.76333333333,4.00366666667,6.88366666667,11.7254666667,7.96413333334,12.0555333333,5.31993333333
371.83,6.33553333333,10.5307333333,7.8796,11.6586980392,4.71793333333,3.9862,6.84566666667,11.7531333333,7.96000000001,11.9656,5.22693333333
372.19,6.41753333333,10.5496,7.90013333333,11.7448666667,4.7889,4.051,6.91513333333,11.8596,8.04539999999,12.0234666667,5.31546666667
372.55,6.41566666667,10.4398,7.83153333333,11.7020941176,4.7094,4.03213333333,6.8588,11.8534,8.03513333333,11.9359333334,5.30013333333
372.92,6.421,10.4222666667,7.82573333333,11.6982352941,4.73016666667,4.0292,6.79973333333,11.836,8.04066666666,11.8747333333,5.32733333333
373.28,6.4636,10.4314,7.83206666667,11.701827451,4.78163333333,4.05313333333,6.79553333333,11.9096,8.10666666667,11.8776,5.33633333333
373.64,6.48293333333,10.3926666667,7.78466666667,11.6879686274,4.81723333333,4.12806666667,6.82053333333,11.9391333333,8.17573333333,11.8168,5.33993333333
374.00,6.52866666667,10.3794666667,7.71186666667,11.6776627451,4.79536666667,4.16573333333,6.8966,11.9678,8.21373333334,11.7666,5.37333333333
374.37,6.6896,10.4754,7.82566666667,11.722054902,4.9388,4.2958,6.99546666667,12.1114,8.36286666667,11.811,5.52646666666
374.73,6.731,10.4182666667,7.7626,11.6514470588,4.9518,4.32466666667,7.00313333334,12.0972,8.38666666667,11.7837333333,5.53113333333
375.09,6.74366666667,10.297,7.66653333333,11.5657803922,4.92983333333,4.31933333333,6.9054,12.1046,8.3774,11.7413333333,5.46053333333
375.45,6.93886666666,10.3612666667,7.75593333333,11.6985960784,5.056,4.5052,6.9922,12.2559333333,8.4968,11.78,5.59573333333
375.81,7.06366666667,10.4095333333,7.87313333333,11.7373921568,5.15673333333,4.60566666667,7.09053333333,12.3631333333,8.62473333333,11.8107333333,5.77953333334
376.18,7.26153333333,10.5072666667,8.00613333333,11.8428313726,5.30473333333,4.78913333333,7.18666666667,12.5308666667,8.8092,11.8766666667,5.93333333333
376.54,7.2254,10.4434,7.85766666667,11.7343176471,5.2663,4.75746666667,7.0748,12.5007333333,8.7794,11.7907333333,5.86653333333
376.90,7.21,10.3437333333,7.75086666667,11.6205137255,5.23356666667,4.75586666667,7.00393333333,12.5373333333,8.75680000001,11.7124,5.81693333333
377.26,7.29966666667,10.3592666667,7.79026666667,11.6323647059,5.3159,4.83213333333,7.04806666667,12.6645333333,8.80980000001,11.6849333334,5.89393333333
377.63,7.3934,10.3867333333,7.8396,11.6573058824,5.37653333334,4.92453333333,7.084,12.7420666667,8.85100000001,11.6786666667,5.96093333333
377.99,7.37353333333,10.2963333333,7.71953333333,11.5837529412,5.3594,4.88913333333,6.98913333333,12.7347333333,8.80626666665,11.5819333333,5.9076
378.35,7.31833333334,10.1723333333,7.59986666667,11.5038196078,5.28126666667,4.8682,6.90546666667,12.6851333333,8.74713333333,11.4769333334,5.85106666667
378.71,7.3026,10.1004,7.53553333333,11.4230705882,5.26316666667,4.86033333333,6.80446666667,12.7199333333,8.7152,11.3948,5.83133333333
379.07,7.26166666667,10.0295333333,7.46266666667,11.3423294118,5.2469,4.81393333334,6.75673333333,12.7612666667,8.70139999999,11.248,5.79406666667
379.44,7.21706666667,9.95453333334,7.376,11.2165843137,5.194,4.76786666667,6.66,12.7533333333,8.66399999999,11.1035333333,5.7404
379.80,7.2032,9.87653333334,7.27326666667,11.1456627451,5.18943333333,4.73106666666,6.57906666667,12.7594666667,8.61506666667,10.9896666667,5.69633333333
380.16,7.12986666667,9.75053333333,7.17606666667,11.0081882353,5.1322,4.6694,6.50066666667,12.7056666667,8.52493333334,10.879,5.63966666667
380.52,7.18926666667,9.7214,7.19706666667,11.0195294118,5.19176666667,4.6902,6.5312,12.8012,8.55386666666,10.8708666667,5.67466666667
380.88,7.38026666667,9.82806666666,7.29546666667,11.1582627451,5.32413333333,4.83666666667,6.6722,12.9627333333,8.71286666666,10.9594666667,5.8274
381.24,7.32746666667,9.69806666665,7.14953333333,11.0490549019,5.21933333333,4.77946666667,6.56533333333,12.8864666667,8.64406666665,10.8652,5.77766666667
381.61,7.3418,9.60219999999,7.06226666667,11.0301098039,5.25213333333,4.79366666666,6.55326666667,12.9206666667,8.64826666665,10.8545333334,5.78746666667
381.97,7.38233333333,9.57953333332,7.08086666667,11.0312784314,5.27946666667,4.84493333333,6.54173333333,12.9796,8.68666666667,10.853,5.85733333333
382.33,7.41886666667,9.52679999999,7.066,10.9597411765,5.26893333334,4.83086666667,6.5096,13.0202666667,8.694,10.8152,5.8354
382.69,7.48273333333,9.55180000001,7.15353333333,11.0119607843,5.34053333333,4.93113333333,6.59226666667,13.1181333333,8.77426666665,10.8396,5.91506666667
