wavelength,Back_SicLebf,Belly_SicLebf,Breast_SicLebf,Crissum_SicLebf,Crown_SicLebf,DorTail_SicLebf,Rump_SicLebf,Throat_SicLebf,WingTip_SicLebf
192.09,-242.105333333,138.596333333,139.4735,-17.544,92.9823333333,108.772,-303.508666667,226.316,-10.5263333333
192.47,-166.666333333,180.303,145.4545,63.6366666667,124.242333333,148.485,-222.727333333,218.182,56.0606666667
192.85,-134.615333333,144.871666667,130.769,30.769,99.9996666667,125.641,-192.307666667,200.0,51.282
193.23,-165.151666667,169.697,118.182,9.09066666667,57.5756666667,133.333333333,-257.575666667,186.364,27.2726666667
193.61,-106.666666667,170.666666667,186.0,49.3333333333,48.0,144.0,-220.0,212.0,36.0
193.99,-39.5833333333,89.5833333333,120.8335,45.833,47.2223333333,75.6943333333,-100.694333333,112.5,34.0276666667
194.37,-129.166666667,166.666666667,202.083,45.8333333333,66.6666666667,119.444333333,-223.611,200.0,34.7223333333
194.75,-1008.33333333,758.333333333,1112.5,75.0,66.6666666667,708.333333333,-1683.33333333,650.0,-25.0
195.13,1666.66666667,-744.444666667,-1216.6665,133.333,66.6666666667,-988.889,2355.55566667,-833.333,333.333333333
195.51,2166.66666667,-1450.0,-2675.0,100.0,-33.3333333333,-2383.33333333,3433.33333333,-1500.0,-83.3333333333
195.89,282.051666667,-56.4103333333,-419.231,12.8203333333,-7.69233333333,-443.589666667,476.923,-230.769,-2.564
196.27,209.523666667,44.4443333333,-185.7145,47.619,19.0476666667,-230.159,314.285666667,-66.667,11.111
196.65,165.277666667,30.5556666667,-125.0,50.0,12.5,-230.555666667,259.722333333,-58.333,-2.77766666667
197.03,141.935666667,32.258,-66.129,54.839,48.3873333333,-161.290333333,236.559,25.806,20.4303333333
197.40,142.528666667,36.7816666667,-81.0345,29.885,49.4253333333,-183.908,213.793333333,20.69,5.747
197.78,196.296333333,83.9503333333,-12.963,92.5926666667,83.9506666667,-155.555333333,265.432,81.481,30.8643333333
198.16,126.086666667,63.768,9.7825,60.8696666667,70.29,-81.1596666667,159.420666667,63.043,39.1303333333
198.54,143.137333333,93.137,0.0,73.5296666667,94.1176666667,-118.627666667,188.235,73.529,40.196
198.92,143.678,119.540333333,-6.8965,56.322,100.000333333,-154.023,196.551666667,62.069,16.092
199.30,221.666666667,183.333333333,17.5,75.0,180.0,-235.0,258.333333333,150.0,26.6666666667
199.68,406.666666667,406.666666667,100.0,76.6666666667,353.333333333,-436.666666667,513.333333333,260.0,63.3333333333
200.06,616.666333333,583.333333333,66.667,33.3333333333,561.111333333,-750.0,800.0,266.667,138.889
200.44,-290.0,-236.666666667,95.0,103.333333333,-293.333333333,550.0,-426.666666667,20.0,-33.3333333333
200.82,-116.667,-110.714333333,76.7855,60.7146666667,-135.714,151.190666667,-173.809666667,39.286,-27.381
201.19,-98.9246666667,-95.6986666667,95.161,109.677333333,-70.9676666667,166.666666667,-96.774,100.0,-6.45166666667
201.57,-65.8116666667,-74.359,89.7435,116.239333333,-26.496,148.717666667,-60.684,97.436,17.9486666667
201.95,-61.1113333333,-56.4816666667,118.0555,165.740666667,-2.77766666667,187.963,-74.074,75.0,7.40733333333
202.33,-45.1386666667,-31.25,95.833,145.138666667,25.0,149.305333333,-43.75,70.833,16.6666666667
202.71,-18.9743333333,-17.9483333333,79.231,136.410333333,34.872,122.564,-27.1793333333,53.846,35.3846666667
203.09,-7.07066666667,-17.6766666667,80.303,147.474666667,46.4646666667,124.747333333,-19.697,65.152,41.4143333333
203.47,-6.66666666667,-15.5556666667,77.5,162.778,43.889,133.333333333,-30.0,61.667,35.0
203.85,-31.8183333333,-55.303,64.7725,188.636333333,20.4543333333,164.394,-62.8786666667,25.0,8.33333333333
204.22,-43.8596666667,-54.386,72.3685,209.649333333,14.035,162.280333333,-75.4386666667,0.0,5.263
204.60,-36.3636666667,-72.7273333333,93.939,262.626333333,34.3433333333,210.101,-68.687,-12.121,16.1613333333
204.98,-450.0,-608.333333333,587.5,2216.66666667,333.333333333,1625.0,-416.666666667,-500.0,75.0
205.36,-146.666666667,-480.0,360.0,1720.0,40.0,1300.0,-293.333333333,-420.0,133.333333333
205.74,-283.333333333,-733.333333333,950.0,4550.0,516.666666667,3283.33333333,-533.333333333,-1100.0,450.0
206.12,45.8333333333,233.333333333,-37.5,-1083.33333333,8.33333333333,-712.5,70.8333333333,187.5,-187.5
206.50,32.0,109.333333333,46.0,-314.666666667,66.6666666667,-188.0,54.6666666667,84.0,-46.6666666667
206.87,19.5403333333,95.402,86.207,-249.425333333,108.046,-129.885,42.5286666667,110.345,10.345
207.25,16.049,90.1236666667,111.111,-260.494,133.333333333,-133.333333333,20.9876666667,107.407,13.5803333333
207.63,-175.0,191.666666667,206.25,-1079.16666667,308.333333333,-604.166666667,-145.833333333,137.5,-125.0
208.01,-400.0,146.666666667,310.0,-1853.33333333,373.333333333,-1080.0,-360.0,80.0,-380.0
208.39,866.666333333,266.666666667,-566.6665,3377.77766667,-422.222,2233.33333333,866.666666667,700.0,933.333333333
208.77,260.606333333,160.606333333,-227.2725,978.788,-166.666666667,590.909,266.666666667,409.091,287.879
209.14,143.137333333,105.882333333,-211.7645,580.392,-137.255,388.235666667,115.686333333,270.588,145.098333333
209.52,242.424333333,172.727333333,-236.3635,893.939333333,-175.757666667,639.394333333,96.97,418.182,227.273
209.90,438.889,205.555666667,-450.0,1450.0,-511.111333333,1027.77766667,38.889,633.333,344.444333333
210.28,255.555666667,94.4443333333,-125.0,697.222333333,-280.555333333,547.222333333,44.4443333333,391.667,216.666666667
210.66,158.620666667,97.701,1.7245,290.804666667,-98.8503333333,279.310666667,68.9653333333,203.448,131.034333333
211.03,613.333333333,246.666666667,-10.0,1306.66666667,-793.333333333,1226.66666667,93.3333333333,1100.0,520.0
211.41,233.333333333,23.3333333333,15.0,613.333333333,-446.666666667,546.666666667,70.0,300.0,196.666666667
211.79,144.444333333,-283.333333333,-175.0,888.888666667,-755.555666667,650.0,-72.2223333333,133.333,177.777666667
212.17,62.745,-88.2353333333,2.941,360.784333333,-190.196,278.431333333,68.6276666667,82.353,117.647
212.55,133.333333333,-808.333333333,-312.5,1366.66666667,-950.0,925.0,-33.3333333333,-500.0,250.0
212.92,22.2223333333,1266.66666667,466.6665,-1544.44433333,1555.55566667,-977.777666667,244.444333333,1566.667,155.555666667
213.30,-933.333333333,4200.0,850.0,-4966.66666667,4166.66666667,-2833.33333333,-300.0,3800.0,-433.333333333
213.68,185.714333333,-400.0,-114.2855,833.333666667,-476.190666667,352.381,290.476333333,-557.143,190.476
214.06,204.166666667,-279.166666667,-118.75,800.0,-304.166666667,462.5,341.666666667,-225.0,204.166666667
214.44,125.0,-158.333333333,-141.6665,638.889,-119.444333333,288.888666667,225.0,-175.0,158.333333333
214.81,216.666333333,-461.111333333,-375.0,1372.22233333,-250.0,505.555333333,355.555333333,-333.333,161.111
215.19,-1050.0,883.333333333,1225.0,-4216.66666667,500.0,-2200.0,-1133.33333333,1000.0,-783.333333333
215.57,-1466.66666667,-50.0,1100.0,-4483.33333333,-100.0,-2700.0,-1250.0,-400.0,-1350.0
215.95,-440.740666667,-166.666666667,211.111,-1062.963,-66.6666666667,-718.518666667,-385.185,-233.333,-362.963
216.32,-487.5,-262.5,287.5,-1100.0,-50.0,-679.166666667,-408.333333333,-225.0,-291.666666667
216.70,2200.0,1466.66666667,-375.0,4383.33333333,516.666666667,3133.33333333,2200.0,1700.0,1566.66666667
217.08,-333.333333333,-194.872,76.923,-592.307666667,-82.0513333333,-417.949,-317.948666667,-207.692,-253.846333333
217.46,-683.333333333,-475.0,31.25,-1066.66666667,-183.333333333,-787.5,-550.0,-275.0,-454.166666667
217.83,-2333.33333333,-1333.33333333,325.0,-3716.66666667,-283.333333333,-2900.0,-1850.0,-1000.0,-1333.33333333
218.21,-407.407333333,-137.037333333,122.222,-718.518666667,-33.3336666667,-503.703666667,-248.148333333,44.444,-214.814666667
218.59,-199.999666667,-66.6666666667,26.316,-275.438666667,-21.0526666667,-205.263,-131.579,68.421,-87.719
218.97,-330.952666667,-188.095333333,-10.7145,-392.857,-92.8573333333,-345.238,-242.857,100.0,-242.857333333
219.34,733.333333333,395.238,100.0,919.047666667,247.619333333,761.904666667,633.333333333,-85.714,580.952666667
219.72,356.25,150.0,87.5,404.166666667,89.5833333333,320.833333333,289.583333333,-62.5,252.083333333
220.10,480.0,246.666666667,105.0,590.0,86.6666666667,453.333333333,423.333333333,-60.0,356.666666667
220.47,4100.0,1066.66666667,-200.0,5466.66666667,-266.666666667,3366.66666667,2833.33333333,-1900.0,2800.0
220.85,1016.66666667,116.666666667,-362.5,1225.0,-208.333333333,566.666666667,758.333333333,-400.0,650.0
221.23,201.389,55.5556666667,-35.417,224.999666667,11.111,136.111333333,163.889,-12.5,150.0
221.61,171.428333333,14.2856666667,-50.0,190.476,-22.222,111.111333333,150.793666667,-76.19,131.746
221.98,320.0,-30.0,-145.0,356.666666667,-40.0,176.666666667,243.333333333,-140.0,276.666666667
222.36,198.039,23.5293333333,-64.706,207.843,-76.4706666667,76.4706666667,196.078333333,-5.882,150.980333333
222.74,99.099,12.6126666667,-9.4595,116.216333333,-25.2253333333,74.7746666667,125.225333333,59.459,71.171
223.11,79.798,-18.1816666667,-6.0605,96.9696666667,-55.5553333333,60.606,117.171666667,33.333,35.3536666667
223.49,57.9363333333,-1.58733333333,15.476,81.7463333333,-23.8096666667,50.7936666667,106.349,47.619,28.5713333333
223.87,49.0193333333,-13.7253333333,20.588,62.745,-36.2746666667,45.0983333333,125.49,52.941,17.6466666667
224.24,29.4116666667,-58.8236666667,-4.4115,17.647,-53.9216666667,6.863,82.353,47.059,-13.7256666667
224.62,28.302,-20.7546666667,34.906,23.2706666667,-8.80533333333,27.044,62.2643333333,50.943,11.9496666667
225.00,38.7096666667,0.0,50.0,37.097,6.98933333333,44.6236666667,50.5376666667,59.677,17.742
225.38,28.75,9.16666666667,43.75,38.3333333333,10.4166666667,42.5,41.25,51.25,13.75
225.75,35.659,11.628,42.4415,51.5503333333,15.1163333333,46.5113333333,48.062,70.93,21.318
226.13,44.33,22.3366666667,45.361,58.7626666667,19.5876666667,56.701,48.4536666667,65.979,25.7733333333
226.51,46.2963333333,19.753,43.5185,62.963,25.926,63.272,46.9136666667,53.704,27.1606666667
226.88,52.041,20.408,42.347,61.905,24.83,62.5853333333,42.5166666667,50.0,31.2926666667
227.26,57.3716666667,26.6026666667,33.654,62.5,33.333,57.6923333333,41.6666666667,61.538,38.4616666667
227.64,57.143,27.619,33.3335,55.873,35.8733333333,58.7303333333,37.4603333333,63.81,43.1746666667
228.01,54.983,24.055,21.134,59.4503333333,28.8656666667,59.4503333333,30.584,67.01,38.1443333333
228.39,48.048,27.327,20.721,53.1533333333,23.7236666667,55.8556666667,29.4296666667,60.36,38.138
228.76,55.5556666667,40.1233333333,14.8145,59.8763333333,27.469,62.6546666667,39.5063333333,73.148,44.753
229.14,48.4593333333,40.336,16.3865,55.4623333333,21.0086666667,53.5013333333,39.2156666667,63.866,42.5773333333
229.52,53.1986666667,41.0776666667,16.1615,61.953,26.5993333333,57.5756666667,47.138,66.667,57.5756666667
229.89,49.141,49.828,13.9175,56.7006666667,24.7423333333,55.67,42.612,58.763,64.261
230.27,40.2516666667,48.113,9.434,48.742,22.6413333333,46.855,36.478,60.377,54.717
230.65,37.3833333333,46.4176666667,4.673,45.7943333333,22.741,41.1213333333,36.1373333333,68.224,56.0746666667
231.02,34.1736666667,41.7366666667,11.7645,50.7,21.0083333333,38.375,32.2126666667,57.143,52.1006666667
231.40,22.4866666667,30.6876666667,9.9205,44.9736666667,13.492,33.3333333333,28.8363333333,50.0,42.857
231.78,16.809,26.7806666667,3.4185,47.8633333333,5.698,25.0713333333,22.2226666667,45.299,35.6123333333
232.15,11.5703333333,26.4463333333,5.372,49.3113333333,6.336,23.416,21.7633333333,42.149,35.2616666667
232.53,18.408,32.587,20.149,49.7513333333,14.1793333333,28.8556666667,27.3633333333,43.284,35.5723333333
232.90,19.638,28.9406666667,26.3565,47.287,9.819,27.132,22.7393333333,39.535,32.558
233.28,22.7776666667,25.5553333333,19.583,47.5,11.389,25.2776666667,20.5556666667,41.667,31.1113333333
233.66,23.967,19.5593333333,13.223,39.3943333333,8.81533333333,24.7936666667,13.774,42.149,22.5896666667
234.03,25.5556666667,10.2776666667,15.417,38.611,12.2223333333,30.5553333333,15.8333333333,43.333,16.389
234.41,19.872,-3.84633333333,10.096,31.4103333333,10.8973333333,26.6023333333,11.8586666667,50.962,9.61566666667
234.78,12.5,-5.55566666667,15.1045,24.6526666667,7.29166666667,30.9026666667,2.43066666667,48.958,4.51366666667
235.16,2.84566666667,-15.0406666667,-3.6585,4.065,0.813,19.1056666667,-5.28466666667,48.78,-10.569
235.54,-6.37233333333,-21.5686666667,-8.8235,-9.31366666667,-4.902,9.804,-23.0393333333,33.824,-29.902
235.91,-1.48029736617e-16,-8.45066666667,-4.225,-5.164,6.10333333333,24.413,-15.0236666667,35.211,-21.1266666667
236.29,9.95,-6.46766666667,-4.4775,-3.98,14.428,24.8756666667,-9.95033333333,44.776,-25.8706666667
236.66,-17.949,-52.137,-34.6155,-11.1113333333,-5.983,19.6583333333,-36.752,46.154,-73.5043333333
237.04,-35.632,-59.77,-48.2755,17.241,12.6436666667,27.5863333333,-27.5863333333,86.207,-97.7013333333
237.41,-61.905,-46.0316666667,-40.476,26.984,38.0953333333,74.603,-36.508,90.476,-114.285666667
237.79,-310.0,-203.333333333,-260.0,-63.3333333333,-130.0,-26.6666666667,-286.666666667,-20.0,-396.666666667
238.17,-103.571333333,-30.9523333333,-100.0,-10.7143333333,-23.8096666667,-2.38133333333,-119.048,-17.857,-135.714333333
238.54,-111.494333333,-18.3906666667,-110.345,-25.2876666667,-65.517,-43.678,-128.735333333,-82.759,-148.275666667
238.92,-101.009666667,-20.202,-122.727,-17.1716666667,-74.7473333333,-57.576,-127.272666667,-103.03,-136.363333333
239.29,-54.902,4.57533333333,-45.098,13.0716666667,-27.4506666667,-20.915,-67.3203333333,-37.255,-64.052
239.67,-33.3333333333,16.949,-38.983,32.2033333333,-6.215,-3.95466666667,-42.938,1.695,-27.6836666667
240.04,-16.1046666667,7.86533333333,-31.4605,25.094,-4.12,-1.12333333333,-22.472,5.618,-12.734
240.42,-1.57466666667,17.3226666667,-13.7795,26.2466666667,6.56133333333,8.66133333333,-2.88733333333,7.874,6.56166666667
240.79,1.73166666667,16.8833333333,-13.961,24.2423333333,9.524,8.442,1.08233333333,6.494,11.2556666667
241.17,-3.56533333333,11.943,-17.647,11.0516666667,4.45633333333,2.31733333333,-3.565,1.604,6.952
241.54,-4.16666666667,9.05166666667,-10.1295,11.2073333333,5.029,0.718333333333,-0.718666666667,8.19,3.01733333333
241.92,6.41466666667,14.4326666667,2.4055,16.953,11.2256666667,9.851,6.98733333333,17.182,9.27833333333
242.29,5.83066666667,15.4016666667,2.805,16.7216666667,10.4513333333,8.691,10.781,18.152,10.4513333333
242.67,9.65166666667,18.0096666667,4.627,20.0996666667,14.2286666667,12.3383333333,13.93,18.209,15.5223333333
243.05,10.6626666667,20.077,3.3145,18.924,15.562,11.6233333333,15.0813333333,18.732,16.3306666667
243.42,7.88033333333,18.75,-0.8155,18.3876666667,12.9526666667,10.145,12.4996666667,13.315,14.221
243.80,4.77433333333,16.059,-2.2135,15.0176666667,7.726,6.51033333333,8.85433333333,7.552,9.28833333333
244.17,4.00333333333,16.1013333333,-1.0445,14.6216666667,6.78833333333,4.52566666667,9.48666666667,4.961,8.355
244.55,3.20333333333,13.8526666667,-1.4285,14.632,4.58866666667,3.72266666667,6.14733333333,3.896,7.09933333333
244.92,4.47066666667,14.8236666667,1.176,16.0783333333,7.76466666667,4.86233333333,6.98033333333,4.706,9.33366666667
245.30,8.66533333333,16.0726666667,4.5075,18.658,9.01466666667,9.01433333333,10.2723333333,7.547,12.2293333333
245.67,7.51833333333,14.371,1.297,16.966,6.91933333333,8.18366666667,8.91533333333,4.79,11.4436666667
246.05,3.85566666667,12.5,0.5595,16.0446666667,5.846,5.78366666667,7.152,3.172,9.266
246.42,5.04733333333,11.3143333333,3.411,16.5833333333,6.15666666667,7.48733333333,7.21033333333,4.825,9.928
246.79,4.25,10.036,4.9925,16.0263333333,6.70766666667,8.295,6.96366666667,5.223,9.626
247.17,4.54533333333,9.18566666667,7.2445,16.051,6.534,9.13833333333,7.86,6.108,9.37466666667
247.54,5.97,9.317,9.294,15.83,7.146,10.086,9.22666666667,7.463,9.86
247.92,9.33166666667,10.5033333333,11.328,17.7083333333,10.2863333333,12.3263333333,11.8056666667,8.984,13.4983333333
248.29,9.11833333333,10.5376666667,12.1935,17.9786666667,10.925,12.129,10.7956666667,9.419,14.3656666667
248.67,8.84633333333,10.2563333333,12.5,17.4363333333,11.7093333333,12.1796666667,10.812,9.103,14.188
249.04,10.236,11.1983333333,13.4515,17.4976666667,11.636,13.5606666667,11.7673333333,9.974,14.3043333333
249.42,10.6963333333,12.3556666667,14.7995,18.58,12.955,13.693,12.356,8.99,15.6753333333
249.79,11.8436666667,13.8013333333,16.046,19.9616666667,14.3266666667,14.47,14.1353333333,8.739,17.5263333333
250.17,14.526,14.271,16.514,20.999,14.7806666667,15.851,15.4433333333,9.633,19.9286666667
250.54,15.4626666667,14.607,15.65,20.9203333333,14.9813333333,15.6236666667,15.3556666667,9.791,19.529
250.92,16.722,14.8396666667,15.781,21.761,14.5626666667,16.1683333333,15.7256666667,9.468,20.598
251.29,16.8426666667,15.845,16.9015,22.4766666667,15.4343333333,16.256,16.197,9.155,21.7136666667
251.66,15.6546666667,15.476,15.714,22.024,15.893,16.1903333333,15.5356666667,9.821,21.131
252.04,13.8543333333,15.808,15.0975,21.7883333333,13.3806666667,16.5776666667,14.091,11.19,19.3013333333
252.41,14.6643333333,16.0776666667,15.106,21.2013333333,12.4853333333,18.9046666667,15.0176666667,13.251,18.9636666667
252.79,15.87,16.401,14.6015,20.59,11.6813333333,18.879,14.336,12.92,18.466
253.16,14.8736666667,15.6966666667,14.991,19.753,10.876,16.5196666667,12.3456666667,12.875,17.754
253.54,14.5756666667,14.3366666667,13.9785,18.22,10.454,15.89,10.3346666667,15.054,16.2483333333
253.91,14.6326666667,13.3576666667,15.1185,18.033,12.0826666667,15.4826666667,8.986,15.665,16.6363333333
254.28,12.245,13.6673333333,16.3265,17.749,13.1106666667,13.791,9.83333333333,15.213,15.708
254.66,10.2413333333,13.177,18.8845,17.5473333333,11.7413333333,12.5243333333,10.176,13.307,15.6553333333
255.03,8.852,13.278,18.154,15.6293333333,10.9266666667,10.235,10.65,12.241,13.6236666667
255.41,8.78266666667,13.9696666667,16.39,15.3526666667,11.2726666667,10.3733333333,10.581,11.826,12.6556666667
255.78,12.959,16.563,19.127,17.256,12.0583333333,12.197,13.2366666667,12.474,15.1766666667
256.15,17.0096666667,18.6556666667,23.1485,19.4786666667,16.0493333333,15.295,17.6266666667,13.58,17.147
256.53,15.395,17.8713333333,23.293,18.675,17.5366666667,14.19,16.8673333333,10.04,15.9303333333
256.90,13.409,16.7613333333,23.719,18.7856666667,17.0146666667,12.9663333333,17.5836666667,10.436,15.2433333333
257.28,13.8593333333,16.374,22.9825,19.1813333333,17.3096666667,14.0933333333,17.427,10.175,15.38
257.65,11.6483333333,15.4446666667,23.557,19.293,15.341,14.405,16.745,10.764,14.145
258.02,11.0663333333,14.8446666667,22.267,18.8933333333,13.945,15.0696666667,16.2843333333,11.336,13.8103333333
258.40,11.2003333333,14.1436666667,20.0115,18.3103333333,13.341,15.9403333333,14.7936666667,11.927,13.8376666667
258.77,10.5953333333,12.7816666667,17.7095,17.1206666667,11.5373333333,15.237,12.95,10.797,12.479
259.15,10.5826666667,12.4366666667,16.7265,17.16,10.7323333333,14.888,11.8983333333,9.865,11.719
259.52,10.6023333333,11.4346666667,16.5695,17.097,10.38,14.1823333333,11.3793333333,8.993,11.9896666667
259.89,10.0393333333,11.0143333333,15.6125,16.6533333333,10.066,13.4386666667,10.2766666667,8.617,11.6206666667
260.27,8.67433333333,10.4503333333,14.7105,15.856,9.189,12.2523333333,9.08666666667,7.876,11.0166666667
260.64,8.85333333333,10.5783333333,14.1175,15.6266666667,8.752,11.6693333333,9.031,8.752,11.0353333333
261.01,8.66566666667,10.634,13.3435,14.9286666667,8.61433333333,11.5796666667,8.61466666667,8.512,11.2983333333
261.39,8.055,10.2563333333,12.704,14.012,7.977,11.0593333333,8.67666666667,7.925,10.9296666667
261.76,7.86533333333,10.1123333333,11.557,13.59,8.106,9.68433333333,8.4,6.18,10.8883333333
262.13,7.11,9.21133333333,11.14,12.694,7.484,8.37666666667,7.34033333333,4.836,9.98833333333
262.51,7.63466666667,9.268,11.0745,12.127,7.22566666667,7.32,7.54033333333,3.676,9.89633333333
262.88,6.99533333333,8.77966666667,10.3885,10.843,7.975,5.63133333333,7.205,3.568,10.388
263.25,6.81533333333,7.87333333333,10.3995,9.83166666667,8.77366666667,5.87533333333,7.48133333333,4.348,11.2416666667
263.63,7.27566666667,8.37566666667,10.0885,9.60233333333,9.306,6.42966666667,8.46,4.442,11.8866666667
264.00,6.85633333333,8.84066666667,9.7425,9.56233333333,10.284,6.315,9.47233333333,3.924,13.126
264.37,6.56533333333,7.851,8.058,8.953,10.8356666667,5.18833333333,9.36633333333,4.683,12.9933333333
264.75,5.94233333333,7.66033333333,7.5905,8.589,10.1206666667,4.921,9.378,3.064,12.2563333333
265.12,6.62133333333,7.43766666667,7.279,8.617,9.93166666667,5.35133333333,9.84133333333,2.449,11.8366666667
265.49,7.29866666667,8.45566666667,8.0105,9.47933333333,10.9036666667,5.87466666667,10.681,2.67,13.351
265.87,6.907,6.521,7.529,8.92333333333,10.253,6.26366666667,10.0813333333,2.188,12.1836666667
266.24,8.657,8.41433333333,7.2815,9.95166666667,10.1943333333,7.44333333333,10.8413333333,3.034,12.743
266.61,6.913,8.224,6.615,10.0913333333,9.694,7.628,10.2103333333,2.622,11.5216666667
266.98,8.68433333333,10.0873333333,8.3615,12.3623333333,11.6423333333,9.63233333333,11.4143333333,4.778,13.197
267.36,8.19533333333,10.8786666667,9.206,13.0463333333,12.238,9.00433333333,11.246,4.631,13.708
267.73,8.31566666667,10.8743333333,9.3815,12.722,11.194,8.77733333333,10.7676666667,6.077,12.7933333333
268.10,6.80733333333,9.64933333333,8.474,11.8596666667,9.12266666667,8.24566666667,9.01733333333,6.211,10.9823333333
268.48,7.07833333333,9.62333333333,9.205,11.3666666667,8.33366666667,8.99566666667,8.403,5.439,10.565
268.85,8.0,9.67533333333,9.795,12.1366666667,8.923,10.188,8.855,5.641,11.0426666667
269.22,8.45766666667,10.3813333333,10.8955,13.2003333333,9.48566666667,10.879,9.35333333333,6.567,11.509
269.59,7.91933333333,9.12033333333,10.4675,13.4046666667,8.34133333333,10.6783333333,8.017,6.232,10.4186666667
269.97,8.67166666667,10.155,11.0255,14.1843333333,7.93033333333,11.122,8.18833333333,6.286,10.8316666667
270.34,8.27666666667,9.408,10.9115,13.7406666667,7.436,11.6066666667,7.56566666667,5.723,11.154
270.71,8.37233333333,8.65233333333,9.851,12.4803333333,6.38033333333,11.0803333333,6.349,5.135,11.049
271.09,7.955,7.62266666667,9.1655,11.6456666667,5.29333333333,10.2843333333,5.65633333333,3.63,9.74
271.46,9.528,8.12933333333,10.4025,11.9176666667,5.59433333333,11.393,5.82766666667,4.72,10.2563333333
271.83,10.0376666667,8.31166666667,10.915,12.252,6.5,11.533,5.32066666667,3.883,11.1593333333
