wavelength,Back_DigBruf,Belly_DigBruf,Breast_DigBruf,Crissum_DigBruf,Crown_DigBruf,DorTail_DigBruf,Patch10_DigBruf,Patch11_DigBruf,Rump_DigBruf,Throat_DigBruf,WingTip_DigBruf
533.49,5.90613333333,11.5322666667,9.53266666668,12.6678666667,5.29766666667,6.875,20.8686666666,22.461,12.4830666667,5.0486,8.113
533.84,5.9174,11.5686,9.5628,12.7124,5.298,6.88173333333,20.8818,22.481,12.4852777778,5.0576,8.126
534.18,5.94193333333,11.6154,9.60146666666,12.7573333333,5.3172,6.88693333334,20.8989333333,22.493,12.5037777778,5.07553333333,8.1394
534.52,5.94453333333,11.6541333334,9.6238,12.7793333333,5.32326666667,6.89366666667,20.9015333333,22.4932666667,12.4954222222,5.08693333333,8.14026666667
534.87,5.94633333334,11.6881333333,9.64766666667,12.8149333334,5.32273333333,6.896,20.9114,22.5158,12.4897222222,5.08066666667,8.1406
535.21,5.98506666667,11.7602,9.71093333333,12.895,5.3534,6.9238,20.9625333333,22.5528666667,12.5178666667,5.10933333333,8.17633333333
535.56,5.99826666667,11.8055333333,9.76733333335,12.9604666667,5.367,6.9366,21.0008666667,22.5840666667,12.5472888889,5.134,8.19753333333
535.90,6.02686666667,11.8892,9.833,13.0460666667,5.4106,6.97506666667,21.0543333333,22.6433333333,12.5856666667,5.1756,8.24893333333
536.25,6.03786666667,11.9338,9.87760000001,13.1034,5.42413333333,6.9878,21.0566666667,22.6643333333,12.5980555556,5.19553333333,8.25433333333
536.59,6.0652,11.9906666667,9.93846666665,13.1593333333,5.46086666667,7.01186666667,21.0969333333,22.7050666667,12.6210222222,5.21506666667,8.28413333333
536.93,6.06966666667,12.0385333333,9.97806666667,13.2287333333,5.47273333333,7.0144,21.1242666667,22.7397333333,12.6250666667,5.23766666667,8.30906666667
537.28,6.08573333333,12.0804,10.0220666667,13.2817333333,5.4764,7.03186666667,21.1251333333,22.7532,12.6390777778,5.25026666667,8.3362
537.62,6.11946666667,12.1499333333,10.0913333333,13.3529333333,5.52706666667,7.0684,21.1722666667,22.7868,12.6867,5.28426666667,8.3836
537.97,6.1208,12.1862666667,10.124,13.3869333333,5.52906666667,7.07153333333,21.1639333333,22.797,12.6875666667,5.28593333333,8.3982
538.31,6.13493333333,12.2386666667,10.1751333333,13.4593333333,5.5366,7.07666666667,21.1604666667,22.8196,12.7083888889,5.2964,8.41106666667
538.65,6.1282,12.2744666667,10.2062,13.4876666667,5.53546666667,7.0718,21.1549333333,22.7954,12.6969111111,5.30286666666,8.418
539.00,6.1066,12.3093333333,10.2349333333,13.5158666666,5.52306666667,7.06506666667,21.1265333333,22.772,12.6821,5.2956,8.4014
539.34,6.08886666667,12.3226666667,10.2427333333,13.5271333333,5.495,7.0538,21.0864,22.7480666667,12.6455444445,5.2692,8.37433333333
539.69,6.0964,12.3643333333,10.2765333333,13.5516,5.49793333333,7.064,21.0854666667,22.7414666667,12.6550777778,5.2606,8.37806666667
540.03,6.08926666667,12.3906,10.2978,13.5611333334,5.48066666667,7.05113333333,21.082,22.7348666667,12.6556333333,5.25066666667,8.3746
540.37,6.05713333333,12.4045333333,10.2938666667,13.5623333334,5.4492,7.03686666667,21.0566,22.714,12.6259888889,5.2292,8.3554
540.72,6.02093333333,12.4056,10.2834666667,13.5520666667,5.4302,7.01653333333,21.0155333333,22.6882,12.6050333333,5.20073333333,8.312
541.06,5.9846,12.4171333333,10.2866666667,13.5472666666,5.41353333333,6.9916,21.0076666667,22.6676,12.5768444444,5.17673333333,8.28046666667
541.40,5.94606666667,12.4106,10.2594666667,13.5412,5.3828,6.9562,20.9622666667,22.6458666667,12.5290111111,5.1454,8.24806666667
541.75,5.94073333333,12.43,10.2766666667,13.5563333333,5.3788,6.95473333333,20.9568,22.6456666667,12.5169222222,5.13926666667,8.24586666667
542.09,5.93213333333,12.4398,10.2798666667,13.5578,5.37586666667,6.95193333333,20.9479333333,22.6264,12.5161,5.131,8.2242
542.43,5.94726666667,12.489,10.3118,13.6018666667,5.39293333333,6.97706666667,20.9708,22.6702,12.5398777778,5.14866666667,8.23773333333
542.78,5.9478,12.4992666667,10.3250666667,13.6110666667,5.396,6.9654,20.9758666667,22.6696,12.5321888889,5.1452,8.23846666667
543.12,5.9718,12.5478,10.362,13.6486,5.427,6.9836,20.9979333333,22.682,12.5515222222,5.17073333333,8.25866666667
543.46,5.98233333333,12.5857333333,10.3919333333,13.6885333333,5.43806666666,6.98293333333,21.0033333333,22.7175333333,12.5492666667,5.18793333333,8.2546
543.81,5.96606666667,12.61,10.3920666667,13.7154,5.43573333333,6.96686666667,20.9942,22.7001333333,12.5343111111,5.169,8.2448
544.15,5.9886,12.6509333333,10.4307333333,13.7637333333,5.44973333333,6.98673333333,20.9824,22.7122,12.5414333333,5.18186666667,8.2536
544.49,5.99646666667,12.6933333333,10.4724,13.8010666667,5.44453333333,6.98433333333,20.9956666667,22.7318666667,12.5505111111,5.18593333333,8.26386666667
544.84,6.00593333334,12.7233333333,10.5076666667,13.8489333333,5.44846666667,6.98993333333,21.0076666667,22.7654666667,12.5455222222,5.1934,8.25786666667
545.18,6.0384,12.8075333333,10.5833333333,13.9091333333,5.4694,7.03153333333,21.0521333333,22.7886,12.5927444445,5.23406666667,8.2878
545.52,6.04813333333,12.8564666667,10.6122666667,13.9586666667,5.47846666667,7.0462,21.073,22.8112,12.6014,5.2368,8.28173333333
545.87,6.0502,12.8912,10.6395333333,14.0020666666,5.47373333333,7.03693333333,21.0763333333,22.8326666667,12.5888777778,5.23786666667,8.29733333333
546.21,6.06073333333,12.9296,10.6936,14.0528666667,5.47446666667,7.05026666667,21.1094,22.8572666667,12.6153333333,5.23633333333,8.3098
546.55,6.09253333333,12.998,10.7452,14.1261333333,5.49546666667,7.09573333333,21.1215333333,22.8973333333,12.6469666666,5.26753333333,8.33446666667
546.90,6.09246666667,13.0418,10.7816,14.1715333333,5.49686666667,7.0998,21.1407333333,22.9185333333,12.6512666667,5.27526666667,8.3464
547.24,6.0952,13.0832666667,10.826,14.2174,5.5066,7.1182,21.1644,22.9328,12.6725777778,5.2864,8.3758
547.58,6.11686666667,13.1259333333,10.8831333333,14.2805333333,5.52133333334,7.15553333333,21.1922,22.9798666667,12.6984777778,5.31133333333,8.37833333333
547.92,6.13466666667,13.1879333333,10.9337333333,14.3294,5.53953333333,7.169,21.2147333333,23.0059333333,12.7308222222,5.34633333333,8.394
548.27,6.20566666667,13.2826666667,11.0070666667,14.4303333333,5.6022,7.23986666666,21.2796,23.0726,12.7888555556,5.41513333333,8.45886666667
548.61,6.25493333333,13.3836666667,11.0701333334,14.5146666667,5.6368,7.28946666667,21.3199333333,23.0998,12.8572222222,5.47006666666,8.52926666667
548.95,6.23946666667,13.3852666667,11.0833333333,14.5398666667,5.6252,7.26,21.3349333333,23.1165333333,12.8412555556,5.4522,8.5042
549.29,6.23093333333,13.4229333333,11.1317333333,14.5826,5.62566666667,7.25313333333,21.323,23.0989333333,12.8351666667,5.4624,8.5156
549.64,6.23133333333,13.4806,11.1853333333,14.64,5.62146666667,7.25446666667,21.3357333333,23.1243333333,12.8374555555,5.46353333333,8.53326666667
549.98,6.19613333333,13.504,11.2005333333,14.6697333333,5.61346666667,7.2256,21.3161333333,23.1085333333,12.7984111111,5.44693333333,8.52946666667
550.32,6.15953333333,13.5235333333,11.204,14.6886666667,5.58846666667,7.1948,21.301,23.0843333333,12.7710666667,5.42826666666,8.50486666667
550.66,6.16886666667,13.5755333333,11.2425333333,14.7492,5.59566666667,7.19006666667,21.2934666666,23.0908,12.7799444445,5.425,8.50666666667
551.01,6.15933333333,13.6094,11.2778666667,14.7762,5.57693333333,7.18093333333,21.284,23.0652,12.7526,5.41133333333,8.49433333333
551.35,6.17713333333,13.6583333333,11.3158666667,14.822,5.59266666666,7.2112,21.2757333333,23.0864,12.7443555555,5.4492,8.53213333333
551.69,6.17153333333,13.6892,11.3388666667,14.8760666667,5.6018,7.20646666667,21.2803333333,23.0862666667,12.7490888889,5.4518,8.5534
552.03,6.1372,13.7048666666,11.3516666667,14.8782,5.57553333333,7.19113333333,21.2688,23.0696,12.7199777778,5.42646666667,8.52446666667
552.38,6.1288,13.7109333333,11.3693333333,14.8868,5.56046666667,7.1644,21.2376666667,23.0489333333,12.6752111111,5.40626666667,8.51193333334
552.72,6.13433333334,13.7295333333,11.3824,14.9108666667,5.55273333333,7.15733333333,21.2121333333,23.0558,12.6611666667,5.3926,8.51033333333
553.06,6.1576,13.8036666667,11.4153333333,14.9562666667,5.58006666667,7.17466666667,21.2365333333,23.0735333333,12.6871555556,5.424,8.51853333333
553.40,6.1762,13.8488666667,11.4716666667,14.9915333333,5.6056,7.20526666667,21.2762,23.0882,12.7327222222,5.4518,8.54186666667
553.74,6.22166666667,13.9290666667,11.5164666667,15.0488,5.631,7.23266666667,21.2762,23.1105333333,12.7612777778,5.49673333333,8.55426666667
554.09,6.265,13.9934666667,11.5819333333,15.1044666667,5.65666666667,7.26173333333,21.3186666667,23.163,12.8024,5.5208,8.57253333333
554.43,6.26433333333,14.0202,11.6096,15.1319333334,5.64546666667,7.25653333333,21.3291333333,23.1661333333,12.7828222222,5.51573333333,8.57926666667
554.77,6.29513333333,14.0816,11.6641333333,15.18,5.66226666667,7.2686,21.3352,23.2021333333,12.8095888889,5.55006666667,8.60033333333
555.11,6.32206666667,14.1642,11.7408666667,15.2504,5.6892,7.28693333333,21.3853333333,23.2229333333,12.8611333333,5.56886666667,8.63593333333
555.45,6.32646666667,14.2109333333,11.793,15.3064,5.6868,7.29213333333,21.4047333333,23.2476,12.8735333333,5.56193333333,8.6334
555.80,6.3254,14.2419333333,11.8292,15.3496,5.69446666667,7.30066666667,21.394,23.2448666667,12.8983,5.5694,8.6356
556.14,6.36446666667,14.3201333333,11.8921333333,15.4312666666,5.7392,7.34906666666,21.4165333333,23.2988666667,12.9516111111,5.6028,8.6586
556.48,6.40526666667,14.4313333333,11.9734666667,15.5347333333,5.7812,7.39753333333,21.4534,23.3712666667,12.9987555555,5.65073333333,8.71713333333
556.82,6.43813333333,14.4686666667,12.0312,15.6056666667,5.80026666667,7.42933333333,21.4628666667,23.4110666667,13.0500111111,5.663,8.76
557.16,6.49,14.5426666667,12.1132,15.6928666666,5.84193333333,7.47773333333,21.5033333333,23.4735333333,13.0737888889,5.72086666667,8.80853333333
557.50,6.50633333333,14.5946666667,12.1681333333,15.7452,5.87,7.50506666667,21.5495333333,23.4960666667,13.1052,5.7474,8.849
557.85,6.50353333333,14.6552,12.2014,15.8152666667,5.86953333333,7.5182,21.5432,23.5002666667,13.1192111111,5.74966666667,8.8754
558.19,6.47986666667,14.6780666667,12.1957333333,15.8265333333,5.83973333333,7.5074,21.5013333333,23.4904,13.1037888889,5.7394,8.83086666667
558.53,6.47293333333,14.7127333333,12.2226,15.8752,5.83786666667,7.524,21.495,23.471,13.1101111111,5.73233333333,8.8358
558.87,6.4328,14.7081333333,12.2104,15.8763333333,5.80066666667,7.4752,21.4592,23.4727333333,13.0640333333,5.6862,8.79
559.21,6.41613333333,14.7534,12.2344666667,15.9005333333,5.80893333333,7.4598,21.4714,23.4927333333,13.0470555556,5.68793333333,8.8012
559.55,6.45706666667,14.8622666667,12.3166666667,15.9928666667,5.85046666667,7.47566666667,21.5367333333,23.5518666667,13.0744888889,5.71806666666,8.8662
559.89,6.405,14.8842666667,12.2990666667,15.9994666667,5.80893333333,7.43453333333,21.5207333333,23.5538,13.048,5.68393333333,8.85113333333
560.23,6.37833333333,14.8779333333,12.3008666667,16.0174,5.77853333333,7.41073333333,21.5082,23.5132,13.0149555555,5.67853333333,8.80546666667
560.58,6.3158,14.8808,12.2948,16.0158666667,5.72866666667,7.38826666667,21.4862666667,23.4929333333,12.9423777778,5.64086666667,8.76406666667
560.92,6.2516,14.8875333333,12.2784666667,16.0336,5.68806666667,7.33973333333,21.4601333333,23.4608,12.9027444444,5.59453333333,8.72686666667
561.26,6.2096,14.8822,12.2827333333,16.0378,5.64846666667,7.29766666667,21.4199333333,23.4476,12.8504888889,5.53606666667,8.6832
561.60,6.17546666667,14.8732666667,12.2616,16.012,5.6132,7.2332,21.3653333333,23.4033333333,12.7896444444,5.49266666667,8.62313333333
561.94,6.1652,14.9124,12.2888,16.0577333334,5.6196,7.20793333333,21.3443333333,23.4142,12.7814222222,5.49173333333,8.64593333333
562.28,6.15533333333,14.9466,12.31,16.1097333334,5.63066666667,7.18806666667,21.3752666667,23.4442666667,12.7783555556,5.47066666667,8.6344
562.62,6.16346666667,15.019,12.347,16.1686666667,5.64173333333,7.19926666667,21.3817333333,23.4530666667,12.7842666667,5.48806666667,8.6406
562.96,6.19626666667,15.1009333333,12.4368,16.2383333333,5.67333333333,7.22513333334,21.4209333333,23.485,12.8062222222,5.51126666667,8.6552
563.30,6.21106666667,15.1440666667,12.4748666667,16.2884666667,5.66713333333,7.24386666667,21.4264,23.4966,12.8114444444,5.51713333333,8.63553333333
563.64,6.25173333333,15.2040666667,12.5608666667,16.3562,5.68833333333,7.27326666667,21.4665333333,23.5263333333,12.8279777778,5.54793333333,8.661
563.99,6.27466666666,15.2728666667,12.6617333333,16.3978,5.72273333333,7.29193333333,21.4834,23.5360666667,12.8635333333,5.54326666667,8.67593333333
564.33,6.2722,15.3298666667,12.6932666667,16.4447333333,5.70526666667,7.26433333334,21.4978,23.5723333333,12.8700444444,5.5414,8.6552
564.67,6.2942,15.3862666667,12.7309333333,16.4749333333,5.71526666667,7.27566666667,21.4882666667,23.557,12.8774666666,5.5404,8.66266666667
565.01,6.32866666667,15.4554666667,12.7766666667,16.5341333333,5.71213333333,7.298,21.4934666667,23.5490666667,12.9056777778,5.57306666667,8.6838
565.35,6.313,15.4825333334,12.8137333333,16.5836666667,5.69193333333,7.3134,21.5018666667,23.53,12.8872,5.5688,8.69513333333
565.69,6.34513333333,15.5325333333,12.8765333333,16.6466666667,5.7276,7.36286666667,21.5669333333,23.5425333333,12.9219555555,5.6122,8.7026
566.03,6.3538,15.5891333333,12.9274666667,16.6896,5.7328,7.37293333333,21.5626666667,23.5534666667,12.929,5.64233333333,8.71993333333
566.37,6.3804,15.6348,12.9987333333,16.7318666667,5.7592,7.40133333333,21.5867333333,23.5679333333,12.9445111111,5.66893333333,8.76066666667
566.71,6.351,15.6273333333,12.9661333333,16.718,5.7194,7.39426666667,21.5254,23.5369333333,12.9292555555,5.6434,8.7344
567.05,6.33473333333,15.6299333333,12.9752,16.7164666667,5.69666666667,7.36126666667,21.4832666667,23.4784,12.8901222222,5.6102,8.72293333333
567.39,6.3562,15.6644,13.0032,16.7526,5.71293333333,7.36573333333,21.4886666667,23.4730666667,12.8957888889,5.6266,8.73353333333
567.73,6.3642,15.7093333333,13.0042,16.7884,5.70453333333,7.37533333333,21.4681333333,23.4713333333,12.8874777778,5.63926666667,8.75173333333
568.07,6.38126666667,15.7332666666,13.0414666667,16.8068666667,5.7246,7.39733333334,21.4538666667,23.4253333333,12.8900888889,5.667,8.7756
568.41,6.38466666667,15.7786666667,13.0769333333,16.864,5.71526666667,7.3856,21.4345333333,23.458,12.8861888889,5.67166666667,8.7732
568.75,6.37753333333,15.813,13.1231333333,16.9090666667,5.74626666667,7.3902,21.4340666667,23.4676,12.8874777778,5.66573333334,8.7932
569.09,6.42413333333,15.9337333334,13.2504666667,17.003,5.82033333333,7.45913333333,21.4983333334,23.5674,12.9603333333,5.7334,8.87900000001
569.43,6.42406666667,15.9819333333,13.2866,17.0414666667,5.80486666667,7.45666666667,21.4908666667,23.5642,12.9623111111,5.71413333333,8.8672
569.77,6.3968,16.0078,13.3152,17.0688666667,5.7814,7.4532,21.4666666667,23.5633333333,12.9459555555,5.68506666667,8.86373333333
570.11,6.37506666667,16.0547333333,13.3394666667,17.111,5.75026666667,7.42973333333,21.4718666667,23.5724666667,12.9458333333,5.66346666667,8.84466666666
570.45,6.3852,16.1199333333,13.3756666667,17.1692,5.7436,7.4276,21.4932,23.5798,12.9288555556,5.66306666667,8.84813333333
570.79,6.36226666667,16.1480666667,13.3916,17.2094666667,5.74153333333,7.43086666667,21.485,23.5899333333,12.9294222222,5.662,8.84233333334
571.13,6.3164,16.1699333333,13.4268666667,17.2432,5.70813333333,7.41786666667,21.4778,23.5829333333,12.9046444445,5.64146666667,8.80473333333
571.47,6.27893333333,16.1780666667,13.4239333333,17.2614666667,5.6814,7.40106666667,21.4536,23.553,12.8704,5.61533333333,8.77326666667
571.81,6.27506666667,16.2222,13.4641333333,17.3264666667,5.69193333333,7.38173333333,21.4463333333,23.5796,12.8625222222,5.6032,8.77786666667
572.15,6.28726666667,16.2766666667,13.512,17.3763333333,5.73086666667,7.4286,21.4874666667,23.5922,12.9038555555,5.61953333333,8.80053333334
572.49,6.26726666667,16.3027333333,13.4976666667,17.3929333333,5.694,7.40046666667,21.4536666667,23.5781333334,12.8706,5.603,8.7588
572.83,6.22026666667,16.2484,13.444,17.3422666667,5.61053333333,7.31206666667,21.3714,23.4744,12.7836666667,5.51993333334,8.65993333333
573.17,6.17626666667,16.2640666667,13.4410666667,17.3742666667,5.5962,7.28553333333,21.3356666667,23.4622,12.7444222222,5.49266666667,8.6458
573.51,6.2162,16.3349333333,13.4923333333,17.4417333333,5.62333333333,7.3076,21.3606666666,23.4759333333,12.7680222222,5.51626666667,8.66506666667
573.85,6.22026666667,16.3491333333,13.5166,17.4578666667,5.6268,7.30326666667,21.3253333333,23.4652666667,12.7613888889,5.5076,8.6544
574.19,6.2574,16.4065333333,13.6018666667,17.5334,5.67166666667,7.3444,21.37,23.5038,12.8093555556,5.5464,8.7106
574.53,6.2766,16.4648,13.6492,17.5922666667,5.67613333333,7.35013333333,21.3798666667,23.5548666667,12.8261666667,5.56846666667,8.72126666667
574.87,6.2832,16.4958,13.6469333333,17.6046666667,5.6672,7.33693333333,21.3283333333,23.5282666667,12.8118777778,5.55213333333,8.73346666667
575.21,6.30693333333,16.5607333333,13.7070666667,17.6634666667,5.68606666666,7.3466,21.3514666667,23.5398,12.8273111111,5.57413333333,8.76566666667
575.55,6.3278,16.6282,13.747,17.699,5.70586666667,7.3816,21.3820666667,23.5772,12.8469666667,5.57993333333,8.77166666667
575.89,6.34566666666,16.6643333333,13.7826666667,17.7345333333,5.70813333333,7.37273333333,21.3729333334,23.5888666667,12.8273888889,5.59206666667,8.78139999999
576.22,6.3312,16.6741333333,13.8081333333,17.7653333333,5.70006666667,7.36893333333,21.3871333333,23.5932666667,12.8038888889,5.55406666667,8.78686666667
576.56,6.3202,16.7089333333,13.8286,17.8055333333,5.7122,7.36446666667,21.3866,23.6334666667,12.8204333333,5.5558,8.80213333333
576.90,6.37,16.8046,13.9116,17.8814,5.73626666667,7.4084,21.4592,23.6923333333,12.8756111111,5.6024,8.87273333333
577.24,6.32486666667,16.8017333333,13.8949333333,17.8634,5.67746666667,7.35866666667,21.4176,23.6324,12.8278666666,5.56846666667,8.8342
577.58,6.32166666667,16.8294,13.9017333333,17.8988,5.6784,7.36426666667,21.4117333333,23.6013333333,12.7972333333,5.55686666666,8.8378
577.92,6.27273333333,16.8162666667,13.8830666666,17.8756666667,5.63393333333,7.30993333334,21.3311333333,23.5837333333,12.7502777778,5.51113333333,8.79240000001
578.26,6.32553333333,16.9216666667,13.9596,17.9367333333,5.68313333333,7.35573333333,21.3740666667,23.5982,12.7846111111,5.53846666667,8.85953333333
578.60,6.3436,16.9986666667,14.0173333333,18.025,5.72146666667,7.4028,21.4652666667,23.6458666667,12.8313222222,5.56546666667,8.89299999999
578.94,6.30333333333,16.9823333333,14.016,18.0252,5.6834,7.37906666667,21.4208666667,23.6604666667,12.7970888889,5.50786666667,8.849
579.28,6.25526666666,16.9716666667,14.0312666666,18.0378,5.63206666667,7.34066666667,21.4023333333,23.6466666667,12.7567555556,5.46406666667,8.83173333333
579.61,6.2034,16.9896666667,14.0168,18.027,5.56646666667,7.2994,21.3741333333,23.5738666667,12.7308222222,5.40186666667,8.79126666667
579.95,6.2366,17.076,14.1048,18.101,5.5874,7.32646666667,21.3975333333,23.6199333333,12.7653222222,5.4594,8.81993333333
580.29,6.292,17.1870666667,14.1885333333,18.1956,5.64,7.38513333333,21.4428666666,23.6352666667,12.8090333333,5.52953333333,8.87213333334
580.63,6.27126666666,17.2188666667,14.2188,18.2074666667,5.6196,7.362,21.3644666667,23.6257333333,12.7756666667,5.4994,8.83040000001
580.97,6.287,17.2667333333,14.2562,18.2626666667,5.6692,7.37386666667,21.3706666667,23.6955333333,12.7767333333,5.52373333333,8.8528
581.31,6.2508,17.2871333333,14.2788666667,18.3,5.65993333333,7.35753333333,21.3455333333,23.694,12.7713333334,5.51573333333,8.83800000001
581.65,6.28513333333,17.3529333333,14.3383333333,18.3785333333,5.68473333333,7.38206666667,21.3728666667,23.7027333333,12.7807666667,5.52406666667,8.85560000001
581.98,6.21433333333,17.3019333333,14.3292,18.3566666667,5.602,7.33233333333,21.3072666667,23.6212,12.6859,5.45873333334,8.78253333333
582.32,6.2142,17.3426666667,14.3811333333,18.3754666667,5.61366666667,7.32286666667,21.2637333333,23.6298666667,12.6778555555,5.4712,8.7908
582.66,6.23313333333,17.4457333333,14.4654,18.4629333333,5.63386666667,7.33733333333,21.3333333333,23.6596,12.7003888889,5.52346666667,8.82093333333
583.00,6.2124,17.4487333333,14.4586,18.4909333333,5.60633333333,7.30693333333,21.2858666667,23.6066,12.6597444444,5.52613333333,8.82273333333
583.34,6.2154,17.5124,14.5434,18.5684,5.6102,7.29913333333,21.3052666667,23.6486,12.6562,5.54866666667,8.84573333334
583.68,6.23166666667,17.5834,14.5797333333,18.6128,5.63713333333,7.31193333333,21.3094,23.6758,12.6848777778,5.567,8.85379999999
584.01,6.21626666667,17.6161333333,14.6112,18.6557333333,5.60926666667,7.31973333334,21.3167333333,23.7104666667,12.6629111111,5.5282,8.83946666667
584.35,6.25866666667,17.6781333333,14.6988666667,18.7382,5.63473333333,7.3632,21.4055333333,23.7534,12.7021888889,5.5588,8.8894
584.69,6.3206,17.8037333333,14.824,18.8400666667,5.67293333333,7.46053333333,21.4698,23.7982666667,12.7740888889,5.59853333333,8.91706666667
585.03,6.36493333333,17.8858,14.8948,18.8796,5.7018,7.4956,21.4994666667,23.8218666667,12.8103,5.64546666667,8.96133333333
585.37,6.3676,17.9595333333,14.9579333333,18.9223333333,5.70153333333,7.5222,21.565,23.8327333333,12.8148,5.67166666667,8.97613333333
585.70,6.34546666667,17.9804666667,14.9372,18.9507333333,5.6776,7.50146666667,21.5346,23.8224,12.8134333333,5.64633333333,8.97759999999
586.04,6.33213333333,18.0324,14.9598666667,19.0101333333,5.67606666667,7.49246666667,21.5115333333,23.8348666667,12.8011555556,5.63513333333,8.96793333334
586.38,6.37526666667,18.0802666667,15.0304,19.0607333333,5.71506666667,7.53006666667,21.4984666667,23.8596666667,12.838,5.67093333333,9.02179999999
586.72,6.5036,18.2458666667,15.2010666667,19.2232,5.83073333333,7.63793333333,21.6278666667,23.993,12.9881111111,5.77313333333,9.11946666666
587.06,6.48046666667,18.2018,15.1435333333,19.1839333333,5.8148,7.6336,21.5563333333,23.9026666667,12.9246555556,5.74613333333,9.05886666667
587.39,6.46153333333,18.1972666667,15.1528,19.222,5.799,7.60753333333,21.5234,23.8354666667,12.8929,5.71953333333,9.04646666667
587.73,6.459,18.2657333333,15.2098666667,19.264,5.81993333333,7.6082,21.5327333333,23.8112,12.9197555555,5.75006666667,9.06900000001
588.07,6.45346666667,18.2727333333,15.2185333334,19.2716,5.82673333333,7.5784,21.4698666667,23.7798,12.9269777778,5.74826666667,9.05286666667
588.41,6.406,18.2538666667,15.1878666667,19.2935333333,5.79566666667,7.5006,21.4222666667,23.7496,12.9087,5.7168,9.06133333333
588.74,6.36913333333,18.2724666667,15.2185333333,19.3110666667,5.76326666667,7.4616,21.4100666667,23.7340666667,12.8665,5.719,9.04553333333
589.08,6.3448,18.2596,15.2177333333,19.3312,5.745,7.41846666667,21.3428666667,23.6902666667,12.8461666667,5.68193333333,9.01126666667
589.42,6.36186666667,18.3071333333,15.2840666666,19.3634666667,5.78173333333,7.43853333333,21.3555333333,23.7362,12.8717,5.7332,9.03906666666
589.76,6.38046666667,18.3310666667,15.3262,19.3872,5.77166666667,7.46526666667,21.3708,23.7177333333,12.8875444445,5.73553333333,9.05226666667
590.09,6.3724,18.3703333333,15.3550666667,19.4268666667,5.77773333333,7.45013333334,21.4032,23.7119333333,12.8978333333,5.7312,9.06833333333
590.43,6.25093333333,18.2745333333,15.2557333333,19.316,5.69413333333,7.34306666667,21.2366,23.5622666667,12.7611111111,5.62693333333,8.96966666666
590.77,6.22633333333,18.2864666667,15.2843333333,19.3432,5.6908,7.339,21.1878666667,23.5937333333,12.7593666667,5.60406666667,8.99900000001
591.11,6.23193333333,18.3583333333,15.3246,19.3769333333,5.6848,7.34186666667,21.2252666667,23.6463333333,12.7517444444,5.597,9.01446666667
591.44,6.18286666667,18.3157333333,15.264,19.3469333333,5.6362,7.26246666667,21.1574,23.6058666666,12.6796,5.52593333333,8.94553333334
591.78,6.153,18.3474666667,15.2913333333,19.3704666667,5.61866666667,7.26,21.1554,23.6203333333,12.6450555556,5.5212,8.92893333334
592.12,6.07753333333,18.3270666667,15.3040666667,19.3413333333,5.57566666667,7.23073333333,21.1142666667,23.5358666667,12.5870777778,5.4922,8.88286666666
592.46,6.0826,18.3854,15.3109333333,19.4229333333,5.57993333333,7.23633333333,21.1133333333,23.5657333333,12.6097555555,5.46686666667,8.87513333334
592.79,6.0134,18.4057333333,15.3000666667,19.4258,5.52926666667,7.193,21.0764666667,23.5586666667,12.5683666667,5.43633333333,8.82900000001
593.13,5.9596,18.3997333333,15.2739333333,19.4119333333,5.4708,7.1204,21.0272,23.5054666667,12.5009111111,5.38013333333,8.74486666667
593.47,5.9322,18.4266,15.3156,19.4558,5.45026666667,7.0712,21.0176666667,23.5275333333,12.4786777778,5.36146666667,8.73613333333
593.80,5.9068,18.4418666667,15.2992666667,19.4645333333,5.40633333333,7.06593333333,20.9463333333,23.5047333333,12.4201555555,5.3468,8.67833333333
594.14,5.96893333333,18.5826,15.3989333333,19.5538,5.44426666667,7.147,21.0252,23.6096666666,12.4716555556,5.3902,8.73386666667
594.48,5.99446666667,18.676,15.5112,19.6601333333,5.4582,7.1724,21.1085333333,23.6726,12.5053444444,5.42766666667,8.73653333333
594.81,5.9988,18.7222666667,15.6022666667,19.7244666667,5.47273333333,7.19606666667,21.1306666667,23.7154,12.5597777778,5.4592,8.76653333333
595.15,6.07993333333,18.8452,15.7387333333,19.86,5.54113333333,7.30486666667,21.208,23.8204666667,12.6628888889,5.5534,8.88
595.49,6.08493333333,18.8615333333,15.7552666667,19.908,5.52713333333,7.28233333333,21.2178,23.8046666667,12.6479444444,5.53753333333,8.87913333334
595.82,6.20673333333,19.0354666667,15.8556666667,20.0400666667,5.62486666667,7.38706666667,21.3036666667,23.9312,12.7237222222,5.64186666666,8.9844
596.16,6.2626,19.1175333333,15.9456666667,20.1158666667,5.66866666667,7.44366666667,21.3551333333,23.9814666667,12.7750666667,5.69586666667,9.05359999999
596.50,6.35266666667,19.2194,16.0659333333,20.231,5.74333333333,7.52033333334,21.4136666667,24.0558,12.8429222222,5.7668,9.15480000001
596.83,6.41346666667,19.3312666667,16.1698,20.3548666667,5.7904,7.58953333333,21.4904666667,24.1127333333,12.9265444444,5.80646666667,9.23113333334
597.17,6.44526666667,19.3890666667,16.2004,20.394,5.8202,7.6126,21.5042666667,24.1088,12.9448888889,5.82826666667,9.23426666667
597.51,6.48526666667,19.4472,16.2823333333,20.4583333333,5.88146666667,7.658,21.5500666667,24.1229333333,12.9892333333,5.86933333333,9.30126666666
