wavelength,Back_DigBruf,Belly_DigBruf,Breast_DigBruf,Crissum_DigBruf,Crown_DigBruf,DorTail_DigBruf,Patch10_DigBruf,Patch11_DigBruf,Rump_DigBruf,Throat_DigBruf,WingTip_DigBruf
183.35,88.3333333333,61.1111333333,80.8334666667,72.1296666667,71.7592666667,60.6480666667,89.2592,85.8335333333,85.2778666667,99.4444666667,80.8334
183.73,87.0421999999,56.8076666667,80.0938666666,73.0515333334,72.5822,60.0,87.4178,84.1315333333,83.9436333333,101.0328,76.0563333334
184.11,77.3333333333,55.1111333333,74.5926,66.2962666667,67.1851333333,56.4443333334,79.0371333333,79.5555999999,76.4443444444,88.5925333333,73.5555333334
184.49,84.7408000001,63.1112,83.7776666667,68.3704,74.6668,62.963,84.8888666667,84.7409333333,80.382711111,96.1481333334,80.2222666667
184.87,91.6129333333,73.6917333333,90.4659333333,80.7885333333,82.7957333333,72.5446666667,94.4802666667,93.1182,92.7599333333,105.5198,88.4588000001
185.25,84.9158666667,68.4848666667,85.3872666667,74.8821999999,80.0000000001,70.1683333333,85.1853333333,85.3198666667,85.7800222221,96.9023333333,78.2492666666
185.63,80.4,69.4,80.2666666667,72.6666666666,82.2000000001,66.2,81.5333333333,85.8666666667,84.5222222223,94.9333333333,74.5333333333
186.01,73.3928666667,61.3692,70.1786666667,64.8214666667,74.2261333334,60.6548,72.2618,79.6428666667,76.4286555556,81.4286666667,68.631
186.39,71.9420666667,56.9854666667,63.7100666667,61.1595333333,71.4201333334,57.2174,69.2172666667,72.5218000001,74.1739888889,75.5942666667,64.6376666667
186.77,75.2308666667,61.3845333333,65.8974666667,67.4359333333,74.6668,64.6667333333,75.4872,75.1282,76.1110999999,78.1537333333,67.2308666667
187.15,69.1275333333,55.1678,59.821,61.924,68.8142,59.2840666667,69.1721333333,66.3534666667,70.4398777778,72.3044,64.3401333333
187.53,63.3133333333,52.6148,55.4492,59.3612,65.1496,58.0439333333,65.3892,62.5948,66.6532777778,68.6627333333,61.477
187.91,65.0810666667,56.3604666667,57.7296,61.1891333333,65.8377333333,60.5767333333,66.5224666667,63.6757333333,67.4054111111,70.2341333333,63.6396
188.29,65.5732666667,57.284,55.9082666667,62.3282,64.9383333333,61.1639333334,66.2786666667,62.3280666667,67.6719222222,71.4285333333,62.9276666667
188.67,62.5462,53.1993333333,49.7152666667,59.0618666667,62.0101333333,56.9178666667,61.7418666667,57.4204666667,63.6682,66.9010666667,59.7655333334
189.05,58.8287333333,49.2192666667,46.4866,54.1740666666,57.5674666667,53.0332,56.0060666667,52.4024,56.9770222222,60.6607333333,56.6967333333
189.43,57.3333333333,47.0356,44.2269333333,52.681,54.2411333333,49.5036666667,54.4112666667,50.9787333333,54.4585888889,58.0708666667,55.461
189.81,58.4266666666,48.1866666667,43.9733333333,53.6266666667,53.0666666667,50.2666666667,55.52,50.8533333333,53.8977777778,57.2266666667,56.2666666667
190.19,56.3756,46.9047333333,40.3175333333,51.7988666667,49.6296666667,47.4074,53.3333333333,48.8624666667,50.6966444444,56.4551333333,53.0158
190.57,55.7216666667,47.8215333333,39.8161333333,52.5198,49.5276,47.8739333333,52.5196,49.6587333333,49.7548888889,56.5879333333,53.5957333333
190.95,51.9184666666,45.1973333333,35.5646666667,49.3334666667,45.4149333333,43.6464,46.6394,44.4082,46.4172444445,53.4694,50.6396
191.33,52.188,45.6387333334,34.1850666667,49.5741333333,45.9325333333,43.5536666667,47.2540666667,44.229,46.2800444445,54.831,50.9838666667
191.71,54.5007333333,47.742,33.9785333333,51.2136,47.0045333333,46.6051333333,49.8002666667,44.2396666667,47.0559222222,55.7911333333,52.5959333333
192.09,47.8450666667,43.1312666667,27.3400666667,47.1044666667,40.4039333334,42.3905333333,44.815,39.8652,41.4701888889,50.4714666667,47.0707333333
192.47,44.7882666667,39.1897333333,21.3996,42.8361333333,36.6849333333,37.7164,40.6260666667,37.9374666667,37.0412555556,46.0037333333,43.4622
192.85,47.5676666667,43.3874,25.5856,48.0361333333,38.7746666667,43.9640666667,45.8377333333,43.3513333333,41.9940444444,50.0542666667,45.2612666667
193.23,44.2495333333,41.9493333334,21.3644666667,46.6276666666,35.9844,42.612,45.3022,42.4952666667,40.5912777778,47.9531333333,41.2477333333
193.61,45.5020666667,42.8515333333,19.8795333333,46.9880666666,36.5462,43.4136666667,45.7431333333,41.6868,41.1245222222,48.6344,42.771
193.99,44.3512666667,40.479,17.9641333333,44.8702666667,34.8904,43.9520666667,43.992,39.2014666667,38.2168666667,47.5848,41.1976666667
194.37,44.8218666667,40.3355333333,16.9810666667,43.9413333333,35.4717333333,45.5765333333,43.5219333333,37.9874,38.0852222222,45.4927333333,41.6771333333
194.75,37.8788666667,31.8614,6.01733333333,36.7965333333,25.9306666667,37.5757333333,35.9308,30.8224,32.3953777778,37.316,32.1646
195.13,35.1378,24.6114666667,-3.55893333333,33.4836666667,18.9474666667,31.2782,31.1780666667,25.0125333333,26.1987444444,31.1279333333,24.6616666667
195.51,37.6112,23.5555333333,-5.77773333333,35.3888666667,16.2776666667,31.2222666667,28.8332666666,26.2779333333,24.7406111111,29.1666666667,26.1666666667
195.89,31.9864666667,17.5084,-16.0269333333,31.8519333333,7.8114,18.9898666667,18.6532,22.6262666667,17.5755666667,23.8385333333,19.4612
196.27,42.1020666667,27.2072,-3.6036,39.2793333333,20.6006,25.8258666667,26.3063333333,28.2883333333,27.4674444444,34.054,30.2703333333
196.65,46.9312,36.8782666667,9.15353333332,46.0846,32.0633333333,35.8729333333,34.8675333333,36.2962,36.8871666667,41.799,37.4604666666
197.03,46.9669333333,36.6366666667,6.06599999999,45.1652666667,32.1321333333,32.0121333333,34.4744666667,36.3363333333,35.1652444444,42.943,40.5406666666
197.40,50.2564,38.3149333333,1.53846666667,46.6665333333,30.7691333333,30.0367333333,31.5018,34.9452000001,35.2504222222,44.6155333333,43.663
197.78,45.9259333333,36.2963333333,-6.00833333333,46.8314,24.8559333333,26.0082,25.4322,31.4404666666,32.5788222222,41.6460666667,41.6460666667
198.16,50.6482,41.5740666667,-5.09260000001,53.7961333333,29.7220666667,24.3519333333,22.6852,34.9998666667,37.3302555556,43.6110666667,41.7591999999
198.54,53.4391333333,49.2063333333,-2.96286666665,59.7883333333,33.8622666667,27.8306666666,26.2433333333,39.4707333334,43.7567111112,49.7353999999,43.2805333333
198.92,68.8888,69.6826666667,-5.55546666667,81.5873333333,47.1426666667,37.6190666667,34.2856,45.5553999999,57.1692555555,70.4761999999,57.6190666667
199.30,60.6536666667,74.6405333334,1.96086666665,76.0784,54.2483333333,50.7190000001,44.9672666667,53.4639333333,62.7450333334,72.0262,57.7776
199.68,61.5919333333,75.3232666667,15.6217333333,72.1393999999,63.383,57.6118,56.7164,56.5173333333,69.5854888888,72.6368666667,60.8954666667
200.06,57.5308,63.786,15.6377333333,60.6583333333,56.7076666667,52.5102666667,52.8394666667,47.9012666667,59.4787666666,60.6584666667,53.0042666667
200.44,50.7208,56.4864666667,1.26126666666,49.5494666667,46.1260666667,42.6126,44.9549333333,41.0810666667,52.4625111112,49.3692666667,44.1442666667
200.82,36.3932666667,40.7649333333,-20.0001333333,42.623,26.9945333333,26.0108666667,31.2568666666,22.4042666667,40.1455888888,36.5028666667,34.2076666667
201.19,31.7778666667,39.8889333333,-21.2222666667,41.2223333334,19.889,20.7776,26.3333333333,21.3332666667,36.3518111111,27.3333333333,31.2222666666
201.57,25.8824,31.6667333333,-21.6666,38.9216,17.353,16.5685333333,27.0588666667,14.9999333333,29.2319444444,22.1568666667,26.8627999999
201.95,34.8648666667,40.0902666667,-6.57666666665,47.5674666667,25.2253333333,28.0181333333,38.3785333333,25.1351333333,37.1472,31.2612666667,33.6036666666
202.33,21.3332,28.718,-25.0255333333,42.4616000001,13.7436666667,17.5386,28.8205333333,12.8205333333,28.3933111111,21.2306666667,25.2307333333
202.71,10.0528,18.9418666667,-33.7564666667,35.5554,1.69300000001,1.37566666668,17.037,-0.423399999994,14.2503777778,6.13753333332,16.5080000001
203.09,13.9488,26.7692666667,-20.205,41.1282666667,10.5641333333,6.87193333334,22.6665333333,12.2051333333,18.4957111111,9.9488,23.8974666666
203.47,13.1282,23.8976000001,-19.5897333333,34.8718,3.17946666669,3.077,16.5127333333,12.6154,11.9316666667,5.02553333334,28.718
203.85,-44.7310666667,-20.2150666667,-109.462333333,-0.64506666666,-71.8280666668,-63.8708666665,-45.1613333333,-48.3870666667,-59.3548333333,-69.4623333334,-20.8603999999
204.22,-96.3635333335,-46.3636,-174.545533333,-21.8183333334,-124.5454,-90.6061333333,-87.5758,-71.8180666667,-111.313166667,-125.7576,-51.2120000001
204.60,-183.3334,-84.2856,-270.9524,-29.0475333335,-210.9524,-129.999933333,-134.285666667,-95.7142,-171.269855555,-227.142866667,-112.857066667
204.98,-1.97458960935e+15,-8.87072653875e+14,-2.85313271848e+15,-7.33540848399e+14,-2.36694866779e+15,-1.55237714428e+15,-1.70590894976e+15,-1.03633968698e+15,-1.90706404675e+15,-2.39680207442e+15,-1.68458508789e+15
205.36,545.185133333,362.963066667,711.851933333,348.888866667,588.888866667,451.851933333,517.037,402.963066667,529.259222222,614.074133334,494.074
205.74,383.888933334,255.5556,523.889,286.666666667,439.444466667,321.6666,412.2222,277.777733333,366.388944445,454.444466667,367.222133333
206.12,230.617266667,167.654333333,283.703733333,186.172866667,243.456866667,197.037066667,240.000133333,164.6914,212.3456,263.209933333,219.5062
206.50,170.243866667,130.569066667,198.5366,150.568933333,179.024466667,148.292733333,177.3984,126.6668,164.742733333,195.6098,159.024333333
206.87,161.629733333,130.666666667,187.703533334,142.074066667,163.259066667,132.592533333,159.555533333,115.259266667,154.469155556,179.2592,148.592666667
207.25,164.696933333,133.636266667,194.394,150.000066667,163.181733334,130.4546,162.5758,119.8484,159.469622222,179.999933333,151.666733333
207.63,159.703733333,124.4444,175.259266667,140.8888,144.296266667,125.185133333,153.333266667,116.740733333,149.777855555,172.740733333,154.962933333
208.01,202.7958,139.784933333,222.5808,181.2904,178.064533333,150.537466667,197.2044,137.8496,178.064577778,221.075333333,193.333266667
208.39,196.092,121.149333333,214.023066667,175.402333333,172.4138,150.804466667,196.321866667,131.954066667,163.179988889,216.551666667,187.1266
208.77,234.722266667,145.5556,244.4444,217.7778,212.222133333,187.777866667,255.5556,174.4444,206.296244445,254.444333333,222.222266667
209.14,347.8432,230.980533333,341.1766,319.215666667,289.804,283.529466667,370.980333333,273.3334,308.300644444,385.490333333,327.0588
209.52,-2160.0,-1136.66666667,-2093.33333333,-1900.0,-1630.0,-1583.33333333,-2420.0,-1486.66666667,-1835.0,-2496.66666666,-1986.66666667
209.90,-458.5186,-208.148133334,-393.3332,-329.629666667,-288.1482,-278.518533333,-477.7778,-264.444466667,-391.481444444,-518.518466667,-376.296333333
210.28,4313.33333333,1913.33333333,3800.0,3166.66666667,2533.33333334,2453.33333333,4513.33333333,2493.33333333,3760.0,4793.33333333,3360.0
210.66,4640.0,1986.66666667,4053.33333334,3460.0,2880.0,2553.33333333,4846.66666667,2600.0,3970.0,4860.0,3480.0
211.03,591.111066666,278.518466667,528.8888,455.555466667,417.777666667,374.814933333,681.481333333,388.1482,531.6049,639.259266667,461.4814
211.41,1181.66666667,504.999999999,1023.33333333,905.0,878.333333333,793.333333335,1438.33333333,748.333333333,1071.94444444,1330.0,951.666666666
211.79,-3.10475428857e+15,-1.56090668903e+15,-2.98534066208e+15,-2.4820975219e+15,-2.57165774177e+15,-2.07267937396e+15,-3.7828530961e+15,-2.10679755295e+15,-2.81261738092e+15,-3.46725994039e+15,-2.57165774177e+15
212.17,674.666666666,415.999999999,602.666666667,528.666666667,568.666666667,465.333333333,712.666666667,448.666666667,588.888888889,691.333333333,540.666666667
212.55,556.4102,354.359,510.769333333,436.4102,473.846066667,371.7948,578.9744,337.435866667,479.5727,547.6924,444.102466667
212.92,307.1604,212.345733334,298.2716,244.444466667,259.259333333,220.247066667,320.246866667,186.419733333,276.502233333,307.160533333,252.8396
213.30,297.6,191.2,296.266666667,237.866666667,248.0,208.0,309.066666667,161.333333333,260.222222222,292.0,231.466666667
213.68,189.999933333,121.746,182.0634,153.015933333,158.0952,136.9842,191.269933333,103.650733333,165.529155556,181.587266667,157.142933333
214.06,169.259266667,113.580266667,160.123333333,140.9878,146.172733333,128.7654,167.284066667,99.2590666666,146.543288889,162.222066667,145.802466667
214.44,188.5896,126.923,174.487133333,157.051333333,164.487133333,143.333333333,191.153733333,113.974333333,161.752111111,177.307666667,167.051133333
214.81,189.2,124.666666667,172.0,152.666666667,158.666666667,140.266666667,192.4,112.666666667,154.733333333,174.933333333,168.666666667
215.19,160.678,103.841733333,142.4858,135.480066667,132.542466667,115.7062,160.903933334,93.1073333332,129.0018,140.904,142.598733333
215.57,145.539866667,96.7135333333,134.3662,122.3474,120.375533333,104.131533333,145.352133333,88.0751333332,117.590044445,128.169133333,130.234666667
215.95,150.547066667,95.8209333333,132.5374,120.6966,118.308533333,105.671733333,145.7712,80.7961999999,119.651677778,130.845733333,128.656733333
216.32,166.432733333,111.812933333,149.8246,132.748466667,130.8772,121.8714,171.228066667,92.2805999999,137.504966667,146.081733333,150.175466667
216.70,184.4,123.466666667,161.333333333,147.333333333,141.466666667,136.266666667,186.4,108.133333333,152.133333333,159.733333333,167.866666667
217.08,218.918933333,143.063133333,188.6486,171.891733333,167.747733333,158.918866667,217.657733333,126.486466667,182.252322222,192.432533333,202.882866667
217.46,197.301533333,139.206266667,167.936466667,158.095333333,153.174533333,139.5238,201.2698,117.3018,174.444422222,177.3016,194.285666667
217.83,192.121133333,142.121133333,162.424266667,159.697,152.121133333,134.545466667,193.333266667,116.666666667,173.888877778,174.5454,190.0
218.21,195.809466667,143.047666667,163.0476,165.3334,149.714266667,120.190666667,206.476133333,118.0952,169.174555556,177.7142,201.5238
218.59,261.6,208.8,226.4,224.8,207.733333333,169.866666667,268.8,179.466666666,225.466666667,244.266666667,278.666666667
218.97,470.769266667,397.948733333,431.795066666,420.000133333,387.6922,310.2564,472.8204,312.820466667,436.752088889,457.435866667,528.717866667
219.34,-601.666666667,-545.0,-554.999999999,-545.0,-472.5,-380.0,-611.666666667,-394.166666667,-566.388888889,-610.833333334,-737.5
219.72,-189.696933333,-179.696933333,-145.151533333,-174.242333333,-131.515133333,-105.1516,-185.757466667,-117.2728,-162.020188889,-184.848533333,-226.6668
220.10,-425.000066667,-407.777866667,-354.999866667,-409.4446,-358.8888,-287.777733333,-422.222266666,-338.333333333,-352.592655556,-390.5556,-506.6668
220.47,-168.116,-156.232,-138.2608,-180.869466666,-148.985533333,-102.3188,-157.391266667,-135.3624,-129.613544445,-148.405666667,-209.855066666
220.85,-140.8888,-133.333333334,-120.666666667,-150.888933333,-124.6668,-92.8889333334,-130.888933333,-116.222266667,-118.333311111,-132.666666667,-167.7778
221.23,-194.933333333,-185.066666667,-169.066666667,-210.666666667,-168.8,-119.733333333,-164.266666667,-156.266666667,-145.333333333,-172.8,-214.933333333
221.61,-110.450466667,-96.7567333333,-99.8198666667,-116.396266667,-102.702666667,-63.0630666667,-84.1441999999,-92.7927999999,-77.5075555557,-95.6758666667,-110.089933333
221.98,-107.407466667,-92.0370000001,-96.2961999999,-112.036933333,-98.7037333334,-63.8888666667,-90.0000666667,-95.1852,-67.8086555556,-96.4814000001,-110.370333333
222.36,-100.701666667,-88.5964000001,-94.7368666667,-107.543933333,-98.2456,-75.2631333333,-78.4211333333,-84.0350666667,-74.6490666667,-97.1929333333,-99.6491333334
222.74,-43.5556,-23.111,-37.6296666666,-45.1852000001,-36.1480666667,-25.4815333333,-22.2222666667,-20.4446,-19.9012222222,-43.1112,-32.2961333333
223.11,-70.7843333333,-36.6666000001,-58.0391999999,-74.3137333335,-54.7059333334,-47.8431333333,-36.0783333333,-45.4902666667,-31.0457222222,-73.7254666666,-57.4508666667
223.49,-143.733333333,-71.7333333333,-128.8,-142.4,-109.066666667,-103.466666667,-69.3333333333,-93.6000000001,-71.4222222223,-138.666666667,-112.8
223.87,-167.2464,-62.8984666667,-158.550733333,-150.724666667,-117.391266667,-114.2028,-77.6811999999,-106.9564,-91.6907222222,-151.5942,-127.826133333
224.24,-142.777733333,-47.7777333334,-148.8888,-140.8334,-78.8888666668,-86.9443333333,-69.7222666665,-82.7776,-95.4629888889,-140.5556,-104.7222
224.62,-381.212066667,-190.909066667,-368.484866667,-367.272666667,-210.909133333,-271.515133333,-225.454666667,-230.302933333,-316.3637,-388.484933333,-274.545466666
225.00,-281.5384,-100.512733333,-267.6922,-260.000066667,-133.846133333,-172.820533333,-140.000066666,-167.692266666,-213.589744444,-271.282066667,-177.9488
225.38,-59.0123333333,33.3333333333,-56.5432,-45.679,12.3457333333,-18.7653999999,-7.90113333328,-10.3703333333,-36.1728222222,-53.5803333333,-5.92593333333
225.75,-61.2699333333,28.2539333333,-68.8888666667,-59.6825333333,32.3809333333,-12.3809333333,-6.66680000008,2.53966666668,-33.0158666666,-81.5873333334,-3.17459999992
226.13,-58.3908666666,2.52853333334,-73.7931333333,-54.9425999999,-0.919599999994,-19.5401999999,-9.88513333338,-15.1722,-47.3179666666,-76.3218,-9.19546666666
226.51,-62.3423333334,-3.78373333333,-72.6124666666,-52.2522666667,-4.86493333334,-20.7209333334,-19.2794,-28.6486666667,-49.1292111111,-65.9460000001,-19.6396
226.88,-54.1026,-17.0513333333,-55.1282,-46.6666666666,-10.6409333333,-22.3077333333,-21.6666,-30.2564,-47.4360222222,-54.6155333333,-20.3845333333
227.26,-41.2697333333,-17.0370666667,-41.9048,-35.9788666667,-13.1217333333,-14.4974,-18.6244,-24.7618,-38.8360888889,-44.7620666667,-11.6402666667
227.64,-14.4218,-3.67333333333,-14.4898,-9.38773333333,-1.63253333332,2.78906666667,-3.53746666667,-4.21780000001,-15.1020222222,-19.728,5.91819999999
228.01,-4.47766666666,-0.348333333332,-8.10953333333,-4.57699999998,0.54713333334,4.67660000001,-0.099533333334,1.74133333333,-8.76445555555,-12.8358,7.81080000001
228.39,8.67793333332,10.4284666667,4.80446666667,6.55486666665,8.78953333333,14.0037333333,10.4656,12.8864666667,5.10864444444,0.968333333326,15.6797333333
228.76,11.6199333333,12.243,5.9812,8.13073333334,9.06533333335,15.7632666667,12.1183333333,14.4236666666,9.13817777779,4.95320000001,15.2648
229.14,13.5328,13.1338666667,8.31913333333,9.60106666667,10.7692,16.2963333333,14.1879333333,17.3219333333,11.1823666667,7.15086666667,16.0113333333
229.52,7.55173333331,7.74546666667,3.5132,3.98340000001,4.89626666667,11.0649333333,10.097,11.0651333333,5.82752222221,2.60026666667,10.5947333333
229.89,9.0544,10.8747333333,7.8724,7.23406666667,8.15599999999,12.3876666667,13.0732,12.4586,9.00704444445,7.13939999999,12.6004666667
230.27,16.0372666667,17.2756,14.6749333333,13.6017333333,15.4592666667,17.6263333333,19.3394666667,18.5346666667,15.0842222222,13.6429333333,19.0091333333
230.65,15.5823333333,15.8434666667,13.9959333333,12.1085333333,14.4176,16.727,18.7549333333,17.5904666667,14.3674111111,12.49,17.5904
231.02,15.5284666667,16.3617333333,13.5568666667,11.4025333333,14.4106,18.0894666667,19.7154666667,17.2764,14.2242888889,12.8455333333,16.4837333333
231.40,16.3026666667,17.3946666667,14.2336666667,12.2412,15.7855333333,18.3524666666,20.4789333333,18.4099333333,14.6710666667,14.3295333333,17.2031333333
231.78,16.2487333333,17.9204,13.5666666667,12.1282666667,16.1904666667,17.8621333333,20.3694,18.0951333333,14.2241777778,14.8104666667,16.9873333333
232.15,16.9535333333,18.2393333333,14.3026666667,12.641,16.083,18.2196666666,20.7714,18.556,15.1303,15.4896,17.0524
232.53,14.097,15.7687333333,11.6202,10.547,13.5190666667,15.872,18.6584666667,15.2322,12.8516666666,12.4872,15.2116
232.90,13.1832666667,16.5058,11.447,10.8466666667,13.2048666667,16.2701333333,17.4705333333,14.4266666667,11.9828333333,11.4684,16.1629333333
233.28,10.3704,13.6165333334,8.475,8.67113333333,10.3048666667,14.8366666667,13.6384,10.6319333333,9.07044444446,8.38780000001,12.6144
233.66,11.09,13.0370666667,8.99466666667,8.21159999999,10.4762666667,14.1800666667,12.1904666667,11.1322666667,9.26273333334,7.32286666667,11.2804666666
234.03,7.44193333334,8.52713333333,2.79073333333,2.87933333333,5.00566666668,9.59020000001,6.71100000001,7.02099999999,3.65814444444,2.392,5.55926666667
234.41,0.0706666666666,1.696,-4.89993333333,-3.67493333333,-2.47346666666,4.24026666666,-1.31933333333,-0.188333333341,-2.83085555555,-3.36866666667,-1.64906666667
234.78,-0.427933333334,1.2612,-4.59460000001,-2.545,-3.13073333333,4.23413333333,-2.13973333333,-0.0900666666666,-2.70276666667,-2.38733333333,-1.8018
235.16,-4.76186666667,-3.566,-9.14713333334,-6.02433333333,-7.88493333333,-1.2182,-7.81833333333,-4.60693333333,-6.76638888888,-7.28693333333,-5.78066666667
235.54,-5.24766666667,-4.0314,-10.1576666667,-5.40526666667,-8.9864,-1.41906666667,-9.30173333333,-4.84233333334,-6.53529999999,-8.0856,-6.7568
235.91,-3.1684,-2.44226666667,-8.53693333332,-3.6304,-6.75473333333,1.1442,-7.48073333333,-3.16826666667,-4.69375555556,-7.26073333333,-4.44446666667
236.29,-4.53513333333,-3.4064,-9.02813333334,-4.40966666667,-6.83386666666,0.188133333334,-7.52340000001,-4.51419999999,-6.1442111111,-8.02519999999,-4.01253333333
236.66,-5.83586666667,-4.73526666666,-10.405,-4.98453333333,-7.31053333333,-1.22533333333,-8.41120000001,-5.19213333334,-7.3693888889,-8.49426666668,-5.23366666666
237.04,-4.3898,-4.36926666667,-9.3128,-2.68713333333,-5.88713333334,0.164066666666,-5.43573333333,-2.99493333333,-5.47347777776,-6.74866666667,-4.65639999999
237.41,-1.33726666667,-2.43513333334,-6.86633333333,0.259466666666,-3.39326666667,1.61673333333,-2.21553333334,0.459133333334,-2.30863333333,-3.31333333333,-0.479066666668
237.79,-1.98866666667,-2.84086666667,-8.2576,0.606066666666,-3.5986,1.74246666667,-1.7236,-0.965866666666,-1.98861111111,-2.84086666667,-0.132533333333
238.17,-0.5828,-0.8378,-6.28406666667,2.84146666667,-1.18386666667,4.15306666667,0.291400000001,1.56653333333,-0.127533333333,-1.09273333333,2.75026666667
238.54,1.22173333333,0.349066666665,-4.55486666667,3.63,0.122266666666,4.88653333333,2.25133333333,3.07166666667,1.0006,-0.663200000001,3.6998
238.92,1.32653333333,-0.3742,-5.00006666667,2.568,-0.272133333334,3.9626,1.8198,2.82306666666,0.011366666666,-1.64953333333,3.97966666667
239.29,4.2196,2.18046666667,-1.63126666667,4.86273333333,2.35313333333,6.27453333333,5.14506666667,5.42739999999,2.70843333333,1.47446666667,6.52553333333
239.67,4.74766666667,3.2836,-0.198933333333,4.9608,3.11306666667,7.022,6.04126666666,5.11719999999,3.33342222222,2.3738,6.96513333334
240.04,6.35226666667,4.38993333333,2.28926666667,6.06286666667,4.10066666667,8.06286666667,7.63533333334,5.83653333333,4.55555555556,4.10066666667,7.83653333334
240.42,7.7852,5.70326666667,4.16386666667,7.14286666667,5.60346666667,9.55699999999,9.32466666667,7.37533333333,6.51523333333,5.5482,9.43499999999
240.79,8.58086666666,6.79986666666,5.9332,8.36180000001,7.18086666667,10.8380666667,10.5618666667,8.82853333333,7.87620000001,6.6096,11.0094666667
241.17,7.87426666667,6.3524,5.54993333333,7.1712,6.79073333333,10.0412666667,9.76006666667,7.64266666667,7.1601,6.01313333333,10.5705333333
241.54,6.03353333333,4.83413333333,4.3426,5.2366,5.19926666667,8.581,8.27566666667,5.7058,5.53077777778,3.8584,8.9014
241.92,6.4142,5.377,5.10413333333,5.568,5.76593333334,9.12313333334,8.76833333333,6.503,5.9752,4.22393333334,9.6076
242.29,5.91313333333,5.35606666667,4.99533333333,5.38146666667,5.70433333333,8.64206666667,8.4394,6.21713333333,5.85318888889,4.13426666666,9.44606666666
242.67,6.25033333333,6.06,5.56646666667,5.81633333333,6.4288,9.24766666666,8.81366666667,6.8452,6.78071111111,4.90626666667,10.0684
243.05,7.07653333333,7.3556,6.66666666667,6.9172,7.70279999999,10.3557333333,9.66706666666,7.95333333333,8.09283333333,6.14293333333,11.3066666667
243.42,7.24253333333,7.3644,6.4894,6.888,7.75186666667,10.7697333333,9.61793333333,8.2392,8.24561111112,6.45066666667,11.5172666667
243.80,7.16446666667,7.08333333333,5.94166666667,6.47193333333,7.42420000001,10.5518666667,9.35066666667,8.1496,8.02221111111,6.22846666667,11.4988666667
244.17,6.1414,6.1846,4.52753333333,5.27486666667,6.57993333333,9.61813333333,8.19926666667,7.45193333333,7.30212222222,5.18273333334,10.631
244.55,5.06093333333,4.99593333334,3.22793333333,4.14706666667,5.342,8.48886666667,6.96406666667,6.38,6.13406666667,3.9848,9.56466666667
244.92,4.09486666667,4.0168,2.21713333333,2.93686666667,3.9438,7.55886666667,5.9728,5.22686666667,5.16965555556,2.82206666667,8.43506666666
245.30,4.1196,3.99906666667,2.18526666667,3.1066,4.03273333333,7.64586666667,5.96726666667,5.56693333333,5.22201111111,2.7642,8.33566666667
245.67,4.76746666667,4.563,2.77966666667,3.64686666667,4.59866666667,8.13886666667,6.48873333333,6.142,5.90173333333,3.32226666667,8.68146666667
246.05,4.28553333333,3.92266666667,2.40973333333,3.15186666667,3.93886666667,7.6902,6.0714,5.6064,5.24643333333,2.9888,8.08153333333
246.42,4.28593333333,3.61453333333,2.4372,3.04826666667,3.63713333333,7.724,6.03673333333,5.44066666667,5.2187,2.7222,8.10266666667
