wavelength,Back_SpoCaem,Belly_SpoCaem,Breast_SpoCaem,Crissum_SpoCaem,Crown_SpoCaem,DorTail_SpoCaem,Rump_SpoCaem,Throat_SpoCaem,WingTip_SpoCaem
324.37,4.2206,17.2144,1.82493333333,15.0121333333,3.48606666667,5.55260098039,4.23667407408,17.9703333333,3.5332
324.74,4.36993333334,17.396,1.95493333333,15.1306666667,3.5776,5.68893897059,4.37605925926,18.2042,3.68313333333
325.10,4.53733333333,17.7337333333,2.15873333333,15.3688666667,3.73706666667,5.82446004902,4.61408888889,18.5153333333,3.8894
325.47,4.40786666667,17.7968,2.15213333333,15.3953333333,3.65346666667,5.72559534314,4.63112592592,18.5904,3.89533333334
325.84,4.68486666667,18.2194666667,2.45773333333,15.8175333333,4.02966666666,6.03313137255,4.90985185185,19.0114,4.21166666667
326.21,4.78866666667,18.493,2.58626666666,16.1015333333,4.153,6.11229068627,5.08766666667,19.2494,4.36386666667
326.57,4.853,18.7788,2.78146666667,16.4248,4.31273333333,6.25306960784,5.34217037037,19.6072666667,4.52133333333
326.94,5.12473333334,19.1908,3.04633333333,16.8080666667,4.6532,6.50620147059,5.63081481481,19.9078,4.82493333333
327.31,5.3224,19.4812666667,3.1468,17.0204666667,4.8166,6.73373284314,5.87112592593,20.0836,5.00413333333
327.67,5.25053333333,19.4628,3.0626,17.0604666666,4.696,6.61097941177,5.78532592593,20.0608,4.9088
328.04,5.2432,19.5535333333,3.13433333333,17.1166666667,4.76626666667,6.65423235294,5.88865925926,20.2129333333,4.98073333334
328.41,5.49893333333,19.8785333333,3.4402,17.4494666667,5.09513333333,6.9286247549,6.25481481482,20.4930666667,5.32906666667
328.78,5.68653333333,20.1474666667,3.5862,17.6784666667,5.30906666667,7.02024264706,6.47142222222,20.6574666667,5.4742
329.14,5.71566666667,20.1516,3.52513333333,17.707,5.3084,6.98848235294,6.50177777778,20.6850666667,5.47346666667
329.51,5.6494,20.087,3.35346666667,17.6998,5.19766666667,6.90409191177,6.30375555555,20.5897333333,5.29073333333
329.88,5.64273333333,20.012,3.26986666667,17.6664666667,5.14373333333,6.81168308823,6.29091851852,20.5762666667,5.1996
330.24,5.66826666667,20.2541333333,3.26333333333,17.8372,5.18873333333,6.9315882353,6.30579259259,20.7124666667,5.20853333333
330.61,5.72133333333,20.3598,3.25326666667,17.8402666666,5.2374,6.96941936275,6.32482222222,20.626,5.22233333333
330.98,5.641,20.3792,3.20706666667,17.9168,5.20126666667,6.91009583333,6.24461481481,20.7568666667,5.1136
331.34,5.69173333333,20.4972666667,3.28373333333,18.0652,5.22473333333,6.88496617647,6.28977037038,20.9134,5.11033333333
331.71,5.80866666667,20.8506666667,3.36526666667,18.3093333334,5.38026666667,7.0220997549,6.4754074074,21.1926,5.22713333333
332.08,5.80853333333,20.9699333333,3.30753333333,18.4221333333,5.33453333333,7.01763210784,6.38915555556,21.3099333333,5.17686666667
332.44,5.75246666667,21.05,3.23113333333,18.4236666667,5.2216,6.9279375,6.26931111111,21.3313333333,5.02926666667
332.81,5.53533333333,21.0633333333,3.04786666667,18.4674,5.03986666667,6.80695367647,6.06436296296,21.4298,4.9384
333.18,5.47693333333,21.1423333333,2.93566666667,18.6068,4.94253333333,6.74385245098,6.04202222222,21.4906666667,4.888
333.54,5.6566,21.4649333333,3.15186666667,18.9631333333,5.1098,6.89272254902,6.34947407408,21.8788666667,5.12953333333
333.91,5.74146666667,21.7276666666,3.2184,19.1151333333,5.12013333334,6.94678602942,6.41094814815,21.9896,5.22593333333
334.28,5.73946666667,21.7677333333,3.19586666667,19.1058,5.05013333333,6.85308676471,6.30918518519,22.0690666667,5.14793333333
334.64,5.70713333333,21.9697333333,3.13646666667,19.2872,5.06793333333,6.81646053921,6.26555555555,22.2858,5.136
335.01,5.65873333334,22.0750666667,3.03466666667,19.2302,5.00206666667,6.72534215686,6.21132592593,22.2971333333,5.10286666667
335.38,5.6422,22.2538,3.02846666667,19.3117333333,4.9166,6.73387598039,6.2427037037,22.3760666667,5.1012
335.74,5.55946666667,22.3102,3.07453333333,19.3236666667,4.85293333333,6.65679901961,6.19334814815,22.4206,5.05246666667
336.11,5.52126666667,22.3902666667,3.12973333333,19.4390666667,4.93066666667,6.65450759804,6.23325185185,22.4655333333,5.06406666667
336.47,5.32233333333,22.3703333333,2.9442,19.3503333333,4.7984,6.4799512255,6.12497777779,22.4241333333,4.8974
336.84,5.4752,22.6363333333,3.07433333333,19.5545333333,4.9532,6.59523039216,6.28974074074,22.5626,4.94426666667
337.21,5.42733333333,22.6870666667,3.02066666667,19.5880666667,4.97253333333,6.56454705883,6.24003703704,22.6315333333,4.87533333333
337.57,5.30586666667,22.6811333333,2.867,19.4955333333,4.87426666667,6.48877083333,6.07517037037,22.5344666667,4.7098
337.94,5.1788,22.6812,2.75973333333,19.4308,4.8044,6.38539436275,5.94664444445,22.5463333333,4.53973333333
338.31,5.12726666667,22.6667333333,2.6542,19.3694,4.73366666667,6.28627352941,5.91058518519,22.4916,4.417
338.67,5.28566666667,22.7373333333,2.74586666667,19.4304,4.857,6.38762769608,6.05720740741,22.646,4.51
339.04,5.3362,22.7722,2.79293333333,19.5332,4.9076,6.46545784314,6.0995925926,22.6988,4.49473333333
339.40,5.23046666667,22.7361333333,2.68886666667,19.5036666667,4.88006666667,6.37151200981,5.95721481482,22.6536,4.34506666667
339.77,5.23613333333,22.8187333333,2.62153333333,19.6137333333,4.8994,6.37112867647,5.94434814815,22.7063333333,4.2472
340.14,5.21073333333,22.9455333334,2.5132,19.6483333333,4.82546666667,6.30763602941,5.90711111111,22.7674,4.1896
340.50,5.32833333333,23.1566666667,2.64093333333,19.8843333333,4.99766666667,6.49678848039,6.08337037037,23.0074,4.3564
340.87,5.21886666667,23.196,2.56513333333,19.8757333333,4.9064,6.41204705883,6.05515555555,23.0692666667,4.33586666667
341.23,5.21693333333,23.3737333333,2.62313333333,19.8876666666,4.91493333333,6.42104754902,6.11416296296,23.1429333333,4.33973333333
341.60,5.20393333333,23.5392666667,2.63793333334,19.9478666667,4.93586666667,6.34487132353,6.19292592592,23.2086,4.3398
341.96,5.17773333333,23.6151333334,2.6338,20.0873333333,4.927,6.30087107843,6.25471111112,23.3057333333,4.3826
342.33,4.89353333333,23.4474666667,2.4496,19.9409333333,4.67886666667,6.10372132353,6.07765925927,23.2202666667,4.19093333333
342.70,4.67646666667,23.3322666667,2.26566666667,19.748,4.35513333333,5.87851691177,5.83537037037,23.0365333333,3.9448
343.06,4.51826666667,23.3516,2.0878,19.7088,4.1632,5.68616299019,5.68439259259,23.036,3.74746666667
343.43,4.72046666667,23.6546,2.24506666667,20.0086666667,4.32226666667,5.81645465686,5.88584444444,23.3011333333,3.947
343.79,4.98033333333,23.9392666667,2.4714,20.2442,4.51233333333,5.98843455883,6.0875037037,23.4891333333,4.1888
344.16,5.24266666667,24.2660666667,2.71926666667,20.5629333334,4.76553333333,6.18691446079,6.3751925926,23.8258,4.39713333333
344.52,5.27706666667,24.2982,2.66426666666,20.5965333333,4.72853333333,6.13015073529,6.34682962963,23.9084,4.38166666667
344.89,5.51066666667,24.4256,2.78513333333,20.6890666667,4.944,6.28223039216,6.48241481481,24.0039333333,4.513
345.25,5.62786666667,24.4628,2.84193333333,20.868,5.04173333334,6.35104240196,6.52840000001,24.0904,4.61446666667
345.62,5.57846666667,24.4784666667,2.75226666667,20.9224666667,4.93853333333,6.31305637255,6.40914814814,24.1898,4.4996
345.99,5.61573333333,24.6192666667,2.76186666667,20.9246666667,4.97493333333,6.35934142157,6.43931851852,24.2666666667,4.53033333333
346.35,5.8422,24.9369333333,2.8706,21.2412,5.2102,6.54398259804,6.62652592592,24.4383333333,4.75486666667
346.72,6.0004,25.2104666667,3.03833333333,21.5554666667,5.45386666667,6.70435808823,6.83075555555,24.6668,4.93366666667
347.08,6.22793333333,25.4287333333,3.31053333333,21.7728,5.68493333334,6.90967205883,7.07808148149,24.8614666667,5.17246666667
347.45,6.27026666667,25.4866666667,3.35713333333,21.8574666667,5.77086666666,6.95379558823,7.12924444444,24.9234,5.22973333333
347.81,6.19453333333,25.5143333334,3.316,21.8640666667,5.74573333333,6.93724093137,7.14475555555,25.0086,5.21773333333
348.18,6.08246666667,25.4514,3.2086,21.7539333333,5.5934,6.8216875,7.00357037037,24.9127333333,5.15026666667
348.54,6.12373333333,25.6234,3.34246666667,21.9062,5.64266666667,6.8817512255,7.05114074074,24.969,5.17473333333
348.91,5.98533333333,25.6992666667,3.24213333333,22.0252,5.5258,6.83811691177,6.95308888889,24.9954666667,5.06833333333
349.27,5.94926666667,25.8418,3.2218,22.0812,5.51586666667,6.82376838236,6.99926666667,25.0816666667,5.06853333333
349.64,6.13513333333,26.0454,3.42993333333,22.3084,5.76353333333,7.04376053922,7.19767407408,25.2341333333,5.28426666667
350.00,6.28926666667,26.1732,3.59106666667,22.5339333333,5.93693333333,7.15958774511,7.37915555555,25.3982,5.38913333333
350.37,6.29993333334,26.2648666667,3.652,22.618,5.99646666666,7.18785514706,7.44394814814,25.4944666667,5.39306666666
350.73,6.03093333333,26.204,3.35953333333,22.4572,5.76926666667,6.9521997549,7.17729629629,25.3543333333,5.14153333333
351.10,5.97686666667,26.3344666667,3.22113333333,22.5332666667,5.68226666667,6.90770049019,7.09574814815,25.4134666667,5.02113333333
351.46,5.9596,26.3754666667,3.2068,22.5115333333,5.62913333333,6.87984068627,7.12312592592,25.3829333333,4.99953333333
351.83,5.86826666667,26.3269333333,3.0844,22.486,5.50806666667,6.71981348039,7.02286666667,25.3020666667,4.8784
352.19,5.86726666667,26.4172666667,3.11,22.6232,5.5802,6.74198161765,7.09071851852,25.3919333333,4.90386666667
352.55,5.97026666667,26.552,3.1122,22.7876,5.64766666667,6.84295196079,7.22882962962,25.5097333333,4.99833333333
352.92,5.9124,26.4712666667,3.0978,22.7468,5.61406666667,6.8021002451,7.20470370372,25.4614666667,4.91606666667
353.28,6.01853333333,26.6562666667,3.20353333333,22.8762666667,5.70266666667,6.93801936275,7.26311851853,25.5718,4.95386666667
353.65,5.96906666667,26.6721333333,3.12826666667,22.8193333333,5.661,6.837,7.21629629629,25.5839333333,4.88166666666
354.01,5.7772,26.6456,2.94446666667,22.8097333333,5.49106666667,6.65754828431,7.0132074074,25.4433333333,4.72713333333
354.38,5.8766,26.7795333333,3.02533333333,23.0081333333,5.56893333333,6.70939362745,7.08956296296,25.5338666667,4.8032
354.74,6.1476,27.0098666667,3.2742,23.351,5.8168,6.96410416667,7.37469629629,25.7910666667,5.05893333334
355.11,6.1086,27.0019333333,3.26386666666,23.3902666667,5.75413333333,6.89004142157,7.33417037037,25.7522666667,5.01153333333
355.47,6.10713333333,27.1554,3.2522,23.503,5.72846666667,6.92112499999,7.30601481482,25.9596,4.9514
355.83,6.1856,27.3975333333,3.3104,23.728,5.82546666666,7.03932107844,7.40734814815,26.1101333333,5.05866666667
356.20,6.23406666667,27.4960666667,3.30393333333,23.7931333333,5.8274,7.08010784315,7.41678518519,26.1856,5.03573333333
356.56,6.29866666667,27.6978,3.388,23.8951333333,5.90433333333,7.11524901961,7.45888888889,26.3037333333,5.05686666666
356.93,6.4232,27.9308,3.47606666667,24.0336,5.9806,7.20290490196,7.54584444445,26.4541333333,5.12653333333
357.29,6.29726666667,27.8692666667,3.3978,23.9876,5.88433333333,7.09966397058,7.49212592593,26.3498666667,5.044
357.66,6.36126666667,28.0221333333,3.47486666667,24.1320666667,5.93593333333,7.2207355392,7.59218518518,26.4664,5.11873333333
358.02,6.49993333333,28.2083333333,3.58633333333,24.2883333333,6.03346666667,7.37283676471,7.72872592593,26.6582666667,5.22566666667
358.38,6.55873333333,28.2858,3.62353333333,24.2776,6.03073333333,7.43520784314,7.74233333333,26.7012,5.22386666667
358.75,6.6564,28.4484,3.76793333333,24.3739333333,6.16226666667,7.56500171568,7.84718518519,26.8615333333,5.3092
359.11,6.83846666667,28.6773333333,3.91133333333,24.5626,6.35186666667,7.74786078431,8.00360740741,27.0751333333,5.49913333333
359.48,6.90366666667,28.8185333333,3.9662,24.6818,6.46113333333,7.8065259804,8.07280740741,27.1503333333,5.58966666667
359.84,7.0072,28.9503333333,4.05466666667,24.7541333333,6.54633333333,7.91633602942,8.13702222223,27.2716,5.6052
360.20,6.97866666667,29.0276,4.02693333333,24.8268666667,6.53246666667,7.8947615196,8.15073333333,27.3212666667,5.56193333333
360.57,6.89233333333,29.069,3.96246666667,24.8644666667,6.47006666667,7.83694191177,8.08930370371,27.3603333333,5.51326666667
360.93,6.93166666667,29.1538,4.00446666666,25.0139333333,6.54386666667,7.85450245098,8.17354074074,27.4452666667,5.60106666667
361.29,7.08606666667,29.3870666667,4.10006666667,25.2377333333,6.67826666667,7.99261544117,8.30874074073,27.6879333333,5.72053333333
361.66,7.15053333333,29.4338,4.1148,25.3160666667,6.67993333333,7.97954852941,8.31634074074,27.7384,5.75553333333
362.02,7.18786666667,29.5304666667,4.14466666667,25.4096,6.72126666667,8.02110735294,8.35253333334,27.8314666667,5.791
362.39,7.2072,29.6759333333,4.17586666667,25.5587333333,6.77233333333,8.0203487745,8.41267407407,27.9688,5.86986666667
362.75,7.2232,29.7788666667,4.15886666667,25.6564666667,6.76286666667,8.00834436275,8.45631851853,28.0092,5.91153333333
363.11,7.20793333333,29.8696666667,4.17533333333,25.7284666667,6.79693333333,8.02482769609,8.52688888888,28.0559333333,5.92133333333
363.48,7.17926666667,29.9101333333,4.1334,25.7700666667,6.74346666667,7.97975490195,8.52742222223,28.013,5.88506666667
363.84,7.1526,29.9306666667,4.0792,25.8328666667,6.71046666667,7.91473039216,8.50162962962,28.0243333333,5.86706666667
364.20,7.22446666667,30.0214,4.11746666667,25.9140666667,6.77886666667,7.97180245099,8.52760740741,28.0704666667,5.92226666667
364.57,7.2688,29.9964666667,4.08746666667,25.9326666667,6.75566666667,7.93529901961,8.52076296295,28.0352,5.90573333333
364.93,7.22266666667,30.0767333333,4.01866666667,25.9909333333,6.68873333333,7.89499852942,8.46754814815,28.0666666667,5.82306666667
365.29,7.13826666667,30.1270666667,3.96126666667,26.0394,6.60106666667,7.81668014706,8.37520000001,28.0984,5.7218
365.66,7.0276,30.1680666667,3.85653333333,26.0904,6.525,7.71326323529,8.31593333333,28.0698,5.6124
366.02,7.15966666667,30.2634666667,3.9784,26.2152,6.6466,7.79922843137,8.41374814815,28.1114666667,5.69673333334
366.38,7.32006666667,30.4528,4.1404,26.3888666667,6.80213333333,7.96250171569,8.5500962963,28.2505333333,5.7886
366.75,7.38086666667,30.5526,4.1996,26.5078,6.839,7.95107696079,8.55952592593,28.2948,5.74513333334
367.11,7.29753333333,30.5344666667,4.09133333333,26.4763333333,6.74113333333,7.83632009804,8.40677777779,28.2748,5.6244
367.47,7.27026666667,30.5485333333,4.04286666667,26.5050666667,6.73053333333,7.76133921569,8.33465185185,28.3159333333,5.54753333333
367.84,7.2424,30.6204666667,4.01653333333,26.5622,6.68713333333,7.72620759805,8.32800740741,28.3570666667,5.49406666667
368.20,7.28853333333,30.7630666667,4.04166666667,26.6816666667,6.6962,7.7566759804,8.38137037038,28.4606666667,5.517
368.56,7.21666666667,30.9014666667,4.03326666667,26.7747333333,6.7222,7.77646568627,8.37772592593,28.5357333333,5.4832
368.93,7.24886666667,30.9816,4.08013333333,26.8068666667,6.72966666667,7.7737870098,8.43062962963,28.6113333333,5.5178
369.29,7.44426666667,31.1257333333,4.22793333333,26.9404666667,6.89453333333,7.90405980392,8.60372592593,28.6891333333,5.69773333333
369.65,7.5588,31.2325333333,4.35,27.0348666667,7.00986666667,8.04217794117,8.69693333334,28.7264,5.79873333333
370.01,7.5054,31.338,4.27786666667,27.1129333333,6.97586666667,7.99584828432,8.66500740741,28.7859333333,5.7396
370.38,7.33746666667,31.2916,4.05646666667,27.0669333333,6.80766666667,7.82035514707,8.52510370371,28.7384666667,5.60953333333
370.74,7.24853333333,31.2709333333,3.91833333334,27.0346666667,6.72793333333,7.77518455883,8.44573333333,28.7784666667,5.5636
371.10,7.4494,31.4936666667,4.08333333333,27.2970666666,6.93546666667,7.93327941177,8.66039259259,28.9837333333,5.71846666667
371.46,7.45526666667,31.5669333333,4.1184,27.3908666667,6.93473333333,7.9780747549,8.71949629629,29.0224,5.73466666667
371.83,7.53806666667,31.7259333333,4.1898,27.5214666667,7.02086666667,8.03952990197,8.7944,29.1107333333,5.80886666667
372.19,7.52633333333,31.8061333333,4.18053333333,27.6,7.0364,8.02394754902,8.79562962963,29.1306,5.818
372.55,7.63313333333,31.9127333333,4.22726666667,27.6541333333,7.10806666667,8.06460514706,8.89465925926,29.2354,5.8882
372.92,7.64133333333,31.9928,4.1682,27.7230666667,7.12686666667,8.03827450981,8.88871851851,29.2128,5.82033333333
373.28,7.51566666667,31.9415333333,3.99813333333,27.7234666667,6.99846666667,7.87598259805,8.7735925926,29.183,5.6604
373.64,7.52293333333,32.0836,3.99833333333,27.8388666667,6.99813333333,7.85320171568,8.81772592593,29.3124,5.65753333333
374.00,7.55173333333,32.1666666666,4.01313333333,27.9026666667,7.0302,7.85071421568,8.87339999999,29.3514666667,5.71606666667
374.37,7.6402,32.2843333333,4.08053333333,28.0325333333,7.0882,7.93528970587,8.95285925927,29.4606666667,5.75906666667
374.73,7.6296,32.3156666667,4.06666666667,28.1627333333,7.0654,7.93582696078,8.94831111111,29.4254,5.72553333333
375.09,7.545,32.3325333334,3.98106666667,28.1697333333,6.96253333333,7.86056691177,8.87444444445,29.4171333333,5.65773333333
375.45,7.63946666667,32.5125333333,4.02286666667,28.3648666667,7.06333333333,7.92596764706,8.97111111112,29.6081333333,5.76013333333
375.81,7.61853333333,32.5308,3.98793333333,28.3924,7.0268,7.90125539217,8.93844444445,29.5942,5.75286666667
376.18,7.6512,32.6116,3.98366666667,28.474,7.03593333333,7.89515343138,8.95268888888,29.6437333333,5.76733333333
376.54,7.62593333333,32.7174666667,3.93,28.5818666667,6.98346666667,7.86427279411,8.91279259259,29.6632666667,5.7252
376.90,7.59426666667,32.7352,3.87386666667,28.5752,6.91106666667,7.82483161765,8.85668148147,29.6151333333,5.72446666667
377.26,7.68853333333,32.8992666667,3.95706666667,28.6929333333,6.99293333333,7.91806029411,8.93124444444,29.7502666667,5.83966666667
377.63,7.73606666667,32.9746666667,3.94173333333,28.7538,7.005,7.95185196078,8.91914074074,29.8142666667,5.86726666667
377.99,7.73013333333,33.1038,3.88113333333,28.8560666667,6.97466666667,7.97219779412,8.8913037037,29.9166666667,5.83206666667
378.35,7.71,33.1606666667,3.83726666667,28.8909333333,6.95473333333,7.91642205882,8.86136296295,29.9153333333,5.8316
378.71,7.71013333333,33.2674666667,3.83493333333,28.9009333333,6.971,7.86737745099,8.86431851852,29.9202,5.8648
379.07,7.68053333333,33.2949333333,3.81933333333,28.9192,6.93766666667,7.88573602941,8.86037777778,29.9098,5.89353333333
379.44,7.6092,33.2806666667,3.72293333333,28.8677333333,6.84113333333,7.83565759805,8.75669629629,29.8390666667,5.77193333333
379.80,7.63066666667,33.3869333333,3.7812,29.0266666667,6.91246666667,7.85735318628,8.84114814815,29.9658,5.80233333333
380.16,7.52606666667,33.3747333333,3.69846666667,29.028,6.83546666667,7.7871997549,8.77937777777,29.975,5.70006666667
380.52,7.605,33.4094666667,3.76426666667,29.1125333333,6.9108,7.85755833334,8.85588888888,30.0491333333,5.7702
380.88,7.71613333333,33.6844,3.8928,29.3808666667,7.07413333333,7.99912058823,9.01945185185,30.2796666667,5.89906666667
381.24,7.71606666667,33.7758666667,3.90006666667,29.5036666667,7.12593333333,8.02572990196,9.05165925926,30.2866,5.906
381.61,7.72806666667,33.9490666667,3.90506666667,29.6459333333,7.1586,8.04393725489,9.12945185186,30.3958666667,5.9422
381.97,7.73813333333,34.0012666667,3.92333333333,29.6896,7.1868,8.0132634804,9.16577037037,30.4127333333,5.93706666667
382.33,7.80453333333,34.1438666667,3.99326666667,29.8346666667,7.26566666667,8.11720465687,9.25639259259,30.5630666667,5.98373333333
382.69,7.82213333333,34.2375333333,4.00286666667,29.9424666667,7.3036,8.15534362745,9.30694814815,30.7144,5.97753333333
383.05,7.84033333334,34.3812666667,3.9602,30.1082,7.3216,8.11993750001,9.33078518519,30.7960666667,5.9192
383.41,7.90693333333,34.5624666667,4.0322,30.2647333334,7.37546666667,8.1709625,9.43599259259,30.9308666667,6.00373333333
383.77,7.83726666666,34.5419333333,3.90446666667,30.2245333333,7.26313333333,8.08065588236,9.32954074073,30.8973333333,5.89306666667
384.14,7.9312,34.6922666667,3.95633333333,30.3974,7.34046666667,8.15940857843,9.43269629629,30.9986,5.97826666667
384.50,7.90353333333,34.8134666667,3.94926666667,30.5184666667,7.31233333333,8.13291593137,9.42536296295,31.0197333333,5.9618
384.86,7.85513333333,34.8571333333,3.89793333333,30.5521333334,7.2744,8.07091691177,9.33180000001,30.9832,5.86546666667
385.22,7.7974,34.9018666667,3.82233333333,30.5743333333,7.18286666667,8.00420882353,9.27343703705,31.0051333333,5.77166666667
385.58,7.76633333333,34.9294666667,3.77846666667,30.6421333333,7.16793333333,7.98490637254,9.23742222221,30.9862,5.71906666667
385.94,7.76333333333,34.9894666667,3.75733333333,30.7254666667,7.1468,7.98274730392,9.24833333333,30.9878666667,5.71033333333
386.30,7.70593333333,35.0244666666,3.69926666667,30.8050666667,7.09593333333,7.91432696079,9.19156296296,30.9155333333,5.65953333333
386.66,7.72113333333,35.1646666667,3.69026666667,30.8874666667,7.09866666667,7.93058970588,9.18117777779,30.9343333333,5.6572
387.03,7.75006666667,35.2299333333,3.7156,30.9538666667,7.11113333333,7.94769509805,9.19454814815,30.9592666667,5.70493333333
387.39,7.74006666667,35.2455333333,3.69706666667,31.0075333333,7.1222,7.93554730392,9.14747407407,30.9378666667,5.70026666667
387.75,7.89053333334,35.4460666667,3.81373333333,31.1934,7.26333333333,8.06621176471,9.2898074074,31.0256,5.8566
388.11,7.9214,35.5005333333,3.87066666667,31.2459333333,7.2896,8.11321495098,9.32516296297,31.0419333334,5.89133333333
388.47,7.97226666667,35.5493333333,3.87453333333,31.3095333334,7.32093333333,8.12457132352,9.35295555555,31.0934,5.92506666666
388.83,7.98773333333,35.5713333334,3.85706666667,31.3826,7.31746666667,8.13277843138,9.39884444445,31.1589333333,5.9406
389.19,8.08853333333,35.7074666667,3.93286666667,31.5279333334,7.44066666666,8.22072892156,9.5127037037,31.2600666667,6.02373333333
389.55,8.13273333333,35.7890666667,3.98426666667,31.5813333333,7.46813333333,8.24215612745,9.55102962963,31.3108666667,6.05186666666
389.91,8.17666666667,35.8813333333,4.03066666667,31.6988666667,7.50073333333,8.28379534314,9.6005925926,31.3545333333,6.0938
390.27,8.20013333333,35.9514,4.03166666667,31.7331333333,7.52526666667,8.30506593137,9.63004444445,31.4003333333,6.085
390.63,8.22386666667,36.0667333333,4.0428,31.8831333333,7.53126666667,8.32694387253,9.691,31.4808,6.0986
391.00,8.25986666667,36.2106666667,4.0666,31.9855333333,7.59586666667,8.37043602943,9.73395555555,31.5524666667,6.1324
391.36,8.28186666667,36.3056666667,4.08626666667,32.0535333333,7.6242,8.39278823529,9.78034814814,31.6037333333,6.1568
391.72,8.292,36.358,4.09153333333,32.1409333333,7.632,8.40603161765,9.78357777777,31.6234666667,6.13993333333
392.08,8.28906666667,36.4448,4.0788,32.2144666667,7.65973333333,8.40214460785,9.79188148148,31.6359333333,6.1298
392.44,8.2892,36.5518,4.086,32.2982666667,7.6922,8.44879093139,9.82385185185,31.6589333333,6.12626666667
392.80,8.31273333333,36.6166666667,4.12066666667,32.3747333333,7.71573333333,8.48919362744,9.84625185185,31.6921333333,6.1482
393.16,8.29326666667,36.6736,4.10273333333,32.4452666667,7.69346666667,8.47547916667,9.82906666667,31.6925333333,6.13006666667
393.52,8.3378,36.7684,4.154,32.5701333333,7.76746666667,8.54445122548,9.88782962962,31.7643333333,6.17626666667
393.88,8.3108,36.812,4.12573333333,32.6230666667,7.74906666667,8.53550318629,9.85798518519,31.8208,6.14506666667
394.24,8.31206666667,36.8584666667,4.11953333333,32.6858,7.73013333334,8.52759975491,9.87215555556,31.8220666667,6.16906666667
394.60,8.35473333333,36.8864666667,4.1386,32.7454666667,7.76446666667,8.54101740195,9.90020740741,31.8436,6.2014
394.96,8.31413333333,36.8954666667,4.102,32.7764,7.71413333334,8.50754779413,9.86543703705,31.8240666667,6.1422
395.32,8.32606666667,36.9132666667,4.10746666667,32.8308666666,7.73513333333,8.51176053923,9.88588148147,31.8260666667,6.15093333333
395.68,8.21866666667,36.9190666667,4.01346666667,32.8481333333,7.64773333333,8.44667499999,9.81457777777,31.8141333333,6.06353333333
396.04,8.28386666667,37.0458,4.0488,33.0026666667,7.68606666667,8.48378676471,9.86289629629,31.9448666666,6.1048
396.40,8.25866666667,37.0448666667,3.9932,33.0387333333,7.63026666667,8.43417524511,9.83159999999,31.9534666667,6.0846
396.76,8.24653333333,37.1066666666,3.94633333333,33.1406666667,7.5966,8.39694754901,9.83334074073,31.9776,6.07053333333
397.12,8.24406666667,37.191,3.9192,33.2243333333,7.59013333333,8.37987107845,9.84409629629,32.0219333333,6.08233333333
397.48,8.2248,37.2526,3.8378,33.3115333333,7.53926666667,8.29068553922,9.80240000001,32.0406666667,6.0162
397.84,8.2528,37.3292,3.85986666667,33.4034,7.5674,8.30209166667,9.87245925925,32.0467333333,6.04313333334
398.20,8.266,37.3804,3.8824,33.4810666667,7.59146666667,8.31773529413,9.87443703705,32.0838,6.02253333333
398.56,8.2262,37.4126666667,3.87233333333,33.5422666667,7.57053333333,8.29152549018,9.84553333332,32.1184,5.99513333333
398.92,8.26746666667,37.5018666667,3.9052,33.6278,7.6146,8.33218137253,9.9111037037,32.175,6.04393333333
399.28,8.31053333333,37.7351333333,3.91666666667,33.8297333333,7.63666666667,8.36777696079,9.97273333334,32.3328666667,6.0818
399.64,8.40086666667,37.8871333333,4.00753333333,33.9555333333,7.72653333333,8.43006642158,10.0679555555,32.4215333333,6.175
400.00,8.36986666667,37.9300666667,3.9918,33.9862666667,7.7178,8.41308382353,10.0624148148,32.4261333333,6.17013333333
400.36,8.46313333333,38.0677333334,4.0906,34.1128666667,7.8224,8.49442892157,10.1631111111,32.5248666667,6.22266666667
400.72,8.52066666667,38.2378666667,4.15226666667,34.2288,7.90126666667,8.55181642158,10.2284962963,32.6270666667,6.28366666667
401.08,8.53326666666,38.3217333333,4.17853333333,34.3131333333,7.91373333333,8.56285735293,10.2605555555,32.6716,6.29766666667
401.44,8.4592,38.2471333333,4.1364,34.2528,7.8522,8.53952230392,10.2242074074,32.5874666667,6.26926666667
401.80,8.46626666667,38.351,4.14073333333,34.3446,7.88646666667,8.57668063725,10.2299777778,32.6775333333,6.29253333333
402.16,8.519,38.5844666667,4.15766666667,34.5294,7.94066666667,8.6346490196,10.3091777778,32.8298666667,6.34326666667
402.52,8.57133333333,38.6811333333,4.19013333333,34.6134,8.00566666667,8.71160416666,10.3859185185,32.8675333333,6.38266666667
402.88,8.6324,38.7618666667,4.24066666667,34.7439333333,8.0618,8.75336960783,10.4549481481,32.9296,6.42853333333
403.24,8.6428,38.7437333333,4.21746666667,34.7528,8.06966666667,8.73716397057,10.4428888889,32.9096666667,6.39806666667
403.60,8.67173333333,38.7639333333,4.23573333333,34.7882,8.10773333333,8.76932426471,10.4714518519,32.9107333334,6.41526666667
403.95,8.67446666667,38.8152,4.2182,34.8682666667,8.09986666667,8.75854950981,10.4626962963,32.8960666667,6.38966666667
404.31,8.64146666666,38.9074666667,4.1636,34.9492666667,8.07253333334,8.72757965685,10.4275037037,32.892,6.35046666667
404.67,8.65800000001,38.9630666666,4.16653333333,34.9877333333,8.07073333333,8.73479485293,10.4518666667,32.9032666667,6.34493333333
