wavelength,Back_IdiBram,Belly_IdiBram,Breast_IdiBram,Crissum_IdiBram,Crown_IdiBram,DorTail_IdiBram,Rump_IdiBram,Throat_IdiBram,WingTip_IdiBram
581.31,8.45533333333,19.6964444444,17.1757777778,19.4795555555,7.82411111111,8.72722222221,9.45133333333,19.7931111111,6.73544444444
581.65,8.47111111111,19.7043333333,17.1916666667,19.4837777778,7.82566666666,8.77311111111,9.46777777778,19.803,6.77266666667
581.98,8.42822222222,19.67,17.1646666667,19.4742222222,7.78255555555,8.75622222222,9.44088888889,19.762,6.75888888889
582.32,8.39488888889,19.6452222222,17.0997777778,19.4431111111,7.72011111111,8.7251111111,9.40855555556,19.7786666667,6.73433333333
582.66,8.34155555555,19.615,17.0681111111,19.4144444444,7.68288888889,8.69066666667,9.37544444444,19.7173333334,6.71733333333
583.00,8.33222222222,19.6168888889,17.0661111111,19.4153333333,7.68122222222,8.70966666667,9.37755555556,19.7146666667,6.73555555556
583.34,8.28866666667,19.5897777778,17.0812222222,19.3931111111,7.64888888889,8.7101111111,9.353,19.7246666667,6.71777777778
583.68,8.26066666667,19.5567777778,17.0495555555,19.368,7.61033333333,8.6741111111,9.30266666667,19.7064444444,6.70055555556
584.01,8.24055555555,19.5227777778,17.0737777778,19.342,7.59966666667,8.68311111111,9.30055555556,19.6682222222,6.70011111111
584.35,8.22622222222,19.5271111111,17.0738888889,19.3272222222,7.59844444444,8.69111111112,9.30733333333,19.662,6.69444444444
584.69,8.26922222222,19.5688888889,17.1395555555,19.3547777778,7.63922222222,8.71444444443,9.31977777778,19.7097777778,6.73711111111
585.03,8.267,19.573,17.1327777778,19.3777777778,7.619,8.70855555554,9.32422222222,19.7017777778,6.72622222222
585.37,8.29855555555,19.6122222222,17.1657777778,19.4385555555,7.65366666667,8.72355555556,9.36944444445,19.7282222222,6.73366666667
585.70,8.315,19.6474444444,17.1756666666,19.4826666666,7.68222222222,8.7458888889,9.38133333333,19.7796666667,6.73855555555
586.04,8.33122222222,19.6775555556,17.2053333333,19.4847777778,7.68788888889,8.77222222221,9.37944444444,19.7584444444,6.71444444444
586.38,8.32233333333,19.666,17.1491111111,19.4311111111,7.66311111111,8.727,9.36188888889,19.7675555556,6.68077777778
586.72,8.36433333333,19.6941111111,17.202,19.4841111111,7.701,8.72144444444,9.40988888889,19.8254444444,6.69955555556
587.06,8.33066666667,19.686,17.117,19.4193333333,7.65677777778,8.65822222221,9.36511111111,19.7695555556,6.666
587.39,8.32455555555,19.6863333333,17.1134444445,19.4068888889,7.62633333333,8.62955555555,9.36011111111,19.7522222222,6.63211111111
587.73,8.35444444444,19.7255555556,17.1697777778,19.4574444444,7.669,8.65733333333,9.41088888889,19.814,6.67866666667
588.07,8.27911111111,19.6676666667,17.0697777778,19.3784444444,7.56077777778,8.56466666667,9.30855555555,19.7348888889,6.57611111111
588.41,8.21844444445,19.6302222222,17.0288888889,19.3514444444,7.51522222222,8.51199999999,9.24955555556,19.7023333333,6.51466666667
588.74,8.19633333333,19.6423333333,17.0265555556,19.3375555556,7.50322222222,8.5141111111,9.24977777778,19.7093333333,6.52411111111
589.08,8.14355555555,19.6002222222,16.9912222222,19.2736666667,7.46188888889,8.47688888888,9.21522222222,19.6908888889,6.48233333333
589.42,8.20644444445,19.6617777778,17.0428888889,19.2874444444,7.48988888889,8.51200000001,9.237,19.7311111111,6.52077777778
