wavelength,Back_HemParm,Belly_HemParm,Breast_HemParm,Crissum_HemParm,Crown_HemParm,DorTail_HemParm,Patch10_HemParm,Rump_HemParm,Throat_HemParm,WingTip_HemParm
187.15,603.05555,456.597291667,306.250083333,531.94425,662.152916667,518.57621875,569.4445,334.375,386.805666667,556.249916666
187.53,1301.66666667,859.166666667,581.666666667,1088.33333333,1438.33333333,1051.65509259,1161.66666667,703.333333332,886.666666667,1170.0
187.91,-691.111183333,-468.518541667,-290.740833334,-550.0,-830.555499999,-572.807199074,-648.148250001,-406.481416667,-519.444499999,-626.851999999
188.29,-724.074199999,-561.574166667,-314.814666667,-612.036999999,-904.166666667,-643.351527778,-708.333500001,-531.018583333,-606.481416667,-675.925833334
188.67,-327.5,-275.625,-125.833333333,-258.333333333,-383.333333333,-298.263888889,-298.333333333,-219.791666667,-283.333333333,-312.916666667
189.05,-263.4,-237.166666667,-87.0,-205.666666667,-287.666666667,-251.671296296,-227.666666667,-183.166666666,-231.333333333,-249.666666667
189.43,-133.2143,-117.063625,-26.98425,-98.0159166668,-152.381041667,-125.782521991,-113.29375,-90.77375,-109.325333333,-121.82525
189.81,-153.640433333,-135.087791667,-37.2808333333,-123.903583333,-181.03075,-137.216581597,-125.877083334,-115.131416667,-133.5525,-141.447333333
190.19,-222.777866667,-189.660583333,-50.61725,-176.234666667,-244.135875,-214.960561922,-181.79,-148.611166667,-202.160416667,-214.1975
190.57,-1523.0,-1265.83333333,-566.666666667,-1261.66666667,-1479.16666667,-1458.46064815,-1255.0,-978.333333332,-1371.66666667,-1510.0
190.95,-423.645833333,-361.71875,-128.125,-375.0,-417.96875,-415.874565972,-341.666666667,-255.46875,-405.208333333,-427.083333333
191.33,-405.416666667,-388.802083334,-144.270833333,-361.979166667,-432.03125,-436.176215277,-343.75,-256.510416667,-441.145833333,-431.770833333
191.71,-253.933333333,-271.333333333,-100.333333333,-230.0,-280.333333333,-290.759259259,-238.333333333,-164.0,-292.666666667,-289.666666667
192.09,-334.47365,-391.008708333,-150.4385,-311.403333333,-357.236833333,-386.705087384,-314.035083333,-221.27175,-422.368333333,-392.982333333
192.47,-408.6667,-464.166666667,-174.4445,-370.000083333,-413.888958333,-476.303900463,-393.333416667,-263.055708333,-527.777583333,-472.777833333
192.85,-622.4244,-702.272541667,-339.394,-604.545583333,-627.65175,-691.503581018,-618.18175,-467.0455,-776.515166667,-687.121166667
193.23,-459.333383333,-507.77775,-263.333333333,-442.777833333,-448.333541667,-473.827165509,-458.888916667,-350.000041667,-560.555583333,-502.222333333
193.61,-341.29625,-384.259375,-174.074166667,-320.3705,-310.416625,-362.403540509,-332.4075,-241.203875,-428.24075,-377.314916666
193.99,-345.583333333,-352.708333333,-176.666666667,-304.166666667,-291.041666667,-352.902199074,-330.0,-239.166666667,-410.0,-355.0
194.37,-402.543783333,-403.289541667,-210.52625,-362.719416666,-355.043916667,-400.740138889,-367.543833334,-301.315833333,-467.543916667,-395.613916667
194.75,-382.368316666,-390.570166667,-174.12275,-347.368333333,-341.886,-380.369679398,-337.719416666,-298.684333333,-451.315916667,-378.508833333
195.13,-313.695683333,-320.289833333,-154.347916667,-278.260833333,-281.521791667,-321.064903357,-272.826,-247.1015,-387.318916667,-288.043333333
195.51,-360.583333334,-352.916666667,-173.333333333,-331.25,-313.125,-373.324652778,-308.75,-290.416666667,-452.083333333,-327.083333333
195.89,-430.833316667,-409.490666667,-233.796166667,-382.407333333,-369.675875,-449.508172454,-356.481416667,-352.54625,-521.75925,-387.5
196.27,-344.130366667,-309.963916666,-190.579666667,-297.826083333,-283.514541667,-354.994553241,-260.869666667,-280.97825,-411.594166667,-290.217416667
196.65,-614.761883333,-566.071458333,-397.023833333,-530.952333334,-490.178625,-626.905448495,-438.095166667,-491.369041667,-723.8095,-505.952416667
197.03,1201.04166667,1082.29166667,829.166666666,1037.5,949.999999999,1148.39409722,828.125,953.645833333,1370.83333334,962.499999999
197.40,2331.25,2046.875,1622.91666667,1941.66666667,1878.125,2347.33796296,1631.25,1826.04166667,2741.66666666,1864.58333333
197.78,2067.0,1897.5,1590.0,1781.66666667,1800.83333333,2148.35648148,1538.33333333,1712.5,2501.66666667,1693.33333333
198.16,-920.908966666,-867.045416667,-707.575666666,-803.03025,-832.196916666,-958.080841435,-678.787833333,-778.787874999,-1146.96975,-806.060583333
198.54,-520.462916666,-499.537125,-402.314833333,-459.259083333,-463.194625,-545.380129051,-381.4815,-445.83325,-671.296333333,-451.851833333
198.92,-259.509666667,-250.000166667,-221.078416667,-220.343166667,-236.274583334,-265.796916667,-186.274333333,-225.612708333,-341.421416667,-207.843083333
199.30,-231.576683333,-229.504583333,-208.108,-203.828916666,-215.991041667,-237.119847222,-170.045,-209.234291667,-307.207083334,-200.450333333
199.68,-165.784283333,-174.101375,-147.876,-141.99325,-155.310416666,-168.552536458,-119.281166667,-151.71575,-222.87575,-150.0
200.06,-122.231116667,-130.107333333,-109.408583333,-111.021583333,-113.9785,-120.034478588,-83.7365833334,-113.508041667,-171.639833334,-115.322583333
200.44,-108.005016667,-115.719583333,-102.651416667,-98.8639166668,-104.482333333,-103.259962963,-75.7575000001,-104.166666667,-148.737333333,-100.378916667
200.82,-113.541883333,-118.099041667,-106.5105,-102.995,-110.677083333,-103.673207176,-82.0314999999,-112.825666667,-158.33375,-106.770833333
201.19,-75.064,-85.5768750001,-75.4273333334,-68.2695,-76.5491666667,-75.4860636574,-58.8674166667,-81.3034583334,-122.756333333,-76.7093333334
201.57,-82.5111333333,-95.1111666666,-83.7778333334,-81.3332500001,-82.5556250001,-79.9945491899,-65.7778333334,-88.9445416667,-135.77775,-85.3333333331
201.95,-86.7412,-97.3880000001,-87.4378333333,-84.4529166667,-78.2959583332,-81.2215543981,-67.0398333333,-93.9057083334,-150.124416667,-90.7959999999
202.33,-64.7142666667,-77.3214583333,-70.1189999999,-66.9045833333,-52.738125,-63.6037037037,-44.9999166668,-75.6547500001,-128.4525,-66.7855833334
202.71,-81.1376333333,-90.4761666666,-95.1059166667,-82.1428333333,-63.6243333334,-76.0793003472,-57.6720833333,-95.8994999999,-150.396916667,-86.9046666667
203.09,-126.444533334,-138.611125,-140.370333333,-124.259333333,-95.7406666667,-120.015489005,-90.9259166666,-136.944416666,-227.963,-140.000083334
203.47,-118.29855,-129.947875,-126.388916667,-116.3195,-80.2084166667,-112.104577546,-82.6388333334,-123.176916667,-210.069416667,-123.611083334
203.85,-155.625,-145.625,-152.291666667,-143.958333333,-86.0416666667,-134.714988426,-105.0,-153.020833333,-246.25,-145.625
204.22,-259.46435,-238.392833333,-242.85725,-215.178333333,-147.619125,-218.692175926,-188.988166667,-250.148875,-374.702333333,-222.02375
204.60,-256.217866667,-234.455041667,-230.769333333,-217.628166667,-127.403875,-231.939850116,-189.422916666,-250.320416667,-387.1795,-238.141083333
204.98,-277.2222,-255.034708333,-266.31925,-234.722166667,-146.527833333,-262.603671296,-209.375,-264.062583333,-416.666666666,-265.625
205.36,-286.333333333,-251.333333333,-274.0,-239.0,-148.166666667,-265.719907407,-203.333333333,-272.333333334,-411.666666667,-269.666666667
205.74,-8093.33333334,-7050.0,-7991.66666665,-6700.0,-4316.66666667,-7462.38425926,-5783.33333333,-7920.83333334,-11108.3333333,-7649.99999999
206.12,1572.22211667,1351.38895834,1543.05575,1229.16658333,883.333291668,1384.00847222,1087.50016667,1481.25008333,1981.94441667,1449.99983333
206.50,919.242566665,786.742625,932.57575,700.000083334,526.894,811.474071759,655.303166667,832.575666666,1159.091,809.090833334
206.87,8878.33333334,7470.83333333,9016.66666668,6608.33333333,4883.33333333,7880.2662037,6033.33333333,7795.83333334,11500.0,7066.66666668
207.25,-333.133333333,-273.833333333,-347.333333333,-249.666666666,-182.666666667,-286.233796296,-223.333333333,-290.833333333,-425.333333333,-258.333333333
207.63,-376.08705,-312.681041666,-392.391166667,-271.37675,-215.942041667,-319.431933449,-244.202916667,-327.53625,-479.710083333,-302.8985
208.01,-282.202366666,-247.02375,-322.618833333,-215.17875,-171.726125,-243.111484375,-171.428416666,-241.368875,-381.84525,-233.03575
208.39,-186.75,-152.8125,-218.958333333,-135.625,-99.7916666668,-155.473090278,-100.416666667,-154.166666667,-254.166666667,-138.958333333
208.77,-253.137183333,-208.333291667,-284.558916667,-192.156916666,-148.284291667,-204.781023148,-145.588416667,-205.269583333,-330.63725,-184.80375
209.14,-177.197033334,-147.727083333,-209.090833333,-132.3865,-100.09475,-136.952943287,-96.5910000001,-147.916625,-246.4015,-125.568166667
209.52,-160.884383333,-129.422,-188.775416667,-118.197333333,-97.5340416667,-118.438250579,-88.09525,-132.227791667,-219.217583333,-112.755
209.90,-80.1495333332,-61.5919583333,-101.282083333,-58.97425,-46.4744583334,-54.3330104166,-35.6838333334,-65.2777916667,-119.124,-50.3205
210.28,-49.6550666667,-38.8889166667,-74.6168333333,-35.3446666667,-24.6649166667,-32.6176261574,-16.6666666667,-39.367875,-86.4944166666,-26.5323333333
210.66,-41.9678,-27.40975,-67.06825,-27.91175,-18.273,-19.9772262731,-6.32508333334,-33.98575,-75.3013333334,-18.7751666667
211.03,-58.80275,-44.4248333334,-87.2066666667,-36.8544166667,-30.0468333333,-33.0651869213,-15.9625,-48.2982083333,-99.1784166665,-34.3895
211.41,-60.6409999999,-44.8077499999,-85.8975833332,-38.9741666667,-26.7308333334,-33.9662424768,-11.1538333333,-54.2949166667,-103.076833333,-31.5385
211.79,-93.8999999998,-63.8333333333,-130.5,-62.6666666667,-42.5833333333,-49.8217592593,-28.8333333333,-84.5833333333,-144.833333333,-49.0000000001
212.17,-63.62075,-45.5459166668,-103.735666667,-36.3505833333,-26.1495416667,-29.5737737268,-14.3679166667,-66.0201666668,-110.201083334,-31.4655
212.55,-92.8293666668,-77.1316666667,-150.387583333,-66.8604166667,-52.7132916666,-50.4967771991,-31.0076666666,-106.007583333,-151.938083333,-64.7287499999
212.92,-165.987616667,-135.030666666,-257.098666667,-96.605,-90.2776666665,-71.9800190972,-57.4074999999,-183.796375,-237.962916667,-104.93825
213.30,-233.25,-182.083333333,-335.0,-145.0,-126.25,-94.8119212963,-76.6666666667,-256.875,-316.25,-140.0
213.68,-119.347933333,-77.8984166667,-209.420333333,-53.2609999999,-25.5434166667,-3.94514699075,14.8550833333,-136.050541667,-189.492666667,-53.6233333333
214.06,-689.333333334,-478.333333333,-1111.66666667,-288.333333333,-137.5,-148.368055556,-138.333333333,-756.666666667,-976.666666667,-364.999999999
214.44,-4086.66666666,-2670.83333334,-6025.0,-2391.66666667,-1479.16666667,-1179.74537037,-1150.0,-4425.0,-5274.99999999,-2891.66666667
214.81,479.666666667,371.666666667,672.5,313.333333333,197.5,202.638888889,194.166666667,497.083333333,597.499999999,370.0
215.19,1286.11108333,830.555624998,1936.11108333,783.333333333,343.05575,349.67195486,266.666750001,1387.49995833,1594.44433333,883.333416668
215.57,293.999983333,218.888833333,446.111,199.4445,105.555458333,128.888944444,104.444416667,322.777708334,385.5555,235.000083333
215.95,299.285716667,239.285666667,458.928583333,222.619,138.09525,164.306462963,130.9525,365.773791667,412.499916667,258.33325
216.32,184.885083333,145.689583333,253.73575,134.482833333,96.9829583334,120.230688657,101.149416667,211.781625,218.390916667,163.505666667
216.70,238.666666667,163.611166667,386.666583334,178.888916667,85.5555416667,142.276230903,92.2223333334,303.333333333,319.999916667,238.888833333
217.08,-336.666666667,-212.037041667,-574.073833334,-276.851833333,-131.944416667,-232.529630208,-103.70375,-445.833416667,-498.148,-381.481333334
217.46,-187.87035,-102.546375,-271.296333333,-156.4815,-79.8612083333,-130.198693866,-67.1296666667,-211.574083333,-229.166666667,-200.0
217.83,-269.285666667,-177.083291667,-364.28575,-214.28575,-124.107291667,-214.83537037,-124.404833333,-298.809625,-338.09525,-269.047666667
218.21,-96.32185,-51.0058333333,-129.31025,-82.4710833333,-37.0690416666,-77.0773003472,-19.25275,-102.586166667,-142.241416667,-91.3792499998
218.59,-23.4418666667,-0.362333333325,-52.5361666667,-24.0941666667,11.14125,-17.2893188657,18.84075,-39.039875,-65.9419166667,-11.7752499999
218.97,13.1182333333,26.6800833333,-11.9624166667,6.85500000001,29.0994166667,9.49459837962,38.4406666667,-5.84704166668,-23.7905,17.0699166667
219.34,10.5895666667,12.2435,-16.4101666667,-1.28208333332,24.7436666667,2.771509838,24.1025,-18.26925,-26.1536666667,6.28216666667
219.72,17.8638166667,23.591625,-8.21583333335,9.03758333332,27.6994583333,14.0999166667,24.76525,-9.33083333331,-12.676,16.197
220.10,27.7055833333,29.0584166667,5.51950000002,17.53275,37.9870833333,25.1849166667,37.9870833333,5.57358333333,-0.757416666683,28.4633333334
220.47,31.5067833333,33.7897916667,7.30591666667,13.4704166667,44.9772916667,31.2062806713,43.8356666666,9.24654166668,-4.45216666665,35.15975
220.85,19.3989,25.9563333333,-3.41533333332,8.46991666668,44.1940416667,26.712416088,43.8523333333,1.91262500001,-20.7649166667,37.9782499999
221.23,36.77775,38.125,12.4999166667,20.8334166667,66.7360833333,45.0676666667,57.22225,15.6945,-7.361,56.1112500001
221.61,41.12325,23.8224583333,-7.06516666668,16.3043333333,80.6160416668,43.3787858796,66.4855000001,3.62325,-12.86225,53.8044999999
221.98,19.5390833333,2.571125,-28.3686666667,-4.9645,65.0708750001,29.052162037,46.2766666667,-19.3262916667,-20.3900833333,34.7517499999
222.36,13.8043833333,1.53991666667,-38.9491666666,-3.26091666665,60.8696250001,20.834712963,40.2173333333,-28.2607916667,-15.03625,28.6230000001
222.74,0.33338333335,-19.4047083333,-73.5715000001,-13.0954166667,66.5478333334,12.0666869213,39.2857499999,-43.6905416667,-23.3333333333,20.95225
223.11,-30.7738166667,-54.91075,-144.940416667,-44.0475,63.0952083334,2.43473611102,19.34525,-78.4226666667,-48.21425,1.19058333335
223.49,-13.42855,-15.8332916667,-96.4285833334,-13.57125,69.5237916666,22.4339554398,28.5714166666,-33.5713750001,-26.6666666667,16.66675
223.87,3.18161666667,3.28300000002,-77.0201666665,4.79791666665,96.9696666665,39.3307459491,56.0605833334,-25.2525416668,-2.52533333332,22.9795833332
224.24,14.3211333333,21.9134583333,-90.4320833333,30.2468333333,134.567791667,60.534541088,62.3455833332,-18.9816250001,26.2345833333,27.4690833333
224.62,48.1818166666,55.9342083333,-30.808,68.1817500002,134.848625,76.2187696759,78.0302500001,11.1110416667,61.1110833333,63.1314166667
225.00,32.5520833333,44.2708333333,-51.0416666667,45.3124999999,120.572916667,47.1064814815,51.5625000001,-19.0104166668,47.65625,45.8333333333
225.38,33.0356833334,42.1130833333,-64.8808333334,49.1072499999,118.303666667,36.3323119213,46.7263333332,-29.0178333332,50.8929166667,50.2975833333
225.75,57.7381,86.4582083334,-24.4046666667,82.1430000001,132.589333334,58.7714994215,60.4165000001,-6.84529166666,47.9166666667,71.72625
226.13,68.2812500001,99.8697916668,-2.08333333325,85.4166666666,112.760416666,58.3966290511,71.09375,15.3645833333,44.7916666667,68.2291666667
226.51,86.8137166666,108.700791667,33.0882500001,98.5293333335,131.127458333,95.7481753473,106.862583334,50.3675833333,62.9901666667,96.81375
226.88,99.3650333333,146.23,34.9205833332,141.666583334,174.60325,105.35171007,136.508083333,45.4364583333,49.603,128.174416667
227.26,-84.9999999998,-350.0,-20.8333333333,-479.166666667,-546.875,-6.48148148142,-368.75,144.791666667,93.7500000001,-252.083333334
227.64,24.53125,-8.203125,30.7291666667,-25.78125,-21.6145833333,37.2377748843,-16.1458333334,50.0000000001,52.0833333332,-3.9062500001
228.01,48.2025333333,24.7549166667,50.9803333333,10.4575,14.9510833333,56.4645219907,17.6471666667,54.0031666667,66.66675,28.1046666667
228.39,54.9701333333,29.464125,50.7440833333,24.4046666667,23.7350833334,60.5964479167,19.7915833333,61.1607083333,75.2975833334,25.7441666667
228.76,59.4032166667,47.633625,51.7489166667,36.7283333333,34.5164166667,59.3443975695,29.7325,58.7448333334,71.29625,39.8149166666
229.14,53.4034166667,46.7105,45.7015833333,32.5438333333,37.456,53.5923310185,30.70175,50.657875,63.3333333333,37.9824166667
229.52,50.5316,43.2830416667,41.3793333333,29.2385833333,34.1595833333,46.8676701389,26.0775833333,44.0732916667,56.6810833334,35.7760833333
229.89,45.36335,41.4472916667,39.0351666666,25.3759166666,29.47975,43.326130787,22.6818333333,37.5000416667,48.9975,31.9548333333
230.27,45.4166666667,41.40625,40.4166666667,26.1979166667,26.6666666667,42.9499421296,25.5729166666,36.8229166667,45.4166666667,31.40625
230.65,46.1830166667,43.0267083333,45.9844166666,29.4470833333,31.8219583333,47.1798917824,33.5923333333,41.234875,46.2435833333,38.558
231.02,46.7364333333,46.0078333333,47.6439166667,28.8395,32.613375,47.1437552083,34.5985833333,40.859625,45.768,41.6666666667
231.40,44.0262833334,43.4924583334,48.3146666667,26.7790833333,30.6648333333,42.5603385416,32.2566666666,39.5832916667,46.1140833333,40.4963333333
231.78,45.8761,48.6111666666,54.4336666666,29.594,32.8257083334,45.5857934028,33.2264166667,44.1239166667,48.9315,47.4893333333
232.15,37.6323,46.0648333333,47.94975,17.8570833333,20.436375,36.5800873842,23.4126666667,32.837375,39.1533333333,37.16925
232.53,36.54965,50.109625,50.8039166667,17.3245,18.5305416667,37.6598321759,20.9064166667,29.605125,37.7193333333,40.3509166667
232.90,32.2539666667,47.822,51.4205,10.7954166667,12.1212083334,38.2641168982,17.2349166667,25.0472916667,36.17425,34.9433333333
233.28,28.5802166667,51.9547916667,53.6009166667,11.00825,9.15633333332,40.8700711806,12.037,23.3539166667,37.8600833333,40.6379166667
233.66,21.7101,46.2120416667,51.83975,8.65800000002,3.30087499997,40.149302662,8.87449999998,21.1037916667,33.5498333333,40.0433333333
234.03,16.58175,50.918125,58.4745,-0.141166666675,-5.29654166666,39.7785300926,0.98866666666,19.562125,36.0168333333,40.113
234.41,-24.86475,40.6530833333,37.8378333333,-40.09,-43.1305833333,14.2470844907,-36.9369166666,-10.5856666667,18.69375,20.0450833333
234.78,-160.757466667,89.0151666666,27.27275,-192.42425,-229.16675,-45.9595480323,-220.454666667,-118.181833333,-37.8788333333,-18.9394166666
235.16,-108.22225,56.3887916666,23.33325,-110.000083333,-155.000125,-25.1735063657,-136.11125,-55.2778333333,-28.8889166666,15.5555833334
235.54,-25.8730333333,78.96825,45.23825,-36.5079166667,-80.1588333334,35.2236782408,-55.5555833333,11.7064166667,6.34916666657,38.4920833333
235.91,-7.07201666665,41.66675,23.6489166667,-21.6216666667,-44.0315416666,25.7633252315,-29.054,-0.112666666682,5.85591666665,9.00883333334
236.29,10.9483,38.0747083333,30.02875,1.86791666668,-10.4885,33.2763738426,-0.718416666657,17.6722916667,26.0055833333,19.3964166667
236.66,23.6363833333,38.5820833333,31.6019166667,8.98266666667,7.35933333334,34.0646064815,12.987,27.3267083333,30.9524166667,25.974
237.04,30.9671833333,44.0844166667,38.16875,12.75725,14.6604583333,38.7331903935,21.9135833333,32.4587916667,33.3335,37.44875
237.41,25.3541666667,33.6979166667,26.6666666667,-0.624999999983,4.42708333334,27.4920428241,15.1041666667,19.375,20.625,21.9791666666
237.79,26.5526,30.8789166667,22.3743333333,-5.25108333333,-2.11187500002,27.7738304398,11.6439166667,17.0663333333,14.8400833333,20.3195833333
238.17,23.1727166666,23.3936666667,13.85525,-1.00416666667,-3.71483333333,25.5520833333,11.54625,13.20275,11.9479166667,21.0843333333
238.54,33.3185833333,34.550125,24.7786666667,11.13575,11.7257083333,37.5732829861,21.7551666667,23.2670416667,23.9675833333,32.4483333333
238.92,36.0305666667,36.5775,24.9999166667,16.0941666667,14.567375,39.8827824074,26.4630833333,25.413625,29.32575,33.1424166667
239.29,33.0089166667,32.410625,21.1968333333,12.8636666667,11.5770833333,35.6411047454,23.3781666666,21.7280833333,25.55925,28.915
239.67,27.9011166666,27.1605416667,14.8149166667,10.6995,6.17283333334,29.7328206018,18.4155833333,11.7025833333,20.5246666667,23.6625
240.04,29.4685333333,27.2522083333,14.5044166667,15.4054166667,8.91904166665,31.2720885416,20.4956666667,13.783875,20.4053333334,25.18025
240.42,28.4787333334,26.53875,16.5628333333,17.8770833333,13.1225416667,30.8460266204,21.33475,17.1334583333,21.8533333334,26.2793333333
240.79,22.5946833333,20.8182083333,13.6448333333,15.0184166667,9.76791666666,27.7098611111,18.07075,14.0110833333,17.7044166667,21.7644166666
241.17,21.0307,19.8588333333,13.48725,13.8974166667,9.78208333333,27.3128859954,16.0769166667,13.51275,18.1795,19.8716666667
241.54,20.2154333333,19.9979166666,15.96325,15.83125,12.2031666666,27.8210028935,17.1944166666,15.4022916667,19.6571666666,21.7019166667
241.92,22.1586833333,23.0356666667,19.5461666666,19.222,16.2757083333,29.7918865741,19.9656666667,18.3352083333,23.2074166667,24.73275
242.29,22.7490833333,23.3693333333,20.2151666667,19.265,17.5449583333,30.2105642361,20.0180833333,18.889,23.0645833334,24.8925
242.67,19.33095,19.3580416667,17.8290833333,17.364,14.574375,27.4598732639,17.2568333333,16.0854583333,19.5455833333,22.21025
243.05,16.0926333333,16.0529583333,16.07875,15.0586666667,13.1310833333,25.2551475694,14.03875,13.4855833333,16.8395,19.5364166666
243.42,14.4133,15.0621666667,14.7343333333,14.1305,11.818375,24.4728587963,12.2153333333,12.172125,15.2346666666,17.99525
243.80,13.2792833333,14.47375,14.3724166667,13.3266666667,12.5927916667,24.2449259259,11.2855,12.6770833333,14.5580833333,17.7293333333
244.17,11.9775333333,14.24775,14.3365,11.45625,11.99825,23.5041956019,10.2104166667,12.330125,14.7573333334,17.39475
244.55,10.6934,13.5335416667,12.9230833333,10.0585833333,11.0189166667,22.6516458333,8.95191666667,11.0515416667,13.0696666667,17.05725
244.92,12.1411833333,15.419,13.8785833334,11.4910833333,12.315125,24.0171087963,10.0893333333,12.5385416667,15.0030833333,18.7
245.30,11.3048833333,14.2722916667,13.5995833333,12.1239166667,11.1833333333,22.6765833333,9.34608333333,11.9647916667,14.4096666667,18.938
245.67,9.67406666667,11.631625,11.6585833333,10.2583333333,9.04691666667,20.7739311342,7.26975,10.2652916667,12.5875833333,17.2321666667
246.05,8.35313333334,9.84129166665,10.2289166667,9.23183333334,7.502375,19.0575046296,5.85916666667,8.54883333333,11.0536666667,16.0635833333
246.42,8.59338333333,10.2292916667,10.6481666667,10.0088333333,7.87595833333,18.9860381944,6.61375,9.03874999999,11.0670833333,16.5785833333
246.79,9.85623333333,11.1620416667,11.3145,10.9505,8.93837500002,19.3249513889,7.55591666667,9.80420833333,12.17025,17.0011666667
247.17,10.8016166667,11.7513333333,11.8305,11.8305,9.79995833332,19.7454513889,8.66816666666,10.6589166667,13.0285,17.7678333333
247.54,11.02035,11.62625,12.265,11.8610833333,10.039625,19.926240162,9.08341666666,10.6700416667,13.5425833334,17.7136666666
247.92,10.7913333333,11.3861666667,12.3453333333,11.616,9.53058333335,19.7726030092,9.02308333334,10.29975,13.709,17.4358333333
248.29,10.8388166667,11.1424583333,11.65875,11.7996666667,8.86916666667,19.324744213,8.64633333334,9.953,13.0909166666,17.4413333333
248.67,10.1238666667,10.4378333333,10.9175833333,11.7145,8.23645833333,18.6247835648,7.72974999999,8.902125,12.4653333333,16.48875
249.04,9.51973333334,9.88733333332,10.5771666667,11.1165,7.66729166667,18.3164479166,7.11241666667,8.04391666666,12.02025,16.0005833334
249.42,9.9918,10.297625,11.1604166667,11.6536666667,8.55950000001,18.9551059028,7.56074999999,8.16070833334,12.40125,16.42
249.79,10.8463166667,11.2165,11.64575,12.513,9.16149999999,19.5664571759,8.38541666667,8.61504166666,13.0506666667,17.0480833333
250.17,12.13565,12.67025,12.9230833333,13.9165833333,10.20975,21.1134282408,9.96141666666,9.64416666667,14.41325,17.9269166667
250.54,12.7448666667,12.8837083333,13.5004166667,14.5590833333,10.751875,21.5487135417,10.3923333333,9.64941666667,15.1904166667,18.2693333333
250.92,12.3738333333,12.6032916667,13.1616666667,13.9991666667,10.3339583333,21.4772025463,10.0806666667,9.144875,15.1365,17.9795833333
251.29,11.7335,12.12075,11.92525,12.94075,9.07516666667,21.1123142361,9.14766666668,8.28320833334,14.9153333333,17.2245
251.66,12.0641166667,12.7511666667,11.7229166667,13.4059166667,9.28008333333,20.8122193287,9.58383333332,8.759875,15.1705833333,17.7651666666
252.04,12.5047,13.023875,12.01825,14.3185,10.0493333333,20.894800926,10.0313333333,9.35704166666,15.1854166667,18.3165833333
252.41,12.9032666666,13.6905,13.2895833333,15.1969166667,11.412875,21.915412037,11.3338333333,10.2404583333,16.47225,18.8896666667
