wavelength,Back_TanSelf,Belly_TanSelf,Breast_TanSelf,Crissum_TanSelf,Crown_TanSelf,DorTail_TanSelf,Patch10_TanSelf,Patch11_TanSelf,Patch12_TanSelf,Patch13_TanSelf,Rump_TanSelf,Throat_TanSelf,WingTip_TanSelf
545.18,33.8856,51.7111333333,63.8966,45.1948666667,50.8440666666,10.3323666667,44.5703757576,15.3545333333,7.87666666666,65.1544666667,24.7151333333,8.33740000001,8.8668
545.52,34.047,51.8487333333,64.0452,45.3286666667,51.044,10.3485,44.754969697,15.3472666667,7.90993333332,65.4318666667,24.8396,8.36013333333,8.89986666667
545.87,34.1928,52.0078,64.1952,45.4394666667,51.2466666667,10.3531333333,44.9077757576,15.3066,7.9224,65.7118,24.9571333333,8.36066666667,8.90173333333
546.21,34.3842666667,52.2476666667,64.4423333333,45.6072,51.5214666667,10.3622333333,45.1240242424,15.3114666667,7.94400000001,66.0951333333,25.1016,8.38173333333,8.93386666666
546.55,34.5151333333,52.3518,64.5527333333,45.7164666667,51.6858,10.3391666667,45.2609151515,15.2747333333,7.93353333333,66.3850666667,25.1952,8.37226666667,8.92933333334
546.90,34.656,52.4664,64.645,45.8061333333,51.8448666667,10.3649,45.4016666667,15.2852666667,7.9564,66.5914666667,25.304,8.40173333333,8.97306666666
547.24,34.7414666667,52.5608666667,64.7724666667,45.8912666667,51.9985333333,10.3372333333,45.523630303,15.2412666667,7.93273333334,66.8259333333,25.3892666667,8.39493333333,8.95773333334
547.58,34.9524666667,52.7399333334,64.9863333333,46.0594666667,52.2152,10.3874,45.7353030303,15.271,7.99473333334,67.1350666667,25.5355333333,8.45673333333,9.00633333333
547.92,35.005,52.7588,64.9969333333,46.0845333333,52.3207333333,10.3494333333,45.7809272727,15.2282666667,7.99513333334,67.2423333333,25.5850666667,8.43600000001,8.99273333334
548.27,35.1483333333,52.8670666667,65.1708,46.1942,52.5047333333,10.3574333333,45.9374545455,15.1987333333,7.99233333333,67.4780666667,25.6746666667,8.44853333333,9.00386666667
548.61,35.3147333333,52.9977333333,65.3292666667,46.3493333333,52.7154666667,10.3581,46.137430303,15.1914,8.04093333333,67.7582666667,25.8070666667,8.48973333334,9.06039999999
548.95,35.4557333333,53.1233333333,65.4352666667,46.4360666667,52.9200666667,10.3648666667,46.2887939394,15.1585333333,8.05493333333,68.0234666667,25.9114666667,8.50426666666,9.05560000001
549.29,35.5448666667,53.1618,65.4791333333,46.4575333333,53.0331333333,10.3503,46.3766363636,15.1022,8.0306,68.2424666667,25.9570666667,8.47940000001,9.03566666667
549.64,35.6774,53.2224,65.5222,46.5211333333,53.1762,10.3864,46.4951939394,15.1062,8.07473333333,68.4854666667,26.0706666667,8.53286666667,9.08873333333
549.98,35.7696,53.2613333333,65.5275333333,46.562,53.2713333333,10.3999666667,46.5773515151,15.0558666667,8.09186666665,68.6260666667,26.1342,8.55686666666,9.11986666667
550.32,35.9132666667,53.4284666667,65.6864666667,46.6776666667,53.4734,10.4055333333,46.742769697,15.0138,8.0952,68.9321333333,26.2412666667,8.5712,9.14393333334
550.66,36.0145333333,53.5187333333,65.8030666666,46.7183333333,53.624,10.378,46.876830303,14.9294,8.07913333334,69.1659333333,26.3112,8.5592,9.14106666666
551.01,36.1688666667,53.6316,65.9312666666,46.8102,53.8156,10.4086333333,47.0126727273,14.9084666667,8.12586666667,69.4246,26.4193333333,8.58986666667,9.18446666667
551.35,36.2692666667,53.7338666667,66.0158,46.8542,53.9756666667,10.3899,47.1158,14.8406666667,8.08453333333,69.6529333333,26.4882666667,8.57513333333,9.20246666667
551.69,36.475,53.9584666667,66.2327333333,47.011,54.2320666667,10.4569666667,47.3285818182,14.8329333333,8.11860000001,70.0464,26.6398,8.62446666667,9.24686666667
552.03,36.5832,54.0712,66.2830666667,47.0702,54.3779333333,10.4647333333,47.4603575758,14.8121333333,8.15373333333,70.2514,26.7458,8.66980000001,9.29880000001
552.38,36.6352666666,54.1032666667,66.2939333334,47.0571333333,54.4584666667,10.4576,47.495830303,14.7561333333,8.12626666667,70.4092666667,26.7852,8.65406666666,9.26433333334
552.72,36.6806,54.0995333333,66.2500666667,47.0412,54.5045333333,10.4571333333,47.5427333333,14.6977333333,8.10706666667,70.5138666667,26.8261333333,8.64166666666,9.27366666667
553.06,36.8369333333,54.2388666667,66.3764666667,47.1364666667,54.6885333333,10.4723333333,47.6703454545,14.6701333333,8.13913333334,70.7772666666,26.9264,8.67659999999,9.28186666667
553.40,36.9437333333,54.3586,66.4718,47.2108666667,54.8414,10.4475333333,47.7994727273,14.6070666667,8.12206666665,70.9988,26.9750666667,8.65099999999,9.28573333333
553.74,37.0794,54.4610666667,66.5668666667,47.295,55.0057333334,10.4461333333,47.9189393939,14.57,8.12806666667,71.2588666666,27.0632,8.6586,9.28893333334
554.09,37.1222,54.4585333333,66.5261333333,47.2757333333,55.0628,10.4559666667,47.9559757576,14.558,8.17046666667,71.359,27.1326666667,8.70166666666,9.32979999999
554.43,37.2272666667,54.5375333333,66.5437333333,47.3381333333,55.1918,10.4689,48.0589515152,14.5415333333,8.18533333334,71.5908,27.2368,8.72993333334,9.35506666667
554.77,37.3036666667,54.5614,66.5099333333,47.3305333333,55.2342666667,10.4889333333,48.1230424242,14.4735333333,8.1766,71.7202666667,27.2961333333,8.74853333333,9.35959999999
555.11,37.3746666667,54.6319333333,66.5445333333,47.3427333333,55.3456666667,10.4646,48.2056424242,14.4150666667,8.17853333335,71.9252,27.3639333333,8.72780000001,9.34013333334
555.45,37.4067333333,54.6023333333,66.4574,47.3033333333,55.3626666667,10.4211,48.2270484849,14.3615333333,8.17013333333,71.9779333333,27.3853333334,8.72473333333,9.34826666667
555.80,37.4758666667,54.646,66.4280666667,47.2866666667,55.4258,10.3549333333,48.2535878788,14.2685333333,8.11833333333,72.1678,27.4036666667,8.65673333334,9.27806666667
556.14,37.496,54.5906,66.3120666667,47.2083333333,55.4087333333,10.3178333333,48.2356666667,14.1849333333,8.11353333333,72.2058666666,27.3896,8.63366666666,9.27700000001
556.48,37.5941333333,54.6954666667,66.3675333333,47.2726,55.5183333333,10.2707333333,48.3119757576,14.1364666667,8.11980000001,72.4332,27.4440666667,8.64053333334,9.28893333333
556.82,37.6162666667,54.6825333333,66.2858,47.2195333333,55.5388666667,10.2277666667,48.3137272727,14.0358,8.07893333333,72.4919333333,27.4803333333,8.61593333334,9.30193333334
557.16,37.6683333333,54.6802666667,66.2462,47.1544666667,55.5704,10.1534,48.3374666667,13.9387333333,8.02573333335,72.5978,27.5070666667,8.57233333334,9.24633333333
557.50,37.6978666667,54.7024,66.2243333333,47.1037333333,55.5960666667,10.0982666667,48.3696606061,13.8616666667,7.98333333334,72.7262666667,27.5336,8.53500000001,9.20473333333
557.85,37.7771333333,54.7305333333,66.1947333333,47.1073333333,55.6559333333,10.0746666667,48.4289454545,13.7900666667,7.98793333333,72.8502666667,27.5616,8.51906666667,9.2158
558.19,37.8200666667,54.7082666667,66.1670666667,47.071,55.6586666667,10.066,48.4488424242,13.7156666667,7.99533333333,72.9192,27.5875333334,8.49766666667,9.22186666666
558.53,37.8985333333,54.7288,66.0885333333,47.0575333333,55.7155333333,10.0386333333,48.4951818182,13.6902,8.006,73.0215333333,27.6244666667,8.51000000001,9.26439999999
558.87,37.9216,54.6649333333,65.9179333333,46.9928666667,55.6662666667,9.98223333334,48.4497939394,13.6137333333,7.98399999999,73.0501333333,27.5928,8.48013333334,9.25199999999
559.21,37.9990666667,54.7298666667,65.9393333333,47.0196666667,55.7579333333,9.97143333334,48.5352666667,13.5631333333,7.98280000001,73.2434,27.6458666667,8.46539999999,9.25546666667
559.55,38.0548,54.7257333333,65.9092,47.0025333333,55.7884,9.99026666667,48.5647757576,13.5483333333,8.012,73.3074,27.6822666667,8.50406666666,9.30826666667
559.89,38.1818,54.9073333333,66.0219333333,47.0883333333,55.9683333333,9.98763333334,48.7388181818,13.5303333333,7.99979999999,73.5732666667,27.8004666667,8.50586666667,9.30366666667
560.23,38.2412666667,54.9003333333,65.9548666667,47.0172,55.9766,9.98463333333,48.7546727273,13.4997333333,8.01513333334,73.6241333333,27.8646666667,8.50413333334,9.31599999999
560.58,38.3257333333,54.9772666667,65.9474666667,47.0474666667,56.0348666667,10.0034666667,48.8274484848,13.4889333333,8.06173333333,73.8024,27.9271333333,8.52599999999,9.34040000001
560.92,38.4362666667,55.0376666667,65.9572666667,47.0967333333,56.1048666667,10.0805333333,48.8984363636,13.5359333333,8.13646666665,73.9538,28.0399333333,8.61873333332,9.43466666667
561.26,38.4669333333,55.001,65.8258,47.0317333333,56.0793333333,10.0796666667,48.9086121212,13.4874666667,8.16086666666,73.9462666667,28.0706,8.63079999999,9.4754
561.60,38.509,54.9663333333,65.7062,46.957,56.0488,10.0286333333,48.8680545454,13.4132666667,8.10833333333,73.9892666667,28.0670666667,8.59733333333,9.41573333333
561.94,38.5490666667,54.9680666667,65.6385333333,46.9389333333,56.0694666667,9.99323333334,48.853969697,13.3424,8.07173333333,74.0819333333,28.0843333333,8.58760000001,9.40386666667
562.28,38.6596666667,55.1029333333,65.7013333333,46.9841333334,56.1933333333,10.0048666667,48.9453030303,13.3260666667,8.09246666665,74.3214666667,28.1827333333,8.60793333334,9.44499999999
562.62,38.7240666667,55.144,65.7147333333,46.9876,56.2858666666,10.0159,49.021230303,13.293,8.09593333334,74.4582,28.2728666667,8.63399999999,9.47526666667
562.96,38.7584,55.1165333333,65.6244,46.9192,56.2548666667,9.99530000001,48.9611090909,13.2372,8.07193333335,74.5205333333,28.3107333333,8.63120000001,9.458
563.30,38.7666,55.1205333333,65.5349333334,46.8996,56.2728,9.9336,48.9617454545,13.1408,8.01266666667,74.66,28.3370666667,8.60320000001,9.40433333333
563.64,38.7736,55.0538666667,65.3644,46.8199333333,56.1852666667,9.92423333335,48.8913030303,13.0646,8.01293333334,74.6750666667,28.3370666667,8.61773333333,9.40886666667
563.99,38.7693333333,55.0117333333,65.2063333333,46.7377333333,56.1441333333,9.86350000001,48.8595636364,12.9787333333,7.95706666667,74.7346,28.3059333333,8.58166666666,9.35726666667
564.33,38.8242666667,55.0373333333,65.154,46.7375333333,56.2026,9.84523333333,48.8925757576,12.9545333333,7.93506666667,74.866,28.3807333333,8.5984,9.36886666667
564.67,38.8327333333,54.9927333333,65.034,46.6718,56.1816,9.75986666665,48.8580787879,12.8516666667,7.89260000001,74.8753333333,28.3668,8.55286666667,9.33326666667
565.01,38.8943333333,55.0604,65.0031333333,46.6836,56.2152,9.75426666667,48.8970848485,12.8151333333,7.8964,75.0453333333,28.4234666667,8.57026666666,9.33119999999
565.35,38.9376,55.0732666667,64.9793333333,46.6876,56.2567333333,9.78373333333,48.9210545454,12.7983333333,7.91226666667,75.1440666667,28.4807333333,8.58633333334,9.37266666667
565.69,38.9326,55.0353333333,64.817,46.5968,56.2164666667,9.75020000001,48.8738969697,12.7626,7.92306666667,75.1522666667,28.4902666667,8.57466666667,9.39706666667
566.03,38.9134666667,54.9603333334,64.6710666667,46.5154666667,56.1569333333,9.70790000001,48.8274484849,12.6979333333,7.88993333333,75.1573333333,28.4841333333,8.53973333334,9.35766666667
566.37,38.9479333333,54.9314666667,64.5504666667,46.4598,56.1062666667,9.6938,48.7934909091,12.6463333333,7.86539999999,75.1671333333,28.4981333333,8.55033333334,9.34046666667
566.71,38.9485333333,54.8897333333,64.3668666667,46.3881333333,56.0613333333,9.65163333333,48.7586848485,12.57,7.82659999999,75.1582,28.4839333333,8.53606666667,9.33166666666
567.05,38.9554,54.8498666667,64.2190666667,46.2841333333,55.9988,9.63426666665,48.6845151515,12.5241333333,7.82613333333,75.1473333334,28.502,8.51073333334,9.33226666667
567.39,39.0068666667,54.8500666667,64.1036,46.25,56.0086666667,9.58843333335,48.6916060606,12.492,7.80313333334,75.204,28.5462666667,8.48806666667,9.34086666667
567.73,39.1013333334,54.8913333333,64.0439333333,46.2504666667,56.0678666667,9.58983333333,48.7137939394,12.4658666667,7.81013333334,75.3328666667,28.6234666667,8.51146666666,9.38953333334
568.07,39.0576666667,54.7699333333,63.8186,46.0964,55.9472666667,9.53266666667,48.6213575758,12.3866,7.77339999999,75.2695333333,28.5821333334,8.45746666667,9.35926666667
568.41,38.9673333333,54.6403333333,63.5417333333,45.923,55.8104,9.47733333333,48.4909636364,12.2898,7.70353333333,75.2198666667,28.5278,8.39860000001,9.29886666666
568.75,38.9505333333,54.5219333333,63.2752666667,45.7778,55.7229333333,9.44839999999,48.3809878788,12.2384666667,7.67226666665,75.1463333333,28.5155333333,8.3652,9.298
569.09,38.9493333333,54.4668666667,63.0546,45.6495333333,55.6251333333,9.43446666667,48.3131878788,12.2072,7.6672,75.1414,28.5520666667,8.36166666667,9.29673333333
569.43,38.9689333333,54.4153333333,62.8784666667,45.5606,55.5691333333,9.43300000001,48.2823939394,12.16,7.64400000001,75.1297333333,28.5780666667,8.376,9.28266666666
569.77,38.97,54.3441333333,62.6308,45.4402666667,55.4608666667,9.41876666666,48.2125575758,12.119,7.64106666667,75.0517333333,28.6131333333,8.38406666667,9.29400000001
570.11,38.9654666667,54.32,62.4138,45.3374666667,55.3887333333,9.38103333333,48.155769697,12.0484,7.63093333334,75.0932,28.6384,8.36346666666,9.29860000001
570.45,38.9913333334,54.3138666667,62.2790666667,45.2837333334,55.3698666667,9.41453333333,48.1360242424,12.0614,7.67820000001,75.1212,28.7232,8.39493333333,9.34026666667
570.79,39.0226666667,54.2584666667,62.1329333333,45.242,55.3211333333,9.42016666666,48.1099151515,12.0393333333,7.68753333332,75.1389333333,28.777,8.4284,9.37533333333
571.13,38.9902666667,54.1847333333,61.8954,45.1182,55.2222666667,9.40943333332,48.0135212121,12.0092666667,7.6946,75.1065333333,28.8006666667,8.44746666666,9.39240000001
571.47,38.9600666667,54.088,61.6776,45.0032,55.0994,9.40873333333,47.9233030303,11.9923333333,7.68606666667,75.0305333333,28.8039333333,8.44753333334,9.39700000001
571.81,38.9840666667,54.0637333333,61.5056666667,44.9504,55.0225333333,9.44153333333,47.8763272727,11.9750666667,7.70546666668,75.0203333333,28.8542666667,8.48146666667,9.44546666667
572.15,39.0724,54.0854666667,61.3947333333,44.9292,54.9887333333,9.49043333333,47.8796787879,11.983,7.73793333333,75.0702666667,28.9613333333,8.54766666667,9.50253333333
572.49,39.0476666667,54.0131333333,61.1963333333,44.8055333333,54.8596,9.47033333333,47.7733454545,11.9326666667,7.72406666668,74.9889333333,28.9796,8.57433333333,9.51593333333
572.83,39.0479333333,53.9676,60.971,44.7174,54.7916666667,9.43950000001,47.7233878788,11.8830666667,7.70560000001,74.9914,29.0088,8.58166666668,9.53873333333
573.17,39.0725333333,53.9402,60.8055333334,44.6304666667,54.7051333333,9.40896666665,47.6685090909,11.8319333334,7.68153333333,75.0204,29.0592666667,8.58466666667,9.54006666667
573.51,39.0555333333,53.8824666667,60.6200666667,44.5418666667,54.6,9.39406666665,47.5791878788,11.7767333333,7.65913333335,75.0358,29.0695333333,8.57546666666,9.55206666667
573.85,39.073,53.8108666667,60.4254,44.4580666667,54.5054,9.42343333333,47.4969454546,11.8034,7.67979999999,74.9648666667,29.1162666667,8.62113333335,9.60586666667
574.19,39.0642,53.7049333333,60.1592,44.3164666667,54.3296666667,9.37579999999,47.3945757576,11.711,7.63306666665,74.9266666667,29.1232,8.58619999999,9.5912
574.53,39.0273333334,53.5887333333,59.8178666667,44.1467333333,54.1565333333,9.3822,47.263769697,11.6588,7.61113333333,74.7677333333,29.1198,8.57026666666,9.59660000001
574.87,39.0028666667,53.4869333334,59.5925333333,43.9799333333,53.9912,9.36683333332,47.1610666667,11.6195333333,7.58819999999,74.6580666667,29.1215333333,8.55806666667,9.59220000001
575.21,38.9190666667,53.3496666667,59.2911333334,43.8112,53.8238,9.34486666668,47.0011454545,11.533,7.559,74.5218666666,29.1086,8.55113333333,9.58140000001
575.55,38.8642666667,53.1918666667,58.9817333334,43.6459333333,53.6236,9.31353333333,46.8486363636,11.4796,7.54240000001,74.3761333333,29.1181333333,8.55313333334,9.58886666667
575.89,38.8188666667,53.0760666667,58.7110666667,43.509,53.4500666667,9.27466666667,46.709,11.4235333333,7.51986666667,74.2629333333,29.1168,8.52526666667,9.5758
576.22,38.7846666667,52.954,58.4339333333,43.3678666667,53.2984,9.251,46.5910242424,11.3818,7.49486666667,74.1894,29.1386666667,8.49273333333,9.56126666666
576.56,38.7675333333,52.8156666667,58.1848,43.2314666667,53.0920666667,9.21376666667,46.4309090909,11.3314,7.48279999999,74.0397333333,29.131,8.47226666666,9.54633333333
576.90,38.7017333333,52.6531333333,57.8440666667,43.0692666667,52.8927333334,9.20603333334,46.2787575758,11.2808,7.47059999999,73.8829333333,29.1382666667,8.45526666667,9.56013333334
577.24,38.6493333333,52.4584,57.4839333333,42.8794666667,52.6774,9.16490000001,46.0858242424,11.2178,7.43213333333,73.6632,29.1072666667,8.44986666666,9.53700000001
577.58,38.5478,52.2838,57.1364,42.682,52.4356666667,9.12053333333,45.9175757576,11.1294,7.39320000001,73.4656,29.0762,8.4076,9.49793333333
577.92,38.4758666667,52.1464,56.841,42.5024666667,52.2720666667,9.05293333333,45.7629454546,11.0616666667,7.32346666667,73.2997333333,29.0456666667,8.37553333333,9.45939999999
578.26,38.4252,52.0082666667,56.5337333333,42.3159333333,52.0832,8.98710000001,45.6364606061,11.0135333333,7.30086666667,73.1866666666,29.0458,8.38033333333,9.46466666667
578.60,38.4044666667,51.8312666667,56.1996666667,42.1918666667,51.9134,8.97149999999,45.4669636364,10.9580666667,7.31653333334,73.0282,29.0663333333,8.40933333333,9.51346666667
578.94,38.4642666666,51.8097333333,55.9679333333,42.0925333333,51.7818,8.99373333334,45.4118909091,10.9546666667,7.35386666667,73.0008666667,29.1551333333,8.43713333333,9.55973333333
579.28,38.4407333333,51.6982666667,55.675,41.9269333333,51.6151333333,8.98623333333,45.2542121212,10.9203333333,7.37126666665,72.8610666667,29.1733333333,8.45466666667,9.54840000001
579.61,38.3312666667,51.4774666667,55.2736666667,41.6966,51.3698,8.96103333334,45.0449454546,10.8838,7.36626666665,72.6098666667,29.149,8.4432,9.56939999999
579.95,38.3540666667,51.4260666667,55.0394666667,41.6372,51.2742666667,9.00109999999,44.9712969697,10.8687333333,7.39153333333,72.5997333333,29.2382666667,8.46406666666,9.59653333333
580.29,38.3012,51.2926666667,54.6928,41.4754666667,51.0902,9.04939999999,44.8270727273,10.8518666667,7.41253333333,72.4298,29.2766666667,8.52026666667,9.62833333333
580.63,38.2688666667,51.2048,54.406,41.3410666667,50.9210666667,9.06876666666,44.6842606061,10.8731333333,7.44986666665,72.2676,29.3140666667,8.5694,9.65573333334
580.97,38.1864666667,51.0318666667,54.0448666667,41.1323333333,50.6628,9.05823333334,44.4785515152,10.8424666667,7.46013333333,72.0595333333,29.3415333333,8.57173333333,9.64106666667
581.31,38.1632666667,50.8533333333,53.7321333333,41.0005333333,50.4852,9.04850000001,44.3275454545,10.8244,7.48720000001,71.9739333333,29.3707333333,8.59373333333,9.65680000001
581.65,38.1521333333,50.7166,53.4508,40.884,50.3048,9.14693333334,44.1971212121,10.8704,7.60159999999,71.826,29.454,8.69813333333,9.76420000001
581.98,38.1125333333,50.5798666666,53.1747333333,40.7596666667,50.0685333333,9.16059999999,44.0230181818,10.8599333333,7.61799999999,71.6654,29.4960666666,8.72300000001,9.76586666667
582.32,38.0466,50.4614,52.8776666667,40.6492,49.8568666667,9.19746666667,43.8566848485,10.8505333333,7.6008,71.5202,29.5203333333,8.74960000001,9.77066666667
582.66,37.9444666667,50.2442,52.5512,40.4721333333,49.6064666667,9.1517,43.633369697,10.7978666667,7.57566666667,71.3129333333,29.4807333333,8.72473333335,9.72419999999
583.00,37.8516666667,50.1147333333,52.1729333333,40.3018666666,49.3918,9.09943333333,43.474430303,10.7249333333,7.4982,71.1635333333,29.4539333333,8.68099999999,9.7128
583.34,37.8365333333,50.0328,51.9026666667,40.1886,49.2212666667,9.13896666667,43.3404363636,10.7159333333,7.52160000001,71.0451333333,29.5013333333,8.74033333332,9.73680000001
583.68,37.6956666667,49.7959333333,51.4974666667,39.9442666667,48.8901333333,9.09876666667,43.0888363637,10.6669333333,7.51426666668,70.6838,29.4546666667,8.75339999999,9.75066666666
584.01,37.6206,49.6465333333,51.1656666667,39.7824,48.6586666667,9.06329999999,42.9012181818,10.6392,7.46186666667,70.4954666667,29.4473333333,8.72213333334,9.74373333333
584.35,37.5279333333,49.4156,50.7816666667,39.5716,48.3945333333,9.0,42.6563575758,10.57,7.39433333334,70.2363333333,29.4189333333,8.6824,9.71246666667
584.69,37.515,49.3491333333,50.5634666667,39.4838,48.2354666667,9.01246666667,42.6050363636,10.5682,7.37833333333,70.1668,29.4708,8.69853333334,9.76286666666
585.03,37.3974666667,49.2141333333,50.182,39.2504666667,47.9193333333,8.98386666667,42.3860727273,10.5364666667,7.33793333333,69.8346666667,29.4728666667,8.6888,9.76159999999
585.37,37.2940666667,49.0204,49.8080666667,39.0539333333,47.6046666667,8.94220000001,42.1788666667,10.4779333333,7.2828,69.5516666667,29.418,8.64893333335,9.71753333334
585.70,37.1641333333,48.807,49.3916666667,38.8298666667,47.3358,8.89953333333,41.9269272727,10.4174,7.24773333334,69.2827333333,29.3848666667,8.6086,9.70793333333
586.04,37.0664,48.6538666667,49.0434,38.6066666667,47.0282,8.8491,41.7194606061,10.363,7.20720000001,69.0878666667,29.3679333333,8.55520000001,9.67626666667
586.38,36.9654666667,48.4818,48.6629333333,38.4113333333,46.7203333333,8.83946666667,41.554,10.3272,7.18659999999,68.8161333333,29.383,8.5528,9.71273333334
586.72,36.8757333333,48.2812,48.3490666667,38.2311333333,46.4187333333,8.86470000001,41.3428121212,10.3054666667,7.20206666666,68.5506,29.4127333333,8.6066,9.75693333334
587.06,36.7841333333,48.0976666667,48.0011333333,38.0331333333,46.1057333333,8.81820000001,41.1414060606,10.2564,7.14173333333,68.2985333333,29.3947333333,8.56613333333,9.77633333333
587.39,36.6632,47.9094,47.6164,37.8021333333,45.7575333333,8.78706666667,40.9307575757,10.2054,7.09893333334,68.0000666667,29.3588,8.52913333334,9.75499999999
587.73,36.5480666667,47.7034666667,47.2593333333,37.5839333333,45.443,8.77896666667,40.7189757576,10.1724666667,7.09206666667,67.7313333333,29.3478666666,8.54366666667,9.77293333333
588.07,36.4712,47.6036,47.0060666667,37.4411333333,45.1522,8.83386666666,40.5661878788,10.1811333333,7.13286666666,67.5428,29.368,8.59286666666,9.83193333333
588.41,36.3447333333,47.4266666667,46.6092666667,37.2227333333,44.8558,8.78393333334,40.2996969697,10.1145333333,7.08606666667,67.2792,29.3203333333,8.55653333333,9.78233333333
588.74,36.2717333333,47.262,46.2994,37.0968666667,44.5804666666,8.82053333334,40.1104787879,10.0686,7.06933333333,67.0688666667,29.3420666666,8.55946666667,9.81606666667
589.08,36.1897333333,47.1074,45.9862666667,36.9332666667,44.3223333333,8.85130000001,39.9127515152,10.0834,7.10626666666,66.8312666667,29.3568,8.60520000001,9.861
589.42,36.1398,46.9908666667,45.7464666667,36.8478666667,44.1096666667,8.91406666666,39.8061575758,10.1034666667,7.14839999999,66.64,29.3958666667,8.67113333332,9.94173333334
589.76,36.0218666667,46.7968,45.4374666667,36.6668,43.8517333333,8.90033333333,39.611969697,10.0519333333,7.12946666667,66.3196666667,29.3829333333,8.66906666667,9.94426666667
590.09,35.9717333333,46.6878,45.184,36.5458666667,43.661,8.93136666666,39.4621757576,10.0718,7.12826666667,66.1329333333,29.4088,8.72533333333,9.96386666667
590.43,35.881,46.541,44.8924666667,36.3803333333,43.407,8.93046666667,39.2837393939,10.0837333333,7.14006666667,65.8902,29.4220666667,8.73386666667,9.96106666667
590.77,35.7749333333,46.3830666667,44.5684666667,36.2373333333,43.1417333333,8.9716,39.0891454546,10.0963333333,7.18753333333,65.6126,29.4538,8.78819999999,9.976
591.11,35.7022666666,46.2364,44.2648,36.1222,42.9228666667,9.01289999999,38.9120424242,10.1196,7.207,65.4061333333,29.4702,8.8478,10.0119333333
591.44,35.5984666667,46.089,43.9838,35.9637333333,42.6813333333,9.02726666666,38.7148363636,10.0658666667,7.21073333333,65.174,29.4800666667,8.85473333334,10.0214
591.78,35.4194666667,45.8158666667,43.5314,35.7320666667,42.3237333333,8.98893333334,38.4284363636,10.0049333333,7.1548,64.8066666667,29.4535333333,8.84593333333,10.0139333333
592.12,35.3277333333,45.6282,43.2636666667,35.5751333334,42.0266666667,8.98013333333,38.2570727273,9.99246666667,7.14573333334,64.5428,29.4853333333,8.87926666667,10.0342
592.46,35.2256666667,45.4363333333,42.9428666667,35.3726,41.7891333333,8.96933333333,38.0546787879,9.98253333333,7.134,64.2766,29.4732,8.88800000001,10.0248
592.79,35.0917333333,45.2798666667,42.6296,35.2027333333,41.5045333333,8.94856666666,37.8568606061,9.96820000001,7.10653333333,64.0240666667,29.4731333333,8.89866666668,10.0332666667
593.13,34.958,45.1282,42.3097333333,34.9758,41.1729333334,8.87160000001,37.6248424243,9.91673333333,7.012,63.7383333333,29.4363333333,8.84766666667,9.96960000001
593.47,34.8453333333,44.9735333333,41.9876666667,34.7903333333,40.8676666667,8.87803333333,37.4393454546,9.92106666667,7.00786666667,63.4701333333,29.4560666667,8.85726666666,10.0098
593.80,34.6147333333,44.7013333333,41.6076,34.5262,40.4931333333,8.8092,37.1342303031,9.85413333332,6.95620000001,63.0452666667,29.4234,8.81046666668,9.9954
594.14,34.4654666667,44.5347333333,41.2748,34.3144666667,40.1543333333,8.72239999999,36.8834363636,9.75860000001,6.84693333334,62.7623333334,29.3720666667,8.73126666668,9.95873333333
594.48,34.2794666667,44.2922666667,40.8882666667,34.0311333333,39.7830666667,8.6194,36.6444666667,9.64453333334,6.73353333334,62.4000666667,29.3018666667,8.66133333334,9.90006666667
594.81,34.1332666666,44.0964666667,40.5827333333,33.8144,39.4422,8.58153333333,36.4183757576,9.57573333333,6.68040000001,62.0757333334,29.2994,8.62813333332,9.89813333333
595.15,34.0671333333,44.0018666667,40.3340666667,33.678,39.1842666667,8.57273333333,36.2922242424,9.61546666665,6.66393333333,61.8243333334,29.367,8.64913333334,9.92293333333
595.49,33.9882666667,43.8710666667,40.1024,33.5416,38.9146666667,8.59106666667,36.1398,9.61813333334,6.67093333333,61.5407333333,29.3952,8.66166666667,9.94166666667
595.82,33.843,43.7232666667,39.8177333333,33.3867333333,38.6618666667,8.61696666667,35.9485090909,9.61573333332,6.68806666666,61.2202,29.4116666667,8.68773333332,10.0108
596.16,33.6639333333,43.5073333333,39.5088,33.1954666666,38.313,8.5759,35.7167030303,9.56333333334,6.65673333334,60.8751333333,29.3746666667,8.67760000001,9.99186666666
596.50,33.5308666667,43.3673333333,39.2489333333,33.0162666666,38.0182,8.55496666667,35.5165030303,9.49979999998,6.60726666667,60.6020666667,29.3968666667,8.63626666667,9.97293333333
596.83,33.3902666667,43.1644,38.9674,32.8236,37.7128666667,8.52923333333,35.2899151515,9.44000000001,6.5706,60.3057333333,29.3829333333,8.60666666667,9.947
597.17,33.2952,43.0338666666,38.7514,32.7102666667,37.4956666667,8.54023333333,35.1308545455,9.45073333334,6.57039999999,60.0644666667,29.4192666667,8.62446666666,9.96253333333
597.51,33.1980666667,42.9028666667,38.49,32.6035333334,37.2567333334,8.53773333333,34.9833878788,9.41079999999,6.55906666667,59.8328,29.4196666667,8.61593333333,9.95333333333
597.84,33.0432666667,42.6702666666,38.1718666667,32.4016666667,36.9596666667,8.54313333333,34.7604727273,9.40466666665,6.55373333333,59.4280666667,29.365,8.63286666666,9.94439999999
598.18,32.9120666667,42.4816666667,37.9336,32.2508666667,36.6950666667,8.54543333333,34.5563878788,9.38566666667,6.53466666667,59.1284,29.3448666667,8.61506666666,9.92680000001
