wavelength,Back_TanSelf,Belly_TanSelf,Breast_TanSelf,Crissum_TanSelf,Crown_TanSelf,DorTail_TanSelf,Patch10_TanSelf,Patch11_TanSelf,Patch12_TanSelf,Patch13_TanSelf,Rump_TanSelf,Throat_TanSelf,WingTip_TanSelf
182.59,-69.5082,-21.2022,-27.1038,-84.1532000001,19.2349999999,-41.8033,-57.1484787879,-12.2404,-44.3716666667,-60.3278666667,-22.2950666667,-56.9398666667,-11.5848
182.97,-90.7189999999,-32.2876,-40.9149333333,-107.450933333,18.4312666667,-58.9542333333,-77.2786181819,-18.0391333333,-57.2549333333,-79.6078666667,-35.8169999999,-83.1372,-26.2744
183.35,-88.3334666668,-26.8182,-37.4243333334,-107.8788,39.2423333334,-58.106,-76.8594848486,-11.5152,-49.5455333333,-78.9394,-31.6666666667,-83.3333999999,-21.2121333333
183.73,-72.3403333332,-7.51766666666,-23.2624,-94.1844666668,53.9007333334,-48.8652,-54.0554060607,4.1134,-28.9361333333,-64.1134,-18.4395999999,-65.1063333335,-12.0568
184.11,-51.3177999999,13.9535333333,-2.01539999998,-79.6899333333,77.3642666667,-24.6511333333,-29.8802121212,26.5117333334,-8.52713333334,-42.9456666667,-1.39520000001,-49.1472,9.45733333334
184.49,-14.127,58.0952666668,37.4604666667,-54.2857333333,101.746066667,10.5555666667,3.20343636365,62.2222666667,20.1586,-10.6348,39.6825999999,-13.1745333333,36.9840000001
184.87,-43.6666666665,119.0,56.9999999999,-136.333333333,188.666666667,8.50000000006,-17.0000000001,114.666666667,15.3333333333,-42.6666666667,61.6666666667,-54.6666666665,48.3333333333
185.25,-0.86973333334,151.304266667,66.9564666666,-88.6956666666,190.144866667,32.7537333333,16.9696303031,124.927666667,26.3766666667,-15.9419333333,80.5796666667,-27.5362666667,67.2462666668
185.63,-9.33326666674,105.1112,40.8890666667,-86.4445333333,134.888933334,17.7779666667,2.8484727272,76.4443333333,2.88886666672,-24.2223333333,46.4444000001,-25.1111333333,23.3333333334
186.01,-88.5713333333,146.1904,19.5238000001,-232.857066667,202.380933333,-40.0000333333,-52.5540666667,100.4762,-61.4284666666,-104.761866667,13.3333333333,-102.857066666,-17.6190666666
186.39,6.39999999993,127.466666667,64.8000000001,-65.3333333334,146.933333333,17.8666666667,16.0727272728,93.6,13.6000000001,-14.4,45.5999999999,-11.7333333333,35.9999999999
186.77,35.6097999999,111.707333333,72.6830666665,-1.95119999998,125.853666667,56.1789333333,44.6710242424,87.6423333332,47.6422666667,31.7072666667,64.5529333333,26.6667333333,45.8536666667
187.15,53.3333333333,114.933333333,77.3333333332,26.1333333333,120.533333333,61.3333333333,62.7999999999,92.4000000001,62.2666666667,45.3333333333,69.7333333334,43.0666666666,53.4666666667
187.53,47.4418,121.860533333,76.2791333333,15.9688,119.069733333,49.1472333333,59.563278788,101.705333333,64.1861333333,46.0466666667,64.1859333333,42.0154666666,47.2868
187.91,61.5789333333,140.350933333,94.5613999999,26.6667333333,136.3158,53.5964333333,70.6539515152,123.333466667,62.2808666667,58.5965333334,78.9473333334,57.3684000001,58.7718666667
188.29,53.7500666667,123.1944,82.7778666667,22.2222666667,111.25,47.0138333333,55.6944484848,104.027866667,61.6665333333,47.3610666667,71.3888666667,59.3054666666,50.5556666667
188.67,40.1481333333,108.888933333,76.2962666667,21.1852666667,105.6296,35.1112666667,37.2390303031,93.3332666666,51.7037333333,38.6666,56.2961999999,50.9630000001,33.6295333333
189.05,37.5662,82.9628666667,61.6932,26.1376,84.3384666665,29.0476666667,36.3923818182,71.2169333333,48.1480666666,36.0845333333,50.3704666667,47.3015999999,34.4973999999
189.43,43.4409333333,81.8278666667,74.086,31.5053333333,81.5052666667,26.6667666667,39.5113212121,71.0751999999,56.4518666667,40.2150666667,56.3441333333,53.4408666667,32.7954666667
189.81,52.0202,88.4846666668,79.0908666667,42.2222666667,84.4444,32.9797666667,48.135939394,73.1312666667,65.3534666667,46.2626,64.4445333333,60.9090666667,42.3232666666
190.19,45.8138666667,72.4030000001,65.1163333334,39.6123333333,67.9070000001,29.6512,44.8203212121,60.2324,59.9223333333,39.2248,55.8914,54.4962,36.7442
190.57,49.0667333333,77.1556,65.8666666666,42.2222,70.9334000001,34.9778,45.8182121213,61.5112666667,64.7109999999,43.2888666667,59.6444,55.3776666667,36.7110666667
190.95,51.0810666667,75.946,66.6665999999,45.2251333333,67.7477333333,29.4593666667,42.8172363636,57.4774666667,61.6216666667,40.0899333333,59.8198000001,55.1351333333,37.3872666667
191.33,32.963,51.7038,49.6296,29.5556666667,46.4444666667,22.4814333333,24.8350242424,33.5556,42.1480666667,21.1111333333,43.3332666667,38.3703333333,28.6666666667
191.71,33.5313333333,48.3168,48.3828,31.353,44.0924666667,25.6105666667,26.9906666667,28.3828,39.736,21.7821333333,43.6962666666,35.3795333333,27.5247333333
192.09,24.2177333333,35.238,36.0544,23.3333333333,32.7210666667,19.9321333333,18.2931575758,15.1701333333,36.1224666667,14.898,35.8504666667,25.4422,16.5986
192.47,21.3178,25.5813333333,30.8526666667,22.7905333333,27.2093333333,11.1240666667,19.1049939394,4.41873333333,29.7674666667,12.403,28.062,17.2868666667,5.50393333334
192.85,17.0542666667,24.2635333333,23.9534666667,15.8914666667,19.9226,6.35656666666,21.5786,-0.077533333332,27.2092666667,6.82173333333,25.1938666667,12.3256666667,-1.08526666665
193.23,21.0486666667,30.4868666667,28.0151333333,23.1462,21.4981333333,12.7714333333,27.8855636364,4.79399999999,34.8314,13.4830666667,30.8615333333,18.5766666667,5.09353333333
193.61,24.2491333333,37.216,31.1354666667,31.0622666667,27.6190666667,22.454,37.0562969697,10.4761333333,40.6592666667,23.663,33.6262666667,23.5897333333,14.4324
193.99,19.7334,36.2666666666,30.7554666667,32.6222,26.7556666667,17.6888,36.945369697,4.8,44.3554666667,28.3556,26.7556,22.7555333333,10.4889333333
194.37,24.3678,42.7585333333,37.0115333333,31.3793333333,31.3792666667,24.5977,42.8839939393,1.26419999999,46.4365999999,37.2415333333,29.1954666667,22.7586,9.5402666666
194.75,17.9235333333,35.8469333333,31.2567333333,25.2458666667,25.5737333333,18.306,39.5130181818,-2.51360000001,39.4535333333,29.6174,24.4808,19.3442666667,1.2023333334
195.13,23.6905333333,36.3094666667,33.0951999999,28.4523333333,24.9998666667,22.5001,46.3311151516,-2.73793333334,43.8094,35.9523333334,31.7856000001,20.3570666667,-5.83333333326
195.51,45.1064666667,52.9078666666,50.2126000001,48.3686666667,38.2978666667,39.8582333333,72.8564606062,15.3191333334,70.4965999999,69.22,50.2127999999,39.5744666667,-5.6738
195.89,27.4074,28.395,22.2222000001,41.2346,8.88886666668,16.2963333333,76.5432666667,-28.3951999999,77.2840666667,66.6667999999,29.8765333333,32.8394666667,-66.1727333334
196.27,37.2972666667,41.2612666667,32.0721333334,52.4324666665,25.9458,24.2342000001,81.6707212121,-7.20706666665,65.5856666667,63.2431999999,36.3964000001,43.4233333333,-28.2880666668
196.65,36.6037333333,39.8743333333,29.8114000001,52.3270666667,32.2012666667,31.132,65.4316969697,6.415,55.3458666667,50.3144666666,38.9937333334,40.6289333333,-9.81133333334
197.03,52.7272666667,51.2120666666,47.2728666666,69.7979333333,51.6162666667,47.4241666667,76.4922727273,27.8788,72.2222,70.5049333334,57.9797333333,54.6463333333,23.1313333333
197.40,51.5646666667,36.4625333334,33.1971333333,65.0339333332,43.2652,36.4626333333,78.9115636363,8.02726666666,68.8434666667,67.4829333333,43.2652666667,43.6734666667,0.5442
197.78,46.0607333333,11.7173333333,2.4242,59.5958,14.1414,1.01010000006,74.9128121212,-29.4949999999,59.3940666667,46.2626666667,20.202,17.5757333333,-54.1414
198.16,45.7141333333,-13.8094666667,-20.4760666667,52.1430000002,-15.2381333333,-3.57143333326,67.7922424241,-56.4284666668,44.9999333333,21.1904666667,20.0000000001,-2.38086666667,-78.3335333333
198.54,-20.5555333333,-159.999933333,-188.333333333,21.1110666666,-172.7778,-126.944533333,46.6667272727,-267.222266667,10.5554666666,-56.6666666667,-84.4445333334,-143.333333333,-315.0
198.92,-62.5,-332.5,-350.833333334,-24.1666666666,-353.333333333,-231.25,-1.89393939392,-481.666666667,-5.83333333332,-137.5,-173.333333333,-260.0,-516.666666666
199.30,-776.666666665,-1716.66666667,-1833.33333333,-576.666666668,-1993.33333333,-1483.33333333,-534.242424242,-2556.66666667,-503.333333334,-1143.33333333,-1313.33333333,-1453.33333333,-2430.0
199.68,153.623266667,231.0144,244.927533333,128.6956,266.6668,223.478066667,134.387460606,317.971,133.623133333,197.391266667,205.797,211.883933334,287.826066667
200.06,209.583333333,312.083333333,310.0,163.75,378.333333333,308.958333333,173.295454546,437.5,190.0,263.333333333,280.833333333,310.833333333,378.333333333
200.44,148.602,199.785066667,203.0108,116.559133333,248.172133333,204.838533333,140.488751515,265.591466667,141.075266667,174.193466667,192.473066667,211.828066667,240.430133333
200.82,106.012933333,144.575133333,141.5686,94.9019333333,175.686266667,143.268033333,108.674957576,182.483666667,105.4902,130.065466666,141.960733333,145.490333333,166.666666667
201.19,104.154533333,134.2028,129.7584,94.1061999999,152.463733333,126.6666,106.060527273,162.318733333,109.275333334,129.758533333,133.236666667,131.497666667,151.7874
201.57,117.511066667,144.355666667,137.511,103.111066667,160.0,129.555666667,116.42829697,170.4,116.355466667,140.0888,136.355466667,138.399933333,153.333133333
201.95,142.843133333,176.960733333,161.176666667,127.745133334,189.215666667,148.039133333,142.46869697,197.647066667,143.9216,161.568533333,159.019466667,159.313733333,175.784266667
202.33,171.878733333,220.969733333,196.9698,153.2122,234.060666667,188.666766667,170.578478788,241.8182,179.1514,195.636333333,201.090866667,191.878733333,213.697066667
202.71,217.0,284.666666667,249.833333333,183.333333333,295.166666667,246.916666667,215.393939394,317.0,228.333333333,255.166666667,254.333333333,238.333333333,264.666666667
203.09,182.875733333,232.156933333,202.8758,144.052333334,234.379066667,204.901833333,176.743963636,258.954133333,185.490266667,209.281,213.987066667,198.039266667,215.816866667
203.47,204.782533333,252.3188,215.2174,150.289733333,251.739133333,219.9276,187.457333333,278.260933333,194.782666667,225.2174,228.985533333,211.449133333,227.8262
203.85,384.058,484.3478,399.710066667,277.681133333,476.8116,417.101566667,349.775945455,531.014533333,371.5944,414.202866667,432.1738,412.463666667,418.550733333
204.22,713.333333333,954.545400001,759.393866667,481.818133333,911.515133334,796.3637,644.517872728,1040.00006667,710.303,799.999933333,808.484866665,769.091066667,823.636400001
204.60,-7260.0,-10626.6666667,-7553.33333333,-4960.0,-9739.99999999,-7886.66666667,-6756.96969697,-10760.0,-7393.33333333,-8200.00000001,-8286.66666667,-7853.33333333,-8873.33333332
204.98,-728.666666667,-1052.0,-732.666666666,-490.666666667,-982.0,-746.333333333,-672.545454545,-1074.0,-755.333333333,-783.333333333,-800.666666666,-812.666666667,-887.333333333
205.36,-449.166666667,-655.833333333,-465.416666667,-294.166666667,-641.666666667,-465.833333333,-409.659090909,-657.5,-465.833333333,-473.75,-511.25,-528.333333333,-548.333333333
205.74,-145.5856,-232.792666667,-154.054066667,-81.2613333333,-236.936866667,-165.405266667,-127.338133333,-226.6668,-168.648666667,-155.3154,-173.6938,-191.531533333,-195.495533333
206.12,-225.6,-344.533333333,-240.8,-122.133333333,-355.733333333,-257.2,-193.503030303,-343.466666667,-256.0,-236.266666667,-262.666666667,-287.733333333,-297.866666667
206.50,-437.6192,-596.190466667,-440.000133334,-230.9524,-640.000066667,-464.761933333,-353.939309091,-612.381133333,-484.761733333,-438.095266667,-470.000066667,-530.4762,-546.666733334
206.87,-671.333333333,-914.666666665,-680.666666667,-413.333333333,-1000.66666667,-747.999999999,-569.03030303,-902.666666667,-780.0,-700.666666667,-734.666666667,-790.666666667,-832.0
207.25,-170.784266667,-244.117533333,-174.902,-102.156733333,-275.097866667,-206.9607,-133.832424242,-226.862666667,-209.019666667,-182.745133333,-182.157066667,-200.000066667,-215.882333333
207.63,-178.4946,-278.7096,-206.0216,-117.634466667,-315.268866667,-227.097,-147.135921212,-253.9784,-233.5484,-208.172,-202.365533333,-230.967666667,-248.387066667
208.01,-250.793733333,-392.063533333,-305.079266667,-161.269933333,-445.714333333,-315.079566667,-191.024569697,-360.317533333,-329.206333333,-294.920733333,-273.015866667,-309.523733333,-360.3174
208.39,-371.25,-555.416666667,-453.75,-272.083333334,-618.333333333,-445.208333333,-305.984848485,-522.5,-451.25,-437.5,-401.25,-468.333333333,-492.916666667
208.77,-488.7178,-679.487133333,-626.153933333,-360.5128,-772.820466666,-555.897366667,-389.370581818,-697.948666667,-566.153866667,-596.410133333,-540.512799999,-576.923066667,-596.923266667
209.14,-1845.0,-2400.0,-2350.0,-1485.0,-2748.33333333,-2065.0,-1556.81818182,-2508.33333333,-2018.33333333,-2190.0,-1986.66666667,-2026.66666667,-2166.66666667
209.52,3796.66666667,4876.66666667,4723.33333333,3226.66666667,5473.33333333,4225.0,3238.18181818,5153.33333333,4120.0,4490.0,3823.33333333,3943.33333333,4393.33333333
209.90,492.5926,631.481466667,605.925866666,452.222266667,692.962933333,557.037,470.202048485,674.074133333,551.851733333,585.1852,510.0,515.925933333,576.666733333
210.28,1211.4286,1521.9048,1452.38093333,1088.57146667,1703.8096,1352.38103333,1098.44171515,1683.8096,1314.2858,1428.57133333,1251.4286,1268.57166667,1382.8572
210.66,681.538533334,861.538466667,814.871733333,605.640933333,962.0512,761.794866667,640.978939395,933.846,733.333400001,810.769266666,698.9744,712.307733333,796.4104
211.03,610.9524,776.666733333,706.666666667,520.4762,853.809533333,654.047633333,553.896278788,826.666666667,633.333333333,706.666733333,614.2858,650.0,719.047733333
211.41,319.166666667,391.875,360.0,281.666666666,433.541666667,336.041666667,307.954545454,419.583333333,338.333333333,362.5,327.291666667,347.5,368.541666667
211.79,242.222133333,281.666533333,268.194333333,212.083266667,311.9444,251.458433333,227.714709091,304.166666667,261.250066667,262.777666667,248.333333333,259.0278,271.6664
212.17,222.469133333,256.172933333,238.395133333,191.111133333,282.098733333,229.567866667,208.282860606,269.135733333,238.148,237.037133333,229.753133333,243.9506,248.0246
212.55,229.0278,263.888866667,246.944466667,191.8056,293.333466667,237.222333333,208.484806061,275.000066667,251.527933333,240.833333333,238.1944,252.9166,266.805466667
212.92,217.466666667,247.466666667,226.8,183.333333333,278.8,238.933333333,203.757575758,254.666666666,240.666666667,222.4,223.6,250.4,252.266666667
213.30,232.2962,267.111133333,237.4814,181.481533333,297.037066666,262.074133333,213.090824243,266.8148,256.740733333,235.555533333,240.5926,270.074066667,265.333266667
213.68,240.634933333,281.587266667,257.777866667,193.968266667,318.7302,282.1428,231.212054545,280.476266667,270.4762,246.825333333,261.111066667,283.809533333,289.365066667
214.06,269.4118,313.137333333,279.019533333,205.490133333,356.2746,312.745233333,243.56509697,301.960733333,296.470666667,268.0392,298.627333333,311.176733333,324.9018
214.44,229.2682,270.243866667,245.853733333,175.7724,300.975666667,264.715433333,213.185472727,251.5448,254.9592,224.390133333,257.398466667,268.455266667,280.325133333
214.81,269.729733333,321.621666667,293.693666667,217.4776,349.008933333,312.522433333,259.262878788,300.720733333,306.306133333,267.027133333,305.5856,325.225266667,322.522466667
215.19,280.0,335.0,325.1852,235.740866667,369.444533333,331.2963,282.91249697,319.814866667,330.740733333,282.963,321.8518,351.296333333,340.370466667
215.57,286.0214,346.021533333,345.161266667,238.2796,375.914,341.075333333,273.68530303,325.8064,343.870933333,285.591266667,333.1182,370.1076,356.129
215.95,366.984133333,460.317466667,446.031733333,303.174666667,496.507866667,457.460466667,367.128448485,424.761733333,455.238266667,368.888933334,446.3492,497.4604,456.825466667
216.32,366.376866667,444.3478,445.507333333,295.072333333,476.521666667,440.0001,370.5402,421.7392,434.203,368.115866667,435.072466667,464.6378,445.5072
216.70,303.777933333,361.777866667,357.3334,244.666666667,383.555533333,366.9999,309.616072727,342.8888,367.5556,299.555466667,359.555533333,374.444533333,364.666666667
217.08,324.285666667,393.8096,392.142866667,256.6666,409.285666667,374.047666667,322.121151515,373.333333333,399.047733333,326.428466667,372.1428,401.190466667,399.762
217.46,238.7302,283.809533333,283.809466667,191.746066666,291.587333333,267.8572,236.334878788,268.254,286.507866667,239.5238,266.6666,290.476066667,282.2222
217.83,262.166666667,305.666666667,307.833333333,201.833333333,316.166666667,287.0,255.075757576,291.166666667,317.333333333,260.0,282.833333333,314.833333334,302.166666667
218.21,269.4574,305.891533333,308.6822,207.751933333,307.441866667,289.5348,264.129709091,295.813933333,315.503933333,257.984466667,278.139533333,316.124,304.496133333
218.59,355.268866667,414.1936,403.225733333,283.870933333,418.4946,389.247333333,360.019454546,400.215,429.6774,351.182866667,365.161333333,424.731066667,415.268733333
218.97,403.950666667,458.518466667,448.888933333,316.5432,458.2716,430.493766667,392.951769697,437.283866667,474.567866667,382.962933333,402.2222,467.901066666,461.728333333
219.34,607.451066667,673.725466667,643.9216,448.235266667,679.6078,631.176466667,571.764666667,634.117533333,701.568666667,563.1372,593.3332,671.3726,666.666733333
219.72,9673.33333333,11180.0,10146.6666667,7100.0,11306.6666667,10230.0,9436.36363636,10120.0,11120.0,9173.33333333,9546.66666666,10726.6666667,10800.0
220.10,-1504.762,-1701.9048,-1587.61913333,-1150.4762,-1689.52373333,-1594.28576667,-1449.52381818,-1552.38086667,-1642.85713333,-1428.57153333,-1439.04773333,-1561.90473333,-1670.476
220.47,-391.388933333,-448.055466667,-413.0556,-305.277866667,-442.500066666,-428.194433333,-381.818157576,-414.722133334,-441.111,-376.388733333,-376.3888,-413.8888,-422.2224
220.85,-301.505333333,-348.8172,-316.3442,-238.494666667,-354.8386,-330.214966667,-300.703751515,-320.0,-319.139933333,-295.913933333,-287.956933334,-315.268866666,-313.1182
221.23,-255.619133333,-292.190533333,-261.3332,-196.7618,-295.0476,-288.381066667,-250.251103031,-267.238,-258.095066667,-239.999933333,-253.142866667,-257.9048,-256.190666667
221.61,-164.897866667,-181.496733334,-166.938666667,-120.816333333,-187.619066667,-192.652966667,-151.849048485,-178.911533333,-164.761866667,-155.918266667,-158.367266667,-161.6326,-163.809466667
221.98,-199.3652,-218.253866667,-186.0316,-148.888933333,-219.841266667,-226.746,-177.72,-210.635,-188.571533333,-183.809466667,-196.031666667,-207.142866667,-202.063533333
222.36,-278.888933333,-306.222133333,-257.777866667,-213.7778,-311.999933333,-318.111166667,-236.626272727,-286.666533333,-258.4444,-263.333266666,-275.3334,-295.7778,-283.111133333
222.74,-284.444466667,-306.888933333,-262.6666,-204.222266667,-309.777666667,-310.666566667,-231.111181818,-278.444266667,-259.555533333,-272.2222,-281.777666667,-303.5556,-290.444666667
223.11,-206.666666667,-229.5726,-185.299066667,-147.1796,-232.3076,-227.179566667,-160.12429697,-203.589733333,-189.9146,-203.931533333,-210.085466667,-224.4444,-215.897533333
223.49,-195.6098,-217.398533333,-175.121866667,-142.764133333,-222.2766,-224.309,-155.609872727,-193.496066667,-175.447133333,-195.935,-197.7236,-218.6992,-205.2034
223.87,-194.545466667,-199.8486,-168.636266667,-138.181733333,-209.697,-225.303133333,-161.818230303,-188.9394,-169.999933333,-188.181933333,-186.0606,-211.212066667,-198.939466667
224.24,-172.898533334,-180.2898,-145.072533333,-121.3044,-192.028866667,-205.144933333,-151.001321212,-163.478333333,-147.681133333,-165.652066666,-163.7682,-200.289933333,-180.724666667
224.62,-138.205266667,-153.3332,-118.205133333,-100.897466666,-162.435933333,-170.000033333,-130.792672727,-137.4358,-123.718133333,-134.230866667,-131.923133333,-173.3334,-156.666533333
225.00,-185.426466667,-195.503933333,-160.4652,-140.3102,-210.387733333,-213.798433333,-173.136024242,-184.186133333,-164.496266667,-172.093133334,-174.1086,-229.6124,-200.4652
225.38,-299.999933333,-304.0,-247.555533333,-236.8888,-334.666733333,-338.555466667,-279.898939394,-293.777733333,-265.111133333,-286.2222,-276.2222,-365.555666667,-324.000066667
225.75,-175.4074,-179.5556,-139.7036,-138.518466667,-203.851733333,-202.518633333,-170.666660606,-173.629733333,-161.926,-164.2962,-163.555533333,-221.7778,-192.4444
226.13,-74.9121999999,-74.8246000001,-54.5615333333,-54.2106,-87.0175333332,-93.5525333333,-73.5246424242,-77.3685333333,-68.0702666667,-69.9998666667,-66.8421333333,-98.6843333335,-84.5613333333
226.51,-36.9934666667,-34.6404666667,-22.4183333333,-23.5946666667,-47.7125333333,-50.8825666667,-39.0136606061,-41.8954666667,-38.1698666666,-33.7908,-34.7712666667,-57.3856,-43.8562
226.88,-42.5333333333,-40.1333333333,-30.4,-32.6666666667,-54.6666666667,-60.0,-47.8242424242,-50.5333333333,-46.6,-38.5333333333,-41.0,-63.7333333333,-43.8
227.26,-48.2282,-41.9218,-34.4144666667,-37.6575333333,-58.7386,-62.1020666667,-52.4324,-58.7988,-50.3904666667,-41.5014666667,-45.0450666667,-66.8469333333,-45.8859333333
227.64,-54.1880666667,-46.6096666667,-41.1964,-45.0143333333,-63.02,-64.9857333333,-56.4776484848,-66.1538666667,-56.98,-47.8062,-50.0285333333,-72.2507333334,-52.7636666667
228.01,-45.5555333333,-38.7878666667,-35.6060666666,-38.4344,-53.7373333333,-52.7272666667,-45.6978545455,-57.1213333333,-51.6665333333,-40.8081333333,-41.4140666667,-61.2121333333,-43.8384666667
228.39,-41.2413333333,-34.0228666667,-31.3562666666,-34.2068666667,-48.0459333333,-45.3563,-38.700139394,-51.6782,-47.9539333333,-36.4598666667,-35.5403333334,-55.5862666667,-38.4368
228.76,-35.9917333333,-27.7299333333,-24.8262666667,-28.3434,-40.3679333334,-38.9570333333,-32.1583030303,-42.2903333333,-40.818,-31.0428,-28.548,-48.9160666667,-31.5745333333
229.14,-28.6556666667,-22.0995333333,-19.1160666667,-22.9832666667,-33.7752666667,-32.7811,-24.3831393939,-34.2172666667,-35.8748,-25.5985333333,-23.278,-40.7366,-26.5193333333
229.52,-22.1451333333,-17.5907333333,-14.8844,-19.3068666667,-26.6336666667,-24.5873666667,-20.0209939394,-28.7129333333,-32.6402666667,-20.198,-18.6798666667,-34.2244666667,-20.8582
229.89,-21.9765333333,-18.8274666667,-12.0603333333,-19.7990666667,-26.2647333333,-23.3167333333,-19.6650181818,-27.9730666667,-31.7254666667,-20.3014,-18.8609333333,-34.7739333333,-21.273
230.27,-31.2478,-27.933,-19.2550666667,-29.1620666667,-38.3986,-33.5194,-28.8844363636,-37.1694666667,-41.3408,-29.1247333333,-27.9702,-44.5064666667,-26.0709333333
230.65,-35.0562,-32.7715333333,-24.0449333333,-31.1235333333,-41.7228666667,-38.0149333333,-31.9236727273,-40.8612666667,-45.8053333333,-33.4830666667,-29.2134666667,-47.0786,-29.3633333333
231.02,-31.439,-27.5775333333,-20.4735333333,-27.6137333333,-36.5027333333,-34.2078,-26.3122969697,-38.1057333333,-40.3643333333,-30.7104,-24.4445333334,-41.4936666667,-28.0146
231.40,-25.9848,-22.5379333333,-16.8560666667,-23.5984666666,-30.8712,-30.4925333333,-23.4090363636,-32.5378,-37.5756666667,-28.712,-20.3788,-37.8409333333,-24.3938666667
231.78,-19.1759333333,-15.2435333333,-10.8612666667,-17.8277333333,-22.9963333333,-24.5132,-17.1434121212,-26.4043333333,-32.6592666667,-21.985,-13.2584,-30.2996,-19.7004
232.15,-19.7674,-15.9303333333,-10.6588666667,-18.5271333333,-23.5659333333,-25.9883666667,-18.5447636364,-27.248,-33.3331333333,-22.8294666666,-14.6124,-32.6743333333,-21.1628
232.53,-23.3540666667,-21.2836,-15.1966,-22.0288666667,-27.9917333333,-33.1262,-23.9486969697,-34.3270666667,-39.1304666667,-27.6605333333,-19.8758666667,-38.3435333333,-25.4658666667
232.90,-32.6222666667,-28.5332,-22.8889333333,-30.4000666666,-36.6666666666,-43.7111333333,-31.6202606061,-43.9555333333,-45.9998666667,-35.7778,-30.5777333333,-44.7556,-33.6000666667
233.28,-22.2890666667,-20.241,-13.775,-21.5662666667,-24.3774,-33.4738,-24.7135757576,-33.0522666667,-36.3453333333,-26.8273333333,-21.4858666667,-33.3332666667,-25.462
233.66,-15.0741333333,-13.1481333333,-7.22233333333,-13.2223333333,-15.8888666667,-26.1851333333,-16.5858666667,-24.1112,-26.1480666667,-17.7038666667,-13.6296,-22.3333333333,-18.2221333333
234.03,-11.4744,-10.3206,-7.05126666666,-7.91653333334,-12.1154666667,-21.9232,-13.0185818182,-17.8205333333,-22.0834,-12.9166,-10.641,-17.1473333333,-14.6794666666
234.41,-7.615,-6.75293333333,-4.28153333333,-2.67246666667,-7.64360000001,-15.0429666667,-8.64673333333,-12.7299333333,-18.6782666667,-9.22426666666,-5.66093333333,-12.5288,-11.8965333333
234.78,-7.20633333333,-4.83133333333,-1.53846666667,-1.8084,-5.56006666667,-11.8219,-6.86294545454,-11.4170666667,-14.1428666667,-6.88246666668,-4.45340000001,-9.98640000002,-9.31160000001
235.16,-4.95660000001,-3.99006666667,0.916933333334,-0.892066666667,-4.11406666667,-9.08290000001,-4.8236,-7.73246666668,-12.4164666667,-4.68406666667,-3.84146666667,-7.90586666667,-6.41886666665
235.54,-3.99526666667,-4.68093333333,1.25299999999,0.4964,-4.0898,-6.903,-3.80190909092,-6.61933333334,-10.4492,-2.50580000001,-1.9622,-5.81566666667,-4.68080000001
235.91,-5.34273333334,-7.54140000001,0.330933333333,-1.4894,-6.38293333333,-7.61229999999,-5.53626666666,-8.53426666667,-11.2764666667,-3.49873333334,-4.20786666666,-8.06153333333,-5.9574
