wavelength,Back_TanVirf,Belly_TanVirf,Breast_TanVirf,Crissum_TanVirf,Crown_TanVirf,DorTail_TanVirf,Patch10_TanVirf,Patch11_TanVirf,Patch12_TanVirf,Rump_TanVirf,Throat_TanVirf,WingTip_TanVirf
318.85,10.43825,13.6818333333,9.56566666667,11.8306666667,8.82875,9.0425909091,8.95191666667,9.10225000001,12.3016666667,10.8436921296,9.21808333334,11.86775
319.22,10.4235833333,13.713,9.59191666668,11.6705555556,8.83175,9.01924621213,8.91325,9.1205,12.3113333333,10.8349131944,9.197,11.9114166667
319.59,10.745,14.1449166667,9.88183333332,11.8415555556,9.01883333334,9.23249621212,9.10141666666,9.35658333334,12.64125,11.1248194444,9.47908333331,12.2485833334
319.96,10.739,14.2660833333,9.94308333332,11.9743333333,8.99066666667,9.18054924241,9.10658333333,9.37633333334,12.6308333333,11.1903425926,9.54266666667,12.2253333333
320.32,10.8538333333,14.2771666667,10.059,12.1707777778,9.03216666667,9.27046590907,9.28699999998,9.47874999999,12.71325,11.300880787,9.61483333332,12.3775833333
320.69,10.9420833333,14.3580833333,10.2734166667,12.2581111111,9.181,9.39504545456,9.39300000001,9.52416666665,12.9605,11.4164016204,9.74624999998,12.534
321.06,10.9850833333,14.4306666666,10.3019166666,12.3343333333,9.20291666666,9.35679166666,9.34666666667,9.55825000002,13.0243333333,11.4747719907,9.76250000001,12.5150833333
321.43,11.0103333333,14.69675,10.3915,12.2785555555,9.27174999999,9.40951515152,9.42283333332,9.56366666667,13.0760833333,11.6930972222,9.89825000001,12.5453333333
321.80,10.9019166667,14.8695,10.5660833333,12.2627777778,9.36874999999,9.39248484849,9.59033333334,9.69991666669,13.11975,11.8232395833,9.92133333333,12.6169166666
322.16,11.1160833333,15.122,10.9321666667,12.5396666667,9.73325000001,9.65660984848,9.82158333334,10.0421666667,13.3764166667,12.1513148148,10.1135,12.6973333333
322.53,11.2559166667,15.3948333333,11.0774166667,12.7006666667,9.86600000001,9.71949999999,9.95991666667,10.1433333334,13.4255833333,12.3021712963,10.1676666667,12.786
322.90,11.1251666666,15.3356666667,10.779,12.6472222222,9.63366666667,9.48450378787,9.813,9.94016666667,13.2644166666,12.0411921296,10.0249166667,12.6495
323.27,10.8463333333,15.0555,10.5021666667,12.4974444444,9.435,9.2360909091,9.62791666665,9.68058333335,13.1094166666,11.7334212963,9.87566666667,12.4323333333
323.63,10.6051666667,14.7238333333,10.2516666667,12.3292222222,9.15808333334,9.07315151514,9.28475,9.47133333335,12.8168333333,11.4640162037,9.58933333332,12.2386666667
324.00,10.36475,14.4708333333,9.90666666667,11.9525555555,8.82616666667,8.75304924242,8.90608333333,9.10050000001,12.5303333333,11.1022731481,9.21958333334,11.8473333333
324.37,10.3398333333,14.42825,9.87175,11.9723333333,8.85158333334,8.62916666667,8.835,9.069,12.4675,11.038005787,9.08158333332,11.7966666667
324.74,10.27375,14.3883333334,9.88699999999,11.977,8.78941666667,8.59925378787,8.78116666667,8.9565,12.33425,10.9589722222,8.91375,11.7741666667
325.10,10.1490833333,14.3755833333,9.85475,11.9197777778,8.72700000001,8.56032954546,8.75891666667,8.86233333334,12.2275,10.8612025463,8.83666666666,11.7123333333
325.47,10.0766666667,14.4539166666,9.78541666667,11.89,8.61475000001,8.44819318182,8.69616666667,8.871,12.1575,10.7533819445,8.73133333333,11.66625
325.84,10.34925,14.7018333333,9.83158333332,12.1151111111,8.75999999999,8.70425757577,8.80175,9.08833333334,12.3084166667,10.8592673611,8.87183333333,11.7981666667
326.21,10.327,14.7704166667,9.84433333333,12.1508888889,8.76333333333,8.65306439394,8.842,9.06641666667,12.28675,10.8970219907,8.91491666668,11.8584166667
326.57,10.2531666667,14.79125,9.87891666666,12.0844444445,8.77666666666,8.63443560606,8.82691666667,9.04649999999,12.30725,10.9376157407,8.96083333333,11.97575
326.94,10.1503333333,14.8381666667,9.83833333334,11.9362222222,8.74774999999,8.58966287879,8.69758333334,8.90750000001,12.224,10.8862303241,8.80916666667,11.8878333333
327.31,10.1706666667,14.8928333333,9.84658333332,12.0005555556,8.72275000001,8.61120075758,8.74516666666,8.89250000001,12.1775,10.8914791667,8.79916666667,11.941
327.67,10.1994166667,14.95175,9.90641666669,12.0738888889,8.82233333333,8.61629166668,8.88191666667,8.93608333333,12.2071666667,10.9057789352,8.88383333333,11.9534166667
328.04,10.2465833333,15.12625,10.0148333333,12.2335555555,8.96425000001,8.72498484848,8.98691666667,9.07166666666,12.275,11.0460023148,9.04524999999,12.15825
328.41,10.1238333333,15.0615833333,9.94249999999,12.0665555556,8.78425,8.59706060606,8.77675,8.93341666667,12.1168333333,10.9133645833,8.97141666667,12.0424166667
328.78,9.97300000001,14.894,9.72183333334,11.8708888889,8.52649999999,8.44346969697,8.64625,8.79883333332,11.91,10.6880462963,8.82766666668,11.8155
329.14,9.90250000001,14.8009166667,9.59016666668,11.7641111111,8.38425,8.51648484848,8.52075,8.71000000001,11.7661666667,10.5824236111,8.73724999999,11.6998333333
329.51,9.74875,14.5540833334,9.49224999999,11.7323333334,8.30566666666,8.46470833333,8.37483333333,8.55050000001,11.60075,10.4827210648,8.70241666666,11.60075
329.88,9.68008333332,14.4280833333,9.45975,11.7152222222,8.17891666666,8.43621969697,8.30316666667,8.41366666667,11.4839166667,10.4251365741,8.67016666666,11.5720833334
330.24,9.55849999998,14.29725,9.30574999999,11.6447777778,8.01183333333,8.43610984848,8.15741666667,8.24016666667,11.31325,10.1792395833,8.58608333332,11.4305
330.61,9.67950000002,14.3618333334,9.32024999999,11.8161111111,7.99233333333,8.54531060606,8.21016666667,8.21825,11.2679166667,10.1716516203,8.62183333334,11.4415
330.98,10.2541666667,14.812,9.86266666666,12.4545555555,8.518,9.07401136363,8.77283333333,8.76091666666,11.7473333333,10.7483217593,9.25450000001,11.9923333334
331.34,10.42925,15.02875,10.0369166667,12.5071111111,8.55033333333,9.13848863637,8.84475000001,8.83691666668,11.8524166667,10.9223553241,9.49766666667,12.04525
331.71,10.5933333333,15.2849166667,10.161,12.6664444444,8.59991666667,9.19020454546,8.98474999999,8.97275,11.9375833334,11.1290347223,9.68750000001,12.121
332.08,10.5551666666,15.3429166667,10.118,12.6236666666,8.55016666666,9.02741666667,8.94641666666,8.89366666666,11.9258333333,11.052875,9.5205,12.0705
332.44,10.6840833333,15.53,10.1899166667,12.8016666667,8.68449999999,9.09113636364,9.14966666667,8.98191666667,12.13525,11.1545324074,9.60908333334,12.2240833334
332.81,10.81025,15.66,10.2766666667,12.9578888889,8.81583333332,9.24253409091,9.1565,9.07691666666,12.2634166667,11.2945590278,9.66375,12.3941666667
333.18,10.7965,15.67475,10.22975,12.9732222222,8.77899999999,9.01987121212,9.08641666667,9.07158333334,12.2361666666,11.2409918981,9.57516666666,12.322
333.54,10.7198333333,15.7434166667,10.2369166666,12.8852222222,8.74799999999,8.93317045456,9.04658333333,8.97300000001,12.1996666667,11.12328125,9.38558333333,12.1996666666
333.91,10.4435833333,15.61175,10.0705833333,12.6293333333,8.58433333333,8.64433712122,8.85358333333,8.68083333333,12.0335,10.8095243056,9.11749999999,12.01525
334.28,10.5588333334,15.6620833333,10.13875,12.6318888889,8.65149999999,8.59851893938,8.87316666667,8.8035,12.1693333333,10.9021458333,9.06975,12.03175
334.64,10.493,15.5825833334,10.09575,12.5757777778,8.64258333334,8.57536363636,8.78183333333,8.76774999999,12.2185,10.8541585648,8.92325000001,11.9145833333
335.01,9.98600000001,15.1539166667,9.56766666668,12.0823333334,8.09349999999,8.12471590909,8.202,8.25966666667,11.7525,10.2880486111,8.35775,11.36025
335.38,9.53600000001,14.7751666666,9.21133333334,11.7937777778,7.85108333333,7.80393939394,7.85441666667,7.97225,11.4553333333,9.87931712963,7.93783333333,11.018
335.74,9.33116666666,14.5605833333,9.04391666666,11.5906666667,7.76025,7.73254924242,7.69325,7.7845,11.4425,9.66137152779,7.62625,10.818
336.11,9.37208333334,14.4285833333,9.01,11.6525555556,7.73950000001,7.87002272727,7.74808333333,7.77333333333,11.4815,9.67935185185,7.66158333333,10.7270833333
336.47,9.39375000001,14.4588333333,9.04475000001,11.7058888889,7.81733333333,8.00713257576,7.79066666667,7.81891666667,11.5580833333,9.77247569444,7.73383333334,10.6764166667
336.84,9.32483333334,14.4978333334,9.04133333333,11.6284444444,7.86250000001,7.89641666667,7.79941666666,7.84775,11.54825,9.73265162038,7.77475,10.6313333333
337.21,9.35575,14.6184166667,9.11391666667,11.728,8.00725000001,8.01149242424,7.93483333333,7.96941666666,11.6775,9.85525462963,7.90841666667,10.71925
337.57,9.42208333333,14.6874166667,9.08533333332,11.8033333334,8.03875,8.08229924242,7.99633333334,8.05675,11.7885833333,9.93503124999,8.03875,10.7943333333
337.94,9.41016666667,14.6639166666,9.05341666666,11.855,7.97825000001,8.11032954546,7.89075,8.06725,11.7921666667,9.96111921298,8.07866666667,10.7885
338.31,9.28008333333,14.5449166667,8.86658333332,11.7725555555,7.84866666666,8.04965151515,7.80158333333,7.89741666667,11.6806666666,9.81476157409,8.0205,10.7
338.67,9.26066666666,14.51725,8.80833333333,11.7443333333,7.81483333333,8.00593181818,7.81183333334,7.92608333334,11.6145833333,9.80476736111,8.05791666666,10.6806666667
339.04,9.29066666667,14.613,8.86958333333,11.7834444444,7.96824999999,8.08589772728,7.96833333333,8.034,11.6403333333,9.89214351852,8.15891666667,10.7938333333
339.40,9.60024999999,14.94425,9.11141666667,12.0871111111,8.21741666666,8.34827651515,8.18575,8.31108333334,11.91975,10.2437407408,8.45725,11.0131666667
339.77,9.60458333333,14.95925,9.07225,12.1802222222,8.20424999999,8.35381818181,8.16791666667,8.3665,11.82575,10.3571481482,8.538,11.1120833333
340.14,9.53933333333,15.04025,9.11758333332,12.163,8.26450000001,8.36479166667,8.18808333333,8.39425,11.8266666667,10.3780034722,8.61475,11.1315833333
340.50,9.44408333333,14.8635833333,9.02383333334,11.9535555556,8.15266666667,8.19744318182,8.08925,8.27466666667,11.70125,10.2219675926,8.50475,11.1156666667
340.87,9.41291666666,14.7809166667,8.96483333334,11.9552222222,8.04141666667,8.18435606061,8.05658333333,8.22325,11.67475,10.1818101852,8.43891666667,11.0293333333
341.23,9.458,14.8334166666,9.01908333334,11.9324444444,8.00933333332,8.24254166666,8.09575,8.19425,11.7725,10.1303229167,8.45625,11.0595833333
341.60,9.64966666665,14.9600833333,9.22058333333,12.0996666667,8.06025,8.34478030303,8.24641666667,8.34533333333,11.8545833333,10.3111180556,8.5645,11.15375
341.96,9.76149999999,15.00675,9.30266666667,12.1145555556,8.10458333333,8.31678030303,8.37775,8.42333333333,11.9408333333,10.3723194444,8.60191666666,11.1350833334
342.33,9.67983333332,15.07,9.29900000001,12.1155555556,8.04825,8.28821969697,8.34783333333,8.39158333333,11.92625,10.4393842592,8.55441666667,11.0960833333
342.70,9.57441666666,15.1218333333,9.22599999999,12.0862222222,7.98791666667,8.26769318181,8.21816666667,8.30883333333,11.86625,10.4440416667,8.45708333333,11.0588333333
343.06,9.64416666667,15.0483333333,9.28141666667,12.1233333333,8.01466666666,8.37864772728,8.24033333333,8.33758333333,11.9709166666,10.4778055556,8.54925,11.09875
343.43,9.44874999999,14.9051666667,9.13958333333,11.8558888889,7.83200000001,8.20402272727,8.09533333334,8.14241666667,11.776,10.2654548611,8.325,10.9360833333
343.79,9.39933333332,14.88275,9.12658333332,11.6938888889,7.77425,8.1255719697,8.11,8.08933333333,11.7519166667,10.1598703704,8.24716666667,10.8545
344.16,9.50808333333,14.9545,9.18866666667,11.7714444444,7.83116666668,8.15425757576,8.15191666667,8.19116666666,11.8415,10.2386215278,8.244,10.9415
344.52,9.53925,15.1128333334,9.25283333333,11.8766666667,7.86108333333,8.20997727273,8.16733333333,8.27708333333,11.8718333334,10.3308310185,8.22225,11.0059166667
344.89,9.448,15.104,9.13000000002,11.8125555555,7.74608333334,8.12441287879,8.0895,8.18083333333,11.7809166667,10.3058483796,8.13433333334,10.9658333333
345.25,9.31158333333,15.0170833333,9.05308333333,11.6872222222,7.69766666666,7.97148484848,8.00766666667,8.118,11.65725,10.2710914352,7.96441666667,10.8774166667
345.62,9.15624999999,14.9331666667,8.92708333333,11.5285555555,7.68133333333,7.80464015152,7.81941666667,7.99425,11.53925,10.1218136574,7.74891666667,10.7698333333
345.99,9.07350000001,14.9700833333,8.84675,11.4967777778,7.68308333334,7.80795075758,7.79375,7.92541666667,11.43075,10.0627581019,7.64916666667,10.7154166667
346.35,9.24391666668,15.1591666667,8.96516666666,11.6704444444,7.97508333334,7.95473484848,7.95683333334,8.09491666667,11.5784166667,10.2030011574,7.77041666667,10.8528333333
346.72,9.35283333333,15.2529166667,9.04733333334,11.7441111111,8.07583333333,8.02800757576,8.09141666667,8.17591666667,11.6708333333,10.2175243056,7.82991666667,10.8631666667
347.08,9.44766666667,15.4920833333,9.18766666666,11.8721111111,8.21191666668,8.09136742424,8.22233333333,8.34241666667,11.7913333333,10.3557118055,7.91525,10.9420833333
347.45,9.73458333334,15.7725,9.47308333333,12.1288888889,8.53083333334,8.39668560606,8.45891666667,8.64308333333,12.0601666666,10.6410902778,8.166,11.1528333333
347.81,9.66041666665,15.7195,9.47433333332,12.0174444445,8.44991666666,8.33682575757,8.3595,8.54941666667,12.0250833333,10.5602939815,8.125,11.0203333333
348.18,9.454,15.5788333333,9.30683333333,11.8502222222,8.23999999999,8.19482575757,8.16516666667,8.38975,11.8649166667,10.4206921296,7.95608333334,10.8165
348.54,9.42116666667,15.5709166667,9.24775,11.8816666667,8.24133333334,8.21266287879,8.17316666667,8.38458333333,11.87525,10.3935300926,8.00216666667,10.7571666667
348.91,9.58600000001,15.75125,9.49283333333,12.0135555556,8.42108333334,8.31017045454,8.32425,8.52491666666,12.08075,10.5405671297,8.17575,10.8636666667
349.27,9.70358333333,15.8,9.53924999999,12.1325555556,8.47824999999,8.39825,8.38566666667,8.58391666667,12.1183333333,10.635056713,8.33208333333,10.9226666667
349.64,9.80066666666,15.8360833333,9.56425,12.1908888889,8.51808333334,8.56606818182,8.48808333333,8.69341666666,12.2029166667,10.6972534722,8.49716666667,11.00325
350.00,9.72691666668,15.71475,9.50016666666,12.1265555555,8.40466666666,8.51587878787,8.41891666667,8.65708333334,12.175,10.6653981482,8.47958333334,10.91725
350.37,9.49091666666,15.4885,9.37008333333,11.9008888889,8.10424999999,8.28741666667,8.2625,8.44408333333,12.003,10.4331006944,8.30375,10.7166666666
350.73,9.36649999999,15.44,9.32175,11.8085555556,7.97066666666,8.16925757576,8.21408333334,8.38841666667,11.9598333333,10.4157280093,8.25375,10.6406666667
351.10,9.28141666666,15.3299166666,9.21025,11.6683333333,7.80441666666,8.04626136363,8.09625,8.23008333333,11.8545,10.3245798611,8.06583333334,10.5214166667
351.46,9.05366666666,15.0550833333,8.93691666667,11.4982222222,7.485,7.71589772728,7.88325,7.95808333333,11.6049166667,10.0439490741,7.78941666667,10.2860833333
351.83,9.1795,15.2521666667,9.01224999999,11.7447777778,7.64575,7.89142045454,8.0895,8.16725,11.7469166667,10.2241157407,7.97508333333,10.4531666667
352.19,9.15883333333,15.2274166667,9.01441666666,11.695,7.63608333332,7.84566666667,8.11391666667,8.14241666667,11.7060833333,10.1691886574,7.95666666666,10.4263333333
352.55,9.13199999999,15.2648333333,9.06508333332,11.6276666667,7.57441666667,7.88904545454,8.13766666667,8.08091666667,11.6556666667,10.1344050926,7.90366666667,10.3516666667
352.92,9.13983333332,15.28625,9.08808333334,11.752,7.63033333334,7.92687878788,8.15008333334,8.08,11.6461666667,10.1361608796,7.86125,10.4058333333
353.28,9.15283333333,15.4080833333,9.19791666668,11.8721111111,7.71016666668,7.98946969697,8.232,8.15775,11.7628333333,10.1777222222,7.89058333333,10.4565
353.65,9.03691666666,15.426,9.23124999999,11.8448888889,7.63324999999,7.88291666667,8.19458333334,8.0545,11.7716666667,10.1672372685,7.823,10.3680833333
354.01,9.03008333334,15.4500833333,9.31125,11.8895555556,7.64841666667,7.83852272728,8.16833333333,8.06858333333,11.7835833333,10.1787372685,7.85141666667,10.4185
354.38,9.13191666668,15.59125,9.3835,11.9632222222,7.75125,7.93477651515,8.267,8.22966666667,11.8300833333,10.2871388889,7.96675,10.49375
354.74,9.13799999999,15.5658333333,9.35416666666,11.9524444445,7.75491666667,7.89501515151,8.20983333333,8.20983333333,11.7684166667,10.1957592593,7.93558333333,10.5248333333
355.11,9.01683333334,15.4814166667,9.22358333334,11.8601111111,7.72250000001,7.73696969697,8.15791666666,8.1145,11.6908333333,10.0753518518,7.88325,10.42975
355.47,8.96875000001,15.5165,9.17616666666,11.8586666667,7.72775000001,7.73678030304,8.16108333333,8.09741666666,11.7121666667,10.0960034722,7.90191666667,10.4468333333
355.83,8.86608333333,15.3630833333,9.03541666666,11.7954444445,7.58499999999,7.52099242424,7.9645,7.89558333333,11.633,9.95986342593,7.7415,10.2515833333
356.20,8.91783333332,15.4871666667,9.03333333334,11.8776666667,7.64499999999,7.53050757576,7.9795,7.90133333333,11.6830833333,9.97444444445,7.80283333333,10.264
356.56,8.84950000001,15.3645,8.94858333333,11.8284444444,7.59200000001,7.40851136364,7.87566666667,7.84233333334,11.6256666667,9.94711342593,7.74316666667,10.1880833333
356.93,8.83725,15.32975,8.88866666668,11.7705555556,7.54649999999,7.42889393939,7.86433333333,7.84275,11.6520833333,9.94794212964,7.71741666667,10.124
357.29,8.64649999999,15.146,8.67483333333,11.5651111111,7.31175,7.17553409091,7.62383333333,7.63616666666,11.4925833333,9.72921527779,7.50083333333,9.91599999999
357.66,8.63616666666,15.1544166667,8.616,11.5644444444,7.29525,7.13416287879,7.62941666666,7.62041666667,11.4510833333,9.69171875,7.48291666666,9.91375
358.02,8.67666666666,15.1606666667,8.61241666668,11.6138888889,7.324,7.165375,7.67725,7.58916666667,11.4960833334,9.74201851851,7.43583333333,9.86925
358.38,8.70383333332,15.0854166666,8.58666666666,11.6392222222,7.31233333333,7.13485606061,7.58616666667,7.52366666667,11.5220833333,9.71620023147,7.39575,9.81758333334
358.75,8.70783333334,15.0873333333,8.58708333332,11.6207777778,7.30749999999,7.12210984848,7.60433333334,7.49508333333,11.5374166666,9.73398495371,7.3295,9.73566666666
359.11,8.71691666668,15.1025,8.69341666667,11.6976666667,7.32458333334,7.20795454546,7.59925,7.54841666667,11.6198333333,9.80650578703,7.33425,9.766
359.48,8.79300000001,15.2005833334,8.81783333333,11.7618888889,7.41558333332,7.29845454546,7.66825,7.63275,11.6806666666,9.87512615741,7.40458333333,9.75283333333
359.84,8.82791666667,15.2821666666,8.92641666667,11.7978888889,7.48158333333,7.38778409091,7.76316666667,7.7145,11.6998333333,9.9354351852,7.40791666667,9.80766666666
360.20,8.87349999999,15.3,9.01308333333,11.8462222222,7.51824999999,7.47564015152,7.88366666667,7.79391666667,11.7745833333,10.0302303241,7.43975,9.86516666665
360.57,8.90366666668,15.365,9.02975,11.8668888889,7.57491666666,7.49629924243,7.93383333333,7.84091666667,11.8495,10.0917673611,7.47475,9.88841666666
360.93,8.85566666667,15.3640833333,9.01508333333,11.8553333333,7.5515,7.4566780303,7.93966666667,7.82808333333,11.8470833333,10.0906712963,7.48875,9.82783333333
361.29,8.90825000001,15.3993333334,9.06458333333,11.8924444444,7.59800000001,7.54937121213,7.98716666666,7.8385,11.8660833333,10.1704803241,7.51325,9.82775000001
361.66,8.93358333333,15.3969166667,9.06624999999,11.8882222222,7.56049999999,7.578875,7.955,7.84166666667,11.8765,10.1607638889,7.50258333333,9.79624999999
362.02,9.02583333333,15.5200833333,9.14083333333,11.9418888889,7.67558333334,7.69440530304,8.0585,7.95583333333,11.9881666667,10.2364953704,7.63616666667,9.89600000001
362.39,9.03041666668,15.5726666667,9.17683333332,11.959,7.67825,7.70229166667,8.10875,7.97858333333,12.03175,10.2755023148,7.62141666667,9.89883333334
362.75,9.05866666668,15.62275,9.23058333333,12.0372222222,7.72150000001,7.75659090909,8.15983333333,8.03633333333,12.113,10.3514143519,7.71375,9.94983333334
363.11,9.09116666667,15.7150833333,9.28083333334,12.0628888889,7.758,7.78541287879,8.20833333333,8.07041666667,12.1390833333,10.4156030093,7.77508333333,9.94099999999
363.48,9.12825000001,15.7334166666,9.30949999999,12.098,7.78541666668,7.82233333334,8.24016666666,8.10666666667,12.1709166666,10.4572326389,7.81891666667,9.99108333332
363.84,9.17050000001,15.81725,9.31950000001,12.134,7.78908333333,7.85709469697,8.25941666667,8.12066666667,12.1978333333,10.4639166667,7.836,10.0455
364.20,9.16100000001,15.7913333333,9.34858333334,12.1532222222,7.75483333333,7.82109090909,8.22741666667,8.08983333333,12.1614166667,10.4671585648,7.80991666667,10.00875
364.57,9.16000000001,15.82525,9.34416666667,12.1495555555,7.67116666667,7.7589469697,8.17816666666,8.056,12.0976666667,10.4108194444,7.73783333333,9.98733333334
364.93,9.06483333332,15.785,9.22591666666,12.065,7.57508333332,7.62039015152,8.03675,7.93775,11.9965833333,10.2975381944,7.57166666667,9.85841666666
365.29,9.1585,15.9258333333,9.28608333332,12.2133333333,7.66225,7.61857575757,8.15466666667,8.04258333333,12.0964166667,10.3507719908,7.64708333333,9.95116666666
365.66,9.16099999999,15.94,9.2995,12.2635555556,7.75808333332,7.58728787879,8.18525,8.04933333333,12.1648333333,10.4178726852,7.646,9.97816666667
366.02,9.11016666667,15.9483333333,9.31325,12.2706666667,7.73966666666,7.54271969696,8.13725,8.10191666666,12.1088333333,10.4297384259,7.63225,9.97025000001
366.38,9.08208333334,16.0145,9.32374999999,12.2947777778,7.74700000001,7.55590530303,8.18808333333,8.15541666667,12.11575,10.4481516204,7.64866666667,9.98358333334
366.75,9.02483333333,16.0270833333,9.27758333334,12.338,7.6895,7.50645833333,8.14541666667,8.16533333333,12.0785,10.4141122685,7.61658333333,9.91799999999
367.11,9.00241666667,15.9863333333,9.17199999999,12.352,7.62774999999,7.45731818182,8.13158333333,8.16125,12.0236666667,10.3385960648,7.56166666667,9.87666666667
367.47,8.97900000001,16.00525,9.16933333334,12.3722222222,7.59300000001,7.46263636363,8.1305,8.18725,12.0706666667,10.3654155093,7.518,9.86825
367.84,8.93833333334,16.0015,9.15116666667,12.3701111111,7.57400000001,7.43276136363,8.10758333333,8.22258333334,12.0858333333,10.3681481481,7.55908333333,9.81825
368.20,8.9305,16.0363333333,9.14616666666,12.3954444444,7.60783333333,7.45202272727,8.108,8.26175,12.17875,10.3790694445,7.58141666667,9.82466666667
368.56,8.99583333334,16.0720833333,9.17925000001,12.516,7.68208333334,7.57600757576,8.19791666667,8.34466666667,12.3201666667,10.4518981481,7.68633333333,9.84700000001
368.93,9.08841666666,16.1471666667,9.31266666667,12.5831111111,7.77166666667,7.70577651515,8.32533333333,8.47816666667,12.3944166667,10.5468645833,7.80316666666,9.93433333333
369.29,8.91933333332,16.00325,9.16033333332,12.3864444444,7.61675000001,7.63509469697,8.12625,8.34633333333,12.23525,10.4127175926,7.67316666667,9.75858333334
369.65,8.79991666667,15.9081666667,9.04491666666,12.2847777778,7.40791666667,7.524625,7.97458333333,8.209,12.0903333333,10.2634525463,7.5245,9.601
370.01,8.78591666667,15.898,8.97274999999,12.2593333333,7.34074999999,7.47798484848,7.95,8.13766666666,12.0934166667,10.1996527778,7.45675,9.50683333334
370.38,8.74216666666,15.83525,8.94133333333,12.1566666667,7.32174999999,7.4380530303,7.8395,8.0465,12.0426666667,10.1548402778,7.38416666667,9.42166666667
370.74,8.82699999999,15.9831666666,9.04416666668,12.1871111111,7.46241666668,7.55906818182,7.895,8.05333333334,12.1505833333,10.2030046296,7.41808333333,9.51241666667
371.10,8.88783333334,16.05475,9.11899999999,12.2634444444,7.57799999999,7.61678030303,7.94258333333,8.102,12.2551666667,10.2776006944,7.43783333333,9.57641666667
371.46,8.93941666666,16.1424166667,9.18024999999,12.3363333333,7.62424999999,7.61337121212,7.99883333333,8.10925,12.2721666667,10.3098611111,7.50033333333,9.57483333334
371.83,8.96583333334,16.1196666667,9.24833333334,12.3424444445,7.66025,7.58575378787,8.00583333333,8.08075,12.3109166667,10.3366446759,7.46733333333,9.58399999999
372.19,8.91758333334,16.1498333333,9.18416666666,12.2777777778,7.60083333333,7.5236780303,7.92741666666,8.04908333333,12.2215833333,10.2923067129,7.39233333333,9.50750000001
372.55,8.8645,16.1005833334,9.14249999999,12.2493333333,7.57608333333,7.41526515152,7.88375,8.01575,12.1684166667,10.2296053241,7.346,9.44116666666
372.92,8.85458333332,16.1513333333,9.14908333334,12.2786666667,7.58999999999,7.37063636363,7.85883333333,7.97975,12.2056666666,10.2180462963,7.36058333333,9.46816666667
373.28,8.96450000001,16.2448333334,9.23991666668,12.3977777778,7.70558333333,7.43410984848,7.97583333334,8.06308333333,12.3303333333,10.3019467593,7.41766666666,9.60483333334
373.64,9.13666666667,16.4084166667,9.39991666666,12.5222222222,7.89033333332,7.60563636363,8.18458333334,8.26066666667,12.50775,10.4708078704,7.57491666667,9.77833333333
374.00,9.1745,16.4706666667,9.43383333332,12.5992222222,7.91925,7.62901515152,8.23741666667,8.27233333333,12.5725,10.5185914352,7.60616666666,9.83091666667
374.37,9.22966666666,16.5655833333,9.50133333333,12.7095555556,7.95474999999,7.68371590909,8.29775,8.32533333333,12.6306666667,10.569275463,7.65,9.91649999999
374.73,9.29,16.5671666667,9.563,12.7333333333,7.96091666666,7.67163636363,8.34533333333,8.37583333333,12.6585833334,10.6378576389,7.68966666666,9.96249999998
375.09,9.28450000001,16.5985833333,9.57591666666,12.7236666667,7.92266666667,7.65899242424,8.34058333333,8.33566666667,12.6529166667,10.6191493056,7.72783333333,9.93441666668
375.45,9.24391666668,16.5846666667,9.50091666666,12.6681111111,7.9155,7.60034090909,8.26616666667,8.28325,12.6315833333,10.5828206018,7.68575,9.91799999999
375.81,9.18291666666,16.5110833333,9.40191666666,12.6075555556,7.83374999999,7.55467045454,8.19708333333,8.21708333334,12.5239166667,10.5009456019,7.59308333333,9.831
376.18,9.19875,16.4624166667,9.42924999999,12.6033333333,7.79525,7.50373106061,8.20483333333,8.17866666667,12.5180833333,10.4930729167,7.57975,9.81275000001
376.54,9.20066666667,16.5105,9.48658333333,12.586,7.79983333333,7.55019318182,8.22116666666,8.1535,12.53675,10.5024421297,7.56475,9.83741666667
376.90,9.20275000001,16.4466666666,9.48675000002,12.5708888889,7.76341666667,7.54950378787,8.18208333333,8.14391666667,12.4626666667,10.4678738426,7.49666666667,9.81158333334
377.26,9.20091666667,16.4804166667,9.56933333332,12.6158888889,7.71633333333,7.57411742424,8.17733333333,8.19241666667,12.4434166667,10.5162395833,7.52358333333,9.77633333332
377.63,9.19066666666,16.5393333333,9.62749999999,12.6593333333,7.73483333332,7.57772727273,8.16033333333,8.20825,12.4461666667,10.5437870371,7.57175,9.77658333334
377.99,9.17574999999,16.5283333333,9.64491666668,12.6145555556,7.74466666668,7.5795,8.098,8.21675,12.4190833333,10.5436469907,7.56925,9.73575000001
378.35,9.13558333333,16.4893333333,9.60508333334,12.5861111111,7.73016666666,7.51015909091,8.01966666666,8.15133333333,12.41575,10.5135914352,7.53241666667,9.66849999999
378.71,9.05466666667,16.4174166666,9.55458333333,12.4964444444,7.65516666668,7.43088257576,7.92833333333,8.08883333333,12.3459166667,10.4399479167,7.44458333333,9.57933333332
379.07,9.02975000001,16.4410833333,9.5715,12.4682222222,7.63541666666,7.40982575757,7.89283333333,8.09958333333,12.3335833333,10.4247638889,7.42475,9.54225000001
379.44,9.01541666666,16.4280833333,9.61650000001,12.4714444445,7.59633333334,7.42775,7.8715,8.08883333333,12.3641666667,10.3886724537,7.38858333333,9.50308333333
379.80,8.98725,16.5214166667,9.62450000001,12.4741111111,7.58525000001,7.43604545454,7.846,8.097,12.3899166667,10.4060787037,7.40258333333,9.47449999999
