wavelength,Back_SalCinm,Belly_SalCinm,Breast_SalCinm,Crissum_SalCinm,Crown_SalCinm,DorTail_SalCinm,Patch10_SalCinm,Rump_SalCinm,Throat_SalCinm,WingTip_SalCinm
590.43,7.99541666668,47.0005833333,4.3145,51.89875,7.59858333334,5.8605,25.5113333334,7.55966666667,7.42100000001,7.125
590.77,8.01541666667,47.0676666667,4.309,52.0034166666,7.63133333333,5.868,25.5985,7.55933333334,7.44866666667,7.15558333334
591.11,7.99541666668,47.0644166667,4.27258333333,51.9361666667,7.60083333333,5.84866666667,25.5744166667,7.54508333334,7.40008333333,7.12975
591.44,7.99899999999,47.0139166666,4.29183333333,51.8986666667,7.61475,5.8875,25.5435,7.55833333334,7.37391666666,7.13708333333
591.78,8.06541666668,46.9899166667,4.33,51.8923333334,7.68025,5.93891666666,25.5609166667,7.61516666666,7.41424999999,7.19108333334
592.12,8.03266666667,46.9966666667,4.32133333333,51.9010833333,7.68608333333,5.94925,25.5745833333,7.62358333332,7.40191666667,7.16783333333
592.46,8.05650000001,47.0515833333,4.31616666667,51.9685,7.691,5.94991666667,25.5923333333,7.62866666666,7.4185,7.16141666667
592.79,8.04400000001,47.0835,4.28033333333,51.9696666666,7.676,5.93275,25.5769166666,7.59116666667,7.39858333332,7.10533333334
593.13,8.05708333334,47.0625833333,4.29725,51.9925,7.66975,5.94641666667,25.572,7.60208333333,7.39875,7.10166666667
593.47,7.99849999999,46.99075,4.25241666667,51.9325833333,7.59658333333,5.91241666667,25.5414166667,7.52416666667,7.35733333333,7.059
593.80,8.01875,47.0445,4.28341666667,51.9764166666,7.61716666667,5.945,25.5541666667,7.56025,7.41116666667,7.08516666667
594.14,8.07775000001,47.1280833334,4.33391666666,52.00475,7.64625,5.971,25.6161666666,7.58533333334,7.45941666667,7.11091666667
594.48,8.06108333334,47.1765833333,4.31691666667,51.9479166667,7.63108333333,5.953,25.5543333333,7.592,7.42583333333,7.08425
594.81,8.10525,47.2293333333,4.36083333334,52.0108333333,7.67491666667,6.00258333333,25.59425,7.65458333334,7.50333333333,7.13758333333
595.15,8.14424999999,47.3049166667,4.38991666667,52.07175,7.70116666667,6.0075,25.6411666667,7.67941666667,7.56383333334,7.17683333333
595.49,8.09508333333,47.3611666666,4.37075,52.07625,7.669,5.97983333333,25.6464166667,7.64116666667,7.55241666666,7.14466666667
595.82,8.10783333333,47.4233333334,4.3605,52.1374166667,7.6725,5.9765,25.6486666667,7.63616666668,7.55533333332,7.163
596.16,8.13341666667,47.4390833333,4.38758333333,52.1343333333,7.69225,5.99391666667,25.6670833333,7.65675000001,7.57624999999,7.18925
596.50,8.11991666667,47.4024166666,4.40008333334,52.1026666667,7.67533333333,5.98758333333,25.6526666666,7.66066666666,7.56491666667,7.2065
596.83,8.14474999999,47.38575,4.41616666667,52.0971666667,7.68691666666,6.01066666667,25.6576666667,7.67216666668,7.58658333334,7.24833333333
597.17,8.23675,47.4584166667,4.49858333333,52.18975,7.79358333333,6.10416666667,25.6986666667,7.76833333332,7.65833333334,7.32266666667
597.51,8.24416666667,47.5154166667,4.50658333333,52.2430833333,7.80508333333,6.11975,25.72875,7.77491666666,7.66375,7.34433333333
597.84,8.24566666666,47.511,4.53183333333,52.2449166667,7.829,6.14766666667,25.7095833333,7.80108333333,7.68175,7.36341666666
598.18,8.25400000001,47.50575,4.54783333334,52.2964166667,7.85141666667,6.17408333333,25.7566666667,7.81849999999,7.71858333333,7.382
598.52,8.233,47.50225,4.52083333333,52.3255833333,7.83458333333,6.15391666667,25.7748333333,7.79174999999,7.68208333334,7.36233333333
598.85,8.18183333333,47.47975,4.47441666667,52.277,7.79008333333,6.11166666667,25.7371666667,7.75066666668,7.6305,7.2935
599.19,8.17983333332,47.41275,4.46233333333,52.2811666667,7.7825,6.11083333333,25.7369166667,7.75841666668,7.62433333334,7.29416666666
599.53,8.167,47.3378333333,4.44058333333,52.1889166667,7.78525,6.09691666667,25.6954166667,7.72891666668,7.58866666666,7.2625
599.86,8.14033333334,47.26625,4.39525,52.1053333333,7.75791666667,6.06283333333,25.66725,7.68975000001,7.54958333333,7.227
600.20,8.12366666666,47.2924166666,4.35075,52.1078333334,7.73775,6.02708333333,25.6451666667,7.67625000001,7.52841666666,7.199
600.53,8.06033333332,47.2986666666,4.30625,52.088,7.71516666667,5.96291666667,25.6156666667,7.63399999999,7.48050000001,7.17275
600.87,7.99566666667,47.32125,4.24341666667,52.0798333334,7.63891666666,5.89816666667,25.59825,7.57525,7.43358333334,7.09425
601.21,7.96216666667,47.2618333333,4.203,52.0169166667,7.60341666667,5.86175,25.5503333334,7.55316666666,7.40633333333,7.06283333333
601.54,7.95133333334,47.1460833333,4.19316666667,51.9363333333,7.58158333333,5.82391666667,25.5509166667,7.53458333333,7.38225000001,7.04233333333
601.88,7.92475,47.1276666667,4.16691666667,51.91325,7.53925,5.78783333333,25.5385,7.50024999999,7.37466666667,7.02491666667
602.21,7.91533333333,47.04525,4.16441666666,51.8241666667,7.54208333333,5.78125,25.4715,7.474,7.40083333334,7.01858333334
602.55,7.96658333333,47.1125,4.20191666667,51.89025,7.5965,5.839,25.4850833333,7.52608333333,7.4425,7.082
602.88,7.98416666667,47.1834166667,4.2255,51.869,7.623,5.8525,25.4471666667,7.52349999999,7.44400000001,7.10575
603.22,7.97875000001,47.2215,4.23633333333,51.88925,7.59791666667,5.86258333333,25.4458333333,7.53358333334,7.45808333332,7.11083333333
603.56,7.9595,47.2248333333,4.2335,51.8865,7.57316666667,5.86241666667,25.42025,7.51375000001,7.44091666668,7.11625
603.89,8.01333333334,47.3475833333,4.28941666666,52.04475,7.63991666667,5.93066666667,25.5229166667,7.57433333334,7.50566666667,7.19566666667
604.23,8.04008333334,47.3541666667,4.32575,52.0431666666,7.6555,5.97425,25.5416666667,7.59808333333,7.54350000001,7.21975
604.56,8.04016666668,47.25875,4.32125,51.9743333333,7.63941666667,5.95216666667,25.4854166667,7.57991666667,7.52991666667,7.22075
604.90,8.06791666666,47.2506666667,4.35008333333,51.979,7.66116666667,5.9785,25.48325,7.58924999999,7.55908333333,7.25558333333
605.23,8.05041666667,47.33375,4.33075,52.07675,7.64366666667,5.99266666667,25.5058333333,7.5895,7.56175,7.23916666667
605.57,8.10666666666,47.3559166667,4.38608333333,52.11025,7.67825,6.04,25.53125,7.61991666667,7.58008333334,7.28366666667
605.90,8.14683333333,47.4474166667,4.4405,52.2135,7.71183333333,6.07816666667,25.59975,7.67075000001,7.62074999999,7.33833333334
606.24,8.18041666666,47.4125,4.47275,52.21775,7.72558333333,6.10558333333,25.647,7.697,7.65150000001,7.37766666667
606.58,8.19158333333,47.4018333333,4.47983333333,52.25825,7.72458333333,6.10716666666,25.7141666667,7.70666666667,7.66633333334,7.37108333334
606.91,8.22208333334,47.442,4.50566666667,52.2906666667,7.74975,6.11675,25.7761666667,7.74891666666,7.69483333334,7.399
607.25,8.26016666667,47.4726666667,4.54141666667,52.3661666667,7.774,6.14575,25.83275,7.79900000001,7.74158333334,7.43566666666
607.58,8.25491666667,47.3783333333,4.54608333333,52.2110833333,7.77175,6.13783333333,25.8109166667,7.79866666667,7.72741666666,7.42008333334
607.92,8.25083333334,47.38125,4.52558333333,52.2439166667,7.75475,6.11508333333,25.8360833334,7.78583333334,7.71408333334,7.4075
608.25,8.26716666666,47.45475,4.54216666667,52.3201666666,7.79475,6.1475,25.92525,7.83049999999,7.77166666667,7.44616666667
608.59,8.22866666668,47.4024166666,4.52916666667,52.2446666667,7.7915,6.1375,25.9576666667,7.82550000001,7.75841666666,7.4195
608.92,8.23933333334,47.3469166667,4.53616666667,52.1676666667,7.812,6.1425,25.9536666667,7.81975000001,7.78266666667,7.44775
609.26,8.19116666668,47.273,4.49316666667,52.0884166667,7.761,6.1125,25.9556666666,7.76925000001,7.74974999999,7.42375
609.59,8.16766666666,47.1630833333,4.46975,51.9856666667,7.72983333333,6.08866666667,25.9564166667,7.72258333333,7.72150000001,7.40116666667
609.93,8.15675000001,47.1726666667,4.44866666666,52.0228333333,7.73208333333,6.08608333333,26.0359166667,7.70775000001,7.71958333333,7.41391666667
610.26,8.14858333332,47.1185,4.43708333333,51.9749166667,7.71683333333,6.07866666666,26.0365833333,7.70241666666,7.72533333334,7.43133333333
610.60,8.10341666667,47.0191666667,4.39,51.9060833333,7.68225,6.04558333334,26.01975,7.65083333334,7.69966666667,7.40608333333
610.93,8.08633333333,47.02375,4.37108333333,51.9051666666,7.70408333333,6.02591666667,26.056,7.63758333333,7.71374999999,7.39641666666
611.27,8.07699999999,46.9825,4.35125,51.9364166666,7.67766666667,6.02791666667,26.0958333334,7.61275,7.71066666668,7.40116666667
611.60,8.07158333334,46.90725,4.3515,51.8661666667,7.67941666667,6.03508333333,26.07525,7.60483333333,7.69525000001,7.37208333334
611.93,8.06666666666,46.8625,4.36091666667,51.8429166666,7.66991666667,6.01733333333,26.0694166666,7.57216666666,7.66174999999,7.3645
612.27,8.07983333333,46.93475,4.34658333333,51.9448333334,7.63558333333,5.98458333333,26.10575,7.53125,7.621,7.34983333333
612.60,8.06616666666,46.99175,4.35683333334,52.0185,7.65325,5.97633333333,26.1420833334,7.52208333332,7.58516666667,7.33933333334
612.94,8.0855,47.06225,4.39025,52.0530833333,7.68416666667,6.0015,26.1463333334,7.57841666668,7.61716666667,7.36158333334
613.27,8.06316666667,47.111,4.36908333333,52.0985,7.66575,5.96733333333,26.1255,7.55916666666,7.6005,7.33383333333
613.61,7.99233333333,47.041,4.31716666667,52.0123333333,7.595,5.8935,26.0188333333,7.48316666667,7.53816666666,7.22941666667
613.94,8.01008333334,47.1004166667,4.35033333333,52.06375,7.63616666666,5.92308333333,26.0250833333,7.52008333333,7.55825000001,7.24508333333
614.28,8.04191666666,47.2204166667,4.38933333333,52.2034166667,7.67325,5.939,26.0980833333,7.52674999999,7.57216666666,7.25383333333
614.61,8.00616666667,47.1585,4.359,52.1795,7.627,5.914,26.0630833334,7.49175,7.50299999999,7.19966666667
614.94,7.9715,47.2048333333,4.33883333333,52.1474166667,7.61183333334,5.87008333333,26.0018333333,7.45716666668,7.47149999999,7.15191666667
615.28,7.97741666666,47.29775,4.38175,52.2105833334,7.65316666667,5.91366666667,26.0753333333,7.49141666667,7.54316666666,7.22366666667
615.61,7.94325,47.2793333334,4.34075,52.1983333333,7.63116666666,5.90208333333,26.0378333334,7.47824999999,7.52900000001,7.19041666666
615.95,7.93225,47.298,4.32325,52.1918333334,7.64125,5.90391666666,25.994,7.50208333334,7.54991666666,7.20408333333
616.28,7.94758333334,47.3,4.33075,52.1775833333,7.608,5.92191666667,25.9933333333,7.50116666667,7.58333333334,7.21616666667
616.61,7.94866666667,47.3143333333,4.32325,52.20525,7.66891666667,5.93641666667,26.021,7.48991666668,7.61074999999,7.22391666667
616.95,7.98958333333,47.4034166667,4.35866666667,52.2600833333,7.715,5.97866666667,26.1148333333,7.54675,7.65124999999,7.261
617.28,8.018,47.4503333333,4.36991666667,52.2403333333,7.73616666666,6.00083333333,26.10425,7.55858333333,7.68341666667,7.29983333333
617.62,8.0575,47.5249166667,4.38816666667,52.2801666667,7.74116666667,6.03908333334,26.14275,7.57858333332,7.73258333334,7.31416666667
617.95,8.07641666667,47.51025,4.3985,52.2675,7.73208333333,6.066,26.1244166667,7.6105,7.74775,7.34316666666
618.28,8.0705,47.5509166666,4.40291666667,52.2926666667,7.74825,6.08183333333,26.139,7.59966666666,7.76274999999,7.37066666667
618.62,8.11866666666,47.5530833334,4.45708333333,52.2949166667,7.76575,6.13708333334,26.1619166667,7.64474999999,7.82416666668,7.41041666667
618.95,8.11866666666,47.5296666667,4.44391666667,52.3231666667,7.72391666667,6.11816666667,26.1258333333,7.62408333333,7.78341666666,7.36675
619.28,8.15591666666,47.5561666667,4.48983333333,52.36425,7.71858333333,6.14083333333,26.1735,7.63874999999,7.80741666668,7.39925
619.62,8.14716666666,47.55475,4.48016666667,52.3408333333,7.69408333333,6.10825,26.151,7.5805,7.77408333333,7.36166666667
619.95,8.14791666667,47.59075,4.46716666667,52.39025,7.71308333333,6.09266666667,26.1270833333,7.58175,7.75191666666,7.34983333333
620.28,8.12850000001,47.5074166667,4.44125,52.35775,7.65441666666,6.05708333334,26.0640833333,7.55249999999,7.71775000001,7.29641666667
620.62,8.05325,47.4280833334,4.3645,52.2814166667,7.57083333333,6.01375,25.9491666667,7.47650000001,7.65241666666,7.22033333333
620.95,8.09699999999,47.4435,4.44633333333,52.3404166667,7.63825,6.07416666667,26.0065,7.53991666666,7.69408333333,7.2525
621.28,8.03891666666,47.317,4.42266666667,52.2491666667,7.619,6.03225,25.9590833333,7.51224999999,7.64700000001,7.24475
621.62,8.03625,47.348,4.41658333333,52.2715,7.615,6.01566666667,25.9436666667,7.49133333333,7.624,7.22633333333
621.95,8.05691666667,47.2810833333,4.44175,52.2115,7.58266666667,6.02858333333,25.89575,7.51133333334,7.632,7.23925
622.28,7.98,47.1585,4.36641666667,52.1211666667,7.52525,5.96366666667,25.8524166667,7.44716666668,7.54233333334,7.16975
622.62,7.9845,47.1304166666,4.34283333334,52.0683333333,7.511,5.94541666667,25.8546666667,7.44908333334,7.52324999999,7.15358333333
622.95,7.96099999999,47.1630833333,4.29483333334,52.0363333333,7.502,5.93691666667,25.8338333333,7.42816666666,7.47716666666,7.126
623.28,7.96099999999,47.1856666667,4.291,52.0679166667,7.53083333333,5.95833333333,25.8890833333,7.45575,7.49308333333,7.13158333333
623.62,7.93516666667,47.128,4.25541666666,52.0053333333,7.50466666667,5.92316666667,25.8939166667,7.45208333334,7.481,7.11466666667
623.95,7.93683333333,47.239,4.24325,52.114,7.50841666667,5.91958333333,25.9494166666,7.46791666668,7.47574999999,7.138
624.28,7.9825,47.277,4.286,52.1825,7.5455,5.954,25.9784166667,7.5215,7.49841666668,7.1865
624.62,7.97391666667,47.3095,4.29183333333,52.182,7.51366666667,5.9375,25.9385,7.53024999999,7.50125,7.2245
624.95,8.01466666667,47.3523333333,4.32583333333,52.1968333333,7.55158333333,5.98141666667,25.9466666667,7.58133333333,7.52116666666,7.24058333333
625.28,8.03633333334,47.3671666667,4.35683333334,52.1940833333,7.58691666667,6.01266666667,25.9545833333,7.61058333332,7.5615,7.2815
625.61,8.03883333334,47.4429166666,4.33383333333,52.27375,7.59441666667,5.97508333334,25.9729166667,7.61483333333,7.54758333332,7.26125
625.95,8.11933333334,47.5379166667,4.42958333333,52.3204166666,7.67941666667,6.03883333333,25.9725833333,7.70641666666,7.63433333334,7.34758333333
626.28,8.17616666667,47.6035,4.47333333333,52.3748333333,7.73833333333,6.09958333333,26.0154166667,7.77116666667,7.69933333332,7.43275
626.61,8.23225000001,47.6690833333,4.52733333333,52.4306666667,7.80083333333,6.14391666666,26.0501666667,7.83608333333,7.77025000001,7.50008333334
626.94,8.27099999999,47.66775,4.5625,52.4478333333,7.80891666667,6.1675,26.0460833333,7.87091666666,7.80716666668,7.526
627.28,8.26783333334,47.67025,4.576,52.44625,7.80316666667,6.17908333333,26.0224166667,7.86725,7.79283333333,7.53791666667
627.61,8.32891666666,47.7586666667,4.63708333334,52.4886666667,7.84658333333,6.23525,26.0345833333,7.92550000001,7.83108333334,7.58783333333
627.94,8.36875,47.8053333333,4.66308333333,52.4774166667,7.90025000001,6.27741666667,26.04575,7.94958333334,7.89666666667,7.62675
628.27,8.44174999999,47.9165,4.67075,52.6113333334,7.98166666666,6.33908333333,26.1436666666,7.99391666667,7.94991666667,7.64375
628.61,8.44841666667,47.9354166667,4.65125,52.6514166667,7.98341666666,6.31691666666,26.15175,7.96574999999,7.96341666667,7.65491666667
628.94,8.43975000001,47.8946666666,4.63708333333,52.5915833333,7.96658333334,6.33558333333,26.1290833333,7.96808333332,7.95716666667,7.66091666667
629.27,8.48525,47.947,4.70033333333,52.6298333333,8.02800000001,6.42825,26.1675,8.02166666667,8.0285,7.72916666667
629.60,8.49433333334,47.9955833333,4.70758333333,52.72525,8.02783333333,6.48591666667,26.2458333333,8.01750000001,8.0605,7.7485
629.94,8.47825,48.0808333333,4.72408333333,52.79775,8.01441666667,6.46425,26.2653333334,7.99383333333,8.06916666668,7.73666666667
630.27,8.42974999999,48.0404166667,4.6865,52.7739166666,7.97291666668,6.4215,26.26325,7.95250000001,8.04758333333,7.68716666667
630.60,8.37274999999,47.96775,4.63816666667,52.6948333333,7.92683333333,6.38066666667,26.2203333333,7.89266666666,8.02025000001,7.64666666667
630.93,8.41091666667,47.95275,4.64683333333,52.6429166667,7.92208333333,6.42283333333,26.2315833333,7.90933333332,8.04474999999,7.66025
631.26,8.39266666666,47.90525,4.59975,52.5998333333,7.883,6.37991666667,26.2283333333,7.88383333334,8.02108333333,7.64141666667
631.60,8.38125,47.8750833333,4.59841666666,52.5703333333,7.8435,6.34858333334,26.2263333333,7.90200000001,7.97316666667,7.65333333334
631.93,8.30283333334,47.8150833333,4.55583333333,52.4815,7.76208333334,6.31941666667,26.19875,7.86558333333,7.9165,7.64133333332
632.26,8.28566666666,47.8778333333,4.55283333334,52.51325,7.70991666667,6.32483333333,26.2115,7.87150000001,7.89991666666,7.63591666667
632.59,8.27491666667,47.869,4.55933333333,52.5461666667,7.69525,6.31808333333,26.2150833333,7.86774999999,7.90808333333,7.62841666667
632.92,8.26158333332,47.8690833333,4.54725,52.5056666667,7.688,6.28891666667,26.2384166667,7.86233333334,7.90433333333,7.61458333334
633.26,8.27766666666,47.9323333333,4.5305,52.53275,7.71016666667,6.25666666666,26.24425,7.87133333332,7.89966666667,7.61541666667
633.59,8.19783333334,47.815,4.42983333333,52.41075,7.63808333333,6.19708333333,26.1634166667,7.78316666666,7.80225000001,7.51408333333
633.92,8.19024999999,47.8453333333,4.42466666667,52.4324166666,7.62241666666,6.18625,26.16525,7.7815,7.77041666667,7.529
634.25,8.23633333332,47.9345833333,4.45875,52.5461666667,7.65591666667,6.21733333333,26.20075,7.80516666667,7.76316666667,7.58066666667
634.58,8.25191666666,48.0855833334,4.48366666667,52.6983333333,7.70783333333,6.2495,26.2439166667,7.80641666668,7.81991666667,7.62125
634.91,8.25133333333,48.01075,4.50266666667,52.62125,7.71883333333,6.28016666667,26.2303333333,7.81600000001,7.86491666666,7.621
635.25,8.28199999999,48.0434166667,4.52983333334,52.6895,7.76866666667,6.31616666667,26.2690833333,7.83025000001,7.89258333334,7.635
635.58,8.3205,48.0966666667,4.53958333333,52.7049166667,7.80091666667,6.29766666667,26.30075,7.83225000001,7.89916666666,7.62783333333
635.91,8.37649999999,48.0393333334,4.58441666667,52.67675,7.86941666667,6.32741666667,26.3090833333,7.85233333333,7.93083333334,7.63975
636.24,8.44424999999,48.1534166667,4.6185,52.74075,7.94558333334,6.36258333334,26.4375833333,7.91099999999,7.97266666667,7.68333333333
636.57,8.46550000001,48.17475,4.61658333333,52.75475,7.95716666667,6.38341666667,26.4671666667,7.90116666668,7.96249999999,7.68616666667
636.90,8.35224999999,48.05,4.50983333334,52.68175,7.85375,6.29583333333,26.3755833333,7.78141666667,7.85016666668,7.57425
637.23,8.34066666667,47.98475,4.51308333333,52.61775,7.85825,6.29433333333,26.3213333333,7.80375,7.86433333332,7.59383333333
637.56,8.35150000001,48.0024166667,4.51225,52.6411666667,7.89891666667,6.34366666667,26.3945833333,7.83025000001,7.91191666666,7.60441666667
637.90,8.32650000001,48.018,4.50066666667,52.6894166666,7.90741666667,6.3555,26.4480833333,7.84016666666,7.92775000001,7.60241666667
638.23,8.36325000001,47.91575,4.53308333333,52.58375,7.92266666667,6.35583333334,26.465,7.91016666667,7.93516666666,7.603
638.56,8.38391666666,47.9625833333,4.54966666667,52.7055,7.95866666667,6.37175,26.5411666667,7.89900000001,7.93458333332,7.62666666667
638.89,8.33983333334,47.9136666667,4.46658333334,52.6291666667,7.90733333333,6.32016666667,26.516,7.82774999999,7.87283333334,7.5545
639.22,8.28208333334,47.7334166667,4.42516666667,52.4865833333,7.82675,6.28458333333,26.3551666666,7.73449999999,7.79233333333,7.48933333333
639.55,8.20108333334,47.7339166667,4.33141666667,52.497,7.739,6.20433333333,26.3484166666,7.64625000001,7.69749999999,7.41058333333
639.88,8.21608333334,47.71775,4.308,52.4838333333,7.70058333333,6.19566666667,26.3224166666,7.62600000001,7.69066666667,7.43291666667
640.21,8.23641666667,47.7074166667,4.32458333334,52.4656666667,7.71275,6.20933333333,26.3143333333,7.69033333334,7.73349999999,7.47966666667
640.54,8.34291666667,47.7290833334,4.42,52.5010833333,7.773,6.28933333333,26.4035,7.80083333334,7.82449999999,7.59291666666
640.87,8.41716666667,47.7985,4.44775,52.6255,7.82141666667,6.31108333333,26.5020833334,7.82216666667,7.86041666668,7.60483333333
641.20,8.45441666667,47.7170833333,4.47891666667,52.5435,7.838,6.3295,26.4548333333,7.81441666668,7.8685,7.634
641.53,8.51449999999,47.6600833334,4.52791666666,52.4693333334,7.859,6.378,26.4989166667,7.86449999999,7.92658333332,7.65616666667
641.87,8.44808333333,47.7034166666,4.4215,52.4836666667,7.7795,6.30425,26.44925,7.76533333334,7.85408333333,7.59925
642.20,8.45691666668,47.78275,4.42416666667,52.4410833333,7.77608333333,6.27875,26.4591666666,7.7895,7.83841666667,7.57508333333
642.53,8.46075000001,47.8825833333,4.45433333333,52.5901666667,7.8135,6.30533333333,26.5689166667,7.822,7.88066666668,7.62583333333
642.86,8.40341666667,47.919,4.40508333333,52.6315833333,7.79433333334,6.25675,26.5874166667,7.8145,7.8665,7.59666666666
643.19,8.43974999999,47.95925,4.50833333333,52.627,7.85941666667,6.34825,26.62125,7.90583333333,7.96166666666,7.68108333333
643.52,8.42708333334,47.9841666667,4.60075,52.7010833333,7.92233333333,6.36625,26.6403333333,7.92075,7.98266666668,7.67641666667
643.85,8.34791666666,47.9130833333,4.55583333334,52.6870833333,7.87483333333,6.32366666667,26.5744166667,7.81249999999,7.89600000001,7.63166666667
644.18,8.30825,47.9713333334,4.4925,52.7416666667,7.85441666667,6.28333333333,26.5895,7.76408333333,7.86966666667,7.57716666667
644.51,8.38333333332,48.0274166667,4.60266666666,52.8143333333,7.98208333333,6.38866666667,26.6550833333,7.85649999999,7.95124999999,7.71841666667
644.84,8.41808333332,48.044,4.62841666667,52.841,7.96533333333,6.39725,26.67475,7.87483333334,7.95433333332,7.73141666667
645.17,8.44983333334,48.13225,4.65233333333,52.8901666667,7.97541666667,6.419,26.631,7.89524999999,7.95491666667,7.76825
645.50,8.46425000001,48.1533333333,4.68816666667,52.992,7.99491666666,6.4505,26.68625,7.92841666668,7.96108333334,7.79325
645.83,8.37108333333,48.0730833333,4.61091666667,52.9640833334,7.90149999999,6.39375,26.6025,7.82683333333,7.90733333333,7.71358333333
646.16,8.35991666666,47.945,4.6095,52.8405833333,7.84341666667,6.3825,26.4704166667,7.79758333333,7.85725000001,7.66991666667
646.49,8.42633333334,47.9498333333,4.65691666667,52.8913333333,7.8645,6.411,26.5095,7.83783333334,7.90716666667,7.74316666667
646.82,8.41400000001,47.9168333333,4.61025,52.91275,7.84908333333,6.38441666667,26.5053333333,7.82025,7.87049999999,7.71833333333
647.15,8.48941666666,47.9739166666,4.62441666666,52.9176666666,7.90741666667,6.48483333333,26.5615833333,7.92158333333,7.93850000001,7.78925
647.48,8.55908333333,48.14925,4.70791666667,53.0325,7.97424999999,6.53816666667,26.69775,7.99508333332,8.02008333334,7.85275
647.81,8.63133333332,48.18625,4.81466666666,52.9943333333,8.06958333332,6.63358333333,26.7101666667,8.08125000001,8.08258333333,7.93916666667
648.14,8.58608333334,48.1875,4.75641666667,52.9475,7.97416666667,6.58508333334,26.6749166667,8.03241666666,8.05700000001,7.86633333333
648.47,8.48858333334,48.2036666667,4.64458333333,52.935,7.9,6.49641666667,26.604,7.93783333332,7.98441666666,7.78916666667
648.80,8.37316666666,48.06825,4.54141666666,52.7769166667,7.82525,6.378,26.5131666667,7.83774999999,7.86733333332,7.686
649.13,8.33858333333,48.0061666667,4.58683333333,52.69725,7.82883333333,6.4005,26.51625,7.86783333333,7.90675,7.69675
649.46,8.31358333334,47.924,4.57658333333,52.70875,7.82575,6.38991666667,26.4908333334,7.89041666666,7.88216666667,7.69333333333
649.79,8.28291666667,47.9323333334,4.532,52.6813333333,7.81166666667,6.34091666667,26.492,7.87233333334,7.86941666668,7.68016666667
650.11,8.33041666666,48.0035,4.56391666667,52.7449166666,7.87383333334,6.42925,26.5785833334,7.92474999999,7.91483333334,7.69408333333
650.44,8.36525000001,48.0645833334,4.58241666667,52.7603333333,7.88633333333,6.45091666666,26.599,7.93874999999,7.94083333332,7.70408333333
650.77,8.29841666667,47.9480833333,4.54383333333,52.6785833333,7.81725,6.40558333333,26.5349166667,7.85625,7.881,7.63325
651.10,8.27225000001,47.8546666666,4.47775,52.6231666667,7.77891666667,6.39358333334,26.44375,7.81758333333,7.81249999999,7.57058333333
651.43,8.26491666666,47.84275,4.45783333333,52.6951666667,7.74441666667,6.35208333333,26.4665,7.79408333334,7.76550000001,7.5465
651.76,8.24349999999,47.7685833334,4.452,52.6264166667,7.729,6.34941666667,26.4205,7.78083333332,7.74941666667,7.526
652.09,8.26508333333,47.7490833334,4.4965,52.5985,7.76108333333,6.41425,26.4685833333,7.82925,7.76916666667,7.54308333333
652.42,8.28466666667,47.76125,4.53875,52.6920833333,7.7925,6.46266666667,26.5125,7.85833333333,7.82875000001,7.57241666667
652.75,8.23200000001,47.6938333333,4.42158333333,52.66325,7.70716666667,6.35366666667,26.40575,7.71916666667,7.71916666666,7.49925
653.08,8.28899999999,47.8243333333,4.471,52.7369166667,7.73233333333,6.37725,26.5226666667,7.72383333333,7.75558333334,7.55683333333
653.41,8.23641666666,47.90825,4.45583333333,52.846,7.6865,6.33416666667,26.5210833333,7.66133333333,7.68958333333,7.50416666667
653.74,8.19258333334,48.0503333333,4.45483333333,52.9835833333,7.67116666667,6.26525,26.5206666667,7.64083333334,7.65025,7.47175
654.06,8.13508333334,48.078,4.40791666667,52.9573333334,7.6105,6.20516666666,26.4755833333,7.58783333332,7.59716666666,7.43475
654.39,8.05475000001,48.0780833333,4.33275,52.9161666667,7.58483333333,6.09408333333,26.4505833333,7.51558333334,7.56341666668,7.38416666667
654.72,8.07291666666,48.0458333334,4.34141666667,52.9175833333,7.55675,6.056,26.5015,7.53791666667,7.64000000001,7.40091666667
655.05,8.06533333334,48.0875,4.30991666667,52.9274166667,7.52758333333,6.07658333333,26.4939166667,7.51783333334,7.68199999999,7.393
655.38,8.09724999999,48.10775,4.313,52.9343333333,7.58125,6.0865,26.5168333333,7.56224999999,7.69708333334,7.41758333333
655.71,8.09275,48.11975,4.30333333333,52.9504166667,7.56341666667,6.0435,26.4448333333,7.55224999999,7.69325000001,7.40341666666
656.04,8.22125,48.2705833333,4.38458333333,53.0021666666,7.65308333334,6.12658333334,26.5516666667,7.65858333334,7.81841666666,7.51291666667
656.37,8.36183333334,48.3334166667,4.52041666666,52.9860833333,7.76425,6.28775,26.7149166666,7.83574999999,7.94816666667,7.62950000001
656.69,8.42708333333,48.2948333333,4.57908333333,52.8409166667,7.81808333333,6.33491666667,26.6556666667,7.90725,7.97925000001,7.67025
657.02,8.53266666666,48.349,4.65966666667,52.8363333333,7.90641666666,6.4795,26.7008333333,8.04499999999,8.12541666666,7.77708333334
657.35,8.55716666666,48.3589166667,4.67875,52.8150833333,7.89816666667,6.53191666667,26.7099166667,8.06324999999,8.16383333334,7.79591666667
657.68,8.64774999999,48.2683333334,4.74175,52.7663333333,7.95641666666,6.59491666667,26.7136666666,8.10949999999,8.24341666667,7.86508333333
658.01,8.58808333334,48.2260833333,4.68841666666,52.6943333334,7.86916666667,6.56283333333,26.5825,8.09583333334,8.2015,7.81683333333
