wavelength,Back_SalCinm,Belly_SalCinm,Breast_SalCinm,Crissum_SalCinm,Crown_SalCinm,DorTail_SalCinm,Patch10_SalCinm,Rump_SalCinm,Throat_SalCinm,WingTip_SalCinm
213.30,-17.4305833334,-15.4165833333,-25.3471666667,-9.65275,-15.4861666667,-17.2918333334,-25.3471666667,-22.29175,-14.5834166667,-19.3054166667
213.68,-21.0915,-20.3539166667,-29.71975,-16.6666666667,-19.83775,-24.18875,-32.0059166667,-24.33625,-17.2566666667,-21.4603333333
214.06,-16.6665833333,-20.0940833333,-28.226,-16.5323333333,-19.9596666667,-19.7580833334,-29.7715,-23.1855,-14.38175,-19.5565833333
214.44,-41.74675,-43.34925,-51.8428333333,-36.859,-45.1120833334,-42.5480833333,-52.64425,-48.2371666667,-39.8236666667,-41.0256666667
214.81,-59.7058333332,-63.13725,-70.39225,-55.392,-61.4706666667,-61.07825,-71.1763333333,-68.6275,-57.7451666667,-60.2940833334
215.19,-74.4213333334,-82.4073333334,-86.4582500002,-68.6344166666,-77.6620833333,-75.8100833334,-86.8056666667,-87.8470833332,-77.1990833333,-76.7360833332
215.57,-62.8205833333,-67.6280833333,-73.3974999999,-55.9828333333,-64.2094166667,-67.6281666667,-75.6410833333,-75.5340833333,-66.453,-68.376
215.95,-68.1110000001,-74.8889166666,-81.22225,-65.22225,-69.3334166667,-77.3335,-79.4445833333,-85.1111666667,-75.7778333334,-73.22225
216.32,-94.6077500001,-96.8135833335,-106.25,-87.1323333334,-92.5245833333,-98.0393333332,-100.1225,-107.843166667,-101.348,-93.5048333335
216.70,-64.9350833332,-66.6665833334,-75.2164166666,-53.13875,-59.3075,-62.013,-63.2033333333,-77.0562500001,-73.5930000001,-60.9306666667
217.08,-34.756,-37.29675,-48.2722500001,-22.2561666667,-34.1463333333,-30.2846666667,-36.8901666667,-46.0365833333,-48.2723333333,-33.1301666667
217.46,-34.7883333333,-45.2380833333,-60.053,-21.9576666667,-41.9311666667,-26.8519166667,-41.799,-48.0159166667,-55.9523333334,-35.9789166667
217.83,-55.7290833334,-67.7083333333,-89.9305833334,-31.2500833333,-63.0208333333,-42.53475,-62.5,-73.4375000001,-77.9514166668,-46.8750833333
218.21,-33.3333333334,-40.8496666667,-64.0523333334,-10.621,-32.0260833333,-22.7125833333,-35.9475833333,-50.9804166667,-58.3333333333,-20.0980833333
218.59,-1.32283333332,-7.93641666667,-27.6455,11.5078333333,3.57141666667,3.96841666667,-7.80433333336,-21.5608333333,-27.51325,-0.529083333333
218.97,-15.113,-22.7401666667,-47.5987500001,-1.55358333332,-15.5365833333,-6.63824999997,-20.19775,-44.3503333333,-46.8926666666,-16.243
219.34,-17.77775,-17.63875,-49.4444999999,-2.63891666667,-16.9444166667,-13.1945,-20.41675,-43.7498333333,-43.1945,-19.9999166667
219.72,-35.9195833333,-30.02875,-62.50025,-16.8103333333,-36.2068333333,-28.5919166667,-35.3449166667,-55.4598333332,-58.1896666667,-37.2126666667
220.10,-30.8200833333,-24.6031666667,-54.7619166666,-11.5078333333,-35.0528333333,-27.7778333333,-35.9790833333,-50.92575,-54.4973333333,-32.8043333334
220.47,-7.76508333335,-5.96591666666,-28.0301666667,2.65141666667,-10.32175,-8.99608333333,-18.84475,-29.1666666667,-27.4619166667,-12.0264166667
220.85,-12.0966666667,-11.6486666667,-33.7814166667,-6.27258333334,-15.8601666667,-15.7705,-23.2975833333,-32.1684166667,-28.0465833334,-18.9069166667
221.23,-24.17575,-29.1209166667,-46.6116666667,-19.4139166667,-31.7765833333,-31.044,-34.7069166667,-45.1465,-35.348,-36.4468333333
221.61,-21.0244166667,-22.4770833333,-35.7798333333,-18.34875,-25.0765,-25.9175,-30.04575,-36.7736666667,-28.9756666667,-32.5688333333
221.98,-9.73383333331,-13.8655833333,-23.6693333334,-10.5041666667,-15.056,-13.2355,-19.4676666667,-24.8599166667,-18.8374166667,-23.0390833333
222.36,-17.5840833334,-21.40675,-31.8043333333,-17.7370833333,-24.54125,-23.4710833334,-31.1926666667,-33.4098333333,-24.7706666666,-35.7035
222.74,-15.5271666667,-17.6638333333,-27.6354166667,-12.2506666667,-21.29625,-20.6553333334,-26.1395,-29.6295833333,-20.7265,-32.7635833333
223.11,-7.57575,-9.97483333333,-19.4444166667,-4.92416666666,-14.7096666667,-15.9720833333,-18.3713333333,-20.1389166667,-13.32075,-23.2323333333
223.49,-7.90758333334,-11.9830833333,-21.4720833333,-7.66441666668,-16.0584166667,-18.674,-20.438,-23.3576666667,-16.91,-23.8443333333
223.87,-7.63883333333,-12.7526666667,-25.0631666667,-10.5428333333,-14.7095833333,-17.74,-20.9595,-24.3055833333,-15.0884166667,-22.0328333333
224.24,-11.7488333333,-16.5299166667,-27.1175833333,-13.7295833333,-15.5738333333,-19.7404166667,-24.38525,-26.366,-14.4123333333,-25.1365
224.62,-25.2405,-35.2564166667,-45.5929166666,-29.4069166667,-33.0126666667,-36.2179166667,-39.343,-43.18925,-25.9614166667,-46.154
225.00,-46.08425,-61.7469166667,-71.988,-54.0158333334,-60.4415833333,-60.54225,-64.1566666666,-69.4778333333,-53.8153333333,-69.8795833333
225.38,-65.4763333333,-83.0085000001,-93.1817500001,-77.4891666668,-79.1124166666,-81.1689166666,-85.6060833333,-87.6623333334,-80.1948333333,-87.3375833334
225.75,-77.58225,-95.6572499999,-106.57275,-87.0891666668,-91.3143333333,-99.6478333334,-91.19725,-97.06575,-94.4834999999,-98.00475
226.13,-77.4123333334,-90.4606666667,-103.618416667,-80.4824166667,-87.8290000001,-101.53525,-85.4165833333,-99.7805833332,-91.9957499999,-96.4912500001
226.51,-74.39775,-86.747,-96.0843333335,-75.9034999999,-83.7349166668,-91.7670833332,-79.016,-93.9758333335,-89.1566666667,-87.5503333333
226.88,-64.0739166667,-81.6665833333,-86.4814166666,-70.6483333333,-78.9815,-84.1665833333,-73.98175,-81.9445000001,-77.4074166667,-73.8888333333
227.26,-59.4735833334,-78.5089166667,-78.7718333333,-65.3508333333,-69.0350833334,-74.4736666667,-70.7896666667,-73.2456666666,-70.4385,-65.52625
227.64,-51.8430833333,-67.4679166667,-68.26925,-55.7691666667,-58.81425,-60.1764166667,-64.2629166667,-60.8173333333,-60.5769166667,-52.8845833334
228.01,-29.0713333334,-40.5215,-41.15775,-29.32575,-34.542,-35.6233333333,-40.0125833333,-37.4681666666,-37.1501666667,-27.7989166667
228.39,-10.7898333333,-19.7014166667,-22.0616666667,-12.81325,-16.0886666666,-16.3775833333,-18.3045,-19.9420833333,-19.3159166666,-11.2716666667
228.76,-6.59383333333,-11.89325,-13.7540833333,-8.53550000001,-10.4775,-10.8009166667,-10.8414166667,-13.4709166667,-14.7655,-4.53058333332
229.14,-7.92958333335,-12.15125,-13.583,-10.0586666667,-11.6373333333,-10.7563333333,-11.16025,-14.2438333334,-13.8765833333,-6.49783333333
229.52,-4.35216666668,-7.11866666667,-9.31158333332,-4.52091666668,-7.08499999999,-5.22941666666,-5.12808333334,-9.95275,-10.0203333333,-1.72066666667
229.89,-0.346,-3.83641666666,-6.66650000001,-0.723166666665,-3.14458333332,-0.377333333335,-2.29558333334,-7.51566666666,-6.195,1.85533333333
230.27,1.01183333333,-1.99408333333,-5.119,-0.416750000003,-1.66666666667,1.66675,-0.327416666665,-6.10108333333,-4.91074999999,2.97625
230.65,2.52766666667,0.694416666667,-3.52766666668,0.583166666667,0.888750000002,3.16675,2.30541666667,-4.36125,-2.0555,4.75
231.02,0.844583333325,0.2535,-5.71516666666,-0.788416666668,0.309833333332,2.08325,2.98441666667,-6.36266666666,-3.37833333334,2.1115
231.40,-1.64275,-0.238916666667,-8.66191666669,-2.927,-2.68816666667,-0.537666666669,2.479,-9.16975,-5.79441666666,-1.31433333333
231.78,-4.02525000001,-2.23266666667,-11.10075,-5.59741666667,-5.18883333334,-4.02516666666,1.91816666667,-11.8238333333,-7.76725,-5.72325
232.15,-16.21525,-14.3749166667,-24.9999166667,-17.6041666667,-18.6806666667,-14.9999166667,-9.13191666667,-24.4444166666,-20.4514166666,-19.7915833333
232.53,-30.7268333333,-27.01425,-39.5339166667,-30.4108333333,-34.0046666667,-26.97475,-21.3665,-37.5593333333,-35.1105833334,-33.8861666666
232.90,-31.9651666667,-27.0315833333,-41.66675,-30.4311666667,-34.3283333333,-26.86575,-22.4293333334,-36.8989166667,-34.5771666667,-34.36975
233.28,-26.40175,-19.7819166667,-34.5795833334,-24.0654166667,-26.1681666666,-21.8456666667,-16.0046666667,-30.6075,-27.0638333333,-27.7258333333
233.66,-26.4975,-20.622,-35.5223333333,-25.4993333334,-27.45775,-22.5038333333,-18.3565,-31.0291666667,-25.5758333333,-28.3025
234.03,-31.1443333333,-23.6175,-38.9016666667,-29.7618333333,-31.3749166667,-25.5759166667,-22.0046666667,-33.6021666667,-28.9555,-30.7989166667
234.41,-39.2635,-33.3333333333,-45.7750833333,-36.2791666666,-39.45725,-32.4030833333,-30.62,-40.2713333333,-37.248,-38.4495833333
234.78,-44.9530833333,-40.9624166667,-51.6824166667,-40.7668333334,-46.3615,-38.4194166667,-35.6416666667,-44.8354166667,-43.93575,-44.0924166667
235.16,-37.7708333333,-35.1625,-43.5635833333,-33.6720833333,-39.9390833333,-31.5378333334,-30.8265833333,-37.6354166667,-37.195,-36.1786666667
235.54,-29.9526666667,-28.2028333333,-34.579,-26.1269166667,-32.47325,-23.3984166667,-24.0509166667,-29.5965833333,-28.9145833334,-27.6986666667
235.91,-28.463,-25.47875,-32.7421666667,-23.5360833333,-30.4054166667,-20.3828333333,-22.2690833334,-27.5619166666,-27.3648333333,-24.8311666667
236.29,-19.9074166667,-18.2355833333,-23.91975,-15.5348333333,-21.6049166667,-12.6800833333,-14.1975833333,-19.6501666667,-20.0875,-17.02675
236.66,-14.6140833333,-14.9851666667,-19.5599166667,-12.3640833333,-17.3095833333,-9.174,-10.6579166667,-15.70225,-15.7023333333,-12.463
237.04,-14.09875,-14.6800833333,-18.19275,-12.064,-16.6423333333,-9.30233333332,-9.44758333334,-14.6318333333,-15.7945,-12.2334166667
237.41,-14.3166666667,-15.5765833333,-18.6045833333,-11.7731666667,-16.9816666667,-9.69,-9.10858333334,-14.3411666667,-16.3274166667,-11.8216666667
237.79,-13.0883333333,-14.2411666667,-16.57075,-10.0143333333,-15.2016666667,-8.06933333334,-7.18058333333,-13.5205,-15.49,-10.39875
238.17,-11.32775,-12.3026666667,-14.8793333333,-8.21725,-13.9738333333,-7.21925000001,-5.22283333333,-12.5580833333,-13.9741666667,-9.61008333334
238.54,-9.49825,-8.40058333334,-12.5446666667,-6.51883333333,-11.3351666667,-5.802,-2.64341666667,-10.05825,-11.559,-7.32525
238.92,-9.31250000001,-6.64583333334,-11.2708333333,-6.27083333333,-9.99999999999,-6.16666666668,-2.89583333333,-9.77083333333,-11.4791666667,-7.39583333334
239.29,-9.77725,-6.90991666667,-10.93225,-6.8895,-10.0041666667,-6.43566666666,-2.00066666667,-10.0041666667,-12.5413333333,-6.86883333333
239.67,-8.95691666667,-6.00908333333,-9.92058333334,-6.53825,-8.99475,-5.66891666667,-0.132333333332,-9.07033333334,-11.6780833333,-5.44208333333
240.04,-7.85991666666,-5.96683333333,-8.36716666666,-6.27116666667,-8.31641666667,-5.426,0.625416666667,-8.24875000001,-10.1421666667,-3.90466666666
240.42,-7.705,-5.5655,-7.66,-6.91199999999,-8.21358333334,-5.56558333333,1.122,-8.00433333333,-8.76724999999,-3.35125
240.79,-6.817,-4.19908333333,-6.29866666667,-5.24875,-6.64858333333,-3.95283333333,2.98091666667,-6.60958333333,-6.67433333334,-2.35875
241.17,-4.32141666667,-1.32625,-4.06725,-2.28775,-4.11141666666,-0.939333333332,5.37141666666,-4.10033333333,-3.82416666667,0.176750000001
241.54,-2.97683333333,-0.00991666666668,-2.96708333333,-0.998583333335,-3.27075,0.577749999999,6.316,-2.94741666667,-2.65366666666,1.28283333333
241.92,-1.81491666667,1.63175,-1.59691666667,0.226833333333,-2.103,1.623,7.31225,-1.66666666666,-1.55325,2.26
242.29,-0.989499999999,2.67041666667,-0.699833333332,1.08591666667,-1.24683333333,2.45333333333,8.51816666666,-0.868666666666,-0.635416666668,3.09675
242.67,0.553,3.81175,0.5905,2.36158333334,-0.0300000000007,4.00608333333,9.88049999999,0.642750000002,0.605166666666,4.47691666666
243.05,2.01216666667,5.04516666667,1.85175,3.77658333334,1.16658333333,5.71591666667,11.5558333333,2.26758333333,2.09258333333,6.06583333333
243.42,2.21975,5.65375,1.86058333334,4.23858333333,1.53008333333,5.99133333333,11.8390833333,2.77308333333,2.579,6.14216666667
243.80,2.43175,6.13641666667,2.36791666667,4.828,1.88425,6.42066666667,12.1443333333,2.95808333333,3.27083333334,6.4135
244.17,4.09475,7.5185,3.50566666667,6.41625,3.08125,7.59375,13.6811666667,4.47141666667,4.75891666667,7.46375
244.55,5.11225,8.49358333333,4.12325,7.55816666667,4.08316666667,8.44691666667,14.7019166666,5.40616666667,5.44658333334,8.27991666667
244.92,5.51733333333,8.96891666667,4.367,8.16166666667,4.57033333333,8.702,14.8421666666,5.778,5.71433333332,8.67025000001
245.30,5.33491666667,8.17549999999,3.79941666667,7.59266666667,3.98741666667,8.21808333333,14.4876666667,5.36533333333,5.46233333332,8.22391666668
245.67,5.43141666667,8.05483333334,4.0665,7.65358333333,4.25033333333,8.26075,14.81175,5.52025,5.59266666667,8.30549999999
246.05,5.322,7.44975,3.84408333333,7.323,4.17933333333,8.05416666667,14.79275,5.41858333333,5.54533333333,8.09466666667
246.42,5.0645,6.981,3.68408333333,6.93433333333,4.08508333333,7.81566666667,14.293,5.26016666667,5.26008333333,7.94158333334
246.79,4.80175,6.61916666667,3.24708333333,6.70975,3.81133333333,7.42025,14.1215,4.90525,5.13775,7.71316666666
247.17,4.74833333333,6.4355,3.14816666666,6.55475,3.58108333333,7.35241666667,13.959,4.63316666667,5.1055,7.59875
247.54,4.58358333333,6.19116666667,3.09183333333,6.28458333333,3.36858333333,7.22675,13.8925,4.53866666667,4.92,7.59316666667
247.92,4.53891666667,6.04591666667,2.87008333334,6.21858333334,3.20091666667,7.09983333333,13.7139166667,4.55691666667,4.70058333333,7.45941666667
248.29,3.7665,5.48441666667,2.25491666667,5.55191666666,2.72091666666,6.68308333334,13.2416666667,3.87683333334,4.07591666667,6.87858333333
248.67,3.39975,5.25416666667,2.16441666667,5.46066666667,2.48466666667,6.48925,13.0285,3.63816666667,3.90866666667,6.79566666667
249.04,3.09291666667,4.90341666667,2.06308333334,5.15616666666,2.17308333333,6.28116666667,12.9544166667,3.46666666667,3.55833333333,6.69533333334
