wavelength,Back_TanGyrm,Belly_TanGyrm,Breast_TanGyrm,Crissum_TanGyrm,Crown_TanGyrm,DorTail_TanGyrm,Patch10_TanGyrm,Patch11_TanGyrm,Patch12_TanGyrm,Patch13_TanGyrm,Rump_TanGyrm,Throat_TanGyrm,WingTip_TanGyrm
185.63,-80.5555333333,90.5554666665,33.6110666667,-52.5000666666,-10.2778666665,16.5278333334,-81.6667333335,93.8889333332,57.4999333332,94.4444000001,78.8889333335,104.444533333,-119.999933333
186.01,-69.2307999999,89.7436666666,30.7693333333,-45.3846,5.38466666666,20.2565,-63.3332666667,92.0514666666,65.6410666667,77.6924666666,76.1538666667,88.9744000001,-97.6923333334
186.39,-25.3333333333,77.3333333332,43.6666666667,-16.8333333334,29.3333333332,29.5833333333,-27.8333333333,79.4999999999,63.0,64.8333333334,65.4999999999,78.5,-34.8333333333
186.77,-7.97626666667,63.8093333333,42.6189333333,-10.3571333334,28.9286666667,21.8452666667,-13.8094,62.262,49.9999333334,55.2380666667,58.5714666667,58.3332666667,-14.5238666667
187.15,8.00006666667,64.1026000001,49.5384,2.56406666664,37.7435333333,34.6154333333,1.94860000001,60.9230666667,59.2820000001,67.1796,62.0513333333,58.7692,-0.718
187.53,1.71166666668,42.7026666667,31.5316,-4.14413333333,32.0720666667,19.5945666667,-2.52253333332,39.4595333333,40.4504666667,51.6216666667,45.9457333333,39.7296666667,-9.81973333332
187.91,-4.50973333333,37.7450666667,23.9216,-12.5489333333,22.451,7.549,-10.2941333333,31.2744666667,32.353,43.8236,46.4706,29.6078666667,-17.2551333333
188.29,2.72726666667,36.5908,26.2121333333,1.74240000001,24.5454666667,10.6059,2.19693333334,31.212,32.5001333333,38.7878,41.6666,22.5000666667,-6.74233333332
188.67,2.80706666666,38.7718666667,26.0524666667,5.7896,26.2282,3.72823333334,-3.24566666666,32.7192666667,32.0176,38.1579333333,43.1578666667,22.9824,-13.4210666667
189.05,2.71313333333,29.1473333333,21.3177333333,-0.620266666674,18.6822,-1.55043333335,-4.26346666668,24.3411333333,24.6512,33.8759333333,33.7985333333,16.2791333333,-16.1240666667
189.43,8.46666666666,31.8666666667,22.0666666667,5.66666666668,19.3333333333,4.43333333333,3.53333333334,25.2666666667,29.4,38.0,35.5333333333,17.9333333333,-5.80000000002
189.81,-2.84553333334,26.8293333333,13.4958666667,-9.18706666667,11.8698666667,-7.2765,-11.3820666667,15.2845333333,18.2114,26.3414,29.5122666667,8.29273333334,-22.1952
190.19,-26.9047333333,21.0714,7.38093333332,-32.6191333333,2.61906666668,-25.1785333333,-32.0239333333,1.07146666666,5.71440000001,23.2142666667,25.7142,3.69046666668,-52.8572666666
190.57,-77.2222666666,-1.11106666667,-24.2593333334,-82.4072666665,-30.0000666667,-65.6480666667,-76.2963333335,-27.2223333333,-26.8518000001,19.2592666667,5.7408,-25.3703333333,-115.185133333
190.95,-81.4034666665,-6.6666,-27.1929333333,-82.4561999999,-28.2456,-60.1753999999,-72.1052666666,-34.2104666667,-33.5087333333,27.3682666666,-3.15786666666,-26.6667333333,-117.368466667
191.33,-113.170733333,-43.5772,-67.9673999999,-121.138333333,-55.6096666667,-101.6261,-103.5774,-67.6421333333,-74.9592666666,-13.3332,-45.691,-63.252,-145.853666667
191.71,-121.951266667,-39.0244,-72.0324666666,-126.991933333,-59.0243333333,-97.8861333333,-110.0814,-70.0811333333,-71.8699333333,-8.13006666666,-55.1218666667,-68.4551333334,-144.3902
192.09,-114.610066667,-34.1843333333,-69.3615999999,-109.219866667,-50.6384,-83.0496333333,-100.0,-62.5531333334,-59.8581333334,-9.7872,-50.4964,-54.0425333334,-132.907866667
192.47,-120.289933333,-35.2174,-72.3188000001,-114.927533333,-52.319,-81.8116333334,-103.0436,-61.3042000001,-64.6376000001,-14.9274666667,-50.2898666666,-45.6522000001,-132.173866667
192.85,-134.999866667,-40.9722,-83.6110666667,-123.333333333,-59.5833333333,-90.2776999999,-110.4168,-72.639,-75.6944666668,-22.9167333333,-60.6943333333,-57.0834000001,-135.2778
193.23,-252.5,-91.0416666667,-166.25,-212.083333333,-112.708333333,-175.0,-195.0,-144.375,-156.041666667,-83.9583333333,-122.291666667,-129.791666667,-236.041666667
193.61,-213.5136,-71.5315999999,-142.342333333,-175.855933333,-90.6305333333,-142.5226,-156.035866667,-118.378466667,-138.018,-75.1351333333,-104.324333333,-118.3784,-202.702733333
193.99,-129.811333333,-35.7232,-87.9244666667,-104.151,-51.8238666667,-86.2892666666,-90.4402666666,-64.0251333334,-84.0251999999,-30.3144,-56.1005999999,-68.9308666665,-124.1508
194.37,-68.8888666667,-12.7777333333,-43.5714666667,-50.0001333333,-20.2381333333,-39.8015666667,-43.3333333334,-28.4922,-38.6506666667,-6.58733333334,-27.619,-29.1268666667,-60.3968666666
194.75,-42.1621333333,1.98199999999,-20.0601333333,-24.8049333333,-2.04213333333,-20.9908,-20.8409333333,-10.3304,-14.4744666667,3.60360000001,-9.97,-13.7537333333,-35.7958
195.13,-38.4522,5.95246666668,-17.8571333333,-21.25,3.39293333334,-20.1786666667,-19.0476,-5.59533333333,-8.63099999999,1.42866666666,-9.22613333335,-12.2023333333,-34.2260666667
195.51,-18.8631333333,20.7235333333,-1.49873333333,-2.99740000001,16.3308,-2.68743333334,-2.9974,9.04406666666,5.63319999998,12.61,5.06453333333,1.08533333331,-15.6589333333
195.89,-17.0706666666,16.2120666666,0.605933333328,-0.403999999981,15.5050666666,-6.23733333333,-2.07066666667,9.29293333333,4.09086666666,11.6666666667,7.3232,4.29293333333,-15.6060666667
196.27,-5.93593333335,24.4749333333,11.6436666667,9.13233333334,24.9316,3.1735,10.6849333333,17.4885333333,10.5936666667,19.8629333333,15.8904,12.0546666667,-3.60746666668
196.65,-5.74713333333,25.4252,11.8161333333,8.50573333336,27.2185333333,3.37939999999,11.1265333333,16.6436666666,13.2412666667,23.8621333333,16.8274666667,9.97706666667,-1.70126666668
197.03,5.3334,31.6362666667,21.5759333333,15.5555333333,32.2423333333,14.0606,20.4039333333,23.7576,23.5151333333,32.4444666667,22.0203333333,15.9595333333,8.80813333332
197.40,10.6129333333,34.3679333333,27.0498666667,16.1686,34.9042,16.705,23.0651333333,26.6666,28.1225333333,35.3256,24.3294666667,19.9616,13.5248
197.78,10.8915333333,32.5582,26.1239333333,14.1085333333,34.1472,13.5078666667,20.6976666667,25.3488666667,26.7440666666,33.9536,22.907,21.4728666667,14.3024
198.16,7.03706666666,31.4074666667,25.2224666667,12.1482666667,31.2962,11.8890333333,17.7036666666,22.8148666667,24.6667333333,32.4444666667,20.9999333333,19.5185333333,14.8888666667
198.54,3.66080000001,27.2446666667,19.3448,5.81873333333,25.7032666667,3.8728,11.5992666667,19.345,17.6492666667,27.2446,17.6878,11.3679333333,9.55686666668
198.92,5.04706666667,26.8926666667,16.7608,4.93413333335,22.7118,3.29556666666,9.79293333333,17.0998,14.8776,26.1393333333,17.0244,8.88886666667,8.58753333333
199.30,5.08666666667,29.9422,18.8824,6.2428,22.0808,4.0269,13.1020666667,16.3776666667,13.9884,29.788,18.0732,8.51633333333,11.5221333333
199.68,-8.48493333335,23.1701333334,10.1166666667,-5.03493333334,14.1258,-8.55476666667,3.86953333335,4.52213333333,3.35666666666,25.408,7.87880000001,-2.47093333331,3.03013333331
200.06,-12.64,26.88,7.14666666669,-9.22666666668,13.0133333333,-9.25333333334,5.27999999998,-4.05333333333,0.85333333332,23.7333333333,4.90666666667,-7.25333333333,2.93333333332
200.44,-29.9333333333,17.3333333334,-7.13333333333,-27.9333333333,1.4,-27.4666666667,-9.66666666665,-24.0666666667,-11.7333333333,11.4,-10.7333333333,-24.5333333333,-9.66666666667
200.82,-32.9372,14.3234666667,-10.6272,-30.825,-3.82833333334,-31.7161333333,-8.71279999999,-30.495,-17.2938,3.49839999999,-12.8712,-28.5147333334,-14.9176
201.19,-51.0605333333,1.36353333334,-22.9547333333,-47.4999333333,-15.3030666667,-52.6515333333,-22.1968666667,-50.4544666667,-32.5,-12.7273333333,-28.8635333333,-40.8332666667,-26.2877333333
201.57,-44.2293333333,1.21866666667,-19.0681333334,-37.9927333333,-13.8352,-41.5770666667,-15.5555333333,-46.2364666667,-30.7527333333,-7.59866666667,-26.4516,-33.1899333333,-20.7168666667
201.95,-46.8354666667,6.6666,-13.8396666667,-36.2869333333,-15.6962,-42.4472666667,-9.36713333332,-50.8862,-33.671,-3.1224,-23.1224666667,-35.9492666667,-16.0336666667
202.33,-48.6274666667,9.21566666666,-14.3138,-34.4117333333,-13.5295333333,-45.0979666666,-2.45093333333,-58.6274666667,-38.4312666667,-3.2354,-27.745,-38.2353333333,-15.3920666667
202.71,-39.9074666667,21.9445333333,2.03706666667,-18.0556666667,2.22233333333,-28.1019,11.8517333333,-48.9814666667,-24.537,9.537,-17.5,-24.8148,-3.98146666667
203.09,-94.0170000001,18.4616666667,-13.5042,-44.7863999999,-14.8717999999,-70.5983333333,12.8206666667,-111.794866667,-65.4700666666,-8.88886666664,-54.1880666667,-58.9743999999,-20.6837999999
203.47,-86.4999999999,14.3333333333,-14.3333333333,-36.1666666666,-11.1666666667,-53.6666666667,19.5,-104.833333333,-60.1666666665,-6.83333333334,-45.1666666667,-53.5000000001,-17.8333333333
203.85,-59.6153333333,13.3334666667,-6.282,-19.8718666667,-5.38466666666,-33.9102333333,20.3847333333,-75.8974666667,-40.2564,-2.17946666666,-28.077,-29.8718666667,-11.1538666667
204.22,-38.6854,16.4318666667,4.50693333334,-8.16906666667,4.31933333332,-24.2723,19.5304666667,-42.6290666666,-22.7229333333,3.756,-16.1502666667,-16.1504,-6.85433333333
204.60,-30.8942666667,18.2114,6.58533333332,-1.38220000001,5.60980000001,-15.7722666667,20.1626,-35.2032666667,-16.6666666667,8.78053333333,-11.2194666667,-12.8455333333,-5.85373333334
204.98,-14.9276666667,23.4057333333,16.7391333333,11.2318666667,15.3623333333,-2.06536666666,25.5797333333,-18.9854666667,-3.18839999999,18.913,-1.88400000001,-0.07233333332,4.92753333332
205.36,-16.1109333333,25.6349333333,18.3332666667,14.4444,16.9046666667,-3.6905,24.2063333333,-21.6665333333,-6.34926666667,18.2538666667,0.23813333334,-3.65093333334,2.53973333334
205.74,-27.7144,22.5714666667,15.5236,11.9048,15.6191333333,-16.9999333333,20.9524,-35.9048,-14.7618,9.14279999998,-4.85719999999,-15.7141333333,-0.85720000002
206.12,-34.6321333333,14.9783333333,6.8398,5.28133333331,11.0821333333,-23.6362666667,11.6884,-36.5369333333,-14.4589333333,0.952333333334,-13.3334,-18.528,-8.13846666669
206.50,-55.1692666667,3.96126666666,-4.92760000002,-9.17886666667,-0.77286666666,-40.4831333333,2.89859999999,-59.7102666667,-26.1834666667,-15.3622666667,-30.4347333333,-36.9082666667,-23.9612666666
206.87,-62.0513333333,-6.87173333334,-16.8205333333,-19.9999333333,-14.0512666667,-53.5385333333,-5.74353333334,-76.8204666667,-32.923,-24.0001333333,-44.5128666667,-47.8973333333,-35.2820000001
207.25,-36.5432666667,5.59666666666,0.658466666666,-5.18513333333,4.11520000001,-29.5061666667,7.48966666667,-46.9136,-11.8518,-3.70386666666,-21.893,-26.3372666667,-14.3208666667
207.63,-39.1341333334,1.90473333334,-1.21213333333,-7.44593333333,0.606066666666,-36.3202666667,4.15573333334,-52.987,-10.5626666667,-5.88746666668,-25.4546,-30.0433333333,-10.7360666667
208.01,-34.8572,11.0476,7.71426666668,1.80946666667,4.76193333335,-32.8095333333,16.2857333333,-49.3334,-2.47626666666,-0.09526666668,-20.0952666667,-23.6191333333,-2.19040000001
208.39,-33.7372666667,12.6262,11.1111333333,2.32326666666,5.15133333332,-27.9292666667,17.3738,-48.2828,3.03019999999,5.95953333333,-21.4141333333,-15.5554666667,6.26253333333
208.77,-37.6411333333,2.87173333333,8.30766666667,-6.35900000001,-6.25633333334,-32.4101,6.87173333333,-54.2563333333,-5.43600000002,1.53853333334,-31.5898,-21.6411333334,2.15393333334
209.14,-66.6666666667,-1.6,0.533333333334,-23.3333333333,-25.8666666666,-51.3333333334,-7.86666666668,-85.1999999999,-17.7333333334,-6.93333333333,-55.2,-42.0000000001,-5.86666666666
209.52,-20.7512,22.6290666667,19.2489333333,7.51179999999,0.657199999974,-9.38966666667,19.8122666667,-35.3050666667,18.4976,22.5352666667,-13.1455333333,-4.60086666666,21.2206
209.90,-21.8666666667,19.4666,12.0888666667,6.22220000001,-4.08886666668,-7.46656666666,16.8000666667,-38.3999333333,16.9778,20.0888666667,-18.4000666667,-2.31106666664,16.9778666666
210.28,-27.5,15.9259333333,9.7222,4.53706666665,-7.22213333332,-9.90743333333,11.8518666667,-47.1296666667,11.9444666667,13.0555333333,-20.9258,-8.70366666666,11.5741333333
210.66,-16.9862666667,19.726,19.5432666667,13.4246666667,1.46113333334,1.41546666666,12.3288,-35.7077333333,16.7123333333,21.9176666667,-10.8674,0.4566,12.6941333333
211.03,-27.7381333333,25.5952666667,26.1906,14.6428666667,-0.83326666666,1.13089999998,11.1904,-43.2142666667,14.4047333333,19.2855333333,-12.6191333333,-0.95246666666,18.2142666667
211.41,-60.1587333333,14.2856,22.0635333335,-4.28573333327,-23.6506666666,-8.49206666665,-8.09526666667,-76.9840666667,-4.2856666666,3.49213333333,-37.3014,-14.1268666667,1.74606666668
211.79,-71.1712666667,15.3152,29.3693333333,-4.50446666668,-20.1802,-11.1713,-10.9910666667,-86.3063333333,-11.7116666666,-11.3512666667,-40.9008,-17.2972,-7.74766666659
212.17,-180.606,-37.8787333333,-4.5456,-52.7273333333,-91.5153333333,-75.303,-88.7878666667,-203.333266667,-83.9393333333,-71.2122000001,-123.030333333,-103.0302,-63.0302666666
212.55,-137.179533333,-22.8206,17.6922666667,-17.4358000001,-64.1024666667,-52.3076999999,-68.4615999999,-165.1284,-71.2821333335,-44.6154666667,-86.9229999999,-87.1794000001,-30.7693333334
212.92,-96.3635999999,5.0506,23.4344666668,0.404066666674,-21.6159999999,-30.1010666667,-33.5353333333,-108.6868,-36.3638,-18.1818666667,-50.101,-54.3434000001,-4.24239999999
213.30,-99.1666666667,-11.25,14.375,-9.79166666667,-30.2083333333,-42.2916666666,-27.5,-123.333333333,-59.375,-41.0416666666,-60.4166666667,-65.0,-16.2500000001
213.68,-141.282,-44.3588666667,-2.05113333338,-43.0768666667,-49.2306666667,-81.2822333335,-43.5897333333,-179.487066667,-116.154,-79.4873333334,-101.794866667,-110.2564,-42.5640666667
214.06,-53.3333333334,18.8033333333,40.3419333333,7.35046666665,8.37606666661,-21.4531,11.1112666667,-75.8974000001,-36.9232,-4.95733333334,-20.5128,-39.9999333333,2.73493333339
214.44,-51.5872666667,11.9049333333,29.8412666667,-2.5396,4.92066666673,-25.7142666666,-1.11119999999,-73.0158666667,-45.5555333335,-13.9683333333,-27.7778,-37.7778666666,-3.96826666675
214.81,-74.2856666668,6.28559999999,26.4761999999,-3.23806666666,-8.19053333326,-57.3333666667,-10.6666666667,-95.6190000001,-59.4286666666,-41.7143333333,-42.4762666667,-56.0,0.761866666746
215.19,-31.5646,26.1224,33.3332666667,15.2380666667,9.79599999999,-24.1496333333,6.80259999999,-52.9250666667,-20.2720666667,-9.79593333333,-10.7483333333,-13.6056,10.7483333333
215.57,1.31146666665,46.0108666667,44.9181333333,40.4372666667,28.0874666667,-2.02183333333,24.3716,-21.7486666667,12.1312,14.2076666667,18.0328666667,9.18020000001,25.5739333333
215.95,2.30306666667,52.606,48.2424666667,43.6363333333,27.6363333333,1.75763333335,25.3332,-24.2424666667,13.9394,20.2424666666,16.2424666667,10.182,26.4242666667
216.32,13.9081333333,65.5171333334,64.0229333333,48.9655333333,46.7817333333,14.3678666667,37.7011333333,-5.97706666665,30.9196666667,32.9883333333,28.1609333333,26.2068666666,32.4137333333
216.70,26.1224,92.2450666667,75.6462,68.0271333335,62.7210666667,29.3197333333,56.7346,2.31293333334,47.6190666666,53.7415333334,44.7617333333,42.5848666666,37.5509333333
217.08,45.5856,126.666666667,108.1082,103.783733333,85.2251999999,44.6845666667,83.6036666667,1.26133333334,69.7297333333,75.6758666666,73.3333999999,75.3152,48.1081333333
217.46,39.6,99.0666666667,79.2000000001,75.3333333333,65.7333333333,31.4666666667,53.3333333333,4.26666666667,53.2,63.6000000001,55.2,57.4666666667,38.2666666667
217.83,41.8666666667,100.933333333,78.1333333333,80.1333333334,65.6,37.6,50.8,9.59999999999,51.3333333333,65.2000000001,57.4666666667,61.3333333333,40.4
218.21,30.3402666667,84.0816000001,64.6259333333,65.9862666665,50.7482666666,25.9864333333,35.5102,-1.90480000002,31.1563333334,46.6666666666,39.8640666667,43.2653999999,31.1564
218.59,52.9293333333,88.3838666667,77.0706666667,77.4747333335,60.8080666667,44.8989666667,61.4142666666,22.1211333333,54.4443999999,69.3938,58.1818666667,56.8688,50.3030666667
218.97,51.5833333333,80.8333333334,67.0,67.75,56.0833333333,47.3333333334,58.8333333333,24.5,46.9166666667,68.25,53.5,54.5,46.6666666667
219.34,47.1111333333,71.2888666667,61.8666666667,65.4221333333,46.0444,46.0888333333,54.7556666667,16.8,37.8666666666,60.7998666667,45.4222666667,45.1556,43.4666666667
219.72,33.3333333333,50.1666666667,46.4166666667,44.5,27.8333333333,30.4583333333,38.5,-0.500000000001,16.8333333333,39.1666666666,25.25,29.5,28.8333333333
220.10,29.011,37.5091333333,38.4615333333,32.8203333333,18.0220666667,22.9671,30.2564,-6.15386666667,11.0623333333,33.1135333333,22.7106666667,23.7363333333,22.7107333333
220.47,31.2149333333,35.7008666667,35.2025333333,33.3956666667,16.5732,25.0467666667,31.0281333334,-0.311533333332,14.2056666667,28.8473333333,26.7913333333,23.8630666667,26.7288666667
220.85,20.5443333333,20.3401333333,23.6734,18.6393333333,3.67346666665,12.5511333333,18.5034,-14.8978666667,0.34013333334,11.5644666667,13.4694,8.1634,16.5307333334
221.23,22.3456666667,22.5308,25.926,19.6296666667,6.97533333333,18.2407666667,19.8765333333,-7.40739999999,4.56786666668,11.7284,14.5678666667,9.38286666667,19.0123333333
221.61,26.5486666667,29.7934666667,32.6254666667,30.0885333333,16.6962666667,25.3982333333,29.0855333333,-0.707866666654,14.6902666667,18.1710666667,22.7729333333,17.4630666667,24.3657333333
221.98,16.3422,25.6637333333,26.2538,22.3598,8.3776,16.3717666667,19.1150666667,-7.31553333333,8.79046666668,9.91146666668,13.8642666667,6.60773333332,14.8672
222.36,3.01759999999,14.3158,15.5088,11.7894,-5.33333333334,3.50880000001,6.73680000002,-25.1928666667,-3.85966666667,-7.22813333334,0.280800000007,-5.19286666667,1.40353333334
222.74,-15.8649333333,1.85646666667,-4.21933333333,-3.88193333333,-24.0506,-10.5907,-15.5274,-44.8101333333,-23.1224,-34.0083333333,-16.7932,-25.4852,-17.0464666667
223.11,-9.82913333334,4.35899999999,-0.170999999986,-1.70946666665,-19.4018,-8.8462,-10.0855333333,-40.5984,-16.923,-29.4872666667,-10.5983333333,-21.2820666667,-13.4187333333
223.49,0.261400000007,16.5358666667,11.3726,8.30053333333,-0.52293333332,1.63403333334,4.90193333333,-17.7124666666,-1.5032,-11.3072666667,6.66666666667,-6.33986666667,-0.130799999998
223.87,1.4678,21.1620666667,14.0060666667,13.3945333333,3.97553333335,7.18666666667,9.29666666667,-9.35773333333,4.77066666666,-5.56573333333,12.4770666667,-1.95720000001,5.87166666667
224.24,5.35813333333,33.8316666666,22.1184666667,24.9843333333,15.4518,16.0436,15.3270666667,1.86919999999,11.6511333333,-0.74766666668,17.3832666667,6.60426666668,13.7072
224.62,2.22226666667,34.5061333334,21.8517333333,23.7037333334,16.4815333333,17.3764333333,13.0248,1.2346,10.0616,-0.185199999992,15.6173333333,8.45673333331,10.4936666667
225.00,11.8156,40.9212,28.8888666667,30.1895333333,25.5824666667,23.9838,20.8670666667,12.5202,17.7776,10.027,24.9862666667,18.3738,19.6746666667
225.38,8.3854,37.7083333333,23.2813333333,26.198,22.4479333333,18.7238666667,16.6145333333,9.79159999999,12.0311333333,8.85413333334,22.8124,13.2812,15.7292666666
225.75,15.0376,44.2104666667,29.4235333333,29.975,27.5187333334,25.6640333333,21.6542,21.0026,17.2430666667,14.1351333333,30.3258,18.7970666667,23.8094666667
226.13,20.0516666667,47.8035333333,32.5581333333,33.6435333333,31.5244666667,31.2404,27.4417333333,24.3410666667,20.155,16.1757333333,36.4341333333,25.0645333333,28.4236666667
226.51,23.762,49.7618666667,34.7618666667,36.6666,33.9524,35.1904666667,30.3332666667,29.0952666667,23.6667333333,21.7619333333,40.381,28.3809333333,31.2856666667
226.88,22.3713333333,48.0088666667,35.0334666667,36.6890666667,31.9911333333,33.8703333333,29.754,29.6196,24.4294,26.1746,38.6577333333,28.4116666667,30.604
227.26,22.5708,49.4555333333,35.7734666667,37.9956666667,32.2874666667,37.0806,28.4966666667,31.5904666666,27.7123333333,25.7516,38.6928,29.7168,30.1524
227.64,21.2872666667,47.4942666667,32.9196,35.7241333333,29.8390666667,33.6092333333,23.4483333333,30.2069333333,24.5056666667,22.5286666667,35.4482,27.7241333334,28.9656666667
228.01,20.4386666667,44.3859333334,30.8772666667,33.465,29.3420666667,30.3510333333,22.8508666667,27.8069333333,20.7018,21.2281333333,32.7193333333,26.9299333333,27.7192
228.39,16.0316666667,35.0792666667,23.1349333333,26.3888666667,22.5794,21.6269333333,17.7778,20.7936666667,15.2380666667,14.1666666667,27.4604,21.1507333334,20.9524666667
228.76,13.5472666666,29.5543333333,18.7166,21.7113333334,17.1836,15.6506333333,12.9056,16.1141333333,11.4794666667,9.73273333333,22.5311333333,17.647,17.5757333333
229.14,8.83153333334,24.811,14.1924,16.8040666666,11.3748,8.83146666668,7.28526666667,10.4468,7.35406666667,1.92433333333,17.5258,13.1271333333,10.4124666667
229.52,7.05320000001,20.0000666667,11.9161333333,15.008,8.18019999999,6.45739999999,6.69886666667,8.47013333333,4.95986666666,0.193333333332,14.9114,12.3672,8.79240000001
229.89,2.57373333333,14.0465333333,5.8294,10.1086,0.868199999998,1.55043333334,1.42626666667,0.216999999992,-0.713133333328,-4.9614,9.42633333333,8.18613333334,3.845
230.27,1.38633333333,13.0088666667,5.19173333334,8.90853333335,-1.2094,-0.530966666668,-1.03253333333,-1.85853333333,-2.24193333333,-5.04413333333,8.17106666665,8.05306666667,1.68140000001
230.65,3.56313333333,15.0286,7.61500000001,10.6034666667,0.890799999999,1.16386666668,1.26426666667,0.057466666666,0.172466666662,-3.21833333333,11.1782666667,10.1436666667,4.7988
231.02,2.54646666667,12.2746,5.7796,8.3262,-1.23026666667,-1.57373333333,0.0571999999974,-2.60373333333,-2.43213333333,-6.78113333333,9.92840000001,9.21313333333,3.66240000001
231.40,-3.05553333333,6.52786666667,0.694466666665,3.91673333333,-8.16660000002,-7.3612,-4.66666666667,-8.94446666665,-8.33326666668,-11.0554666667,5.19453333333,3.66659999999,-0.749999999999
231.78,-5.78506666667,3.93933333333,-1.10193333333,0.468400000006,-11.0743333333,-9.54549999999,-6.50140000001,-13.5537333333,-10.4682666667,-11.956,2.4794,1.515,-4.68313333333
232.15,-8.9286,1.81553333333,-4.49393333333,-2.26213333335,-14.7024,-13.2737,-10.0297333333,-18.1845333333,-12.6487333333,-14.4939333333,0.505866666666,0.238133333333,-7.52980000001
232.53,-13.0218,-2.33633333333,-7.3208,-5.51413333333,-19.2211333333,-16.2148666667,-13.8319333333,-22.8971333333,-16.6044,-16.6354666666,-3.33346666666,-3.3334,-11.7445333333
232.90,-16.8508666666,-6.80059999999,-10.1172666667,-9.01186666667,-23.5511333333,-19.0954666667,-16.4153333333,-26.8006,-21.0049333333,-19.6316,-6.23119999999,-7.60466666666,-15.1759333333
233.28,-20.3879333333,-8.32446666667,-11.0407333333,-10.9346666667,-26.3491333333,-21.4992,-18.7655333333,-30.3350666667,-25.2204,-22.046,-8.07760000001,-11.5344,-15.4144666667
233.66,-19.3782,-4.14513333333,-6.5976,-9.29173333333,-21.4507333333,-19.6718,-17.1329333333,-26.1141333334,-20.4836,-20.587,-4.24873333332,-9.15380000001,-11.7098666667
