wavelength,Back_CamPalm,Belly_CamPalm,Breast_CamPalm,Crissum_CamPalm,Crown_CamPalm,DorTail_CamPalm,Rump_CamPalm,Throat_CamPalm,WingTip_CamPalm
558.19,15.3127111111,48.4755333333,37.4074,32.9103333333,13.8519333333,13.5025333333,19.6659833333,33.7309,14.5472
558.53,15.3201111111,48.5644333333,37.4806,32.9456666667,13.8425333333,13.5119333333,19.6801083333,33.7862333333,14.5540666667
558.87,15.3523777778,48.6415,37.5553333333,33.0130666667,13.8632,13.5369333333,19.7322416667,33.8495666667,14.5915333333
559.21,15.4195555556,48.7713666667,37.6384666667,33.1203333333,13.8932,13.5880666667,19.8124166667,33.9251666667,14.642
559.55,15.4740666667,48.8386333333,37.7067333333,33.1872,13.9676666667,13.658,19.8610583333,33.9690333333,14.6816666667
559.89,15.5124888889,48.8922333333,37.7784,33.2394666667,13.9918666667,13.6658,19.8815416666,34.0101,14.6977333333
560.23,15.4615333333,48.8456666667,37.7193333333,33.2112,13.9526666667,13.6302,19.8396083333,33.9604333333,14.6639333333
560.58,15.4055777778,48.8392333333,37.6788666666,33.1700666667,13.9082666667,13.6182666667,19.80535,33.9285333333,14.6096666667
560.92,15.4482888889,48.8683666667,37.695,33.2138,13.9441333333,13.6380666667,19.845625,33.9432666667,14.6528666667
561.26,15.4028666667,48.8955666667,37.7198,33.2414666667,13.9156666667,13.5969333333,19.8295,33.9690666667,14.5884666667
561.60,15.3835333333,48.8925333333,37.7150666666,33.225,13.8962,13.5655333333,19.809575,33.917,14.5469333333
561.94,15.3743777778,48.8982,37.7083333333,33.2202666667,13.8752,13.5642,19.7964333333,33.9009333333,14.5278
562.28,15.3101555556,48.8183666667,37.6079333333,33.1412,13.8078,13.4717333334,19.7134583333,33.7803666667,14.4624666667
562.62,15.3635777778,48.8964666667,37.6718666667,33.2356,13.8802666666,13.5508,19.7545083333,33.8557666667,14.5207333333
562.96,15.3225777778,48.8346,37.646,33.1594,13.8874666666,13.5545333333,19.7334,33.8389333333,14.4957333333
563.30,15.3412666667,48.8218333333,37.6500666667,33.1625333333,13.8946,13.563,19.739525,33.8815333333,14.5165333333
563.64,15.3265555555,48.7789,37.5860666667,33.1457333333,13.8978666667,13.5734666667,19.738475,33.8168666667,14.5046
563.99,15.3734666667,48.8674666667,37.635,33.1814,13.9646666667,13.6225333333,19.7885333334,33.8729333333,14.564
564.33,15.4244666667,48.8713666667,37.6224,33.1960666667,14.0130666667,13.6239333333,19.7953583333,33.8808333333,14.5728666667
564.67,15.4570222222,48.941,37.6690666667,33.2268,14.0562666667,13.6624,19.812875,33.9206333333,14.6089333333
565.01,15.5142,48.9855666667,37.7176,33.2574666667,14.1073333333,13.7218,19.8476583333,33.9430666667,14.6565333333
565.35,15.4891111111,49.03,37.7009333333,33.2413333333,14.0733333333,13.6857333333,19.8109416666,33.9334,14.6258
565.69,15.4571555556,49.0332,37.6867333334,33.2094,14.023,13.6379333333,19.7742416667,33.9326,14.5672666667
566.03,15.5053777778,49.1367666666,37.7650666667,33.2994666667,14.0671333333,13.7183333333,19.8390416667,34.0255,14.6077333334
566.37,15.4988444444,49.1266,37.7512,33.2856666666,14.0510666667,13.6942666667,19.825325,33.9989666667,14.5996
566.71,15.5223555556,49.1301,37.7489333333,33.3124,14.0684,13.7071333334,19.8406666667,34.001,14.6205333333
567.05,15.5488444444,49.1992,37.8012666667,33.3747333333,14.1004666667,13.7332666667,19.8688833333,34.0068333333,14.6447333334
567.39,15.5401333333,49.2024333333,37.8174,33.3668666667,14.0970666667,13.7114666667,19.857175,34.0420666667,14.6364
567.73,15.5820444444,49.1962666667,37.8364,33.4134666667,14.1247333333,13.7468,19.899375,34.0533,14.6541333333
568.07,15.5819555556,49.2733,37.9494,33.4982666667,14.1586,13.78,19.9479083333,34.1438666667,14.7084666667
568.41,15.5277111111,49.2334,37.9063333333,33.4723333333,14.068,13.7208,19.8945,34.1145666667,14.6308
568.75,15.5323777778,49.2372333333,37.9025333333,33.4810666667,14.0609333333,13.7224666667,19.9016666667,34.1119,14.6340666667
569.09,15.5587333333,49.2377,37.9372666667,33.5568666667,14.1210666667,13.7771333333,19.9463833333,34.2051666667,14.6609333333
569.43,15.6454444445,49.2780666667,37.9935333333,33.6387333333,14.2152,13.8682,20.0012083333,34.2758333333,14.7612
569.77,15.6495777778,49.2448666666,37.9956666667,33.6204666667,14.2047333334,13.8419333333,19.9785,34.2582,14.7613333333
570.11,15.5818666667,49.1535333333,37.9037333333,33.5313333333,14.1328666667,13.8004,19.9042166667,34.1656,14.7062
570.45,15.5904888889,49.1783666667,37.9346,33.5482666667,14.1538,13.8263333333,19.9119083334,34.1725,14.7132666667
570.79,15.5047111111,49.0988666667,37.8368666667,33.4434666667,14.0935333333,13.7718666667,19.8368083333,34.1365,14.6545333333
571.13,15.6138888889,49.2331,37.9382666667,33.5739333333,14.1962666667,13.908,19.946775,34.2644333333,14.7726666667
571.47,15.5970444445,49.2721333333,37.9716666667,33.5852,14.2090666667,13.912,19.9409833333,34.2846333333,14.776
571.81,15.6259777778,49.312,37.9564666667,33.5835333333,14.2064666666,13.9256,19.9522583333,34.2526333333,14.7812
572.15,15.6925111111,49.3666333333,38.0069333333,33.642,14.3018666667,14.0191333333,20.0327,34.3041333333,14.8604666667
572.49,15.7079111111,49.4148,38.0376666667,33.6978,14.3174666667,14.0363333334,20.0661,34.3547,14.8801333333
572.83,15.7104888889,49.4002333333,38.0084666667,33.6678,14.3031333333,14.0352,20.0446333333,34.2848666667,14.8753333333
573.17,15.6884888889,49.4320333333,38.0217333333,33.6796,14.2924,14.0332666667,20.057725,34.2613,14.8706
573.51,15.6887111111,49.4827,38.0594,33.7096666667,14.3327333333,14.0616,20.08175,34.2713,14.8728666667
573.85,15.7117111111,49.5540333333,38.116,33.7714,14.3855333333,14.0852,20.1392,34.3511333333,14.8874666667
574.19,15.7112666667,49.6171333333,38.1659333333,33.8139333333,14.369,14.0808666667,20.1446166667,34.4209333333,14.8840666667
574.53,15.7450444445,49.6682,38.2118666667,33.8712666667,14.4033333333,14.1264,20.1835916667,34.4391333333,14.9068666667
574.87,15.6977333333,49.6314333333,38.1744,33.8291333333,14.3658666667,14.0622,20.1380833333,34.3781,14.8500666667
575.21,15.7574666667,49.7202,38.2254,33.8624666667,14.3974,14.1187333333,20.1801916667,34.3926666667,14.9016
575.55,15.7409555555,49.6928333333,38.2211333333,33.8678,14.3888666667,14.0888666667,20.1510416667,34.3729333333,14.8882
575.89,15.7699333333,49.8105666666,38.3136,33.9636,14.4260666667,14.1069333334,20.178875,34.4035,14.9074666667
576.22,15.7773333333,49.8359333333,38.3049333333,33.9624666667,14.4414666667,14.1134666667,20.1593166667,34.3698,14.9130666667
576.56,15.8224444444,49.8715333333,38.3680666667,34.0124666667,14.5053333333,14.1594666667,20.2093333333,34.4253333333,14.9726666667
576.90,15.8235555556,49.8888666667,38.3723333333,34.0228,14.5114,14.1669333333,20.2069,34.4079666667,14.9658666667
577.24,15.7672666667,49.8645666667,38.3371333333,34.0114666667,14.4706,14.1164666667,20.1723833333,34.3958333333,14.9422
577.58,15.7960888889,49.8903,38.3631333333,34.0242,14.4779333333,14.1313333333,20.179575,34.3592666667,14.9561333333
577.92,15.7640222222,49.8879333333,38.3189333333,34.0382666667,14.4709333334,14.1310666667,20.1563,34.2611333333,14.9441333333
578.26,15.7794444444,49.9242,38.3504666667,34.0619333333,14.5022666667,14.1414,20.1952666667,34.2880666667,14.9590666667
578.60,15.8367777778,49.9953333333,38.4172,34.1350666667,14.5712666667,14.2138666667,20.2610666667,34.3498,15.0334
578.94,15.7382222222,49.9424666667,38.37,34.128,14.504,14.1196666667,20.20715,34.3103333333,14.9644666667
579.28,15.7243555555,50.0182,38.4236,34.1546,14.5197333333,14.1442666666,20.2331166667,34.3837666667,14.9744666667
579.61,15.6515777778,49.9214333333,38.3248,34.0636666667,14.4599333333,14.1121333333,20.166525,34.3404,14.9208666667
579.95,15.6371111111,49.8822,38.3177333333,34.0642,14.4665333333,14.1101333333,20.1643916667,34.2962333333,14.904
580.29,15.5223333333,49.9011666667,38.2854666667,34.0189333333,14.352,14.0088666667,20.0851583333,34.2080666667,14.8048666667
580.63,15.5020222222,49.8420333333,38.2606666667,34.0079333333,14.3454666667,13.9883333333,20.0655916667,34.1995666667,14.7864666666
580.97,15.5820888889,49.8898,38.2948,34.0856666666,14.389,14.067,20.138325,34.2594666667,14.844
581.31,15.5604,49.8714666667,38.2614666667,34.0764,14.3948666667,14.0651333333,20.1301916667,34.2703333333,14.8684666667
581.65,15.5592888889,49.8145,38.2406666667,34.0486,14.4018,14.0618666666,20.120325,34.2515333333,14.8555333333
581.98,15.5361777778,49.8253,38.2414,34.0592,14.3622666667,14.029,20.052525,34.2052,14.8206666667
582.32,15.4371111111,49.7446666667,38.1576666667,33.9954,14.2744,13.9241333333,19.9674,34.0685,14.7277333333
582.66,15.4357777778,49.7007666667,38.1307333334,33.9575333333,14.2625333333,13.935,19.9217083333,34.0285666667,14.6911333334
583.00,15.4954,49.6469666667,38.0688666667,33.9844,14.3058,13.9819333333,19.9695666667,33.9886333333,14.7192666667
583.34,15.5568666667,49.7045666667,38.1463333333,34.0505333333,14.3533333333,14.0125333333,20.0358166667,34.0501,14.7984666667
583.68,15.5675111111,49.7584,38.2000666667,34.0788,14.3981333333,14.0489333333,20.0545833333,34.0860333333,14.8018
584.01,15.6387777778,49.7883333333,38.2294666667,34.1355333333,14.4610666667,14.1238,20.1070083334,34.1594333333,14.864
584.35,15.6879333333,49.8619666667,38.2855333333,34.167,14.5322,14.1720666667,20.1708333333,34.2168333333,14.9450666667
584.69,15.6851333333,49.8864666667,38.2896,34.1558,14.5712,14.1776666666,20.1811666667,34.1945,14.9746
585.03,15.7383777778,49.9312333333,38.3484666667,34.2028666667,14.6181333333,14.2054,20.1983416667,34.1942,15.0012
585.37,15.8058222222,50.0149333333,38.3817333333,34.2915333333,14.6776,14.2375333333,20.2681333333,34.2327333333,15.101
585.70,15.8215333333,49.9929333333,38.3652666667,34.2662,14.6707333333,14.2187333333,20.283275,34.1587,15.1175333333
586.04,15.8662222222,50.0039333333,38.3648666667,34.2801333333,14.6866,14.2612,20.2911083333,34.2016333333,15.1709333333
586.38,15.9575555555,50.1438333333,38.4864,34.3970666667,14.7466666667,14.3002,20.4039416667,34.2735333333,15.266
586.72,15.8578666666,50.0412333333,38.3900666667,34.2630666667,14.6399333333,14.2226,20.3048333333,34.1555666667,15.1926
587.06,15.8539111111,50.0602666667,38.3304666667,34.2628666667,14.6164666667,14.201,20.2998416667,34.1252,15.1858
587.39,15.823,49.9685333333,38.2352666667,34.2096666667,14.5646,14.1772666667,20.2672583333,34.0881333333,15.2068666667
587.73,15.8490888889,50.0418,38.2482,34.2484,14.5756,14.2152,20.3058083333,34.1072666667,15.2487333333
588.07,15.8461777778,50.0187333333,38.2414,34.2777333333,14.553,14.1788666667,20.280725,34.0553333333,15.2442666667
588.41,15.8593111111,50.0136333333,38.2582666667,34.2902666667,14.545,14.2108666667,20.2962333333,34.0273666667,15.2644
588.74,15.8452666667,50.0737333333,38.2788,34.331,14.5419333333,14.1994666667,20.3071833333,34.0818,15.2772
589.08,15.8826,50.1711666667,38.3772666667,34.4007333333,14.5790666667,14.2529333333,20.3619916667,34.1640666667,15.3215333333
589.42,15.889,50.2126,38.4070666667,34.4719333333,14.5919333333,14.2704666667,20.364,34.1882333333,15.3626
589.76,15.8948666666,50.2210666667,38.3977333333,34.4762666667,14.6263333334,14.3343333333,20.4055333333,34.1891,15.3882
590.09,15.9251555555,50.1779666667,38.3564,34.4666666667,14.6749333333,14.3918666667,20.4013,34.2086666667,15.4307333333
590.43,15.9513777778,50.2882,38.4744,34.5855333333,14.7309333333,14.4234666667,20.4078083333,34.2863333333,15.4808666667
590.77,15.9336222222,50.2592333333,38.4414666667,34.5551333333,14.7288666667,14.4397333333,20.3816083333,34.2470333333,15.4533333333
591.11,16.0360222222,50.3730666667,38.5280666667,34.6470666667,14.8085333333,14.4883333333,20.4479666667,34.3050333333,15.5126
591.44,16.0757111111,50.2996666667,38.5183333333,34.6455333333,14.8433333333,14.514,20.437875,34.2972333333,15.5427333334
591.78,16.1427777778,50.3460333333,38.5441333333,34.6812,14.8940666667,14.5826,20.5089083333,34.3802333333,15.6009333333
592.12,16.1665555556,50.4484,38.5529333333,34.7462666667,14.9122666667,14.5700666667,20.5021583333,34.4209,15.6052
592.46,16.1730888889,50.3875666667,38.4956,34.6996,14.9228,14.5992666667,20.5071666667,34.4011333333,15.5998
592.79,16.1753777778,50.3443666667,38.4415333334,34.6184666667,14.9074666667,14.5886,20.5049916667,34.3989666667,15.6114666667
593.13,16.2097333334,50.342,38.4556666667,34.6000666667,14.9452,14.6336666667,20.5414666667,34.4626666667,15.6402
593.47,16.2742222222,50.3777333333,38.5294666667,34.6558,14.9602,14.6277333333,20.5848,34.4972666667,15.6776
593.80,16.3190222222,50.4473333333,38.5862,34.7355333334,14.9963333334,14.6562,20.6084083333,34.5582,15.7104
594.14,16.4168444445,50.5502333333,38.6445333333,34.7921333333,15.0438,14.7004666667,20.6991333333,34.6246666667,15.8122666667
594.48,16.4831111111,50.5842,38.7163333333,34.8837333333,15.1266,14.7808666667,20.7561833333,34.6665666667,15.931
594.81,16.4664888889,50.5706666667,38.7215333333,34.8724,15.1272666667,14.8076,20.7551333333,34.6776333333,15.9771333333
595.15,16.4716444444,50.7048333333,38.7833333333,34.9326666667,15.1458666667,14.8080666667,20.8000083333,34.7504666667,15.9982666667
595.49,16.4375777778,50.7327666667,38.8044,34.9122666667,15.1239333333,14.8192666667,20.7582916667,34.7571333333,15.9902666667
595.82,16.5157777778,50.7502666667,38.8762666667,34.9478666667,15.1708666667,14.8869333333,20.8146,34.8207333333,16.059
596.16,16.5950222222,50.8108333333,38.9285333333,35.0011333333,15.2062666667,14.9312666667,20.8528333333,34.8829333333,16.1138
596.50,16.5951555555,50.8446333333,38.9494,35.0256,15.2060666666,14.9480666667,20.8312416667,34.8903333333,16.1004666667
596.83,16.6127555555,50.8960666667,38.9602666667,35.0566666667,15.2039333333,14.9647333333,20.8373416667,34.9089333333,16.1041333333
597.17,16.579,50.9110333334,38.9552,35.0724,15.1938666667,14.9746666667,20.806675,34.9181666667,16.086
597.51,16.5370444444,50.9387,38.9974,35.0538,15.1777333333,14.9634666667,20.813,34.9347333333,16.0898666667
597.84,16.5203555556,50.8994333333,38.9567333333,35.0098,15.1735333333,14.9857333333,20.8087833333,34.9325,16.0718666667
598.18,16.5239555555,50.9124,38.9758666666,34.9936666667,15.1628666667,14.9572666667,20.803525,34.9421666667,16.0345333333
598.52,16.5222222222,50.9376333333,39.0028666667,35.0337333333,15.1446666667,14.9362,20.8070583333,34.9375666667,16.0145333333
598.85,16.5450222222,50.9176,39.0255333333,35.0638,15.1634666667,14.9678,20.8133333333,34.9194333333,16.0383333333
599.19,16.6111333333,50.9466,39.0691333333,35.1421333333,15.2224,15.0138666667,20.8947833333,34.976,16.0892
599.53,16.5759333333,50.9579,39.0496666667,35.1578666667,15.2288666667,14.9884666667,20.8752333333,34.9761,16.0621333333
599.86,16.5743555556,51.0700333333,39.1899333333,35.299,15.2754666667,15.0088,20.9454083333,35.0320666667,16.1032666667
600.20,16.6155111111,51.0255,39.1778,35.3440666667,15.3062,15.0464666667,20.989875,35.0167666667,16.1419333333
600.53,16.7016222222,51.0933,39.2814,35.4680666666,15.4095333333,15.1442,21.076375,35.1221666667,16.2673333333
600.87,16.7851333333,51.1307666667,39.3239333333,35.4700666667,15.47,15.1541333333,21.1075833333,35.1669666667,16.3146
601.21,16.8824888889,51.1413333333,39.3460666667,35.5271333333,15.5410666667,15.2527333333,21.1699,35.2202666667,16.3902
601.54,16.9537555556,51.2923,39.475,35.6679333333,15.605,15.3023333333,21.268325,35.2907333333,16.4726
601.88,16.9641111111,51.3662666667,39.5073333333,35.6746,15.6226,15.3270666667,21.302625,35.3017333333,16.5068
602.21,16.9554222222,51.3455,39.4516,35.6109333333,15.6078,15.3153333333,21.27455,35.2771,16.4742
602.55,16.9204444445,51.2904666667,39.3928666667,35.5557333333,15.5578666667,15.2656666667,21.2473833333,35.2364,16.4244666667
602.88,16.8814666667,51.3161333333,39.3610666667,35.5223333333,15.4968,15.2241333333,21.212825,35.1639666667,16.3623333333
603.22,16.8382666667,51.2134333334,39.2683333333,35.4288666667,15.4554666667,15.2141333334,21.1981833333,35.0852,16.3451333333
603.56,16.8355555556,51.1642333333,39.1762,35.3379333333,15.4230666667,15.2162666667,21.1603416667,35.0394333333,16.3289333333
603.89,16.8693111111,51.2511666667,39.2550666667,35.3648,15.4412666667,15.2586666667,21.1848333333,35.0724,16.3576
604.23,16.8116666667,51.173,39.1756666667,35.2405333333,15.351,15.1844666667,21.1086666666,35.0019333333,16.2639333333
604.56,16.7818222222,51.2377,39.1852,35.2588666667,15.3429333333,15.179,21.1103916667,35.0236,16.253
604.90,16.7852444445,51.2624666667,39.1612,35.253,15.3260666667,15.1440666667,21.1038833333,34.9761,16.2406
605.23,16.7747555555,51.1952333333,39.0915333333,35.1972,15.3182666667,15.1318,21.0424166666,34.9282666667,16.1949333333
605.57,16.749,51.1132,39.0385333333,35.159,15.2735333333,15.095,21.000575,34.892,16.1482
605.90,16.7438,51.1190666667,39.032,35.183,15.2657333333,15.0953333333,21.0047833333,34.9052333333,16.1552666666
606.24,16.8017111111,51.1633666667,39.0811333333,35.2278666666,15.3280666667,15.159,21.0775916667,34.9468333333,16.2238666667
606.58,16.8267777778,51.1251,39.0829333333,35.2397333333,15.3527333333,15.1786,21.0746333333,34.9846,16.2468666667
606.91,16.8026222222,51.1612666667,39.1406,35.2511333333,15.3091333333,15.1581333333,21.0250666667,34.9788333333,16.2012
607.25,16.7674222222,51.1168666667,39.1076666667,35.2336666667,15.2776666667,15.1442666667,20.9680833333,34.922,16.1769333333
607.58,16.6440222222,50.9279,38.9153333333,35.0889333333,15.1578,15.0000666667,20.8407333333,34.7602666667,16.0458666667
607.92,16.681,50.9267,38.8944666667,35.1270666667,15.1898,15.0367333333,20.9068416667,34.7444,16.0967333333
608.25,16.6802888889,50.8305333333,38.8314666667,35.1188666667,15.1805333333,15.0722,20.9071,34.6412666667,16.1215333333
608.59,16.6129333334,50.6405,38.7264,35.0446,15.1398666667,15.064,20.8506583333,34.5218,16.0944666667
608.92,16.5948222222,50.4489333333,38.6172,34.9826666667,15.136,15.1062,20.8435166667,34.4233333333,16.1088
609.26,16.5522222222,50.2998666667,38.4921333333,34.9242,15.117,15.0930666667,20.7966916667,34.3103333333,16.0901333333
609.59,16.5195555555,50.1573333333,38.4014666667,34.8791333333,15.1072,15.083,20.7581166667,34.1947333333,16.0561333333
609.93,16.4406,49.9747666667,38.2663333333,34.7961333334,15.0555333333,15.0745333333,20.6685916666,34.0497,15.9919333334
610.26,16.3626666667,49.8199,38.1399333333,34.7004666667,14.996,15.0324,20.59435,33.9101,15.9384
610.60,16.4013777778,49.7795,38.1066,34.7253333334,15.0586,15.0794,20.6298,33.9257,15.9945333333
610.93,16.3474666667,49.6577666667,38.0008,34.6481333333,15.0336,15.0736666667,20.5963333333,33.8473333333,15.9516666667
611.27,16.4513555555,49.7109,38.0658,34.7758666667,15.1668,15.1958,20.6773083333,34.0026333333,16.0560666667
611.60,16.5233777778,49.7270333333,38.1395333333,34.8554,15.2806,15.3204666667,20.72015,34.0308333333,16.145
611.93,16.5334222222,49.6755333333,38.1103333333,34.835,15.2864666667,15.3542666667,20.7187583333,34.041,16.1278
612.27,16.5574222222,49.7505,38.1386,34.8899333333,15.3166,15.3786666667,20.7573416667,34.1246,16.1503333333
612.60,16.5256,49.8350333334,38.151,34.8942666667,15.2744666666,15.308,20.734,34.1269,16.0978666667
612.94,16.5928888889,49.9617,38.2416,34.9922666667,15.3253333333,15.3536666667,20.7691416667,34.2507,16.1358666667
613.27,16.795,50.2064333333,38.4456,35.1718666667,15.4926,15.5112666667,20.9413166667,34.4839,16.3184
613.61,16.9034444445,50.4294666667,38.5994666667,35.2994,15.5892666667,15.5508,21.0203166667,34.6678333333,16.4054
613.94,17.0631111111,50.7088666667,38.7962666667,35.4985333333,15.7392666667,15.7022666667,21.20235,34.8575333333,16.5241333333
614.28,17.1276666667,50.843,38.8828,35.6004,15.7769333333,15.7631333333,21.2838333333,34.9367333333,16.5992
614.61,17.2938444444,51.0379333333,39.0905333333,35.7622,15.8719333333,15.8439333333,21.401925,35.1127666667,16.7161333334
614.94,17.2749333333,51.1443,39.1706,35.7778,15.8523333333,15.8288,21.4613833333,35.1287333333,16.7052666667
615.28,17.1721111111,51.1653666667,39.1116666667,35.7479333334,15.7688,15.7274,21.3954,35.1182333333,16.5937333333
615.61,17.1638444445,51.2960666667,39.2019333333,35.8142666667,15.7816666667,15.7077333334,21.424325,35.2006333333,16.6022
615.95,17.1448,51.3827333333,39.217,35.8503333333,15.7494,15.686,21.39915,35.1970666667,16.5827333333
616.28,17.2056444444,51.5015,39.3154666667,35.9328,15.8146,15.7627333333,21.456725,35.2786666667,16.6506
616.61,17.2424666666,51.6581333333,39.4694666667,36.0009333333,15.847,15.8328,21.5125833333,35.3938666667,16.6848
616.95,17.262,51.8587,39.5820666667,36.0782,15.8832,15.9222,21.5684666667,35.4651,16.7189333333
617.28,17.2928666667,51.8609333333,39.5540666667,36.0806,15.8488,15.9324666667,21.6129166667,35.4142666667,16.7645333333
617.62,17.3276444444,51.8998333333,39.6256666667,36.1373333333,15.8764666667,15.9648666667,21.620775,35.4837,16.8208666667
617.95,17.388,51.8918333333,39.6154,36.1359333333,15.9180666667,16.0065333333,21.66705,35.5261666667,16.819
618.28,17.3396666666,51.9413333333,39.5899333333,36.1606,15.9062,15.9692,21.6807416667,35.4929,16.7925333333
618.62,17.5121777778,52.1104,39.7277333333,36.3204,16.0555333334,16.1026666667,21.8011833333,35.6047666667,16.931
618.95,17.5861777778,52.1548333333,39.7941333333,36.3768,16.1027333333,16.1224666667,21.8729166667,35.6167666667,16.9976
619.28,17.7354444444,52.2428,39.8857333333,36.4991333333,16.2346,16.2582,21.9856916667,35.6634,17.1471333333
619.62,17.8140888889,52.3019333333,39.9241333333,36.5257333334,16.3038666667,16.3155333333,22.0380583333,35.6820666667,17.1716666666
619.95,17.8996222222,52.4260666667,40.0228666667,36.6614,16.4031333333,16.4192,22.135475,35.8087333333,17.2865333333
620.28,17.9841555556,52.5638,40.0816,36.7744,16.5056666667,16.4834,22.2305416667,35.8752,17.382
620.62,17.8551777778,52.3249333333,39.9116,36.6354,16.3778666667,16.3278666667,22.088125,35.7063333333,17.2692
620.95,17.9050666667,52.5221333333,40.091,36.7641333333,16.4595333333,16.4234666667,22.126825,35.8524666667,17.2932
621.28,17.8611555556,52.4914666667,39.9984666667,36.7183333333,16.4232,16.3479333333,22.0675166667,35.7762,17.2503333333
621.62,17.9029777778,52.6011333333,40.0888,36.8218,16.501,16.4148,22.1055666667,35.7803333333,17.3548666667
621.95,18.0236222222,52.6358666667,40.1708666667,36.9042666667,16.6242666667,16.5276666667,22.1918166667,35.8421333333,17.4610666667
622.28,17.9562222222,52.4663,40.0005333333,36.7796,16.5751333333,16.456,22.1015166667,35.7210666667,17.4074666666
622.62,17.9318222222,52.4122,39.9293333333,36.7502666667,16.5493333333,16.4424,22.0512333333,35.7152666667,17.3630666667
622.95,17.8718666667,52.3493,39.8295333333,36.7087333333,16.4291333333,16.3217333333,21.9629666667,35.6358,17.2940666667
623.28,17.8274444445,52.3613,39.871,36.7250666667,16.4045333333,16.3222666667,21.9594083333,35.6914333333,17.2624666667
623.62,17.7755555556,52.3303,39.8252,36.6698666667,16.3554,16.2576,21.9282916667,35.6293,17.2074666667
623.95,17.7091777778,52.1874333333,39.7276,36.5930666666,16.2830666667,16.1934666667,21.8643416667,35.5362666667,17.124
624.28,17.7952666667,52.2868333333,39.8369333333,36.6761333333,16.3544,16.248,21.9321333333,35.6042333333,17.1748
624.62,17.7560222222,52.1159666667,39.6948666667,36.5997333333,16.3164,16.1822,21.8863083333,35.5093666667,17.1463333333
624.95,17.8801777778,52.2375333333,39.7981333333,36.6889333333,16.4372,16.3548666667,22.0130833333,35.6035666667,17.2726
625.28,17.8474666667,52.1768,39.7142,36.6166,16.3642,16.2588,21.9355083333,35.5841666667,17.2094666667
625.61,17.8478888889,52.1994,39.7522666667,36.608,16.3496666667,16.2423333334,21.940025,35.6063,17.2504666667
625.95,17.9081333333,52.3418333333,39.9403333333,36.7290666667,16.3926666667,16.3228,22.0014916667,35.6734666667,17.3406666667
626.28,18.0460222222,52.4741,40.0532,36.8579333333,16.4932,16.4307333333,22.1115583333,35.7916666667,17.4482666667
626.61,18.0864888889,52.5101666667,40.1326666667,36.8542,16.5982666667,16.5168,22.1923,35.8630666667,17.5151333333
626.94,18.1801555555,52.5350666667,40.1598,36.9036,16.6787333333,16.5746,22.2566666667,35.8923,17.6311333333
627.28,18.2284666667,52.5404,40.1909333333,36.919,16.7056666667,16.598,22.245175,35.8908,17.658
627.61,18.3026666667,52.6417,40.2876,36.9894,16.7614,16.6634666667,22.3230666667,35.9291,17.7612666667
627.94,18.3234666667,52.6766333333,40.2941333334,37.0056666667,16.7757333333,16.7273333334,22.36645,35.9510333333,17.8069333333
628.27,18.3158888889,52.7266333333,40.3466,37.0236,16.766,16.7214,22.3461416667,35.9196,17.7958666666
628.61,18.2604888889,52.6454333333,40.328,37.0017333334,16.6902,16.6154666667,22.2782416667,35.8727666667,17.7277333333
628.94,18.2824666666,52.6854333333,40.3774,37.0404666667,16.7127333333,16.6468666667,22.29815,35.8731333333,17.7326666667
629.27,18.3055777778,52.7358333333,40.3791333333,37.1168,16.7444,16.688,22.3269666667,35.8889333333,17.7192666667
629.60,18.3148666667,52.8051333333,40.3574,37.1347333333,16.7420666667,16.6977333333,22.340775,35.9034666667,17.6897333333
629.94,18.3008,52.9058666667,40.4612666667,37.1692666667,16.763,16.7293333333,22.349125,35.9197333333,17.7504666667
630.27,18.3544888889,52.9796333333,40.4909333333,37.2661333333,16.8165333333,16.7796666667,22.3700583333,35.9682,17.7778
630.60,18.3884222222,53.0307666667,40.5502,37.3037333333,16.8535333333,16.8136,22.3995666667,36.0242666667,17.8016666667
630.93,18.4264888889,53.0411333334,40.5474,37.3288,16.8827333333,16.8438,22.4351916667,35.9947666667,17.8166
631.26,18.4590666667,53.0549333333,40.5735333333,37.3838666667,16.9196,16.8752,22.4579166667,36.0251666667,17.8337333333
631.60,18.5331555556,53.1518666667,40.671,37.4875333333,17.0078666667,16.9206,22.5319416667,36.0884666667,17.8884
631.93,18.6900444444,53.2596666667,40.7825333333,37.5811333333,17.1622666667,17.0342666667,22.6635833333,36.2771,18.0479333333
632.26,18.7826444444,53.4014,40.8536666667,37.6603333333,17.2852,17.1236,22.779075,36.3357,18.1581333334
632.59,18.9002222222,53.4719666667,40.9341333333,37.7807333333,17.416,17.2826666667,22.9253083334,36.4020666667,18.3093333333
632.92,18.9218666667,53.4123666667,40.8797333333,37.7603333333,17.4055333333,17.3067333333,22.9029916667,36.3113333333,18.3320666667
633.26,18.8394888889,53.2577333333,40.7818666667,37.6683333333,17.3747333333,17.2484666667,22.8548416667,36.2488,18.3144
633.59,18.7812444444,53.2308333334,40.6942666667,37.6254666667,17.3388666667,17.201,22.7961416667,36.1917666667,18.2561333333
633.92,18.7352888889,53.2470333333,40.736,37.6385333333,17.2864,17.1258666667,22.7590416667,36.1348333333,18.231
634.25,18.6755777778,53.1723666667,40.6910666667,37.6138666667,17.2192666667,17.0894666667,22.701425,36.0462666667,18.1780666667
634.58,18.7437333333,53.3043,40.8225333333,37.7224666667,17.2922666667,17.1566666667,22.8003583334,36.1525333333,18.2775333333
