wavelength,Back_NesAcum,Belly_NesAcum,Breast_NesAcum,Crissum_NesAcum,Crown_NesAcum,DorTail_NesAcum,Rump_NesAcum,Throat_NesAcum,WingTip_NesAcum
186.77,-11.2903333333,-177.4195,18.8171666667,-22.043,8.0645,-88.7098333333,-21.5054166666,-127.419333333,-135.483833333
187.15,-43.6781666667,-224.712833333,-16.6666666666,-54.023,-33.3333333333,-112.643666667,-43.6782499999,-164.367833334,-178.7355
187.53,-28.2828333333,-190.403833333,-3.03016666665,-32.8281666666,-29.2928333333,-88.889,-36.1110833333,-124.747666666,-152.524833333
187.91,-17.2043333334,-171.505333334,29.57,-11.2903333333,4.83883333335,-70.9678333335,-0.8064166667,-101.613,-134.946166667
188.29,-220.833166667,-552.777666667,-136.111,-218.055666667,-145.833333333,-352.777833333,-190.972416667,-411.111,-529.166333334
188.67,-82.5394999998,-280.158833333,-74.6033333335,-58.7300000001,-60.3175,-146.031666667,-66.6663333335,-184.127,-269.841333333
189.05,-216.6665,-478.889,-214.444666667,-206.666666666,-191.111,-307.777666666,-174.999916667,-313.333166667,-458.888833333
189.43,-1250.0,-2012.5,-1054.16666667,-1141.66666666,-1041.66666667,-1508.33333333,-797.916666667,-1437.5,-1929.16666666
189.81,727.777666668,1252.7775,633.3335,775.000166667,650.0,950.000000001,529.166666667,794.444333334,1130.5555
190.19,154.054,223.873833333,140.5405,170.720666667,131.981833333,182.4325,109.684916667,131.5315,221.621666667
190.57,164.141333333,241.414166667,150.000166667,178.282666667,135.858833333,187.373666667,123.2325,138.888833334,211.111333333
190.95,158.928666667,294.0475,164.285666667,201.1905,154.1665,192.857166667,96.7261666668,120.238,198.809666666
191.33,139.215666667,238.7255,133.8235,172.058666667,109.803833333,143.137333333,74.9999166666,97.0586666666,154.411666666
191.71,115.116333333,180.232833333,110.852833333,141.860666667,92.2483333333,105.813833333,48.4496666667,90.6978333333,116.666833333
192.09,120.915166666,168.627666667,122.549166667,142.156666667,92.8103333335,106.536,64.8693333333,94.4445000002,125.49
192.47,101.7005,150.000166667,96.9389999998,115.646333333,67.007,87.7551666666,36.05475,67.3469999998,107.142833333
192.85,90.7408333335,116.402166666,71.1641666669,100.264666667,55.8201666667,77.2486666668,22.2221666666,57.143,86.2435
193.23,85.8695000001,112.681166667,52.8985000002,78.6231666667,35.145,65.5796666665,-5.43466666666,42.3913333334,71.739
193.61,82.7584999999,146.5515,48.2758333335,78.7355,22.4138333333,63.2183333334,-36.2068333334,23.5630000002,67.816
193.99,194.444333333,301.388666667,105.5555,133.333166667,69.4443333334,111.111166666,-127.777666667,43.0556666665,105.555666667
194.37,-1008.33333333,-1233.33333333,-299.999999998,-500.0,-83.3333333332,-341.66666667,1295.83333334,-241.666666667,-141.666666667
194.75,355.0,310.0,186.666666666,190.0,131.666666667,191.666666667,-179.166666666,145.0,210.0
195.13,242.0635,115.872833333,123.016,121.4285,95.238,144.4445,-48.8094166665,100.000166667,146.825333333
195.51,770.0,66.6666666665,60.0,106.666666667,253.333333333,420.0,-596.666666667,76.6666666665,270.0
195.89,1791.66666667,133.333333333,141.666666665,291.666666667,800.0,1141.66666667,-1562.5,-283.333333333,583.333333334
196.27,1194.44433333,150.000166667,216.666666668,105.5555,716.666833332,855.555666669,-1036.11108333,-238.889,338.888833333
196.65,-403.7035,-7.4071666665,-18.5185,75.9258333333,-266.6665,-270.3705,411.111083334,96.2963333333,-79.6295
197.03,-78.7038333333,40.2776666667,3.2406666667,43.9813333333,-23.1481666666,-34.2591666667,108.56475,60.648,21.2965
197.40,-68.6991666667,34.553,-6.504,41.4635,-17.4795,-19.1056666666,93.6991666667,70.325,29.268
197.78,-78.5089999999,42.9825,-22.8068333333,39.9123333333,-7.456,-15.7893333333,103.947416667,85.965,46.0526666666
198.16,-132.143,39.881,-60.1191666667,27.381,-28.5713333335,-69.0476666667,127.976333333,105.952166667,25.0003333333
198.54,-73.7373333331,61.1111666665,-20.2018333333,69.6968333332,-4.0405,-26.2626666667,126.262666667,142.9295,68.687
198.92,-27.5193333334,73.6431666667,22.093,89.5348333333,26.3565,17.4418333334,128.681916667,144.961166667,108.527166666
199.30,-7.69233333335,89.3163333331,23.5043333333,111.9655,32.4786666667,32.4788333333,144.017,167.5215,121.794666666
199.68,-13.5803333334,95.0616666666,-19.1358333333,143.210166667,33.9505,35.8025,172.839416667,206.79,179.629666666
200.06,-2.77783333335,111.111,-7.77766666665,160.0,55.0001666667,28.3333333333,153.611166667,183.333333334,203.889
200.44,-17.3333333332,163.333333333,-13.3333333334,188.0,89.9999999999,52.0,177.333333333,232.666666667,249.333333334
200.82,-51.0416666667,270.833333333,-36.4583333331,216.666666666,192.708333333,92.7083333335,244.791666666,411.458333333,394.791666666
201.19,302.777833333,-583.333333333,247.222333333,-361.111166666,-358.333166667,-69.4445,-508.333416667,-919.444666666,-911.111
201.57,155.5555,-170.370333334,107.407333334,-73.1483333335,-84.2591666669,-0.926,-123.148166667,-250.925833334,-242.5925
201.95,1.4500226073e+15,-2.83607362898e+15,5.54420408672e+14,-1.25810785045e+15,-1.30075557419e+15,-3.09195997145e+14,-1.62061350227e+15,-3.01732645489e+15,-3.14526962612e+15
202.33,530.0,-846.666666667,276.666666667,-350.0,-296.666666666,-133.333333333,-393.333333333,-880.0,-896.666666667
202.71,961.111166668,-1316.66666666,522.222166667,-549.999999999,-394.4445,-122.222166667,-519.444416665,-1277.77766666,-1338.88883333
203.09,845.833333333,-875.0,558.333333333,-291.666666667,-70.8333333335,-12.4999999998,-158.333333333,-841.666666667,-875.0
203.47,-171.568666667,237.255166667,-90.1960000002,108.8235,41.1765,73.5295,27.94125,234.313833333,244.117333333
203.85,-181.579,233.333333334,-105.263333333,71.0526666666,42.9826666667,40.3508333333,0.87725,224.5615,141.228166666
204.22,-82.7954999998,172.043166666,-48.9248333333,61.2903333334,32.7958333333,53.7635,20.69875,172.043,87.6341666667
204.60,-85.7143333333,119.047666667,-60.0,36.6665,-10.0,34.7618333333,5.71408333335,129.047666666,70.9523333333
204.98,-59.5238333333,82.313,-40.136,33.6735,-27.2108333333,27.551,10.2040833333,81.2925,68.7076666666
205.36,-43.75,71.7261666667,-31.5478333333,45.8333333333,-28.5715,31.5476666667,17.8571666667,78.2738333333,54.4641666667
205.74,-11.5226666667,61.7283333333,-13.5801666667,42.7983333333,-11.1111666666,30.041,29.321,65.8436666667,63.3748333333
206.12,-25.5206666667,61.979,-29.1666666666,39.0625,-24.2186666667,29.6875,24.2189166666,73.177,55.4686666667
206.50,-12.4998333333,64.9121666666,-8.33333333332,43.2016666666,-12.9386666667,35.7456666666,28.0701666666,71.4913333334,52.8508333333
206.87,-15.0,77.9166666667,-4.99999999999,45.2083333333,-9.58333333335,40.8333333333,31.1458333334,73.5416666667,43.9583333333
207.25,-7.03699999999,81.1111666667,0.0,47.963,2.2221666667,43.8888333334,39.72225,77.0371666667,45.1851666667
207.63,-20.1755,81.7983333333,-16.009,41.886,-0.87716666665,37.2808333334,40.1316666667,76.535,48.6841666667
208.01,-6.83766666665,83.9741666667,-2.99133333335,55.5555,2.9915,45.7265,47.8630833333,88.4613333334,69.658
208.39,-27.0531666667,72.4638333334,-18.599,44.4443333333,-6.0385,37.9226666667,37.4396666667,75.3621666667,74.1545
208.77,4.16666666666,85.2273333334,8.33316666667,58.9016666667,18.9395,43.9395,49.5265,75.379,81.818
209.14,6.96200000002,92.6161666669,4.85233333332,64.979,25.1053333333,51.4768333333,49.156,81.4343333333,73.2066666666
209.52,13.8156666667,103.07,9.21033333331,73.9035,28.728,56.579,53.5085833333,91.4471666667,79.1665
209.90,-19.3333333333,113.666666667,-13.3333333333,63.3333333335,10.6666666666,50.6666666667,40.3333333333,96.3333333333,73.0
210.28,-16.6666666667,120.740833333,-10.7406666667,78.5183333331,-2.2223333333,69.2591666667,52.7776666667,109.259333333,99.6296666666
210.66,0.3086666667,113.888833334,1.85183333334,82.7158333335,18.21,64.8146666666,58.0245833334,110.493833333,121.913666667
211.03,7.843,95.4248333335,-4.90183333332,74.5098333334,8.49683333335,59.1505,50.1635,116.34,135.621
211.41,-32.5203333334,71.138,-36.1788333333,56.9104999999,-24.3904999998,32.1138333334,11.3820833333,99.187,119.512166667
211.79,-62.4033333333,39.1471666667,-49.6123333333,30.2324999999,-55.4263333334,-3.10066666665,-18.7984166666,81.783,81.3953333334
212.17,-67.2725,23.0303333333,-46.0606666667,13.9395,-45.7574999998,-10.0001666667,-30.6059166667,46.9696666666,45.4545
212.55,-51.0,46.3333333333,-36.3333333333,41.6666666668,-40.6666666665,9.00000000001,-28.1666666666,74.6666666667,53.3333333333
212.92,-148.888833334,26.1111666666,-115.0,6.6668333335,-125.000166667,-38.3335,-118.611,85.5555,30.5553333333
213.30,-99.1228333331,39.9125,-72.807,36.4033333335,-75.8771666668,-24.9998333333,-79.8245833334,86.4033333333,78.0703333333
213.68,-67.3078333334,50.9616666666,-20.1923333333,37.5,-38.1409999999,6.73083333334,-55.6089166667,74.0385,80.449
214.06,-29.4873333334,62.564,3.58983333332,63.3333333333,-9.48716666665,21.282,-27.3076666667,84.1025000002,90.2565
214.44,-4.31366666667,60.9805,10.196,63.5293333333,16.0783333333,23.1371666666,-4.70591666667,81.5686666667,84.314
214.81,-25.1208333334,50.483,-13.768,58.2126666667,-4.3478333333,9.66183333335,-33.2124166667,72.7053333333,76.087
215.19,-25.1143333333,56.8491666667,-8.44766666665,60.274,6.62116666665,12.7853333333,-20.8905833334,65.0685,80.5933333334
215.57,-3.37533333335,72.7848333333,6.75116666665,72.3628333334,16.4558333333,20.6751666667,-2.10975,78.27,88.8185
215.95,14.2858333333,89.8808333333,20.635,89.0871666667,30.9525,39.8811666667,17.1624166666,91.8651666666,103.769666667
216.32,24.5935,96.1381666666,28.2521666666,95.1216666668,38.6178333333,43.699,27.4390833333,103.455333333,117.886
216.70,12.3016666667,89.0875,20.0396666666,84.1271666667,34.5238333333,30.754,22.22225,92.6586666668,107.539666667
217.08,21.6476666667,92.1456666667,30.4598333333,91.1876666666,45.4021666667,39.0805,32.95,95.2108333331,100.958
217.46,8.96066666669,77.2405,24.0143333334,71.8636666667,29.2115,29.3906666667,24.6415833333,76.165,75.9856666667
217.83,6.02833333335,63.83,12.766,64.8936666667,19.149,19.5036666667,27.74825,66.312,69.6806666666
218.21,1.21533333335,58.507,11.8056666667,60.2431666666,14.4098333334,16.8401666667,25.4340833333,59.5485,61.111
218.59,-12.5,60.0,6.66666666665,60.4166666667,0.41666666665,11.875,9.16666666668,55.8333333333,56.875
218.97,4.56149999998,69.9998333333,27.5438333333,67.8948333333,18.0703333333,26.842,24.2981666666,67.3685,62.1056666666
219.34,15.4255,71.2766666667,32.8013333334,71.6313333331,16.4895,32.4468333333,29.0780833334,72.163,60.4611666667
219.72,16.4793333333,71.5356666667,37.2658333333,76.0298333335,24.3445,43.4458333333,27.9026666666,71.9101666666,64.9813333333
220.10,11.3426666667,72.4536666668,38.8888333334,84.4905,20.8331666667,42.1296666667,19.5603333334,80.3241666669,64.5836666667
220.47,3.0301666667,71.9700000001,31.5656666666,83.0806666668,7.07066666665,35.6061666666,10.6061666667,72.9798333331,62.6263333334
220.85,10.0878333333,64.4735,39.4736666667,75.4383333331,12.5,40.5701666666,19.0785833333,70.3948333335,63.8156666667
221.23,11.508,55.5553333333,34.9205,67.6586666668,11.7063333333,36.7063333334,24.2064166667,67.8573333335,68.0556666666
221.61,0.208333333335,49.375,19.1666666667,58.9583333333,6.0416666667,28.75,15.1041666667,67.5000000001,70.2083333333
221.98,-15.2583333333,50.939,12.2066666666,46.479,1.878,20.4226666666,1.7605,66.1973333331,70.1878333333
222.36,-17.4016666667,64.951,9.55866666666,49.0195,11.7648333334,18.8725,4.77925,74.7548333334,77.451
222.74,-25.0,64.8146666666,1.852,42.1298333333,12.2683333334,11.8056666667,2.89366666665,72.6851666666,77.5461666666
223.11,-30.846,53.7315,-9.20416666668,34.826,2.239,3.73133333332,3.73141666667,62.4378333333,74.3778333333
223.49,-48.485,40.1515,-24.7476666667,27.2726666667,-9.8485,-12.3736666667,-10.1009166667,50.2525,66.6666666667
223.87,-46.2963333333,31.9445,-27.778,22.6853333333,-14.5831666667,-16.6666666667,-4.51375,46.7591666667,69.4443333334
224.24,-21.4815,36.852,-5.18516666666,33.148,-0.55566666665,-4.81466666665,15.1850833334,47.963,81.6666666667
224.62,-16.3193333333,35.5905,-1.38883333333,34.5485,8.85416666665,-3.99316666665,14.7570833333,45.3125,82.1181666666
225.00,-19.2708333333,34.3748333333,-6.07633333335,25.0001666666,0.868,-11.1111666666,8.68049999998,35.4165,71.007
225.38,-21.5053333333,37.8138333334,-3.40483333332,26.5231666666,-3.22583333335,-15.5915,2.86741666667,33.1541666666,67.7418333334
225.75,-0.53216666665,44.8581666667,17.0211666667,43.4396666666,11.1701666667,-3.54633333335,18.2623333333,43.2625,76.9503333334
226.13,11.8278333334,44.8031666667,19.3548333334,51.2545,14.1576666667,3.405,19.6236666667,47.491,73.4765
226.51,2.01483333335,23.8095,6.22716666665,36.8133333334,-2.19783333335,-10.806,3.48,25.641,54.2126666666
226.88,10.6531666667,21.134,17.3538333333,40.3778333333,3.78,-8.93466666665,6.18558333331,22.337,55.3261666666
227.26,17.3498333333,25.0,23.3606666667,38.9343333333,11.7486666667,1.63933333335,7.78699999999,27.459,48.2238333334
227.64,16.2991666667,26.8383333333,24.8775,34.4363333333,12.1323333333,2.0835,7.10791666666,27.5735,45.466
228.01,19.2128333333,26.9675,25.6943333334,32.0603333334,14.5831666667,1.04166666667,8.04416666668,26.2733333333,36.69
228.39,13.6691666666,21.1031666667,19.904,29.7363333333,10.5515,-1.43866666667,2.93766666666,22.7816666667,27.0983333334
228.76,14.219,21.0955,20.7458333333,29.4871666666,8.62449999998,4.07933333333,6.23533333333,25.8741666666,21.0956666667
229.14,14.4826666667,16.2071666667,19.4251666667,34.3678333333,7.93083333335,2.87366666667,6.83916666668,27.9311666667,22.7586666667
229.52,15.7113333333,18.259,18.0468333333,34.501,9.554,8.38650000001,10.29725,27.4946666666,25.159
229.89,9.21316666665,17.495,13.0435,30.8486666667,5.90049999998,4.65833333334,7.34991666667,21.7391666667,20.2898333333
230.27,5.85316666669,14.385,12.1033333333,30.1585,4.16649999998,0.694333333335,6.89491666665,19.6426666667,19.4445
230.65,9.55150000002,19.6881666666,15.1071666667,31.6765,6.53033333332,3.21633333334,10.7211666667,28.265,26.8033333334
231.02,10.5363333334,17.5286666666,11.207,26.6281666666,2.10733333333,5.0765,13.8890833334,27.1071666667,24.8086666666
231.40,-1.46383333334,6.75666666667,-0.788333333335,17.7928333333,-13.4008333333,-3.04066666667,7.71399999998,18.4685,20.9458333333
231.78,-2.29483333334,3.14016666667,-1.32866666667,13.1641666667,-13.0436666666,-6.7635,6.94458333333,15.9418333334,19.9275
232.15,-11.708,0.0,-3.719,6.887,-21.212,-13.4986666666,-0.069,12.9476666667,24.2423333333
232.53,-13.4368333334,2.45483333333,-6.8475,0.000166666650001,-22.6098333333,-11.8865,-2.32541666667,8.01033333334,20.8008333333
232.90,-25.4741666666,-7.317,-21.8155,-15.447,-36.4498333333,-26.2873333333,-15.24375,-1.08383333335,11.924
233.28,-15.0376666667,2.2555,-13.4085,-10.1503333334,-20.5511666667,-14.5363333334,-8.396,5.639,22.3056666667
233.66,-9.24583333333,2.55466666667,-10.3406666667,-7.66416666665,-17.6398333333,-9.85399999998,-7.96841666667,9.9758333333,26.8853333333
234.03,-2.91383333333,7.34283333333,-4.07916666665,-5.94433333332,-13.8695,-2.91366666666,-4.1375,18.7646666667,29.9535
234.41,-4.97683333333,9.0275,-6.01833333335,-9.838,-14.3516666667,-2.08333333333,-6.01875,17.0138333333,26.5048333333
234.78,3.13833333331,14.2856666667,4.00433333335,-2.7056666667,-4.87,10.3896666666,2.21858333333,23.2683333333,26.1901666667
235.16,1.87649999998,16.1148333333,8.38833333332,-0.99333333335,-3.75299999999,10.9271666666,0.331083333335,26.3795,22.5165
235.54,5.05383333335,20.7526666667,12.258,3.33316666665,4.83866666668,12.043,4.51616666667,30.8605,26.6668333333
235.91,2.81383333335,18.2901666666,7.57583333333,2.814,4.437,12.7705,1.73175,28.355,23.4848333334
236.29,10.6508333334,20.8086666666,12.0316666667,10.6506666667,8.48116666665,18.6391666667,7.49516666666,30.6706666666,26.3315
236.66,15.2778333333,23.0158333334,16.5675,13.7896666666,11.2101666667,20.6346666667,9.67249999998,35.516,25.6941666666
237.04,20.39,23.936,19.9468333333,18.2625,12.9431666667,23.4928333333,14.0958333334,32.89,29.6098333334
237.41,19.3876666666,23.2995,19.898,19.5576666667,11.4796666667,24.0646666666,15.3486666667,32.4828333334,27.2111666667
237.79,17.8921666667,19.1175,19.5261666666,19.3628333333,10.0491666667,23.366,16.09475,27.5328333334,23.2845
238.17,16.4286666666,16.1906666666,16.6668333333,19.9205,8.01583333332,20.1586666666,14.881,22.8571666667,21.508
238.54,19.3331666667,16.5926666667,19.1851666667,22.963,9.03733333334,18.4446666667,16.66675,23.8516666667,23.6295
238.92,17.8091666667,14.5831666667,15.793,21.774,8.60216666667,16.2633333333,15.2554166667,20.363,23.1183333334
239.29,11.8676666667,7.91183333334,8.88449999998,16.9908333334,3.24283333333,10.117,9.27366666665,12.3863333333,18.4178333333
239.67,13.8296666666,8.68816666665,7.80133333332,16.6666666667,2.246,9.21983333331,10.0475,12.0565,16.4891666667
240.04,11.9205,5.35333333333,6.12566666666,13.6866666667,-1.10366666667,6.34666666667,7.50558333334,9.49216666665,11.7548333333
240.42,8.08816666666,4.31366666667,2.50016666666,10.2451666667,-2.20583333333,3.43133333334,6.29899999998,6.81383333335,6.47066666667
240.79,7.22366666665,3.61166666667,2.65433333333,8.74666666665,-0.652833333335,4.52583333333,6.50558333335,5.26516666668,6.83233333333
241.17,7.88016666669,5.04333333333,5.31916666667,10.126,2.87616666667,8.19533333334,8.37283333332,7.84083333333,8.23516666667
241.54,7.37583333334,4.8935,4.8935,8.43983333334,3.40433333333,8.227,7.14533333332,7.94316666665,7.4825
241.92,5.85866666667,2.49133333333,3.03033333333,6.29616666667,2.7945,6.16166666666,4.37716666668,6.56583333335,6.229
242.29,6.29216666667,3.83683333333,4.02083333334,6.78350000002,4.38916666666,7.64266666667,4.26633333333,6.99816666666,8.19533333335
242.67,4.63766666666,2.21433333333,2.42366666667,4.27866666667,3.471,8.10883333333,3.17183333333,6.19400000001,7.72016666665
243.05,1.00933333334,-2.11016666667,-0.152833333333,0.152833333335,0.367,4.95416666667,-0.168416666665,3.3945,4.8315
243.42,2.77783333333,-0.116833333335,1.959,1.37416666667,3.01166666667,7.28066666667,2.17841666667,5.20450000002,7.427
243.80,3.68783333333,1.71516666667,4.68816666666,3.45883333333,6.00333333334,10.2631666667,3.63075,6.83250000002,9.2055
244.17,4.75,4.028,6.3055,5.4445,8.0,11.7501666667,5.36125,8.08333333335,11.7501666666
244.55,6.55133333334,5.3985,8.51666666666,6.42050000002,8.77883333331,13.5221666666,6.87900000002,8.9625,14.7011666666
244.92,6.78283333333,5.47483333334,7.99433333333,6.87983333335,9.10866666667,13.0573333333,7.38866666666,8.64816666665,14.3411666667
245.30,7.26483333333,5.53316666667,7.535,6.38766666667,8.07466666665,12.3706666666,7.08516666667,8.05216666669,14.0801666667
245.67,5.6875,3.4375,6.375,4.95833333334,5.5,10.7708333333,6.15625,6.68750000001,13.2291666667
246.05,5.52416666666,4.5025,6.52683333334,4.55916666666,5.1835,11.067,6.62125,6.07266666666,13.3556666666
246.42,4.55983333333,3.12733333333,5.381,3.68616666667,4.08816666667,10.3946666667,5.90491666667,5.45066666667,12.334
246.79,4.91866666667,3.32683333334,5.30066666667,3.91583333334,4.07533333333,10.1081666667,5.64316666666,4.871,12.3685
247.17,5.7275,4.38766666666,5.78616666667,5.24133333333,5.00583333333,11.0278333333,6.64025,5.60966666667,12.8386666666
247.54,5.93216666667,4.40683333334,5.39566666667,5.45183333334,4.6185,10.7625,6.82908333333,5.77666666666,12.387
247.92,5.6925,3.98183333334,4.66616666667,4.625,4.25583333334,10.1943333334,6.19175,5.71966666666,11.3848333334
248.29,5.69566666666,3.83766666667,4.14983333333,4.36683333334,4.46166666666,10.4691666667,6.177,5.7365,11.3503333334
248.67,5.08333333333,2.45833333333,3.0555,3.88883333334,3.70833333334,10.2221666667,5.21533333333,5.08333333333,10.5276666667
249.04,4.5005,1.36466666667,1.90183333333,2.97616666667,2.65666666667,9.39316666666,4.19575,4.22483333333,9.7125
249.42,3.58483333333,0.275833333334,1.43983333333,2.451,2.40483333333,8.65516666667,4.15891666667,3.81433333333,9.03816666666
249.79,3.074,-0.365666666666,0.382166666665,1.31266666666,2.0605,7.74333333334,3.13225,2.11016666667,7.42766666666
250.17,1.86183333333,-2.54866666666,-1.55466666667,-0.5605,0.6325,5.76633333333,1.36483333333,1.13866666667,5.2785
250.54,0.725499999999,-3.451,-3.78433333333,-2.52933333333,-0.86283333333,3.6665,0.196,-0.608,3.56866666666
250.92,0.6675,-3.67133333334,-3.9215,-2.31533333334,-0.250166666665,4.13,0.67791666667,-0.438,3.0455
251.29,-0.527166666667,-5.37983333334,-5.99483333334,-4.6335,-2.26183333334,2.52516666667,-1.39416666667,-2.174,1.9545
251.66,-2.19766666667,-6.77666666667,-7.71516666667,-6.50183333334,-3.59416666667,1.44233333334,-3.21658333333,-2.93016666666,0.091666666665
252.04,-4.77533333334,-10.5673333333,-10.4253333333,-9.10166666665,-7.163,-1.30033333333,-6.13475,-7.11583333335,-2.151
252.41,-5.80533333333,-10.5803333333,-10.5338333333,-9.78466666667,-8.26316666665,-1.5685,-6.74141666665,-7.93550000001,-2.83233333333
252.79,-6.84566666667,-11.4173333334,-12.2885,-11.0305,-8.80516666665,-2.8785,-7.68033333333,-8.75666666665,-4.7895
253.16,-7.75483333335,-11.6198333333,-12.3338333334,-11.8413333333,-8.93633333333,-2.78183333334,-8.55491666668,-8.81316666668,-5.56366666667
253.54,-9.93366666667,-14.2088333333,-16.0521666667,-15.7451666667,-11.4183333333,-4.96666666666,-12.3654166666,-11.956,-8.2695
253.91,-10.0156666667,-13.7193333334,-15.8318333333,-15.6756666667,-10.6156666667,-4.01683333333,-11.6979166667,-10.72,-7.69466666667
254.28,-10.3303333334,-12.6196666667,-15.788,-15.1491666667,-9.79783333333,-2.769,-10.4499166667,-10.6763333333,-6.5495
254.66,-10.601,-14.2855,-16.0715,-16.9785,-9.7505,-2.63583333333,-11.1535,-11.9613333333,-8.24816666666
255.03,-12.2601666667,-16.7565,-17.5958333334,-19.9041666667,-12.32,-5.54566666666,-13.4141666667,-14.3885,-11.2413333333
255.41,-14.5713333334,-18.4128333334,-19.1746666666,-21.4603333333,-13.4285,-6.66666666666,-14.6985833333,-16.4763333333,-14.0
255.78,-15.3028333333,-19.2948333333,-19.1616666666,-23.3198333333,-13.3398333333,-8.28333333335,-16.1343333333,-18.4296666667,-15.1696666667
256.15,-12.508,-15.7245,-16.147,-20.208,-10.0063333333,-5.783,-13.6778333333,-15.4971666667,-11.5985
256.53,-11.7295,-16.6351666667,-15.9748333333,-19.8113333333,-9.11949999999,-5.09416666668,-13.0031666666,-14.2451666667,-12.2956666667
256.90,-9.2845,-12.8618333333,-11.8398333333,-16.6666666666,-5.5365,-2.61216666666,-10.3349166667,-11.783,-8.12033333334
257.28,-7.69033333333,-9.97950000001,-9.61949999998,-14.3261666666,-4.6555,-1.3375,-8.21758333335,-9.77366666667,-4.78383333333
257.65,-4.68266666666,-7.34566666667,-5.41483333333,-9.58716666665,-2.39666666667,0.710166666665,-4.93791666667,-6.59150000002,-2.41883333333
258.02,-3.24333333334,-6.4495,-4.27433333333,-7.25533333333,-2.13716666667,1.21866666666,-3.74941666666,-5.137,-0.956
258.40,-2.00183333334,-4.46916666667,-1.98633333334,-4.93483333333,-0.574333333334,2.80883333333,-2.04825,-3.3985,0.341666666665
258.77,-1.03416666667,-2.82416666667,-0.795499999998,-2.99633333333,0.119333333333,3.59316666666,-1.08708333334,-2.10816666667,1.72366666666
259.15,-0.0931666666685,-1.57233333333,-0.431,-2.10833333334,1.09483333333,4.57733333333,-0.308666666665,-1.04816666667,3.41266666666
259.52,1.29816666667,-0.2005,0.834000000001,-0.971166666665,1.80483333333,5.4465,0.986833333335,0.02116666667,4.5175
259.89,1.53366666666,-0.674166666665,0.351666666666,-0.468833333333,1.4265,5.40233333334,1.26041666667,0.058666666665,5.01183333333
260.27,1.272,-0.923499999999,0.141166666665,-0.923333333334,0.941999999999,5.16283333333,1.12125,0.1035,4.4845
260.64,1.0825,-0.6905,-0.0745,-1.07316666667,0.345166666667,4.88066666667,0.835083333335,-0.0375,4.414
261.01,0.522666666665,-1.18583333333,-0.812333333333,-1.88616666667,-0.494833333332,4.267,0.373416666666,-0.70983333333,3.875
261.39,0.875833333332,-1.29483333333,-0.549666666668,-1.47183333333,-0.0653333333335,4.39733333334,0.554333333332,-0.587,4.01516666667
