wavelength,Back_SpoLinm,Belly_SpoLinm,Breast_SpoLinm,Crissum_SpoLinm,Crown_SpoLinm,DorTail_SpoLinm,Patch10_SpoLinm,Patch11_SpoLinm,Patch12_SpoLinm,Rump_SpoLinm,Throat_SpoLinm,WingTip_SpoLinm
184.11,-94.0741999999,-210.3704,-398.518533333,-204.444333334,-440.740866667,-252.2222,-113.333466667,-402.963,-157.036733333,-311.851733333,-195.555533333,-310.370466667
184.49,344.166666667,686.666666666,1051.66666666,465.0,1036.66666667,722.499999999,326.666666667,1005.0,533.333333335,730.0,558.333333334,753.333333333
184.87,194.285733333,396.1904,532.380933334,240.9524,579.047466666,437.619133334,225.714266667,541.904666667,329.523733333,463.8096,338.0952,419.047599999
185.25,484.4445,984.444400001,1124.4444,524.444533333,1371.11113333,1066.66666667,693.333333333,1315.55553333,720.000000001,1028.88893333,771.111133332,1079.99993333
185.63,29.6666666666,-128.666666667,-168.0,24.6666666667,-236.666666667,-133.333333333,-34.6666666666,-187.333333333,-63.3333333334,-127.333333333,-2.6666666668,-183.333333333
186.01,78.5416666668,-26.2499999999,-45.8333333333,74.5833333333,-112.916666667,-30.0000000001,23.3333333334,-68.3333333333,-22.9166666668,-32.9166666667,55.4166666667,-50.8333333334
186.39,81.5278333335,-12.2223333334,-9.99999999994,65.0000000001,-53.611,-13.1945333335,36.3888666666,-34.1666666667,9.99986666674,-6.11106666668,57.2222666667,-18.6111333333
186.77,62.6192333335,-12.6190666667,2.1428666668,38.8094666667,-39.2856666667,-12.9762333333,13.0952,-29.2856666667,9.52406666652,-11.6665333333,43.3332666665,-31.4284666667
187.15,37.1544999999,-15.6097333333,1.62599999992,16.4228,-29.2682666667,-20.8129666666,3.57726666666,-25.8536666667,2.27640000008,-10.4065333333,8.94313333334,-33.8210666667
187.53,37.9084333333,-7.58166666666,16.3398666667,15.8169333333,-14.1176,-8.49676666662,11.2418666666,-11.2418,7.05886666674,1.56859999999,11.8954666667,-15.0327333333
187.91,53.6878666667,5.24819999998,34.6097333333,30.3545333334,-7.37586666669,12.4824,21.9857333333,-7.09226666667,8.51060000001,12.7658,15.4609999999,1.70206666668
188.29,57.2915666665,17.4999333333,38.1945333333,39.4444,-1.80560000002,24.1666333333,24.9999333333,5.00006666667,22.7776666667,23.6112,10.2778666666,0.83333333332
188.67,56.7692666667,27.9999333333,46.4615999999,36.2051333333,8.41013333332,36.8204666667,30.2564666666,19.5896666666,33.7436000001,28.8203333333,17.0256666667,11.8974
189.05,78.7692333333,47.8972666667,60.9231333333,50.1538666667,21.7435333333,58.205,45.6411333333,35.2820666667,55.8974666667,49.9487333333,38.0512666666,29.5384666667
189.43,112.101333333,62.4639333334,76.3769333333,60.7246,26.3768666667,74.4927666667,56.2318666667,46.2318666666,66.8116666667,61.8840666667,48.2608666667,42.0290666667
189.81,156.5,30.0,68.3333333333,32.6666666667,-30.6666666668,65.8333333335,4.66666666674,-19.3333333332,60.9999999999,49.0000000001,-20.3333333333,14.3333333333
190.19,125.444433333,53.1110666665,57.5555333332,50.2222,-1.99993333325,69.8887666665,20.4443999999,22.4444666666,72.4443999999,67.1111333333,9.33326666653,55.3332000001
190.57,86.9629666667,44.4446000001,46.2223333334,41.0369333333,10.3702666667,60.1481000001,25.3333333333,31.5554666666,55.8518666667,57.1851333333,17.1851333334,55.1109999999
190.95,78.4058000001,35.3622666667,34.9273333333,35.6522,0.724866666674,51.5941000001,23.913,32.6086,39.5652666666,58.5508000001,10.1449333333,65.9422000001
191.33,122.929366667,52.1212000001,61.6161333335,56.3637333333,6.86873333333,94.3435,30.1010666667,59.7980000001,52.5252666666,90.5049333333,38.384,116.969733333
191.71,146.5279,55.0000666667,65.8334000001,57.7778,-18.6111333332,105.6945,8.88873333326,53.0554666666,49.7221333333,104.999866667,17.4999333333,127.499933333
192.09,265.666666667,37.3333333333,46.0,65.3333333334,-71.9999999999,139.666666667,-58.6666666667,73.9999999999,83.3333333334,167.333333333,5.33333333346,217.333333333
192.47,-2693.33333333,-340.000000003,-73.333333334,-833.333333336,786.666666667,-1196.66666667,966.666666666,-453.333333333,-606.666666668,-1253.33333333,-313.333333333,-2066.66666667
192.85,-277.407433333,-25.9258666668,40.7407333332,-93.3333333332,94.0740666667,-109.259033333,103.703666667,-30.3704000002,-24.4443333333,-101.4814,-41.4816666665,-225.185133333
193.23,-93.8887333334,52.9630000001,59.9999333334,5.55540000006,66.6667999999,-18.3334,83.3333999999,20.3703333334,50.7406666666,-2.96293333334,33.3333333333,-71.8518666667
193.61,-95.8975,76.4102000001,80.5127333332,46.6666000001,129.7436,1.2819666666,128.717933333,48.7179333333,91.7948666667,13.8460666667,96.4103333331,-98.4615333335
193.99,-157.036966667,65.1851333331,102.963066666,75.5555333333,217.777666667,24.8149,172.592466667,8.8889333332,105.1852,25.9259333333,115.555466667,-175.5556
194.37,-57.3331999999,81.7778000001,55.1110666668,87.1110666666,153.777733333,47.5555333334,162.666733333,38.2222666665,92.8890000001,62.2222666667,109.7778,-58.6667333334
194.75,-76.4999999999,24.3333333333,11.9999999999,46.3333333333,96.9999999999,28.3333333332,122.333333333,4.66666666672,55.3333333333,25.3333333333,48.6666666665,-59.6666666667
195.13,-6.15946666667,39.5652,38.1158000001,50.5797333333,77.2462666666,40.7246666666,88.8406,34.4929333333,50.5796,46.0868666666,49.1304,14.6375333333
195.51,17.1957666667,40.5292666667,43.8096000001,57.1428666666,72.8043333333,47.9893666667,81.3757333334,48.0423333333,54.709,53.1216666666,48.4655333333,27.3016
195.89,32.1569333333,46.196,44.5488666667,59.451,60.9412,51.6471,70.6667333333,48.8628,53.6470666667,50.9803333334,50.4312,31.0588666667
196.27,35.1765,47.2941333333,46.0392666666,64.0785333333,60.7844,53.647,68.3922666666,50.8234666667,58.1178666667,50.1176,52.0784666667,33.7253333333
196.65,35.2651666667,44.7726666667,41.8939333333,64.2424666667,49.9243333333,50.8713333333,61.5908666667,45.4544666667,54.6212,42.5758,48.0301333333,27.5758
197.03,41.9300666667,52.7718666667,46.8772,71.7894000001,57.6843333333,58.6666,72.9124,52.7016666667,61.7544,47.7192666667,53.1229333333,40.2806
197.40,42.6531333333,47.1428666667,42.7212,70.408,55.3061333333,60.4080666667,69.7958666667,45.2381333333,56.8707333333,43.3332666667,48.7754,39.6599333333
197.78,43.7943333333,46.312,43.2624,67.2339333333,49.149,60.8865666667,68.0142,47.305,55.6028666667,40.922,46.2411333334,38.8654
198.16,50.1569,46.4314,40.8627333333,69.8824666666,47.2157333333,62.706,68.2353333333,48.2352666666,56.8627333333,40.1568,45.5685333333,35.3725333333
198.54,55.8585333333,47.9797999999,45.1516000001,81.7172,42.5252666667,64.6969666667,70.606,49.596,60.2020666667,40.2020666666,47.2729333333,36.4647333333
198.92,58.8771333333,52.4912666667,42.7369333333,72.9124,45.4735333333,57.6841666667,63.4386,52.0701333333,59.0175333333,47.0174666667,48.9123333333,42.9474
199.30,60.75,53.5,39.3333333333,78.5833333333,40.5833333333,59.0,65.9166666667,53.5,61.5833333333,43.6666666667,51.5833333333,37.0833333333
199.68,51.7171333333,40.404,23.7372666667,66.8687333333,19.9999333333,45.0,57.8787333333,34.1414666667,51.6162,28.1818666667,44.1414666667,20.606
200.06,44.9998666667,35.5208,16.3540666667,59.9999333334,11.5626,35.3126333333,57.2916666667,31.4582666667,50.9374666667,27.2918666666,42.1873333333,16.2500666667
200.44,50.2049333333,38.7692666667,18.7694,62.9744,17.9487333333,40.6153666667,69.8462000001,32.1025333333,58.7692,35.1794666668,51.7948666667,20.3076666667
200.82,57.7587333333,47.8160666667,18.8506666667,68.9654666667,31.6091333333,42.8737,81.3793333332,37.4712666666,75.4023333333,49.1954666665,54.2528666667,27.931
201.19,59.1667666667,46.6668666667,13.4375333333,59.7918,25.0001333333,37.4481333333,69.6876000001,32.5000666667,65.3124666666,46.9792666667,51.9793333333,15.6252666667
201.57,55.2299666667,42.1839333333,3.79306666666,49.0804666667,15.4023333333,27.8736333333,68.0459333333,36.5516666666,64.4827999999,46.8965999999,51.0344666666,7.35626666668
201.95,47.9652333333,42.8571333333,7.5326,45.1084,17.5756666667,24.2858333333,59.8268,29.3506666667,54.9782,43.0302000001,45.1948,15.4978666667
202.33,37.3611,28.1481333333,-7.03700000008,29.6296,-0.46293333332,8.65743333336,53.8888666667,18.6111333333,45.5555333334,34.0740666667,30.9258,8.51860000001
202.71,42.4561666667,35.5789333333,5.96499999999,32.4911333333,12.7019333333,20.2807333333,56.4912666667,29.3332,51.3683333333,40.7016666667,38.1754666667,20.7718666667
203.09,39.5726,26.6666666667,-0.94006666668,24.4445333333,-1.02566666666,11.1538,56.8376,23.7606,48.2904666667,32.9058666667,37.3504,10.4272
203.47,42.8270666667,21.6879333333,-2.7003333334,22.7004666667,-4.8946,9.40933333334,54.0084666667,22.5316,49.789,36.3713333333,32.6582666667,7.5104
203.85,50.7792333333,27.7922666667,7.87859999993,32.0348,-0.86566666668,19.3074,59.9133333333,29.7836,58.4418,43.6364,35.5843333333,12.2078
204.22,44.2252666667,12.5822,0.37553333328,21.2206,-12.3944,8.12213333334,49.3897333333,12.0186666667,47.2299333334,35.3051333333,16.7136666667,-2.25360000001
204.60,20.1010333333,-17.9798,-30.9091999999,-3.3334,-47.7776,-24.3434333333,17.0706,-18.6868000001,13.4344,1.111,-14.8484,-37.7777333333
204.98,19.7583666667,-16.6184,-33.0434666667,-3.47820000003,-56.1351333333,-24.9276666667,11.2076666667,-20.3866,7.72946666666,-5.02426666668,-12.2705333333,-39.0338666667
205.36,-24.8245333334,-86.4912000001,-100.5264,-54.7368666667,-155.964933333,-92.0177,-35.0877333334,-90.1753333333,-37.1930666667,-70.7017333334,-80.8772666665,-123.859533333
205.74,-0.63043333332,-71.1711999999,-74.4144,-30.8108,-143.062933333,-77.7479000001,-18.1982666667,-76.2163333334,-21.2612666667,-58.5584666667,-69.7296666667,-113.873933333
206.12,-19.9073333333,-86.6666,-81.6666666667,-40.3704666667,-159.2592,-95.6481333333,-41.1112,-86.2963333333,-35.9259333334,-77.2223333333,-96.8517333333,-146.110933333
206.50,-33.4234333333,-81.8018,-81.2612,-34.9548666667,-162.882866666,-103.603633333,-53.6935333333,-95.6757333332,-38.0179333333,-87.3874000001,-96.3963333335,-150.450466667
206.87,-246.1539,-346.153733333,-360.0,-205.641133333,-623.5898,-423.076933334,-327.179466667,-426.153733333,-285.128333333,-407.692333334,-428.718066667,-533.333266667
207.25,-164.509933333,-231.372533333,-249.019666667,-94.1175999999,-445.882266667,-292.9411,-232.549,-299.999933333,-185.4902,-277.254866667,-311.372533333,-372.941266667
207.63,-157.592533333,-212.592666667,-240.000133333,-78.5185333333,-426.666533333,-272.407366667,-223.333266667,-310.370333333,-192.962933333,-282.222133333,-301.481466667,-335.925933333
208.01,-151.212066667,-186.0606,-218.7878,-87.5757333334,-354.545333333,-238.030266667,-194.5454,-273.939333333,-193.9394,-243.636266667,-245.454533333,-273.333466667
208.39,-153.166666667,-189.0,-221.0,-91.3333333334,-375.333333333,-261.0,-199.333333333,-263.333333333,-194.333333333,-270.0,-263.0,-273.333333333
208.77,-170.980433333,-189.803866667,-229.019533333,-103.529466667,-417.2548,-286.274566667,-217.254933333,-275.294133333,-203.529333333,-268.235266667,-298.823333333,-296.470733333
209.14,-135.087633333,-162.105333333,-196.4912,-72.9824666667,-352.982466667,-246.8422,-164.210466667,-230.1754,-191.929866667,-231.929733333,-251.2282,-233.684266667
209.52,-23.3334333333,-48.8889333334,-62.2222000001,-4.44446666667,-116.9444,-84.6529,-43.0555333333,-69.7222666667,-61.2501333333,-66.3888666667,-74.0278666667,-75.4165999999
209.90,-31.7900666667,-53.5802666667,-71.4815333334,-12.8395333333,-117.901133333,-88.3332666667,-48.7654666667,-72.5924666666,-65.8024666666,-68.1481333334,-75.0617333334,-76.2964000001
210.28,-29.9346666667,-59.8693333333,-81.6992,-16.6012666667,-129.411666667,-93.4641,-52.8103999999,-82.0915333333,-72.5489333334,-75.2941333335,-77.3856,-80.3923333333
210.66,-10.6879000001,-31.7459333333,-50.2645999999,1.37566666667,-87.0900000001,-52.1691999999,-26.2434,-50.2645999999,-45.8202,-41.7989333334,-46.6667999999,-57.8836666666
211.03,-4.06929999999,-22.5108666667,-37.5757333333,9.61026666666,-64.7620666666,-38.2684,-17.1428666667,-37.5757333333,-29.5238,-27.9653333333,-36.1904666666,-51.1688666667
211.41,-13.2882999999,-27.1171333333,-46.3063333333,-3.2432,-78.6486,-48.1980666667,-25.2252,-54.6847333334,-43.6936,-40.3603333333,-48.6486666666,-64.6846666667
211.79,-9.0475,-25.1082666667,-37.5758000001,-5.36800000001,-72.7272666666,-49.1342333333,-25.6276666667,-47.4459333333,-43.6362666666,-38.4414,-43.2033999999,-63.8962666667
212.17,-6.66666660003e-05,-17.7777333333,-27.5720000001,6.41986666668,-63.7859333334,-47.2016333333,-23.2921333333,-37.3662666667,-33.8271333333,-29.0535333333,-34.7325999999,-56.7079333333
212.55,-1.28783333331,-16.1364,-27.3482666667,7.87886666666,-58.1817333334,-42.6515666667,-21.212,-37.6514666667,-31.6666666667,-26.1364,-30.7574666666,-49.8485333333
212.92,5.74066666667,-9.11113333333,-16.2222666667,17.2594,-47.6296,-33.1111333333,-10.1482,-28.5926,-22.8148,-20.6667333333,-22.4442666667,-38.2962666667
213.30,7.09673333333,-10.4658666667,-15.1254666667,15.2688666667,-45.4479333333,-33.4051666667,-12.3298,-23.6560666667,-19.8566,-16.8458666667,-22.2222,-43.5842666667
213.68,1.92983333334,-12.4561333333,-21.9298666667,14.3859333333,-60.7895333334,-38.6403333333,-19.3858,-32.3684,-24.7369333333,-23.8596,-35.8770666666,-54.2105333334
214.06,-1.32346666672,-13.7254666667,-23.4316,14.0195333334,-65.1960666666,-44.8039999999,-23.2353333334,-39.3138,-32.451,-26.7646666667,-42.8432666667,-62.549
214.44,-2.65540000007,-15.1413333333,-32.2035333333,14.4634,-72.8811999999,-57.4012333334,-31.4125333333,-50.1695999999,-41.1297333334,-30.7345333334,-51.2994666667,-69.8306
214.81,-14.8718,-33.2052,-57.436,-1.41019999998,-98.5897333334,-90.2564666667,-60.8973999999,-73.8461999999,-64.2308,-52.3076000001,-83.5897999999,-90.1281333333
215.19,-22.7084,-54.5834666667,-74.7221333332,-28.0556666667,-121.111,-110.138733333,-75.1387999999,-93.0555333334,-88.7501333333,-75.1389333333,-101.6666,-111.666733333
215.57,-11.1865666667,-39.2091333333,-52.9942000001,-16.9491333334,-93.5594666666,-79.2655000001,-59.2090000001,-61.6951333333,-59.0960666667,-55.3672,-77.5140666666,-87.7966666667
215.95,-31.9231333333,-59.7435333333,-80.2565333333,-32.0513333333,-127.948666667,-94.4871666668,-85.8973999999,-72.8205999998,-77.9488000001,-74.8717999999,-111.0258,-116.154
216.32,-49.1472000001,-81.5504000001,-106.2016,-52.2480666666,-165.4264,-117.286933333,-115.813866667,-91.3178666667,-97.5194000001,-106.821733333,-148.372266667,-151.938
216.70,-32.9079333333,-62.6948666667,-84.3972666667,-33.9007333334,-142.695133333,-93.7588666666,-100.709266667,-61.9857333333,-78.2978666667,-82.8369999999,-126.524933333,-135.460933333
217.08,-49.7826,-86.0869333333,-114.927533333,-60.5796000001,-169.275266667,-113.623066667,-132.318866667,-83.1884000001,-104.6376,-106.231733333,-154.057933333,-165.217466667
217.46,-73.2592333333,-99.1111333333,-129.185133333,-79.2591333335,-186.666466667,-126.148333333,-148.148333333,-108.4444,-127.407533333,-127.111,-172.7408,-181.777733333
217.83,-51.1111000001,-74.6198000001,-90.8772,-58.9474666667,-138.5964,-100.8188,-110.5264,-74.1520666667,-96.3742666667,-90.2923333333,-126.666666667,-138.947266667
218.21,-45.0000333333,-74.1414000001,-84.1414666667,-60.7071333333,-125.858666667,-86.3638000001,-101.5152,-68.3839333334,-86.8687333332,-86.0605999999,-113.535466667,-126.767733333
218.59,-66.7212666667,-95.7378000001,-101.202066667,-85.9015999999,-158.797933333,-105.956233333,-120.0,-84.1529333333,-107.540866667,-108.8524,-142.950866667,-153.661066667
218.97,-76.8518000001,-115.061666666,-108.395066667,-99.0123333334,-178.765466667,-124.938233333,-131.358066666,-92.5925333333,-125.0618,-120.987866667,-157.531,-173.456933333
219.34,-51.3024,-75.4168666667,-70.0001333334,-55.6250666667,-129.7918,-86.6148333334,-92.8127333334,-49.2710666666,-81.5627999999,-80.3127333334,-113.854333333,-120.937666667
219.72,-74.0475999999,-107.976133333,-95.7142000001,-83.9285999999,-163.690466667,-114.2857,-123.095266667,-74.6428666667,-115.000066667,-105.3572,-147.976266666,-152.3808
220.10,-36.5315666666,-59.4594,-54.2343333335,-48.3784,-102.702666667,-73.4234333333,-70.1802666666,-42.8828000001,-70.0000666668,-61.8018000001,-90.1800666667,-97.6576666667
220.47,-72.2425333334,-94.1818000001,-94.9091333333,-81.5758000001,-158.909133333,-114.727366667,-110.4242,-75.1515999999,-112.1212,-100.363533333,-138.666533333,-145.8182
220.85,-125.1588,-152.381,-153.492133333,-143.1746,-231.428666667,-181.3492,-169.2064,-134.603266667,-178.730266667,-167.936533333,-205.714066667,-223.015933333
221.23,-88.4666666667,-109.866666667,-114.4,-107.6,-180.666666667,-145.533333333,-124.933333333,-98.5333333332,-129.2,-127.866666667,-152.933333333,-171.733333333
221.61,-176.790066667,-231.604933333,-221.9752,-206.666666667,-358.024666667,-284.6913,-257.037,-198.2716,-248.1482,-269.135733333,-292.5926,-323.2098
221.98,-147.666733333,-187.999866667,-184.888933333,-168.6668,-305.7778,-237.777833333,-203.5556,-172.888933333,-203.111,-233.333333333,-234.222266667,-256.444466667
222.36,-304.583333333,-367.083333333,-385.416666667,-316.666666667,-586.666666667,-471.458333333,-415.833333333,-336.25,-397.5,-448.75,-472.916666667,-480.416666667
222.74,-818.571466665,-1026.6666,-1031.42853333,-840.000000001,-1420.95226666,-1190.9525,-1120.95246667,-917.142866667,-1074.28573333,-1180.00013333,-1241.9048,-1233.33326667
223.11,1796.66666667,2128.33333333,2123.33333333,1808.33333333,2858.33333333,2357.5,2266.66666667,1975.0,2093.33333333,2423.33333333,2436.66666667,2480.0
223.49,624.359,755.897466667,712.307599999,670.769133333,943.589800001,815.641133334,781.0256,723.5898,711.281933333,815.897333333,825.640933333,862.051333333
223.87,561.428666667,681.904733333,623.8094,587.142866667,820.0,741.666733333,690.0,624.761866667,619.523866667,720.476133334,716.6668,737.618866667
224.24,260.980333333,316.470666667,281.9608,268.8234,363.1372,325.686333333,320.7844,288.431333333,287.255,329.215733333,327.2548,335.4902
224.62,7430.0,9620.0,8339.99999999,8033.33333333,10766.6666667,9686.66666668,9766.66666666,8426.66666665,8573.33333333,9960.0,9613.33333333,10046.6666667
225.00,607.948666667,757.9488,660.0,612.3076,852.307799999,741.025666666,771.7948,667.692333333,690.769133333,784.6154,774.8718,771.282133333
225.38,341.9445,425.555466667,363.3334,321.111066667,457.777733334,398.472333333,419.7222,370.277733333,394.166733333,435.000133333,429.444466667,413.055533333
225.75,-3678.33333333,-4496.66666667,-4146.66666667,-3366.66666667,-4833.33333333,-4341.66666667,-4536.66666667,-3910.0,-4206.66666667,-4523.33333333,-4726.66666667,-4716.66666667
226.13,2105.0,2448.33333333,2306.66666667,1901.66666667,2595.0,2313.33333333,2590.0,2100.0,2346.66666667,2458.33333333,2623.33333333,2763.33333334
226.51,-2639.99993333,-3000.00006667,-2808.88893333,-2319.99993333,-3184.44433333,-2853.3335,-3015.55553333,-2571.11106667,-2866.66666667,-3128.88893333,-3166.66673333,-3559.99993333
226.88,-619.394033333,-693.9394,-656.9698,-523.6364,-752.1212,-629.090866667,-678.7878,-593.939466667,-632.1212,-741.212133333,-748.485,-861.212066667
227.26,-109.4308,-131.056866667,-122.439133334,-79.3495999999,-141.626,-106.3416,-130.243933333,-95.2845999999,-119.8374,-142.926733333,-150.731666667,-170.406466667
227.64,-64.8149,-78.2716666665,-83.7036666668,-43.5802666667,-94.0739333332,-57.4691,-84.5678,-50.8642666666,-84.9383333333,-94.6914666667,-96.0493333333,-105.432133333
228.01,-73.2691999999,-78.077,-88.4617999999,-47.8204666667,-104.4872,-54.6795000001,-88.7179333333,-54.3590666666,-93.0767999999,-102.307733333,-107.179533333,-113.5898
228.39,-70.3226000001,-68.2796000001,-81.1827333333,-42.5804666667,-91.2903333333,-55.5375333334,-79.0322,-53.3332666667,-81.7204000001,-91.3977333333,-92.2580666668,-98.0646666666
228.76,-87.8616,-79.7483333335,-93.4591333333,-55.2201333333,-108.4278,-62.6416000001,-91.8239333333,-60.7546,-98.1132,-106.289266667,-113.710733333,-118.616466667
229.14,-44.5633666667,-36.9840666667,-50.5556,-24.1271333333,-55.2380666667,-28.9285333333,-47.2222,-24.8412666667,-45.3968666667,-51.3492666667,-55.7142,-61.5874
229.52,-35.6271,-25.0896666667,-39.5698666667,-18.9964,-45.5196,-15.4479666667,-34.2652,-15.8424,-33.6918666667,-37.9210666667,-41.5770666667,-48.8888666667
229.89,-40.5,-33.5833333333,-45.9166666667,-27.1666666667,-57.0833333333,-17.5,-40.9166666667,-21.5833333333,-40.75,-47.8333333333,-50.75,-57.25
230.27,-31.9830666667,-28.5233333333,-42.616,-24.3037333333,-53.6708,-10.6329333333,-33.4176666667,-18.2278,-32.2361333333,-43.3754666667,-48.1012,-43.1224
230.65,-26.5184,-19.1851333333,-31.4814,-21.5556666667,-45.9260666667,-4.5185,-29.4074,-13.4814,-23.5556,-35.1111333333,-41.5556,-35.7776
231.02,3.77043333333,10.5464666667,0.382466666668,9.07093333335,-9.72673333331,18.1148666667,2.18580000001,13.6066666667,3.27866666666,0.273200000014,-5.3004,-4.15313333332
231.40,-3.10686666667,6.53726666668,-8.93213333333,0.841333333346,-17.2168666667,15.4368333333,-2.91266666667,6.8608,-4.53086666669,-5.37220000001,-11.8446666667,-16.4400666667
231.78,-7.50843333333,3.70366666666,-11.3132666667,1.14486666667,-18.9898,13.1649333333,-3.97300000001,3.50173333333,-2.35686666668,-3.90559999999,-16.0942666667,-23.1651333333
232.15,6.3063,15.7958666667,-0.420333333335,15.1353333333,-6.3664,21.5615333333,6.54646666667,14.114,12.6126666667,11.8918666667,0.66046666666,-12.8528666667
232.53,19.8038333333,26.1624666667,12.6610666667,24.1457333333,7.45093333332,30.7282,18.9915333333,27.0588,22.0166666667,23.8656,10.2522,-0.6164
232.90,25.7835333333,31.0540666667,19.4300666667,29.9715333333,12.6495333333,34.1879,24.5584666667,31.6238666667,25.2422666667,28.6611333333,14.7008,0.341733333332
233.28,41.4905,40.8128666667,31.9782,38.0487333333,24.0107333333,43.6313,37.5609333333,42.0594666667,33.7124666667,38.2654,24.6612,12.3034
233.66,37.7477,31.9518666667,23.3032,33.2132,19.2791333333,34.4145,29.9099333333,38.2582,29.8498666667,35.8558666667,12.8528,2.7628
234.03,40.2241,39.7199333333,31.3164666666,38.7114,26.9466666667,38.4314,35.1820666667,42.633,34.9578666667,42.633,17.759,12.2128
234.41,35.4986666667,35.9545333333,28.4899333333,35.3276,22.7349333333,32.3647666667,30.7124,37.8348666667,28.6038666667,38.8034,14.359,5.24233333335
234.78,42.8703666667,39.321,33.3334666667,41.1729333333,26.4197333333,35.8024666667,35.432,42.5926,29.3829333333,44.5679333333,18.395,7.83946666667
235.16,36.9019666667,30.1176666667,26.2744,33.8822666667,13.5686666667,25.3724333333,22.7452,38.1176666667,16.4706666667,34.6668,5.17646666666,-3.84326666667
235.54,45.3261666667,38.4056666667,40.6521333333,45.5073333333,24.8550666667,36.5214666667,29.8550666667,49.5652666667,28.6956,41.7391333333,16.6667333333,16.3043333333
235.91,46.9565333334,37.5362,41.1594666667,44.3478666667,28.6232,39.5289666667,31.5942,50.7246,25.8696,41.7391333334,18.3332666667,20.0000666667
236.29,47.1195,32.6748,35.1440666667,35.8026666667,25.3498,33.5391666667,27.9835333333,45.3498666667,20.7407333333,33.0041333334,10.288,17.2016666667
236.66,35.2222666667,18.8888666667,21.4444666667,28.1111333333,5.44446666667,25.7778333333,14.5555333333,34.9999333333,8.11113333333,19.9999333333,-12.7776666667,-1.2222
237.04,28.9881,10.3571333333,4.64293333332,23.2142666667,-6.54753333335,17.0238,3.6904,20.7142,0.59526666666,9.28580000001,-23.8094666666,1.42859999999
237.41,1.98183333334,-14.2342666667,-23.2432666667,17.2973333333,-36.2162,-1.35146666667,-29.5495333334,-6.66659999992,-33.5134666667,-15.3152,-70.8108666666,-25.9457333333
237.79,22.7975,18.9285333333,17.2619333333,35.0001333333,-3.45233333334,25.0595,8.92859999998,17.8570666667,1.30953333334,3.92860000001,-25.2381333333,2.73806666667
238.17,18.5446333333,15.3990666667,16.9013333333,27.6056,-4.97646666664,27.089,14.0844,19.8122666667,1.87786666667,2.4414,-16.432,4.22539999999
238.54,20.0456333333,15.6164666667,19.3607333333,26.1186,-5.20560000001,30.3653333333,14.7945333333,22.9224,0.54793333332,0.913200000006,-15.9817333333,10.4109333334
