wavelength,Back_CyiCyif,Belly_CyiCyif,Breast_CyiCyif,Crissum_CyiCyif,Crown_CyiCyif,DorTail_CyiCyif,Patch10_CyiCyif,Rump_CyiCyif,Throat_CyiCyif,WingTip_CyiCyif
569.09,20.29,62.6841410256,66.4451666667,49.2243333334,19.8523333333,11.754,18.831,19.4525,38.6835,10.034
569.43,20.3008333333,62.767525641,66.5348333333,49.3135,19.8415,11.774,18.795,19.4556666666,38.7966666667,10.0845
569.77,20.295,62.7000384616,66.4373333334,49.2513333333,19.8041666666,11.7235,18.7105,19.4205,38.8521666666,10.1173333333
570.11,20.291,62.7914230769,66.5436666667,49.2876666666,19.7828333333,11.6813333334,18.6813333334,19.3795,38.937,10.1445
570.45,20.2458333333,62.7875641026,66.5078333333,49.2475,19.6855,11.667,18.617,19.3395,38.9715,10.1778333333
570.79,20.1978333333,62.7230897436,66.507,49.2103333334,19.6123333334,11.6516666666,18.5383333333,19.3018333333,39.0133333333,10.1701666666
571.13,20.2198333333,62.8751025641,66.6828333334,49.3193333334,19.6078333333,11.6616666667,18.5148333333,19.292,39.1275,10.1806666667
571.47,20.2053333333,62.8855897435,66.7388333334,49.3453333333,19.5441666666,11.6571666666,18.4973333333,19.255,39.1871666667,10.1776666667
571.81,20.1245,62.8561282052,66.7413333333,49.3116666667,19.458,11.6088333333,18.4126666667,19.197,39.2018333333,10.1683333333
572.15,20.132,62.8643846154,66.7101666666,49.3005,19.445,11.6293333334,18.4288333333,19.1773333333,39.228,10.1928333333
572.49,20.1718333334,62.9200769231,66.7671666666,49.3773333334,19.4178333333,11.6321666667,18.3948333334,19.1908333333,39.313,10.216
572.83,20.1378333333,62.8996538462,66.784,49.3681666666,19.3813333333,11.6011666667,18.323,19.1318333334,39.3401666667,10.2166666667
573.17,20.0935,62.9341923077,66.7908333334,49.3478333333,19.3226666667,11.5483333333,18.2523333333,19.1066666667,39.3655,10.2093333333
573.51,20.054,62.9926025641,66.8313333334,49.354,19.2455,11.525,18.1935,19.062,39.4166666667,10.1743333333
573.85,20.1071666667,62.9911538461,66.8361666667,49.3723333333,19.2415,11.6003333334,18.2003333334,19.0673333333,39.5065,10.263
574.19,20.0925,63.0416794872,66.899,49.412,19.2225,11.6166666666,18.1673333333,19.0546666667,39.5703333333,10.2453333333
574.53,20.1015,63.1295128205,66.9453333333,49.4075,19.1601666667,11.6036666666,18.1463333334,19.0438333333,39.636,10.2715
574.87,20.0091666667,63.0021153847,66.8216666667,49.2611666666,19.0463333333,11.5893333333,18.0731666666,18.9505,39.6471666667,10.2315
575.21,20.007,63.1005384615,66.9255,49.3188333333,19.0331666667,11.5651666667,18.0683333333,18.9288333333,39.7228333333,10.229
575.55,20.0348333333,63.1363333334,66.9826666667,49.3408333333,18.963,11.5163333334,17.9898333333,18.8776666667,39.8093333333,10.169
575.89,19.9751666667,63.1440641026,67.0203333333,49.3646666667,18.8958333334,11.4988333333,17.9075,18.8238333333,39.8473333333,10.1368333333
576.22,19.9218333334,63.0786410257,66.973,49.2843333333,18.8055,11.4886666667,17.8543333333,18.7456666667,39.8151666667,10.1115
576.56,19.8971666667,63.0986923077,66.9513333333,49.2896666666,18.7411666667,11.4635,17.8291666667,18.71,39.9028333333,10.1023333333
576.90,19.9501666666,63.0633846154,66.9841666666,49.3593333333,18.7863333333,11.5328333333,17.8956666667,18.7718333333,39.9888333334,10.1876666666
577.24,19.9641666667,63.057551282,67.041,49.3988333333,18.7738333333,11.5606666667,17.8913333333,18.7745,40.037,10.2186666667
577.58,19.8963333333,63.0793974359,67.0461666667,49.3965,18.7028333334,11.5186666667,17.8178333334,18.752,40.0456666666,10.1703333333
577.92,19.9335,63.1255641026,67.0885,49.463,18.708,11.5453333333,17.8288333333,18.7811666667,40.1411666667,10.2276666667
578.26,19.9043333333,63.1425384615,67.0996666666,49.521,18.6936666667,11.5995,17.8091666667,18.8031666667,40.1905,10.2641666667
578.60,19.918,63.2284358974,67.1121666667,49.5843333334,18.7036666667,11.6113333334,17.8,18.858,40.2911666667,10.2888333334
578.94,19.903,63.1701666667,66.9805,49.524,18.645,11.5911666667,17.7366666667,18.8725,40.256,10.3001666667
579.28,19.789,63.1628717949,66.9733333334,49.4858333334,18.5608333333,11.6145,17.7018333334,18.8426666667,40.2763333333,10.3416666667
579.61,19.7466666667,63.1405384616,66.917,49.4718333333,18.463,11.5708333334,17.6478333334,18.8035,40.3385,10.3471666667
579.95,19.7013333333,63.2515769231,67.0443333333,49.5145,18.3606666666,11.5631666667,17.6096666667,18.7896666667,40.4628333333,10.3321666667
580.29,19.6473333333,63.2053974359,67.0195,49.4383333334,18.2741666667,11.5935,17.5391666666,18.7683333334,40.4108333333,10.3633333333
580.63,19.4836666666,63.0775512821,66.9021666667,49.3233333333,18.0913333333,11.4776666666,17.3565,18.5743333334,40.3291666667,10.2283333333
580.97,19.422,63.1215897436,66.918,49.3161666666,18.0036666666,11.4803333333,17.3133333334,18.5158333334,40.4075,10.2408333333
581.31,19.3956666667,63.0777564103,66.8731666667,49.3226666667,17.9128333334,11.4616666667,17.3026666667,18.4603333334,40.4555,10.2191666667
581.65,19.2708333333,62.9932692308,66.7768333333,49.159,17.8055,11.3115,17.1548333333,18.2966666666,40.3921666666,10.1311666667
581.98,19.219,63.0126025641,66.8453333333,49.1446666667,17.7228333333,11.2506666667,17.0665,18.2185,40.4425,10.0325
582.32,19.2201666667,63.0303461539,66.8633333333,49.236,17.665,11.2691666666,17.0616666666,18.1375,40.464,10.0626666666
582.66,19.2505,63.0856025641,66.9695,49.2458333333,17.6716666666,11.3141666666,17.0513333333,18.1266666667,40.6225,10.0983333333
583.00,19.3243333333,63.1271025641,67.0016666667,49.317,17.7278333333,11.3925,17.1165,18.1886666667,40.7188333333,10.1511666667
583.34,19.3241666667,63.2866282051,67.0866666667,49.3763333334,17.7231666667,11.4125,17.0886666666,18.22,40.8328333333,10.185
583.68,19.2886666667,63.1626923077,66.953,49.3606666667,17.6756666667,11.4005,17.0046666667,18.1331666667,40.7888333333,10.2283333334
584.01,19.2731666666,63.2139615385,67.0146666666,49.4645,17.6626666667,11.3688333334,16.98,18.121,40.917,10.222
584.35,19.3055,63.4200256411,67.1578333333,49.5198333334,17.676,11.4435,17.0511666667,18.1893333333,41.056,10.3293333333
584.69,19.2731666667,63.3554358974,67.1446666666,49.5068333333,17.6621666667,11.4661666667,16.9676666667,18.1645,41.026,10.3038333333
585.03,19.2316666666,63.3465,67.2046666667,49.5066666667,17.6665,11.4395,16.9,18.1841666667,41.1145,10.271
585.37,19.2268333333,63.3754615384,67.2183333333,49.5583333333,17.6203333333,11.521,16.8903333334,18.229,41.206,10.2881666667
585.70,19.2413333333,63.4138205128,67.2025,49.603,17.6208333333,11.5501666667,16.8753333333,18.2533333333,41.2781666667,10.3463333333
586.04,19.2348333334,63.5092307692,67.3216666667,49.5848333333,17.6165,11.5845,16.8373333333,18.2725,41.3253333334,10.3908333333
586.38,19.1101666667,63.4824487179,67.3066666667,49.5938333333,17.4801666666,11.5545,16.78,18.2131666667,41.3411666666,10.3513333333
586.72,19.1163333333,63.5630769231,67.4096666666,49.6145,17.4453333333,11.489,16.6798333333,18.1998333333,41.4081666667,10.3573333333
587.06,19.0905,63.521448718,67.475,49.6203333334,17.3675,11.5166666666,16.6463333334,18.1635,41.421,10.3755
587.39,19.129,63.6421923077,67.5715,49.6713333334,17.4331666667,11.5461666667,16.709,18.2381666667,41.5685,10.4316666667
587.73,19.0946666666,63.6480384615,67.5298333333,49.6416666666,17.4055,11.5476666667,16.6746666667,18.2608333333,41.564,10.5208333333
588.07,18.9851666667,63.5190897436,67.4628333333,49.5701666667,17.2651666666,11.4668333333,16.4821666667,18.1231666667,41.553,10.4191666667
588.41,18.9578333333,63.6123974359,67.4945,49.5863333333,17.1933333334,11.3561666667,16.4775,18.1083333333,41.5773333333,10.381
588.74,18.9318333333,63.6863974359,67.493,49.542,17.1195,11.3663333333,16.4403333334,18.0581666666,41.622,10.4513333334
589.08,18.8983333334,63.7154487179,67.5173333333,49.5706666667,17.0793333334,11.3293333334,16.3943333333,18.0123333333,41.6323333333,10.4845
589.42,18.76,63.6314871795,67.4181666666,49.4753333334,16.9511666666,11.2171666666,16.2895,17.857,41.6198333334,10.461
589.76,18.6981666667,63.629051282,67.3926666667,49.4788333333,16.9281666667,11.1421666666,16.2218333333,17.8455,41.711,10.4776666667
590.09,18.6721666667,63.6487179487,67.4128333333,49.471,16.9283333333,11.145,16.1921666666,17.8031666667,41.7308333333,10.4661666667
590.43,18.6281666667,63.6091666666,67.3643333334,49.4956666666,16.8803333334,11.1915,16.1661666667,17.7416666666,41.8028333334,10.5055
590.77,18.5501666667,63.5402948718,67.2978333333,49.4663333334,16.842,11.0993333333,16.0631666666,17.6701666667,41.7815,10.4213333333
591.11,18.41,63.4786025641,67.2861666667,49.3771666666,16.6855,11.0075,15.957,17.5326666667,41.7465,10.3451666666
591.44,18.3588333333,63.5776025641,67.3908333334,49.4233333333,16.6356666667,10.99,15.9201666667,17.4658333333,41.8413333334,10.2756666667
591.78,18.4388333334,63.6313333333,67.4605,49.4923333333,16.6576666667,11.035,15.994,17.5265,41.9245,10.4191666666
592.12,18.4668333333,63.7020641026,67.564,49.5665,16.6816666667,11.1098333334,16.0148333333,17.5406666667,42.1026666666,10.5336666666
592.46,18.43,63.6834615385,67.6068333333,49.5561666667,16.6343333333,11.0781666667,15.9635,17.4886666667,42.1135,10.4868333333
592.79,18.3386666666,63.6150641026,67.5723333334,49.4678333333,16.5775,10.9853333333,15.8891666666,17.4421666666,42.1133333333,10.4368333333
593.13,18.3423333333,63.6314230769,67.6368333333,49.5073333333,16.5568333333,10.9925,15.8488333334,17.4216666667,42.1603333333,10.4221666667
593.47,18.2565,63.4747692307,67.4863333333,49.3691666667,16.3838333333,10.9215,15.7848333333,17.2885,41.9688333334,10.3275
593.80,18.2095,63.4369358974,67.4085,49.3258333333,16.3171666667,10.8453333333,15.7115,17.2406666667,42.041,10.3906666667
594.14,18.1671666667,63.4760897435,67.457,49.2978333333,16.2275,10.8,15.6786666667,17.2183333333,42.0988333334,10.3443333333
594.48,18.2161666667,63.6189102564,67.6366666667,49.3561666667,16.228,10.8843333333,15.7156666666,17.2681666666,42.2503333333,10.4283333334
594.81,18.2628333333,63.754923077,67.7121666667,49.4935,16.2861666666,10.9221666666,15.7543333333,17.3495,42.3921666666,10.5236666667
595.15,18.2323333333,63.744448718,67.76,49.4628333334,16.2345,10.9461666667,15.6846666667,17.3023333333,42.4436666667,10.5615
595.49,18.1846666666,63.8558205128,67.7733333333,49.4435,16.185,10.8976666667,15.626,17.258,42.5436666666,10.5358333333
595.82,18.075,63.8066794871,67.6961666667,49.3328333333,16.1153333334,10.8408333333,15.4926666666,17.1778333334,42.5011666667,10.4888333333
596.16,18.016,63.8111794872,67.6558333333,49.3318333333,16.0608333333,10.815,15.4473333333,17.1398333333,42.58,10.5393333333
596.50,18.056,63.886525641,67.774,49.4076666667,16.064,10.8676666667,15.4758333333,17.1188333333,42.705,10.634
596.83,18.0088333333,63.9111025641,67.7653333334,49.4008333333,16.0213333334,10.8951666666,15.4433333333,17.1008333333,42.7593333333,10.6738333333
597.17,18.033,64.0345641026,67.8646666667,49.47,16.051,10.9311666667,15.4358333334,17.1365,42.9875,10.7368333333
597.51,18.0045,64.1209358975,67.9631666666,49.5418333333,16.0118333333,10.9315,15.4365,17.1648333333,43.0413333333,10.7441666667
597.84,17.9581666667,64.0886923077,67.8715,49.5366666666,15.995,10.9218333333,15.405,17.1386666666,42.9991666666,10.7941666667
598.18,17.8556666667,63.9448717949,67.6321666666,49.4026666666,15.8983333333,10.8661666666,15.3313333333,17.0311666667,42.9245,10.764
598.52,17.7853333333,63.8828589744,67.5665,49.3486666667,15.7973333334,10.8545,15.2058333333,16.9785,42.9366666666,10.7303333333
598.85,17.7986666667,63.8185,67.5251666666,49.3448333333,15.796,10.7996666667,15.2236666667,16.938,42.9415,10.7151666667
599.19,17.7515,63.7264615385,67.4718333333,49.3583333334,15.7588333334,10.8146666666,15.1913333333,16.909,43.0295,10.7131666667
599.53,17.765,63.675,67.4923333333,49.4286666667,15.7173333333,10.8376666667,15.2186666667,16.9033333333,43.106,10.759
599.86,17.7726666667,63.6300897436,67.5051666667,49.3883333333,15.709,10.8398333333,15.2146666667,16.9321666667,43.0843333334,10.7571666667
600.20,17.7011666667,63.5992948718,67.3368333334,49.3698333334,15.6196666666,10.7931666667,15.1018333334,16.8901666666,43.082,10.6871666667
600.53,17.7295,63.5486666666,67.3191666667,49.3415,15.607,10.7791666667,15.0926666667,16.9193333334,43.1181666666,10.687
600.87,17.719,63.5712051282,67.416,49.4141666667,15.5561666667,10.8258333333,15.0856666666,16.9236666667,43.1725,10.728
601.21,17.7065,63.4533076923,67.3958333333,49.2788333334,15.4928333333,10.8045,15.0421666667,16.7956666666,43.1628333333,10.6835
601.54,17.6675,63.5263076923,67.4581666667,49.2381666667,15.4455,10.7846666667,14.9815,16.7795,43.2768333333,10.6495
601.88,17.6976666667,63.6570128205,67.6491666667,49.3115,15.4396666667,10.7966666667,14.9898333333,16.8205,43.4375,10.714
602.21,17.6528333333,63.6958589744,67.6681666666,49.2701666667,15.375,10.7365,14.9826666667,16.7428333333,43.4558333334,10.7365
602.55,17.6355,63.7462435898,67.7325,49.268,15.3421666667,10.7573333333,14.938,16.7236666667,43.5281666667,10.777
602.88,17.6383333333,63.8375256411,67.8408333333,49.283,15.3403333333,10.774,14.9276666667,16.7006666667,43.5495,10.8288333333
603.22,17.5955,63.8548974359,67.8483333333,49.2285,15.3,10.7733333333,14.8595,16.669,43.543,10.8366666667
603.56,17.5928333333,63.8837307693,67.8855,49.2183333333,15.275,10.7973333334,14.8058333333,16.5748333333,43.6371666667,10.8715
603.89,17.6025,63.9562564102,68.0278333334,49.246,15.2716666667,10.8093333334,14.8396666667,16.5985,43.7,10.9195
604.23,17.5766666666,64.0333205128,68.0886666666,49.2725,15.2228333333,10.8078333334,14.8358333333,16.558,43.7881666666,10.9478333333
604.56,17.5236666667,64.0331153846,68.0676666666,49.21,15.185,10.75,14.7778333333,16.5208333333,43.8091666667,10.9136666667
604.90,17.501,64.1350512821,68.1045,49.2748333334,15.1748333333,10.7711666667,14.7478333334,16.5205,43.8531666667,10.9488333333
605.23,17.3975,64.0381410256,68.0158333334,49.2015,15.0683333333,10.6703333333,14.6528333333,16.3773333334,43.7883333333,10.9016666667
605.57,17.3623333333,64.0295,68.0291666666,49.213,15.0705,10.6328333333,14.6315,16.3561666667,43.793,10.9273333333
605.90,17.3515,63.9912692308,68.0346666666,49.2193333334,15.0388333334,10.658,14.5858333333,16.3248333333,43.8186666667,10.9198333333
606.24,17.276,63.9746794871,67.9811666667,49.1928333333,14.9548333333,10.6391666667,14.5298333333,16.2953333334,43.833,10.932
606.58,17.2471666666,63.9462820513,67.977,49.2171666667,14.9066666667,10.6325,14.5228333333,16.2996666666,43.8881666666,10.926
606.91,17.2126666667,63.946474359,67.8991666667,49.2213333334,14.9008333333,10.6573333333,14.5878333333,16.3165,43.9726666667,10.9811666667
607.25,17.1808333334,63.9754615385,67.9155,49.3138333333,14.8735,10.7096666666,14.6348333333,16.3938333333,44.0295,11.0151666666
607.58,17.1303333334,63.9231794872,67.8256666666,49.258,14.8186666666,10.7313333333,14.5821666667,16.3105,44.0321666666,11.056
607.92,17.1476666667,64.0608076923,67.9391666666,49.3971666666,14.8466666667,10.791,14.5848333334,16.3625,44.1145,11.1035
608.25,17.1226666666,64.1085769231,67.9038333334,49.4075,14.8661666667,10.858,14.63,16.35,44.109,11.1575
608.59,17.0845,64.0685384615,67.837,49.3923333333,14.8008333333,10.8163333333,14.5673333333,16.3225,44.1441666667,11.1613333334
608.92,17.0875,64.1096666666,67.9165,49.4556666667,14.8326666667,10.9645,14.649,16.407,44.2516666667,11.2618333334
609.26,17.0483333334,64.1138333334,67.916,49.495,14.7758333334,11.0638333333,14.6611666667,16.4116666667,44.3008333333,11.277
609.59,16.9601666667,64.0814871794,67.8536666666,49.4318333333,14.6816666666,11.0568333333,14.6253333333,16.3426666667,44.2506666666,11.2321666667
609.93,16.879,64.0480897436,67.7883333333,49.4101666666,14.6233333333,11.0665,14.5948333333,16.2855,44.2485,11.143
610.26,16.8085,64.0662179487,67.7078333333,49.3776666667,14.5465,11.0333333334,14.552,16.2396666666,44.1901666667,11.1236666667
610.60,16.7638333334,64.0385384615,67.7218333333,49.3748333333,14.4435,10.9871666667,14.4765,16.1653333333,44.2018333333,11.0336666667
610.93,16.7106666667,64.0489871795,67.7065,49.3286666667,14.3685,10.9525,14.436,16.0825,44.2006666667,11.0446666667
611.27,16.6328333333,64.0908589743,67.7793333333,49.3868333333,14.3175,10.988,14.4478333334,16.091,44.279,11.0061666667
611.60,16.5346666667,63.9494358974,67.6626666666,49.297,14.2321666667,10.9468333333,14.381,16.0133333333,44.258,10.9783333333
611.93,16.5203333333,63.813525641,67.6133333333,49.2561666667,14.1341666666,10.9163333333,14.3236666667,15.9403333333,44.2956666667,10.9736666667
612.27,16.4586666667,63.755448718,67.5511666667,49.1588333334,14.1295,10.9961666667,14.311,15.9313333334,44.2903333333,10.9531666667
612.60,16.4208333334,63.7124358974,67.5055,49.195,14.0496666667,10.9291666667,14.249,15.8113333333,44.2983333333,10.8473333333
612.94,16.4083333334,63.7383717948,67.4638333333,49.1401666667,13.973,10.7933333334,14.1665,15.7275,44.3636666667,10.7818333333
613.27,16.4565,63.7803717949,67.4673333333,49.2278333333,14.0393333334,10.799,14.2291666667,15.771,44.4886666667,10.8928333333
613.61,16.5338333333,63.8921282051,67.5913333334,49.299,14.102,10.8153333333,14.2708333333,15.7908333333,44.5646666666,11.003
613.94,16.4336666667,63.7769102564,67.5433333333,49.2428333334,14.0706666667,10.8276666666,14.2023333333,15.7143333333,44.6281666667,10.999
614.28,16.4108333333,63.8638974359,67.644,49.3175,14.0281666667,10.8008333333,14.1196666666,15.6533333333,44.6486666667,11.0101666667
614.61,16.3966666667,63.8400641026,67.6045,49.319,13.9446666667,10.7785,14.0493333333,15.6046666666,44.6035,10.9233333333
614.94,16.3641666667,63.7140769231,67.4646666667,49.2043333334,13.8726666666,10.7166666666,13.9376666666,15.5421666667,44.5993333334,10.8708333333
615.28,16.2913333333,63.6982564102,67.4765,49.0685,13.7903333333,10.6471666667,13.8716666667,15.4433333334,44.5331666667,10.7898333333
615.61,16.2686666666,63.7650256411,67.5455,49.084,13.7818333334,10.6275,13.8548333333,15.4196666666,44.5551666667,10.7498333334
615.95,16.2061666666,63.85,67.6586666667,49.1928333334,13.7225,10.5336666667,13.7833333333,15.3728333333,44.6306666667,10.7921666667
616.28,16.2298333334,63.9679102564,67.7576666666,49.1838333334,13.7703333333,10.5005,13.7728333334,15.42,44.71,10.8791666667
616.61,16.1556666666,63.9476410257,67.7978333334,49.187,13.7603333333,10.5421666667,13.7343333334,15.3665,44.666,10.8978333334
616.95,16.1298333333,64.018,67.8998333333,49.1795,13.7476666667,10.5715,13.7118333334,15.329,44.7615,10.941
617.28,16.0896666667,63.9306153846,67.8568333333,49.1463333334,13.6426666667,10.5613333333,13.6501666666,15.313,44.7956666667,10.9598333333
617.62,16.1566666667,64.0404230769,67.9406666667,49.2148333333,13.6853333333,10.6125,13.7026666667,15.3826666666,44.9083333333,11.0368333333
617.95,16.1696666667,64.1137948718,67.9825,49.2243333334,13.7073333334,10.6493333333,13.751,15.4285,44.9605,11.1101666667
618.28,16.096,64.1625897436,68.025,49.2941666666,13.7576666667,10.6085,13.7615,15.4136666667,45.0876666666,11.1431666667
618.62,16.1,64.2583076923,68.0581666666,49.3265,13.7555,10.5535,13.7568333333,15.3978333333,45.1343333333,11.1983333333
618.95,16.0595,64.2370897436,67.9211666666,49.338,13.7496666667,10.5155,13.7385,15.3638333333,45.1791666666,11.2185
619.28,16.0453333334,64.3294102564,67.9653333334,49.4411666667,13.7338333333,10.5265,13.7001666667,15.3331666667,45.2571666667,11.2935
619.62,16.0781666667,64.3588461538,68.0153333333,49.4601666667,13.7483333333,10.58,13.7858333333,15.3606666667,45.3445,11.306
619.95,16.0526666666,64.3497692308,68.0101666667,49.4338333333,13.7446666667,10.6771666667,13.8008333333,15.3561666667,45.4076666667,11.3626666667
620.28,16.0866666667,64.3414743589,67.9901666667,49.4263333333,13.7478333334,10.6973333333,13.8788333333,15.3571666667,45.5666666666,11.4331666666
620.62,15.9943333333,64.2963717949,67.976,49.3881666667,13.7103333334,10.624,13.7825,15.3533333333,45.5375,11.3875
620.95,15.9588333334,64.3132051282,67.9391666667,49.334,13.7005,10.6015,13.7956666667,15.3156666666,45.5713333333,11.3941666667
621.28,15.8593333334,64.2551410257,67.8775,49.2385,13.5468333333,10.5011666667,13.6273333334,15.1908333333,45.5073333333,11.2586666667
621.62,15.744,64.2240897435,67.8488333333,49.1258333334,13.5776666666,10.4476666667,13.5905,15.0883333333,45.6203333333,11.2621666667
621.95,15.6695,64.1115,67.8331666667,48.959,13.5181666667,10.4336666666,13.5246666667,15.0483333334,45.5711666667,11.2456666667
622.28,15.611,64.0371410256,67.866,48.907,13.4648333334,10.4653333333,13.4661666667,14.9861666666,45.5575,11.248
622.62,15.6488333333,64.1348717948,68.0123333333,48.9758333333,13.4795,10.5238333333,13.4718333334,15.0255,45.6446666666,11.3578333333
622.95,15.5445,63.9945897436,67.8685,48.8431666666,13.376,10.4191666666,13.394,14.9348333333,45.5908333334,11.282
623.28,15.4653333334,63.9546410256,67.8373333333,48.7988333333,13.293,10.3655,13.2765,14.8418333333,45.5443333333,11.3028333334
623.62,15.4136666666,63.8806153846,67.7898333334,48.7433333333,13.1903333334,10.2316666666,13.1878333333,14.7715,45.4488333333,11.2608333333
623.95,15.3618333334,64.0191410256,67.9125,48.8008333333,13.1663333333,10.204,13.0821666667,14.7723333333,45.4933333333,11.2418333333
624.28,15.3921666666,63.9794102564,67.82,48.7228333333,13.1718333333,10.2228333333,13.0781666667,14.7151666666,45.5166666667,11.318
624.62,15.3176666666,64.1141666666,67.962,48.7803333334,13.136,10.1623333334,12.9778333334,14.6546666667,45.648,11.3141666667
624.95,15.3193333334,64.1733333333,68.047,48.8225,13.1521666667,10.1725,13.023,14.6638333333,45.7328333334,11.3688333333
625.28,15.2875,64.1934487179,68.1255,48.8908333334,13.0495,10.1788333333,12.9558333334,14.5996666667,45.7556666667,11.366
625.61,15.2936666667,64.3138461538,68.1391666666,48.9395,13.034,10.2115,12.945,14.563,45.8268333333,11.417
625.95,15.3405,64.5001025641,68.1748333333,48.9773333334,13.1018333333,10.2383333333,13.0151666667,14.6448333333,45.9473333334,11.5036666667
626.28,15.2571666667,64.3880384615,68.0675,48.8711666666,13.0601666666,10.219,12.9806666667,14.5348333334,45.9206666666,11.507
626.61,15.2015,64.5506794872,68.1766666666,48.9008333333,13.0523333333,10.2561666667,12.9605,14.5775,46.0841666667,11.5478333333
626.94,15.1536666667,64.567576923,68.1196666667,48.83,12.9943333333,10.2085,12.9173333333,14.5148333333,46.114,11.527
627.28,15.1128333333,64.6805641026,68.1675,48.861,12.9988333333,10.2118333333,12.9076666667,14.4755,46.2378333333,11.5445
627.61,15.0336666666,64.6211282052,68.1018333334,48.8306666667,12.937,10.1498333333,12.8828333333,14.4356666667,46.1508333334,11.5471666667
627.94,15.0295,64.7844102565,68.3445,48.9746666667,12.9358333334,10.1711666667,12.8938333333,14.4706666667,46.2745,11.5213333333
628.27,15.0238333333,64.7064230769,68.2285,48.8893333334,12.9966666667,10.2233333333,12.9356666667,14.4553333333,46.2501666667,11.5556666666
628.61,14.973,64.7145128205,68.1765,48.841,12.9601666667,10.2053333333,12.862,14.3606666667,46.2811666667,11.5473333333
628.94,14.9561666667,64.6775897436,68.035,48.8783333333,12.9828333333,10.2181666667,12.8726666667,14.4441666667,46.2986666666,11.572
629.27,14.9233333334,64.6619487179,67.929,48.8185,12.9336666667,10.1495,12.8326666667,14.413,46.2938333334,11.5173333333
629.60,14.8165,64.4968076923,67.8398333333,48.7631666667,12.8171666666,10.0858333333,12.7431666667,14.2746666666,46.2095,11.4956666667
629.94,14.8423333334,64.6223717948,67.9701666667,48.8188333333,12.843,10.0948333333,12.7791666666,14.3573333334,46.3038333333,11.5163333333
630.27,14.817,64.4649102564,67.8881666667,48.7461666666,12.8378333333,10.1323333333,12.8056666666,14.3225,46.2336666667,11.5281666666
630.60,14.8941666667,64.3217435897,67.8181666667,48.7906666667,12.9346666666,10.297,12.9018333333,14.3863333333,46.311,11.6291666667
630.93,14.9173333333,64.2150641026,67.804,48.8103333333,12.958,10.378,12.9491666667,14.443,46.3833333333,11.693
631.26,14.9251666667,64.1854102564,67.6716666666,48.746,12.9948333333,10.4446666667,12.915,14.3831666667,46.4353333334,11.705
631.60,14.841,64.1084871794,67.4778333333,48.6271666667,12.959,10.4221666667,12.9071666667,14.3061666667,46.4076666667,11.725
631.93,14.8816666667,64.2481410256,67.6245,48.7561666667,12.9516666667,10.4363333333,12.9738333333,14.3565,46.4578333334,11.8136666667
632.26,14.886,64.2249487179,67.7276666666,48.8158333333,12.989,10.49,13.036,14.4123333333,46.4843333333,11.8978333334
632.59,14.86,64.2917179488,67.8016666666,48.6803333333,12.8885,10.4483333333,12.9803333333,14.2983333333,46.5358333333,11.9538333333
632.92,14.84,64.3698717948,67.9938333334,48.7623333333,12.9036666667,10.4805,13.0201666666,14.2923333334,46.654,11.9845
633.26,14.743,64.4708846154,68.1323333334,48.8401666666,12.9098333334,10.4151666667,13.0148333333,14.285,46.7523333334,11.9426666667
633.59,14.7141666667,64.4911153846,68.085,48.873,12.8718333334,10.4235,12.9715,14.2286666666,46.818,11.9141666667
633.92,14.7861666667,64.5662948718,68.2433333333,49.007,12.9106666667,10.4856666667,13.0251666666,14.2481666667,46.8936666667,12.0255
634.25,14.7041666667,64.6736794871,68.2871666666,48.9531666666,12.8048333333,10.4728333333,12.9408333333,14.2171666667,46.9261666667,12.0328333334
634.58,14.6396666667,64.7228589744,68.325,48.9521666667,12.7321666667,10.4785,12.9193333334,14.1211666667,46.9261666667,11.9948333333
634.91,14.5565,64.7005128206,68.3468333333,48.8913333334,12.6156666667,10.3801666667,12.8735,14.0823333334,46.9816666666,11.9828333333
635.25,14.5128333333,64.7340512821,68.3216666667,48.9003333333,12.5356666667,10.3753333333,12.8188333333,14.056,47.0105,11.9495
635.58,14.3756666667,64.6611666666,68.2691666667,48.798,12.4135,10.3201666667,12.6915,13.9563333333,47.0426666667,11.8563333334
635.91,14.3595,64.644474359,68.1621666666,48.7793333333,12.3733333333,10.2898333333,12.7285,13.9766666667,47.0715,11.9608333333
636.24,14.3228333334,64.6079871795,68.144,48.8785,12.3993333333,10.288,12.712,13.954,47.0226666666,11.885
636.57,14.2501666666,64.5195128205,68.0385,48.8201666666,12.3496666667,10.1891666667,12.6283333333,13.922,47.0761666666,11.9135
636.90,14.3081666667,64.4700384615,68.0195,48.7696666666,12.2788333333,10.2898333333,12.5991666667,13.8756666667,47.0618333333,11.9503333334
637.23,14.2433333333,64.3883461538,68.0193333334,48.6793333334,12.2178333333,10.2405,12.5733333333,13.8016666667,47.0471666666,11.9851666666
637.56,14.1526666666,64.4355641026,68.0115,48.5828333334,12.14,10.1173333333,12.4783333334,13.7681666666,47.0583333333,11.87
637.90,14.1096666666,64.5332692307,68.0981666667,48.6516666667,12.1735,9.98566666668,12.5306666667,13.7345,47.101,11.8403333333
638.23,14.031,64.481525641,68.0906666667,48.5655,12.1138333333,9.91833333335,12.3796666666,13.663,47.0698333334,11.8615
638.56,14.0433333333,64.6847948718,68.2838333334,48.6836666667,12.1906666666,10.0216666667,12.394,13.6821666667,47.158,11.8136666667
