wavelength,Back_PooCabm,Belly_PooCabm,Breast_PooCabm,Crissum_PooCabm,Crown_PooCabm,DorTail_PooCabm,Patch10_PooCabm,Patch11_PooCabm,Patch12_PooCabm,Rump_PooCabm,Throat_PooCabm,WingTip_PooCabm
337.94,4.31013333333,20.3534,9.52279999999,4.46666666667,4.385,6.2994,10.5848666667,3.50853333333,22.2152666667,2.52066666667,13.2544666667,7.2544
338.31,4.38813333333,20.5376666667,9.52786666667,4.59853333333,4.45166666667,6.36733333333,10.7030666667,3.582,22.3104,2.5834,13.366,7.24533333333
338.67,4.55226666667,20.7496,9.65920000001,4.76333333333,4.59313333333,6.50086666667,10.9395333333,3.75606666667,22.4701333333,2.71686666667,13.5399333333,7.31573333333
339.04,4.60126666666,20.9262,9.74386666667,4.83553333333,4.6394,6.56726666667,11.0800666667,3.80906666667,22.5963333333,2.66406666667,13.5863333333,7.3456
339.40,4.82226666667,21.2404666667,9.93439999999,5.09286666667,4.80453333333,6.79966666667,11.2866,4.0418,22.8088,2.88266666667,13.8164,7.48133333333
339.77,4.83573333333,21.3708666667,9.9826,5.12366666667,4.84493333333,6.778,11.3424,4.0924,22.9155333333,2.93686666667,13.9295333334,7.48446666667
340.14,4.9466,21.5348,10.0939333333,5.19306666667,4.98226666667,6.8564,11.4591333333,4.187,22.9676666667,2.98406666667,14.0319333333,7.56033333333
340.50,4.88153333333,21.5746666667,10.0915333333,5.1328,4.92606666667,6.8346,11.4503333333,4.112,22.9181333333,2.89906666667,14.0140666667,7.51333333333
340.87,5.00846666667,21.7193333333,10.2408,5.22873333333,5.05526666667,6.912,11.5889333333,4.22393333334,23.0466666667,2.99793333333,14.1500666667,7.66066666667
341.23,4.9634,21.705,10.2125333333,5.16453333333,4.9634,6.8188,11.5296,4.14653333333,23.0397333333,2.93193333333,14.1129333333,7.59386666667
341.60,4.94073333334,21.7374,10.205,5.13313333333,4.8878,6.75313333333,11.5333333333,4.10373333333,23.0622,2.91313333333,14.1447333333,7.57593333333
341.96,4.90079999999,21.7458,10.1896666667,5.06973333333,4.83873333333,6.68953333333,11.5219333333,3.99906666667,23.1332666667,2.8556,14.1378666666,7.53773333334
342.33,4.73526666667,21.6327333333,10.1004666667,4.83646666667,4.64566666667,6.4526,11.3752666667,3.79346666667,22.9637333333,2.68946666667,13.9198,7.41093333333
342.70,4.60773333334,21.5757333333,10.0163333333,4.6632,4.51506666667,6.2922,11.232,3.62853333333,22.9105333333,2.5446,13.7894666667,7.29286666667
343.06,4.67059999999,21.616,10.0634666667,4.70153333333,4.57713333334,6.29506666667,11.2964666667,3.71146666667,22.9535333333,2.6546,13.8735333333,7.33446666667
343.43,4.68826666666,21.6788,10.076,4.681,4.5902,6.27086666667,11.3854666667,3.7074,23.0161333334,2.6426,13.8798,7.33913333333
343.79,4.60346666667,21.7174,10.0617333333,4.56766666667,4.50033333333,6.14206666667,11.3494666667,3.58993333333,22.9639333333,2.56026666667,13.8327333333,7.23833333334
344.16,4.45806666666,21.7038,10.0389333333,4.49246666667,4.3906,5.9804,11.3109333333,3.46366666667,22.8756,2.46933333333,13.7811333333,7.09213333333
344.52,4.38853333334,21.7274,10.061,4.48586666667,4.35593333333,5.90966666667,11.3111333333,3.43486666667,22.8735333333,2.42246666667,13.7502666667,7.07806666667
344.89,4.30493333333,21.7524666667,10.0026,4.44946666667,4.31673333334,5.869,11.2919333333,3.4202,22.8554666667,2.3728,13.7572666667,7.03413333333
345.25,4.2518,21.7830666667,10.0015333333,4.42386666667,4.33586666667,5.82313333333,11.3344666667,3.4096,22.8362,2.3548,13.7742666667,7.02873333333
345.62,4.19086666667,21.7986666667,9.9884,4.37213333333,4.29926666666,5.72606666667,11.3269333333,3.36113333333,22.7686,2.27293333333,13.7097333334,7.0006
345.99,4.095,21.8033333333,9.9182,4.31953333333,4.19606666667,5.6026,11.2893333333,3.29786666667,22.6821333334,2.1982,13.6889333333,6.88426666667
346.35,4.12866666667,21.9436,9.97346666667,4.36986666667,4.24013333333,5.62246666667,11.3705333333,3.357,22.7958,2.22386666667,13.8187333333,6.92853333333
346.72,4.23953333334,22.0691333333,10.0896,4.46766666667,4.32613333333,5.70706666667,11.4999333333,3.4594,22.8896,2.33746666667,13.9102,7.04006666667
347.08,4.22693333333,22.167,10.0927333333,4.45986666667,4.32946666667,5.65913333333,11.5182,3.42153333333,22.8857333333,2.2752,13.9158666667,7.0162
347.45,4.10913333333,22.1128,10.0678666667,4.36673333333,4.23153333333,5.4912,11.4439333333,3.29893333333,22.8026666667,2.1556,13.8352,6.8712
347.81,4.08533333333,22.0966666667,10.0092666667,4.36126666667,4.1894,5.4682,11.4149333333,3.28,22.7188666667,2.0826,13.7656,6.8082
348.18,4.22879999999,22.2792,10.1023333333,4.4478,4.28233333333,5.57693333334,11.5256666667,3.38246666667,22.9024,2.1842,13.9304,6.89493333333
348.54,4.34459999999,22.3886666667,10.1816666667,4.52533333333,4.35006666667,5.64286666667,11.6028666667,3.45786666667,22.9959333333,2.26566666667,14.0274666667,6.91713333333
348.91,4.35613333334,22.5041333333,10.2282,4.5338,4.35213333333,5.66073333333,11.6702666667,3.4696,23.0185333333,2.29893333333,14.0661333333,6.907
349.27,4.39566666667,22.6456666667,10.3097333333,4.5732,4.40113333333,5.72266666667,11.6824666667,3.49106666667,23.0382666667,2.34113333333,14.0945333333,6.90573333333
349.64,4.48426666666,22.7518,10.4325333333,4.65646666667,4.48513333333,5.84586666667,11.7777333333,3.5556,23.1825333333,2.4252,14.2038,6.9716
350.00,4.54713333333,22.91,10.5492666667,4.74313333333,4.58346666667,5.98046666667,11.863,3.6254,23.2896666667,2.52253333333,14.2820666667,7.0866
350.37,4.65693333334,23.0711333333,10.7081333333,4.9178,4.71886666667,6.1176,11.9676,3.7256,23.307,2.66426666667,14.3824,7.169
350.73,4.50886666666,23.0239333333,10.6237333333,4.78126666667,4.57893333333,5.9878,11.9054,3.58806666667,23.2416666667,2.52453333333,14.3053333333,7.0472
351.10,4.46253333333,23.0762,10.6792,4.762,4.53746666667,5.97986666667,11.9408666667,3.58833333333,23.2758666667,2.53173333333,14.3181333333,7.02
351.46,4.52146666667,23.13,10.7216,4.8218,4.6152,6.0502,11.9858,3.67006666667,23.3195333333,2.61846666667,14.4402666667,7.11913333333
351.83,4.52540000001,23.2422,10.7978,4.8288,4.6136,6.05453333333,12.0292666667,3.6726,23.3952,2.62646666667,14.5143333333,7.14086666667
352.19,4.43353333333,23.2918666667,10.7928666667,4.7514,4.51953333333,6.002,12.0277333333,3.59046666667,23.3674666667,2.53753333333,14.5002,7.12733333333
352.55,4.42513333333,23.3139333333,10.7638,4.73973333333,4.5258,5.9828,12.0258666667,3.56453333333,23.3719333333,2.5446,14.5408666667,7.15273333333
352.92,4.47353333333,23.3828,10.8365333333,4.77433333333,4.53133333333,5.9514,12.0647333333,3.538,23.4406,2.5116,14.5954,7.177
353.28,4.58506666667,23.5187333333,10.9425333333,4.90013333333,4.61986666667,6.00193333333,12.2163333333,3.6588,23.6112,2.58953333333,14.7595333333,7.30673333333
353.65,4.49046666667,23.5270666667,10.8800666667,4.8076,4.5782,5.88633333333,12.1681333333,3.57566666667,23.4765333333,2.5274,14.7142666667,7.22466666667
354.01,4.58540000001,23.6636666667,10.9610666667,4.86186666667,4.66146666667,5.92986666667,12.2927333333,3.64906666667,23.5991333333,2.58106666667,14.823,7.28113333333
354.38,4.4864,23.6371333333,10.8798666667,4.73166666667,4.56893333333,5.84866666667,12.2588,3.59806666667,23.6232,2.47206666667,14.7922,7.1984
354.74,4.55593333334,23.7906666667,10.9796666667,4.86746666667,4.67106666667,5.9078,12.3716666667,3.69173333333,23.6806,2.5568,14.9354666667,7.28186666666
355.11,4.48979999999,23.7520666667,10.9190666667,4.8152,4.63526666667,5.84113333333,12.3122,3.61806666667,23.6081333333,2.47573333333,14.9106666667,7.22286666667
355.47,4.48279999999,23.8621333333,10.9218666667,4.8032,4.62406666667,5.8242,12.3535333333,3.6274,23.6418,2.44733333333,14.9174,7.21426666667
355.83,4.51273333333,23.9308,10.9216666667,4.81773333333,4.67126666666,5.83413333333,12.3813333333,3.6228,23.6853333333,2.47873333333,14.9324,7.2294
356.20,4.53273333333,23.9578,10.9036,4.84413333334,4.69893333333,5.83426666667,12.3750666667,3.61266666667,23.6795333333,2.5068,14.9014,7.22893333333
356.56,4.46133333334,24.0443333333,10.9103333333,4.8032,4.65666666667,5.8016,12.4079333333,3.58393333333,23.6465333333,2.45873333333,14.8988,7.16913333333
356.93,4.3948,23.9845333333,10.8670666667,4.7476,4.63253333333,5.75893333333,12.3722666667,3.57066666667,23.5338666667,2.4492,14.8276,7.0834
357.29,4.32453333333,23.9488,10.7952,4.6628,4.55113333333,5.70406666667,12.3314666667,3.4968,23.4126,2.3618,14.7508,6.9676
357.66,4.28986666667,23.9961333333,10.734,4.6262,4.48673333333,5.66273333333,12.3057333333,3.42953333333,23.4200666667,2.2938,14.7236,6.9006
358.02,4.31853333334,24.0782,10.8050666667,4.6346,4.50506666667,5.66953333333,12.3784666667,3.4464,23.4509333333,2.31606666667,14.7434,6.90413333333
358.38,4.37740000001,24.1760666667,10.8708666667,4.69246666667,4.55333333333,5.69213333333,12.4096,3.44726666667,23.4764666667,2.3538,14.7984,6.92446666667
358.75,4.41766666668,24.3322666667,10.925,4.67813333333,4.56766666667,5.715,12.4734,3.4418,23.5910666667,2.35306666667,14.8418666667,6.91633333333
359.11,4.46353333333,24.4760666667,10.9773333333,4.665,4.5536,5.709,12.5517333333,3.45033333333,23.7073333333,2.35486666667,14.8731333333,6.92246666667
359.48,4.53439999999,24.6272,11.1116,4.74273333334,4.60573333333,5.78553333333,12.6500666667,3.46726666667,23.7957333333,2.41313333334,14.9116,6.9864
359.84,4.55046666667,24.6787333333,11.1538,4.76946666667,4.60853333333,5.77693333333,12.7010666667,3.5152,23.7835333333,2.43326666667,14.9690666667,6.99626666667
360.20,4.52273333334,24.7411333333,11.1304,4.7458,4.56506666667,5.75413333333,12.7192666667,3.5058,23.7888,2.3972,14.9884,6.96366666667
360.57,4.56653333333,24.8328666667,11.2099333333,4.79073333333,4.618,5.77906666667,12.7838666667,3.52993333333,23.8661333333,2.43186666667,15.0492666667,7.00246666667
360.93,4.66386666667,25.0252,11.3313333333,4.8552,4.68646666667,5.86526666667,12.9109333334,3.59513333333,24.0266666667,2.50573333333,15.1971333334,7.11246666667
361.29,4.68213333333,25.1072666667,11.3904,4.87686666667,4.70286666667,5.89246666667,12.9602,3.60226666667,24.1080666667,2.55046666667,15.2601333333,7.13613333333
361.66,4.73953333333,25.2272,11.5052666667,4.92233333333,4.7502,5.95486666667,13.0868666666,3.67726666667,24.2294666667,2.6134,15.3688,7.19153333333
362.02,4.71673333334,25.2508666667,11.4964,4.90006666667,4.71533333333,5.93493333333,13.0626666667,3.65606666667,24.1999333333,2.5868,15.3766,7.15806666667
362.39,4.6902,25.2748666667,11.4972,4.85446666667,4.70546666667,5.90746666667,13.0837333333,3.62686666667,24.2168666667,2.555,15.3691333333,7.15986666667
362.75,4.65140000001,25.2717333333,11.5061333333,4.82313333333,4.69793333333,5.89886666667,13.0528,3.61346666667,24.1418,2.51946666667,15.3458666666,7.134
363.11,4.7006,25.4057333333,11.6038,4.9106,4.77293333333,6.00106666667,13.1398,3.69093333333,24.2306666667,2.59766666667,15.4776666666,7.21746666667
363.48,4.6112,25.3628,11.5302666667,4.8028,4.715,5.91506666667,13.0916,3.6094,24.1378,2.526,15.4474,7.1256
363.84,4.56233333333,25.4576666667,11.5533333333,4.75066666667,4.6978,5.87793333333,13.0896666667,3.53973333333,24.1867333333,2.46913333333,15.4748666667,7.10206666667
364.20,4.55873333333,25.5168,11.6064666667,4.7568,4.69833333333,5.86513333333,13.1093333333,3.52193333333,24.2163333333,2.4674,15.5126,7.0916
364.57,4.53306666667,25.5660666667,11.5759333333,4.70213333333,4.65373333333,5.8358,13.0775333333,3.45153333334,24.2377333333,2.41706666667,15.502,7.04566666667
364.93,4.45933333334,25.5612,11.5528666667,4.66666666667,4.60866666666,5.75573333333,13.0532,3.36233333333,24.1522,2.34326666667,15.4671333333,6.96326666667
365.29,4.3928,25.6115333333,11.5271333333,4.60546666667,4.567,5.6762,13.0047333333,3.28866666667,24.1138,2.24226666667,15.4223333333,6.8898
365.66,4.35960000001,25.5962,11.4786,4.58326666667,4.55353333333,5.6146,12.9682,3.24053333334,24.0134666667,2.20166666667,15.3746666666,6.8226
366.02,4.31353333333,25.6164666667,11.4456,4.55193333333,4.50866666667,5.55613333333,12.9551333333,3.18493333333,23.9748666667,2.156,15.347,6.77393333333
366.38,4.30926666666,25.6699333333,11.4342666667,4.557,4.46333333333,5.53173333333,12.9644,3.14733333333,23.9491333333,2.13753333333,15.3405333333,6.7186
366.75,4.32666666667,25.6801333333,11.4292,4.57606666667,4.47326666667,5.51106666667,13.018,3.1432,23.9910666667,2.17886666667,15.3650666667,6.76333333334
367.11,4.28446666668,25.6162666667,11.3912,4.54893333333,4.45386666667,5.4518,12.9724,3.1002,23.8923333333,2.1506,15.2833333333,6.7214
367.47,4.31180000001,25.7186666667,11.4092,4.58186666667,4.48126666667,5.47673333333,12.9958,3.10413333333,23.9176666666,2.14826666667,15.3225333333,6.74653333333
367.84,4.33126666667,25.7604,11.4269333333,4.59226666667,4.48713333333,5.49066666667,13.0466666667,3.08933333333,23.9438666667,2.15026666666,15.3315333333,6.7462
368.20,4.31833333334,25.8232,11.4099333333,4.566,4.49493333333,5.46213333333,13.0541333333,3.09346666667,23.9192,2.11893333333,15.34,6.72593333334
368.56,4.36399999999,25.9213333333,11.5035333333,4.62373333333,4.5274,5.4896,13.1249333333,3.1476,23.9270666667,2.14093333333,15.3956,6.76466666667
368.93,4.42013333333,26.0027333333,11.5336,4.6724,4.548,5.5434,13.1544,3.17926666667,24.0420666667,2.16693333333,15.4270666667,6.80113333333
369.29,4.418,26.0606,11.5121333333,4.63453333333,4.51646666667,5.508,13.1917333333,3.15526666667,24.0441333333,2.14553333333,15.4475333333,6.8088
369.65,4.46006666666,26.2174666667,11.6038666667,4.66433333334,4.5596,5.54813333333,13.258,3.22306666667,24.1736666667,2.1676,15.527,6.886
370.01,4.47686666667,26.3256,11.6305333333,4.6768,4.62426666667,5.55546666667,13.3055333333,3.24833333333,24.2289333333,2.18106666667,15.5714,6.9296
370.38,4.53720000001,26.4434,11.7402666667,4.73353333334,4.7076,5.62953333333,13.3690666667,3.3428,24.2896666667,2.22993333333,15.7058,6.98666666667
370.74,4.6052,26.5540666667,11.8238666667,4.81506666667,4.79386666667,5.69326666667,13.417,3.40873333333,24.3383333333,2.26726666667,15.7852666667,7.019
371.10,4.6906,26.7463333334,11.9178,4.90646666666,4.873,5.77446666666,13.5261333333,3.4698,24.4712,2.32466666667,15.9035333333,7.09446666667
371.46,4.73533333333,26.8648,12.0037333333,4.97566666667,4.9122,5.8014,13.6100666667,3.5252,24.5721333333,2.36806666667,15.9980666667,7.13146666667
371.83,4.74526666666,26.9372,12.0464666667,4.98366666666,4.9546,5.82646666667,13.6556666667,3.58753333333,24.5918,2.39986666667,16.0268,7.1312
372.19,4.79893333334,27.0192666667,12.1488,5.03893333333,5.019,5.90286666667,13.737,3.66093333334,24.7018666667,2.46086666667,16.1011333333,7.18273333333
372.55,4.81753333334,27.0671333333,12.1991333333,5.05213333333,5.0354,5.91173333333,13.7858666667,3.69466666667,24.6994666667,2.495,16.1218,7.19993333333
372.92,4.80766666667,27.1774,12.2177333333,5.03733333333,5.05866666667,5.90706666667,13.8250666667,3.73713333333,24.6854,2.51733333333,16.162,7.1964
373.28,4.83126666667,27.2741333333,12.3186666667,5.10326666667,5.12533333333,5.98813333333,13.8936666667,3.8112,24.7472666667,2.59646666667,16.2509333333,7.243
373.64,4.71773333333,27.257,12.2455333333,5.00986666666,4.99813333333,5.90433333333,13.8071333333,3.68633333333,24.623,2.51246666667,16.1844,7.1156
374.00,4.66680000001,27.3076666667,12.2759333333,4.98426666667,4.93053333333,5.8808,13.8229333333,3.64486666667,24.6168666667,2.48233333333,16.1815333333,7.07
374.37,4.69066666667,27.3924,12.3228666667,5.0214,4.95526666667,5.89426666667,13.8812666667,3.6696,24.6623333333,2.52786666667,16.2074,7.09786666667
374.73,4.66866666667,27.5319333333,12.3283333333,4.99306666666,4.92793333333,5.84706666667,13.9183333333,3.65126666667,24.7058,2.523,16.2618666667,7.0578
375.09,4.5338,27.5295333333,12.2286,4.85539999999,4.78753333333,5.69686666666,13.82,3.50573333333,24.6278,2.40186666667,16.1858666667,6.894
375.45,4.49980000001,27.5981333333,12.2347333333,4.82626666667,4.77233333333,5.6598,13.8674,3.4848,24.6483333333,2.37313333333,16.2120666667,6.872
375.81,4.51266666667,27.6076666667,12.2436,4.82893333333,4.75893333333,5.64093333333,13.8748,3.48353333333,24.6463333333,2.36366666667,16.2263333333,6.86306666667
376.18,4.48586666667,27.6796666667,12.2418,4.81226666667,4.7382,5.59246666667,13.8769333333,3.431,24.6007333333,2.3344,16.2230666667,6.831
376.54,4.44980000001,27.7373333333,12.1979333333,4.77400000001,4.70373333333,5.56493333333,13.8645333333,3.387,24.6394666667,2.2896,16.2358,6.77726666667
376.90,4.45026666666,27.7596,12.2079333333,4.75740000001,4.688,5.56333333333,13.8734,3.34366666667,24.6450666666,2.2562,16.2493333333,6.75993333333
377.26,4.47373333333,27.8442,12.2501333333,4.74660000001,4.70833333333,5.57273333333,13.9106666667,3.34853333333,24.6796666667,2.24126666667,16.3001333333,6.7618
377.63,4.57673333334,28.0028666667,12.3776,4.85706666667,4.8572,5.67673333333,14.0747333333,3.4584,24.7989333333,2.34626666667,16.4512,6.88266666667
377.99,4.60006666667,28.1002,12.3975333333,4.88413333333,4.89386666667,5.72006666667,14.1248666667,3.49586666667,24.867,2.36046666667,16.4990666667,6.9136
378.35,4.5622,28.1464,12.3806666667,4.862,4.85386666667,5.70946666667,14.1455333333,3.4642,24.8704,2.3214,16.4892666667,6.8832
378.71,4.54933333333,28.1586,12.3752666667,4.83906666667,4.84113333333,5.70953333333,14.1398666667,3.4468,24.8619333334,2.28886666667,16.4746666667,6.88
379.07,4.64446666667,28.2394,12.4723333334,4.91393333334,4.92746666667,5.78113333333,14.2506666667,3.51786666667,24.9295333333,2.35993333333,16.5606,6.96713333333
379.44,4.62306666667,28.2472,12.4666666667,4.886,4.90133333333,5.76166666667,14.2141333333,3.4904,24.9042666667,2.33853333333,16.5170666667,6.92513333333
379.80,4.62906666667,28.3746,12.5007333333,4.91300000001,4.9268,5.7838,14.2774666667,3.49666666667,24.9426,2.35406666666,16.5673333333,6.92886666667
380.16,4.63806666666,28.4177333333,12.5158666667,4.9116,4.91993333333,5.79386666667,14.2976,3.4912,24.9577333333,2.35353333334,16.5642,6.90673333333
380.52,4.61619999999,28.4940666667,12.5176666667,4.89046666667,4.91093333333,5.78626666667,14.3226,3.4714,24.9441333333,2.34773333333,16.577,6.888
380.88,4.55393333333,28.5784666667,12.5087333333,4.8582,4.871,5.73246666666,14.334,3.4348,24.9115333333,2.30346666667,16.5884666667,6.84113333333
381.24,4.52346666667,28.5834,12.4644666667,4.85473333334,4.83473333333,5.69566666667,14.3294666667,3.39253333333,24.8711333333,2.3068,16.5302,6.7902
381.61,4.49580000001,28.6176,12.4383333333,4.82346666667,4.77753333333,5.645,14.3116666666,3.32693333333,24.8855333333,2.25233333333,16.5154,6.73453333333
381.97,4.48266666667,28.6298666667,12.4300666667,4.80499999999,4.75613333333,5.59606666667,14.2918,3.29166666667,24.8490666667,2.21986666666,16.5162666667,6.692
382.33,4.48233333333,28.7223333333,12.4701333333,4.7866,4.76813333333,5.55033333333,14.3316666666,3.28486666667,24.8952666667,2.2052,16.5696666667,6.70866666667
382.69,4.39173333333,28.7919333333,12.4586666667,4.73086666667,4.70453333333,5.47933333333,14.3085333333,3.2198,24.8846,2.134,16.5490666667,6.62813333333
383.05,4.35246666666,28.7922666667,12.4456666667,4.70686666666,4.7002,5.4544,14.2888666667,3.20286666667,24.8684666667,2.1132,16.5345333333,6.60326666667
383.41,4.35886666667,28.8426666667,12.4696,4.70613333333,4.69946666667,5.4646,14.3439333333,3.21466666667,24.8794,2.12273333334,16.5906,6.61266666667
383.77,4.35546666667,28.9416666667,12.5252,4.69906666667,4.67586666667,5.44386666667,14.3816666667,3.19866666667,24.9490666667,2.0996,16.6296,6.6162
384.14,4.38306666666,29.0453333333,12.5797333333,4.7218,4.70613333333,5.45406666667,14.4528666667,3.23526666667,25.0058,2.11333333333,16.7103333333,6.6332
384.50,4.4298,29.1628,12.6538,4.77033333333,4.7704,5.4954,14.5271333333,3.28753333333,25.0675333333,2.15733333333,16.7934666667,6.6756
384.86,4.51573333334,29.2842,12.7810666666,4.85673333334,4.84366666667,5.58106666667,14.6376,3.37286666667,25.203,2.26053333333,16.8873333333,6.76166666667
385.22,4.54246666667,29.4052666667,12.8313333333,4.88239999999,4.8676,5.57866666667,14.6922666667,3.38966666667,25.2732,2.25466666667,16.9624,6.7818
385.58,4.56126666667,29.5108,12.8774666666,4.89826666667,4.90413333334,5.58886666667,14.7594,3.42333333333,25.311,2.27933333333,17.0009333333,6.81386666667
385.94,4.60793333334,29.5962666667,12.9316666667,4.93039999999,4.97506666667,5.62973333333,14.8337333333,3.4732,25.3512,2.3292,17.0696,6.85553333333
386.30,4.62366666666,29.6463333333,12.94,4.96239999999,5.0084,5.64433333333,14.8711333333,3.47513333333,25.361,2.34053333334,17.0941333333,6.84086666667
386.66,4.69393333334,29.6595333333,12.9916666667,5.02486666666,5.0648,5.69846666667,14.9264,3.51033333333,25.3651333333,2.39913333333,17.1404,6.89793333333
387.03,4.71386666667,29.7714,13.0262,5.04873333333,5.06993333333,5.6948,14.9812666666,3.5144,25.4010666667,2.38926666666,17.2096,6.8956
387.39,4.74873333333,29.9343333333,13.0936666667,5.11293333333,5.1128,5.7244,15.0438666666,3.5518,25.4797333333,2.42293333333,17.2772666666,6.9286
387.75,4.75706666666,29.9825333333,13.1094,5.13766666667,5.13926666667,5.72866666667,15.063,3.562,25.425,2.4426,17.3186,6.94486666667
388.11,4.75066666667,30.0518,13.1110666667,5.14006666667,5.14286666667,5.69653333333,15.0542,3.54833333333,25.4111333333,2.4534,17.3089333333,6.945
388.47,4.74493333333,30.1223333334,13.1398,5.15406666666,5.14753333333,5.67153333333,15.0845333333,3.55153333333,25.4336666667,2.43566666667,17.3264,6.94253333333
388.83,4.7028,30.161,13.0978,5.09953333333,5.0938,5.5938,15.0531333334,3.48986666667,25.38,2.35593333333,17.3175333333,6.89473333333
389.19,4.68426666667,30.2195333333,13.1284,5.09813333333,5.0888,5.57193333333,15.0706,3.48,25.3882,2.34593333333,17.3318666667,6.89213333333
389.55,4.72853333333,30.3031333333,13.1886,5.14053333333,5.113,5.60013333333,15.1091333333,3.5106,25.4099333333,2.3762,17.3939333333,6.92106666667
389.91,4.71153333334,30.4096666667,13.2317333333,5.13553333333,5.0892,5.57773333333,15.1329333333,3.4946,25.4354,2.35693333333,17.4232,6.91493333333
390.27,4.70986666667,30.4797333333,13.2551333333,5.12606666667,5.06333333334,5.58706666667,15.149,3.4768,25.4576666667,2.3438,17.4484666667,6.9084
390.63,4.68693333333,30.5389333333,13.2457333333,5.10579999999,5.03913333333,5.55993333333,15.1630666667,3.45666666667,25.4690666667,2.2972,17.4568666667,6.87413333333
391.00,4.6862,30.6399333333,13.2812666667,5.11833333334,5.05006666667,5.5944,15.2076,3.4666,25.5232666667,2.3104,17.4698,6.89093333334
391.36,4.68006666667,30.6478666667,13.2757333333,5.09946666667,5.03446666667,5.5768,15.2172666667,3.44753333333,25.5084666667,2.29833333333,17.4744,6.86266666667
391.72,4.71660000001,30.7468,13.313,5.12153333333,5.06273333333,5.6154,15.2761333333,3.48633333333,25.5868666667,2.30906666667,17.4926666667,6.8736
392.08,4.72486666667,30.7943333333,13.3528,5.12206666667,5.06933333333,5.635,15.3376,3.4968,25.6383333333,2.30293333333,17.5613333333,6.874
392.44,4.71093333333,30.7996,13.3639333333,5.11733333333,5.05506666667,5.61653333333,15.3442666667,3.4748,25.6356,2.2942,17.5616,6.85873333333
392.80,4.74053333334,30.8292,13.4063333333,5.1692,5.11426666667,5.68093333333,15.4022666667,3.5208,25.6706666667,2.34486666667,17.5960666666,6.88266666667
393.16,4.75433333334,30.9312666667,13.4597333333,5.17626666666,5.143,5.70786666667,15.4716,3.5522,25.7016666667,2.36713333333,17.6564,6.90873333333
393.52,4.71139999999,30.9483333333,13.4415333333,5.1358,5.13046666667,5.6656,15.4478,3.5192,25.6713333333,2.32573333333,17.6301333333,6.84373333333
393.88,4.75100000001,31.0086666667,13.4840666667,5.17893333333,5.15986666666,5.70726666667,15.5012666667,3.53306666667,25.7111333333,2.3472,17.6572666667,6.85666666667
394.24,4.77273333333,31.0756,13.5170666667,5.19853333334,5.17586666667,5.6996,15.5323333333,3.55273333333,25.7138,2.36413333333,17.6818666667,6.8642
394.60,4.80926666667,31.174,13.5626666667,5.22913333333,5.19926666667,5.70933333333,15.5855333333,3.58893333333,25.7565333333,2.40153333333,17.7283333333,6.89386666667
394.96,4.85120000001,31.2502666666,13.6243333333,5.25353333333,5.2438,5.73266666667,15.6383333333,3.633,25.7876,2.43993333333,17.7868666667,6.91473333333
395.32,4.85686666667,31.3521333333,13.656,5.25546666667,5.26193333333,5.7202,15.6755333333,3.6284,25.8262666667,2.4328,17.8346,6.9208
395.68,4.88893333333,31.4206666667,13.7138,5.29159999999,5.29073333333,5.72526666667,15.7245333333,3.65,25.8548666667,2.47133333333,17.8947333333,6.955
396.04,4.95939999999,31.5601333333,13.7978666667,5.35233333334,5.368,5.7914,15.811,3.7078,25.9164666667,2.5352,17.9567333334,7.0284
396.40,4.97300000001,31.6307333333,13.8246666667,5.36013333334,5.39286666667,5.79306666667,15.8476666667,3.70826666667,25.9385333333,2.55906666667,17.9856666667,7.04486666667
396.76,4.97160000001,31.7082,13.8573333333,5.35440000001,5.39,5.75126666667,15.8825333333,3.6952,25.9411333333,2.5446,18.0236666666,7.05586666667
397.12,4.99526666666,31.7157333333,13.8741333333,5.37760000001,5.40826666667,5.75233333334,15.8945333333,3.69693333333,25.9378666667,2.53546666667,18.0367333333,7.0592
397.48,4.98253333333,31.7695333333,13.8890666667,5.39346666667,5.3818,5.73733333333,15.9150666667,3.68006666667,25.9439333334,2.5222,18.0690666667,7.07193333333
397.84,4.96560000001,31.8192666667,13.9027333333,5.39993333334,5.39926666667,5.71713333333,15.9217333333,3.67573333333,25.9264,2.5152,18.1169333334,7.06653333334
398.20,4.96506666666,31.8929333333,13.9256,5.41206666667,5.42733333333,5.71966666667,15.9407333333,3.676,25.9614,2.51926666667,18.1513333333,7.0686
398.56,4.97053333334,31.9891333333,13.9936,5.42040000001,5.4496,5.74306666667,15.9921333333,3.68886666666,26.0088666667,2.53193333333,18.2008,7.08406666667
398.92,4.93973333333,32.0248,13.9948666667,5.3968,5.39813333333,5.69386666667,16.0072666667,3.64406666667,25.9662,2.48666666667,18.2019333333,7.06446666667
399.28,4.94893333333,32.0623333333,14.0302666667,5.42153333334,5.41706666667,5.7168,16.0260666667,3.66166666667,25.9514666667,2.48873333333,18.196,7.07533333333
399.64,4.88513333333,32.121,14.0004,5.37186666666,5.379,5.66613333333,16.005,3.6038,25.9468666666,2.43346666667,18.1906666667,7.017
400.00,4.84433333333,32.1496666667,13.9934666667,5.37446666666,5.33686666667,5.63386666667,16.006,3.55993333333,25.9313333333,2.383,18.2027333333,6.9784
400.36,4.84693333333,32.2064,14.0189333333,5.39486666667,5.33193333333,5.63486666667,16.0585333333,3.566,25.9540666667,2.37086666667,18.2266666667,6.9684
