wavelength,Back_DiuSpef,Belly_DiuSpef,Breast_DiuSpef,Crissum_DiuSpef,Crown_DiuSpef,DorTail_DiuSpef,Patch10_DiuSpef,Patch11_DiuSpef,Rump_DiuSpef,Throat_DiuSpef,WingTip_DiuSpef
212.17,-1111.11106667,93.3332,-611.111066667,-419.999866667,-762.222200001,-931.000003332,-853.333266666,92.2222333332,-735.703757778,-1106.66673333,-1212.2223
212.55,-434.166666667,62.4999999999,-257.499999999,-175.833333333,-288.333333333,-352.25,-281.666666667,-33.7499999999,-242.777777778,-385.0,-391.666666667
212.92,-1062.2222,124.444399999,-704.444333332,-486.666533334,-848.888733333,-843.555593332,-608.888999999,-180.0,-565.777853333,-1013.33333333,-937.777800001
213.30,215.555533333,36.2962666666,169.6296,129.2592,175.925933333,157.29634,118.518466667,54.4444666666,139.901231111,196.666666667,180.9258
213.68,266.6666,-16.6666,203.8888,148.333266667,218.333333333,175.916573333,131.111,13.3331666667,174.055562222,223.333333333,221.388866667
214.06,196.666666666,35.4166666668,201.666666667,157.5,181.25,163.8125,138.75,31.4583333333,174.833333333,194.583333333,194.791666667
214.44,201.428533333,33.3332666667,224.285666666,163.809533333,162.381066667,150.404786667,129.999866667,7.14273333326,176.571484444,206.666666666,182.857166667
214.81,179.666666667,86.6666666665,210.0,155.0,163.333333333,152.75,131.333333333,57.3333333332,161.066666667,205.0,174.333333333
215.19,320.606066667,163.636266667,363.030266667,233.333133333,286.060533333,275.787813333,216.363666667,123.3334,278.141253333,323.030266667,342.727233333
215.57,2.15371004907e+15,1.22825444383e+15,2.54180433514e+15,1.52678851004e+15,1.84664643812e+15,1.98674421062e+15,1.23678398858e+15,1.16428285821e+15,1.8099693957e+15,2.17076913857e+15,2.57805490033e+15
215.95,-646.666666667,-449.333333333,-817.333333333,-572.0,-545.333333333,-660.266666667,-344.0,-400.666666667,-659.066666668,-716.000000001,-891.333333334
216.32,-127.8788,-97.5756666666,-163.333333333,-103.333266667,-100.0,-140.07579,-56.3636000001,-87.5757333332,-141.585782222,-140.303,-183.1819
216.70,-140.606,-129.999866667,-178.7878,-116.363666667,-125.454666667,-169.060573333,-76.9697333333,-114.393933333,-162.737377778,-159.697066667,-209.2425
217.08,-115.641,-105.897466667,-149.743533333,-99.9999999999,-102.820466667,-145.410313333,-60.7692666666,-88.0769,-136.564026667,-126.666733333,-182.0514
217.46,-50.3704666667,-42.8147333332,-62.2222,-40.0000666666,-42.8148,-67.4073566667,-17.6296,-30.5186,-58.0444377779,-48.8890000001,-86.9630333335
217.83,-58.3333333333,-53.7877333332,-71.0607333333,-44.697,-45.4546,-73.08326,-17.8788,-35.5302,-63.3889866667,-51.3636666667,-87.1212333333
218.21,-40.8162666667,-32.6530666667,-46.3946000001,-18.3672666667,-20.5442,-44.30607,3.67353333334,-16.5307,-33.5600866667,-25.8502666667,-57.4149
218.59,-48.9362666667,-42.6950666667,-48.0850000001,-21.7022,-36.3121333333,-52.7021533333,1.56033333334,-28.1559666667,-42.3546377779,-29.2198000001,-65.9575000001
218.97,-15.6668,0.0,-7.99986666668,9.44459999997,-4.88880000001,-13.4054566667,26.0000666667,2.72226666667,-9.20004444444,5.88886666667,-27.7777666667
219.34,-10.5082666667,9.15253333335,0.451933333334,15.5932666667,-1.80793333335,-6.61009333335,31.5252666667,11.0168333333,-10.1770177778,7.11873333332,-23.2767333333
219.72,-1.93239999999,16.5218,4.63773333332,17.488,3.86473333331,-0.01927666666,27.8261333333,19.9998333333,-3.27840888889,12.8502666667,-5.21730000001
220.10,4.179,29.3531333333,5.47260000002,23.9801333334,6.16920000001,3.07957666665,29.1541333333,26.0199333333,3.07453333332,19.005,4.57709999998
220.47,-1.66673333334,28.9583333333,-1.56253333332,22.3959333333,3.02086666668,3.35940666668,26.0417333333,26.6145333333,-1.9027111111,14.8958,0.26043333334
220.85,3.06306666665,32.6126,4.86493333334,24.5944666667,10.4504,10.8919866666,30.09,31.5766333333,3.69386222221,14.955,4.41433333333
221.23,10.6024,39.3574666667,7.79126666668,29.5582,17.2691333333,15.5340333333,29.6384666667,33.8956,7.78040888888,17.8313333333,10.6425666667
221.61,20.4878666667,49.0243333333,10.1624666667,37.8862666667,24.7154666667,22.9268866667,38.3740666667,40.3251666667,16.3658888889,19.8372666667,18.5773
221.98,16.7844,45.4118666667,12.7059333333,34.6666666667,20.0784666667,21.5726066667,33.0195333333,40.7059,14.8522111111,18.1177333333,14.392
222.36,-0.35553333336,35.4667333333,-1.06653333335,17.3333333333,2.22233333334,3.68445333334,25.1555333333,30.9333,-3.80743333333,-0.088933333334,-0.35549999998
222.74,5.86353333334,40.6425333333,5.54213333334,20.4819333333,9.23693333334,12.46187,24.4980666667,37.2288666667,4.3775688889,4.73906666668,8.67473333333
223.11,5.11639999999,36.8992,5.11633333335,18.217,10.4652,12.2635666667,25.3490666667,36.3177666667,6.56590444445,4.88379999999,14.3798333333
223.49,-4.03300000001,30.0412666667,-6.74906666666,8.72426666667,2.2222,4.93823999999,14.4033333333,28.3127,-0.905460000001,-6.50206666667,10.7407
223.87,-12.5582666667,18.7596666667,-14.5737333333,0.620066666672,-6.5116,-5.53104999999,6.74413333334,11.2791333333,-9.83468888889,-17.2868666666,1.55026666664
224.24,-32.9004,-2.16446666665,-33.1602666667,-18.4414666667,-27.013,-22.8354833333,-9.8702,-7.66233333333,-27.7662422222,-38.1817333333,-15.1083333333
224.62,-22.6505333333,3.45380000001,-20.1605333333,-6.98793333332,-18.3936,-13.5662633333,-0.321333333333,-2.40966666667,-16.4633644445,-25.0602666667,-4.89949999998
225.00,-41.8904666667,-9.15420000001,-42.4874666667,-20.7960666667,-37.5123333333,-30.2487433333,-16.9152666667,-14.3283,-33.3731444444,-47.1641333333,-18.5572
225.38,-42.9950666667,-15.0726,-42.8018666666,-22.8019333333,-41.4493333333,-28.5459766667,-18.2607333333,-11.8839333333,-35.7552288889,-46.0869333333,-19.5651666667
225.75,-55.0449333333,-28.7387333333,-53.8739333333,-35.3152,-54.9550666667,-40.82441,-33.5135333333,-25.5856,-49.9399355556,-52.9728,-35.6304666667
226.13,-54.4144,-31.8017333333,-62.0721333333,-35.9458,-62.2522666667,-44.64414,-33.7838666667,-37.2973,-54.9639466667,-59.1891333333,-45.7208
226.51,-21.9681333333,-6.03179999999,-28.1905333333,-4.31739999999,-29.7144,-12.6728866667,-10.6667333333,-9.9049,-23.6867822222,-23.4920666667,-18.4761333333
226.88,-17.2917333333,-2.96873333332,-22.1354666667,-1.97906666667,-24.4790666667,-7.75782666667,-4.94793333335,-9.03659999999,-20.43584,-17.7084,-15.7552
227.26,-9.81813333332,-0.888866666668,-16.6061333333,1.25253333332,-17.3737333333,-2.54950999999,-2.34339999999,-5.93946666666,-15.93798,-11.8788666667,-11.7574666667
227.64,-3.05033333333,3.0818,-8.8994,5.22026666666,-9.30806666666,2.19816666667,2.5786,-2.68886666667,-9.03260444444,-4.8114,-6.7925
228.01,-0.605999999998,4.46286666667,-5.45453333334,5.50966666667,-6.55639999999,5.90765333333,3.1956,-0.688666666666,-6.12949111111,-2.86486666667,-5.38573333333
228.39,5.388,9.81746666667,1.96353333333,10.9360666667,0.365266666661,10.45563,8.21926666666,5.46793333333,0.197846666668,3.31046666667,0.742033333334
228.76,4.08806666666,8.46960000001,0.272533333338,8.8888,-0.775733333334,8.26197999999,6.4152,4.18223333333,-1.17887555556,1.17413333333,-1.45696666667
229.14,7.22053333333,10.3969333334,4.08113333334,10.5078,2.54846666667,10.3821066667,9.8244,6.05726666667,1.52843777778,4.06280000001,1.939
229.52,8.47079999999,11.8212,6.0996,10.7388,4.2096,11.04809,10.9278,6.80403333333,3.80176222222,5.18906666667,3.18746666667
229.89,9.59553333333,12.9612,7.60513333333,12.0387333333,6.10033333334,12.4004766667,12.1682666667,8.44656666667,5.45636222221,6.39159999999,5.43680000001
230.27,12.5589333333,16.2035333333,11.4654666667,14.5178666667,9.99253333334,15.11082,14.2292666667,12.0728,9.33338666665,10.1592666667,9.90883333333
230.65,13.1968666667,16.2577333333,11.9242666667,14.5757333333,10.6969333333,15.4847633333,14.6667333333,11.7727666667,10.5218355555,10.5758666667,9.97726666667
231.02,10.9785333333,13.7787333333,9.32386666667,12.2037333333,8.87833333332,12.56973,12.0287333333,9.30003333333,8.07963111112,7.79633333333,7.64523333333
231.40,10.3911333333,13.2994666667,8.23133333333,11.3946,8.38433333334,11.8162833333,11.3265333333,9.51540000001,8.17746888888,7.90813333333,7.09176666667
231.78,12.5925333333,15.6415333333,9.76726666665,13.1610666667,10.6805333333,13.7958366667,13.8673333333,12.8596333333,10.6430377778,10.4909333333,9.83640000001
232.15,13.6593333333,17.6812,9.89106666667,14.5471333333,13.1339333333,14.7798333333,15.8334,14.1575666667,11.6250955555,12.5905333333,11.2499333333
232.53,14.5335333333,19.2061333333,9.89846666666,15.3833333333,14.0350666667,15.9665666667,16.2326,14.0072666667,12.4338022222,13.1117333333,12.0774333333
232.90,17.6637333333,21.4816,12.4028,17.5498666667,16.2013333333,18.49763,18.9172666667,15.1093666667,15.5107533333,15.1948666667,15.2422333333
233.28,15.9489333333,20.2164,11.0521333333,16.7552666667,15.0048666666,17.8357666667,16.5782666667,13.4710666667,15.2369777778,14.2774,13.6774333333
233.66,13.4552666667,18.2113333333,8.35359999999,16.6667333334,13.4756,16.2967533333,14.9796666667,11.1586333333,13.2656333333,12.1138666667,11.9511666667
234.03,11.747,16.8061333333,6.23786666666,15.3696666667,11.9400666667,15.40175,13.6120666667,9.31403333334,11.2040422222,11.6184666667,9.37826666666
234.41,7.9956,12.6362,1.67766666667,12.2439333333,8.43126666667,12.6525466667,11.2635333333,5.76253333333,7.77930888889,8.84533333333,5.61013333333
234.78,6.60546666668,11.0703333333,-0.122466666668,9.8266,6.56480000001,10.0254866667,10.0306,4.16916666667,5.80436888889,6.9318,4.99486666667
235.16,10.4545333333,14.7915333333,3.8258,13.5796666667,10.4544666667,13.2462566667,13.5795333333,7.60406666667,9.20897555556,11.0606666666,8.51333333334
235.54,9.01306666666,14.5063333333,3.53813333333,12.5699333333,9.03166666667,12.1387733333,12.5139333333,6.0709,7.08883333333,9.81386666667,7.51393333333
235.91,4.1666,10.4264666667,-0.562,8.62413333333,3.37206666667,8.05148999999,7.75206666667,0.6491,2.16409333333,4.82566666666,3.02323333333
236.29,1.60453333333,7.02953333334,-2.4452,6.07466666667,-1.20353333333,4.78124666667,4.66093333333,-1.85303333333,-0.612573333332,2.04406666667,0.181466666666
236.66,-1.66173333333,2.83486666667,-4.96573333334,2.24826666667,-5.04413333333,1.39300333334,2.26786666667,-4.1252,-4.53711333333,-1.2122,-3.56796666667
237.04,-2.2796,2.27973333333,-4.98093333333,1.83913333333,-5.3448,0.903333333326,1.5708,-3.5151,-5.25918,-1.09186666667,-4.1474
237.41,1.5118,5.592,-1.31153333333,5.37346666667,-1.98546666667,3.49814999999,5.2824,0.191266666667,-2.47545333333,2.8962,-1.01093333333
237.79,3.84886666667,7.78346666667,2.01026666667,6.37453333333,0.378133333333,5.96135666665,7.40546666667,2.3626,-0.0790933333334,5.41233333334,1.82143333333
238.17,4.73166666667,7.80493333334,3.31693333333,6.39039999999,1.6098,6.12270666667,7.59359999999,1.244,0.93288,5.08946666667,3.43103333333
238.54,6.28000000001,9.03326666667,5.28993333333,8.29093333333,3.27926666667,7.66366000001,9.00233333335,2.3202,1.93568222222,6.00153333333,5.18173333333
238.92,3.6254,6.30706666667,3.52073333334,5.60299999999,0.599333333334,5.85911666667,6.06746666667,0.172266666666,-0.658813333334,3.19106666667,2.28463333333
239.29,1.9148,4.18433333333,2.19853333333,3.56026666667,-1.41826666667,4.73685333333,4.09926666667,-1.25536666667,-1.54902666667,2.4398,0.773033333334
239.67,3.2452,4.91813333334,2.94326666667,4.46546666667,-0.339666666667,5.57923,5.13200000001,-0.515833333333,0.37568222222,3.04393333333,1.79866666667
240.04,4.3586,5.8376,3.99993333333,5.49026666667,1.7928,6.92324333333,6.62186666666,1.3165,2.53698,4.17913333333,3.05316666667
240.42,6.5086,7.54573333333,5.60986666667,7.51586666667,4.79986666667,9.03148666666,8.83933333333,3.65433333333,5.16272888889,6.0938,5.18993333333
240.79,8.68073333333,9.35486666667,7.45733333333,9.71286666666,7.39073333333,11.34581,10.928,6.04246666667,7.81514888889,8.56420000001,7.74033333333
241.17,9.14846666667,10.0944666667,8.20233333333,10.2474666667,8.25333333333,12.20997,11.6740666667,7.03046666667,8.7152911111,9.3304,8.93746666667
241.54,8.27253333333,9.24660000001,7.35106666666,9.10826666667,7.5486,11.5985633333,10.7338,6.52836666667,8.07332888888,8.36466666667,8.50936666667
241.92,7.76973333333,8.75693333333,6.84953333333,8.80546666668,7.05666666667,11.3779366667,10.3656,6.02073333333,7.74377777778,7.82453333333,8.36983333333
242.29,8.0452,9.22606666667,7.32186666667,9.20339999999,7.0904,11.90365,10.8077333333,6.68656666667,8.13606444444,8.10726666667,8.72596666667
242.67,8.29313333333,9.43813333333,7.4104,9.03700000001,7.16413333333,11.93519,10.7383333333,6.6159,8.30408666667,8.0364,8.79350000001
243.05,8.68593333333,9.87760000001,7.55126666667,9.60193333334,7.73353333333,12.1134133333,11.0642,6.6616,8.75837111111,8.46746666667,9.12043333334
243.42,8.73953333333,10.2265333333,7.80753333333,10.1502666667,7.8788,12.17701,11.4642666667,6.6464,9.06625777778,8.26579999999,9.47033333334
243.80,9.04426666666,10.6246666667,8.26173333333,10.5543333333,8.23686666667,12.46321,11.9137333333,6.8397,9.50111777779,8.62806666666,9.73673333333
244.17,9.10093333334,10.6208,8.39053333333,10.4274,8.2316,12.4475566666,11.6444,6.45803333333,9.20617333333,8.62880000001,9.63993333333
244.55,8.78193333332,10.4692666667,8.29066666667,10.1482666667,7.86293333334,12.1130533333,11.3882,6.26316666667,8.72437111111,8.4222,9.49666666667
244.92,7.45206666667,9.53079999999,7.25586666667,8.99413333335,6.61406666667,10.8267133333,10.2873333333,5.00476666667,7.49847333333,7.04973333333,8.44113333333
245.30,6.72066666667,8.73,6.2484,8.23546666667,5.78106666666,9.94448666667,9.44033333333,4.13793333333,6.66543333333,6.0598,7.43086666667
245.67,6.7374,8.43733333333,6.43726666667,8.0458,5.56226666667,9.80864,9.44559999999,4.02073333333,6.73760222222,6.12886666667,7.21226666667
