wavelength,Back_ComLorm,Belly_ComLorm,Breast_ComLorm,Crissum_ComLorm,Crown_ComLorm,DorTail_ComLorm,Rump_ComLorm,Throat_ComLorm,WingTip_ComLorm
190.57,33.70375,121.111166667,30.1851666667,132.962833333,57.0369999999,53.1481666666,43.4978888889,49.2591666666,52.037
190.95,36.9791666667,151.5625,27.0833333332,174.479166667,75.78125,49.9999999998,44.4733796296,48.9583333334,50.2604166667
191.33,86.4035000001,282.894833333,68.8596666666,332.456083333,157.017416666,110.526333333,106.140490741,125.43875,117.10525
191.71,62.0369166666,206.4815,47.2223333333,239.506166667,100.617166667,82.40725,77.4348148149,83.6419166666,104.938166667
192.09,38.0,191.0,25.0,216.666666667,64.0000000001,35.6666666668,55.6296296297,54.0000000002,69.3333333334
192.47,1.5153333335,360.606,-101.515166667,381.818083333,29.5454166667,-16.6667499997,37.0369259259,19.697,90.1516666668
192.85,50.26875,180.37625,4.56991666665,158.33325,50.5376666667,41.9355833332,63.5604259259,50.2690000001,73.3872500001
193.23,80.6818333333,253.40925,15.1516666667,215.151583334,91.2879166667,69.3182500001,96.3805277778,73.8635000001,114.015083333
193.61,133.854166667,335.416666667,70.8333333332,318.75,132.8125,101.5625,133.622685185,64.5833333333,182.8125
193.99,136.859,255.76925,112.1795,249.679583333,129.487166667,121.794916667,129.30912963,91.6667500002,179.16675
194.37,100.520833333,166.666666667,93.0554166666,150.173666667,97.2221666668,82.4653333333,87.1719444443,81.4235833333,128.819416666
194.75,112.833333333,168.166666667,106.0,146.833333333,99.3333333335,78.9999999999,95.5,80.6666666666,130.0
195.13,92.88875,122.888666667,89.3334166667,112.444583333,76.5556666665,69.8886666666,78.9506481482,65.77775,107.000083333
195.51,78.5715000002,104.2125,80.2199166666,97.0695833334,63.4615833333,67.4908333333,71.3064722222,53.5713333333,92.1245833333
195.89,83.7120833335,110.227083333,85.2274166668,105.20825,68.37125,70.265,77.5356851852,55.7765,93.0868333334
196.27,88.5416666668,114.772666667,89.5832500001,116.0985,72.538,77.4619999999,82.4915833333,55.4924166667,93.93925
196.65,89.2200000002,109.862416667,99.1590833335,116.2845,80.1986666667,83.9449166666,85.3636296296,62.8440833333,94.8778333334
197.03,119.31375,146.274416667,136.862666667,165.0,109.607666666,108.33325,114.542518519,85.2939166667,129.705833333
197.40,125.2605,148.09025,142.361166667,169.097166667,112.239583333,110.590416666,117.84337963,92.5348333334,135.41675
197.78,124.065416667,145.560666667,136.05925,167.289833333,115.109083333,110.825583333,116.787796296,95.7943333332,127.102833333
198.16,125.480666667,145.512833333,137.3395,173.4775,119.47125,110.015916667,118.10012037,96.4743333333,128.685833333
198.54,121.811583333,139.492666667,128.261,161.884166666,114.49275,102.753666667,116.505694444,91.0868333332,120.797166667
198.92,104.949833333,119.73675,106.70425,138.90975,98.9972499998,87.4059166666,98.4056666664,80.2005,102.193
199.30,101.398166667,120.917083333,103.74725,132.550416666,99.7204166667,85.7384166667,99.732888889,81.6555,101.174583333
199.68,98.5442499999,115.712666667,101.405583333,124.59825,96.1345,81.3253333333,95.7776203702,80.0703333333,97.7409166667
200.06,106.074333333,120.6325,108.233,129.568333333,103.062166667,88.7550833334,101.623296296,88.2028333333,106.526166667
200.44,104.904666667,117.95225,106.619,126.238,102.238,88.9999166666,100.275083333,87.6665833333,109.190416667
200.82,101.602583333,112.957916666,100.229,120.421166667,97.4359999998,85.4851666668,96.9373981482,83.47075,104.166833333
201.19,89.4365833334,97.6134166667,89.7494166667,103.56025,86.3066666667,78.2864166666,85.3678796296,72.8090833333,90.1409166667
201.57,94.8686666668,100.78,93.8424166667,105.583,90.4761666667,80.9111666667,88.0130277778,77.2988333333,92.5286666666
201.95,98.1481666668,103.872166667,97.6851666668,107.575583333,92.7188333334,82.9125000001,89.936388889,81.9445833333,98.0216666667
202.33,94.4185833333,99.0309999999,93.7208333333,102.597,86.1240833333,79.8449166667,86.2318148148,78.99225,94.3023333332
202.71,99.7572499999,103.883416666,98.8672500001,107.524083333,88.22825,84.58725,90.0124722223,84.3850833333,102.791333333
203.09,107.744083333,111.44775,108.712333333,115.740666667,97.3905833333,93.224,98.4941018519,90.9933333333,113.425916667
203.47,111.111083334,112.431666667,113.06925,120.400833333,98.4517500002,97.2675833333,97.1361666668,91.4389166668,117.258666667
203.85,121.09375,120.833333333,120.729166667,132.5,106.09375,102.864583333,102.586805555,98.8541666667,122.916666667
204.22,115.838666667,117.549666667,119.867583333,129.138833333,101.048583333,97.6821666667,98.4117777778,93.7639166666,118.487833333
204.60,114.326583333,114.15525,117.522666667,127.6255,97.31725,92.5799999998,96.1504074075,94.5776666667,116.32425
204.98,111.937,108.783583334,115.428,125.844666667,93.6374166666,90.2025833334,93.4496203704,93.0742499999,115.822
205.36,115.047916667,114.44825,113.84875,129.376416667,94.0648333333,90.8275000001,96.7826018518,96.5825833332,118.765
205.74,103.817083333,104.569916667,103.064583333,117.258,85.26875,86.0754166666,87.2640185184,86.1829166667,106.774333333
206.12,102.054916667,102.111916667,100.51375,115.525,81.84925,83.79,84.4558981482,82.1918333333,103.767416667
206.50,104.539916667,104.415416667,100.933,115.671583333,83.27125,83.9552499999,82.953287037,80.03725,102.612
206.87,102.819583333,100.939916667,99.6869166665,116.29075,83.7720833333,85.8394166667,81.8991481482,79.0101666667,97.4309166666
207.25,90.0243333334,89.1120000001,84.5497499999,104.075583333,69.0996666666,73.1145833332,69.0051944444,69.1605833333,83.3942500001
207.63,88.0951666667,87.1554166667,77.9449166667,101.127916667,63.9725,68.1077500001,67.3001481482,68.1078333333,79.8871666667
208.01,82.9136666667,83.3333333334,69.7240833333,95.5635833333,61.1509166667,66.9065833334,64.5416574074,66.1870833333,78.8966666667
208.39,85.9069166667,82.8431666666,68.5049166667,96.81375,60.5391666666,68.3823333334,65.1823981481,64.33825,80.147
208.77,81.39675,78.4038333334,64.554,90.7863333334,59.3894166666,67.9579166666,60.5241666667,57.2184166667,73.2981666667
209.14,80.9974166667,78.5354166666,62.437,89.7098333333,58.33325,63.63625,57.0565833333,54.2929166667,67.4873333333
209.52,80.2860833333,69.4650833333,60.3856666667,86.6293333333,55.0994166667,61.6915,52.1696944445,51.86575,67.66175
209.90,80.3523333334,67.2088333333,53.86175,89.973,55.1490833333,59.0785833333,53.0636944444,52.3034166667,65.3794166667
210.28,79.5393333334,65.4472500001,56.6395,87.9403333333,55.6233333334,59.28175,56.3534259259,54.2005833333,61.5854166667
210.66,81.6370833334,65.8554166668,58.997,93.7315833333,60.3981666666,61.6519166666,61.5126481482,57.8909166667,63.053
211.03,86.4846666666,69.3978333333,66.3165,99.8598333333,66.5265,68.6272500001,69.4521018519,63.6554166666,68.6974166667
211.41,99.9206666666,79.3649999999,81.3489999999,115.158666667,82.3810833333,82.6984166667,82.5748611111,72.4602500001,82.7778333335
211.79,108.608,84.8899999999,94.5972500001,131.227,95.8790833332,93.6813333332,92.6739814816,81.9596666667,93.5898333332
212.17,117.2995,88.2911666667,106.117916667,141.24475,105.16875,103.586416667,97.1049629629,88.0801666667,102.637166667
212.55,105.980416667,76.9606666667,98.8234166668,129.21575,97.94125,97.6470833334,90.5445925926,83.4313333333,89.4116666667
212.92,117.207833333,86.4718333334,110.2815,146.212166667,110.064916667,111.688333333,108.754351852,100.757583333,101.623333333
213.30,145.5645,110.48375,142.3385,184.946166667,138.575333333,150.403,141.517324074,133.602083333,134.408583333
213.68,149.137916667,121.408083333,161.925333333,200.287333333,152.155083333,159.626583333,157.199925926,142.816083333,141.379333333
214.06,136.949583333,111.1635,165.2515,184.748416666,144.182333333,155.660333333,154.664453703,135.377333333,136.006416667
214.44,128.156583333,108.08075,145.580666667,162.87875,127.525333333,142.5505,142.059546296,121.96975,129.671833333
214.81,125.512833333,100.256416667,142.692333333,153.974333333,115.384416667,140.513,137.022731481,114.487083334,126.025583333
215.19,119.683833333,92.5286666667,132.04025,140.373416667,113.362166667,130.172416667,131.305805556,107.758583333,120.402416667
215.57,103.819416667,83.4491666665,112.962916667,124.07425,100.578833333,112.15275,115.200583333,101.967583333,102.777833333
215.95,105.28175,72.5352499999,109.624583333,119.953083333,95.7746666668,110.44575,109.441824074,96.9483333332,98.35675
216.32,109.803916667,69.9754166667,118.995083333,124.142083333,96.2009166667,113.7255,116.462277777,97.5489166667,101.470583333
216.70,105.38475,66.5384166666,116.410083333,116.153833333,95.3845833333,106.15375,111.923138889,96.6666666666,96.4101666667
217.08,103.00925,63.5414166667,113.425833333,104.976833333,88.0787500001,98.0323333334,96.0262314815,91.5508333332,94.2129166668
217.46,98.9315,57.5855,107.264833333,97.1154166667,84.4017499999,90.0640833333,92.0465740741,82.1580833333,87.7136666666
217.83,107.083333333,59.5833333333,103.645833333,94.375,87.2916666667,92.6041666667,92.175925926,87.0833333333,88.9583333333
218.21,123.16175,62.6225,115.44125,103.186416667,96.9363333334,101.71575,97.9982685186,93.1374166665,98.2841666667
218.59,117.661666667,56.5921666667,115.671583333,99.5024166667,96.76625,101.119416667,94.0851296297,97.13925,96.6417499999
218.97,123.224,66.2568333333,123.224083333,109.699333333,109.562916667,114.480833333,99.0740925927,106.147583333,107.377166667
219.34,138.889,72.2223333332,140.522916667,127.287666667,109.804,131.86275,110.294046296,121.89525,117.646916667
219.72,190.591416667,73.6559166668,182.526833333,169.354916667,137.90325,171.236666667,140.979675926,148.655916667,151.075333333
220.10,249.242333333,94.6970833333,228.409166667,202.272666667,170.075833333,224.24225,179.293046296,178.409083333,175.000166667
220.47,236.111166667,89.5834166666,202.08325,187.152916667,147.222083333,202.08325,162.847083333,161.111166667,142.01375
220.85,372.222166667,140.555583333,310.5555,318.333333333,206.666666667,330.555666667,239.197583333,231.666583333,213.333416667
221.23,945.0,366.666666667,840.000000001,876.666666667,545.0,911.666666668,678.333333333,548.333333334,525.0
221.61,676.190416667,303.571583333,622.619166667,674.999916667,433.333333333,659.523833334,512.830768518,488.095166667,390.476416666
221.98,-400.926,-193.518583333,-374.073916666,-426.852,-250.0,-419.444333333,-311.008175926,-293.518583333,-225.0
222.36,-2270.83333333,-1400.0,-1991.66666667,-2691.66666666,-1683.33333333,-2295.83333333,-1747.22222222,-1850.0,-1445.83333333
222.74,-194.4445,-108.796416667,-157.407416667,-248.14825,-137.500166667,-193.981333333,-119.804490741,-131.0185,-95.37025
223.11,-229.6875,-139.583333333,-191.145833333,-281.770833333,-168.75,-203.125,-147.511574074,-172.395833333,-126.5625
223.49,-109.0,-68.3333333333,-112.0,-144.333333333,-94.6666666665,-110.333333333,-46.7777777778,-78.0000000001,-53.6666666666
223.87,-74.4791666667,-52.6041666667,-99.21875,-92.7083333333,-68.2291666667,-94.53125,-19.8784722222,-69.7916666668,-39.0624999999
224.24,-39.6825833333,-37.6985,-63.88875,-59.3253333333,-40.47625,-54.9603333334,-0.617416666675,-44.0475833333,-18.4523333333
224.62,-17.4383333334,-19.2900833333,-32.716,-26.8519166667,-18.0555833333,-26.38875,12.4141481482,-25.463,-8.17891666665
225.00,0.117333333318,1.64316666668,-13.9674166667,-0.23458333335,2.58208333332,-5.16425,21.1006018519,-10.79825,1.76058333332
225.38,1.64608333333,9.56774999999,-2.05766666667,8.33324999997,11.00825,5.55549999999,27.4120555556,-7.40724999999,5.14408333333
225.75,2.30941666666,6.52608333333,-2.30916666667,14.45775,16.7670833333,1.60633333334,31.5707222222,-4.71883333332,10.4419166667
226.13,3.73933333335,10.04275,-4.05983333335,14.5299166667,18.9104166666,3.41883333332,35.0310925926,-3.73941666666,12.0728333333
226.51,-2.18749999999,5.83333333334,-12.5,14.5833333333,17.2916666667,-4.06249999999,25.5555555555,-10.1041666667,6.66666666667
226.88,-8.99125000001,1.86416666668,-15.022,11.0743333333,12.5,-6.03066666667,20.0048888889,-18.3115,-0.54825
227.26,-1.38883333333,8.43241666667,-8.23408333332,18.84925,15.27775,-1.38883333332,23.9747592593,-13.2936666667,9.42466666665
227.64,2.08333333333,9.02766666667,1.38900000001,15.5866666667,12.4999166667,1.77466666667,16.5123425926,-10.1078333333,8.10183333332
228.01,1.91133333333,6.65141666667,0.91741666665,9.5565,9.25075000002,0.688,12.1900092593,-10.627,9.32716666668
228.39,-9.5,-1.41666666666,-12.0,-2.25,-3.16666666667,-12.1666666667,0.86111111111,-24.1666666667,1.08333333332
228.76,-15.2461666667,-9.28033333333,-21.2120833334,-14.2045833333,-12.4051666667,-20.5490833333,-4.87173148147,-32.9545,-3.50375
229.14,-42.7230833333,-39.31925,-42.8404166667,-50.3521666667,-45.54,-47.88725,-28.1168240741,-63.1455833333,-29.4601666667
229.52,-45.8334166667,-48.33325,-50.5954166667,-58.2143333334,-60.119,-52.3810833333,-33.2010185185,-65.1190833334,-26.78575
229.89,-81.60925,-85.4884999999,-93.5345833333,-100.431,-103.87925,-81.0343333333,-66.8104259259,-100.574833333,-73.5631666666
230.27,-54.23075,-58.0769166666,-59.359,-76.0256666666,-70.1282499999,-52.6923333333,-39.3161666666,-72.43575,-46.6665
230.65,-42.46025,-57.9363333333,-53.0423333333,-77.2486666667,-67.3281666667,-44.4445,-33.1276018519,-64.9471666666,-37.3015
231.02,-16.0959166667,-29.2238333334,-28.9955,-47.4885833333,-36.64375,-21.5754166667,-9.29734259258,-32.4200833334,-13.5844166667
231.40,-7.51025000001,-21.0906666667,-17.2838333333,-40.1236666667,-20.9876666667,-8.3335,1.30322222222,-14.91775,-1.6461666667
231.78,-29.1666666667,-52.3333333333,-49.5,-83.6666666667,-49.5000000001,-29.5,-8.03703703704,-34.5,-7.83333333335
232.15,-59.375,-77.4999999999,-73.5416666668,-111.875,-71.4583333333,-53.3333333333,-26.087962963,-53.5416666667,-28.125
232.53,-64.4608333333,-100.49025,-71.8139166666,-129.166916667,-81.3726666666,-60.7842499999,-27.6416296296,-63.9706666666,-43.8725833332
232.90,-51.13625,-85.9849166666,-60.7954166667,-106.250166667,-68.1816666668,-50.9471666667,-29.1665092593,-49.8105833333,-41.2879166667
233.28,-40.5228333334,-77.77775,-56.5360833333,-81.536,-55.3920833334,-42.4836666667,-28.6855185185,-39.3790833333,-31.536
233.66,-13.2575833333,-39.1414166666,-24.1160833333,-48.6111666666,-19.4444166667,-17.6768333333,-8.23507407407,-16.414,-12.7524166667
234.03,8.86533333334,-5.14183333332,13.032,-14.71625,7.26941666667,4.25533333335,14.7361111111,8.42199999998,13.9185833333
234.41,10.1030833333,-2.65483333332,11.5781666667,-5.6785,8.40708333332,4.71975,14.1511203704,13.2743333333,17.8465
234.78,10.5994166667,-0.511666666676,11.6229166667,-0.950166666682,12.5,6.14024999999,14.3761944445,12.7191666667,17.6168333334
235.16,13.3101666667,-0.115666666683,12.905,0.405166666667,12.32625,9.43291666666,14.756962963,11.9791666667,17.1295833333
235.54,10.1076666667,0.860166666658,8.70958333333,-0.268666666665,6.02141666666,3.87108333334,10.1672222222,6.55916666666,11.66675
235.91,7.07374999999,-2.03483333333,5.62000000001,-2.27708333333,3.63358333333,0.290833333332,6.56752777778,4.89341666666,7.41283333334
236.29,17.9269166667,6.70733333333,14.8375,6.46349999998,13.0081666667,9.51216666667,15.1446296296,12.60175,16.626
236.66,21.6741666667,11.9206666667,17.5635833333,11.9208333334,16.2555,13.4155,17.9994351852,16.36775,19.4320833333
237.04,25.2065,16.1501666667,21.522,16.6321666667,18.5606666667,16.46,20.8868796296,18.8358333333,22.7964166667
237.41,28.769,19.2945,24.96525,18.5683333333,20.2281666667,17.84225,24.0242407408,20.6776666667,26.0720833333
237.79,28.1729166667,16.24825,20.9204166667,17.15475,17.6430833333,13.5981666667,20.2853055555,17.8869166667,23.88425
238.17,28.1884166667,15.4346666666,19.384,16.2318333333,16.7028333333,12.2825833333,17.9871574074,15.4710833334,24.56525
238.54,29.4540833333,14.7988333333,19.0731666667,16.5228333334,16.1279166667,11.2786666667,17.5648981481,13.90075,25.3591666667
238.92,27.3713333333,13.313,17.6831666666,12.3985,13.889,9.04483333332,16.6968888889,13.10975,23.8143333333
239.29,24.2096666667,10.3808333333,14.8345833334,9.37525,11.02725,3.87925000001,13.3381759259,9.26733333334,22.2341666667
239.67,25.7143333333,9.99991666667,16.4965,9.45583333332,13.6055,6.63266666666,14.7543055556,10.9184166667,23.6735
240.04,29.3575,16.2530833333,21.0878333333,15.2035833334,16.7303333333,12.4363333333,20.1123425926,15.4580833334,27.9580833334
240.42,24.8485,13.7878333333,16.1515833334,13.4243333333,13.2424166667,11.1818333333,17.0571944444,12.2725833333,24.515
240.79,20.4960833333,9.95141666668,12.2436666667,10.3288333333,9.49291666668,9.14225000001,14.0985740741,9.11533333334,22.5728333333
241.17,17.964,7.63466666667,7.93400000001,7.93416666666,6.41199999999,8.28333333334,12.6776018518,6.63675,19.062
241.54,16.3404166667,7.22383333333,6.09233333334,6.13575,5.04783333333,8.899,11.9619444445,5.222,16.0139166667
241.92,14.5685,6.3935,6.65075,5.46333333334,4.19641666667,9.54074999999,12.0964351852,5.40366666666,14.6871666666
242.29,14.9430833333,7.78241666666,7.26733333333,6.20100000001,5.25933333333,11.6203333334,13.4010277778,6.98299999999,14.2325
242.67,11.5104166667,4.73966666667,3.38541666667,1.94449999999,1.71883333333,9.67008333332,10.1022037037,3.61108333333,10.1909166667
243.05,12.3038333334,5.76791666667,4.60775,3.23541666666,1.86275,10.68625,10.3104351852,4.46075,10.75175
243.42,11.85475,5.94333333333,3.9675,3.71275000001,1.14716666667,10.564,10.0878796296,4.38183333333,9.51241666666
243.80,11.33275,4.97825,3.32391666667,3.29316666667,0.633916666667,10.0493333333,9.24717592591,4.15883333334,8.70441666667
244.17,10.8525833333,4.24875,2.6685,2.728,0.551583333334,9.74958333334,8.55519444445,2.71325,7.69216666666
244.55,9.27891666667,2.43783333333,1.35908333333,1.6255,-1.4185,7.50591666667,7.02826851853,0.960333333332,6.41241666667
244.92,7.76616666667,1.04708333333,-0.189166666667,-0.508916666668,-2.516,6.37,5.42614814814,-1.17808333333,4.10116666667
245.30,6.806,1.12533333333,0.120583333334,-0.174,-1.87558333333,6.39075,5.43041666666,-0.96475,4.97058333333
245.67,7.04108333332,2.02891666667,1.55783333333,1.24391666667,-0.65225,6.9565,6.41435185186,0.386416666667,6.13541666666
246.05,7.08999999999,2.32325,1.79975,1.4835,-0.872666666666,6.91541666667,6.9165,0.0326666666658,5.95558333334
246.42,8.72691666666,3.18775,3.109,3.00091666667,0.0197500000008,8.09725,8.20337037035,1.02325,7.55625
246.79,10.4056666667,5.26866666667,5.30375,5.10166666667,1.61575,9.89641666666,10.2261481481,3.33691666667,9.03591666666
247.17,10.8325,5.85041666666,6.00441666667,6.2155,2.46658333333,10.719,11.0741759259,4.19508333333,9.12049999999
247.54,10.7583333333,5.55291666667,6.09341666667,5.59149999999,2.263,10.6118333333,11.0209351852,4.00833333333,9.14433333333
247.92,10.2441666667,5.08041666667,5.69458333333,5.37616666668,1.57725,10.16825,10.8845092593,3.26833333333,8.40891666667
248.29,9.80433333333,4.68191666667,5.802,4.958,1.29191666667,10.1031666667,10.5104259259,3.38258333333,8.19141666667
248.67,10.2593333333,5.437,6.33341666667,4.97775000001,2.14816666667,11.1185833333,11.0312222222,4.38508333333,8.56283333333
249.04,11.5753333333,7.03658333334,7.85458333333,6.55008333333,3.52191666667,12.4595,12.6010277778,6.41758333334,10.1974166667
249.42,12.2896666666,7.69058333333,8.63925,6.91766666667,3.964,12.8559166667,13.2427592593,7.29266666666,10.652
249.79,12.78975,7.63958333333,8.70875,6.92124999999,4.05641666667,13.4591666667,13.6820277778,7.97416666666,10.83925
250.17,13.16525,7.77325,8.44725,6.98533333334,4.35916666667,13.9444166667,13.9052037037,8.55216666667,11.1430833333
250.54,13.0635,7.585,8.47191666666,7.16933333334,4.61008333333,13.8303333333,13.670287037,8.61050000001,10.7079166667
250.92,12.1498333333,6.34116666667,7.59375,6.38058333334,3.89541666667,12.8205833333,12.7459814815,7.56408333334,9.95066666668
251.29,10.6734166667,4.51075,5.99316666667,4.35200000001,2.27658333333,11.224,11.2558981481,5.81316666667,8.86275000001
251.66,10.6060833333,4.18266666667,6.00708333334,4.5455,2.67825,11.0328333333,11.1454722222,5.88991666667,8.56808333332
252.04,9.98466666666,4.10191666667,5.52691666667,4.30691666666,2.65541666667,10.8268333333,10.9731574074,5.49433333333,8.88366666668
252.41,11.3410833333,5.27166666667,6.87808333333,5.90783333332,4.22583333334,11.8261666667,12.1281388889,6.77025000001,10.5649166667
252.79,11.53925,5.2785,7.4265,6.55216666667,4.06941666667,11.1291666667,11.8594537037,6.84341666667,10.5678333333
253.16,10.7110833333,3.81108333333,6.38883333333,5.34449999999,2.71116666667,9.61108333334,10.5345833333,6.06691666667,9.04441666666
253.54,12.2119166667,4.63208333334,7.3805,6.13908333332,3.69025,9.88483333333,10.4006296296,6.70433333333,9.60775000001
253.91,12.2946666667,5.19308333333,7.47891666667,6.62466666668,3.95025,9.76483333333,10.366287037,6.458,9.77575000001
254.28,13.2019166667,6.49516666667,8.86841666667,7.70941666667,4.94641666667,10.5725833333,11.2484907407,7.80966666667,11.0518333333
254.66,12.7075,5.83225,8.46366666667,6.99383333333,3.99458333334,10.1469166667,10.7358333333,7.78808333332,10.479
255.03,12.892,6.58466666667,9.52716666668,7.16341666667,4.51033333333,10.5765,11.0815462963,8.16441666668,11.3605
255.41,14.2978333333,8.68575000001,11.4310833333,9.40233333333,6.52333333332,12.26925,12.8481296296,9.88833333333,12.63375
255.78,14.9596666667,9.68891666666,11.9101666667,10.4794166667,6.94024999999,12.801,13.6197685185,10.2910833333,14.0185
256.15,15.9658333333,10.12275,13.7136666666,11.34875,7.77033333334,13.2381666667,14.5603611111,11.67425,14.11425
256.53,15.3380833333,9.98791666667,12.5965,10.8695833334,6.85991666666,12.6690833333,14.2283425926,10.8211666667,12.8259166667
256.90,16.1940833333,10.5348333333,13.17425,11.5721666667,7.43433333333,13.8775833333,15.5461388889,11.41075,13.036
257.28,15.8948333333,11.08675,12.6200833333,12.0358333333,7.89525,13.9654166667,15.8635648148,11.0034166667,12.7660833334
257.65,13.4716666667,9.31924999999,10.9878333333,10.7413333333,6.20008333333,12.9785833334,15.2203888889,9.08216666666,10.99725
258.02,12.50825,8.37466666666,10.4455833333,9.63375,5.79858333333,12.4418333333,14.1208888889,8.01841666667,10.0066666667
258.40,11.3828333333,7.25625,9.35958333333,8.49341666667,4.86916666667,11.8049166666,12.8900925926,6.71766666667,9.25749999999
258.77,10.4530833333,6.8735,8.39683333333,7.95891666667,4.67758333333,11.1893333333,12.3982037037,6.05491666667,9.18391666667
259.15,10.6620833333,6.96916666667,8.25341666667,8.1965,4.90291666667,11.3184166667,12.3706388889,6.31275,9.15525
259.52,10.5038333333,6.74575,7.79725,7.63583333333,4.5595,11.00875,12.0988703704,6.06391666667,9.10883333333
259.89,10.69975,6.87075,8.08541666667,7.58016666667,4.76683333333,11.4674166667,11.9884537037,6.08366666667,9.11075
260.27,10.74425,7.06941666667,7.80633333334,7.7925,4.63541666667,11.6301666667,11.7126851852,6.05291666667,9.14949999999
260.64,10.5835,6.8885,7.76725,7.344,4.44958333333,11.52225,11.5508425926,6.04641666667,9.20741666667
261.01,10.3251666667,6.7675,7.26191666667,6.96875,4.1025,11.3278333333,10.9600092593,5.76916666666,9.28583333332
261.39,10.7554166667,6.83941666666,7.99925,6.94616666667,4.38,11.7669166667,11.249787037,5.92983333333,9.83666666667
261.76,11.4834166667,7.44,8.6755,7.37358333333,5.15008333334,12.2575833333,11.5572777778,6.41858333334,10.6043333333
262.13,11.4425833333,7.42475,8.38891666667,7.04125,4.88591666667,12.0836666667,11.4274074074,6.28408333333,10.317
262.51,12.15125,7.99816666667,8.93366666667,7.48983333333,5.57,12.6000833333,12.1715925926,7.07866666666,10.7723333333
