wavelength,Back_ConAlbm,Belly_ConAlbm,Breast_ConAlbm,Crissum_ConAlbm,Crown_ConAlbm,DorTail_ConAlbm,Patch10_ConAlbm,Rump_ConAlbm,Throat_ConAlbm,WingTip_ConAlbm
206.12,-60.8231333333,-56.8724666666,-31.4404,-36.7901333333,-0.823,-20.5761333333,-48.7242,-22.7984000001,-54.568,-40.0000666667
206.50,-96.9047333333,-95.4762000001,-60.2380666666,-63.9284666667,-4.0476,-42.0239333335,-81.9048000001,-52.8570666667,-83.9286666667,-72.8570666667
206.87,-153.1708,-143.0894,-89.7560666667,-100.650333333,-12.0325333334,-65.3658000001,-127.6422,-80.9756666666,-127.154466667,-111.382266666
207.25,-169.914666667,-162.393266667,-98.1196000001,-120.6838,-28.7180000001,-88.0341333333,-145.2992,-98.2905333333,-153.8462,-136.752066667
207.63,-139.187,-126.1788,-60.8130000001,-92.0324000001,-9.1057333334,-66.8292666667,-124.390266667,-80.4878666666,-126.6666,-99.6748666666
208.01,-190.967733333,-171.612866667,-87.5270000001,-132.688133333,-24.5161999999,-95.0536666668,-172.688266667,-124.5162,-181.5054,-138.924733333
208.39,-513.333333333,-448.2052,-268.205133333,-370.256333334,-124.1026,-299.487266667,-440.000133333,-367.692266667,-481.025666667,-371.282133333
208.77,-3216.66666667,-2890.0,-1796.66666667,-2453.33333333,-793.333333335,-1946.66666667,-2760.0,-2226.66666667,-3246.66666667,-2526.66666667
209.14,603.888866666,510.000066667,360.000066667,446.110866667,201.6666,379.999933333,486.111066667,422.777733333,577.222333333,477.222266667
209.52,664.242399999,592.727266667,463.636333333,488.484933334,292.121266667,458.787866666,559.999866667,515.7576,651.515133334,584.242466667
209.90,1306.66666667,1056.0,844.000000001,817.333333335,424.000000001,866.666666667,969.333333334,887.999999999,1316.0,1114.66666667
210.28,1091.11113333,841.111200001,753.333266666,683.333266667,393.333466666,781.111199999,812.222199999,738.888999999,1141.111,966.666666666
210.66,636.969533334,481.212133333,412.121133333,403.030333333,278.181799999,428.484866667,478.787800001,417.5758,698.181733335,547.878666666
211.03,312.753666667,246.956466667,225.5074,209.565466667,173.913066667,235.6522,246.9566,224.058,349.855066667,288.985466667
211.41,307.619066667,251.1112,231.746,192.698333333,173.9682,227.619133333,248.254066667,226.349066667,351.428666667,269.523933333
211.79,363.5294,303.529333333,287.451,202.352933333,194.901866667,249.803933333,267.058933333,231.372666667,425.4902,302.352866667
212.17,353.777866667,312.888866667,280.4446,185.7778,172.0,255.5556,277.777866667,215.111066667,436.444533333,300.0
212.55,319.523933333,298.571466667,255.238133333,160.0,125.714333333,220.952466667,258.0954,165.238133333,417.619,282.380933334
212.92,-584.166666667,-510.833333334,-427.5,-250.833333333,-171.666666666,-314.999999999,-438.333333334,-298.333333333,-725.833333334,-460.833333333
213.30,-113.333266667,-96.3637333334,-75.9596666667,-33.7373333333,-7.47479999998,-45.0504666667,-84.0404000001,-53.5353333334,-157.979733333,-80.2020666667
213.68,-144.359,-113.333333333,-75.1281999998,-36.1537333333,3.07686666667,-45.6409333333,-103.333266667,-62.5641333333,-189.7436,-89.4872
214.06,-346.1904,-302.380866667,-203.333333333,-171.4286,-100.476133333,-157.142733333,-295.714266667,-222.381066667,-409.523866667,-256.666666667
214.44,1197.33333333,1158.66666667,777.333333333,733.333333333,510.666666666,681.333333333,1096.0,886.666666665,1366.66666667,930.666666666
214.81,2486.66666667,2410.0,1660.0,1600.0,740.0,1326.66666667,2236.66666667,1810.0,3030.0,2036.66666667
215.19,-915.999999999,-880.0,-593.333333333,-635.999999999,-217.333333333,-452.000000001,-888.000000001,-734.666666667,-1156.0,-773.333333334
215.57,-526.666666666,-473.333333332,-325.833333333,-364.166666667,-50.0,-232.5,-531.666666667,-406.666666667,-677.499999999,-472.500000001
215.95,1308.33333333,1125.0,865.000000001,1063.33333333,296.666666665,574.999999999,1283.33333333,1181.66666667,1491.66666667,1178.33333333
216.32,1153.33333333,977.333333333,785.333333333,994.666666665,343.999999999,504.000000001,1048.0,1032.0,1244.0,997.333333334
216.70,-6893.33333334,-5613.33333334,-4600.0,-6180.0,-2613.33333333,-3700.0,-6099.99999999,-6400.0,-7320.0,-5820.0
217.08,1556.66666667,1288.33333333,921.666666666,1403.33333333,638.333333333,786.666666667,1445.0,1513.33333333,1640.0,1353.33333334
217.46,554.545533333,481.818333335,342.4242,497.575733333,249.697,283.0302,498.787866667,527.2728,578.181733334,501.818133333
217.83,208.888866667,189.2592,144.074133333,196.481466667,116.851866667,128.148133333,192.222266667,205.0,214.8148,198.888733334
218.21,227.999933333,210.476333333,165.7142,217.904733333,127.238066667,142.857066667,213.523733333,223.8096,237.9048,212.761933333
218.59,661.333333334,615.333333333,470.0,649.333333334,349.333333333,382.000000001,612.666666667,658.666666667,709.333333335,625.999999999
218.97,6593.33333333,6046.66666667,4486.66666667,5773.33333333,3366.66666667,3800.00000001,6206.66666667,6240.0,6646.66666667,6019.99999999
219.34,-438.333333334,-431.111133333,-290.0,-356.666533333,-200.0,-246.111066667,-412.7778,-417.7778,-472.2222,-390.5556
219.72,-2066.66666666,-2177.77773333,-1604.44446667,-1715.55553333,-1246.66653333,-1242.22233333,-2057.7778,-2146.66673333,-2331.1112,-1802.22226667
220.10,1074.66666667,1262.66666667,861.333333333,963.999999998,688.0,800.0,1209.33333333,1200.0,1401.33333333,1036.0
220.47,288.421066667,339.649133333,240.7016,263.8596,189.1228,225.965,343.508733333,321.052666667,393.684066667,289.824666667
220.85,142.9824,172.456133333,117.543866667,126.315733333,104.385933333,107.0176,169.649066667,158.070133333,195.263066667,150.175466667
221.23,150.0854,173.6752,126.837666667,131.623933333,106.666666667,122.051333333,171.7948,160.0,200.341933333,149.914466667
221.61,116.2964,128.642066667,101.2346,104.6914,82.3456,97.5309333333,135.3086,127.6542,158.2716,114.444466667
221.98,111.9728,123.673533333,102.721066667,107.074733333,74.2857999999,98.7756,135.238133333,121.496466666,176.462666667,115.238
222.36,91.2057333333,99.7162666667,95.0354666667,94.0425999999,58.0141333334,87.0921333334,118.0142,113.475266667,168.368866667,103.829866667
222.74,87.4561333332,88.4211333333,87.2807333333,87.5438000001,66.2280666667,83.9473333334,104.210466667,97.2806666666,131.052733333,93.6840666666
223.11,87.0885333334,88.1013999999,82.7003333333,92.6583333334,69.7046666665,83.8818,99.9156,97.2996,127.426066667,89.9578000001
223.49,95.5556,90.6174,82.716,101.234466667,74.1563333334,82.1400666666,104.609066667,95.0617333333,127.901266667,95.7200666666
223.87,131.538333333,122.051333333,98.8461333333,142.179533333,87.8204666667,115.8974,139.487133333,124.743533333,177.692333333,131.282
224.24,188.376133334,169.230733333,145.299133333,196.581266667,135.726466667,155.3846,198.803466667,174.7008,247.008466667,186.495733333
224.62,203.1746,181.428733333,166.666666667,216.190533333,156.984066667,172.5398,211.269733334,189.682466667,259.047733333,205.555533333
225.00,352.463733333,319.1304,300.000066667,389.275333333,269.5652,305.217333333,370.145,325.797066667,456.231933333,352.7536
225.38,368.181866667,352.424266667,338.484866667,413.939266667,289.393866667,320.909133333,396.969733333,346.0606,483.030333333,388.787866667
225.75,611.794866667,614.359066666,564.615333333,687.179533333,525.128066667,533.846066667,676.922933334,572.307666667,786.153866667,654.871866667
226.13,-926.666666667,-975.0,-847.499999999,-1004.16666667,-810.000000001,-789.166666667,-1042.5,-843.333333332,-1148.33333333,-968.333333335
226.51,-405.614,-432.982333333,-340.701733333,-413.6842,-336.842066667,-337.543733333,-437.894733333,-338.596466667,-468.0702,-390.877333333
226.88,-86.2365333332,-97.3120000001,-68.6021999999,-92.0429999999,-64.5160000001,-63.4407333332,-90.3226000001,-62.3655333333,-110.430133333,-81.5052666668
227.26,-62.9628666665,-68.6419333332,-51.0287999999,-68.3126666666,-42.3868,-41.3169333334,-60.8229333334,-42.8806,-82.7161333333,-57.6132
227.64,-43.5803333334,-50.6173333333,-40.2469333333,-47.9012,-28.5185333333,-31.7283333333,-44.4444666667,-32.2839333333,-60.0616666667,-42.7160666667
228.01,-44.0578666667,-49.9130666666,-45.7393333333,-49.8551333333,-33.7392666667,-29.4492666667,-43.8260666667,-32.5796666667,-58.2609333333,-42.1451333333
228.39,-29.3706,-33.24,-30.4895333333,-33.986,-18.6013333333,-16.7365333333,-28.9510666667,-18.4148,-37.5292666667,-25.8276
228.76,-14.8225333333,-17.1277333333,-14.5389333333,-16.2411333333,-7.83693333332,-3.01420000002,-12.5177333333,-3.51060000001,-19.0426,-9.68099999999
229.14,-12.6437333333,-14.0888,-12.742,-11.8882,-6.89660000001,-1.28073333332,-9.8522,-2.20026666667,-16.0590666667,-8.57126666665
229.52,-11.1626666667,-11.0078,-9.95339999999,-9.48839999999,-6.91479999999,-1.27133333333,-6.41866666667,-1.11633333333,-14.5738,-6.94586666666
229.89,-10.0876666666,-9.64906666668,-8.71353333333,-8.15779999999,-5.64333333333,-1.49126666668,-4.18126666666,0.380066666666,-14.5906,-5.23379999999
230.27,-8.9636,-7.31100000002,-7.89920000001,-7.92726666667,-5.04186666667,-0.672333333327,-3.9216,0.560066666674,-13.0531333333,-5.15393333335
230.65,-7.01753333335,-6.20793333333,-8.17820000001,-7.20633333333,-5.614,-0.27,-3.91353333336,1.86240000001,-12.5777333333,-5.3442
231.02,-9.25000000002,-8.52766666665,-11.6111333333,-9.38879999999,-9.91679999999,-4.63880000001,-8.36113333334,-1.13893333334,-15.4166666667,-7.83319999999
231.40,-5.7144,-6.28560000001,-10.313,-5.57819999999,-6.85706666667,-2.61233333333,-7.37413333332,1.687,-12.8435333333,-4.8436
231.78,-7.42433333335,-9.06060000001,-11.2424666667,-6.18173333334,-7.06060000001,-4.4242,-7.72733333332,2.75766666665,-15.3030666667,-4.72720000001
232.15,-6.40773333333,-9.44986666669,-10.2588666667,-4.46606666667,-6.18119999999,-6.86086666667,-7.11966666666,4.56319999999,-15.4692666667,-5.21033333333
232.53,-5.37953333334,-11.7492,-12.7722,-5.51153333333,-6.63373333335,-10.1650666667,-8.38273333334,3.53146666667,-17.7888,-7.72279999999
232.90,-3.09520000001,-12.721,-10.5441333333,-3.12926666666,-3.63953333334,-9.79573333333,-7.14286666668,4.35373333333,-17.6530666666,-5.68026666669
233.28,-0.544866666654,-14.4231333333,-9.61546666668,-2.82053333334,-3.65386666666,-10.0000666667,-7.21153333334,5.1282,-17.7884666667,-4.13466666667
233.66,2.42993333333,-12.9906666667,-7.28973333333,0.654066666668,0.187,-5.95020000001,-4.48599999999,9.09673333335,-13.4267333334,-0.685400000006
234.03,-1.21766666669,-16.2862666667,-11.4459333333,-3.40953333334,-4.29226666666,-10.076,-8.64546666666,4.87066666666,-15.3425333333,-5.32726666667
234.41,-7.01420000001,-23.9810666667,-17.0932,-6.88793333334,-9.8578,-15.9874,-12.7014666666,-1.45333333335,-21.5482,-11.6272666667
234.78,-14.2767333333,-29.5596666667,-22.6099333333,-12.7358,-15.4086666667,-20.8176,-17.7044666667,-8.64779999999,-26.3836666667,-15.9118666667
235.16,-12.1985333333,-25.5602666667,-18.5816,-10.156,-11.9999333333,-16.5956666667,-12.3971333334,-5.39006666665,-21.3616666667,-13.0213333334
235.54,-15.3138,-29.0656,-21.3667333333,-13.2217333333,-16.8202,-20.7810666667,-15.7322,-9.62346666669,-23.5426666667,-16.2622
235.91,-12.1761333333,-25.0817333333,-18.6163333333,-11.8993333333,-15.7232666667,-18.239,-13.4340666667,-8.98113333333,-20.7044,-15.4969333333
236.29,-11.3644,-24.2704,-18.0308,-10.9845333333,-15.0651333333,-16.2278666667,-12.4556,-8.84939999999,-20.0949333333,-16.0141333333
236.66,-10.7198666667,-21.7939333333,-15.814,-9.14733333335,-14.5736666666,-13.5991333333,-9.83380000001,-7.44193333333,-18.4052666667,-14.6179333333
237.04,-10.675,-19.9168,-15.2232666667,-8.9512,-14.0602666667,-12.5233333333,-9.84433333333,-6.72893333334,-17.7362666667,-15.2646666666
237.41,-10.7193333333,-17.9333333333,-14.3871333333,-7.5786,-11.8338666667,-10.9218666667,-9.13866666667,-5.89659999999,-15.4002666667,-14.2451333333
237.79,-10.9524666667,-16.6476,-14.4762,-7.96186666667,-11.6380666667,-10.2096666667,-9.54286666666,-6.47613333334,-14.6285333333,-13.3144
238.17,-6.57560000001,-13.0237333333,-10.5282,-4.9544,-7.50453333333,-5.70126666667,-5.61026666668,-2.6958,-11.2568666667,-8.43353333332
238.54,-2.49786666668,-8.85033333333,-6.93139999999,-2.4318,-3.93713333332,-2.69633333333,-2.01826666667,0.975866666668,-7.84120000001,-4.28446666667
238.92,1.77153333332,-5.98300000001,-3.43433333333,0.419600000001,-0.65266666666,0.901466666666,0.979066666666,3.99366666667,-4.75533333334,-0.932466666666
239.29,1.57393333333,-6.99073333333,-3.75,-0.2778,-0.29313333334,0.8794,-0.509266666674,1.80553333334,-6.18826666667,-1.03386666667
239.67,1.97053333333,-6.03780000001,-2.89306666667,0.3494,0.251666666672,1.91473333333,0.307533333334,2.69739999999,-5.67433333333,-0.265466666666
240.04,1.72046666667,-6.24913333335,-2.83386666667,0.645266666667,0.5946,2.02406666667,0.303533333334,2.74506666667,-5.23706666667,1.11320000001
240.42,0.595733333332,-7.05613333332,-4.36426666667,-0.985066666666,-0.7444,1.32886666667,-1.08806666667,1.50066666667,-6.15126666667,0.51553333334
240.79,1.2372,-5.76673333335,-3.37413333333,0.051066666666,0.3886,2.37226666667,-0.143066666666,2.76073333333,-4.683,1.83020000001
241.17,3.33326666666,-3.44993333333,-2.14166666667,1.56806666667,2.1414,3.85313333333,2.1058,4.31006666667,-2.0878,3.75439999999
241.54,5.17213333334,-1.38506666667,-0.0939333333326,3.02033333334,3.65419999999,5.53973333334,3.84193333333,5.59460000001,-0.359999999999,5.21906666668
241.92,4.82606666667,-1.45646666667,-0.217399999999,2.69566666667,3.40586666667,4.7826,3.60866666666,4.83333333333,-0.507199999999,5.17400000001
242.29,4.6548,-1.11766666667,0.0657333333334,3.03746666667,3.52406666667,4.82566666667,3.90539999999,4.79946666667,-0.0788666666665,4.96393333333
242.67,4.55313333333,-1.31073333333,0.131733333333,2.88493333333,3.49960000001,5.19900000001,3.91346666667,4.87926666667,0.0941999999998,4.87306666667
243.05,3.91533333333,-1.58673333333,-0.138599999999,2.84166666666,3.1856,4.76606666667,3.74053333334,4.72393333333,0.00019999999934,4.48859999999
243.42,3.95440000001,-1.64613333333,-0.0878,3.08726666667,3.05213333333,4.8564,4.13586666666,5.21966666666,0.497933333333,4.58693333333
243.80,4.14000000001,-1.7982,-6.66666679999e-05,3.15713333333,3.30733333333,4.909,4.36546666667,5.22126666667,0.722866666667,4.37700000001
244.17,3.71126666667,-1.7734,-0.704733333333,2.39273333334,2.7452,4.6434,3.97846666667,4.57513333333,0.414733333333,3.97846666666
244.55,4.62119999999,-0.5032,0.746666666668,3.57133333333,4.091,5.39506666667,4.9406,5.46533333333,1.86146666667,4.85393333333
244.92,4.24293333333,-0.353600000001,0.553533333332,3.26933333333,4.12506666667,5.25739999999,5.05773333333,5.03213333333,1.84486666667,4.75026666667
245.30,2.92233333333,-1.17753333333,-0.081733333334,2.1772,3.18186666667,4.4508,4.148,3.9462,0.990133333335,4.27313333333
245.67,1.93886666667,-1.8444,-0.953666666667,1.16966666667,2.37966666667,3.71113333333,3.60773333333,3.3602,0.377799999999,3.73366666667
246.05,2.83226666667,-0.860200000001,0.0284,1.78533333333,3.2176,4.7068,4.46333333333,4.54453333333,1.11993333333,4.44713333333
246.42,2.79833333333,-0.516399999999,0.213333333334,1.69093333333,3.57273333333,4.75873333334,4.57906666667,4.89333333333,1.38406666667,4.65766666667
246.79,2.86606666667,-0.0518666666693,0.502000000002,1.84846666667,3.8698,4.936,4.82526666667,5.03973333333,1.50906666667,4.9636
247.17,3.48713333333,0.589266666668,1.09106666667,2.48013333333,4.50066666667,5.59493333333,5.57866666667,5.6856,2.017,5.6208
247.54,4.021,1.3198,1.80393333333,3.06813333333,5.09093333333,6.2534,6.17326666667,6.2166,2.49153333334,6.27513333333
247.92,4.44753333333,1.93566666667,2.4242,3.49753333333,5.50573333333,6.76013333333,6.65153333333,6.733,3.06646666667,6.929
248.29,4.80393333333,2.21913333333,2.94713333333,3.8712,5.91793333334,7.07653333333,7.18373333333,7.19853333333,3.46993333333,7.06466666666
248.67,5.02253333333,2.62106666667,3.33946666667,4.14186666666,6.24886666666,7.56253333333,7.78466666667,7.77586666667,3.76613333333,7.54133333333
249.04,4.96486666667,2.615,3.34746666667,4.02366666667,6.01219999999,7.58926666667,7.81666666667,7.87906666667,3.59053333333,7.4398
249.42,5.12546666667,2.56106666667,3.56433333333,4.18146666667,6.08913333333,7.70286666667,7.98026666667,8.20119999999,3.6072,7.48193333333
249.79,5.07046666667,2.38206666667,3.5694,4.09433333334,5.91259999999,7.56173333333,7.8824,8.2664,3.33326666667,7.23386666667
250.17,4.1786,1.39926666667,2.77173333333,3.3122,5.07580000001,6.65126666667,7.1994,7.3914,2.54173333333,6.57086666667
