wavelength,Back_TanVarf,Belly_TanVarf,Breast_TanVarf,Crissum_TanVarf,Crown_TanVarf,DorTail_TanVarf,Patch10_TanVarf,Patch11_TanVarf,Rump_TanVarf,Throat_TanVarf,WingTip_TanVarf
346.35,9.92044444445,28.1602222222,23.0005555556,25.7491111111,10.6242222222,8.82255555556,7.47955555556,9.21077777777,10.5712222222,23.1892222222,8.022
346.72,10.0191111111,28.2717777778,23.0976666667,25.8376666667,10.7122222222,8.88066666667,7.53366666667,9.31233333333,10.6825555556,23.2993333333,8.11044444444
347.08,9.97822222222,28.3102222222,23.0847777778,25.6777777778,10.6533333333,8.87488888888,7.43822222222,9.29727777777,10.6598888889,23.2622222222,8.05633333333
347.45,9.95833333332,28.2685555555,23.1024444445,25.6457777778,10.6044444445,8.86044444443,7.44166666667,9.24561111111,10.6358888889,23.159,7.94
347.81,10.0463333333,28.387,23.3256666667,25.7555555556,10.7126666667,8.92633333333,7.54,9.31644444443,10.7176666667,23.2456666667,7.96166666667
348.18,10.1352222222,28.4967777778,23.5006666667,25.885,10.8416666667,8.97644444445,7.65622222222,9.44950000001,10.8484444444,23.3444444444,8.10016666667
348.54,9.97055555557,28.5507777778,23.4558888889,25.8377777778,10.7221111111,8.84377777777,7.60377777778,9.36227777777,10.707,23.2181111111,7.91616666667
348.91,9.9951111111,28.6553333333,23.5157777778,25.8922222222,10.7588888889,8.82122222222,7.56411111111,9.37077777779,10.6461111111,23.2451111111,7.85966666667
349.27,10.0785555555,28.6891111111,23.4526666667,25.8933333333,10.7996666667,8.85155555556,7.59644444445,9.41561111112,10.6097777778,23.1937777778,7.88427777778
349.64,10.0788888889,28.7713333333,23.5285555556,25.8864444444,10.7697777778,8.76944444446,7.43533333334,9.42749999999,10.6122222222,23.1427777778,7.82755555555
350.00,9.88122222223,28.6793333333,23.3341111111,25.5447777778,10.5363333333,8.46633333332,7.06622222222,9.22527777778,10.3431111111,22.933,7.55516666667
350.37,9.78344444445,28.5246666667,23.1973333333,25.3812222222,10.4252222222,8.33366666666,6.88233333333,9.05216666668,10.1604444445,22.7794444445,7.34816666667
350.73,9.62455555557,28.4004444445,23.0761111111,25.2532222222,10.3153333333,8.10933333333,6.69566666666,8.79261111111,9.98711111111,22.6394444445,7.09116666667
351.10,9.51688888889,28.3468888889,23.0441111111,25.2948888889,10.196,7.95966666668,6.64811111111,8.66072222223,9.92944444443,22.6188888889,7.00855555555
351.46,9.62066666668,28.4943333333,23.1607777778,25.2922222222,10.3378888889,8.05522222222,6.71133333333,8.78066666668,10.0373333333,22.7168888889,7.11916666667
351.83,9.6468888889,28.569,23.1551111111,25.3584444445,10.3907777778,8.11355555556,6.74866666667,8.83127777779,10.1088888889,22.7422222222,7.17338888889
352.19,9.90777777779,28.9192222222,23.4646666666,25.6068888889,10.63,8.30633333332,7.05911111111,9.07644444443,10.3338888889,23.001,7.39211111111
352.55,10.0876666667,29.1368888889,23.7191111111,25.8344444444,10.8555555556,8.46744444445,7.15144444444,9.20138888889,10.5441111111,23.2393333333,7.60055555555
352.92,10.0818888889,29.1676666667,23.7643333333,25.8348888889,10.8546666667,8.50288888888,7.15533333333,9.12572222221,10.561,23.2898888889,7.65388888889
353.28,10.2305555556,29.3807777778,23.9787777778,26.0185555556,11.0024444445,8.56222222222,7.25211111111,9.22961111111,10.7182222222,23.4363333333,7.69072222222
353.65,10.4185555556,29.5595555556,24.1967777778,26.1742222222,11.1687777778,8.62988888889,7.41444444444,9.36411111112,10.8631111111,23.6583333333,7.77527777778
354.01,10.6218888889,29.7551111111,24.4872222222,26.4875555556,11.3862222222,8.8578888889,7.68011111111,9.51833333333,11.1095555555,23.9235555556,7.97977777778
354.38,10.7534444444,30.1062222222,24.8014444444,26.6745555556,11.545,9.0331111111,7.83877777778,9.77827777778,11.3456666667,24.0686666667,8.19033333333
354.74,10.7928888889,30.2207777778,24.9332222222,26.868,11.5558888889,9.18766666667,7.92811111111,9.90033333333,11.4408888889,24.183,8.3075
355.11,10.8565555555,30.3293333334,25.0818888889,26.9577777778,11.6044444445,9.28466666667,7.95166666667,9.99222222221,11.439,24.197,8.31133333333
355.47,10.9193333333,30.4731111111,25.2366666667,27.1194444444,11.6311111111,9.29811111111,7.99377777778,10.0159444444,11.4406666667,24.2843333333,8.31833333333
355.83,11.0333333333,30.6357777778,25.3901111111,27.1853333333,11.6685555556,9.36211111111,8.06566666667,10.0376666667,11.4738888889,24.3705555556,8.32694444444
356.20,10.8717777778,30.4506666667,25.2654444444,27.1186666667,11.5334444445,9.26066666666,7.89155555555,9.87894444444,11.321,24.2854444445,8.11588888889
356.56,10.8582222222,30.5464444444,25.3145555556,27.1788888889,11.4971111111,9.20977777777,7.91344444444,9.87127777778,11.3191111111,24.3594444445,8.04577777778
356.93,10.7535555555,30.5382222222,25.29,27.1257777778,11.3673333333,9.12211111111,7.76488888889,9.77494444443,11.2243333333,24.2191111111,7.86572222222
357.29,10.6138888889,30.3952222222,25.2783333333,27.0666666667,11.2512222222,9.06344444444,7.63744444444,9.72227777777,11.0878888889,24.1877777778,7.74127777778
357.66,10.4953333333,30.3215555555,25.2122222222,26.9748888889,11.1531111111,9.07077777779,7.52522222222,9.6255,11.0311111111,24.0822222222,7.64672222222
358.02,10.4976666667,30.3781111111,25.2916666667,27.0302222222,11.11,9.06644444446,7.486,9.68172222223,11.0783333333,24.169,7.66183333333
358.38,10.4441111111,30.2771111111,25.2337777778,26.9735555555,11.0058888889,9.04122222223,7.46233333333,9.61783333332,10.9973333333,24.1833333333,7.50816666667
358.75,10.5565555556,30.3396666667,25.341,27.0835555555,11.0828888889,9.16311111112,7.551,9.75716666668,11.0818888889,24.2988888889,7.55877777778
359.11,10.6478888889,30.4475555555,25.4688888889,27.2101111111,11.1421111111,9.20922222221,7.62133333333,9.80977777778,11.1624444445,24.4208888889,7.58811111111
359.48,10.7683333333,30.5942222222,25.6246666667,27.3515555556,11.2534444444,9.3461111111,7.73644444444,9.97111111112,11.3378888889,24.542,7.72472222222
359.84,10.7197777778,30.6601111111,25.6925555555,27.4344444444,11.2856666667,9.36466666667,7.70622222222,10.0561666667,11.392,24.5988888889,7.73722222222
360.20,10.82,30.9646666667,25.8805555556,27.6052222222,11.3725555555,9.45011111111,7.76155555555,10.2318888889,11.5415555556,24.6873333333,7.8115
360.57,10.899,30.9131111111,25.8994444445,27.6401111111,11.3648888889,9.49588888888,7.75944444445,10.2913888889,11.5737777778,24.6826666667,7.83
360.93,10.9614444445,31.0077777778,26.0067777778,27.6967777778,11.4663333333,9.52411111112,7.84866666667,10.3831111111,11.6233333333,24.8218888889,7.91044444445
361.29,10.9962222222,31.1634444445,26.0005555555,27.7951111111,11.466,9.49544444443,7.874,10.3709444445,11.6356666667,24.8312222222,7.90722222222
361.66,11.0367777778,31.2614444445,26.0476666667,27.9112222222,11.4465555556,9.44877777779,7.92433333333,10.3980555556,11.5957777778,24.894,7.87205555555
362.02,11.0903333333,31.2601111111,26.0142222222,27.8771111111,11.5148888889,9.48022222221,7.944,10.4280555556,11.6086666667,24.8126666667,7.88827777778
362.39,11.1386666667,31.3535555555,26.1321111111,28.0022222222,11.6316666667,9.51922222221,8.01766666666,10.5117777778,11.6824444445,24.9166666667,7.98038888889
362.75,11.0926666667,31.3605555556,26.1911111111,28.0412222222,11.6263333334,9.46455555555,7.96222222222,10.4832222222,11.6565555556,24.8873333333,7.91955555556
363.11,11.1621111111,31.3914444444,26.2315555555,28.0798888889,11.7106666667,9.49177777777,8.02455555556,10.5461111111,11.7076666667,24.9206666667,7.97527777778
363.48,11.0225555555,31.2151111111,26.0924444444,27.932,11.6294444444,9.3591111111,7.90033333333,10.4215555556,11.5518888889,24.7672222222,7.78455555556
363.84,11.1122222222,31.2451111111,26.166,27.9733333333,11.672,9.35533333334,7.92211111111,10.4318333333,11.5921111111,24.7773333334,7.76605555556
364.20,11.2424444444,31.2728888889,26.2516666667,28.0085555556,11.7857777778,9.45466666667,8.09077777778,10.4900555556,11.666,24.9112222222,7.87588888889
364.57,11.3581111111,31.4264444444,26.3535555556,28.1425555555,11.937,9.57522222222,8.26488888889,10.6144444444,11.7505555556,24.9882222222,7.98772222222
364.93,11.5302222222,31.5628888889,26.501,28.3073333333,11.9967777778,9.68466666666,8.41011111111,10.7607222222,11.8603333333,25.0764444445,8.05627777778
365.29,11.619,31.5634444444,26.6511111111,28.3975555556,12.1181111111,9.772,8.51833333333,10.9128888889,11.994,25.176,8.10655555556
365.66,11.669,31.5595555556,26.6608888889,28.3947777778,12.1857777778,9.79622222222,8.53211111111,10.9912777778,12.0286666667,25.1566666667,8.12333333333
366.02,11.5306666667,31.4095555555,26.5785555556,28.284,12.0035555556,9.645,8.424,10.8638888889,11.8475555555,25.0557777778,7.92888888889
366.38,11.6148888889,31.4431111111,26.6143333333,28.3064444444,12.0241111111,9.67577777778,8.42233333333,10.8673888889,11.8773333333,25.0582222222,7.91061111111
366.75,11.669,31.4995555555,26.6361111111,28.3301111111,12.0508888889,9.72944444443,8.56055555555,10.9081111111,11.8741111111,25.1541111111,7.93383333333
367.11,11.6068888889,31.5067777778,26.6127777778,28.2913333333,12.0358888889,9.71900000001,8.51866666667,10.9092777778,11.834,25.148,7.87744444445
367.47,11.715,31.6405555555,26.7071111111,28.4173333333,12.0712222222,9.81744444444,8.61966666667,11.0143888889,11.9141111111,25.2384444445,7.93333333333
367.84,11.6225555556,31.5322222222,26.6155555556,28.2776666667,12.0026666667,9.76944444444,8.64,11.0036111111,11.8551111111,25.2125555556,7.93244444445
368.20,11.5474444444,31.4625555556,26.5413333333,28.2716666667,11.9607777778,9.73100000001,8.58555555555,10.9922777778,11.8272222222,25.1414444444,7.883
368.56,11.4775555556,31.4123333333,26.5193333333,28.2313333334,11.9392222222,9.67377777777,8.52466666667,10.959,11.8285555556,25.1942222222,7.82144444444
