wavelength,Back_SpoHyxf,Belly_SpoHyxf,Breast_SpoHyxf,Crissum_SpoHyxf,Crown_SpoHyxf,DorTail_SpoHyxf,Patch10_SpoHyxf,Rump_SpoHyxf,Throat_SpoHyxf,WingTip_SpoHyxf
184.49,30.0780833333,32.0963333334,32.747375,38.34625,32.9752916667,24.4140833333,21.4194166666,25.4231666666,35.7422083333,27.8645833333
184.87,36.1296666666,34.5078333333,38.255,42.8971666667,35.2907916667,30.3970416667,27.0135,31.6834166667,39.9888333333,30.0895833333
185.25,33.5185,34.1358333333,37.8087083333,40.679,35.1544166667,27.129625,27.22225,31.1419166667,40.246875,24.8765833333
185.63,29.84325,32.4074166667,33.7962083333,40.7408333334,31.55275,26.4243333333,24.7863333333,26.99425,40.064125,22.0085
186.01,35.5855833333,38.28825,35.0975416667,46.0960833334,34.7598333333,33.6710416667,28.6035833333,34.9097916667,46.0585833334,19.74475
186.39,37.539,33.9564166667,35.6697083333,43.0685833333,34.8909166668,33.41125,27.5701666667,38.239875,50.8177083333,22.1963333333
186.77,50.17,44.813,44.3876666667,50.5101666667,43.9626249999,39.455875,36.2245,48.767,64.1581666667,30.61225
187.15,65.7050833334,64.2093333333,56.9977083333,70.6196666667,65.91875,50.5875,47.1153333334,68.58975,89.316375,45.7266666667
187.53,58.5910833332,63.488,58.2475,66.9244166668,60.266375,55.5410833334,48.3678333333,68.6856666666,87.9725416666,54.0379166668
187.91,62.7726666667,69.6260833333,63.8626666667,72.4299166668,68.9641666668,65.3037916666,55.9968333333,70.9112083333,91.27725,66.0435833332
188.29,61.0833333333,62.6666666666,57.5833333333,69.0833333333,62.5416666668,59.0,51.4166666666,70.9583333333,88.2083333334,59.9166666668
188.67,65.9340000001,62.3625833333,52.3808333333,73.4431666666,64.6519583333,55.2197916667,53.29675,74.816875,86.9047499999,53.4798333332
189.05,69.6202499999,69.5145833333,52.1625,79.9577500001,73.7870833332,54.3249166667,63.6075833333,87.4473333333,93.9345,56.9621666668
189.43,60.5979166667,61.8659166667,37.6810833333,71.6485000001,62.5906666666,52.0380416667,58.7861666667,79.8006249999,81.7934999999,50.0905
189.81,48.8715,50.6945,29.7307916667,60.3299166667,53.5589583334,42.144125,47.4825833334,70.269,72.22225,30.4685833333
190.19,49.6825,49.20625,33.4128333333,61.5079166667,55.7540833334,45.515875,49.7618333333,69.6825,70.8333333334,34.8415
190.57,55.1755833333,54.6490833333,39.47375,69.9124166668,64.0350416668,55.175375,59.91225,75.8770833334,81.7982916666,39.2981666667
190.95,51.8199166667,47.7969166667,32.4234166667,71.8390833333,59.9617500001,53.2568333334,57.5669166667,74.9519583334,79.5018749999,37.0688333333
191.33,45.3065,40.613,24.7605833333,65.4214999999,48.2757916666,45.4981666667,50.6705,62.4522083333,70.5459166667,29.98075
191.71,54.2209166667,40.5844166667,27.2727083333,75.5411666668,52.9220416667,51.3527916667,57.5755833333,69.6428333333,76.2445416667,22.51075
192.09,59.8379166667,35.4166666667,23.3797083333,76.2730833334,49.5370416666,52.1411666667,60.8795,69.1549583333,72.6273749999,7.639
192.47,64.48725,44.1024999999,24.8076250001,83.58975,60.5128333333,60.12825,72.4359166668,74.1027083333,85.8974583333,13.5896666667
192.85,70.4224166667,60.6806666666,43.4272083333,86.385,74.47175,70.2465833334,84.1548333333,80.0468749999,99.0021666667,35.0939166667
193.23,67.0996666667,57.7922499999,42.8032916667,80.9523333332,74.2424166668,73.3766249999,76.1903333333,71.9697083334,98.2141250001,34.524
193.61,66.7825,54.5139166667,45.3125,83.6805833334,78.8774166666,74.0740416667,77.1991666668,72.3959166667,102.372625,33.10175
193.99,75.1171666667,53.7557500001,47.417875,89.9060833333,79.6363333333,77.5234583334,85.9154166668,78.168875,100.99775,41.9014166667
194.37,69.3909166667,47.5962499999,29.4070833333,90.5448333332,77.5640833332,67.7884166667,88.3013333334,72.67625,114.663458333,33.01275
194.75,49.8634166667,47.6775833334,17.2132083333,82.3769166668,66.4617916668,54.713125,76.2293333332,65.847,93.4427499999,24.1803333333
195.13,47.58075,51.8817499999,14.314625,78.0913333333,69.287625,55.0403333333,79.8387500002,64.0455416666,101.1425,20.5645833332
195.51,34.7755833333,41.3461666666,-5.12833333333,68.2692499999,62.9006666668,48.6379583333,80.9294999998,55.528875,103.84625,0.16033333325
195.89,24.031,18.7983333334,-37.403125,59.4960833333,50.8720833333,38.3721666667,86.8216666665,48.837125,98.4497083333,-11.8215
196.27,-3.95833333331,-7.08333333342,-69.8958333333,33.3333333334,29.4791666666,5.20833333332,66.6666666667,24.375,93.8541666667,-31.875
196.65,-15.9574166667,-22.1630833333,-78.900625,18.0851666667,9.84041666668,-6.02833333333,45.2127500001,7.09204166665,62.4112916667,-42.1986666667
197.03,-33.3334166667,-41.1346666667,-97.163125,8.33333333325,0.886583333325,-14.2731666667,34.75175,-0.975125,44.8582083333,-56.9148333333
197.40,-103.225833333,-126.075333333,-203.22575,-21.7741666667,-47.1774583333,-74.0590833333,22.0429166667,-37.3655833334,14.650625,-135.483916667
197.78,-54.2591666667,-58.33325,-127.222166667,6.85175000008,-20.5557499999,-32.9629166667,34.8149166666,-4.999875,18.3334583333,-69.81475
198.16,-56.7829166666,-49.0308333333,-135.465083333,13.9535,-18.1202916667,-36.3372916666,31.2015833334,-5.81408333333,23.062125,-59.1084166667
198.54,-35.7143333333,-32.3129166667,-113.520541667,26.1904166668,-13.0952083333,-18.9625416667,47.9591666667,7.31304166667,36.7349166667,-57.6533333333
198.92,-24.0475833333,-54.5239166667,-144.404666667,39.2856666666,-15.59525,-25.4762083333,73.5714166667,18.928625,60.5952500001,-70.7143333333
199.30,-75.4630000002,-154.62975,-304.861208333,23.6110833331,-55.0926666667,-84.2592499999,123.611083333,11.1111666668,63.8889166666,-160.18525
199.68,2.41925,-37.6342499998,-127.688041667,70.43,35.4838749999,1.47858333342,130.376166667,71.5054166666,92.2043333334,-37.63425
200.06,23.9795833333,12.9250833332,-57.397875,73.8094999999,53.1463333332,20.83325,103.741416667,60.6292083333,82.9932916667,-8.50341666667
200.44,52.4854166667,38.0117500001,-22.66075,91.9590000001,69.4444583333,43.9328333334,114.91225,77.9971666668,91.2282500001,7.01733333333
200.82,71.3635833334,61.2120833332,0.378958333325,112.424333333,86.2879166668,62.5000833333,134.8485,95.4544583333,112.878916667,16.8183333333
201.19,106.510416667,79.1666666666,-19.2708333333,180.208333333,111.197916667,80.2083333333,218.489583334,144.791666667,176.692708333,12.7604166667
201.57,224.999833333,156.818083333,-134.46975,400.757583333,214.015083333,110.606083333,530.303083333,274.242291667,430.681791667,-31.8181666668
201.95,-64.3938333334,40.1514166666,292.803083334,-185.605916667,-29.92425,57.5756250001,-352.27275,-82.5757083335,-273.485041667,240.909166667
202.33,-128.788,38.6363333332,220.833208333,-213.636416667,-81.0604583332,-11.7423333334,-424.242333334,-107.57575,-322.348541667,220.454583333
202.71,-15.7051666667,53.5255833332,114.262875,-58.9743333333,-4.48733333325,22.5962083335,-135.576916667,-8.01274999982,-87.3397083334,107.051166667
203.09,34.7221666666,74.4444166666,140.694541667,-8.611,42.2222500001,55.97225,-66.11125,49.0277083334,-31.805625,130.555666667
203.47,39.0624999999,125.520833333,242.96875,-72.3958333332,77.6041666667,65.8854166667,-160.416666667,57.2916666667,-110.15625,223.4375
203.85,60.2564166666,116.98725,183.65375,16.0256666666,104.326958333,84.6153750001,-46.4743333333,85.577,-17.628125,190.384583333
204.22,57.9058333334,88.0341666667,126.602541667,35.2564166666,90.3847500001,68.1622499999,-7.6923333335,69.4444583334,-0.42716666665,134.187916667
204.60,74.2559166667,83.9286666668,117.038708333,57.1428333333,88.4671666666,76.7855833333,25.5953333334,74.9257500001,29.9106666666,113.83925
204.98,82.1759166667,93.17125,117.824,78.3565000001,94.7917083332,86.2848333334,45.1388333333,79.6296666667,50.75225,110.301083333
205.36,78.1799166667,87.0614166666,109.15575,82.6754166667,90.5154583332,83.0590833332,50.3289166668,83.5525416668,51.6997083333,106.57875
205.74,95.5356666667,100.744,139.062583333,96.8749166667,110.119083333,93.0801666666,52.5298333334,95.2381249998,65.4019166667,131.6965
206.12,97.8755833332,95.2615,141.094833333,92.4835833334,111.683,92.7287083333,48.6927499999,94.3627500001,54.248375,123.20275
206.50,97.7678333334,91.3689999999,142.857291667,96.5774166667,113.91375,96.2798749999,55.9524166668,95.1637500001,59.22625,115.922583333
206.87,102.314833333,113.1945,166.898125,116.666666667,124.7685,112.61575,57.6388333333,114.58325,51.6204583333,137.037
207.25,93.9394999998,114.646333333,162.499916667,104.798083333,114.267791667,110.479875,43.9393333333,102.525375,45.0757083333,143.181833333
207.63,96.9550833333,95.8332500001,131.650625,100.160166667,99.1987500001,107.131416667,69.391,100.881416667,66.186,128.36525
208.01,88.983,90.3955,127.472,89.4068333334,93.926625,96.6808333334,68.7854166667,96.3277083333,67.4435,119.773833333
208.39,89.2075,94.12575,134.016208333,89.7540833333,98.9754583333,102.663916667,65.5739166666,97.1996250001,74.8633750001,119.945416667
208.77,88.5869166666,110.507083333,153.894833333,93.6594166668,110.145,109.692083333,57.6085833334,97.3731249999,65.2174166666,135.326083333
209.14,66.8517500001,87.4073333332,137.129583333,57.22225,92.9629166666,84.1667500001,29.2593333332,73.9815416666,38.611,103.148083333
209.52,56.6239166668,82.6923333334,136.004291667,43.8034166666,79.380375,76.4959166667,16.2392500002,61.858875,22.329125,99.57275
209.90,38.9534166666,68.4107500002,108.527208333,40.6977500001,63.4690416667,59.2054166667,10.659,43.7015833333,-1.16279166665,82.55825
210.28,26.06825,61.9658333333,109.615375,34.4017499999,55.4487916667,56.089625,-4.70083333324,32.4784999999,-17.6282083333,78.8460833333
210.66,42.7349166667,84.4017500001,115.918833333,45.7265,64.2094166667,74.7864583334,7.47875,45.61975,-7.58554166667,99.5725833333
211.03,52.0440833333,74.3711666668,117.452708333,48.8992499999,73.0345,72.3271666668,14.4653333332,48.349,18.6319166666,103.773666667
211.41,51.5431666667,68.9813333332,122.993708333,52.9319999999,80.3239999999,66.6668750001,13.7345000001,47.06775,23.9969166667,102.00625
211.79,33.6537499999,62.8206666668,122.115375,47.7563333334,76.2820833334,59.5353333334,-2.0834999999,39.8237083333,25.3204166666,90.54475
212.17,34.4444166667,60.2777500001,105.902875,45.0,68.819375,60.2778333333,1.52783333335,36.4583333333,30.4167083334,79.8611666667
212.55,32.6025,58.4795833334,100.438583333,44.0058333334,66.7398333333,51.4617916668,-2.04674999993,28.3625,21.4179583333,73.53825
212.92,31.9651666667,49.3781666668,88.9303333334,43.4080000001,55.34825,50.3109583334,-0.9952500001,23.81825,25.8084166667,66.9153333333
213.30,45.2380833333,72.0238333332,108.40775,65.77375,66.4435416666,74.7767916666,4.16658333325,37.0535833333,38.0208333333,97.91675
213.68,39.2544166666,72.1493333332,126.863833333,73.0264166668,73.9035416668,79.7148333333,-28.728,12.3902916667,32.4562083333,110.526416667
214.06,16.6665833332,48.1482499999,107.639041667,48.6110833334,60.8794999999,68.4027083333,-61.5742500001,-6.48158333335,17.3610416667,91.8983333333
214.44,32.9365000001,55.7539999999,97.5199583333,53.9683333333,66.6665416667,66.4682499999,-43.2539999998,7.44049999999,39.087375,103.373083333
214.81,28.6231666667,43.1161666667,80.5255416667,40.9423333333,59.5109166666,45.5615,-48.7318333334,1.99274999999,29.5290833333,96.9201666667
215.19,39.0871666667,44.2459166667,85.4167083333,50.0,59.920625,54.6627083333,-45.8332500002,7.73820833334,37.698375,92.0635833333
215.57,42.0541666667,51.1626666667,70.1550833333,62.9846666668,55.1355416667,63.2751666667,-35.4650833333,27.422625,33.6239166666,84.6898333333
215.95,38.3928333333,33.3334166667,58.7797083334,67.5594999999,47.0237916667,56.9940416666,-77.9761666665,5.35712499993,-4.31541666668,76.7855833333
216.32,-258.33325,-163.888916667,99.9998333334,172.222249999,18.0556249998,-31.94425,-1177.77775,-459.722166666,-829.166625001,72.22225
216.70,-52.0833333335,20.833333335,344.791666667,250.0,88.5416666668,121.875,-660.416666668,-116.666666667,-515.625,160.416666667
217.08,170.0,231.666666666,404.166666667,356.666666667,308.333333333,267.5,-228.333333333,197.5,-102.5,351.666666667
217.46,84.5239166665,171.4285,307.142791667,227.380916667,193.452416667,200.595458333,-111.90475,174.404791667,-22.6189583333,225.0
217.83,138.235416667,189.21575,241.176458333,194.117666667,187.009791667,184.804,75.0000833334,201.470666667,68.3823333333,228.921333333
218.21,215.555666667,281.111083334,336.111,304.444583333,277.500083333,261.944541667,173.888916666,283.333333333,156.388833333,332.77775
218.59,171.79475,321.794916667,366.025541667,337.179333334,317.307583334,299.679541667,208.974416667,318.589875,164.102541667,323.717916667
218.97,368.75,875.0,1081.25,972.916666667,860.416666668,951.041666668,589.583333334,888.541666667,387.499999999,866.666666667
219.34,119.87175,281.41025,327.884583333,316.666666667,290.384666666,291.025625,181.41025,263.141083333,103.846041667,277.564083333
219.72,140.833333334,386.666666667,447.083333333,360.0,350.416666667,350.833333333,236.666666666,272.916666667,128.75,370.0
220.10,75.4901666667,235.784416667,241.911875,160.78425,176.225375,166.176458333,114.70575,125.735291667,41.9118333333,216.176583333
220.47,57.0833333333,195.833333334,183.958333333,124.583333333,140.625,123.958333333,72.9166666667,79.7916666666,50.4166666667,184.166666667
220.85,50.0,144.354833333,114.919375,83.6021666666,104.032375,97.7150833334,54.0323333333,55.7795833333,52.6882499999,147.8495
221.23,51.4705833333,133.5785,103.063708333,73.7745000001,92.5244583335,86.8874166667,45.098,47.79425,29.534375,129.902
221.61,48.8374166667,96.8991666669,81.5891666667,64.1472499999,79.65125,59.8835833333,35.6589166668,36.5309583333,23.643375,109.1085
221.98,44.2856666667,97.8569999999,82.1427916667,51.66675,74.0477083333,57.1428333333,27.8571666667,26.6665833333,12.2619166666,106.66675
222.36,-6.94449999999,56.25,40.9722083333,-10.7636666666,14.583375,6.24995833335,-26.0417500002,-25.8680833333,-58.6805416667,77.0835
222.74,14.5833333333,48.61125,46.1805833333,-17.7083333333,-9.72220833335,10.5902916666,-17.0140833333,-24.3056666667,-58.1596666667,79.16675
223.11,12.2023333333,39.881,33.1845833333,-20.8333333333,-13.83925,-1.04162500001,-17.8573333334,-29.7620833333,-47.3213333332,80.0595833333
223.49,-6.25,39.0625,23.1770833333,-64.5833333333,-65.6249999999,-15.1041666667,-50.5208333335,-74.4791666667,-117.708333333,120.3125
223.87,-227.77775,-149.999916667,-80.5555000002,-641.66675,-577.77775,-300.000125,-533.33325,-645.833208333,-952.777666666,336.111166667
224.24,291.666666667,224.999999998,47.9166666667,654.166666666,604.166666667,227.083333333,595.833333335,529.166666667,1141.66666667,-804.166666668
224.62,-188.888833333,58.3333333325,-125.0,202.777833332,295.833291667,-191.666666667,99.9999166675,6.9444166665,447.222208334,-713.889
225.00,9.16666666668,37.4999166667,28.7498333333,40.8333333334,56.944375,13.47225,41.3889166667,21.2500416667,82.5001666667,-44.1666666668
225.38,19.6581666667,54.06,45.94025,39.95725,60.4700833333,25.6409166667,44.4445,23.8247083333,81.8376666666,-20.0853333333
225.75,33.9743333334,54.4873333333,53.2050833333,51.2819166667,65.3045833333,30.368625,50.8011666667,34.615375,84.1345000001,5.449
226.13,34.1464166667,54.26825,56.4024166667,51.42275,55.79275,20.63,55.8944166666,35.7722083333,86.2805416666,-0.81325
226.51,9.99991666668,25.2379999998,31.428375,31.6668333333,23.6904166667,-8.80937500001,38.0952500001,18.452375,73.33325,-34.5238333332
226.88,-11.2613333333,10.5855833334,16.5541666667,13.5135833333,4.61704166667,-18.6937083333,33.3334166666,11.71175,57.2073333334,-51.80175
227.26,-48.1482499999,-24.7685833334,-12.3842916667,-24.3055833334,-35.53225,-61.8056666667,-5.32391666668,-27.5461666667,27.777875,-73.1481666667
227.64,-69.3694999999,-49.0991666666,-26.6892916667,-47.5225833333,-63.626125,-76.6891666667,-33.1081666667,-51.9144166667,-5.518,-83.10825
228.01,-183.333333333,-144.333333333,-106.0,-139.666666666,-166.0,-186.5,-114.333333333,-157.166666667,-97.1666666667,-199.0
228.39,-104.25925,-80.3702499998,-62.037,-77.22225,-93.889125,-107.037,-61.6665833334,-78.5184166667,-66.3889166666,-94.8148333333
228.76,-56.21475,-43.7854166667,-29.660875,-39.97175,-58.6157916667,-66.7372500001,-30.5085,-49.0819166667,-33.0508749999,-63.8416666667
229.14,-99.1869999998,-98.3740000001,-81.3007083333,-83.3333333333,-108.536541666,-139.634208333,-68.2926666668,-94.7154583333,-88.9229166666,-109.552916667
229.52,-186.728416667,-203.703583333,-181.172833333,-173.765583333,-209.567875,-260.648125,-150.30875,-196.759333333,-208.796333333,-217.592583333
229.89,-377.604166667,-383.854166667,-377.604166667,-357.8125,-411.458333333,-497.916666667,-301.5625,-389.583333333,-435.15625,-393.229166667
230.27,-141.414083333,-150.505,-159.595791667,-147.97975,-158.838333334,-202.651375,-116.1615,-160.353583333,-182.196875,-145.707083333
230.65,-158.333333333,-164.141333334,-175.126083333,-159.848416667,-174.116166667,-210.984916667,-124.494916666,-177.525166667,-191.161625,-155.555416667
231.02,-127.928083334,-135.135,-148.536083333,-121.621583333,-145.044916667,-171.959333333,-109.684583333,-152.81525,-155.518166667,-127.928083333
231.40,-145.370583333,-137.731583333,-162.037041667,-139.58325,-156.713041667,-171.75925,-124.3055,-163.772958333,-161.573916667,-156.48125
231.78,-276.1905,-268.65075,-317.857125,-257.142833333,-292.26175,-336.111125,-245.634916667,-304.761833333,-289.08725,-332.142916667
232.15,-194.4445,-188.541583333,-243.750041667,-201.041583334,-216.145708334,-246.35425,-179.166666667,-217.1875,-204.860958334,-266.319333333
232.53,-332.69225,-342.948666667,-438.4615,-333.974333333,-363.781958333,-401.923041667,-317.30775,-374.359083333,-329.807666667,-480.128083333
232.90,5741.66666666,5966.66666666,7241.66666667,5766.66666667,5945.83333334,6500.0,5450.0,5766.66666666,5262.5,7133.33333333
233.28,-1004.16666666,-940.277750001,-1224.30554167,-952.777666667,-945.833333333,-961.805625,-950.000083333,-981.250166665,-834.027666667,-1281.94433333
233.66,-192.361083334,-175.0,-258.506958333,-156.250083333,-184.895791667,-174.826166667,-164.583333333,-168.749916667,-137.5,-237.500166667
234.03,-90.7405833334,-82.2223333333,-123.055416667,-67.2222500001,-90.0000833333,-73.2408333332,-81.29625,-75.8333333333,-49.7222916667,-112.5925
234.41,-129.6295,-102.083333333,-157.407416667,-87.2684999998,-115.972333333,-90.6250833334,-106.944416667,-97.3379166667,-63.7732083333,-157.639
234.78,-95.625,-75.4166666667,-120.520833333,-59.1666666667,-84.9999999999,-67.9166666666,-81.0416666668,-70.4166666667,-40.8333333334,-128.125
235.16,-35.87575,-16.6666666667,-52.401125,-15.8191666667,-27.5425416666,-12.8532083333,-19.7738333333,-12.499875,4.66104166665,-54.9436666667
235.54,-12.6666666667,1.66675,-27.5554166667,4.88891666667,-6.94445833333,2.27775,-0.4445,0.5555416667,14.1112916667,-21.4445833333
235.91,-3.99674999999,12.6700833333,-10.374125,14.4558333333,3.27374999999,14.3282083333,12.4999166666,8.16329166666,16.0289166667,-1.44558333333
236.29,-1.62049999999,17.3611666667,-5.16979166668,20.139,6.48145833333,15.6250416667,15.04625,8.21758333332,18.9429583333,3.39483333332
236.66,-12.0994166667,14.18275,-8.49350000002,12.9809166667,-1.16195833334,6.04958333332,8.81408333333,-2.88454166666,11.137875,-9.05433333332
237.04,-9.25924999999,15.7406666667,-3.85808333332,13.5801666667,-1.85191666666,8.68058333333,10.8023333333,-3.78083333334,12.731625,-8.87325
237.41,3.768,23.4783333333,11.5217083333,20.0725,4.92758333333,15.0725833333,17.89875,4.42033333335,22.2465416667,3.6955
237.79,0.144750000007,20.9420833333,13.0433333333,13.4784166667,3.51445833333,13.1159583333,12.6085833333,3.913125,22.644875,3.47808333332
238.17,7.69783333332,26.20075,18.326375,19.63275,12.252875,20.3035833333,20.9745,8.26279166667,26.377,10.9465
238.54,3.50533333333,18.5184166667,15.806875,17.5264166667,7.77112499999,13.5251666666,17.1958333333,4.46433333333,20.9988333333,11.4416666667
238.92,-3.1165,9.28175,6.0975,9.214,-0.135583333325,6.16525,10.36575,-2.743875,11.009375,10.2303333333
239.29,-15.49575,-7.36916666666,-3.85666666666,-2.41041666667,-15.8747083334,-7.43795833333,-1.92824999999,-15.9779166667,-2.685875,0.895416666675
239.67,-16.0539166667,-14.3993333333,-8.82345833333,-7.84308333334,-18.9338333333,-13.66425,-5.147,-16.5747083333,-9.95687500001,-2.45108333332
240.04,-0.711416666666,-3.0995,1.04158333333,1.37183333335,-5.10670833334,-1.092375,4.67491666667,-2.26125,1.95612500001,10.4168333333
240.42,3.21866666666,-2.77775000001,2.93204166667,2.20458333334,-2.20445833334,4.18866666667,4.93833333334,1.918,3.284875,13.8008333333
240.79,6.60449999999,-0.34583333335,3.64808333333,4.14933333332,0.674083333332,5.44616666667,5.91274999999,5.06558333333,4.65058333334,17.6695833333
241.17,6.38691666667,0.395249999992,3.026375,5.01825,2.17454166666,5.94595833333,5.90016666668,5.29195833333,3.61925,17.9744166667
241.54,6.94458333334,3.22333333333,1.53304166667,6.36799999999,2.94824999999,6.74779166667,8.49058333333,7.67816666667,5.16241666667,19.0251666667
241.92,9.09724999998,6.68983333334,2.824125,10.2083333333,5.24295833333,9.03937500002,11.9213333334,9.99991666668,7.47666666666,20.9955833333
242.29,7.77358333333,6.52466666666,1.841,9.68991666665,4.618875,7.60104166667,10.0128333333,9.59295833333,6.22299999999,18.1524166667
242.67,9.94491666667,9.29625000002,3.636,10.69175,6.44654166667,9.87620833333,11.77275,11.4779166666,7.50795833333,18.27825
243.05,11.18525,10.9259166667,5.54625,12.0925833333,8.09249999999,11.1666666667,13.5185,12.9167083333,9.24079166666,18.0555
243.42,12.591,11.9723333333,6.41375,12.0996666667,9.35225000002,10.8168333333,13.6099166667,13.418875,9.17033333334,18.1768333333
243.80,12.0644166667,12.1211666667,6.36379166667,11.4583333333,9.261375,11.6288333333,12.9545833333,13.2007916666,9.28979166666,17.538
244.17,7.38591666667,8.33333333333,1.77883333333,6.99916666666,4.43741666667,7.33779166667,8.83600000003,8.323625,5.70379166668,12.5483333333
244.55,8.05108333333,9.44316666667,2.64291666667,8.23916666668,5.163625,7.56220833334,10.83525,9.49020833333,7.02604166667,13.0359166667
244.92,9.95316666667,11.39325,5.03962499999,10.3671666667,7.32541666667,10.2050416667,14.16475,12.2209583334,9.48520833334,15.0109166667
245.30,9.36683333332,11.204,5.85633333334,9.76050000001,6.93075000001,10.6134583333,14.3535,12.6640416667,10.01475,14.977
245.67,8.34883333333,10.2685,5.55545833333,8.27091666667,6.41383333333,10.682,13.249,11.5167083333,8.77816666668,14.6225
246.05,8.99833333333,9.23883333332,6.06945833333,7.49875,6.225125,10.568875,12.8606666667,10.4767916666,8.21295833333,14.0210833333
246.42,8.74941666667,8.14425000001,6.50516666667,6.40441666667,5.452625,9.87766666667,12.61975,9.84608333332,7.48866666667,13.57775
246.79,8.21541666666,7.68416666667,6.43879166667,6.3385,5.27629166667,10.0035416667,11.73275,9.23033333334,7.67229166668,14.1880833333
247.17,9.15708333332,9.296,8.16204166667,7.48841666667,6.42908333333,11.457,12.377,9.98608333333,8.42425,16.1854166667
247.54,8.72666666667,9.26158333332,8.51491666668,7.87933333334,6.79483333333,11.91475,12.2376666667,9.64483333335,8.52500000001,16.6364166667
247.92,10.3694166667,10.8409166667,10.0914583333,9.51175,8.15895833333,13.2164583333,13.5651666667,11.1614583333,10.397875,18.9666666667
248.29,12.1668333333,12.4406666667,11.400125,11.2176666667,10.1677083333,14.768125,14.7863333333,12.48625,11.5187083334,20.7831666667
248.67,11.848,11.7663333333,11.1368333333,10.6795,9.95016666667,14.39775,14.3568333334,12.0379583333,10.9149166667,20.9419166667
249.04,11.7435833333,11.5276666667,10.6069166667,9.90225,9.57358333333,14.1065833334,13.69775,11.3067083333,10.8180833333,20.8194166667
249.42,12.82125,12.0205833334,10.78,10.2806666667,10.221375,14.121,13.7701666667,11.5211666667,11.1555,21.3126666667
249.79,13.5671666667,12.4186666667,11.7019583333,11.057,10.42675,14.288875,13.95325,11.9460833333,11.7987083333,21.73775
250.17,12.45075,11.7736666666,11.1075,10.0371666667,9.60020833332,12.9750833333,12.6473333333,11.031,10.5994583333,20.8606666667
250.54,12.82975,12.6885833333,11.717375,10.5461666667,9.95758333333,13.6946666667,12.6883333333,11.5054583333,11.370125,22.9403333333
250.92,10.6314166667,10.5051666667,9.65908333334,8.98999999999,8.35229166667,11.357375,11.4645833333,9.84208333332,9.38158333333,20.9975
251.29,10.8281666667,10.19125,9.30866666666,8.81091666666,8.55229166667,10.8678333333,11.226,9.70679166665,9.60062499999,21.1781666667
251.66,11.08425,10.1400833333,8.56241666666,8.68400000001,8.01645833332,10.9897916667,11.4885833334,9.78283333334,9.92441666666,20.9276666667
252.04,10.8731666667,10.1043333333,8.12741666667,8.64908333334,8.58045833333,11.3467916667,11.4908333334,9.89820833333,9.41116666667,19.7555
252.41,9.10724999999,8.01533333332,7.013625,7.69766666667,6.92375,10.040125,10.2680833333,8.84462499999,7.96025000002,18.03475
252.79,7.24566666666,6.62433333333,4.79533333333,5.91808333333,5.20491666666,8.41112499999,7.613,6.4335,6.55354166668,15.2824166667
253.16,6.0775,4.89941666668,3.24733333333,5.11500000001,4.281625,7.50004166666,6.20691666667,5.28733333333,5.424,13.2614166667
