wavelength,Back_RamSanm,Belly_RamSanm,Breast_RamSanm,Crissum_RamSanm,Crown_RamSanm,DorTail_RamSanm,Rump_RamSanm,Throat_RamSanm,WingTip_RamSanm
206.87,57.4153777778,59.6376666666,63.2608,57.3912,56.5580666667,56.7571666667,53.2246,56.8842,66.268
207.25,53.4118888889,57.9798,59.9999333333,55.7576,54.6464666667,54.4612666667,51.2795333333,54.1414666667,62.0202666667
207.63,51.9222222222,58.2,58.8,55.7,53.9333333334,54.1666666666,50.5666666667,53.5666666667,60.8333333333
208.01,49.1455777778,56.2814,58.526,53.8358666667,53.8022666667,52.7303333333,49.4808,50.4858,58.191
208.39,45.2715333333,52.3704,58.6296,50.4074666667,51.8889333333,49.9074333333,44.4073333333,46.3704,52.5186
208.77,51.6757333333,57.8378666667,65.5494666666,56.3603333333,57.91,57.3693666667,50.5224666667,52.0000666667,56.7568
209.14,58.2798666667,62.5234666667,72.4669333333,61.5065333333,63.7664,64.6139,53.8982666667,57.5141333333,63.1262
209.52,61.8954,64.4314,73.6078,63.9606,67.3725333333,67.8822333333,55.1372666667,59.8431333333,67.2941333333
209.90,63.4002888889,67.6305333333,74.8593333333,66.3856,69.6384666667,70.7228666667,54.6184666667,62.0079333333,69.6788666667
210.28,65.9780444444,70.2142666666,76.0624,68.3041333333,72.1248,73.0605333333,56.0624,62.5341333333,71.891
210.66,64.1629777778,71.0127333333,77.9747333333,69.3248666667,71.4344666667,73.692,57.2151333333,61.0549333333,72.6580666667
211.03,68.0538666667,71.6348666667,81.3162666667,72.3990666667,74.7346666666,76.9427333333,60.637,62.6752,73.8428666667
211.41,72.4536222222,74.2131333333,86.8056666666,78.6111333333,79.8611333334,82.6852666667,64.0740666666,67.4073333333,78.7038666667
211.79,76.0793333333,79.7618666667,93.7143333333,84.2381333335,85.7619333334,87.7855666667,67.8094,72.762,82.4762666667
212.17,72.3631555555,75.8685333333,88.2629333334,82.4412666666,81.9248666667,84.9062333333,62.5822,71.1268666667,78.8732666667
212.55,71.4840666667,75.6177333333,85.3611333334,84.0559333335,81.3052666667,83.6596666667,64.8484666667,71.4219333333,80.5594666667
212.92,65.6173333333,70.0463333333,79.4445333333,79.1666666667,75.4167333333,76.8286333333,58.9815333333,68.1480666667,76.1110666667
213.30,66.5745555555,72.2299333333,78.6207999999,80.1379333334,74.3908,77.5862,59.7701333333,68.6896666667,75.6781333334
213.68,61.7028222222,68.3983333333,71.0821333333,74.9784666667,68.7011333333,70.2814,56.6667333333,64.4588666667,69.7402666667
214.06,53.8682,59.4986666667,63.5086666667,68.3208666667,62.3558666667,61.7543333333,49.0727333333,57.6441333333,62.6566666667
214.44,53.0651111111,56.6092,63.3908666667,70.1149999999,61.0918666667,58.9655666667,46.2642666667,58.3908,61.9540666667
214.81,58.2878888889,59.7814,64.5901999999,74.3716666666,65.519,60.9016333334,50.2184666667,63.3879333333,64.2623333333
215.19,59.6453111111,64.3137333333,66.3306,77.7590666667,68.1792,64.3416333333,51.0364666667,67.5070666667,68.5714666667
215.57,65.5555111111,70.0596,72.9762000001,82.7380666666,73.5118666667,67.8869333333,55.4166666667,73.9286666668,75.7738
215.95,66.1682666667,69.4702666667,73.8940000001,82.4299999999,75.2647333333,68.5668666667,57.0714666667,75.8255333333,78.6292666667
216.32,74.3324444444,78.0428,81.9570666667,88.8684666667,81.0398666666,75.0154333333,63.1804,80.4280666666,85.7490666667
216.70,78.7540000001,84.5482666667,84.2990000001,90.9035333333,85.8568,80.3738666667,64.1121333333,82.3676666667,88.4113333333
217.08,90.9678444444,97.6344666665,95.8422666667,104.516,100.931933333,92.9391666667,72.1864,92.5448666667,99.2831333335
217.46,89.1556666668,96.0888666667,101.333333333,110.488933333,107.733266667,94.1776666667,72.8888666667,91.7333333334,99.3776666666
217.83,110.839,121.4968,137.2788,148.7076,137.687066667,129.115633333,86.2584666667,118.9114,123.9456
218.21,123.174555555,134.83,152.380866666,164.625733333,148.435466667,144.829966666,102.857133333,128.9796,139.047666667
218.59,123.611066667,138.888866667,156.944333333,161.944466667,149.305466667,154.374933333,104.166666667,129.027666667,143.750133333
218.97,141.808844444,160.465066667,178.449466667,182.7906,165.581533334,178.992333333,118.1396,143.4108,163.255733333
219.34,130.821177778,143.0434,161.014466667,166.377,148.695533333,154.7101,111.884133333,133.913133333,143.768
219.72,101.154044445,106.153866667,121.025666667,124.487133333,106.6666,123.0128,77.0512666667,96.1538000001,110.128133333
220.10,81.4312666666,84.9717999999,92.7684000001,95.5932000001,78.6440000001,98.4181000001,55.4802,71.8644,87.7966666667
220.47,95.0168000001,93.5354,108.282733333,108.484866667,90.3029333334,122.2222,46.0606666667,76.1616666667,94.3434666665
220.85,106.296333333,96.8889333333,122.0,122.666666667,92.8888,127.444533333,52.8889333333,92.2221999999,104.2222
221.23,132.345711111,121.4816,156.6666,161.851866667,101.481466667,182.222233334,62.2221333333,115.926,131.111266667
221.61,126.755555555,122.666666667,134.133333333,146.133333333,89.6000000001,150.0,73.3333333333,124.533333333,128.533333333
221.98,144.333333333,145.333333333,149.666666667,173.333333333,102.666666667,141.166666667,88.3333333334,126.666666667,162.0
222.36,104.177777778,113.333333333,105.333333333,121.333333333,79.1999999999,106.133333333,56.5333333334,90.4,120.266666667
222.74,83.8313111111,94.4827333333,83.2182666667,107.586333333,66.4369333333,84.1380000001,62.7586666667,80.2299333334,90.3448666667
223.11,46.3580666666,49.8147999999,46.4815333333,65.1851333333,32.4073333333,46.6667000001,27.4073333333,47.7777333334,44.6298
223.49,33.7779555555,40.6666666667,38.4444666667,53.1111333333,15.1111333333,35.0000999999,5.77773333335,31.3332666667,24.0
223.87,49.2753555555,72.1739999999,62.3187333333,90.7245999999,39.1304,40.8695000001,26.6668000001,48.6957333333,46.6667333334
224.24,353.333333334,940.000000001,633.333333335,1406.66666667,120.0,-46.666666668,20.0,146.666666667,386.666666668
224.62,82.2222222221,-57.3333333335,-41.3333333333,-144.0,124.0,153.333333333,105.333333333,73.3333333333,-10.6666666667
225.00,44.2735333333,24.8717333333,24.359,10.2565333333,55.3847333334,59.4872666667,54.8719333333,48.4614,25.3846
225.38,29.5555555556,20.8333333333,19.5,11.3333333334,38.0,47.5833333333,42.8333333333,37.6666666667,17.3333333333
225.75,-1.30715555554,-8.82353333339,-5.88239999997,-23.3332666667,6.66686666665,23.5293666667,16.2744666667,8.62733333333,-21.9607333333
226.13,-13.0329777778,-12.2522666667,-10.6308,-21.8019333333,-0.54053333334,15.3151333333,9.72973333335,-9.00906666666,-11.3512666667
226.51,-8.27953333334,-3.97846666668,-4.83866666667,-12.3656666667,7.95693333333,16.0216,6.23666666665,-0.967933333334,4.94613333333
226.88,-10.4574,-6.58813333333,-7.1372,-14.1176,2.74513333334,11.8432666667,2.745,-2.35299999999,0.9412
227.26,-7.69777777778,-8.8,-7.57333333335,-10.7733333333,-1.27999999999,6.82666666667,-1.75999999999,-2.4,-2.77333333333
227.64,-6.87762222223,-8.81866666667,-6.96206666666,-10.1266666667,-2.95353333334,4.78899999999,-4.93673333333,-1.60333333333,-3.67073333333
228.01,-10.6791777778,-12.2592666667,-11.5926,-12.5184666667,-7.88880000001,-1.7593,-8.66659999999,-6.81480000001,-8.96300000001
228.39,-14.1308444445,-13.6842666667,-13.78,-16.0446,-12.6316,-4.46566666667,-11.4833333333,-11.7064666667,-10.59
228.76,-16.5683333333,-16.5963333333,-15.7244666667,-18.9873333333,-16.3152,-7.31363333333,-15.6117333333,-13.8678,-12.7988666667
229.14,-14.5396444445,-15.7552666667,-15.4687333333,-16.8228,-15.599,-6.4192,-15.1041333333,-12.4478666667,-10.8593333334
229.52,-14.9658444444,-15.5385333333,-15.8975333333,-17.1539333333,-16.7694,-6.85903333333,-16.2821333333,-13.3076666666,-11.8204666667
229.89,-13.3819111111,-14.5696666667,-15.1515333333,-15.0304666667,-16.0970666667,-6.6181,-15.8788,-12.097,-10.9576
230.27,-15.3334888889,-16.9048666667,-17.9762666667,-17.5238666667,-18.6191333333,-9.46439999999,-18.0715333333,-14.0238,-14.4522666667
230.65,-13.1862,-14.5876666667,-17.0033333333,-15.8188666667,-17.5145333334,-8.16493333333,-16.1208666667,-12.9616666667,-13.6586
231.02,-10.4697111111,-11.867,-14.433,-12.3482666667,-15.2118,-5.5097,-13.8373333333,-10.5384,-11.1568666667
231.40,-7.66608888889,-8.25506666667,-11.6107333333,-9.68693333333,-12.4160666667,-1.95753333333,-10.6039333333,-8.43413333333,-8.65779999999
231.78,-7.17828888889,-6.99553333333,-11.0306666667,-8.68419999999,-11.8860666667,-1.17316666667,-10.3946666667,-7.4562,-8.79400000001
232.15,-2.44593333333,-1.83986666667,-6.21213333333,-4.35066666666,-7.64066666667,2.99793333333,-6.16886666667,-1.99126666667,-3.03026666667
232.53,1.84451111111,1.08893333333,-3.15553333333,-1.0444,-3.79986666667,5.61113333334,-2.57773333333,3.22226666667,0.844466666668
232.90,2.83935555556,2.45373333333,-2.12953333333,-0.486133333336,-2.38426666667,5.96059999999,-1.38886666667,3.93526666667,0.740533333333
233.28,3.10175555556,2.52313333333,-1.11106666666,-1.64346666667,-2.7314,6.58573333333,-0.995400000001,3.75,-0.0926000000014
233.66,3.88884444445,2.76333333333,-0.548333333339,-1.25,-2.52186666667,7.32453333332,-0.372799999999,4.45173333333,0.9648
234.03,7.95386666667,6.70733333333,3.0692,1.84973333333,1.0164,10.9757,4.02433333333,8.45526666666,6.05686666667
234.41,8.60297777778,7.48526666667,3.29446666667,1.96886666667,0.857733333334,11.0528333333,4.24966666666,9.08379999999,6.31586666667
234.78,6.85882222222,5.01446666666,1.26780000001,-0.595466666674,-1.74833333333,8.72229999999,1.3256,6.80093333333,3.5158
235.16,8.04551111111,6.51873333333,2.1052,0.184666666666,0.3878,9.7229,2.75153333333,8.38386666668,4.5244
235.54,6.1016,4.99053333334,0.828666666667,-1.54426666666,-1.5066,8.01316666666,0.866200000002,7.45766666667,3.74746666667
235.91,6.62373333333,5.74833333333,1.74473333333,0.036666666668,-0.183533333333,8.92550000001,2.29553333333,8.09919999999,4.94026666667
236.29,4.92915555556,4.29066666667,0.354733333332,-0.691466666667,-1.09926666667,8.28006666667,1.15253333333,6.47173333333,4.2378
236.66,2.766,2.579,-1.8772,-1.89466666666,-3.36846666666,6.37696666667,-1.2806,3.386,2.3508
237.04,4.32904444444,4.62053333333,0.396000000002,0.379600000001,-1.15506666667,8.65506666667,0.4126,5.44553333333,5.67660000001
237.41,4.59111111111,5.72326666667,1.24226666667,1.85526666667,-0.0785999999994,9.316,1.16346666667,6.63513333333,7.01246666667
237.79,1.96048888889,3.12546666667,-1.41653333333,-0.1694,-2.00153333333,7.27500000001,-0.723733333334,4.44966666666,5.0964
238.17,3.04026666667,4.3574,0.275866666668,1.91726666667,0.305000000001,8.79449999999,0.653533333333,6.3616,6.14373333333
238.54,4.48075555556,5.1052,1.6158,3.58453333333,1.91446666667,10.5227666667,2.22673333333,7.95646666665,7.68493333333
238.92,4.63326666666,5.11406666667,1.8362,3.8448,2.16886666667,9.83363333333,2.83426666667,7.76326666667,8.04693333334
239.29,3.67124444445,3.5698,0.878400000001,2.6012,0.551733333333,8.4179,2.01573333334,6.20506666667,6.4864
239.67,4.32715555556,4.05793333333,1.3768,2.96073333333,1.61493333333,8.81993333334,2.47413333333,6.64593333333,6.12833333333
240.04,4.68166666667,3.8296,1.2078,1.96633333333,1.339,8.19743333333,2.2752,5.84273333333,5.92713333333
240.42,4.73493333333,3.81906666667,1.29513333334,1.84306666667,1.63566666667,7.87056666666,2.28313333333,5.2884,5.69526666667
240.79,4.55962222222,4.19993333333,1.3016,2.07833333333,1.97053333333,8.07616666667,2.49546666667,5.49433333333,5.8538
241.17,3.86453333333,3.33333333333,0.292066666667,1.53653333333,1.29513333333,7.16809999999,1.73966666667,4.5904,5.0032
241.54,3.35233333333,2.77973333333,-0.0456000000008,0.747666666667,0.9418,6.57526666666,1.39266666667,3.77286666667,4.54346666667
241.92,4.43388888889,3.56533333333,1.0164,1.39686666667,1.642,7.42246666667,2.257,4.42533333333,5.1864
242.29,3.82188888889,2.90166666666,0.5658,0.794866666667,0.858333333334,6.89593333333,1.70693333333,3.54533333333,4.82806666667
242.67,2.91324444444,2.25033333333,0.1494,0.275466666667,0.140066666666,6.01776666667,0.929133333335,2.479,4.13173333333
243.05,2.28446666667,1.78053333333,-0.373466666666,-0.223133333334,-0.355133333335,5.62626666667,0.528266666667,2.19506666667,3.57926666667
243.42,1.56355555555,1.2198,-1.1254,-0.724733333333,-0.949866666669,5.08213333333,-0.139533333333,1.53046666667,2.96193333333
243.80,1.55864444444,1.03073333333,-1.25633333333,-0.610400000001,-1.06606666667,5.11833333333,-0.070866666666,1.2872,3.20286666667
244.17,1.09086666667,0.624933333333,-1.56253333333,-0.746533333335,-1.315,5.00203333333,-0.399333333334,0.963533333332,2.769
244.55,1.29833333333,0.792533333333,-1.27573333333,-0.423799999997,-1.11893333333,5.355,-0.156800000001,1.25866666667,2.96673333333
244.92,1.77546666667,0.968133333334,-0.816933333335,-0.143066666667,-0.861866666667,5.58616666667,0.240999999999,1.483,3.28433333333
245.30,1.79637777778,0.826266666666,-0.902666666668,-0.485866666667,-1.136,5.41396666667,0.256200000001,1.20873333333,3.20126666667
245.67,2.38431111111,1.37893333333,-0.3744,0.105000000001,-0.629933333333,6.0594,0.784000000001,1.80566666667,3.85313333333
246.05,2.57075555555,1.74213333333,-0.0698666666665,0.444999999999,-0.273466666667,6.4108,0.979066666668,2.2158,4.1296
246.42,2.71206666667,2.05726666667,-0.0057333333334,0.622,-0.0115333333327,6.58566666667,1.16033333333,2.47406666667,4.12346666667
246.79,3.20624444444,2.56113333333,0.521733333333,1.09846666667,0.487733333333,7.13193333333,1.68833333333,3.117,4.51153333334
247.17,3.51711111111,2.89286666667,0.890666666666,1.3568,0.772866666667,7.64706666667,1.9604,3.35173333333,4.86333333333
247.54,3.79428888889,3.19226666667,1.2398,1.5798,1.05026666667,7.91226666667,2.26,3.60626666667,5.18626666667
247.92,3.8934,3.369,1.4794,1.6578,1.14313333333,8.07496666666,2.35293333333,3.73,5.2138
248.29,4.15528888889,3.57753333333,1.80086666667,2.04406666667,1.42646666667,8.32283333333,2.66833333333,4.1122,5.50986666667
248.67,4.21711111111,3.67526666667,1.84333333333,2.1114,1.39893333333,8.36356666667,2.67686666667,4.1504,5.5802
249.04,4.10597777778,3.62626666667,1.79173333333,2.13093333333,1.34833333333,8.35079999999,2.5856,4.04693333333,5.53553333333
249.42,4.16642222222,3.83506666667,2.04986666667,2.44793333333,1.58026666667,8.56759999999,2.82453333333,4.25693333333,5.69653333333
249.79,3.79548888889,3.5404,1.67053333333,2.14633333333,1.1486,8.236,2.47373333333,3.89353333333,5.229
250.17,3.73388888889,3.5912,1.60493333333,2.23326666667,1.1194,8.16596666666,2.51853333333,3.84633333333,5.218
250.54,3.78575555555,3.52393333333,1.66226666667,2.39826666667,1.07606666667,8.0813,2.63846666667,3.80826666667,5.2096
250.92,3.9806,3.68506666667,1.79833333333,2.5902,1.30306666667,8.19216666666,2.83953333333,3.95006666667,5.4772
251.29,4.18535555556,3.8956,2.05946666667,2.9546,1.4462,8.23743333334,3.0792,4.28926666667,5.5944
251.66,4.363,4.23273333333,2.47106666667,3.2824,1.5614,8.55570000001,3.2892,4.5858,5.8012
252.04,4.14135555556,4.09966666667,2.1804,3.1592,1.38973333333,8.22016666666,2.99193333333,4.56986666667,5.79246666667
252.41,4.16291111111,4.18313333333,2.095,2.8612,1.265,8.14183333333,2.89326666667,4.35406666667,5.81873333333
252.79,4.00371111111,3.94213333334,2.13773333334,2.75373333333,1.23553333333,8.05263333333,2.9094,4.28626666667,5.7102
253.16,3.79513333334,3.81846666667,2.07206666667,2.45273333333,1.15686666667,7.90583333333,2.7494,4.21373333333,5.38533333333
253.54,4.09746666667,3.97033333333,2.2926,2.62213333333,1.33346666667,8.24816666667,2.8408,4.55546666667,5.4332
253.91,4.85691111111,4.68126666667,3.21926666667,3.45866666667,2.13873333333,8.85206666667,3.50333333333,5.32806666667,6.06093333333
254.28,4.69753333333,4.43926666667,3.03706666667,3.18426666667,1.91366666667,8.68873333333,3.26166666667,5.08606666667,5.79493333333
254.66,5.27613333333,5.08993333333,3.9002,3.74846666667,2.57093333333,9.56673333333,3.87213333333,5.64866666667,6.41106666667
255.03,5.46762222222,5.32086666667,4.25333333333,3.9418,2.9324,9.74873333333,4.09566666667,5.71546666667,6.49633333333
255.41,5.35355555556,4.98033333333,4.20913333334,3.72113333334,3.00646666667,9.60353333333,3.78646666667,5.42913333333,6.414
255.78,5.20237777778,4.6244,3.89386666667,3.24473333333,2.86373333333,9.12190000001,3.4626,5.18266666667,6.26726666667
256.15,5.02506666667,4.62486666667,3.9154,3.1196,2.88313333333,9.04046666666,3.69266666667,4.99746666667,6.05266666667
256.53,5.05335555556,4.90993333333,4.1018,3.55733333333,2.93813333333,8.95476666666,3.93053333334,5.2922,6.19233333333
256.90,4.9838,4.84113333333,3.89966666667,3.41893333333,2.69753333333,8.87530000001,3.93226666667,5.37086666666,6.03913333333
257.28,4.69851111111,4.48793333333,3.4044,3.09406666667,2.2422,8.49583333333,3.70706666667,4.9176,5.7624
257.65,4.48731111111,4.4752,3.13533333333,3.0462,2.27733333333,8.17976666667,3.61053333333,4.78213333333,5.71953333333
258.02,3.98895555556,4.0468,2.5504,2.63146666667,1.7716,7.7813,3.14953333333,4.3856,5.312
258.40,4.061,4.20993333333,2.74813333333,2.8198,1.97273333333,7.89626666667,3.12593333333,4.54326666667,5.3334
258.77,3.62175555556,3.6908,2.16146666667,2.32433333333,1.47713333333,7.4052,2.5938,4.062,4.85053333333
259.15,3.36093333333,3.37706666667,1.74873333333,1.90393333333,1.1062,7.18776666667,2.25333333333,3.73426666667,4.5766
259.52,3.30957777778,3.39726666667,1.6142,1.84553333333,1.05,7.15973333333,2.18893333334,3.71053333334,4.49366666667
259.89,3.34375555556,3.43366666667,1.575,1.92846666667,1.087,7.17213333333,2.2454,3.64453333333,4.5242
