wavelength,Back_TanLavm,Belly_TanLavm,Breast_TanLavm,Crissum_TanLavm,Crown_TanLavm,DorTail_TanLavm,Patch10_TanLavm,Rump_TanLavm,Throat_TanLavm,WingTip_TanLavm
195.51,43.685797619,94.4443333335,27.451,53.9215,16.6668333333,52.2876666667,53.1045,48.693,13.3986666667,60.9476666667
195.89,43.3894404761,97.6471666665,24.1176666667,55.6863333333,7.25500000002,61.7648333333,49.804,53.7253333333,6.4705,64.5098333334
196.27,45.1399404762,96.2746666665,21.9608333333,54.706,6.07833333333,59.0198333333,46.863,59.8036666667,9.01950000002,66.0785
196.65,41.5056309524,99.7748333335,15.9911666666,57.2071666666,1.57633333333,65.7656666667,42.7928333333,57.6576666667,9.23433333333,74.5498333333
197.03,49.5072261905,111.494166667,13.5058333333,65.8046666666,1.43666666666,86.4941666667,50.8618333333,62.0688333333,18.3908333333,91.3793333335
197.40,48.5564880954,112.766166667,-4.2555,67.3758333334,-9.22000000002,95.0353333331,39.0071666667,61.3475,3.19166666667,89.0071666666
197.78,32.5148809524,128.125,-37.4999999999,38.5416666667,-45.8333333333,107.291666667,5.72916666665,58.8541666667,-46.3541666667,89.0625
198.16,16.6989523809,105.855666667,-47.2971666665,19.8196666667,-23.4235,93.6936666668,-9.009,43.6936666667,-46.3963333333,70.2701666667
198.54,-66.411702381,180.952333333,-228.5715,-95.2381666665,-154.761833333,150.0,-171.4285,53.5713333333,-201.1905,60.7143333333
198.92,-432.142857143,300.0,-933.333333333,-543.333333333,-713.333333334,86.6666666665,-850.0,-73.3333333332,-780.0,-53.3333333335
199.30,173.412583333,-130.555666667,404.166666667,270.833333333,327.777833333,-1.389,419.444333333,44.4443333334,319.444666667,34.7223333334
199.68,130.009988095,-16.6666666666,240.972166667,190.972333333,184.027666667,33.3333333333,264.583333333,78.4721666665,200.6945,79.8609999998
200.06,198.06547619,-15.625,390.625,302.083333333,277.083333334,69.7916666667,375.0,136.458333333,287.5,133.333333333
200.44,131.609178571,-6.89633333335,242.528833334,193.103333334,167.816166667,55.1725,218.390833333,112.069,164.942666667,112.069
200.82,107.172619048,21.6666666667,203.333333334,162.5,137.916666667,74.5833333332,182.083333333,106.25,151.666666667,117.916666667
201.19,115.13975,44.5653333333,192.753666667,155.435,152.173666666,85.8696666669,168.116,106.1595,152.174,126.087
201.57,149.141738095,69.3798333335,218.216833334,184.1085,169.7675,103.876,193.023166667,123.643666667,168.992,141.473
201.95,344.21775,163.492166666,449.206333333,382.539833333,366.666666667,217.460333333,400.793833334,260.3175,343.650833334,304.761666667
202.33,397.368297619,199.123,497.368333334,435.965166667,451.754333333,234.210333333,471.929666666,299.999833334,361.403333333,365.7895
202.71,295.285714286,149.333333333,354.0,310.0,350.666666667,179.333333334,357.333333334,238.0,276.0,274.0
203.09,273.964845238,128.261166667,334.057833333,281.883833333,337.681166666,130.435,321.739166667,208.695666667,260.8695,258.6955
203.47,459.693809523,241.666666666,548.8095,491.666666667,566.666833333,207.142833333,523.809666666,338.095333333,461.904666667,405.952333334
203.85,908.184523811,522.916666666,1033.33333333,902.083333333,1104.16666666,458.333333333,933.333333333,710.416666667,862.5,739.583333334
204.22,4.61737766178e+15,2.54820149371e+15,4.56330644062e+15,4.43536326938e+15,5.32030353707e+15,2.32430094405e+15,5.11772684928e+15,3.72101389666e+15,3.97690023913e+15,3.29453665922e+15
204.60,-514.795845238,-288.095166667,-496.428666667,-482.142666667,-607.143,-216.666666667,-580.952333334,-440.476166667,-442.857166667,-303.5715
204.98,-407.00277381,-200.0,-377.451,-406.862666666,-511.7645,-127.451166666,-444.117666666,-344.117666666,-314.705833333,-180.392166667
205.36,-2344.0475,-1111.11116666,-2155.55566666,-2538.88866666,-2672.22233333,-650.0,-2888.889,-1933.33333333,-1833.33316667,-883.333000001
205.74,-1514.88095238,-425.0,-1400.0,-1712.5,-1812.5,-20.8333333335,-2004.16666667,-1095.83333333,-1066.66666667,-362.5
206.12,221.291059524,70.513,242.948833333,257.051166667,274.359,11.5385,315.384666667,190.384666666,144.230666667,33.9743333335
206.50,155.7915,54.5046666667,183.783666667,167.5675,193.2435,19.3691666666,222.973166666,140.540666666,94.5946666666,11.7116666665
206.87,170.488785715,72.807,179.386166667,179.8245,190.7895,25.4386666668,225.0,141.228,97.8068333335,7.0175
207.25,157.269619048,87.5886666667,169.148666666,165.602833333,181.205833333,41.8441666669,211.702,130.142,90.7801666665,17.3761666667
207.63,156.433571428,92.5531666667,166.312166667,157.446666666,182.978666667,36.8791666667,207.801333333,141.134833334,76.241,18.0850000002
208.01,140.773690476,71.591,150.378666667,145.8335,158.712,7.57566666665,196.969833333,115.909,55.6818333333,-1.5151666665
208.39,142.642857143,72.6666666667,156.0,138.333333333,147.666666666,18.0,180.666666667,102.0,70.3333333333,23.9999999999
208.77,147.857011905,75.5556666666,157.036666667,146.6665,139.259333333,11.1111666667,189.629666666,90.0000000001,63.7036666665,19.6295000002
209.14,171.693047619,75.0001666667,175.462833333,159.722333333,159.2595,5.55566666665,237.037,93.5186666667,63.4258333335,29.6294999998
209.52,325.595309524,100.926,303.7035,258.333333334,299.074,-31.4815,412.963166667,164.814833333,92.5928333334,84.2591666669
209.90,210.246821428,125.0,217.857166667,191.666666667,208.333166667,40.4761666667,295.238166666,139.285666667,85.1191666665,101.785666667
210.28,193.417238096,142.647166667,201.4705,194.608,208.8235,64.7058333334,282.843166667,150.0,121.0785,138.7255
210.66,248.924833333,187.096666666,250.000333334,250.0,250.5375,106.4515,343.548166667,208.602166667,184.408333333,199.4625
211.03,354.870154762,273.484666667,386.3635,360.606,339.393833333,171.212,489.393833333,308.333333334,267.424333333,313.636333333
211.41,2294.84127381,1522.22233333,2605.55566667,2194.4445,1944.44433334,966.666666669,3277.77766667,2077.77766667,1627.77783334,1994.44433334
211.79,1308.33333334,846.666666669,1440.0,1296.66666667,986.666666669,493.333333333,1943.33333334,1083.33333333,840.000000001,1146.66666667
212.17,300.880095238,231.883833333,336.232,309.420166666,242.753666667,134.058,441.304333334,261.594166667,205.797333333,258.695666666
212.55,175.192845238,151.801666667,201.8015,214.4145,155.855666666,105.4055,269.819833334,183.333333334,127.927833333,152.252333333
212.92,169.940476191,147.083333333,183.333333333,202.5,160.0,105.833333333,252.916666667,167.083333333,122.916666667,135.416666667
213.30,161.821630952,151.938,178.682166666,205.038833333,148.062166666,111.240333333,232.558166667,164.728666667,122.480666667,115.503833333
213.68,135.990678572,137.202333334,158.3335,173.8095,139.880833333,105.654833333,186.309666667,155.0595,115.476166667,92.8570000002
214.06,146.279690476,146.130833333,159.524,176.1905,147.3215,108.928333333,175.595333333,166.6665,118.154833333,98.2143333332
214.44,185.470964286,182.196833333,199.621166666,222.3485,165.530333333,142.045666666,200.7575,204.166666666,135.984833333,123.863666666
214.81,168.888821429,170.0,183.703666666,207.037166667,151.852,120.000166666,178.889,185.185,106.666666667,102.222166667
215.19,152.016511904,142.176833333,159.524,183.3335,132.653166667,104.761833333,149.999833334,170.748166666,89.1158333335,88.095
215.57,152.073035715,137.068833333,142.816166667,181.034333333,131.609166667,109.1955,141.092166667,160.344666667,91.6668333335,101.436833334
215.95,140.838714286,128.5025,135.990333333,160.3865,119.565,103.140166666,126.087,141.545833334,89.3718333333,101.691
216.32,155.064261905,134.127,144.973333333,175.6615,133.333333334,113.227333334,137.830666667,148.677333333,97.3545000001,114.021166667
216.70,168.888940477,137.222333333,156.111166666,177.500166667,148.610833334,112.777833333,146.944333333,152.5,105.0,120.0
217.08,143.910273809,120.085333333,136.5385,148.931666667,122.008333333,107.051333333,123.504166667,133.546833333,94.017,117.735333333
217.46,150.376857143,124.6835,135.654,140.2955,120.253166667,110.548333333,123.6285,131.856666667,95.5696666665,129.535833333
217.83,149.341809523,126.666666666,131.3725,143.921666667,112.156833334,117.058833333,127.451,121.764833334,95.4903333332,130.784333334
218.21,157.010488095,128.8065,141.152333333,150.4115,119.753,123.045333333,142.592666667,128.1895,108.847833333,145.884666667
218.59,152.838857143,117.735,136.538333333,145.940166667,122.0085,118.162666667,143.162166667,120.7265,100.0,137.606666667
218.97,137.655821429,105.952166667,125.991833333,138.6905,117.0635,114.682333333,132.738166667,114.285666666,93.0555,132.738
219.34,141.751666667,110.9525,139.523666666,153.571333333,134.047666666,118.571333334,149.762,127.142833333,95.0001666668,146.1905
219.72,129.261738095,110.386333334,135.990333333,149.2755,132.367333333,122.946666666,143.719833333,123.913,94.2028333332,139.855
220.10,138.304,117.544,152.339166667,166.666666667,151.461833334,134.795333333,162.573,150.292166667,107.6025,149.415333334
220.47,170.860297619,148.485,200.378666667,224.2425,196.212166667,168.182,206.818333333,214.015166667,138.636333334,190.1515
220.85,164.041380952,153.846166666,197.008666667,235.042666666,194.4445,173.931666667,208.547166667,220.512833333,122.649666666,201.709333334
221.23,228.881916666,223.913166667,288.405666666,337.681166667,298.550666667,242.029,323.913166666,342.7535,167.391333334,303.623
221.61,205.290988095,202.469166667,261.7285,327.1605,270.987833334,217.283833334,286.419833334,310.493666667,168.5185,267.901333334
221.98,-2.90156834759e+15,-2.64415887213e+15,-3.53976107076e+15,-4.63793995716e+15,-3.74233775854e+15,-2.92136907647e+15,-4.2647723744e+15,-4.92581209244e+15,-2.17503391094e+15,-3.98756217007e+15
222.36,-222.023809524,-188.095166667,-265.476166666,-430.952333333,-289.285666666,-265.476166667,-357.142833333,-451.190333334,-86.9046666667,-315.476166666
222.74,-135.668464285,-123.718,-142.948666667,-239.1025,-141.025833334,-155.128166667,-189.102333333,-248.077166667,-50.641,-174.999833333
223.11,-83.4858571428,-72.2221666666,-89.3163333334,-148.290833334,-89.7436666669,-94.0173333333,-108.547,-147.008666667,-30.7693333333,-99.9998333332
223.49,-169.551380952,-132.051333333,-174.358833333,-239.743666667,-165.3845,-178.846166667,-194.872,-221.795,-86.5385,-164.102333333
223.87,-222.402357143,-150.7575,-211.363666667,-277.272833333,-196.212,-190.1515,-250.7575,-253.787833333,-91.6666666669,-178.787833333
224.24,-239.533785714,-157.639,-222.916666667,-270.833333334,-227.083333334,-212.499833333,-253.472166666,-245.138833333,-106.250166667,-197.916666667
224.62,-335.401095238,-225.4385,-300.877333334,-330.7015,-310.526333334,-309.649,-358.772,-298.2455,-150.877166667,-263.157666667
225.00,-233.103059524,-158.602166667,-206.989333333,-219.892333334,-209.677333334,-227.419333333,-245.698833333,-215.0535,-121.505166667,-172.043
225.38,-351.948119048,-233.333333333,-306.0605,-368.939166667,-321.969833333,-354.545333334,-347.727333333,-319.697,-195.454666667,-230.303
225.75,-150.366047619,-90.1708333332,-142.735,-165.812,-152.136666666,-164.529833333,-164.957333334,-147.435666666,-72.6496666667,-78.2051666667
226.13,-203.10377381,-119.642833333,-215.476333334,-238.6905,-225.595166667,-242.857,-222.023833334,-192.262,-113.095166667,-111.905
226.51,-138.063154762,-71.1713333334,-162.162166667,-172.522666667,-171.621666667,-175.675666666,-154.5045,-137.837666667,-95.4956666667,-75.2251666669
226.88,-99.5535714287,-33.3333333333,-132.5,-137.083333333,-138.75,-137.5,-117.916666667,-110.0,-74.5833333333,-47.9166666667
227.26,-77.3035238093,-25.3623333333,-105.072333333,-108.6955,-89.4926666666,-108.695833333,-97.8261666666,-86.5941666667,-44.5653333333,-33.6958333333
227.64,-52.9953690476,-24.7311666667,-67.7421666667,-84.6775,-63.9785,-74.7311666666,-68.8171666666,-66.3978333334,-26.8818333333,-26.8816666667
228.01,-30.0662976191,-9.30216666665,-40.504,-52.5195,-43.0231666666,-45.349,-39.1473333333,-44.1858333334,-5.03866666666,-22.0931666667
228.39,-18.9214880953,1.60266666665,-27.4036666667,-40.545,-26.1216666667,-34.6156666667,-23.2371666666,-30.4488333334,6.731,-9.13466666667
228.76,-14.3453452381,5.97216666665,-24.0276666666,-35.6945,-20.0,-32.222,-15.278,-27.2223333334,8.47216666667,-8.33316666665
229.14,-10.9874404762,9.38266666666,-21.4815,-30.2468333333,-16.6665,-23.827,-7.77766666667,-19.753,11.2345,-7.03683333332
229.52,-8.84341666665,10.9978333334,-21.3151666667,-24.8298333334,-17.4603333334,-23.4691666667,-9.63700000002,-15.1925,10.8845,-5.32883333333
229.89,-12.9195595239,8.76050000001,-23.8246666667,-24.6796666667,-21.2608333333,-28.0983333333,-13.2478333334,-18.5896666667,8.1195,-12.0728333334
230.27,-14.9338571428,5.37966666666,-28.5863333333,-27.5315,-24.8945,-28.6921666667,-16.6666666667,-25.0,5.59083333332,-13.6075
230.65,-25.3570238095,-1.33316666667,-38.2221666667,-34.3331666667,-32.7776666666,-35.0,-27.0001666667,-33.1113333334,0.5555,-20.3333333333
231.02,-25.0696666667,-1.1905,-35.0648333333,-32.3591666667,-32.143,-33.766,-29.8701666667,-31.0606666667,1.19033333333,-19.805
231.40,-31.6058690476,-2.39633333333,-38.6711666666,-35.1851666667,-39.3246666667,-43.246,-37.6906666667,-36.7103333334,-6.75383333333,-23.5293333333
231.78,-25.0424880953,3.47233333333,-32.3413333334,-26.1905,-29.4643333333,-36.9046666667,-32.0436666666,-30.258,-3.96816666667,-14.782
232.15,-20.8469761905,5.364,-29.6933333333,-21.2643333333,-24.3295,-35.3446666666,-28.8311666666,-28.4481666667,-6.1305,-9.67433333333
232.53,-20.056,5.78433333334,-30.2941666666,-19.0196666667,-25.196,-32.6468333333,-28.7255,-28.4315,-7.647,-11.0783333333
232.90,-11.5125595238,13.0058333333,-20.8091666667,-10.5973333333,-19.9421666666,-22.9285,-18.4008333334,-18.5935,1.05966666667,-1.8305
233.28,-3.38970238095,18.7381666667,-12.9943333334,-1.695,-9.88716666666,-12.6176666666,-10.9226666667,-11.3935,6.87366666668,6.309
233.66,-3.26408333331,15.8603333333,-13.9785,-0.17933333333,-8.87099999998,-9.85649999998,-10.8423333334,-15.4121666667,8.60233333334,3.13633333334
234.03,-4.85685714284,15.6916666667,-13.5638333333,0.0,-7.624,-9.92933333332,-10.0178333334,-13.2091666667,8.59916666668,3.1915
234.41,-1.05946428572,21.9298333334,-5.42283333333,8.21366666665,0.398833333335,-4.22633333331,-2.79116666667,-3.58866666666,15.311,10.7656666667
234.78,3.15770238095,23.1045,-1.00133333333,10.5151666666,4.07733333335,-1.21599999998,3.86266666667,0.786833333334,17.7396666666,16.1661666667
235.16,1.3531547619,19.0761666667,-2.54366666667,9.23683333333,1.80733333333,-1.53950000001,4.68533333333,-2.07483333333,16.265,17.1351666667
235.54,4.8726547619,19.7673333334,0.258666666665,11.6926666667,2.71316666666,2.45466666669,8.07483333335,-0.516833333335,17.894,20.4133333333
235.91,5.74307142856,20.94,1.9535,12.271,3.47966666667,4.2125,10.5006666666,0.6105,18.9865,20.8788333334
236.29,6.96267857144,22.632,3.9975,13.284,5.3505,5.781,12.6075,2.1525,21.033,23.862
236.66,7.50040476192,23.5106666666,5.8935,14.512,6.33700000002,5.95700000002,11.914,2.40816666666,22.2435,26.2358333334
237.04,1.10913095238,17.7438333334,0.950666666665,11.5336666667,3.3585,-0.7605,5.64016666667,-4.30933333334,16.73,21.6731666667
237.41,-4.26227380953,12.5466666666,-4.432,5.74266666667,-3.24583333333,-7.98983333333,-0.12466666667,-9.67533333334,12.2348333333,17.1036666667
237.79,-2.16164285715,14.6208333333,-1.50416666667,5.05416666667,-2.3465,-5.35483333333,1.56433333333,-7.46083333333,12.455,19.4345
238.17,-0.15077380952,13.927,0.513833333335,3.99533333333,-1.0845,-2.34,1.76933333334,-7.24883333333,11.9293333333,19.863
238.54,0.49172619048,10.601,-0.54633333333,0.71033333333,-3.11483333333,-2.13116666667,-0.601166666665,-9.12566666665,10.4918333333,16.2293333333
238.92,-2.04026190476,8.03866666665,-3.37616666667,-1.822,-5.62716666667,-3.75166666667,-4.01933333334,-11.8436666666,9.11033333333,11.8438333333
239.29,-1.07486904762,9.21966666665,-3.0395,-0.962666666665,-4.76183333333,-3.34366666667,-3.74866666666,-9.62533333335,10.5876666666,10.3341666667
239.67,-2.70732142857,8.12549999998,-4.432,-3.37016666667,-5.44766666667,-3.92416666667,-4.38583333334,-9.5105,10.3415,7.202
240.04,-4.29058333333,6.37999999999,-5.90266666667,-5.46883333332,-6.81416666666,-6.11966666667,-5.90266666667,-10.1995,9.67899999999,5.382
240.42,-5.26191666667,5.5935,-6.8115,-6.545,-7.8005,-6.3545,-7.53433333334,-9.43666666665,8.3715,3.3485
240.79,-5.68219047619,5.47933333333,-7.59933333333,-7.20816666666,-7.69716666667,-5.871,-6.71883333333,-8.48033333334,6.49066666668,1.011
241.17,-2.86811904762,7.66850000002,-6.05533333333,-5.829,-5.91416666667,-2.3485,-4.7255,-5.68766666666,8.29083333333,2.43366666667
241.54,-0.689904761905,9.24016666668,-4.3135,-3.848,-3.5785,-0.220666666665,-3.40683333333,-2.8185,9.87750000002,3.799
241.92,-0.112261904765,10.1658333333,-3.0105,-2.705,-1.87583333334,0.567333333335,-2.09433333334,-1.0035,10.0348333334,4.581
242.29,-0.700726190475,10.6635,-3.195,-2.95066666667,-2.6455,0.142666666666,-2.2385,-1.54666666667,10.3786666667,4.29383333333
242.67,-0.894797619048,11.0211666667,-3.09366666667,-2.76466666667,-2.51333333333,-0.348,-2.04933333333,-1.81733333333,10.2281666667,4.00216666666
243.05,0.43767857143,11.9258333333,-2.1295,-1.9815,-1.64816666667,0.351833333333,-1.389,-0.851833333335,11.074,4.59233333334
243.42,1.70484523809,12.7358333333,-1.40516666667,-0.97833333333,-0.729333333331,1.28083333333,-0.462500000001,-0.00016666667,11.6863333333,5.53183333333
243.80,2.38832142857,13.5426666667,-0.523666666665,0.122166666665,0.0175,1.74516666666,-0.0521666666665,0.5585,12.5828333333,6.178
244.17,4.34820238095,14.691,1.2325,2.06016666666,1.16516666667,3.681,1.16516666667,1.62116666667,13.9141666667,7.61583333334
244.55,4.12790476191,14.119,1.10116666667,1.75883333334,0.608166666665,3.764,1.1835,1.0355,13.7243333333,6.93616666667
244.92,4.60296428572,13.6476666667,1.68066666667,1.9765,0.4825,4.155,1.38516666667,0.996,13.9278333333,7.921
245.30,5.45771428571,14.096,2.97066666667,3.15616666667,1.29966666667,5.05583333334,2.385,2.12816666667,14.4673333333,9.31183333333
245.67,5.66223809523,14.6015,3.68316666667,3.74916666667,1.8415,5.8405,2.99916666667,2.06516666667,14.7065,9.971
246.05,5.1914047619,14.2253333334,3.427,3.6795,1.64766666667,5.56766666667,2.47716666667,1.47916666667,14.7786666667,9.87250000002
246.42,5.56133333333,14.2843333334,4.10933333333,4.56816666667,2.46983333333,6.03283333334,3.40983333333,2.1205,15.1366666667,10.6885
246.79,5.90692857143,14.6183333333,4.70366666667,5.14116666667,2.9635,6.38416666667,4.097,2.80433333334,15.722,11.4161666666
247.17,4.93957142856,13.9183333333,4.20633333334,4.64583333334,2.3745,5.58966666666,3.6455,2.34616666667,15.0778333334,11.1701666667
247.54,4.19282142857,13.6861666666,3.68783333333,3.93866666667,1.844,5.03016666667,3.36566666667,1.87966666667,14.4288333333,10.5173333333
247.92,3.97777380952,13.4358333334,3.51733333334,3.63016666667,1.72833333333,4.803,3.1875,1.80633333333,13.9568333334,10.5523333333
248.29,2.56157142857,12.5365,2.46933333333,2.35766666667,0.654000000001,3.54483333334,2.19433333333,0.963666666665,13.0271666667,9.37866666665
248.67,2.79735714286,12.9888333334,2.812,2.512,1.08033333333,3.92633333333,2.6065,1.57766666667,13.4175,10.1593333334
249.04,3.00778571429,13.4645,2.99233333333,2.72083333333,1.54833333333,4.17316666667,2.76466666667,1.94233333333,13.6308333334,10.5163333333
249.42,2.96211904761,13.6121666667,3.11866666666,2.4035,1.81616666667,4.29266666667,2.73333333334,1.908,13.8783333333,10.6675
249.79,2.55613095238,13.0741666667,2.87583333334,1.69783333333,1.46266666667,3.828,2.34583333334,1.52133333333,13.9181666667,10.306
250.17,2.33308333333,12.8606666667,2.61866666666,1.35716666666,1.26166666667,3.40333333333,2.30066666667,1.516,13.889,10.019
250.54,1.72926190476,12.4741666667,1.92516666667,0.717666666668,0.808833333335,2.72283333334,1.77716666666,1.27616666667,13.7048333333,9.44383333334
250.92,1.23759523809,11.6606666667,1.34316666667,0.171000000002,0.061,2.21,1.09883333333,0.769166666667,13.4678333334,8.98683333333
251.29,2.21466666666,12.6471666667,2.66716666667,1.42733333334,1.26483333333,3.31816666667,2.12883333333,2.02833333333,14.3878333334,9.98
251.66,2.33159523809,12.657,3.25383333333,1.80616666666,1.7035,3.63816666667,1.98566666667,2.498,14.937,10.1716666667
252.04,3.71614285714,13.7536666666,4.44683333334,3.18383333333,2.8615,5.10466666667,3.08066666667,3.78966666667,16.1511666667,11.1111666667
252.41,4.78164285715,14.5571666667,5.02616666667,4.07566666667,3.776,5.91116666667,3.61983333334,4.62233333333,16.4715,11.6405
252.79,4.44598809524,14.4683333333,4.75616666666,3.97016666666,3.51716666667,4.91616666666,2.55783333334,3.877,16.0271666667,10.6713333333
253.16,4.3944047619,14.1336666667,5.12016666666,4.16316666667,3.638,4.64833333333,2.26366666666,3.6245,16.3025,10.6978333334
253.54,3.94195238095,13.5425,4.90316666667,4.06133333333,3.30066666667,4.10183333333,1.87416666667,3.58583333333,15.865,10.1738333334
253.91,3.88395238095,13.5773333334,4.59966666666,4.03166666667,3.25583333333,3.57466666667,2.0505,3.7545,15.115,10.1415
254.28,4.59804761905,14.2756666667,5.626,4.81016666667,3.92383333333,4.28983333333,2.88316666667,4.72583333334,15.8226666667,11.0128333333
254.66,5.21182142856,14.3478333333,6.31366666667,5.1035,4.40366666667,5.00116666667,3.033,5.33683333333,16.2875,11.4901666667
255.03,5.05252380951,14.8265,6.36483333333,5.30916666666,5.0375,5.5505,3.2125,5.7465,16.169,11.6743333333
255.41,5.07901190477,14.4221666666,5.9375,4.7595,4.71166666666,6.01716666667,2.88133333334,5.1575,16.3005,11.6523333333
