wavelength,Back_TanCayf,Belly_TanCayf,Breast_TanCayf,Crissum_TanCayf,Crown_TanCayf,DorTail_TanCayf,Patch10_TanCayf,Patch11_TanCayf,Patch12_TanCayf,Rump_TanCayf,Throat_TanCayf,WingTip_TanCayf
568.75,32.1116666667,39.061,32.7118333333,33.3155,21.0138666666,15.2548333333,29.7348333333,17.8528333333,36.4352083333,35.297,26.5745833333,9.42375000002
569.09,32.05075,39.0276666667,32.6480833334,33.3245833333,21.0439833333,15.2190833333,29.7266666667,17.8375833334,36.3893333334,35.2226666667,26.5505833333,9.42391666669
569.43,31.9821666667,38.9705833333,32.54275,33.3279166667,21.1189833334,15.1909166667,29.6741666667,17.8069166667,36.3464166667,35.1239791667,26.5291666666,9.43033333332
569.77,31.9360833333,38.97625,32.5005,33.34725,21.21655,15.2165833333,29.6801666667,17.7964166666,36.3114166667,35.0975729167,26.5441666666,9.47658333332
570.11,31.8866666667,38.96275,32.4436666667,33.3619166667,21.2776333333,15.1995,29.6693333333,17.80025,36.2865,35.0621875,26.5378333334,9.514
570.45,31.84725,38.988,32.41425,33.3985833333,21.3502833333,15.1865,29.6605,17.7925,36.2761666667,35.03584375,26.5363333333,9.50091666666
570.79,31.78325,38.9716666667,32.35875,33.4050833333,21.40685,15.1546666667,29.6231666667,17.718,36.2059583334,34.97196875,26.4766666667,9.48158333335
571.13,31.726,38.9188333334,32.29575,33.4096666666,21.4447333333,15.1138333333,29.595,17.7140833333,36.1717083333,34.9200833333,26.44675,9.47633333333
571.47,31.6668333333,38.9021666667,32.2335833333,33.4195833333,21.4777833333,15.0804166667,29.5445,17.6759166667,36.135875,34.8601458333,26.4408333333,9.46733333335
571.81,31.6245,38.8765,32.18075,33.4563333333,21.50115,15.02625,29.52625,17.6325833333,36.0947083333,34.80475,26.3906666667,9.43483333332
572.15,31.59025,38.8765,32.1504166667,33.4704166667,21.5392,15.027,29.5018333333,17.58425,36.073125,34.7601354167,26.4011666667,9.43558333333
572.49,31.53625,38.86625,32.1203333333,33.48975,21.58415,15.0041666666,29.4715833333,17.5491666666,36.054875,34.6993229167,26.392,9.42441666666
572.83,31.452,38.7953333333,32.0428333334,33.4365833333,21.6093666667,14.9685833334,29.3741666667,17.495,35.995125,34.619125,26.3263333333,9.41733333333
573.17,31.4429166667,38.8579166667,32.0805833333,33.4793333333,21.68935,14.9854166666,29.4004166667,17.50525,36.0202916667,34.61165625,26.3635833334,9.44891666668
573.51,31.3665833333,38.7886666667,32.0161666667,33.4805833333,21.7244,14.96025,29.3199166667,17.4511666667,35.9623333333,34.49703125,26.3148333333,9.42058333333
573.85,31.2938333334,38.7383333333,31.9469166666,33.4643333333,21.7622333333,14.9233333333,29.2514166667,17.3920833334,35.8837916667,34.38225,26.2531666667,9.38733333333
574.19,31.2684166667,38.7424166667,31.9414166666,33.5083333334,21.84815,14.9273333333,29.2560833333,17.3810833333,35.86875,34.3127395834,26.2889166666,9.42566666666
574.53,31.16725,38.6659166666,31.87825,33.4938333333,21.8671,14.8838333333,29.18325,17.355,35.7861666667,34.2061354167,26.2706666667,9.44816666667
574.87,31.1289166666,38.7131666666,31.8841666667,33.5305833333,21.9720166667,14.9063333334,29.1521666667,17.35425,35.7762083333,34.1707395833,26.2991666667,9.48074999998
575.21,31.1174166667,38.73275,31.8978333333,33.5625833333,22.0651833333,14.9125833333,29.1479166667,17.359,35.764875,34.1740416666,26.3066666666,9.51150000001
575.55,31.037,38.7276666667,31.8686666667,33.53975,22.1271333333,14.9221666667,29.0995833333,17.341,35.7229583334,34.0940416666,26.3315,9.54600000001
575.89,30.9629166667,38.7280833333,31.8339166667,33.55225,22.2018,14.91075,29.0365833333,17.3605,35.652625,34.0465833334,26.3166666667,9.57499999999
576.22,30.9175,38.7015,31.7679166667,33.5553333333,22.2505,14.8976666667,28.97325,17.3340833333,35.6042916667,33.970125,26.2904166667,9.57833333333
576.56,30.85325,38.7130833333,31.7298333334,33.6014166667,22.3175666667,14.8933333333,28.9515833333,17.30875,35.5644583334,33.9160208333,26.34425,9.56633333333
576.90,30.7689166667,38.64625,31.6406666667,33.5939166667,22.3451666667,14.8613333333,28.8496666667,17.2691666667,35.4719166667,33.82834375,26.32125,9.55891666666
577.24,30.7551666667,38.72125,31.6415,33.6260833333,22.4379,14.8626666667,28.8370833333,17.2695833333,35.493875,33.8084791667,26.35275,9.58899999999
577.58,30.6951666667,38.76625,31.6311666667,33.6501666667,22.5235,14.864,28.8279166666,17.2498333333,35.492,33.7718958333,26.3778333333,9.61466666667
577.92,30.6466666667,38.7429166667,31.5675833333,33.6505,22.5719166667,14.8628333334,28.7720833333,17.2485833333,35.4678333334,33.72753125,26.3756666666,9.63091666665
578.26,30.6991666667,38.861,31.6516666667,33.8003333333,22.7655333333,14.9601666667,28.8270833334,17.3308333333,35.5863333333,33.7977395833,26.47075,9.72341666666
578.60,30.6256666667,38.8083333333,31.601,33.7963333333,22.79965,14.9278333333,28.7290833334,17.25925,35.5354166667,33.7105,26.4325,9.71983333333
578.94,30.5139166667,38.7765833333,31.5370833333,33.7900833333,22.83195,14.9046666667,28.649,17.2005,35.4542916667,33.614875,26.41575,9.72291666667
579.28,30.43875,38.731,31.4855,33.81475,22.8991666667,14.8680833333,28.55525,17.151,35.4087916666,33.54796875,26.3806666667,9.70875000001
579.61,30.3486666667,38.7040833333,31.4195,33.8228333333,22.9296,14.8105,28.50525,17.0558333333,35.3822083333,33.4427916667,26.3411666667,9.67508333334
579.95,30.2238333334,38.6549166667,31.3381666667,33.7840833333,22.9845,14.7225,28.4206666667,17.0056666667,35.318375,33.3748125,26.3036666667,9.66558333333
580.29,30.2203333334,38.6835833333,31.3345833334,33.8349166667,23.1029,14.7565,28.3944166667,17.0283333333,35.3185833333,33.34896875,26.30025,9.73191666667
580.63,30.2028333333,38.734,31.3939166667,33.9096666666,23.2617666667,14.7979166667,28.4065,17.0565,35.3678333333,33.3480625,26.36175,9.79208333332
580.97,30.114,38.6833333333,31.3413333333,33.9310833333,23.3294833333,14.755,28.35525,17.0171666667,35.3352083333,33.2933958333,26.3525833333,9.81366666668
581.31,30.0738333333,38.6671666667,31.31025,33.9564166667,23.3844166667,14.7715833333,28.2950833333,16.99675,35.3007083334,33.24353125,26.3486666667,9.84716666667
581.65,29.96075,38.647,31.2625833333,33.9485833333,23.4403833333,14.7334166667,28.1839166667,16.9071666666,35.2359583333,33.15796875,26.308,9.83958333333
581.98,29.8046666667,38.5338333334,31.1364166667,33.8555,23.3949333334,14.61025,28.0273333333,16.7583333333,35.1144583333,32.9965,26.1810833333,9.74824999999
582.32,29.736,38.5416666667,31.0889166667,33.8795,23.4503833334,14.5901666667,28.0334166666,16.7426666667,35.126625,32.9582916667,26.1869166667,9.76166666665
582.66,29.7545833333,38.581,31.1060833333,33.9455833333,23.5729166667,14.61075,28.0543333334,16.7771666667,35.1765416667,32.9399375,26.233,9.81041666667
583.00,29.7025,38.6848333333,31.0581666667,33.9745,23.6356333333,14.59275,28.0195,16.7518333333,35.1630833333,32.8906041667,26.2351666667,9.79325
583.34,29.6408333333,38.6805833333,31.0324166667,33.9958333333,23.7351,14.6044166667,27.9861666666,16.7758333333,35.168875,32.8328541667,26.24075,9.83983333335
583.68,29.6599166667,38.7450833333,31.0950833333,34.09175,23.8414,14.6498333333,27.9934166667,16.7840833333,35.2171666667,32.8258020833,26.2811666667,9.88791666665
584.01,29.5206666666,38.66925,31.03275,34.0541666667,23.8521833333,14.5518333333,27.8789166667,16.727,35.126375,32.7187916667,26.2284166667,9.85466666667
584.35,29.4218333333,38.6395,30.9520833333,34.0134166667,23.87685,14.48,27.77975,16.6174166667,35.0290416667,32.6091875,26.18,9.81483333333
584.69,29.31425,38.5730833333,30.93375,34.0144166667,23.92145,14.4751666667,27.7059166667,16.5906666667,34.9227083333,32.5318645833,26.1751666667,9.81616666668
585.03,29.1863333333,38.5256666667,30.8433333333,33.9671666667,23.9786833333,14.37675,27.6226666667,16.5280833333,34.831625,32.4149895833,26.1200833334,9.77275000001
585.37,29.1031666667,38.45675,30.7731666667,33.9444166666,24.0071333333,14.3074166666,27.5304166666,16.5003333333,34.78175,32.2968333334,26.04575,9.78625
585.70,29.0366666666,38.4838333333,30.7281666667,33.9418333333,24.1198333333,14.3045833334,27.4806666667,16.4953333333,34.7470833333,32.2496875,26.0428333333,9.79066666668
586.04,28.9489166667,38.4883333333,30.6994166667,33.9619166666,24.1796,14.23975,27.3804166666,16.4446666667,34.6965,32.1657708333,26.0070833333,9.75808333333
586.38,28.7509166667,38.3825833333,30.5701666666,33.8715833333,24.16335,14.1119166667,27.1918333334,16.3185,34.5569583333,32.015375,25.9170833333,9.67841666667
586.72,28.6760833333,38.2806666667,30.6000833333,33.9140833333,24.2764,14.1186666667,27.1664166667,16.29525,34.5371666667,31.97171875,25.9466666666,9.76058333333
587.06,28.61575,38.2540833333,30.5475,33.9164166667,24.2895333333,14.0260833333,27.07875,16.1796666667,34.5063333333,31.9089479167,25.8838333333,9.70475
587.39,28.5613333333,38.2929166667,30.53225,33.9754166667,24.4048666667,14.0419166666,27.0515833333,16.1355,34.506,31.88103125,25.9274166667,9.73241666667
587.73,28.57025,38.3165833334,30.5235833333,34.064,24.5305166667,14.0855833333,27.05625,16.13,34.5605,31.8817083333,25.9631666667,9.82983333333
588.07,28.5136666666,38.3355,30.5078333333,34.1145833333,24.6019666667,14.0769166667,27.01875,16.1341666667,34.6212916667,31.870875,25.9634166667,9.87424999999
588.41,28.527,38.3849166666,30.50875,34.1531666667,24.6953833333,14.056,26.99475,16.122,34.6700416667,31.8316666667,25.977,9.91825
588.74,28.5494166667,38.4488333333,30.57325,34.2335,24.8002833334,14.0864166667,26.99375,16.1551666667,34.7183333333,31.8833541667,26.0585833334,9.99191666667
589.08,28.4650833334,38.4076666667,30.5138333333,34.2255833334,24.837,14.02475,26.9385,16.10325,34.6457083333,31.8084166667,26.0175833333,9.93516666667
589.42,28.3998333333,38.4203333334,30.4804166667,34.2601666667,24.8345666667,14.0118333333,26.8663333333,16.0641666667,34.6019583333,31.75871875,26.0413333333,9.95833333334
589.76,28.4149166667,38.4206666666,30.5089166667,34.2851666666,24.9470333333,14.05075,26.8403333333,16.0925,34.6245833333,31.7496875,26.1093333333,10.0581666667
590.09,28.41625,38.42475,30.52875,34.3600833333,25.0828,14.0830833334,26.8465,16.09025,34.6677916667,31.7448020834,26.1604166667,10.1305833333
590.43,28.40125,38.5005,30.5168333334,34.3970833333,25.1438166667,14.0879166666,26.8195,16.1073333333,34.7038333333,31.7516458333,26.1555,10.151
590.77,28.34675,38.52475,30.5405833333,34.4506666667,25.2824333333,14.1435,26.8143333333,16.1650833333,34.6875,31.7153645833,26.2205,10.2505
591.11,28.2016666667,38.44625,30.4155833333,34.3401666666,25.2942166667,14.0395,26.6574166667,16.08675,34.559875,31.5682083333,26.138,10.2065
591.44,28.1070833333,38.4445,30.4094166666,34.3475833333,25.3767,13.9861666666,26.5834166667,16.0381666667,34.4974166667,31.4994375,26.1216666667,10.18225
591.78,28.0170833333,38.3946666667,30.3663333333,34.3269166667,25.3707666667,13.8903333333,26.4929166667,15.9228333333,34.3932916667,31.3698125,26.0295833334,10.1350833333
592.12,27.9074166667,38.3924166667,30.3159166667,34.3264166667,25.4023,13.82925,26.3879166667,15.86725,34.351,31.30425,25.9728333333,10.12325
592.46,27.734,38.2679166667,30.1891666667,34.2870833333,25.3984,13.7271666667,26.26,15.7329166667,34.2345416667,31.12471875,25.8724166667,10.0585
592.79,27.68375,38.2900833333,30.2045833333,34.3365,25.4952,13.7250833333,26.2041666666,15.6814166667,34.2382083334,31.1139166666,25.9103333333,10.0879166667
593.13,27.6154166667,38.2663333333,30.1669166667,34.3024166667,25.5661,13.6636666666,26.1464166666,15.6145,34.1872916666,31.0217708334,25.8735833333,10.0766666667
593.47,27.5085833333,38.21375,30.1125833333,34.2778333334,25.6304166667,13.6148333333,26.05375,15.5243333333,34.127625,30.94115625,25.81025,10.051
593.80,27.46725,38.2641666666,30.08775,34.3233333333,25.7039166667,13.618,26.0205833333,15.52575,34.1475,30.8711354166,25.7993333333,10.0865
594.14,27.3788333333,38.2139166667,30.0304166667,34.2994166667,25.7588166667,13.5394166667,25.93075,15.4350833333,34.055625,30.7593541666,25.76675,10.0698333333
594.48,27.2880833333,38.1749166666,29.9573333333,34.2600833333,25.7760833333,13.5095833334,25.834,15.3598333333,33.9899583334,30.6810625,25.7101666667,10.0299166667
594.81,27.2015,38.1635833333,29.9585,34.2721666667,25.8404833333,13.4770833333,25.7485833333,15.2795833333,33.950125,30.6063125,25.6620833333,10.0065833333
595.15,27.1380833334,38.1660833333,29.92575,34.273,25.8707333333,13.4230833333,25.6510833333,15.22025,33.907125,30.5392395833,25.6621666667,9.97816666667
595.49,27.0300833333,38.09125,29.8773333333,34.2605,25.9322333333,13.40175,25.5544166667,15.2075,33.8734166667,30.4688541666,25.645,10.005
595.82,26.9574166667,38.0858333333,29.8679166667,34.267,26.0086833333,13.3690833333,25.5040833333,15.1446666667,33.8149166666,30.4070833333,25.6395833333,9.97866666668
596.16,26.9171666667,38.1145,29.8873333333,34.291,26.0864,13.3829166667,25.4475,15.1470833334,33.8322083333,30.3708125,25.67125,10.03275
596.50,26.8309166667,38.1614166667,29.8776666667,34.3181666667,26.1684166667,13.3835,25.4080833333,15.1240833333,33.84775,30.2936145833,25.6591666667,10.0625
596.83,26.7473333333,38.1425,29.844,34.3061666667,26.21195,13.3731666667,25.3103333333,15.0749166667,33.8119166667,30.223625,25.6341666667,10.0635833333
597.17,26.7045833333,38.197,29.8825,34.37625,26.2876,13.3785833333,25.3106666667,15.08125,33.7814166667,30.1916666667,25.6635833333,10.0874166667
597.51,26.62525,38.1709166667,29.87275,34.3973333333,26.322,13.3349166666,25.2364166667,15.0414166667,33.757125,30.1512604167,25.6630833333,10.0719166667
597.84,26.5016666666,38.105,29.8055,34.38175,26.3320666667,13.29925,25.1206666667,14.9705,33.70475,30.0470208333,25.6479166667,10.0389166667
598.18,26.4528333333,38.1209166667,29.7749166667,34.3749166667,26.38635,13.2305,25.018,14.8965833333,33.679125,29.9524583334,25.6591666667,10.0335833333
598.52,26.4479166667,38.1328333333,29.8011666667,34.4529166667,26.44605,13.2841666667,25.0274166667,14.96475,33.7264583333,29.9704270833,25.7350833334,10.11975
598.85,26.372,38.1061666667,29.7776666666,34.4645833333,26.5155833333,13.2849166667,24.9765833333,14.9586666667,33.751625,29.9180729167,25.727,10.1695
599.19,26.3543333333,38.1791666666,29.75725,34.5028333333,26.6554166667,13.294,24.9540833333,14.948,33.7347916667,29.8623645834,25.7935833333,10.2073333333
599.53,26.2531666667,38.18325,29.7120833334,34.5103333333,26.7210833334,13.2890833333,24.8555833333,14.93425,33.7306666667,29.8170104167,25.8131666667,10.2456666667
599.86,26.2025,38.2038333333,29.694,34.5335,26.7949,13.2926666667,24.7994166667,14.9006666667,33.7077083333,29.7939166667,25.8055833333,10.2669166666
600.20,26.1189166667,38.10875,29.6144166667,34.4869166667,26.79305,13.23575,24.6479166667,14.8620833333,33.59525,29.713,25.7535833333,10.253
600.53,26.0821666667,38.1000833333,29.6179166667,34.561,26.89065,13.21725,24.6024166667,14.8815,33.6191666667,29.6838958333,25.8176666666,10.30775
600.87,25.9420833333,37.99925,29.48225,34.4461666667,26.9084166667,13.1199166667,24.43725,14.7865,33.562,29.5463020833,25.7218333333,10.2864166667
601.21,25.8186666667,37.9508333333,29.3996666667,34.3344166667,26.9413666667,13.0575,24.3113333333,14.6755833333,33.4364166667,29.4206458334,25.6393333333,10.2695
601.54,25.7745,37.9959166667,29.4118333333,34.3146666667,27.0166833333,13.0091666667,24.23775,14.661,33.4086666666,29.3598958333,25.62125,10.2665833334
601.88,25.6621666667,37.9480833333,29.3631666666,34.33325,27.0636333333,12.9856666667,24.1630833333,14.6230833333,33.3910833333,29.3071979167,25.5853333333,10.27425
602.21,25.6529166667,38.0203333333,29.4123333333,34.3990833333,27.2181333333,12.9773333333,24.11875,14.5885,33.417125,29.2886875,25.6185833333,10.3331666667
602.55,25.57725,38.0294166667,29.3526666667,34.3910833333,27.2689666667,12.9318333333,24.0175,14.52375,33.3803333334,29.2077291667,25.5895,10.3011666667
602.88,25.46825,38.0555833333,29.3259166667,34.38675,27.2867,12.8855,23.92775,14.4663333334,33.338875,29.1558541667,25.5329166667,10.2766666667
603.22,25.3778333333,37.9614166667,29.2633333334,34.342,27.3049833333,12.8626666667,23.8299166667,14.4181666667,33.2909166667,29.0367395833,25.4603333333,10.2630833333
603.56,25.3856666667,37.9991666666,29.2693333333,34.40575,27.42265,12.8798333333,23.7955833333,14.4131666666,33.3406666667,29.0338020833,25.5005,10.3163333333
603.89,25.38075,38.0656666667,29.31125,34.4676666667,27.5521166667,12.8953333334,23.78925,14.4120833333,33.3789583333,29.0278020834,25.5574166667,10.3583333333
604.23,25.3514166667,38.1269166667,29.3104166667,34.4883333333,27.6447166667,12.9066666667,23.7598333333,14.3830833334,33.379875,28.9984895833,25.539,10.3886666666
604.56,25.3061666667,38.1485,29.3255,34.5255,27.6781833333,12.90675,23.67975,14.34925,33.3574583333,28.981875,25.5361666667,10.39375
604.90,25.2638333333,38.1710833333,29.3573333333,34.59925,27.7561,12.9198333333,23.6315,14.3655,33.4033333333,28.9753125,25.5624166667,10.4180833333
605.23,25.23325,38.1778333333,29.3480833334,34.6668333333,27.82945,12.9239166667,23.576,14.3371666666,33.4106666667,28.9545833333,25.5495,10.4596666667
605.57,25.2194166667,38.2311666667,29.4373333333,34.7264166667,27.9768833333,12.9725,23.5456666667,14.3644166667,33.4340833333,28.9622291667,25.6141666667,10.5196666667
605.90,25.1095,38.1593333333,29.3634166667,34.70225,28.0013333333,12.9181666667,23.40925,14.30775,33.3849583333,28.84728125,25.5643333333,10.47525
606.24,25.0629166667,38.1828333333,29.4055,34.7309166667,28.1064333333,12.92975,23.3603333333,14.3199166667,33.3714166666,28.81821875,25.5923333333,10.5264166667
606.58,25.0170833333,38.1275,29.4349166667,34.757,28.2115166667,12.9190833334,23.2826666667,14.317,33.3894583333,28.767,25.63125,10.5404166666
606.91,24.9588333333,38.1719166667,29.431,34.7621666667,28.2934,12.89525,23.1839166666,14.2755833333,33.3859166667,28.7152916667,25.648,10.55375
607.25,24.7750833334,38.1213333333,29.3559166666,34.7096666667,28.2924,12.8015833333,23.0319166667,14.17575,33.3094583334,28.57978125,25.5723333333,10.45525
607.58,24.6851666666,38.08725,29.3138333333,34.7055833333,28.3469,12.7735,22.947,14.13475,33.2949166667,28.53271875,25.55925,10.4665
607.92,24.5860833333,38.03175,29.2680833333,34.69675,28.4021166667,12.7256666666,22.8515,14.1076666667,33.259,28.4642604167,25.5659166667,10.4613333333
608.25,24.47275,37.9869166667,29.1920833333,34.65675,28.4458666666,12.6515833334,22.7315833333,14.0305833333,33.2002916667,28.3651875,25.5448333333,10.41525
608.59,24.379,37.9646666667,29.1226666667,34.6425,28.5111666666,12.5773333333,22.6061666667,13.9740833333,33.1602083333,28.2924166667,25.49375,10.4074166667
608.92,24.2764166667,37.9001666667,29.0839166667,34.6425833333,28.5650166667,12.5565833333,22.5298333333,13.9315833333,33.127,28.23153125,25.4769166667,10.4198333333
609.26,24.2353333333,37.93775,29.0433333333,34.6960833333,28.6453333333,12.50775,22.4759166667,13.9165833334,33.1102916666,28.200625,25.4830833333,10.4475833333
609.59,24.1139166667,37.9085833334,28.9896666667,34.6745833333,28.6722666667,12.4725833333,22.3888333334,13.8720833333,33.0127916667,28.1498541667,25.43775,10.4370833333
609.93,24.03775,37.8543333333,28.9115833334,34.6460833333,28.6991333333,12.4335,22.2914166667,13.79275,32.9494583333,28.07325,25.42525,10.4316666667
610.26,23.9925,37.9025833333,28.8855,34.6736666666,28.7324666667,12.4459166666,22.2223333333,13.7796666666,32.9122083333,28.0503958333,25.4199166666,10.4605833333
610.60,23.9701666667,37.8991666667,28.8776666667,34.7216666667,28.8256666667,12.4264166667,22.18725,13.7863333334,32.8811666667,28.0258958333,25.4175833333,10.4728333333
610.93,24.01975,37.9485833334,28.9403333333,34.8155,28.976,12.4628333333,22.1630833333,13.8469166666,32.8832916667,28.0437708333,25.4719166667,10.5984166667
611.27,24.01375,37.9701666667,28.93675,34.8563333333,29.0723666666,12.433,22.10025,13.8354166667,32.8544166667,28.0000520833,25.5053333333,10.6408333333
611.60,23.9523333333,37.9539166667,28.9499166667,34.8910833333,29.1223,12.4295833333,22.00825,13.8063333333,32.8259166667,27.9627916667,25.4845,10.6599166667
611.93,23.937,38.0326666667,29.0044166667,34.9618333333,29.2506833333,12.5138333333,22.0255833333,13.8825,32.8402083333,27.96928125,25.5370833333,10.7663333333
612.27,23.9551666667,38.0410833333,29.0716666666,35.0143333334,29.3328,12.5573333333,22.0370833333,13.92775,32.8194166666,27.9535,25.6020833333,10.8411666667
612.60,23.9583333333,38.1110833333,29.0880833333,35.0505,29.4260833333,12.5971666667,21.99325,13.9658333333,32.8047083333,27.8955729167,25.6261666667,10.8805
612.94,23.8589166667,38.0190833333,29.02925,35.0056666667,29.4033833333,12.5668333333,21.87775,13.889,32.72075,27.7872395833,25.5470833333,10.8199166667
613.27,23.8746666667,38.0000833333,29.00325,34.98375,29.4217833333,12.5510833333,21.8195,13.8453333334,32.705375,27.743,25.5541666667,10.83325
613.61,23.8126666667,38.009,29.0021666667,35.0263333333,29.49675,12.5476666667,21.7736666666,13.83725,32.6752916666,27.7148541666,25.5419166667,10.8414166667
613.94,23.7826666667,38.0506666667,29.0263333333,35.0911666666,29.6233333333,12.5246666666,21.7434166666,13.8088333333,32.737875,27.6946979167,25.5650833333,10.8663333333
614.28,23.7080833333,38.0575833333,28.9945,35.10425,29.667,12.4588333334,21.6606666667,13.7274166667,32.6920833333,27.6328125,25.6105833333,10.8531666667
614.61,23.5603333334,37.9395833334,28.9164166667,34.98275,29.6237166667,12.3745833333,21.5225833333,13.6430833333,32.6006666667,27.4823125,25.55925,10.7735833334
614.94,23.4900833333,37.9186666667,28.9181666667,34.9944166666,29.6415333333,12.4236666666,21.4541666666,13.6233333333,32.5480833334,27.4418125,25.5489166667,10.7806666667
615.28,23.3743333334,37.90375,28.8590833333,34.9358333333,29.6768833333,12.3618333333,21.3364166667,13.534,32.4990833333,27.3359791666,25.52225,10.7285833333
615.61,23.25175,37.7840833333,28.7243333333,34.8885,29.6347333333,12.1839166667,21.1575833334,13.3245,32.420375,27.20765625,25.3860833333,10.6100833333
615.95,23.1339166667,37.8189166666,28.6388333333,34.8901666667,29.6898,12.1019166667,21.03375,13.1948333333,32.3909583333,27.1285,25.3458333334,10.5551666667
616.28,23.0620833333,37.8259166667,28.63025,34.895,29.73995,12.0165,20.926,13.11425,32.4149166667,27.1194895834,25.3504166667,10.592
616.61,23.0671666666,37.8730833333,28.6685,34.9153333333,29.8044,11.9835833333,20.87975,13.1019166667,32.5009583333,27.119875,25.3565833333,10.64
616.95,23.02875,38.001,28.7613333333,35.0513333333,30.0088166666,11.9965833333,20.8899166666,13.1445833333,32.575375,27.1423229167,25.3980833334,10.7168333333
617.28,22.9716666667,38.0476666667,28.7771666667,35.0584166666,30.0671666666,11.9834166667,20.8361666667,13.13775,32.6280416667,27.0844375,25.4155,10.74075
617.62,22.9214166666,38.0051666667,28.7520833334,35.0239166667,30.1322166667,11.9765833333,20.7884166667,13.09775,32.5897083333,27.04890625,25.375,10.7899166667
617.95,22.88475,37.9859166666,28.779,35.04675,30.1924833333,12.0016666667,20.742,13.10375,32.644375,27.0381041667,25.35675,10.8380833333
618.28,22.8281666667,38.011,28.7085833333,35.102,30.2466,11.9475,20.69375,13.0250833333,32.6535,27.0280833333,25.3601666666,10.8439166666
618.62,22.72625,38.015,28.7016666667,35.0739166666,30.3216166667,11.8403333333,20.62225,12.94425,32.7062083333,26.9674270833,25.3253333333,10.78875
618.95,22.77725,38.1211666667,28.7885,35.1895833334,30.46395,11.87475,20.6789166667,13.0120833333,32.7796666667,27.04253125,25.4015833333,10.8689166667
619.28,22.8004166667,38.1891666666,28.8410833333,35.3299166666,30.6092,11.9344166666,20.71,13.0954166667,32.8634166666,27.0811354167,25.4606666667,10.9785833334
619.62,22.78375,38.1643333333,28.8638333333,35.3266666667,30.6472166666,11.9485833333,20.6976666667,13.11325,32.8345416667,27.0414375,25.4790833333,10.9594166667
619.95,22.7419166666,38.1851666667,28.8863333333,35.3753333333,30.7583333333,11.9481666666,20.6981666667,13.10475,32.8734166667,27.0113125,25.5143333333,10.9411666667
620.28,22.5711666667,38.1539166667,28.7595,35.3158333333,30.7852666666,11.9029166667,20.615,12.9895833333,32.735125,26.8830416667,25.4701666667,10.9140833333
620.62,22.456,38.0266666667,28.5938333333,35.22275,30.6976666667,11.8445833333,20.4556666667,12.89675,32.6995416667,26.7883229167,25.3910833334,10.8491666667
620.95,22.43575,37.9375,28.5360833333,35.20125,30.6807166667,11.8476666667,20.348,12.85475,32.6355833333,26.7321875,25.3405833333,10.8465833333
621.28,22.3234166667,37.8945,28.4578333333,35.1460833333,30.6421833333,11.7901666667,20.2244166667,12.7645,32.5538333333,26.6566666667,25.2895,10.80475
621.62,22.2254166666,37.926,28.4294166666,35.1410833333,30.7316333334,11.7839166667,20.1576666667,12.7336666667,32.4860833334,26.6153541667,25.28775,10.8291666667
621.95,22.19325,37.9735833333,28.4779166667,35.1486666667,30.8083166667,11.784,20.107,12.6988333333,32.4760416667,26.5925104167,25.2454166667,10.8479166667
622.28,22.1245833333,37.9240833333,28.405,35.1589166667,30.8031833333,11.7815833333,20.0068333333,12.7038333333,32.4052916667,26.5274583334,25.2165,10.8773333333
622.62,22.0379166667,37.81875,28.3296666667,35.11025,30.8241166667,11.73825,19.88125,12.6315,32.3695,26.432625,25.1705833333,10.8783333333
622.95,22.0045,37.8124166667,28.3418333333,35.0840833333,30.8861333333,11.77125,19.8339166666,12.63425,32.3437916667,26.4169583333,25.2270833333,10.9028333333
623.28,21.9821666667,37.8448333333,28.3178333334,35.1159166667,30.927,11.7624166667,19.7235,12.6001666667,32.3695833334,26.41046875,25.2116666667,10.9505833333
623.62,21.97,37.8619166667,28.279,35.1083333333,30.9430666667,11.8025833333,19.6621666667,12.609,32.3403333333,26.45434375,25.2535,11.0426666667
623.95,22.0533333333,37.9283333333,28.40975,35.2054166667,31.1231333333,11.8873333333,19.67025,12.7130833333,32.472,26.5628020834,25.3633333333,11.1706666667
624.28,22.003,37.9454166667,28.4620833333,35.2120833334,31.2299,11.8490833333,19.618,12.6665,32.4167083333,26.5307604167,25.3915833333,11.2021666667
624.62,21.9881666667,38.0584166667,28.5485,35.3054166667,31.39375,11.829,19.6339166667,12.686,32.4739583333,26.542,25.4384166667,11.24775
624.95,21.952,38.03025,28.5495833334,35.337,31.4357833333,11.8099166667,19.5565833333,12.6751666667,32.4460833333,26.4608333333,25.4225,11.2276666667
625.28,21.9031666667,37.9818333333,28.52175,35.3546666667,31.44665,11.8026666666,19.5076666667,12.6320833333,32.4698333333,26.4346666667,25.3894166667,11.224
625.61,21.8593333333,37.9375833333,28.4879166667,35.3255,31.4796666667,11.8126666667,19.4525833333,12.61975,32.4085833333,26.4011354167,25.3825833333,11.2604166667
625.95,21.822,38.00475,28.516,35.3278333334,31.5501,11.796,19.4485,12.5813333333,32.4259166667,26.4088333333,25.4131666666,11.2531666667
626.28,21.7856666667,38.0619166666,28.53125,35.3720833333,31.6132166667,11.7725833333,19.4326666667,12.5521666667,32.42575,26.3944270833,25.4356666667,11.278
626.61,21.7243333333,38.0931666666,28.4991666667,35.3478333333,31.6366,11.7149166667,19.36275,12.49425,32.3887916667,26.32453125,25.4,11.2333333333
