wavelength,Back_ChlPhom,Belly_ChlPhom,Breast_ChlPhom,Crissum_ChlPhom,Crown_ChlPhom,DorTail_ChlPhom,Patch10_ChlPhom,Patch11_ChlPhom,Patch12_ChlPhom,Rump_ChlPhom,Throat_ChlPhom,WingTip_ChlPhom
577.92,9.63577777777,20.6518888889,22.2551111111,20.8874444444,9.94666666666,8.96422222221,18.8781111111,19.6444444444,11.756,15.6905308642,18.4377777778,7.82055555556
578.26,9.54344444445,20.4018888889,21.9743333333,20.6748888889,9.82533333334,8.93833333332,18.863,19.6226666667,11.7797777778,15.5507037037,18.2435555555,7.81077777778
578.60,9.37866666668,20.1186666667,21.6696666667,20.4544444445,9.69144444445,8.84166666668,18.827,19.6041111111,11.7724444444,15.3878271605,18.028,7.76622222222
578.94,9.18844444443,19.7605555555,21.2843333334,20.1485555555,9.48355555556,8.7498888889,18.7614444444,19.5275555555,11.7292222222,15.1568765432,17.8012222222,7.67
579.28,9.01622222221,19.4404444444,20.8957777778,19.8457777778,9.301,8.642,18.6745555556,19.4088888889,11.7001111111,14.9397530864,17.5055555555,7.64511111111
579.61,8.96833333334,19.2157777778,20.6262222222,19.701,9.20622222222,8.62244444446,18.7203333334,19.4375555555,11.7667777778,14.8395925926,17.3658888889,7.70077777778
579.95,8.94266666665,19.0114444445,20.3873333334,19.524,9.14155555556,8.6861111111,18.7554444445,19.4651111111,11.8465555556,14.7575432099,17.19,7.74877777778
580.29,8.84677777779,18.7532222222,20.1088888889,19.3024444444,8.99533333333,8.64755555555,18.7694444445,19.4511111111,11.8774444445,14.6221358025,16.9783333333,7.72111111111
580.63,8.68544444445,18.4874444445,19.7677777778,18.99,8.815,8.53322222222,18.6411111111,19.3474444444,11.8494444445,14.4085308642,16.671,7.675
580.97,8.57011111112,18.2141111111,19.4285555556,18.7616666667,8.67711111111,8.46155555556,18.5748888889,19.2727777778,11.8501111111,14.200382716,16.4176666666,7.61933333333
581.31,8.50777777777,17.997,19.1651111111,18.5475555556,8.57655555556,8.44844444445,18.5368888889,19.2812222222,11.8507777778,14.0843333333,16.2026666667,7.61266666667
581.65,8.46544444445,17.8082222222,18.922,18.3843333333,8.50777777778,8.44255555557,18.5817777778,19.3288888889,11.9283333333,14.0105802469,16.0423333333,7.68022222222
581.98,8.41544444444,17.5786666667,18.6434444445,18.2068888889,8.422,8.44533333334,18.6306666666,19.3503333333,12.0003333333,13.9389506173,15.8705555556,7.739
582.32,8.36944444444,17.4262222222,18.4081111111,17.9835555556,8.387,8.48788888889,18.6773333334,19.3841111111,12.0628888889,13.8653580247,15.7277777778,7.80622222222
582.66,8.37644444444,17.2844444444,18.2545555556,17.8573333333,8.37922222222,8.50244444443,18.7367777778,19.447,12.1394444444,13.8275802469,15.5717777778,7.88755555556
583.00,8.31433333333,17.0937777778,18.0861111111,17.6884444444,8.30311111111,8.49588888889,18.7383333333,19.463,12.167,13.7313950617,15.403,7.87033333333
583.34,8.20355555556,16.8874444444,17.8473333333,17.4738888889,8.23422222222,8.41966666667,18.7041111111,19.4604444444,12.1855555556,13.5795802469,15.1704444444,7.87044444445
583.68,8.11633333333,16.671,17.6041111111,17.2783333334,8.12044444445,8.352,18.6984444445,19.4155555556,12.1973333333,13.4656172839,15.0128888889,7.89388888889
584.01,8.01866666667,16.461,17.3672222222,17.0752222222,8.08933333333,8.29577777778,18.6775555556,19.4221111111,12.2146666666,13.3609012346,14.8298888889,7.94222222222
584.35,8.00377777778,16.2986666667,17.1817777778,16.9438888889,8.05866666667,8.32522222222,18.7581111111,19.5053333334,12.2848888889,13.3313703703,14.7467777778,7.997
584.69,7.98377777778,16.1827777778,17.0548888889,16.8214444444,8.06111111111,8.35288888889,18.831,19.6324444445,12.36,13.3633703704,14.6585555555,8.142
585.03,7.93077777778,16.0684444445,16.8456666667,16.6782222222,8.032,8.32622222222,18.8775555556,19.6373333333,12.4087777778,13.283691358,14.5312222222,8.21511111111
585.37,7.93422222222,15.937,16.7572222222,16.5825555556,8.01511111111,8.35411111111,18.9415555556,19.7166666667,12.4727777778,13.2465925926,14.4618888889,8.32033333333
585.70,7.78422222222,15.7446666667,16.5487777778,16.365,7.95211111111,8.26355555556,18.8796666667,19.6438888889,12.4472222222,13.0640617284,14.2925555555,8.31755555556
586.04,7.73022222222,15.558,16.3735555556,16.2188888889,7.87677777778,8.19855555555,18.8743333333,19.6085555556,12.4788888889,12.9810493827,14.1112222222,8.35533333333
586.38,7.66977777778,15.412,16.1587777778,16.0644444445,7.82233333333,8.199,18.8587777778,19.631,12.5221111111,12.8899259259,13.9943333333,8.398
586.72,7.63122222222,15.3223333333,15.9814444444,15.9566666667,7.75122222222,8.187,18.9218888889,19.673,12.5928888889,12.8176419753,13.9082222222,8.42077777778
587.06,7.52933333333,15.1364444445,15.7414444444,15.7312222222,7.62744444444,8.10711111111,18.9164444445,19.6102222222,12.5591111111,12.7061234568,13.7322222222,8.43488888889
587.39,7.442,14.9592222222,15.5388888889,15.5478888889,7.58711111111,8.066,18.9211111111,19.5882222222,12.5628888889,12.6091975309,13.5662222222,8.40044444444
587.73,7.37966666666,14.8093333333,15.3524444445,15.4003333333,7.51111111111,7.96933333333,18.9288888889,19.5486666667,12.5651111111,12.519654321,13.3932222222,8.395
588.07,7.26655555556,14.631,15.1172222222,15.2255555556,7.40966666667,7.859,18.8748888889,19.4833333333,12.5522222222,12.3822962963,13.1773333333,8.31988888889
588.41,7.20077777778,14.4482222222,14.9162222222,15.0684444444,7.30844444444,7.80266666667,18.8265555555,19.4165555555,12.528,12.2522469136,13.0332222222,8.25333333333
588.74,7.16211111111,14.3213333333,14.7871111111,14.9452222222,7.23866666667,7.78955555556,18.8313333333,19.4331111111,12.5555555556,12.2346790124,12.922,8.29288888889
589.08,7.07722222222,14.1648888889,14.5437777778,14.7595555556,7.14077777778,7.71933333333,18.7848888889,19.365,12.5613333333,12.1232716049,12.7462222222,8.25644444445
589.42,7.10511111111,14.093,14.4331111111,14.6497777778,7.11188888889,7.74255555555,18.832,19.4496666667,12.6237777778,12.1400123457,12.6363333333,8.27733333333
589.76,7.03288888889,13.9282222222,14.2665555556,14.5188888889,7.052,7.73088888889,18.8175555556,19.4091111111,12.6243333333,12.0720740741,12.4898888889,8.28644444444
590.09,6.95233333333,13.7638888889,14.0935555555,14.3908888889,6.94255555555,7.649,18.8214444445,19.3621111111,12.6112222222,11.9962839506,12.3494444444,8.24188888889
590.43,6.84811111111,13.5658888889,13.9001111111,14.2023333333,6.88288888889,7.59177777778,18.7278888889,19.2883333333,12.5965555555,11.8990123457,12.2033333333,8.24444444444
590.77,6.83411111111,13.4971111111,13.7892222222,14.1557777778,6.83922222222,7.61244444444,18.7495555556,19.3225555556,12.6616666667,11.8985308642,12.1362222222,8.22355555556
591.11,6.80777777778,13.4102222222,13.6757777778,14.0548888889,6.774,7.57822222222,18.7167777778,19.2964444445,12.6846666667,11.8527037037,12.0154444444,8.28244444444
591.44,6.71044444445,13.2695555555,13.4972222222,13.9055555555,6.66366666667,7.577,18.6552222222,19.235,12.6691111111,11.7441604938,11.9005555556,8.23555555555
591.78,6.70555555555,13.1831111111,13.4043333333,13.8102222222,6.62966666667,7.58755555555,18.6893333333,19.2667777778,12.7154444444,11.708037037,11.8554444445,8.31577777778
592.12,6.64977777778,13.0573333333,13.2305555556,13.655,6.54022222222,7.55155555555,18.6762222222,19.2753333333,12.7288888889,11.614691358,11.712,8.31977777778
592.46,6.57988888889,12.8806666667,13.0705555555,13.496,6.46822222222,7.49144444445,18.6825555555,19.2266666667,12.7407777778,11.477654321,11.5717777778,8.273
592.79,6.52788888889,12.7874444445,12.9614444444,13.4036666667,6.43355555556,7.45344444444,18.7167777778,19.2785555556,12.7357777778,11.4323703704,11.51,8.27333333333
593.13,6.418,12.5944444444,12.7553333333,13.2208888889,6.28233333333,7.34144444445,18.6297777778,19.1692222222,12.6781111111,11.2811851852,11.3676666667,8.21022222222
593.47,6.345,12.4893333333,12.5872222222,13.0533333333,6.17355555556,7.28444444444,18.5358888889,19.1642222222,12.6228888889,11.1496790123,11.2285555556,8.13944444445
593.80,6.34077777778,12.4362222222,12.4903333333,12.9427777778,6.15166666667,7.30511111111,18.6151111111,19.2201111111,12.6953333333,11.1215679012,11.1358888889,8.17055555556
594.14,6.30522222222,12.3232222222,12.3578888889,12.8172222222,6.09377777778,7.24111111111,18.6945555556,19.3045555556,12.7338888889,11.0571851852,11.0443333333,8.20144444445
594.48,6.25533333333,12.1808888889,12.2125555555,12.6484444444,6.03633333333,7.196,18.6601111111,19.279,12.6984444444,10.9276666666,10.9265555556,8.20355555555
594.81,6.17144444445,12.0168888889,12.0421111111,12.4774444444,5.91277777778,7.12533333333,18.6741111111,19.335,12.6618888889,10.8048024691,10.8206666667,8.14466666667
595.15,6.12211111111,11.8975555556,11.9223333333,12.3095555556,5.84644444444,7.06288888889,18.6465555556,19.3414444444,12.6635555556,10.7281358025,10.6952222222,8.15333333333
595.49,6.059,11.7988888889,11.7908888889,12.2268888889,5.79255555555,7.01288888889,18.6445555556,19.3461111111,12.6527777778,10.6535185185,10.5857777778,8.12155555556
595.82,5.99811111111,11.6927777778,11.6708888889,12.0965555556,5.74477777778,6.96166666667,18.6603333333,19.3497777778,12.6533333333,10.572382716,10.5142222222,8.12377777778
596.16,5.94544444445,11.6448888889,11.5842222222,12.0012222222,5.70777777778,6.95911111111,18.629,19.3664444444,12.659,10.5396666666,10.457,8.10877777778
596.50,5.87255555555,11.5254444445,11.472,11.8875555555,5.63555555556,6.90866666667,18.5763333333,19.2805555556,12.6635555556,10.4540987654,10.3468888889,8.05711111111
596.83,5.87022222222,11.5096666667,11.4204444444,11.8698888889,5.66166666667,6.95033333333,18.6597777778,19.3143333333,12.7275555556,10.4575679012,10.3186666667,8.10444444444
597.17,5.88555555556,11.4774444444,11.3932222222,11.8385555556,5.68444444445,6.96955555555,18.735,19.3744444445,12.8525555555,10.471037037,10.3327777778,8.15133333333
597.51,5.82455555556,11.3541111111,11.313,11.7177777778,5.64044444444,6.93033333333,18.6187777778,19.3001111111,12.8212222222,10.4053209877,10.2822222222,8.151
597.84,5.855,11.3246666667,11.27,11.6992222222,5.64811111111,6.959,18.617,19.2826666667,12.8394444444,10.4149382716,10.2558888889,8.18066666667
598.18,5.86722222222,11.3006666667,11.2692222222,11.7001111111,5.70055555556,7.03388888889,18.6331111111,19.326,12.9401111111,10.4544320988,10.2665555555,8.277
598.52,5.85344444445,11.2633333334,11.1984444444,11.6587777778,5.69688888889,7.03455555555,18.6066666667,19.2293333333,12.9892222222,10.407654321,10.2001111111,8.30222222222
598.85,5.87577777778,11.2151111111,11.175,11.6642222222,5.71444444444,7.06955555556,18.6417777778,19.2504444444,13.0598888889,10.4029012346,10.184,8.34833333333
599.19,5.87544444444,11.1504444444,11.1238888889,11.5786666667,5.70311111111,7.09055555555,18.6416666667,19.251,13.0945555555,10.4048271605,10.1742222222,8.35744444444
599.53,5.82766666667,11.0808888889,11.0635555556,11.5458888889,5.65855555555,7.09266666667,18.6303333333,19.2396666667,13.1584444444,10.3924814815,10.1366666667,8.34588888889
599.86,5.79022222222,10.9631111111,10.9217777778,11.429,5.60433333333,7.03033333333,18.5976666667,19.1873333333,13.1302222222,10.2968641975,10.0363333333,8.34766666667
600.20,5.80166666667,10.8963333333,10.8185555556,11.3384444444,5.59211111111,7.02155555556,18.5704444444,19.1988888889,13.1482222222,10.2529012346,9.97833333334,8.35377777778
600.53,5.709,10.7411111111,10.6687777778,11.202,5.47022222222,6.90944444444,18.4453333333,19.1521111111,13.1296666667,10.1604444444,9.85099999999,8.28411111111
600.87,5.60188888889,10.5707777778,10.4723333333,11.0211111111,5.35333333333,6.79544444444,18.3632222222,19.0515555556,13.0118888889,10.0387037037,9.67544444446,8.20255555556
601.21,5.53788888889,10.4606666667,10.3528888889,10.9222222222,5.27644444444,6.73644444445,18.4144444444,19.0596666666,13.0405555556,9.95404938272,9.56522222221,8.19588888889
601.54,5.47866666667,10.3375555556,10.231,10.799,5.19566666666,6.71244444445,18.3862222222,19.0618888889,13.0088888889,9.87024691359,9.46933333333,8.159
601.88,5.37955555555,10.1806666667,10.0315555556,10.62,5.04566666667,6.59722222222,18.3421111111,19.024,12.9233333333,9.72656790122,9.31333333334,8.08277777778
602.21,5.38211111111,10.0911111111,9.97799999999,10.5345555556,5.03544444444,6.61366666667,18.3802222222,19.098,12.9073333333,9.71437037038,9.27077777779,8.08988888889
602.55,5.28744444444,9.96477777777,9.79111111111,10.3613333333,4.90288888889,6.51855555555,18.3024444444,19.0596666666,12.8202222222,9.57907407408,9.10544444446,7.98688888889
602.88,5.27555555556,9.90233333332,9.74299999999,10.2864444444,4.87055555556,6.501,18.2951111111,19.061,12.8497777778,9.51679012345,9.03544444445,7.98833333333
603.22,5.26933333333,9.81922222223,9.66077777778,10.1755555556,4.85311111111,6.469,18.2631111111,19.0505555556,12.788,9.45964197531,8.96533333332,7.98755555556
603.56,5.24455555555,9.74844444445,9.574,10.0883333333,4.80177777778,6.45144444445,18.2204444445,19.0106666667,12.7608888889,9.3987037037,8.89977777777,7.95088888889
603.89,5.236,9.69877777777,9.553,10.0281111111,4.79644444445,6.50633333333,18.2567777778,19.0168888889,12.7662222222,9.38917283952,8.86922222222,7.98288888889
604.23,5.22355555555,9.62844444443,9.50511111111,9.955,4.76844444444,6.51366666666,18.2751111111,19.0263333333,12.7635555555,9.34190123456,8.81633333332,8.01922222222
604.56,5.26011111111,9.63422222222,9.51066666666,9.97922222222,4.82422222222,6.575,18.3247777778,19.0567777778,12.8128888889,9.35887654322,8.84866666666,8.08977777778
604.90,5.31844444445,9.64377777777,9.48944444444,10.0072222222,4.86466666667,6.60155555555,18.3406666667,19.0728888889,12.8235555555,9.35859259258,8.84277777779,8.121
605.23,5.27577777778,9.58855555554,9.39577777778,9.92711111112,4.83577777778,6.58022222222,18.307,19.0476666667,12.8297777778,9.2926419753,8.78311111111,8.10155555555
605.57,5.261,9.52400000001,9.36111111111,9.86511111111,4.808,6.55844444444,18.2856666667,19.0002222222,12.8441111111,9.27265432098,8.745,8.08888888889
605.90,5.212,9.49188888889,9.30044444444,9.82000000001,4.774,6.546,18.2368888889,18.9918888889,12.8741111111,9.24814814814,8.70177777778,8.08944444444
606.24,5.18666666667,9.42999999999,9.25933333333,9.77033333333,4.75833333333,6.56133333333,18.247,18.9332222222,12.8905555556,9.23818518519,8.70066666667,8.08066666667
606.58,5.12388888889,9.33933333333,9.14888888889,9.68055555555,4.71522222222,6.52544444445,18.2062222222,18.902,12.8666666667,9.17649382717,8.64344444445,8.08588888889
606.91,5.15644444444,9.33644444444,9.09988888889,9.67422222221,4.73922222222,6.561,18.2666666667,18.9414444444,12.9488888889,9.17462962962,8.62533333333,8.16477777778
607.25,5.15622222222,9.291,9.05255555555,9.62777777779,4.73544444444,6.60911111111,18.3395555556,19.0035555556,13.0051111111,9.1914197531,8.59777777778,8.24488888889
607.58,5.075,9.192,8.94177777778,9.53722222221,4.65388888889,6.527,18.2995555555,18.9996666667,12.9778888889,9.09679012345,8.52177777778,8.18966666667
607.92,5.04177777778,9.10477777778,8.82855555555,9.47400000001,4.63466666667,6.526,18.2623333333,18.9916666667,12.9547777778,9.05624691358,8.48911111111,8.16177777778
608.25,4.96155555555,8.99977777778,8.70622222222,9.35311111111,4.543,6.48466666667,18.2491111111,18.9772222222,12.954,8.9951851852,8.38022222222,8.10911111111
608.59,4.81911111111,8.85577777778,8.56088888889,9.17444444444,4.4,6.41933333334,18.1327777778,18.8871111111,12.9024444444,8.8892345679,8.26711111111,8.00766666667
608.92,4.79633333333,8.79366666667,8.53422222222,9.12755555557,4.34855555555,6.41511111111,18.1286666667,18.8458888889,12.92,8.87916049382,8.23488888889,8.01277777778
609.26,4.81933333333,8.81844444445,8.52788888889,9.15788888888,4.39844444445,6.53,18.1827777778,18.8608888889,12.9678888889,8.90403703704,8.28955555556,8.00277777778
609.59,4.80677777778,8.75311111111,8.44555555556,9.13722222223,4.386,6.56644444445,18.1711111111,18.8646666666,12.9953333333,8.8932962963,8.28977777778,8.02777777778
609.93,4.86944444444,8.78677777778,8.45966666667,9.18777777777,4.45922222222,6.67522222222,18.2166666667,18.9703333333,13.1115555556,8.97062962964,8.37411111111,8.15033333333
610.26,4.912,8.78688888889,8.44133333333,9.24222222223,4.49,6.8,18.2412222222,18.9657777778,13.227,9.01800000001,8.41488888889,8.19566666667
610.60,4.86822222222,8.74333333333,8.42033333333,9.21266666666,4.46011111111,6.84344444444,18.1993333333,18.956,13.2584444445,9.01683950617,8.40788888889,8.13755555556
610.93,4.87166666667,8.71855555555,8.43077777778,9.24522222223,4.49844444444,6.91522222222,18.1814444444,18.9477777778,13.3575555556,9.04095061728,8.45822222222,8.12677777778
611.27,4.85011111111,8.65111111111,8.36822222222,9.19833333333,4.48666666667,6.92122222222,18.1376666667,18.8866666667,13.3877777778,9.00834567902,8.41977777778,8.13844444444
611.60,4.841,8.64588888889,8.33577777778,9.18733333333,4.48733333333,6.95077777778,18.1345555555,18.8515555556,13.4422222222,8.99776543209,8.40666666667,8.13744444445
611.93,4.78777777778,8.54377777778,8.25655555555,9.12644444444,4.41077777778,6.90977777778,18.0278888889,18.7557777778,13.4126666667,8.92075308641,8.36288888889,8.10533333333
612.27,4.80866666667,8.55677777778,8.24866666667,9.17422222223,4.46177777778,6.99022222222,18.0906666667,18.8376666667,13.4754444444,8.96280246912,8.417,8.18266666667
612.60,4.78755555556,8.53277777778,8.16233333333,9.1658888889,4.49844444445,7.00944444445,18.0556666667,18.8096666667,13.4791111111,8.92501234569,8.40677777778,8.20011111111
612.94,4.75111111111,8.43866666667,8.07911111111,9.11377777779,4.42944444444,6.95611111111,17.9725555556,18.8305555556,13.4824444444,8.86672839505,8.32788888889,8.24311111111
613.27,4.70222222222,8.35511111111,7.99222222222,9.018,4.40588888889,6.86844444445,17.9445555556,18.7594444445,13.4634444445,8.81020987653,8.22177777778,8.16344444445
613.61,4.66466666667,8.29044444444,7.92233333333,8.90133333332,4.39244444444,6.79455555556,17.8741111111,18.6907777778,13.4355555556,8.74529629629,8.13911111111,8.11066666667
613.94,4.60811111111,8.191,7.83388888889,8.76622222221,4.33333333333,6.64844444444,17.8445555556,18.6252222222,13.3216666667,8.66302469135,8.01,8.07677777778
614.28,4.55711111111,8.12588888889,7.73544444445,8.66166666665,4.27988888889,6.53433333333,17.7808888889,18.5366666667,13.2783333333,8.56319753088,7.92466666667,8.03977777778
614.61,4.52977777778,8.06122222222,7.65255555556,8.57522222223,4.21377777778,6.40544444444,17.736,18.5003333333,13.2102222222,8.48649382714,7.84233333333,7.98922222222
614.94,4.56044444444,8.09122222222,7.626,8.63833333332,4.25888888889,6.44588888889,17.8212222222,18.5607777778,13.2888888889,8.5379506173,7.89366666667,8.059
615.28,4.62522222222,8.09966666667,7.67188888889,8.63555555556,4.33533333333,6.49666666667,17.8425555555,18.6123333334,13.398,8.60813580248,7.91744444444,8.14555555556
615.61,4.72744444444,8.18588888889,7.704,8.70677777778,4.43944444444,6.58033333333,17.9615555556,18.7326666666,13.5065555556,8.676654321,7.95911111111,8.23033333333
615.95,4.83133333333,8.23833333333,7.74677777778,8.72655555555,4.53366666667,6.62044444445,18.0173333333,18.8058888889,13.5813333333,8.74590123457,7.98255555556,8.27922222222
616.28,4.81377777778,8.19433333333,7.75833333333,8.68511111111,4.504,6.57188888889,18.0517777778,18.8584444445,13.6086666667,8.75022222223,7.94944444445,8.23644444444
616.61,4.75755555555,8.12477777778,7.642,8.60088888888,4.44666666667,6.47822222222,18.0503333333,18.828,13.6011111111,8.71238271603,7.83822222222,8.209
616.95,4.81844444445,8.18111111111,7.68377777778,8.65744444445,4.49177777778,6.59411111111,18.1224444444,18.8984444445,13.6792222222,8.72030864198,7.91422222222,8.30466666667
617.28,4.83866666667,8.16411111111,7.64233333333,8.73177777777,4.47811111111,6.63311111111,18.1898888889,18.9397777778,13.7153333333,8.73448148148,7.86411111111,8.34344444445
617.62,4.82022222222,8.14955555555,7.64522222222,8.741,4.44722222222,6.7,18.1954444444,19.0293333333,13.7397777778,8.73933333332,7.86822222222,8.36355555556
617.95,4.88433333334,8.14511111111,7.73533333333,8.7928888889,4.51244444445,6.79788888889,18.3306666667,19.098,13.7791111111,8.83499999999,7.89077777778,8.48744444444
618.28,4.74511111111,8.04788888889,7.61933333333,8.69288888888,4.41266666667,6.701,18.2455555556,19.0212222222,13.7391111111,8.73671604939,7.80244444444,8.44688888889
618.62,4.77577777778,8.02144444444,7.63,8.66299999999,4.40611111111,6.73888888889,18.1891111111,19.0592222222,13.7492222222,8.74601234568,7.80544444444,8.43244444445
618.95,4.70055555555,7.93244444445,7.54444444444,8.59822222223,4.30088888889,6.63355555555,18.1565555556,19.0096666667,13.6807777778,8.62579012347,7.72533333333,8.34733333333
619.28,4.638,7.84111111111,7.48955555555,8.51677777779,4.26088888889,6.61788888889,18.0831111111,18.9852222222,13.608,8.58474074074,7.68166666667,8.30922222222
619.62,4.55666666667,7.73722222222,7.35711111111,8.42044444444,4.13066666667,6.55044444445,18.021,18.9044444445,13.5461111111,8.46837037038,7.60155555555,8.26688888889
619.95,4.59222222222,7.72166666667,7.32455555556,8.41888888889,4.13655555556,6.62544444444,18.031,18.929,13.5745555556,8.48225925924,7.57722222222,8.33266666667
620.28,4.66066666667,7.77666666667,7.42188888889,8.45355555556,4.25833333333,6.70155555556,18.0765555556,18.9664444445,13.6167777778,8.53283950617,7.646,8.36611111111
620.62,4.57722222222,7.66444444445,7.34677777778,8.31322222223,4.17877777778,6.58288888889,17.9797777778,18.8895555556,13.5383333333,8.44212345678,7.50466666667,8.27822222222
620.95,4.45966666667,7.53111111111,7.25622222222,8.11966666667,4.083,6.47233333333,17.8602222222,18.794,13.44,8.32337037036,7.37788888889,8.14944444445
621.28,4.45222222222,7.51088888889,7.22544444444,8.10422222221,4.11233333333,6.48166666667,17.8486666667,18.7535555556,13.4284444445,8.29075308642,7.362,8.18311111111
621.62,4.38777777778,7.45677777778,7.12422222222,8.03755555556,4.05222222222,6.42522222222,17.7943333333,18.7255555556,13.4371111111,8.22598765433,7.30844444444,8.16177777778
621.95,4.54844444444,7.54388888889,7.21022222222,8.15588888889,4.19911111111,6.56866666666,17.9284444444,18.8765555555,13.5421111111,8.35230864198,7.40222222222,8.28166666667
622.28,4.53877777778,7.57266666666,7.21766666667,8.10222222222,4.21211111111,6.56544444444,17.9474444445,18.8945555556,13.5481111111,8.36140740742,7.33866666667,8.33455555556
622.62,4.545,7.61911111111,7.21755555556,8.10944444445,4.24711111111,6.64722222222,17.9647777778,18.9938888889,13.5286666667,8.3761234568,7.34466666667,8.40633333333
622.95,4.55388888889,7.611,7.21666666667,8.12188888889,4.211,6.66655555556,17.9764444444,19.0071111111,13.5624444444,8.3728148148,7.33733333333,8.43144444445
623.28,4.56622222222,7.61766666667,7.29844444444,8.12833333332,4.25311111111,6.69877777778,18.0382222222,19.087,13.5967777778,8.41882716048,7.33655555556,8.47666666667
623.62,4.50744444445,7.54822222222,7.23155555555,8.04288888889,4.21755555555,6.62933333333,17.9864444444,19.0784444444,13.5674444444,8.34429629631,7.279,8.45844444444
623.95,4.48311111111,7.48088888889,7.19833333333,8.00422222221,4.156,6.587,18.0668888889,19.0921111111,13.5871111111,8.32969135803,7.25555555556,8.52255555556
624.28,4.51388888889,7.48955555555,7.19344444444,8.04377777778,4.17822222222,6.64177777778,18.0958888889,19.1322222222,13.6106666667,8.32275308643,7.28088888889,8.54088888889
624.62,4.59644444445,7.56388888889,7.271,8.11688888888,4.25477777778,6.72422222222,18.226,19.2577777778,13.7038888889,8.40283950618,7.39133333333,8.66677777778
624.95,4.65844444444,7.60811111111,7.31922222222,8.09588888889,4.30388888889,6.73988888889,18.2967777778,19.3817777778,13.8236666667,8.45356790124,7.44144444444,8.70666666667
625.28,4.63966666667,7.58255555555,7.30355555556,8.08088888888,4.31833333333,6.78244444444,18.2873333334,19.426,13.8448888889,8.42595061728,7.40322222222,8.69933333333
625.61,4.62755555556,7.57,7.30688888889,8.06900000001,4.31888888889,6.79844444444,18.3032222222,19.4308888889,13.8281111111,8.42438271603,7.38722222222,8.72366666667
625.95,4.59977777778,7.46722222222,7.21033333333,8.01111111112,4.25788888889,6.73411111111,18.2941111111,19.3744444444,13.7908888889,8.33848148149,7.36544444444,8.65311111111
626.28,4.57766666667,7.39055555555,7.16922222222,7.97577777779,4.25511111111,6.69844444444,18.3313333333,19.3433333333,13.8348888889,8.32329629629,7.33344444444,8.63911111111
626.61,4.58411111111,7.38977777778,7.14744444445,7.91777777778,4.258,6.69111111111,18.375,19.3661111111,13.8482222222,8.32097530865,7.29577777778,8.65855555556
626.94,4.56955555556,7.33344444444,7.04777777778,7.87433333334,4.24122222222,6.64477777778,18.3298888889,19.3034444444,13.8314444444,8.26524691359,7.26022222222,8.62188888889
627.28,4.58633333334,7.36888888889,7.07233333333,7.898,4.24833333333,6.65077777778,18.3822222222,19.2862222222,13.8106666667,8.28899999999,7.28577777778,8.66311111111
627.61,4.62277777778,7.37211111111,7.05344444444,7.88277777778,4.278,6.66866666667,18.3264444444,19.2768888889,13.7934444444,8.27701234568,7.28333333334,8.64788888889
627.94,4.70422222222,7.43744444444,7.10355555556,7.92911111111,4.35844444444,6.71711111111,18.3546666667,19.3245555555,13.8516666667,8.3742962963,7.35222222222,8.773
628.27,4.75033333333,7.46377777778,7.17822222222,7.99355555556,4.40122222222,6.773,18.3717777778,19.3685555556,13.8971111111,8.41091358023,7.38433333333,8.824
628.61,4.68288888889,7.33377777778,7.07144444444,7.92977777778,4.30311111111,6.70488888889,18.2854444445,19.2733333334,13.7924444445,8.31039506172,7.26977777778,8.73766666667
628.94,4.66788888889,7.31166666667,7.02866666667,7.87977777778,4.233,6.63088888889,18.2483333333,19.1868888889,13.7486666667,8.27049382716,7.26011111111,8.73944444444
629.27,4.66566666666,7.26522222222,6.99377777778,7.81977777778,4.19633333333,6.59055555556,18.2433333333,19.15,13.7705555555,8.23929629629,7.227,8.70088888889
629.60,4.75144444444,7.35888888889,7.08544444444,7.92511111111,4.28188888889,6.68022222222,18.3454444444,19.2015555556,13.8868888889,8.32202469134,7.29455555556,8.76988888889
629.94,4.82566666667,7.38822222222,7.12877777778,7.95688888889,4.29766666667,6.70811111111,18.3572222222,19.2396666667,13.9325555556,8.37346913581,7.33811111111,8.80555555556
630.27,4.87922222222,7.39044444445,7.14422222222,7.99566666667,4.35444444444,6.72222222222,18.3455555556,19.229,13.9683333333,8.38151851853,7.38866666667,8.82677777778
630.60,4.97811111111,7.47533333334,7.24055555555,8.0878888889,4.41266666667,6.87311111111,18.435,19.3121111111,14.0847777778,8.46653086419,7.45833333333,8.90177777778
630.93,5.03388888889,7.47433333333,7.24833333333,8.10500000001,4.44044444444,6.97222222222,18.4715555556,19.3793333333,14.1657777778,8.489,7.44388888889,8.874
631.26,4.98455555555,7.44944444444,7.21544444445,8.04166666667,4.36055555556,6.96411111111,18.476,19.3584444444,14.1794444445,8.44486419753,7.41333333333,8.85033333333
631.60,4.92288888889,7.34677777778,7.15177777778,7.95233333333,4.25088888889,6.93544444444,18.4651111111,19.3171111111,14.1271111111,8.40476543209,7.33633333333,8.742
631.93,4.85966666667,7.28711111111,7.069,7.86155555555,4.17911111111,6.88544444445,18.4694444444,19.2834444444,14.1006666667,8.343345679,7.25788888889,8.73166666667
632.26,4.81811111111,7.32733333333,7.04377777778,7.81455555556,4.176,6.85466666667,18.5026666666,19.2955555556,14.1153333333,8.35208641977,7.19822222222,8.77311111111
