wavelength,Back_ConLeum,Belly_ConLeum,Breast_ConLeum,Crissum_ConLeum,Crown_ConLeum,DorTail_ConLeum,Patch10_ConLeum,Patch11_ConLeum,Rump_ConLeum,Throat_ConLeum,WingTip_ConLeum
222.36,142.222222222,120.0,675.555555555,63.3333333333,-564.444444445,-130.0,33.3333333333,120.0,-42.2222222223,-126.666666667,-408.888888889
222.74,44.4444444457,-144.444444444,1211.11111111,-375.0,-1544.44444444,-375.0,-105.555555556,100.0,-622.22222222,-755.555555556,-1255.55555556
223.11,146.296333333,162.036777778,-85.1853333332,262.500333334,407.407444444,193.055333333,165.740888889,121.296222222,228.703555556,295.370111111,349.074222222
223.49,115.872888889,88.3598888889,-12.6985555557,206.349,253.439111111,129.629666667,122.222111111,66.6665555554,166.137555556,186.243222222,208.994777778
223.87,98.8504444443,73.9464444444,26.0537777778,179.885333334,189.655111111,96.3601666667,111.111,56.3218888889,125.287222222,165.517333333,157.854555556
224.24,78.5185555554,34.0742222222,-4.81488888889,141.111333333,165.185111111,56.6667222223,74.815,22.963,79.6295555557,129.629666667,115.555555556
224.62,81.2865555557,12.2808888889,-101.169666667,162.280666667,187.719444444,17.5439444447,51.4619999997,-21.6374444446,57.310111111,146.783555555,132.163888889
225.00,74.9999999999,-10.0,-99.4444444444,158.333333333,171.111111111,20.2777777778,28.3333333333,-16.6666666668,52.7777777778,150.0,120.0
225.38,28.654888889,-41.5205555556,-142.105333333,121.053,146.783333333,-19.0058888889,4.09355555567,-71.345,2.33922222243,121.637222222,114.619888889
225.75,-40.4038888889,-165.656555556,-292.929555556,234.848666667,197.979777778,-89.3938333333,-58.5859999999,-166.666777778,-77.7776666664,123.232444444,135.353333333
226.13,-348.148111111,-929.629555557,-1329.62933334,766.666833333,548.148222221,-372.222333333,-429.629666668,-833.333333333,-522.222333332,151.852,229.629666666
226.51,89.8989999999,-132.323444444,-179.798,321.212333333,298.989666667,67.676888889,77.7776666667,-36.3636666667,-3.03022222223,168.686888889,178.788111111
226.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227.26,-53.1747777777,146.031888889,164.285777778,-146.428666667,-197.619111111,-46.4287222222,-26.9841111111,42.857,42.8571111111,-73.8096666667,-95.2381111111
227.64,-7.3170000001,62.6016666667,66.3954444443,-27.6425,-67.2085555556,-6.7751111111,3.252,12.1952222222,26.5583333333,-18.6992222222,-21.1381111111
228.01,-1.567,39.0314444444,48.7177777778,-15.1713333333,-30.6268888889,-2.63555555557,7.40755555553,13.3905555555,18.3761111111,-9.68655555557,-2.99166666667
228.39,7.83733333334,32.4403333333,40.3768888889,-6.24966666667,-12.3017777778,2.18244444443,12.2024444444,15.8728888889,14.4842222222,2.67844444446,6.05155555557
228.76,7.40733333331,24.6091111111,31.4403333333,-3.70383333333,-11.1933333333,-0.0822777777667,10.6994444444,12.4278888889,8.97111111111,2.55144444446,4.19744444443
229.14,10.0948888889,20.7996666667,27.3715555556,1.7275,-3.65866666665,4.64094444444,11.4496666667,15.244,11.6531111111,9.07844444443,11.9918888889
229.52,7.11355555554,21.8693333333,23.2216666667,-1.58716666667,-1.17588888889,5.23211111112,12.757,12.5808888889,11.5814444444,9.05333333334,14.2856666667
229.89,3.13533333336,16.6666666667,18.3167777778,-3.96066666666,-3.57533333334,2.03516666667,6.60066666667,10.5062222222,7.26066666668,5.94044444443,10.6712222222
230.27,-3.47922222223,9.70822222222,11.7847777778,-9.00683333333,-8.69822222221,-2.6376111111,-1.57122222222,6.95855555557,2.80577777779,-0.280333333323,1.90811111112
230.65,0.62988888889,8.76288888889,16.4375555555,-5.58416666667,-4.35288888888,0.171944444447,1.60366666667,11.1112222222,5.67022222222,0.572555555557,2.119
231.02,-5.18111111112,1.06111111111,13.7328888889,-14.6068333334,-9.80033333331,-8.70783333333,-4.30711111112,6.99122222222,0.686666666667,-5.80522222223,-6.055
231.40,-9.19066666666,-7.06466666667,10.7682222222,-23.354,-18.3814444444,-17.0095555556,-11.3854444444,2.8121111111,-7.40755555557,-8.71044444443,-9.87633333333
231.78,-10.2565555556,-11.3248888889,10.5412222222,-21.795,-19.8006666666,-14.3875555556,-11.9658888889,3.84622222222,-6.19644444443,-7.26477777779,-12.2508888889
232.15,-13.5417777778,-18.6633333333,7.46533333332,-21.4846666666,-28.6458888889,-19.4879444444,-18.1423333333,-1.38899999999,-12.2395555556,-7.11822222223,-18.0557777778
232.53,-19.5907777778,-31.6762222222,1.36444444446,-24.2691666667,-35.2825555556,-25.731,-23.3918888889,-4.7758888889,-17.8363333333,-12.573,-23.6842222222
232.90,-13.9148888889,-30.114,4.15377777778,-25.5448333333,-36.241,-24.7662222222,-18.0685555556,1.24622222221,-9.86488888889,-8.72266666668,-19.4185555556
233.28,-19.7411111111,-34.9513333333,1.07888888891,-32.5241666667,-45.4152222222,-33.1715,-24.8113333333,-2.91277777777,-14.0237777778,-18.3388888889,-29.6654444444
233.66,-30.2121111111,-52.4343333333,-10.7364444445,-31.835,-66.1673333333,-43.5704444445,-33.8326666667,-12.4845555555,-26.3421111111,-29.2134444445,-46.9413333333
234.03,-48.0158888889,-71.1637777778,-24.0742222222,-46.8255,-78.4393333333,-56.4815555556,-41.0054444445,-28.307,-41.1374444445,-39.2855555556,-58.7302222222
234.41,-55.303,-74.6213333333,-29.4191111111,-53.2198333333,-85.101,-58.2069444444,-40.1513333333,-42.0452222222,-49.9998888889,-49.8738888889,-59.091
234.78,-60.215,-70.9676666667,-35.3644444444,-60.394,-83.871,-58.2437777778,-43.1303333333,-43.4887777778,-50.2986666667,-46.7144444445,-56.1528888889
235.16,-31.7203333333,-38.0823333333,-17.1148888889,-34.543,-50.3584444444,-28.0467222222,-18.9068888889,-20.5194444444,-24.1037777778,-23.387,-26.2546666667
235.54,-18.3261111111,-19.9134444444,-9.37922222222,-17.1,-32.6118888889,-11.5081666667,-5.98855555554,-6.49355555558,-9.23533333332,-14.6464444444,-14.358
235.91,-11.8175555556,-11.8175555556,-3.14711111111,-12.1386666666,-23.7634444445,-8.06044444447,-0.385444444445,-1.73422222222,-5.0738888889,-12.0102222222,-10.854
236.29,-12.9031111111,-12.4254444444,-4.54011111112,-12.9035,-22.7003333333,-8.30366666668,-1.19477777778,-2.80744444447,-6.57088888888,-11.4098888889,-14.0981111111
236.66,-15.6898888889,-14.4074444444,-11.2943333333,-21.0625,-26.6178888889,-12.1185555556,-6.2881111111,-5.67777777777,-9.34077777779,-15.7511111111,-19.536
237.04,-17.7418888889,-12.4847777778,-11.7682222222,-17.294,-22.8194444445,-10.1853333333,-8.12422222221,-7.706,-10.7526666667,-17.5028888889,-15.8901111111
237.41,-15.5443333333,-11.6162222222,-8.58588888889,-11.195,-16.7788888889,-6.0323888889,-3.3111111111,-6.00455555553,-9.48377777776,-14.5342222222,-11.0551111111
237.79,-11.4867777778,-10.306,-3.75733333333,-11.3528333333,-10.4133333333,-4.24038888889,-0.000222222223334,-2.20077777777,-6.76333333334,-10.4668888889,-5.69
238.17,-0.418333333323,0.372,6.50833333333,0.697333333335,1.11577777779,3.64944444444,9.53055555557,7.39199999999,2.69655555556,-1.209,3.67266666667
238.54,4.83999999999,4.79777777778,9.55377777777,1.768,6.90255555556,5.40816666667,12.5421111111,11.3215555556,7.11277777777,3.40911111111,7.2812222222
238.92,6.86611111113,5.90655555557,10.779,3.43333333333,7.89966666667,7.64122222221,14.5071111111,12.1816666667,8.26877777778,4.54033333333,8.78533333333
239.29,4.24633333333,1.76944444444,6.86466666665,-1.0615,4.74166666667,4.83033333333,11.182,7.67877777778,4.45866666667,1.45066666667,4.91844444443
239.67,2.32466666667,-2.42755555556,3.38455555555,-5.12816666666,1.74355555556,1.52127777778,8.034,3.17944444445,1.02588888889,-1.57255555556,1.88033333333
240.04,0.745,-5.50711111111,0.291666666666,-6.70533333334,-0.615555555556,-0.0323333333333,6.41411111111,1.03644444444,-1.74933333333,-3.33655555555,1.55488888889
240.42,4.13177777778,-2.20544444444,2.59622222222,-3.476,0.725777777777,3.88066666667,8.29133333332,4.91344444445,2.066,0.25111111111,3.99222222222
240.79,5.33044444446,0.118555555557,5.11722222222,0.426166666665,1.77677777778,7.11894444444,9.52377777777,5.89922222222,4.05122222221,1.94266666667,5.49633333333
241.17,5.76444444445,1.46222222222,6.14022222222,1.62883333334,1.56633333333,7.46655555556,9.50277777779,6.746,4.44877777778,3.00755555556,5.78533333333
241.54,6.483,2.88355555556,6.685,2.176,1.414,8.33788888889,9.45822222221,6.97877777778,5.179,4.55466666667,5.30755555555
241.92,6.84922222222,3.035,6.46777777778,3.1095,0.829333333333,8.37472222222,9.08800000001,6.91555555556,5.24033333334,4.66011111111,5.43944444444
242.29,6.18488888889,2.51744444444,4.89522222222,2.098,-0.994555555554,7.73111111111,7.58355555557,6.09177777778,4.864,3.69855555556,4.56855555556
242.67,7.54377777778,3.02622222222,5.74544444444,4.40816666667,-0.409333333333,9.67844444445,8.09944444444,7.64622222222,5.61411111111,5.54077777778,6.50577777778
243.05,7.732,3.60811111111,5.38377777778,5.6055,-0.959444444443,9.82961111111,7.78922222221,7.76066666667,5.46966666667,5.77055555556,6.71555555556
243.42,8.93344444443,5.43,6.57455555556,7.37016666666,-0.502444444446,10.5388888889,8.73822222222,9.51977777778,6.784,7.21666666667,8.138
243.80,8.33333333333,5.52777777778,6.27777777778,6.70833333334,-1.0,10.7916666667,7.98611111111,9.11111111112,6.875,7.29166666667,7.26388888889
244.17,7.90711111112,5.00366666667,5.67144444444,6.03266666666,-1.19955555556,10.1294444444,7.13022222222,8.69788888889,6.70766666667,7.294,6.66666666667
244.55,6.9308888889,4.42288888889,4.98911111111,6.02766666667,-0.782000000003,9.62094444445,7.214,8.22544444445,6.41833333333,6.60722222222,6.58044444445
