wavelength,Back_ConLeum,Belly_ConLeum,Breast_ConLeum,Crissum_ConLeum,Crown_ConLeum,DorTail_ConLeum,Patch10_ConLeum,Patch11_ConLeum,Rump_ConLeum,Throat_ConLeum,WingTip_ConLeum
541.40,16.6073333333,40.2093333333,22.7134444444,33.8275,4.52211111111,8.93305555556,22.36,39.7467777778,15.4237777778,17.3444444444,7.235
541.75,16.6131111111,40.2441111111,22.7278888889,33.882,4.53755555555,8.95638888889,22.3802222222,39.7925555556,15.4227777778,17.3582222222,7.27066666667
542.09,16.6216666666,40.2866666667,22.7506666667,33.9121666667,4.53088888889,8.95188888889,22.3896666667,39.83,15.4151111111,17.3708888889,7.27922222222
542.43,16.6502222222,40.3925555556,22.7874444445,33.9431666667,4.56166666666,8.99338888889,22.4114444444,39.9034444445,15.4213333333,17.3752222222,7.30277777778
542.78,16.6901111111,40.51,22.8446666667,34.007,4.59566666667,9.02944444445,22.4428888889,39.98,15.4561111111,17.4174444444,7.34188888889
543.12,16.706,40.6027777778,22.8934444444,34.043,4.64033333333,9.07161111111,22.4588888889,40.0321111111,15.4641111111,17.4343333333,7.37666666667
543.46,16.7506666667,40.7305555556,22.9737777778,34.1518333333,4.67233333333,9.12072222222,22.5043333333,40.1145555556,15.4995555555,17.4801111111,7.44733333333
543.81,16.7833333333,40.8116666667,23.02,34.2283333333,4.70422222222,9.15255555556,22.548,40.1978888889,15.5222222222,17.4954444444,7.48777777778
544.15,16.7967777778,40.922,23.0592222222,34.2635,4.70688888889,9.16833333333,22.5825555556,40.2823333333,15.5243333334,17.5175555556,7.52044444445
544.49,16.8148888889,41.001,23.0616666667,34.2671666666,4.71344444444,9.15911111111,22.5933333333,40.3212222222,15.5222222222,17.5107777778,7.55733333333
544.84,16.7867777778,41.0313333333,23.0198888889,34.2031666666,4.68833333333,9.12988888889,22.5752222222,40.3046666666,15.4838888889,17.4714444445,7.54255555556
545.18,16.7921111111,41.1244444444,23.0488888889,34.1536666666,4.70355555556,9.12727777778,22.5837777778,40.3386666667,15.463,17.5016666667,7.55011111111
545.52,16.7844444444,41.1462222222,23.054,34.1391666666,4.69622222222,9.11244444444,22.551,40.3165555555,15.4518888889,17.4944444444,7.55255555556
545.87,16.781,41.1706666667,23.0605555555,34.1365,4.68566666667,9.1055,22.5485555555,40.325,15.4455555556,17.49,7.54522222222
546.21,16.7673333333,41.1787777778,23.093,34.186,4.69722222222,9.12566666667,22.5715555556,40.3438888889,15.4547777778,17.5274444444,7.55411111111
546.55,16.7007777778,41.0814444444,23.0232222222,34.0816666667,4.65722222222,9.10538888889,22.4927777778,40.2697777778,15.4091111111,17.4646666667,7.525
546.90,16.7303333333,41.1028888889,23.0117777778,34.034,4.64088888889,9.08477777778,22.5025555556,40.2935555556,15.3922222222,17.4855555556,7.50188888889
547.24,16.7244444444,41.1457777778,23.0003333333,34.0211666667,4.63177777778,9.07094444445,22.5212222222,40.3147777778,15.3683333333,17.4746666667,7.48055555556
547.58,16.6916666667,41.1563333333,22.9804444445,34.047,4.59522222222,9.03472222222,22.485,40.2972222222,15.3456666667,17.4504444445,7.44944444445
547.92,16.7,41.2152222222,23.0007777778,34.0663333334,4.61077777778,9.05472222222,22.4753333333,40.3108888889,15.3471111111,17.4546666667,7.46911111111
548.27,16.6863333333,41.2334444444,23.0247777778,34.115,4.61166666667,9.08833333333,22.4726666667,40.2962222222,15.3262222222,17.4551111111,7.45844444445
548.61,16.7311111111,41.2576666667,23.0645555555,34.114,4.64155555555,9.14716666667,22.4792222222,40.3048888889,15.3496666667,17.4685555556,7.473
548.95,16.6618888889,41.1405555556,23.0123333333,34.096,4.61655555555,9.1155,22.4483333333,40.211,15.3056666666,17.3957777778,7.45133333333
549.29,16.693,41.2126666667,23.0226666667,34.1251666667,4.63733333333,9.1385,22.4867777778,40.2631111111,15.3281111111,17.4257777778,7.42688888889
549.64,16.7017777778,41.2572222222,22.9942222222,34.076,4.66077777778,9.13416666667,22.4473333333,40.2586666666,15.3136666667,17.4096666667,7.42322222222
549.98,16.71,41.2786666667,22.9818888889,34.0251666666,4.64055555555,9.13438888889,22.4102222222,40.2538888889,15.2925555556,17.3872222222,7.40544444445
550.32,16.7818888889,41.3495555556,23.0381111111,34.1465,4.68622222222,9.17888888889,22.5086666667,40.3731111111,15.3245555556,17.4597777778,7.42177777778
550.66,16.7341111111,41.3353333333,22.9846666667,34.1003333334,4.66288888889,9.16527777778,22.4906666667,40.3538888889,15.2995555555,17.4466666667,7.41844444445
551.01,16.7112222222,41.301,22.9502222222,34.0605,4.63766666667,9.1375,22.4452222222,40.335,15.2775555556,17.4401111111,7.38977777778
551.35,16.7354444445,41.3108888889,22.9733333333,34.0411666666,4.65933333333,9.17316666667,22.4998888889,40.3962222222,15.264,17.4803333333,7.39344444444
551.69,16.7043333334,41.2891111111,22.9254444445,34.0386666667,4.616,9.12077777778,22.4797777778,40.3545555556,15.2125555555,17.3984444444,7.35311111111
552.03,16.6792222222,41.2261111111,22.8954444444,34.0361666667,4.60255555555,9.07422222222,22.4674444444,40.345,15.1835555556,17.3875555556,7.33988888889
552.38,16.6626666667,41.2143333333,22.8896666667,34.0851666666,4.60955555556,9.05977777778,22.4933333334,40.3722222222,15.1626666667,17.3882222222,7.33566666667
552.72,16.7158888889,41.3063333333,22.9373333333,34.1448333334,4.65888888889,9.10711111111,22.5384444445,40.4414444444,15.2202222222,17.44,7.39388888889
553.06,16.7138888889,41.3356666667,22.944,34.1743333333,4.67033333333,9.11161111111,22.5338888889,40.4478888889,15.206,17.442,7.43844444444
553.40,16.6908888889,41.2955555556,22.9254444444,34.1783333333,4.64477777778,9.13472222222,22.558,40.4488888889,15.1801111111,17.4211111111,7.44922222222
553.74,16.7382222222,41.3658888889,22.9532222222,34.2646666667,4.695,9.15755555556,22.6224444445,40.4928888889,15.2262222222,17.4945555556,7.50944444444
554.09,16.7315555556,41.4371111111,22.9802222222,34.2561666667,4.69322222222,9.15194444444,22.6365555556,40.5275555555,15.2257777778,17.5137777778,7.551
554.43,16.7564444444,41.474,23.0295555555,34.3073333334,4.73566666667,9.19188888889,22.6521111111,40.5438888889,15.2605555556,17.5533333333,7.588
554.77,16.7294444444,41.4527777778,22.9997777778,34.2973333333,4.736,9.20783333333,22.6476666667,40.4993333333,15.2455555556,17.5382222222,7.59322222222
555.11,16.6765555556,41.446,22.9622222222,34.2625,4.71377777778,9.18222222222,22.6118888889,40.4365555555,15.2352222222,17.4788888889,7.60233333333
555.45,16.6756666667,41.4546666667,23.0082222222,34.3155,4.72988888889,9.21372222222,22.6507777778,40.4846666667,15.2587777778,17.5474444445,7.63188888889
555.80,16.6921111111,41.5675555556,23.0365555556,34.3318333333,4.75944444445,9.262,22.6966666667,40.5477777778,15.267,17.5786666667,7.67077777778
556.14,16.7415555556,41.6442222222,23.0686666667,34.4076666667,4.793,9.27427777778,22.6947777778,40.6253333333,15.298,17.6028888889,7.69533333333
556.48,16.7231111111,41.6865555556,23.0285555556,34.467,4.76611111111,9.28227777778,22.6826666667,40.6444444445,15.2727777778,17.5885555556,7.67922222222
556.82,16.695,41.7241111111,23.0362222222,34.432,4.75433333333,9.27911111111,22.6667777778,40.6145555556,15.255,17.5628888889,7.65333333333
557.16,16.7368888889,41.8155555556,23.1071111111,34.5141666666,4.82266666667,9.31711111111,22.7241111111,40.6704444444,15.3021111111,17.6427777778,7.703
557.50,16.6764444444,41.677,23.0254444445,34.408,4.78966666667,9.28116666667,22.6395555555,40.5767777778,15.2021111111,17.5822222222,7.65088888889
557.85,16.6757777778,41.6592222222,23.0182222222,34.4396666666,4.78833333333,9.31738888889,22.6393333333,40.5324444444,15.2068888889,17.5721111111,7.67755555555
558.19,16.6034444445,41.5716666667,22.9768888889,34.4306666666,4.71233333333,9.252,22.5896666667,40.4694444444,15.121,17.4775555555,7.63288888889
558.53,16.5894444444,41.6352222222,23.0446666667,34.44,4.75188888889,9.26716666667,22.606,40.5135555556,15.1125555555,17.4957777778,7.64777777778
558.87,16.5897777778,41.6257777778,23.0265555556,34.4303333333,4.74366666666,9.25183333333,22.6002222222,40.538,15.0872222222,17.4953333333,7.61622222222
559.21,16.5736666667,41.6362222222,23.0043333333,34.3785,4.75444444445,9.24922222222,22.609,40.5186666667,15.0752222222,17.4891111111,7.60311111111
559.55,16.6102222222,41.5895555556,23.0032222222,34.3781666667,4.74611111111,9.23366666667,22.5958888889,40.4787777778,15.1002222222,17.4851111111,7.65522222222
559.89,16.5786666667,41.5491111111,22.9542222222,34.3416666666,4.72988888889,9.22905555556,22.6007777778,40.4158888889,15.0567777778,17.4623333333,7.67288888889
560.23,16.6063333333,41.5664444444,23.0124444445,34.2996666666,4.74466666667,9.23494444445,22.617,40.4283333333,15.0903333333,17.5124444444,7.70055555556
560.58,16.678,41.6261111111,23.0263333333,34.3661666667,4.79411111111,9.29466666667,22.7013333333,40.471,15.143,17.5682222222,7.77333333333
560.92,16.6927777778,41.605,23.025,34.4033333334,4.80333333333,9.31033333333,22.6871111111,40.4345555556,15.1524444445,17.5662222222,7.82255555556
561.26,16.6868888889,41.6362222222,23.0393333333,34.3726666667,4.78911111111,9.30238888889,22.706,40.4573333333,15.1664444444,17.5533333333,7.84433333333
561.60,16.712,41.7448888889,23.0752222222,34.3728333334,4.81166666667,9.28772222222,22.7081111111,40.5221111111,15.1513333333,17.5517777778,7.839
561.94,16.8048888889,41.8346666667,23.1533333333,34.4176666666,4.89822222222,9.3605,22.7658888889,40.6035555556,15.2395555555,17.6344444444,7.91366666667
562.28,16.8323333333,41.7496666667,23.0744444445,34.376,4.87811111111,9.33911111111,22.7224444444,40.5495555556,15.2048888889,17.5527777778,7.90044444445
562.62,16.8392222222,41.7257777778,23.0687777778,34.407,4.89744444444,9.34833333333,22.7017777778,40.51,15.2305555556,17.5914444444,7.94666666667
562.96,16.8081111111,41.6082222222,22.9998888889,34.3246666667,4.88933333333,9.33605555556,22.6316666667,40.4471111111,15.214,17.5323333333,7.99033333333
563.30,16.8027777778,41.6693333333,23.022,34.3928333333,4.91133333333,9.39622222222,22.651,40.5056666667,15.2148888889,17.5625555556,7.96155555556
563.64,16.7582222222,41.6995555556,23.0292222222,34.4055,4.88422222222,9.39122222222,22.6482222222,40.4892222222,15.202,17.5367777778,7.94822222222
563.99,16.7273333333,41.6566666667,22.9801111111,34.388,4.88311111111,9.40427777778,22.6057777778,40.4155555556,15.1765555556,17.488,7.93555555556
564.33,16.693,41.5348888889,22.9026666667,34.3398333334,4.855,9.37011111111,22.5327777778,40.3475555555,15.139,17.4345555555,7.89522222222
564.67,16.6504444445,41.4838888889,22.8757777778,34.2283333333,4.81644444444,9.34594444445,22.4996666667,40.3487777778,15.1071111111,17.3758888889,7.84666666667
565.01,16.6185555556,41.5073333333,22.8626666666,34.2843333333,4.81533333333,9.35183333333,22.4858888889,40.3761111111,15.1031111111,17.3616666667,7.85433333333
565.35,16.6,41.357,22.824,34.2926666666,4.80855555556,9.33427777778,22.4816666667,40.2884444444,15.0798888889,17.3811111111,7.84611111111
565.69,16.5471111111,41.2821111111,22.7438888889,34.2883333333,4.794,9.32338888889,22.4462222222,40.2132222222,15.0502222222,17.3545555555,7.81955555555
566.03,16.5426666667,41.3655555556,22.7663333333,34.385,4.80555555555,9.3815,22.4764444445,40.2707777778,15.0914444444,17.4005555556,7.84477777778
566.37,16.502,41.3374444444,22.7396666667,34.3086666666,4.792,9.37383333333,22.4381111111,40.2262222222,15.0471111111,17.3205555556,7.82022222222
566.71,16.495,41.336,22.7502222222,34.3098333333,4.75966666667,9.37516666667,22.4187777778,40.2233333333,15.0196666667,17.3017777778,7.76411111111
567.05,16.4136666666,41.3024444444,22.7082222222,34.2215,4.69522222222,9.30661111111,22.3628888889,40.1562222222,14.9691111111,17.2231111111,7.72888888889
567.39,16.4102222222,41.2374444444,22.6935555556,34.1786666667,4.68744444445,9.30955555556,22.3498888889,40.1596666667,14.9732222222,17.2223333333,7.71544444444
567.73,16.4291111111,41.2313333333,22.6852222222,34.2355,4.677,9.31672222222,22.3693333334,40.2325555556,14.97,17.2244444444,7.75366666667
568.07,16.3384444445,41.1136666667,22.628,34.0891666667,4.625,9.26233333333,22.3178888889,40.158,14.9064444445,17.157,7.70355555555
568.41,16.3102222222,41.1021111111,22.5944444444,34.1086666666,4.59877777778,9.24272222222,22.2801111111,40.1091111111,14.8864444444,17.1461111111,7.70144444444
568.75,16.3182222222,41.1213333333,22.6184444444,34.0855,4.59566666667,9.24583333333,22.3103333333,40.1066666667,14.8768888889,17.1671111111,7.72122222222
569.09,16.2288888889,41.1118888889,22.555,34.001,4.53877777778,9.21922222222,22.2636666667,40.0856666667,14.8344444444,17.1105555556,7.66033333333
569.43,16.2154444444,41.1062222222,22.5651111111,34.0138333334,4.50522222222,9.21816666667,22.2712222222,40.1348888889,14.7921111111,17.0961111111,7.64755555556
569.77,16.2034444444,40.9948888889,22.5472222222,34.015,4.49622222222,9.19233333333,22.2734444445,40.0958888889,14.7618888889,17.0925555556,7.63433333333
570.11,16.2498888889,40.9968888889,22.5903333333,34.1536666666,4.51877777778,9.22161111111,22.3482222222,40.1748888889,14.7862222222,17.1597777778,7.695
570.45,16.2915555556,41.036,22.6318888889,34.2051666667,4.58355555556,9.29333333333,22.4355555556,40.2557777778,14.8213333333,17.2177777778,7.76711111111
570.79,16.3081111111,40.9634444444,22.6366666667,34.1923333333,4.59611111111,9.325,22.4135555555,40.2307777778,14.836,17.2646666667,7.78777777778
571.13,16.344,40.9908888889,22.6326666666,34.2655,4.61055555555,9.353,22.4412222222,40.27,14.8552222222,17.3145555556,7.82777777778
571.47,16.2995555556,40.9638888889,22.6218888889,34.1938333333,4.60077777778,9.31894444444,22.4512222222,40.2425555556,14.8284444444,17.3246666667,7.80933333333
571.81,16.3057777778,41.0763333333,22.6595555556,34.3126666667,4.595,9.32938888889,22.458,40.3192222222,14.8124444445,17.3608888889,7.82177777778
572.15,16.3312222222,41.1095555556,22.6485555555,34.3461666666,4.61855555556,9.34527777778,22.4993333333,40.3531111111,14.8123333333,17.3753333333,7.84677777778
572.49,16.2982222222,41.0867777778,22.577,34.3225,4.59677777778,9.31866666667,22.436,40.3264444445,14.7773333334,17.3392222222,7.80222222222
572.83,16.3487777778,41.1315555556,22.6018888889,34.36,4.60266666666,9.3415,22.419,40.359,14.7791111111,17.3556666667,7.86466666667
573.17,16.3691111111,41.138,22.611,34.331,4.59533333333,9.33811111111,22.425,40.3558888889,14.799,17.3594444444,7.92444444444
573.51,16.3333333333,41.1676666667,22.5922222222,34.2066666666,4.57788888889,9.29838888889,22.3762222222,40.3395555556,14.7772222222,17.3451111111,7.91033333333
573.85,16.2754444444,41.1307777778,22.4972222222,34.1078333334,4.51477777778,9.23694444444,22.2975555556,40.2598888889,14.7155555556,17.2845555555,7.83977777778
574.19,16.2196666666,41.1274444444,22.4135555555,34.0433333333,4.45433333333,9.15722222222,22.202,40.2181111111,14.628,17.2193333333,7.77577777778
574.53,16.2223333333,41.1334444444,22.3896666667,34.091,4.45266666667,9.13394444444,22.212,40.231,14.614,17.1961111111,7.777
574.87,16.1734444445,41.0695555556,22.3454444444,34.0181666667,4.43188888889,9.10794444444,22.1387777778,40.1538888889,14.5493333333,17.1507777778,7.73888888889
575.21,16.1755555556,41.0631111111,22.328,34.041,4.41388888889,9.11327777778,22.0783333333,40.1191111111,14.516,17.1307777778,7.71577777778
575.55,16.2031111111,41.0055555556,22.3368888889,34.0198333334,4.44944444445,9.14116666667,22.0724444445,40.0822222222,14.5284444444,17.128,7.76944444444
575.89,16.1708888889,41.0002222222,22.3486666667,34.0051666666,4.44344444444,9.13744444444,22.0714444445,40.0657777778,14.5005555555,17.1107777778,7.73688888889
576.22,16.17,40.9945555556,22.3403333333,33.9825,4.45633333333,9.1655,22.0812222222,40.0895555555,14.512,17.1151111111,7.758
576.56,16.1693333333,41.0018888889,22.3524444444,33.9453333333,4.50877777778,9.20611111111,22.0997777778,40.0756666667,14.5062222222,17.1512222222,7.78422222222
576.90,16.0915555555,41.0133333333,22.3368888889,33.9218333334,4.52133333333,9.19483333333,22.0652222222,40.0395555556,14.4425555555,17.1034444445,7.76211111111
577.24,16.129,41.0656666667,22.3665555556,33.9986666666,4.58455555556,9.26111111111,22.0988888889,40.0793333333,14.447,17.148,7.80055555555
577.58,16.1913333333,41.1446666667,22.451,33.9675,4.67933333333,9.3635,22.1806666667,40.1727777778,14.4945555556,17.2118888889,7.89511111111
577.92,16.2718888889,41.1706666667,22.5697777778,34.0766666666,4.75,9.44972222222,22.2657777778,40.2494444444,14.5741111111,17.2804444445,7.97577777778
578.26,16.2727777778,41.2666666667,22.5647777778,34.0573333334,4.74544444445,9.46255555556,22.2563333333,40.3013333333,14.5136666667,17.2797777778,7.98811111111
578.60,16.3185555556,41.3941111111,22.6685555556,34.135,4.824,9.53316666667,22.2985555556,40.4256666667,14.5667777778,17.3315555556,8.09077777778
578.94,16.3835555555,41.533,22.729,34.1991666667,4.91311111111,9.611,22.4061111111,40.5197777778,14.63,17.3634444444,8.19822222222
579.28,16.4455555556,41.5947777778,22.7754444445,34.2676666667,4.97933333334,9.66816666667,22.4635555556,40.6382222222,14.6928888889,17.4165555556,8.22288888889
579.61,16.4663333333,41.685,22.7907777778,34.2925,4.98988888889,9.697,22.4594444445,40.6462222222,14.7164444445,17.4646666667,8.27955555555
579.95,16.4866666667,41.7722222222,22.8702222222,34.365,5.03755555555,9.75666666667,22.5063333333,40.6072222222,14.713,17.5163333333,8.35333333333
580.29,16.4913333333,41.7971111111,22.8821111111,34.464,5.02622222222,9.74311111111,22.5164444445,40.6252222222,14.7141111111,17.446,8.343
580.63,16.5282222222,41.8353333333,22.8573333333,34.454,5.03477777778,9.75788888889,22.5294444444,40.6085555555,14.7145555556,17.4905555555,8.34411111111
580.97,16.5096666667,41.9,22.8637777778,34.5528333334,4.99244444444,9.73738888889,22.5175555556,40.6258888889,14.7241111111,17.5012222222,8.35566666667
581.31,16.4263333333,41.8776666667,22.8475555555,34.5875,4.92688888889,9.66816666667,22.4202222222,40.5882222222,14.6583333333,17.4384444444,8.31877777778
581.65,16.3514444444,41.9265555556,22.7695555556,34.5741666667,4.91133333333,9.61327777778,22.3773333333,40.5601111111,14.6494444445,17.4248888889,8.31055555555
581.98,16.3247777778,41.8631111111,22.7774444445,34.5548333334,4.989,9.66738888889,22.4123333333,40.5161111111,14.7154444444,17.4604444445,8.37122222222
582.32,16.2964444444,41.907,22.7601111111,34.5541666666,4.96966666667,9.645,22.4486666666,40.4884444444,14.6965555556,17.4581111111,8.34766666667
582.66,16.2547777778,41.8277777778,22.7892222222,34.4938333333,4.92777777778,9.60305555556,22.3843333333,40.461,14.6784444445,17.4466666667,8.313
583.00,16.2391111111,41.8962222222,22.8248888889,34.394,4.90255555556,9.61238888889,22.3942222222,40.4625555555,14.6813333334,17.4533333333,8.34322222222
583.34,16.1693333333,41.773,22.7438888889,34.3365,4.85355555555,9.58505555556,22.3265555556,40.4163333333,14.6463333333,17.368,8.29888888889
583.68,16.1708888889,41.6855555556,22.6664444445,34.3976666666,4.79211111111,9.51661111111,22.2546666667,40.444,14.639,17.2904444444,8.24033333333
584.01,16.1108888889,41.6797777778,22.6541111111,34.3056666666,4.78211111111,9.48555555556,22.2358888889,40.4045555555,14.5918888889,17.2762222222,8.19433333333
584.35,16.1636666667,41.6908888889,22.7362222222,34.3586666667,4.82055555556,9.5465,22.2756666667,40.5264444444,14.6185555556,17.2901111111,8.26544444445
584.69,16.1992222222,41.7794444444,22.7747777778,34.3796666666,4.86944444444,9.57061111111,22.309,40.5754444445,14.6175555555,17.2832222222,8.33122222222
585.03,16.241,41.8501111111,22.8108888889,34.3583333334,4.90022222222,9.595,22.3427777778,40.6084444444,14.6462222222,17.3624444445,8.33211111111
585.37,16.2984444445,41.838,22.888,34.326,4.91044444444,9.65477777778,22.3663333333,40.6356666667,14.643,17.3776666667,8.38177777778
585.70,16.3781111111,41.9405555556,22.9963333333,34.4293333334,4.95611111111,9.68066666667,22.4202222222,40.7088888889,14.6586666667,17.4235555556,8.41333333333
586.04,16.3975555555,41.8811111111,22.9838888889,34.3958333333,4.93411111111,9.69638888889,22.4017777778,40.6695555556,14.661,17.3725555556,8.44266666667
586.38,16.3805555556,41.8878888889,22.9154444444,34.3893333333,4.93722222222,9.70716666667,22.4125555555,40.6072222222,14.6255555556,17.3914444445,8.42944444445
586.72,16.4313333333,41.9883333333,22.9475555556,34.5701666666,4.96488888889,9.72438888889,22.4552222222,40.6007777778,14.6483333333,17.4515555555,8.45877777778
587.06,16.46,42.0053333333,22.9803333333,34.6043333333,5.01744444445,9.72966666667,22.4732222222,40.6381111111,14.6184444445,17.5051111111,8.49711111112
587.39,16.4355555555,41.9557777778,23.0122222222,34.5171666666,5.04322222222,9.75855555556,22.4742222222,40.6043333333,14.5952222222,17.4854444444,8.48522222222
587.73,16.5297777778,42.018,23.0635555555,34.6731666667,5.09555555556,9.84361111111,22.5164444445,40.7057777778,14.6885555556,17.5627777778,8.58455555557
588.07,16.5127777778,42.0388888889,22.987,34.676,5.079,9.83727777778,22.5037777778,40.6467777778,14.6958888889,17.5315555555,8.54977777779
588.41,16.5125555556,41.8886666667,22.9564444444,34.6011666667,5.08322222222,9.85666666667,22.5168888889,40.5801111111,14.7296666667,17.526,8.52466666667
588.74,16.5088888889,41.765,22.921,34.6663333333,5.11222222222,9.90488888889,22.5237777778,40.5182222222,14.7473333333,17.5173333333,8.58155555557
589.08,16.4744444445,41.7145555556,22.859,34.697,5.10266666667,9.87411111111,22.501,40.4334444444,14.7462222222,17.5277777778,8.59977777778
589.42,16.4472222222,41.6543333333,22.7864444445,34.6221666667,5.06344444444,9.87577777778,22.516,40.3666666667,14.7296666667,17.4942222222,8.60455555556
589.76,16.4062222222,41.6687777778,22.7275555555,34.5561666667,5.03844444444,9.81638888889,22.4745555556,40.3655555556,14.684,17.451,8.57744444443
590.09,16.362,41.6082222222,22.7424444444,34.543,5.026,9.81422222222,22.3992222222,40.319,14.6382222222,17.4002222222,8.56922222221
590.43,16.257,41.4431111111,22.6365555556,34.4203333334,4.95966666667,9.723,22.2703333333,40.2113333333,14.5213333334,17.2794444444,8.46466666667
590.77,16.3143333333,41.4685555556,22.7098888889,34.4748333333,4.99544444444,9.77888888889,22.3458888889,40.2933333333,14.5806666667,17.3275555556,8.48222222222
591.11,16.3412222222,41.5115555556,22.7354444444,34.4731666667,5.00777777778,9.78311111111,22.3887777778,40.2587777778,14.5972222222,17.3661111111,8.56466666667
591.44,16.3394444445,41.43,22.6981111111,34.457,4.97077777778,9.73683333333,22.41,40.2571111111,14.5681111111,17.3434444445,8.57033333333
591.78,16.3021111111,41.3517777778,22.7121111111,34.375,4.953,9.7145,22.3366666667,40.1884444444,14.5385555556,17.3471111111,8.542
592.12,16.2906666667,41.2976666667,22.6891111111,34.3983333333,4.93511111111,9.68172222222,22.2667777778,40.1765555556,14.488,17.3414444444,8.59033333333
592.46,16.2867777778,41.3905555556,22.6813333333,34.4788333333,4.90077777778,9.66861111111,22.2517777778,40.1934444444,14.4691111111,17.3123333333,8.55677777778
592.79,16.343,41.4338888889,22.7534444444,34.603,4.96177777778,9.74744444444,22.316,40.284,14.519,17.3577777778,8.59144444444
593.13,16.3203333333,41.329,22.7354444445,34.5033333333,4.95244444445,9.69305555556,22.2214444445,40.2047777778,14.4882222222,17.3304444444,8.584
593.47,16.3132222222,41.2652222222,22.7387777778,34.4966666667,4.959,9.7395,22.2403333333,40.1484444444,14.5015555556,17.3744444444,8.58333333333
593.80,16.2967777778,41.2532222222,22.645,34.498,4.87711111111,9.67027777778,22.2241111111,40.1611111111,14.4743333333,17.3085555555,8.54333333333
594.14,16.3442222222,41.2458888889,22.6827777778,34.5081666666,4.90033333333,9.72705555556,22.262,40.2246666667,14.5312222222,17.3187777778,8.59877777778
594.48,16.2703333333,41.223,22.6261111111,34.4306666666,4.824,9.69794444444,22.167,40.1675555556,14.5315555556,17.2583333333,8.611
594.81,16.3004444444,41.1406666667,22.5942222222,34.4221666666,4.81555555555,9.71633333333,22.1478888889,40.2097777778,14.5147777778,17.2757777778,8.58688888888
595.15,16.2682222222,41.1193333333,22.571,34.3905,4.82388888889,9.7295,22.1306666667,40.1515555555,14.5002222222,17.2555555556,8.52511111111
595.49,16.2726666667,41.0706666667,22.5517777778,34.4038333334,4.80777777778,9.73266666667,22.1527777778,40.1571111111,14.4965555556,17.2393333333,8.55033333333
595.82,16.2316666667,41.0514444444,22.5652222222,34.3425,4.77388888889,9.70977777778,22.147,40.1363333334,14.468,17.215,8.50322222222
596.16,16.2572222222,41.0231111111,22.5596666667,34.2993333333,4.80522222222,9.72477777778,22.151,40.146,14.4992222222,17.2033333333,8.55222222222
596.50,16.1796666667,40.915,22.4694444444,34.1663333333,4.71611111111,9.618,22.0438888889,40.0233333333,14.3995555556,17.1248888889,8.46255555556
596.83,16.1577777778,40.9726666667,22.4692222222,34.2386666667,4.67433333333,9.64833333333,22.0362222222,40.1074444444,14.3805555556,17.113,8.43333333333
597.17,16.1538888889,40.9121111111,22.4571111111,34.2925,4.68388888889,9.62927777778,22.0128888889,40.1323333333,14.343,17.1163333333,8.44911111111
597.51,16.2015555555,40.9821111111,22.5254444444,34.3153333333,4.74222222222,9.64155555556,22.049,40.1627777778,14.3855555556,17.1722222222,8.51022222222
597.84,16.1545555556,41.0082222222,22.497,34.2875,4.71555555555,9.63516666667,22.0072222222,40.1464444444,14.3434444444,17.2047777778,8.48622222222
598.18,16.1518888889,40.9671111111,22.4884444444,34.2465,4.73122222222,9.60905555556,21.9944444445,40.0677777778,14.282,17.1746666667,8.45433333333
598.52,16.1402222222,41.0568888889,22.561,34.3145,4.77633333333,9.62911111111,22.0178888889,40.0726666667,14.3091111111,17.2153333333,8.51877777778
598.85,16.0892222222,41.0884444444,22.5243333333,34.295,4.73344444444,9.58722222222,21.9551111111,40.0976666667,14.2591111111,17.1895555555,8.51033333333
599.19,16.0564444445,41.1343333333,22.5226666666,34.3155,4.67888888889,9.49477777778,21.9173333333,40.1398888889,14.2203333333,17.1833333333,8.47044444444
599.53,16.0288888889,41.1538888889,22.4218888889,34.3018333334,4.61855555555,9.45422222222,21.8573333334,40.1114444445,14.1574444444,17.1448888889,8.45077777778
599.86,15.9871111111,41.1896666667,22.3964444444,34.276,4.55555555556,9.39761111111,21.8207777778,40.0586666667,14.0913333333,17.1364444444,8.43277777778
600.20,16.0171111111,41.3621111111,22.4261111111,34.3446666666,4.59833333333,9.47294444444,21.8594444444,40.1235555556,14.1203333333,17.1867777778,8.526
600.53,16.0504444445,41.3601111111,22.4406666666,34.3136666667,4.60933333333,9.47022222222,21.9165555556,40.0986666667,14.1726666667,17.1955555555,8.56877777778
600.87,16.1102222222,41.4752222222,22.5282222222,34.3821666667,4.65088888889,9.52422222222,21.932,40.1375555556,14.2447777778,17.2542222222,8.59911111111
601.21,16.0718888889,41.3403333333,22.4534444445,34.3136666667,4.64044444444,9.53427777778,21.8747777778,40.0625555556,14.1916666667,17.2325555556,8.56344444445
601.54,16.1436666667,41.2528888889,22.4551111111,34.374,4.64711111111,9.544,21.9692222222,40.0894444444,14.2202222222,17.2178888889,8.60744444445
601.88,16.2003333333,41.2986666667,22.4966666667,34.477,4.66522222222,9.57455555556,21.9992222222,40.1483333334,14.2408888889,17.2887777778,8.64044444445
602.21,16.1867777778,41.3633333333,22.4345555556,34.4516666666,4.63744444444,9.5475,21.978,40.1633333333,14.2393333333,17.2186666667,8.59488888889
602.55,16.1904444444,41.2451111111,22.4536666667,34.3841666667,4.61588888889,9.54611111111,21.9827777778,40.0575555556,14.2174444445,17.1785555556,8.56911111111
