wavelength,Back_SpoFrom,Belly_SpoFrom,Breast_SpoFrom,Crissum_SpoFrom,Crown_SpoFrom,DorTail_SpoFrom,Rump_SpoFrom,Throat_SpoFrom,WingTip_SpoFrom
187.91,-1622.22233333,-1855.5555,-1461.111,-1188.88883334,-1516.6665,-680.5555,-1433.33316666,-2077.77783334,-1861.111
188.29,660.416666666,704.166666667,606.25,545.833333333,587.5,381.25,575.0,904.166666665,691.666666667
188.67,210.784333334,197.549083333,185.294333333,185.294166667,182.843,132.843,176.960833333,276.960833333,217.156833334
189.05,161.333333333,147.0,151.333333333,144.0,129.0,99.5,144.0,200.666666666,167.333333333
189.43,129.166666666,128.799,134.313666666,130.882333333,117.402,89.2158333333,125.490166667,161.5195,140.441166667
189.81,122.807166667,122.478,133.333333334,128.728,111.842,86.1843333333,119.736833333,147.3685,130.921166667
190.19,110.345,105.364083333,113.984666667,114.942666667,97.8928333335,73.75475,104.022833333,120.881166667,117.816166667
190.57,99.8083333331,95.49825,110.153333333,115.709,92.3371666665,64.7508333334,93.8696666665,111.685833333,108.620666667
190.95,95.5128333334,88.2476666666,109.402,103.418833333,90.598,61.7521666666,89.5298333331,113.888833333,96.795
191.33,88.3773333334,86.7324166666,104.1665,102.850833333,85.9648333334,56.2499166666,88.5966666665,115.570166667,87.5
191.71,90.4413333334,99.1421666666,112.009833334,111.764833333,93.1371666666,58.8235833334,94.6078333334,125.9805,89.7058333334
192.09,73.99,91.41425,103.788,93.1818333333,81.8183333333,44.3180833333,81.0604999998,106.818166666,73.7371666667
192.47,62.1005,77.5113333333,85.6165000002,78.5386666667,72.6028333333,34.9314166667,71.4613333333,95.6619999998,65.5251666666
192.85,55.7291666667,79.1669166666,79.6875000001,75.5209999998,65.3646666666,27.9948333333,64.8436666667,98.9584999999,55.2083333333
193.23,40.5796666667,73.4299166667,71.7391666666,60.6278333335,62.5605,29.34775,60.3868333333,88.8886666666,45.8938333334
193.61,32.3671666667,58.937,66.6668333333,54.5895,46.1353333333,21.0145,52.4155,84.7823333335,37.4395
193.99,25.9008333333,51.0135833333,61.036,47.7474999998,33.1083333334,18.4685,49.5496666667,77.0269999998,36.937
194.37,-11.5646666666,38.0954166667,63.2651666667,31.9726666665,12.9251666667,-6.80258333335,35.7143333333,77.2108333333,20.068
194.75,-11.2121666667,38.0305,59.0908333333,23.3334999999,8.182,12.8788333334,45.1515,76.0605000002,28.788
195.13,2.65716666665,53.8645833333,58.454,46.3768333332,19.5651666667,26.5700833334,55.314,75.6038333335,45.169
195.51,-4.918,52.5958333334,61.7486666667,43.1693333335,12.2953333333,30.87425,58.47,74.8635000001,45.082
195.89,-3.4825,49.8756666666,62.1893333333,36.567,11.4426666667,30.4726666666,65.6716666667,69.9003333334,46.5173333333
196.27,6.14033333335,48.9034166667,61.8423333333,41.8858333332,19.7368333333,34.2104166666,68.4211666667,65.3506666666,49.7808333334
196.65,5.4055,53.9415833333,61.7118333334,45.9460000001,20.9461666667,33.7838333333,73.6488333333,57.2071666669,44.5946666667
197.03,-0.813,45.9348333333,59.3495,43.9023333335,19.5121666667,25.1016666667,62.3983333333,47.9675,35.9756666666
197.40,-11.3636666666,38.5101666667,52.7778333334,46.4645,3.28283333335,8.20691666665,56.0606666667,48.9901666665,26.515
197.78,-14.6396666667,31.5315,45.27,37.1621666665,3.82883333335,0.78833333335,46.8466666666,38.0630000001,11.7115
198.16,-12.0481666666,36.04425,43.5743333333,38.1525,16.265,5.42166666665,51.004,42.5703333331,17.0681666667
198.54,4.955,39.5646666666,44.7445,43.844,28.2283333333,16.6665,55.105,48.6486666667,27.3271666667
198.92,7.32766666665,40.158,44.6838333333,40.0861666667,31.1781666667,13.2900833334,55.1726666667,48.9941666668,25.1436666666
199.30,8.47216666668,36.8055833334,44.7221666666,32.5,29.1666666666,9.93033333335,56.1111666667,44.4443333335,22.2221666667
199.68,7.661,35.8871666667,42.473,31.7201666667,31.586,5.84691666665,52.957,41.129,21.371
200.06,5.182,34.24375,40.336,32.0728333333,29.5516666667,3.43125,50.4201666667,37.8153333333,19.3278333334
200.44,-0.778833333335,35.8254166666,39.0963333334,30.9968333333,26.1681666666,-0.31141666665,48.5983333333,39.8756666668,17.9126666667
200.82,-17.1771666667,22.6188333334,32.1428333333,14.7958333333,9.52366666668,-14.711,35.3741666666,32.9931666665,11.2245
201.19,-48.9743333334,21.0256666667,23.3333333333,-4.6155,-7.69216666665,-41.2821666667,38.9741666667,27.9486666666,3.07683333335
201.57,-59.1548333333,14.3190833334,22.7701666667,-7.98116666665,-16.4318333333,-38.9671666667,33.803,13.3803333335,-2.34733333335
201.95,-130.952333334,-9.86375,-6.4625,-42.517,-64.6256666667,-93.1971666666,26.1905,-13.265333333,-31.6326666667
202.33,-232.291666667,-53.3854166667,-50.5208333333,-115.625,-142.1875,-190.625,-3.125,-55.729166667,-86.4583333333
202.71,-329.166666667,-54.514,-93.7501666665,-179.861333333,-193.0555,-275.347333333,-20.1388333334,-88.1945,-132.638833333
203.09,-400.833333334,-67.5,-115.833333333,-176.666666667,-225.833333333,-322.5,-46.6666666667,-120.0,-165.833333333
203.47,-357.638833333,-91.3195,-113.1945,-147.916666667,-198.611166666,-282.291333334,-80.5554999998,-122.916666666,-162.5
203.85,-285.632166666,-89.0801666665,-87.9308333333,-137.356166667,-160.345,-222.41375,-63.2185,-117.241166667,-141.379166667
204.22,-310.7145,-100.000166667,-102.976,-141.071666667,-175.595333333,-240.77375,-74.4048333333,-132.738166667,-171.428833333
204.60,-574.509666667,-244.607833333,-223.5295,-295.098,-352.941166667,-451.960666667,-179.411833333,-316.666666666,-391.1765
204.98,-360.119,-134.226333334,-133.928666667,-157.142833333,-174.404666667,-252.083416666,-101.190333333,-188.095166667,-226.1905
205.36,-187.0,-69.5,-54.6666666667,-68.3333333332,-74.0,-125.333333334,-36.3333333333,-91.0000000002,-117.333333333
205.74,-220.833333333,-98.1059166665,-76.1365000001,-97.3486666667,-90.9091666665,-161.552916667,-56.0605,-113.2575,-149.2425
206.12,-145.081833334,-57.5135,-39.071,-70.2183333333,-54.0985,-98.7705,-37.705,-72.6774999998,-99.1804999998
206.50,-143.076833334,-57.564,-40.2563333333,-55.8973333334,-57.1795,-100.769166667,-32.5641666667,-72.5638333332,-98.4615
206.87,-148.99,-61.61625,-38.6363333334,-58.3333333333,-63.384,-101.262416667,-35.606,-81.3129999998,-109.343333333
207.25,-139.285666667,-65.9525,-36.4286666667,-67.6191666665,-60.7143333333,-103.6905,-32.1428333333,-88.5715000001,-107.142666666
207.63,-128.2895,-61.6228333334,-33.114,-67.5438333332,-58.1141666666,-89.9123333334,-23.0263333333,-82.8946666666,-94.0788333334
208.01,-126.793166666,-63.8186666667,-37.9746666667,-69.4093333333,-61.6033333333,-96.9410833334,-24.2615,-74.2618333335,-90.2953333334
208.39,-127.9915,-64.95725,-36.1113333334,-79.7010000002,-63.889,-100.747666667,-26.923,-77.3505000001,-88.8886666667
208.77,-103.977166667,-42.8975833333,-20.265,-59.6590000001,-42.2348333333,-83.80675,-14.394,-50.947,-64.5833333333
209.14,-121.064666667,-63.88875,-22.9168333333,-84.2591666669,-61.1111666666,-113.888916667,-22.9166666667,-68.7498333333,-89.1205000002
209.52,-96.2299999999,-58.33325,-15.476,-69.2460000002,-46.8251666667,-91.8650833334,-15.2776666667,-53.9683333334,-70.8333333333
209.90,-93.4458333335,-55.0563333333,-17.4156666667,-65.3561666665,-45.6931666667,-89.326,-14.794,-49.8128333333,-66.2921666667
210.28,-94.8719999999,-54.91475,-12.3933333334,-58.9743333332,-39.1026666667,-99.0385,-5.76933333335,-53.846,-64.5301666667
210.66,-80.1283333332,-38.7820833334,3.84616666665,-48.9316666667,-26.0685,-79.3804166667,2.77766666667,-37.8203333333,-52.5641666666
211.03,-57.4711666667,-36.3025,7.08816666665,-41.954,-20.4978333333,-69.4445,4.78933333333,-24.7125,-35.8238333334
211.41,-51.2681666667,-36.1414166667,3.8041666667,-33.8768333333,-17.2101666667,-62.1376666667,2.174,-11.7755,-27.174
211.79,-41.856,-27.1780833333,12.3105,-17.424,-2.462,-64.5834166666,11.553,-3.409,-17.6135
212.17,-57.8946666666,-33.6625,6.14016666665,-20.1753333334,-5.70166666666,-74.34225,8.99133333331,-15.1315,-25.6578333333
212.55,-60.5263333333,-34.8685,4.16666666665,-15.351,-3.94733333333,-74.2325833333,5.48233333335,-14.693,-30.263
212.92,-53.8151666667,-37.5501666667,-3.41366666665,-11.4456666667,-10.8433333333,-68.4739166666,0.401666666665,-18.0721666667,-32.731
213.30,-40.9721666667,-19.705,3.8193333333,4.1668333333,-3.125,-45.486,9.02766666667,-1.56266666667,-20.6596666667
213.68,-47.1888333333,-21.28525,2.0076666667,3.21283333335,-12.249,-56.9274166667,5.42183333333,-7.63049999999,-22.6906666666
214.06,-41.8921666667,-17.5678333333,3.60366666665,8.55866666665,-8.5585,-50.22525,11.937,-8.55866666666,-18.6938333333
214.44,-36.5298333333,-16.09575,6.8493333333,15.297,-7.07766666668,-43.493,15.0683333334,-7.30566666665,-12.1005
214.81,-47.0431666667,-31.8545833333,1.61266666665,13.9785,-13.7096666667,-62.5000833333,16.3978333333,-22.3116666666,-19.3546666667
215.19,-85.606,-60.985,-22.7271666666,15.5301666667,-36.7423333333,-87.3105,17.0453333333,-49.6211666666,-50.7576666667
215.57,-183.333333333,-88.4616666666,-55.1283333334,20.5128333333,-82.6925,-150.640833333,44.872,-98.7178333331,-104.487166667
215.95,-335.294,-180.391916666,-118.627333333,-52.9413333334,-219.607833333,-253.921666667,17.6471666667,-163.725666667,-230.392
216.32,-179.333333333,-82.6666666667,-40.666666667,6.66666666665,-116.666666667,-148.666666667,39.3333333333,-32.0,-124.0
216.70,-206.0,-102.333333333,-77.3333333332,-22.6666666667,-142.666666666,-147.0,24.0,-29.3333333333,-123.333333333
217.08,-252.174,-132.608583334,-104.347833333,-56.5216666666,-155.797166667,-149.999833333,27.5363333334,-34.058,-120.29
217.46,-181.183,-112.365416667,-81.1826666667,-34.4085,-112.903333333,-122.311416667,19.3548333334,-22.5805,-81.1828333334
217.83,-387.037166667,-243.981583333,-207.407333333,-112.963166667,-243.518333333,-257.870333333,-28.7036666667,-99.0739999999,-186.111
218.21,-318.181666667,-184.848416666,-173.484666667,-77.2728333333,-194.697,-222.3485,-29.5453333334,-69.6968333333,-155.303
218.59,-405.263166667,-251.7545,-240.350833333,-123.6845,-234.210666667,-312.71925,-71.9298333333,-88.5963333334,-217.543833334
218.97,-296.0,-169.0,-169.333333333,-112.666666667,-166.0,-216.0,-45.3333333333,-50.0,-164.0
219.34,-186.936833334,-75.4505,-79.7296666667,-66.2158333333,-91.8916666668,-150.000166667,-33.3333333333,-19.3693333333,-92.793
219.72,-90.1131666669,-30.6496666666,-27.9661666666,-24.8586666667,-43.7853333333,-84.746,-10.452,-6.49716666667,-42.9376666667
220.10,-63.9706666667,-11.0295833333,-14.4608333333,3.67666666669,-26.7158333333,-59.1913333334,5.63716666667,8.82349999998,-14.7058333333
220.47,-53.5863333333,-4.43033333333,-4.6413333333,5.907,-25.7381666667,-43.1434166666,12.4475,0.422,-5.696
220.85,-42.7983333334,-0.72025,4.3211666667,16.6666666666,-22.8395,-40.1234166667,16.255,-4.52666666667,-2.88066666667
221.23,-46.2221666666,-3.88883333334,1.11116666665,14.6668333333,-30.4445,-52.0,6.44433333335,-16.6666666667,-9.55566666665
221.61,-44.7488333333,8.79008333335,-7.7628333333,11.1871666667,-27.3971666667,-57.0776666667,6.39266666668,-14.6116666667,-9.361
221.98,-20.238,32.3415,6.5475,19.4443333334,-8.92850000001,-35.21825,20.8333333333,5.55550000001,6.54766666667
222.36,-27.2916666667,27.0833333333,4.79166666665,11.0416666667,-13.9583333333,-43.125,16.4583333333,-1.04166666666,2.91666666666
222.74,-30.8888333333,30.5555833334,3.11116666668,1.33349999998,-25.3333333333,-47.4445,13.7778333333,-7.99983333333,-3.5555
223.11,-27.7778333333,33.7449166666,0.0001666666665,7.40749999999,-21.3991666667,-43.4155,9.25950000001,-9.05333333333,-5.14416666668
223.49,-21.6048333334,29.4238333334,-5.96683333333,14.1976666667,-19.1358333333,-34.5676666666,18.7241666666,-4.52683333334,3.29233333333
223.87,-46.5053333333,16.129,-20.43,-2.15033333333,-33.0646666666,-56.586,5.37633333335,-12.0966666667,-9.13966666667
224.24,-64.6893333333,0.423916666665,-27.966,-28.5311666667,-38.983,-67.938,-8.4745,-25.9888333333,-28.2486666666
224.62,-160.294,-60.2940833334,-119.117666667,-106.8625,-114.706,-165.441166667,-77.451,-98.0393333332,-110.784166667
225.00,-182.323166667,-78.0304166665,-143.939166667,-136.868666667,-123.232333334,-185.100916666,-99.495,-111.615833334,-139.898833333
225.38,-130.487833333,-50.4065,-93.0894999999,-93.9024999998,-80.0815,-127.235916667,-51.626,-58.943,-93.9026666666
225.75,-110.3705,-47.4071666666,-63.7036666666,-75.1853333335,-61.4813333334,-94.9998333334,-28.5183333334,-51.8518333334,-65.5556666667
226.13,-70.278,-36.8056666666,-36.6666666667,-41.6668333333,-35.2776666666,-57.77775,-3.05566666665,-35.8331666667,-41.1113333334
226.51,-41.7871666667,-26.3284166666,-18.3573333333,-24.8791666667,-22.2221666667,-35.86975,17.6328333333,-20.0483333333,-21.4975
226.88,-18.2456666666,-8.07025,-1.05266666665,-0.5265,-1.4035,-9.4735,27.3683333334,-2.6315,0.526333333335
227.26,-11.9936666667,-6.77575,3.42666666667,2.49216666669,3.27116666667,-0.934666666665,30.6855,0.4673333333,6.38616666666
227.64,-24.4045,-16.1459166667,-3.2735,-8.18449999999,-8.77983333334,-6.84525,17.7081666667,-10.7143333333,-7.738
228.01,-21.6,-16.4,-6.13333333333,-10.4,-12.5333333333,-8.06666666665,13.0666666667,-13.6,-8.66666666665
228.39,-21.745,-19.3361666667,-14.844,-15.2345,-17.0573333333,-13.5416666667,8.854,-20.1825,-12.3698333333
228.76,-9.2825,-7.06766666665,-1.37116666667,-6.64549999999,-2.848,-4.325,16.5611666666,-6.75116666665,-0.738333333335
229.14,-10.8333333333,-9.32291666665,-3.54166666668,-8.22916666668,-6.45833333332,-7.8125,16.9791666667,-8.95833333334,-3.12499999999
229.52,-10.7898333333,-12.18675,-4.528,-8.28516666666,-9.63383333335,-8.67058333335,14.162,-12.6201666667,-5.00966666666
229.89,-13.1373333333,-16.6663333333,-5.09833333331,-12.0588333333,-13.9215,-11.0785,12.745,-18.4313333334,-9.804
230.27,-20.3593333334,-25.9980833334,-8.28350000001,-20.3591666666,-22.1556666666,-18.7125833334,3.6925,-22.3553333333,-15.5688333333
230.65,-32.0833333333,-33.0729166667,-18.75,-27.6041666666,-31.0416666667,-27.3958333333,-5.625,-32.7083333333,-25.1041666667
231.02,-34.1991666667,-33.5499166666,-20.2381666667,-30.0865,-32.251,-28.7336666667,-7.35916666665,-32.684,-28.7878333334
231.40,-43.2646666667,-44.8630833333,-29.4521666667,-37.8996666666,-42.694,-36.9294166666,-17.6938333333,-43.493,-39.4976666666
231.78,-33.8778333333,-36.00225,-23.8563333334,-30.0655,-33.3335,-33.2243333334,-9.25916666668,-36.1655,-33.0065
232.15,-29.642,-29.80975,-23.9375,-23.3783333333,-30.4248333334,-31.26375,-3.02016666665,-29.642,-30.7608333333
232.53,-24.187,-23.7295833333,-18.8006666667,-12.8048333333,-22.2561666667,-22.2051666667,2.744,-20.6301666666,-24.1871666667
232.90,-27.3505,-23.8783333333,-22.3291666666,-10.5768333334,-25.4275,-20.2456666666,0.534,-22.0086666667,-26.496
233.28,-17.9561666667,-12.2521666667,-13.0953333333,-0.69466666665,-13.2936666667,-10.1190833333,8.92883333331,-9.62300000002,-13.7896666667
233.66,-8.011,-1.38133333334,-5.52483333333,5.06466666665,-3.03866666666,-2.90066666665,16.022,-0.644666666665,-4.14383333333
234.03,-9.68349999998,0.3725,-8.10050000001,3.25883333335,-3.4453333333,-5.35375,12.1043333333,-2.2345,-6.2385
234.41,-10.0901666666,4.86491666665,-8.46833333331,4.41433333333,-1.171,-2.83775,12.2521666666,-0.2705,-4.41433333333
234.78,-3.15533333334,12.217,0.404333333333,10.9221666667,5.74416666667,7.1195,18.6083333334,5.50166666667,2.75066666667
235.16,-4.62516666665,9.29033333335,-3.2695,9.1705,1.75433333333,5.02375,15.2313333333,4.46566666667,1.595
235.54,-0.072833333335,13.6461666667,-1.09166666667,13.4643333333,5.0945,5.89508333333,17.7583333333,9.97083333335,6.91416666666
235.91,2.04816666667,16.49,2.96649999999,17.2315,9.322,9.32208333333,18.2906666667,12.9946666667,10.5225
236.29,1.32266666666,13.02925,4.762,15.741,9.06100000001,8.99483333334,15.5423333334,9.65616666667,9.92066666666
236.66,-0.733333333335,9.6,3.73333333331,10.8,5.4,4.03333333333,12.0666666667,3.53333333333,7.73333333331
237.04,-0.336,6.61975,1.07516666668,8.19883333333,3.02416666667,0.9745,10.8871666667,0.0,5.30916666667
237.41,3.58566666667,6.67333333335,3.25349999998,9.16316666666,2.9215,2.39041666667,10.6905,0.199166666665,6.1755
237.79,-2.60883333334,3.07975,-0.725,5.79716666666,-3.84066666667,-2.31891666667,5.79733333333,-5.72450000001,1.15933333333
238.17,2.04216666667,3.9855,2.8985,10.9355,-1.64666666667,0.559833333335,10.3426666667,-0.132,4.87483333333
238.54,5.72516666665,4.96183333333,5.789,15.9031666667,2.481,3.81683333333,13.677,1.46316666667,6.87016666666
238.92,6.49499999999,5.05525,7.53683333335,18.5661666666,4.5955,5.02441666667,13.7868333333,3.12516666667,9.55866666668
239.29,8.10516666665,5.50808333333,10.445,20.7191666667,9.01816666665,7.56275,14.6116666666,4.5665,11.2443333333
239.67,8.7635,5.37658333333,12.6345,21.2901666666,10.1076666666,9.51583333333,14.6235,6.23683333333,12.8495
240.04,5.6385,0.399083333335,8.28316666667,15.7681666666,5.23950000002,6.66166666666,10.8783333333,3.14366666667,10.928
240.42,4.6245,0.8015,7.60066666665,14.5603333333,3.98333333333,6.04391666666,9.66099999999,2.2895,9.66116666667
240.79,7.67383333332,5.25583333334,10.5915,17.586,6.8745,9.17283333333,11.5108333333,7.0745,11.9903333334
241.17,9.75016666665,7.62466666667,12.4495,17.2736666667,8.83933333334,10.50925,12.7866666666,9.0755,14.4398333333
241.54,7.906,6.7765,11.4468333333,15.1708333334,7.81450000002,9.76808333333,12.4846666666,7.967,13.8888333334
241.92,8.58916666667,7.06791666666,11.3353333333,14.701,8.72349999999,10.4469166667,12.897,9.15449999998,14.055
242.29,7.50616666667,7.63375,11.2721666666,13.0535,8.34616666665,11.1069166667,11.5521666666,8.524,14.3256666667
242.67,6.93666666666,6.9845,9.63383333335,11.8256666666,7.20133333335,9.89908333333,9.7785,7.17716666667,12.9816666666
243.05,6.84766666666,5.75675,7.98516666667,9.42416666667,6.47616666666,8.3565,8.05466666666,6.87066666667,11.583
243.42,6.34616666667,5.44291666666,7.20433333333,7.85933333333,5.10416666666,7.09125,7.99483333334,7.06883333334,10.795
243.80,5.88883333334,5.41091666666,7.02216666667,5.77783333333,5.37783333333,6.63341666667,7.17783333333,6.11083333334,9.79983333335
244.17,5.0995,5.82775,7.26266666666,5.03316666667,4.98883333334,6.34641666667,6.66666666667,6.18116666666,8.96266666667
244.55,4.57483333334,6.08891666666,6.72266666667,4.12383333333,4.725,6.42183333333,6.22866666667,6.07783333334,9.12783333333
244.92,4.01016666667,5.99408333334,6.49533333333,3.3,4.13533333333,5.75391666666,5.53466666667,5.24233333333,9.02266666666
245.30,3.6735,6.52558333333,7.50183333334,4.83333333334,4.31166666667,6.19691666667,6.12933333333,6.05183333334,9.28083333333
245.67,3.8195,6.09408333333,7.205,4.705,4.236,6.224,5.486,6.0765,8.85416666666
246.05,2.80166666667,5.00625,5.9215,3.77283333333,2.96083333334,5.49216666666,4.075,4.314,7.8795
246.42,3.03183333333,4.56875,4.98166666667,3.97083333333,2.5905,5.13091666666,3.81433333334,3.64366666667,6.9885
246.79,3.46616666666,5.35583333333,5.49916666667,4.0135,2.489,5.81841666666,4.4825,3.9095,7.16716666667
247.17,4.00733333333,6.16133333333,6.05283333334,4.75316666666,2.864,6.57641666667,5.1865,3.9955,7.7375
247.54,3.81816666667,6.04141666667,5.64733333334,4.83533333333,2.77766666667,6.63016666666,4.9155,3.32666666666,7.54466666667
247.92,3.45716666667,5.72666666667,4.97033333334,5.18016666667,2.441,6.33975,5.00316666666,2.95983333334,7.28933333333
248.29,4.61183333334,6.10258333333,5.46983333333,6.049,3.42116666667,7.21275,6.05983333333,3.46416666667,8.16166666666
248.67,5.0735,6.419,5.86033333334,6.76433333334,4.11616666667,7.81208333333,6.51983333334,3.61616666667,8.47683333333
249.04,5.05083333333,6.20816666666,5.68916666666,6.71633333333,4.02333333333,8.16566666667,6.42433333333,3.4395,8.41433333333
249.42,4.78483333333,5.7645,5.25183333333,6.42516666666,3.66833333333,8.45883333333,5.86683333334,2.62016666666,8.077
249.79,4.19683333334,5.43425,4.59716666667,6.35616666667,3.34783333334,8.30925,5.4465,1.601,7.81166666667
250.17,5.40533333334,6.641,5.64983333333,7.34883333333,4.54316666666,9.19566666666,6.79533333333,2.9345,8.82866666667
250.54,5.81333333334,6.76633333333,6.24133333333,7.69116666666,5.20566666666,9.99041666666,7.35983333333,3.59033333333,9.47266666665
250.92,4.91583333333,5.63916666666,5.89,6.92333333334,4.66483333334,9.62491666666,6.702,3.11466666667,9.04916666667
251.29,4.24,4.6795,5.396,6.36766666667,4.00833333333,8.973,6.07466666667,2.42066666667,8.665
251.66,4.0595,4.55133333334,5.78833333334,6.37483333333,3.8695,8.51558333333,5.85166666667,2.12466666667,8.67433333333
252.04,4.81316666666,5.0975,6.40633333334,6.5855,3.90266666667,8.77225,6.27633333333,3.00816666667,9.38216666667
252.41,4.612,5.52775,6.12716666666,6.09383333333,3.32966666666,8.07541666666,5.81083333333,2.98016666667,9.09083333334
252.79,4.32783333334,5.04891666666,5.83833333334,5.312,2.52883333334,7.41666666666,5.53283333333,2.953,8.8255
253.16,4.328,5.58366666666,5.99116666667,5.24416666667,2.83416666667,7.7055,5.92316666667,3.63183333333,9.029
253.54,4.34316666667,5.64475,5.56716666666,4.171,2.6025,6.782,5.567,3.48166666666,9.10033333334
253.91,4.94816666667,5.89483333333,6.19883333333,4.573,2.82233333333,7.09183333333,5.52,3.73366666667,9.37833333333
254.28,4.78316666667,5.49683333334,5.89533333333,5.19083333334,2.63266666667,7.15591666667,5.13533333333,3.5965,9.28816666666
254.66,4.34216666667,5.51008333334,5.335,4.63383333333,2.43366666667,6.58108333334,4.84816666666,3.3685,9.07333333334
255.03,5.03183333334,5.69816666667,4.81316666667,5.40966666667,2.88383333333,6.1955,4.853,3.61983333333,9.70583333334
255.41,5.4715,6.59733333334,4.81916666666,5.40833333333,3.304,6.35533333334,5.45033333333,4.798,10.0168333334
255.78,5.66366666667,6.64725,4.73416666666,5.25316666666,3.61,6.93891666667,5.87983333334,4.86383333333,10.0303333334
256.15,5.3325,6.725,4.4905,5.6995,3.411,7.46966666666,6.2175,4.51216666667,9.65033333335
256.53,6.21333333334,6.65416666667,5.0165,6.78,3.6735,8.51175,6.36016666667,4.45,10.4953333334
256.90,6.02066666667,5.98116666666,4.8245,6.63883333334,3.15,8.63241666666,5.84116666667,4.56533333333,10.0878333333
257.28,6.89016666666,5.54008333333,5.58683333333,7.486,3.6125,9.19,6.25716666667,5.06516666667,10.5213333333
257.65,6.36533333333,4.66516666666,5.243,7.2195,3.28316666667,9.75708333334,6.31516666667,4.506,9.53100000002
258.02,5.93033333333,4.33075,5.14166666667,6.44166666667,2.80483333333,9.41425,6.25183333334,4.6595,8.86649999998
258.40,5.699,4.59366666667,5.41633333334,5.88316666666,2.66516666666,9.0945,5.89533333333,4.397,8.68333333333
258.77,6.25533333333,5.24258333334,6.014,6.39166666666,2.9705,9.26208333333,5.83533333334,4.80683333333,9.1205
259.15,6.78716666667,6.10191666666,7.03716666667,6.70383333333,3.7965,9.625,6.27766666667,5.20366666666,9.5555
259.52,6.90433333333,6.22716666666,7.32816666667,6.77133333333,4.204,9.79158333334,6.44733333333,5.30083333333,9.663
259.89,7.09783333333,6.42241666666,7.3665,6.92166666667,4.45066666667,10.04075,6.39966666667,5.26416666667,10.0598333333
