wavelength,Back_ThrGlam,Belly_ThrGlam,Breast_ThrGlam,Crissum_ThrGlam,Crown_ThrGlam,DorTail_ThrGlam,Patch10_ThrGlam,Patch11_ThrGlam,Rump_ThrGlam,Throat_ThrGlam,WingTip_ThrGlam
328.41,14.668,26.0987916667,24.8903333334,25.1389754902,15.1891666667,14.56175,22.0315,19.337,17.8526666667,20.108125,13.8026666667
328.78,15.1136666667,26.6848333333,25.6655,25.6715980392,15.5886666667,15.0409166667,22.7606666667,19.9980833333,18.3514166667,20.758875,14.245375
329.14,15.0775,26.9051666667,25.6671666667,25.6560441176,15.49325,14.8854166667,22.6110833333,19.96,18.3185,20.9224583333,14.2060833333
329.51,15.06875,27.32025,25.8555833333,25.9582107843,15.7824166667,15.1008333333,22.91225,20.06475,18.4385833333,21.0230833333,14.2469583333
329.88,14.774,27.1349166666,25.6771666666,25.8493921569,15.4904166667,14.8275,22.7900833333,19.714,18.1636666667,20.6889583333,13.980875
330.24,14.6886666667,26.9978333333,25.651,25.7641666667,15.4511666667,14.372,22.7665833333,19.659,18.1305,20.4269166667,13.7499166667
330.61,14.64825,27.1284583334,25.919,25.9529166667,15.5169166667,14.13275,22.9563333333,19.66925,17.9210833333,20.4115833333,13.8065416667
330.98,15.10425,27.9555416667,26.4875833334,26.5408823529,15.98875,14.57975,23.5231666667,20.2588333333,18.28625,20.7975833333,14.2532916667
331.34,15.0391666667,28.1680416666,26.84775,26.7184460785,15.6895833333,14.5345833333,23.7526666667,20.3696666667,18.25875,20.76225,13.9925416667
331.71,14.904,27.7964166667,26.7696666667,26.5241519608,15.6188333334,14.5430833334,23.61225,20.3498333333,18.128,20.5635416667,13.7965416667
332.08,14.17825,27.3289583334,26.14875,25.8073137255,14.8791666667,13.85875,22.9279166667,19.5683333333,17.4059166667,19.6985,12.9668333333
332.44,13.875,27.2384583333,26.20275,25.4511470589,14.51625,13.4134166667,22.63575,19.341,17.0525833333,19.4685416667,12.49825
332.81,12.6848333333,26.2823333333,25.2704166667,24.3353039216,13.2088333333,12.0549166667,21.4871666667,18.245,16.0366666667,18.116625,11.2521666667
333.18,13.0935833333,26.7898333333,25.7288333333,24.75375,13.6875,12.4864166667,22.01425,18.8831666667,16.6565833333,18.4312083333,11.5385
333.54,13.20175,26.94875,26.0475,24.9538284314,13.65725,12.49325,22.1303333333,18.9911666667,16.8793333333,18.43575,11.5390416667
333.91,13.2483333333,26.904,26.2628333333,24.984867647,13.5923333333,12.3100833333,22.0945,19.0460833333,16.8419166667,18.3660833333,11.693125
334.28,13.42,27.0029166667,26.4224166667,25.0932647059,13.56675,12.47925,22.3084166667,19.16075,16.9219166667,18.6008333333,11.7266666667
334.64,13.5898333334,27.085,26.7278333333,25.1700294118,13.6435833333,12.5125833333,22.5614166667,19.4844166667,17.311,18.811625,11.7150416667
335.01,12.9688333333,26.3581666667,26.2878333333,24.8178676471,13.1595833333,11.8905833333,22.14,18.77025,16.6666666667,18.414,11.19975
335.38,12.7670833333,26.364625,26.3256666667,24.702745098,13.0030833333,11.61825,22.0381666667,18.5855,16.4275,18.2330416667,10.9924583333
335.74,12.54,26.5910416666,26.4833333333,24.6092843137,12.6848333333,11.2783333333,22.0949166667,18.50675,16.2544166667,18.21625,10.6427083333
336.11,12.9438333333,27.034125,27.14175,25.1516372549,13.168,11.7106666667,22.6069166667,18.9385833333,16.7425833333,18.6885833333,11.0596666666
336.47,12.9023333333,27.2054583334,27.16075,25.2083970588,13.1140833333,11.7906666667,22.8571666667,18.9735,16.926,18.55025,11.1440416667
336.84,13.0743333333,27.3295416667,27.4436666667,25.3600931373,13.28525,12.0165833333,22.9870833333,19.10725,17.0769166667,18.691375,11.114
337.21,13.0596666666,27.3239583333,27.6474166667,25.3918235294,13.4191666666,12.0360833333,23.0486666666,19.0266666667,16.92475,18.8499166667,11.1618333333
337.57,13.2875,27.421,27.6936666667,25.3073235294,13.4336666667,12.1573333333,23.1413333334,19.1736666667,16.9505833334,18.9587083333,11.3840416667
337.94,13.3779166667,27.7812083333,27.8713333333,25.5666078431,13.7468333333,12.457,23.3844166667,19.2975833333,17.047,19.4063333333,11.4875
338.31,13.0079166667,27.5416666667,27.8185,25.3823333333,13.5105,12.22175,23.1181666667,19.1046666667,16.8568333334,19.241125,11.1446666667
338.67,12.7983333333,27.535125,27.6185,25.2904460784,13.2196666667,12.0800833334,22.8055833333,18.7705,16.5591666667,18.9485833333,10.9080416667
339.04,13.1045,28.05725,27.9115833334,25.444627451,13.4438333333,12.4255,23.0561666667,19.12375,17.0678333334,19.1476666667,11.1522083333
339.40,13.2973333333,28.250125,28.0813333333,25.7299607843,13.732,12.7575833333,23.25025,19.413,17.40325,19.3965833333,11.3300416667
339.77,13.2375,28.214,28.1535833333,25.8317401961,13.7363333333,12.7328333333,23.16675,19.462,17.524,19.2897083333,11.394625
340.14,12.9601666667,27.8895833334,27.8323333333,25.428122549,13.329,12.3075,22.741,19.0811666666,17.01075,18.9255416667,10.9745
340.50,13.1176666667,28.0015833333,27.911,25.5999215687,13.4799166667,12.4120833333,22.63225,19.186,16.9695,19.0155833333,10.9457916667
340.87,13.0584166667,28.1049166667,27.8683333333,25.6835196079,13.5291666667,12.4206666667,22.7236666667,19.1099166667,16.9330833333,19.1070833333,10.9770416667
341.23,12.898,27.9915,27.6415833333,25.5369460785,13.0260833333,12.1020833333,22.64675,18.6990833333,16.7814166667,18.8755,10.7399166667
341.60,12.57175,27.78925,27.6589166667,25.4106862745,12.8535833333,11.7181666666,22.4898333333,18.40575,16.6774166667,18.60775,10.1933333333
341.96,12.8318333334,28.125,27.9260833334,25.5840294118,12.8819166667,11.8176666667,22.6084166667,18.6315833333,16.9249166667,18.6024583333,10.2650833333
342.33,12.4334166667,27.964,27.63775,25.3504362745,12.50125,11.4149166667,22.4303333333,18.2335,16.5909166666,18.1107916667,9.95904166665
342.70,12.1274166667,27.8224166667,27.4091666667,25.159504902,12.2453333333,11.20575,22.2299166667,18.07475,16.3441666667,17.9261666667,9.67758333335
343.06,12.1170833333,27.8382083333,27.68675,25.1790735294,12.27375,11.0756666667,22.3789166667,18.18325,16.2950833333,18.00375,9.50858333332
343.43,12.2333333334,27.9610416667,27.9026666666,25.3321029412,12.3994166667,11.1690833334,22.5414166667,18.3361666667,16.3863333334,18.0967083333,9.64325
343.79,12.2085,27.9025416667,27.9866666667,25.0426715686,12.2791666667,11.0445,22.5158333333,18.0916666667,16.22975,18.0758333333,9.47783333333
344.16,12.5324166667,28.275875,28.32525,25.457877451,12.6999166667,11.3905,23.0226666667,18.5100833333,16.6691666666,18.5232083333,9.79358333335
344.52,12.61,28.3746666667,28.6028333333,25.5677696078,12.73525,11.4894166667,23.2695,18.63375,16.863,18.8039166667,9.8545
344.89,12.7300833333,28.441625,28.7064166667,25.5272794118,12.87175,11.5379166667,23.2549166667,18.7814166666,16.941,18.7999166667,9.89383333335
345.25,12.7348333333,28.5101666667,28.8769166667,25.4775441176,12.957,11.5846666667,23.1809166667,18.9646666667,17.1661666666,18.7400833333,9.84904166666
345.62,12.5816666667,28.4673333333,28.7723333333,25.3142107843,12.7425,11.52525,23.05725,18.8340833333,16.9206666666,18.6592916667,9.83629166665
345.99,12.2884166667,28.0885416667,28.5971666667,24.9290539216,12.3963333334,11.19,22.8548333334,18.5956666667,16.6825,18.3145416667,9.46233333333
346.35,12.7406666667,28.4318333333,28.9688333333,25.2095784314,12.7249166666,11.60175,23.0895,18.8724166667,17.0738333333,18.6677083333,9.85125000001
346.72,12.8406666666,28.3944166667,29.0141666667,25.1265392157,12.6681666667,11.5318333333,23.1395833333,18.83625,17.1081666667,18.49125,9.86433333334
347.08,12.9379166667,28.5415416667,29.20925,25.2968382353,12.7134166667,11.7120833333,23.2378333334,18.9005,17.2976666667,18.7579583333,10.0347916667
347.45,12.76525,28.2895833333,29.1576666667,25.1495637255,12.4483333333,11.49475,22.92225,18.5735,17.049,18.477,9.69720833333
347.81,12.7084166667,28.3202916667,29.1384166667,25.2370784314,12.3770833333,11.38325,22.8654166666,18.50375,17.0070833333,18.3020833333,9.48295833332
348.18,12.6473333333,28.4700833333,29.48225,25.197,12.33425,11.3743333333,22.9031666667,18.4684166667,17.0525,18.208625,9.44095833333
348.54,12.78975,28.7725833333,29.6875833333,25.3399803922,12.4298333333,11.46275,23.1159166667,18.6481666667,17.1783333333,18.3242916667,9.63658333332
348.91,13.2196666666,29.4553333333,30.2278333333,25.8485588235,12.8626666667,11.9823333334,23.6415,19.029,17.6143333333,18.7955,10.2511666667
349.27,13.4588333334,29.7678333333,30.5481666667,26.252872549,13.1665833333,12.1975833333,24.03125,19.2990833333,17.71875,19.0305416667,10.4407916667
349.64,13.6253333333,29.9114166666,30.7140833334,26.3719068627,13.3596666667,12.2856666667,24.1135833333,19.42875,17.8166666667,19.2625833333,10.503875
350.00,13.8569166667,30.4087083333,31.11675,26.7510637255,13.6516666667,12.4810833333,24.4605,19.6569166667,18.0114166666,19.5800833333,10.767375
350.37,14.0908333333,30.6517083333,31.4759166667,27.0585539216,13.9453333333,12.683,24.8964166667,19.99625,18.3369166667,19.966125,10.8629166667
350.73,14.0306666667,30.8854166667,31.7110833333,27.2415539216,14.12225,12.6465833333,24.9888333334,20.06925,18.368,20.1380416667,10.87
351.10,14.0235833334,31.05725,31.7175833333,27.3042205882,14.2819166666,12.5011666667,25.1890833333,20.1001666667,18.4561666667,20.0351666667,10.830625
351.46,14.1960833333,31.3672083333,31.9211666667,27.3182205882,14.4878333333,12.5313333333,25.5830833333,20.3505833333,18.6145833333,20.2565416667,11.057375
351.83,14.23825,31.5092916667,32.0924166667,27.44425,14.5806666666,12.6081666666,25.8365833333,20.44075,18.73775,20.4535833333,11.1939166667
352.19,14.4788333333,31.6703333333,32.176,27.6727352941,14.7385833333,12.59925,25.9145,20.6644166666,18.8145,20.673875,11.2995
352.55,14.1359166666,31.2935416667,31.7993333333,27.4051421569,14.5175833334,12.24725,25.6253333333,20.30975,18.5238333333,20.2174166667,10.8318333333
352.92,13.90775,31.11975,31.644,27.2580882353,14.1779166667,11.83125,25.4855,20.1919166667,18.3245,19.8789166667,10.4350416667
353.28,13.6718333334,30.843875,31.4353333333,26.89175,13.86075,11.5973333333,25.3101666667,19.8750833333,18.0921666667,19.61225,10.2344583333
353.65,13.723,31.143375,31.7911666666,27.1581078431,13.9330833333,11.72175,25.602,20.11825,18.32725,19.6971666667,10.2487083333
354.01,13.4661666667,30.9895,31.684,27.0071323529,13.65475,11.4255,25.51375,19.8973333333,18.1615833333,19.4459583333,9.95879166667
354.38,13.4029166667,31.1197083333,31.8021666667,26.9760245098,13.5668333333,11.29675,25.38525,19.7111666667,18.0021666667,19.3023333333,9.92866666667
354.74,13.7840833334,31.3589583333,32.0415833334,27.1521372549,13.7628333334,11.6678333333,25.7299166666,20.0108333333,18.2943333334,19.5736666667,10.1415833333
355.11,13.8008333333,31.2933333333,32.1476666667,27.0522058824,13.6780833333,11.67125,25.66825,19.9705,18.22975,19.463625,10.0230833333
355.47,13.8674166667,31.447125,32.2148333334,27.2344313725,13.696,11.7868333333,25.7610833334,20.08325,18.3970833333,19.5950833333,10.0480416667
355.83,14.04675,31.7117083333,32.47925,27.4851617647,13.8306666666,11.9638333333,26.0073333334,20.25225,18.5351666667,19.7695833333,10.242375
356.20,13.9041666666,31.7095833334,32.4160833333,27.4619166667,13.5819166667,11.8624166666,26.0606666667,20.06475,18.4551666667,19.5761666667,10.0775833333
356.56,14.027,31.9152916667,32.7348333333,27.6656617647,13.5640833333,11.9440833334,26.3120833333,20.1745833333,18.6068333334,19.8049166667,10.1257083333
356.93,13.9065,31.827375,32.8704166667,27.5716568628,13.5329166667,11.9025833333,26.3096666667,20.0865833333,18.513,19.8637083333,10.026125
357.29,14.1078333333,32.21325,33.16025,27.8818970588,13.7515,12.08,26.5273333333,20.33525,18.7045833334,20.0927083333,10.1837916667
357.66,14.2469166667,32.3894583333,33.26325,28.0269460784,13.8849166666,12.1421666667,26.6794166667,20.4056666666,18.7845,20.2080416667,10.3945
358.02,14.4633333333,32.5945416667,33.4645,28.1330098039,14.1028333333,12.4434166667,26.9085,20.5819166667,18.9715,20.4991666667,10.6389166667
358.38,14.6868333333,32.825625,33.7200833333,28.4510196078,14.3519166667,12.6746666667,27.2903333333,20.9416666667,19.2708333333,20.6601666667,10.8526666667
358.75,14.6343333333,32.9737916667,33.9123333333,28.5732745098,14.3648333333,12.6101666667,27.40225,20.9911666666,19.35775,20.7478333333,10.8370833333
359.11,14.7615,33.1784583333,34.2070833333,28.8144509804,14.4209166667,12.6970833333,27.61625,21.1098333333,19.47825,20.9405,11.0019583333
359.48,14.7435,33.3057916667,34.4595,28.9362205882,14.3474166667,12.594,27.743,21.0805833333,19.4648333333,20.9135833333,10.8896666667
359.84,14.6323333333,33.2032916667,34.3913333333,28.7743872549,14.2395,12.4211666667,27.6488333333,20.9449166667,19.4538333333,20.8349166667,10.7195416667
360.20,14.7361666666,33.44675,34.7493333333,28.900872549,14.4169166667,12.5526666667,27.8496666667,21.1504166667,19.6794166667,21.0574166667,10.799375
360.57,14.8283333334,33.5945416667,34.907,29.0289509804,14.6128333334,12.5855,27.94025,21.3541666667,19.7805,21.07,10.94225
360.93,15.0085,33.7955,35.1485833333,29.2364509804,14.6795,12.7565833334,28.2316666667,21.5376666667,19.9925833333,21.2059166667,10.9665
361.29,15.00125,33.808,35.33775,29.365627451,14.6741666667,12.7910833333,28.3454166667,21.5825833333,20.0601666667,21.2179166667,10.934125
361.66,14.8981666666,33.5830416666,35.2263333333,29.2115245098,14.5443333334,12.69325,28.2476666667,21.38425,19.8999166667,21.06575,10.7759166667
362.02,14.95275,33.6225,35.2504166667,29.2575686275,14.5866666667,12.67075,28.313,21.391,19.9524166667,21.0330416667,10.77225
362.39,14.9279166667,33.7129166667,35.2595833334,29.2247794117,14.5130833334,12.656,28.3275,21.3540833334,19.9531666666,21.08375,10.6655833333
362.75,14.8980833333,33.7481666667,35.2535,29.2094558823,14.4425833333,12.5904166667,28.3644166667,21.2818333333,19.9080833333,21.0450833333,10.5337916666
363.11,14.8135833333,33.6929583333,35.1131666667,29.1631813725,14.3389166667,12.4705,28.2768333333,21.201,19.8353333334,20.9627083333,10.383125
363.48,14.848,33.7675,35.1181666667,29.1589558823,14.424,12.47775,28.3645833333,21.2533333333,19.9013333333,20.9847916667,10.4225
363.84,15.0406666667,34.0394166667,35.3446666666,29.3133578431,14.592,12.6055833333,28.55175,21.4575833334,19.98875,21.105875,10.472
364.20,15.09625,34.0180416667,35.279,29.3781764706,14.6541666666,12.6961666667,28.5884166667,21.43425,20.046,20.999375,10.5262916667
364.57,14.9496666666,34.007,35.2268333334,29.252995098,14.49675,12.5430833334,28.6078333333,21.2525833333,19.9009166667,20.8765,10.2802083333
364.93,14.8288333333,33.963625,35.0714166667,29.199622549,14.4273333333,12.3870833333,28.4805,20.9570833333,19.7633333333,20.7044166667,10.2105833333
365.29,14.8105833333,33.9345,34.9930833333,29.154877451,14.4094166667,12.2489166667,28.5185833333,20.9568333333,19.7251666667,20.6951666667,10.12425
365.66,14.7473333333,34.1383333333,35.07675,29.3169362745,14.34,12.13375,28.7109166667,20.9966666667,19.7955833333,20.7226666667,9.98441666666
366.02,14.5879166667,34.133625,35.1198333333,29.3158578431,14.1756666667,11.98525,28.6949166667,20.9198333333,19.8018333333,20.6635833333,9.744125
366.38,14.6195,34.1159166667,35.0548333333,29.2912892157,14.1075833333,11.828,28.7269166667,20.81975,19.8314166667,20.534125,9.61516666666
366.75,14.7135833333,34.2131666667,35.1863333333,29.442495098,14.2805,11.9544166667,28.86325,20.89575,19.9994166666,20.64275,9.77166666666
367.11,14.8258333333,34.2674166666,35.3295,29.4948284314,14.3826666667,12.1244166667,29.0704166667,21.0404166667,20.1655833333,20.723125,9.88550000001
367.47,14.8265,34.2864166667,35.4065833333,29.5850441177,14.40075,12.18625,29.1033333333,21.0059166666,20.1483333333,20.6865416667,9.91445833333
367.84,14.8653333333,34.2475416667,35.4381666667,29.6181960784,14.3863333334,12.28,29.1825,21.0635,20.2391666667,20.808125,10.0461666667
368.20,14.8745,34.2848333333,35.4800833333,29.579627451,14.3800833334,12.2074166667,29.31225,21.1028333333,20.2191666667,20.9378333333,10.0568333333
368.56,14.84025,34.199,35.448,29.5801764706,14.294,12.1733333333,29.36775,21.0503333333,20.204,20.8879166667,9.99670833332
368.93,15.0480833334,34.3806666667,35.6784166667,29.8284117647,14.48425,12.3086666667,29.6243333333,21.3844166667,20.4188333333,21.1082083333,10.10375
369.29,15.1474166667,34.53575,35.8111666667,29.9335735294,14.53225,12.4076666667,29.7095833333,21.3920833334,20.5465833334,21.2417083333,10.123625
369.65,15.3149166667,34.63525,35.9275833334,30.0223039216,14.65475,12.5375,29.8360833333,21.50575,20.6835833333,21.3671666667,10.209
370.01,15.2590833333,34.6529583333,35.8951666666,30.0440931372,14.6685,12.5830833333,29.91625,21.5154166667,20.6544166667,21.32025,10.2385416667
370.38,15.1345833333,34.6202083333,35.8988333333,30.0343333333,14.6334166667,12.5885833333,29.8293333334,21.47225,20.55475,21.3129583333,10.2215416667
370.74,14.9714166667,34.5655,35.8503333334,30.0242401961,14.4545,12.4764166666,29.8375833333,21.4029166667,20.41875,21.1549583333,10.0744583333
371.10,14.9710833333,34.8059583333,36.001,30.1898186274,14.505,12.4215833334,29.9545833333,21.3711666666,20.3975,21.1426666667,10.0915833333
371.46,14.9143333333,34.6669583333,35.86675,30.1849313726,14.3603333333,12.303,29.9450833333,21.2998333333,20.34775,21.085,9.95979166668
371.83,14.8921666667,34.7620416666,35.8566666667,30.2716470588,14.321,12.1575833333,30.0640833333,21.2508333333,20.27825,20.92475,9.80787499998
372.19,14.6719166667,34.7219583333,35.59575,30.2559852942,14.14075,11.91525,29.98125,21.057,20.1274166666,20.7403333333,9.47804166668
372.55,14.7191666667,34.9610416666,35.7655833333,30.4655784314,14.2574166667,12.0164166667,30.1689166667,21.0628333333,20.2468333333,20.8149583333,9.53579166667
372.92,14.817,35.1689583333,35.89875,30.5606470588,14.31025,12.0953333333,30.3468333333,21.0656666666,20.3349166666,20.9304166667,9.672375
373.28,14.821,35.2699166667,35.9996666667,30.655490196,14.2965,12.0500833333,30.5229166666,21.0643333333,20.37125,20.8950416667,9.70179166668
373.64,14.81275,35.192125,35.8653333333,30.6327696078,14.2213333333,11.9844166667,30.4615833333,20.9916666667,20.3149166666,20.8745,9.67041666668
374.00,15.0843333333,35.42875,36.0809166667,30.9238137255,14.45725,12.1115,30.68825,21.1745833334,20.4853333333,21.1301666667,9.79691666667
374.37,15.21075,35.5480833334,36.1084166667,31.0777156863,14.6128333333,12.2090833333,30.9713333333,21.265,20.5639166667,21.23675,9.882625
374.73,15.343,35.635,36.1848333333,31.1,14.7240833334,12.2926666667,31.1205,21.3084166667,20.6921666666,21.3118333333,9.98433333335
375.09,15.4418333334,35.6088333333,36.0811666666,31.1260637255,14.7515,12.3084166667,31.1965,21.2813333333,20.772,21.386375,9.90129166667
375.45,15.5839166667,35.9660833333,36.3489166667,31.3579362745,14.9395833334,12.4943333333,31.4976666667,21.3964166667,20.9439166667,21.670125,10.0379583333
375.81,15.6601666667,36.1240416667,36.48725,31.4436421569,15.0148333333,12.5836666667,31.6465,21.5338333333,21.12425,21.8554166667,10.1708333333
376.18,15.8246666666,36.2174583333,36.7271666666,31.5753382353,15.1404166667,12.7218333334,31.7971666667,21.638,21.2225,22.0114166667,10.3345833333
376.54,15.8238333333,36.18125,36.6715,31.5417156863,15.1683333334,12.7290833333,31.7691666667,21.6905833333,21.21175,22.0640833333,10.3240833333
376.90,15.7058333333,36.11675,36.57625,31.5182892157,15.1161666667,12.5803333333,31.7650833333,21.65775,21.2165833333,21.951625,10.1612083333
377.26,15.70625,36.2011666667,36.5235,31.5441078431,15.12275,12.606,31.7653333333,21.6276666667,21.1675833334,21.9735416667,10.1019166667
377.63,15.65025,36.3487083333,36.6045833333,31.661754902,15.1784166667,12.5890833334,31.9126666667,21.5906666667,21.2136666667,21.957875,10.0825833333
377.99,15.6785,36.3373333333,36.622,31.6972401961,15.1691666667,12.5525,31.9690833333,21.5375833333,21.2009166667,21.97775,10.0510833333
378.35,15.5974166667,36.2634583334,36.6205833333,31.6401911764,15.04225,12.44125,31.8969166667,21.4285,21.20225,21.9816666667,9.95508333333
378.71,15.6999166667,36.4181666667,36.68375,31.787127451,15.1599166667,12.5239166666,32.0685833333,21.4739166667,21.31725,22.1562083333,9.99016666668
379.07,15.627,36.5105833333,36.7100833333,31.9090245098,15.1545,12.5215833333,32.116,21.5024166666,21.3316666667,22.1847916667,10.0029166667
379.44,15.5903333333,36.4070833333,36.6139166667,31.7885686275,15.1820833333,12.49625,32.0980833333,21.4266666667,21.2876666667,22.1569166667,9.94666666668
379.80,15.5453333333,36.4412916667,36.6153333334,31.9213480392,15.2489166667,12.5723333333,32.1549166667,21.3320833333,21.2583333333,22.2659166667,9.92945833333
380.16,15.6138333333,36.5290833334,36.6695,31.995872549,15.29325,12.64975,32.2584166666,21.3763333333,21.34,22.2617083333,9.98054166667
380.52,15.7941666666,36.637125,36.698,32.1700343137,15.3664166667,12.7580833333,32.4803333333,21.4324166666,21.5026666667,22.403625,10.13625
380.88,15.8084166667,36.724125,36.6505,32.2475882353,15.4786666666,12.90725,32.5100833333,21.4130833333,21.5475,22.52925,10.220125
381.24,15.7941666667,36.5394583333,36.54275,32.1812009804,15.5015,12.9118333333,32.53,21.35975,21.60825,22.5007916667,10.21
381.61,15.8806666667,36.593375,36.6505,32.227132353,15.6115833333,12.9810833333,32.653,21.4810833333,21.6615,22.64625,10.247625
381.97,15.9568333333,36.6640833333,36.5850833333,32.29175,15.6024166667,13.0425833333,32.7341666666,21.49725,21.6913333334,22.6274166667,10.289875
382.33,16.0799166667,36.8588333333,36.6489166667,32.4523823529,15.7610833333,13.1048333333,32.8805833333,21.6468333333,21.76425,22.7217083333,10.3971666667
382.69,16.0430833333,36.85475,36.6055,32.5250833334,15.7271666667,12.9924166666,32.8511666667,21.576,21.6888333333,22.683375,10.2741666667
383.05,16.1355833333,36.8721666667,36.5634166666,32.4806372549,15.804,13.0355,32.9100833334,21.5785833333,21.6864166667,22.7405833333,10.2719166667
383.41,16.2451666667,36.9895416667,36.5320833333,32.6270294118,15.8534166667,13.0175,32.98225,21.6204166667,21.76875,22.7069583333,10.3468333333
383.77,16.3695,37.029625,36.5504166667,32.6663137255,15.9291666667,13.0493333333,33.0754166666,21.66625,21.828,22.7449166667,10.3342083333
384.14,16.3610833333,37.0809166666,36.547,32.8127254902,15.9530833333,13.03125,33.1853333333,21.65575,21.8211666667,22.8299583333,10.266
384.50,16.41975,37.264875,36.6378333333,32.9318284314,16.0624166667,13.10575,33.2160833333,21.79925,21.92025,22.873125,10.2939583333
384.86,16.5021666667,37.2904583334,36.67325,33.035245098,16.025,13.0506666667,33.3185,21.7736666667,21.93525,22.921,10.2752083333
385.22,16.5265,37.45225,36.6500833333,33.1179460784,16.0515833333,13.0419166666,33.3648333333,21.752,21.8763333333,22.9870833333,10.267625
385.58,16.55975,37.465625,36.5825,33.1687401961,16.02775,13.0295833333,33.39375,21.6885833333,21.9,23.01475,10.2232916667
385.94,16.5633333333,37.4904166666,36.6574166667,33.2129901961,16.1545833333,13.0626666667,33.4684166667,21.7201666667,21.94975,23.1393333333,10.2492083333
386.30,16.5404166667,37.3889166667,36.5669166667,33.1774901961,16.1025833334,13.0945833333,33.47475,21.5766666667,21.90075,23.12625,10.2206666667
386.66,16.5190833333,37.3417083333,36.4249166667,33.109877451,16.03525,13.1055,33.4124166667,21.5314166666,21.9065833333,23.10675,10.2032916667
387.03,16.5898333333,37.4437916667,36.4569166667,33.2183676471,16.11125,13.1704166667,33.5340833334,21.5544166666,21.97025,23.2357916667,10.30575
387.39,16.4881666667,37.309125,36.3348333333,33.1336519608,15.9878333333,13.06625,33.43975,21.41375,21.89125,23.2005416667,10.1686666667
387.75,16.3134166667,37.2213333334,36.1239166667,33.0495686275,15.8541666667,12.8979166666,33.2965,21.22075,21.7080833334,23.035,10.0367083333
388.11,16.2465,37.1315833333,35.93825,32.9094019608,15.8000833333,12.8655,33.1845833333,21.1090833334,21.64425,22.9527916667,9.98470833332
388.47,16.2068333333,37.0575,35.842,32.8773186275,15.7416666667,12.7736666667,33.1451666666,20.9621666666,21.548,22.9554583333,9.95954166665
388.83,16.1749166667,37.0366666666,35.7433333333,32.8435294117,15.7615,12.7940833333,33.125,20.92775,21.5134166667,22.9405,9.94658333335
389.19,16.1071666667,37.0400833333,35.7091666667,32.8812794118,15.6715833333,12.7199166667,33.1501666667,20.8805,21.4785,22.914375,9.88570833332
389.55,16.2114166667,37.2432916667,35.7735,33.0314656863,15.8095,12.8549166667,33.2505833334,20.92275,21.5775,22.99525,10.036125
389.91,16.228,37.381375,35.7405833333,33.1313186274,15.7801666667,12.8908333333,33.3725833334,20.9251666667,21.6195,23.0233333333,10.0363333333
390.27,16.25425,37.5222916667,35.7723333333,33.2409852941,15.8094166666,12.91175,33.41725,20.9460833333,21.6329166667,23.038875,10.0439166667
390.63,16.3324166667,37.5673333333,35.7493333333,33.2835196079,15.9016666667,12.9575,33.4825833334,20.9858333333,21.6065833334,23.1187916667,10.121875
391.00,16.2284166667,37.471125,35.6534166667,33.2442254902,15.8278333333,12.8678333333,33.4085,20.8973333334,21.5146666667,23.0165416667,10.009125
391.36,16.3555,37.7020416667,35.7765,33.4761568628,16.053,13.0655,33.6216666667,21.02925,21.5844166667,23.1819166667,10.1575
391.72,16.4870833333,37.7935416667,35.84,33.6476813725,16.1535,13.1873333333,33.76325,21.1529166667,21.7415,23.3268333333,10.263125
392.08,16.6305,38.0405,36.0208333333,33.938877451,16.30475,13.3194166667,33.9545833333,21.2755833333,21.8705833333,23.5261666667,10.3995416667
392.44,16.7226666667,38.143625,36.04425,34.0282745098,16.37275,13.406,34.0966666667,21.28675,21.9658333333,23.6199166667,10.441875
392.80,16.7199166667,38.2055416667,35.9883333333,34.0668088235,16.37975,13.37125,34.1675833333,21.25525,21.971,23.6352083333,10.3556666667
393.16,16.8493333333,38.2519166667,36.0229166667,34.1377058823,16.51725,13.4553333333,34.2199166667,21.3153333333,22.0778333333,23.72775,10.46075
393.52,16.83175,38.1453333333,35.878,34.0857401961,16.53275,13.4293333333,34.19775,21.2813333333,22.02675,23.7199166667,10.4265
393.88,16.7986666666,38.08825,35.7553333333,34.0916421569,16.55975,13.3703333333,34.1045,21.18775,21.9589166667,23.6834166667,10.3898333333
394.24,16.7820833333,38.0645833333,35.6059166667,34.0985343138,16.51075,13.2948333333,34.0919166667,21.1055833333,21.95675,23.686625,10.3350416667
394.60,16.79525,38.058375,35.5529166667,34.1419166667,16.498,13.2763333333,34.1066666667,21.014,21.97775,23.716875,10.33375
394.96,16.836,38.1392083333,35.5390833333,34.2447254902,16.5715,13.3396666667,34.1475833333,21.0005,22.0375,23.8368333333,10.3652916667
395.32,16.7770833333,38.1636666667,35.4765,34.2485196078,16.5166666667,13.2936666666,34.127,20.936,22.0663333333,23.8289166667,10.3037083333
395.68,16.6965,38.1414166667,35.34875,34.1809656863,16.4865,13.2265833333,34.0518333334,20.7991666667,21.928,23.79525,10.2205
396.04,16.56575,38.0072916667,35.0695833333,33.9915784314,16.3586666667,13.06925,33.8895833333,20.5814166667,21.7175833333,23.6844583333,10.0714583333
396.40,16.488,37.9979166667,34.91675,34.0056470588,16.3715833333,13.0145,33.8030833333,20.51125,21.6054166667,23.6887083333,10.0180833333
396.76,16.6129166666,38.1032083333,34.9708333333,34.1328284314,16.5126666667,13.1133333333,33.8070833334,20.6150833333,21.6964166667,23.8172916667,10.1735
