wavelength,Back_TanFucf,Belly_TanFucf,Breast_TanFucf,Crissum_TanFucf,Crown_TanFucf,DorTail_TanFucf,Patch10_TanFucf,Patch11_TanFucf,Patch12_TanFucf,Patch13_TanFucf,Rump_TanFucf,Throat_TanFucf,WingTip_TanFucf
514.83,8.537,26.1295555556,20.281,20.5908888889,34.2528888889,9.94454273505,29.1842222222,40.0154444445,21.8867777778,41.979,38.2131111111,8.25622222222,7.20566666667
515.17,8.54933333333,26.2025555556,20.3764444444,20.6584444444,34.4746666667,9.9695042735,29.162,40.184,21.9107777778,42.2313333334,38.405,8.28866666667,7.203
515.52,8.544,26.2384444445,20.4378888889,20.6991111111,34.6358888889,9.98595726495,29.1048888889,40.3158888889,21.9152222222,42.4145555556,38.5278888889,8.28388888889,7.20111111111
515.87,8.56522222222,26.3302222222,20.5431111111,20.7727777778,34.8408888889,10.0041452991,29.0553333334,40.5225555556,21.9631111111,42.6538888889,38.7534444444,8.32111111111,7.21733333333
516.21,8.55488888889,26.3364444445,20.601,20.796,34.9698888889,10.0043888889,28.9831111111,40.6702222222,21.961,42.8597777778,38.8557777778,8.31966666667,7.20911111111
516.56,8.59022222222,26.4126666667,20.6952222222,20.8813333333,35.1373333333,10.0311282051,28.9616666667,40.8413333333,21.9827777778,43.0961111111,38.9908888889,8.33877777778,7.22366666667
516.91,8.60988888889,26.4826666667,20.8003333333,20.9573333333,35.3338888889,10.0490683761,28.9258888889,41.0121111111,22.0058888889,43.3312222222,39.1531111111,8.36877777778,7.22088888889
517.25,8.59755555556,26.5295555556,20.8706666666,20.9903333333,35.4697777778,10.0484059829,28.8145555556,41.1716666667,22.0072222222,43.5128888889,39.2698888889,8.34833333333,7.21422222222
517.60,8.59977777778,26.594,20.9551111111,21.0361111111,35.6482222222,10.0612393162,28.7606666667,41.3194444445,22.02,43.7271111111,39.4155555556,8.34133333333,7.19733333333
517.95,8.60011111111,26.6172222222,20.9855555556,21.0442222222,35.7483333333,10.0500128205,28.6701111111,41.4201111111,22.0256666667,43.8676666667,39.5076666667,8.33944444445,7.184
518.29,8.59566666666,26.6723333333,21.041,21.0846666667,35.8766666667,10.0322136752,28.6252222222,41.5544444444,22.0255555556,44.05,39.6517777778,8.32422222222,7.166
518.64,8.57255555556,26.6808888889,21.0648888889,21.1053333333,35.9497777778,10.0010811966,28.54,41.6448888889,22.0002222222,44.1401111111,39.7036666667,8.29777777778,7.16255555556
518.99,8.57122222222,26.7471111111,21.1233333334,21.1537777778,36.0656666667,9.99623931623,28.47,41.7611111111,22.0036666667,44.2967777778,39.7974444445,8.28944444444,7.16155555555
519.33,8.56188888889,26.7846666667,21.1853333333,21.1805555556,36.2008888889,9.98045726497,28.3747777778,41.8674444444,21.9794444444,44.4264444445,39.8832222222,8.27433333333,7.13922222222
519.68,8.54022222222,26.8131111111,21.2342222222,21.2036666667,36.3216666666,9.9788034188,28.2941111111,41.9545555556,21.963,44.5576666667,39.9445555556,8.25566666667,7.13366666667
520.02,8.52688888889,26.8708888889,21.2875555556,21.253,36.4586666667,9.96527777778,28.2048888889,42.0533333333,21.951,44.6968888889,40.0513333333,8.256,7.12144444445
520.37,8.52544444444,26.9136666667,21.3463333333,21.2904444444,36.5908888889,9.97114957263,28.0842222222,42.1453333334,21.939,44.8364444445,40.1731111111,8.24811111111,7.12088888889
520.72,8.49266666667,26.9571111111,21.384,21.3033333333,36.7086666667,9.94893589743,27.9605555556,42.2032222222,21.9146666667,44.9541111111,40.2768888889,8.22088888889,7.08911111111
521.06,8.54277777778,27.0484444444,21.4785555555,21.3967777778,36.9042222222,9.98820085471,27.916,42.3562222222,21.9471111111,45.1543333333,40.4587777778,8.25211111111,7.12122222222
521.41,8.579,27.1021111111,21.5671111111,21.466,37.067,10.0058205128,27.8407777778,42.4911111111,21.9516666667,45.3374444445,40.5998888889,8.29733333333,7.15844444444
521.75,8.61388888889,27.2102222222,21.6946666666,21.5687777778,37.3297777778,10.0447948718,27.8291111111,42.7147777778,21.9868888889,45.6017777778,40.8488888889,8.33933333333,7.17533333333
522.10,8.61944444444,27.2808888889,21.7633333333,21.6198888889,37.5267777778,10.0412264957,27.7496666667,42.8778888889,21.9897777778,45.824,40.9877777778,8.33188888889,7.17088888889
522.45,8.63911111111,27.3535555556,21.8468888889,21.6847777778,37.7723333333,10.0704316239,27.6608888889,43.062,21.9757777778,46.0413333333,41.1916666667,8.334,7.16155555555
522.79,8.66355555556,27.432,21.9354444444,21.7558888889,37.9932222222,10.1012478632,27.5548888889,43.2425555556,21.979,46.2537777778,41.3684444445,8.35977777778,7.17622222222
523.14,8.70933333333,27.5165555556,22.0286666667,21.8266666667,38.1556666667,10.1460854701,27.4655555556,43.4024444444,22.0004444445,46.4987777778,41.5585555556,8.39333333333,7.21544444444
523.48,8.75233333333,27.5928888889,22.0976666667,21.9032222222,38.3372222222,10.1500726496,27.379,43.561,22.0015555556,46.7107777778,41.7548888889,8.39822222222,7.23433333333
523.83,8.79033333334,27.7006666666,22.2106666667,22.003,38.5738888889,10.1847179487,27.3078888889,43.7768888889,22.0301111111,46.9881111111,41.9703333333,8.43177777778,7.25233333333
524.17,8.80266666666,27.7792222222,22.2856666667,22.0564444444,38.7411111111,10.1921752137,27.2163333333,43.9092222222,22.028,47.1967777778,42.1126666667,8.44644444444,7.26355555556
524.52,8.82377777778,27.8503333333,22.3615555555,22.1161111111,38.9065555556,10.2158675214,27.1317777778,44.0715555555,22.0217777778,47.4168888889,42.2724444444,8.46911111111,7.28877777778
524.87,8.82533333333,27.8961111111,22.4208888889,22.1712222222,39.0854444444,10.2278119658,27.0595555555,44.2018888889,22.0194444444,47.6278888889,42.4236666667,8.48422222222,7.28855555555
525.21,8.83666666667,27.953,22.4857777778,22.2237777778,39.2353333334,10.2456495727,26.9417777778,44.3162222222,21.9883333333,47.8213333333,42.5586666667,8.46533333333,7.28522222222
525.56,8.84377777778,28.011,22.5491111111,22.2887777778,39.3973333333,10.2446709402,26.8015555556,44.4371111111,21.9712222222,48.0674444444,42.7015555555,8.44788888889,7.30122222222
525.90,8.84544444444,28.0642222222,22.6311111111,22.327,39.5684444444,10.260051282,26.6744444444,44.5863333333,21.9556666667,48.2972222222,42.8592222222,8.45522222222,7.30833333333
526.25,8.86022222222,28.1574444445,22.7616666667,22.377,39.769,10.2683376068,26.6276666667,44.7423333333,21.9636666666,48.6071111111,43.0691111111,8.47288888889,7.30166666667
526.59,8.88244444444,28.2776666666,22.8873333333,22.4712222222,39.9911111111,10.2891025641,26.5766666667,44.9371111111,21.9911111111,48.89,43.321,8.48711111111,7.31166666667
526.94,8.88788888889,28.3983333333,22.9806666667,22.5541111111,40.2225555556,10.2987307692,26.5153333333,45.1136666667,21.9958888889,49.1625555556,43.5436666667,8.50555555556,7.31255555556
527.28,8.88022222222,28.4856666667,23.0697777778,22.6226666667,40.4457777778,10.3148247863,26.4547777778,45.2776666667,22.0026666667,49.4275555555,43.7353333333,8.51444444444,7.29544444445
527.63,8.88955555555,28.5478888889,23.1366666667,22.6603333333,40.5947777778,10.3256239316,26.3864444445,45.404,22.0043333333,49.6121111111,43.8697777778,8.508,7.30066666666
527.97,8.89,28.5854444444,23.1778888889,22.6888888889,40.7172222222,10.3236965812,26.3162222222,45.496,21.9813333333,49.7571111111,43.9787777778,8.50644444444,7.29288888889
528.32,8.90888888889,28.6461111111,23.2513333334,22.7422222222,40.8501111111,10.3315555556,26.2592222222,45.5843333333,21.9828888889,49.915,44.0708888889,8.514,7.29855555556
528.66,8.92066666667,28.6892222222,23.3074444445,22.771,40.9271111111,10.3348376068,26.18,45.6428888889,21.9696666666,50.0372222222,44.1212222222,8.51733333333,7.30355555556
529.01,8.91655555556,28.7371111111,23.3401111111,22.7924444444,41.0327777778,10.3327350427,26.1176666667,45.7156666667,21.9602222222,50.168,44.207,8.52522222222,7.29633333333
529.35,8.90622222222,28.776,23.3715555556,22.7996666667,41.1121111111,10.3197649573,26.0442222222,45.7524444444,21.9365555556,50.2391111111,44.266,8.53133333333,7.27788888889
529.70,8.92066666667,28.8355555556,23.432,22.8405555555,41.233,10.335517094,25.9926666667,45.8096666667,21.9258888889,50.3595555555,44.3623333333,8.541,7.281
530.04,8.92344444444,28.8788888889,23.4705555556,22.8954444444,41.3446666667,10.3416367521,25.8978888889,45.878,21.9137777778,50.4668888889,44.4442222222,8.55433333333,7.28677777778
530.39,8.91877777778,28.8737777778,23.4883333334,22.8896666667,41.444,10.3354786325,25.774,45.8876666667,21.858,50.5455555556,44.482,8.54155555556,7.26866666666
530.73,8.91066666667,28.8828888889,23.528,22.9061111111,41.5493333333,10.3258333333,25.6458888889,45.9245555555,21.7978888889,50.6514444444,44.5431111111,8.53055555556,7.26211111111
531.08,8.92411111111,28.9442222222,23.594,22.9554444444,41.7008888889,10.3251581197,25.5241111111,46.0004444445,21.7583333333,50.8028888889,44.6613333333,8.53488888889,7.26844444444
531.42,8.92466666667,28.9977777778,23.6533333333,23.0008888889,41.8726666667,10.3169700855,25.4065555555,46.0578888889,21.7056666666,50.9682222222,44.795,8.54222222222,7.25711111111
531.77,8.935,29.0531111111,23.7393333333,23.0685555556,42.0675555555,10.321,25.3017777778,46.1656666667,21.6722222222,51.171,44.9634444445,8.54688888889,7.25544444445
532.11,8.92,29.1067777778,23.8031111111,23.1147777778,42.248,10.2972094017,25.1954444444,46.2757777778,21.6208888889,51.3334444444,45.1314444444,8.53355555555,7.22955555556
532.46,8.92022222222,29.1677777778,23.8663333333,23.1755555556,42.4398888889,10.290025641,25.1126666667,46.4065555555,21.5838888889,51.522,45.3322222222,8.53633333333,7.21544444444
532.80,8.93233333333,29.2511111111,23.9671111111,23.257,42.6412222222,10.2987264957,25.0413333333,46.5298888889,21.5703333333,51.7173333333,45.5321111111,8.54155555555,7.22755555556
533.15,8.96722222222,29.309,24.0521111111,23.3353333333,42.8308888889,10.3237350427,24.9792222222,46.6293333333,21.553,51.9028888889,45.7014444444,8.56455555556,7.26033333333
533.49,8.98277777778,29.3841111111,24.1316666667,23.4112222222,43.0082222222,10.3327350427,24.9073333333,46.7436666667,21.5385555556,52.0964444444,45.866,8.57688888889,7.26944444444
533.84,8.98288888889,29.417,24.1756666666,23.4466666667,43.1386666667,10.3157435897,24.8091111111,46.7866666667,21.4816666667,52.2205555556,45.9835555556,8.56288888889,7.25811111111
534.18,9.005,29.5241111111,24.2683333333,23.5491111111,43.332,10.3207350427,24.765,46.9293333334,21.4836666667,52.4581111111,46.1756666667,8.571,7.27988888889
534.52,9.04133333333,29.6007777778,24.3656666667,23.6526666667,43.5312222222,10.3558290598,24.7081111111,47.0396666667,21.4911111111,52.634,46.3493333333,8.60266666667,7.30033333334
534.87,9.05866666667,29.6482222222,24.4551111111,23.7055555556,43.6816666667,10.3760726496,24.6403333333,47.1112222222,21.4605555555,52.8013333333,46.4623333333,8.62411111111,7.31277777778
535.21,9.08,29.717,24.5463333334,23.7932222222,43.8424444444,10.3965042735,24.5788888889,47.1942222222,21.4362222222,52.9732222222,46.6264444445,8.64633333333,7.33877777778
535.56,9.11811111111,29.8196666667,24.6537777778,23.9002222222,44.0404444444,10.4233931624,24.5101111111,47.3093333333,21.4462222222,53.1805555556,46.7982222222,8.681,7.37644444444
535.90,9.158,29.8765555556,24.719,23.986,44.2132222222,10.4699102564,24.4677777778,47.3862222222,21.4403333333,53.3583333333,46.9342222222,8.71666666667,7.42244444444
536.25,9.18466666667,29.9336666667,24.7984444444,24.0391111111,44.3837777778,10.4900213675,24.3897777778,47.4231111111,21.4034444444,53.493,47.0296666667,8.73666666667,7.43466666667
536.59,9.22222222222,29.9974444444,24.8783333333,24.1152222222,44.5482222222,10.5276923077,24.3476666667,47.4861111111,21.3881111111,53.6507777778,47.1637777778,8.76244444444,7.45988888889
536.93,9.212,30.0605555556,24.946,24.1695555556,44.6916666667,10.5257649573,24.272,47.5421111111,21.3521111111,53.8076666667,47.2881111111,8.74266666667,7.44133333333
537.28,9.21133333333,30.115,25.0154444445,24.2277777778,44.8477777778,10.537440171,24.1805555556,47.5895555556,21.3068888889,53.954,47.4372222222,8.73933333333,7.44822222222
537.62,9.23777777778,30.2293333333,25.1266666667,24.3208888889,45.0523333333,10.5813760684,24.1294444444,47.7232222222,21.302,54.1666666667,47.6253333333,8.76677777778,7.48955555556
537.97,9.25211111111,30.2752222222,25.1968888889,24.3827777778,45.1976666667,10.6088205128,24.0311111111,47.7653333334,21.2436666667,54.3104444444,47.7326666667,8.80733333333,7.50488888889
538.31,9.26966666667,30.3924444445,25.2774444445,24.4458888889,45.4088888889,10.6045897436,23.9653333333,47.8541111111,21.2015555555,54.5434444445,47.9227777778,8.81611111111,7.52322222222
538.65,9.28411111111,30.4715555556,25.3424444445,24.5061111111,45.5988888889,10.6095726496,23.8537777778,47.9411111111,21.1377777778,54.7253333333,48.1198888889,8.80577777778,7.52022222222
539.00,9.28855555556,30.5346666667,25.4066666667,24.5735555556,45.8133333333,10.6142606837,23.7231111111,48.0421111111,21.0791111111,54.9752222222,48.2993333333,8.79644444445,7.51466666667
539.34,9.29,30.6246666667,25.484,24.6216666667,46.0456666667,10.6050512821,23.6336666667,48.1885555556,21.0395555556,55.2142222222,48.5392222222,8.78644444444,7.49022222222
539.69,9.30455555556,30.7458888889,25.6084444444,24.6964444445,46.3163333333,10.6281452991,23.5547777778,48.3774444445,21.0257777778,55.5127777778,48.8075555556,8.79677777778,7.49333333333
540.03,9.31422222222,30.834,25.717,24.7985555555,46.5364444444,10.6587179487,23.5056666667,48.5205555556,21.0155555556,55.7765555555,49.0503333333,8.808,7.51233333333
540.37,9.33455555556,30.8981111111,25.7996666667,24.8733333333,46.7157777778,10.6551538461,23.4166666667,48.6407777778,20.9906666667,55.9906666667,49.2291111111,8.82877777778,7.50877777778
540.72,9.35811111111,30.9296666666,25.8658888889,24.9114444444,46.8362222222,10.6824230769,23.3454444445,48.704,20.9637777778,56.127,49.3543333333,8.86522222222,7.53222222222
541.06,9.35111111111,30.9798888889,25.9062222222,24.9537777778,46.9391111111,10.6811837607,23.2701111111,48.766,20.9343333334,56.2618888889,49.4571111111,8.87033333333,7.53088888889
541.40,9.36088888889,31.016,25.9401111111,24.9876666667,47.0363333333,10.6813888889,23.1866666666,48.7912222222,20.8931111111,56.3865555556,49.5412222222,8.882,7.52
541.75,9.37811111111,31.0851111111,25.9868888889,25.0452222222,47.1668888889,10.698534188,23.1197777778,48.8546666667,20.8765555555,56.5393333333,49.6585555556,8.88188888889,7.52522222222
542.09,9.38288888889,31.1251111111,26.0387777778,25.1045555556,47.2816666666,10.7087820513,23.0454444445,48.9174444445,20.847,56.6764444445,49.7676666666,8.87988888889,7.52222222222
542.43,9.38255555556,31.1402222222,26.0795555556,25.1533333334,47.3845555555,10.6905641026,22.9605555555,48.941,20.8165555556,56.7843333333,49.84,8.88444444445,7.52677777778
542.78,9.38111111111,31.1968888889,26.1532222222,25.1997777778,47.4907777778,10.6984957265,22.893,48.9748888889,20.7834444444,56.8665555555,49.9268888889,8.89833333333,7.52577777778
543.12,9.36911111111,31.2151111111,26.1706666667,25.2388888889,47.534,10.6932179487,22.7892222222,48.9125555555,20.7126666667,56.916,49.9521111111,8.87888888889,7.52188888889
543.46,9.35566666667,31.2055555555,26.1783333333,25.2656666667,47.5422222222,10.663457265,22.6523333334,48.8313333333,20.627,56.9365555556,49.9741111111,8.86822222222,7.51866666667
543.81,9.36133333333,31.2557777778,26.1858888889,25.2902222222,47.6276666667,10.6415042735,22.5318888889,48.8151111111,20.5577777778,57.0202222222,50.0575555556,8.86988888889,7.50333333333
544.15,9.35266666667,31.2978888889,26.2163333333,25.3276666667,47.7325555556,10.6381367521,22.4322222222,48.8066666667,20.4883333333,57.0998888889,50.1368888889,8.84288888889,7.49844444444
544.49,9.372,31.4261111111,26.301,25.439,47.9404444444,10.6310854701,22.3626666667,48.921,20.4668888889,57.3163333333,50.3181111111,8.84255555556,7.494
544.84,9.39922222222,31.4692222222,26.3566666667,25.5172222222,48.0803333333,10.6399786325,22.2716666667,48.9133333334,20.4187777778,57.4145555556,50.4516666667,8.84633333333,7.50711111111
545.18,9.38788888889,31.511,26.4043333333,25.5816666667,48.2306666667,10.6173974359,22.1871111111,48.9612222222,20.3593333334,57.5136666667,50.5683333334,8.81366666667,7.48877777778
545.52,9.406,31.557,26.4853333333,25.6337777778,48.383,10.6024786325,22.1183333333,48.9994444444,20.3104444444,57.625,50.7055555556,8.82455555555,7.48922222222
545.87,9.39344444445,31.5768888889,26.5258888889,25.6596666666,48.4918888889,10.5668504274,21.9955555555,48.9695555556,20.2378888889,57.6852222222,50.7644444444,8.79055555555,7.46288888889
546.21,9.42077777778,31.7176666667,26.6361111111,25.76,48.665,10.6110641026,21.9526666667,49.0444444444,20.2162222222,57.8748888889,50.953,8.81655555555,7.50177777778
546.55,9.45766666668,31.7824444445,26.6962222222,25.8358888889,48.8346666666,10.6324358974,21.87,49.0866666667,20.1972222222,58.0114444444,51.0711111111,8.82566666667,7.52211111111
546.90,9.49444444444,31.8515555556,26.7956666667,25.9244444444,49.0551111111,10.6772222222,21.8258888889,49.1646666667,20.1706666667,58.1655555555,51.2337777778,8.87877777778,7.54755555556
547.24,9.52644444446,31.9708888889,26.9044444445,26.0198888889,49.2715555555,10.706542735,21.787,49.239,20.1482222222,58.3388888889,51.3852222222,8.91044444444,7.54022222222
547.58,9.56855555555,32.054,27.0168888889,26.1342222222,49.4787777778,10.740008547,21.7416666667,49.301,20.1264444444,58.5093333334,51.5478888889,8.93033333333,7.56922222222
547.92,9.5541111111,32.1016666667,27.0717777778,26.1865555555,49.6111111111,10.7163290598,21.6678888889,49.2778888889,20.0558888889,58.5944444444,51.637,8.94022222222,7.58288888889
548.27,9.56533333332,32.1484444445,27.132,26.245,49.7562222222,10.7414957265,21.5821111111,49.2497777778,20.0076666667,58.6928888889,51.7697777778,8.92755555556,7.58033333333
548.61,9.59555555555,32.2667777778,27.2257777778,26.3228888889,49.96,10.745551282,21.5471111111,49.316,19.9713333333,58.8685555555,51.894,8.93822222222,7.59311111111
548.95,9.62388888888,32.3706666667,27.3188888889,26.4008888889,50.1614444444,10.779474359,21.4914444445,49.34,19.9491111111,59.0635555556,52.0791111111,8.95555555556,7.62666666667
549.29,9.628,32.478,27.3904444444,26.5017777778,50.3182222222,10.7903846154,21.4057777778,49.3751111111,19.9268888889,59.2404444444,52.2527777778,8.985,7.63188888889
549.64,9.66255555556,32.614,27.4961111111,26.6008888889,50.5126666667,10.8312692308,21.3682222222,49.441,19.9172222222,59.395,52.4582222222,9.03766666667,7.64044444445
549.98,9.67555555557,32.6433333333,27.5165555555,26.6717777778,50.6298888889,10.8340982906,21.2543333333,49.4136666667,19.8503333334,59.4295555555,52.5736666667,9.03055555556,7.60855555556
550.32,9.70555555555,32.7681111111,27.6114444444,26.7813333334,50.8258888889,10.8383247863,21.2198888889,49.4831111111,19.8191111111,59.6071111111,52.7825555556,9.02277777778,7.61833333333
550.66,9.75888888889,32.9174444445,27.725,26.9062222222,51.0354444444,10.8817222222,21.1806666667,49.5683333333,19.8292222222,59.8082222222,53.0287777778,9.06222222222,7.66166666667
551.01,9.78544444443,32.9937777778,27.8162222222,26.9945555555,51.196,10.9091581197,21.1228888889,49.6101111111,19.829,59.9492222222,53.1863333333,9.07233333333,7.69977777778
551.35,9.78333333332,33.0442222222,27.8536666667,27.0472222222,51.319,10.9171495726,21.0487777778,49.6223333333,19.7923333333,59.9952222222,53.3212222222,9.088,7.70088888889
551.69,9.84133333332,33.1631111111,27.9541111111,27.1788888889,51.4966666667,10.976448718,21.0127777778,49.7167777778,19.7837777778,60.1574444445,53.548,9.12744444445,7.72211111111
552.03,9.88366666667,33.2586666667,28.0466666666,27.2678888889,51.6414444444,11.0067393163,20.9822222222,49.7415555556,19.7455555556,60.2308888889,53.6802222222,9.19555555556,7.76511111111
552.38,9.91277777778,33.2983333333,28.0738888889,27.325,51.7546666667,11.032482906,20.9254444444,49.7641111111,19.7241111111,60.275,53.8023333333,9.24688888889,7.795
552.72,9.97366666665,33.3393333333,28.1503333333,27.3952222222,51.8372222222,11.0694358974,20.8804444444,49.7015555555,19.7204444444,60.2682222222,53.8843333333,9.2968888889,7.84177777778
553.06,9.95199999999,33.3632222222,28.1756666667,27.416,51.9114444445,11.0642222222,20.8184444444,49.6516666667,19.6271111111,60.2474444444,53.9405555555,9.28155555554,7.84244444444
553.40,10.0038888889,33.4167777778,28.2514444444,27.5021111111,52.0587777778,11.1133376068,20.7806666667,49.6895555555,19.6108888889,60.354,54.0881111111,9.33322222223,7.89655555556
553.74,10.0177777778,33.5074444445,28.316,27.5621111111,52.2014444445,11.1260940171,20.7351111111,49.695,19.6112222222,60.4362222222,54.2198888889,9.37577777779,7.91633333333
554.09,10.0618888889,33.5662222222,28.3617777778,27.6393333333,52.2868888889,11.1523931624,20.7178888889,49.6564444445,19.5731111111,60.4503333333,54.3354444445,9.4427777778,7.95811111111
554.43,10.034,33.5772222222,28.3627777778,27.6616666667,52.3281111111,11.1153333333,20.608,49.5781111111,19.4737777778,60.4285555556,54.3804444445,9.43100000001,7.937
554.77,10.0648888889,33.6956666667,28.4258888889,27.7422222222,52.4673333333,11.1372692308,20.5816666667,49.6235555556,19.4032222222,60.5086666667,54.5357777778,9.46477777777,7.95622222222
555.11,10.0693333333,33.7742222222,28.5168888889,27.8305555556,52.5941111111,11.1136495726,20.4922222222,49.647,19.373,60.6392222222,54.6788888889,9.4522222222,7.94866666667
555.45,10.0631111111,33.8237777778,28.546,27.8654444444,52.6447777778,11.0963376068,20.4104444444,49.591,19.3202222222,60.6962222222,54.7501111111,9.4708888889,7.97055555556
555.80,9.99733333333,33.7995555556,28.5325555556,27.8908888889,52.6864444445,11.0317735043,20.309,49.5494444445,19.2153333333,60.7346666667,54.7782222222,9.39855555554,7.92622222222
556.14,9.98755555555,33.8697777778,28.5926666666,27.9581111111,52.7644444444,10.9958162393,20.2216666667,49.5321111111,19.1262222222,60.8331111111,54.9168888889,9.36477777779,7.87466666667
556.48,10.0135555555,33.9612222222,28.6562222222,28.0547777778,52.8918888889,11.0238418804,20.1724444444,49.595,19.0702222222,60.9477777778,55.0613333333,9.40977777776,7.88588888889
556.82,10.0718888889,34.0867777778,28.77,28.1803333333,53.0546666667,11.084491453,20.1617777778,49.5988888889,19.0554444444,61.0556666667,55.2132222222,9.42799999998,7.91288888889
557.16,10.0554444445,34.1568888889,28.7564444444,28.2352222222,53.0804444444,11.0642521368,20.1157777778,49.5025555556,18.9767777778,61.1134444445,55.287,9.39900000001,7.89166666667
557.50,10.0931111111,34.1851111111,28.8067777778,28.294,53.1391111111,11.0752735043,20.0566666667,49.4076666667,18.8882222222,61.1395555556,55.3694444445,9.39933333332,7.91066666667
557.85,10.0567777778,34.2442222222,28.8385555556,28.3474444444,53.2236666666,11.0391452991,19.9371111111,49.3674444444,18.8394444444,61.2443333333,55.4704444444,9.39700000002,7.90111111111
558.19,10.0262222222,34.2681111111,28.8105555556,28.3504444445,53.2348888889,10.9941965812,19.842,49.2463333333,18.7416666667,61.2485555556,55.4741111111,9.33266666666,7.86588888889
558.53,10.0285555556,34.3462222222,28.8661111111,28.4382222222,53.3553333333,11.0181623932,19.7862222222,49.1868888889,18.7082222222,61.308,55.5844444444,9.30522222224,7.88166666666
558.87,10.073,34.4412222222,28.9007777778,28.5296666667,53.4074444444,11.0741581196,19.7808888889,49.1042222222,18.6766666667,61.348,55.6678888889,9.35211111112,7.925
559.21,10.1084444445,34.4953333333,28.9797777778,28.6045555555,53.5282222222,11.1067777778,19.7003333333,49.0776666667,18.6473333333,61.3405555556,55.7373333333,9.3851111111,7.93922222222
559.55,10.1724444444,34.6421111111,29.0405555556,28.691,53.6871111111,11.1711495726,19.6785555556,49.0427777778,18.6636666667,61.4194444445,55.8714444444,9.46,7.99488888889
559.89,10.1348888889,34.6934444444,29.1096666667,28.7697777778,53.7995555556,11.1703803419,19.6037777778,48.9858888889,18.6031111111,61.4824444445,55.9592222222,9.46022222224,8.00166666667
560.23,10.1508888889,34.8245555555,29.1548888889,28.888,53.9217777778,11.1900384615,19.5663333333,48.9375555556,18.578,61.5544444445,56.0901111111,9.45822222224,8.05677777778
560.58,10.1205555556,34.8383333333,29.139,28.9262222222,53.9522222222,11.1656196581,19.4614444444,48.8431111111,18.5186666667,61.5675555556,56.1805555555,9.47844444443,8.05711111111
560.92,10.1262222222,34.9118888889,29.2226666666,29.0183333333,54.0925555556,11.1839572649,19.3932222222,48.8457777778,18.4844444444,61.5992222222,56.3026666667,9.52644444444,8.11566666667
561.26,10.1123333333,34.9848888889,29.2588888889,29.1147777778,54.1901111111,11.1974230769,19.3368888889,48.8374444444,18.4493333333,61.6582222222,56.3922222222,9.51388888889,8.14944444444
561.60,10.1017777778,35.0212222222,29.2654444444,29.1643333334,54.2237777778,11.1991196581,19.2774444444,48.7573333333,18.3657777778,61.6486666667,56.4317777778,9.47788888887,8.12322222222
561.94,10.1046666667,35.1531111111,29.3517777778,29.2867777778,54.3708888889,11.2177393162,19.2461111111,48.7825555555,18.3486666667,61.7323333333,56.5994444444,9.48377777778,8.13166666667
562.28,10.0638888889,35.1055555556,29.2936666667,29.2815555556,54.3078888889,11.1488461539,19.1372222222,48.5917777778,18.2436666667,61.6267777778,56.5885555555,9.47266666667,8.09377777778
562.62,10.0731111111,35.1725555555,29.3537777778,29.3358888889,54.3502222222,11.1595940171,19.0557777778,48.5374444445,18.1726666667,61.586,56.6561111111,9.47377777779,8.12166666667
562.96,10.0121111111,35.1568888889,29.2722222222,29.3334444444,54.2823333333,11.0913461538,18.9581111111,48.331,18.0566666667,61.4585555556,56.5744444444,9.41744444446,8.07588888889
563.30,10.0046666667,35.2051111111,29.316,29.3947777778,54.3068888889,11.0790769231,18.8507777778,48.2762222222,17.9724444445,61.4633333333,56.6592222222,9.39188888889,8.06688888889
563.64,10.0426666667,35.295,29.3284444444,29.4658888889,54.445,11.1029059829,18.7866666667,48.2551111111,17.9543333333,61.4777777778,56.7827777778,9.40899999999,8.09888888889
563.99,10.0277777778,35.2956666667,29.3398888889,29.4681111111,54.5083333333,11.0574871795,18.7134444445,48.1693333333,17.8917777778,61.4603333334,56.8238888889,9.38077777778,8.04544444444
564.33,10.0317777778,35.3955555556,29.3621111111,29.5246666667,54.5932222222,11.0648931624,18.6273333333,48.0781111111,17.8184444444,61.4196666667,56.8788888889,9.35711111112,8.03544444445
564.67,10.038,35.415,29.3316666666,29.5647777778,54.6038888889,11.0247521367,18.5551111111,47.948,17.7567777778,61.3572222222,56.9152222222,9.3351111111,8.00811111111
565.01,10.082,35.5213333333,29.3932222222,29.6097777778,54.681,11.0604102564,18.5422222222,47.8857777778,17.7413333333,61.3285555556,56.9937777778,9.40366666664,8.03088888889
565.35,10.091,35.538,29.4296666667,29.6356666667,54.7363333333,11.0542008547,18.4834444445,47.7981111111,17.6727777778,61.3428888889,57.0898888889,9.387,8.02188888889
565.69,10.1225555556,35.5894444444,29.469,29.6896666667,54.7744444444,11.0699401709,18.4158888889,47.7593333333,17.6406666667,61.3401111111,57.1348888889,9.42266666667,8.06677777778
566.03,10.143,35.669,29.5233333334,29.7378888889,54.8456666667,11.0936794872,18.37,47.7315555555,17.5963333333,61.376,57.2026666667,9.4308888889,8.09833333333
566.37,10.0872222222,35.7051111111,29.5185555555,29.7635555556,54.9341111111,11.0546709402,18.2815555555,47.6641111111,17.5236666667,61.3804444444,57.2335555556,9.38855555557,8.05477777778
566.71,10.1046666667,35.8061111111,29.5611111111,29.8458888889,55.0718888889,11.0785982906,18.2468888889,47.6618888889,17.4868888889,61.4738888889,57.3726666667,9.39355555556,8.06344444445
