wavelength,Back_SicOlim,Belly_SicOlim,Breast_SicOlim,Crissum_SicOlim,Crown_SicOlim,DorTail_SicOlim,Rump_SicOlim,Throat_SicOlim,WingTip_SicOlim
219.34,174.0259,191.341866667,168.181766667,174.639969697,173.5066,199.783566667,200.7792,203.419966667,197.489266667
219.72,194.6351,216.041466667,184.791433333,194.564218182,195.208066667,224.062433333,220.728933333,227.499666667,219.0102
220.10,225.679033333,248.024666667,216.7901,225.577921212,225.802533333,260.9877,259.0124,258.518466667,252.530866667
220.47,212.126533333,228.5058,203.6207,205.0158,212.873533333,244.482733333,243.333333333,235.114933333,229.080533333
220.85,227.550933333,251.4286,222.244966667,218.293139394,230.6122,269.523566667,266.802733333,252.245,241.632633333
221.23,258.666666667,308.0,256.5,254.227272727,255.0,310.25,308.0,287.25,265.666666667
221.61,374.230666667,451.538333333,372.051333333,368.251763636,368.205066667,440.384733333,443.3332,405.384566667,382.948833333
221.98,320.980433333,391.5686,325.980433333,325.828927273,330.3922,384.509733333,376.8628,351.666666667,328.039266667
222.36,424.347866666,546.6666,454.6378,433.412387879,446.666666667,508.260966666,506.087,489.1304,434.0581
222.74,1033.33336667,1316.29633333,1120.74073333,1086.9360303,1080.00013333,1238.88876667,1243.70366667,1166.66683333,1072.96306667
223.11,1067.77776667,1379.2592,1190.7407,1157.37378182,1120.7406,1274.81493333,1285.18533333,1210.37046667,1076.2962
223.49,-4985.0,-6130.0,-5636.66666667,-5303.03030303,-5193.33333333,-5873.33333333,-5983.33333333,-5673.33333333,-5103.33333333
223.87,1602.85703333,1946.6666,1765.71416667,1685.54102424,1663.80933333,1830.95243334,1867.619,1782.8572,1635.7143
224.24,630.5,747.333333333,691.5,646.545454545,646.0,703.0,701.0,687.0,633.0
224.62,692.280766667,774.035066666,728.245666667,690.972890909,670.5262,719.999866667,726.315866667,739.824666667,680.526233333
225.00,1071.53836667,1169.23066667,1093.3333,1063.49641818,1013.84626667,1099.4871,1095.8974,1162.05126667,1084.35886667
225.38,-8.74704813991e+15,-9.32705718281e+15,-8.83874074595e+15,-8.74549731358e+15,-8.30351181296e+15,-8.90271233157e+15,-8.97734584812e+15,-9.75779919265e+15,-9.11808333649e+15
225.75,-1217.0,-1307.33333333,-1219.0,-1245.3939394,-1158.0,-1251.0,-1253.33333333,-1380.33333333,-1265.33333333
226.13,-651.875,-663.333333333,-658.333333333,-659.848484848,-587.916666667,-659.375,-666.666666667,-772.291666667,-684.166666667
226.51,-530.7407,-512.222266667,-515.185233333,-535.016842424,-460.740733333,-512.5926,-534.8148,-641.1111,-546.481433333
226.88,-288.3334,-271.190533333,-275.9522,-288.463193939,-237.8572,-281.1904,-287.380933334,-357.976133333,-284.0477
227.26,-145.577,-128.205266667,-136.794966667,-142.63400606,-112.0514,-134.679466667,-142.3078,-183.3975,-140.448666667
227.64,-114.6775,-100.000133333,-107.204266667,-119.892466667,-86.0214666666,-101.129066667,-112.258,-148.1183,-112.4194
228.01,-66.7829333333,-56.5892,-67.2094666667,-72.9105818182,-46.7442666667,-58.4109666667,-67.9070666667,-95.0774000001,-68.1007666667
228.39,-30.308,-25.8262,-28.4873333333,-36.5623393939,-17.1428666667,-23.3332666667,-33.1092666667,-53.0532333333,-33.0812333333
228.76,-18.2338,-18.607,-16.2188666667,-26.0560727273,-9.5024,-15.0249666667,-24.9254666667,-40.6715666667,-20.9951
229.14,-13.5491,-15.2517333333,-11.0551666667,-19.6598787879,-6.76253333333,-8.77686666667,-21.0550666667,-31.5587666667,-13.0936
229.52,-10.9113666667,-14.5322,-9.68829999999,-14.632630303,-4.12480000001,-5.56349999999,-17.7456666667,-27.4820333333,-8.0574
229.89,-15.9313666667,-18.2352,-15.5881666667,-18.5652666667,-8.87253333332,-11.1518666667,-21.7646666667,-35.0,-11.593
230.27,-16.4987666667,-22.4941333333,-18.1054666667,-20.200569697,-12.374,-14.8439333333,-22.5899333333,-34.8682,-12.7577666667
230.65,-17.3743666667,-26.5295333333,-20.4795,-22.7147333333,-14.3378666667,-19.3606333333,-24.2009333333,-33.2649666667,-16.0731333333
231.02,-30.1538666667,-42.8716666667,-34.2819333333,-37.5850121212,-30.6666666667,-33.3846666667,-40.1025333333,-50.0255666667,-31.5641333333
231.40,-49.9997666667,-66.8772,-53.1227333333,-60.5229939394,-54.8070666667,-55.2982666667,-67.5088,-76.7367666667,-53.3684333333
231.78,-31.4285333333,-49.6599333333,-38.7415333333,-39.5855757576,-41.2246,-38.7755333333,-52.3128666667,-57.7211,-35.102
232.15,-19.7333333333,-39.2,-27.1,-26.8909090909,-30.0666666667,-24.0333333333,-40.6,-44.1,-23.0333333333
232.53,-36.5096333333,-56.4704666667,-45.3333666667,-43.5294606061,-47.5294,-40.3137333333,-59.4508666667,-62.8235,-35.0979666667
232.90,-39.5075333333,-56.1364,-50.4924333333,-48.5605939394,-52.5757333333,-45.7574666667,-58.4092,-62.538,-41.0227
233.28,-36.3475666667,-48.8653333333,-47.6594666667,-44.480969697,-49.007,-44.0069333333,-54.3970666667,-56.7729333333,-36.1701666667
233.66,-35.2805,-43.3001333333,-44.1914333333,-42.7902969697,-44.7525333333,-40.33,-48.7128,-51.5840666667,-33.3663666667
234.03,-19.4736,-26.9592,-25.9942666667,-23.3119878788,-25.7894666667,-19.9708666667,-32.1053333333,-31.0819,-17.6316
234.41,-20.0555,-26.3888,-20.75,-25.5354666667,-25.611,-15.5277333333,-31.7223333334,-28.4723,-19.6667333333
234.78,-20.2419,-26.344,-22.0431,-28.0743090909,-27.5804666667,-13.5753,-33.2258,-31.5053333333,-19.5698333333
235.16,-10.0709333333,-14.7045333333,-12.4114,-16.1400181818,-15.461,-4.11339999999,-20.5201333333,-21.2057,-8.3453
235.54,-4.90566666666,-9.51786666666,-8.44853333333,-9.1251939394,-8.76306666665,-0.356333333335,-11.6142666667,-14.9895333333,-2.18023333333
235.91,-11.4667,-16.4888666667,-12.7999666667,-15.2847757576,-11.2888666667,-6.0445,-14.2221333333,-19.8667333333,-7.42216666665
236.29,-19.2671333333,-21.6548666667,-21.1110666667,-21.2893454545,-17.7304666667,-13.5697,-21.0402,-26.2174333333,-13.3569666667
236.66,-15.0794333333,-13.1518,-18.8209,-15.0113393939,-12.9706,-9.93203333333,-15.6462666666,-21.5873666667,-8.54879999999
237.04,-11.9286666667,-11.8239333333,-17.0859666667,-12.4987212121,-9.89513333334,-8.57450000001,-14.2138666667,-22.1383,-6.96010000001
237.41,-9.62306666665,-10.0793333333,-16.6468,-10.5843333333,-7.18246666667,-8.11513333332,-13.4524666667,-22.1232,-7.63903333332
237.79,-6.92746666667,-8.19353333333,-16.5734666667,-8.12584242425,-7.1882,-7.20673333333,-13.7430666667,-18.9942666667,-7.61633333334
238.17,-10.9575666667,-14.6223333333,-20.8288333333,-12.9482484848,-12.4124,-13.757,-18.0478666667,-22.9833666667,-12.0257333333
238.54,-16.037,-22.4443333333,-28.3705,-17.7710484848,-17.9259333333,-20.4072666667,-23.6296666667,-30.2039,-16.2221333333
238.92,-12.5203333333,-19.4470666667,-24.2438666667,-12.0501818182,-15.4145333333,-16.9755333333,-18.7318,-24.0974666667,-13.2521333333
239.29,-14.1590333333,-20.7950666667,-24.8777333333,-13.3806363636,-18.5015333333,-19.1437333333,-20.1527333333,-24.5566333333,-16.3456
239.67,-9.13156666666,-14.5594,-19.2592666667,-9.50421818182,-13.0268,-12.1327333333,-13.8697333333,-18.3397666667,-10.4343333333
240.04,-3.2456,-8.61853333333,-13.1579333333,-4.49958181818,-7.34653333332,-5.32886666667,-8.02626666667,-13.0154333333,-4.33116666667
240.42,-0.0090333333334,-5.83553333333,-7.81383333334,-2.0481030303,-4.31793333333,-2.58353333333,-4.39019999999,-9.62953333333,-0.903333333332
240.79,1.7368,-4.9376,-4.10433333334,-0.562060606061,-2.0562,0.0388,-2.5234,-6.92373333333,-0.085666666666
241.17,0.979200000001,-4.88893333333,-3.90279999999,-0.866212121213,-2.375,0.5764,-2.79166666667,-5.93749999999,-0.263999999998
241.54,-1.1471,-7.3258,-5.20913333333,-3.47051515151,-4.30926666667,-0.804800000001,-3.92893333333,-7.21796666666,-1.45126666667
241.92,-1.16463333333,-6.73559999999,-3.35626666667,-3.03119393939,-3.5572,0.114666666666,-2.9374,-6.45436666666,-0.544966666667
242.29,-1.2244,-5.7038,-2.99316666667,-2.63057575758,-3.38033333333,0.439566666667,-2.29186666667,-5.37413333333,-0.0993
242.67,1.2404,-2.44253333333,-0.364,0.181284848485,-0.2586,2.9502,0.182,-1.60453333333,2.38033333333
243.05,1.12043333333,-2.34413333333,-0.379733333334,0.0511939393938,0.581266666669,2.65346666667,-0.2156,-1.4346,2.57393333333
243.42,1.53983333333,-1.5126,1.04633333333,0.915860606059,1.71186666667,3.3741,0.371399999999,-0.792566666667,3.74993333333
243.80,0.405866666667,-2.5446,0.5655,0.238806060606,1.22193333333,2.24356666667,-0.702133333334,-1.8377,2.74976666667
244.17,-0.8756,-3.5112,-0.662133333334,-1.14087272727,0.142266666664,0.942233333334,-2.01766666667,-2.6622,1.7467
244.55,-0.811500000002,-3.41193333333,-0.916200000001,-0.948048484847,0.392666666665,1.51846666667,-1.911,-2.20333333333,1.95466666667
244.92,-2.0719,-3.7676,-2.2683,-1.84021818182,-0.526400000001,0.743566666667,-2.82373333333,-3.1119,1.40773333333
245.30,-1.03336666667,-2.85173333333,-1.3753,-0.883006060606,0.621666666667,1.6315,-1.25093333333,-1.4141,2.4982
245.67,0.857533333335,-0.588000000002,0.0449666666654,0.902036363635,2.26833333333,3.29873333333,0.463466666666,0.532566666667,3.99026666667
246.05,2.17906666667,1.11713333333,0.9074,2.22000606061,3.5124,4.43536666667,1.82713333333,1.54633333333,5.22526666667
246.42,2.46816666667,1.49206666667,0.998366666666,2.37031515151,3.80486666667,4.97226666667,1.98,1.45873333333,5.21913333333
246.79,2.21463333333,1.47986666667,1.15416666667,2.32139393939,3.4394,5.04806666667,2.06066666667,1.02263333333,5.06823333333
247.17,2.8415,2.53773333333,2.23376666667,3.09146060606,3.92013333333,6.0473,2.9506,1.70266666667,5.69476666667
247.54,3.6064,3.31153333333,2.66066666667,3.61846666667,4.6744,6.98123333333,3.71786666667,2.17346666667,6.3259
247.92,3.35833333334,2.9736,2.24376666667,3.29983636364,3.98166666667,6.63323333333,3.3124,1.86946666667,5.80093333333
248.29,3.28206666667,2.81093333333,2.2373,3.55847878788,3.65506666667,6.35106666667,3.30266666667,1.84193333333,5.6525
248.67,3.0247,2.64053333333,1.9537,3.45604848485,3.44173333333,5.9513,3.07386666667,1.61246666667,5.41786666667
249.04,3.35233333333,2.60633333333,2.04493333333,3.49621818182,3.4192,5.8391,3.1552,1.74533333333,5.58983333333
249.42,3.44226666667,2.73026666667,2.4451,3.89433939394,3.61853333333,6.1267,3.08726666667,1.48933333333,5.79573333333
249.79,2.9201,2.23153333333,2.0938,3.73790909091,3.14666666667,5.78903333333,2.54893333333,0.915000000001,5.30593333333
250.17,1.9045,0.774800000001,1.18226666667,2.90718181818,1.8616,4.8,1.45413333333,0.0351333333338,4.12573333333
250.54,2.109,1.00886666667,1.54263333333,3.28616363636,1.8338,4.87323333333,1.47773333333,0.078133333334,4.43083333333
250.92,1.594,0.570066666668,0.823066666667,2.89607272727,1.33226666667,4.3862,0.8958,-0.4015,4.3863
251.29,0.955333333333,-0.4108,0.0218000000006,2.40561212121,0.441933333334,3.6072,-0.118266666667,-1.5904,3.70373333333
251.66,0.4246,-0.868666666666,-0.135133333334,2.16106666667,-0.115933333335,3.0791,-0.521266666666,-1.83726666667,3.44923333333
252.04,1.71076666666,0.071800000002,1.16883333333,3.03201212121,1.02506666667,4.02883333334,0.541999999999,-0.907633333333,4.54123333333
252.41,1.32023333333,-0.6996,0.7557,1.86372727273,0.587466666666,3.44893333333,-0.0397333333326,-1.58076666667,3.92073333333
252.79,1.1514,-0.939866666665,0.590766666667,0.985696969697,0.134133333334,3.04806666667,-0.416333333333,-1.8463,3.34683333333
253.16,0.295466666667,-1.9382,0.051466666666,0.311169696971,-0.687266666666,2.3678,-1.00346666666,-2.82813333333,2.36076666667
253.54,-0.696466666668,-2.55926666667,-1.36083333333,-0.730272727273,-1.8592,1.12396666667,-1.89466666667,-3.65156666667,1.6117
253.91,-0.874233333333,-2.30286666667,-0.934633333334,-0.840593939393,-1.74846666667,1.07663333333,-1.76973333333,-3.5856,1.86923333333
254.28,-1.2618,-2.07153333333,-0.9372,-1.05764242424,-1.47346666667,0.991933333333,-2.02773333333,-3.44653333333,1.75416666667
254.66,-2.61633333333,-3.8292,-2.3113,-2.169,-2.47133333333,-0.121966666668,-3.23413333333,-4.53833333333,0.690199999999
255.03,-1.0849,-2.82006666667,-1.1046,-0.767612121213,-1.02626666667,0.615033333333,-1.8488,-3.0201,1.52756666667
255.41,-1.4776,-3.13206666667,-1.83563333333,-1.31838787879,-1.37673333333,-0.257633333334,-2.05313333333,-2.84226666667,1.05483333333
255.78,-2.18043333333,-4.19286666667,-3.3374,-2.27024242424,-2.54933333333,-1.83646666667,-2.97706666667,-3.68553333333,0.0376
256.15,-2.50853333333,-4.23533333333,-4.2569,-2.1486060606,-2.92086666667,-2.23816666667,-3.27313333334,-3.81876666667,0.077333333334
256.53,-2.06086666667,-2.90066666667,-3.70223333333,-1.10878181818,-2.08653333333,-1.2129,-2.8244,-3.0874,0.6955
256.90,-2.4578,-3.26913333333,-4.60643333333,-1.18080606061,-2.50593333333,-1.19683333333,-3.06826666666,-3.65053333333,0.180733333332
257.28,-0.812800000003,-1.4598,-2.9557,0.400145454545,-0.726266666667,0.672366666666,-1.5534,-1.52106666667,1.62526666667
257.65,-0.468133333332,-1.1574,-2.37183333333,0.673933333333,-0.607199999999,1.21453333333,-1.246,-1.15123333333,1.52763333333
258.02,0.238766666667,-0.702200000001,-1.97253333333,1.33816363636,0.0714666666666,2.17556666667,-0.477333333333,-0.474700000001,2.0932
258.40,1.34973333333,-0.004666666668,-1.0978,2.18445454545,0.871733333332,2.99766666667,0.536199999998,0.240133333333,3.37526666667
258.77,2.53593333333,1.47873333333,0.184000000001,3.09353333333,1.89053333333,4.14476666667,1.86246666667,1.32096666667,4.41843333333
259.15,1.97533333333,0.973600000001,-0.178033333333,2.35333333333,1.3792,3.88003333333,1.28746666667,0.677366666666,3.82536666667
259.52,2.0631,1.25893333333,0.0657666666674,2.46507878788,1.49293333333,4.1934,1.35826666667,0.762500000001,4.00436666667
259.89,2.00713333333,1.19233333333,-0.127766666667,2.42092727273,1.4482,4.38453333333,1.28466666667,0.929233333333,3.8581
260.27,1.82593333333,1.04666666667,-0.0797333333334,2.31425454546,1.38793333333,4.31446666667,1.32253333334,0.925699999999,3.8069
260.64,2.23826666667,1.32706666667,0.247366666667,2.71833939394,1.7116,4.71323333333,1.5842,1.3217,4.21126666667
261.01,2.8302,1.9188,0.9046,3.38095151515,2.30806666667,5.19593333333,2.14913333333,1.97083333334,4.88613333333
261.39,3.0709,2.34633333333,1.10836666667,3.60960606061,2.49,5.43676666667,2.40706666667,2.218,5.1373
