wavelength,Back_SalRufm,Belly_SalRufm,Breast_SalRufm,Crissum_SalRufm,Crown_SalRufm,DorTail_SalRufm,Patch10_SalRufm,Rump_SalRufm,Throat_SalRufm,WingTip_SalRufm
554.09,12.5675,13.93,14.5254166666,15.0666666667,17.662,8.919,46.0603333333,36.1848888889,22.5039166666,10.7003333333
554.43,12.5305,13.9126666667,14.5074166666,15.065,17.6373333333,8.86516666667,46.0233333333,36.1340277777,22.4586666667,10.673
554.77,12.5053333333,13.9318333333,14.4653333333,15.1166666667,17.5805,8.8525,45.9653333333,36.1136388889,22.4073333333,10.6356666667
555.11,12.4786666666,13.938,14.4619166666,15.1241666666,17.5841666666,8.825,45.9613333333,36.0986666667,22.39975,10.6216666667
555.45,12.4523333334,13.9718333333,14.4645833333,15.1393333333,17.5775,8.80916666667,45.9811666667,36.0930277778,22.4048333333,10.6076666667
555.80,12.4421666666,14.071,14.489,15.2031666667,17.5835,8.84016666666,46.0136666667,36.1196111111,22.403,10.6373333333
556.14,12.4633333334,14.1276666667,14.4791666667,15.2113333333,17.615,8.86083333334,45.9671666667,36.0576388889,22.3698333334,10.66
556.48,12.4893333333,14.2346666666,14.5200833333,15.2226666666,17.624,8.8965,45.9478333333,36.0645555556,22.3781666666,10.6988333333
556.82,12.5375,14.3158333333,14.5393333334,15.3105,17.6456666667,8.947,46.027,36.1399444445,22.4401666667,10.7286666667
557.16,12.5761666666,14.3798333333,14.53475,15.4158333334,17.6708333334,8.99,46.0411666667,36.1563611112,22.49725,10.7481666667
557.50,12.6046666667,14.4533333333,14.5584166667,15.4921666667,17.671,9.0075,46.0375,36.1513888889,22.5389166667,10.7801666667
557.85,12.634,14.5563333333,14.5593333334,15.5973333334,17.7193333333,9.065,46.1053333334,36.2328611111,22.5935833333,10.8361666666
558.19,12.6388333333,14.646,14.5294166667,15.6396666667,17.7335,9.116,46.1168333334,36.2361111111,22.6165833334,10.8773333333
558.53,12.6596666667,14.7241666666,14.5630833334,15.6786666666,17.781,9.10983333333,46.1621666667,36.2606666666,22.7115833333,10.9193333334
558.87,12.7068333333,14.8565,14.6350833333,15.7661666667,17.813,9.17,46.239,36.3098888889,22.8003333333,10.9668333333
559.21,12.73,14.9501666667,14.6619166667,15.895,17.8548333334,9.204,46.3088333333,36.3959444444,22.86175,11.0
559.55,12.77,14.9995,14.6760833334,15.9836666666,17.8855,9.24583333333,46.3436666666,36.4203888889,22.9245,11.0123333333
559.89,12.7388333334,15.0351666666,14.6961666667,16.0498333333,17.8563333333,9.25166666667,46.3445,36.4349722222,22.9981666667,11.0015
560.23,12.7573333334,15.0953333334,14.72475,16.1596666666,17.8711666667,9.2725,46.4426666667,36.5033611111,23.0653333333,11.0363333334
560.58,12.7333333334,15.1225,14.70275,16.186,17.8211666667,9.26466666667,46.4051666667,36.4663055556,23.0619166666,11.0325
560.92,12.714,15.1971666667,14.6886666667,16.2153333333,17.8118333333,9.254,46.4455,36.4689444445,23.0165,11.047
561.26,12.6358333333,15.2013333334,14.6169166666,16.2308333333,17.7655,9.23633333334,46.3973333333,36.4186388888,22.95475,11.0013333334
561.60,12.6085,15.1905,14.6225,16.2351666666,17.7285,9.15933333333,46.331,36.3387777778,22.9139166666,10.9651666667
561.94,12.618,15.241,14.6050833333,16.3093333333,17.698,9.13833333333,46.3278333334,36.3442777778,22.9234166666,10.9251666667
562.28,12.6316666667,15.301,14.5939166666,16.3653333334,17.6833333333,9.186,46.2895,36.2973055555,22.8725833334,10.894
562.62,12.6176666666,15.3236666667,14.53475,16.4245,17.652,9.1655,46.2178333334,36.273,22.8380833333,10.8828333333
562.96,12.5935,15.3685,14.5073333334,16.4245,17.6338333333,9.157,46.1683333334,36.2115,22.8040833334,10.8358333333
563.30,12.5951666666,15.4131666666,14.5193333333,16.4465,17.6175,9.15233333334,46.0903333333,36.1597222222,22.8005833333,10.8295
563.64,12.618,15.5168333333,14.5073333334,16.5366666667,17.6066666667,9.16266666667,46.123,36.1834166667,22.80725,10.859
563.99,12.62,15.563,14.47725,16.5811666667,17.5921666667,9.13616666666,46.0813333334,36.1263333334,22.7996666666,10.8551666666
564.33,12.6173333334,15.623,14.4826666666,16.6365,17.6135,9.1485,46.1416666667,36.1851111111,22.8030833333,10.8546666667
564.67,12.6503333333,15.6743333333,14.4965,16.6431666667,17.6158333334,9.16783333333,46.149,36.1918888889,22.8315833334,10.8586666667
565.01,12.6965,15.776,14.5535,16.7253333333,17.643,9.18966666667,46.2105,36.2476388888,22.87475,10.9183333334
565.35,12.6866666666,15.8376666666,14.5479166666,16.809,17.6381666667,9.2015,46.2553333334,36.2705277778,22.90175,10.942
565.69,12.6426666667,15.8875,14.56325,16.8211666667,17.6286666667,9.1945,46.229,36.2406111112,22.91475,10.9501666666
566.03,12.6308333334,15.9405,14.5358333334,16.8471666667,17.6188333333,9.19666666666,46.2236666667,36.2429722222,22.94675,10.984
566.37,12.6205,16.0063333333,14.55175,16.8571666667,17.6263333333,9.2135,46.2296666666,36.2348333333,22.91425,10.9916666666
566.71,12.6153333333,16.0188333333,14.5268333333,16.8831666666,17.6076666667,9.22433333334,46.2683333333,36.2763888889,22.9426666666,11.0065
567.05,12.6155,16.0638333333,14.4949166666,16.946,17.6218333334,9.22683333333,46.284,36.2823055555,22.9239166667,11.0271666667
567.39,12.5893333333,16.1091666666,14.4943333333,17.0123333333,17.626,9.21983333333,46.3208333333,36.3060277778,22.9028333333,11.0253333333
567.73,12.5921666667,16.1646666666,14.5115,17.0446666667,17.664,9.27183333333,46.3311666666,36.3308055556,22.9373333333,11.0258333333
568.07,12.5976666667,16.2315,14.5330833333,17.0925,17.6971666666,9.276,46.3446666666,36.3205,22.9741666666,11.0581666667
568.41,12.5468333333,16.2711666667,14.5093333333,17.1716666666,17.6723333333,9.26633333333,46.317,36.3152777777,22.95175,11.0456666666
568.75,12.52,16.3018333333,14.4854166666,17.2028333333,17.6741666667,9.274,46.319,36.298,22.9685,11.0313333333
569.09,12.5266666667,16.3663333333,14.4654166667,17.2608333333,17.678,9.265,46.283,36.2853055555,22.9375833333,11.0188333333
569.43,12.5411666667,16.401,14.4658333333,17.3533333333,17.6785,9.2705,46.3425,36.34575,22.97025,11.0355
569.77,12.5443333334,16.4451666666,14.47625,17.4505,17.681,9.26216666667,46.3673333334,36.3691944445,22.9668333333,11.0255
570.11,12.5951666666,16.4936666667,14.4976666666,17.4863333334,17.6978333334,9.27483333333,46.4053333334,36.3839166667,23.0309166667,11.0551666667
570.45,12.5716666666,16.5448333333,14.4975833334,17.5301666666,17.6848333333,9.27283333334,46.3246666667,36.3223333333,23.0121666666,11.0495
570.79,12.5561666667,16.6053333333,14.4745,17.5686666667,17.6906666666,9.26983333334,46.3701666667,36.3515277778,23.0455833333,11.051
571.13,12.547,16.6253333333,14.4809166666,17.548,17.6731666666,9.2465,46.351,36.3297222222,23.03525,11.0273333334
571.47,12.5136666667,16.6738333334,14.4650833333,17.5826666666,17.664,9.23933333334,46.35,36.3086944444,23.00175,11.0606666667
571.81,12.5105,16.7408333334,14.4929166667,17.6585,17.6653333333,9.26583333333,46.3608333334,36.333,23.0089166667,11.082
572.15,12.55,16.824,14.5445833334,17.7393333334,17.6996666666,9.281,46.438,36.3830555556,23.0633333334,11.1271666666
572.49,12.5383333333,16.8615,14.5395833334,17.803,17.6593333334,9.2985,46.4011666667,36.3605277778,23.0515833333,11.1296666666
572.83,12.5108333333,16.8793333333,14.53275,17.8205,17.6571666666,9.29233333334,46.4051666667,36.3428333333,23.0623333334,11.1353333334
573.17,12.5033333333,16.9448333333,14.51075,17.8276666666,17.644,9.303,46.3711666666,36.3050833333,23.0491666666,11.1261666667
573.51,12.4786666666,16.9691666667,14.4816666666,17.7965,17.5983333333,9.26633333333,46.3186666667,36.2517777778,22.9869166666,11.0941666667
573.85,12.443,17.0088333333,14.469,17.8831666666,17.5841666666,9.26016666667,46.3296666666,36.2748333334,22.96675,11.0733333333
574.19,12.476,17.0883333334,14.5045,17.9815,17.63,9.286,46.4556666667,36.3534166667,22.9968333334,11.1228333333
574.53,12.4785,17.1766666667,14.5415833334,18.0625,17.6461666667,9.28916666667,46.4536666667,36.3420277778,22.9941666667,11.1341666667
574.87,12.451,17.189,14.5041666667,18.0858333334,17.604,9.26,46.4193333333,36.3173611111,22.9886666666,11.1278333333
575.21,12.4186666667,17.1906666666,14.48075,18.1313333333,17.5638333333,9.20216666667,46.3865,36.2938888888,22.9485833334,11.0765
575.55,12.4196666667,17.2128333333,14.4310833333,18.153,17.5256666667,9.17183333333,46.2911666667,36.1864444444,22.8535833334,11.054
575.89,12.397,17.1988333333,14.3498333334,18.1503333333,17.4801666667,9.17066666667,46.2096666666,36.1049722222,22.8116666666,11.0165
576.22,12.4006666667,17.2695,14.3455,18.1905,17.511,9.13483333333,46.198,36.0979166667,22.8014166666,11.003
576.56,12.4056666666,17.3238333334,14.3706666666,18.2188333333,17.5075,9.16966666666,46.2643333333,36.1433888889,22.8445833334,11.0318333334
576.90,12.3995,17.3556666667,14.4051666667,18.2663333333,17.4658333333,9.1745,46.2101666666,36.1118333333,22.7893333334,11.0211666667
577.24,12.3595,17.4048333333,14.3846666667,18.3308333334,17.4538333333,9.13983333333,46.1905,36.0946111111,22.8448333334,11.0333333334
577.58,12.3316666667,17.4421666666,14.38225,18.3905,17.4503333334,9.13183333333,46.1758333333,36.0568333333,22.8581666666,11.0505
577.92,12.2943333333,17.4308333334,14.3298333333,18.366,17.4001666667,9.0985,46.0228333334,35.94425,22.7870833334,10.9946666666
578.26,12.2378333333,17.4255,14.3286666667,18.361,17.309,9.082,45.986,35.9088055556,22.7978333333,10.9731666667
578.60,12.2775,17.509,14.3695,18.4425,17.3656666667,9.1455,46.0135,35.9026666667,22.85,10.9988333333
578.94,12.2911666666,17.593,14.3599166667,18.5025,17.3491666666,9.20466666667,46.0048333333,35.8965277778,22.8889166666,11.0195
579.28,12.3145,17.6563333333,14.3544166666,18.6073333333,17.4025,9.25116666667,46.0765,35.9983333334,23.0258333334,11.0333333334
579.61,12.3025,17.7651666666,14.41575,18.7006666667,17.448,9.259,46.0365,35.9973055555,23.0585,11.0603333334
579.95,12.3581666667,17.8263333333,14.45075,18.7743333333,17.4658333333,9.3225,46.0533333333,36.0256388889,23.1418333334,11.1136666667
580.29,12.3575,17.8543333333,14.4390833334,18.8273333333,17.452,9.303,45.9585,35.9621944445,23.0994166667,11.0661666667
580.63,12.3783333333,17.9221666666,14.4209166667,18.8945,17.5085,9.30566666667,46.0286666667,36.0316944444,23.1835,11.1213333333
580.97,12.427,17.9478333334,14.4835,18.9811666667,17.5571666667,9.35816666666,46.0838333334,36.0660277778,23.1911666666,11.1543333333
581.31,12.4645,18.0425,14.4619166667,19.0401666667,17.5631666667,9.36866666667,46.0341666666,36.0559722222,23.20325,11.181
581.65,12.5138333333,18.1475,14.5355833334,19.1485,17.5973333334,9.38466666666,46.1238333333,36.1277222223,23.2925,11.2611666667
581.98,12.545,18.1995,14.5446666667,19.2068333333,17.6231666667,9.431,46.0731666667,36.1342777778,23.2519166666,11.2718333333
582.32,12.5198333334,18.2875,14.5485,19.3158333333,17.6346666666,9.4465,46.0828333333,36.1866666666,23.2933333333,11.3166666667
582.66,12.5358333334,18.3501666667,14.55925,19.3621666666,17.6675,9.44566666666,46.0641666666,36.1725833334,23.2770833333,11.2948333334
583.00,12.4858333333,18.3575,14.575,19.324,17.6288333333,9.4315,46.0016666666,36.1036388889,23.22075,11.2683333334
583.34,12.508,18.3955,14.5641666666,19.3653333334,17.6043333333,9.45383333331,45.9685,36.0793611111,23.2005,11.2863333333
583.68,12.4685,18.4183333333,14.5091666666,19.3783333333,17.5658333333,9.40266666667,45.9165,36.0259444445,23.1036666666,11.2483333333
584.01,12.4598333333,18.454,14.4604166666,19.421,17.524,9.43200000001,45.8595,36.0050555556,23.0820833333,11.2388333333
584.35,12.4118333333,18.4753333334,14.3991666667,19.4073333333,17.4665,9.36066666667,45.7305,35.8795277777,22.9635833334,11.1838333333
584.69,12.3725,18.558,14.3614166667,19.4051666666,17.421,9.387,45.6601666666,35.8388055555,22.9229166666,11.1788333333
585.03,12.3835,18.6035,14.3965,19.432,17.4303333333,9.43316666666,45.6696666667,35.8348333333,22.9120833333,11.2085
585.37,12.3151666667,18.6121666667,14.2959166667,19.456,17.3775,9.40216666666,45.6235,35.7920277778,22.89525,11.1661666666
585.70,12.3476666667,18.6815,14.2793333333,19.585,17.4303333333,9.42299999998,45.6256666667,35.8024166667,22.9180833333,11.1786666666
586.04,12.3978333333,18.7586666667,14.3031666667,19.6131666667,17.4483333333,9.48666666669,45.6611666667,35.79825,22.9144166666,11.18
586.38,12.4158333334,18.813,14.3318333333,19.665,17.4436666666,9.50716666669,45.7178333334,35.82725,22.9706666667,11.2375
586.72,12.4285,18.9201666667,14.31825,19.7485,17.4078333333,9.48199999998,45.7238333333,35.8105555555,22.97375,11.226
587.06,12.3208333333,18.8656666667,14.2301666666,19.6645,17.3311666666,9.38066666667,45.723,35.7685,22.8980833334,11.143
587.39,12.319,18.9296666667,14.2700833333,19.7448333334,17.375,9.42033333333,45.742,35.7600555556,22.9144166666,11.193
587.73,12.3533333334,19.0455,14.35025,19.804,17.4566666667,9.4495,45.8021666667,35.7935555556,22.95625,11.2565
588.07,12.4445,19.193,14.4886666667,19.9648333333,17.5685,9.61416666665,45.9626666667,35.9268611111,23.0770833334,11.3831666667
588.41,12.5388333333,19.2598333333,14.5415833334,20.0696666667,17.6766666667,9.68316666665,46.0025,35.9646388889,23.1779166666,11.456
588.74,12.5608333334,19.3605,14.5395833334,20.1586666666,17.7021666667,9.67333333334,46.0391666666,35.9880555555,23.2298333334,11.5003333333
589.08,12.5873333333,19.432,14.57025,20.2505,17.7336666667,9.70849999999,46.0285,35.9810277778,23.2085,11.523
589.42,12.5933333333,19.4416666667,14.5588333333,20.2593333333,17.7086666667,9.70216666665,46.0535,35.9704444445,23.2284166666,11.5403333333
589.76,12.5221666666,19.4321666666,14.4776666666,20.2705,17.6493333333,9.61616666665,45.9525,35.8806111111,23.1769166667,11.5123333333
590.09,12.5638333334,19.5256666667,14.49875,20.3728333333,17.6846666667,9.62783333334,46.019,35.9527777778,23.2178333334,11.5521666667
590.43,12.5226666667,19.5456666666,14.4914166667,20.4128333334,17.6873333334,9.63149999998,46.0396666666,35.9778055555,23.2544166667,11.5753333334
590.77,12.5741666667,19.6333333334,14.5233333333,20.5383333333,17.7063333334,9.67983333335,45.9996666667,35.9759722222,23.2851666666,11.6268333333
591.11,12.5868333334,19.7055,14.533,20.6046666666,17.7255,9.66749999999,46.054,35.9957777777,23.3283333334,11.665
591.44,12.589,19.7551666666,14.4996666667,20.6773333333,17.7046666666,9.65416666665,46.0928333334,36.0106944445,23.34275,11.6738333334
591.78,12.565,19.8086666666,14.4514166667,20.7365,17.674,9.60749999998,46.1073333333,36.0160277778,23.3794166667,11.6356666666
592.12,12.522,19.8833333334,14.3911666667,20.795,17.6126666667,9.57566666667,46.14,36.0411944444,23.3731666667,11.6196666666
592.46,12.4006666667,19.8353333334,14.3805,20.7915,17.5163333333,9.53566666667,46.0321666666,35.9361388889,23.2735,11.5148333333
592.79,12.3661666666,19.9131666666,14.3906666666,20.7858333333,17.4921666667,9.53433333333,46.0396666666,35.9438055556,23.2686666666,11.5008333333
593.13,12.3318333333,20.0545,14.4064166666,20.817,17.4906666667,9.53616666667,46.0648333333,35.9381388889,23.2931666667,11.5053333334
593.47,12.3413333333,20.1385,14.4575,20.9223333334,17.511,9.53783333334,46.0885,35.9658611111,23.3285,11.5253333333
593.80,12.3008333333,20.1491666667,14.44725,20.9278333333,17.474,9.53333333334,46.019,35.9164166667,23.2721666667,11.4876666667
594.14,12.3035,20.2056666667,14.4430833333,20.9845,17.4498333333,9.55666666665,46.0026666667,35.9008055556,23.2240833334,11.51
594.48,12.305,20.331,14.4800833333,21.0676666666,17.4938333334,9.57600000002,46.0973333333,35.9698055555,23.346,11.5176666666
594.81,12.2926666666,20.4235,14.4919166666,21.1145,17.4555,9.6425,46.1443333333,36.0605277778,23.32975,11.5326666666
595.15,12.2358333333,20.4283333334,14.461,21.0945,17.414,9.62166666666,46.084,36.0154722222,23.32275,11.5233333333
595.49,12.1921666666,20.4323333334,14.441,21.0838333334,17.3898333334,9.60083333334,46.0231666666,35.9618333334,23.3129166667,11.5096666666
595.82,12.169,20.4818333333,14.4595,21.1081666666,17.4143333334,9.607,46.0163333334,35.9614166667,23.30625,11.522
596.16,12.2278333333,20.5666666667,14.4470833334,21.1795,17.4421666666,9.65033333335,46.0885,36.0343888889,23.3625,11.573
596.50,12.2908333334,20.6226666666,14.4739166667,21.2856666667,17.4665,9.72650000002,46.103,36.0466944444,23.40575,11.6153333333
596.83,12.3341666667,20.6625,14.5184166666,21.3801666666,17.4941666667,9.76783333335,46.1175,36.0696944445,23.4595833333,11.6813333334
597.17,12.355,20.7176666667,14.5119166667,21.3761666667,17.4925,9.78550000002,46.1753333333,36.1160833333,23.4875833333,11.7081666667
597.51,12.3761666667,20.7741666667,14.5138333334,21.4573333334,17.5285,9.81616666665,46.199,36.1268611111,23.5450833334,11.7366666667
597.84,12.413,20.8225,14.5280833334,21.4905,17.5716666666,9.809,46.1826666667,36.108,23.5631666666,11.745
598.18,12.417,20.8535,14.5359166666,21.5148333333,17.5491666666,9.86766666665,46.132,36.0827777778,23.5284166666,11.7756666667
598.52,12.4085,20.8876666667,14.5205833334,21.52,17.572,9.84033333333,46.0453333333,35.9879722222,23.5381666666,11.7426666667
598.85,12.3991666667,20.9448333333,14.5083333334,21.5883333333,17.5615,9.81433333335,46.0033333333,35.9250833333,23.4905833334,11.7318333334
599.19,12.3785,20.9193333334,14.4515833333,21.6376666666,17.516,9.80283333335,45.9381666666,35.8698055556,23.4166666667,11.7063333333
599.53,12.3743333334,20.9268333333,14.4755833334,21.7335,17.4605,9.83349999999,45.8836666667,35.8079722222,23.3905833334,11.7013333334
599.86,12.3463333333,20.9568333333,14.4563333333,21.8363333333,17.4725,9.80916666666,45.8291666666,35.7575555555,23.3684166666,11.702
600.20,12.2943333333,20.952,14.4114166667,21.8503333334,17.425,9.71150000002,45.7906666666,35.7265,23.3396666667,11.6885
600.53,12.1748333333,20.9575,14.3376666667,21.8213333333,17.325,9.62183333331,45.7075,35.6970833334,23.2615,11.5841666666
600.87,12.1506666667,21.0185,14.33675,21.916,17.3181666667,9.64766666666,45.6321666667,35.6379722222,23.25125,11.5508333333
601.21,12.0286666667,21.0203333334,14.2925,21.8775,17.2371666667,9.59599999999,45.5041666667,35.5357222223,23.1598333334,11.519
601.54,11.989,21.1008333333,14.3085,21.9326666667,17.2058333334,9.63249999999,45.523,35.564,23.1950833333,11.5433333334
601.88,11.9815,21.1665,14.2953333333,21.9936666667,17.2116666667,9.59633333332,45.5498333333,35.6003888889,23.2004166666,11.5573333333
602.21,11.9658333333,21.2086666667,14.2830833333,22.0585,17.1691666666,9.60383333334,45.6,35.6540277778,23.2366666667,11.56
602.55,12.0208333333,21.2843333333,14.3196666667,22.1241666667,17.2183333333,9.69449999999,45.6843333333,35.7316944444,23.3199166667,11.6
602.88,12.0741666667,21.4291666666,14.3640833333,22.1761666666,17.2775,9.74483333335,45.7375,35.76,23.3968333333,11.6801666667
603.22,12.0831666666,21.4995,14.3691666666,22.1941666666,17.2848333334,9.72683333334,45.7518333333,35.7773888888,23.41525,11.6878333333
603.56,12.0846666667,21.5545,14.3926666667,22.177,17.2501666667,9.71583333332,45.754,35.7842777777,23.449,11.6751666667
603.89,12.062,21.6188333333,14.3849166666,22.1815,17.249,9.72516666667,45.7885,35.7859444445,23.4315833333,11.6595
604.23,12.0796666666,21.632,14.3735,22.203,17.269,9.72566666669,45.7943333333,35.7487222222,23.4335,11.6503333333
604.56,12.1113333334,21.6863333333,14.4011666666,22.225,17.2933333333,9.72666666665,45.8521666667,35.8070277778,23.4348333333,11.6953333333
604.90,12.1563333333,21.7455,14.4075833334,22.2743333333,17.3113333333,9.74416666669,45.8886666666,35.8333055555,23.4514166667,11.7118333334
605.23,12.1826666667,21.8035,14.394,22.3385,17.3285,9.73416666665,45.8721666667,35.8233611111,23.45575,11.7248333333
605.57,12.1971666667,21.8531666667,14.3970833334,22.3926666667,17.3223333333,9.7715,45.8423333333,35.7866111112,23.4649166666,11.7433333334
605.90,12.1905,21.8545,14.3815,22.4493333333,17.3338333334,9.75433333335,45.7545,35.69325,23.40125,11.749
606.24,12.1445,21.9341666667,14.3849166666,22.4938333333,17.2868333333,9.72033333335,45.6913333334,35.6521111111,23.3653333334,11.7578333333
606.58,12.1346666667,21.9551666667,14.3915,22.5451666667,17.2723333333,9.71950000001,45.696,35.6591111111,23.3163333334,11.7315
606.91,12.134,22.0325,14.3751666666,22.581,17.2635,9.69933333335,45.6855,35.6476944444,23.3344166667,11.7515
607.25,12.106,22.0851666667,14.3395,22.6075,17.2826666667,9.737,45.716,35.6791111111,23.3526666667,11.7595
607.58,12.1248333334,22.183,14.3549166667,22.6275,17.2608333333,9.76566666669,45.724,35.7106388889,23.404,11.7791666667
607.92,12.1553333334,22.2495,14.348,22.7091666666,17.2611666666,9.80566666668,45.7418333333,35.7450555555,23.41025,11.8726666666
608.25,12.092,22.2588333334,14.3059166666,22.7893333334,17.2173333333,9.80533333333,45.657,35.6739722222,23.3778333333,11.8763333333
608.59,12.0958333333,22.2815,14.2866666666,22.8118333334,17.186,9.815,45.6228333334,35.6492777778,23.37625,11.8763333333
608.92,12.079,22.2876666667,14.283,22.851,17.1836666667,9.84816666666,45.6483333333,35.6550555555,23.3924166666,11.871
609.26,12.0686666666,22.3346666667,14.2831666667,22.8623333334,17.2015,9.84649999998,45.6601666667,35.6591111111,23.41325,11.8873333333
609.59,12.1011666667,22.4155,14.3145,22.8803333334,17.2318333334,9.92333333332,45.679,35.6734722222,23.4926666667,11.9346666666
609.93,12.1351666667,22.4216666666,14.3299166666,22.9381666666,17.2596666667,9.97566666665,45.7035,35.7138055555,23.5248333333,11.9831666666
610.26,12.1065,22.465,14.302,22.9476666667,17.2291666667,9.9615,45.618,35.6753611111,23.5329166666,11.9806666667
610.60,12.0883333333,22.476,14.28,22.9703333333,17.2491666666,9.97950000002,45.6096666667,35.6474444445,23.4806666667,11.9621666666
610.93,12.1333333333,22.5508333333,14.3056666667,23.0296666667,17.2373333334,10.0111666667,45.5463333334,35.5879166667,23.4648333334,11.998
611.27,12.1256666667,22.5121666666,14.2726666667,23.0925,17.2278333333,10.035,45.473,35.5274166666,23.4705833333,12.001
611.60,12.1203333334,22.5951666667,14.27925,23.1358333333,17.2193333334,10.072,45.4563333333,35.5118055555,23.4653333333,11.9521666667
611.93,12.1076666666,22.5968333333,14.2838333333,23.0958333334,17.2133333333,10.0935,45.4221666666,35.4459166667,23.4861666666,11.931
612.27,12.079,22.6713333333,14.2908333334,23.1461666667,17.2031666667,10.0873333333,45.4651666666,35.4735833333,23.5238333333,11.9365
612.60,12.0556666667,22.7631666667,14.2924166667,23.1581666667,17.187,10.1015,45.4095,35.4381388889,23.5045833333,11.9483333333
612.94,11.922,22.715,14.1665,23.0636666667,17.0653333333,10.0426666667,45.3165,35.3559722223,23.3995,11.8321666667
613.27,11.8361666666,22.6603333333,14.0589166666,22.9945,16.9198333333,9.89683333333,45.2635,35.3339166666,23.3235,11.722
613.61,11.8048333334,22.7108333333,14.0104166667,23.0353333333,16.9046666667,9.87083333332,45.205,35.2611666667,23.2904166666,11.7061666666
613.94,11.8428333334,22.8065,14.052,23.0816666667,16.9408333333,9.94283333335,45.2075,35.2415277778,23.3244166667,11.7573333334
614.28,11.8498333333,22.8921666666,14.0799166666,23.1703333334,16.9283333334,9.95866666665,45.213,35.2701944444,23.4081666667,11.8315
614.61,11.9103333333,23.0186666666,14.1414166666,23.279,16.9951666667,10.0035,45.3576666667,35.3981388889,23.4841666667,11.898
614.94,11.861,23.0725,14.1564166666,23.316,17.0113333333,9.95250000002,45.3575,35.3512222222,23.3755,11.8726666666
615.28,11.9333333333,23.122,14.2335833334,23.3463333334,17.025,9.96066666669,45.2971666666,35.3277222223,23.40925,11.966
615.61,11.9636666666,23.1638333333,14.1619166667,23.4015,17.0356666667,9.975,45.32,35.3591388888,23.4414166666,11.953
615.95,12.0288333334,23.2605,14.2025,23.5331666667,17.1481666667,10.0726666667,45.3855,35.4221944444,23.5216666666,12.0226666667
616.28,12.0596666667,23.25,14.2,23.5885,17.1626666667,10.0516666667,45.3898333333,35.4302222222,23.5595833333,12.0428333333
616.61,12.2648333333,23.3978333333,14.3191666666,23.8253333333,17.3081666667,10.1241666666,45.5256666666,35.5110833334,23.6859166667,12.1858333334
616.95,12.3161666667,23.5371666667,14.40525,24.0026666667,17.3953333333,10.2016666667,45.5051666667,35.4961944444,23.7241666666,12.2911666666
617.28,12.3763333334,23.6668333333,14.4748333334,24.0711666667,17.426,10.2553333333,45.5526666667,35.5381944444,23.792,12.3383333334
617.62,12.3423333334,23.6525,14.43275,24.092,17.375,10.191,45.5723333334,35.5260277778,23.7793333334,12.341
617.95,12.381,23.703,14.4410833334,24.1046666667,17.358,10.2378333333,45.5678333334,35.5309444445,23.782,12.3198333333
618.28,12.3023333333,23.6555,14.3765833334,24.1053333333,17.244,10.2161666667,45.504,35.4743611111,23.7306666667,12.3023333333
618.62,12.381,23.7811666667,14.4276666667,24.2118333334,17.3201666666,10.2613333333,45.5633333334,35.5631944444,23.86325,12.3998333333
618.95,12.3181666667,23.8211666667,14.3409166666,24.2066666667,17.3178333334,10.233,45.5911666666,35.5910555555,23.8325833334,12.3521666666
619.28,12.3261666667,23.9348333333,14.4145833333,24.2938333334,17.3491666666,10.2768333333,45.6288333334,35.6381111111,23.7865,12.4035
619.62,12.3045,23.957,14.40875,24.3181666667,17.2935,10.2375,45.5783333334,35.6048611111,23.7964166666,12.392
619.95,12.3158333333,24.0933333334,14.4806666667,24.3993333333,17.3135,10.2721666667,45.631,35.6357222222,23.86225,12.4173333333
620.28,12.2631666667,24.1265,14.4423333333,24.4263333334,17.3063333333,10.2623333333,45.6065,35.6358888888,23.89325,12.4233333333
620.62,12.2545,24.1995,14.4335,24.5111666666,17.3296666666,10.2725,45.7426666667,35.7296388888,23.9384166666,12.4621666667
620.95,12.2346666667,24.2431666667,14.4458333334,24.5628333333,17.3793333333,10.2875,45.7765,35.77425,23.9699166667,12.4463333333
621.28,12.3001666667,24.3536666666,14.44975,24.6433333334,17.4351666666,10.3396666667,45.82,35.8469722222,24.0141666666,12.4738333334
621.62,12.2348333333,24.3773333333,14.427,24.6921666666,17.44,10.3296666667,45.7336666666,35.7848888888,23.9338333334,12.4515
621.95,12.2103333333,24.4731666667,14.4030833334,24.7178333334,17.5023333333,10.2896666666,45.6773333334,35.72225,23.86725,12.4045
622.28,12.1325,24.5115,14.3396666667,24.7235,17.4285,10.304,45.663,35.7085277778,23.82025,12.3606666667
622.62,12.1676666667,24.6311666667,14.426,24.8766666667,17.457,10.3633333333,45.7475,35.7359166667,23.9089166667,12.4701666666
622.95,12.2131666667,24.673,14.4326666667,24.898,17.4348333333,10.3698333333,45.6506666666,35.6778055556,23.9238333334,12.5443333333
623.28,12.1273333334,24.7006666667,14.3916666666,24.8643333334,17.379,10.3446666667,45.6378333334,35.6301944444,23.8135,12.4891666667
623.62,12.0846666667,24.6971666666,14.2971666666,24.854,17.3265,10.3166666667,45.6195,35.6301944444,23.7695833333,12.4953333333
623.95,12.0645,24.795,14.37275,24.9326666667,17.2993333333,10.365,45.6488333333,35.6743055555,23.7334166667,12.5295
624.28,12.1098333334,24.8718333334,14.3883333334,24.9106666667,17.2936666667,10.4253333333,45.6648333334,35.6738333333,23.71875,12.553
