wavelength,Back_MelMelf,Belly_MelMelf,Breast_MelMelf,Crissum_MelMelf,Crown_MelMelf,DorTail_MelMelf,Patch10_MelMelf,Patch11_MelMelf,Rump_MelMelf,Throat_MelMelf,WingTip_MelMelf
529.01,11.9841333333,35.7894777778,22.4204,29.7689,8.29083333334,9.66913333335,8.14953333333,12.4409,14.6272266667,25.584,10.4659166667
529.35,11.9953333333,35.8325111111,22.4426666667,29.7962666667,8.28893333334,9.67296666667,8.1502,12.4482,14.6419866667,25.6040666667,10.4759583333
529.70,12.0146,35.8712111111,22.4620666667,29.8201333333,8.2897,9.68456666665,8.15613333333,12.4621666667,14.6641466667,25.6257333333,10.4919583333
530.04,12.0260666667,35.9158259259,22.4898666667,29.8563666667,8.30300000001,9.68923333334,8.1602,12.4731666667,14.6818133333,25.6349333333,10.5120416667
530.39,12.0562666667,35.9902074074,22.5310666667,29.9318,8.32893333333,9.72026666665,8.18893333334,12.5117,14.7206933333,25.6816666667,10.5304583333
530.73,12.0987333333,36.0419925926,22.5756,29.9942666667,8.36313333333,9.75110000001,8.21933333333,12.5499666667,14.7572266667,25.7072666667,10.5614166667
531.08,12.1147333333,36.0790962963,22.6145333333,30.0457333333,8.38320000001,9.77006666666,8.22946666667,12.5753333333,14.77772,25.7188666667,10.5613333333
531.42,12.1470666667,36.1599962963,22.6523333333,30.1299,8.41713333333,9.79550000001,8.2502,12.6167,14.81076,25.7543333333,10.5875416667
531.77,12.1634,36.1688074074,22.6713333333,30.1532666667,8.43506666668,9.81103333334,8.25566666667,12.645,14.8267333333,25.7572,10.5985833333
532.11,12.1818666667,36.2136925926,22.6996666667,30.1702,8.43950000001,9.80629999999,8.26226666667,12.6507333333,14.8507066667,25.7846,10.613125
532.46,12.1827333333,36.2288333333,22.7154,30.1931333333,8.44083333333,9.82063333333,8.26413333333,12.6563333333,14.8580666666,25.7805333333,10.598375
532.80,12.1697333333,36.221562963,22.7161333333,30.1838,8.42580000001,9.80296666667,8.24853333333,12.6483,14.8591466667,25.7854,10.5854166667
533.15,12.1910666667,36.2687148148,22.7434666667,30.2231666667,8.43939999999,9.82306666667,8.264,12.6679333333,14.8836266667,25.8058666667,10.6110416667
533.49,12.1766,36.2777185185,22.7366666667,30.2205,8.42926666667,9.80996666667,8.23686666667,12.6582666667,14.86688,25.7935333333,10.577
533.84,12.1988,36.2865222222,22.7526,30.2512,8.4451,9.82653333333,8.24673333333,12.6819666667,14.8735066667,25.804,10.5834583333
534.18,12.1992,36.2817037037,22.7528,30.2520666667,8.45163333333,9.82653333334,8.23213333333,12.6737333333,14.87548,25.7992,10.5782083333
534.52,12.1918,36.3106777778,22.7664,30.2815666667,8.44193333333,9.8267,8.22773333333,12.6642666667,14.8855066667,25.7994666667,10.5776666667
534.87,12.1857333334,36.3305851852,22.7738,30.2937,8.41906666668,9.81153333333,8.21026666667,12.6550666667,14.8775733333,25.805,10.5775
535.21,12.2236666667,36.3912592593,22.8168,30.3660333333,8.45200000001,9.8544,8.25546666667,12.697,14.9276933333,25.8524,10.6122916667
535.56,12.2377333333,36.4332555556,22.8415333333,30.3927666667,8.46096666667,9.86393333333,8.2728,12.7081333333,14.9536666667,25.8709333333,10.6086666667
535.90,12.2616666667,36.4777592593,22.8826,30.4492666667,8.47926666666,9.89963333333,8.29373333333,12.7378666667,14.9842533333,25.9014,10.63125
536.25,12.3225333333,36.5601740741,22.9503333333,30.5256333333,8.53193333334,9.92033333332,8.33346666667,12.7920666667,15.0386266667,25.9820666667,10.67575
536.59,12.3636,36.6129,23.0017333333,30.5926,8.54283333334,9.95583333333,8.35066666667,12.8330333333,15.07596,26.0032,10.6905416667
536.93,12.3671333333,36.6172407407,23.0174,30.6276,8.53790000001,9.94826666665,8.34646666667,12.8390666667,15.0707733333,26.0022,10.6820833333
537.28,12.4160666667,36.7021740741,23.0896666667,30.7153666667,8.58440000001,9.98640000001,8.39266666667,12.8833333333,15.1200133333,26.0836,10.7484583333
537.62,12.4209333333,36.714762963,23.0836666667,30.7165,8.56833333334,9.9891,8.39413333333,12.8735333333,15.1303333333,26.0921333333,10.7527916667
537.97,12.4796,36.7914111111,23.1474666667,30.7865,8.59943333334,10.0284666667,8.44253333334,12.921,15.18164,26.1513333333,10.7841666667
538.31,12.5260666667,36.8208740741,23.1690666667,30.8254333333,8.63756666667,10.0779333333,8.47739999999,12.9633333333,15.2205333333,26.1976666667,10.80775
538.65,12.5672,36.8542555556,23.203,30.8363333333,8.67236666666,10.1141,8.49999999999,12.9871,15.25256,26.2210666667,10.8520416667
539.00,12.5529333333,36.8208148148,23.1834,30.8064666667,8.66253333333,10.0756333333,8.46793333334,12.9640666667,15.2332,26.2022,10.8066666667
539.34,12.5560666667,36.8384925926,23.2159333333,30.8223666667,8.66,10.084,8.46413333334,12.9501,15.23124,26.1962,10.8366666667
539.69,12.5606666667,36.8586888889,23.2228,30.8437,8.66506666666,10.0704,8.46106666666,12.9627666667,15.2327333333,26.2120666667,10.8417916667
540.03,12.5531333333,36.8195481481,23.207,30.8101666667,8.66073333333,10.0982666667,8.46453333333,12.9420666667,15.2444533333,26.1874,10.8399583333
540.37,12.5609333333,36.8382148148,23.2048666667,30.8084666667,8.67493333333,10.1099333333,8.47106666667,12.9441,15.2497333333,26.205,10.8685
540.72,12.5401333333,36.8044481481,23.1641333333,30.7529666667,8.65756666666,10.0969,8.44759999999,12.9285,15.2278533333,26.1972666667,10.8627916667
541.06,12.5352666667,36.7538222222,23.1358,30.7206,8.63906666667,10.088,8.43326666667,12.9225333333,15.21928,26.1695333333,10.8445416667
541.40,12.5323333333,36.7631185185,23.1535333333,30.7178,8.64959999999,10.0942666667,8.4306,12.9242,15.2285333333,26.1834,10.8815833333
541.75,12.5186,36.7391888889,23.1375333333,30.6964,8.6428,10.0863666667,8.41633333333,12.9253666667,15.22312,26.1846,10.8924583333
542.09,12.4827333333,36.7161592592,23.1072666667,30.6723333333,8.60813333333,10.0513,8.3796,12.8983666667,15.19144,26.1631333333,10.877125
542.43,12.4798666667,36.7204185185,23.1070666667,30.6994666667,8.62906666666,10.0626333333,8.38773333333,12.9069,15.2091866667,26.1868,10.8927916667
542.78,12.5005333333,36.7634259259,23.1428,30.7480333333,8.6418,10.0892333333,8.40693333333,12.9336666667,15.23664,26.2312666667,10.9475416667
543.12,12.495,36.7711296296,23.1221333333,30.7641666667,8.63566666666,10.0744,8.39973333333,12.9429666667,15.2414,26.2581333333,10.9432916667
543.46,12.5194666667,36.8121925926,23.1408666667,30.8042,8.65396666666,10.1138666667,8.41406666667,12.9655,15.27756,26.3050666667,10.9791666667
543.81,12.5468,36.8748925926,23.1636,30.8633666667,8.65286666667,10.1196333333,8.41446666667,13.007,15.3046133333,26.3498,11.0292083333
544.15,12.5433333333,36.8570851852,23.1408,30.8694333333,8.64930000001,10.1151333333,8.41039999999,13.0092333333,15.3043333333,26.3472,11.0289583333
544.49,12.5503333333,36.9158851852,23.1736,30.9193333333,8.65103333334,10.1183333333,8.42526666666,13.0214,15.33676,26.3596,11.0527916667
544.84,12.5729333333,37.0157296296,23.2341333333,30.9943333333,8.68569999999,10.1389,8.45453333333,13.0489666667,15.3766666667,26.4014666667,11.11775
545.18,12.6518666667,37.1272888889,23.3234,31.1272666667,8.74840000001,10.2062,8.51459999999,13.1366333333,15.4538133333,26.4841333333,11.1621666667
545.52,12.7280666667,37.2398703704,23.4038666667,31.248,8.81033333333,10.2739666667,8.57459999999,13.2003666667,15.51744,26.5447333333,11.227875
545.87,12.7904,37.3073925926,23.4579333333,31.3172333333,8.86216666666,10.3099333333,8.61106666666,13.2537333334,15.5706933334,26.5988,11.278
546.21,12.8558,37.4124333333,23.5249333333,31.3993,8.89149999999,10.3552,8.65706666667,13.2952666667,15.6220266667,26.6702666667,11.3102083333
546.55,12.8705333333,37.4282962963,23.544,31.4191666667,8.89496666666,10.3711666667,8.6516,13.3188333333,15.63636,26.6721333333,11.2947916667
546.90,12.9179333333,37.4990444445,23.6117333333,31.4922333333,8.92890000001,10.4170333333,8.69120000001,13.3548333333,15.6882533333,26.6875333333,11.3375416667
547.24,12.9235333333,37.5252777778,23.6475333333,31.5293,8.9488,10.412,8.70646666666,13.3722333333,15.70224,26.6798,11.353875
547.58,12.9086,37.5736037037,23.6702,31.558,8.9474,10.3990666667,8.69479999999,13.3581333333,15.679,26.6877333333,11.3170833333
547.92,12.9433333333,37.6952703704,23.7726,31.6612333333,8.99756666667,10.4395,8.73153333333,13.4116,15.7334266667,26.7771333333,11.3587083333
548.27,13.0006666667,37.7644074074,23.8444,31.7682,9.0562,10.4831666667,8.77213333333,13.4605666667,15.8026933333,26.8305333333,11.3835
548.61,13.0404666667,37.8339296296,23.8642,31.8479,9.06713333333,10.5031666667,8.78060000001,13.5007333333,15.8264933333,26.9012,11.3787083333
548.95,13.0362666667,37.8828148148,23.8822,31.8790666667,9.07200000001,10.4963,8.78453333333,13.5017666667,15.8419466667,26.929,11.346
549.29,12.9801333333,37.8461703704,23.8702666667,31.8807666667,9.00826666666,10.4399666667,8.74606666667,13.4423,15.8101733333,26.909,11.2668333333
549.64,13.0112,37.9239148148,23.95,31.9689333333,9.02739999999,10.4717,8.80913333333,13.4575333333,15.8498666667,26.9222666667,11.2912916667
549.98,12.97,37.9939037037,23.9727333333,32.0413666667,8.98396666667,10.4255,8.76066666666,13.4432666667,15.8304533333,26.9185333333,11.2700833333
550.32,12.9546666667,38.0321,23.9642,32.0559666667,8.95483333334,10.3777,8.72846666666,13.3897666667,15.81852,26.9078666667,11.2414583333
550.66,12.9780666667,38.1211111111,24.022,32.1315666667,8.98926666666,10.4235,8.75106666666,13.4279333333,15.8412666667,26.9813333333,11.2699166667
551.01,13.0490666667,38.2015481481,24.1017333333,32.2502333333,9.02690000001,10.4978,8.77926666666,13.4721,15.89784,27.0557333333,11.2932083333
551.35,13.0420666667,38.2268962963,24.1397333333,32.3012333333,9.03373333333,10.4926,8.76533333334,13.4547,15.9084133333,27.0492666667,11.279375
551.69,13.0750666667,38.2565629629,24.1388,32.3381,9.02073333333,10.4941,8.75313333333,13.4437,15.90908,27.0392666667,11.2545
552.03,13.0953333333,38.2878814815,24.1547333333,32.3565,9.0282,10.5198666667,8.74226666667,13.4515333333,15.8924,27.0725333333,11.2483333333
552.38,13.1412666667,38.3459925926,24.2485333333,32.4264333333,9.09369999999,10.5933666667,8.80979999999,13.4879666667,15.9721333334,27.1356666667,11.3148333333
552.72,13.1488666667,38.3617518519,24.2746666667,32.4448,9.08589999999,10.5869666667,8.80800000001,13.4842666667,15.9762,27.1548,11.319625
553.06,13.2094666666,38.4603148148,24.3418666667,32.5119,9.15066666668,10.6508666667,8.84846666666,13.5789666667,16.0322,27.2012666667,11.41375
553.40,13.2386666667,38.5200185185,24.399,32.5891,9.18056666667,10.6997666667,8.85819999999,13.618,16.07888,27.2782666667,11.4227083333
553.74,13.2988666667,38.5264148148,24.3993333333,32.6240333333,9.22046666667,10.7615,8.90533333333,13.6659666667,16.1240133333,27.2943333333,11.427125
554.09,13.3508666667,38.665337037,24.4808,32.7473666667,9.27443333334,10.8079666667,8.93780000001,13.7221666667,16.1716,27.3770666667,11.4549166667
554.43,13.3512,38.7019148148,24.4908,32.7886,9.25816666666,10.7844333333,8.93373333333,13.7207666667,16.18004,27.3821333333,11.4431666667
554.77,13.3516666667,38.7150444445,24.4886,32.7494,9.26363333334,10.7479333333,8.92286666667,13.741,16.1649466667,27.3423333333,11.4115416667
555.11,13.3904666667,38.7623703704,24.5286,32.8110333333,9.29356666667,10.7793,8.97613333333,13.7861,16.2251866667,27.3924,11.4561666667
555.45,13.4156,38.7788925926,24.5510666667,32.8565666667,9.31166666667,10.8173666667,9.0136,13.809,16.2591466667,27.4032,11.470125
555.80,13.4844,38.8472851852,24.652,32.9333,9.38023333334,10.8917,9.09400000001,13.9116,16.3592533333,27.4377333333,11.5285
556.14,13.5140666667,38.8187148148,24.6390666667,32.9469333334,9.38236666667,10.9231,9.11053333335,13.9507666667,16.3589733333,27.3933333333,11.5002916667
556.48,13.5486,38.8328333333,24.6378,32.9957333333,9.42116666667,10.9656333333,9.15366666667,13.9788333333,16.3853466667,27.4138,11.5115833333
556.82,13.5916666667,38.8804111111,24.6572,33.0831333333,9.43889999999,10.9707,9.17146666668,13.9602666667,16.39548,27.4437333333,11.488
557.16,13.5638,38.9106777778,24.6606,33.0755333333,9.41639999999,10.9235,9.12353333333,13.9347,16.36032,27.4224666667,11.47975
557.50,13.5594,38.9276,24.7226666667,33.0983333333,9.42303333333,10.9057,9.12019999999,13.9435333333,16.3466266667,27.4554,11.475375
557.85,13.59,38.9052259259,24.7668,33.1457666667,9.44383333333,10.949,9.15079999999,13.9838666667,16.3798666667,27.4692666667,11.524125
558.19,13.5964666667,38.8612111111,24.7702,33.1303,9.44710000001,10.9259,9.13253333333,13.9623,16.3547066666,27.4592,11.4779166667
558.53,13.5835333333,38.8753185185,24.7886,33.1884,9.45949999999,10.9573,9.15319999999,13.9488,16.37568,27.5146,11.501875
558.87,13.6708,38.9532111111,24.8736666667,33.2568,9.52900000001,11.0475,9.22940000001,14.0054,16.423,27.5842666667,11.59025
559.21,13.6962,39.0072592593,24.9296666667,33.2997666667,9.58093333333,11.0535,9.25193333334,14.0656,16.4749733333,27.6250666667,11.6356666667
559.55,13.6422666667,39.0259333333,24.9074,33.3080666667,9.54713333334,11.0082333333,9.2018,14.0184,16.45076,27.658,11.625625
559.89,13.6054666667,39.0621185185,24.9092,33.3182666667,9.52683333334,10.9692,9.18426666666,13.9917666667,16.42108,27.6740666667,11.6185833333
560.23,13.6053333334,39.0972555556,24.9048,33.3326333333,9.49083333334,10.9172,9.14460000001,13.9505,16.3978933334,27.6593333333,11.5967916667
560.58,13.533,39.0425037037,24.8403333333,33.2738333333,9.40866666667,10.8607333333,9.087,13.9143666667,16.3483733333,27.6013333333,11.5296666667
560.92,13.5184,39.0002962963,24.8322,33.2568333333,9.3776,10.8398666667,9.03633333332,13.8963666667,16.31436,27.5521333333,11.50625
561.26,13.492,39.0225925926,24.7836,33.2451,9.36450000001,10.8339333333,9.02213333332,13.8859333333,16.3227066667,27.5186666667,11.4985833333
561.60,13.4544,39.0153111111,24.7572666667,33.1904,9.32716666667,10.7919666667,9.00633333333,13.8581,16.2889866667,27.4839333334,11.4582083333
561.94,13.4990666667,39.0360074074,24.774,33.2144333333,9.38519999999,10.8536333333,9.03813333334,13.9219,16.34616,27.5112666667,11.5292916667
562.28,13.5581333333,39.0789222222,24.8276,33.2283,9.42293333333,10.8963333333,9.0762,13.9561333333,16.37012,27.5202666667,11.5584166667
562.62,13.5045333333,39.0364962963,24.7563333333,33.2233,9.39153333334,10.8213666667,8.99380000001,13.9312666667,16.3455333333,27.493,11.48675
562.96,13.5311333333,39.0987666667,24.8093333333,33.257,9.40876666667,10.8647666667,8.99053333333,13.9397333333,16.3348933333,27.5395333333,11.509625
563.30,13.5548666667,39.1472777778,24.8485333333,33.3071666667,9.4279,10.8950666667,9.03013333333,13.9652,16.3456933333,27.5570666667,11.5327083333
563.64,13.5765333333,39.1729814815,24.8700666667,33.3043333333,9.43013333333,10.8871666667,9.01866666667,13.9775,16.3944,27.5618,11.5154583333
563.99,13.6035333333,39.2023333333,24.9197333333,33.3395333333,9.47423333334,10.9353666667,9.04280000001,14.0261666667,16.4294266667,27.5648666667,11.5814166667
564.33,13.6336,39.2517703704,25.0064,33.3678,9.52049999999,10.9805666667,9.05973333333,14.0430666667,16.48852,27.6212,11.6533333333
564.67,13.675,39.2697814815,25.0268666667,33.3894,9.57453333333,11.0327333333,9.14780000001,14.0935333333,16.5504266667,27.6814,11.704
565.01,13.7321333333,39.2599777778,25.0533333333,33.3929666667,9.61213333333,11.0674,9.18406666667,14.1134333333,16.5964533333,27.6783333333,11.7683333333
565.35,13.7444,39.2736925926,25.0696,33.4270333333,9.64543333333,11.1167,9.21266666667,14.1366666667,16.6090533333,27.6924666666,11.7865416667
565.69,13.7395333333,39.2966740741,25.0638,33.4386666667,9.62693333334,11.1146333333,9.2052,14.1210666667,16.60808,27.6925333333,11.7779166667
566.03,13.6835333333,39.2789518518,25.0354,33.4227333333,9.55226666667,11.0525333334,9.15000000001,14.0768333333,16.561,27.6802666667,11.7156666667
566.37,13.6987333333,39.2853962963,25.0501333333,33.3994333333,9.5651,11.0957666667,9.17440000001,14.0855666667,16.58456,27.6644,11.7255416667
566.71,13.6887333333,39.2413666667,25.0189333333,33.3903333333,9.53539999999,11.0845,9.1678,14.0529666667,16.5739466667,27.6119333333,11.6860416667
567.05,13.7164,39.2440666667,25.0145333333,33.3587666667,9.5341,11.0910666667,9.16999999999,14.0481666667,16.5747866666,27.5858666667,11.6751666667
567.39,13.7488666667,39.3058444444,25.0554,33.4080333333,9.58103333333,11.1440333333,9.21400000001,14.0687333333,16.5936533333,27.6016666667,11.7140833333
567.73,13.7761333333,39.3585074074,25.1224,33.4624666667,9.62829999999,11.1917666667,9.26073333333,14.0967666667,16.6446666667,27.6564,11.7454166667
568.07,13.8084666667,39.3971296296,25.1191333333,33.5001,9.67529999999,11.2069666667,9.3058,14.1433333333,16.6467066667,27.6759333333,11.7452083333
568.41,13.8196,39.4053407407,25.1391333333,33.5292,9.67023333334,11.2074666667,9.27573333334,14.1356,16.6441066667,27.6665333333,11.731375
568.75,13.8502,39.4727777778,25.2302,33.5903,9.6911,11.2435,9.29199999999,14.1635,16.66192,27.7594666667,11.742
569.09,13.8753333333,39.4835666667,25.2678,33.5898333333,9.69599999999,11.2476333333,9.28159999999,14.1570666667,16.6884533333,27.7379333333,11.7625
569.43,13.8736,39.4471777778,25.2612666667,33.574,9.6879,11.2232,9.28406666666,14.1574666667,16.6674533333,27.6871333333,11.7572916667
569.77,13.9382666667,39.4655962963,25.2738666667,33.6086333333,9.75070000001,11.2789,9.29433333334,14.1888333333,16.7236933333,27.6650666667,11.8017916667
570.11,13.9693333333,39.5197777778,25.3180666667,33.6659333333,9.76846666667,11.3226,9.30939999999,14.2046333333,16.7458533333,27.6876666667,11.8327916667
570.45,13.9744666667,39.5444851852,25.3411333333,33.6861,9.78440000001,11.3183,9.30733333334,14.2176333333,16.7658933333,27.7073333333,11.836375
570.79,13.9745333333,39.529562963,25.3384666666,33.7070666667,9.78356666667,11.3127,9.28540000001,14.2343333333,16.7733066667,27.7197333333,11.8427083333
571.13,13.9394,39.4655037037,25.3036,33.6709666667,9.70736666667,11.2535333333,9.20353333332,14.1795666667,16.7152666667,27.6970666667,11.807
571.47,13.9231333333,39.424137037,25.2497333333,33.6347333333,9.66703333334,11.2077333333,9.17160000001,14.1710333333,16.6775466667,27.6704,11.787625
571.81,13.9166,39.4415481481,25.2598666667,33.6297666667,9.65283333334,11.2092333333,9.1534,14.1508666667,16.6782933333,27.6856666667,11.7764583333
572.15,13.9192666667,39.5144074074,25.2651333333,33.6519,9.62996666666,11.2099333333,9.13900000001,14.1602,16.6804,27.696,11.77325
572.49,13.8609333333,39.4797740741,25.1896,33.6444666666,9.57796666666,11.1436333333,9.08839999999,14.1415333333,16.6310266667,27.6231333333,11.7139583333
572.83,13.8352,39.4682925926,25.1423333333,33.6333666667,9.54660000001,11.1095,9.05473333332,14.1274,16.6159066667,27.6408,11.68525
573.17,13.8789333333,39.5704703704,25.2092666667,33.6952666667,9.57590000001,11.1699,9.08726666667,14.1447,16.6748133333,27.721,11.7149583333
573.51,13.9076,39.6206703704,25.2616666667,33.7574666667,9.59919999999,11.1961333333,9.15246666666,14.1967333333,16.7198533333,27.7985333333,11.774125
573.85,13.9014,39.6075592593,25.2594666667,33.7911333333,9.5911,11.1553333333,9.1376,14.1892,16.7104666667,27.8155333333,11.7998333333
574.19,13.9028666667,39.6314925926,25.2752666667,33.8169333333,9.6062,11.1585333333,9.14226666667,14.205,16.7234533333,27.8392666667,11.8496666667
574.53,13.9203333333,39.6787740741,25.2957333333,33.8353,9.63266666666,11.1769666667,9.16946666668,14.2064,16.7274133333,27.8400666667,11.8813333333
574.87,13.9466666667,39.7388703704,25.347,33.9051,9.69033333333,11.2219,9.24313333333,14.2597666667,16.8038266667,27.8937333333,11.9099583333
575.21,13.9742,39.7931296296,25.3878666667,33.9651666667,9.69573333333,11.2562,9.25340000001,14.2847666667,16.8467466667,27.9093333333,11.8819583333
575.55,14.007,39.7773518519,25.4028666667,33.9853666667,9.71593333334,11.2802666667,9.2674,14.294,16.87524,27.9161333333,11.9458333333
575.89,14.0398,39.8058666667,25.4148,34.0241333333,9.76796666666,11.3107,9.31353333335,14.3319333333,16.9170266667,27.9526,11.96225
576.22,14.1050666666,39.8190481481,25.4636666667,34.0518,9.82766666667,11.3826,9.38826666666,14.3727333333,16.9728266667,27.9884666667,12.053625
576.56,14.1059333333,39.841462963,25.4688666667,34.0632333333,9.827,11.4039,9.39393333335,14.3503,16.9787733333,27.9786666667,12.037
576.90,14.0759333333,39.8043555555,25.4549333333,34.0597666667,9.78769999999,11.3727,9.35699999999,14.3499333333,16.9356,27.9402,12.0053333333
577.24,14.0405333333,39.7711296296,25.4491333333,34.0185333333,9.76299999999,11.3552333333,9.32333333334,14.3263666667,16.9157733333,27.9019333333,11.9725833333
577.58,14.0718,39.8267074074,25.4601333333,34.0367666667,9.79956666666,11.3999333333,9.37386666665,14.3815666667,16.94048,27.9346,11.9617083333
577.92,14.1048,39.8761888889,25.4736666667,34.0947666666,9.83486666667,11.4516666667,9.41846666667,14.4116666667,16.9899066667,27.968,11.98925
578.26,14.059,39.8847777778,25.4921333333,34.1255333333,9.78163333334,11.4250666667,9.37000000001,14.3930333333,16.9722266667,27.986,11.9670833333
578.60,14.0843333333,39.8829037037,25.4874,34.137,9.79520000001,11.4294,9.35140000001,14.4238333333,16.9711466667,27.9508666667,12.0315833333
578.94,14.0976,39.8727814815,25.5044666667,34.1116666667,9.81023333333,11.4568333333,9.36853333333,14.4244333333,16.96228,27.9805333333,12.0842916667
579.28,14.1562666667,39.9207666667,25.5398666667,34.1698333333,9.83030000001,11.4889,9.418,14.4796666667,16.9931466667,28.0276666667,12.0850833333
579.61,14.1997333333,39.9316,25.5883333333,34.2041,9.88170000001,11.5526666667,9.47120000001,14.5219333333,17.0518533333,28.0568666667,12.1320833333
579.95,14.2094,39.9985481482,25.6343333333,34.2689,9.87616666667,11.5557,9.45866666667,14.5349666667,17.0665466667,28.0618666667,12.0825
580.29,14.2791333333,40.0848222222,25.7163333333,34.3839333333,9.95333333333,11.624,9.53333333333,14.6335,17.1286666667,28.1742,12.177625
580.63,14.3413333333,40.1300148148,25.7644666667,34.4555666667,10.0338666667,11.6689666667,9.59646666666,14.6752,17.2008,28.2642,12.232875
580.97,14.3502666667,40.1896851852,25.7583333333,34.5095333333,10.0286333333,11.6797333333,9.56993333333,14.657,17.1793866667,28.2762666667,12.23475
581.31,14.3534,40.2216111111,25.7825333333,34.5428666667,9.98333333333,11.6659666667,9.55900000001,14.6168666667,17.1842133333,28.248,12.232375
581.65,14.3165333333,40.2009888889,25.7686,34.4936,9.92929999999,11.6281,9.52446666667,14.5971333333,17.1544133333,28.2542,12.1611666667
581.98,14.3882666667,40.1796925926,25.7672666666,34.511,9.99909999999,11.6594,9.61273333333,14.6464,17.1913866667,28.2756666667,12.1907916667
582.32,14.4382666667,40.2679296296,25.8590666667,34.5660666667,10.0122,11.6892,9.64299999999,14.6623,17.2046266667,28.3558,12.16125
582.66,14.4366,40.2677,25.8358,34.6101,10.0492666667,11.6873,9.649,14.6771,17.2382666667,28.3143333333,12.166125
583.00,14.4162666666,40.3454444445,25.8722666667,34.6877,10.0504,11.6939,9.65153333334,14.7078666666,17.2900666667,28.3207333334,12.176875
583.34,14.3569333333,40.2950555556,25.8264,34.6282333333,10.0138,11.6357,9.61406666668,14.6813666667,17.2498133333,28.257,12.1732916667
583.68,14.376,40.3303814815,25.8312666667,34.6740333333,10.0637333333,11.6714666667,9.64386666667,14.6994,17.29204,28.3156666667,12.2762916667
584.01,14.4430666667,40.3839111111,25.8574,34.7226,10.1148,11.706,9.68393333333,14.7463333333,17.3468266667,28.3174,12.314125
584.35,14.4139333333,40.3766370371,25.8284,34.6742,10.0588333333,11.6801666667,9.62119999999,14.7502,17.3204,28.2866666667,12.266
584.69,14.4356666667,40.3577518519,25.8427333333,34.6926,10.0963333333,11.6724666667,9.6504,14.794,17.36444,28.2919333333,12.295625
585.03,14.4526,40.3099592593,25.8152,34.6681666667,10.1044333333,11.6898333333,9.64246666665,14.8244333333,17.36628,28.3311333333,12.3118333333
585.37,14.4785333333,40.3296333333,25.8076666667,34.6979666667,10.1307666667,11.6965,9.62966666667,14.8568333333,17.36812,28.2903333333,12.3199166667
585.70,14.4078666667,40.3306555556,25.7786,34.6931,10.0930333333,11.6831333333,9.58426666666,14.8306666667,17.3474933334,28.2496,12.2787083333
586.04,14.3809333333,40.3014925926,25.6999333334,34.6633666667,10.0746333333,11.6808,9.56053333333,14.8145666667,17.3308666667,28.2116666667,12.30125
586.38,14.3707333333,40.3531851852,25.7201333333,34.6572,10.0713333333,11.6461666667,9.56186666668,14.8487,17.3311066667,28.2299333333,12.3030416667
586.72,14.3999333333,40.3497888889,25.7058,34.6381666667,10.0547,11.6432333333,9.53613333334,14.7968666667,17.2976266667,28.2016666667,12.3064583333
587.06,14.4299333334,40.4107037037,25.7419333333,34.6970666667,10.056,11.6831666667,9.56353333333,14.8185666667,17.30536,28.2205333333,12.27325
587.39,14.4746,40.3928185185,25.8023333333,34.7028333333,10.047,11.6746,9.55419999999,14.8216333333,17.27588,28.1757333333,12.228375
587.73,14.4731333333,40.3542518518,25.8374,34.6683333333,10.0426666667,11.676,9.56639999999,14.8176,17.2683466667,28.1968666667,12.2550833333
588.07,14.5582,40.5044481481,25.9085333333,34.7535666667,10.135,11.7443,9.64600000001,14.8528333333,17.3408133333,28.2781333333,12.3695416667
588.41,14.6056666667,40.6023962963,25.9852,34.8653,10.1873666667,11.8146666667,9.7234,14.9157,17.4063866667,28.3342666667,12.4229583333
588.74,14.6114,40.6189888889,26.0242,34.8579333333,10.2040666667,11.8490333334,9.7574,14.9137333333,17.42256,28.2987333333,12.4462083333
589.08,14.683,40.6973111111,26.1214666667,34.9325,10.2324,11.8869,9.81766666666,14.9643,17.45516,28.3624,12.4994583333
589.42,14.7195333333,40.7284,26.1778,34.9597666667,10.2602333333,11.8965666667,9.81673333333,14.9717,17.4738533333,28.3814,12.5366666667
589.76,14.7392,40.7147481481,26.2080666667,34.9766666667,10.2699,11.8927333333,9.83846666667,14.9912333333,17.4803066667,28.3719333333,12.5379166667
590.09,14.7623333333,40.7043962963,26.2092,34.9748333333,10.2631666667,11.9260666667,9.81566666667,14.9722,17.466,28.3493333333,12.5725416667
590.43,14.7381333333,40.7116962963,26.2086,34.9931333333,10.2948,11.931,9.81773333333,14.9983666667,17.4640933333,28.3872,12.54425
590.77,14.7826,40.7594666667,26.2896666667,35.0346,10.3194,11.9201666667,9.8078,14.998,17.5043466667,28.4462,12.5785416667
591.11,14.7826,40.8445962963,26.256,35.0349333333,10.2929333333,11.8891,9.79759999999,14.9799333333,17.5310666667,28.5121333333,12.6285416667
591.44,14.7258,40.8206185185,26.2024,35.0283333333,10.2418333333,11.8192666667,9.71279999999,14.9405,17.4717466667,28.4566666667,12.5524583333
591.78,14.6223333333,40.6570814815,26.1121333333,34.969,10.1652666667,11.7515333334,9.62833333332,14.8511666667,17.4088133334,28.3778666667,12.436875
592.12,14.6514666667,40.6206703704,26.1162666667,34.8631,10.1824,11.7372333333,9.62126666668,14.8599666667,17.3663066667,28.3739333333,12.44725
592.46,14.6686666667,40.6259851852,26.1524666667,34.9044666667,10.2093,11.701,9.5962,14.8936,17.4034,28.3990666667,12.4645833333
