wavelength,Back_MelMelf,Belly_MelMelf,Breast_MelMelf,Crissum_MelMelf,Crown_MelMelf,DorTail_MelMelf,Patch10_MelMelf,Patch11_MelMelf,Rump_MelMelf,Throat_MelMelf,WingTip_MelMelf
199.68,-73.3334666667,-52.2759333333,-72.4731333333,-38.6021666667,-96.0751666666,-39.7312333333,-85.914,-47.8494000001,-95.0537733334,-42.0430666667,-82.3251666667
200.06,-44.0833333333,-25.5972222222,-41.8333333333,-17.375,-62.0416666667,-18.0833333333,-54.3333333333,-27.8333333333,-55.4166666667,-17.25,-52.5
200.44,-29.6472,-11.5207851852,-23.2942,-2.90179999999,-44.5882,1.17649999998,-36.2352666667,-18.5490333333,-37.6469866667,-5.72540000001,-31.8137083333
200.82,-16.9523333333,-3.83772962963,-11.9365333333,3.20626666665,-28.889,7.90483333332,-19.1746,-9.01579999999,-23.65716,2.4128,-17.976125
201.19,-21.7731333333,-8.81795185185,-14.8228,2.12783333332,-35.3189333333,7.69503333334,-23.2624666667,-12.3759666667,-29.3760133333,7.02119999999,-25.3100833333
201.57,-13.7536666667,-6.99360370371,-9.84993333333,-1.11126666667,-24.2642666667,10.2103,-15.3153333333,-9.27929999999,-22.0661733333,9.72966666668,-24.5872916667
201.95,-14.734,-6.76324444445,-12.1568666667,-4.34173333334,-23.9215666667,7.00283333332,-14.5096666667,-9.80386666667,-23.2381466667,7.00286666666,-23.4592083333
202.33,-16.7333333333,-11.637037037,-17.8,-7.3,-29.2333333333,9.56666666668,-17.8666666666,-15.1666666667,-29.72,12.5333333333,-27.7916666667
202.71,-23.1818666667,-17.2517888889,-24.9243333333,-15.2652333333,-35.7575333333,8.8636,-25.4545333333,-25.9848333333,-38.6212533333,8.86373333334,-40.19875
203.09,-18.8406,-10.2374962963,-19.9276,-6.81163333333,-27.5,12.3551,-20.4348,-23.3696666667,-30.8261866667,12.0290666667,-36.911125
203.47,-26.988,-26.4077592593,-30.8432666667,-18.3130666667,-35.2610333333,4.33723333334,-32.5300666667,-34.4577,-39.9357866667,6.74713333332,-45.2309166667
203.85,-32.2945333334,-33.0541925926,-39.0477333333,-23.1602,-39.7835,-1.21216666668,-35.671,-43.8527666667,-46.35492,5.54099999999,-40.80075
204.22,-66.6666,-65.1204407407,-80.1058,-57.5131666667,-68.7831333334,-28.8359666667,-66.6665333333,-73.5977666667,-84.59256,-17.2487333334,-82.010625
204.60,-76.6137333332,-83.2040111111,-95.4498666667,-66.1904333332,-77.5661333334,-41.3757,-81.7990000001,-81.0053333333,-98.0106133333,-21.2698666667,-97.6192083333
204.98,-98.4523333332,-105.502707407,-117.0236,-82.5594666666,-96.0714333334,-57.3214666667,-108.452333333,-108.392833333,-119.095346667,-32.2619333334,-122.17275
205.36,-141.4286,-161.569592593,-173.650733333,-125.4763,-138.015866667,-91.0318666667,-163.968266667,-159.841266667,-171.365093333,-70.3175333333,-167.262125
205.74,-366.296333333,-387.284074074,-439.259266667,-303.518466667,-366.666666667,-255.3704,-428.888933334,-405.740933333,-436.814826666,-221.851933333,-383.564708333
206.12,-3690.0,-3960.18518519,-4276.66666667,-3065.0,-3676.66666666,-2680.0,-4383.33333333,-4156.66666667,-4243.33333333,-2533.33333333,-3772.91666667
206.50,-513.809466667,-595.02647037,-598.095133334,-463.333466667,-520.476266667,-409.523866667,-623.333333333,-614.047566667,-596.571426667,-394.761933333,-524.107
206.87,-443.999866667,-534.345703704,-523.111066667,-430.8889,-479.999966667,-370.444566667,-568.000133333,-526.888866667,-549.59988,-360.444333333,-448.333333333
207.25,-805.833333333,-1067.5462963,-983.333333333,-865.833333333,-966.666666666,-687.916666667,-1142.5,-948.333333334,-1037.66666667,-720.000000001,-818.75
207.63,-485.128333333,-619.857596296,-550.7692,-501.025733333,-574.6153,-410.256433333,-714.359066667,-545.897433333,-599.897386667,-408.205,-465.3845
208.01,863.333333333,1096.11111111,956.666666666,909.583333334,1021.25,773.333333333,1291.66666667,970.416666667,1053.33333333,781.666666665,888.541666668
208.39,1628.88886667,2331.48147037,1960.00006667,1929.99996667,2200.00003333,1481.11103333,2993.33333333,1995.55553333,2333.77777333,1535.55553333,1740.27766667
208.77,-2.71239523012e+15,-3.95297012747e+15,-3.09195997144e+15,-3.52696675363e+15,-3.8489570679e+15,-2.65055603069e+15,-5.50582113535e+15,-3.25828609404e+15,-4.08650488915e+15,-2.84033840135e+15,-2.58818373472e+15
209.14,342.5,615.972222222,542.5,534.999999999,592.5,378.333333333,919.166666667,424.166666667,628.666666667,379.166666667,315.625
209.52,-50.5263999999,-156.27672963,-135.4386,-129.824566667,-156.491166667,-61.4036,-281.754533333,-74.9122666666,-152.140346667,-38.2455333333,-33.9912083333
209.90,3.03033333332,-54.9830925926,-28.3334,-43.8636,-49.1667000001,-3.18186666674,-95.9091333334,-12.1213,-42.2727066667,8.93926666666,0.4735
210.28,20.5925333333,-50.0328407407,-17.1852666667,-34.2223666667,-38.2222666667,-0.14806666674,-82.8147333334,-2.22223333334,-34.3999733333,22.2222666667,9.99995833332
210.66,14.1026666667,-34.672362963,-4.61553333333,-20.8972333333,-28.7180666667,6.92313333327,-68.5898666667,3.65386666668,-24.3588933333,21.5384000001,12.419875
211.03,15.0265333333,-25.4203222222,-0.635000000007,-7.14276666667,-14.7618333333,16.4550333333,-50.3702666667,4.07416666668,-10.6666,26.5606666667,14.7487083333
211.41,19.9166666667,-12.4861111111,5.50000000001,4.625,2.37500000001,20.1666666667,-26.75,7.58333333332,3.76666666668,37.8333333333,20.78125
211.79,24.1095333333,-13.8864222222,-0.54806666668,7.12309999999,3.4247,18.9042666667,-21.1872,4.5205,4.98638666668,41.4612,22.1459583333
212.17,37.4358666667,3.07693333333,14.6519333333,21.7583666667,19.1574666667,32.1611666667,0.952466666654,20.3663666667,20.6006133333,49.1574666667,32.051375
212.55,28.2758666666,-10.1489222222,5.90046666667,16.8580666667,10.8429666667,26.3984333333,-7.27960000001,9.57866666667,19.5553733333,45.9770666667,27.1552083333
212.92,25.5112,-19.2000296296,-4.17779999999,16.5332666667,1.0222,29.0666333333,-12.8001333333,-0.57773333334,16.53344,54.1334,21.0555833333
213.30,17.6922666667,-23.7131814815,0.427399999994,15.0427666667,-4.23083333332,23.0769333333,-10.9401333333,-4.27356666668,8.95728,50.7694666667,16.3462083333
213.68,-1.30420000001,-62.1578333333,-23.6232,-3.55083333333,-40.29,-7.02900000002,-53.1883999999,-35.4347666667,-20.3769066667,55.0724,-9.51075
214.06,-33.3332666666,-131.296351852,-78.3334000001,-22.7777333334,-95.2777000001,-40.1388333333,-127.7778,-81.5277666667,-53.6110533332,87.2223333333,-48.26375
214.44,-10.1448666666,-82.1256407406,-44.6377333332,17.6810666666,-56.0869333333,-5.50733333332,-109.5654,-40.2898333333,-10.1448533333,116.811533333,-16.3044166668
214.81,33.9131333333,-61.4009666667,-11.3044,45.6521333334,-16.6665999999,19.5651666667,-86.3768666668,-1.73913333346,1.73912,155.3622,-5.43491666675
215.19,43.5556,-25.9136444444,19.9999333333,55.8889333334,15.7778666667,17.5555333334,-42.4444000001,20.6668,17.3332533334,130.6666,20.4168333333
215.57,-121.666666667,-496.018518519,-243.333333333,33.3333333334,-201.666666667,-306.666666667,-761.666666667,-226.666666667,-354.0,496.666666666,-156.25
215.95,573.333333333,1190.18518519,796.666666667,406.666666665,638.333333334,833.333333333,1950.0,726.666666665,1066.66666667,-653.333333335,839.583333333
216.32,-1166.66666667,-2064.81481482,-1473.33333333,-503.333333334,-1126.66666667,-1393.33333333,-3760.0,-1136.66666667,-1996.0,1720.0,-1345.83333333
216.70,219.166666667,295.87962963,267.5,127.916666667,217.083333333,252.916666667,565.833333334,180.416666667,365.666666667,-56.6666666668,233.333333333
217.08,-168.0,-261.407407408,-168.0,-23.9999999999,-122.0,-284.666666667,-700.0,-77.3333333327,-391.466666667,177.333333333,-246.666666667
217.46,-265.5556,-358.395148148,-251.1112,-235.000166667,-250.5556,-399.444566667,-723.333333334,-209.999966667,-435.77776,-70.0000000006,-336.805583333
217.83,2.5928,-9.94846296296,15.9258666667,23.2408333333,27.9629333333,4.25916666667,-62.7778666667,14.1665666665,-18.3704533333,33.5185333334,11.6897916667
218.21,-8.7804,-17.6332407407,9.26826666666,18.5365666667,24.1462333333,-6.99186666666,-53.9837999999,-0.813133333326,-22.1463466667,20.8129999999,4.674875
218.59,-22.0407333333,-21.6175037037,-8.0272,4.21760000001,15.102,-10.1359666667,-41.9046666667,-3.60546666675,-22.7210533333,21.4964666666,-3.826375
218.97,-31.9998666666,-17.9259925926,-25.0371333333,-2.07399999999,6.96290000001,-18.3703,-56.1481333333,-9.8518,-25.5999733333,18.2222666667,-7.685
219.34,-44.1442,-24.9450703704,-52.0719333333,-16.4865333333,-3.96386666666,-30.3604333333,-81.2612666667,-17.0270666667,-40.0720933333,13.1531333333,-20.0448333333
219.72,6.19880000002,15.1982296296,-5.96493333332,19.9416,28.421,16.1403333333,-19.5322666667,25.2631333334,11.48536,41.0528666667,16.958875
220.10,9.01953333334,10.1596814815,-4.70593333333,29.1503666667,24.5751666667,11.1110666667,-24.183,32.8103333333,14.8236,48.1046,19.7712916667
220.47,7.91666666668,9.63737777778,-0.13873333334,27.7777,25.4862333333,15.4167333333,-25.4167333333,32.1529666666,13.52784,45.9723333333,21.875125
220.85,15.4444666667,19.4814259259,12.7776666667,33.6667,29.5555,16.8333333333,-9.66666666668,35.9445999999,18.2222933333,48.2222666667,19.8611666667
221.23,28.5024666667,31.9161814815,25.7006666667,41.7390666667,40.8213,30.1449,9.85506666669,47.7295999999,32.5602266666,56.6184,31.2200416667
221.61,54.0953333334,55.7406592593,46.9524666667,67.4285333333,60.5238666667,56.9999666666,31.7142,73.3333999999,59.0284666667,81.6191333333,54.1071666667
221.98,51.9444,51.1215555556,41.4814666667,57.7316333333,50.9259,50.1389666667,27.0370666667,68.3797,55.70372,80.0,45.60175
222.36,57.9999333333,53.5514074074,44.6667333333,56.8148,49.9259333334,55.3703333333,31.3333333333,69.6297333333,57.5110533333,76.7408,50.694375
222.74,64.1860666667,54.2809,50.5425333333,60.3488333333,51.5892333333,58.4884333334,33.9536,72.7519666666,58.80616,74.0310666667,58.0424166667
223.11,66.1765333333,55.7679222222,53.8236666667,66.3726,46.4705666667,60.9803666667,34.2156666667,75.7353333333,61.9216,80.294,62.8676666667
223.49,72.1312666667,52.714037037,62.4042666667,73.06,45.9016666667,65.0272666666,38.9070666667,80.1638333333,68.0437466667,91.4755999999,66.4618333333
223.87,56.9792,41.012737037,55.6249333333,60.5728666667,30.2085,48.8021000001,29.1666,62.3959333333,53.5416666667,75.5208,49.6095
224.24,48.4704,43.0197037037,51.1374,53.6078,35.1372,49.9606666667,34.1176,53.6862,49.1920533333,66.2745333333,46.6665416667
224.62,45.8063333333,40.4818555556,46.38,51.0036333333,31.5413,42.7957,35.0538,50.5735666667,46.7525866667,63.0824,46.281375
225.00,47.2339333333,42.7816259259,49.7162666667,52.6595666667,34.8582,50.3192,42.3404,50.8155666667,54.2128,70.3546,54.8314166667
225.38,24.2980666667,19.0790074074,35.0000666667,34.4299,11.2719333333,30.0877333333,20.4386,23.6403,34.8596933333,55.4384666667,45.614125
225.75,18.6831333333,15.2766,26.749,26.4196666667,13.8272666667,21.6460666667,14.6503333333,17.9834666667,23.20984,46.6666,31.63575
226.13,4.1442,-0.170166666666,10.5404666667,12.3423333333,1.2613,10.8559666667,2.97313333335,5.22520000001,9.24324,34.0541333333,19.7070416667
226.51,-7.24640000001,-9.80673703704,1.44933333335,1.98056666667,-6.7148,0.676366666662,-4.44453333334,-4.58929999999,-2.20287999999,22.4155333333,1.99283333333
226.88,-10.991,-6.54157777778,-0.000133333340001,0.585499999999,-8.9189,-2.11700000001,-4.68473333333,-11.2614,-3.67573333334,23.6937333333,-5.85591666668
227.26,5.8,8.87037037038,13.1333333333,12.0,9.66666666665,10.2333333333,16.6,9.1,13.1066666667,32.4,10.5833333333
227.64,6.60773333332,12.8352296296,12.6844666667,14.9853,11.7995333333,14.3362666667,17.5812,9.94093333333,15.5044666667,29.9114,11.9467083333
228.01,2.55906666667,11.6498148148,8.01346666667,14.1078333333,11.6162333333,14.7475,19.9327333333,8.75416666666,14.3434666667,28.8887333333,11.6160833333
228.39,9.90299999999,15.7101259259,15.4692,19.9352333333,15.4691666667,23.6569666667,25.3072666667,16.6991,17.9676533333,28.6085333333,20.5500833333
228.76,6.5538,13.148162963,11.2429333333,18.9548,16.1016333333,20.3954333333,22.3727333333,15.8757666667,15.5705333333,25.9886,17.9733333333
229.14,6.0162,11.9782074074,10.2438666667,19.241,18.2112666667,19.8101666667,21.3548666667,17.0188666667,13.26816,23.2520666667,22.0865
229.52,17.5118,24.3870518518,18.7326,30.9623,26.8074,28.1690666667,29.4836,28.1926333333,23.5118,34.5069333333,28.0810416667
229.89,13.8271333333,21.0425703704,18.6172666667,30.9382666667,20.2469666667,26.4444666667,25.7283333333,22.7902,21.0272,30.6172666666,26.0804583333
230.27,11.0216,17.4013666667,13.3872,29.2202666667,16.9084666666,22.3924666667,20.4301333333,17.3925666667,15.7418933333,28.0107333333,22.446375
230.65,10.8554666667,14.2216814815,11.8582666667,30.7375333333,16.8437666666,22.7139666667,16.0471333333,15.5754,16.0,30.0295333334,25.5160416667
231.02,13.3944,9.11658518518,12.1711333333,31.4679333333,16.3302,21.9267,15.7797333333,15.5046666667,15.3883466667,27.4004666667,24.7707083333
231.40,9.90286666667,1.00682222222,5.82533333334,29.8056666667,11.0356666667,20.0000666667,8.02586666667,7.02266666666,6.47264,19.7410666667,20.5905
231.78,13.0792666667,7.39668888889,8.57166666667,32.7935666667,14.0952666667,23.0794,8.50799999999,7.77773333334,8.39358666668,23.238,22.5794583333
232.15,13.645,6.77747777779,9.84413333335,31.3397,12.3988333333,23.1776333333,6.66666666665,5.70113333332,7.71337333334,23.0529333333,19.1589583333
232.53,18.6409333333,14.404937037,15.0808666667,35.9547,16.2458666667,26.2460666667,12.4918666667,6.08413333333,15.0811333333,30.0323333333,24.5145833333
232.90,24.7916,15.3896888889,17.5000666667,36.1457333333,15.6596666667,29.4792666667,12.2222666666,5.00000000001,15.9861733333,32.4304666667,19.2708333333
233.28,20.7407333333,12.8694148148,17.239,31.9194,5.92606666667,24.3434333333,8.01340000001,-2.15480000001,11.3535733333,27.6094666667,9.21716666667
233.66,13.7164,-0.732333333334,5.67040000001,22.7586,-5.36386666666,18.5824333333,-0.996199999988,-11.6092333333,1.68572000001,18.1608,0.191625
234.03,21.0690666667,12.840662963,17.9873333333,30.3773,11.6037666667,28.2074333333,13.9623333333,3.71066666666,13.0691333333,27.2328,15.5659166667
234.41,23.5118666667,18.346637037,25.8928666667,35.8036,15.8333666667,32.8274,23.5714666667,8.7796,19.8452133333,28.6905333333,23.065375
234.78,19.2592,16.3306296296,23.5184666667,34.6913333333,12.5000666667,29.6915,27.3456666667,5.49383333332,14.99992,28.0864666667,22.49225
235.16,19.6354,20.1823925926,22.7604666667,35.5992333333,17.1876333333,30.0523,28.8542,12.6563,16.4896533333,30.2084666667,27.473875
235.54,18.7794,21.1553666667,22.9576666667,34.46,18.5445666667,29.8591666667,28.0282,12.7935666667,19.3896533333,30.2347333333,24.5599583333
235.91,11.6291333333,11.2949407407,17.4436666667,27.8946666667,9.74946666667,23.4336666666,23.9098,6.19066666668,12.8722933334,22.5565333333,20.1127916667
236.29,13.1783333333,11.2517407407,16.3825333333,26.615,10.7235,23.7209333333,22.4806,9.48313333333,10.65636,22.6357333333,21.9315416667
236.66,5.41673333333,4.58635925926,9.11459999998,20.9376666667,5.88543333333,16.4584333334,15.7812666667,4.03653333333,2.40642666666,15.8854,16.63425
237.04,-4.07706666667,-0.477503703704,2.369,15.0138333333,-1.73550000001,10.1928666667,9.2562,-5.53720000001,-3.82374666666,8.20933333333,15.736875
237.41,0.814200000006,5.11451481481,3.61320000001,19.3638,6.41223333333,14.8345666667,12.6718,1.88286666666,2.78892,11.9593333333,19.6247083333
237.79,1.05746666666,5.6296,1.2874,17.3332666667,7.24143333334,14.8737,10.8045333333,3.21833333334,2.74942666668,11.4942,17.64375
238.17,-7.73893333333,-5.38985185185,-11.5150666667,6.52676666666,-3.8461,6.43366666667,0.186399999986,-8.90443333333,-7.30993333333,3.96266666667,8.10008333333
238.54,0.934933333339,2.49546666667,-3.4146,9.45133333332,2.19503333332,11.2601333333,4.30893333333,-0.0812999999994,-0.634146666672,10.7724,12.6525
238.92,2.59253333333,3.74692962963,0.148133333335,10.815,3.90746666667,12.5924666667,2.8148,2.22213333334,2.00744,10.2220666667,13.40275
239.29,1.40340000001,4.39947407408,1.75446666667,10.4386,2.36836666667,12.8771666667,1.47366666666,0.2104,3.12982666667,10.5263333333,12.2366666667
239.67,-7.54646666668,-2.24664074074,-3.28266666667,1.69206666667,-5.0422,5.46543333333,-5.41453333333,-5.85440000001,-4.50090666666,3.82400000001,9.13716666667
240.04,-7.45099999999,-1.3573962963,-1.8402,2.12666666666,-3.46906666667,5.68633333334,-5.46006666666,-4.37403333334,-4.02408000001,3.92166666668,9.57779166667
240.42,-10.4526666667,-3.70989259259,-3.31966666667,-0.425266666659,-6.0084,3.23733333333,-6.61186666667,-8.4774,-5.36622666666,0.384133333333,8.196375
240.79,-10.9179333333,-5.68033703704,-4.7102,-2.35503333333,-6.77533333333,1.96866666667,-7.343,-8.33320000001,-6.50230666667,-1.76333333333,6.70279166667
241.17,-6.4366,-2.49045185185,-1.63013333333,1.67183333333,-3.1035,5.00516666666,-2.94666666667,-3.09286666667,-2.99693333333,0.0417333333334,9.391375
241.54,-8.0,-4.61404074074,-3.2656,-0.173766666667,-4.5604,3.02413333333,-3.51686666666,-4.54113333333,-4.23190666666,-1.797,6.35258333333
241.92,-3.77833333333,-0.359144444445,0.268666666665,1.98996666667,-1.80516666667,5.56653333333,0.755733333334,-0.444966666668,-0.678413333332,0.402933333332,9.23608333333
242.29,-0.919466666668,1.99986296296,1.90053333333,2.78913333333,-0.145733333334,7.43293333333,3.5096,2.93479999999,2.15174666667,1.272,11.139625
242.67,-2.144,0.254474074074,0.308333333334,0.858933333332,-1.61523333333,5.99853333333,2.1,1.2848,1.03382666667,-0.631466666665,10.1139583333
243.05,2.13333333333,4.80814814815,3.86666666667,4.60666666667,2.46666666667,9.96000000001,6.82666666668,4.76,5.05066666667,3.65333333333,13.4916666667
243.42,3.2486,5.71944074074,4.34466666667,4.80743333333,3.24853333333,11.4416333333,7.90600000001,5.89693333333,5.98832,3.5746,15.1500416667
243.80,5.48026666666,7.26904074074,5.39,6.27976666667,5.04196666667,13.1786333333,9.77426666667,7.93693333334,8.14176,4.93866666667,15.7237916667
244.17,7.6072,8.47542222222,6.52393333334,6.72633333333,6.89279999999,14.0356333333,11.2261333333,9.57733333333,9.81908,6.66666666666,16.7187916667
244.55,9.77993333334,10.6607259259,8.25086666666,8.69086666667,8.54223333333,15.4290666667,12.7723333333,10.913,11.5929466667,9.49393333333,18.04875
244.92,12.0286,13.1350777778,10.6524666667,11.1623,10.6576,17.5739666667,14.6279333333,12.9155333333,13.64728,11.7123333333,19.0875833333
245.30,12.4618,13.4162777778,11.3304666667,11.2007,11.2471666666,18.7019333333,15.0394666667,13.1803666667,13.8082266666,12.6749333333,19.007875
245.67,11.5394666667,12.1628333333,11.0738,9.93546666667,10.0172,17.9516666667,13.9974,11.7853,12.7710666667,11.9965333333,18.74175
246.05,10.3676,10.6976777778,10.4556666667,9.43643333333,9.16863333334,16.5746666667,12.6298666667,10.0039666667,11.1479466667,10.8872666667,17.5159583333
