wavelength,Back_ConAlbf,Belly_ConAlbf,Breast_ConAlbf,Crissum_ConAlbf,Crown_ConAlbf,DorTail_ConAlbf,Patch10_ConAlbf,Rump_ConAlbf,Throat_ConAlbf,WingTip_ConAlbf
355.83,8.26073333333,16.6552666667,14.1239333333,16.0144666667,22.5104666667,5.97426666667,15.095,14.6350666667,13.6904,6.17753333333
356.20,8.22893333333,16.6341333333,14.1256,16.0666666667,22.4263333333,6.03806666666,15.0670666667,14.5882888889,13.7402666667,6.2406
356.56,8.2308,16.7401333333,14.1712,16.1082,22.5193333333,5.98606666667,15.0805333333,14.5594888889,13.8595333333,6.23973333333
356.93,8.3112,16.661,14.1977333333,16.1975333333,22.5511333333,6.0204,15.1165333333,14.5105777778,13.9281333333,6.31913333333
357.29,8.3276,16.5746666667,14.1812666667,16.2292,22.5145333333,6.02646666667,15.0811333333,14.4624888889,13.9070666667,6.31453333333
357.66,8.37086666667,16.6424666667,14.2277333333,16.3174,22.5222666667,6.10566666667,15.105,14.5113777778,13.9234,6.3952
358.02,8.32786666667,16.5853333333,14.1930666667,16.2460666667,22.4596666667,6.09853333333,15.0482,14.4420222222,13.8888666667,6.3734
358.38,8.35546666667,16.5992,14.3219333333,16.3226666667,22.5516666667,6.18826666667,15.0637333333,14.5654888889,13.9682666667,6.44913333333
358.75,8.54946666666,16.8236,14.5601333333,16.5514666667,22.8420666667,6.38686666667,15.23,14.7463555556,14.1752666667,6.63893333333
359.11,8.6754,16.9360666666,14.6478666667,16.7209333333,22.9536666667,6.52346666667,15.3334666667,14.8492666667,14.2741333333,6.7718
359.48,8.69206666667,16.9890666667,14.6794,16.728,22.9617333333,6.52346666667,15.2236666667,14.8109111111,14.2916666667,6.7892
359.84,8.80273333333,17.0821333333,14.7630666667,16.7506,23.0994,6.5768,15.2792,14.8472444444,14.3792666667,6.87453333333
360.20,8.88873333333,17.2028,14.8375333333,16.8326666667,23.2331333333,6.66426666667,15.3284,14.9051555556,14.5355333333,6.96246666667
360.57,8.84466666667,17.1263333333,14.787,16.7829333333,23.2200666667,6.6202,15.2684,14.8544222222,14.4882,6.95833333333
360.93,8.8014,17.1567333333,14.7866666667,16.7769333333,23.2834666667,6.60106666667,15.2259333333,14.8472,14.525,6.9416
361.29,8.6982,17.1604,14.7374,16.6782,23.3084,6.53446666667,15.1442666667,14.7966,14.5412,6.8806
361.66,8.77866666667,17.1782,14.8069333333,16.6928,23.4026,6.58553333333,15.1336,14.8019777778,14.6469333333,6.9616
362.02,8.89033333333,17.2911333333,14.8896,16.8334666667,23.5798666667,6.6532,15.2076666666,14.8407333333,14.7507333333,7.0638
362.39,8.89100000001,17.2621333333,14.8476,16.8006,23.5710666667,6.62986666667,15.1379333333,14.7864888889,14.7514,7.06586666667
362.75,8.8316,17.2055333333,14.7766666667,16.7674,23.5580666667,6.60033333333,15.0906666667,14.7171777778,14.7277333333,7.0394
363.11,8.81939999999,17.2283333333,14.822,16.7519333333,23.6678666667,6.5888,15.0469333333,14.6584666667,14.8233333333,7.02433333333
363.48,8.78306666667,17.1073333333,14.7081333333,16.7222,23.6754666667,6.5346,14.9548666667,14.5954888889,14.7923333334,7.00913333333
363.84,8.70573333333,17.0556666667,14.6408,16.7262,23.6626666667,6.52,14.8797333333,14.5394888889,14.8221333333,6.97093333334
364.20,8.64013333333,16.9745333333,14.5543333333,16.6700666667,23.6856666667,6.39446666667,14.7611333333,14.4314666667,14.7069333333,6.83353333333
364.57,8.6154,17.0575333333,14.6032,16.7776,23.8162666667,6.40826666667,14.7151333333,14.4315333333,14.7710666667,6.8524
364.93,8.65146666667,17.1443333333,14.6156666667,16.7810666667,23.8314,6.43406666667,14.7052,14.4176666667,14.8031333333,6.84713333333
365.29,8.69686666667,17.1459333333,14.7032666667,16.8122,23.8488666667,6.4628,14.6608666667,14.4046222222,14.8260666667,6.86666666667
365.66,8.7148,17.1670666667,14.713,16.8616666667,23.9088666667,6.54006666667,14.6773333333,14.3922888889,14.8428,6.9016
366.02,8.75266666667,17.1861333333,14.7944,16.8725333333,23.9051333333,6.68006666667,14.6947333333,14.4798222222,14.9994,7.02146666667
366.38,8.79713333334,17.2776,14.9156666666,16.9632,24.0303333333,6.7608,14.8303333333,14.5331777778,15.164,7.1046
366.75,8.77973333333,17.2654666667,14.8968,16.9386666667,24.045,6.762,14.7622666667,14.5483777778,15.2140666667,7.08966666667
367.11,8.59800000001,16.999,14.7507333333,16.7214,23.8891333333,6.55453333333,14.5442666667,14.3385777778,14.9894666667,6.924
367.47,8.62246666667,17.1006666667,14.9002666667,16.7727333333,24.0286,6.58633333333,14.6220666667,14.4192888889,15.106,7.01713333333
367.84,8.81146666667,17.2970666667,15.1417333333,16.9356666667,24.2732666667,6.8106,14.7518666667,14.5667555556,15.2831333333,7.229
368.20,8.96746666666,17.4776,15.3737333333,17.1056666667,24.4268,7.0094,14.9458666667,14.7257333333,15.4772,7.4602
368.56,9.04906666666,17.4676,15.465,17.1413333333,24.4554666667,7.11546666667,14.9846,14.7847777778,15.5948666667,7.56393333333
368.93,8.9516,17.3828,15.3638,17.0794666667,24.4336666667,7.07346666667,14.8506,14.6917333333,15.5298666667,7.55326666667
369.29,8.97406666667,17.4619333333,15.3984666667,17.201,24.5692666667,7.1292,14.8720666667,14.7090222222,15.6246,7.654
369.65,8.83586666666,17.3322,15.3122666667,17.0942,24.5804666667,6.93533333333,14.6966,14.5926,15.5769333333,7.4968
370.01,8.73166666666,17.2697333333,15.2545333333,17.0269333333,24.5847333333,6.8322,14.5490666667,14.4906888889,15.4730666667,7.39386666667
370.38,8.65693333333,17.2338,15.2386,16.9898666667,24.5786666666,6.82473333333,14.4428666667,14.4201333333,15.3967333333,7.372
370.74,8.67059999999,17.2537333333,15.2694,17.0111333333,24.5706666667,6.8408,14.4051333333,14.3086666667,15.4318666667,7.36166666667
371.10,8.72553333333,17.4244666667,15.3157333333,17.0854666667,24.657,6.94953333333,14.45,14.3681555556,15.5946666667,7.47226666667
371.46,8.49780000001,17.2311333333,15.091,16.8516666667,24.4506,6.81233333333,14.1896,14.0732888889,15.414,7.26213333334
371.83,8.22973333333,16.9992666667,14.851,16.5868666667,24.2876666667,6.52786666667,13.9325333333,13.7772666667,15.2666666667,6.989
372.19,7.94253333333,16.7778,14.613,16.3663333333,24.1697333333,6.23746666667,13.6117333333,13.4662222222,15.0952,6.69126666667
372.55,7.84253333333,16.7308666667,14.5238,16.2617333333,24.1250666667,6.15133333333,13.4886666667,13.2924666667,15.0366666667,6.56353333334
372.92,7.79126666667,16.6271333333,14.5360666667,16.2251333333,24.1461333333,6.152,13.4176,13.2131111111,15.0638666667,6.48266666667
373.28,7.77846666666,16.5132666667,14.4975333333,16.1252666667,24.1884,6.1014,13.3387333333,13.1174222222,15.0588,6.4404
373.64,7.61246666667,16.4138666667,14.4164,15.9949333333,24.1085333333,6.03933333333,13.1902666667,12.9427111111,15.0153333333,6.31966666667
374.00,7.52353333333,16.2946666667,14.3454666667,15.9129333333,24.0977333334,5.9668,13.0887333333,12.7731555555,15.0104,6.27206666667
374.37,7.41686666667,16.2136666667,14.2672666667,15.8194,24.1063333333,5.88466666667,12.9373333333,12.6255555556,14.9766,6.14166666667
374.73,7.45793333333,16.2676666667,14.3576666667,15.8256,24.2456666667,5.93906666667,12.9046666667,12.6498444444,15.0560666667,6.2216
375.09,7.4682,16.2073333333,14.4468,15.8294,24.3096,5.97393333333,12.8626666667,12.5733777778,15.0726,6.22833333333
375.45,7.63026666667,16.3114,14.6763333333,15.9486,24.4653333333,6.1684,12.9394666667,12.6641777778,15.2116,6.37166666667
375.81,7.7048,16.2434,14.778,16.0026,24.5568666667,6.30366666667,12.9536,12.6922666667,15.2863333333,6.478
376.18,7.79586666667,16.2738666667,14.8924666666,15.9528666667,24.6125333333,6.43326666667,12.9805333333,12.7103333333,15.3910666667,6.61366666667
376.54,7.77993333333,16.1796,14.875,15.8656,24.701,6.44433333333,12.8872666667,12.6822,15.4114666667,6.62513333333
376.90,7.73886666667,16.1584,14.8833333333,15.7818666667,24.7548,6.3944,12.8026666667,12.5595777778,15.3872666667,6.64866666667
377.26,7.7244,16.1624,14.9090666667,15.7578666667,24.8009333333,6.4018,12.7422,12.554,15.4034,6.65093333333
377.63,7.76053333333,16.1844,14.9860666667,15.8008,24.9185333333,6.44493333333,12.7312666667,12.5410444444,15.4408666666,6.76126666667
377.99,7.80393333333,16.2282666666,15.0498,15.8396,25.0200666667,6.52493333333,12.7025333333,12.5634666667,15.5271333333,6.83493333333
378.35,7.8124,16.1616,15.0737333333,15.8163333333,25.027,6.54233333333,12.6368,12.4994666667,15.5472,6.88453333333
378.71,7.74613333333,15.9941333333,15.0456,15.6994,25.025,6.51333333333,12.5237333334,12.3676444445,15.5334,6.8468
379.07,7.7182,15.9768666667,15.0353333333,15.6817333333,25.0682,6.54166666667,12.4217333333,12.3178888889,15.5666666667,6.85706666667
379.44,7.5884,15.8273333333,14.9664666667,15.5907333333,25.0788,6.43386666667,12.2659333333,12.1796888889,15.5549333333,6.78673333333
379.80,7.54326666667,15.8748666667,14.9170666667,15.5478666667,25.0627333333,6.41653333333,12.1793333333,12.1241333333,15.5644,6.7466
380.16,7.3936,15.7427333333,14.7992,15.4425333333,25.0192,6.31886666666,11.9663333333,11.9983111111,15.5050666667,6.61013333333
380.52,7.367,15.6576666667,14.8216666667,15.4262,25.0231333333,6.30153333333,11.9218666667,11.8973777778,15.4681333333,6.58373333333
380.88,7.33826666667,15.6345333333,14.8069333333,15.4532,25.088,6.29893333333,11.8861333333,11.8922,15.5410666667,6.56433333334
381.24,7.243,15.5273333333,14.7532,15.3382666667,24.9858,6.25553333333,11.7694,11.7204444444,15.4934666667,6.49526666666
381.61,7.27953333333,15.5088,14.7406666667,15.3144666667,24.9854666667,6.30073333333,11.7088666667,11.6679555556,15.536,6.5056
381.97,7.29033333333,15.5210666667,14.8070666667,15.3095333333,25.0399333333,6.30273333333,11.6852666667,11.6105333333,15.5906,6.49466666667
382.33,7.24913333333,15.5024,14.8182666667,15.2816,25.1221333333,6.2876,11.6196666667,11.5705777778,15.6660666667,6.4748
382.69,7.20193333333,15.4660666667,14.7650666667,15.2778,25.1404666667,6.2182,11.5689333333,11.5102,15.6431333333,6.45453333333
383.05,7.21233333333,15.4065333333,14.8278666667,15.2534,25.2426,6.214,11.5534,11.5155555555,15.6955333333,6.4796
383.41,7.2772,15.4374,14.8304,15.2937333333,25.3406,6.264,11.5756666667,11.5141111111,15.7599333333,6.5228
383.77,7.2998,15.4422666667,14.9305333333,15.3206666667,25.4602666667,6.309,11.5985333333,11.5354888889,15.8484666667,6.56913333333
384.14,7.33526666667,15.4256666667,14.9882666666,15.3578,25.5223333333,6.35093333333,11.5865333333,11.5199777778,15.887,6.62466666667
384.50,7.30533333333,15.4328666667,15.0008,15.3810666667,25.5870666667,6.3666,11.5642666667,11.4931111111,15.9694666667,6.64286666667
384.86,7.30206666667,15.398,15.0029333333,15.3431333333,25.6160666667,6.3726,11.4974,11.4441777778,15.9977333333,6.6482
385.22,7.33566666666,15.4304,15.0564,15.3868666667,25.7302,6.44,11.4872,11.4481555556,16.0525333333,6.70693333333
385.58,7.34673333333,15.4440666667,15.0878666667,15.3803333333,25.8074666667,6.4486,11.4826666667,11.4879111111,16.1192,6.74053333333
385.94,7.25926666667,15.2788,14.9543333333,15.2740666667,25.7584,6.39366666667,11.3410666667,11.3799555556,16.0207333333,6.65766666667
386.30,7.17706666667,15.1749333333,14.8947333333,15.1650666667,25.7692,6.3462,11.2375333333,11.2636666667,15.9616666667,6.60706666667
386.66,7.135,15.1256666667,14.8798666667,15.1084666667,25.7405333333,6.34806666667,11.1616666667,11.1741777778,15.9502,6.5874
387.03,6.9966,15.0156666667,14.7426,14.9857333333,25.6618666667,6.25993333333,11.0113333333,11.0111111111,15.848,6.49226666667
387.39,6.9688,14.9657333333,14.7304,14.9283333333,25.6576666667,6.22193333334,10.9412666667,10.9648222222,15.8435333333,6.48373333333
387.75,6.95893333333,14.8993333333,14.6851333333,14.8908,25.6848,6.1894,10.8284,10.8684,15.85,6.478
388.11,6.92286666667,14.8530666667,14.6582666667,14.8721333333,25.7452666667,6.19853333333,10.7838,10.8144,15.8554666667,6.47426666667
388.47,6.87813333333,14.7390666667,14.5842666667,14.7746,25.7048,6.16793333333,10.6375333333,10.7242666667,15.805,6.4504
388.83,6.93666666666,14.7176,14.6248,14.8265333333,25.7966666667,6.22473333333,10.6504,10.7178,15.8816,6.5258
389.19,6.9502,14.685,14.6293333333,14.8416666667,25.8994666667,6.19953333333,10.6498666667,10.7472444445,15.9883333333,6.5518
389.55,6.90593333333,14.6296666667,14.601,14.8066,25.9146,6.1852,10.595,10.6523111111,15.9944666667,6.5408
389.91,6.89693333334,14.594,14.6238666667,14.7847333333,25.9631333333,6.18766666667,10.5292,10.6032888889,16.0436666667,6.58173333333
390.27,6.885,14.5425333333,14.5656666667,14.7689333333,25.9591333333,6.1896,10.4382666667,10.5485555556,16.0706666667,6.56406666667
390.63,6.89326666667,14.5353333333,14.5969333333,14.7853333333,26.0916,6.23573333333,10.4122,10.5671777778,16.1495333333,6.57
391.00,6.9648,14.5601333333,14.653,14.8267333333,26.1866666667,6.30033333333,10.4323333333,10.5802222222,16.2517333333,6.66246666667
391.36,6.8978,14.4538666667,14.5659333333,14.7477333333,26.2017333333,6.27046666667,10.3190666667,10.4717333333,16.2326666667,6.63133333333
391.72,6.84806666667,14.3763333333,14.5257333333,14.6855333333,26.2294,6.21153333333,10.2514,10.3962888889,16.239,6.59333333334
392.08,6.8758,14.3666666667,14.5673333333,14.6968666667,26.3188666667,6.25646666667,10.2346,10.3832222222,16.3473333333,6.65446666667
392.44,6.89253333333,14.381,14.6078,14.7452,26.4346666667,6.30473333333,10.2423333333,10.3605111111,16.4720666667,6.70226666667
392.80,6.82646666667,14.3013333333,14.5642,14.6510666666,26.4497333333,6.28246666667,10.1168666667,10.2564222222,16.4591333333,6.6578
393.16,6.71593333333,14.1408,14.4634666667,14.5216,26.4174666667,6.2444,9.95113333333,10.0932888889,16.4004666667,6.57413333333
393.52,6.58073333333,13.9436666667,14.3448666667,14.3662666667,26.4110666667,6.1448,9.77246666667,9.92953333333,16.3574666667,6.4674
393.88,6.5266,13.8828,14.3124666667,14.2912666667,26.4580666667,6.12173333333,9.70999999999,9.83608888888,16.4002,6.41646666667
394.24,6.4922,13.7903333333,14.2964,14.2050666667,26.4498666667,6.0824,9.65933333333,9.74437777777,16.3838666667,6.4272
394.60,6.3674,13.5964,14.1522,14.0455333333,26.378,5.963,9.47300000001,9.56011111111,16.3204666667,6.34313333333
394.96,6.36573333333,13.5577333333,14.1451333333,14.0196,26.4336,5.97953333334,9.42826666668,9.51511111111,16.4068,6.3648
395.32,6.40333333333,13.5259333333,14.2107333333,14.0259333334,26.4962666667,6.0208,9.40513333333,9.49582222221,16.5024666667,6.403
395.68,6.4464,13.4903333333,14.2371333333,14.0529333333,26.5488,6.12326666667,9.39553333333,9.48862222223,16.5662,6.5364
396.04,6.475,13.4154,14.1894,14.0089333333,26.608,6.14573333333,9.34566666666,9.4356,16.6125333333,6.56786666667
396.40,6.52693333333,13.3687333333,14.1954666667,13.9511333334,26.6361333333,6.18693333333,9.2728,9.41462222222,16.6712,6.62386666667
396.76,6.4932,13.2936,14.1656,13.9068,26.6533333333,6.18453333333,9.18413333334,9.3548,16.7137333333,6.6602
397.12,6.50353333333,13.3,14.1914,13.9126,26.7201333333,6.2158,9.15819999999,9.31968888889,16.7902666667,6.70626666667
397.48,6.63633333333,13.3760666667,14.2883333333,14.026,26.883,6.3546,9.2288,9.37137777779,16.9322666667,6.8458
397.84,6.59073333334,13.2554,14.2127333333,13.9579333333,26.8626,6.32913333333,9.13499999999,9.29068888889,16.9090666667,6.87893333333
398.20,6.59873333333,13.1662666666,14.176,13.9553333334,26.9321333334,6.3522,9.09053333334,9.21624444445,16.9852,6.91773333333
398.56,6.67946666667,13.1583333333,14.2062666667,13.9834,26.978,6.4336,9.11480000001,9.21177777778,17.0354,7.0266
398.92,6.65113333333,13.0371333333,14.1480666667,13.9534,26.9898,6.43273333333,9.02446666667,9.12984444445,17.0263333333,7.02993333333
399.28,6.566,12.8875333333,14.0360666667,13.8793333333,27.0179333333,6.41546666667,8.92433333332,9.01082222222,17.0223333333,7.018
399.64,6.4366,12.7268,13.8848666667,13.7216666667,26.938,6.2838,8.74446666666,8.83008888889,16.9461333333,6.87633333333
400.00,6.28353333333,12.5363333333,13.7437333333,13.5882666667,26.8174666667,6.15213333333,8.53206666667,8.63446666667,16.8324666667,6.74546666667
400.36,6.12053333333,12.3806,13.5972,13.4535333333,26.7756,6.00373333333,8.365,8.44291111111,16.7252666667,6.6174
400.72,6.13246666667,12.3352666667,13.5983333333,13.402,26.8343333333,5.98646666667,8.32806666666,8.38055555555,16.7509333333,6.59306666667
401.08,6.1414,12.2489333333,13.5588,13.3494666667,26.8573333333,5.99893333333,8.27126666667,8.34257777778,16.7556666667,6.63193333334
401.44,6.1188,12.1743333333,13.5164,13.3286,26.8528,5.97766666667,8.19186666666,8.27528888889,16.7925333333,6.61906666667
401.80,6.16766666667,12.2034666667,13.5267333333,13.3625333333,26.9136,6.02286666667,8.17386666667,8.25677777778,16.8753333333,6.66273333333
402.16,6.175,12.216,13.5092,13.3376666667,26.936,6.0468,8.10519999999,8.25233333333,16.8757333333,6.6492
402.52,6.166,12.2106666667,13.5500666667,13.3592666667,26.9788666667,6.07746666667,8.05860000001,8.24671111111,16.9643333333,6.67246666667
402.88,6.1492,12.141,13.523,13.3110666667,26.9650666667,6.05913333333,7.99820000001,8.22173333333,16.9540666667,6.66373333333
403.24,6.21446666667,12.2229333333,13.583,13.3744,27.0238,6.1116,8.03493333334,8.27826666667,17.0286666667,6.74166666667
403.60,6.30406666667,12.2823333333,13.6702,13.4513333333,27.1473333333,6.22173333333,8.08606666667,8.35066666667,17.1496666667,6.8402
403.95,6.3914,12.3638,13.7536,13.5354,27.2638666667,6.29353333333,8.1902,8.44668888889,17.2687333333,6.95066666667
404.31,6.4702,12.4052666667,13.82,13.6130666667,27.384,6.40393333333,8.27366666667,8.51166666667,17.3630666667,7.03846666667
404.67,6.471,12.3966,13.8016,13.6248666667,27.3695333333,6.4314,8.28326666667,8.51973333333,17.3898666667,7.07386666667
405.03,6.49953333334,12.4306,13.8238,13.6686666667,27.3966,6.45,8.28786666668,8.52884444445,17.4379333333,7.1104
405.39,6.48286666667,12.416,13.8169333333,13.6304,27.3914,6.4332,8.27226666667,8.51951111111,17.4127333333,7.12633333333
405.75,6.43313333333,12.3356,13.7829333333,13.6078666666,27.4071333333,6.39546666666,8.22673333333,8.48295555555,17.4011333333,7.08253333333
406.11,6.4038,12.3138,13.7856666667,13.6303333333,27.4541333333,6.38826666667,8.22759999999,8.49075555555,17.4567333333,7.1004
406.47,6.42053333333,12.34,13.7964,13.6558,27.5318,6.41293333333,8.27279999999,8.51262222222,17.5135333333,7.1406
406.83,6.39713333333,12.329,13.7798666667,13.6239333333,27.5503333333,6.39886666667,8.26833333333,8.487,17.5188666666,7.12033333333
407.19,6.4822,12.3708,13.8717333333,13.6884,27.6120666667,6.5,8.34460000001,8.56817777778,17.6098,7.2106
407.55,6.43733333333,12.3358666667,13.8197333333,13.6376666667,27.5418666667,6.47613333333,8.29860000001,8.52077777778,17.5936666667,7.16553333334
407.90,6.40286666667,12.3032,13.7791333333,13.6007333333,27.5132,6.49466666667,8.25873333333,8.49293333333,17.5659333333,7.15966666667
408.26,6.35786666667,12.2526666667,13.7562,13.5432666667,27.4592666667,6.4296,8.20019999999,8.44646666667,17.5405333333,7.11906666667
408.62,6.3368,12.2162,13.7276,13.5328666667,27.4270666667,6.41173333333,8.17326666665,8.42895555555,17.4954666667,7.13493333333
408.98,6.31433333333,12.1968,13.7054,13.5102666667,27.407,6.41446666667,8.16380000001,8.41444444445,17.4806,7.12146666667
409.34,6.31186666667,12.1850666667,13.6954666667,13.5215333333,27.3888666667,6.42093333333,8.1468,8.3862,17.5016666667,7.13333333334
409.70,6.389,12.246,13.7512666667,13.5411333333,27.4093333333,6.46213333333,8.17626666666,8.44195555555,17.5727333333,7.19986666667
410.06,6.43953333333,12.2645333333,13.7906666667,13.5300666667,27.4236,6.50206666667,8.18699999999,8.44233333333,17.5978666667,7.24553333333
410.42,6.42513333333,12.2074666667,13.745,13.4830666667,27.4172,6.49633333334,8.13733333334,8.40693333333,17.5609333333,7.2224
410.77,6.4472,12.2366666667,13.7554,13.519,27.484,6.535,8.14640000001,8.42273333333,17.6334,7.2632
411.13,6.37353333333,12.1733333333,13.6767333333,13.4324666667,27.4734,6.46693333333,8.05913333333,8.34368888889,17.5962666667,7.19846666667
411.49,6.3818,12.1259333333,13.6852666667,13.4277333333,27.5246666667,6.45326666667,8.05573333334,8.35237777778,17.5996666667,7.21446666667
411.85,6.40806666667,12.0835333333,13.7158666667,13.4264666667,27.5528,6.45393333333,8.02306666667,8.33071111111,17.6602,7.22046666667
412.21,6.4086,12.0452,13.6606,13.41,27.5697333333,6.47073333333,7.99626666667,8.31026666667,17.6602666667,7.2378
412.57,6.4354,12.0209333333,13.664,13.4011333334,27.6127333333,6.50286666667,7.97146666667,8.28768888889,17.6984666667,7.2318
412.92,6.4016,11.9249333333,13.6084666667,13.3343333333,27.5928666667,6.4794,7.89013333333,8.23533333333,17.6867333333,7.20513333334
413.28,6.34566666667,11.8188,13.5523333333,13.2498,27.5737333333,6.45413333333,7.79553333333,8.17526666667,17.6499333333,7.1668
413.64,6.26706666667,11.7233333333,13.4871333333,13.1637333333,27.5612,6.43413333333,7.72246666666,8.09517777778,17.6332,7.13986666667
414.00,6.2814,11.6860666667,13.4948666667,13.1824666667,27.6363333333,6.47146666667,7.70700000001,8.07968888889,17.708,7.17293333333
414.36,6.2826,11.6584666667,13.506,13.1458,27.6316666667,6.47766666667,7.66086666666,8.05622222222,17.7493333334,7.2196
414.72,6.2824,11.5968666667,13.5037333333,13.0994,27.6144,6.48446666667,7.60373333333,8.02848888889,17.7574666667,7.2478
415.07,6.23786666667,11.5098666667,13.426,13.0212,27.5463333333,6.46466666667,7.51273333334,7.94142222222,17.7469333333,7.20566666667
415.43,6.22226666667,11.4874,13.3873333333,12.9780666667,27.5270666667,6.4838,7.45093333334,7.90271111111,17.777,7.2298
415.79,6.23533333333,11.5084,13.3880666667,12.9676666667,27.5958666667,6.527,7.42613333333,7.89675555556,17.8440666667,7.28866666667
416.15,6.23526666667,11.4938,13.4190666667,12.9344666667,27.6327333333,6.5608,7.39873333333,7.88297777778,17.9214666667,7.32766666667
416.51,6.21226666667,11.447,13.3837333333,12.8940666667,27.6698,6.5694,7.35486666667,7.8574,18.0110666667,7.3444
416.86,6.189,11.3782666667,13.3325333333,12.8283333333,27.6412,6.54386666667,7.30473333333,7.80428888889,18.0368666667,7.33986666667
417.22,6.1784,11.3172666667,13.3003333333,12.7608666667,27.6601333333,6.55693333333,7.26586666667,7.76586666667,18.0780666667,7.31826666667
417.58,6.19066666667,11.2706666667,13.2672666667,12.7278666667,27.6838666667,6.58446666667,7.22686666667,7.74553333333,18.1026666667,7.33793333333
417.94,6.14893333333,11.1728666667,13.1912666667,12.6386666666,27.6054,6.56433333333,7.13640000001,7.68693333333,18.0714,7.3204
418.29,6.13053333333,11.1128666667,13.1356,12.5956666667,27.6051333333,6.57533333333,7.09513333334,7.6464,18.0942,7.3194
418.65,6.0982,11.0274666667,13.0784666667,12.5249333333,27.5772666667,6.5646,7.03253333333,7.59073333334,18.0996666667,7.29646666667
419.01,6.0946,10.982,13.0576,12.4760666667,27.5868,6.57013333333,6.99746666667,7.5608,18.0942,7.32553333333
419.37,6.05133333333,10.8822666667,13.0002,12.3946,27.602,6.54193333333,6.93013333333,7.49444444445,18.1009333333,7.29653333333
419.73,6.02033333333,10.7902666667,12.9281333333,12.3086666667,27.5620666667,6.51546666667,6.86266666667,7.43153333333,18.1009333333,7.27846666667
420.08,5.9812,10.6875333333,12.8384,12.2145333333,27.5108666667,6.47466666667,6.7822,7.36211111111,18.0798,7.23613333333
420.44,5.9424,10.5964666667,12.7489333333,12.1127333333,27.4576666667,6.42973333333,6.69053333334,7.28817777778,18.0232,7.19573333333
420.80,5.93066666667,10.5414666667,12.7257333333,12.0753333333,27.4910666667,6.44006666667,6.645,7.25442222222,18.058,7.1976
421.16,5.9316,10.5018,12.6908,12.0334,27.4778,6.43713333333,6.61193333333,7.22982222222,18.0658666667,7.21353333334
421.51,5.91466666667,10.4499333333,12.6578666667,11.9749333333,27.4467333333,6.42406666667,6.56293333333,7.18722222222,18.0516666667,7.2052
421.87,5.8796,10.3775333333,12.5980666667,11.9052,27.4361333334,6.3922,6.51393333333,7.14448888889,18.0477333333,7.1742
422.23,5.85733333333,10.3105333333,12.5604,11.8458,27.425,6.37066666667,6.45546666667,7.10737777778,18.0436,7.16806666667
422.58,5.8476,10.2794666667,12.5395333333,11.8102666667,27.4369333333,6.37113333333,6.42546666667,7.0788,18.0604666667,7.1746
422.94,5.8084,10.2075333333,12.4788,11.7375333333,27.4064666667,6.3426,6.36713333333,7.04053333333,18.0662,7.14633333333
423.30,5.82353333334,10.1917333333,12.4801333333,11.719,27.3918666667,6.3676,6.36646666667,7.04253333333,18.0981333333,7.18626666667
423.66,5.811,10.1624,12.4596,11.6818,27.3804,6.3672,6.34993333333,7.04193333333,18.0894666667,7.1822
424.01,5.80926666667,10.1382,12.438,11.6691333333,27.3852,6.382,6.33326666666,7.03482222222,18.1120666667,7.19753333333
424.37,5.7876,10.1038,12.4391333333,11.6276,27.3878,6.38633333333,6.31186666666,7.01382222222,18.1324666667,7.19786666667
424.73,5.79173333333,10.0862,12.4288,11.5964,27.3634,6.38626666667,6.29966666667,6.99868888889,18.1333333333,7.20333333333
425.08,5.76813333333,10.0412666667,12.4065333333,11.5499333333,27.3426,6.36493333333,6.26673333333,6.97473333333,18.1332666667,7.1972
425.44,5.73913333333,10.0192666667,12.3767333334,11.5116,27.3306666667,6.34593333333,6.23893333333,6.95613333333,18.1561333333,7.189
425.80,5.7364,10.0184,12.3586,11.4898,27.3213333333,6.33433333333,6.22013333333,6.93555555556,18.1688666667,7.18793333333
426.16,5.73746666667,10.0126666667,12.3423333333,11.4616,27.2982666667,6.33133333333,6.21473333333,6.9294,18.1908666667,7.18073333333
426.51,5.7,9.94600000001,12.2950666667,11.3919333333,27.2534,6.2928,6.15026666667,6.89406666667,18.1750666667,7.14253333333
426.87,5.72793333334,9.957,12.318,11.4055333333,27.2915333333,6.3112,6.15933333333,6.90217777778,18.2220666667,7.16326666667
427.23,5.70266666667,9.9328,12.303,11.3769333333,27.2778666667,6.29293333333,6.12386666667,6.86935555556,18.2240666667,7.1396
427.58,5.67966666667,9.89466666666,12.3017333333,11.3544,27.2227333333,6.2798,6.111,6.82666666667,18.2526,7.11293333333
427.94,5.6626,9.87979999999,12.3225333333,11.3382666667,27.1646,6.2682,6.11393333333,6.82906666667,18.2548666667,7.11726666667
428.30,5.68633333333,9.9022,12.3628666667,11.3876666667,27.1368666667,6.28273333333,6.1376,6.85542222222,18.3049333333,7.14313333333
428.65,5.67126666667,9.90893333333,12.3520666667,11.3794,27.1091333333,6.27893333333,6.1278,6.8562,18.3211333333,7.14186666667
429.01,5.68793333333,9.94699999999,12.4055333333,11.4264,27.1182666667,6.3096,6.1488,6.87297777778,18.3752666667,7.1688
429.37,5.718,9.94866666667,12.449,11.4593333333,27.0982,6.33173333333,6.18006666667,6.89264444444,18.4034666667,7.18793333333
429.72,5.73346666667,9.97040000001,12.5029333333,11.495,27.0644,6.3684,6.2058,6.9216,18.4358666667,7.22846666667
