wavelength,Back_SpoLinf,Belly_SpoLinf,Breast_SpoLinf,Crissum_SpoLinf,Crown_SpoLinf,DorTail_SpoLinf,Patch10_SpoLinf,Patch11_SpoLinf,Patch12_SpoLinf,Rump_SpoLinf,Throat_SpoLinf,WingTip_SpoLinf
501.97,13.9850833333,43.1166666666,27.6943333333,34.7703333333,12.1974166667,11.9005833333,12.032,10.7026666667,18.6881666667,13.11075,25.6488333333,10.62975
502.32,14.0365,43.2078333333,27.7545,34.8735833333,12.2278333333,11.8633333333,12.0439583333,10.745,18.7733333333,13.1215833333,25.744625,10.6097916667
502.67,14.0603333333,43.3636666667,27.8441666667,35.03825,12.2645,11.8574166667,12.0374583333,10.7791666667,18.8493333333,13.1386666666,25.8037916666,10.6266666667
503.01,14.05875,43.4355833333,27.888,35.1485,12.27925,11.861,12.0444583334,10.8065833333,18.9155,13.1445,25.8427916667,10.6309583333
503.36,14.1318333333,43.6100833333,28.0526666667,35.37225,12.3826666666,11.9395,12.1015833333,10.939,19.0701666666,13.2538333333,25.973625,10.7062916667
503.71,14.15725,43.6881666666,28.1268333333,35.4715833333,12.4215,11.9411666667,12.1211666666,10.9893333333,19.1534166667,13.2530833334,26.0514583333,10.7129583333
504.06,14.1875833333,43.8820833334,28.2201666667,35.63525,12.4765833333,11.961,12.1772083333,11.021,19.2368333333,13.2935,26.19525,10.7529583333
504.41,14.17325,43.9365833333,28.2324166667,35.6758333333,12.4774166667,11.9498333333,12.1609583333,11.0450833334,19.2793333333,13.31,26.2642083333,10.744
504.75,14.1606666667,44.0239166666,28.2528333333,35.7279166667,12.4625,11.9009166667,12.1205833333,11.0328333333,19.2844166667,13.2620833333,26.3014166666,10.7021666667
505.10,14.1695833333,44.07975,28.29075,35.77925,12.4771666666,11.9043333333,12.0873333333,11.0451666667,19.3114166667,13.24675,26.3632916666,10.6720416667
505.45,14.1620833333,44.133,28.30775,35.8094166667,12.4525,11.8594166667,12.062875,11.0495,19.3670833333,13.2173333334,26.3748333334,10.6486666667
505.80,14.21725,44.23325,28.3941666667,35.9336666666,12.4935,11.8864166667,12.0964166667,11.1455,19.4568333333,13.24,26.46525,10.6752916667
506.15,14.2539166666,44.34725,28.4885,36.0590833333,12.52975,11.9121666667,12.118,11.1785,19.5279166667,13.2549166667,26.4905416667,10.6824166667
506.49,14.28475,44.4263333334,28.5770833333,36.1330833333,12.5739166666,11.9375,12.15,11.212,19.6238333333,13.28725,26.589375,10.695375
506.84,14.3704166666,44.5395833333,28.6821666667,36.2381666667,12.6545833334,11.9710833333,12.1862916667,11.2886666667,19.7336666667,13.3295,26.672125,10.7308333333
507.19,14.3860833334,44.6026666667,28.6871666667,36.28175,12.6723333334,11.9773333333,12.1867916667,11.304,19.7790833333,13.3256666666,26.7330416667,10.731
507.54,14.4289166667,44.722,28.7376666667,36.39775,12.7215,11.9879166667,12.1905833333,11.3005833333,19.8640833333,13.3361666666,26.8094166667,10.725625
507.88,14.4471666667,44.7905,28.8171666667,36.4851666667,12.759,12.0285833333,12.2070416667,11.3515833333,19.9361666667,13.3571666667,26.8257083333,10.7361666667
508.23,14.5054166667,44.8604166667,28.85175,36.5658333333,12.8094166667,12.04,12.2075833333,11.39525,20.0035833333,13.391,26.8725,10.7492916667
508.58,14.5206666667,44.8973333333,28.913,36.672,12.8490833333,12.0845,12.2389583333,11.4314166667,20.0753333333,13.4463333333,26.9371666667,10.7770833333
508.93,14.563,45.00525,28.97375,36.7916666667,12.908,12.1095833333,12.2855416667,11.48775,20.1666666667,13.4893333333,27.0425,10.80075
509.27,14.6519166667,45.11875,29.0655833333,36.9529166666,12.998,12.1776666667,12.346875,11.5674166667,20.2831666667,13.5785833334,27.1581666667,10.8346666666
509.62,14.66425,45.1606666667,29.0844166667,37.0064166666,13.0275833333,12.18175,12.365125,11.5705,20.33875,13.5883333334,27.21725,10.8399583333
509.97,14.7145833333,45.27025,29.171,37.0929166667,13.096,12.2366666667,12.4314166667,11.6213333333,20.4353333334,13.6748333333,27.338875,10.8974583333
510.32,14.7545833333,45.3458333333,29.20975,37.1829166667,13.1433333333,12.2675833334,12.4817083333,11.66425,20.5105833333,13.7151666667,27.410125,10.9322083334
510.66,14.7920833333,45.4129166667,29.2561666667,37.2544166667,13.16425,12.3004166667,12.5115416667,11.7061666667,20.5834166667,13.7581666667,27.495,10.970125
511.01,14.7904166667,45.43625,29.286,37.2779166667,13.13675,12.272,12.4975,11.6825,20.6096666667,13.7406666667,27.49475,10.9433333333
511.36,14.8325,45.4900833333,29.3896666667,37.3545,13.1831666667,12.3451666667,12.5774583333,11.81225,20.6686666667,13.7989166667,27.55475,10.99175
511.70,14.87775,45.5425,29.4424166667,37.4309166666,13.2218333334,12.3720833333,12.6080416667,11.8541666667,20.72075,13.83075,27.6400416667,11.002
512.05,14.9125833333,45.64725,29.5576666667,37.5578333333,13.2655833333,12.4335,12.6748333333,11.9116666667,20.8155,13.85625,27.7193333333,11.0437083333
512.40,14.9665,45.7709166667,29.614,37.6583333333,13.30925,12.467,12.725125,11.9453333333,20.8989166667,13.8655,27.7636666667,11.0655
512.75,14.9198333333,45.7600833333,29.6075,37.6658333333,13.2785,12.44075,12.6693333333,11.9174166667,20.8860833334,13.8455833333,27.7297083333,11.0142916667
513.09,14.93425,45.82275,29.6921666667,37.7318333333,13.31525,12.4875,12.7000416666,11.9683333333,20.916,13.891,27.7963333333,11.0503333333
513.44,14.9736666667,45.9316666667,29.7911666666,37.8433333334,13.34325,12.5365,12.723875,12.023,20.9954166667,13.9464166667,27.844375,11.0786666667
513.79,15.0020833333,45.9548333333,29.8295,37.9220833334,13.35825,12.562,12.7328333333,12.07325,21.0605833333,13.9455833333,27.86425,11.1084583333
514.13,15.0139166667,45.98025,29.8666666667,37.9680833333,13.3750833333,12.5521666667,12.7184583333,12.0973333334,21.1174166667,13.9471666667,27.888875,11.0980833333
514.48,15.0168333334,46.0368333333,29.9279166667,38.0365833333,13.40825,12.5616666667,12.7614583333,12.1268333333,21.1626666667,13.96575,27.9119166667,11.1057083333
514.83,15.0585833333,46.1944166667,30.0556666667,38.2059166667,13.4941666667,12.6004166667,12.8236666667,12.18525,21.2569166667,14.0196666667,28.0244166667,11.1649583333
515.17,15.0543333333,46.21525,30.02575,38.2300833334,13.4779166667,12.5715833333,12.762,12.1420833333,21.2806666667,14.0274166667,28.0299166667,11.1460833333
515.52,15.0679166666,46.2003333333,30.0333333333,38.23625,13.46275,12.5510833333,12.77775,12.1554166666,21.2946666667,14.0239166667,28.05475,11.1508333334
515.87,15.0269166667,46.2024166666,30.0239166667,38.24825,13.4270833333,12.4794166667,12.7271666666,12.0945,21.2396666667,13.99075,28.042125,11.1071666667
516.21,15.0769166667,46.2581666667,30.11125,38.3296666666,13.4789166667,12.49975,12.7557916667,12.1530833334,21.2931666667,14.048,28.1215416666,11.16175
516.56,15.1435833333,46.3195833333,30.18825,38.3828333333,13.53625,12.553,12.836125,12.2015,21.35625,14.0864166667,28.1825416666,11.2304583333
516.91,15.11125,46.315,30.16575,38.36775,13.5043333333,12.50575,12.8250416666,12.1718333333,21.3429166667,14.0324166667,28.139125,11.2025833333
517.25,15.0514166666,46.2065833333,30.0999166667,38.27525,13.4341666667,12.404,12.764625,12.1115833333,21.2465,13.9585,28.0806666667,11.1292916667
517.60,15.018,46.2438333333,30.1078333333,38.3178333334,13.43425,12.3888333333,12.7257083333,12.0906666667,21.224,13.9430833333,28.0955,11.06575
517.95,15.0534166667,46.333,30.1628333333,38.40325,13.4469166667,12.4345833333,12.7470833333,12.1061666667,21.2521666667,13.9591666667,28.1597083333,11.0923333333
518.29,15.0808333333,46.3799166667,30.2020833334,38.46675,13.4748333333,12.4551666667,12.7601666667,12.1333333334,21.31125,13.9646666667,28.2144166667,11.1082916667
518.64,15.0836666667,46.33,30.16425,38.43625,13.46675,12.46575,12.7455833333,12.1468333333,21.3156666667,13.9788333333,28.2064166667,11.113875
518.99,15.0631666666,46.3323333333,30.1771666666,38.443,13.4663333334,12.4326666667,12.7409166667,12.1396666667,21.311,13.9635,28.2342083333,11.1037083333
519.33,15.0925833333,46.3460833333,30.1818333333,38.4726666666,13.5006666667,12.4485,12.7432916667,12.1605833333,21.351,13.97925,28.2478333333,11.126375
519.68,15.143,46.3945833333,30.2340833333,38.53,13.5588333333,12.5050833333,12.812375,12.2049166667,21.4319166667,14.0125,28.3173333333,11.1601666666
520.02,15.1073333333,46.3776666667,30.19875,38.5046666667,13.52975,12.4918333333,12.7914583334,12.184,21.4164166667,13.98375,28.30675,11.1155416667
520.37,15.1393333333,46.4603333333,30.2593333333,38.61375,13.5648333333,12.5064166667,12.8174583334,12.2415833334,21.4853333333,14.02775,28.3775,11.1350833333
520.72,15.1815,46.5168333333,30.3304166667,38.7065833333,13.6019166667,12.5420833333,12.8158333333,12.25925,21.55375,14.0614166667,28.4634583334,11.141625
521.06,15.2255,46.6949166667,30.4400833333,38.8896666667,13.6653333333,12.6211666667,12.887,12.3150833333,21.6735,14.1349166667,28.5689583334,11.197875
521.41,15.28475,46.74325,30.4961666667,38.9249166666,13.7011666666,12.6459166667,12.9419166667,12.36375,21.7555,14.1794166667,28.6292083333,11.2627083333
521.75,15.2555,46.7341666667,30.5160833333,38.9305833334,13.6919166667,12.6074166667,12.9179166667,12.359,21.7619166667,14.179,28.5824583333,11.2325
522.10,15.2080833333,46.7585833333,30.5120833333,38.9368333333,13.6486666667,12.5914166667,12.900125,12.3555833333,21.7411666667,14.18125,28.5945,11.1953333333
522.45,15.2370833334,46.8564166667,30.57375,38.9955833333,13.6805833333,12.608,12.91825,12.36175,21.7820833333,14.195,28.6194583333,11.1960833333
522.79,15.2669166667,46.9478333333,30.6315833334,39.0659166666,13.705,12.6515,12.9558333333,12.3768333333,21.8153333333,14.2385833333,28.6549166667,11.2188333334
523.14,15.2705,47.0099166667,30.6854166666,39.1246666667,13.7215833333,12.67275,12.969625,12.3801666667,21.8573333333,14.2621666666,28.6878333333,11.2307083333
523.48,15.2605833333,47.0171666666,30.69775,39.1295,13.723,12.6845,12.9688333333,12.4083333333,21.8656666667,14.29475,28.6805416667,11.23025
523.83,15.22875,47.01975,30.7058333333,39.1370833334,13.6775833334,12.6551666667,12.9375,12.3835,21.842,14.2779166667,28.680125,11.2085
524.17,15.2065833333,47.0400833333,30.7043333333,39.1341666667,13.6540833333,12.6406666666,12.9230833333,12.3449166667,21.82025,14.2564166667,28.7135416667,11.20375
524.52,15.1948333333,47.06,30.72175,39.1550833333,13.6759166667,12.68,12.9525833333,12.3619166667,21.82925,14.2730833333,28.73575,11.224125
524.87,15.2155833333,47.0145,30.71725,39.1284166666,13.70425,12.6955833333,12.9534583333,12.3653333333,21.8434166667,14.2675,28.7536666667,11.2462916667
525.21,15.14525,46.9325,30.651,39.0901666667,13.6535,12.6513333333,12.8974166667,12.31375,21.7890833333,14.2149166667,28.698,11.201875
525.56,15.1438333333,46.9333333333,30.651,39.1070833333,13.6564166667,12.6635,12.9064583334,12.2929166667,21.776,14.2006666666,28.7172916667,11.20525
525.90,15.10925,46.7913333333,30.5781666667,38.9955833333,13.62425,12.6085,12.8670416667,12.2435,21.7026666667,14.131,28.6315833333,11.1803333333
526.25,15.0843333333,46.7423333333,30.5615833333,38.9796666667,13.6076666667,12.5806666667,12.8599583334,12.23025,21.70025,14.09975,28.660125,11.1657916667
526.59,15.1161666667,46.7278333334,30.5856666666,38.991,13.6115833333,12.59375,12.8717083333,12.2570833333,21.7385833333,14.096,28.6695416667,11.186375
526.94,15.0740833333,46.7063333333,30.5705,38.9861666666,13.5761666666,12.56675,12.854,12.2351666667,21.71,14.0691666667,28.6347916666,11.1754583334
527.28,15.0945833334,46.74625,30.5985,39.0114166666,13.5895833333,12.58125,12.8644166667,12.2271666666,21.7409166667,14.0719166667,28.6644583333,11.18925
527.63,15.12075,46.7748333333,30.6428333333,39.0524166667,13.6198333333,12.5991666667,12.8891666667,12.229,21.7819166667,14.0814166667,28.6747083333,11.2125
527.97,15.1266666667,46.7795,30.6466666667,39.0620833333,13.6330833334,12.5985,12.8945,12.2389166667,21.791,14.0835,28.6710416667,11.2075
528.32,15.1416666667,46.7566666667,30.644,39.0560833333,13.6421666667,12.5880833333,12.8954166667,12.2343333333,21.8023333333,14.0744166667,28.6667083333,11.2017916667
528.66,15.1323333333,46.75775,30.64325,39.0709166667,13.64475,12.59325,12.8768333333,12.2358333333,21.7951666667,14.0768333333,28.6604166667,11.1975833333
529.01,15.16675,46.8175,30.6924166667,39.1353333333,13.6735833333,12.6281666666,12.9118333333,12.2709166666,21.82075,14.1209166667,28.705625,11.226
529.35,15.2001666667,46.8129166667,30.7095,39.1625,13.6874166667,12.6376666667,12.9379166667,12.3096666667,21.8520833333,14.1398333333,28.7424583334,11.2434166666
529.70,15.2515,46.8999166667,30.78125,39.2676666667,13.7346666666,12.69825,12.972625,12.3394166667,21.9273333333,14.1955833333,28.8040416667,11.2790416667
530.04,15.291,46.9848333333,30.84575,39.3614166667,13.7635,12.7370833333,13.0039166666,12.3814166667,21.97675,14.2391666667,28.8662083333,11.3129583334
530.39,15.3140833334,47.035,30.8895833334,39.42775,13.79575,12.7725,13.0212083333,12.40325,22.0138333333,14.2644166666,28.9151666667,11.3410416666
530.73,15.3371666667,47.0584166666,30.9045,39.4561666667,13.8091666667,12.7906666667,13.0274583334,12.40625,22.0424166667,14.2764166667,28.9515416666,11.339375
531.08,15.3569166667,47.0974166666,30.949,39.53225,13.835,12.8046666667,13.0577916667,12.4365,22.0676666667,14.2993333333,29.0014583333,11.357125
531.42,15.4135833334,47.1385,30.9820833334,39.6175,13.89425,12.8696666667,13.103,12.5135833334,22.1258333333,14.35975,29.0800416667,11.4104166667
531.77,15.4599166667,47.155,31.0471666666,39.6698333333,13.9388333334,12.9205833333,13.1525,12.5634166667,22.1863333333,14.4026666667,29.1472916667,11.4494166667
532.11,15.4804166667,47.1981666667,31.0873333333,39.7425833333,13.9573333333,12.95,13.19375,12.6038333333,22.216,14.4420833334,29.20525,11.48675
532.46,15.551,47.271,31.1620833333,39.8274166667,13.9910833333,12.9823333334,13.2777916666,12.65875,22.2874166667,14.4983333333,29.279,11.5331666667
532.80,15.5975833333,47.3141666666,31.19575,39.86875,14.0255833333,13.0190833334,13.304625,12.70225,22.3514166667,14.5271666667,29.3445416667,11.5683333334
533.15,15.6126666667,47.37425,31.2336666667,39.9151666667,14.0575833333,13.0489166667,13.3272916667,12.6946666667,22.3896666667,14.5521666666,29.379375,11.5765833333
533.49,15.6255833334,47.4165,31.2581666667,39.96725,14.0671666667,13.0421666667,13.362375,12.7145,22.4011666667,14.5686666667,29.4325416667,11.5973333333
533.84,15.6513333333,47.4066666667,31.26075,39.9660833333,14.0894166667,13.0541666667,13.3841666667,12.7178333334,22.4071666666,14.5885,29.422375,11.621125
534.18,15.6789166667,47.4600833333,31.287,40.04325,14.1180833333,13.0640833333,13.4101666667,12.7275833333,22.42575,14.618,29.45125,11.627625
534.52,15.75475,47.5979166667,31.40125,40.1759166667,14.18425,13.1261666667,13.4685,12.8030833333,22.5015833333,14.6993333333,29.56325,11.7037083334
534.87,15.76925,47.625,31.386,40.1953333333,14.1834166667,13.12,13.4416666667,12.8050833333,22.523,14.7089166666,29.5814583333,11.6965
535.21,15.7783333333,47.6696666667,31.4266666667,40.2253333333,14.1970833333,13.1168333333,13.4386666667,12.8023333333,22.5548333333,14.71625,29.6072916667,11.675
535.56,15.8135833333,47.788,31.463,40.343,14.2053333333,13.1505833333,13.439375,12.8180833333,22.60275,14.7501666667,29.65125,11.7019166667
535.90,15.8513333334,47.8588333333,31.5148333333,40.4028333333,14.22875,13.16275,13.4392083333,12.8419166667,22.6504166667,14.7709166667,29.6853333333,11.716125
536.25,15.8631666667,47.90075,31.5470833333,40.4636666667,14.2581666667,13.1845833333,13.444375,12.849,22.699,14.7901666667,29.742125,11.7282083333
536.59,15.8768333333,47.958,31.59625,40.52275,14.2846666666,13.1915,13.4782916666,12.8461666666,22.7215833333,14.7833333333,29.775875,11.7339583333
536.93,15.9045,48.0285833333,31.64825,40.57125,14.3179166667,13.22175,13.5087083333,12.894,22.7780833334,14.8179166666,29.8283333333,11.780375
537.28,15.9485833333,48.05225,31.686,40.5999166667,14.35025,13.2629166666,13.5300416667,12.9356666667,22.837,14.8378333333,29.8795,11.804625
537.62,15.9700833333,48.08825,31.7194166667,40.62975,14.3814166667,13.2979166666,13.5410416667,12.9865,22.8649166667,14.864,29.9135416667,11.821875
537.97,16.0131666667,48.1311666667,31.76575,40.6791666666,14.4266666667,13.32725,13.5923333334,13.0325,22.93925,14.9236666666,29.9990416667,11.8454166667
538.31,15.9975833333,48.0984166667,31.7304166667,40.66125,14.4420833334,13.33525,13.6269583334,13.03975,22.9745,14.9239166667,29.9940833333,11.825875
538.65,16.011,48.089,31.7775833333,40.7071666667,14.4585833333,13.3658333334,13.6379166666,13.0774166667,22.9858333333,14.9225,30.016,11.8375
539.00,15.9925833334,48.0886666666,31.75825,40.6875833333,14.421,13.3595833333,13.653125,13.05625,22.96225,14.90175,29.998,11.8484166666
539.34,15.9281666667,47.9721666667,31.69975,40.5824166667,14.3863333333,13.3099166667,13.5979166667,13.0084166666,22.9255833333,14.8306666666,29.971875,11.7845416667
539.69,15.9161666667,47.90025,31.6826666667,40.5521666666,14.379,13.3219166667,13.6067083333,12.9983333333,22.9175,14.8225833333,29.970875,11.7855
540.03,15.90275,47.9495,31.6876666666,40.5715,14.3705833333,13.32,13.593,12.9886666666,22.911,14.8118333334,29.99825,11.7847083334
540.37,15.8793333333,47.87375,31.63425,40.5125833334,14.3308333334,13.3025,13.5470833334,12.9578333333,22.9045,14.7945833333,29.9707083334,11.7610833333
540.72,15.8805833333,47.8839166667,31.6273333333,40.5331666667,14.3296666667,13.2885,13.531375,12.9654166667,22.9209166667,14.7886666667,29.985875,11.7425
541.06,15.8590833333,47.8653333334,31.6195833333,40.51875,14.3150833333,13.2880833334,13.5159583333,12.9594166667,22.9235833333,14.7904166667,29.96675,11.7304166667
541.40,15.8620833333,47.8465,31.62225,40.5379166667,14.2965,13.2850833334,13.5135833333,12.9526666666,22.9465833333,14.7765,29.9893333334,11.7195833334
541.75,15.865,47.85075,31.6268333333,40.5325833333,14.29275,13.3095833333,13.5075833334,12.9565833333,22.97475,14.75775,29.9912916667,11.7249583333
542.09,15.9093333333,47.8770833334,31.6921666667,40.5768333334,14.3191666667,13.3330833333,13.5145416667,12.9803333333,23.02425,14.785,30.0349166667,11.7585833333
542.43,15.92725,47.8446666667,31.69375,40.56,14.3331666667,13.3429166666,13.5430416667,13.0026666667,23.0529166666,14.80925,30.0494166667,11.7893333333
542.78,15.939,47.8155833333,31.69225,40.5595833333,14.3558333333,13.3430833333,13.5521666667,13.0199166667,23.0898333333,14.825,30.0906666667,11.8007083334
543.12,15.9935833333,47.86575,31.75225,40.6363333334,14.4110833333,13.3808333333,13.6084166667,13.0626666667,23.1735,14.89,30.12925,11.8749166666
543.46,16.019,47.9521666667,31.7766666667,40.6869166666,14.44075,13.39025,13.6304583334,13.1034166667,23.2305,14.9110833333,30.179125,11.8902916667
543.81,16.07325,47.9461666667,31.8154166667,40.6883333333,14.4720833333,13.446,13.6782083333,13.1531666666,23.2896666666,14.9361666667,30.199625,11.9240416667
544.15,16.0974166667,48.0324166667,31.8771666667,40.7691666667,14.4938333333,13.4600833333,13.699375,13.184,23.3455,14.9483333333,30.241,11.931375
544.49,16.0743333333,47.9961666667,31.8660833333,40.74875,14.4796666667,13.472,13.6889583333,13.1728333333,23.3311666667,14.9390833334,30.2165416667,11.9270416667
544.84,16.1295,48.0829166667,31.9200833333,40.8425,14.5233333333,13.4818333334,13.7353333333,13.2313333334,23.4036666667,14.98425,30.2614583333,11.9555833333
545.18,16.1353333333,48.14775,31.9616666667,40.9135,14.54225,13.5049166667,13.7313333333,13.2289166667,23.4425,14.9866666667,30.2724166667,11.9662916667
545.52,16.0915833333,48.0941666666,31.9169166667,40.915,14.5246666666,13.4775833333,13.7275833333,13.2204166667,23.4054166667,14.9846666667,30.2314583333,11.9417916667
545.87,16.0801666667,48.1351666667,31.9115833333,40.95925,14.5065,13.4639166667,13.7173333333,13.1973333334,23.38725,14.9615833333,30.2361666667,11.9077083333
546.21,16.0905833334,48.22075,31.9435,41.023,14.5136666667,13.4788333333,13.7262916667,13.189,23.4445,14.9543333334,30.27775,11.9259583333
546.55,16.1276666667,48.33625,32.0298333333,41.1358333333,14.5309166667,13.49925,13.7369166667,13.2115,23.5020833334,14.97475,30.35475,11.932625
546.90,16.0978333333,48.3499166667,32.0195833333,41.16575,14.5065833333,13.4738333334,13.718,13.18375,23.4834166667,14.9395,30.3480416667,11.883125
547.24,16.08575,48.3500833333,32.02075,41.1810833334,14.4641666667,13.4531666667,13.6722083333,13.15025,23.4685833334,14.932,30.3337083333,11.8480833334
547.58,16.07525,48.3549166666,32.0304166666,41.2351666667,14.4489166667,13.4290833334,13.6309583333,13.1358333333,23.46675,14.9370833333,30.3490833334,11.8287916666
547.92,16.12,48.3954166667,32.0893333333,41.3415,14.5189166667,13.4713333333,13.69575,13.20225,23.5274166667,15.0086666667,30.4082916667,11.89475
548.27,16.21025,48.4866666667,32.1846666667,41.4604166667,14.55925,13.518,13.7624583333,13.2869166667,23.5976666666,15.0534166667,30.4998333333,11.93375
548.61,16.1751666667,48.5110833333,32.1686666667,41.4679166667,14.516,13.4866666666,13.7019166667,13.2275833333,23.5760833333,14.97275,30.5334166667,11.885375
548.95,16.1968333333,48.57525,32.2015,41.52825,14.51875,13.4778333334,13.7475,13.2491666666,23.61425,15.00075,30.5955833333,11.8796666667
549.29,16.2189166667,48.7005833333,32.3113333333,41.6083333333,14.515,13.46825,13.7145,13.2424166667,23.6435,14.9536666667,30.6310833333,11.8715416666
549.64,16.1949166667,48.6725,32.294,41.5845833333,14.516,13.45575,13.7372083334,13.2701666667,23.6700833333,14.9368333333,30.6519583333,11.886125
549.98,16.2536666667,48.6925833334,32.335,41.62925,14.5746666667,13.5215,13.7930416667,13.33525,23.717,14.9956666667,30.6950416666,11.9219166667
550.32,16.2674166667,48.7116666666,32.35825,41.6705833334,14.5918333333,13.534,13.7988333333,13.3749166666,23.75025,15.0071666667,30.6874166667,11.920125
550.66,16.3580833333,48.81925,32.4689166667,41.7391666667,14.6544166667,13.6276666667,13.9115,13.48475,23.8258333333,15.1138333333,30.793125,12.01525
551.01,16.4049166666,48.8926666667,32.5915,41.8546666666,14.7196666666,13.7096666666,13.986875,13.54875,23.90375,15.1669166667,30.9309583333,12.1001666667
551.35,16.419,48.9433333333,32.6226666667,41.8913333333,14.7801666667,13.7448333333,14.0701666667,13.6045,23.9739166667,15.227,30.9545416667,12.1525833333
551.69,16.4599166667,48.9849166667,32.6823333334,41.87325,14.824,13.7578333333,14.0999166666,13.5984166667,24.0064166667,15.2515,30.97725,12.1939583333
552.03,16.4095,48.9571666667,32.67,41.87625,14.81425,13.7601666667,14.0975,13.552,23.9674166667,15.2431666667,30.9492916667,12.1949583333
552.38,16.4785,48.95775,32.766,41.94975,14.8894166667,13.8663333333,14.2003333333,13.6371666666,24.03075,15.36525,31.0067083333,12.2833333333
552.72,16.514,49.0091666667,32.8304166667,42.0261666666,14.93125,13.91475,14.2421666667,13.6921666666,24.0765833334,15.4209166667,31.0514583333,12.3277916667
553.06,16.5463333333,49.0016666667,32.83525,42.0771666667,14.9646666667,13.96625,14.3125833333,13.7259166667,24.1151666666,15.5033333333,31.13125,12.3466666667
553.40,16.59125,49.0195833333,32.9094166667,42.1559166667,14.98675,14.0216666667,14.3145,13.7813333334,24.1434166666,15.5720833334,31.1516666666,12.3540833333
553.74,16.5370833333,48.9975,32.9036666667,42.1825,14.9190833333,13.94325,14.253,13.7380833333,24.0886666666,15.52875,31.101375,12.271625
554.09,16.538,48.9479166667,32.9011666666,42.1824166667,14.94775,13.98325,14.264375,13.747,24.0754166667,15.5640833333,31.1112916667,12.2990833333
554.43,16.4811666667,48.8854166667,32.82125,42.1440833333,14.8549166667,13.90225,14.1473333333,13.6705833334,24.02525,15.47325,31.05325,12.1884166667
554.77,16.4418333333,48.861,32.749,42.1673333333,14.8190833333,13.85525,14.1065416667,13.61675,23.9971666667,15.4285833333,31.021875,12.1220833333
555.11,16.3990833333,48.8161666667,32.73275,42.1546666667,14.759,13.8066666667,13.9999583333,13.56525,23.9115,15.36575,30.9826666667,12.0528333333
555.45,16.3175,48.8143333333,32.7226666666,42.2394166667,14.6620833334,13.77275,13.915625,13.5024166667,23.8430833333,15.2866666667,30.9815833333,11.9335
555.80,16.3395,48.7954166666,32.7208333334,42.2970833334,14.67025,13.718,13.8696666667,13.503,23.8869166667,15.2893333334,31.0260416667,11.9194166667
556.14,16.3301666667,48.8175833333,32.6818333333,42.30475,14.6828333333,13.69925,13.8600833333,13.4566666667,23.883,15.2925,30.99375,11.923
556.48,16.26075,48.6759166667,32.6033333333,42.232,14.6424166667,13.6348333334,13.77175,13.4191666667,23.8179166666,15.2013333333,30.94675,11.8497083333
556.82,16.309,48.7189166667,32.6340833333,42.2639166667,14.67975,13.639,13.7812083333,13.4561666667,23.8665833334,15.1930833333,30.97075,11.912625
557.16,16.3745833333,48.8154166667,32.6979166667,42.39425,14.7771666667,13.7143333333,13.9090416667,13.4820833333,23.9230833333,15.2408333333,31.06425,11.9819166667
557.50,16.4250833333,48.8918333334,32.75725,42.4954166667,14.8445833334,13.7650833333,13.9345833333,13.5200833333,23.9789166667,15.2995833333,31.197625,12.0618333333
557.85,16.45675,48.98425,32.7633333333,42.5923333333,14.8563333333,13.798,13.9905,13.5544166666,24.0345,15.3130833334,31.2881666667,12.084125
558.19,16.4843333333,49.0184166667,32.8136666667,42.668,14.89925,13.85575,14.0374583333,13.5783333333,24.068,15.3365833333,31.3355416667,12.12775
558.53,16.57725,49.1085833333,32.9188333333,42.7014166667,14.9706666667,13.95775,14.0999583333,13.6646666667,24.1700833333,15.412,31.341625,12.18675
558.87,16.5743333333,49.1651666667,32.92925,42.7131666666,14.9504166667,13.9244166666,14.115625,13.65475,24.2075,15.40525,31.3611666667,12.149625
559.21,16.5675,49.1241666666,32.8885833333,42.68175,14.9749166666,13.9098333334,14.156125,13.6886666667,24.21625,15.4275,31.3404166667,12.1903333334
559.55,16.6353333334,49.241,32.93325,42.735,15.0015833333,13.9650833333,14.2147916667,13.6958333333,24.301,15.4686666667,31.373125,12.2102916667
559.89,16.61325,49.2895,32.9764166666,42.7959166667,14.9975,13.97725,14.2068333333,13.7128333333,24.343,15.455,31.4245833333,12.1900833333
560.23,16.7026666667,49.5005833333,33.0710833333,42.9275,15.0790833334,14.06375,14.2810833333,13.7723333333,24.4425,15.53925,31.4949166666,12.2862083333
560.58,16.6379166666,49.433,33.0269166667,42.864,15.0295833333,14.0181666666,14.238125,13.704,24.3934166667,15.51025,31.4639166667,12.2083333333
560.92,16.49275,49.39175,32.91425,42.7200833333,14.862,13.8406666667,14.0341666667,13.6049166667,24.3115833333,15.345,31.3481666667,12.0253333333
561.26,16.51775,49.4328333333,32.93875,42.7236666666,14.895,13.8743333333,14.068625,13.6363333333,24.38775,15.3660833333,31.3332083333,12.0218333333
561.60,16.4896666666,49.42375,32.9598333333,42.7095,14.8675833333,13.8060833333,13.9917916667,13.5969166666,24.3693333333,15.33725,31.249875,11.994875
561.94,16.4561666666,49.4488333333,32.93375,42.7303333334,14.84425,13.7589166667,13.9224583333,13.56075,24.3329166667,15.3310833333,31.2450833333,11.9562083333
562.28,16.5054166667,49.4546666667,32.9521666667,42.8175,14.9305833333,13.7536666667,13.9137083333,13.5668333334,24.3511666667,15.38625,31.2868333333,11.9840833334
