wavelength,Back_HemAtrf,Belly_HemAtrf,Breast_HemAtrf,Crissum_HemAtrf,Crown_HemAtrf,DorTail_HemAtrf,Patch10_HemAtrf,Rump_HemAtrf,Throat_HemAtrf,WingTip_HemAtrf
189.81,-42.0371333331,-24.6296000001,-29.0741666668,-57.9630000001,-51.2964000001,-50.5554666665,35.7407333335,-47.2222666667,-52.0370000001,-77.7778000001
190.19,-79.4203333333,-63.7680000001,-79.7102000002,-111.014466667,-95.6521333334,-90.1447999999,47.2465333334,-90.7245333333,-103.768266667,-144.927466667
190.57,624.444599999,513.333333333,602.222166667,696.666666666,638.888933332,656.666666667,47.7777333332,603.333333335,706.666599999,786.666666665
190.95,532.380933334,467.619066666,549.047600001,630.476066667,546.666600001,567.618999999,50.4763333326,492.381,631.428533332,677.142799999
191.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191.71,-744.444466668,-924.444399998,-1203.33326667,-1179.99993333,-926.666666667,-862.222066667,426.666733333,-593.333399999,-1108.88893333,-1262.22226667
192.09,-64.4443333334,-149.444466667,-244.166666667,-186.1112,-147.222266667,-145.555533333,196.666533333,-81.6667333333,-185.555666667,-234.444466667
192.47,8.88879999994,-39.5060666669,-89.8764666668,-63.7038000001,-38.0245999999,-42.9629333333,110.370333333,-14.0741333333,-41.9754,-84.1975333333
192.85,30.0000000006,-186.666666667,-394.583333334,-199.166666666,-112.5,-174.166666666,325.833333333,-79.1666666672,-185.000000001,-325.833333334
193.23,98.5963999999,1.0526666666,-101.0526,-1.7542666668,28.7719333333,15.0877333334,222.807,37.5437999999,-10.8771333335,-74.0350666666
193.61,68.7356666667,10.3448666666,-64.3679666668,7.12633333354,28.2758000001,28.5057333332,152.413733333,30.3449333333,16.0920666667,-28.0460666667
193.99,54.7476000001,-6.26266666666,-79.7978333333,-4.04040000014,13.5353333333,22.2222666666,123.8382,17.9798666666,12.9292666667,-29.0909999999
194.37,43.4483333333,10.9195333333,-32.4137666665,12.7586000001,17.7010666667,24.7126666666,81.3793333332,26.2067999999,25.9769333333,-0.574733333326
194.75,47.5214,23.3333333333,-7.43589999994,23.7605333334,27.2648,31.0256666667,70.7693333333,34.0171333333,35.2992000001,14.6152666667
195.13,51.746,30.1588,1.26986666666,29.4443333334,34.4446,38.2540666667,76.3492666667,36.0318666667,42.0634666667,22.2223333333
195.51,54.8648000001,29.8198,3.78383333342,33.4234000001,36.5765333333,39.9098666665,86.0360666667,33.6937333333,45.1352000001,24.1440666667
195.89,55.2689333334,22.258,-6.12903333326,24.7312000001,30.2150000001,34.7311333333,89.1396666667,28.0646666667,38.4945333334,13.8711333333
196.27,46.8784000001,17.5662,-9.418,14.7089333333,18.3068000001,33.2274666669,81.2699333334,24.8674666666,30.2645333334,11.5344
196.65,58.6666666667,15.2592,-16.5185333334,20.4444666668,17.0371333333,49.3333333335,109.925933333,35.7037333335,32.8888666667,15.7036
197.03,53.0717999999,15.0326,-9.54243333346,20.3921333335,13.5947333333,43.1373333333,95.6862666665,33.4640666665,28.1046000001,16.0782666667
197.40,19.6581333335,-30.0855333334,-55.6410333333,-12.4786,-34.7008666666,9.7435333332,75.8974666667,2.73506666686,-5.64093333333,-15.8974666667
197.78,9.29300000006,-52.9292666668,-82.2222000001,-20.202,-58.9898666667,-3.0302666666,74.9494666667,-4.04026666654,-34.5454666667,-38.1817333333
198.16,-0.33333333332,-94.6666666667,-145.833333333,-44.3333333332,-107.0,-14.3333333334,102.0,-26.9999999999,-76.6666666666,-71.3333333334
198.54,107.272733333,-107.272733333,-179.697,1.2121333332,-112.121200001,33.9394666666,236.3636,35.7574666665,-91.5151333333,-31.5151333334
198.92,139.393933333,-105.454666667,-186.666766667,38.7877999998,-95.7575333327,55.7575333332,258.788,29.6970666669,-73.9395333336,-0.6060000002
199.30,148.1482,-206.666666667,-303.703699999,32.5926666666,-190.370599999,11.1111999994,266.666533333,-4.44446666654,-154.073933333,-33.3333999998
199.68,108.888933333,-461.1112,-705.555433333,-75.555666666,-509.999933333,-175.555466666,252.222200001,-152.222266665,-407.777666667,-155.555466667
200.06,92.6666666666,-254.0,-426.0,-4.6666666666,-333.333333334,-103.999999999,181.333333333,-102.666666667,-210.0,-20.6666666666
200.44,-34.2858,541.904800001,806.190599999,148.571400001,603.809466668,323.809533332,-119.999933333,367.618999999,472.381,148.571533333
200.82,96.666666666,1138.33333333,1683.33333333,405.0,1250.0,768.333333333,3.3333333342,946.666666667,950.000000001,428.333333334
201.19,56.6666666667,-388.0,-597.333333333,-92.0000000001,-448.666666667,-229.333333334,72.6666666667,-323.999999999,-261.333333333,-83.3333333334
201.57,80.3922,-179.215666667,-295.4903,-29.0195333332,-218.8236,-77.2548666668,76.0783999999,-163.5294,-91.3725333334,0.7844666668
201.95,-408.888866665,1197.77786667,1793.33343333,384.444466665,1431.11113333,642.222199999,-215.5556,1266.66666667,606.666666667,179.999933333
202.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202.71,230.666666667,-758.666666667,-1080.0,-318.666666668,-874.666666667,-419.999999999,208.000000001,-892.000000001,-245.333333332,-121.333333333
203.09,7.46335165519e+14,-2.49062706665e+15,-3.49071618845e+15,-1.27943171232e+15,-3.01092929633e+15,-1.30502034657e+15,4.52065871688e+14,-2.92989862121e+15,-5.03243140181e+14,-8.18836295884e+14
203.47,423.333333333,-811.666666666,-1197.5,-310.0,-1041.66666667,-326.666666666,303.333333334,-1013.33333333,21.666666666,-198.333333333
203.85,136.491266666,-115.0878,-184.035066667,-21.4035333331,-154.035066667,-16.1403333334,90.8770666668,-154.385866667,71.9299333335,1.75433333334
204.22,64.1904666666,-62.0952666666,-103.5238,-15.4286,-80.5714666667,-6.85713333326,41.7142666669,-85.9046666667,31.2381333335,-0.19046666672
204.60,48.1967333333,-16.9397999999,-42.9507999999,11.1476,-29.3989999999,9.83599999986,39.2348666667,-27.1038000001,38.3607999999,15.8468666667
204.98,40.0994,-14.9253333333,-34.4278000001,8.25880000012,-25.6717333333,2.78613333326,34.1292,-19.602,31.0448666666,16.1195333333
205.36,28.2700666667,-14.8522,-35.2320666666,-0.75960000006,-23.4599333333,-2.70039999992,25.0632666667,-16.7932666667,19.2405333333,11.9831333333
205.74,26.3703333334,-18.8146666667,-34.7408,-2.37040000006,-17.3333333334,-9.48153333334,20.6666,-16.1481333333,10.2963333333,8.29626666666
206.12,18.2760666667,-15.1148666667,-24.9138666667,-1.43673333334,-10.8619999999,-6.72406666666,16.0344666667,-9.77006666667,7.98846666666,7.81619999999
206.50,13.5072,-22.0288666667,-28.9277333333,-4.46373333334,-16.6956666667,-15.0143999999,6.49286666668,-15.0725333333,-0.3478,1.97079999998
206.87,-4.04046666667,-43.4344000001,-59.8652000001,-22.2895333333,-37.0370666667,-37.5758,-16.2962,-34.9494,-22.8956,-21.8854666667
207.25,-7.98679999999,-48.4488666666,-64.4885,-23.0364000001,-38.5478666667,-42.0462666666,-18.7457333333,-36.8315333333,-28.4489333333,-20.594
207.63,-15.5782666667,-55.3062,-70.3742333333,-31.7686,-45.1702,-51.8367333335,-27.0748,-44.2856666667,-34.6259333333,-26.3264666667
208.01,-30.9628,-74.0740666667,-88.5926999999,-48.1481999999,-57.6296666667,-68.4444666667,-39.9259333334,-60.5184,-46.8888666667,-36.8888
208.39,-55.8096,-108.857133333,-125.476233333,-80.9523333333,-86.1904,-103.333266667,-68.1904666667,-93.5237333334,-72.1906,-58.4761333333
208.77,-51.0183333333,-108.889,-117.870533333,-83.0556000001,-83.0555333333,-97.7778000001,-68.2407333333,-91.3888,-67.4074,-58.0556000001
209.14,-54.2856666667,-127.724933333,-133.809633333,-96.6138666667,-97.8835333334,-107.301466667,-77.0370666666,-106.031666667,-75.9787999999,-70.0528666667
209.52,-63.4523333333,-155.1192,-153.3334,-109.047866667,-113.4524,-127.619133333,-92.2619333333,-122.023933333,-87.3808666666,-84.2856666667
209.90,-80.5797333333,-188.6956,-184.347766667,-128.405933333,-144.058066667,-151.014466667,-113.623133333,-145.217333333,-103.623266667,-101.7392
210.28,-111.619133333,-264.761866667,-257.428433333,-179.0476,-212.761866667,-210.8572,-160.1904,-198.666666667,-145.9048,-135.809466667
210.66,-64.3477333333,-187.391333334,-176.521733333,-116.9566,-146.9564,-135.797066667,-93.3333333333,-128.695733333,-82.8985999999,-82.6086666668
211.03,-32.9078,-156.312,-139.361733333,-83.8297333334,-121.560266667,-101.844066667,-66.0992,-99.8581333333,-52.4823999999,-46.5249333334
211.41,-39.2908666666,-151.914933333,-134.4679,-93.3334,-129.787066667,-108.5106,-78.4397999999,-106.241133333,-61.5602666667,-51.4893333334
211.79,-51.0145999999,-162.318933333,-145.724633333,-104.927533333,-134.927533333,-124.202866667,-94.9276666665,-110.0,-69.7101333333,-62.4636666666
212.17,-34.4680666667,-145.6738,-128.368766667,-88.5106000001,-117.446866667,-107.6596,-78.2977999999,-94.1843999999,-57.3049333335,-51.3476666667
212.55,-21.5686666667,-142.614333333,-119.019633333,-80.915,-107.581733333,-103.3986,-76.732,-84.1829333333,-55.4248666667,-55.0328000001
212.92,-35.1515333333,-172.878866666,-139.015166667,-96.6666666667,-127.1212,-121.5152,-93.3333999999,-107.2728,-72.8787999999,-67.2725999999
213.30,-18.8505333333,-119.540266667,-93.3908666666,-67.2413333333,-79.5401333333,-84.1378666667,-64.8276,-72.9884666665,-43.9080666665,-36.7816
213.68,-26.0605333333,-123.757533333,-96.8485000001,-74.6667999999,-89.4545333334,-95.5152,-73.5758000001,-84.7272666667,-56.3636,-48.3637333333
214.06,-41.4379333333,-138.300533333,-113.7255,-91.5033333333,-111.111066667,-112.026133333,-90.4575333334,-100.392133333,-72.5490666667,-60.1308666667
214.44,-23.2727333333,-112.0,-93.6364,-73.9393999999,-84.8484666667,-93.2121333333,-73.8182666666,-77.8180000001,-48.8484000001,-38.5455333335
214.81,-42.1739333333,-147.681133333,-131.956566667,-109.130466667,-110.434733333,-130.289933333,-109.855066667,-107.3914,-79.4203333333,-60.4347333334
215.19,-38.2666666666,-134.266666667,-113.666666667,-107.066666667,-94.5333333333,-119.333333333,-97.7333333333,-97.8666666666,-71.4666666667,-54.5333333333
215.57,-19.0164666667,-103.715733333,-83.3880333332,-75.1912666667,-60.6556666666,-88.306,-73.7704666667,-67.7596666667,-48.8524666666,-35.6282
215.95,0.905333333338,-66.0082000001,-45.3498,-40.7408,-31.9341333334,-48.8889333333,-38.8477333333,-40.2469333333,-25.5144666667,-12.9218666667
216.32,-4.81500000001,-62.0741333334,-40.1111999999,-41.5555333333,-34.3704000001,-48.0741333333,-40.6666,-39.6296,-30.2221999999,-14.9628666667
216.70,-1.86906666666,-39.3146666666,-23.9563,-28.4735333334,-21.4952666666,-33.1465333334,-23.6137333333,-26.4174,-16.137,-5.17133333332
217.08,-12.921,-47.9725333333,-36.5979666667,-43.8487333333,-32.8521999999,-45.4296666667,-37.6631333333,-39.3814666667,-27.2164666667,-15.67
217.46,-12.6461333333,-43.4365333333,-35.9451333333,-41.7870000001,-32.7835333334,-43.2989333334,-33.3333333333,-36.7698666666,-26.0480666667,-18.0068666667
217.83,-12.9824666667,-43.7894666666,-38.3859666665,-41.2631333333,-29.5437333333,-42.1753333334,-29.1228,-36.4911999999,-22.3157333333,-15.3684
218.21,-4.69840000001,-33.4603333333,-27.3968,-29.3333333333,-18.7302000001,-35.9364666667,-20.0634,-28.6984,-13.9684,-10.0317333333
218.59,-2.11120000001,-25.0000666666,-20.1945,-20.5555999999,-13.4444666667,-28.2777333333,-13.3334,-24.2776666667,-13.0554666667,-11.3889333333
218.97,2.0106,-20.6349333333,-14.0210666667,-16.0316666667,-13.6507999999,-24.8677333333,-10.3174666667,-23.0689333333,-8.20113333334,-10.7935333333
219.34,5.6018,-13.8889333333,-7.24536666668,-8.33326666665,-10.8796666667,-16.7128666667,-4.25913333333,-15.3703333333,-2.49993333333,-6.11113333335
219.72,-0.403933333346,-22.1212,-14.9494,-16.7171333333,-19.8484666666,-22.8283333333,-9.24226666666,-23.586,-9.64653333331,-13.5353333333
220.10,-6.6668,-28.9255333333,-23.6086666667,-26.6665999999,-26.8870666667,-31.1846000001,-14.6006666667,-31.9559333334,-17.2453333333,-21.9284666667
220.47,-5.18533333333,-29.9714666667,-27.2649333333,-26.3818666666,-26.4957333333,-29.6296666667,-14.9287333334,-33.8461333333,-16.809,-23.3618
220.85,1.48153333334,-29.1974,-24.5061666667,-23.0246666667,-23.9506,-25.0616666667,-11.7901333333,-31.7901333333,-15.6173333333,-18.0863333333
221.23,1.5616,-31.1110666666,-23.5736,-23.0631333333,-24.6846666666,-26.9670666666,-10.1502,-29.5495333333,-16.9369333333,-17.9578666667
221.61,-10.7690666667,-48.7820666666,-39.4231666667,-38.0128666667,-37.4358666666,-43.7821333333,-24.0384666667,-45.3845333333,-31.0896666667,-32.6283333333
221.98,-8.03573333333,-45.1191333333,-32.5298333334,-31.0715333333,-32.1428,-40.7737333333,-21.5476666667,-38.2143333333,-27.2618666667,-26.4879333333
222.36,-13.7071333333,-48.4735333333,-33.6450333333,-33.4579333334,-33.9563333333,-40.9347333333,-23.3645333333,-40.4984,-29.9689333333,-27.8504
222.74,-22.7778,-62.2221333333,-41.5971333333,-45.4167333332,-42.7082666666,-52.0833999999,-32.2916666667,-53.6806,-37.2222666667,-34.7918
223.11,-31.5555333333,-67.4814,-48.0000666666,-53.5555333333,-47.4073999999,-57.1853333332,-38.7409333333,-59.8518666668,-45.3333333333,-36.8148666667
223.49,-33.7210666667,-72.7905999999,-52.0543333334,-57.1318000001,-45.9691333333,-63.4884000001,-42.5581333333,-64.4186,-50.3875333334,-37.9844666668
223.87,-19.4286,-47.9998,-31.3967333333,-35.4921333333,-25.9682666667,-43.4921333334,-23.9364,-43.8094666668,-30.0318666667,-21.6508666667
224.24,-23.0631333333,-49.9699333333,-34.2642,-37.4174666667,-26.4264,-45.6456,-27.9278666667,-45.4655333332,-32.0720666667,-24.3243333333
224.62,-26.9048,-50.3572666667,-37.7381666667,-39.8215333333,-28.7501333334,-51.2500666667,-26.9046666667,-47.1427333333,-35.3571333333,-27.1428666667
225.00,-45.5656666667,-69.2966666665,-59.6636333333,-58.7768,-43.9143333334,-67.7065333333,-45.9326666667,-64.3425333333,-53.3946,-47.5228666666
225.38,-41.8964666667,-63.0459333334,-57.0689000001,-53.3334666666,-38.6206666667,-61.5517999999,-43.161,-58.0460666667,-48.046,-45.3448
225.75,-35.3124,-53.6978666666,-46.1197666667,-43.0730666667,-32.5520666666,-50.7292,-34.5310666667,-48.3331999999,-41.0936666667,-36.8228666667
226.13,-47.4254,-63.4146666666,-55.5284999999,-55.3929333333,-44.1732666667,-56.7479333333,-45.5284,-60.4877999999,-52.9537333333,-48.943
226.51,-39.4834,-57.8873333333,-48.6854666666,-50.2347333333,-38.8732666667,-49.6713333333,-39.2018666667,-52.7229333333,-46.0564,-43.0984666667
226.88,-27.6132666667,-40.7100666667,-33.3531666667,-35.8580666667,-25.7987333333,-35.3057333333,-26.3512,-37.1203333333,-33.2544666667,-29.6647333333
227.26,-18.479,-29.0291333333,-21.3107333333,-24.3366,-14.9514,-23.0744,-15.9872,-24.4335333333,-23.2362,-18.6084
227.64,-17.3098666667,-25.3800666667,-19.7953,-23.0408666667,-14.5321333333,-19.3566666667,-14.5320666667,-21.1696666667,-21.5498,-16.579
228.01,-12.756,-21.5222,-17.4803666667,-20.7612666667,-12.1784666667,-14.462,-12.3358666667,-18.4252666667,-18.4251333333,-13.2022
228.39,-5.3648,-12.6599333333,-9.07973333333,-12.7947333333,-7.34013333334,-6.50959999999,-5.92593333334,-11.4252666667,-10.7968666667,-7.11553333333
228.76,-3.04006666666,-9.55473333333,-5.12489999998,-9.7502,-5.47226666667,-2.49733333333,-3.95233333333,-8.90339999999,-8.4256,-4.90786666667
229.14,3.3334,-2.7184,2.5992,-2.32159999998,0.654866666668,3.41266666669,2.20240000001,-2.02373333333,-1.9048,1.34906666667
229.52,4.40733333334,-1.66660000001,4.08336666666,-0.62973333334,1.75926666667,4.81493333334,2.68526666667,-1.25919999999,-1.25926666667,2.537
229.89,3.04766666666,-3.48573333333,1.9523,-2.53339999999,-0.342866666668,2.87613333335,-0.819066666673,-3.77140000001,-3.90466666667,0.495133333326
230.27,4.84333333334,-2.45019999999,2.14636666664,-2.2222,0.626666666678,2.50720000001,-0.0948,-3.22893333333,-3.87466666667,1.02566666667
230.65,4.79393333334,-1.27340000001,1.87270000002,-2.00379999998,0.749066666666,2.88399999999,0.299600000002,-2.88386666667,-3.22080000001,1.66680000001
231.02,3.84180000001,-2.5424,-0.53669999998,-2.82486666667,-1.45013333333,2.61766666667,-0.69693333334,-2.88126666668,-4.38786666667,0.50840000002
231.40,1.1144,-5.82613333333,-4.58443333333,-6.43213333333,-5.41533333333,-1.95499999999,-3.57773333333,-7.0186,-7.19466666668,-3.98826666667
231.78,-2.00813333333,-9.37880000001,-7.83646666665,-9.27533333333,-8.55059999999,-5.81773333333,-5.77646666667,-10.9317333333,-10.6830666667,-8.13660000001
232.15,-6.80266666666,-15.4648666667,-11.6892666667,-13.0386666667,-13.0611333333,-10.3855333333,-8.41266666666,-14.9433333333,-15.8956,-12.8346
232.53,-14.3306666667,-25.8268,-21.3123666667,-19.8162,-20.9448,-19.6062,-15.7481333333,-22.861,-25.1444666667,-19.2913333333
232.90,-14.6173333333,-25.6297333333,-22.0370333333,-19.4075333333,-20.1233333333,-20.2962666667,-15.6543333333,-22.6174,-24.4938,-18.2963333333
233.28,-19.6183333334,-29.3130666667,-26.9848,-23.5369333333,-26.1069333333,-24.6310666667,-19.4655333333,-27.5318666667,-28.6257333333,-22.392
233.66,-19.8974666667,-30.3590666667,-27.2306666667,-24.2051333333,-28.4614666667,-26.0,-19.3334,-28.9488,-29.5384,-22.8204666667
234.03,-16.1972,-25.892,-22.9695,-19.6008,-23.6620666667,-20.1407333333,-13.3568666666,-23.5681333333,-23.7794,-18.7794
234.41,-14.0452666667,-22.136,-19.6008,-15.4045333333,-19.9567333333,-14.261,-10.2480666667,-19.6116,-19.3957333334,-14.2826666667
234.78,-12.4363333333,-20.1834666667,-18.369,-13.5576666667,-18.3078666667,-13.476,-10.3976,-18.2875333333,-18.4302,-12.8441333333
235.16,-15.2090666667,-22.2018666667,-20.4281666667,-16.0448666667,-19.7962666667,-16.5341333333,-12.7218666667,-21.896,-21.1416,-15.0866666667
235.54,-16.5174,-22.5870666667,-20.9153,-16.0000666667,-19.841,-16.5374,-13.6120666667,-22.0498,-21.4129333333,-15.0648
235.91,-15.2863333333,-20.3379333333,-19.0892666667,-13.8591333333,-17.3520666667,-15.2675333333,-12.1126666667,-19.6432,-18.9670666667,-12.7137333333
236.29,-13.6926666667,-16.9991333333,-17.7269666667,-11.4825333333,-15.3818,-13.2973333333,-10.4402,-17.5922,-16.4600666667,-10.0988666667
236.66,-10.6116,-12.0758,-13.9878666667,-9.09573333333,-11.5763333333,-9.31953333333,-6.47720000001,-13.6606,-12.5581333333,-6.94233333333
237.04,-10.1736,-11.9616666667,-13.6458,-9.77439999999,-11.7362666667,-8.90626666667,-6.33693333334,-13.316,-12.4478666667,-7.03126666665
237.41,-9.30293333333,-11.4189333333,-12.7204333333,-9.60526666668,-10.5122,-8.90006666667,-5.7934,-13.199,-12.0570666667,-6.16286666667
237.79,-8.17366666667,-9.41853333332,-11.5643333333,-8.68126666667,-8.97633333334,-7.22353333333,-4.27526666667,-11.4332666667,-10.2048,-4.81566666667
238.17,-9.15026666667,-9.33000000001,-12.2386,-9.64039999999,-9.91833333333,-8.48033333333,-5.83346666667,-12.3529333333,-11.1275333333,-4.80386666666
238.54,-8.40153333333,-9.23693333334,-10.9398333333,-9.51000000001,-9.92766666667,-8.88366666666,-4.88346666667,-11.9518,-11.0682666667,-4.65860000001
238.92,-5.75466666667,-7.07560000001,-8.89936666667,-7.59426666667,-7.05973333334,-6.05346666668,-1.58806666667,-9.22953333333,-9.0566,-2.79873333333
239.29,-5.35720000001,-7.33639999999,-8.93593333333,-7.32133333333,-7.232,-5.84813333333,-2.381,-8.1994,-9.07739999999,-2.753
239.67,-3.5116,-5.96713333335,-8.03153333333,-6.35113333334,-5.76139999999,-4.75986666666,-1.57746666667,-6.07679999999,-8.29906666667,-1.04240000001
240.04,-1.91379999999,-4.05253333334,-6.36023333334,-4.90306666667,-3.81486666667,-2.60166666665,-0.100133333336,-4.42766666667,-6.74173333333,1.33826666665
240.42,-0.889533333332,-2.76759999999,-4.50313333333,-3.62433333334,-2.48206666667,-1.68046666666,0.735866666667,-3.2182,-4.86553333332,2.38326666667
240.79,0.318866666658,-1.77766666667,-3.11593333333,-2.35753333334,-1.12086666667,-0.637666666666,1.22713333333,-2.09653333333,-4.05793333332,2.7826
241.17,0.068666666674,-1.59579999999,-2.84006666666,-1.90473333332,-0.737799999999,-0.317533333332,1.081,-1.982,-3.63793333334,2.5568
241.54,1.77513333333,0.297266666666,-0.914233333332,-0.015266666666,1.219,2.0572,2.74273333333,0.266666666668,-1.54673333333,4.1066
241.92,2.5154,1.23713333333,0.405466666666,0.962133333332,2.43986666667,3.12706666667,3.457,1.36086666667,-0.645933333334,4.8866
242.29,4.08313333333,2.81026666667,2.52366666667,2.38813333333,4.00746666667,4.95906666667,4.8582,3.0184,0.970333333332,6.24453333333
242.67,4.4424,3.3782,2.7562,2.5054,4.56793333333,5.47686666667,4.93866666667,3.50966666667,1.5306,6.60086666666
243.05,3.85473333333,3.0078,2.5958,2.22413333333,4.022,5.36453333333,4.3042,3.03653333333,1.25613333333,6.36706666667
243.42,4.54446666667,3.5824,3.53143333333,3.0052,4.98026666667,6.3384,5.0538,3.29366666667,2.12786666666,7.22693333333
243.80,5.44486666667,4.82026666667,4.9393,4.15693333333,6.2908,7.89939999999,6.22993333333,4.28413333333,3.63186666667,8.23106666666
244.17,5.47146666667,4.978,5.29603333333,4.33666666667,6.46926666667,8.16326666666,5.9978,4.63806666667,3.9858,8.16346666668
244.55,5.3884,4.6684,5.1964,4.1376,6.3796,8.25353333334,5.58366666667,4.80913333333,3.7746,7.84726666667
244.92,3.88806666667,2.99526666667,3.88263333333,2.747,4.87060000001,7.01000000001,4.3476,3.4654,2.66253333333,6.72473333334
245.30,4.3818,3.47686666667,4.14923333333,3.18513333333,5.23253333333,7.47766666667,4.67853333333,3.97626666667,3.09593333333,7.36406666667
245.67,4.09626666666,3.16066666667,3.89633333333,3.16986666667,5.14533333333,7.31613333333,4.4642,3.783,2.8656,7.22086666666
246.05,3.7726,3.04386666667,3.70816666667,3.20206666667,5.08833333333,7.28713333333,4.27653333333,3.72266666667,2.72753333333,7.22886666666
246.42,3.38486666666,2.80926666667,3.30096666667,2.99973333333,4.8104,7.0402,3.8612,3.21326666667,2.41666666667,7.09746666667
246.79,3.48226666667,2.94266666667,3.45776666667,3.34573333334,4.79246666667,7.12906666667,3.98666666667,3.14226666667,2.52926666667,7.23773333333
247.17,3.12906666667,2.65146666667,3.05,3.01713333334,4.53566666667,6.81493333333,3.745,2.87873333333,2.2398,6.92353333333
247.54,2.76146666667,2.56193333333,2.66953333333,2.65546666667,4.12653333334,6.3706,3.4816,2.696,1.8608,6.53266666667
247.92,2.11286666667,1.85173333333,1.95046666666,2.0096,3.3666,5.57373333333,2.8294,1.876,1.10213333333,5.80433333333
