wavelength,Back_DigBarf,Belly_DigBarf,Breast_DigBarf,Crissum_DigBarf,Crown_DigBarf,DorTail_DigBarf,Rump_DigBarf,Throat_DigBarf,WingTip_DigBarf
543.81,12.1913333333,28.7648888889,21.191,18.8286666667,10.9136666667,10.407,12.3877777778,17.6764444444,10.5773333333
544.15,12.2063333333,28.8054444445,21.2383333334,18.8658888889,10.9297777778,10.4275555556,12.4028888889,17.7195555556,10.5928888889
544.49,12.2107777778,28.8285555556,21.2667777778,18.8976666667,10.948,10.4512222222,12.4114444444,17.7605555556,10.6028888889
544.84,12.2106666667,28.8402222222,21.2775555556,18.9036666667,10.967,10.4274444444,12.369,17.74,10.5738888889
545.18,12.2284444445,28.905,21.3285555555,18.9615555556,11.0073333333,10.4707777778,12.3978888889,17.8084444445,10.5715555556
545.52,12.2582222222,28.9806666667,21.3894444444,19.0588888889,11.0768888889,10.5275555556,12.4433333334,17.8621111111,10.6002222222
545.87,12.1606666667,28.9283333333,21.3941111111,19.0482222222,11.0403333333,10.495,12.3808888889,17.8361111111,10.5511111111
546.21,12.1201111111,28.8921111111,21.3592222222,19.0057777778,11.0064444444,10.4498888889,12.3293333333,17.8003333333,10.5185555556
546.55,12.1491111111,28.9395555556,21.4188888889,19.0558888889,11.0185555556,10.4817777778,12.3547777778,17.8543333334,10.5386666667
546.90,12.2384444444,29.0662222222,21.5291111111,19.17,11.0961111111,10.5763333333,12.4427777778,17.9246666667,10.6175555555
547.24,12.276,29.1124444444,21.5927777778,19.2172222222,11.1281111111,10.6025555556,12.4613333334,17.9705555556,10.654
547.58,12.3216666667,29.1862222222,21.6808888889,19.2876666667,11.1823333333,10.6508888889,12.5061111111,18.0571111111,10.7135555556
547.92,12.4168888889,29.2907777778,21.7917777778,19.3997777778,11.268,10.7422222222,12.614,18.1698888889,10.7938888889
548.27,12.4375555555,29.3324444444,21.8366666667,19.4308888889,11.2896666667,10.7521111111,12.6271111111,18.1786666667,10.8293333333
548.61,12.4456666666,29.3997777778,21.9277777778,19.4898888889,11.294,10.778,12.6765555555,18.265,10.8624444444
548.95,12.4601111111,29.4293333333,21.9838888889,19.5235555555,11.3035555556,10.8076666666,12.7058888889,18.2854444444,10.9156666667
549.29,12.5257777778,29.4908888889,22.088,19.5622222222,11.3256666667,10.8364444444,12.7236666667,18.354,10.9558888889
549.64,12.6073333333,29.5335555556,22.1437777778,19.574,11.3415555555,10.8571111111,12.7593333333,18.4134444444,10.9824444444
549.98,12.7124444444,29.6808888889,22.2584444445,19.7127777778,11.4468888889,10.9746666667,12.8846666667,18.5017777778,11.0804444444
550.32,12.718,29.6858888889,22.2375555556,19.6821111111,11.4243333333,10.9468888889,12.8436666667,18.483,11.0945555556
550.66,12.6843333334,29.6654444444,22.2248888889,19.6796666667,11.397,10.8952222222,12.841,18.4435555556,11.0702222222
551.01,12.6985555556,29.7442222222,22.2393333333,19.7152222222,11.4152222222,10.8843333333,12.8782222222,18.4681111111,11.0945555556
551.35,12.6943333333,29.7755555556,22.2408888889,19.7171111111,11.3844444445,10.8498888889,12.874,18.4408888889,11.0684444444
551.69,12.7097777778,29.8172222222,22.2671111111,19.7537777778,11.4314444445,10.8458888889,12.8795555556,18.4354444444,11.0918888889
552.03,12.817,29.9011111111,22.3431111111,19.8357777778,11.5166666667,10.9492222222,12.9817777778,18.54,11.1748888889
552.38,12.8888888889,29.9318888889,22.3333333333,19.8747777778,11.529,11.0067777778,13.0112222222,18.5731111111,11.2015555556
552.72,12.9805555556,30.0473333333,22.4485555556,19.966,11.6192222222,11.0616666667,13.0743333333,18.6686666667,11.276
553.06,12.9687777778,30.0336666667,22.4164444444,19.9536666667,11.6082222222,11.0418888889,13.0812222222,18.6425555555,11.243
553.40,13.0296666667,30.141,22.4553333333,20.0421111111,11.688,11.1361111111,13.1535555556,18.6993333333,11.3214444444
553.74,12.9923333333,30.1188888889,22.4233333333,20.0047777778,11.6686666667,11.1067777778,13.1315555555,18.6775555555,11.2737777778
554.09,12.9752222222,30.1198888889,22.4586666667,19.9966666667,11.6643333333,11.099,13.1828888889,18.6502222222,11.2542222222
554.43,13.0315555556,30.1788888889,22.4952222222,20.018,11.7047777778,11.1022222222,13.1734444444,18.7037777778,11.2837777778
554.77,13.0611111111,30.2161111111,22.5425555555,20.0516666667,11.7004444444,11.1528888889,13.2282222222,18.7483333333,11.2886666667
555.11,13.0703333333,30.2543333333,22.5652222222,20.0761111111,11.7293333333,11.1512222222,13.2671111111,18.79,11.3056666666
555.45,13.0568888889,30.2345555556,22.5097777778,20.0594444444,11.6506666667,11.1095555556,13.2143333334,18.7785555556,11.2291111111
555.80,13.0365555555,30.226,22.5211111111,20.0783333334,11.5942222222,11.0694444444,13.1954444444,18.7283333333,11.1981111111
556.14,12.9877777778,30.2295555556,22.5255555556,20.0574444444,11.5901111111,11.0465555556,13.2002222222,18.7083333333,11.2077777778
556.48,12.9737777778,30.2051111111,22.4697777778,20.0433333333,11.5177777778,11.024,13.1826666667,18.6723333333,11.1566666667
556.82,12.9898888889,30.2907777778,22.5197777778,20.1306666667,11.5525555555,11.0663333333,13.2122222222,18.7201111111,11.239
557.16,13.0294444444,30.3363333333,22.6095555556,20.1551111111,11.561,11.0634444444,13.2758888889,18.7612222222,11.2665555556
557.50,13.0385555555,30.3345555556,22.633,20.1865555556,11.5646666667,11.0873333333,13.2642222222,18.722,11.2828888889
557.85,13.1137777778,30.4522222222,22.6945555556,20.2877777778,11.6303333333,11.1736666667,13.2956666667,18.8097777778,11.341
558.19,13.0,30.3774444444,22.6292222222,20.2157777778,11.4912222222,11.0746666667,13.2262222222,18.7245555556,11.2152222222
558.53,12.977,30.3817777778,22.6181111111,20.205,11.4661111111,11.0337777778,13.18,18.6923333333,11.1994444444
558.87,12.9784444444,30.4001111111,22.6396666666,20.1915555555,11.4567777778,11.0562222222,13.1862222222,18.6763333333,11.2311111111
559.21,12.9764444444,30.4305555556,22.6798888889,20.1856666667,11.4494444445,11.0721111111,13.2055555556,18.6902222222,11.2268888889
559.55,12.8886666667,30.3966666667,22.6212222222,20.1382222222,11.4006666667,11.0071111111,13.1285555556,18.6565555555,11.1408888889
559.89,12.9231111111,30.4503333333,22.6627777778,20.1912222222,11.399,11.028,13.1116666667,18.6667777778,11.125
560.23,12.8514444444,30.4524444445,22.6397777778,20.1448888889,11.3244444445,10.9824444445,13.0613333333,18.6236666667,11.0771111111
560.58,12.8137777778,30.4217777778,22.6117777778,20.0887777778,11.2584444445,10.9146666667,13.0137777778,18.5678888889,11.0271111111
560.92,12.775,30.441,22.5955555556,20.1086666667,11.2417777778,10.9145555556,12.955,18.53,11.016
561.26,12.8044444444,30.5353333334,22.6661111111,20.1476666667,11.2653333333,10.9736666667,12.9887777778,18.6485555556,11.0514444444
561.60,12.7653333333,30.5172222222,22.6786666667,20.1667777778,11.2925555555,10.945,13.0007777778,18.6405555556,11.0238888889
561.94,12.8652222222,30.6422222222,22.8102222222,20.3108888889,11.3998888889,11.0612222222,13.1101111111,18.7412222222,11.1453333333
562.28,12.9862222222,30.7314444444,22.907,20.4152222222,11.5218888889,11.1654444444,13.1552222222,18.8401111111,11.22
562.62,12.9894444444,30.7128888889,22.9174444445,20.426,11.4705555556,11.127,13.148,18.8097777778,11.1955555556
562.96,13.0127777778,30.7613333333,22.9977777778,20.4846666667,11.4891111111,11.1498888889,13.1496666667,18.7847777778,11.2506666667
563.30,13.0023333334,30.8137777778,23.0278888889,20.4878888889,11.4788888889,11.1355555555,13.1406666666,18.7575555555,11.2568888889
563.64,13.026,30.8487777778,23.0527777778,20.523,11.508,11.1625555555,13.1624444444,18.8066666667,11.2931111111
563.99,13.0453333333,30.8678888889,23.0443333333,20.5274444445,11.5594444444,11.1952222222,13.1734444445,18.8052222222,11.31
564.33,13.0197777778,30.8896666667,23.0801111111,20.5698888889,11.5723333334,11.2014444445,13.1584444444,18.8157777778,11.2805555556
564.67,12.9341111111,30.7933333333,22.9854444444,20.4887777778,11.4707777778,11.1072222222,13.068,18.7468888889,11.1767777778
565.01,12.8626666666,30.7108888889,22.9078888889,20.4236666667,11.374,11.0076666667,13.0085555555,18.6528888889,11.1217777778
565.35,12.8283333333,30.6954444445,22.8432222222,20.3544444445,11.2933333333,10.9377777778,12.9278888889,18.6074444445,11.0723333333
565.69,12.7288888889,30.6186666667,22.7806666667,20.289,11.2312222222,10.8575555555,12.8452222222,18.526,11.0093333333
566.03,12.6375555556,30.577,22.7403333333,20.2592222222,11.1682222222,10.7918888889,12.804,18.4653333333,10.9748888889
566.37,12.6316666667,30.6086666667,22.7686666667,20.294,11.1912222222,10.818,12.7844444444,18.4668888889,10.9811111111
566.71,12.5998888889,30.6207777778,22.7155555555,20.2542222222,11.1924444444,10.7987777778,12.7748888889,18.4952222222,10.9738888889
567.05,12.6698888889,30.6757777778,22.775,20.3095555556,11.2525555555,10.8477777778,12.8293333333,18.5536666666,11.0403333333
567.39,12.6777777778,30.7143333334,22.8265555556,20.3223333333,11.2633333334,10.8655555556,12.8448888889,18.5733333333,11.0575555556
567.73,12.6746666666,30.7784444444,22.9084444444,20.3943333333,11.2673333333,10.8472222222,12.8505555556,18.6184444444,11.0607777778
568.07,12.6823333333,30.7515555556,22.8838888889,20.3436666667,11.2297777778,10.8403333333,12.8185555556,18.5977777778,11.0507777778
568.41,12.6965555556,30.8088888889,22.9494444444,20.3655555556,11.2937777778,10.8642222222,12.8765555555,18.6355555556,11.0856666667
568.75,12.7431111111,30.9236666667,23.0158888889,20.4675555556,11.3841111111,10.9278888889,12.9424444445,18.7011111111,11.1753333333
569.09,12.7671111111,31.0042222222,23.0677777778,20.5657777778,11.4237777778,11.0175555555,13.0161111111,18.73,11.2491111111
569.43,12.8245555555,31.1086666667,23.1181111111,20.6385555556,11.4661111111,11.065,13.0525555555,18.7766666667,11.2794444444
569.77,12.7511111111,31.0997777778,23.0836666667,20.5992222222,11.4105555556,11.0111111111,13.0074444444,18.7183333333,11.2033333333
570.11,12.7387777778,31.1502222222,23.1203333333,20.6232222222,11.4194444444,11.0252222222,13.0224444445,18.7455555556,11.233
570.45,12.7162222222,31.1153333333,23.144,20.6523333333,11.3734444444,11.0145555556,13.0234444444,18.7185555555,11.192
570.79,12.7343333333,31.0993333333,23.1165555556,20.6934444444,11.3867777778,11.0461111111,13.0223333333,18.7161111111,11.1651111111
571.13,12.706,31.0825555556,23.1086666667,20.6907777778,11.3786666667,11.0125555556,13.0033333333,18.6831111111,11.1386666667
571.47,12.7334444445,31.0678888889,23.1128888889,20.7033333333,11.3792222222,11.0297777778,13.0471111111,18.6818888889,11.1752222222
571.81,12.737,31.1377777778,23.1424444444,20.7794444444,11.388,11.0116666667,13.0698888889,18.6913333333,11.1988888889
572.15,12.7636666667,31.1774444444,23.1586666667,20.8061111111,11.3654444444,11.0304444444,13.0346666667,18.7088888889,11.2034444444
572.49,12.7556666667,31.1988888889,23.1625555556,20.8167777778,11.3508888889,11.0201111111,13.019,18.6916666667,11.1425555556
572.83,12.7285555556,31.1978888889,23.1986666667,20.8212222222,11.3405555556,11.0033333333,12.9904444444,18.6933333333,11.0857777778
573.17,12.7422222222,31.2414444445,23.2298888889,20.8248888889,11.389,11.0191111111,13.002,18.7356666667,11.1047777778
573.51,12.8192222222,31.3194444444,23.3143333333,20.8806666667,11.4377777778,11.0786666666,13.0513333333,18.8098888889,11.1704444444
573.85,12.8221111111,31.3356666667,23.3014444444,20.9021111111,11.471,11.0986666667,13.0786666666,18.8214444445,11.1842222222
574.19,12.849,31.4262222222,23.3734444444,20.9468888889,11.5421111111,11.1486666667,13.0923333333,18.8876666666,11.2533333333
574.53,12.8404444445,31.5052222222,23.4996666666,20.9562222222,11.5698888889,11.1541111111,13.1113333334,18.9393333333,11.287
574.87,12.8767777778,31.5612222222,23.5383333334,20.9935555556,11.6048888889,11.2024444444,13.1657777778,18.9943333333,11.3224444444
575.21,12.8252222222,31.5663333333,23.522,20.9587777778,11.5834444444,11.1876666667,13.1001111111,18.9754444444,11.283
575.55,12.8487777778,31.6336666667,23.6041111111,21.0,11.6285555556,11.2568888889,13.139,19.0392222222,11.3208888889
575.89,12.8861111111,31.6964444444,23.6951111111,21.07,11.6875555555,11.3007777778,13.2273333334,19.1015555556,11.4115555556
576.22,12.8741111111,31.7181111111,23.7504444445,21.0472222222,11.6971111111,11.2926666667,13.2473333333,19.1362222222,11.4437777778
576.56,12.8776666667,31.7434444444,23.7666666667,21.0386666667,11.6731111111,11.2584444444,13.2238888889,19.1347777778,11.4614444444
576.90,12.942,31.7863333333,23.858,21.1376666667,11.7084444444,11.3225555556,13.3002222222,19.2156666667,11.5403333333
577.24,12.9292222222,31.8102222222,23.89,21.1562222222,11.705,11.315,13.2936666667,19.2341111111,11.5494444444
577.58,12.9487777778,31.8103333333,23.9396666667,21.1811111111,11.7288888889,11.302,13.2651111111,19.2587777778,11.5323333333
577.92,13.0061111111,31.8566666667,23.9698888889,21.2398888889,11.7723333333,11.3346666667,13.3304444444,19.3056666667,11.55
578.26,13.0403333334,31.8997777778,23.9741111111,21.3467777778,11.8027777778,11.3921111111,13.366,19.3772222222,11.6021111111
578.60,13.0335555555,31.9188888889,24.0258888889,21.371,11.8468888889,11.3626666667,13.3283333333,19.3726666667,11.6162222222
578.94,13.144,32.0412222222,24.1498888889,21.5325555556,11.9222222222,11.4408888889,13.4018888889,19.5113333333,11.7408888889
579.28,13.225,32.1094444444,24.239,21.5934444445,12.0377777778,11.5106666667,13.4927777778,19.6137777778,11.8118888889
579.61,13.2187777778,32.0936666666,24.2196666667,21.61,12.0267777778,11.5226666667,13.4824444444,19.6022222222,11.7888888889
579.95,13.2727777778,32.1207777778,24.3034444444,21.7131111111,12.0882222222,11.5845555555,13.497,19.6731111111,11.8502222222
580.29,13.2922222222,32.1585555556,24.3172222222,21.7195555555,12.1245555556,11.5763333333,13.5371111111,19.7193333333,11.8482222222
580.63,13.1984444445,32.1324444444,24.2713333334,21.6806666667,12.0794444444,11.5371111111,13.4524444444,19.661,11.7444444444
580.97,13.2148888889,32.184,24.3347777778,21.7371111111,12.1375555555,11.5665555556,13.5195555556,19.7431111111,11.7911111111
581.31,13.2621111111,32.2863333333,24.4075555555,21.8355555556,12.1756666667,11.655,13.6166666667,19.8333333333,11.8664444444
581.65,13.2453333333,32.349,24.447,21.8753333333,12.1547777778,11.6677777778,13.6092222222,19.8967777778,11.891
581.98,13.1993333333,32.4066666667,24.4966666667,21.8082222222,12.1001111111,11.6004444444,13.6083333333,19.8421111111,11.8448888889
582.32,13.2777777778,32.5285555555,24.5786666667,21.9286666667,12.1298888889,11.6784444444,13.6764444444,19.9314444444,11.9287777778
582.66,13.242,32.517,24.5616666667,21.8828888889,12.16,11.6495555556,13.6872222222,19.8756666667,11.8642222222
583.00,13.1656666666,32.4421111111,24.4708888889,21.8717777778,12.0244444444,11.5714444444,13.5882222222,19.7773333333,11.773
583.34,13.1595555556,32.4946666667,24.5268888889,21.9475555556,12.0873333333,11.5467777778,13.5843333333,19.807,11.7765555555
583.68,13.2064444445,32.5477777778,24.5648888889,21.9703333333,12.1191111111,11.6011111111,13.6647777778,19.8361111111,11.8006666667
584.01,13.1922222222,32.5772222222,24.5937777778,22.0221111111,12.1474444444,11.6405555556,13.6624444444,19.8414444445,11.8656666667
584.35,13.2244444445,32.6025555555,24.64,22.0855555556,12.1565555556,11.6528888889,13.65,19.8566666667,11.9262222222
584.69,13.2647777778,32.665,24.683,22.1335555556,12.229,11.748,13.6848888889,19.9072222222,11.9441111111
585.03,13.2956666667,32.6606666666,24.7005555555,22.113,12.1954444445,11.7532222222,13.6744444444,19.9568888889,11.9008888889
585.37,13.2895555556,32.6576666667,24.7323333333,22.1371111111,12.2075555556,11.7561111111,13.6772222222,19.9318888889,11.8892222222
585.70,13.3407777778,32.667,24.7425555556,22.2276666667,12.3056666666,11.8786666667,13.6982222222,20.0293333333,11.9746666667
586.04,13.3084444445,32.6633333333,24.7545555556,22.1933333334,12.2385555556,11.8782222222,13.6536666667,19.9748888889,11.9285555556
586.38,13.2952222222,32.6996666667,24.7613333333,22.2215555556,12.2106666667,11.899,13.662,19.9806666667,11.9553333333
586.72,13.3411111111,32.7955555555,24.8493333333,22.2684444444,12.2786666667,11.9704444445,13.7101111111,20.0408888889,12.0494444444
587.06,13.4113333333,32.9098888889,24.9566666667,22.3714444444,12.3373333334,12.0865555555,13.8113333333,20.1222222222,12.1198888889
587.39,13.4026666667,32.9647777778,25.0061111111,22.4371111111,12.3367777778,12.1452222222,13.8018888889,20.1302222222,12.1614444444
587.73,13.494,33.0188888889,25.0914444445,22.5406666667,12.4104444444,12.2334444444,13.9227777778,20.223,12.2641111111
588.07,13.5867777778,33.1625555555,25.147,22.5716666667,12.4642222222,12.3305555555,14.0781111111,20.3115555556,12.3412222222
588.41,13.485,33.1361111111,25.0845555555,22.5045555555,12.3624444444,12.2511111111,14.0093333333,20.2064444445,12.3436666667
588.74,13.5075555556,33.2258888889,25.1588888889,22.6075555555,12.4144444444,12.2971111111,14.0651111111,20.2352222222,12.4165555555
589.08,13.5581111111,33.3007777778,25.2488888889,22.6531111111,12.4645555556,12.3105555556,14.124,20.2595555556,12.4631111111
589.42,13.537,33.3348888889,25.2663333333,22.6641111111,12.4375555556,12.3157777778,14.1445555556,20.2246666667,12.4247777778
589.76,13.4867777778,33.328,25.2151111111,22.652,12.4312222222,12.2766666667,14.1586666667,20.2394444445,12.401
590.09,13.5372222222,33.4034444444,25.3558888889,22.7477777778,12.5106666667,12.3698888889,14.2194444444,20.3527777778,12.4596666667
590.43,13.5587777778,33.4486666667,25.4283333333,22.8148888889,12.5644444444,12.4651111111,14.285,20.4053333333,12.4987777778
590.77,13.5214444444,33.4525555556,25.3903333333,22.7615555556,12.5273333333,12.4135555556,14.2507777778,20.3844444445,12.4911111111
591.11,13.5191111111,33.4663333333,25.3838888889,22.8116666667,12.5515555556,12.3915555555,14.2261111111,20.4238888889,12.4743333333
591.44,13.5284444444,33.5164444444,25.4427777778,22.8345555556,12.5855555556,12.3947777778,14.267,20.4187777778,12.4435555556
591.78,13.4973333333,33.4943333333,25.4988888889,22.8374444444,12.5912222222,12.3866666667,14.2517777778,20.4084444444,12.452
592.12,13.5704444444,33.534,25.5766666667,22.8778888889,12.6433333333,12.396,14.3054444444,20.4504444444,12.4698888889
592.46,13.4697777778,33.4498888889,25.5067777778,22.8031111111,12.5727777778,12.3161111111,14.2345555556,20.3543333333,12.403
592.79,13.3822222222,33.3494444445,25.3934444445,22.7366666667,12.5036666667,12.2621111111,14.1406666667,20.2544444445,12.3247777778
593.13,13.4052222222,33.3485555556,25.4133333333,22.7688888889,12.5134444445,12.2421111111,14.1273333333,20.2931111111,12.3364444445
593.47,13.4375555556,33.3493333333,25.4588888889,22.8202222222,12.5343333333,12.3077777778,14.1838888889,20.305,12.3667777778
593.80,13.4438888889,33.323,25.3632222222,22.7758888889,12.5104444444,12.2537777778,14.129,20.2252222222,12.3535555556
594.14,13.4668888889,33.3816666667,25.3514444445,22.7763333333,12.5301111111,12.2572222222,14.135,20.2737777778,12.3488888889
594.48,13.4076666667,33.3532222222,25.2547777778,22.722,12.4625555556,12.2141111111,14.0895555556,20.1932222222,12.2362222222
594.81,13.4712222222,33.4205555555,25.2958888889,22.7177777778,12.5087777778,12.2594444445,14.1602222222,20.1732222222,12.2812222222
595.15,13.403,33.4126666667,25.2252222222,22.675,12.4236666667,12.2234444445,14.0862222222,20.1318888889,12.2387777778
595.49,13.4735555556,33.4547777778,25.2592222222,22.7405555556,12.4641111111,12.2622222222,14.1291111111,20.1511111111,12.2848888889
595.82,13.5235555556,33.4624444444,25.3012222222,22.7726666667,12.4936666667,12.3223333333,14.1464444445,20.1591111111,12.2911111111
596.16,13.5776666667,33.5501111111,25.3703333333,22.8386666667,12.559,12.3577777778,14.1834444444,20.204,12.3328888889
596.50,13.6058888889,33.5956666667,25.4305555556,22.8516666667,12.5605555555,12.4115555556,14.2137777778,20.2495555556,12.3747777778
596.83,13.5861111111,33.607,25.3965555555,22.8062222222,12.5435555555,12.3544444444,14.208,20.194,12.363
597.17,13.6502222222,33.6634444444,25.4323333333,22.8278888889,12.5622222222,12.3745555556,14.1934444445,20.2462222222,12.3874444444
597.51,13.601,33.6683333333,25.4406666667,22.8254444444,12.5205555556,12.3492222222,14.1635555556,20.2492222222,12.3388888889
597.84,13.5452222222,33.6097777778,25.3587777778,22.7633333333,12.4413333333,12.2488888889,14.0933333333,20.151,12.2971111111
598.18,13.6475555556,33.7204444444,25.5024444444,22.859,12.539,12.3476666667,14.1402222222,20.2253333333,12.4236666667
598.52,13.5711111111,33.7136666667,25.4773333333,22.8196666667,12.4345555556,12.2433333333,14.0686666667,20.1691111111,12.3504444445
598.85,13.6677777778,33.7481111111,25.5416666667,22.8931111111,12.4657777778,12.3453333334,14.1008888889,20.2631111111,12.3777777778
599.19,13.5695555556,33.6878888889,25.4473333333,22.8278888889,12.3832222222,12.2487777778,14.0042222222,20.2145555555,12.2503333333
599.53,13.5908888889,33.8001111111,25.4651111111,22.8867777778,12.377,12.2573333333,14.0306666667,20.2963333333,12.289
599.86,13.5925555555,33.7822222222,25.4302222222,22.8446666667,12.3204444444,12.2367777778,14.0164444444,20.2526666667,12.2658888889
600.20,13.568,33.7956666667,25.3567777778,22.8054444445,12.2917777778,12.1432222222,13.9573333334,20.2104444444,12.1942222222
600.53,13.6175555555,33.8832222222,25.4772222222,22.8857777778,12.2754444444,12.207,13.9894444444,20.2807777778,12.207
600.87,13.4971111111,33.8591111111,25.4545555556,22.8721111111,12.1967777778,12.1171111111,13.9581111111,20.1946666666,12.132
601.21,13.4665555555,33.906,25.4694444445,22.822,12.1718888889,12.0626666667,13.9444444445,20.1493333334,12.1055555555
601.54,13.5275555556,33.9408888889,25.5776666667,22.8978888889,12.2105555556,12.1172222222,14.0515555556,20.2261111111,12.143
601.88,13.5378888889,33.9297777778,25.5766666667,22.9034444444,12.2267777778,12.107,14.0846666667,20.2342222222,12.1483333333
602.21,13.5421111111,33.9024444444,25.5651111111,22.9182222222,12.2237777778,12.1167777778,14.1041111111,20.2507777778,12.1777777778
602.55,13.46,33.9117777778,25.5452222222,22.8835555556,12.21,12.0023333333,14.0662222222,20.1645555555,12.1591111111
602.88,13.4537777778,33.9532222222,25.5423333333,22.8461111111,12.1555555555,11.9787777778,14.0438888889,20.1286666667,12.1658888889
603.22,13.3962222222,33.9183333333,25.4945555556,22.8076666667,12.0941111111,11.9087777778,13.964,20.0406666667,12.0704444444
603.56,13.3547777778,33.9241111111,25.4954444445,22.7922222222,12.0615555556,11.8622222222,13.9084444444,20.0362222222,12.0406666667
603.89,13.3187777778,33.9116666667,25.4733333334,22.8043333333,12.0231111111,11.8374444444,13.888,20.0067777778,12.0326666667
604.23,13.2771111111,33.8797777778,25.4234444444,22.7592222222,12.0067777778,11.8173333333,13.8382222222,19.9828888889,12.0276666667
604.56,13.2853333333,33.8891111111,25.4325555555,22.736,12.0171111111,11.8304444444,13.8207777778,19.9887777778,12.0113333333
604.90,13.3203333333,33.9031111111,25.4382222222,22.7963333333,12.0368888889,11.8674444444,13.8597777778,19.9756666667,12.0272222222
605.23,13.2995555556,33.9028888889,25.4176666666,22.7426666667,11.9706666667,11.8138888889,13.7612222222,19.9075555555,11.9777777778
605.57,13.1948888889,33.8651111111,25.3432222222,22.7001111111,11.8444444444,11.6838888889,13.6383333333,19.8566666667,11.8553333333
605.90,13.1951111111,33.8634444444,25.361,22.7236666667,11.8134444444,11.6915555556,13.5924444445,19.8544444445,11.8378888889
606.24,13.149,33.8191111111,25.3326666667,22.6498888889,11.7177777778,11.644,13.504,19.7973333333,11.7641111111
606.58,13.1215555555,33.7991111111,25.3216666667,22.6564444445,11.73,11.6303333333,13.4778888889,19.7972222222,11.72
606.91,13.1284444444,33.8364444445,25.3502222222,22.679,11.7285555556,11.6717777778,13.5185555556,19.8425555555,11.7292222222
607.25,13.1277777778,33.8017777778,25.3346666667,22.6805555555,11.7322222222,11.669,13.4924444445,19.8244444444,11.7115555556
607.58,13.1633333333,33.8217777778,25.3924444445,22.7381111111,11.7652222222,11.7048888889,13.5255555556,19.855,11.7198888889
607.92,13.1277777778,33.7508888889,25.3562222222,22.7068888889,11.7093333333,11.6365555556,13.5051111111,19.7948888889,11.6676666667
608.25,13.132,33.791,25.3714444444,22.7367777778,11.7162222222,11.6391111111,13.5161111111,19.8298888889,11.6987777778
608.59,13.1175555555,33.8,25.3876666667,22.6924444444,11.6638888889,11.6366666667,13.4778888889,19.8538888889,11.6738888889
608.92,13.0608888889,33.7935555556,25.3942222222,22.7174444445,11.6553333334,11.5915555556,13.4255555555,19.8636666667,11.6348888889
609.26,13.1303333333,33.7844444444,25.443,22.7441111111,11.6454444444,11.6218888889,13.4437777778,19.91,11.6308888889
609.59,13.0691111111,33.7851111111,25.4423333333,22.6725555555,11.5746666667,11.527,13.3631111111,19.8991111111,11.5571111111
609.93,13.0615555556,33.7597777778,25.4525555556,22.6798888889,11.5646666667,11.5333333333,13.3374444445,19.9518888889,11.5442222222
610.26,13.144,33.7894444444,25.5455555556,22.7564444444,11.5764444444,11.5604444445,13.3611111111,20.0228888889,11.6105555556
610.60,13.1683333333,33.749,25.5567777778,22.755,11.5938888889,11.5386666667,13.3223333333,20.0457777778,11.6285555555
610.93,13.2046666667,33.7714444444,25.6362222222,22.7873333333,11.6263333333,11.5901111111,13.366,20.0922222222,11.6777777778
611.27,13.2497777778,33.8375555556,25.7057777778,22.8392222222,11.6237777778,11.5878888889,13.3651111111,20.1894444445,11.7204444445
611.60,13.2505555555,33.8541111111,25.7693333333,22.8658888889,11.6302222222,11.5797777778,13.3508888889,20.2895555556,11.7418888889
611.93,13.2966666667,33.8715555555,25.867,22.9077777778,11.6755555555,11.6047777778,13.3771111111,20.3408888889,11.7958888889
612.27,13.2435555556,33.8043333333,25.8932222222,22.9496666667,11.665,11.5323333334,13.3458888889,20.3427777778,11.7871111111
612.60,13.2025555555,33.7144444445,25.8373333333,22.9102222222,11.6528888889,11.5164444444,13.3287777778,20.2915555556,11.7686666667
612.94,13.2138888889,33.758,25.899,22.9756666667,11.7175555556,11.5896666667,13.3647777778,20.3388888889,11.8533333333
613.27,13.2206666667,33.7547777778,25.8915555556,22.9725555556,11.7261111111,11.6175555556,13.4043333334,20.3438888889,11.8694444444
613.61,13.2454444444,33.8217777778,25.9824444445,23.0623333333,11.8012222222,11.6113333333,13.4932222222,20.3557777778,11.9613333333
613.94,13.1047777778,33.6591111111,25.9041111111,22.9414444444,11.7267777778,11.5633333333,13.3863333333,20.223,11.8772222222
614.28,12.9557777778,33.5356666667,25.8408888889,22.8923333333,11.5801111111,11.4396666666,13.2816666667,20.1201111111,11.7608888889
614.61,12.9388888889,33.5311111111,25.8644444445,22.9352222222,11.5476666667,11.4945555556,13.2844444444,20.1397777778,11.7455555556
614.94,12.8947777778,33.5154444444,25.8838888889,22.8881111111,11.5481111111,11.4755555556,13.305,20.1104444444,11.7263333334
615.28,12.9188888889,33.5616666667,25.9288888889,22.9823333333,11.6091111111,11.5391111111,13.304,20.1293333333,11.7531111111
615.61,12.8682222222,33.5134444444,25.8732222222,22.982,11.5578888889,11.4702222222,13.2698888889,20.0674444444,11.6543333333
615.95,12.966,33.5952222222,25.9116666667,23.0211111111,11.627,11.5211111111,13.3386666667,20.1034444445,11.7241111111
616.28,13.1536666667,33.8308888889,26.1207777778,23.2266666667,11.8127777778,11.6913333333,13.5207777778,20.3754444444,11.9661111111
616.61,13.1115555556,33.8201111111,26.122,23.2191111111,11.7917777778,11.6857777778,13.5087777778,20.3192222222,11.998
