wavelength,Back_HemGuif,Belly_HemGuif,Breast_HemGuif,Crissum_HemGuif,Crown_HemGuif,DorTail_HemGuif,Patch10_HemGuif,Patch11_HemGuif,Rump_HemGuif,Throat_HemGuif,WingTip_HemGuif
573.17,15.9667333334,49.3415666667,43.5963333333,36.2562666667,16.0077333333,15.2948333333,25.9578666667,33.6598666667,21.2437333333,43.0613333333,15.2690666667
573.51,15.9543333333,49.3084,43.5856,36.2160666667,15.9992,15.291,25.9369333333,33.6065333333,21.2140666666,43.0181333333,15.2424666667
573.85,15.9730666667,49.3265333333,43.5967333333,36.2524,16.0031333333,15.2852,25.9824666667,33.624,21.2724,43.0644,15.2548
574.19,15.9881333334,49.3287333333,43.5801333333,36.2582,16.0203333334,15.2906666667,25.9878,33.6466666667,21.2482666667,43.0614666667,15.253
574.53,15.964,49.3480333334,43.5706666667,36.285,16.0264,15.2851333333,25.9924,33.6394666667,21.2324666667,43.0809333333,15.2434
574.87,15.9878666666,49.4535666667,43.6542,36.3493333333,16.0666,15.3123666667,26.0250666667,33.6644,21.2403333334,43.1469333333,15.2756
575.21,16.0162666667,49.6090333333,43.7445333333,36.4482,16.1058,15.3394333333,26.1068666667,33.7139333334,21.287,43.2432666667,15.3139333333
575.55,15.9714666667,49.5797333333,43.7074666667,36.4090666667,16.0732666667,15.2922333333,26.0603333333,33.6516666667,21.2504,43.2165333333,15.2614
575.89,15.9797333333,49.6021333333,43.7147333333,36.3927333333,16.0518,15.2890666667,26.0840666667,33.6604,21.2540666667,43.2508666667,15.2754666666
576.22,15.9660666667,49.5748,43.7004,36.3528,16.0614666667,15.2988,26.0741333333,33.6164,21.2335333333,43.2441333333,15.2650666667
576.56,15.9701333334,49.5838333333,43.7090666667,36.3772666667,16.0842,15.3567333333,26.1005333333,33.6260666667,21.2558,43.2440666667,15.2810666667
576.90,16.0034666667,49.6282333333,43.7554,36.4062666667,16.1406666667,15.3998333333,26.1597333333,33.6482,21.2972,43.274,15.3264666667
577.24,15.9998666666,49.6997333333,43.83,36.4706,16.1454666667,15.413,26.1766,33.6713333333,21.2997333333,43.3248,15.36
577.58,15.9925333333,49.7231666666,43.8662666667,36.4886666667,16.1754666667,15.4410333333,26.1842,33.7040666667,21.2920666667,43.3436666667,15.3738
577.92,16.0435333333,49.7918,43.9671333333,36.5688,16.2194666667,15.4961,26.2619333333,33.7498666667,21.3675333333,43.4131333333,15.4553333333
578.26,16.0916666666,49.9162,44.0607333333,36.6528,16.2453333333,15.5334,26.3300666667,33.8086,21.4488,43.505,15.521
578.60,16.0676,49.8522,44.0105333333,36.6336666667,16.2069333333,15.5117333333,26.3041333333,33.7894666667,21.4354666667,43.5006666667,15.4996
578.94,16.0723333333,49.8368333333,43.9921333333,36.6059333333,16.2216666667,15.5453,26.3263333333,33.7865333333,21.4197333333,43.514,15.5155333333
579.28,16.1179333333,49.8063333333,44.0162666667,36.6313333333,16.2669333333,15.5992666667,26.3814,33.7837333333,21.449,43.4726666667,15.5566666667
579.61,16.1155333333,49.8006,44.0404,36.6571333333,16.2796666666,15.6169666667,26.425,33.7503333333,21.4612666667,43.4358666667,15.5725333333
579.95,16.1418,49.8315,44.0487333333,36.6938666667,16.3064,15.6384666667,26.47,33.7699333333,21.4808,43.4676666667,15.6116
580.29,16.1898,49.8531,44.079,36.7144666667,16.3658,15.6160333333,26.5276,33.7780666667,21.5250666667,43.4788666667,15.6396666667
580.63,16.1737333333,49.7762333333,44.0178,36.6938,16.3298666666,15.6188333333,26.5025333333,33.7278,21.4674,43.4304,15.6279333333
580.97,16.2281333333,49.8109666667,44.0357333333,36.7308,16.3624,15.6456666667,26.5612666667,33.7414,21.5271333333,43.4627333334,15.6691333333
581.31,16.3083333333,49.8353333333,44.0754666667,36.7896666667,16.4298666667,15.7413666667,26.6633333333,33.769,21.5770666667,43.4932666667,15.7339333333
581.65,16.2920666667,49.8071666667,44.0416666667,36.7876,16.4843333333,15.7385666667,26.6748,33.7662666667,21.5858,43.4816666667,15.7540666667
581.98,16.2758666667,49.7414666667,44.0087333333,36.7590666667,16.4707333333,15.7309,26.6591333333,33.7255333333,21.5419333333,43.4557333333,15.7424
582.32,16.3342666667,49.7719666667,44.0308,36.7868,16.5153333333,15.7857,26.6898,33.7362666667,21.5597333333,43.4263333333,15.7620666667
582.66,16.3369333334,49.7515,44.0248,36.8168666667,16.4876666667,15.7735,26.6924666667,33.7013333333,21.5709333333,43.389,15.7652
583.00,16.2998666667,49.8146,44.0508666667,36.8632666667,16.4652666667,15.7238333333,26.6850666667,33.7074,21.5266,43.4637333333,15.7259333334
583.34,16.2450666667,49.7088,43.947,36.8234666667,16.4106,15.6801,26.6133333333,33.6892,21.4632,43.3938666667,15.6898
583.68,16.2840666667,49.6789,44.0008,36.8914,16.4410666667,15.7432333333,26.6398666666,33.6993333333,21.499,43.3858,15.7186666667
584.01,16.277,49.6903,43.9670666667,36.891,16.4298,15.8045666667,26.6498,33.727,21.4992,43.3990666666,15.7082666667
584.35,16.2935333333,49.7676666667,44.0284,36.9740666667,16.4753333334,15.8255,26.6955333333,33.8144,21.5496666667,43.4783333333,15.7322
584.69,16.2673333333,49.7033333333,43.9903333333,36.9020666667,16.4675333334,15.8292666667,26.6794,33.7908666667,21.54,43.4325333333,15.7402666667
585.03,16.2106666667,49.6955333333,43.9561333333,36.8518,16.4215333333,15.7763,26.6120666667,33.76,21.5070666667,43.3890666667,15.6992
585.37,16.2294,49.7916,43.9871333333,36.8684,16.3828666667,15.7856333333,26.6334,33.756,21.4848666667,43.4205333333,15.6624
585.70,16.2494666667,49.7805,43.9957333333,36.8782,16.3828666667,15.7936333333,26.6286,33.7628,21.4778,43.4234666667,15.6526
586.04,16.1593333333,49.6816333333,43.9326,36.7977333333,16.311,15.7403666667,26.5688,33.6837333333,21.4658,43.3602666667,15.6081333333
586.38,16.1344,49.6340333333,43.8502666667,36.756,16.3284,15.7270666667,26.5057333333,33.6640666667,21.4317333333,43.3262,15.6046666667
586.72,16.242,49.6783,43.8284666667,36.7739333333,16.4198,15.8340666667,26.5671333333,33.7062666667,21.5646,43.3079333333,15.7139333333
587.06,16.201,49.7414333333,43.8544,36.7412666667,16.4120666667,15.8095666667,26.5713333333,33.6625333333,21.5352,43.3202666667,15.6758666667
587.39,16.234,49.8642666667,43.9092,36.8034666667,16.4685333333,15.8485333333,26.6049333333,33.7548666667,21.6036,43.4197333333,15.7366666667
587.73,16.2893333333,49.9206,43.9619333333,36.8383333333,16.5123333333,15.8763333333,26.6416,33.8024666667,21.6554,43.4668,15.8243333334
588.07,16.2633333333,49.9237333333,43.9488,36.7666666667,16.4558666667,15.8609333333,26.6326,33.75,21.6375333333,43.4330666667,15.785
588.41,16.3065333334,50.0327,44.0333333333,36.8569333333,16.4807333333,15.9098666667,26.6579333333,33.797,21.6471333333,43.4932,15.7993333333
588.74,16.3568,50.086,44.0912,36.9172666667,16.4862,15.9451333333,26.7087333333,33.8165333333,21.6866,43.5481333333,15.8244
589.08,16.4754,50.1426333333,44.188,36.9827333333,16.61,16.0332,26.8020666667,33.9384666667,21.7896666667,43.6212,15.9484
589.42,16.4663333333,50.2037333333,44.2046666667,37.0192,16.6471333333,16.0342666667,26.8401333333,33.954,21.8134666667,43.6487333333,15.9734666667
589.76,16.5206,50.2906333333,44.2903333333,37.1094666667,16.7345333333,16.1031666667,26.9153333333,34.0551333333,21.8454666667,43.7594666667,16.0370666667
590.09,16.5831333333,50.3198666667,44.3897333333,37.1561333333,16.7448,16.1751666667,27.0136,34.1097333333,21.8896666667,43.8166,16.0700666667
590.43,16.509,50.3020666667,44.3999333333,37.1052666667,16.6515333333,16.1219666667,26.9648666667,34.0904666667,21.8006666667,43.8165333333,15.9888
590.77,16.5872,50.3251333333,44.4534,37.1543333333,16.6874,16.1961333333,27.0188666667,34.1227333333,21.8623333333,43.8522,16.0624666667
591.11,16.5625333333,50.3188,44.4651333333,37.1777333334,16.6302,16.1322333333,27.0449333333,34.079,21.8229333333,43.848,16.0176
591.44,16.5366666667,50.3514666667,44.5219333333,37.2288,16.6041333333,16.1629,27.0488666667,34.1156666667,21.8111333334,43.8857333333,15.9854666667
591.78,16.5113333333,50.3043666667,44.5104,37.2510666667,16.5906666667,16.1619666667,27.0458,34.0853333333,21.7846,43.8580666667,15.998
592.12,16.4546,50.3110666667,44.5076,37.2311333334,16.5547333333,16.1076666667,27.055,34.0834666667,21.7435333333,43.8768666667,15.9653333333
592.46,16.4807333333,50.3244,44.5552,37.2584666667,16.5928666667,16.1378666667,27.0510666667,34.1538,21.7646666667,43.9256,15.9933333333
592.79,16.3738666667,50.2007,44.4397333333,37.1541333333,16.4676,16.0481,26.9422,34.0387333333,21.666,43.8350666667,15.8817333333
593.13,16.4138,50.1913,44.4676666667,37.1340666667,16.4670666667,16.0955333333,26.9499333333,34.0688666667,21.6837333333,43.8267333333,15.9093333333
593.47,16.5496,50.3171333333,44.5759333333,37.2099333333,16.5631333333,16.1835,27.0313333333,34.1873333333,21.7956,43.9226666667,16.0131333333
593.80,16.5077333333,50.3513333333,44.5488666667,37.1471333333,16.5661333333,16.1441333333,27.0032666667,34.1490666666,21.7836,43.8704666667,16.0106666667
594.14,16.5168666666,50.2675,44.5097333333,37.1158,16.5686666667,16.1381666667,27.0194666667,34.1213333333,21.7875333333,43.8358,16.0474
594.48,16.5212,50.1763,44.4562,37.0838,16.5757333333,16.1441333333,27.0086,34.1053333333,21.791,43.7916666667,16.0258
594.81,16.514,50.1282333334,44.4034666667,36.9972666667,16.5990666667,16.189,27.0,34.0794666667,21.7917333333,43.7411333333,16.0586666667
595.15,16.5255333333,50.0794,44.3535333333,36.9089333333,16.6168,16.1715333333,26.9806666667,34.0328666667,21.7804666667,43.711,16.0724666667
595.49,16.6112666667,50.0889333333,44.3944666667,36.9057333333,16.6690666667,16.2249333333,26.9975333333,34.0580666666,21.8742,43.7239333333,16.155
595.82,16.6929333333,50.1116,44.4171333333,36.9502,16.7420666667,16.3129666667,27.0607333334,34.1022666667,21.9621333333,43.7556,16.2248666667
596.16,16.6541333333,50.0741666667,44.3204,36.9010666667,16.7227333333,16.3068333333,27.0629333333,34.0254666667,21.9231333333,43.7334,16.2342
596.50,16.6391333333,50.0787666667,44.3061333333,36.9054,16.7196666667,16.3072333333,27.0524,33.9934,21.9169333333,43.7237333333,16.2286666667
596.83,16.639,50.105,44.3087333333,36.9372666667,16.7064666667,16.3133,27.0567333333,33.9738,21.9287333333,43.7402666666,16.2514
597.17,16.5852666667,50.0979333333,44.2844,36.9274,16.6738,16.3107,27.0680666667,33.9328666667,21.9096,43.7187333333,16.2433333333
597.51,16.6334666667,50.1088,44.3264666667,36.9887333333,16.6955333333,16.3492666667,27.1126,33.9667333333,21.9324666666,43.7899333333,16.2761333333
597.84,16.6576,50.2694,44.4493333334,37.0917333333,16.7476,16.4075,27.1515333333,34.0477333333,21.9768,43.8854,16.3063333333
598.18,16.6815333333,50.4091666667,44.5278666667,37.174,16.7718,16.4559666667,27.2024,34.114,22.0074,43.9526,16.3558
598.52,16.7174666667,50.4804,44.6124666667,37.2458666667,16.819,16.4927333333,27.2364,34.161,22.0673333333,44.0383333333,16.3868666667
598.85,16.6904,50.5021666667,44.5752,37.2612,16.7863333333,16.4681333333,27.2274,34.1156666667,22.0488,43.9941333333,16.3696666667
599.19,16.6981333333,50.6469,44.6628666667,37.3666666667,16.8548666667,16.5116,27.3203333333,34.1824,22.0593333333,44.1203333333,16.3853333333
599.53,16.7062,50.6596,44.6738666667,37.3931333333,16.8548666667,16.5042,27.3204666667,34.1992,22.0436666667,44.1281333333,16.3777333333
599.86,16.6806,50.7283666667,44.7608666667,37.426,16.8200666667,16.4656,27.3306,34.2225333333,22.0362666667,44.1236666667,16.3108
600.20,16.687,50.7341666667,44.7562666667,37.4372,16.8336,16.4861333333,27.3438,34.2288666667,22.0544,44.1155333333,16.3274
600.53,16.6492666667,50.6917333333,44.7508666667,37.4056,16.8236,16.4665666667,27.3163333333,34.1899333333,22.0376,44.0757333333,16.2976
600.87,16.6716666667,50.6403666667,44.6988666667,37.3774666667,16.8342,16.4608666667,27.2796666667,34.1522,22.0295333333,44.0702,16.301
601.21,16.5839333333,50.6171,44.6019333333,37.329,16.7894,16.3966666667,27.2012,34.0742,22.0033333333,44.0094666667,16.2654666667
601.54,16.565,50.5321666667,44.5321333333,37.2872,16.7432,16.3707333333,27.1988,34.047,21.9589333333,43.9570666667,16.2548
601.88,16.5677333333,50.4901333333,44.501,37.2298666667,16.746,16.3621,27.1937333333,33.9904666667,21.9596666667,43.9076666667,16.2647333334
602.21,16.5530666667,50.5188,44.5240666667,37.236,16.7128,16.3746333333,27.1937333333,34.0282,21.9411333333,43.9106,16.2704666667
602.55,16.5696666667,50.4987666667,44.527,37.2352,16.725,16.4156,27.2136666667,34.0764,21.9830666667,43.9233333333,16.2978666667
602.88,16.6292666667,50.5646333333,44.5856666667,37.2758,16.7630666667,16.4508333333,27.2802,34.1646666667,22.0374,43.946,16.3465333333
603.22,16.5854,50.4765,44.5257333333,37.1916666667,16.7365333333,16.4207,27.2309333333,34.0991333333,22.0195333333,43.8562666667,16.3284666667
603.56,16.6553333333,50.4567,44.5406,37.2082666667,16.814,16.5098666667,27.2456,34.1205333333,22.0958666667,43.8739333333,16.4144666667
603.89,16.6944,50.4763666667,44.5682,37.21,16.8286,16.5444666667,27.2903333333,34.1512666667,22.1318666667,43.8890666667,16.4422666667
604.23,16.72,50.4839333333,44.5233333333,37.1776666667,16.8353333333,16.5578333333,27.2921333334,34.1344,22.1165333333,43.8977333333,16.4315333334
604.56,16.7086,50.4979666667,44.5312,37.1828,16.8164666667,16.5667,27.3077333333,34.1492666667,22.1052,43.8742666667,16.4143333333
604.90,16.7209333333,50.4619333333,44.5587333333,37.1734,16.825,16.5670333333,27.3173333333,34.1822,22.0898,43.8586,16.4146
605.23,16.7722666667,50.5084,44.6304,37.2064666667,16.9009333333,16.6305333333,27.3502666667,34.2268,22.1485333333,43.9197333333,16.4776666667
605.57,16.8022,50.5081,44.6748666667,37.2688,16.9372,16.6598666667,27.3822,34.2709333333,22.1924,43.9622666667,16.5118
605.90,16.8217333334,50.514,44.6783333333,37.2658,16.9574,16.679,27.4154,34.2548,22.2062,43.9532666667,16.5104666667
606.24,16.8553333333,50.5546,44.7083333333,37.3152,16.9942,16.7054333333,27.4430666667,34.2722,22.2285333333,43.9998666667,16.5352
606.58,16.7702666667,50.4182666667,44.6166,37.2372,16.9183333333,16.6515666667,27.3722,34.1938,22.1816,43.9161333333,16.4778666667
606.91,16.8186666667,50.4326,44.6368666667,37.2758,16.943,16.7284333334,27.4244666667,34.223,22.2082,43.9672666667,16.5329333333
607.25,16.8143333333,50.4636666667,44.6712,37.3125333333,16.9156666667,16.6930333333,27.4528666666,34.2272666667,22.1907333333,44.0127333333,16.5151333333
607.58,16.8126,50.5549666667,44.7498666667,37.3697333334,16.9524,16.7332666667,27.4985333333,34.2784,22.2008,44.05,16.5856666667
607.92,16.8514,50.6292,44.847,37.4508,16.9985333333,16.7573333333,27.5878,34.3745333333,22.2635333333,44.1434666667,16.6582
608.25,16.8946,50.6056,44.849,37.4786,17.0248666666,16.7900666667,27.6415333333,34.3564,22.3025333334,44.1583333333,16.7198
608.59,16.9408666667,50.5891,44.8172666667,37.5192666667,17.0192,16.8503666667,27.6825333333,34.2963333333,22.3211333333,44.1324,16.757
608.92,16.864,50.4637666667,44.6741333333,37.4354,16.9428666666,16.7698,27.6207333333,34.1709333333,22.239,44.0142666667,16.6806
609.26,16.8393333333,50.4380333333,44.6286,37.4360666667,16.9239333333,16.7670666667,27.6408,34.1474666667,22.1970666667,43.9927333333,16.6774
609.59,16.7893333333,50.3004333333,44.5197333333,37.3755333334,16.8584,16.7053,27.6052666667,34.0516,22.1289333334,43.9277333333,16.6396
609.93,16.7498,50.2605333333,44.5075333333,37.3884,16.8508,16.6891333333,27.5917333333,34.0254666667,22.1049333333,43.9101333333,16.625
610.26,16.6855333333,50.1538333333,44.3928666667,37.3041333333,16.7822,16.6326666667,27.4954,33.8907333333,22.0164,43.8022666667,16.5478
610.60,16.7003333333,50.2103333333,44.4198666667,37.3556,16.8144666666,16.6378666667,27.5292666667,33.9075333333,22.0275333333,43.8323333333,16.5572
610.93,16.7254666667,50.2580666667,44.4168,37.3881333333,16.8623333333,16.6687,27.5806,33.9493333333,22.0491333333,43.8346666667,16.618
611.27,16.7588666667,50.1727,44.3638,37.4134,16.883,16.6973333333,27.5815333333,33.8744666667,22.0416666666,43.7648,16.6086666667
611.60,16.7614,50.1585333333,44.3591333333,37.4338666667,16.8841333333,16.7436,27.5618,33.8749333333,22.0344,43.7236,16.6406666667
611.93,16.7497333333,50.1981,44.4010666667,37.4647333333,16.8886666667,16.7400666667,27.5468666667,33.9068666667,22.0207333333,43.7306666667,16.6508
612.27,16.7544,50.2793,44.4626666667,37.4538666667,16.9518666667,16.7672666667,27.5588666667,33.954,22.0606666667,43.7983333333,16.6396666667
612.60,16.7972666667,50.3025666667,44.506,37.5222666667,16.9564,16.7983,27.5854,33.9506,22.1115333334,43.8416666667,16.655
612.94,16.8552,50.3571666667,44.5315333333,37.5466,17.0095333333,16.8592333333,27.5746666667,33.9695333333,22.1544666667,43.8679333333,16.6990666667
613.27,16.9984,50.5652666667,44.6649333333,37.7228666667,17.1574,16.9775,27.6673333333,34.1069333333,22.3040666667,44.0253333333,16.8403333333
613.61,17.0504,50.5987333333,44.7156666667,37.7238,17.2185333333,17.062,27.7418,34.1286,22.3535333333,44.0114666667,16.9200666667
613.94,17.2650666667,50.7510333333,44.8880666667,37.9168666667,17.4198666667,17.2719,27.9121333333,34.3007333333,22.5516,44.2168,17.1332
614.28,17.2489333334,50.7249333333,44.857,37.8903333333,17.4174666667,17.2713333333,27.8949333333,34.2860666667,22.5561333333,44.1984,17.1528666667
614.61,17.2264,50.6889,44.8517333333,37.8576,17.388,17.2850666667,27.8431333333,34.2250666667,22.5386666667,44.1961333333,17.1326666667
614.94,17.1485333333,50.6519333333,44.8313333333,37.7801333333,17.3308666667,17.2354666667,27.8032666667,34.2216666666,22.5247333333,44.2532666667,17.0789333333
615.28,17.2016,50.6887333333,44.9008,37.8332,17.4056,17.2913666667,27.8606666667,34.2508,22.586,44.2932,17.0592666667
615.61,17.2406666667,50.7972,44.9241333334,37.8846666667,17.4691333333,17.3302666667,27.9126,34.2516666667,22.6202,44.3376666667,17.0554666667
615.95,17.2281333333,50.8094,44.9414,37.889,17.4372,17.3136,27.9324666667,34.2979333333,22.6154,44.3037333333,17.0857333333
616.28,17.2711333333,50.9513666667,45.0246,37.9334,17.5144,17.3951333333,28.0389333333,34.4282666667,22.6322,44.4114,17.175
616.61,17.1936666667,50.9756666667,45.0266666666,37.8952666667,17.4638,17.3208666667,28.0374,34.4382,22.6323333333,44.4711333333,17.1395333333
616.95,17.1841333333,51.0242,45.102,37.907,17.4508,17.3769333333,28.1019333333,34.4688666667,22.6454,44.504,17.1683333333
617.28,17.1879333333,51.0536666667,45.1348,37.9288,17.4226,17.3537666666,28.094,34.4522666667,22.6148,44.5538666667,17.1472
617.62,17.0426666667,51.0094333333,45.0279333333,37.823,17.2799333333,17.2251666667,28.0134666667,34.3529333333,22.5003333333,44.4229333333,17.047
617.95,17.0080666667,51.0473,45.0644666667,37.8003333333,17.2126,17.1705666667,27.9742,34.3165333333,22.4411333333,44.3718,17.0017333333
618.28,16.9394,50.9776666667,44.9972666667,37.7414,17.163,17.1104666667,27.8982666667,34.2625333333,22.363,44.293,16.9475333333
618.62,17.0368,51.0365333333,45.0677333333,37.8058,17.2527333333,17.1929666667,27.9824666667,34.3500666667,22.4423333333,44.3424,17.0174666667
618.95,16.9659333333,50.9802,44.9999333333,37.7657333333,17.1814666667,17.1546,27.9486666667,34.2567333333,22.4300666667,44.3111333333,17.0436666667
619.28,16.9488666667,50.8877333333,44.9984,37.7308666667,17.1506,17.1337333333,27.917,34.2352,22.4214666667,44.3089333333,17.0204
619.62,16.9605333333,50.8905333333,45.0283333333,37.7582,17.1504,17.168,27.9174,34.3026,22.4153333334,44.3840666667,17.04
619.95,16.9755333333,50.8905333333,45.073,37.7572,17.1860666666,17.2066,27.9166,34.3068,22.4473333333,44.3502666667,17.072
620.28,17.014,50.8938666667,45.1604666667,37.7688666667,17.2065333333,17.2935,27.9646,34.3029333333,22.4748,44.3172666667,17.1256
620.62,17.0496,50.8182,45.1444,37.7406666667,17.2368666667,17.3104333333,27.9136,34.2979333333,22.455,44.2414,17.1741333333
620.95,17.0696,50.8498,45.1527333333,37.7433333333,17.2454,17.3006333333,27.928,34.3353333333,22.4635333333,44.2193333333,17.1928666667
621.28,17.1566,50.9721,45.2782,37.8657333333,17.3112,17.4091,27.981,34.4343333333,22.5344666667,44.3512666667,17.254
621.62,17.2104666667,50.9104333333,45.2794,37.9235333333,17.3903333333,17.5129666667,28.0160666667,34.4888666667,22.6013333333,44.4236666667,17.3111333333
621.95,17.294,50.9431333333,45.3789333333,37.9372666667,17.4582,17.6084666667,28.1079333333,34.5551333333,22.6831333334,44.4572,17.3922666666
622.28,17.2527333333,50.9911333333,45.4065333333,37.9540666667,17.4472666667,17.5925666667,28.0482666667,34.552,22.6866,44.4391333333,17.3777333333
622.62,17.3025333333,51.0716,45.4135333333,37.9587333333,17.5070666667,17.6358333333,28.1032,34.6151333333,22.684,44.4572666667,17.3937333333
622.95,17.2310666667,51.0227,45.3853333333,37.8936,17.4665333333,17.6335666667,28.0581333333,34.594,22.6380666667,44.3914,17.3658
623.28,17.2859333333,51.034,45.4238,37.9008666667,17.5229333334,17.6716666667,28.1103333334,34.5289333334,22.6820666667,44.4071333333,17.4125333333
623.62,17.2876666666,51.0688333333,45.4452,37.9253333333,17.4947333333,17.6491666667,28.0976,34.5222,22.6838,44.4409333333,17.4021333333
623.95,17.2965333333,51.0204333333,45.4090666667,37.9176666667,17.4870666667,17.6074,28.0401333333,34.5163333333,22.6588,44.3900666667,17.364
624.28,17.2668,51.0853,45.4552666667,37.9507333333,17.477,17.5591666667,28.0847333333,34.5189333333,22.6966,44.4428666667,17.2895333333
624.62,17.2318666667,51.0327333333,45.4228666667,37.9164666667,17.4545333333,17.5296333333,28.0717333333,34.4526666667,22.6649333333,44.4586,17.2502
624.95,17.281,51.0784666667,45.4129333333,37.8888666667,17.4918,17.5195666667,28.0994666667,34.4706666667,22.6744666667,44.4514666667,17.2822
625.28,17.3379333334,51.2201,45.565,37.9514666667,17.5814,17.5634,28.18,34.5610666667,22.7690666667,44.5342,17.3948
625.61,17.3762666667,51.2959,45.5616,37.9916666667,17.6289333333,17.6299666667,28.2543333333,34.6196,22.8561333333,44.5946666667,17.4613333333
625.95,17.3607333333,51.2795666667,45.5519333333,37.9473333333,17.5911333333,17.631,28.2526666667,34.598,22.8139333333,44.5769333333,17.4851333333
626.28,17.3229333333,51.2125666667,45.5703333333,37.9500666667,17.5508666667,17.6217,28.197,34.6031333333,22.8069333333,44.5256,17.4776
626.61,17.3556,51.2588666667,45.5636,37.9719333333,17.5704,17.6278333333,28.234,34.6436666667,22.8594,44.5678666667,17.5499333334
626.94,17.3686,51.3117,45.5826,37.9716,17.5536666667,17.6358,28.2584,34.6688666667,22.8623333333,44.5834666667,17.5416666667
627.28,17.3298666667,51.1890666667,45.4939333333,37.9048666666,17.5268666667,17.6066333333,28.2232,34.6298,22.8284,44.4987333333,17.4996666667
627.61,17.3648666667,51.2020333333,45.4567333333,37.9170666667,17.557,17.6164,28.2448666667,34.6016,22.8144,44.5408,17.529
627.94,17.3184666667,51.1358333333,45.3672,37.8177333333,17.5434666667,17.6088666667,28.1854,34.562,22.7478,44.4810666667,17.5308666667
628.27,17.3819333333,51.1336333333,45.376,37.8324666667,17.5701333333,17.6846,28.1992666667,34.594,22.7908666667,44.4742,17.6208
628.61,17.3522,51.136,45.4282666667,37.8914,17.5816666667,17.6980666667,28.2406,34.6401333333,22.8004,44.4976,17.6492
628.94,17.3416666667,51.1645666667,45.3352,37.8838666667,17.517,17.6881666667,28.2115333333,34.6044666667,22.7458666667,44.4592666667,17.5968666667
629.27,17.2897333333,51.068,45.3112,37.8838,17.4427333333,17.612,28.1618666667,34.5116666667,22.6266,44.3686,17.5082
629.60,17.3301333333,51.0497333333,45.2682666667,37.9127333333,17.4772666667,17.646,28.2346666666,34.5049333333,22.6735333333,44.4210666667,17.5206666667
629.94,17.2773333333,50.9992333333,45.1492666667,37.8518666667,17.4051333333,17.5904666667,28.1862,34.4273333333,22.5921333333,44.3496,17.4981333333
630.27,17.2872666667,51.0655333333,45.1809333333,37.8778,17.4125333333,17.5882333333,28.2508666667,34.4117333333,22.5477333333,44.4172666667,17.5022666667
630.60,17.3018,50.9679,45.1357333333,37.9122,17.4829333333,17.6046,28.2278,34.3833333333,22.5604,44.3756666667,17.5424666667
630.93,17.3336666667,51.0343,45.1771333333,37.9357333333,17.4793333333,17.5996333333,28.2462666667,34.3760666667,22.5440666667,44.3752666667,17.5642
631.26,17.3504666667,51.0624,45.245,38.0014,17.5104,17.6548333333,28.3098,34.4062,22.5920666666,44.4313333333,17.6011333333
631.60,17.4593333333,51.1607666667,45.3180666667,38.1602666667,17.5855333333,17.7558,28.4191333333,34.4946,22.6802666667,44.5536666667,17.699
631.93,17.5433333333,51.3224,45.5023333333,38.3122666667,17.6993333333,17.8598666667,28.5796666667,34.6215333333,22.8028666667,44.6890666667,17.7864
632.26,17.5856666667,51.3327333333,45.4918666667,38.2574666667,17.7478666667,17.9034333333,28.596,34.5967333333,22.8358666667,44.639,17.8153333333
632.59,17.5186666667,51.2293666667,45.4717333333,38.1832,17.746,17.8884333333,28.5593333333,34.5220666667,22.8010666667,44.6130666667,17.8070666667
632.92,17.5648,51.2677333333,45.4752666667,38.1410666667,17.8183333333,17.9587333333,28.6106,34.5457333333,22.8621333333,44.6800666667,17.9188666666
633.26,17.6448666667,51.4827666667,45.6823333333,38.3015333333,17.8658,18.0422333333,28.7025333333,34.7010666667,22.9270666667,44.8247333333,18.0287333333
633.59,17.7558666667,51.6074,45.8478666667,38.4036,18.0236,18.1299,28.8344666667,34.7999333333,23.0401333333,44.978,18.124
633.92,17.7129333333,51.6104666667,45.8568666667,38.3786666667,18.0135333333,18.1367666667,28.7467333333,34.8226,23.0629333333,44.9356,18.1145333333
634.25,17.6127333333,51.6144333333,45.8354,38.3186666667,17.9312666667,18.0683666667,28.7376666667,34.777,22.9865333333,44.9212666667,18.0368666667
634.58,17.6565333333,51.7061,45.9192666667,38.3782666667,18.0324666667,18.1650333333,28.8112666667,34.8588,23.0949333333,45.0276666667,18.1328
634.91,17.603,51.708,45.8455333333,38.2646666667,17.9872666667,18.1196666667,28.7302,34.8338666666,23.0534666666,44.9184,18.0456666667
635.25,17.5054666667,51.6400666667,45.7627333333,38.1047333333,17.8985333333,18.0096,28.6266,34.6792,22.9571333333,44.7396666667,17.9481333333
635.58,17.4235333334,51.5364666667,45.5994,37.9793333333,17.8160666667,17.9489666667,28.502,34.5638666667,22.8776,44.6180666667,17.8692
635.91,17.4084,51.5018666667,45.5867333333,37.9742666667,17.755,17.9456333333,28.4828,34.5014,22.8822666667,44.6512,17.8377333333
636.24,17.5402666667,51.6799,45.7621333333,38.1397333333,17.8461333333,18.0592666667,28.6294666667,34.6212666667,23.0002,44.7746,17.9216666667
636.57,17.6806666667,51.9088,45.9658666667,38.3942666667,18.0315333333,18.174,28.7699333333,34.8296,23.1912666667,44.9717333333,18.0809333333
636.90,17.6318666667,51.7183333333,45.7976,38.2694,18.0155333333,18.1152,28.6593333333,34.6767333333,23.1512,44.8274666667,17.9991333333
