wavelength,Back_ButWetf,Belly_ButWetf,Breast_ButWetf,Crissum_ButWetf,Crown_ButWetf,DorTail_ButWetf,Patch10_ButWetf,Patch11_ButWetf,Patch12_ButWetf,Rump_ButWetf,Throat_ButWetf,WingTip_ButWetf
201.57,33.6996666667,60.2565,23.9923333334,74.4505,43.0403333333,46.1538333334,65.3848333333,41.392,57.6923333333,12.2711666667,32.9671666667,45.7875
201.95,15.6248333334,61.979,15.2343333333,86.45825,34.8956666667,39.8438333333,67.448,33.8541666667,52.8646666667,-11.9793333333,24.9996666667,35.4166666667
202.33,0.26883333335,61.2901666666,11.29025,81.72025,23.656,38.4406666667,48.387,30.1075,42.473,-24.1933333334,20.1611666667,32.7956666667
202.71,-20.0758333334,74.2425,9.8485,97.7271666665,16.6666666667,42.4243333333,46.212,35.6061666667,48.485,-56.8181666668,19.697,32.197
203.09,-82.3230000001,46.9696666666,-29.2929166667,59.8485,-28.7878333333,26.2628333334,8.08066666665,-0.505,-12.6263333334,-145.4545,-14.1413333333,-17.6768333333
203.47,-93.2098333332,65.4321666667,-16.66675,102.777833334,-11.7283333334,41.3576666667,12.9628333333,17.284,-6.79,-158.024666667,11.7285,3.0865
203.85,-326.666666667,65.0,-166.666666667,168.333333334,-116.666666667,-30.0,-36.6666666665,-28.3333333334,-168.333333333,-521.666666667,-96.6666666665,-73.3333333335
204.22,384.615333333,-0.000166666649999,241.666666666,-42.9485833335,138.4615,142.307833333,123.077,106.410333334,239.743666667,506.410333333,175.640833333,216.666666666
204.60,186.206666667,28.1608333333,102.011666667,14.3679166667,97.1263333332,92.5286666665,68.9655000002,55.1725,129.885,247.701,98.8505,124.137833333
204.98,147.916666667,20.8333333333,68.2291666667,-16.6666666666,82.2916666667,82.2916666667,54.6875,24.4791666667,102.083333334,207.8125,71.3541666667,81.7708333332
205.36,102.666666667,23.0,63.1666666667,-5.83333333335,66.0,66.0,50.6666666667,32.0,81.3333333333,139.333333333,57.6666666667,61.0
205.74,95.4301666668,36.0216666666,61.828,12.9033333333,65.8603333333,66.1291666667,60.215,46.774,91.6666666669,121.774166667,60.2151666666,65.0538333333
206.12,90.5303333333,18.5605,70.8333333333,-1.89391666667,56.8181666667,57.9546666666,55.6816666668,44.3181666667,95.8334999999,136.3635,56.4395,55.6819999998
206.50,80.1418333333,14.1845,78.7233333333,5.31933333335,59.2196666666,72.6948333334,50.7091666665,52.4823333333,96.454,131.56,59.5746666667,68.085
206.87,131.333333333,3.33333333335,116.666666667,4.33333333335,91.3333333331,120.0,73.3333333332,90.0000000001,174.666666667,234.0,101.333333333,104.0
207.25,176.041666667,-8.3333333333,189.0625,-20.3125,107.291666667,198.958333333,59.375,126.041666667,209.375,306.25,153.125,115.625
207.63,150.000166667,40.7408333333,152.160583333,67.2839166665,117.284,145.061666667,91.9753333335,117.901166667,183.333333333,219.753,153.086333333,124.073833333
208.01,165.333333333,47.3333333333,166.0,84.6666666665,144.0,149.333333333,123.333333333,143.333333333,193.333333333,240.0,197.333333333,140.666666667
208.39,256.25,80.2083333335,281.25,170.3125,253.125,221.875,209.375,253.125,284.375,372.916666667,318.75,193.75
208.77,314.285833333,138.095333333,405.357,231.547833333,345.238166666,303.571166667,335.7145,329.761833333,360.714166667,474.999833334,419.047833333,272.619
209.14,457.575666667,254.5455,624.999666666,467.424,539.394,460.606,524.242333333,481.818,498.484666667,684.8485,609.090833334,489.394
209.52,1112.5,625.0,1583.33333334,1433.33333333,1550.0,1250.0,1441.66666667,1241.66666667,1387.5,1912.5,1729.16666666,1370.83333333
209.90,1550.00016667,861.111166667,2244.44441667,2069.4445,2233.33316667,1794.4445,2022.22233333,1616.66666666,1922.22216667,2711.11116666,2538.88883334,1994.4445
210.28,1083.33333333,662.5,1687.5,1589.58333333,1670.83333333,1466.66666666,1466.66666666,1104.16666667,1487.5,2070.83333334,1970.83333333,1579.16666667
210.66,2108.33333333,1891.66666666,3633.33333334,3733.33333334,3341.66666666,2941.66666666,3050.0,2375.0,3150.0,4041.66666666,4225.0,2908.33333334
211.03,-1766.66666667,-1575.0,-3504.16666666,-3225.0,-3358.33333334,-2675.0,-2691.66666666,-2075.0,-2708.33333333,-3308.33333334,-3883.33333334,-2575.0
211.41,-1616.66666667,-1208.33333333,-3370.83333334,-3179.16666666,-3633.33333334,-2333.33333333,-2658.33333334,-2158.33333334,-2708.33333333,-3366.66666666,-3758.33333334,-2800.0
211.79,-1011.111,-599.999833333,-2269.44441667,-2058.33341667,-2327.77783333,-1472.22216667,-1905.55533333,-1472.222,-1677.7775,-2072.22233334,-2383.33333334,-1650.0
212.17,-258.333333333,-106.25,-802.083333333,-721.875,-735.416666667,-431.25,-600.0,-500.0,-537.499999999,-635.416666667,-685.416666667,-450.0
212.55,-73.8095,-3.5715,-366.666666666,-362.5,-346.428666667,-210.714333334,-303.571333333,-230.952166667,-275.0,-286.904666667,-320.238,-194.047666667
212.92,-19.6078333335,78.4313333333,-197.058666667,-222.548916666,-192.156666667,-100.980333333,-152.941333333,-157.843,-181.3725,-136.274666666,-238.235333333,-90.1963333332
213.30,-4.9383333335,56.1726666667,-96.29625,-138.889083333,-89.5061666665,-59.2591666669,-65.4321666667,-114.814833333,-122.222166667,-80.8643333334,-150.617333333,-35.1851666667
213.68,-51.786,17.857,-120.238083333,-163.095333334,-103.571333333,-92.8573333332,-95.2381666667,-150.595333333,-141.666666667,-103.571666667,-183.3335,-67.262
214.06,-62.1213333331,43.1816666667,-132.197083333,-206.818166666,-95.4544999998,-107.575833333,-116.666666667,-190.151666667,-158.333333333,-109.8485,-218.9395,-79.5454999998
214.44,-161.458333333,37.5,-184.895833333,-338.020833334,-188.541666667,-159.375,-245.833333333,-322.916666667,-245.833333333,-201.041666667,-337.5,-138.541666667
214.81,-320.370333334,194.4445,-280.555416667,-452.777833333,-327.7775,-266.666833333,-511.111166666,-553.703833334,-433.3335,-375.926,-579.629666667,-242.592666667
215.19,-750.0,325.0,-702.083333334,-1320.83333334,-791.666666666,-758.333333331,-1508.33333334,-1437.5,-1258.33333333,-1116.66666666,-1525.0,-812.499999999
215.57,1233.33333333,-708.333333334,870.833333334,2816.66666666,1175.0,1566.66666667,2925.0,2466.66666667,2583.33333333,1950.0,3091.66666666,1300.0
215.95,-109.375,143.75,-63.5416666667,-285.416666666,-102.083333333,-160.416666666,-289.583333334,-254.166666667,-267.708333333,-182.291666667,-330.208333334,-170.833333333
216.32,-166.666666667,73.9583333333,-109.895833333,-354.166666666,-178.125,-232.291666666,-359.375,-265.625,-351.041666667,-242.708333334,-387.5,-264.583333334
216.70,-164.583333333,79.1666666665,-84.375,-321.875,-163.541666666,-176.041666667,-322.916666667,-236.458333334,-336.458333333,-225.0,-377.083333334,-250.0
217.08,-129.333333333,20.6666666666,-74.3333333333,-217.666666666,-110.0,-120.666666666,-227.333333333,-135.333333333,-229.333333333,-166.0,-217.333333333,-154.0
217.46,-457.575666666,-46.9696666665,-265.909166667,-559.848666667,-403.030333333,-368.181666667,-687.878833333,-380.303166667,-624.2425,-478.788,-618.181666667,-507.575833333
217.83,-468.333333334,-11.6666666667,-255.0,-575.833333333,-436.666666667,-383.333333333,-710.0,-393.333333333,-686.666666665,-475.0,-648.333333333,-541.666666667
218.21,-214.814833333,12.963,-148.148,-306.018333333,-259.259,-202.777833333,-355.5555,-217.5925,-365.740666666,-220.3705,-333.333166667,-265.740666666
218.59,-174.509833333,48.0393333333,-159.803916667,-282.843,-241.1765,-200.980333333,-337.255,-201.960833334,-361.764666667,-184.313833333,-329.411833333,-261.764666667
218.97,-75.3085000002,24.0741666667,-69.4445,-202.777666667,-140.1235,-94.4443333332,-171.604833333,-88.8888333335,-201.851833333,-84.5676666665,-178.394833334,-146.913666667
219.34,-165.789333333,-38.5963333334,-164.473666667,-341.666666666,-228.947333333,-169.298166667,-249.122833333,-185.964833333,-332.456,-159.649,-321.929666666,-261.403666666
219.72,-163.492166666,-40.4761666667,-192.460166667,-280.555583334,-212.698333333,-127.777833334,-242.857,-168.254,-273.015833333,-164.285666667,-288.095333333,-242.063333333
220.10,-541.666666667,-283.333333334,-676.388833333,-1008.33333334,-819.444333335,-475.000166667,-874.999833331,-599.999833333,-938.888833333,-608.333333334,-1047.22216667,-811.111333333
220.47,297.222,191.666833333,424.305666666,519.444416667,475.0,295.833333333,525.000166667,384.722166667,494.444333332,354.166666666,612.5,418.0555
220.85,151.281833334,124.359,259.935916667,289.743583333,253.846166667,197.435833333,293.589833333,224.359,253.205333333,198.077,320.512833333,226.282
221.23,121.4285,101.785666667,263.987833334,288.690416667,245.238333334,201.1905,276.190333334,226.190333334,238.095166667,173.8095,302.976166667,233.9285
221.61,64.3940000002,53.7878333334,270.454583334,288.25775,212.879,163.636333334,278.787833333,213.6365,201.515,135.606166667,286.363666667,200.757666667
221.98,30.9523333333,13.095,183.630833333,188.392916667,144.642666667,102.976166666,205.952333333,147.619,125.0,82.143,176.190333334,142.261833333
222.36,50.0,23.718,176.923083333,195.512916667,153.846166667,113.4615,228.205166667,156.410333333,139.743666667,78.8461666667,198.077,151.282
222.74,55.8821666667,41.6668333333,147.304083333,167.401833334,136.2745,104.411833333,197.549,133.8235,127.940833333,70.5881666667,180.392166667,138.235166667
223.11,61.7485,42.8961666667,112.568333333,105.737333334,90.9836666666,92.8961666665,132.787,107.103833333,90.4369999999,68.0328333333,125.683,110.382333333
223.49,50.7461666666,28.1093333334,89.05475,89.4280833335,74.3783333333,82.3383333332,117.164166667,78.607,65.6715000002,56.219,102.985333333,93.0346666669
223.87,61.4755,37.4318333333,94.8088333333,102.5955,81.9671666665,96.4481666668,124.590166667,94.8088333332,77.8688333333,58.4698333333,109.836,105.4645
224.24,70.3705,31.7901666667,99.3824166667,116.358,90.1236666665,104.629833333,131.172833333,102.469,98.1481666668,62.6543333333,121.296333334,109.876666667
224.62,68.1593333333,24.8755,82.8359166667,102.238833333,74.1293333334,86.3183333335,105.472666667,95.5223333335,88.8060000002,50.2486666666,99.7511666668,99.7513333334
225.00,75.3205,11.5383333333,85.2563333333,110.7375,82.0513333332,83.3333333332,125.000166666,104.487166667,97.436,50.6411666667,109.615333333,120.513
225.38,71.5051666666,21.2365,80.3763333334,99.7313333333,77.6881666665,70.6990000002,118.010666667,91.6668333335,85.2151666668,56.9893333334,100.000166667,108.871
225.75,79.7618333333,38.8096666667,84.04775,102.380833333,95.4761666665,84.7618333335,120.714333334,102.619166667,97.3809999999,65.9523333333,107.143166667,119.762
226.13,75.5556666667,43.7778333334,82.3333333333,102.889,90.6666666669,83.1110000001,122.0,98.222,95.3333333333,66.2221666666,110.222166667,118.888833334
226.51,68.0235,45.1551666667,80.3295,89.4379166667,81.0078333333,71.8989999999,111.627833334,87.0155,85.0776666669,65.8915,98.0620000001,112.790833333
226.88,66.8283333334,49.191,69.1748333333,83.0098333334,76.0519999998,66.9903333333,102.2655,81.3915,79.6116666668,68.932,92.7183333335,101.132666667
227.26,59.1305,47.8261666666,58.69575,77.6809166667,73.3335000001,54.3476666666,93.913,71.8841666667,72.7534999998,62.7536666667,84.7826666667,89.2753333334
227.64,52.985,45.3981666666,58.209,72.8233333334,72.0148333333,49.2536666666,90.2985,71.3928333333,69.1539999999,61.5673333333,79.1045,80.2238333334
228.01,44.4756666667,41.1048333333,51.8255833333,62.6874166666,62.8276666667,44.2885,79.7751666666,63.1086666667,57.9588333334,53.9326666667,69.5693333334,71.0675
228.39,41.3876666667,42.3446666666,51.5945833334,59.0508333333,59.0908333333,42.4243333333,77.2725,60.367,53.1098333333,53.9871666666,64.354,67.783
228.76,41.0131666666,44.4443333334,49.7958333334,57.1893333333,58.8236666666,41.013,77.6961666667,57.2711666667,48.9378333333,55.5555,63.9705,65.768
229.14,38.2885,41.1408333333,44.3693333333,51.3890833334,49.2493333333,37.8378333334,70.045,51.4265,44.7448333333,50.6005,59.4595,59.3095
229.52,36.2571666667,33.918,38.0483333334,42.7268333334,42.5436666666,33.8448333333,63.6696666667,46.9298333333,38.304,46.1986666666,53.3625,54.0205
229.89,32.4821666667,28.5815,36.312,40.14175,37.234,32.6241666666,59.4325,43.546,33.5461666667,43.6171666667,49.858,49.2906666666
230.27,32.4303333333,28.472,36.2151666666,39.8610833333,35.6945,30.0695,59.028,42.6386666666,34.6528333334,44.375,50.625,47.7083333333
230.65,31.233,26.897,35.7723333333,40.14225,35.8401666667,29.878,57.9268333334,43.9023333334,34.9593333333,43.7671666666,48.9161666666,46.6801666666
231.02,27.6405,22.2223333334,36.48825,35.5624166667,31.7558333333,26.749,52.7435,38.6831666667,32.1675,40.192,44.1013333333,44.8561666666
231.40,28.0335,23.0125,40.34175,37.1339166667,31.1715,30.4743333333,54.3935,40.0978333333,32.5663333333,38.9121666667,42.6776666666,44.9791666667
231.78,26.9943333333,22.7208333334,40.20675,33.2621666667,29.6296666667,28.3475,51.7093333334,39.6013333333,31.3391666667,35.185,38.5328333333,45.7978333333
232.15,26.2128333333,20.6571666666,38.6150833334,29.3428333334,27.3083333333,26.604,51.643,36.3066666667,29.421,33.4115,36.4631666666,41.5493333333
232.53,25.3268333334,14.951,34.4361666666,25.9804166667,21.977,25.2451666667,49.428,34.477,25.0816666667,26.7155,31.3725,40.1145
232.90,21.2871666667,9.81833333331,28.6301666666,23.1846666666,19.802,21.2871666667,47.6071666667,30.6105,19.5545,21.1221666666,26.0726666667,38.6138333333
233.28,23.2171666667,9.36983333335,27.5290833334,25.0415,20.398,22.0565,49.4196666667,29.4365,20.0663333334,20.8126666666,24.9586666667,40.5473333333
233.66,21.777,14.308,27.162,28.9699166667,21.0691666667,25.393,51.9655,33.2545,22.0126666666,23.2703333333,26.3363333333,42.7673333333
234.03,20.43,17.8186666667,26.421,27.4961666666,20.4298333334,23.1181666667,50.9218333334,31.2596666667,19.9693333334,21.1981666666,24.808,41.9353333333
234.41,21.9493333333,17.8573333333,29.61325,28.0505,21.503,26.5626666666,49.3301666667,31.4733333334,20.238,18.378,20.1636666667,42.0385
234.78,18.6843333333,14.2001666666,25.3738333333,24.9628333333,17.4886666667,24.8878333333,47.5335,26.9058333334,14.2003333333,15.1718333333,16.8908333334,39.2376666667
235.16,20.7956666666,15.1651666667,26.08875,28.5659166667,20.2703333333,24.8498333333,53.4535,31.0061666667,13.5135,16.2163333334,15.8406666667,38.964
235.54,18.6316666667,11.9358333333,23.3259166666,25.546,19.7233333333,22.3436666667,50.4365,29.185,11.645,17.249,15.7205,37.118
235.91,17.6295,6.66683333334,20.22225,21.29625,17.3333333333,23.4073333333,51.9258333333,27.7776666666,10.5926666667,16.9628333333,13.2593333333,32.889
236.29,16.6666666667,2.84166666667,16.2825,18.7788333333,13.6713333333,21.1213333333,49.9231666667,23.7326666666,8.8325,15.1306666667,7.21966666667,31.0291666667
236.66,11.4036666667,-2.791,11.8024166667,11.6424166667,10.2071666667,16.8261666666,46.4911666667,16.906,5.90116666665,10.7655,3.18966666666,25.0401666667
237.04,9.67733333335,-4.83833333334,11.7895,6.37475,7.98766666665,18.0491666666,43.8558333333,16.2826666667,10.215,11.5208333333,2.9185,23.8863333333
237.41,9.91383333333,-2.80166666667,12.50025,0.1795,12.3563333333,17.8878333333,40.7328333334,17.2415,12.2846666667,13.2901666667,3.161,22.4855
237.79,7.64183333332,-8.07866666667,9.27966666667,-6.51375,10.3348333333,13.4643333333,35.5168333334,9.67983333331,7.05966666666,7.85999999998,-2.8385,16.3026666667
238.17,6.77966666669,-11.158,10.0990833333,-8.08625,9.74600000001,12.9236666667,34.8163333334,6.21466666665,7.41516666668,7.20350000002,-4.30783333333,16.1018333333
238.54,4.96599999999,-13.1295,7.31316666666,-11.56475,8.23149999998,9.93200000001,32.9931666666,2.51716666669,4.96599999998,7.55099999999,-4.14966666667,14.0136666666
238.92,9.9035,-7.12566666665,10.11475,-7.54816666665,10.9298333334,13.104,33.5145,4.22699999998,9.05783333333,9.72233333334,-0.362166666669,17.2098333334
239.29,7.15100000001,-8.27699999998,6.19375,-9.91008333335,6.58766666667,12.2748333333,30.6868333334,0.563,6.70049999999,5.85583333333,-1.01366666667,15.09
239.67,2.547,-12.68,1.7165,-16.5283333333,-0.387666666665,5.814,26.7993333333,-4.8725,1.21833333333,-0.110833333335,-5.5925,9.30249999998
240.04,3.46,-9.308,3.4115,-10.5019166667,1.16966666667,6.04266666667,26.1695,-3.75233333333,2.2905,2.63183333333,-2.77783333333,11.2573333333
240.42,2.50633333333,-8.14550000001,5.88983333333,-8.70925,3.17466666666,6.80866666665,26.2321666667,-2.33916666667,3.21633333333,3.96833333333,0.0835,11.5706666667
240.79,4.56183333333,-4.13083333333,7.93816666666,-4.83125,4.41816666668,8.51299999999,27.0113333334,-0.2155,4.20266666667,6.681,2.15533333333,13.1106666667
241.17,4.669,-3.0155,6.61491666666,-2.7075,3.82633333335,8.23600000002,27.3668333334,-0.4215,3.63166666666,6.06366666667,2.33433333334,12.9376666667
241.54,3.6485,-3.82366666666,5.32666666666,-1.56175,1.63466666667,7.55983333331,26.7076666666,-1.868,1.60566666666,4.14466666667,0.642333333334,11.909
241.92,2.243,-4.46033333333,3.169,-2.37358333334,-0.130333333335,5.76433333333,25.8215,-1.85183333333,1.46066666666,2.7125,0.44333333333,10.4591666667
242.29,2.28816666667,-3.66083333333,2.023,-2.1555,-0.6985,4.64833333333,25.265,-1.54133333333,1.51733333334,2.31233333333,0.770666666665,9.39300000002
242.67,2.3155,-2.84283333333,2.53308333334,-2.00608333333,-0.5045,4.81433333334,25.3325,-1.32966666667,1.74233333334,2.47583333333,0.618833333335,9.23866666667
243.05,1.00666666667,-5.03366666667,1.24166666667,-3.04241666666,-1.432,3.266,25.1008333334,-2.528,0.760500000001,0.917333333335,-1.05133333333,7.7405
243.42,0.2455,-6.04633333332,0.0669166666665,-3.8375,-1.94116666667,1.89633333333,24.3418333333,-3.74816666666,-0.178666666665,-0.290333333333,-2.85583333333,6.604
243.80,0.334166666665,-6.14983333331,-1.24758333333,-4.17766666666,-2.22833333333,1.51516666667,24.4651666667,-4.6345,-0.1115,-1.67133333333,-4.16666666666,6.4395
