wavelength,Back_EmbLonm,Belly_EmbLonm,Breast_EmbLonm,Crissum_EmbLonm,Crown_EmbLonm,DorTail_EmbLonm,Patch10_EmbLonm,Rump_EmbLonm,Throat_EmbLonm,WingTip_EmbLonm
197.78,306.666666667,313.333333333,296.666666667,546.666666667,53.3333333333,93.3333333333,136.666666667,326.666666667,123.333333333,-250.0
198.16,275.0,220.833333333,202.083333333,416.666666667,79.1666666667,191.666666667,175.0,291.666666667,141.666666667,-81.25
198.54,134.259333333,101.852,110.185333333,219.444666667,37.0373333333,95.3703333333,100.0,152.777666667,88.889,10.185
198.92,161.290333333,146.236666667,127.957,264.516,37.6343333333,123.655666667,124.731,204.301,107.526666667,44.0856666667
199.30,226.666666667,190.666666667,177.333333333,328.0,88.0,189.333333333,169.333333333,274.666666667,141.333333333,101.333333333
199.68,265.0,270.0,266.666666667,406.666666667,88.3333333333,248.333333333,168.333333333,348.333333333,208.333333333,116.666666667
200.06,336.666666667,403.333333333,406.666666667,620.0,6.66666666667,420.0,233.333333333,480.0,350.0,106.666666667
200.44,242.857333333,385.714333333,457.142666667,719.047333333,-257.143,423.809666667,266.666666667,452.381,347.619,0.0
200.82,136.666666667,231.666666667,280.0,308.333333333,21.6666666667,235.0,158.333333333,301.666666667,241.666666667,130.0
201.19,286.111,338.888666667,455.555333333,563.889,50.0003333333,469.444333333,266.666666667,522.222333333,377.778,233.333
201.57,256.25,270.833333333,404.166666667,458.333333333,114.583333333,416.666666667,266.666666667,422.916666667,337.5,120.833333333
201.95,191.666666667,170.0,281.666666667,331.666666667,76.6666666667,283.333333333,198.333333333,320.0,196.666666667,31.6666666667
202.33,155.555333333,172.222333333,288.888666667,281.481666667,74.0743333333,250.0,175.925666667,268.518666667,172.222333333,0.000333333333335
202.71,1933.33333333,2966.66666667,5000.0,3433.33333333,900.0,4800.0,2966.66666667,3966.66666667,2400.0,-733.333333333
203.09,138.461666667,241.025666667,471.795,251.282,120.513,456.41,243.589666667,323.076666667,258.974333333,-74.3586666667
203.47,-6.41033333333,101.282333333,193.589666667,91.0256666667,26.923,224.359,78.205,98.718,107.692,-85.8976666667
203.85,38.7096666667,113.978666667,167.742333333,86.0213333333,77.4193333333,250.537666667,121.505333333,110.752666667,111.828,-48.3866666667
204.22,21.4283333333,97.6193333333,128.571333333,71.4283333333,84.5236666667,261.905,113.095333333,116.666666667,98.8096666667,-119.047666667
204.60,38.095,123.809666667,140.476,67.8573333333,97.619,295.238333333,133.333333333,142.857,102.381,-111.905
204.98,78.125,107.291666667,111.458333333,63.5416666667,71.875,287.5,133.333333333,91.6666666667,100.0,-97.9166666667
205.36,78.0953333333,124.762,106.666666667,78.095,110.476,284.762,134.286,95.238,109.523666667,-59.0476666667
205.74,123.333333333,178.333333333,130.0,96.6666666667,183.333333333,481.666666667,196.666666667,155.0,165.0,-70.0
206.12,143.333333333,221.666666667,161.666666667,161.666666667,231.666666667,571.666666667,208.333333333,218.333333333,251.666666667,16.6666666667
206.50,196.825333333,241.27,176.190333333,228.571333333,274.603,655.555666667,273.016,271.428666667,301.587333333,42.8573333333
206.87,203.030333333,225.757666667,162.121,221.212,293.939333333,640.909,284.848333333,260.606,312.121333333,60.6063333333
207.25,149.495,167.677,109.091,190.909,217.172,463.636333333,231.313333333,217.171666667,236.363666667,85.8586666667
207.63,189.247333333,202.150666667,175.268666667,248.387333333,255.914,529.032333333,315.053666667,290.322666667,273.118666667,153.763666667
208.01,146.153666667,152.137,159.829,223.931666667,200.0,432.478666667,252.137,235.043,214.529666667,138.461333333
208.39,122.619,138.095,140.476333333,192.262,160.714,334.523666667,197.023666667,191.071333333,173.809666667,139.285666667
208.77,129.824666667,142.105333333,133.333666667,200.0,160.818666667,322.807333333,177.192666667,178.947333333,174.269,146.198666667
209.14,116.402,140.740666667,135.978666667,192.592666667,153.439333333,292.063333333,158.730333333,179.894,160.846666667,141.799
209.52,92.337,119.157333333,118.774,154.406333333,118.774,216.092,131.417666667,143.678,133.333333333,121.072666667
209.90,83.1803333333,113.761333333,108.256666667,134.862333333,102.446666667,191.743333333,119.877666667,124.770666667,118.654333333,101.529333333
210.28,84.1396666667,110.215,109.677,121.505333333,98.387,183.602,119.355,110.484,111.559,97.0426666667
210.66,79.7333333333,109.066666667,109.866666667,120.266666667,93.3333333333,169.866666667,115.2,114.4,104.533333333,97.8666666667
211.03,88.3086666667,113.681333333,107.96,121.393,93.2833333333,164.676666667,110.199,114.925333333,101.244,102.239
211.41,90.097,112.801666667,106.28,118.115666667,91.304,155.314333333,104.830666667,108.212666667,96.3766666667,97.1013333333
211.79,92.7316666667,116.290666667,103.508666667,114.536,93.2333333333,151.629,98.9976666667,104.260666667,101.002333333,96.2403333333
212.17,91.87,119.783,98.6446666667,107.317,94.0383333333,143.902333333,98.645,106.775,107.046,93.767
212.55,94.4926666667,120.0,103.478333333,103.768333333,90.7246666667,147.246333333,105.797333333,108.985666667,111.304333333,92.464
212.92,92.997,117.646666667,109.244,106.442333333,92.9973333333,147.339,115.406,115.126,106.442666667,88.5156666667
213.30,83.0846666667,112.438,99.2536666667,91.5423333333,87.5623333333,135.323333333,101.99,103.482666667,95.0246666667,78.6073333333
213.68,81.0666666667,112.533333333,99.4666666667,82.4,85.3333333333,140.533333333,97.6,104.0,93.6,71.7333333333
214.06,70.4,98.9333333333,93.3333333333,72.0,75.4666666667,116.0,86.4,90.6666666667,84.8,65.8666666667
214.44,73.224,102.459,88.798,72.1313333333,78.4153333333,109.289666667,87.4313333333,92.0766666667,86.0656666667,69.6723333333
214.81,70.5553333333,97.778,82.5,56.1113333333,80.2776666667,109.166666667,83.0556666667,81.9443333333,78.0556666667,64.4443333333
215.19,64.1666666667,93.6113333333,83.3333333333,57.222,74.4443333333,102.777666667,83.0553333333,80.0003333333,74.7223333333,52.4996666667
215.57,62.6666666667,101.0,93.3333333333,53.3333333333,79.3333333333,115.666666667,84.3333333333,85.3333333333,81.3333333333,54.3333333333
215.95,60.6666666667,97.0,87.3333333333,50.6666666667,72.0,112.333333333,83.0,78.3333333333,71.0,45.6666666667
216.32,66.3366666667,96.6996666667,91.749,55.1153333333,66.997,118.481666667,79.868,77.5576666667,72.277,45.2146666667
216.70,63.8366666667,95.9123333333,81.4466666667,50.6286666667,58.1763333333,110.691666667,72.6416666667,67.9246666667,69.4966666667,37.4213333333
217.08,58.17,93.7906666667,75.817,43.7906666667,45.4246666667,113.399,63.3986666667,57.1893333333,74.5096666667,34.314
217.46,61.2403333333,89.9226666667,75.1936666667,46.124,46.5116666667,119.379666667,68.992,50.0,82.1703333333,42.2483333333
217.83,66.6666666667,76.4493333333,70.6523333333,50.3623333333,39.855,113.043333333,63.768,42.0286666667,74.2753333333,34.4203333333
218.21,82.5396666667,92.8573333333,74.2063333333,68.651,46.4283333333,138.492,79.365,53.9683333333,84.5236666667,45.6346666667
218.59,73.3333333333,81.1763333333,70.1963333333,58.0396666667,33.3336666667,125.882666667,60.3923333333,43.1373333333,72.549,34.902
218.97,70.9573333333,82.5083333333,77.888,66.9963333333,34.3233333333,116.831333333,59.7356666667,50.4953333333,79.8676666667,50.1646666667
219.34,64.583,77.381,78.5713333333,57.738,38.6903333333,113.392666667,58.631,56.25,78.869,59.5236666667
219.72,61.8276666667,72.5803333333,78.2256666667,55.645,33.3333333333,105.107333333,58.0646666667,53.7633333333,66.129,54.3013333333
220.10,62.3413333333,72.0103333333,84.987,57.2516666667,37.659,102.799,57.7606666667,63.8676666667,67.43,57.252
220.47,52.7363333333,68.1593333333,78.1096666667,47.2636666667,33.8306666667,91.2933333333,48.7563333333,57.4626666667,50.249,53.7316666667
220.85,55.5553333333,67.751,84.0106666667,51.2193333333,39.0243333333,94.8506666667,46.8833333333,57.9946666667,49.8646666667,61.247
221.23,54.872,73.333,86.4103333333,52.0513333333,46.667,90.2563333333,46.4103333333,62.0513333333,50.2566666667,66.154
221.61,51.6796666667,74.9356666667,88.372,52.4546666667,47.5453333333,93.54,44.961,66.15,50.129,56.5893333333
221.98,50.862,84.77,95.977,54.3103333333,52.299,102.011666667,47.4136666667,71.5516666667,51.1493333333,64.655
222.36,46.1773333333,78.2873333333,100.0,46.789,48.9296666667,96.0243333333,37.6146666667,68.1956666667,44.9543333333,71.2536666667
222.74,42.3076666667,75.3206666667,104.166666667,51.923,43.91,93.5896666667,36.218,72.4356666667,42.3076666667,65.7053333333
223.11,44.9436666667,79.4006666667,105.243333333,56.5546666667,51.3106666667,100.749333333,45.693,79.4006666667,42.322,65.1686666667
223.49,35.7143333333,87.3013333333,94.4443333333,60.7146666667,41.2696666667,92.8566666667,45.6346666667,63.889,32.143,58.7303333333
223.87,50.211,107.594666667,97.4683333333,80.1686666667,51.4766666667,97.89,56.1183333333,70.0423333333,51.8986666667,69.62
224.24,60.3603333333,121.621666667,101.801666667,88.2883333333,71.6216666667,110.360333333,67.5673333333,70.2703333333,71.171,78.8286666667
224.62,68.0556666667,127.315,110.648333333,101.389,82.8703333333,118.055333333,87.037,73.148,84.722,77.778
225.00,69.792,136.458666667,116.666666667,102.083333333,82.2916666667,114.583333333,95.3126666667,76.0416666667,77.604,69.271
225.38,69.4446666667,136.111333333,117.777666667,105.0,81.667,118.333333333,101.111333333,56.6666666667,70.5556666667,73.3333333333
225.75,69.7436666667,134.359,111.795,105.641,78.4616666667,111.794666667,97.4356666667,60.0,78.9746666667,76.41
226.13,54.5453333333,123.737333333,96.465,95.9596666667,75.2523333333,84.3433333333,85.8586666667,53.0303333333,69.1916666667,57.0706666667
226.51,60.6063333333,124.675666667,93.5063333333,92.2076666667,82.2513333333,93.0736666667,86.147,64.0693333333,70.13,54.545
226.88,69.6966666667,119.697,91.2876666667,85.985,92.803,100.379,87.1213333333,66.6663333333,80.303,73.8636666667
227.26,62.6913333333,107.951,82.569,69.7246666667,80.1223333333,85.0153333333,65.4436666667,51.682,71.5596666667,64.22
227.64,63.6363333333,105.387,88.2156666667,66.6666666667,90.5723333333,88.889,50.8416666667,48.4846666667,78.1143333333,57.576
228.01,52.9593333333,85.0466666667,77.5703333333,53.894,71.6513333333,74.455,41.433,41.7443333333,67.913,44.5483333333
228.39,41.003,72.8613333333,70.2063333333,48.3776666667,58.112,61.357,29.7933333333,33.9233333333,51.9173333333,36.2836666667
228.76,38.2513333333,68.033,63.1146666667,45.355,41.53,55.7376666667,19.9453333333,27.3223333333,48.0876666667,30.6013333333
229.14,27.854,56.621,57.078,41.7806666667,36.5296666667,52.5113333333,15.0686666667,26.7123333333,38.5843333333,31.507
229.52,26.6666666667,45.5913333333,47.9566666667,34.1933333333,33.7633333333,48.6023333333,13.1183333333,29.0323333333,33.9783333333,23.0106666667
229.89,25.466,39.5443333333,42.029,28.5713333333,31.677,48.033,12.2153333333,28.9856666667,26.708,20.704
230.27,29.5183333333,38.755,43.3736666667,28.313,35.1406666667,55.02,17.068,32.53,32.9313333333,25.7026666667
230.65,17.089,24.8943333333,32.911,15.823,23.418,43.249,7.59466666667,19.62,22.3626666667,12.447
231.02,1.15733333333,16.6666666667,19.213,9.72233333333,14.1203333333,36.1113333333,-3.24066666667,9.95366666667,10.1853333333,-3.24066666667
231.40,-8.33333333333,11.559,17.2043333333,8.871,9.13966666667,36.29,-5.37633333333,6.18266666667,3.49466666667,-6.98933333333
231.78,-7.37933333333,8.65133333333,16.285,10.1783333333,4.83433333333,32.3156666667,2.03533333333,6.107,-3.308,-4.58
232.15,-11.111,0.833333333333,12.5,8.889,10.8336666667,35.5553333333,-1.111,1.11133333333,-9.44433333333,-4.16633333333
232.53,-8.401,4.336,13.008,7.046,9.756,38.211,1.084,0.271,-5.149,-5.962
232.90,-5.598,-0.763666666667,13.7403333333,7.63366666667,15.2673333333,39.44,6.61566666667,7.12466666667,-2.799,1.018
233.28,-4.95866666667,0.826666666667,10.1926666667,2.47933333333,16.529,36.9143333333,8.815,2.47966666667,0.551,0.000333333333334
233.66,-0.826666666667,5.23433333333,15.427,9.91733333333,19.8346666667,30.854,12.6723333333,4.13233333333,11.2946666667,-0.826333333333
234.03,-10.1586666667,-0.952333333333,7.93633333333,0.634666666667,11.746,16.8253333333,6.667,-16.1906666667,0.952333333333,-13.3333333333
234.41,-12.264,-3.459,2.20133333333,-4.08833333333,5.97466666667,6.91833333333,1.57233333333,-21.3836666667,-8.49066666667,-16.038
234.78,-11.5386666667,3.205,5.449,-3.205,12.1796666667,8.97433333333,-2.24333333333,-29.1666666667,-4.16666666667,-15.3843333333
235.16,-6.85366666667,7.47666666667,14.33,-12.1496666667,15.2646666667,4.05,1.24633333333,-30.5296666667,0.0,-14.6416666667
235.54,-5.698,3.70333333333,11.111,-19.658,5.41333333333,3.419,-0.285,-28.49,-1.99433333333,-32.4786666667
235.91,-2.521,9.804,10.924,-22.689,7.00266666667,2.24066666667,-4.48166666667,-22.129,1.96066666667,-32.493
236.29,-6.82433333333,12.0736666667,8.13633333333,-25.4593333333,9.44866666667,-1.575,-4.72466666667,-17.3226666667,3.412,-26.2466666667
236.66,-17.725,0.529,-3.96833333333,-34.3916666667,-0.793666666667,-11.9046666667,-9.25933333333,-27.249,-7.40766666667,-32.2753333333
237.04,-18.9333333333,-1.6,-4.53333333333,-35.7333333333,3.73333333333,-16.0,-13.0666666667,-32.8,-8.0,-36.0
237.41,-7.40733333333,1.48133333333,7.90133333333,-25.4323333333,18.2716666667,-4.93833333333,-4.93833333333,-20.247,-1.72833333333,-30.1233333333
237.79,-11.959,0.254666666667,7.12466666667,-33.842,18.8296666667,-2.54466666667,-7.12466666667,-26.972,-8.90566666667,-28.4983333333
238.17,-4.54533333333,4.32866666667,17.5323333333,-20.13,24.459,8.00833333333,-1.515,-13.6363333333,-1.08233333333,-14.2853333333
238.54,-10.502,-1.598,14.3836666667,-22.831,20.548,8.44766666667,-6.849,-18.7213333333,-6.39266666667,-19.4066666667
238.92,1.14933333333,6.89633333333,20.6896666667,-9.96166666667,24.3296666667,14.5593333333,1.724,-1.14966666667,2.10733333333,-14.1763333333
239.29,10.218,8.54266666667,18.593,-1.675,21.1056666667,20.1003333333,5.695,4.02033333333,3.68533333333,-8.208
239.67,4.73933333333,3.00166666667,18.0096666667,0.0,21.959,17.5356666667,-1.264,1.73766666667,4.10733333333,-3.31733333333
240.04,-1.93433333333,-5.50566666667,12.5,-2.232,14.1366666667,14.4343333333,-6.25,-7.58933333333,1.78566666667,-4.018
240.42,-0.757666666667,-5.05066666667,14.394,-4.293,9.09133333333,12.8786666667,-6.94466666667,-10.227,-0.379,-8.71233333333
240.79,2.68466666667,-4.027,16.6666666667,-0.783333333333,11.5213333333,14.6533333333,-5.48133333333,-6.59966666667,1.56566666667,-5.928
241.17,2.79433333333,-0.998,14.5706666667,-0.698666666667,11.0776666667,14.571,-3.09366666667,-5.78833333333,0.998,-4.79
241.54,2.299,0.707333333333,12.9973333333,0.618666666667,6.89666666667,12.6436666667,-2.03366666667,-5.83566666667,2.82933333333,-1.67966666667
241.92,4.37133333333,4.21566666667,14.5196666667,2.96633333333,7.494,14.442,1.327,-0.156,6.63533333333,2.02933333333
242.29,3.574,3.793,13.348,2.91766666667,6.34566666667,13.275,0.729333333333,-0.364666666667,5.17866666667,1.24033333333
242.67,4.56966666667,5.17466666667,16.129,3.562,6.38433333333,12.0296666667,3.898,0.336,6.45166666667,2.95666666667
243.05,2.57933333333,3.57166666667,14.352,1.19033333333,4.62966666667,12.037,3.241,-1.65366666667,5.75366666667,2.447
243.42,-2.939,-0.200333333333,12.2913333333,-1.73666666667,2.27133333333,9.28533333333,-0.668,-6.14566666667,3.54066666667,0.267333333333
243.80,-2.409,-0.521,9.31,-2.21366666667,0.716,7.94266666667,-0.521,-7.09633333333,2.409,-0.0653333333333
244.17,-0.189333333333,2.14666666667,10.4796666667,-0.694666666667,2.967,9.28066666667,3.346,-2.336,4.861,1.64133333333
244.55,-1.143,2.92033333333,7.68266666667,-0.952333333333,2.60333333333,7.619,4.44433333333,-1.905,4.31766666667,2.34933333333
244.92,-0.833,4.04733333333,7.262,-0.714,2.976,8.452,5.53566666667,-1.07133333333,5.53566666667,3.69033333333
245.30,-2.42133333333,2.81533333333,5.574,-1.63266666667,1.633,7.714,4.16666666667,-2.13933333333,5.856,3.097
245.67,-3.054,1.55266666667,3.15733333333,-3.002,0.621,5.435,2.795,-3.10533333333,3.77833333333,2.17433333333
246.05,-4.30733333333,0.280666666667,1.03,-3.277,-1.03,2.71533333333,1.779,-5.899,1.26433333333,0.702
246.42,-5.65033333333,-0.963666666667,-0.701,-4.59933333333,-3.50433333333,1.752,0.481666666667,-7.271,1.44533333333,-0.0436666666667
246.79,-3.77433333333,-0.794666666667,-1.11233333333,-3.655,-2.185,2.10566666667,-0.476666666667,-5.721,1.98633333333,0.119333333333
247.17,-3.48366666667,-1.06333333333,-0.0733333333333,-2.23666666667,-1.54,1.54,0.256666666667,-5.39033333333,1.72333333333,1.65
247.54,-2.092,-0.802,0.279,-2.336,-1.18566666667,0.906333333333,1.081,-4.49766666667,1.70833333333,2.789
247.92,-2.022,-0.539,0.505666666667,-2.89833333333,-0.707666666667,1.213,1.31466666667,-4.786,2.056,3.26933333333
248.29,-1.37366666667,-0.163666666667,0.981333333333,-2.94433333333,0.229,1.53733333333,0.883,-3.991,2.32266666667,3.206
248.67,-1.69766666667,-0.620333333333,1.306,-2.28533333333,-0.326333333333,1.82833333333,-0.555,-4.76666666667,2.18733333333,3.167
249.04,-2.938,-0.776666666667,1.82366666667,-2.63433333333,-1.38433333333,1.24966666667,-1.621,-4.86333333333,1.82366666667,2.33033333333
249.42,-1.898,-0.69,2.31166666667,-1.86333333333,-0.966333333333,0.655666666667,-2.036,-4.14066666667,1.76,2.89866666667
249.79,-1.99066666667,-0.144666666667,3.004,-2.56966666667,-0.579,1.08566666667,-2.49733333333,-4.126,1.122,2.71433333333
250.17,-1.22733333333,0.307,4.67933333333,-1.956,0.767333333333,2.26333333333,-2.72333333333,-2.8,2.14833333333,3.567
250.54,-0.241666666667,0.927,5.36066666667,-1.69266666667,2.13633333333,2.05566666667,-2.096,-1.37033333333,2.29733333333,4.83666666667
250.92,0.209666666667,4.03033333333,7.47266666667,0.629666666667,3.86233333333,4.156,-0.210333333333,0.293666666667,5.28966666667,7.85033333333
251.29,2.22233333333,6.15366666667,8.29033333333,1.96566666667,5.21333333333,5.76933333333,0.598,2.43566666667,7.13666666667,9.74333333333
251.66,4.13033333333,8.84466666667,9.88766666667,5.59033333333,7.38433333333,7.88466666667,2.96166666667,4.96466666667,9.42866666667,12.4326666667
252.04,5.10233333333,9.99566666667,10.665,7.19333333333,7.319,7.48633333333,3.88966666667,7.31933333333,8.82466666667,14.4706666667
252.41,5.42266666667,10.2143333333,11.349,8.11266666667,6.55733333333,7.14566666667,3.615,6.80966666667,8.407,15.1323333333
252.79,7.86,11.2756666667,12.7573333333,9.46533333333,8.55966666667,8.642,6.502,9.25933333333,10.494,16.461
253.16,10.467,12.2786666667,13.2446666667,10.306,9.098,9.219,8.73566666667,10.628,11.5136666667,18.4376666667
253.54,10.5856666667,13.6156666667,13.7816666667,10.378,9.257,11.4573333333,9.589,11.2076666667,12.4116666667,19.0533333333
253.91,10.7733333333,13.0966666667,13.9416666667,12.4206666667,10.8996666667,12.843,10.4773333333,12.0403333333,14.533,19.8563333333
254.28,9.48666666667,12.419,12.1603333333,12.031,10.4356666667,12.1603333333,9.185,11.384,13.7126666667,19.6636666667
254.66,9.704,12.6633333333,12.2716666667,11.706,10.7483333333,12.315,9.87833333333,11.053,13.838,18.1023333333
255.03,8.34466666667,11.338,11.2473333333,10.2946666667,9.161,10.4763333333,9.25166666667,9.569,11.5646666667,15.7366666667
255.41,5.857,9.80966666667,9.571,7.33333333333,7.09533333333,8.09533333333,7.80933333333,7.80933333333,9.57133333333,13.2853333333
255.78,3.41066666667,8.11366666667,8.01033333333,3.566,4.90966666667,6.51166666667,5.013,5.633,7.132,9.354
256.15,2.64566666667,8.04233333333,7.14266666667,3.06866666667,5.926,5.82033333333,4.02133333333,3.70366666667,7.24866666667,7.72466666667
256.53,1.91833333333,6.53166666667,5.08033333333,2.281,5.96166666667,4.40666666667,4.04366666667,1.97,6.79133333333,5.96133333333
256.90,1.14433333333,6.31833333333,4.27866666667,2.13933333333,5.67133333333,3.781,4.07966666667,2.13933333333,7.015,7.21366666667
257.28,-0.282,5.07766666667,2.53866666667,1.73933333333,5.59466666667,2.30366666667,2.58566666667,-0.282333333333,5.54766666667,5.595
257.65,-0.083,4.34766666667,3.72666666667,2.27733333333,5.09333333333,0.869666666667,3.31266666667,-0.497,5.38333333333,6.00433333333
258.02,0.289,4.153,3.756,1.73333333333,3.32266666667,0.289,3.17833333333,-0.903,4.51433333333,6.24766666667
258.40,2.92933333333,4.40966666667,4.93366666667,2.65166666667,3.885,1.326,4.656,0.0306666666667,5.396,7.83233333333
258.77,3.474,5.224,5.64866666667,3.50033333333,3.872,2.59866666667,4.87966666667,0.822,5.887,9.44033333333
259.15,4.258,5.10433333333,5.74,3.12866666667,4.14033333333,3.22266666667,5.57533333333,1.36433333333,6.30466666667,9.99733333333
