wavelength,Back_SalStrf,Belly_SalStrf,Breast_SalStrf,Crissum_SalStrf,Crown_SalStrf,DorTail_SalStrf,Patch10_SalStrf,Rump_SalStrf,Throat_SalStrf,WingTip_SalStrf
331.71,6.49873333333,24.3914,18.1906,18.8998,7.62706666667,8.17376666667,7.0002,7.517,23.4266,8.4386
332.08,6.3412,24.2999333333,18.0656,18.7928666667,7.50666666667,8.12680000001,6.89193333333,7.32160000001,23.3292,8.34016666667
332.44,6.22626666667,24.208,17.9570666667,18.7048666667,7.41033333334,8.0098,6.78606666667,7.17420000001,23.2202666667,8.21773333333
332.81,6.09793333333,24.2702,17.9493333333,18.6839333333,7.24353333333,7.84373333333,6.6042,7.07626666667,23.1462,8.0567
333.18,6.08906666667,24.4033333333,18.0060666667,18.6426,7.1866,7.80303333333,6.617,7.05919999999,23.2616666667,8.04023333333
333.54,5.85086666667,24.3249333333,17.8474,18.3802666667,6.89286666667,7.591,6.44326666667,6.84386666667,23.0436666667,7.73366666667
333.91,5.64873333333,24.0548666667,17.6326,18.1475333333,6.66793333333,7.39396666667,6.23113333333,6.57306666666,22.786,7.3967
334.28,5.6238,24.0576666667,17.566,18.0776666667,6.6028,7.29023333333,6.16886666667,6.4866,22.6984666667,7.18113333333
334.64,5.47266666667,24.1198,17.4708,18.0013333333,6.46326666667,7.13973333333,6.00853333334,6.35086666667,22.6012666667,6.94466666667
335.01,5.4564,24.3401333333,17.5606,18.018,6.49633333333,7.19543333333,5.99013333333,6.4172,22.7514,6.92223333333
335.38,5.4356,24.5071333333,17.6290666667,18.1213333333,6.48266666667,7.1131,5.9902,6.3894,22.8533333333,6.8264
335.74,5.5288,24.6034,17.7377333333,18.3360666667,6.54506666667,7.16433333333,6.10026666667,6.47013333333,22.9628,6.7847
336.11,5.60113333333,24.7756666667,17.9336,18.5008666667,6.62773333333,7.1725,6.165,6.59246666667,23.2061333333,6.83403333333
336.47,5.824,25.074,18.2328666667,18.7842666667,6.9062,7.41903333333,6.41613333333,6.8522,23.5766,7.10483333333
336.84,6.1358,25.3140666667,18.5060666667,18.9941333333,7.17613333333,7.58153333333,6.71173333333,7.12746666667,23.8818666667,7.31916666667
337.21,6.30446666667,25.4329333334,18.6806,19.1898,7.34873333334,7.75383333333,6.87013333333,7.3028,23.9771333333,7.4434
337.57,6.41393333333,25.4809333333,18.8095333333,19.3346666667,7.53693333333,7.8455,6.95206666667,7.41800000001,24.1225333333,7.56186666667
337.94,6.52033333333,25.7674666667,19.0112,19.5538666666,7.63793333333,7.8757,7.0732,7.49733333334,24.3384666667,7.69836666667
338.31,6.597,25.9017333333,19.2003333333,19.6673333334,7.675,8.01693333333,7.1116,7.59626666667,24.4344,7.83043333334
338.67,6.6424,25.9142,19.2798,19.7336,7.73953333333,8.06566666667,7.1448,7.6002,24.5232666667,7.84460000001
339.04,6.73066666667,25.9683333333,19.3623333333,19.7806666667,7.7878,8.09046666667,7.14886666667,7.55573333334,24.5274666667,7.84486666666
339.40,6.83593333333,26.1774,19.5766,19.892,7.99006666667,8.24216666667,7.27506666667,7.68940000001,24.7687333333,7.97953333333
339.77,6.7752,26.3652666667,19.6657333333,19.8617333333,7.95506666667,8.21736666667,7.258,7.6864,24.8840666667,7.96079999999
340.14,6.8156,26.4191333333,19.6986666667,19.7725333333,8.0108,8.26556666667,7.28493333333,7.7264,24.8498666667,7.99380000001
340.50,6.59186666667,26.3854666667,19.5903333333,19.6016666667,7.7862,7.99976666667,6.99706666667,7.52940000001,24.7847333333,7.81396666667
340.87,6.43746666667,26.5132,19.5883333333,19.5760666667,7.66693333333,7.95473333333,6.84706666667,7.369,24.8206,7.73206666667
341.23,6.4766,26.7042,19.6839333334,19.6596,7.75,8.0075,6.86553333333,7.40386666667,25.0350666667,7.8157
341.60,6.47306666667,26.8012666667,19.7004,19.7406666667,7.745,8.00106666667,6.86673333333,7.38526666667,25.1352666667,7.795
341.96,6.35653333333,26.8109333333,19.6987333334,19.6391333333,7.6466,7.93873333333,6.77606666667,7.34633333333,25.1339333333,7.70423333333
342.33,6.42153333333,26.9621333333,19.8393333333,19.8340666667,7.7448,7.9166,6.91613333333,7.4278,25.3797333333,7.79016666667
342.70,6.44786666667,27.0622,19.8410666667,19.9032,7.8106,7.91726666667,6.97393333333,7.45586666667,25.4388,7.81613333333
343.06,6.47706666667,27.1442,19.9462,19.997,7.8434,7.93843333333,7.03933333333,7.54913333333,25.5574,7.86386666667
343.43,6.3724,27.0946,19.8468,19.9142,7.6882,7.81896666667,6.9456,7.46866666667,25.4898,7.72946666667
343.79,6.38906666667,27.1293333333,19.8622666667,19.9457333333,7.6806,7.82413333333,6.882,7.43319999999,25.5551333333,7.70463333333
344.16,6.38626666667,27.2167333333,19.9295333333,20.0130666666,7.713,7.8303,6.8696,7.42546666667,25.6521333334,7.6602
344.52,6.5806,27.3281333333,20.1388666667,20.1956666667,7.89633333333,7.95763333333,7.03253333333,7.61466666667,25.8214,7.71893333333
344.89,6.7236,27.4538666667,20.3055333333,20.3237333333,8.05313333333,8.13896666666,7.23133333333,7.76026666667,25.9392,7.90153333333
345.25,6.6572,27.4522666667,20.3361333333,20.3408,8.01026666667,8.13266666666,7.219,7.73306666667,25.8659333333,7.89273333333
345.62,6.66953333333,27.5895333334,20.4703333333,20.39,8.02506666667,8.16186666667,7.26586666667,7.78833333334,25.931,7.8816
345.99,6.71846666667,27.7110666666,20.6132,20.5179333333,8.0552,8.14726666667,7.29286666667,7.87606666667,26.0752666667,7.87973333333
346.35,6.611,27.6924,20.543,20.4525333333,7.9808,8.11003333334,7.1322,7.76379999999,26.0670666667,7.73603333333
346.72,6.454,27.6279333333,20.4631333333,20.3525333333,7.8196,8.01073333333,7.00506666667,7.62406666667,25.9322666667,7.56636666667
347.08,6.44633333334,27.7224666667,20.4812666667,20.3986666667,7.85446666667,7.9774,7.03973333333,7.58279999999,25.9888,7.5543
347.45,6.3972,27.8009333333,20.52,20.4458,7.87333333333,7.96573333333,7.01046666667,7.53999999999,26.0543333333,7.47676666667
347.81,6.385,27.8714666667,20.6138666667,20.4820666667,7.94786666667,7.96033333333,7.0638,7.57073333334,26.0775333333,7.5034
348.18,6.404,28.0059333333,20.7448,20.6356,7.96073333333,7.97276666667,7.05386666667,7.61566666667,26.2813333334,7.5472
348.54,6.21073333333,27.9796,20.6877333333,20.5848666666,7.8326,7.83703333333,6.8898,7.44113333333,26.1684,7.41336666667
348.91,5.99973333333,27.9472666667,20.5955333333,20.5310666667,7.59453333333,7.5257,6.67253333333,7.21706666667,26.0287333333,7.15973333333
349.27,5.94673333333,28.0387333333,20.6252,20.5372,7.53133333333,7.3658,6.59333333333,7.13346666667,26.1323333334,7.0192
349.64,6.014,28.1158666667,20.6952666667,20.5807333333,7.52086666667,7.3066,6.60793333333,7.11826666667,26.2555333333,7.1034
350.00,6.0802,28.1939333333,20.7628,20.6553333333,7.6182,7.39203333333,6.66953333333,7.09586666667,26.3676666667,7.19416666667
350.37,6.2162,28.3484666667,20.8513333333,20.7439333333,7.70426666667,7.45583333333,6.7976,7.22646666667,26.4499333334,7.3099
350.73,6.45406666667,28.6104666667,21.0971333333,21.0064666667,7.90173333333,7.5701,7.00493333333,7.44253333333,26.7686,7.48983333333
351.10,6.45133333333,28.5892666667,21.0947333333,20.9973333333,7.8766,7.5498,6.9898,7.4626,26.7930666667,7.4294
351.46,6.57913333333,28.7802666667,21.3057333333,21.128,7.97146666667,7.68626666667,7.09313333333,7.59086666667,26.9738666667,7.5768
351.83,6.65006666667,28.8908,21.3610666667,21.2493333333,8.03686666667,7.70346666667,7.1202,7.62566666667,27.0162,7.57946666667
352.19,6.6384,28.9691333333,21.3455333333,21.2412666667,8.0468,7.66006666667,7.1234,7.5846,26.9599333333,7.5453
352.55,6.78513333333,29.1938666666,21.5073333333,21.3562,8.13706666666,7.7937,7.25366666667,7.69560000001,27.1548666667,7.64863333333
352.92,6.8754,29.2691333333,21.5952666667,21.3946666667,8.262,7.91763333333,7.29973333334,7.84833333333,27.3631333333,7.72833333333
353.28,6.83013333333,29.2532666667,21.5728,21.413,8.20066666666,7.8987,7.26986666667,7.83326666667,27.3802,7.72386666667
353.65,6.7638,29.3414,21.6382,21.4694,8.17653333333,7.89723333333,7.2238,7.82906666667,27.4380666667,7.62446666667
354.01,6.69506666667,29.4174,21.6375333333,21.4828,8.12693333334,7.86096666667,7.17213333333,7.78786666667,27.3736666667,7.55316666667
354.38,6.648,29.5359333333,21.7836666667,21.6008,8.158,7.86833333333,7.21466666667,7.76573333334,27.49,7.54193333333
354.74,6.52953333333,29.5079333333,21.8212666667,21.5385333333,8.05806666666,7.8229,7.11913333333,7.68846666666,27.5010666667,7.49316666667
355.11,6.419,29.5594666667,21.8244,21.5997333333,7.9924,7.79073333333,7.03306666667,7.62993333333,27.5121333333,7.4366
355.47,6.2402,29.5101333333,21.703,21.5154666667,7.8138,7.56393333333,6.8426,7.47433333334,27.4710666667,7.263
355.83,6.187,29.559,21.6866666667,21.5182666667,7.74,7.51466666667,6.7918,7.40986666666,27.5360666667,7.18883333333
356.20,6.1164,29.5875333333,21.7101333333,21.5298666667,7.62713333333,7.4497,6.73466666667,7.35993333333,27.5469333333,7.08126666667
356.56,6.09086666667,29.7322,21.7724666667,21.6416666667,7.63026666667,7.45693333333,6.77386666667,7.38866666666,27.6540666667,7.096
356.93,6.094,29.8636666667,21.8256,21.6957333333,7.62906666667,7.42773333333,6.79593333333,7.3408,27.7048666667,7.04983333333
357.29,6.24146666667,30.0282666667,21.9684,21.8092666667,7.76786666667,7.53716666667,6.92946666667,7.43526666667,27.8546666667,7.15196666667
357.66,6.2542,30.0651333333,21.9540666667,21.7712666667,7.733,7.4746,6.87513333333,7.38313333333,27.8579333333,7.1392
358.02,6.2512,30.1200666667,22.0220666667,21.8359333333,7.67053333333,7.4102,6.83026666667,7.37013333333,27.9904,7.10636666667
358.38,6.257,30.2428,22.0848666667,21.8437333333,7.6046,7.39646666667,6.74606666667,7.3802,28.0800666667,7.0581
358.75,6.29146666667,30.4026,22.1132666667,21.9065333333,7.62973333333,7.39666666667,6.7472,7.39853333333,28.1302666666,7.10136666667
359.11,6.4124,30.5808,22.3005333334,22.0052,7.6882,7.4313,6.809,7.45373333333,28.3248666667,7.15723333333
359.48,6.56173333333,30.7924666667,22.5196,22.2144666667,7.87473333333,7.61893333333,6.96906666667,7.60826666666,28.5123333333,7.3038
359.84,6.6776,30.9396,22.7156,22.3652,8.01066666667,7.7543,7.07806666667,7.76580000001,28.6912,7.46563333333
360.20,6.77273333333,31.0962666667,22.8498666667,22.4731333333,8.11586666667,7.8215,7.13826666667,7.83053333333,28.8455333333,7.55256666667
360.57,6.91633333334,31.2006,22.9923333333,22.5834,8.26326666667,7.94066666666,7.23613333333,7.93633333334,28.9500666667,7.6438
360.93,7.028,31.343,23.1304,22.7468666667,8.36826666667,8.04493333333,7.31606666667,8.04473333333,29.0832666667,7.75606666667
361.29,7.0246,31.485,23.2008,22.8358,8.38946666668,8.06473333333,7.30613333333,8.056,29.1561333333,7.75146666667
361.66,6.9678,31.545,23.2466,22.9243333333,8.41480000001,8.0685,7.281,8.08079999999,29.2122666667,7.74223333333
362.02,7.017,31.6347333334,23.3170666667,22.9778,8.47886666666,8.1103,7.30913333333,8.13913333334,29.3062,7.7594
362.39,7.07846666667,31.6648666667,23.3564666667,23.0846666667,8.55699999999,8.17143333333,7.41533333333,8.21446666666,29.3684666667,7.83393333333
362.75,7.10026666666,31.7247333333,23.4282666667,23.1831333333,8.5988,8.18886666667,7.42566666667,8.23686666667,29.4235333333,7.82153333333
363.11,7.12593333333,31.8824,23.5152666667,23.2924666667,8.68586666667,8.25506666667,7.49573333334,8.29166666667,29.5219333333,7.87583333333
363.48,7.17066666667,31.9082666667,23.4986,23.3002666667,8.70613333333,8.2166,7.49293333333,8.28833333333,29.5324666667,7.87793333333
363.84,7.02906666667,31.9112,23.4208666667,23.2540666667,8.58233333332,8.0638,7.33466666667,8.13966666667,29.5061333333,7.7654
364.20,6.9386,31.8474,23.3646666667,23.2245333333,8.56106666667,7.99753333333,7.26366666667,8.11199999999,29.5005333333,7.7122
364.57,6.82053333333,31.8745333333,23.3427333333,23.2375333333,8.43433333333,7.89486666667,7.16786666667,8.02753333333,29.5325333333,7.60773333333
364.93,6.7318,31.9550666666,23.3496666667,23.2412666667,8.35779999999,7.8026,7.07333333333,7.96333333333,29.5644,7.5325
365.29,6.65293333333,31.8712,23.3267333333,23.1982666667,8.30433333333,7.6796,6.9476,7.90073333333,29.5440666667,7.47576666667
365.66,6.70573333333,31.997,23.4194666667,23.2673333333,8.34140000001,7.7097,7.00373333333,7.89333333334,29.6858666667,7.53806666667
366.02,6.677,32.0478666667,23.4677333333,23.3184666667,8.35993333334,7.70206666667,7.0132,7.88646666666,29.7653333333,7.54446666667
366.38,6.52333333333,31.9363333334,23.3202,23.1814666666,8.21406666667,7.49923333333,6.7998,7.72966666667,29.6236,7.43396666667
366.75,6.5254,32.0606666667,23.4206,23.2218,8.21959999999,7.4915,6.80613333333,7.74706666667,29.7503333333,7.44373333333
367.11,6.49986666667,32.0198,23.3745333333,23.2102,8.12793333333,7.4155,6.76126666667,7.69846666667,29.7166666667,7.38193333333
367.47,6.4596,32.1406,23.4482666667,23.3169333333,8.11400000001,7.45503333333,6.7434,7.68586666667,29.8194666667,7.37623333333
367.84,6.54513333333,32.2507333333,23.5966,23.4222,8.16853333334,7.53803333333,6.83326666667,7.76673333333,29.9076666667,7.4152
368.20,6.59126666667,32.3977333333,23.6512,23.5346666666,8.16793333334,7.5317,6.8696,7.75746666667,29.9951333333,7.4166
368.56,6.63286666667,32.5158666667,23.7186666667,23.6080666667,8.20113333334,7.47266666667,6.89,7.77673333333,30.0507333334,7.4384
368.93,6.58233333333,32.4318666667,23.703,23.5806666667,8.14626666666,7.44106666667,6.85846666666,7.75873333333,30.0418,7.38036666667
369.29,6.62486666667,32.6093333333,23.7996,23.6924,8.15059999999,7.53293333333,6.9542,7.8086,30.2011333333,7.3969
369.65,6.6264,32.6578666667,23.8477333333,23.7429333333,8.12833333333,7.52733333333,6.95366666667,7.8356,30.2621333333,7.32646666667
370.01,6.60746666667,32.8124666667,23.9428,23.8220666667,8.13826666666,7.49626666667,6.92433333333,7.82673333334,30.2891333333,7.3351
370.38,6.73033333333,33.0524666667,24.1666666667,23.9860666667,8.25613333334,7.6494,7.05293333333,7.9242,30.5018,7.4136
370.74,6.71686666667,33.1154666667,24.2151333333,24.0492666667,8.23306666667,7.6171,7.02793333333,7.88333333333,30.6026,7.40433333333
371.10,6.75186666667,33.239,24.3279333333,24.1408666667,8.32320000001,7.701,7.04246666667,7.96426666667,30.7791333333,7.50673333333
371.46,6.7864,33.3531333333,24.3983333333,24.1946666667,8.34419999999,7.72813333333,7.05426666667,8.03013333334,30.9006666667,7.4974
371.83,6.77666666667,33.444,24.4239333333,24.2428,8.3396,7.68806666667,7.0126,8.0582,31.031,7.49993333333
372.19,6.86786666667,33.5364,24.5332666667,24.3235333333,8.40013333334,7.77236666666,7.0702,8.14106666667,31.0987333333,7.5738
372.55,6.8774,33.6126,24.5889333333,24.3874,8.45413333333,7.81086666667,7.04006666667,8.18406666666,31.2040666667,7.6159
372.92,6.93806666667,33.8102,24.7225333333,24.542,8.54886666667,7.8662,7.1102,8.26306666667,31.3387333333,7.7051
373.28,6.93653333333,33.8604,24.7434,24.5608666667,8.57260000001,7.82306666667,7.0778,8.30940000001,31.4014666667,7.74116666667
373.64,6.92326666667,33.9131333333,24.7502666667,24.6082,8.58073333333,7.80933333333,7.022,8.31993333333,31.4777333333,7.76903333333
374.00,6.94653333333,33.9326666667,24.7613333333,24.6554666667,8.57973333333,7.83223333333,7.0272,8.33033333333,31.5093333333,7.746
374.37,6.92433333333,34.0257333333,24.8064,24.7038,8.56746666667,7.79876666667,6.9726,8.31326666667,31.611,7.75273333333
374.73,6.9434,34.0219333333,24.8322666667,24.7030666667,8.62473333333,7.84293333333,6.95906666667,8.40106666666,31.6312666667,7.7842
375.09,6.9102,34.1474,24.8871333334,24.8054,8.61953333333,7.7874,6.93273333333,8.38986666666,31.7228,7.7004
375.45,6.8892,34.2442666667,24.9576666667,24.8508666667,8.61059999999,7.74433333333,6.90633333333,8.37906666666,31.8179333333,7.7075
375.81,6.87413333333,34.2848666667,24.9698,24.8647333333,8.59993333334,7.7527,6.91213333333,8.3366,31.8192666667,7.65836666667
376.18,6.83666666667,34.3332666667,24.9974666667,24.9231333333,8.56226666667,7.74803333333,6.87653333333,8.32340000001,31.8837333333,7.64056666667
376.54,6.8154,34.3684,25.0311333333,24.9117333333,8.54419999999,7.7586,6.87206666667,8.30386666667,31.8963333333,7.5931
376.90,6.78873333333,34.4584,25.0317333333,24.9282666667,8.52086666667,7.74716666667,6.81926666667,8.27260000001,32.0026,7.54886666667
377.26,6.79773333333,34.6077333333,25.1455333333,25.0212666667,8.55026666666,7.80066666667,6.83933333333,8.2798,32.1434666667,7.5543
377.63,6.794,34.666,25.1726,25.0545333333,8.55813333334,7.78386666667,6.81493333333,8.27926666666,32.1228666667,7.53633333333
377.99,6.806,34.7718666667,25.2204,25.0926666667,8.5628,7.77516666667,6.78606666667,8.31586666667,32.2752666667,7.5519
378.35,6.8604,34.914,25.3498666667,25.2644666667,8.65873333333,7.84816666667,6.84726666667,8.41293333333,32.4334666667,7.59556666667
378.71,6.83913333333,35.0787333334,25.3795333333,25.3931333333,8.64100000001,7.83273333333,6.82953333333,8.415,32.5316,7.5967
379.07,6.80713333333,35.0909333333,25.3998,25.3707333333,8.58560000001,7.7922,6.79413333333,8.40566666666,32.5174666667,7.57653333333
379.44,6.8536,35.1675333333,25.4749333333,25.4745333333,8.61180000001,7.8467,6.8442,8.43339999999,32.5825333333,7.60666666667
379.80,6.895,35.2603333333,25.5611333333,25.5930666667,8.68066666667,7.91076666667,6.8914,8.51046666666,32.6648,7.68506666667
380.16,6.84433333333,35.3318666667,25.5596,25.6014666667,8.67613333334,7.87873333333,6.83993333333,8.51526666666,32.7394666667,7.66843333333
380.52,6.85946666666,35.4726666667,25.6094,25.6944,8.67573333332,7.90623333334,6.83666666667,8.54666666667,32.8613333333,7.70766666667
380.88,6.92906666667,35.6077333333,25.7516,25.8822666667,8.76406666668,7.9783,6.9004,8.6592,33.0163333333,7.8194
381.24,6.97846666667,35.6541333333,25.7678,25.9622666667,8.81359999999,7.9781,6.90293333333,8.70993333334,33.0490666667,7.84956666667
381.61,7.02646666667,35.8002666667,25.8736666667,26.0945333333,8.8632,8.06293333334,6.95826666667,8.7762,33.2274,7.9372
381.97,7.03306666667,35.8394,25.9049333333,26.1462,8.86206666667,8.11333333333,6.98073333333,8.76899999999,33.2535333334,7.94466666667
382.33,7.003,35.9003333333,25.8952666667,26.2003333333,8.81073333333,8.08463333333,6.931,8.72046666667,33.2904,7.88496666667
382.69,6.98766666667,35.9033333333,25.9022,26.2078666667,8.81326666667,8.07586666667,6.9102,8.70893333333,33.3343333334,7.83313333333
383.05,7.03653333333,36.0507333333,25.9636666667,26.3486666667,8.87999999999,8.1629,6.92266666667,8.76046666667,33.4538,7.85806666667
383.41,7.0206,36.1924,26.0204666667,26.4399333333,8.88773333334,8.16366666667,6.88026666667,8.77466666666,33.5570666667,7.87283333333
383.77,7.01633333333,36.3036,26.078,26.4796666667,8.86359999999,8.17266666667,6.833,8.77746666667,33.6448666667,7.865
384.14,7.0928,36.5011333334,26.2304,26.6551333333,8.95613333333,8.24696666667,6.889,8.84046666666,33.8184666667,7.94133333333
384.50,7.12766666667,36.5605333333,26.293,26.7226666667,9.00106666668,8.25516666666,6.9212,8.86406666668,33.9132,7.9512
384.86,7.08046666667,36.5614666667,26.2622666667,26.7196,8.94380000001,8.19396666666,6.8384,8.7906,33.8984666667,7.85953333333
385.22,7.0344,36.6679333333,26.3432666667,26.7938666667,8.90660000001,8.18683333333,6.8112,8.75273333334,33.9830666667,7.7915
385.58,6.94693333333,36.6837333333,26.3028,26.7979333333,8.84846666667,8.11846666667,6.72753333333,8.68939999999,33.9945333333,7.7102
385.94,6.9158,36.8034,26.3361333333,26.8548666667,8.84573333333,8.07346666667,6.68626666667,8.69766666667,34.0990666667,7.6731
386.30,6.92926666667,36.8914,26.4062,26.8766,8.85306666668,8.07126666666,6.6918,8.72893333334,34.1762,7.70606666667
386.66,7.01066666667,37.0642,26.5185333333,27.0044666667,8.91360000001,8.1471,6.76246666667,8.7866,34.3137333333,7.76973333333
387.03,6.95333333333,37.0902,26.5364666667,26.9898,8.87186666668,8.07596666667,6.69153333333,8.71653333333,34.357,7.74896666667
387.39,6.92806666666,37.0878666667,26.5193333333,26.9968,8.86979999999,8.0399,6.67353333333,8.69966666667,34.3685333333,7.7218
387.75,6.96633333333,37.1963333333,26.5978666667,27.1164666667,8.92806666667,8.04806666667,6.7086,8.74526666666,34.5175333333,7.7405
388.11,6.93506666667,37.2640666667,26.6138666667,27.1364666667,8.89726666667,8.02406666666,6.6732,8.723,34.5784666667,7.70023333333
388.47,6.88286666667,37.3812666667,26.6544666667,27.2158666666,8.86046666667,7.9875,6.628,8.69613333333,34.6539333333,7.65713333333
388.83,6.9026,37.5107333333,26.719,27.3196,8.87826666666,8.01420000001,6.65226666667,8.72726666667,34.7826,7.68033333333
389.19,6.94,37.5625333333,26.7108,27.3604666667,8.8938,8.01230000001,6.65573333333,8.73446666667,34.8319333333,7.7043
389.55,6.9522,37.6940666667,26.8016,27.4182666667,8.91093333333,7.99300000001,6.67073333333,8.74653333333,34.9120666667,7.70046666667
389.91,6.9464,37.8018,26.8582,27.5315333333,8.89626666667,8.01393333333,6.67393333333,8.76746666666,34.9633333333,7.7442
390.27,6.97366666666,37.8877333333,26.8878,27.6722,8.93813333334,8.05036666667,6.69693333333,8.80086666667,35.0468666667,7.74443333333
390.63,6.95653333333,37.9207333333,26.8898666666,27.7104,8.91659999999,8.01976666667,6.66153333333,8.78713333334,35.0746666667,7.73256666667
391.00,7.03486666667,38.0783333333,26.9686666667,27.8729333333,8.9814,8.09403333334,6.71453333333,8.87379999999,35.2248666667,7.7851
391.36,7.03326666667,38.126,26.9869333333,27.9269333333,8.96446666666,8.08613333333,6.67653333333,8.87819999999,35.2654666667,7.7818
391.72,7.01933333333,38.1694,26.9745333333,27.9699333333,8.94940000001,8.09273333334,6.6492,8.85233333333,35.3116,7.78286666667
392.08,7.0604,38.2365333333,27.0325333333,28.053,8.97326666667,8.12246666667,6.66493333333,8.88846666666,35.3980666667,7.8115
392.44,7.05713333334,38.2965333333,27.0622666667,28.1063333333,8.98760000001,8.13996666666,6.64646666667,8.90186666667,35.4786666667,7.83296666667
392.80,7.0298,38.3798666667,27.0530666667,28.1362666667,8.97266666666,8.13953333334,6.60693333334,8.88613333333,35.5242666667,7.82816666667
393.16,7.00573333333,38.4699333333,27.1177333333,28.2199333333,8.98680000001,8.17996666667,6.59033333333,8.92886666667,35.6122,7.87523333333
393.52,7.0442,38.5462,27.1787333333,28.3236,9.0258,8.21766666666,6.5638,8.96493333334,35.699,7.90986666667
393.88,7.03926666667,38.5924666667,27.1689333333,28.3728,9.03939999999,8.21356666666,6.51766666667,8.9692,35.8008666667,7.88923333333
394.24,7.0014,38.7196,27.1958,28.3825333333,9.01933333334,8.2049,6.48613333333,8.96106666667,35.9040666667,7.8962
394.60,6.97733333333,38.7920666667,27.2082,28.4282666667,9.03046666665,8.21336666667,6.4536,8.96726666667,35.9956,7.9132
394.96,6.93373333333,38.8179333333,27.2074,28.4246,8.99366666665,8.18633333334,6.40946666667,8.94433333334,36.0369333333,7.88893333333
395.32,6.88266666667,38.9024,27.2588666667,28.4869333333,8.97713333333,8.19446666667,6.37026666667,8.92960000001,36.118,7.84463333333
395.68,6.8332,39.0254666667,27.2902,28.5723333333,8.96726666667,8.19946666666,6.3196,8.94653333333,36.1979333333,7.8226
396.04,6.74873333334,39.0992,27.2610666667,28.602,8.90320000001,8.14159999999,6.23606666667,8.89853333334,36.2234,7.7504
396.40,6.74226666667,39.1625333333,27.2787333333,28.6611333333,8.88046666667,8.13453333333,6.18846666667,8.89666666666,36.2487333333,7.72916666667
396.76,6.75013333333,39.233,27.3348666667,28.7346666667,8.91060000001,8.12409999999,6.16833333333,8.92886666667,36.3260666667,7.76076666667
397.12,6.7006,39.2526666667,27.2543333333,28.7245333333,8.86093333334,8.06496666667,6.11473333333,8.87793333333,36.3242,7.6954
397.48,6.68193333333,39.3176,27.2494666667,28.7930666667,8.85666666667,8.0809,6.1284,8.87986666667,36.3986666667,7.65196666667
397.84,6.74413333333,39.3989333333,27.3092666667,28.8912666667,8.9014,8.12286666667,6.18573333333,8.9054,36.4626,7.67323333333
398.20,6.76566666667,39.4241333333,27.3253333333,28.9314,8.91799999999,8.13980000001,6.1754,8.92133333333,36.4782,7.66696666667
398.56,6.7842,39.5289333333,27.3772666667,29.0047333333,8.90573333333,8.15983333333,6.16093333333,8.93899999999,36.5790666667,7.66596666667
398.92,6.8062,39.5400666667,27.3868,29.0795333333,8.93186666667,8.19900000001,6.18393333333,8.9768,36.5995333333,7.7174
399.28,6.82793333333,39.5736,27.3654666667,29.1098,8.95853333334,8.19589999999,6.19113333333,9.01179999999,36.6578,7.76113333333
399.64,6.863,39.6047333333,27.3937333333,29.1547333333,8.97053333333,8.21313333333,6.2156,9.05453333334,36.6902666667,7.8107
400.00,6.87453333333,39.6006,27.3868666667,29.2021333333,8.96966666667,8.20596666667,6.21446666667,9.0736,36.7232666667,7.82203333333
400.36,6.8726,39.6597333333,27.3982,29.2450666667,8.96526666667,8.2076,6.2208,9.0582,36.764,7.82006666667
400.72,6.87486666667,39.736,27.4368,29.3297333333,8.95473333335,8.23853333333,6.22306666667,9.05840000001,36.8451333333,7.82286666667
401.08,6.8908,39.8357333333,27.5099333333,29.4484666666,8.98386666666,8.25186666666,6.23133333333,9.09373333333,36.9393333333,7.85366666667
401.44,6.89373333333,39.8902,27.5131333333,29.4832,8.97159999999,8.23936666667,6.21486666667,9.09880000001,36.9876,7.8797
401.80,6.8768,39.9302666667,27.5294,29.5379333334,8.97126666666,8.24646666667,6.1744,9.12793333333,37.0480666667,7.89426666667
402.16,6.87033333333,40.0027333333,27.5627333333,29.6522666667,8.95439999999,8.22776666667,6.15473333333,9.1222,37.122,7.9153
402.52,6.84706666667,39.9987333333,27.5392,29.6940666667,8.95186666667,8.20416666667,6.14973333333,9.10693333333,37.0996666667,7.89786666667
402.88,6.80833333333,40.1178666667,27.5840666667,29.7573333333,8.92893333334,8.16623333334,6.1064,9.09106666667,37.2113333333,7.86123333333
403.24,6.79393333333,40.1636,27.5698,29.8096666667,8.929,8.17260000001,6.0886,9.07306666667,37.2538,7.8339
403.60,6.77513333333,40.2185333333,27.5506,29.8409333333,8.90813333333,8.12653333334,6.06186666667,9.02633333334,37.3092,7.79786666667
403.95,6.80806666667,40.3606,27.6296666667,29.9336,8.96746666667,8.18570000001,6.09266666667,9.0776,37.4084,7.86746666667
404.31,6.8006,40.4141333333,27.6160666667,29.9868,8.96866666667,8.18540000001,6.07166666666,9.09586666667,37.4851333333,7.8921
404.67,6.77026666666,40.3819333333,27.5534666667,29.9557333333,8.94360000001,8.14709999999,6.04353333333,9.08106666667,37.4409333333,7.8542
405.03,6.79273333333,40.4466666667,27.6022666666,30.0353333333,8.97899999999,8.17540000001,6.04993333333,9.10133333333,37.549,7.8703
405.39,6.7828,40.5178,27.6241333333,30.1109333333,8.98106666665,8.19153333334,6.04166666667,9.12286666666,37.6165333333,7.856
405.75,6.75053333333,40.5818666667,27.6358,30.1338666667,8.96006666666,8.16903333333,6.01613333333,9.09333333333,37.6546,7.85483333333
