wavelength,Back_CorMelf,Belly_CorMelf,Breast_CorMelf,Crissum_CorMelf,Crown_CorMelf,DorTail_CorMelf,Patch10_CorMelf,Patch11_CorMelf,Patch12_CorMelf,Patch13_CorMelf,Rump_CorMelf,Throat_CorMelf,WingTip_CorMelf
200.06,18.9655,37.2128333333,21.9348333333,23.3715,29.4061666667,13.1226666666,18.1991666667,18.4865,37.9311666667,38.8888333333,26.5325,4.21433333335,23.8506666666
200.44,18.8491666666,38.74025,22.123,22.3215,28.0756666667,13.0951666667,21.2301666667,22.0235,38.0951666667,42.262,31.1508333334,4.4643333333,23.3133333334
200.82,22.4565833334,45.72525,17.6408333333,27.1645,25.4328333334,14.0691666667,24.026,22.5108333333,40.3681666666,43.9391666666,32.792,5.6278333333,24.2425
201.19,26.348,48.1005833334,13.7256666667,25.3676666666,24.5098333334,17.0341666667,26.4706666667,25.858,40.441,45.7108333333,32.5981666667,4.5343333333,20.8333333333
201.57,28.47625,41.258,15.7465,27.1983333333,26.4826666666,23.2106666666,28.7321666667,27.1983333333,37.5255,45.2965,35.9918333333,9.407,19.9385
201.95,20.9160833333,37.03075,15.011,25.7173333333,19.757,20.1988333334,25.607,24.393,32.2296666667,42.1635,34.989,7.064,12.031
202.33,7.80841666667,19.16025,3.412,13.9108333333,1.31216666666,11.2861666667,10.8923333333,12.336,14.6983333334,38.0575,20.6036666666,-6.56183333331,-6.95533333334
202.71,-23.5691666667,-1.68333333333,-19.6971666667,-6.734,-23.7373333333,-6.22900000001,-15.825,-8.249,-5.8925,22.0536666666,-0.84166666665,-27.9461666667,-36.7005
203.09,-31.8575833333,-14.14925,-28.993,-23.7848333334,-36.6316666666,-14.4098333333,-25.5208333334,-22.2223333334,-12.3265,16.8403333333,-7.46516666667,-35.764,-47.3958333333
203.47,-28.6740833333,-18.1899166667,-31.7205,-27.957,-36.7383333333,-15.5915,-28.6736666667,-20.2506666667,-9.8565,15.9495,-10.3941666667,-41.2188333333,-52.6883333334
203.85,-36.8913333334,-22.2845,-29.2135,-33.3331666667,-39.1386666666,-14.9811666666,-31.4606666666,-20.7865,-10.2996666667,9.17599999999,-14.6068333333,-44.0076666667,-52.9963333333
204.22,-68.7229166666,-42.09975,-49.3505,-64.0693333333,-63.6365,-36.147,-56.7096666667,-41.5585,-36.3633333333,-13.2033333333,-35.065,-69.2641666666,-76.4068333333
204.60,-73.76125,-45.8334166667,-52.7026666667,-64.865,-65.7658333334,-39.8648333333,-63.0628333333,-44.1441666667,-32.2071666667,-17.3423333333,-47.973,-77.0268333333,-77.7028333334
204.98,-79.1666666667,-62.1795,-47.8631666667,-70.5128333334,-67.3076666666,-40.8118333333,-69.8718333335,-48.2906666667,-37.8205,-25.2136666667,-58.5471666666,-77.7778333333,-79.0598333333
205.36,-88.8890000002,-66.5598333333,-42.5215,-62.3933333334,-72.8633333333,-41.0258333334,-77.1368333331,-52.3505,-33.547,-33.1198333333,-59.4018333333,-72.8631666667,-74.359
205.74,-151.886916666,-120.283,-82.7043333335,-111.949833333,-125.786166667,-90.8805,-134.276833333,-89.9370000001,-72.3273333333,-78.3018333332,-110.691833333,-127.9875,-127.987333333
206.12,-125.595416667,-116.517833333,-80.6548333335,-94.9404999999,-104.464333333,-71.7261666667,-122.916666667,-72.9166666665,-49.7021666667,-66.0716666665,-98.2141666668,-116.666666667,-112.7975
206.50,-92.0291666665,-90.9419166667,-60.145,-75.1206666667,-72.7053333334,-47.8261666666,-86.7150000001,-47.5845,-23.43,-51.4495,-67.6328333333,-90.8211666665,-84.5411666669
206.87,-78.7975000001,-84.7045,-57.3838333333,-67.7216666667,-71.7301666667,-47.6791666667,-77.2154999998,-43.0378333333,-22.3626666667,-46.4135,-61.8143333333,-85.8650000001,-73.4178333331
207.25,-61.3245833333,-70.0855,-43.1623333333,-51.4958333333,-51.282,-42.0941666667,-66.8803333333,-21.1538333334,-7.265,-34.6151666667,-45.9403333333,-66.8803333333,-59.4016666665
207.63,-71.98075,-88.5265833334,-56.039,-53.6233333334,-60.3865,-45.1688333333,-72.2225,-20.2898333333,-13.7681666667,-39.3721666667,-50.2416666667,-70.7731666665,-67.8744999999
208.01,-96.8180833331,-118.939333333,-73.6363333332,-66.9696666667,-78.4848333333,-57.5758333333,-86.6666666667,-26.9695,-22.121,-59.394,-73.9393333333,-95.7574999999,-96.6668333333
208.39,-121.022666667,-163.825833333,-105.681666667,-82.9546666666,-117.045666666,-78.788,-104.166666667,-23.8635,-36.3638333333,-66.2880000001,-102.272833333,-124.621333333,-135.227333333
208.77,-222.395833333,-272.395833333,-196.875,-164.0625,-202.604166667,-153.645833333,-190.625,-68.2291666667,-142.1875,-141.145833333,-194.791666667,-222.916666666,-257.291666666
209.14,-1007.29166666,-1194.79166666,-895.833333335,-704.166666667,-922.916666667,-787.5,-952.083333335,-331.25,-725.0,-595.833333333,-831.250000001,-1012.5,-1106.25
209.52,-2833.33333333,-3372.22225,-2688.88883334,-2288.889,-2638.88883333,-2149.99983333,-2716.66666667,-1066.66683333,-2200.00016667,-1705.55566666,-2561.11116666,-2938.88866667,-3227.77783333
209.90,1296.42833333,1427.38083333,1238.09516667,990.476166665,1223.8095,935.714499999,1259.52383333,492.857333334,1045.23783334,788.095166668,1219.0475,1314.28566667,1402.38083334
210.28,349.731,372.31175,312.903333333,281.7205,334.4085,240.86,322.043,150.5375,301.075166666,231.1825,336.559166667,353.763333333,361.828
210.66,260.869666666,265.761083333,233.695833333,202.536333334,242.753833333,171.739333333,229.710166667,120.289833333,220.289833333,189.855166666,242.753666667,252.898666666,259.057833333
211.03,231.770833334,238.888833334,207.986,175.0,205.902833333,138.541833333,194.791833333,83.6804999998,201.735833334,173.264,214.236166667,223.9585,235.4165
211.41,243.333333333,256.296333334,219.629666667,184.814833333,234.814833334,118.148,182.222333333,77.0371666666,205.555833334,185.555666667,221.111166667,217.777833333,236.6665
211.79,322.135416667,343.489583334,284.375,250.0,317.708333333,140.104166666,265.625,100.0,271.354166666,233.854166667,307.8125,281.25,300.520833334
212.17,367.261916667,403.27375,347.618833333,301.1905,373.214333334,180.9525,328.571333334,126.785666666,335.119333333,256.5475,338.095166667,303.5715,348.214333334
212.55,315.509416667,332.638833333,308.333166667,244.907333333,305.555333334,148.611166666,293.518333333,135.648333334,257.407333333,231.9445,272.222333333,243.9815,284.259333333
212.92,227.0,263.166666667,234.0,185.666666667,233.666666666,109.666666667,229.333333334,123.333333333,182.666666667,171.666666667,193.666666667,182.0,201.333333333
213.30,249.0,276.166666667,254.0,206.333333333,246.333333333,101.333333333,222.0,149.0,181.666666667,202.0,206.0,192.333333333,214.666666666
213.68,205.338333334,214.062166666,208.072666667,160.676833333,194.7915,89.5833333333,180.208166667,122.656166667,150.781,169.01,163.281,158.072666667,172.656166666
214.06,199.882666667,207.159666666,197.652666667,152.582166667,185.915333334,82.1598333334,172.065666666,118.779333333,143.427166666,164.084666666,149.295666667,156.573,169.953
214.44,224.404666667,234.225916667,223.809666667,174.702333333,197.619166667,90.4763333331,199.702333334,132.738,152.976333333,173.809333333,162.5,166.666833333,184.8215
214.81,205.050416667,213.1315,195.959666667,163.383666667,179.293,90.6566666667,188.131333333,132.070833333,143.4345,150.0,160.606,155.808,164.393833333
215.19,180.966916666,186.522666667,165.0205,146.090333333,150.617333333,83.539,169.3415,127.9835,125.514166667,129.423833333,143.209833334,138.2715,145.267333334
215.57,198.83725,199.80625,178.4885,156.782833333,157.558166667,101.938,190.31,145.930166667,146.8995,147.093,160.0775,159.8835,157.751833333
215.95,193.681333333,187.271083334,167.765333333,142.307666666,145.604333333,94.3223333334,170.879166666,140.476166667,135.530833333,142.857166667,145.238333334,153.663,152.014666667
216.32,208.642,197.016416666,177.778,149.5885,155.555666667,92.3868333333,181.069833334,143.415833333,142.798166667,152.057666667,159.2595,170.164833333,160.288
216.70,262.222083333,265.000166666,213.3335,202.222,191.388833333,121.111333333,227.499833334,179.1665,183.333333334,196.6665,215.277666667,228.611166667,201.111166666
217.08,271.345,262.86525,213.450166667,201.169666667,191.812833334,119.005833333,230.701666667,170.467666667,175.438333333,199.999833333,213.742666666,235.087666667,211.695833333
217.46,320.930083334,307.557916666,250.3875,242.248166667,221.318,145.348833334,285.271333333,185.271333333,209.689666667,229.4575,247.286833333,276.356666667,252.713
217.83,447.023833333,458.9285,351.1905,330.357166667,302.976166667,211.3095,411.904666667,241.666666667,292.857333334,303.5715,330.952333333,391.0715,359.523666667
218.21,450.3205,516.666666666,380.769166667,361.538666667,304.487166667,255.769333333,454.487166667,265.3845,298.076666666,301.923166667,359.6155,399.358833334,375.641
218.59,471.666666667,550.0,418.0,373.333333334,339.333333334,263.333333333,472.666666667,297.333333334,308.0,334.0,370.0,420.0,419.333333334
218.97,335.91975,414.367833334,320.689666666,268.390833333,241.954,194.252833334,344.827666667,195.4025,229.310666666,254.023166667,260.919666667,314.942833334,312.643666667
219.34,355.769333333,443.910166667,367.307666667,316.666833333,272.436166667,234.615333333,371.154,195.512666667,250.640833333,290.384833333,289.102666666,347.435833333,357.051333333
219.72,343.478166666,419.203166667,363.768166667,290.579833333,223.188666667,233.333333333,342.029,176.811666667,237.681,260.144666667,284.7825,334.058166667,366.666666667
220.10,258.823333333,313.9705,285.784333334,239.705833333,187.745,200.490166667,271.0785,146.5685,202.941,225.980333333,240.196,261.2745,291.667
220.47,214.58325,255.382083334,228.819333333,193.402833333,152.4305,167.708333333,219.444666666,134.375,174.3055,193.402666667,198.611,207.291666667,236.458333333
220.85,204.245416667,225.157166667,217.610166667,166.666666667,150.000166667,155.346,203.459333333,129.874333334,166.352166667,188.364833334,189.6225,193.081666666,227.358333334
221.23,299.1935,327.419333334,322.580833333,239.785,210.215,232.258166667,293.548333334,162.3655,250.0,278.4945,289.247333333,279.032333333,352.150666667
221.61,260.185166667,289.352,285.648166667,210.185166667,178.240666667,203.703666667,241.204,134.722166667,218.981666666,238.888833333,258.7965,239.351833333,299.537166666
221.98,250.000083333,272.74775,271.621333333,218.018166667,181.981833333,183.333333333,217.117,149.098833334,208.558333334,236.036,258.108166666,228.378166666,297.747666667
222.36,349.2755,332.246416667,340.5795,298.550666666,245.6525,215.942,281.1595,183.3335,282.6085,334.057833333,339.1305,303.623166667,399.275333333
222.74,230.637166666,208.333166667,227.941166667,206.862833334,165.686166667,150.9805,189.705833333,134.313833333,195.097833333,229.411666667,235.294,202.941333333,256.862666666
223.11,278.226,248.655916666,285.483833334,243.548166667,210.215166667,195.161333333,238.171833333,174.731166667,248.924666667,268.2795,274.731166666,239.247333334,310.7525
223.49,569.642833333,489.28575,560.714333334,395.238166666,405.9525,317.857166667,465.476166667,346.4285,508.333166667,525.0,533.333333333,401.1905,584.524
223.87,601.389083333,544.444166666,619.444166667,445.833166667,515.277833333,301.388833333,513.888666667,325.000166666,562.5,545.833333333,547.222166667,402.777833333,652.777833333
224.24,1118.05541667,955.555416667,1136.11116666,811.110833334,963.888999998,499.999833333,855.555666666,633.333333333,969.444499999,888.888833335,961.111,583.3335,1280.5555
224.62,703.70375,593.518333333,740.740666667,546.296166666,679.6295,399.999833333,562.963166667,472.222333333,624.074166667,607.4075,607.4075,337.036833333,840.741
225.00,500.0,403.333333333,556.666666667,438.333333334,513.333333334,326.666666666,438.333333333,321.666666666,411.666666667,390.0,410.0,156.666666666,668.333333333
225.38,262.84725,226.736083334,283.3335,213.194333333,264.583166667,168.749833333,238.889,190.277833333,209.722166667,217.361166666,228.472166666,113.889,320.833333333
225.75,801.041666667,708.333333333,864.583333333,543.75,825.0,466.666666667,802.083333331,635.416666667,662.5,647.916666667,725.000000001,350.0,1079.16666666
226.13,1161.11108333,1005.5555,1300.0,822.222166667,1216.6665,683.333166667,1161.111,894.4445,1027.778,972.222333332,1083.33333333,466.666666667,1566.6665
226.51,-6916.66666667,-6400.0,-8016.66666666,-4966.66666666,-7250.0,-4550.0,-6800.00000002,-5433.33333333,-6083.33333334,-5533.33333334,-6850.0,-2966.66666667,-9700.00000001
226.88,-250.925916667,-228.70375,-264.197666667,-139.506,-248.148166667,-150.0,-230.864333333,-159.259,-203.086333334,-187.6545,-231.4815,-90.1233333333,-353.703666667
227.26,-84.8764166668,-71.6048333334,-83.9508333335,-31.4813333334,-74.3826666667,-28.3951666666,-79.9383333332,-44.4443333334,-56.7898333333,-52.1603333333,-82.4073333335,-6.79,-143.209833334
227.64,-64.2074166667,-50.9565,-60.6558333334,-29.235,-62.2948333333,-24.0436666667,-69.1258333334,-36.3386666666,-34.4263333334,-37.4315,-69.3989999999,-9.01633333335,-111.4755
228.01,-85.6945833333,-69.02775,-73.6111666667,-51.6666666667,-79.1666666669,-40.0003333333,-89.7223333332,-66.9443333334,-56.1111666666,-66.9445,-90.8335,-33.6111666667,-128.888833334
228.39,-67.402,-68.7500833334,-60.049,-50.9803333334,-69.3628333333,-37.9903333334,-81.8628333333,-50.7353333333,-60.2943333334,-59.0685,-73.7743333331,-41.4213333333,-99.2646666666
228.76,-45.625,-49.1666666667,-43.125,-34.375,-55.2083333333,-22.9166666667,-60.4166666667,-30.625,-40.8333333333,-36.875,-53.5416666667,-33.3333333333,-75.8333333333
229.14,-54.9798333334,-57.4188333334,-50.4065,-42.8865,-64.8375,-27.6421666667,-61.7886666667,-36.5853333333,-61.7883333334,-46.545,-58.7396666667,-47.561,-79.2683333334
229.52,-44.9611666667,-45.5425,-37.9846666666,-40.8915,-55.039,-20.3486666667,-43.992,-31.977,-53.8758333334,-37.9843333333,-45.5426666667,-37.597,-65.8911666667
229.89,-41.7698333334,-44.6505,-25.103,-37.0371666666,-51.4403333333,-24.0741666667,-39.5065,-22.8395,-54.1153333333,-33.3335,-36.8311666667,-33.9508333334,-55.5555
230.27,-28.9271666666,-41.3795,-10.9193333334,-19.7318333334,-35.249,-19.5401666666,-32.567,-11.1113333333,-36.0153333333,-17.2413333333,-25.0956666667,-31.4176666667,-32.567
230.65,-26.2153333333,-37.5,-6.07633333335,-14.236,-31.771,-9.37483333335,-22.5693333333,-9.722,-30.2083333334,-18.9235,-25.8681666667,-30.2083333333,-29.3401666667
231.02,-36.97325,-46.0728333334,-13.0268333333,-24.521,-41.1878333333,-15.1341666667,-29.6936666667,-14.1761666667,-42.912,-28.7356666667,-36.0155,-37.931,-30.2683333334
231.40,-66.98325,-76.6878333333,-26.793,-43.249,-73.4176666667,-41.5613333333,-46.4135,-29.958,-64.9788333333,-55.0633333334,-55.6961666667,-62.2363333333,-46.6245
231.78,-104.569833333,-126.075416666,-54.57,-67.7421666667,-111.021333333,-66.9355,-73.3871666667,-59.6773333333,-100.000333333,-90.0536666669,-80.1073333333,-97.5805,-78.4946666667
232.15,-80.2379166665,-95.59525,-44.0476666667,-40.4763333333,-88.8094999999,-55.4761666667,-59.9998333333,-39.0475,-70.2381666667,-64.5235,-58.5715,-76.6666666667,-54.2858333333
232.53,-77.111,-71.88875,-38.889,-23.9998333334,-68.8888333334,-38.8891666667,-47.7776666667,-27.111,-54.0,-55.1111666666,-43.1111666666,-65.3335,-45.5555
232.90,-86.2745,-83.21075,-42.1566666666,-19.6078333334,-67.402,-34.3136666667,-48.7743333334,-25.7351666667,-52.4513333333,-57.353,-45.8333333333,-67.1568333333,-44.1176666667
233.28,-88.4329166669,-85.82075,-44.5273333334,-13.1838333333,-55.4728333333,-31.592,-49.005,-31.0948333333,-46.7663333334,-58.7065,-47.0146666667,-65.4226666667,-44.7761666666
233.66,-86.5940833331,-89.4928333334,-47.5846666666,-13.2851666667,-55.5555,-32.8503333334,-51.9323333333,-36.2318333333,-48.7921666667,-58.9371666667,-49.7585,-63.285,-38.4056666667
234.03,-85.44775,-83.4575833334,-52.239,-23.1345,-58.955,-33.582,-56.9651666666,-38.0598333333,-44.776,-60.1988333334,-61.6915,-64.9253333333,-40.5475
234.41,-104.918,-80.328,-66.6664999999,-45.9018333333,-71.3113333334,-49.4535,-71.0381666666,-47.2675,-62.295,-82.5136666668,-76.5026666667,-81.694,-53.0056666667
234.78,-85.929,-61.2021666667,-62.5683333333,-34.6995,-56.011,-52.1856666667,-66.12,-28.4151666666,-53.8253333334,-62.295,-53.5521666667,-63.1145,-36.0655
235.16,-92.2619999998,-73.0655833334,-79.4641666665,-57.1428333333,-77.6785,-67.8573333333,-82.738,-50.5953333333,-63.0953333333,-69.6428333333,-61.0118333333,-82.4406666667,-56.2498333333
235.54,-56.4951666666,-37.6226666667,-54.1665,-39.4608333333,-44.853,-33.5785,-56.1273333333,-31.1273333333,-37.9901666666,-40.4415,-32.353,-53.1861666667,-29.1665
235.91,-50.1124166667,-29.2791666666,-55.6305,-45.7206666666,-44.82,-27.7026666666,-56.3063333333,-25.2251666667,-35.3603333333,-33.108,-35.8106666667,-50.2251666667,-28.3783333333
236.29,-48.0519166667,-29.9783333333,-50.4328333333,-55.1948333333,-41.9911666667,-25.5413333333,-49.7836666666,-33.117,-43.5066666667,-34.6318333333,-37.6623333333,-48.0518333334,-28.1385
236.66,-35.2641666666,-29.8783333333,-34.553,-43.6991666667,-33.74,-26.4226666666,-43.9025,-32.317,-37.3986666667,-23.3738333334,-35.7723333333,-38.2113333333,-23.9838333333
237.04,-39.6551666667,-28.5441666666,-33.3333333333,-54.2145,-41.954,-36.2068333333,-49.2338333334,-42.7201666667,-44.8275,-27.9693333334,-41.5708333334,-49.8081666667,-27.2031666666
237.41,-19.3110833333,-11.9389166667,-16.6666666667,-37.3396666666,-27.5641666666,-18.2691666667,-34.1346666667,-23.8781666667,-27.5641666667,-6.73083333332,-20.673,-31.4101666666,-8.81399999999
237.79,-19.3650833334,-9.04766666665,-20.9521666667,-41.5873333334,-31.1111666666,-22.3811666666,-37.6191666667,-26.0316666667,-30.9523333333,-6.03166666665,-24.7618333333,-36.0318333334,-13.8095
238.17,-21.11575,-7.83891666665,-21.4688333333,-37.147,-29.9433333333,-19.774,-32.9096666666,-28.9546666667,-31.497,-8.33333333332,-20.0563333334,-35.452,-10.7345
