wavelength,Back_GeoFulf,Belly_GeoFulf,Breast_GeoFulf,Crissum_GeoFulf,Crown_GeoFulf,DorTail_GeoFulf,Patch10_GeoFulf,Rump_GeoFulf,Throat_GeoFulf,WingTip_GeoFulf
211.79,46.1728666667,39.7883333334,39.4709333333,54.1446,54.8852666667,42.9277333333,52.2399333333,49.665,51.4990666667,50.2998
212.17,46.4948666667,41.8212,38.1788666667,53.0411,54.433,45.9106666666,51.3058,51.5464,52.3025333333,49.6564
212.55,43.2170666667,39.2248666667,33.3720666667,51.4146666667,53.566,42.8294666667,49.3799333333,48.6433333333,49.4186666667,45.5038
212.92,34.6745333333,32.6821333333,24.7892,42.1837666667,45.9004,37.5479333333,43.2949333334,42.1456,43.4867333333,38.6589333333
213.30,33.4050666667,31.577,25.8064,40.3942333333,42.939,35.3763333333,41.0752666667,39.7490666667,40.5376666667,38.3872
213.68,39.8,37.5,32.9,44.3833333333,47.9666666667,41.1,45.4,45.6666666667,45.0,44.5
214.06,39.2344666666,36.587,31.7066,41.2280666667,48.0062666667,38.3412666667,43.7958,42.8388666667,42.0413333334,42.9982666667
214.44,41.9744,40.1430666667,33.6766666667,43.3334,49.3276,41.2015333333,45.8940666667,45.4650666667,43.1187333333,43.6911333333
214.81,42.7606,39.9119333333,33.7738666667,42.144,48.7224,40.3523333333,46.3435333333,44.5522,41.8795333333,43.3186666667
215.19,39.4178,36.0988,32.0234,37.7148666667,46.1424666667,37.4673333333,41.6885333333,40.786,39.243,39.4177333333
215.57,39.2039333333,36.8491333333,32.8358666667,36.5339666667,48.3914666667,35.9536666667,42.2886,43.2174,38.8061333333,40.0994666667
215.95,40.2940666667,38.0391333333,34.6732666667,36.6995,49.0524666666,34.6731333333,43.7908,44.5096666667,37.8758,39.5098666667
216.32,37.044,34.6542,33.9623333333,33.4433333333,46.6352666667,30.8490666667,42.0126,42.6729333333,34.4340666667,37.6729333333
216.70,37.7975333333,35.2083333333,37.2916666667,35.2829,47.0535333333,32.9166,43.2738,44.3453333333,36.0118,39.9404666667
217.08,39.1823333333,37.6416,40.5346,36.0535666667,49.5911333333,36.4150666667,44.1194666667,47.0754666667,36.7295333333,41.9497333333
217.46,36.2735333333,36.6836666667,39.1112,33.3675666667,49.3674666667,37.5726666667,43.3504,47.5556666667,35.6581333333,41.7436
217.83,32.7002,33.1842666667,36.6108,30.2606333333,45.2514666667,34.7485333333,40.3723333334,45.4749333333,33.5939333333,40.4096666667
218.21,29.7254666667,30.3137333333,33.0588,28.9412333333,38.3920666667,31.7256,37.0194666667,42.6665333333,30.0391333333,36.8628
218.59,20.7980666667,21.1267333334,24.0374666667,21.4789,30.4225333333,21.3616666667,28.5916,36.1033333333,21.1267333333,31.8779333333
218.97,19.9999333333,22.8946666667,24.7807333333,24.6929333333,32.5000666667,24.1668666667,28.5964,37.5438666667,23.0262,31.7106
219.34,21.272,25.5263333333,25.3069333333,28.1360666667,32.7632,27.5439333334,32.1930666667,40.2632,23.6403333333,32.4562666667
219.72,20.0787333333,24.6155333333,24.7732666667,27.3175333333,31.006,27.8108,29.5071333333,37.4754,19.9212,30.7297333333
220.10,12.0970666667,17.3951333333,17.6599333333,20.8829666667,23.2228666667,24.3708666667,21.7661333333,28.7858666667,10.3752666667,24.5033333333
220.47,10.8558,16.4864,14.5946,21.6891666667,22.6125333333,24.3243333333,19.6394666667,24.9099333333,7.973,22.7928666667
220.85,12.0170666667,20.0849333333,13.1210666667,20.0637666667,22.5053333333,26.7939333333,19.8726666667,25.9447333333,9.3418,23.6092666667
221.23,11.828,17.9785333333,10.2366666667,20.3441,19.8279333333,25.1614,19.0107333333,23.3978,6.23653333334,20.9892666667
221.61,12.9166666667,19.5,10.375,21.5208333333,18.75,24.5416666667,21.125,22.375,6.79166666666,22.1666666667
221.98,7.55839999999,16.1358666667,5.60513333333,18.6625333333,15.6262666667,21.9958,17.1975333333,18.3862666667,0.806800000006,17.7494666667
222.36,13.9166666667,23.0,13.7083333333,23.1458333333,22.1666666667,27.25,22.375,25.75,8.54166666666,23.4166666667
222.74,18.5927333333,28.2221333333,19.5185333333,26.5369,27.4814666667,32.8888666667,27.5924666667,29.2221333334,15.1852,27.7036666667
223.11,22.8422,30.4912666667,22.9474666667,29.7194,26.2104,34.6666666667,31.0876666667,31.7894,18.3158666667,32.1754
223.49,21.7312666667,30.2762,22.873,29.3003666667,26.1511333333,33.2964666667,29.9447333333,30.9024666667,16.2061333333,34.3645333333
223.87,29.4814666667,38.4814666667,27.4075333333,35.5926666667,32.2962,39.8518666667,37.2592666667,37.2964666667,24.6296666667,41.8519333333
224.24,30.6735333333,40.2072,30.2246,36.9085,33.5060666667,41.7617333333,39.7236666667,40.2073333333,27.9792666667,42.9014666667
224.62,34.1542666667,44.0065333333,34.5811333333,38.4563666667,36.1248666667,44.7618,43.2840666666,45.3857333333,31.8554,46.7651333333
225.00,37.9655333333,44.5696,37.9656,40.7043,36.7137333334,45.2582,44.3816666667,46.5412666667,34.8043333334,48.7324
225.38,32.9611333333,40.3100666667,33.8294,36.0155666667,30.2326,40.7134,39.9070666667,42.8837333334,29.9224666667,45.2714
225.75,34.1896666667,41.8042666667,36.2384,36.0857,32.6605333333,41.8348,38.9908,43.8838666667,30.1223333333,45.1682
226.13,36.2533333333,41.7354,36.9696,35.9640666667,33.4986666667,42.0109333333,39.2563333333,43.719,31.3498,43.9393333333
226.51,33.1482,39.0476666667,34.4445333333,32.5264666667,32.3280666667,41.0052,36.6136,39.8148,29.3915333334,42.0898
226.88,29.7354666667,35.9259333334,32.91,30.0263666667,29.6824666667,39.1534666667,34.6560666667,38.6508,27.1958,39.7356
227.26,23.9476666667,31.1894,27.1373333334,24.3789666667,27.1110666667,34.1439333333,28.3922,32.4444,22.2745333333,34.196
227.64,22.5548666667,30.1704,25.7908666667,22.3235333333,24.3796666667,32.3115333333,26.8128,30.5109333333,22.4330666667,32.3601333333
228.01,17.0658,23.7324,20.751,16.7723,18.7088666667,27.2066,20.6808666667,24.601,16.1031333333,26.2910666667
228.39,15.0734666667,20.4972,17.7854,14.113,17.0846,24.6778,17.4011333333,22.5764,13.3105333333,23.6384666667
228.76,10.4892,16.6552666667,13.8793333333,10.4779,13.2422666667,21.7520666667,12.9011333333,17.9749333333,8.64626666667,19.1126
229.14,7.86046666667,16.1036,13.1758,9.17800000001,13.6487333333,21.1710666667,11.5991333333,17.027,7.41000000001,18.6036
229.52,8.85380000001,16.8453333333,13.0808,10.1893,15.1839333333,20.5888666667,11.672,16.4458,8.05473333333,18.2335333333
229.89,8.50013333335,15.5625333333,12.1876,9.64600000001,13.5001333333,20.4376,10.0836666667,16.1667333333,7.47940000001,18.0000666667
230.27,3.53473333333,12.953,7.47200000001,7.53913333334,9.41833333333,18.3446666667,5.07806666667,13.5572,3.69113333334,15.8612666667
230.65,0.046133333324,10.196,4.22153333332,5.57086666667,6.13606666665,13.6333333333,2.19153333334,12.3182666666,-0.484333333341,13.3334
231.02,0.1678,9.78413333334,3.35733333335,4.8323,5.44366666666,12.4222,0.23973333332,11.2230666667,-2.47019999999,13.3332666667
231.40,0.2758,10.376,3.83459999999,4.38600000001,5.163,13.1077333333,-0.501133333334,13.0826666667,-2.25559999999,14.2858
231.78,-3.34693333333,7.5646,-0.109000000006,1.48293333333,1.71426666666,11.6191333333,-4.84333333333,10.3945333333,-6.28566666666,13.3062
232.15,-5.87013333333,7.87606666667,-0.737533333334,0.250800000006,-0.855400000006,10.4425333333,-7.43366666667,10.8556,-7.78753333334,12.8318
232.53,-1.79593333334,11.6190666667,3.51026666666,3.29250000001,1.27900000001,13.9048666667,-2.66653333333,12.9251333333,-2.12246666667,16.5442666667
232.90,0.755733333332,12.4156,4.12953333334,4.69643333334,1.05266666667,13.7922,-3.02286666667,13.6301333333,0.539866666661,18.8124
233.28,0.379466666674,10.1896666667,2.54746666667,2.69656666667,-1.54479999999,11.9514,-2.60166666667,12.1139333333,-1.21946666667,18.7533333333
233.66,0.960999999999,9.48946666667,3.99400000001,1.93693333335,-1.41133333335,13.2732,-3.12306666667,14.8648,-1.3214,22.7628
234.03,1.52713333333,9.16293333332,3.34813333333,2.80479999999,-0.939733333326,12.2174666667,-2.32006666666,14.7724666667,0.469866666646,21.9384
234.41,3.02513333335,8.57146666667,6.63873333333,1.75066666666,1.17646666666,12.8851333333,-0.224133333341,14.8178666667,1.31653333335,21.6806
234.78,9.11026666667,12.6162,12.7756,7.48996666666,5.81666666666,20.1593333333,4.91366666667,18.8047333333,6.93233333333,25.4714
235.16,7.45273333332,10.2168,11.9784,5.4064,2.38466666666,19.8917333333,2.95393333334,16.1518,5.25753333333,24.0920666667
235.54,13.6555333333,15.3408666667,17.7201333333,11.1524666667,7.38539999999,25.2291333333,9.938,20.7682666667,9.6902,26.9888
235.91,18.5940666667,17.8458,22.0408,16.5759,12.3129333333,28.39,14.5125333333,25.3062,14.8752,29.7052666667
236.29,20.7576666667,18.6579333333,23.3767333333,19.3398333333,15.4978,29.5887333333,16.7315333333,25.5844,17.8787333333,32.4459333333
236.66,22.2782,18.8969333333,24.6762,21.6907,16.5706666667,30.1199333333,16.7386666667,27.8898,17.3380666667,35.4436
237.04,18.5507333333,15.2657333333,21.8599333333,19.6739333333,13.8163333333,28.0193333333,15.5314666667,25.4589333333,14.1302666667,32.3429333333
237.41,20.2554666667,16.0664666667,23.0907333333,22.3372,15.0447333333,30.3193333334,14.6871333333,26.6667333333,14.9424,32.4138666667
237.79,21.6776666666,19.8038,23.8781333333,24.7168,17.6034666667,29.9128,18.2354,26.4052,16.7537333333,32.4400666667
238.17,22.1221333333,20.4404666667,24.4244666667,24.3243,19.0190666667,29.9702666667,18.4585333333,26.4464666667,17.2972666667,33.2332
238.54,20.5943333334,20.2786,22.0055333333,22.8041333333,17.103,27.4467333334,16.6573333333,23.7511333333,14.8374666667,30.1577333333
238.92,19.9468,19.3794666667,20.5851333333,21.6667666667,15.993,24.929,15.3722666667,22.3582,13.8475333333,29.1843333333
239.29,22.7161333333,22.2685333333,23.1789333333,25.0308,19.7223333334,26.7438666667,19.5218,24.5369333333,17.6696666667,32.0987333333
239.67,20.3903333333,19.5795333334,20.8409333333,22.3574333333,17.6576,24.2042666667,17.4624666667,21.9969333333,16.1112,30.7358
240.04,17.2187333333,17.3026666667,17.7078666667,18.5254333333,15.0104666667,20.6847333333,14.8567333333,19.0216,12.9,27.1278
240.42,17.6563333333,16.7698666667,17.6077333333,17.3831333333,14.5720666667,19.8178666667,15.0454666667,18.822,12.6776666667,25.6344666667
240.79,15.3805333333,14.4146666667,14.9082,14.8820333333,12.2940666667,17.2808666667,13.2389333333,16.4723333333,11.1286,22.1522
241.17,17.2061333333,16.1457333333,16.2286666667,16.0766,14.7165333333,18.5338,15.2236666667,18.5062666667,13.1028,23.7713333333
241.54,16.1292,15.7416,15.4022,15.6242,14.2545333333,17.8666666667,14.804,17.8586,12.8162666667,23.0142666667
241.92,16.2235333333,15.6378,15.5608,15.7033333333,14.3814666667,18.3968666667,14.7206666667,17.8728666666,13.0944666666,22.9979333333
242.29,16.6999333333,16.0000666667,15.6613333333,15.8968666667,14.3646,18.4530666667,15.4476,18.0110666667,13.3702666667,22.9908666667
242.67,17.2511333333,16.0752,16.3655333333,16.3408666667,14.8353333333,18.6397333333,16.2663333333,18.5264666667,14.3536666667,23.4715333333
243.05,15.8623333333,14.8296666667,14.5344,14.9384666667,13.3967333333,17.4852,15.2160666667,16.9792,12.926,22.0232
243.42,15.565,13.8754,13.7626666667,13.9915666667,12.4674,16.7406666667,14.2697333333,16.8462666667,12.1085333333,21.0138
243.80,16.4114,14.1572666667,14.6544,14.7329333333,12.925,16.8810666667,14.8926,17.4124666667,12.6523333333,21.5458666667
244.17,17.0668666667,14.6981333333,15.4593333333,15.8694,13.6614,17.7099333333,15.7807333333,18.0184666667,13.6155333333,22.3161333333
244.55,15.1355333333,13.2234666667,13.5722666667,14.4768,11.9314666667,15.8397333333,14.0890666667,16.2662666667,11.9121333333,20.7557333333
244.92,15.3253333333,13.4381333333,13.765,14.6777333333,12.2665333333,16.2194666667,14.1412,16.0593333333,12.0259333333,20.9682
245.30,14.1072,11.9862666667,12.8002666667,13.4250333333,10.857,14.8294,12.6913333333,14.6402666667,11.2065333333,19.2891333333
245.67,14.1660666667,11.9796,12.8014666667,12.9384666667,10.6582,14.6763333333,12.6350666667,14.6333333333,11.4799333333,19.436
246.05,13.2031333333,11.1384666667,11.8910666667,12.0404333333,9.69139999999,13.4782666667,11.7704,13.6323333333,10.8588666667,18.5962666667
246.42,12.2984666666,10.2422,11.0346666667,11.5587333333,8.85513333334,12.7476666667,10.96,12.8005333333,10.0879333333,17.7014
246.79,11.9943333333,10.1674,10.7238,11.7019,9.02593333333,12.7202666667,10.8327333333,12.7284,10.1592,17.6849333333
247.17,12.2789333333,10.6861333333,11.2956,12.1817333333,9.57933333333,13.3521333333,11.0151333333,13.1838666667,10.6824666667,18.0295333333
247.54,11.9971333334,10.8409333333,11.1899333333,12.0607,9.67040000001,13.1642,10.996,12.9562,10.8548,17.6696666667
247.92,11.1466,10.3558,10.4349333333,11.5178333333,9.33813333333,12.7179333333,10.3938,12.3465333333,10.3936666667,16.8952
248.29,11.0658,10.429,10.2417333333,11.3451666667,9.53006666668,12.4379333333,10.3337333333,12.2540666667,10.2928,16.7041333333
248.67,11.985,11.1499333333,11.0849333333,12.1851666667,10.291,13.5147333334,11.3792,13.0663333333,11.1363333333,17.4880666667
249.04,11.9572666667,11.2906,11.1834666667,12.3351666667,10.2958,13.6293333333,11.5972,13.2193333333,11.4402666667,17.597
249.42,12.3261333333,11.8074666667,11.5672,12.9952666667,10.6951333333,14.2051333333,12.1007333333,13.6454,11.9205333333,17.9706666667
249.79,12.3740666667,11.8049333333,11.3195333333,13.2079666667,10.7662,13.8306666667,12.1872,13.5442666667,11.9004,17.6597333333
250.17,12.8265333333,12.2636666667,11.6408666667,13.5416333333,11.2885333333,14.1752666667,12.6332,14.2052666667,12.5086666667,17.7405333333
250.54,13.3288666666,13.2191333333,12.6894,14.3218333333,12.4428666667,14.9543333333,13.4930666667,15.4018666666,13.8996,18.5206
250.92,14.1484,13.8213333333,13.5186666667,15.0903333333,12.9185333333,15.4512666667,14.0995333333,16.2031333333,14.7242666667,18.9848
251.29,14.1775333333,13.758,13.4613333333,15.2699,13.2208666666,15.1189333333,14.3514666667,16.1063333333,15.1036666667,19.1454666667
251.66,13.8397333333,13.7290666667,13.2173333333,15.8491,13.2647333333,14.9842,14.3776,16.2868666667,15.0633333333,19.4884666667
252.04,14.4212,14.0888666667,13.7404666667,16.5299,13.5102,15.3912,14.8231333333,16.8596,15.4664,20.166
252.41,15.0082666666,14.4046666667,14.073,17.1805666667,13.3932,15.938,15.1603333333,17.5041333333,16.2207333333,20.7885333333
252.79,15.1937333333,14.9058666667,14.2747333333,17.3920333333,13.8150666667,16.0686666667,15.3377333333,18.0565333333,16.9269333333,21.0409333334
253.16,15.2110666667,14.8389333333,14.1833333333,17.0111666667,13.8610666667,15.8445333333,14.9333333333,18.0832,16.6722,21.0832666667
253.54,15.7472666667,15.6345333333,14.7378,17.6594333333,14.5573333333,16.4748,15.6795333333,18.7817333333,17.3378666666,22.0755333334
253.91,14.4844,14.5836,13.8591333333,16.7660333333,13.6195333333,15.9918666667,14.7064,17.6102666667,16.3599333333,21.3670666667
