wavelength,Back_SalNigm,Belly_SalNigm,Breast_SalNigm,Crissum_SalNigm,Crown_SalNigm,DorTail_SalNigm,Patch10_SalNigm,Rump_SalNigm,Throat_SalNigm,WingTip_SalNigm
574.87,13.6961111111,28.7632222222,16.464,28.8787777778,5.82633333333,10.1097847222,28.0156666667,15.5525555555,5.20888888889,10.1298888889
575.21,13.7315555555,28.8058888889,16.4636666667,28.9107777778,5.83577777778,10.1304166667,28.0923333333,15.5822222222,5.19811111111,10.1419444444
575.55,13.7602222222,28.8474444444,16.4782222222,29.0136666667,5.859,10.1403541667,28.1202222222,15.6276666667,5.21066666667,10.1671666667
575.89,13.7615555556,28.8505555556,16.4681111111,29.0226666667,5.86066666666,10.1451180555,28.0982222222,15.6317777778,5.226,10.1459444445
576.22,13.8025555556,28.9226666667,16.5238888889,29.1303333334,5.90722222222,10.2025138889,28.1774444444,15.6982222222,5.25355555556,10.1835
576.56,13.8375555555,28.9562222222,16.5285555555,29.1891111111,5.93266666666,10.2471527778,28.2065555556,15.7062222222,5.28622222222,10.2236111111
576.90,13.9054444445,28.9948888889,16.5825555556,29.2768888889,5.96255555555,10.3119791667,28.2742222222,15.7558888889,5.32011111111,10.2746666667
577.24,13.9336666667,28.9907777778,16.5675555555,29.3242222222,5.951,10.3074722222,28.3186666667,15.7951111111,5.32611111111,10.2861666667
577.58,13.9682222222,29.0071111111,16.5717777778,29.3771111111,5.97833333333,10.3431597222,28.3506666667,15.8393333333,5.34677777778,10.3045
577.92,14.0462222222,29.0541111111,16.6187777778,29.4787777778,6.00366666667,10.3820208333,28.4307777778,15.8705555556,5.38288888889,10.3582777778
578.26,14.0491111111,29.0507777778,16.6682222222,29.5202222222,6.01355555556,10.3934375,28.4418888889,15.882,5.34666666667,10.3477222222
578.60,14.0072222222,29.0394444445,16.6693333333,29.5798888889,5.97622222222,10.3726666667,28.429,15.8655555556,5.35466666667,10.3264444445
578.94,13.9481111111,28.9698888889,16.6034444445,29.5716666667,5.961,10.3198819444,28.3505555556,15.8211111111,5.32888888889,10.2790555556
579.28,13.9427777778,28.985,16.5966666667,29.605,5.96622222222,10.3221111111,28.3478888889,15.8127777778,5.31066666667,10.2940555556
579.61,13.9006666667,28.9813333333,16.5473333333,29.6705555555,5.93955555555,10.3148472222,28.3343333333,15.8046666667,5.28211111111,10.2827222222
579.95,13.9048888889,28.9942222222,16.5225555556,29.711,5.94455555555,10.3280625,28.3111111111,15.7994444444,5.27855555556,10.2601111111
580.29,13.9327777778,29.0434444445,16.5757777778,29.8146666666,5.94966666667,10.3493680556,28.3671111111,15.8313333333,5.271,10.2797222222
580.63,13.9608888889,29.1104444445,16.6055555555,29.8832222222,6.01222222222,10.3732708333,28.3753333333,15.8868888889,5.309,10.2967777778
580.97,13.9071111111,29.0865555555,16.5978888889,29.9061111111,5.97633333333,10.3240555556,28.3403333333,15.8456666667,5.26844444445,10.231
581.31,13.8426666667,29.0362222222,16.5762222222,29.8894444444,5.91644444445,10.2555208333,28.247,15.7243333334,5.22977777778,10.1961666667
581.65,13.7768888889,28.9835555556,16.5427777778,29.9042222222,5.87411111111,10.2154861111,28.2077777778,15.7044444444,5.19588888889,10.1695555556
581.98,13.7863333333,28.9904444444,16.4747777778,29.9446666667,5.83122222222,10.1940694444,28.2284444444,15.6962222222,5.18433333333,10.1147222222
582.32,13.832,29.009,16.4665555556,29.9813333333,5.86877777778,10.2182083333,28.2356666667,15.7151111111,5.19966666667,10.1306111111
582.66,13.9135555555,29.0615555555,16.5751111111,30.0636666667,5.9,10.2784236111,28.2954444444,15.7733333333,5.24955555555,10.1826666667
583.00,13.9265555555,29.044,16.5695555556,30.1135555556,5.85466666667,10.2438541667,28.2778888889,15.7477777778,5.23777777778,10.1406666667
583.34,14.0053333333,29.1016666667,16.6998888889,30.2183333333,5.90488888889,10.3054652778,28.3828888889,15.806,5.30411111111,10.1922222222
583.68,13.9797777778,29.1034444444,16.736,30.2568888889,5.90277777778,10.3106180556,28.376,15.8067777778,5.299,10.2301111111
584.01,14.0151111111,29.1108888889,16.7252222222,30.3335555556,5.91577777778,10.290375,28.4335555556,15.8404444444,5.32722222222,10.2574444444
584.35,13.9722222222,29.0868888889,16.6857777778,30.3187777778,5.86288888889,10.2765208333,28.4541111111,15.8068888889,5.28355555556,10.2366111111
584.69,14.048,29.2138888889,16.6981111111,30.3834444444,5.92333333333,10.3470486111,28.5305555555,15.8746666667,5.356,10.3292777778
585.03,14.0718888889,29.2668888889,16.7062222222,30.4504444444,5.93222222222,10.3693055556,28.6272222222,15.9257777778,5.34944444445,10.3351666667
585.37,14.1478888889,29.3542222222,16.7436666667,30.5294444444,6.00766666667,10.4319375,28.6561111111,15.9615555556,5.39566666667,10.3518888889
585.70,14.1947777778,29.4228888889,16.82,30.5905555556,6.07888888889,10.5014444445,28.6762222222,15.9686666666,5.46722222222,10.455
586.04,14.1294444445,29.3775555555,16.7707777778,30.5964444444,6.012,10.4490763889,28.6431111111,15.9281111111,5.39166666667,10.4387222222
586.38,14.1157777778,29.4063333333,16.7473333333,30.6494444444,5.98822222222,10.4735763889,28.6503333333,15.9186666667,5.38855555555,10.5051111111
586.72,14.167,29.485,16.8502222222,30.74,6.03522222222,10.5430555556,28.7043333333,15.9768888889,5.42966666667,10.5672222222
587.06,14.0692222222,29.3784444444,16.6652222222,30.6252222222,5.92366666667,10.4459861111,28.6038888889,15.8618888889,5.307,10.4676111111
587.39,14.0948888889,29.4022222222,16.6503333333,30.6408888889,5.89377777778,10.4433402778,28.6016666667,15.844,5.29188888889,10.4353333333
587.73,14.0941111111,29.4445555556,16.6761111111,30.6497777778,5.90944444444,10.4741458333,28.626,15.8616666667,5.28388888889,10.435
588.07,14.0885555555,29.4581111111,16.6887777778,30.6835555555,5.91633333333,10.4850625,28.5918888889,15.8601111111,5.30788888889,10.4281111111
588.41,14.0277777778,29.4268888889,16.6653333333,30.6921111111,5.89811111111,10.4641527778,28.5291111111,15.8024444444,5.26922222222,10.4047777778
588.74,14.0432222222,29.4151111111,16.7132222222,30.739,5.93544444445,10.4844652778,28.5542222222,15.8236666667,5.32177777778,10.4448888889
589.08,14.0315555556,29.3707777778,16.7158888889,30.7384444444,5.91477777778,10.4882361111,28.5505555555,15.8541111111,5.33233333333,10.4567222222
589.42,14.0092222222,29.3813333333,16.7095555555,30.7723333333,5.90144444444,10.4519027778,28.5596666667,15.8897777778,5.31166666667,10.4358888889
589.76,14.0876666667,29.4734444445,16.7407777778,30.884,5.97466666666,10.5350347222,28.6468888889,15.963,5.39255555556,10.5065
590.09,14.0864444444,29.5297777778,16.7646666667,30.9122222222,5.99033333333,10.5289513889,28.6883333333,15.9962222222,5.39366666667,10.4832777778
590.43,14.0338888889,29.4968888889,16.6945555556,30.8731111111,5.97566666667,10.5245069445,28.6281111111,15.9566666667,5.40411111111,10.441
590.77,14.0961111111,29.5933333333,16.8017777778,30.9922222222,6.07211111111,10.5912013889,28.699,16.0445555556,5.483,10.5345
591.11,14.102,29.577,16.7875555555,31.0584444445,6.09933333333,10.606,28.7141111111,16.0825555556,5.50622222222,10.5752222222
591.44,14.0477777778,29.4914444445,16.7255555556,31.0641111111,6.07711111111,10.5508333333,28.6212222222,16.0422222222,5.49322222222,10.5440555556
591.78,14.0577777778,29.5004444445,16.756,31.0903333333,6.09311111111,10.5484583333,28.6745555556,16.055,5.51844444445,10.5907222222
592.12,14.0891111111,29.5155555556,16.7888888889,31.134,6.11,10.5679444444,28.672,16.1026666667,5.55088888889,10.616
592.46,14.1312222222,29.5968888889,16.7582222222,31.1512222222,6.10744444444,10.6119652778,28.7117777778,16.143,5.54022222222,10.643
592.79,14.0872222222,29.5904444444,16.7218888889,31.1235555555,6.06155555556,10.5774444445,28.6107777778,16.0688888889,5.50455555555,10.6190555556
593.13,14.1194444444,29.6067777778,16.7652222222,31.2156666667,6.113,10.6212222222,28.6387777778,16.0806666666,5.53255555555,10.6581666667
593.47,14.1764444444,29.6074444444,16.8272222222,31.2301111111,6.12022222222,10.6329791667,28.6434444444,16.0932222222,5.57611111111,10.6482222222
593.80,14.1842222222,29.5807777778,16.8536666667,31.266,6.11277777778,10.6546875,28.6154444444,16.0852222222,5.57488888889,10.6366666667
594.14,14.1981111111,29.6004444444,16.8645555556,31.2662222222,6.12,10.6428611111,28.6462222222,16.119,5.55422222222,10.6749444445
594.48,14.2407777778,29.647,16.8627777778,31.3115555556,6.125,10.6617222222,28.6686666667,16.132,5.56044444444,10.7028333333
594.81,14.264,29.6801111111,16.8688888889,31.287,6.13477777778,10.6841180556,28.6356666667,16.1236666667,5.55355555555,10.7268888889
595.15,14.252,29.7312222222,16.8912222222,31.3158888889,6.11677777778,10.7175138889,28.6503333333,16.1028888889,5.52711111111,10.7301666667
595.49,14.2266666667,29.6613333333,16.8214444444,31.287,6.06,10.6499930555,28.5212222222,16.0433333333,5.44555555556,10.6401111111
595.82,14.2474444444,29.6897777778,16.8268888889,31.3113333333,6.05211111111,10.6327708333,28.5737777778,16.0445555556,5.42655555556,10.6015555556
596.16,14.2342222222,29.6861111111,16.8598888889,31.3416666667,6.08911111111,10.6360833333,28.5511111111,16.0514444444,5.454,10.5929444444
596.50,14.2715555556,29.7123333333,16.8936666667,31.3898888889,6.13055555555,10.6859513889,28.6428888889,16.1097777778,5.47744444444,10.6357777778
596.83,14.2484444444,29.6883333333,16.8601111111,31.384,6.10077777778,10.6868333333,28.6142222222,16.0786666667,5.45744444444,10.6106111111
597.17,14.2076666667,29.7311111111,16.8603333333,31.4298888889,6.09455555556,10.6855277778,28.628,16.0846666667,5.42955555556,10.6213888889
597.51,14.1975555556,29.7051111111,16.8268888889,31.4591111111,6.09111111111,10.6481111111,28.5634444445,16.0421111111,5.417,10.6146666667
597.84,14.2237777778,29.7051111111,16.7955555555,31.5262222222,6.11822222222,10.6550972222,28.5304444444,16.0086666667,5.42111111111,10.6373888889
598.18,14.2055555556,29.6868888889,16.7728888889,31.5336666667,6.10233333333,10.6352777778,28.4925555556,15.9882222222,5.40433333333,10.6238888889
598.52,14.214,29.7136666667,16.8187777778,31.5876666667,6.12466666667,10.6384791667,28.5507777778,16.0128888889,5.424,10.6368888889
598.85,14.2422222222,29.7015555555,16.8088888889,31.6141111111,6.16811111111,10.6453888889,28.5242222222,16.0402222222,5.46366666667,10.6583888889
599.19,14.3062222222,29.7993333333,16.8721111111,31.7332222222,6.23955555555,10.7000555555,28.6294444444,16.1041111111,5.54811111111,10.7651666667
599.53,14.2815555556,29.8194444444,16.8611111111,31.8538888889,6.26033333333,10.7356944444,28.621,16.101,5.58288888889,10.8232222222
599.86,14.261,29.7764444445,16.8126666667,31.8842222222,6.19066666667,10.6915347222,28.6063333333,16.0465555556,5.53811111111,10.8014444444
600.20,14.2682222222,29.8316666667,16.8023333333,31.9686666666,6.20366666667,10.6753263889,28.674,16.0693333333,5.561,10.8253333333
600.53,14.2578888889,29.8742222222,16.8306666666,32.0074444444,6.19744444444,10.6626666667,28.6706666667,16.0908888889,5.56111111111,10.8499444445
600.87,14.2068888889,29.8734444445,16.7725555556,31.9777777778,6.16511111111,10.6341666666,28.6403333333,16.0481111111,5.52944444444,10.8245555556
601.21,14.1827777778,29.9145555556,16.7853333333,32.0257777778,6.15877777778,10.6861180556,28.7411111111,16.0733333333,5.53877777778,10.8323333333
601.54,14.1647777778,29.894,16.8254444445,32.0108888889,6.13666666666,10.689125,28.7497777778,16.1054444444,5.51988888889,10.8126111111
601.88,14.1685555556,29.8825555556,16.8421111111,32.0216666667,6.13866666667,10.7059652778,28.7944444445,16.1212222222,5.512,10.8118888889
602.21,14.1604444445,29.9042222222,16.8825555556,32.0665555555,6.13055555556,10.7280902778,28.8102222222,16.1301111111,5.54044444444,10.8128888889
602.55,14.2026666667,29.9926666667,16.9262222222,32.1248888889,6.10777777778,10.7608819445,28.8762222222,16.1408888889,5.54622222222,10.8516666667
602.88,14.1602222222,29.971,16.9008888889,32.1293333333,6.05822222222,10.7422569445,28.8592222222,16.1153333333,5.51366666667,10.7977222222
603.22,14.2055555556,29.9518888889,16.892,32.1088888889,6.06211111111,10.7419375,28.8551111111,16.1302222222,5.49788888889,10.8125555555
603.56,14.2282222222,29.9682222222,16.9098888889,32.1351111111,6.09455555556,10.7687847222,28.8366666667,16.127,5.51622222222,10.8521666667
603.89,14.2073333333,29.9605555556,16.8968888889,32.1008888889,6.068,10.7473194444,28.7848888889,16.0902222222,5.47811111111,10.8359444445
604.23,14.2475555555,29.9862222222,16.9178888889,32.1111111111,6.09122222222,10.765625,28.8371111111,16.107,5.49944444444,10.8528333333
604.56,14.2796666667,29.9814444444,16.9435555555,32.1401111111,6.11455555556,10.7957708333,28.8165555556,16.1198888889,5.514,10.8671111111
604.90,14.2971111111,30.0013333333,16.9238888889,32.1415555556,6.10977777778,10.7824861111,28.7998888889,16.1314444444,5.49833333333,10.8715555556
605.23,14.2948888889,30.049,16.9216666667,32.2083333333,6.11266666667,10.7885416667,28.8546666667,16.148,5.53511111111,10.8752777778
605.57,14.2881111111,30.0584444445,16.9106666667,32.2403333334,6.08577777778,10.7783888889,28.804,16.1206666667,5.55266666667,10.8736666667
605.90,14.2558888889,30.0316666667,16.8527777778,32.254,6.05322222222,10.7323680556,28.7346666667,16.0675555556,5.49477777778,10.8099444445
606.24,14.255,29.9913333333,16.861,32.2953333333,6.05855555556,10.7312847222,28.7167777778,16.0673333333,5.48966666667,10.7908888889
606.58,14.2744444444,30.0095555555,16.8913333333,32.3121111111,6.08133333333,10.7685555555,28.7107777778,16.0803333333,5.47244444444,10.8186111111
606.91,14.2296666667,29.9561111111,16.8635555555,32.3443333333,6.05644444444,10.7701319445,28.6855555555,16.0641111111,5.46333333333,10.7887222222
607.25,14.2065555556,29.9755555555,16.8912222222,32.429,6.04611111111,10.7879166667,28.6953333333,16.0745555555,5.49633333333,10.7743888889
607.58,14.247,29.9938888889,16.9453333334,32.5433333333,6.088,10.8486597222,28.6768888889,16.0955555555,5.55211111111,10.7831666667
607.92,14.1798888889,29.9295555555,16.8684444444,32.5484444444,6.05811111111,10.8258055556,28.6226666667,16.0718888889,5.52277777778,10.7245555555
608.25,14.1717777778,29.9417777778,16.8772222222,32.597,6.07422222222,10.8374722222,28.7194444444,16.0893333333,5.52333333333,10.7554444444
608.59,14.1813333333,29.8965555555,16.8787777778,32.6326666667,6.06688888889,10.8324513889,28.7164444445,16.0754444445,5.58222222222,10.7528333333
608.92,14.178,29.8908888889,16.893,32.6905555556,6.06,10.8605208333,28.7231111111,16.0592222222,5.59266666667,10.7637222222
609.26,14.2178888889,29.961,16.936,32.8078888889,6.10922222222,10.9194375,28.8117777778,16.1314444444,5.62533333333,10.8243888889
609.59,14.2397777778,30.0034444445,16.963,32.9085555556,6.15566666667,10.9536736111,28.911,16.1957777778,5.68022222222,10.9051111111
609.93,14.2156666666,30.0358888889,16.9477777778,32.9638888889,6.16811111111,10.9598263889,28.9395555556,16.2138888889,5.71333333333,10.9132777778
610.26,14.206,30.0151111111,16.9037777778,33.066,6.18066666667,10.9511805555,29.0094444444,16.2207777778,5.73766666667,10.9128888889
610.60,14.1861111111,30.044,16.918,33.061,6.20088888889,10.9443611111,29.0032222222,16.214,5.76522222222,10.9212222222
610.93,14.1982222222,30.0383333333,16.8691111111,33.056,6.22166666666,10.953625,29.0292222222,16.2401111111,5.76388888889,10.9516666667
611.27,14.1733333333,30.0582222222,16.8524444444,33.1083333333,6.20877777778,10.9361805556,29.0666666667,16.2382222222,5.75244444444,10.9549444444
611.60,14.1672222222,30.0746666667,16.8456666666,33.1686666667,6.19211111111,10.9421319445,29.0545555556,16.2223333333,5.73311111111,10.9592777778
611.93,14.1706666667,30.0376666667,16.8257777778,33.2058888889,6.16833333333,10.9356666667,28.9955555555,16.2027777778,5.74211111111,10.916
612.27,14.1792222222,30.0901111111,16.8488888889,33.2658888889,6.212,10.9629097222,29.0395555556,16.2473333333,5.70755555556,10.9628888889
612.60,14.1907777778,30.134,16.8458888889,33.2794444444,6.20488888889,10.9564652778,28.9982222222,16.2453333333,5.70133333333,10.953
612.94,14.1691111111,30.1022222222,16.8268888889,33.2297777778,6.18766666667,10.9093888889,28.9351111111,16.1951111111,5.68011111111,10.8732222222
613.27,14.2033333334,30.1113333333,16.8108888889,33.2355555556,6.20544444445,10.9169097222,28.8933333333,16.181,5.69844444445,10.8615555556
613.61,14.1637777778,30.1018888889,16.7487777778,33.207,6.15744444445,10.8665,28.7793333333,16.1278888889,5.68022222222,10.8293333333
613.94,14.1858888889,30.15,16.7957777778,33.2056666667,6.15877777778,10.8994166667,28.7127777778,16.1097777778,5.67555555556,10.8708888889
614.28,14.2472222222,30.19,16.8584444444,33.3293333333,6.16688888889,10.9262152778,28.7344444444,16.1228888889,5.68833333333,10.8679444444
614.61,14.2476666667,30.2382222222,16.92,33.3577777778,6.13222222222,10.9052430555,28.7434444444,16.1231111111,5.66333333333,10.8196111111
614.94,14.1696666667,30.1896666667,16.8115555556,33.2737777778,6.04333333333,10.8039652778,28.6715555555,16.0352222222,5.56544444444,10.7394444445
615.28,14.2603333333,30.267,16.8832222222,33.3428888889,6.09155555556,10.8420416667,28.7276666667,16.0971111111,5.64055555556,10.8388888889
615.61,14.2253333333,30.2427777778,16.8484444444,33.3526666667,6.03444444444,10.7830138889,28.6554444444,16.0472222222,5.60166666667,10.7976111111
615.95,14.2203333333,30.2314444444,16.8272222222,33.3617777778,6.03733333333,10.7620555556,28.6395555555,16.0297777778,5.61533333333,10.8027777778
616.28,14.2218888889,30.215,16.7903333333,33.3647777778,6.05933333333,10.7335138889,28.6178888889,16.0042222222,5.57033333333,10.8143888889
616.61,14.2516666667,30.2158888889,16.8335555556,33.4286666667,6.08155555555,10.7807291666,28.6286666667,16.0531111111,5.58466666667,10.8501111111
616.95,14.2183333333,30.164,16.8492222222,33.446,6.03211111111,10.7790763889,28.6014444444,16.0234444445,5.53688888889,10.8056111111
617.28,14.244,30.1593333333,16.9382222222,33.4778888889,6.06766666667,10.8237916667,28.6738888889,16.0487777778,5.53488888889,10.8138888889
617.62,14.2105555556,30.1201111111,16.9328888889,33.502,6.055,10.8018194444,28.6805555556,16.075,5.55722222222,10.79
617.95,14.2001111111,30.1443333333,16.9124444444,33.4623333333,6.06866666667,10.7836736111,28.731,16.0572222222,5.54766666667,10.8172777778
618.28,14.2701111111,30.1662222222,16.9477777778,33.5656666667,6.167,10.8494027778,28.7985555556,16.1488888889,5.60511111111,10.9067777778
618.62,14.3675555556,30.2291111111,17.0785555556,33.6578888889,6.235,10.9442569444,28.8572222222,16.2285555556,5.69822222222,10.9857777778
618.95,14.4087777778,30.2964444444,17.146,33.7914444445,6.30622222222,11.0017569445,28.9023333333,16.2754444445,5.76033333333,11.0233333333
619.28,14.4111111111,30.3437777778,17.1374444444,33.816,6.35311111111,11.0014861111,28.9205555555,16.2684444445,5.75033333333,11.0439444445
619.62,14.4377777778,30.452,17.2201111111,33.8974444444,6.38055555556,11.0687430556,28.9413333333,16.2912222222,5.81433333333,11.0831111111
619.95,14.4286666667,30.4208888889,17.2573333333,33.9526666667,6.36922222222,11.0808472222,28.9765555556,16.3275555556,5.833,11.1082777778
620.28,14.3741111111,30.4343333333,17.1944444445,33.9811111111,6.34366666667,11.0418125,29.0035555556,16.2984444444,5.80611111111,11.1234444444
620.62,14.4054444444,30.487,17.1633333333,34.0295555555,6.37888888889,11.0605625,28.9863333333,16.324,5.83522222222,11.1944444445
620.95,14.4131111111,30.4511111111,17.1366666667,34.0647777778,6.399,11.0319930556,29.0145555556,16.3246666667,5.85044444444,11.2303888889
621.28,14.4255555555,30.4604444445,17.1526666667,34.0743333333,6.421,11.0225138889,29.0418888889,16.333,5.86133333333,11.2358333333
621.62,14.3921111111,30.4524444445,17.1274444444,34.1045555555,6.39666666667,11.0180555556,29.0126666667,16.3173333333,5.83044444444,11.2491111111
621.95,14.3347777778,30.4383333333,17.0775555556,34.0387777778,6.32977777778,10.9523888889,28.9194444444,16.2318888889,5.76511111111,11.2003333333
622.28,14.3578888889,30.4756666667,17.1011111111,34.1415555555,6.38622222222,10.9868055556,28.9513333333,16.2568888889,5.80688888889,11.2899444444
622.62,14.3707777778,30.422,17.1041111111,34.1192222222,6.36166666667,10.9981041667,28.9488888889,16.2843333333,5.79233333333,11.2856666667
622.95,14.4361111111,30.4801111111,17.1868888889,34.263,6.39855555556,11.0511111111,29.0404444445,16.3731111111,5.87,11.3428333333
623.28,14.4015555556,30.4221111111,17.1526666666,34.2826666667,6.37711111111,11.0213888889,29.0054444445,16.3466666667,5.80444444445,11.2978888889
623.62,14.3918888889,30.4633333333,17.1464444444,34.283,6.42366666666,11.03925,29.019,16.3458888889,5.811,11.2596111111
623.95,14.4323333333,30.4815555555,17.2211111111,34.272,6.40966666666,11.0464861111,29.0083333333,16.3331111111,5.81177777778,11.2582777778
624.28,14.3786666667,30.4564444445,17.2395555555,34.2292222222,6.35933333333,10.9858958333,29.0267777778,16.3213333333,5.76322222222,11.2115
624.62,14.3142222222,30.5091111111,17.1688888889,34.2296666667,6.22877777778,10.9001597222,28.9368888889,16.261,5.64888888889,11.1347222222
624.95,14.3487777778,30.565,17.2075555556,34.3053333333,6.233,10.9564513889,28.9515555556,16.2806666666,5.64666666667,11.1566111111
625.28,14.3871111111,30.5735555556,17.2035555555,34.3135555555,6.21444444445,10.9609791667,28.9436666667,16.2873333333,5.63111111111,11.1236666667
625.61,14.3707777778,30.5313333333,17.1725555555,34.3203333333,6.12711111111,10.9583541667,28.9334444445,16.2423333333,5.586,11.1162777778
625.95,14.2971111111,30.4075555555,17.0657777778,34.2102222222,6.08244444444,10.9110069445,28.8243333333,16.1757777778,5.48811111111,11.0331111111
626.28,14.2574444444,30.4497777778,17.055,34.2053333333,6.03488888889,10.8783263889,28.8107777778,16.1066666667,5.40033333333,11.0128888889
626.61,14.2027777778,30.4392222222,17.0157777778,34.1472222222,5.96344444444,10.8525694444,28.7567777778,16.0415555556,5.33188888889,10.9903888889
626.94,14.164,30.3965555556,16.9725555556,34.0954444445,5.93777777778,10.8125763889,28.685,15.9958888889,5.28588888889,10.9687222222
627.28,14.157,30.421,16.9918888889,34.2108888889,5.91344444444,10.7894375,28.6903333333,16.0053333333,5.28588888889,10.9878888889
627.61,14.1245555556,30.479,16.9616666667,34.2743333333,5.90644444444,10.7958125,28.6985555556,15.9864444445,5.27566666667,10.984
627.94,14.1401111111,30.4574444444,16.9132222222,34.3046666667,5.90166666667,10.8171319445,28.6558888889,15.9298888889,5.25044444444,10.9788888889
628.27,14.2456666667,30.4993333333,17.0198888889,34.4202222222,6.02611111111,10.9507777778,28.7461111111,16.0071111111,5.33666666667,11.0693888889
628.61,14.2002222222,30.49,16.9134444445,34.4461111111,5.984,10.9260138889,28.6894444444,15.9525555556,5.27822222222,11.032
628.94,14.2167777778,30.5115555556,16.9754444445,34.5683333333,6.01455555556,10.9602708333,28.6865555556,15.9542222222,5.286,11.0680555556
629.27,14.2534444444,30.5917777778,17.0163333333,34.6875555556,6.10766666666,10.9925833333,28.7723333333,16.0348888889,5.36233333333,11.0681111111
629.60,14.2582222222,30.6435555556,17.0924444444,34.8056666667,6.09377777778,11.0208194444,28.7765555556,16.034,5.39711111111,11.0797222222
629.94,14.2747777778,30.6098888889,17.0792222222,34.8611111111,6.13422222222,11.0464722222,28.7603333333,16.0755555556,5.46033333333,11.0699444444
630.27,14.3248888889,30.654,17.1647777778,34.969,6.23977777778,11.1668819445,28.8136666667,16.1682222222,5.55255555556,11.1331111111
630.60,14.4351111111,30.7906666667,17.2263333333,35.1605555555,6.30066666667,11.2548402778,28.9348888889,16.2472222222,5.64277777778,11.1791111111
630.93,14.5155555556,30.8822222222,17.2847777778,35.2222222222,6.36033333333,11.3589722222,29.044,16.2746666667,5.72611111111,11.2516666667
631.26,14.5586666667,30.8593333333,17.3256666667,35.2986666667,6.44211111111,11.4186180555,29.0642222222,16.338,5.80477777778,11.2954444444
631.60,14.5507777778,30.9226666667,17.3627777778,35.3304444445,6.44433333333,11.4319791667,29.1198888889,16.3835555556,5.85844444444,11.3066111111
631.93,14.5642222222,30.9162222222,17.3551111111,35.3086666667,6.43622222222,11.4477430556,29.119,16.3894444444,5.86544444444,11.34
632.26,14.6088888889,30.9532222222,17.4155555556,35.3355555555,6.48488888889,11.4359305556,29.1261111111,16.4187777778,5.90111111111,11.3841111111
632.59,14.633,31.0123333333,17.4233333333,35.3263333333,6.51622222222,11.459125,29.1397777778,16.4553333333,5.95477777778,11.4289444445
632.92,14.6043333333,31.037,17.3983333333,35.3482222222,6.49122222222,11.4796388889,29.089,16.4291111111,5.95188888889,11.477
633.26,14.7005555555,31.1541111111,17.4425555555,35.4584444445,6.54788888889,11.5374027778,29.2048888889,16.5141111111,6.00622222222,11.6117777778
633.59,14.6952222222,31.1486666667,17.4293333333,35.4402222222,6.53166666667,11.5128472222,29.156,16.4851111111,6.018,11.6428333333
633.92,14.6926666667,31.1661111111,17.3718888889,35.4634444444,6.44666666667,11.4175694444,29.1612222222,16.4497777778,5.94844444445,11.6227222222
634.25,14.6051111111,31.0281111111,17.2995555556,35.3426666667,6.34188888889,11.3471875,29.0363333333,16.3522222222,5.85322222222,11.6283333333
634.58,14.5082222222,30.9053333333,17.1906666667,35.1806666667,6.243,11.2199097222,28.8394444444,16.2586666667,5.71222222222,11.5168333333
634.91,14.4518888889,30.8532222222,17.1244444445,35.1466666667,6.18466666667,11.1721666667,28.7898888889,16.1931111111,5.618,11.4618888889
635.25,14.5267777778,30.9067777778,17.1382222222,35.2391111111,6.215,11.1928472222,28.7871111111,16.2035555555,5.61588888889,11.4976111111
635.58,14.5651111111,30.9571111111,17.1752222222,35.3211111111,6.26055555556,11.205625,28.8625555555,16.2795555555,5.63766666667,11.5435555555
635.91,14.5464444444,30.9131111111,17.1746666667,35.2936666666,6.22555555556,11.2135208333,28.8484444445,16.2726666667,5.61677777778,11.5127222222
636.24,14.5087777778,30.8725555556,17.1017777778,35.2771111111,6.19044444444,11.1903194444,28.8185555556,16.2576666667,5.58244444445,11.4946666667
636.57,14.5564444445,30.8485555556,17.162,35.3386666667,6.286,11.2297222222,28.867,16.3031111111,5.58411111111,11.5322222222
636.90,14.5497777778,30.8811111111,17.157,35.3331111111,6.288,11.2451041667,28.8821111111,16.3091111111,5.57177777778,11.4705
637.23,14.5855555556,30.9992222222,17.1881111111,35.3921111111,6.32966666667,11.3065208333,28.9288888889,16.3326666667,5.60611111111,11.5142222222
637.56,14.5841111111,30.9131111111,17.1981111111,35.3283333333,6.40433333334,11.3601666667,28.8802222222,16.3203333333,5.64233333333,11.5565
637.90,14.6571111111,30.9691111111,17.3363333333,35.4343333333,6.49722222222,11.4294861111,28.9972222222,16.4096666667,5.71666666667,11.5360555556
638.23,14.7446666667,31.0966666667,17.4071111111,35.6163333333,6.54077777778,11.5360208333,29.0964444444,16.4597777778,5.77011111111,11.6120555556
638.56,14.8145555556,31.2266666667,17.4858888889,35.679,6.57922222222,11.5629513889,29.1671111111,16.5467777778,5.86255555555,11.6633333333
638.89,14.7307777778,31.2025555556,17.5014444445,35.6352222222,6.60111111111,11.5952638889,29.1506666667,16.5612222222,5.89044444445,11.6746111111
639.22,14.6464444444,31.1531111111,17.4733333333,35.6084444444,6.56711111111,11.5797222222,28.9985555556,16.4601111111,5.88011111111,11.5960555555
639.55,14.6873333333,31.2268888889,17.5097777778,35.663,6.64977777778,11.6633333333,29.0128888889,16.5006666667,5.98466666667,11.6875
639.88,14.8127777778,31.3246666667,17.7133333334,35.854,6.74455555556,11.7746666667,29.1957777778,16.6317777778,6.09233333333,11.8190555556
