wavelength,Back_RamBref,Belly_RamBref,Breast_RamBref,Crissum_RamBref,Crown_RamBref,DorTail_RamBref,Rump_RamBref,Throat_RamBref,WingTip_RamBref
196.27,29.0567333333,2.76733333334,47.4214,31.7611,63.3962666667,16.6036666667,15.9747333333,3.14466666667,24.5283333333
196.65,39.8787333333,13.2121333334,50.4242,35.0303333333,79.8788666667,25.394,26.6667333333,4.96966666665,34.788
197.03,53.3334,29.6045999999,55.9320666667,50.1695,88.8136000001,49.9435,39.6609333334,25.9887333333,54.8022666667
197.40,58.1540000001,44.0000666666,58.1538666667,53.8974333333,91.6922000001,59.8461333333,46.4614666667,34.6666666667,63.5896
197.78,65.6969333334,47.0302666666,48.606,55.6363666667,105.333333333,69.2121,52.8485333334,43.0302666667,72.2424666667
198.16,76.8217333333,59.1472,59.3023333333,61.5503666667,98.9921999999,78.8373333333,66.4340666666,56.6665333333,78.1396666667
198.54,81.6867333332,63.7750666667,62.6504666667,61.8874666667,109.397666667,89.0763,72.2892666666,61.2850666666,87.3093333334
198.92,84.7618666667,70.1586,62.1692999999,65.0794333333,126.984266667,96.9840333335,72.0634000001,63.492,100.211666667
199.30,102.4,87.0666666667,67.7333333334,69.9333333333,157.2,117.533333333,83.0666666668,75.2,125.333333333
199.68,87.4998666666,75.7143333333,58.6905000001,58.0356666667,140.952333333,102.6191,85.0000666666,68.9285333335,117.619066667
200.06,74.2308666666,68.5898000001,51.7308333334,49.6155333333,140.128066667,89.1025,79.3590000001,71.9230666667,117.948666667
200.44,61.9696666667,59.2424,29.0909333333,35.3787666667,135.7576,74.0908666667,69.8484666667,67.1213333333,121.8182
200.82,65.5555333333,71.2223333333,42.0000666667,55.9999666667,121.222333333,77.1111666667,72.8889333335,73.4444666667,113.7778
201.19,46.6667333333,61.1641333333,33.2804666667,38.0952,103.492066667,57.9895333333,57.8836,61.3756,98.0953333333
201.57,41.4183333333,70.3544,38.7944666667,40.8510333333,126.5248,53.3332666667,61.2766000001,69.5035333333,114.8938
201.95,34.0278,73.7500666667,47.7082999999,32.2221,123.4722,46.5278,49.8610666667,62.6388,107.7778
202.33,-7.40739999994,60.4938666667,20.2469333333,-10.4937,148.642,8.02466666658,22.7159999999,56.2964666665,118.0246
202.71,-13.3333333334,50.6665999999,17.7777333334,-18.6665666667,128.8888,-0.555533333266,14.8889333332,47.7778000001,102.444466667
203.09,27.4666666667,57.3333333332,41.9333333333,11.4666666667,105.6,36.2,37.8666666666,57.7333333334,92.6666666667
203.47,31.3793333333,48.2758666665,40.9194333333,14.7126,97.3562666665,35.1725,35.7470666667,53.1035333335,81.4942666666
203.85,47.8888000001,66.4444000001,56.0553666667,21.7222666667,107.222066667,47.4444,41.6665333333,64.6667333334,91.5556000001
204.22,63.7159333333,72.2404,66.0655333334,28.4153333333,112.786866667,54.3169333333,46.6666000001,63.7158666666,101.420733333
204.60,66.6666666667,73.0893999999,66.5040999999,37.8048333333,102.439066667,56.5040666667,53.1708,59.4309333333,91.7885333333
204.98,66.3247333334,66.3247333334,67.3931999999,27.7351,96.2392666667,55.7264,49.5726666667,54.7861999999,89.9999333334
205.36,77.4890666666,74.9782666666,77.4457666667,39.8268,103.3768,65.7142333333,56.4502,59.7402666666,98.7011333333
205.74,76.6285333333,66.9730666667,68.5440666666,36.6666333333,96.0919333335,64.2144666667,57.0882000001,55.4024,93.3333333333
206.12,82.9999999999,67.0833333333,71.2499999999,42.0833333333,101.833333333,70.875,63.0833333333,57.2500000001,98.5000000001
206.50,79.0587999999,70.4313999999,65.9214333334,40.1569,95.9216666667,68.2745666667,59.8430666666,53.2548000001,94.3530666667
206.87,77.1111333332,71.9260666666,62.2223666667,40.4815333333,93.6297333333,66.5555,59.3332666667,49.7777999999,92.2221999999
207.25,67.2165333333,65.3608,58.8316333334,38.5566333333,82.0618666667,61.3746666667,58.0067999999,45.7045333333,83.2988666666
207.63,64.5926,64.815,58.7407666666,35.0371333333,78.8148,59.0739666667,56.5184666666,43.3332,88.6666666668
208.01,54.3208666667,53.1687333333,48.1482666667,25.3087,68.2303333334,47.9013333333,45.1851999999,36.1316,77.6956000001
208.39,40.8547333333,39.3162,30.8976,10.1282333333,53.7606666667,35.3419333333,34.7007333333,27.8631333333,66.8376
208.77,34.8959333333,35.1042666667,26.5106,0.312599999994,51.2500000001,32.6043666667,25.6250666667,28.5418666668,62.8126
209.14,27.9279333334,46.3062666666,6.03603333334,-22.7026666667,66.6667333334,18.3783000001,8.64866666668,24.1441999999,72.4324666667
209.52,3.23800000006,26.4761999999,-14.3808,-66.4761999999,55.8095333335,-3.5238333334,-6.85706666652,9.90480000013,42.8572
209.90,11.8518666668,44.6296666666,0.09256666674,-55.1851999999,59.2591999999,4.0739666666,3.3334,30.3704,61.1110666667
210.28,26.5305333333,47.2108666667,8.02726666666,-26.8027,53.1973333334,12.381,16.3265333332,36.1903999999,61.0884666666
210.66,23.2651999999,45.9862666668,13.9455666667,-33.6054,49.3878000001,12.381,14.5578,37.1429333333,64.3537333334
211.03,28.0556666666,49.0277999999,19.8611,-35.0000666667,45.9722,12.4305666667,17.7779333334,51.5277999999,69.3054666666
211.41,41.6666,58.7878666667,25.1514,-47.3483666667,57.8788666667,13.4847333333,7.57573333327,50.9092000002,73.9394666667
211.79,41.7240666666,62.2988,25.3447,-28.1034666667,50.1149999999,22.8161,12.4139333334,54.1377333333,61.2644000001
212.17,46.0130666666,74.1176666667,29.0849333333,-34.8366333333,58.4313333334,24.8365333333,13.0720000001,55.9477333333,74.2483999999
212.55,49.1802,79.2348666668,40.9834666667,-11.7487333333,58.6884666666,35.5738333333,17.2678666668,60.4370666667,69.0710000001
212.92,51.875,74.0624,38.2812,-13.8022333333,57.2917333333,31.9791666667,12.2915333334,54.0622666666,63.1249999999
213.30,48.9147333333,62.9457333333,39.4961,-5.03873333334,47.2093333333,31.8216666667,19.6124666667,53.8759333333,54.8837333333
213.68,58.2178666666,67.7887333333,46.7655666667,13.5313,51.6830666667,39.9010666667,32.8052,58.1518,63.8285333333
214.06,56.4261333333,66.3917333334,41.6150666667,13.4022333333,48.1788666667,40.2061,30.2404666667,59.3816,59.1752666667
214.44,56.0467333334,69.7674666667,41.7440666667,11.0853666667,44.1085333333,40.1551,26.4340666666,58.9147333333,61.3178666666
214.81,68.6666666667,81.5238666666,47.1905,13.2857333333,50.9524,43.2380333333,30.7618666667,70.1905333333,68.3809333333
215.19,65.1041333332,70.6248666667,32.7603333333,7.86436666667,44.7914,35.5206333333,20.1040666667,61.4581333333,59.3748666667
215.57,65.6410666665,70.1281333333,27.1155333333,1.47443333332,45.7693333333,31.0897333333,15.0,57.436,67.1794666667
215.95,84.3902000001,82.4390666667,26.8293,10.6504333333,52.6828666667,30.5690333333,24.8780666667,63.5772666667,77.7235333334
216.32,56.3333333334,51.3333333333,13.7776,4.16663333334,28.2221333333,9.6112,8.22213333334,40.8889333333,42.5555999999
216.70,55.6725333334,53.2164,11.9297,-7.48536666666,23.3917333333,7.60233333334,9.00580000007,35.0877333333,41.4035999999
217.08,49.7700666666,51.0343999999,4.1379,-7.52883333333,17.931,5.40226666666,12.4138,30.0,43.2184666667
217.46,61.9754,52.8393999999,6.11106666666,-0.123366666666,27.5308666667,14.6911666667,21.8517999999,33.827,58.0247333333
217.83,64.6152666667,51.7950000001,-16.0684,-13.4186666667,23.9316,3.67530000007,11.4530666666,37.436,64.4445333333
218.21,44.1862666667,30.5426000001,-23.7984666667,-41.7829333333,-0.30999999998,-19.2248333334,-12.0929333334,14.5736666667,37.5194000001
218.59,40.9721333333,30.5556666667,-24.1668,-35.1389666667,5.6944,-13.0556666666,-9.0277333334,25.2779333333,30.5556
218.97,35.5173333333,31.0344666667,-16.4367,-22.5861666667,10.9194666667,-3.04596666667,-5.74713333328,20.9195333333,30.9194666666
219.34,57.2327333333,57.3586000001,5.22006666666,-9.3082,32.7042666667,9.74829999998,15.849,37.2328,56.9810666667
219.72,34.2856666667,48.4353999999,-17.9591666667,-26.3264666667,10.2042,-11.7006666667,1.49666666674,35.9184,36.1904
220.10,36.8794,49.22,-11.3476,-32.8369666667,20.4255333333,-15.4609999999,-2.12766666661,38.0142666667,43.2622666667
220.47,52.5253333333,84.8484666666,0.707033333326,-19.1919333333,50.7070000001,-5.6566,13.1313333334,67.6766666667,74.3434000001
220.85,57.2221333333,69.0739333334,-4.07406666673,1.01836666667,62.4072666667,2.31476666662,17.7777333333,72.9630666666,75.1852
221.23,34.1881333333,49.2307999999,-10.8547333333,-16.7522333333,40.6836666667,-5.47000000008,-1.70939999992,53.6751333333,51.7949333333
221.61,-9.03206666668,20.8602,-48.8171666667,-68.8172,22.3656,-45.3763000001,-41.5053333334,21.5053999999,18.7097333333
221.98,-61.2120666667,-9.99999999999,-86.3636666666,-141.212133333,0.90913333334,-113.3333,-101.818066667,-20.303,-13.9394
222.36,-44.1269333333,-11.7460666666,-63.9681666666,-115.872933333,23.4921333333,-88.0952000001,-79.3651333333,2.5398,15.2382666669
222.74,-846.666666666,-706.666666666,-876.666666666,-1733.33333333,-230.000000001,-1310.0,-1140.0,-566.666666668,-123.333333334
223.11,-291.110933333,-277.7778,-207.7777,-521.666733333,-96.6667333332,-387.777866667,-311.111066667,-127.777933333,-45.5555333334
223.49,-966.666666665,-982.222066667,-602.222233333,-1173.33333333,-515.555599999,-906.6667,-924.444466667,-417.777800001,-346.666733333
223.87,-474.666666667,-540.0,-303.333333333,-614.0,-320.0,-518.666666667,-485.333333333,-194.666666667,-160.0
224.24,-263.333333333,-293.333333333,-116.666666667,-285.833333333,-153.333333334,-270.833333333,-220.833333333,-43.3333333333,-53.3333333334
224.62,-60.5555333335,-117.777733333,29.9999666667,-75.5555333333,10.5555333334,-75.2777666668,-25.5555999999,100.000066667,70.0000000002
225.00,27.7778000001,-6.29633333332,92.0369666667,28.3335333333,50.3702666667,6.66659999999,36.2962,117.407533333,87.7777333332
225.38,78.9744666667,62.8204666666,124.6155,108.2052,102.0514,62.4359333333,98.2051333332,154.1026,135.3846
225.75,87.6190666666,70.6665333334,121.142966667,117.4285,91.0476666667,62.2857,100.5714,135.619,123.809466667
226.13,86.092,65.9770666667,93.1609333333,104.482733333,81.6092,66.8965,91.4941333333,110.23,101.034466667
226.51,99.7278666667,82.1768666667,97.415,131.020433333,98.6395333333,68.8434333333,98.6395333334,121.904666667,112.244866667
226.88,99.0666666667,83.0666666666,84.0,125.666666667,96.8,60.9333333333,89.0666666668,118.266666667,104.666666667
227.26,125.370333333,94.4444666668,83.4259333333,149.074033333,110.925933333,59.2592333333,103.148066667,137.4074,129.259333333
227.64,134.629666667,112.2222,88.6109333334,142.222333333,121.8518,66.0187333333,109.444533333,141.851733333,126.666733333
228.01,225.0,168.666666667,146.666666667,219.166666667,212.666666667,117.5,168.0,225.666666667,211.0
228.39,825.333333333,641.333333333,486.0,790.666666667,769.333333334,432.0,593.333333334,809.333333333,769.333333333
228.76,-300.606133333,-196.363666667,-111.515166667,-229.696833333,-226.0608,-113.333333333,-178.787933333,-222.4242,-230.302866666
229.14,-90.4762666665,-53.0157999999,-0.7934666666,-54.4444666667,-62.2222000001,-16.1903666667,-40.3174,-52.0634000001,-77.1427999999
229.52,-19.4116666667,4.31366666668,40.6861666667,17.8432333333,10.3922,24.9999,14.3137333334,8.82360000001,3.52933333332
229.89,12.1568666667,19.0851333333,55.6864666666,40.3267,34.9020666667,41.3725666667,44.0524000001,30.5882,25.2288
230.27,29.5098,29.4117333333,50.5391333333,53.0881666667,49.5098666667,46.4704,53.0391333333,47.4509333333,38.2352666667
230.65,30.0498666667,33.6319333333,52.3881666666,58.9056333333,55.4228666667,46.2189,54.6268000001,55.3232666667,42.4876666667
231.02,25.5556666667,26.6666666667,34.6913666667,54.0741333333,48.1481333333,38.1481,47.7778,53.4567333333,37.1604666667
231.40,17.9488,13.9745333333,28.2051,39.2949333333,29.6153333333,22.9488,39.9999333333,41.6665333333,25.6410666667
231.78,6.7974,0.392200000014,16.6667333333,21.0457,18.5620666667,5.81696666667,26.5358666667,27.8432,14.3790666667
232.15,-2.07406666668,-14.9628,5.62963333334,-0.7407,11.1110666667,-8.7408,14.8148,19.2593333333,4.74066666666
232.53,6.99186666667,-3.73980000002,6.66666666668,13.6585,26.9918666667,-7.3171,35.2846666666,32.3576,26.5040666667
232.90,9.62973333333,-4.81480000001,3.5186,10.4628666667,25.9258666667,-18.4259666667,32.5924666667,34.4444666667,25.0000666667
233.28,3.125,-11.25,-17.1875000001,10.4166666667,7.08333333334,-28.8541666667,18.75,18.5416666667,23.5416666667
233.66,8.62746666666,0.392066666654,-10.4902,19.5096666667,9.60793333334,-10.9803666667,32.3528666666,20.5884,33.9215333333
234.03,-10.9523333333,6.66666659997e-05,-27.8570333333,-1.19059999998,4.04773333334,-37.8572,10.0002000001,-0.95226666666,31.1905999999
234.41,-7.45093333331,-0.196066666674,-16.4706,-0.882233333334,0.98033333334,-22.1568666667,10.1961333333,-13.7254,29.0195333333
234.78,-43.7679999999,-48.116,-70.8697666666,-47.9709333333,-38.2606666667,-78.8405,-23.1883333332,-62.8985333333,6.66666800001e-05
235.16,-18.6992,-23.9024,-21.3007333333,-18.2928,-7.96759999999,-32.8455,-12.3578,-32.6827333333,12.8456
235.54,4.53333333333,4.66666666667,1.6,10.5333333333,19.3333333333,1.46666666668,16.0,-2.79999999999,32.2666666667
235.91,12.8963333333,17.9234666667,16.1747666667,20.5464666667,33.0054,19.6176333333,26.5574666667,16.7214,39.1257333333
236.29,-11.2925333333,5.98646666667,-1.76870000001,7.21096666666,19.9999333333,11.9728333333,15.6462,-3.94546666666,33.4694
236.66,-19.4968666667,-2.26420000002,-0.628900000006,-4.33973333333,9.81140000001,11.6982,0.880466666674,-7.04406666666,19.3712666667
237.04,-12.3162,4.40673333334,8.81366666666,-0.282566666674,16.0451333333,21.2993666667,14.4633333333,-0.339,24.8588
237.41,-12.3684,2.45606666667,9.25436666665,-10.3069333333,11.1403333333,14.4297666667,6.31586666666,-3.85973333334,13.421
237.79,-15.3846,0.598266666668,4.05983333332,-17.5213333333,2.9914,7.60703333333,-1.70933333334,-3.41879999999,6.75213333331
238.17,-19.4806666667,-2.94373333333,-6.83973333334,-22.7705333333,-5.97406666666,0.2597,-6.75326666666,-7.96519999999,0.432800000006
238.54,-22.5882,-3.21573333334,-2.78426666668,-21.9609,-6.50973333334,-3.13723333333,-7.37239999999,-8.54900000001,-0.4706
238.92,-12.4691333333,3.70393333333,4.16683333334,-4.93823333333,-0.67893333334,4.6913,-4.19766666666,-2.71606666667,7.34560000001
239.29,-19.7529333333,-0.92586666668,-6.17280000001,-14.2593333333,-10.2468666666,-3.48786666666,-10.8642666667,-8.88879999999,-1.60493333333
239.67,-32.2642,-12.7044,-22.5472,-29.0251333333,-24.5912,-15.0314666667,-26.8552666667,-20.8806,-9.62279999999
240.04,-35.1622666667,-17.8170666667,-31.0914333333,-31.5043666667,-28.7316666667,-19.7049666667,-31.0913333333,-25.7226666666,-12.3894
240.42,-15.1737333333,-6.13480000001,-13.3331666667,-14.7443333333,-13.2515333333,-9.12076666667,-16.5233333333,-9.12053333335,0.490866666674
240.79,-10.0358,-0.214999999998,-7.67016666666,-7.8853,-7.20419999999,-3.15416666667,-9.96413333333,-3.94259999999,7.24026666667
241.17,-6.63573333334,1.29633333333,-4.47506666667,-3.30243333333,-4.07399999999,-0.63276666666,-7.71593333332,-1.94446666666,9.22833333334
241.54,-4.18466666666,2.74173333334,-2.84259999999,0.504966666668,-2.56840000001,2.53963333334,-4.27133333333,0.721533333332,12.4386666667
241.92,-2.08346666666,2.91653333334,-1.7525,0.992599999999,-1.42166666668,3.59056666667,-2.86753333333,0.637333333334,11.6912
242.29,-1.40693333333,0.779266666666,-1.41773333333,1.6992,-1.25553333333,3.39823333333,-3.4198,1.104,10.9308
242.67,1.09426666667,1.43873333333,-0.344399999999,1.7732,0.364800000007,5.78513333334,-2.31013333333,3.22193333334,12.1986
243.05,0.788933333333,0.966466666666,-1.2526,-1.28206666667,-0.887599999987,5.26623333334,-2.11033333333,2.62333333333,10.1774666667
243.42,1.42713333333,1.56413333333,0.918933333333,0.3031,0.273666666668,6.03126666667,-0.175799999999,3.8122,10.8504
243.80,4.40746666667,4.44433333333,4.51856666666,3.2685,2.53706666667,8.1204,2.68533333333,6.35180000001,12.0184
244.17,5.7038,6.485,6.03996666667,4.86823333333,3.45146666667,9.11903333334,4.61386666667,7.59293333334,12.8974666667
244.55,3.10993333333,3.20306666667,2.58856666666,2.0762,0.391066666668,7.47670000001,1.91813333333,4.86026666667,9.62766666667
244.92,4.09046666667,2.66313333333,2.48903333333,2.38483333333,0.835533333333,7.12786666666,1.63606666667,4.8042,8.87740000001
245.30,5.12446666667,3.6144,2.28093333333,2.61846666667,1.71893333333,8.16859999999,2.506,5.87953333333,9.79939999999
245.67,6.04513333334,4.83053333333,3.39683333333,3.58043333333,3.5876,10.2472,4.08173333333,7.30233333333,11.243
246.05,6.07693333333,5.82053333333,5.05763333333,4.2499,4.89719999999,11.4423666667,4.75653333333,8.28213333334,12.7307333333
246.42,6.7934,7.11566666666,6.11979999999,4.31773333333,5.4692,12.7979,5.38846666667,8.31313333334,13.6441333333
246.79,5.06666666666,6.00533333333,4.30933333333,3.19466666667,3.78666666667,11.2533333333,3.91466666667,6.208,12.2666666667
247.17,6.62726666666,8.1066,6.7061,4.93103333333,6.14406666667,13.8215333333,5.3156,7.9586,14.7040666667
247.54,6.82373333333,8.32879999999,6.40349999999,5.01853333333,6.56526666667,14.5521666667,5.2724,7.75613333333,15.5124666667
247.92,6.25726666667,7.77913333334,5.86576666667,4.26343333333,6.50633333333,14.0141333333,4.99326666667,7.40533333333,15.1313333333
248.29,6.4414,7.72426666667,6.0859,3.6325,6.72726666667,14.3390666667,4.55133333333,7.39473333333,14.8764666667
248.67,7.69106666667,9.29586666666,7.78060000001,4.69483333333,8.15186666667,15.9241666667,5.8472,8.79206666666,16.0391333333
249.04,6.42993333333,8.28086666667,6.39473333334,3.03523333333,6.8158,14.6228333333,4.57893333333,7.57013333333,15.0702
249.42,4.78213333333,7.055,5.1989,1.33523333333,5.2936,13.3902333334,3.0966,5.89966666667,13.7406
249.79,3.95746666667,7.17406666666,4.5663,0.420933333334,4.88086666667,12.5267,1.82653333333,4.97206666667,13.2217333333
250.17,4.5416,6.97953333333,3.90516666667,0.334566666665,4.9082,12.3085333333,2.17906666667,5.2426,13.0743333333
250.54,4.01406666667,6.22066666666,3.3275,-0.639499999999,4.5658,11.4612666667,1.878,5.12913333333,12.3473333333
250.92,5.88806666667,7.89546666667,5.23116666667,0.833333333333,6.41126666667,12.9442333333,3.85653333333,7.66426666667,14.2821333333
251.29,4.89706666667,6.25546666667,3.15256666667,-0.0248666666666,4.26173333333,9.73836666667,2.21806666667,6.13106666666,12.9969333333
251.66,4.36686666667,5.07746666666,2.67456666667,-0.6911,3.0232,8.87586666666,1.4988,6.14993333333,11.9251333333
252.04,3.59493333333,3.957,1.83776666667,-0.6171,1.99873333333,8.63173333333,0.550066666668,5.51313333333,11.5358666667
252.41,3.94693333333,4.2398,2.00836666667,-0.007133333334,1.92466666667,8.29843333334,0.920333333333,5.14653333333,12.622
252.79,1.76726666667,3.13213333333,0.236833333333,-0.481499999998,0.430866666667,6.99719999999,0.387933333333,3.59193333333,12.1120666667
253.16,1.594,2.5798,0.724633333333,-0.8115,0.0869999999986,7.0145,0.608800000001,3.92753333333,11.6956
253.54,-0.0559333333341,0.293533333335,-0.8037,-2.5437,-1.8448,4.70986666667,-1.84486666667,2.19433333333,9.76933333334
253.91,0.240066666667,-1.14413333333,-1.0454,-2.44363333333,-2.30233333333,3.82063333333,-1.8362,1.27126666667,9.22313333334
254.28,-2.57553333333,-3.50253333333,-3.09053333333,-4.42243333333,-4.6506,1.1772,-4.312,-1.50113333333,7.44673333333
254.66,-1.851,-2.88933333334,-1.7682,-3.7622,-4.48446666667,1.95623333333,-3.49126666667,-1.26413333333,8.48753333333
255.03,-3.27813333333,-4.00306666667,-3.60133333333,-4.54683333333,-5.76833333333,0.740866666667,-4.4918,-2.49,6.57213333333
255.41,-3.11126666667,-3.67066666667,-3.22646666667,-3.78613333333,-4.8396,1.7447,-3.1768,-1.66253333333,7.11106666667
255.78,-0.897733333335,-0.947666666666,-1.50466666667,-2.0283,-2.66,3.05086666667,-1.09726666667,-0.914466666669,8.89439999999
256.15,-0.478266666667,-0.0479333333346,-1.15626666667,-2.13726666667,-2.04146666667,2.34453333333,-1.56293333333,-1.18013333333,8.43706666665
256.53,-0.368733333333,0.0441999999986,0.324533333332,-0.729999999998,-1.20946666667,3.40706666667,-0.899799999999,-0.191933333335,8.51033333333
256.90,0.574333333332,1.13446666667,1.96756666667,-0.406066666666,-0.434133333334,3.95663333333,-0.896466666667,0.6302,8.5154
257.28,1.219,2.94593333333,3.8667,0.882633333333,0.990466666666,5.6571,0.304799999999,1.7778,9.86673333335
257.65,5.9946,8.34686666667,8.77496666667,5.65843333333,6.1138,11.1815666666,5.73446666667,7.12193333334,14.2654666667
258.02,5.83806666667,8.79486666667,8.76643333334,5.47073333333,6.3278,11.7889666667,6.19573333333,8.38986666667,14.6138666667
258.40,5.6416,8.4214,8.3394,5.1824,5.904,11.6481,5.3792,7.6342,13.9482
258.77,6.72373333333,9.83946666668,9.15496666667,6.52046666667,7.4154,13.1123333333,6.36006666667,9.21206666667,14.7095333333
259.15,6.83893333333,9.99679999999,9.75443333333,6.44656666667,7.57246666667,13.1547,6.24553333333,9.09093333333,14.8197333333
259.52,6.7546,9.9736,9.3257,6.19753333333,7.45826666667,13.3215666667,5.91006666667,8.63673333333,14.5998
