wavelength,Back_HemRusf,Belly_HemRusf,Breast_HemRusf,Crissum_HemRusf,Crown_HemRusf,DorTail_HemRusf,Patch10_HemRusf,Rump_HemRusf,Throat_HemRusf,WingTip_HemRusf
187.53,90.8731333331,76.4286,98.2540666666,100.158666667,104.920666667,109.841333333,69.6825333333,66.9841555555,101.9048,90.6348000001
187.91,85.5686,75.1372666667,95.8431999999,100.235266667,103.451,113.411733333,66.9802666667,69.9085333333,100.235266667,88.0783333334
188.29,86.3375333333,75.6377333333,97.2839333334,104.526733333,107.572066667,113.744866667,68.3950666667,74.6502444444,97.6955333332,89.2181333334
188.67,83.4386000001,73.9649333333,93.7544000001,95.3682666668,98.7368666666,107.859666667,66.7368666667,77.0643888888,90.3158,86.2456666667
189.05,88.4445333333,74.4443333333,99.2591333333,96.6667333334,100.296266667,112.7408,64.1481333333,79.0987444444,91.3334666667,91.3332666667
189.43,92.8269999999,75.1054666667,107.3418,104.557066667,105.738466667,118.8186,64.4726,81.0125888889,95.5274,100.084333333
189.81,94.0170666666,74.7008666667,108.547,105.7264,106.239333333,116.3248,63.7606,81.3248000001,98.9744666667,101.8804
190.19,82.7658,71.0638666667,100.921933333,96.4537999999,96.0283999999,104.822666667,61.2765333333,77.9667222222,86.2410666666,92.9786666667
190.57,90.4859999999,79.2361333334,108.541733333,102.430533333,101.4584,112.777666667,67.8472666667,85.6134555555,90.9028,101.736133333
190.95,96.7741999999,79.7851333333,113.476733333,105.089666667,103.512533333,115.6988,66.1646666667,88.8768666667,92.9748666667,104.587866667
191.33,103.333266667,81.3178666666,117.3642,105.0388,105.969133333,123.178333333,67.5192666666,95.2453888887,97.6743999999,109.302333333
191.71,104.4444,81.8253333333,112.301666667,104.365133333,103.809466667,120.793533333,68.1746,95.9523222223,97.1429333335,110.158733333
192.09,100.723,78.1525333333,104.658466667,100.8032,98.4738666667,109.6384,65.221,90.1070666667,86.9880666667,107.871466667
192.47,98.6300666668,74.977,102.831,101.004533333,94.0639333333,110.5936,56.8036,83.3485333335,79.3607333333,106.3014
192.85,109.071066667,82.9508,110.164,111.694,102.5136,122.622933333,60.2184666667,91.2386111111,82.9507333333,122.076466666
193.23,112.758666667,92.8736,118.9656,118.6206,110.114933333,127.4714,71.2643333333,96.6859000001,88.7357333333,133.103533333
193.61,116.393333333,103.497266667,121.529933333,121.420733333,111.912533333,133.005333333,79.7815333333,107.158511111,93.8797999999,135.0822
193.99,127.210866666,118.231266667,135.918333333,129.931933333,117.0068,150.340066667,79.4558666667,113.900144445,90.204,148.0272
194.37,146.4762,126.285733333,142.095266667,146.857133333,124.1906,175.809533333,67.4286,116.5714,93.3333333333,165.7144
194.75,129.629733334,102.962933333,133.086466667,133.8272,105.432,176.790066667,47.1604,94.3620777778,59.5061333333,148.148133333
195.13,137.460333333,129.8412,151.4286,158.7302,123.174666667,223.174666667,64.1270000001,108.412777778,62.8572,177.777733333
195.51,110.0,104.0,120.666666667,140.333333333,91.0000000001,191.333333333,45.6666666667,74.6666666667,26.3333333334,142.0
195.89,41.6666666667,14.1666666666,63.3333333334,109.166666667,-1.6666666664,232.5,-106.666666667,-82.0833333333,-201.666666667,107.5
196.27,5.28831774428e+14,1.20266580958e+15,1.7059089498e+13,3.41181789953e+14,1.56090668903e+15,-1.27090216757e+15,2.17503391095e+15,2.15797482145e+15,3.08769519907e+15,-8.5295447488e+13
196.65,68.0000000002,216.0,61.3333333333,126.666666667,306.666666666,-161.333333333,365.333333333,351.777777778,527.999999999,19.9999999994
197.03,90.8333333333,122.5,72.9166666667,100.0,147.916666667,23.3333333332,171.25,172.569444444,226.25,85.8333333333
197.40,297.7778,282.222266667,267.7778,253.333333333,390.000133334,87.7777999999,478.888866667,408.518533333,638.888933334,275.555533334
197.78,1046.66673333,1015.55553333,915.555599999,1026.66673333,1115.55553333,668.889000001,1400.0,1284.07403333,1664.44433333,988.888866666
198.16,-1322.22233333,-1324.44433333,-1151.11106667,-1286.6668,-1331.11113333,-1008.88886667,-1682.22213333,-1511.4814,-1853.33333333,-1271.11106667
198.54,-370.909133333,-355.757666667,-323.6364,-392.727333333,-358.788,-301.212,-466.060533333,-408.686766667,-501.818266667,-366.666733333
198.92,-475.833333333,-421.666666667,-383.333333333,-498.333333333,-436.666666667,-412.5,-645.0,-481.25,-586.666666666,-425.833333333
199.30,-5326.66666667,-4953.33333333,-4546.66666667,-5740.0,-4960.0,-5020.0,-6766.66666666,-5201.11111111,-6226.66666667,-4833.33333333
199.68,467.6924,439.4872,419.4872,516.410333333,436.923066667,440.512733333,597.948733333,451.709444445,544.1026,421.025666667
200.06,675.833333333,582.5,565.833333333,719.999999999,600.0,606.666666666,842.500000001,605.416666666,773.333333333,565.0
200.44,900.9524,787.619,813.333200001,923.809466668,777.142933333,811.428533333,1091.4286,762.380788888,955.238133333,769.523799999
200.82,1426.66666667,1232.0,1261.33333333,1420.0,1176.0,1272.0,1654.66666667,1164.88888889,1421.33333333,1202.66666667
201.19,3880.0,3380.0,3426.66666667,3900.0,3313.33333334,3546.66666667,4460.0,3155.55555556,3873.33333333,3263.33333333
201.57,505.926,467.4074,455.925866667,528.148133333,471.111066667,482.222266667,582.222133333,443.888888889,519.2592,446.296266667
201.95,321.041666667,301.666666667,296.666666667,329.791666667,305.625,310.208333333,362.5,284.861111111,336.875,281.041666667
202.33,249.206333333,240.9524,234.9208,253.492,242.063466667,243.650866667,277.9366,221.851922222,267.619,212.698266667
202.71,282.7026,284.5046,269.729733333,282.342333333,281.081066667,278.919,313.513533333,249.9699,312.6126,231.171266667
203.09,305.3334,313.904666666,304.761866667,301.523733334,315.238066667,305.523866667,341.7144,282.984233333,355.0476,256.571466667
203.47,268.2928,279.3496,269.593466667,263.414533333,276.4228,261.1382,295.934933333,253.577155556,311.382133333,230.731666667
203.85,373.563133333,394.7126,374.7126,360.2298,393.103466667,371.4942,409.885,354.367833333,431.4942,329.195333333
204.22,308.108066667,336.5766,319.279333333,305.946,340.5406,314.7748,347.927933333,298.919022222,360.720666667,286.486333333
204.60,221.4964,239.047666667,231.020466667,221.496666667,243.945666667,227.891266667,251.7008,218.843477778,262.313066667,207.346933333
204.98,186.436866667,201.494266666,196.7816,186.6666,207.816066667,195.632066667,212.069,190.191555555,219.885,170.5748
205.36,171.525466667,191.7514,186.214666667,169.491533333,194.689266667,179.887066667,192.429333333,176.9303,208.022466667,159.661066667
205.74,166.2146,188.926466667,179.773866667,160.451866667,183.050733333,167.0058,182.2598,163.9925,197.740133333,151.299533333
206.12,169.285666667,194.6428,190.9524,169.5238,189.761933333,171.6668,189.523866667,167.420755555,204.5238,159.523866667
206.50,157.743666667,178.153866667,175.999866667,161.128333333,171.487066667,154.153866667,174.051266667,156.889022222,185.538533333,151.3846
206.87,120.5426,136.124,134.7288,130.930266666,128.449466667,118.372133333,131.705466667,121.847522222,142.0154,118.372266667
207.25,118.402933334,130.0694,128.9584,128.2638,121.388866667,112.986066667,123.611133333,115.578744444,134.374933333,113.055666667
207.63,117.5578,126.8646,128.3168,128.646933333,122.442466667,115.3136,123.234266667,113.2343,129.703,107.128733333
208.01,114.8428,120.188733333,126.477933333,126.226333333,117.169866667,112.956,117.9244,109.077533333,125.597533333,100.754733333
208.39,112.0834,113.869133333,118.869066667,119.583266667,113.154733333,106.7856,111.726133333,104.027833333,118.75,96.5476666667
208.77,113.043466667,115.652266667,118.376933333,123.420266667,116.927666667,107.4202,112.173866667,105.951755555,121.333266667,99.0145333334
209.14,119.930533333,122.5694,125.0,134.9998,127.4304,112.014,118.125066667,111.041533333,130.139,103.402866667
209.52,117.193,119.157866667,121.403533333,135.578933333,123.999933333,110.315733333,117.894733333,105.941488889,125.4036,98.3860666668
209.90,121.703733333,120.963,125.703666667,139.6296,126.962866667,115.703733333,120.962933333,110.358044445,129.777666667,103.7778
210.28,106.993333333,103.659933333,108.823533333,120.3922,110.130666667,100.849666667,107.9086,98.6383555556,114.183,91.5031999999
210.66,113.629666667,108.148066667,115.7778,129.407533333,117.629533333,112.2222,118.8148,103.617311111,124.8888,97.0369999998
211.03,117.069533333,108.937733333,117.216066667,126.959733333,122.1246,116.190533333,122.197866667,105.457911111,124.9818,97.4358666666
211.41,124.420333333,116.1594,122.4638,135.2898,130.217266666,123.405933333,130.724666667,112.644966667,132.6812,101.884066667
211.79,128.015866666,116.746,125.0,138.3334,133.571333333,124.9206,136.508,114.642944444,139.920533333,105.158533333
212.17,115.909066667,108.257666667,112.045466667,125.302933334,123.484666667,111.212133333,123.030266667,102.840922222,126.136333334,92.3484666665
212.55,122.8236,113.4902,120.941133333,131.843,127.9216,117.4118,130.0392,109.333455555,130.902066667,95.2941333335
212.92,128.048666667,112.845533334,125.8536,129.105733333,130.731666667,119.430933333,129.0244,107.019022222,132.845533333,94.4715333333
213.30,128.387066667,113.046733333,127.670133333,125.663066667,129.534,120.7884,128.458666666,108.542488889,134.6954,99.0681333335
213.68,127.686933333,113.809533333,130.6124,124.3538,131.3606,123.673466667,130.408133333,112.777833333,134.829866667,102.176733333
214.06,129.455733333,116.938666667,132.585,128.911666667,135.714133334,128.367333333,136.0544,116.916111111,138.843533333,103.673466667
214.44,140.7406,130.0,144.6666,140.962933333,150.6666,140.2222,147.111266666,126.580322222,150.370466667,113.259266667
214.81,130.486066667,123.750133333,133.541666667,126.7362,144.0278,124.027733334,130.138933333,114.525444444,136.4584,102.777733333
215.19,150.452733333,139.753,149.7942,143.1276,163.0454,138.436266667,144.691466667,125.1851,155.061666667,116.296333333
215.57,156.825466667,146.772466667,158.306733333,147.089866667,178.836,143.703666667,148.783066667,127.425022222,165.396666667,120.846466667
215.95,149.1428,139.714266667,149.5238,138.666533333,166.190466667,137.904733333,137.619133333,124.269788889,155.619,118.7618
216.32,176.777866667,166.333333333,170.777733333,164.222266667,195.666733333,159.111066667,168.888866667,148.944344444,185.222266667,148.3332
216.70,173.8798,166.448066667,168.524666667,169.1804,196.065666667,160.9836,170.0546,149.071022222,185.355133333,150.054666667
217.08,168.064466667,170.537666667,169.677533334,171.828,193.2258,161.7204,173.010866667,150.555644444,184.1936,156.666733333
217.46,188.484866667,191.151466666,187.151466667,193.5758,208.484733333,175.878866667,188.727266667,162.666655555,198.909,178.908933334
217.83,221.111133333,218.888933334,211.9444,226.111133333,241.9444,199.999933333,211.111133333,187.037088889,230.9722,212.638933334
218.21,240.317466667,237.301533333,228.7302,245.079466667,266.0318,212.381,224.285733333,197.909955555,247.142933333,231.5872
218.59,237.7236,242.113866667,227.317066667,242.926866667,257.235933333,200.3252,214.471466667,192.574466667,245.691266667,229.5934
218.97,248.0,252.166666667,239.0,252.833333333,259.333333333,215.0,226.166666666,209.555555555,254.833333333,239.833333333
219.34,212.381066667,223.129333333,214.013666667,224.3538,226.6666,194.149533333,201.768666667,194.648633333,225.8504,212.653133333
219.72,191.4942,201.264266666,193.563266666,198.965466667,196.4368,179.425266667,181.6092,174.789288889,202.069066667,188.160866667
220.10,252.280733333,269.649266667,254.035133333,260.877133333,262.631533333,233.5088,230.175333333,222.397655556,264.385933333,244.912333333
220.47,255.4386,262.807066667,255.438533333,257.193,258.421133333,241.228133333,226.3158,218.888955555,259.649,232.631666667
220.85,337.436,346.153866667,335.384533333,336.923133333,329.487133333,306.923,282.307666667,268.888855555,339.999933333,302.820466667
221.23,420.606133333,426.9698,400.303066667,414.5454,384.8484,369.091,335.757533333,322.373711111,416.060866667,343.9394
221.61,386.956533333,394.782666667,374.7826,387.2464,368.1158,349.565266667,314.7826,300.917966667,383.768266667,304.058066667
221.98,323.846266667,337.179466667,311.538533333,325.897466667,308.205066667,288.4616,269.487133333,253.076833333,323.3334,238.9744
222.36,223.248,234.359,223.589933333,232.4786,222.222133333,208.033933333,192.820533333,186.267811111,227.008533333,176.0684
222.74,201.333266667,200.296266667,197.037066667,198.518466667,198.073933333,186.6668,174.370266667,165.950633333,195.2592,156.0
223.11,237.777933333,239.074,234.074,241.852,236.481466667,230.925933333,212.963,195.0,227.4074,194.444466667
223.49,410.333333333,409.333333333,394.333333333,396.666666667,401.0,392.666666667,366.333333333,321.111111111,376.666666667,323.333333333
223.87,1126.6666,1122.8572,1079.04746667,1105.71426667,1121.90466667,1052.38093333,1038.09526667,874.444400001,1001.90466667,886.666666667
224.24,2524.44453333,2568.889,2491.11113333,2591.111,2515.5556,2351.11106667,2504.4444,2024.44442222,2342.2222,2075.5556
224.62,1011.42873333,1099.04746667,1058.09526667,1099.0476,1026.66666667,966.666733335,1067.619,845.238122221,991.428466667,948.571466666
225.00,3213.33333333,3436.66666667,3316.66666667,3606.66666667,3260.0,3070.0,3590.0,2766.66666667,3233.33333333,2936.66666667
225.38,-550.909,-562.424266667,-566.666733333,-618.7878,-572.121266667,-523.6364,-643.6364,-480.000011111,-548.484866667,-524.848466667
225.75,-105.666666667,-109.666666667,-109.666666667,-122.333333333,-108.0,-100.833333333,-140.833333333,-92.0000000001,-110.666666667,-106.5
226.13,-104.7826,-106.9566,-111.884066667,-116.3768,-98.4056666667,-95.0723333333,-135.652133333,-94.8308222222,-105.941933333,-112.898533333
226.51,-57.3516,-60.7307333333,-61.9178,-63.4702666666,-47.9452666667,-49.1322666667,-76.6210666667,-51.6286222222,-57.9907333333,-60.2739333333
226.88,-38.5965333333,-46.0351333333,-46.9474666667,-48.7019333333,-35.0176666667,-36.351,-57.6842666667,-37.1696333333,-46.5262666667,-44.6314666667
227.26,-40.9060666667,-45.1780666666,-50.7444,-50.2264666667,-38.8996,-34.7571333333,-58.4465333333,-38.2632555556,-51.9740666667,-40.9709333333
227.64,-40.5555333333,-44.6914,-48.8272666667,-51.4198,-38.3951333333,-30.8025333333,-57.4692,-37.8291888889,-52.9628666667,-41.1111333333
228.01,-38.8358666667,-41.6402,-45.6085333333,-47.5134,-35.2381333333,-31.3226666667,-52.2222,-36.4551111111,-49.8942,-39.4709333333
228.39,-29.7663333333,-32.3141333333,-34.9894,-36.8578,-26.4968666667,-24.9257333333,-38.1742,-27.2612555556,-37.3672666667,-29.4692
228.76,-22.4562,-24.1403333333,-27.3334,-30.1051333333,-20.7720666667,-19.5789333334,-28.2806,-21.6666222222,-28.386,-21.1579333333
229.14,-24.6864666667,-26.3366,-29.5049333333,-30.9901333333,-23.5314666667,-21.9801333333,-28.8778666667,-25.495,-29.4719333333,-23.5644
229.52,-21.7609333333,-23.9622,-26.6353333333,-28.3961333333,-20.5974666667,-19.9685333333,-26.4151333333,-23.9990555555,-26.8867333333,-21.5408
229.89,-28.0492,-29.401,-32.6267333333,-32.8112666667,-24.9154666667,-25.0384,-30.5377333333,-28.1412,-32.7188666666,-26.1444666667
230.27,-26.0734,-27.0622,-29.1244,-29.6893333333,-22.8248666667,-23.2768,-27.1186,-24.8022111111,-30.5084666667,-21.6666666667
230.65,-26.058,-26.141,-26.9986,-28.7691333333,-21.715,-22.5726,-25.2558666667,-23.5960777778,-29.4882666667,-20.9682666667
231.02,-27.6462666667,-25.9864,-25.143,-28.5714666667,-21.8502666667,-23.0204,-24.4354,-24.2403777778,-28.4354,-20.6801333333
231.40,-22.2133333333,-20.2933333333,-18.1066666667,-22.4266666667,-16.6666666667,-17.9733333333,-18.5866666667,-18.4711111111,-21.92,-16.2133333333
231.78,-18.609,-15.8004,-14.3570666667,-17.8740666667,-13.5959333333,-16.0367333334,-14.4357333333,-14.0027,-17.5853333333,-11.8110666667
232.15,-12.9866666667,-9.09333333335,-7.76000000001,-10.3466666667,-7.38666666668,-11.1466666667,-8.85333333334,-7.41333333333,-11.5733333333,-5.76
232.53,-15.3392,-10.1181333333,-9.05600000001,-10.885,-8.3186,-12.4484,-11.3568,-9.3510111111,-15.0736666667,-7.13873333333
232.90,-15.3772666667,-9.62273333332,-7.79873333333,-9.4968,-6.6352,-11.8868666667,-11.8552666667,-8.29140000001,-16.5094666667,-5.84899999999
233.28,-9.61046666666,-5.39693333332,-2.10686666667,-4.27126666667,-2.16433333333,-6.14719999999,-7.15726666668,-2.83315555556,-11.4574,-1.12559999999
233.66,-3.30666666667,0.773333333334,4.61333333334,2.90666666667,3.67999999999,0.693333333327,-1.38666666667,3.43111111111,-4.37333333333,6.45333333333
234.03,-4.82273333333,0.368799999998,5.24826666667,1.07806666667,1.50360000001,0.312133333334,-1.75893333334,2.94088888889,-5.30500000001,6.18433333333
234.41,-9.00893333333,-1.26126666667,2.40246666666,-2.2522,-2.16193333334,-3.54373333333,-4.68466666666,-0.110088888887,-8.19826666665,2.31226666667
234.78,-10.5184,-2.1926,-0.237,-2.37046666666,-5.65913333334,-5.86666666666,-7.31846666668,-2.65175555556,-10.9038,1.03700000001
235.16,-6.77966666667,1.4406,0.960400000008,0.706266666666,-2.8812,-2.31653333333,-4.29386666667,-0.470744444443,-8.16386666665,4.06793333333
235.54,-6.42559999999,0.160666666668,-1.3922,-0.455266666666,-2.99866666667,-1.95459999999,-3.23973333333,-1.47252222222,-9.31726666667,2.6238
235.91,-4.13426666667,2.0414,-0.077466666668,0.284266666665,-2.429,0.051733333326,-1.73126666667,-1.99822222222,-7.18353333334,3.28173333333
236.29,-7.35899999999,-1.17953333333,-4.17946666667,-5.4616,-7.51286666666,-1.43606666667,-5.79486666668,-7.22216666667,-10.2307333333,-0.564133333333
236.66,-9.68313333332,-4.58806666667,-6.97080000001,-8.87200000001,-11.3814,-4.00493333333,-8.33966666667,-10.0464777778,-11.9137333333,-3.49813333333
237.04,-12.6666666667,-7.25913333333,-9.18513333333,-10.7406,-14.7406666666,-6.2964,-10.8642,-13.3415888889,-13.3334,-5.92586666666
237.41,-14.2008,-9.59106666667,-12.0694666667,-12.7880666667,-17.1251333333,-9.61586666667,-13.5069333333,-16.0429111111,-15.6382,-8.77320000001
237.79,-16.2708,-13.1546666667,-16.0664666667,-16.4240666667,-20.8940666666,-13.2056666667,-15.8621333333,-19.6339555555,-18.3654666667,-13.1291333333
238.17,-10.6808666667,-9.97660000002,-12.9578,-13.5678666667,-16.1266666667,-10.3050666667,-12.7465333333,-16.6118777778,-15.0706,-9.17840000001
238.54,-2.7038,-3.59133333333,-5.63466666667,-6.39846666667,-9.01966666668,-3.0754,-6.06799999999,-8.44505555556,-8.50366666666,-2.064
238.92,4.46273333334,2.84666666667,1.3224,0.128533333335,-1.1754,3.416,0.6612,-0.71628888889,-1.34073333333,3.69133333333
239.29,5.5184,2.74213333333,2.79353333333,0.822599999999,-0.736800000001,3.03353333333,0.548333333335,-0.119977777776,-0.959666666666,4.43873333333
239.67,3.49053333333,1.43073333333,2.10706666667,-0.801866666665,-1.68233333333,0.990533333333,-1.651,-1.91308888889,-1.77666666667,3.50633333333
240.04,2.87113333333,1.05046666667,1.02233333333,-1.3166,-1.23253333333,1.0224,-1.91893333333,-1.38203333333,-2.1288,3.68346666667
240.42,2.36666666667,0.446199999999,0.594733333332,-1.1772,-0.854933333334,0.978933333333,-1.54886666667,-0.906611111111,-2.21806666667,3.49453333333
240.79,3.20166666667,1.54826666667,1.822,0.5162,0.157933333333,2.14846666667,-0.137000000001,0.791655555556,-1.10586666667,4.73926666667
241.17,3.978,2.6154,2.65206666667,1.71,1.08833333333,3.411,1.6734,2.22975555555,0.0548666666687,5.734
241.54,4.58593333333,3.2314,3.36193333333,2.7008,2.2848,4.77366666667,2.95393333333,3.46385555556,1.11793333333,6.8054
241.92,4.41226666667,3.5298,3.59673333333,3.122,2.6178,5.3986,3.3074,3.66951111111,1.32006666667,7.1116
242.29,3.14213333333,2.55826666667,2.6834,2.5654,1.99513333333,4.74106666667,2.58606666667,2.86644444445,1.04273333333,6.486
242.67,3.75693333333,2.8964,3.1264,3.11333333333,2.87686666667,5.45813333333,3.06726666667,3.05408888889,1.73406666667,7.37593333334
243.05,2.13413333333,1.4184,1.48933333333,1.50866666667,1.37966666667,4.30686666667,1.61186666667,1.50115555556,0.354666666667,6.56993333334
243.42,1.884,1.38293333333,1.20526666667,1.3702,1.5922,4.6306,1.78233333333,2.07418888889,0.735933333333,6.55253333333
243.80,2.59606666667,2.02266666667,1.77693333333,2.23693333333,2.3692,5.41913333333,2.54566666667,3.08964444444,1.506,7.36613333333
244.17,2.10106666667,1.731,1.4988,1.90026666666,1.8878,4.8542,2.39586666667,2.68641111111,1.12886666667,6.76693333333
244.55,2.93646666667,2.60086666667,2.27106666667,2.89373333333,2.66793333333,5.33566666667,3.32726666667,3.60595555555,1.86806666667,7.5946
244.92,2.5896,2.74373333333,2.0622,2.65473333334,2.726,5.126,3.31853333333,3.66127777778,1.8606,7.69193333333
245.30,2.1206,2.38086666667,1.77166666667,2.08746666667,2.7354,4.59026666667,2.73533333333,3.32874444445,1.60573333333,7.46946666667
245.67,1.26413333333,2.00306666667,1.3558,1.106,1.89086666667,3.88886666667,1.93666666667,2.466,0.846066666667,6.784
246.05,1.16126666667,1.8368,1.11033333333,0.7494,1.536,3.5254,1.59153333333,2.24077777778,0.652333333333,6.40286666667
246.42,1.6604,2.1694,1.5644,1.2056,1.6896,3.89646666667,1.94013333333,2.65751111111,0.992866666667,6.32873333333
246.79,1.2422,1.88646666666,1.281,0.918133333333,1.3232,3.67293333333,1.92133333333,2.56935555556,0.949133333335,5.92593333333
247.17,1.19646666667,1.72673333333,1.34693333333,0.881199999999,1.20373333333,3.57526666667,2.042,2.63712222222,1.04233333333,5.60266666667
247.54,1.4296,1.9818,1.67673333333,1.00933333333,1.19566666667,3.72293333333,2.34426666667,2.72348888889,1.04006666667,5.72153333333
247.92,1.2082,1.8206,1.65686666667,0.762933333334,0.893933333333,3.6346,2.24293333333,2.58684444444,0.785933333333,5.5174
248.29,1.4032,1.75233333333,1.8998,0.9034,1.08926666667,3.88586666667,2.19446666667,2.68458888889,0.9258,5.59346666667
248.67,1.1182,1.46193333333,1.796,0.536666666667,0.777466666667,3.8844,1.76713333333,2.30476666667,0.6778,5.37826666667
249.04,1.41733333333,1.5256,1.916,0.505133333333,0.8956,4.07146666667,1.89313333333,2.25781111111,0.974466666667,5.4068
249.42,2.02106666667,2.0694,2.43833333333,1.17253333333,1.3208,4.856,2.58306666667,2.87292222222,1.58313333333,5.84586666667
249.79,2.50026666667,2.34906666667,2.73686666666,1.8616,1.70266666667,5.30746666667,3.01026666667,3.34006666667,2.03146666667,6.17553333333
250.17,2.29506666667,2.14793333334,2.514,1.8974,1.5632,5.10353333333,2.872,3.35861111111,1.80193333333,6.0264
250.54,2.7064,2.54246666667,2.8226,2.13313333333,1.9176,5.4644,3.12426666667,3.62852222222,2.04706666667,6.38653333333
250.92,2.4378,2.05913333333,2.63153333333,1.796,1.44973333333,4.90766666667,2.37313333333,3.0864,1.48206666667,5.81253333333
251.29,2.40166666667,2.05413333333,2.53853333333,1.72153333334,1.46733333333,4.83733333333,1.98573333333,2.98033333333,1.34986666667,5.9428
251.66,1.9894,1.78686666667,2.05013333333,1.43246666667,1.27066666667,4.56593333333,1.3768,2.48286666667,1.25033333333,5.50246666667
252.04,1.98606666667,1.79466666667,1.53093333333,1.5568,1.474,4.4066,0.993,2.18346666667,1.3188,5.16153333333
252.41,2.27,2.1584,1.70133333333,1.9724,1.866,4.705,1.478,2.55453333333,1.59493333333,5.3908
252.79,2.93553333333,2.55933333333,2.02686666667,2.59673333334,2.5968,5.0968,2.1936,3.16941111111,2.09126666666,5.68273333333
253.16,2.69853333333,2.24793333333,1.82466666667,2.6656,2.561,4.99026666667,1.64333333334,2.95781111111,1.73693333333,5.43006666667
253.54,2.18853333333,1.65966666667,1.1364,2.09853333333,1.98593333333,4.34893333333,0.6358,2.1105,0.9452,4.73133333333
253.91,1.88426666667,1.3022,0.512800000001,1.54986666667,1.74593333333,4.04473333333,0.224600000001,1.83523333334,0.760599999999,4.42513333333
254.28,1.8748,1.3716,0.521066666665,1.32393333333,1.74893333333,4.07913333334,0.143733333333,2.11043333333,1.25186666667,4.5104
254.66,1.30853333333,1.06033333333,0.490000000002,1.3644,1.50073333333,3.603,-0.198533333335,2.1096,1.09146666667,4.279
255.03,2.39993333333,2.32913333333,1.4052,2.48306666667,2.90013333333,4.8186,1.06506666667,3.7183,2.30986666666,5.56946666667
255.41,3.419,3.584,2.52786666667,3.80833333333,4.19126666667,6.01986666667,2.38273333333,4.935,3.41913333333,6.39613333333
255.78,3.4838,3.30593333333,2.40233333333,4.05186666667,4.07253333333,6.09846666666,2.5736,4.95774444444,3.08686666667,6.45453333333
256.15,4.20473333333,3.67226666667,3.34013333333,4.83413333333,4.4466,7.04013333333,3.41626666666,5.75833333333,3.51313333333,7.41353333333
