wavelength,Back_ChaEucf,Belly_ChaEucf,Breast_ChaEucf,Crissum_ChaEucf,Crown_ChaEucf,DorTail_ChaEucf,Patch10_ChaEucf,Patch11_ChaEucf,Patch12_ChaEucf,Rump_ChaEucf,Throat_ChaEucf,WingTip_ChaEucf
526.59,12.6661111111,34.6131111111,23.0183333333,21.0645555555,7.45066666667,5.83511111111,27.6903333333,32.3024513889,17.8021111111,16.826,25.1168888889,13.3307777778
526.94,12.652,34.6232222222,23.0255555556,21.0254444445,7.40655555555,5.84055555556,27.7028888889,32.2510833333,17.8247777778,16.8474444444,25.1247777778,13.3417777778
527.28,12.6616666667,34.7225555556,23.0597777778,21.0601111111,7.39488888889,5.83422222222,27.7712222222,32.2800972222,17.8716666667,16.8264444445,25.1393333333,13.3682222222
527.63,12.6608888889,34.6997777778,23.0873333333,21.0698888889,7.41011111111,5.79944444444,27.7552222222,32.2642361111,17.8875555555,16.802,25.1194444444,13.3564444444
527.97,12.6524444444,34.7133333333,23.0825555556,21.0798888889,7.41111111111,5.79688888889,27.7534444445,32.2846111111,17.8791111111,16.7763333333,25.1197777778,13.3527777778
528.32,12.6302222222,34.7321111111,23.1348888889,21.0813333333,7.40722222222,5.75811111111,27.7384444444,32.2877291667,17.8932222222,16.7593333333,25.1496666667,13.357
528.66,12.6236666667,34.748,23.1777777778,21.1045555556,7.40988888889,5.771,27.7215555556,32.2895069444,17.8897777778,16.7443333333,25.1697777778,13.3621111111
529.01,12.6318888889,34.7917777778,23.2135555556,21.1414444445,7.40322222222,5.77377777778,27.7207777778,32.3067013889,17.9437777778,16.7354444444,25.2151111111,13.369
529.35,12.6823333333,34.8306666667,23.3077777778,21.2094444444,7.45177777778,5.812,27.7401111111,32.3357152778,17.9782222222,16.7547777778,25.2852222222,13.3944444444
529.70,12.7043333334,34.8337777778,23.3312222222,21.2154444445,7.48,5.815,27.6964444444,32.3342361111,17.9827777778,16.7161111111,25.3327777778,13.404
530.04,12.7024444445,34.8643333333,23.4115555556,21.2717777778,7.50133333333,5.82544444445,27.6838888889,32.3496944444,18.0028888889,16.7112222222,25.4095555555,13.3995555555
530.39,12.7103333333,34.8528888889,23.4367777778,21.293,7.51377777778,5.82844444444,27.6781111111,32.3485555556,18.0613333333,16.7048888889,25.4322222222,13.3991111111
530.73,12.7216666667,34.9391111111,23.5354444445,21.3917777778,7.542,5.85377777778,27.7321111111,32.4290069444,18.0966666667,16.6977777778,25.5181111111,13.4427777778
531.08,12.7565555556,34.982,23.6232222222,21.4643333333,7.60822222222,5.91377777778,27.777,32.5107847222,18.1494444444,16.7473333333,25.5953333333,13.4838888889
531.42,12.7591111111,35.0664444444,23.709,21.517,7.59966666667,5.92577777778,27.8177777778,32.5643888889,18.1916666667,16.7397777778,25.7044444444,13.515
531.77,12.7801111111,35.109,23.7755555555,21.5643333333,7.65088888889,5.95922222222,27.8491111111,32.6059861111,18.2484444444,16.7545555556,25.7585555556,13.5672222222
532.11,12.7902222222,35.1515555556,23.8135555556,21.588,7.66788888889,5.99688888889,27.901,32.6027430556,18.2748888889,16.773,25.7833333333,13.5885555556
532.46,12.8611111111,35.2802222222,23.8992222222,21.6842222222,7.71488888889,6.05211111111,28.0397777778,32.7141944445,18.3931111111,16.8636666666,25.9261111111,13.652
532.80,12.8947777778,35.3038888889,23.9512222222,21.7061111111,7.73811111111,6.08044444444,28.121,32.7705277778,18.4234444444,16.907,25.9725555556,13.6807777778
533.15,12.8967777778,35.3604444444,23.9682222222,21.7458888889,7.73644444444,6.08388888889,28.1594444445,32.7868194445,18.4611111111,16.8982222222,26.013,13.6956666667
533.49,12.9066666667,35.4108888889,24.0588888889,21.78,7.73422222222,6.07066666667,28.2574444444,32.8331805555,18.5062222222,16.9617777778,26.0534444444,13.6964444445
533.84,12.8754444445,35.4146666667,24.0483333333,21.7768888889,7.71722222222,6.03922222222,28.2968888889,32.8214305555,18.4951111111,16.9663333333,26.0824444445,13.6798888889
534.18,12.8695555556,35.4675555555,24.1171111111,21.7962222222,7.71133333333,6.02455555555,28.3013333333,32.8208402778,18.5048888889,16.9865555556,26.1554444444,13.6732222222
534.52,12.8795555556,35.4788888889,24.148,21.8063333333,7.73288888889,6.03577777778,28.3026666667,32.7973888889,18.539,17.0152222222,26.155,13.6466666667
534.87,12.8648888889,35.5045555556,24.177,21.8118888889,7.71766666667,6.02077777778,28.2686666667,32.7655069445,18.5675555556,17.0132222222,26.207,13.6175555556
535.21,12.9095555556,35.5623333333,24.2322222222,21.9027777778,7.78444444445,6.06544444445,28.3716666667,32.8359513889,18.6367777778,17.0855555556,26.2411111111,13.6534444444
535.56,12.9178888889,35.67,24.3276666667,21.9715555556,7.75033333333,6.051,28.3935555556,32.8652916667,18.6922222222,17.0968888889,26.2776666667,13.6581111111
535.90,12.9451111111,35.7313333333,24.3684444444,22.0063333333,7.75,6.06777777778,28.4316666667,32.8840416667,18.7398888889,17.124,26.3012222222,13.6708888889
536.25,12.9248888889,35.759,24.3796666667,22.0064444444,7.72633333333,6.02777777778,28.4065555556,32.8773958333,18.7131111111,17.0922222222,26.2805555556,13.6332222222
536.59,12.9735555556,35.8591111111,24.4421111111,22.0606666667,7.75811111111,6.03188888889,28.486,32.9520347222,18.7423333333,17.1035555555,26.3391111111,13.6608888889
536.93,13.0123333333,35.9426666667,24.505,22.1056666667,7.74577777778,6.05322222222,28.5578888889,33.0419722222,18.7857777778,17.1556666667,26.3804444444,13.7043333333
537.28,13.0197777778,36.0214444445,24.525,22.1642222222,7.72944444445,6.08111111111,28.583,33.0485416667,18.7874444444,17.1457777778,26.3818888889,13.7262222222
537.62,13.0508888889,36.1462222222,24.6267777778,22.2351111111,7.73422222222,6.09588888889,28.662,33.0865625,18.8374444444,17.1708888889,26.3772222222,13.7501111111
537.97,13.0932222222,36.2275555556,24.7275555556,22.3332222222,7.768,6.13955555556,28.7818888889,33.1437638889,18.8464444445,17.2243333333,26.4916666667,13.811
538.31,13.0988888889,36.3193333333,24.7845555556,22.3884444444,7.79922222222,6.12422222222,28.8554444444,33.2162916666,18.8513333333,17.2432222222,26.556,13.8382222222
538.65,13.1206666667,36.3811111111,24.8387777778,22.4227777778,7.79422222222,6.09944444444,28.9325555556,33.2460277778,18.8535555555,17.2454444445,26.5621111111,13.817
539.00,13.078,36.3844444445,24.8157777778,22.3747777778,7.76622222222,6.04788888889,28.903,33.1659791667,18.8661111111,17.2257777778,26.529,13.7876666667
539.34,13.0024444445,36.3466666667,24.7711111111,22.3048888889,7.713,5.99055555555,28.926,33.0459722222,18.766,17.1791111111,26.4793333333,13.7072222222
539.69,12.9175555555,36.3152222222,24.7216666667,22.2627777778,7.654,5.937,28.9161111111,32.9702638889,18.6513333333,17.0735555556,26.4224444444,13.6373333333
540.03,12.9176666667,36.3855555555,24.774,22.2963333334,7.66477777778,5.93144444445,29.0342222222,32.9852569444,18.6694444445,17.0825555555,26.4913333333,13.6848888889
540.37,12.8593333333,36.3733333333,24.7513333333,22.2888888889,7.63988888889,5.92433333333,29.0345555556,32.9190347222,18.6533333333,17.0237777778,26.4554444444,13.6764444444
540.72,12.8202222222,36.3114444444,24.7508888889,22.2813333333,7.61933333333,5.88677777778,29.0012222222,32.8629583333,18.608,16.9938888889,26.4623333333,13.6593333333
541.06,12.8142222222,36.3366666666,24.7858888889,22.3055555555,7.61355555556,5.87355555556,29.017,32.8944861111,18.6175555555,16.969,26.5207777778,13.6796666666
541.40,12.8178888889,36.3081111111,24.7666666667,22.3205555555,7.61177777778,5.89722222222,29.0374444444,32.8847361111,18.6277777778,16.9535555556,26.5327777778,13.6895555556
541.75,12.8223333333,36.3342222222,24.7625555555,22.3513333334,7.61644444444,5.913,29.0441111111,32.9089236111,18.6888888889,16.9314444445,26.5334444445,13.6872222222
542.09,12.8277777778,36.2984444444,24.7802222222,22.3827777778,7.57733333333,5.88977777778,29.0577777778,32.8987152778,18.7193333333,16.9107777778,26.5501111111,13.6681111111
542.43,12.7803333334,36.2633333333,24.7592222222,22.365,7.50655555555,5.82033333333,29.0305555555,32.8672361111,18.6728888889,16.8516666666,26.524,13.6303333334
542.78,12.7526666666,36.3036666667,24.7846666666,22.3976666667,7.47777777778,5.80266666667,29.0218888889,32.8935,18.6354444444,16.8044444445,26.5418888889,13.595
543.12,12.8574444445,36.3612222222,24.8686666667,22.5191111111,7.55388888889,5.85933333333,29.1347777778,33.0358680555,18.758,16.8383333333,26.6521111111,13.6465555556
543.46,12.9575555556,36.4754444445,25.0327777778,22.6562222222,7.58488888889,5.91733333333,29.2747777778,33.2134097222,18.9102222222,16.9176666666,26.7968888889,13.7018888889
543.81,12.9508888889,36.4002222222,25.0268888889,22.6931111111,7.56266666667,5.89822222222,29.2492222222,33.1907986111,18.9256666667,16.854,26.7703333333,13.6455555556
544.15,13.004,36.5212222222,25.1435555556,22.8187777778,7.59211111111,5.92833333333,29.3583333333,33.2932083333,19.0234444445,16.9655555556,26.8822222222,13.6744444444
544.49,13.0228888889,36.5818888889,25.1687777778,22.8516666667,7.61977777778,5.96466666667,29.4253333333,33.324,19.0694444445,16.96,26.883,13.6734444444
544.84,13.0526666667,36.6772222222,25.2156666667,22.8891111111,7.61755555556,6.00422222222,29.5391111111,33.4004722222,19.1114444444,17.0007777778,26.9147777778,13.6682222222
545.18,13.0195555556,36.7778888889,25.2456666667,22.8988888889,7.55733333333,5.961,29.5148888889,33.4244097222,19.1555555556,16.9712222222,26.9715555555,13.6355555555
545.52,13.035,36.9373333333,25.3766666667,23.0166666666,7.54877777778,5.949,29.6487777778,33.5679791667,19.2043333333,17.0501111111,27.0543333333,13.6738888889
545.87,13.009,37.0947777778,25.467,23.1096666667,7.593,5.95866666667,29.7681111111,33.6807291667,19.2551111111,17.0482222222,27.1502222222,13.736
546.21,13.1113333333,37.3246666667,25.6818888889,23.2968888889,7.71933333334,6.05088888889,29.9358888889,33.8525763889,19.4496666667,17.1738888889,27.3914444444,13.8587777778
546.55,13.1857777778,37.3841111111,25.8417777778,23.4091111111,7.78277777778,6.15277777778,30.0642222222,33.9569583333,19.5298888889,17.282,27.5568888889,13.9598888889
546.90,13.1247777778,37.4451111111,25.8883333333,23.4275555556,7.73422222222,6.17077777778,30.0314444444,33.9354097222,19.519,17.2818888889,27.594,13.9768888889
547.24,13.0787777778,37.4905555555,25.9448888889,23.4298888889,7.74755555556,6.13111111111,30.0021111111,33.8730763889,19.4691111111,17.2405555556,27.619,13.9802222222
547.58,13.0832222222,37.6147777778,26.0726666667,23.4496666667,7.75133333333,6.15355555556,30.0318888889,33.9451388889,19.4903333334,17.3027777778,27.6961111111,13.9965555556
547.92,13.0028888889,37.563,26.0926666667,23.3971111111,7.70922222222,6.11266666667,29.9054444444,33.8862152778,19.4486666667,17.2114444444,27.6582222222,13.9417777778
548.27,13.0638888889,37.5944444444,26.1837777778,23.5048888889,7.74388888889,6.14911111111,29.9266666667,33.8884097222,19.5287777778,17.2347777778,27.7677777778,14.0103333333
548.61,13.0491111111,37.6987777778,26.256,23.5835555556,7.83977777778,6.14511111111,29.9173333333,33.9058402778,19.5971111111,17.273,27.87,14.0864444444
548.95,13.1856666667,37.7645555556,26.4283333333,23.7057777778,8.02644444445,6.27488888889,30.0488888889,33.9832013889,19.7054444444,17.4192222222,27.9958888889,14.2093333333
549.29,13.1716666667,37.734,26.5236666667,23.6674444444,8.03233333333,6.24677777778,29.9893333333,33.9353402778,19.7041111111,17.358,28.0317777778,14.1717777778
549.64,13.0886666667,37.6066666667,26.5122222222,23.515,7.89733333333,6.16755555556,29.8323333333,33.8067430556,19.5932222222,17.264,27.8776666667,14.0543333333
549.98,13.0555555555,37.5472222222,26.4997777778,23.4683333333,7.85244444444,6.20722222222,29.7796666667,33.7754236111,19.5111111111,17.1867777778,27.8053333333,14.0087777778
550.32,13.055,37.6455555556,26.5214444444,23.4301111111,7.84955555556,6.14422222222,29.7811111111,33.7346180556,19.5698888889,17.1176666667,27.7765555556,14.0111111111
550.66,13.127,37.8223333333,26.6375555556,23.499,7.89211111111,6.19066666667,29.9302222222,33.7650555556,19.6406666667,17.2108888889,27.8602222222,14.0828888889
551.01,13.1704444444,37.9354444444,26.6611111111,23.5826666666,7.87622222222,6.18266666667,30.072,33.8599097222,19.7622222222,17.2674444444,27.8973333333,14.1283333333
551.35,13.1762222222,37.9791111111,26.6571111111,23.6331111111,7.84155555556,6.14355555556,30.1267777778,33.8896805556,19.7852222222,17.2265555555,27.8897777778,14.1134444444
551.69,13.1824444445,38.089,26.6911111111,23.6873333333,7.85511111111,6.13144444444,30.2467777778,33.9574513889,19.7856666667,17.2534444444,27.9298888889,14.0954444444
552.03,13.1163333333,38.1708888889,26.739,23.6448888889,7.77044444444,5.98755555556,30.2956666667,33.9947152778,19.6712222222,17.2447777778,27.9305555556,14.0264444444
552.38,13.0295555556,37.9721111111,26.6497777778,23.4975555555,7.65377777778,5.90311111111,30.2377777778,33.8854027778,19.5671111111,17.1692222222,27.7875555556,13.8641111111
552.72,12.9866666667,37.962,26.6217777778,23.4643333334,7.585,5.83611111111,30.2265555555,33.8282083333,19.4711111111,17.122,27.7438888889,13.814
553.06,13.0167777778,38.1947777778,26.6874444444,23.5843333333,7.62966666667,5.9,30.3977777778,33.9351736111,19.5791111111,17.1366666667,27.803,13.8397777778
553.40,13.0774444444,38.3743333333,26.7847777778,23.7186666667,7.719,5.98788888889,30.5753333333,34.05775,19.6018888889,17.1698888889,27.9816666667,13.889
553.74,13.0083333333,38.3904444444,26.7631111111,23.657,7.67844444445,5.92866666667,30.5622222222,34.0133819445,19.5985555555,17.1761111111,27.9252222222,13.8643333333
554.09,13.103,38.4892222222,26.8902222222,23.7487777778,7.74188888889,6.03644444445,30.6732222222,34.0686458333,19.6522222222,17.2538888889,28.1007777778,13.9068888889
554.43,13.0284444444,38.4245555556,26.9028888889,23.7403333333,7.74677777778,5.99255555556,30.6546666667,34.0468333334,19.6077777778,17.1471111111,28.0816666667,13.8332222222
554.77,12.9338888889,38.3041111111,26.8487777778,23.6543333333,7.67233333333,5.91011111111,30.455,33.9037847222,19.4508888889,17.0095555555,28.0578888889,13.7126666667
555.11,12.89,38.3951111111,26.9736666667,23.6931111111,7.69555555555,6.01155555556,30.5145555556,33.9866805555,19.5005555556,17.08,28.1271111111,13.7425555555
555.45,12.8405555555,38.3101111111,26.9805555556,23.6248888889,7.65722222222,6.02144444444,30.4605555555,33.9742986111,19.5297777778,17.0148888889,28.1645555556,13.7725555556
555.80,12.7173333334,38.3177777778,26.9684444445,23.6098888889,7.65277777778,6.044,30.4095555555,33.9039583333,19.5538888889,16.9875555556,28.1374444445,13.7016666667
556.14,12.9371111111,38.6046666667,27.2178888889,23.8906666667,7.81577777778,6.16466666667,30.5673333333,34.0182708333,19.7711111111,17.138,28.3992222222,13.8526666667
556.48,12.8392222222,38.6347777778,27.2547777778,23.9228888889,7.79922222222,6.086,30.5667777778,33.9904722222,19.7495555556,17.0227777778,28.3954444445,13.7283333333
556.82,12.8323333333,38.5048888889,27.1861111111,23.8057777778,7.766,6.01233333333,30.5135555556,33.8307638889,19.6227777778,17.0306666666,28.352,13.7056666667
557.16,12.8428888889,38.4585555555,27.1561111111,23.8005555555,7.72288888889,5.976,30.4411111111,33.6481458333,19.6143333333,17.0593333333,28.3543333333,13.636
557.50,12.9095555556,38.6854444445,27.2665555556,23.952,7.78144444444,6.01344444445,30.5528888889,33.7757222222,19.6506666667,17.0711111111,28.5128888889,13.7464444444
557.85,12.6455555556,38.5217777778,27.0565555556,23.7874444444,7.48011111111,5.71977777778,30.3437777778,33.6227847222,19.4148888889,16.9157777778,28.2961111111,13.5128888889
558.19,12.5254444444,38.3538888889,26.9166666667,23.6364444444,7.37655555556,5.53388888889,30.2146666667,33.5128888889,19.2552222222,16.7963333333,28.1333333333,13.3876666667
558.53,12.5353333333,38.3833333333,26.9412222222,23.6875555555,7.48255555556,5.55555555555,30.3206666667,33.5055138889,19.2814444444,16.8821111111,28.1858888889,13.4743333333
558.87,12.5403333333,38.4457777778,26.9386666667,23.6897777778,7.44588888889,5.42311111111,30.3006666667,33.4251666667,19.2176666666,16.8118888889,28.1877777778,13.3627777778
559.21,12.5885555556,38.4761111111,26.9236666667,23.6944444444,7.44066666667,5.30166666667,30.2656666667,33.2588472222,19.1595555556,16.7282222222,28.1011111111,13.268
559.55,12.7231111111,38.5264444445,27.0075555556,23.7193333333,7.54788888889,5.37188888889,30.4228888889,33.2924791666,19.2047777778,16.7534444445,28.1682222222,13.3506666667
559.89,12.5865555556,38.4843333333,26.9434444444,23.6341111111,7.43533333333,5.28355555556,30.38,33.2730416667,19.1314444445,16.6717777778,28.0677777778,13.2504444444
560.23,12.6516666667,38.576,26.9935555556,23.631,7.45722222222,5.32122222222,30.4498888889,33.3130902778,19.2145555555,16.7236666667,28.1084444444,13.3207777778
560.58,12.5913333333,38.6355555556,27.0403333333,23.7048888889,7.43355555555,5.25911111111,30.5097777778,33.3507430556,19.2062222222,16.6211111111,28.1806666667,13.3212222222
560.92,12.5402222222,38.6744444444,27.0962222222,23.6233333333,7.35155555556,5.11255555555,30.546,33.4605069444,19.2496666667,16.6045555556,28.1825555555,13.3577777778
561.26,12.4134444445,38.4815555555,27.0295555555,23.5043333333,7.28055555556,5.02677777778,30.454,33.2520416667,19.194,16.5822222222,28.1297777778,13.2636666667
561.60,12.5388888889,38.5752222222,27.1705555556,23.5998888889,7.46288888889,5.18911111111,30.533,33.2952569444,19.3665555556,16.6616666667,28.1866666667,13.3995555556
561.94,12.6646666667,38.7834444444,27.3378888889,23.7131111111,7.44611111111,5.24122222222,30.6108888889,33.4308194444,19.4621111111,16.7645555555,28.3861111111,13.5118888889
562.28,12.7868888889,38.9592222222,27.5592222222,23.9184444444,7.59577777778,5.39977777778,30.8158888889,33.6641597222,19.6516666667,16.8953333333,28.5817777778,13.6464444444
562.62,12.8812222222,38.9825555555,27.7392222222,23.9871111111,7.72811111111,5.53933333333,30.9624444445,33.6907430556,19.7742222222,16.9696666667,28.7313333333,13.8533333333
562.96,12.8796666667,39.1464444444,27.8027777778,23.9954444444,7.74755555556,5.58288888889,31.0274444444,33.8260833333,19.7876666667,16.9391111111,28.8503333333,13.91
563.30,12.8048888889,39.0494444444,27.7814444445,23.9431111111,7.64266666667,5.48822222222,30.9016666667,33.7769722222,19.7317777778,16.9007777778,28.8107777778,13.8735555555
563.64,12.839,39.0732222222,27.7597777778,23.9113333333,7.66288888889,5.55455555556,30.8777777778,33.7745972222,19.7041111111,16.8196666667,28.832,13.9184444444
563.99,12.8578888889,39.1688888889,27.9065555556,23.9735555555,7.72888888889,5.62044444444,30.939,33.8469166667,19.6837777778,16.8783333333,28.8968888889,13.9662222222
564.33,12.9241111111,39.0603333333,27.8986666667,23.9134444445,7.75166666667,5.68322222222,30.8666666667,33.7891666667,19.6704444444,16.9577777778,28.8513333333,13.9873333333
564.67,13.1305555555,39.36,28.0932222222,24.1716666667,7.99877777778,5.92744444444,31.093,33.9890069444,19.939,17.1672222222,29.103,14.1964444445
565.01,13.1958888889,39.4794444445,28.1977777778,24.2427777778,8.08688888889,5.99522222222,31.193,34.1182222222,20.0154444444,17.1773333333,29.1635555556,14.2504444445
565.35,13.2686666667,39.603,28.1883333333,24.3425555556,8.09544444445,6.047,31.3286666667,34.2680694444,20.0471111111,17.1908888889,29.2955555556,14.2842222222
565.69,13.31,39.7675555555,28.3555555555,24.5271111111,8.19377777778,6.09877777778,31.537,34.4254444444,20.2008888889,17.2487777778,29.4486666667,14.3121111111
566.03,13.171,39.6111111111,28.1764444444,24.3443333333,7.99044444444,5.93066666667,31.2842222222,34.2477708333,20.0938888889,17.0653333333,29.2224444444,14.1054444444
566.37,13.0886666667,39.5816666667,28.114,24.2915555556,7.942,5.82155555555,31.183,34.2247708333,20.0333333333,17.035,29.1946666667,14.0305555555
566.71,13.1357777778,39.5716666667,28.147,24.3555555555,7.91077777778,5.82655555556,31.2146666667,34.234125,20.0931111111,17.1232222222,29.2392222222,14.0233333333
567.05,13.2141111111,39.8226666666,28.3125555556,24.4624444445,8.03066666667,5.93388888889,31.4491111111,34.4177847222,20.2222222222,17.2186666667,29.4402222222,14.1402222222
567.39,13.336,39.9667777778,28.4462222222,24.5981111111,8.151,6.00388888889,31.5871111111,34.4962361111,20.2951111111,17.3112222222,29.5584444444,14.2242222222
567.73,13.2498888889,39.8928888889,28.3711111111,24.5805555555,8.08333333333,5.94911111111,31.5618888889,34.4217847222,20.3378888889,17.2165555556,29.5601111111,14.1952222222
568.07,13.2181111111,39.9775555555,28.4355555556,24.6042222222,8.054,5.90322222222,31.5956666667,34.4370625,20.3991111111,17.199,29.6032222222,14.2123333334
568.41,13.1681111111,39.861,28.3845555556,24.5027777778,8.03333333333,5.85655555556,31.5398888889,34.3620833333,20.2604444444,17.0808888889,29.5314444445,14.1446666666
568.75,13.2836666667,39.9351111111,28.4354444444,24.5836666667,8.06577777778,5.92422222222,31.6473333333,34.3775694445,20.3207777778,17.1087777778,29.6435555555,14.1986666667
569.09,13.2336666667,39.9946666666,28.5834444444,24.596,8.12411111111,5.93444444444,31.7307777778,34.3376736111,20.3928888889,17.1945555556,29.7237777778,14.174
569.43,13.1091111111,39.9164444444,28.4075555556,24.4334444444,8.05577777778,5.91288888889,31.5417777778,34.1343055555,20.279,17.1228888889,29.5967777778,14.1376666667
569.77,13.2314444445,40.1622222222,28.5486666667,24.5056666667,8.16211111111,6.00255555555,31.7978888889,34.2481111111,20.4063333334,17.2636666667,29.784,14.2994444444
570.11,13.2655555556,40.264,28.5505555555,24.5483333333,8.202,6.04111111111,31.8777777778,34.2378958333,20.3871111111,17.2656666666,29.8005555555,14.3246666667
570.45,13.3152222222,40.3455555556,28.6607777778,24.6251111111,8.29077777778,6.08077777778,32.0208888889,34.2734861111,20.4606666667,17.2868888889,29.8524444445,14.4202222222
570.79,13.3283333333,40.3022222222,28.615,24.6168888889,8.28422222222,6.09,31.9616666667,34.2190347222,20.4662222222,17.2324444445,29.782,14.3344444445
571.13,13.2656666667,40.3226666667,28.6393333333,24.5837777778,8.22877777778,6.08233333333,31.9284444444,34.1679791667,20.4743333333,17.2493333333,29.7982222222,14.3382222222
571.47,13.3797777778,40.4821111111,28.761,24.6942222222,8.28622222222,6.14688888889,32.0787777778,34.27875,20.5821111111,17.3606666667,29.9148888889,14.4453333333
571.81,13.456,40.6481111111,28.8396666667,24.7407777778,8.35311111111,6.18622222222,32.2007777778,34.4095833333,20.6214444444,17.3731111111,30.0255555555,14.4781111111
572.15,13.5115555556,40.7236666667,28.9138888889,24.8115555556,8.37955555556,6.25322222222,32.2324444444,34.4015972222,20.6806666667,17.3844444444,30.0777777778,14.4966666667
572.49,13.4493333333,40.6167777778,28.8266666667,24.7382222222,8.31622222222,6.21833333333,32.0943333333,34.3145277778,20.561,17.3535555556,29.9945555555,14.4011111111
572.83,13.4211111111,40.5494444444,28.7696666667,24.6511111111,8.24722222222,6.16066666667,32.0142222222,34.1981875,20.4438888889,17.2498888889,29.8714444445,14.4178888889
573.17,13.5303333334,40.6698888889,28.9144444444,24.8013333334,8.26844444444,6.19988888889,32.1663333333,34.3328333333,20.5446666667,17.2805555556,29.9537777778,14.4843333333
573.51,13.4955555556,40.6193333334,28.9488888889,24.8305555555,8.28711111111,6.21377777778,32.1105555555,34.2799583333,20.4642222222,17.272,29.9517777778,14.5006666667
573.85,13.4263333333,40.5975555555,29.0074444445,24.8065555556,8.20388888889,6.20722222222,32.0935555555,34.2645486111,20.4643333333,17.2546666667,29.9573333333,14.4747777778
574.19,13.3944444445,40.547,28.932,24.7547777778,8.18266666667,6.24311111111,31.9934444444,34.2226736111,20.453,17.2608888889,29.9732222222,14.3984444444
574.53,13.4032222222,40.6232222222,28.97,24.7978888889,8.151,6.18711111111,31.9467777778,34.1760555556,20.4556666667,17.2937777778,30.0183333333,14.4472222222
574.87,13.3526666667,40.6006666666,29.0295555556,24.8301111111,8.13677777778,6.13188888889,31.9483333333,34.1907361111,20.4558888889,17.2602222222,30.0031111111,14.4007777778
575.21,13.3295555556,40.5144444444,29.0045555555,24.762,8.12755555556,6.12233333333,31.8997777778,34.0898611111,20.353,17.1775555556,29.912,14.3663333333
575.55,13.366,40.531,29.0724444444,24.8901111111,8.18755555556,6.19477777778,31.9586666667,34.0819375,20.4545555556,17.3058888889,29.9441111111,14.3953333333
575.89,13.3426666667,40.5407777778,29.1443333333,24.942,8.11477777778,6.14177777778,31.9644444444,34.0986111111,20.4275555555,17.2907777778,29.9672222222,14.3995555556
576.22,13.4931111111,40.7052222222,29.3295555556,25.0802222222,8.23011111111,6.21944444444,32.1561111111,34.2550694444,20.6212222222,17.3874444445,30.0812222222,14.5475555556
576.56,13.5034444444,40.7672222222,29.4061111111,25.1425555556,8.303,6.18644444445,32.1932222222,34.3369791666,20.6965555556,17.3208888889,30.2145555556,14.5383333333
576.90,13.5282222222,40.7375555556,29.4736666667,25.1098888889,8.38122222222,6.26744444444,32.1751111111,34.3353611111,20.7174444444,17.3448888889,30.2951111111,14.5576666667
577.24,13.6387777778,40.9013333333,29.6328888889,25.3031111111,8.45555555556,6.33855555556,32.3425555556,34.4425833333,20.8968888889,17.4176666667,30.4762222222,14.6246666667
577.58,13.762,41.0836666667,29.6363333333,25.3884444445,8.53611111111,6.35288888889,32.4818888889,34.5666180555,21.0371111111,17.4512222222,30.5788888889,14.664
577.92,13.8836666667,41.3056666667,29.8961111111,25.5684444445,8.65011111111,6.47455555556,32.692,34.7692013889,21.1395555555,17.6322222222,30.7945555556,14.8261111111
578.26,13.912,41.3271111111,29.961,25.6397777778,8.72211111111,6.53477777778,32.7777777778,34.8567777778,21.1964444444,17.6221111111,30.8326666667,14.8475555556
578.60,13.9471111111,41.3148888889,29.8967777778,25.6452222222,8.74766666667,6.54166666667,32.8797777778,34.8693333333,21.1954444445,17.669,30.9181111111,14.8763333333
578.94,13.9954444444,41.4738888889,30.0425555556,25.744,8.75577777778,6.50911111111,32.8963333333,35.0617152778,21.2952222222,17.6645555555,31.0867777778,14.8947777778
579.28,13.9665555555,41.512,30.042,25.7075555556,8.626,6.39766666666,32.9628888889,35.0865625,21.259,17.6083333333,31.1504444444,14.8614444444
579.61,13.834,41.3032222222,29.8227777778,25.4934444444,8.56388888889,6.27388888889,32.7564444445,34.9084652778,21.1865555555,17.5348888889,30.939,14.7427777778
579.95,13.7106666667,41.349,29.8301111111,25.5203333333,8.53488888889,6.23477777778,32.7728888889,34.8917777778,21.1982222222,17.5045555555,31.0243333333,14.7668888889
580.29,13.8012222222,41.5073333333,29.9522222222,25.66,8.54333333333,6.31811111111,32.94,35.0442222222,21.2867777778,17.6825555556,31.0307777778,14.8911111111
580.63,13.7826666667,41.559,29.9291111111,25.6776666667,8.53022222222,6.24155555555,33.0257777778,34.9776875,21.3086666667,17.6388888889,31.0417777778,14.8532222222
580.97,13.6965555556,41.424,29.8294444444,25.4463333333,8.46188888889,6.23822222222,32.9075555556,34.8635208333,21.2153333333,17.5716666667,30.9424444444,14.7608888889
581.31,13.6581111111,41.3117777778,29.9187777778,25.4162222222,8.42311111111,6.32033333333,32.8,34.8273819444,21.1555555555,17.5845555555,30.8782222222,14.7862222222
581.65,13.4531111111,41.2277777778,29.7972222222,25.3054444444,8.20455555556,6.06733333334,32.7162222222,34.7299722222,20.9936666666,17.3212222222,30.6997777778,14.5916666667
581.98,13.3251111111,41.2381111111,29.7594444444,25.2372222222,8.04922222222,5.94477777778,32.7053333333,34.7400625,21.0005555555,17.2601111111,30.7047777778,14.4903333333
582.32,13.2421111111,41.1765555556,29.7456666667,25.1732222222,7.93177777778,5.915,32.6083333333,34.6668541667,21.0124444445,17.1464444444,30.5848888889,14.3981111111
