wavelength,Back_ChaEucf,Belly_ChaEucf,Breast_ChaEucf,Crissum_ChaEucf,Crown_ChaEucf,DorTail_ChaEucf,Patch10_ChaEucf,Patch11_ChaEucf,Patch12_ChaEucf,Rump_ChaEucf,Throat_ChaEucf,WingTip_ChaEucf
183.35,85.3799999999,126.315888889,82.4561111109,50.2925555556,94.7366666664,77.1930000001,27.4853333332,54.3127430555,138.011555556,77.7776666667,72.5147777778,97.0758888889
183.73,109.803777778,157.516333333,107.189444445,66.6666666667,121.568555555,98.6927777779,36.6013333333,79.6978055554,167.973888889,94.1177777778,90.1961111112,126.143777778
184.11,117.460333334,180.952333333,116.666666667,67.4603333333,126.984,78.5714444443,44.4444444444,92.0137569444,197.619111111,103.968222222,105.555555556,141.269777778
184.49,100.0,157.516333333,105.882333333,59.4772222222,111.111,79.7386666667,54.9022222221,94.4853263888,164.706,88.2353333333,104.575,124.183
184.87,93.4343333331,131.313111111,95.9596666667,58.5858888889,103.535333333,82.828111111,65.6565555557,86.9632569444,143.939444444,83.3333333334,95.9595555554,111.616222222
185.25,82.3231111112,109.091,79.2927777777,41.9191111111,88.8888888887,64.6464444443,60.1011111112,74.2108958332,131.313111111,75.2523333333,86.3636666667,97.9797777777
185.63,101.058222222,108.465555556,85.7143333333,48.6772222222,104.761888889,77.2487777778,76.1903333332,89.5833750001,133.333333333,80.4234444444,98.9417777777,110.052888889
186.01,86.1111111112,83.3333333332,71.1111111112,35.0,87.7777777777,63.3333333334,59.4444444446,64.5833333333,111.666666666,62.2222222222,72.2222222222,92.7777777777
186.39,65.7777777777,72.8888888889,61.7777777778,32.4444444444,65.7777777778,53.3333333333,51.9999999999,55.8333333335,82.6666666667,57.3333333332,48.4444444445,81.3333333334
186.77,77.7777777778,84.7735555557,77.7777777778,49.7943333333,72.8394444445,72.8395555555,61.3168888889,71.8619652777,91.358,73.2511111112,59.6707777778,91.7695555556
187.15,60.6348888889,70.4762222222,69.2063333334,44.127,59.0475555556,62.2221111111,51.1111111111,63.1746527778,78.0952222223,65.7142222221,56.1902222222,70.7936666667
187.53,61.3888888889,71.6666666667,66.6666666667,45.8333333333,60.8333333333,63.0555555556,50.8333333335,65.6944444444,73.0555555557,69.4444444446,59.7222222222,68.6111111111
187.91,58.0807777778,66.1615555555,58.586,41.6668888889,60.606,60.6058888889,47.7273333332,66.7929027778,67.6767777778,67.6768888888,58.8384444445,67.9292222222
188.29,68.4807777778,70.0681111111,65.7595555555,53.0612222222,69.8413333333,71.4287777778,58.9571111111,75.2408402778,72.3356666667,72.7891111112,61.9047777778,76.644
188.67,68.1917777778,64.4881111111,61.0022222222,53.1591111111,68.8452222222,64.2703333333,56.2092222222,72.1950416667,67.9737777778,67.3202222222,56.427,74.0738888889
189.05,65.4087777778,61.4256666666,60.7967777778,53.6686666667,66.8763333333,62.2641111111,52.411,71.3444097222,63.3123333333,63.9413333333,56.1845555555,68.763
189.43,73.9314444445,64.1026666667,72.0085555556,60.6837777778,70.5127777778,68.5897777778,61.3248888889,76.9232777778,64.9572222222,67.3076666667,60.8976666667,74.359
189.81,67.2954444444,64.5703333333,72.5367777778,61.216,67.086,66.4571111111,56.1844444445,72.8772083333,62.6834444445,66.8764444445,58.9097777778,72.5368888889
190.19,68.6867777778,71.3132222222,78.7876666667,65.6566666667,72.121,67.8787777778,61.4141111111,79.3182569445,65.4545555556,70.5052222222,63.0304444445,77.9796666667
190.57,83.3334444446,81.5657777778,94.6971111112,75.5051111111,88.383777778,77.0202222222,71.4645555555,96.8434930554,79.5455555555,81.3133333332,79.5453333333,90.1515555557
190.95,88.0115555553,88.0115555554,104.093555556,73.0994444444,94.4443333332,76.0233333333,75.7308888889,100.8588125,85.9647777777,85.380111111,83.6258888889,94.1519999999
191.33,128.788,129.292888889,148.484777778,110.101,138.888888889,110.606222222,114.646333333,156.155305556,121.212111111,127.777777778,124.747666667,141.414111111
191.71,194.444555556,189.814777778,226.852,165.740888889,218.518333333,165.740666667,184.259222222,245.543916667,190.740777778,183.333333333,176.851888889,215.740666666
192.09,386.666666667,386.666666666,486.666666667,353.333333333,435.555555556,311.111111111,420.0,512.5,384.444444445,373.333333333,353.333333333,422.222222222
192.47,1566.66666667,1633.33333333,2366.66666667,1422.22222222,1955.55555556,1355.55555556,1844.44444445,2195.13888889,1566.66666667,1722.22222222,1600.0,1888.88888889
192.85,-1288.88888889,-1444.44444444,-2088.88888889,-1000.0,-1688.88888889,-1244.44444445,-1655.55555556,-1779.86111111,-1255.55555555,-1755.55555556,-1444.44444444,-1644.44444444
193.23,-293.333333333,-357.777777778,-462.222222222,-197.777777778,-386.666666667,-277.777777778,-371.111111111,-384.861111111,-275.555555556,-393.333333333,-351.111111111,-384.444444444
193.61,-98.8888888888,-160.0,-188.888888889,-75.5555555556,-187.777777778,-112.222222222,-147.777777778,-167.708333333,-132.222222222,-170.0,-147.777777778,-143.333333333
193.99,-51.5873333332,-87.3016666667,-111.904777778,-25.3966666667,-105.555555556,-56.3492222222,-92.0634444446,-112.599340278,-78.5713333336,-92.0634444443,-93.6507777777,-68.254
194.37,-33.3332222223,-45.2382222222,-77.7778888888,-1.58733333333,-72.2221111111,-29.3648888889,-81.7458888889,-88.1448402777,-54.761888889,-75.3969999999,-88.0952222221,-30.1585555557
194.75,-77.7777777779,-129.166666667,-173.611111111,-49.9999999999,-163.888888889,-94.4444444444,-197.222222222,-194.704861111,-133.333333333,-188.888888889,-206.944444444,-106.944444445
195.13,-131.481444444,-196.296333333,-238.888888889,-116.666666667,-235.185333333,-140.740666667,-287.037,-314.004715278,-166.666555556,-262.963,-296.296333333,-192.592777778
195.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195.89,265.079111111,282.539666667,346.031777778,220.634888889,371.428444445,250.793666667,355.555444445,411.904736111,241.269777778,339.682444444,384.127,377.777666667
196.27,145.926,167.407444444,170.370333333,133.333222222,201.481444445,134.074111111,179.999888889,220.231354167,142.962777778,177.037,206.666555555,198.518555556
196.65,111.111111111,130.994111111,112.865444444,101.169777778,154.386,88.8887777777,125.731111111,169.919743056,108.771888889,126.315666667,160.233888889,153.801
197.03,138.194444444,170.833333333,144.444444444,135.416666667,185.416666667,104.166666667,164.583333333,215.494791666,147.916666667,147.916666667,200.0,186.111111111
197.40,127.083333333,165.972222222,145.138888889,156.944444444,181.25,108.333333333,162.5,217.664930555,159.027777778,162.5,182.638888889,188.888888889
197.78,126.111111111,165.0,140.0,143.888888889,163.888888889,110.555555556,152.222222222,206.5625,152.222222222,163.333333333,167.222222222,187.222222222
198.16,146.405,181.699333333,158.169888889,170.588222222,198.039111111,116.993333333,177.778,238.847854167,171.895333333,186.928,186.274444444,226.797333333
198.54,148.333333333,188.888888889,161.111111111,168.888888889,202.222222222,137.222222222,168.888888889,233.645833333,171.111111111,180.555555556,180.0,226.666666667
198.92,176.296333333,219.259222222,168.888777778,196.296333333,231.110888889,157.777888889,197.037,279.351875,199.999888889,201.481444444,194.074222222,260.740777778
199.30,205.983,241.880333333,181.196555555,226.495666667,273.504111111,188.034222222,218.803444444,315.224402778,228.205111111,228.205111111,218.803444444,291.453
199.68,234.444444444,266.666666667,175.555555556,275.555555555,301.111111111,213.333333333,274.444444444,374.375,281.111111111,245.555555556,232.222222222,307.777777778
200.06,497.222222222,561.111111111,397.222222222,586.111111111,638.888888889,438.888888889,536.11111111,823.090277778,586.111111111,588.888888889,491.666666667,633.333333334
200.44,-844.444444444,-916.666666666,-766.666666666,-1044.44444445,-1188.88888889,-838.888888889,-999.999999998,-1509.375,-1005.55555556,-1077.77777778,-866.666666668,-1294.44444444
200.82,-637.037,-740.74077778,-625.926,-811.11111111,-900.000111111,-674.074111111,-792.592666668,-1084.95365972,-722.22211111,-781.481333333,-607.407333334,-866.666444445
201.19,659.259333333,714.814777778,677.77788889,862.96288889,955.555555555,759.259333334,818.518444442,1121.99080556,666.666666668,859.259222222,633.333222222,937.036999999
201.57,-666.666888889,-648.148222222,-559.259333333,-700.000111112,-859.259444446,-644.444444444,-807.407444443,-979.62967361,-540.740666667,-707.407444444,-607.407444445,-799.999888889
201.95,-966.666666667,-766.666666669,-727.777777778,-1005.55555556,-1200.0,-844.444444447,-1100.0,-1356.59722222,-661.111111112,-844.444444446,-861.111111111,-1094.44444444
202.33,1105.55555556,933.333333333,766.666666668,1016.66666667,1288.88888889,888.888888888,1288.88888889,1432.63888889,666.666666667,955.555555554,938.888888889,1094.44444444
202.71,-1155.55555556,-922.222222221,-716.666666667,-944.444444447,-1177.77777778,-761.111111111,-1361.11111111,-1414.93055556,-633.333333333,-938.888888889,-833.333333333,-988.88888889
203.09,-340.740888889,-253.703777778,-187.037111111,-300.000111111,-346.296111111,-162.963,-381.481222222,-438.889097222,-146.296444445,-281.481444444,-244.444333333,-303.703777778
203.47,-380.0,-291.111111111,-204.444444444,-322.222222222,-366.666666667,-122.222222222,-464.444444444,-487.638888889,-160.0,-271.111111111,-257.777777778,-331.111111111
203.85,-338.888888889,-311.111111111,-229.629555556,-285.185222222,-318.518444444,-125.925888889,-425.926,-416.435131945,-150.0,-288.888888889,-274.073888889,-322.222222222
204.22,-2277.77777778,-2255.55555556,-1444.44444445,-1944.44444444,-2100.0,-877.777777779,-2822.22222222,-2609.72222222,-1288.88888889,-1822.22222222,-1755.55555555,-1933.33333333
204.60,2600.0,2466.66666667,1444.44444444,2000.0,2166.66666667,899.999999999,2855.55555556,2725.0,1277.77777778,1866.66666667,1600.0,1866.66666667
204.98,-229.166666667,-188.888888889,-98.611111111,-169.444444445,-165.277777778,-43.0555555554,-275.0,-256.597222222,-113.888888889,-159.722222222,-127.777777778,-165.277777778
205.36,-124.603222222,-84.9205555557,-46.8254444445,-84.9205555556,-72.222111111,-15.0794444444,-161.111,-131.696402778,-61.1112222221,-75.3967777779,-53.1744444443,-76.9843333333
205.74,-77.0833333334,-34.0277777778,-6.94444444443,-49.3055555556,-38.1944444443,15.2777777778,-104.861111111,-94.8784722222,-30.5555555556,-40.2777777777,-14.5833333333,-47.2222222222
206.12,-28.5023333333,-0.966,14.9757777778,-23.6714444444,-5.797,33.3333333333,-54.5895555557,-47.9468402778,-3.86488888888,-11.5941111111,20.29,-4.34788888889
206.50,-26.749,-3.29233333333,3.70344444447,-34.568,-2.46933333333,20.1646666667,-41.1523333332,-36.4712430556,-20.9874444445,-13.1686666667,18.5184444444,-12.3457777778
206.87,-0.766333333333,18.0075555556,21.839,-19.5401111111,18.0077777778,37.5477777778,-16.475,-18.1512152778,-8.04600000001,3.0651111111,29.501888889,5.364
207.25,-8.33333333333,15.2777777778,15.2776666666,-27.3148888889,12.963,34.7222222222,-27.7777777778,-25.6365,-19.4444444445,0.9258888889,31.4815555555,0.462888888877
207.63,-26.3157777779,7.60233333333,8.77188888887,-67.2513333333,-14.035,7.01766666664,-52.6314444443,-61.1111041668,-38.0117777778,-35.6725555554,19.298111111,-18.7134444444
208.01,-18.3007777779,35.9477777779,22.8757777778,-67.9738888889,-11.7645555556,14.379,-38.562111111,-69.4443541667,-26.1437777778,-28.7582222223,36.6013333332,-22.2221111111
208.39,26.0536666667,63.9846666668,51.3407777778,-4.59766666668,29.1187777779,41.7623333333,18.3907777778,-7.95012500002,24.138,23.7546666667,63.9844444443,16.8583333333
208.77,43.0977777778,81.1447777777,65.3198888889,9.0908888889,44.1077777778,54.5454444444,34.6801111111,8.54363194443,37.7103333333,40.4041111111,60.9426666668,31.9864444445
209.14,17.8743333333,69.0819999999,59.4201111111,-31.401,20.289888889,45.4105555555,8.21266666653,-26.5700763889,21.739,10.628,50.7246666668,11.5942222222
209.52,17.3333333333,62.2222222223,70.2222222222,-22.2222222222,22.2222222223,48.4444444444,22.2222222222,-18.3333333333,26.2222222222,19.5555555555,56.8888888889,19.1111111111
209.90,12.962888889,69.1358888889,83.3333333332,-35.8025555556,26.5432222222,56.1728888888,18.5184444446,-39.4289166668,25.9258888889,17.2837777777,75.9260000001,16.0495555556
210.28,16.9589999999,63.7426666666,83.6257777779,-16.3742222222,21.0526666667,57.3098888888,21.0524444445,-24.08625,34.5029999999,25.7310000001,69.0057777777,15.7894444444
210.66,-3.17455555543,61.1112222222,88.0952222223,-42.8571111111,-8.73044444457,57.9365555557,-0.793777777667,-65.9721180557,26.9841111112,18.2538888889,57.9366666668,3.96844444433
211.03,-11.7646666668,47.0587777777,59.4771111111,-39.2156666667,-24.8365555555,47.0588888888,1.96088888867,-55.1471666667,18.3005555556,17.6471111111,48.366111111,-10.4576666666
211.41,-6.1111111111,48.3333333332,48.8888888889,-29.4444444445,-20.5555555555,31.1111111111,6.1111111112,-47.2916666667,17.2222222222,16.6666666668,43.888888889,-6.11111111113
211.79,-6.83755555556,35.0426666667,27.3505555556,-9.40166666667,-2.13666666667,31.1965555556,13.2478888888,-29.9946041667,16.6667777778,18.8035555556,42.7349999999,1.7093333333
212.17,5.07955555557,35.8732222222,35.2381111111,8.88888888889,10.1587777778,35.2382222222,21.9046666666,-2.75793055553,23.1745555555,30.7936666667,48.254,18.4125555556
212.55,-17.3611111111,13.1944444444,12.1527777778,-17.0138888889,-9.37500000001,15.9722222222,2.43055555557,-26.5407986111,0.694444444433,11.4583333333,27.7777777778,1.3888888889
212.92,-22.5491111111,6.5358888889,5.22877777779,-13.0718888889,-13.7255555556,12.745,-1.63400000003,-23.733625,-4.9021111111,6.2091111111,30.3922222222,-3.26800000003
213.30,-0.48311111109,20.5315555556,21.9806666667,13.0435555556,2.41555555557,23.6715555556,14.7342222222,-0.52856249999,14.2512222222,24.6376666667,38.1641111111,10.8696666667
213.68,0.740888888867,20.9876666667,23.7035555556,12.0987777778,-3.95066666667,25.9257777778,15.8025555555,-2.49994444446,17.7778888889,24.6913333333,37.284,8.1481111111
214.06,5.76133333333,19.7532222222,22.8394444444,12.5514444445,-1.23466666667,26.9547777778,20.7817777778,1.2603888889,22.0165555555,24.0741111111,35.3908888889,14.1975555555
214.44,-2.72544444443,11.3206666667,18.6583333333,6.70866666667,-3.77344444447,23.0608888889,16.5618888889,-5.94859722223,17.1906666667,18.2391111111,33.7526666667,8.8051111111
214.81,10.2004444445,22.2222222222,29.6903333333,20.0364444445,11.2931111111,30.7832222222,29.1438888889,8.06022222223,31.5117777778,28.0511111111,43.898,18.397
215.19,10.215,19.3546666667,30.8243333333,17.5625555555,11.2902222222,28.6738888889,27.4193333334,6.57477777777,31.1826666667,26.1648888889,44.0861111111,17.9211111111
215.57,12.522,18.6947777778,32.0988888889,20.1058888889,13.0511111111,31.9222222222,29.8061111111,9.18219444443,33.3333333333,26.1023333334,45.8554444444,19.0474444444
215.95,15.0537777778,18.2795555556,38.8888888889,20.4303333333,13.4411111111,32.0787777778,28.4944444444,12.3656388889,34.4085555556,29.2115555555,43.0107777778,17.7416666667
216.32,10.909,12.7272222222,36.5656666667,16.9696666667,12.5252222222,32.7274444444,24.4444444444,5.947,32.9293333333,26.8688888889,42.6262222222,12.3232222222
216.70,10.9053333334,18.7242222222,40.3292222222,20.3704444444,15.4322222222,33.7448888889,25.5145555555,10.0178263889,34.568,27.5721111111,44.856,10.2881111111
217.08,9.02766666667,18.7501111111,38.889,18.287,15.5092222222,33.3333333333,23.6111111111,9.36060416667,35.8796666667,21.9906666667,51.1573333333,7.40733333333
217.46,1.6666666667,12.7777777778,33.6111111111,11.1111111111,15.8333333333,33.0555555556,22.2222222222,2.70833333334,34.7222222222,17.5,53.6111111111,-2.5
217.83,-7.30155555553,5.07955555557,29.8413333333,6.66666666667,20.9523333334,29.2064444444,18.4127777778,-5.41669444443,25.7142222222,15.5556666667,53.9683333333,-7.61911111111
218.21,-11.111,15.7707777778,41.9354444444,10.7527777778,33.3333333334,31.5413333333,14.6951111111,-3.96514583336,29.3906666666,18.2795555555,60.9317777778,-6.8101111111
218.59,-28.0,11.1111111111,32.8888888889,-7.55555555557,18.6666666667,11.5555555556,-6.22222222223,-19.3055555556,12.8888888889,2.66666666667,56.8888888889,-34.6666666668
218.97,-45.5555555554,12.7777777778,29.4444444445,-15.5555555556,2.77777777777,-4.44444444443,-33.3333333333,-33.75,-6.66666666668,-10.5555555557,63.8888888889,-63.3333333332
219.34,-40.9722222223,29.1666666666,46.5277777778,3.47222222223,14.5833333333,-0.694444444433,-26.3888888889,-9.98263888887,-9.99970476793e-12,1.00000600393e-10,86.111111111,-68.75
219.72,-45.0981111111,24.183,33.9867777778,0.0,3.92177777778,-9.804,-30.7190000001,-4.98354166667,-1.96066666667,7.18944444447,71.2418888889,-61.438
220.10,-65.0793333332,24.6032222222,14.2858888889,-19.0474444443,-8.73033333334,-14.2856666668,-39.6825555554,-22.1726527778,-18.254,-4.7618888889,92.8573333333,-71.4285555555
220.47,-43.7036666667,35.5555555556,17.7777777778,-2.2222222221,-2.22233333334,-5.92588888887,-17.037,4.12039583337,-9.62966666667,-0.740666666567,90.3704444443,-41.4814444444
220.85,-46.4646666668,30.3031111111,30.3028888889,5.05055555543,-16.1615555556,-13.1312222222,-27.2727777779,2.46219444453,-25.2524444445,-1.18423789293e-15,114.141333334,-47.4746666666
221.23,-62.2222222223,1.1111111111,45.5555555555,9.99946792035e-11,-27.7777777778,-34.4444444445,-23.3333333332,-40.2777777777,-60.0,-2.2222222221,88.8888888889,-42.2222222223
221.61,-32.0986666666,32.0986666667,87.6542222221,35.8025555557,4.93822222222,-30.8643333333,27.1604444443,-23.4567708334,-58.0245555557,20.9877777779,128.395,9.87644444433
221.98,-12.121111111,24.2425555555,64.6465555557,36.3635555557,-4.04033333333,-8.081,30.302888889,-1.89399305567,-49.4948888889,17.1717777777,92.9292222222,13.131222222
222.36,-19.7531111111,-13.5803333333,44.4444444444,34.567888889,-28.3952222222,-22.2222222224,39.506111111,-16.5897638889,-101.234555556,13.5803333336,98.7653333333,-8.64199999977
222.74,42.8571111112,52.3811111111,79.365,83.3332222222,50.0,45.2380000001,80.9522222221,35.0198333333,-3.9682222222,64.2856666666,111.904888889,56.3492222223
223.11,32.4073333332,36.111111111,67.5925555555,88.8888888889,53.7036666667,48.1480000002,91.6667777778,37.6156527777,1.00014811248e-11,57.4073333333,112.037,61.111
223.49,4.93844444423,43.209888889,69.1356666668,91.358,65.4318888889,49.3827777776,91.3582222223,2.93218055567,-17.2838888889,41.9753333335,112.345666666,75.3085555553
223.87,20.8333333333,77.7777777779,97.222222222,108.333333333,100.0,80.5555555558,134.722222222,9.635416667,-15.2777777778,61.111111111,150.0,95.8333333333
224.24,46.8253333332,80.1586666667,92.0633333334,109.523666667,90.4762222223,83.3333333335,114.285888889,50.1983055557,30.9523333333,73.8095555554,103.174666667,82.5396666667
224.62,75.0,118.055555556,150.0,155.555555556,120.833333333,120.833333333,206.944444445,47.0486111113,41.6666666667,111.111111111,158.333333333,91.6666666667
225.00,75.0,125.0,143.055555556,168.055555556,127.777777778,143.055555556,233.333333333,59.6354166667,66.6666666668,94.4444444445,168.055555555,75.0
225.38,64.6465555556,108.080777778,99.9997777778,132.323222222,107.070555556,127.272666667,162.626222222,69.6968819446,68.6870000001,83.8383333334,126.262555555,62.6264444442
225.75,36.752,82.906,62.3931111111,82.9060000001,63.2478888889,104.273555556,83.7604444444,41.2392430554,37.6067777779,58.9742222221,82.9058888888,30.7693333333
226.13,6.66666666667,175.555555555,93.3333333333,142.222222222,108.888888889,182.222222222,124.444444444,16.8055555557,44.4444444444,77.7777777779,157.777777778,-4.44444444456
226.51,183.333333333,-366.666666667,-55.5555555557,-166.666666667,-61.1111111111,-238.888888889,-99.9999999999,97.5694444446,-27.7777777778,3.33306123442e-10,-211.111111111,216.666666668
226.88,63.3333333333,-50.0000000001,8.8888888889,-13.3333333333,8.8888888889,-26.6666666668,-23.3333333333,31.7361111112,17.7777777778,25.5555555556,-20.0,57.7777777779
227.26,28.7581111111,-28.1046666667,-7.8431111111,-5.22866666667,-5.88244444446,-16.9934444445,-24.8363333333,19.0359166667,16.34,4.57499999998,-15.6863333333,20.9150000001
227.64,20.5555555555,-10.0,-1.66666666667,-4.44444444443,-1.11111111113,-6.66666666667,-23.3333333333,21.7013888889,15.0,3.3333333333,-20.0,26.6666666667
228.01,27.0368888889,9.62955555553,9.99999999999,6.66666666667,12.9627777778,18.5184444444,10.3703333333,33.1018194445,23.7037777778,20.7407777778,1.8518888889,38.5185555556
228.39,24.495,11.1112222222,12.1212222222,11.111,14.1413333333,21.717,11.8686666667,31.5497847222,22.7273333333,22.7272222222,5.80800000002,37.3736666667
228.76,24.1134444445,8.74700000001,12.293,9.69266666666,10.1654444444,19.8581111111,14.8936666667,26.6105138889,20.5673333333,22.4586666667,5.201,33.097
229.14,28.4368888889,15.2542222222,17.1375555555,15.6307777778,14.3125555556,24.2938888889,21.6573333333,29.3902847222,23.9172222222,22.2223333333,9.4161111111,31.0734444444
229.52,31.3726666667,18.6274444444,22.2223333333,21.8953333333,19.7711111111,29.0848888889,26.7972222222,31.3010069445,26.7973333333,26.634,14.7058888889,35.6211111111
229.89,32.2082222222,18.5652222222,23.0661111111,23.0661111111,20.6751111111,29.5358888889,22.9256666667,29.5096388889,26.0195555556,27.7075555556,15.0493333333,34.3177777778
230.27,28.4722222222,17.6388888889,22.6388888889,22.3611111111,20.2777777778,29.7222222222,21.8055555555,27.8559027778,25.4166666667,27.3611111111,13.75,32.9166666667
230.65,24.7967777778,20.0542222222,20.7317777778,21.6802222222,19.5121111111,26.6938888889,20.1897777778,24.9661805556,25.4743333333,24.3903333333,14.9052222222,31.1654444444
231.02,26.8398888889,23.5208888889,22.2224444444,22.6552222222,22.0781111111,28.7158888889,21.9337777778,26.0461666667,27.85,25.2525555556,18.0374444445,34.6321111111
231.40,26.7312222222,23.1884444444,21.2561111111,21.0951111111,22.8663333333,28.5023333333,20.7728888889,26.2076111111,26.8921111111,26.731,20.4507777778,37.0371111111
231.78,23.7606666667,18.2905555556,19.6581111111,15.8974444445,20.6836666667,27.5214444444,20.6836666667,21.8695833334,24.2734444445,23.077,19.1453333334,33.6752222222
232.15,24.3386666667,18.8714444444,22.9276666667,16.2256666667,20.635,26.2786666667,20.1057777778,20.9988125,25.3967777778,25.9258888889,24.515,31.2171111111
232.53,24.1318888889,21.354,24.1317777778,17.5345555556,23.9582222222,26.7361111111,22.7427777778,21.0177013889,27.2567777778,25.5206666667,24.6525555555,26.9096666667
232.90,28.7178888889,26.8376666667,25.812,22.0512222222,28.034,30.7693333333,28.376,27.4786805556,32.1366666667,26.8376666667,30.0853333333,29.5726666667
233.28,25.501,22.9507777778,27.3224444444,19.4898888889,26.5937777778,27.1402222222,27.3225555555,25.296125,32.787,24.0438888889,32.9691111111,28.0508888889
233.66,19.3077777778,16.0292222222,22.5865555555,8.01455555557,19.4898888889,19.8542222222,17.122,20.81075,27.8688888889,16.2113333333,27.8688888889,17.6685555556
234.03,8.33344444443,6.48155555556,14.2592222222,-3.88888888887,9.81477777779,6.66677777778,8.70366666668,10.4629513889,15.5554444444,4.074,20.3703333334,7.77788888887
234.41,4.7078888889,0.941555555567,8.09799999999,-11.8643333334,2.07155555556,-2.8248888889,3.57822222223,3.40160416667,9.7928888889,-3.01322222222,13.1824444444,-0.564888888879
234.78,16.33,7.91244444444,18.5186666667,-2.52522222223,12.7945555555,9.59600000001,14.4781111111,16.3089861111,18.687,10.2692222222,20.5387777778,11.6161111111
235.16,14.7057777778,7.51633333333,17.6471111111,-2.7777777778,12.4183333333,10.1307777778,15.8496666667,15.4104166667,17.8105555555,9.15033333333,17.8105555556,10.621
235.54,18.9542222222,11.2745555556,21.0784444444,0.49000000001,14.0524444444,10.4575555556,18.9543333333,17.5450486111,20.9148888889,10.9476666667,17.9738888889,13.3986666667
235.91,29.6297777778,21.7776666667,25.926,13.9257777778,23.5554444445,14.963,23.4074444444,27.4907291666,28.2963333333,18.2222222222,27.5555555556,21.6297777778
236.29,28.7263333333,22.3576666667,23.4417777778,17.2085555556,24.2547777778,11.3821111111,22.8997777778,27.3712222222,28.3197777778,15.7182222222,26.0163333333,24.3902222222
236.66,27.6277777778,21.3214444445,21.4715555555,16.2163333333,20.2703333333,7.65777777779,20.2704444445,26.2575555555,28.6786666667,13.3632222222,24.9248888889,23.4234444444
237.04,27.9941111111,21.7894444445,23.6653333333,16.0172222222,18.9033333334,8.51366666667,18.4705555555,24.7746805556,28.5715555556,14.8627777778,24.964,24.6753333333
237.41,30.9115555556,26.3533333334,24.5015555556,20.6552222222,22.2222222222,12.1084444445,22.6494444444,29.3090208333,29.2022222222,19.0884444444,26.7807777778,29.6296666667
237.79,33.0656666667,30.6558888889,26.9074444444,27.9783333334,25.8367777778,17.2692222222,27.1754444444,32.4632083333,32.1283333333,21.9544444445,28.2463333333,35.6091111111
238.17,37.4338888889,38.2275555556,32.8042222222,32.672,30.1587777778,27.1163333333,33.7301111111,39.5171875,40.2117777778,29.6296666667,32.5396666667,41.5343333333
238.54,35.5821111111,35.4497777778,31.7461111111,31.3491111111,28.9682222222,28.4388888889,32.143,39.6576180556,39.4181111111,29.4973333333,32.0105555556,40.7407777778
238.92,28.8618888889,29.4038888889,26.0162222222,28.0487777778,20.0542222222,23.3062222222,24.9323333333,34.1802777778,32.656,22.629,26.6938888889,33.4688888889
239.29,27.1737777778,28.3816666667,25.966,26.9323333333,18.4783333333,22.9467777778,25.2417777778,34.427875,31.6425555555,23.1883333334,26.9324444444,30.918
